Word	eo
spittoon	spitono
splash	splash
splat	splat
splatter	splatilo
spleen	lieno
splendid	splenda
splendor	splendo
splice	splice
spline	splino
splint	splinton
splinter	splinilo
split	disigo
splitting	dividante
splurge	splurigi
spoil	prirabi
spoiler	spoiler
spoiling	difektante
spoils	difektas
spoke	parolis
spoken	parolita
spokesman	proparolanto
spokesperson	proparolanto
sponge	spongo
spongy	spongaj
sponsor	sponsor
sponsorship	sponsorado
spontaneity	spontaneco
spontaneous	spontanea
spoof	kaliko
spook	spook
spooky	spookema
spool	spoolo
spoon	kulero
spoonful	kulero
sporadic	sporada
spore	sapo
sport	sporto
sporting	sportaj
sports	sportoj
sports car	sporta aŭto
sportsman	sportisto
sportsmanship	sporteco
sportswriter	sportisto
sporty	sporta
spot	makulo
spotless	senmakula
spotlight	rakonto
spotted	makulitaj
spotter	Vidisto
spotty	malpura
spousal	spousal
spouse	edzino
spout	ŝerci
sprain	spreno
sprawl	sprawlo
spray	spray
spread	disvastiĝis
spreader	disvastigilo
spree	spiono
spring	printempo
springtime	printempo
sprinkle	aspergu
sprinkler	aspergilo
sprinkling	ŝprucante
sprint	sprint
sprite	sprite
sprout	ekbruliĝu
spruce	piceo
spud	spud
spunk	spunk
spunky	spunky
spur	spuro
spurious	malpura
spurred	spurita
spurt	ŝprucaĵo
spy	spiono
squabble	kvadrata
squad	eskadro
squadron	eskadro
squall	kvadrato
squamous	skvamaj
squander	malŝpari
square	kvadrato
squash	premplatigi
squat	ekkapti
squatter	ekspluatanto
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	elpremi
squeezing	elpremante
squelch	eksplodo
squid	kapo
squint	malklara
squire	kvadrato
squirm	kuraĝu
squirrel	sciuro
squirt	kverelas
squish	malklara
squishy	malklara
stab	ponardu
stabbed	ponardita
stability	stabileco
stabilize	stabiligi
stabilizer	stabiligilo
stable	stabila
staccato	staccato
stack	pilo
stadium	stadiono
staff	personaro
stag	stag
stage	scenejo
stagecoach	etapo
stagehand	etapo
stagger	stagger
staggering	staganta
stagnant	stagna
stagnation	stagnado
staid	stato
stain	makulo
stained	makulita
stainless	neoksidebla
stair	ŝtuparo
staircase	ŝtuparo
stairs	ŝtuparoj
stairway	ŝtuparo
stairwell	ŝtuparo
stake	intereso
stakeout	partopreni
stale	Stale
stalemate	malaltiĝo
stalk	Gvati
stalker	Stalker
stall	stalo
stallion	stalon
stalls	staloj
stalwart	malfeliĉa
stamina	stamina
stamp	stampilo
stampede	stampi
stance	sinteno
stand	staras
standard	normo
standardize	normigi
standardized	estandarizita
standby	standby
standing	staranta
standoff	ekstere
standpoint	vidpunkto
standstill	staras
standup	starig ^ i
stanza	strofo
staph	stafo
staple	Baza
stapler	stapilo
star	stelo
star fruit	Stelo frukto
starboard	tribordo
starch	amelo
stardom	Stardom
stardust	Stardust
stare	rigardi
starfish	stelo-maro
stargazing	stelo
staring	rigardante
stark	Stark
starlet	stelo
starlight	stelo
starling	starling
starry	stelo
stars	steloj
starship	steloŝipo
start	komencu
starter	komenco
startle	komencu
startled	surprizita
startling	sorprende
starvation	malsato
starve	malsato
starved	malsatis
starving	malsatante
stash	stash
stat	stat
state	ŝtato
stately	kurioze
statement	deklaro
stateroom	stateroom
stateside	stato
statesman	ŝtatisto
static	statika
staticky	NO TRANSLATION
statics	statikaj
station	stacidomo
stationary	estacionario
stationery	papejo
statistic	statistiko
statistical	statistika
statistician	statistikisto
stator	statoro
statuary	staturado
statue	statuo
statuette	statueto
stature	staturo
status	statuso
statute	statuto
statutory	leĝa
staunch	fervora
stave	stave
stay	resti
stayaway	NO TRANSLATION
stayed	restis
stays	restas
stead	anstataŭe
steadfast	firma
steady	konstanta
steak	bistejo
steakhouse	steakhouse
steal	ŝteli
stealing	ŝteli
stealth	stealth
stealthily	stealthily
stealthy	sensenca
steam	vaporo
steamboat	vaporŝipo
steamer	vaporo
steaming	vaporo
steamroller	Steamroller
steamship	vaporŝipo
steamy	vaporo
steel	ŝtalo
steep	kruta
steeple	Steeple
steer	regi
steering	direktado
stellar	estelar
stem	tigo
stench	stench
stencil	stencilo
stenographer	stenografo
step	paŝo
stepdaughter	nepino
stepfather	prapatro
stepmother	madrafa
steppe	stepo
steps	paŝoj
stepson	sinjorino
stereo	stereofonia
stereoscopic	stereoscópica
stereotype	stereotipo
stereotyped	stereotipitaj
sterile	senfrukta
sterility	malfekundeco
sterilize	steriligi
sterling	sterlingo
stern	severa
sternum	sterno
steroid	steroido
stethoscope	stetoskopo
stew	kuirita
steward	administranto
stewardess	stevardino
stewardship	administrado
stfu	stfu
stick	bastono
sticker	etikedo
sticking	glitante
stickler	glumilo
stickup	stickup
sticky	glueca
stiff	rigida
stiffen	rigida
stiffness	rigideco
stifle	svingi
stifled	frapis
stifling	svingante
stigma	stigmo
stile	NO TRANSLATION
stiletto	stileto
stillbirth	akuŝo
stillborn	naskita
stillness	kvieteco
stillwaiting	ankoraŭ atendanta
stilts	stiltaj
stimulant	stimulanto
stimulate	stimuli
stimulating	stimulante
stimulation	stimulo
stimulus	stimulo
sting	pikilo
stinger	pikilo
stinging	pikante
stingy	Stingy
stink	Stink
stinker	Stinker
stinking	stinkanta
stinky	Stinky
stint	ekstere
stipend	stipendio
stipulate	kondiĉi
stipulation	kondiĉo
stir	movu
stirring	moviĝanta
stitch	punkto
stitching	punkto
stock	stoko
stockade	ŝtato
stockbroker	ŝtopisto
stockholder	akciulo
stocking	stokado
stockings	ŝtopoj
stockpile	Provizilo
stockroom	stockroom
stocks	provizoj
stoic	stoico
stole	ŝtelis
stolen	ŝtelita
stomach	stomako
stomachache	stomakdoloro
stomp	stomp
stomped	eksplodis
stone	ŝtono
stoned	sxtonmortigita
stonewall	ŝtonoŝtono
stoneware	ŝtono
stony	pika
stooge	stooge
stool	tabureto
stools	taburetoj
stoop	klinko
stoopid	stoopido
stop	ĉesu
stopover	stoko
stoppage	halti
stopper	ĉasisto
stopping	ĉesante
stopwatch	ĉapitro
storage	stokado
store	vendejo
storefront	vendejo
storehouse	magazeno
storeroom	tendejo
storing	stokante
storm	ŝtormo
storming	ŝtormante
stormy	ŝtorma
story	rakonto
storybook	rakonto
storyteller	rakonto
storytelling	rakonto
stound	fiksaĵo
stout	forta
stove	forno
stow	stow
stowaway	kaŝmovojo
straddle	ekstere
straight	rekte
straighten	rekte
straightforward	rekte
straightway	tuj
strain	streĉiĝo
strained	streĉita
strait	mallarĝa
straitjacket	striko
straits	afliktoj
strand	fadeno
stranded	strandita
strange	stranga
stranger	stranga
strangle	stranga
strangulation	stranga
strap	rimeno
strapless	senmanĝa
strapping	tranĉante
strata	stratoj
strategic	strategia
strategist	strategisto
strategy	strategio
stratification	estratificación
stratosphere	stratosfero
stratum	tavolo
stratus	strato
straw	pajlo
strawberry	frago
stray	frapita
streak	strio
streaked	streĉita
stream	rivereto
streamer	streamer
streaming	streaming
streamline	rafini
street	strato
streetcar	tramo
streetlight	strat-lumo
strength	forto
strengthen	fortigi
strengthening	plifortigante
strenuous	fortuna
strep	strep
stress	premo
stressed	emfazis
stresses	emfazoj
stressfree	NO TRANSLATION
stressful	streso
stressin	NO TRANSLATION
stressing	emfazante
stressrelief	NO TRANSLATION
stretch	streĉi
stretcher	tranĉilo
stricken	batita
strict	strikta
stride	stride
strife	malpaco
strike	striko
strikeout	striko
striker	strikanto
striking	frapanta
strikingly	mirinde
string	kordo
strings	kordoj
stringy	rigida
strip	strio
stripe	strio
striped	strio
stripped	senvestigita
stripper	striopo
striptease	striptezo
strive	strebas
strobe	striko
stroke	frapo
stroll	promenado
stroller	veturilo
strolling	promenante
strong	forta
stronghold	fortikaĵo
strongly	forte
structural	struktura
structure	strukturo
strudel	strudelo
struggle	lukto
strut	strut
stub	ĝermo
stubbed	ĉagrenita
stubble	stangulo
stubborn	obstina
stubbornness	obstineco
stubby	stubby
stucco	stuko
stuck	batitaj
stuckup	NO TRANSLATION
stud	stud
studded	studita
student	studento
studied	studis
studio	studo
study	studi
stuff	aĵoj
stuffed animal	plenigita besto
stuffing	plenigado
stuffy	plena
stumble	falpusxigxas
stump	stumpo
stumped	stumpita
stun	ekflamis
stunned	surprizita
stunner	Stunner
stunning	impresa
stunt	fervoro
stunted	stunted
stuntman	stuntmano
stupefaction	konsterno
stupefy	stulta
stupendous	stulta
stupid	stulta
stupidity	stulteco
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stuporo
sturdy	fortika
sturgeon	sturgo
stutter	tondilo
sty	sty
style	stilo
styling	stilo
stylish	eleganta
stylist	estilisto
suave	suave
sub	sub
subatomic	subatoma
subcommittee	subkomisiono
subconscious	subkonscia
subcutaneous	subcutánea
subdivide	subdivido
subdivision	subdivido
subduction	subducción
subdue	submetu
subdued	submetita
subdural	subdura
subito	NO TRANSLATION
subject	subjekto
subjected	submetita
subjection	submetiĝo
subjective	subjektiva
subjugation	subjugado
sublet	subleto
sublevel	sublevelo
sublimation	sublimiĝo
sublime	sublima
subliminal	subliminal
submarine	submarŝipo
submerge	mergi
submerged	mergita
submersible	submersible
submission	submetiĝo
submissive	submetita
submit	sendu
submitting	sendante
subordinate	subulo
subordination	subordigo
subplot	subulo
subpoena	subpoena
subscribe	aboni
subscriber	abonanto
subscription	abono
subsequence	subsecuenteco
subsequent	posta
subsequently	poste
subservient	subservanta
subset	subaro
subside	malaperas
subsidence	subdido
subsidiary	filio
subsidize	subvenciigi
subsidy	subvencio
subsist	subsistas
subsistence	subsistado
subsoil	subsuelo
subspace	subspaco
substance	substanco
substandard	substare
substantial	Substanca
substantially	substance
substantiate	substanti
substantive	substantivo
substation	Substacio
substitute	anstataŭanto
substituted	anstataŭigita
substitution	anstataŭo
substructure	substrukturo
subterranean	subtera
subtext	subteksto
subtitle	subtitolo
subtle	subtila
subtlety	subtileco
subtract	subtrahi
subtraction	subtraho
subtype	subtipo
suburb	antaŭurbo
suburban	suburbano
suburbia	suburbio
suburbs	antaŭurboj
subversion	subversio
subversive	renversema
subvert	subverti
subway	metroo
succeed	sukcesu
succeeding	sukcesante
success	sukceso
successful	sukcesa
succession	gamo
successive	pluaj
successor	posteulo
succinct	aparte
succubus	succubus
succulent	suculento
succumb	pereu
suck	suĉu
sucker	kukisto
sucking	suĉante
suckling	suĉante
sucks	suĉas
suction	suĉado
sudden	subita
suddenly	subite
suds	suds
sue	demandado
suede	suede
suffer	suferi
sufferer	suferanto
suffering	suferado
suffice	suficxe
sufficiency	sufiĉo
sufficient	sufiĉa
sufficiently	sufiĉe
suffix	sufikso
suffocate	sufoki
suffocating	sufokante
suffocation	sufokado
sugar	sukero
suggest	sugestu
suggestion	sugesto
suggestive	sugerente
suicidal	suicidinto
suicide	memmortigo
suicidebombing	NO TRANSLATION
suit	kostumo
suitable	taŭga
suitcase	valizo
suite	suite
suitor	antaŭulo
sulfate	sulfato
sulfur	sulfuro
sulk	sulk
sullen	sullen
sully	sully
sulphur	sulfuro
sultan	sultano
sultry	sultry
sum	adicias
summarily	resume
summarize	resumi
summary	resumo
summation	resumo
summer	somero
summerhouse	somero
summertime	somero
summit	pinto
summon	kunvokas
summons	kunvokon
sumo	sumo
sump	sump
sumptuous	pompa
sun	sunon
sunbeam	sunbrilo
sunburn	sunbruligita
sundae	sundae
sunday	dimanĉo
sundial	sunsubiro
sundown	sundown
sundry	sundry
sunflower	sunfloro
sunglass	sunglass
sunglasses	gafas de suno
sunk	enprofundigita
sunken	enprofundigita
sunless	senmova
sunlight	sunlumo
sunny	sunplena
sunrise	sunleviĝo
sunroof	senprofunda
sunscreen	sunscreen
sunset	sunsubiro
sunshine	sunbrilo
suntan	estas
sunup	suno
sup	sup
super	súper
superannuation	supereco
superb	mirinda
superficial	malprofunda
superfluous	superfluaj
superhero	superhéroe
superhuman	superhumana
superimposed	superpuestos
superintendent	superintendente
superior	supera
superiority	supereco
superlative	superlativo
superman	Superman
supermarket	superbazaro
supermodel	supermodelo
supernatant	supernativulo
supernatural	supernatura
supernova	supernova
superposition	superposicion
superpower	superpotenco
supersede	superas
superstar	superstelo
superstition	superstiĉo
superstitious	superstiĉa
superstore	superstorejo
supervise	supervizi
supervision	supervision
supervisor	kontrolisto
supper	vespermanĝi
suppertime	vespere
supplant	suplanti
supple	supple
supplement	suplemento
supplemental	suplementa
supplementary	suplementa
supplication	petego
supplier	liveranto
supplies	provizoj
supply	provizo
support	subteno
supported	subtenata
supporter	subtenanto
supporters	subtenantoj
supporting	subtenanta
supportive	subtenema
suppose	supozu
supposed	supozis
supposing	supozante
supposition	supozi
suppress	elstreki
suppression	forigo
supremacy	supereco
supreme	supera
supremely	supre
surcharge	kuŝejo
sure	certe
surety	garantio
surf	surf
surface	surfaco
surfboard	surfordo
surfer	surferisto
surge	ŝprucas
surgeon	kirurgo
surgery	kirurgio
surgical	kirurgia
surly	kurioze
surmise	pripensu
surname	familinomo
surpassing	superante
surplus	troo
surprise	surprizo
surprised	surprizita
surprises	surprizoj
surprising	mirinda
surprisingly	surprize
surreal	superreala
surrender	kapitulacigi
surrendering	kapitulacigante
surrogate	anstataŭulo
surround	ĉirkaŭi
surrounding	ĉirkaŭante
surroundings	medio
surveillance	viglado
survey	enketo
surveying	enketado
surveyor	Enketisto
survival	postvivado
survive	postvivi
surviving	postvivantaj
survivor	postvivanto
susceptibility	susceptibilidad
susceptible	susceptible
sushi	sushi
suspect	sospechoso
suspected	suspektis
suspend	interrompi
suspended	malakceptita
suspenders	malakceptantoj
suspense	suspenso
suspension	pendado
suspicion	suspekto
suspicions	suspektoj
suspicious	sospechoso
sustain	subteni
sustained	subtenita
sustenance	subteno
suture	kunkudro
suv	suv
sux	sux
swab	swab
swag	swag
swagger	swagger
swallow	hirundo
swami	swami
swamp	marĉo
swamped	marĉita
swampy	pantano
swan	cigno
swank	fandujo
swap	interŝanĝo
swarm	svarmo
swarming	svingante
swastika	Swastiko
swat	swat
sway	svingi
swear	ĵuri
swearing	ĵuri
sweat	ŝvito
sweater	svetero
sweating	svingado
sweatshirt	ŝvito
sweatshop	sweatshop
sweaty	svingita
sweep	balai
sweeper	balaisto
sweeping	balaante
sweet	dolĉa
sweeten	dolĉiĝis
sweetened	dolĉiĝis
sweetener	edulcoĝulo
sweetest	plej dolĉa
sweetheart	karulino
sweetie	sweetie
sweetness	dolĉeco
sweets	dolĉaĵoj
swell	ŝveli
swelling	ŝvelaĵo
sweltering	svingante
swerve	swerve
swift	rapida
swiftly	rapide
swig	enigmo
swill	ŝvelaĵo
swim	naĝi
swimmer	naĝanto
swimming	naĝado
swimsuit	kukaĵo de naĝado
swindle	priplukas
swindler	svingulo
swine	porkoj
swing	svingi
swinger	swinger
swinging	svingante
swipe	svingi
swirl	Remiro
swish	svinga
switch	ŝalti
switchblade	Ŝaltilo
switchboard	ŝildo
swivel	turnilo
swollen	ŝvelita
swoon	swoon
swoop	swoop
sword	glavo
swordfish	glavo
swordplay	glavo-ludado
swordsman	glavo
sycamore	sikomoro
syllable	silabo
syllabus	silabo
symbiotic	simbiótica
symbol	simbolo
symbolic	simbola
symbolically	simbole
symbolism	simbolismo
symbolize	simbolas
symmetric	simetria
symmetrical	simetria
symmetry	simetrio
sympathetic	simpática
sympathize	simpatio
sympathy	simpatio
symphonic	sinfónica
symphony	simfonio
symposium	simpozio
symptom	simptomo
symptomatic	simptomaj
synagogue	sinagogo
synapse	sinapso
synaptic	sináptico
sync	sinkronigi
synchronize	sinkronigi
synchronous	sinkronigita
syncope	sinkopio
syndicate	sindikato
syndrome	sindromo
synergistic	sinergisma
synergy	sinergio
synod	sinodo
synonym	sinonimo
synonymous	sinónimo
synopsis	sinopsis
synoptic	sinopta
syntax	sintakso
synthesis	sintezo
synthesizer	sintezilo
synthetic	sinteza
syphilis	sifiliso
syringe	jeringilo
syrup	siropo
system	sistemo
systematic	sistema
systematically	sisteme
t-shirt	ĉemizo
tab	langeto
tabasco	tabasko
tabby	tabby
tabernacle	tabernaklo
table	tablo
tableau	NO TRANSLATION
tablecloth	tablotuko
tablespoon	kulero
tablet	tableta
tableware	tablo
tabloid	tabloide
taboo	tabuo
tabular	tabula
tabulate	tabulado
tabulation	tabulado
tachometer	takikometro
tacit	taŭta
tack	turo
tackle	trakti
tackled	traktita
tackling	trakti
tacky	kruta
taco	takto
tact	takto
tactful	taktema
tactic	taktiko
tactical	taktiko
tactics	taktikoj
tactile	taktila
tad	NO TRANSLATION
tadpole	tadpole
taffeta	tafetono
taffy	taffy
tag	etikedo
tail	vosto
tailed	vosto
tailgate	vosto
tailings	tranĉaĵoj
taillight	okulo
tailor	tajloro
tailoring	tailoring
tailpipe	tailpipe
taint	Taint
take	prenu
takeoff	ekflugo
takeout	preno
takeover	preno
taker	takseristo
talcum	talko
tale	historio
talent	talento
talented	talenta
talisman	talismano
talk	paroli
talkative	parolanta
talker	parolanto
tall	alta
tallies	tallies
tallow	sebo
tally	kalkulo
talon	ŝerco
talons	NO TRANSLATION
tambourine	tamburino
tame	NO TRANSLATION
tamer	tamer
taming	dancante
tamper	tamper
tampon	tampono
tan	tan
tandem	tandem
tang	tang
tangent	tangento
tangerine	mandarino
tangible	palpebla
tangle	interŝanĝi
tangled	tangita
tango	tango
tank	tanko
tank top	tanko supro
tanker	ĉasisto
tanned	tannita
tantalizing	tantanta
tantamount	tantamount
tantrum	kuriozo
taoism	taoism
tap	klako
tape	bendo
tape measure	mezurrubando
taper	tondilo
tapering	plimalboniganta
tapestry	tapiŝo
tapeworm	tenio
tapioca	tapioca
taps	tapetoj
tar	tar
tarantula	tarantulo
tardiness	Tardiness
tardy	malfruaj
target	celo
targeted	celita
targeting	celanta
tariff	tarifo
tarmac	Tarmac
tarnish	mallaborema
tarot	taroko
tarp	NO TRANSLATION
tarry	restu
tart	tarto
tartan	tartano
tartar	tartaro
task	tasko
tassel	kvanto
taste	ĝusto
tasteful	gusto
tasteless	senmova
tasting	gustumi
tasty	bongusta
tat	tat
tattler	Tattler
tattletale	tattletale
tattoo	tatuaje
taught	instruis
taunt	mokado
taupe	taupe
taut	taŭta
tavern	taverno
tawdry	tawdry
tawny	bonkora
tax	imposto
taxed	imposto
taxi	taksio
taxicab	imposto
taxonomy	taksonomio
taxpayer	impostpaganto
tea	teo
teach	instruu
teacher	instruisto
teaching	instruado
teacup	teacup
teahouse	Teahouse
teal	ŝelo
team	teamo
teamjesus	NO TRANSLATION
teammate	kompano de teamo
teamwork	laboro en teamo
teapot	teletujo
tear	larmo
tearful	larmaj
tearsofjoy	NO TRANSLATION
teary	Teary
tease	manko
teaser	teaser
teasing	emociigante
teaspoon	cucharadita
teat	kino
teatime	Teatime
tech	tech
technical	teknika
technicality	teknikeco
technician	teknikisto
technique	tekniko
techno	teĥno
technological	teknologia
technology	teknologio
ted	ted
teddy bear	pluŝa urso
tedious	teda
tedium	tedio
tee	Tee
teeming	tremante
teen	adoleskanto
teenage	adoleskanto
teenager	adoleskanto
teens	junuloj
teensy	adoleskanto
teeny	adoleskanto
teeth	dentoj
teething	dentado
teflon	teflon
telegram	telegramo
telegraph	telegrafo
telekinesis	telekinesis
telemetry	telemetrio
telepathic	telepata
telepathy	telepatio
telephone	telefono
telescope	teleskopo
telescopic	teleskopo
telethon	teletono
teletype	teletipo
televised	televida
television	televido
tell	diru
teller	raportisto
telling	rakontante
telltale	Telltale
temp	temp
temper	tempera
tempera	tempera
temperament	temperamento
temperamental	temperamenta
temperance	temperanco
temperate	hardita
temperature	temperaturo
tempered	hardita
tempest	tempesto
template	ŝablono
temple	templo
tempo	NO TRANSLATION
temporal	tempora
temporarily	provizore
temporary	provizora
tempt	tenti
temptation	tento
tempting	Tentanta
temptress	tento
ten	dek
tenable	tenable
tenacious	tenaz
tenacity	tenaceco
tenancy	tenantaro
tenant	Tenanto
tend	tendencas
tendency	tendenco
tender	mola
tenderfoot	senŝipaj
tenderness	tenereco
tending	inklinante
tendon	tendenco
tenement	tenemento
tenet	teneto
tenets	tenetoj
tenfold	dekdu
tennis	teniso
tenor	tenoro
tense	streĉas
tensile	tensilo
tension	streĉiĝo
tent	tendo
tentacle	tentaklo
tentative	provema
tenth	deka
tenths	dekonoj
tenuous	tenuous
tenure	tenureco
tepee	Tepee
tepid	Tepid
tequila	tekilo
teriyaki	teriyaki
term	terminon
terminal	fina stacio
terminate	finu
termination	finiĝo
terminator	terministo
terminology	terminologio
terminus	finaĵo
termite	termito
terms	terminoj
tern	ŝterno
ternary	ternario
terrace	teraso
terrain	tereno
terrestrial	teraj
terrible	terura
terribly	terure
terrier	terura
terrific	terura
terrified	timigita
terrifies	teruraj
terrify	terura
terrifying	terura
territorial	teritoria
territory	teritorio
terror	teruro
terrorism	terorismo
terrorist	teroristo
terrorists	teroristoj
terrorize	terurigi
terse	terse
tertiary	terciaria
test	provo
testament	testamento
testicle	testiko
testicular	testikulo
testify	atestu
testimonial	atesta
testimony	atesto
testosterone	testosterona
testy	NO TRANSLATION
tetanus	tetanano
tether	tether
tethered	klinita
tetrahedral	tetrahedral
text	teksto
textbook	lernolibro
textile	tekstila
textural	textura
texture	teksturo
tgif	tgif
thank	dankon
thankful	dankema
thankgod	Dankon al Dio
thanking	dankante
thankless	sen dankema
thanks	Dankon
thanksalot	NO TRANSLATION
thanksgiving	Danko
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	tuko
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgio
thaw	ĉapitro
theater	teatro
theatrical	teatra
theatrics	teatroj
thebest	la plej bona
theft	ŝtelo
theism	teismo
theistic	tezo
thelife	la vivo
thelittlethings	NO TRANSLATION
theme	temo
theocracy	teokratio
theocratic	teokrataj
theologian	teologo
theological	teologia
theology	teologio
theorem	teoremo
theoretical	teoria
theory	teorio
therapeutic	terapia
therapeutics	terapioj
therapist	terapeŭto
therapy	terapio
thereabouts	tie
thereof	el gxi
therewith	kun tio
thermal	termika
thermocouple	termokalo
thermodynamics	termodinámiko
thermometer	termometro
thermos	thermos
thermostat	termostato
thesaurus	tesaŭro
thesis	tezo
thick	dika
thicken	dikiĝi
thickening	dikigante
thicket	dika
thickness	dikeco
thief	ŝtelisto
thigh	femuro
thimble	timu
thin	maldika
thing	aĵo
things	aferoj
thingy	afero
think	pensu
thinker	pensulo
thinking	pensante
third	tria
thirds	trionoj
thirst	soifo
thirsty	soifanta
thirteen	dek tri
thirteenth	dektria
thirty	tridek
thistle	kardo
thither	tien
thong	tongo
thorn	dorno
thorny	dornaj
thorough	ĝisfunde
thoroughbred	malpura
thoroughfare	vojo
thought	pensis
thoughtful	pensema
thoughtfulness	penso
thoughtless	senmove
thoughts	pensoj
thousand	mil
thrash	Thrash
thread	fadeno
threat	minaco
threaten	minacas
threatened	minacita
threatening	minacante
three	tri
threefold	trioble
threesome	triopo
thresh	freŝa
threshold	sojlo
thrice	trifoje
thrift	ŝarĝo
thrifty	terura
thrill	emocio
thrilled	emociita
thriller	thriller
thrilling	emocionante
thrive	prosperu
thriving	prosperante
throat	gorĝo
throb	kroĉu
throbbing	palpante
throes	ĵetoj
throne	trono
throng	amaso
throttle	trotilo
throw	ĵeti
throwback	ĵeto
thrower	lanzisto
thrown	ĵetita
thrush	ekspiro
thrust	puŝo
thruster	rabisto
thud	kudro
thug	brako
thumb	dikfingro
thumbprint	dikfingro
thump	trompo
thumper	trompanto
thumping	trompante
thunder	tondro
thunderbolt	fulmo
thunderclap	tondro
thundering	tondante
thunderstorm	fulmotondro
thunderstruck	thunderstruck
thwart	malhelpi
thx	Dankon
thyme	timiano
thyroid	tiroides
tiara	tiara
tibia	tibio
tic	tic
tick	tiklo
ticked	tikitaj
ticker	tiklilo
ticket	bileto
tickle	tikli
tickled	tiklita
ticklish	tickick
tidal	tajdo
tidal wave	cunamo
tidbit	kvanto
tide	tajdo
tidings	novaĵoj
tidy	ordema
tie	ligita
tier	tier
tiff	tiff
tiger	tigro
tighten	streĉi
tightness	fortikaĵo
tightrope	tretropo
tights	lumboj
tilde	tilde
tile	kahelo
tiling	kahelante
till	NO TRANSLATION
tillage	tilage
tiller	tiller
tilt	kaŝi
tilting	kliniĝanta
timber	ligno
timberland	timberlando
timbre	stampilo
time	tempo
timeless	senhoma
timeliness	timemeco
timely	ĝustatempe
timeout	ekflugo
timepiece	tempozo
timer	temporizilo
times	fojoj
timetable	horaro
timewasters	NO TRANSLATION
timid	timema
timidity	timemo
timing	tempo
tin	NO TRANSLATION
tincture	tintura
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tajdo
tingle	tingle
tingling	svingante
tinker	tinker
tinkering	kroĉante
tinkle	NO TRANSLATION
tinkling	tintante
tinnitus	tinnitus
tinsel	tinsel
tint	tint
tiny	tre eta
tip	beko
tipper	tipper
tipster	tipster
tipsy	Konsileta
tiptoe	tiptoe
tirade	malaperis
tire	pneŭo
tired	laca
tiredness	laceco
tiredofit	NO TRANSLATION
tireless	senlaca
tiresome	tiresome
tiring	timigante
tissue	histo
tistheseason	NO TRANSLATION
tit	tit
titan	Titano
titanic	titaniko
titanium	titanio
tithe	dekonajxo
title	titolo
titled	titolita
titty	titty
titular	NO TRANSLATION
toad	bufo
toast	toast
toaster	tostisto
toasty	toasty
tobacco	tabako
toby	alby
tod	tod
today	hodiaŭ
toddler	infano
toe	piedfingro
toenail	toenail
toffee	Toffee
tofu	tofu
toga	NO TRANSLATION
together	kune
togetherness	kuneco
toil	laboras
toilet	necesejo
toils	laboroj
token	token
tolerable	tolerebla
tolerance	toleremo
tolerant	tolerema
tolerate	toleri
toleration	toleremo
toll	paspago
tomahawk	tomahawk
tomato	tomato
tomatoes	tomatoj
tomb	tombo
tombstone	tomboŝtono
tomcat	tomkato
tome	al mi
tomorrow	morgaŭ
ton	NO TRANSLATION
tone	tono
toner	tondro
tong	NO TRANSLATION
tongs	prenoj
tongue	lango
tonic	tonika
tonnage	tunaro
tonsils	tonsiloj
toocold	NO TRANSLATION
tool	ilo
toolbox	ilobreto
tooling	iloj
toomuchtodo	NO TRANSLATION
toot	toot
tooth	dento
toothache	dolĉa
toothbrush	brusto de dentoj
toothed	dentita
toothless	senkonscia
toothpaste	dika pasto
toothpick	dentoj
toots	truikoj
top	supro
topaz	topazo
topic	temo
topical	topika
topless	topless
topographic	topográficos
topographical	topográficos
topography	topografio
topple	supro
topside	supro
tor	tor
torch	torĉo
torment	turmento
tormented	turmentita
torn	ŝirita
tornado	revenita
torpedo	torpedo
torque	paro
torrent	torrent
torrid	Torenta
torsion	tordo
torso	torso
tort	turmentu
tortious	turmenta
tortoise	testudo
tortuous	tortuosa
torture	torturo
tortured	turmentita
toss	ĵeti
tot	NO TRANSLATION
total	tuta
totality	totalo
totally	plene
tote	Tote
totem	totemo
touch	Tuŝo
touchdown	touchdown
touched	tuŝis
touching	tuŝante
touchy	kontakta
tough	malmola
toughen	malfrue
toughness	malfacileco
toupee	toupee
tour	ĝiras
tourism	turismo
tourist	turisto
tourmaline	tourmalino
tournament	turniro
tourniquet	konkurso
tout	NO TRANSLATION
tow	treni
towel	tuko
tower	turo
towering	turanta
town	urbo
townhouse	urbodomo
township	urbeto
townspeople	vilaĝuloj
toxic	venena
toxicity	Toxicidad
toxicology	toksologio
toxin	toksino
toy	ludilo
toymaker	toymaker
trace	spuro
traceable	tracebla
tracer	tracer
traces	spuroj
trachea	trako
tracing	strekante
track	aŭtoveturejo
tracker	spuristo
tract	vojo
tractable	traktebla
traction	tirado
tractor	traktoro
trade	komerco
trademark	varmarko
trader	negocisto
tradesman	komercisto
trading	komercado
tradition	tradicio
traditional	tradicia
traffic	trafiko
traffic light	semaforo
trafficking	trafiko
tragedies	tragedioj
tragedy	tragedio
tragic	tragika
trail	vojo
trailer	trailer
