Word	my
reenactment	ပြန်လည်အသက်သွင်းခြင်း
reentry	reentry
reestablish	ဒီနိုင်ငံမှာပြန်လည်ထူထောင်
ref	ref
refer	ရည်ညွှန်း
referee	ခုံသမာဓိ
reference	အညွှန်း
referendum	ဆန္ဒခံယူပွဲ
referral	လွှဲပြောင်း
refill	ပြန်. ဖြည့်
refine	စစ်
refined	သန့်စင်ပြီး
refinement	သနျ့
refinery	စစ်ရာစက်ရုံ
refining	သန့်စင်
refit	refit
reflect	ရောင်ပြန်ဟပ်
reflecting	ရောင်ပြန်ဟပ်
reflection	ရောင်ပြန်ဟပ်မှု
reflective	ရောင်ပြန်
reflector	ရောင်ပြန်
reflex	ရောင်ပြန်ဟပ်မှု
reflux	reflux
reform	ပြုပြင်ပြောင်းလဲရေး
reformation	ပြုပြင်ခြင်း
reformer	ပြုပြင်ပြောင်းလဲရေးသမား
refraction	အလင်းယိုင်
refractor	refractor
refractory	ဆန့်ကျင်ဘက်
refrain	ရှောင်ကြဉ်
refraining	ဘဲ
refresh	အားဖြည့်
refreshed	လန်းဆန်း
refreshing	လန်းဆန်း
refreshment	လနျးဆနျး
refrigerate	ရေခဲသေတ္တာ
refrigeration	အအေး
refrigerator	ရေခဲသေတ္တာ
refuel	ဆီထည့်
refuge	ခိုလှုံရာ
refugee	ဒုက္ခသည်
refund	ပြန်ပေးခြင်း
refurbish	ပြင်ဆင်ပေးခြင်း
refusal	ြငင်းဆိုချက်
refuse	ြငင်းပယ်
refused	ငြင်းဆန်ခဲ့သည်
refusing	ငြင်းဆန်
refutation	ချေပချက်
refute	ချေပ
regain	ပြည်လည်ရရှိ
regal	regal
regalia	regalia
regard	ကိစ်စနှငျ့ ပတျသကျ.
regatta	regatta
regency	ရင်ခွင်ပိုက်
regenerate	အသစ်တဖန်မွေးဖွား
regeneration	ပွနျလညျ
regent	အရွယ်မရောက်
reggae	ရက်ဂေး
regime	စစ်အစိုးရ
regimen	regimen
regiment	တပ်မဟာ
regimental	တပ်မဟာ
region	ဒေသ
regional	ဒေသဆိုင်ရာ
regionalism	ဒေသတွင်းနိုင်ငံတနိုင်ငံအဆင့်က
register	စာရင်း
registrar	စာရင်းကိုင်အရာရှိ
registration	မှတ်ပုံတင်
registry	registry ကို
regress	Regression
regression	ဆုတ်ယုတ်
regressive	လမ်းနည်းပါး
regret	ဝမ်းနည်း
regretful	မကျေနပ်သည့်
regrettable	ဝမ်းနည်းဖွယ်ရာ
regretted	နောင်တ
regretting	ရင်းစိတ်မကောင်း
regroup	regroup
regular	ပုံမှန်အစည်းအဝေး
regularity	မှန်ခြင်း
regulars	မှန်ခြင်း
regulate	နည်းကျအောင်ပြုလုပ်
regulated	စည်းမျဉ်းသတ်မှတ်
regulation	နည်းကျအောင်ပြုလုပ်ခြင်း
regulator	စည်းကမ်းထိန်းသိမ်းရေး
regulatory	စည်းမျဉ်း
regurgitation	စုတ်မ
rehab	rehab
rehabilitate	ပြန်လည်ထူထောင်
rehabilitation	ပြန်လည်ထူထောင်ရေး
rehash	rehash
rehearsal	ပှဲမဝငျမီပွငျမှာကငျြးပခွငျး
rehearse	ပှဲမဝငျမီပွငျမှာကငျြးပ
reign	နန်းစံ
reigning	စိုးစံ
reimburse	ငှေပွနျသှငျး
reimbursement	ငွေကြေးပြန်
rein	အပ်နှံ
reincarnation	ဝင်စား
reindeer	reindeer ပါ
reinforce	စစ်ကူးအားဖြည့်
reinforcement	စစ်ကူးအားဖြည့်ခြင်း
reinforcements	စစ်ကူ
reins	ကျောက်ကပ်
reinstall	reinstall
reinstate	ပြန်လည်
reinstatement	reinstatement
reinvest	reinvest
reinvestment	reinvestment
reiterate	တင်ရန်
reject	ပယ်ချ
rejected	ပယ်ချ
rejection	ြငင်းပယ်ခြင်း
rejects	ငြင်းပယ်
rejoice	ရွှင်လန်း
rejoicing	ဝမ်းမြောက်သောသူ
rejoin	ပြန်လည်ပါဝင်
rejuvenate	နုပျို
rejuvenated	ဝိုင်
rekindle	ပွနျလညျရှငျသ
relapse	relapse
relate	ပွောဆို
related	ဆက်စပ်
relation	ဆှေမြိုး
relationship	ကြားဆက်ဆံရေး
relative	ဆွေမျိုး
relativity	နှိုင်း
relax	သက်တောင့်သက်သာနေပါ
relaxant	အပန်းဖြေ
relaxation	အနားယူခြင်း
relaxed	ဖြေလျော့ပေးခြင်း
relaxing	လြှော့ပေါ့သော
relay	relay ကို
release	လွှတ်ပေး
released	ဖြန့်ချိ
relegation	တန်းဆင်း
relentless	ရက်စက်သော
relevance	ဆက်စပ်မှု
relevancy	ဆီလျှော်မှု
relevant	သက်ဆိုင်ရာ
reliability	ယုံကြည်စိတ်ချရမှု
reliable	စိတ်ချရသော
reliance	မှီခိုအားထား
relic	ရှေးဟောင်းပစ္စည်း
relics	ရှေးဟောင်းပစ္စည်း
relief	ကယ်ဆယ်ရေးစခန်း
relieve	ထောက်ပ့ံကူညီ
relieved	စိတ်သက်သာရာ
relieving	သက်သာရာ
relight	relight
religion	ဘာသာ
religious	ဘာသာရေး
relinquish	လက်လွှတ်
relish	မြိန်ရေရှက်ရေ
relive	relive
reload	ပြန်ဖွင့်
relocate	ပွောငျးရှေ့
relocation	နေရာပြောင်းရွှေ့
reluctance	တွန့်ဆုတ်ခြင်း
reluctant	တွန့်ဆုတ်
rely	အားကိုး
remain	ကျန်ရစ်
remainder	အကြွင်းအကျန်
remaining	ကျန်ရှိသော
remains	အကြွင်း
remake	ဇာတ်ကား
remand	မန်
remark	ပွောဆို
remarkable	ထူးခြားတဲ့
remarkably	သိသိသာသာ
remarry	နောက်အိမ်ထောင်
rematch	မကျေပွဲတစ်ပွဲကစား
remedial	ကုစား
remedy	ဆေးဝါး
remember	သတိရ
remembered	ကိုအောကျမေ့
remembering	မှတ်မိ
remembrance	အမှတ်တရ
remind	သတိရစေ
reminder	သတိပေးချက်
reminisce	ဆင်တူ
reminiscent	ဆင်တူ
reminiscing	reminiscing
remiss	လွှတ်
remission	လွှတ်
remit	လွှတ်ငြိမ်းစေ
remittance	ငှေပို့ခွငျး
remnant	အကျန်အကြွင်းကို
remodel	ပုံစံသစ်ပြုပြင်ရေး
remorse	နောင်တသံဝေဂ
remorseful	သံဝေဂရသော
remote	ဝေးလံသော
remoteness	ဝေးလံ
removal	ဖယ်ရှားရေး
remove	ကိုဖယ်ရှား
remover	remover
remuneration	လုပ်ခ
renaissance	ခေတ်ဆန်း
renal	ကျောက်ကပ်ဆိုင်ရာ
rencontre	NO TRANSLATION
rend	NO TRANSLATION
render	ဆပ်
rendering	rendering
rendezvous	ဆုံရပ်
rendition	တစ်အုပ်ဖြစ်
renegade	ဖောက်ပြန်သောသူငယ်
renegotiate	ပြန်လည်ညှိုနှိုင်း
renew	အသစ်လုပ်
renewal	အသစ်လုပ်ခြင်း
renounce	စှနျ့လှ
renovate	အသစ်ထူထောင်
renovated	ပြန်လည်ပြုပြင်မွမ်းမံ
renovation	အသစ်ထူထောင်ခြင်း
renown	ဘွဲ့
renowned	ကျော်ကြားတဲ့
rent	ငှားရန်
rental	ငှားရမ်း
renter	ငှားရမ်း
renunciation	တို့ဖြင်
reopen	ပြန်ဖွင့်
reorganization	ပြန်လည်ဖွဲ့စည်း
reorganize	ပွနျလညျဖှဲ့စညျး
rep	ကိုယ်စားလှယ်
repaint	repaint
repair	ပြုပြင်
repairman	ပြုပြင်ရေး
reparation	လျှော်ကြေး
repay	ပြန်ဆပ်
repayment	ပြန်ဆပ်ခြင်း
repeal	ဖျက်သိမ်းမှု
repeat	ပြန်ဆို
repeated	ထပ်ခါတလဲလဲ
repeatedly	ထပ်တလဲလဲ
repeater	repeater
repel	တွန်းလှန်
repellant	တွန်းလှန်
repellent	တွန်းလှန်သော
repelling	repelling
repent	နောင်တရ
repentance	နောင်တသံဝေဂ
repentant	နောင်တ
repertoire	repertoire
repertory	repertory
repetition	ထပ်ခြင်း
repetitive	ထပ်တလဲလဲ
rephrase	rephrase
replace	အစားထိုးဖို့
replacement	အစားထိုး
replay	ပြန်ကန်
replenish	replenish
replete	တှေအမြားကွီး
replica	ပုံတူ
replicate	ပုံတူပွား
replication	ပွား
reply	ပြန်ကြားချက်
report	အစီရင်ခံစာ
reported	အစီရင်ခံတင်ပြ
reporter	အစီရင်ခံစာတင်သွင်းသူ
repose	repose
reposition	reposition
repository	repository ကို
repossess	repossess
reprehensible	ဆိုဖှယျ
represent	ကိုယ်စားပြု
representation	ကိုယ်စားပြုမှု
representative	ကိုယ်စားလှယ်
represented	ကိုယ်စားပြု
representing	ကိုယ်စားပြု
repress	ဖိနှိပ်
repressed	ဖိနှိပ်
repression	ဖိနှိပ်ခြင်း
reprieve	reprieve
reprimand	ပြစ်တင်ကြိမ်းမောင်းစကား
reprint	ပြန်လည်ပရင့်ထုတ်ရန်
reprisal	လက်တုံ့ပြန်လည်ယူခြင်း
reprise	လက်တုံ့ပြန်လည်ယူခြင်း
reproach	ကဲ့ရဲ့ခြင်းကို
reproduce	များပြားအောင်လုပ်
reproduction	များပြားအောင်လုပ်ခြင်း
reproductive	မျိုးဆက်ပွား
reprogram	reprogram
reptile	တှားသှားတတျသောတိရစ်ာဆနျ
republic	သမတနိုင်ငံ
republican	ရီပတ်ဘလီကန်
repudiation	ငြင်းဆို
repugnance	ရွံမုန်း
repugnant	ရွံမုန်း
repulsion	ရှံမု
repulsive	စက်ဆုတ်ဘွယ်သော
repurchase	ရှေးနုတျသောသူ
reputable	ဂုဏ်သိက္ခာရှိတဲ့
reputation	ဂုဏ်သရေ
repute	အဖြစ်မှ
reputed	ကြည်ကြည်
request	တောင်းဆိုချက်ကို
requiem	requiem
require	တောင်းဆို
required	လိုအပ်
requirement	လိုအပ်ချက်
requisite	လိုအပ်ချက်
requisition	လိုအပ်ချက်
reread	ပြန်ဖတ်
reroute	များအားလမ်းလွှဲပြောင်း
rerun	rerun
reschedule	ပြန်လည်စီမံကိန်းပြုလုပ်
rescind	rescind
rescission	rescission
rescue	ကယ်ဆယ်
research	သုတေသန
researcher	သုတေသီ
resection	ဆိုင်ရာပါရဂူကျမ်းပြုစု
resemblance	တူခြင်း
resemble	တူ
resembling	ပုံနဲ့တူတဲ့
resent	ဒေါသကြီး
resentful	ဒေါသမာန်ထသော
resentment	ဒေါသမာန်ထခြင်း
reservation	ကြိုးဝိုင်းသစ်တော
reserve	ချန်လှပ်ထား
reserved	reserved
reserves	သိုက်
reservoir	ရေလှောင်ကန်
reset	ပြန်ညှိမှု
reside	နေထိုင်
residence	နေအိမ်သို့
residences	အိမ်ရာများ
residency	နေထိုင်ခွင့်
resident	နေထိုင်သူ
residential	လူနေထိုင်ရာ
residual	ကျန်နေတဲ့
residue	ကျန်ကြွင်း
resign	ရာထူးလက်လွှတ်
resignation	လက်လွှတ်ခြင်း
resigned	နှုတ်ထွက်
resilience	ခံနိုင်ရည်
resilient	ဒဏ်ခံ
resin	ဗဓေလသစ်
resist	ခုခံ
resistance	ခုခံခြင်း
resistant	ခံနိုင်ရည်
resisting	ခုခံ
resistive	ခံနိုင်ရည်
resolute	သွားပါ့မယ်
resolutely	အရ
resolution	resolution ကို
resolve	စိတ်ပြဌါန်း
resolved	ပြေလည်
resonance	ပဲ့တင်ရိုက်ခတ်မှု
resonant	အချက်မှာ
resonate	ပဲ့တင်ရိုက်ခတ်မှု
resonator	ပဲ့တင်ရိုက်ခတ်မှု
resort	သွားရောက်ရာအရပ်
resounding	အသံ
resource	အရင်းအမြစ်
resourceful	ပစ္စည်းအင်းအားဖြည့်သော
resources	အရင်းမြစ်များ
respect	လေးစားမှု
respectability	သေ
respectable	ရိုသေထိုက်သော
respected	လေးစားဖွယ်
respectful	ရိုသေသော
respecting	လေးစား
respective	သက်ဆိုင်ရာ
respects	အရိုအသေ
respiration	အသက်ရှူ
respirator	အသက်ရှူကိရိယာ
respiratory	အသက်ရှူလမ်းကြောင်းဆိုင်ရာ
respite	သက်သာ
resplendent	resplendent
respond	တုံ့ပြန်
respondent	တုံ့ပြန်
response	တုံ့ပြန်ချက်
responsibility	တာဝန်
responsible	တာဝန်ရှိသော
responsive	တုံ့ပြန်တတ်သော
rest	အနားယူ
restart	ပြန်စတင်သည်
restaurant	စားသောက်ဆိုင်
rested	အနားယူ
restful	အေးချမ်းသော
restitution	လျော်
restless	မငြိမ်မသက်သော
restlessness	မငြိမ်မသက်သော
restock	restock
restoration	ပြန်လည်တည်ထောင်မှု
restorative	ပွနျလညျ
restore	restore
restored	ပွနျလညျထူထောငျ
restoring	restore ပြန်
restrain	ဟန့်ထား
restrained	စဲ
restraining	တားမြစ်
restraint	ချုပ်တည်းခြင်း
restrict	ကန့်ကွက်
restricted	ကန့်သတ်
restriction	ကန့်ကွက်ခြင်း
restrictive	တင်းကျပ်
restroom	သန့်စင်ခန်း
result	ရလဒ်
resultant	ထွက်ပေါ်လာတဲ့
resume	ပြန်စသည်
resumption	ပြန်လည်စတင်
resurrect	ရှင်ပြန်ထမြောက်
resurrection	ရှင်ပြန်ထမြောက်ခြင်း
resuscitate	resuscitate
resuscitation	resuscitation
retail	လက်လီ
retailer	လက်လီ
retain	လက်ရှိထား
retainer	လက်ရှိထား
retaining	ထိန်း
retake	ပြန်လည်ယူ
retaliate	ကလဲ့စားချေ
retaliation	အပြစ်ဒဏ်
retaliatory	လက်တုံ့ပြန်
retard	နှောင့်နှေး
retardation	ဉာဏ်ရည်မမီ
retarded	နှောင့်နှေး
retards	နှောင့်နှေး
retention	လက်ရှိထားခြင်း
retentive	လက်ရှိထားခြင်း
rethink	ပြန်လည်စဉ်းစား
reticent	နှုတ်ဆိတ်နေမှုနဲ့ပတ်သက်ပြီး
retina	လှာ
retinal	လွှာ
retire	ဆုတ်ခွါ
retired	အငြိမ်းစား
retirement	ဆုတ်ခွါခြင်း
retiring	အနားယူ
retold	retold
retort	retort
retrace	retrace
retract	ပြန်နုတ်
retraction	ရုပ်သိမ်းမှု
retractor	retractor
retreat	နောက်ဆုတ်ခွါ
retrenchment	retrenchment
retrial	retrial
retribution	အပြစ်ဒဏ်
retrieval	ပြန်. ရယူခြင်း
retrieve	ပြန်. ရယူ
retriever	ပြန်. ရယူခြင်း
retro	retro
retroactive	retroactive
retrograde	retrograde
retrospect	ပြန်ပြောင်းကြည့်ရမည်ဆိုလျှင်
retrospective	နောက်ကြောင်းပြန်
retrospectively	ယခင်က
return	ပြန်လာ
reunion	ပြန်လည်ပူးပေါင်းခြင်း
reunite	ပြန်လည်ပူးပေါင်း
reunited	ပြန်လည်ဆုံတွေ့
rev	Rev
reveal	ထုတ်ဖေါ်
revel	ဗျာဒိတ်ကျမ်း
revelation	ဖွင့်ပြချက်
revelations	ဗျာဒိတ်တော်များ
revels	ဗျာဒိတ်ကျမ်း
revenge	လကျစားခခြွေငျး
revenue	ဝင်ငွေ
reverberation	reverberation
revere	ရှိခိုး
reverence	ရှိခိုး
reverend	Reverend
reverent	ညိုလေးစား
reverie	reverie
reversal	အားလုံးပွောငျးလဲ
reverse	နောက်ပြန်
reversion	နောက်ပြန်
revert	နောက်ပြန်
reverting	သို့ပြန်သွားခြင်း
review	ပြန်လည်သုံးသပ်
reviewer	ဝေဖန်သုံးသပ်သူ
revise	ပြန်လည်စစ်ဆေးကြည့်ရှု
revision	ပြန်လည်စစ်ဆေးကြည့်ရှုခြင်း
revisit	ပြန်လည်လည်ပတ်
revival	ပြန်လည်ရှင်သန်မှု
revive	ပွနျလညျဖွစျပှါးစေ
revocation	ရုပ်သိမ်းခြင်း
revoke	ပြန်ရုပ်သိမ်း
revolt	တော်လှန်ရေး
revolting	တော်လှန်ရေး
revolution	တော်လှန်ရေး
revolutionary	တော်လှန်ရေးသမား
revolutionize	ပြောင်းလဲ
revolve	revolve
revolver	ခြောက်လုံးပြူး
revolving	ဆုံလည်
revue	revue
revulsion	ခံစားချက်များကို
revving	revving
reward	ဆုလာဘ်
rewarding	ကြိုး
rewind	ပြန်ရစ်
rewire	rewire
rewrite	ပြန်လည်ရေးသား
rhapsody	rhapsody
rhetoric	အပြောအဆို
rhetorical	လိုသော
rheumatism	ဒူလာ
rhinestone	rinestone စသည်တို့ဖြစ်ကြပါသည်
rhino	ကြံ့
rhinoceros	ကြံ့ကောင်
rhubarb	rhubarb
rhyme	ကာရန်
rhyming	rhyming
rhythm	အသံညီခြင်း
rhythmic	စည်းချက်
rhythmical	စည်းချက်
rib	နံရိုး
ribbed	ribbed
ribbon	ကျပ်ကြိုး
rice	ဆန်
rich	ကြွယ်ဝသော
riches	စည်းစိမ်ဥစ္စာ
richness	ပေါများကြွယ်ဝ
rick	Rick
rickety	ဟောင်းနွမ်းပျက်စီးနေ
rickshaw	လာကြမှာပါ
ricochet	ricochet
rid	ဖယ်ရှားပစ်ဖို့
riddance	riddance
riddle	စကားတာ
riddled	နှက်
ride	စီးနင်း
rider	မြင်းစီးသူရဲ
ridge	ကြောရိုး
ridicule	လှောင်ပြောင်
ridiculed	အဓိပ်ပါယျမရှိသော
ridiculous	အဓိပ်ပါယျမရှိသော
riding	စီးနင်း
rife	ထူပြောနေတယ်
riff	riff
riffraff	riffraff
rifle	ရိုင်ဖယ်သေနတ်
rifleman	rifleman
rifles	ရိုင်ဖယ်
rift	ကောလဟလ
rig	ရေနံတူးစင်
rigged	အကြံအဖန်
rigging	အကြံအဖန်
right	မှန်သော
righteous	ဖြောင့်မတ်
righteousness	ဖွောငျ့မတျ
rightful	အဲဒါက
rightly	မှန်ကန်စွာ
righty	righty
rigid	တောင့်တင်းသော
rigidity	မာကျောမှု
rigor	ညှဉ်းဆဲခြင်းကို
rigorous	တိကျခိုင်မာစွာ
rim	ဘီးခှေ
rind	အခွံ
ring	လက်စွပ်
ringer	ringer
ringing	အူ
ringleader	ဦးဆောငျ
ringmaster	ringmaster
ringside	ringside
rink	ကိတ်ကွင်း
rinse	လြျှော
riot	ပုန်ကန်
rioting	အဓိကရုဏ်း
riotous	ကြူး
riots	အဓိကရုဏ်း
rip	ငြိမ်းချမ်းစွာအိပ်စက်နိုင်စေသော်ဝ်
riparian	riparian
ripe	မှည့်သော
ripen	တှငျရငျ့မှညျ့
ripening	ripening
ripper	ripper
ripple	ဂယက်ထ
rippling	rippling
rise	တက်
rising	မြင့်တက်လာ
risk	အန္တရာယ်
risky	စွန့်စားရသော
risotto	risotto
rite	ရိုးထုံးတမ်းစဉ်
ritual	အခမ်းအနား
ritualistic	ritualistic
rival	ဘက်ပြိုင်သော
rivalry	ဘက်ပြိုင်ခြင်း
river	မြစ်
riverbank	မြစ်ကမ်း
riverbed	မြစ်ကြမ်းပြင်
riverboat	riverboat
rivet	rivet
riveted	riveted
riveting	riveting
roach	roach
road	လမ်း
roadblock	အတားအဆီး
roadhouse	roadhouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	roadrunner
roads	လမ်းများ
roadside	လမ်းဘေး
roadster	Roadster
roadtrip	roadtrip
roadway	လမျးခရီး
roadworks	လမ်းဖောက်ပေးလိုက်တာ
roam	ရိုးမ်
roar	အသံဗလံ
roaring	ဟောက်
roast	ကင်
roasted	လှော်
rob	လုယက်
robber	ဓားပြ
robbery	လုယက်ခြင်း
robe	အဝတ်အစား
robin	ရော်ဘင်
robot	ရောဘတ်စက်ရုပ်
robotic	စက်ရုပ်
robotics	စက်ရုပ်
robust	အားကောင်းတဲ့
roc	ROC
rock	ရော့ခ်
rocker	rocker
rocket	ဒုံးပျံ
rocks	ကျောက်တုံးများ
rod	လှံတံ
rodent	ကြွက်
rodeo	ကောင်ဘွိုင်ပွဲ
roe	သမင်ဒရယ်
rogue	လူဆိုးစာရင်း
role	အခန်းကဏ္ဍ
roll	လိပ်
roller	roller
rollercoaster	ရိုလာကိုစတာ
rollers	roller
rollicking	rollicking
rolling	ကိုလှိမ့
roman	Roman
romance	စိတ်ကူးယဉ်သီချင်း
romantic	စိတ်ကူးယဉ်တတ်သော
romanticism	ယဉျကြေးမှု
romp	romp
roof	ခေါင်မိုး
rooftop	ခေါင်မိုးပေါ်
rook	Rook
rookie	လူသစ်
room	အခန်း
roomful	အခန်း
roommate	တစ်ခန်းတည်းနေ
rooms	အခန်းပေါင်း
roomy	ကျယ်ဝန်သော
roost	အိပ်တန်း
rooster	ကြက်ဖ
root	အမြစ်
root beer	အမြစ်ဘီယာ
rooted	အမြစ်တွယ်
rope	ကြိုးကြီး
ropes	ကြိုး
rosary	ပုတီး
rose	နှင်းဆီပင်
rosemary	Rosemary
rosette	rosette
roster	တန်းစီဇယား
rosy	rosy
rot	ပုပ်စပ်
rota	rota
rotary	rotary
rotate	လှည့်
rotation	လည်ပတ်မှု
rote	rote
rotor	ရဟတ်
rotten	ပုပ်စပ်သော
rotting	ပုပ်
rotunda	rotunda
rouge	Rouge
rough	ကြမ်းတမ်းသော
roughly	အကြမ်းဖျင်း
roughneck	roughneck
roughness	ကွမျးတမျး
roulette	ကစားတဲ့
round	ပတ်ပတ်လည်
roundabout	အဝိုင်းတွင်
rounded	rounded
roundup	စုသည်
rouse	Rouse
rouser	rouser
rousing	rousing
rout	လှန်
route	ခရီးစဉ်
routine	လုပ်ရိုးလုပ်စဉ်
rove	rove
rover	Rover
roving	roving
row	အတန်း
rowboat	rowboat
rowdy	ဗရုတ်
rowing	လှေလှော်
royal	တော်ဝင်
royalty	မူပိုင်
rub	ပွတ်တိုက်
rubber	ရော်ဘာ
rubbers	ရော်ဘာ
rubbing	ပွတ်တိုက်
rubbish	အမှိုကျ
rubble	အကျိုးအပဲ့
rubdown	rubdown
rubric	အခုလည်း
ruby	ပတ္တမြား
ruckus	ruckus
rudder	တက်မ
ruddy	ruddy
rude	ကြမ်းသော
rudeness	ရိုငျးစိုငျး
rudimentary	အခြေခံ
rudiments	rudiments
rue	, rue
rueful	rueful
ruff	ruff
ruffian	ruffian
ruffle	ruffle
rug	ခင်းစောင်ကြမ်း
rugby	ရပ်ဂ်ဘီ
rugged	ကြမ်းတမ်း
ruin	ပျက်စီးခြင်း
ruination	ruination
ruined	ပျက်စီး
ruinous	မဖြစ်အောင်ပျက်စီး
ruins	အပျက်အစီးများ
rule	အုပ်ချုပ်
ruler	အုပ်စိုးသောမင်းကို
ruling	အာဏာရ
rum	ရမ်အရက်
rumba	rumba
rumble	မြည်
rummage	rummage
rumor	ကောလာဟလာ
rumored	ကောလဟာလသတင်းများအရ
rump	တင်ပါး
rumpus	rumpus
run	ပွေးသှား
runaround	ပတ်ပြေး
runaway	ထွက်ပြေးသည်
rundown	အားကုန်သည်
runes	Rune
rung	တဘက်တချက်
runner	အပြေးသမား
running	အပြေး
running shoes	အပြေးဖိနပ်
runny	ရည်ယို
runt	NO TRANSLATION
runway	လေယာဉ်ပြေးလမ်း
rupture	ခှဲခှါခွငျး
rural	ကျေးလက်နေ
ruse	NO TRANSLATION
rush	ကျူပင်
rushing	အပြေးအလွှား
rust	သံခြေး
rusted	rusted
rustic	တော
rustle	ရှဲရှဲ
rustler	rustler
rusty	သံခြေးတကျသော
rut	မိတ်လိုက်
ruth	Ruth
ruthless	ရက်စက်သော
rye	ဂြုံကွမျး
sabbatical	sabbatical
saber	NO TRANSLATION
sable	sable
sabotage	လြှို့ဝှကျလုပျကွံမှု
saboteur	သမား
sac	sac
sack	ဂုံအိတ်
sacrament	စက္ကမင်မင်္
sacred	သန့်ရှင်းသော
sacrifice	ယဇျပူဇျော
sacrifices	ယဇျပူဇျော
sacrificial	ယဇ်ပူဇော်
sacrilege	sacrilege
sacrilegious	sacrilegious
sad	ဝမ်းနည်းသော
sadday	NO TRANSLATION
saddens	ဝမ်းနည်း
saddle	ကုန်းနှီး
sadist	လွန်စွာမှရက်စက်ကြမ်းကြုတ်
sadistic	လွန်စွာမှရက်စက်ကြမ်းကြုတ်
sadly	ဝမ်းနည်းစွာ
sadness	ဝမ်းနည်းခြင်း
safari	Safari ဥယျာဉ်ကိုလည်း
safe	လုံခွုံသော
safeguard	အကာအကွယ်
safekeeping	ပေါ
safety	လုံခွုံမှု
saffron	ရွှေဝါရောင်
sag	SAG
saga	Saga
sage	ပညာရှိ
saggy	ပါတာမျိုးကိုရှောင်
sail	ရွက်
sailboat	ရှကျလှေ
sailing	ရွက်လွှင့်ခြင်း
sailor	သငေ်္ဘာသား
saint	သူတော်ကောင်း
sainted	sainted
saintly	saintly
sake	ကို ထောက်.
salad	ဆလတ်ရွက်သုပ်
salamander	ပုတ်သင်
salami	ဆလာမီ
salary	လစာ
sale	ရောင်းချခြင်း
salesgirl	salesgirl
salesman	ကုန်ရောင်းသူ
salient	အဓိက
saline	ဆား
saliva	သွားရည်
sally	Sally
salmon	ဆယ်လ်မွန်
salmonella	salmonella
salon	အလှပြင်ဆိုင်
saloon	Saloon
salsa	ဆဲလ်ဆာ
salt	ဆားငန်
salted	ဆားနယ်
saltwater	ရေငန်
salty	ဆားပါသော
salutary	salutary
salutation	နှုတ်ဆက်
salute	နှုတ်ဆက်
salvage	ဆယ်တင်
salvation	ကယျတငျတျောမူခွငျး
salve	salve
samba	Samba
sameness	တူညီတဲ့
sample	နမူနာ
samurai	ဆာမူရိုင်း
sanatorium	ဆေးရုံမှာ
sanctification	သန့်ရှင်းခြင်း
sanctified	သန့်ရှင်းစေ
sanctify	သန့်ရှင်းစေခြင်း
sanctimonious	sanctimonious
sanction	ပိတ်ပင်မှု
sanctioned	ဒဏ်ခတ်အရေးယူ
sanctity	သန့်ရှင်း
sanctuary	သန့်ရှင်းရာဌာန
sanctum	sanctum
sand	သဲ
sandal	ဖိနပ်
sandbox	sandbox '
sander	Sander
sandman	sandman
sandpaper	ကော်ဖတ်
sands	သဲ
sandstorm	သဲမုန်တိုင်း
sandwich	ဆန်းဒဝစ်
sandy	သဲပေါသော
sane	စိတ်ကောင်းသော
sanguine	ဒီလောက်မျှော်လင့်ချက်
sanitarium	sanitarium
sanitary	သန့်ရှင်းရေး
sanitation	ကျမ်းမာအောင်ဆောင်ရွက်ခြင်း
sanity	စိတ်ဖောက်ပြန်
sans	NO TRANSLATION
santa	Santa
sap	အပင်ရည်
sapiens	Sapiens
sapphire	နီလာ
sappy	sappy
sarcasm	sarcasm
sarcastic	နာကြည်းစေသော
sarcoma	sarcoma
sarcophagus	sarcophagus
sardine	ငါးသေတ္တာ
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	ခါးပန်း
sashimi	ဆာရှိမိ
sassafras	sassafras
sassy	sassy
satanic	စာတ
satchel	satchel
sate	NO TRANSLATION
satellite	ဂြိုဟ်တု
satin	ဖဲ
satire	သရော်စာ
satirical	သရော်စာ
satisfaction	စိတ်ကျေနပ်မှု
satisfactorily	ကျေနပ်ဖွယ်
satisfactory	ကွေနပျလောကျသော
satisfied	စိတ်ကျေနပ်မှု
satisfy	ကွေနပျစေ
satisfying	ကျေနပ်စရာ
saturate	ပြည့်နေပါသည်
saturated	ပြည့်
saturation	ရွှဲ
satyr	satyr
sauce	ချဉ်ရည်
saucepan	ပြီနောက်ဟင်း
saucer	ပန်းကန်ပြားပျံ
saucy	saucy
sauerkraut	sauerkraut
sauna	ချွေးပေါင်းအိမ်
sausage	ဝက်အူချောင်း
savage	ရိုင်းသော
savagery	ကြမ်းကြုတ်
savanna	ဆာဗားနား
savannah	လယျပိုငျးအထိခြဲ့ထှ
savant	savant
save	ကယ်ဆယ်
saver	ချွေတာ
saving	ချွေတာ
savings	စုထားသောငှေ
savior	ကယ်တင်သောသခင်
savor	ကြိုင်
savory	savory
savvy	ပါးရည်နပ်ရည်
saw	လွှ
sawdust	sawdust
sawmill	သစ်စက်
sax	sax
saxophone	saxophone
say	ပွောဆို
sayonara	NO TRANSLATION
scab	အနာဖေး
scabbard	အိမ်၌ ဝင်. နေ
scaffold	ငြမ်း
scaffolding	ငြမ်း
scalding	ပိုငျး
scale	စကေး
