Word	ta
repelling	விலக்கு
repent	மனம்
repentance	மனந்திரும்புதல்
repentant	வருந்துகிற
repertoire	திறமை
repertory	செய்திகள்
repetition	மீண்டும்
repetitive	மீண்டும் மீண்டும்
rephrase	மாற்றி அமைப்பது
replace	பதிலாக
replacement	மாற்று
replay	மறு
replenish	நிரப்பவும்
replete	நிறைந்த
replica	பிரதி
replicate	பெருக்கும்
replication	பிரதிசெய்கை
reply	பதில்
report	அறிக்கை
reported	தகவல்
reporter	நிருபர்
repose	பதிலிற்காக
reposition	பொருத்த
repository	களஞ்சியம்
repossess	மீண்டும் பெறு
reprehensible	கண்டிக்கத்தக்க
represent	பிரதிநிதித்துவம்
representation	பிரதிநிதித்துவம்
representative	பிரதிநிதி
represented	குறிப்பிடப்படுகின்றன
representing	குறிக்கும்
repress	அடக்குதல்
repressed	ஒடுக்கப்பட்டு
repression	அடக்குமுறை
reprieve	இடை ஓய்வு
reprimand	கண்டனத்தையும்
reprint	மறுபதிப்பு
reprisal	பழிவாங்கும்
reprise	ஆண்டுக்கொரு முறை
reproach	நிந்தையை
reproduce	இனப்பெருக்கம்
reproduction	இனப்பெருக்கம்
reproductive	இனப்பெருக்க
reprogram	நிரலொழுங்கற்று
reptile	ஊர்வன
republic	குடியரசு
republican	குடியரசு
repudiation	மறுப்பின்மையை
repugnance	மாறுபாடு
repugnant	விருமபத்தகாத
repulsion	விலக்கத்தை
repulsive	வெறுப்பூட்டும்
repurchase	மறு வாங்கல்
reputable	மரியாதைக்குரிய
reputation	புகழ்
repute	பேரும் புகழும்
reputed	புகழ்பெற்ற
request	கோரிக்கை
requiem	இரங்கற்பா
require	தேவைப்படும்
required	தேவையான
requirement	தேவை
requisite	தேவையான
requisition	கோரிப்பெறுதல்
reread	மீண்டும் படித்தார்
reroute	மாற்றுவழிக்கு
rerun	மீண்டும் இயக்கவும்
reschedule	மீண்டும் திட்டமிட
rescind	இரத்து
rescission	ஆனையை அழித்தல்
rescue	மீட்பு
research	ஆராய்ச்சி
researcher	ஆராய்ச்சியாளர்
resection	வெட்டல்
resemblance	ஒற்றுமையை
resemble	ஒத்திருக்கின்றன
resembling	ஒத்திருக்கும்
resent	சினம்கொள்ள
resentful	கோபி
resentment	சீற்றமாக
reservation	ஒதுக்கீடு
reserve	இருப்பு
reserved	முன்பதிவு
reserves	கையிருப்பு
reservoir	நீர்த்தேக்கம்
reset	மீட்டமைக்க
reside	வசிக்கிறார்கள்
residence	குடியிருப்பு
residences	குடியிருப்புக்களையும்
residency	வசிப்பிட
resident	குடியுரிமை
residential	குடியிருப்பு
residual	எஞ்சிய
residue	எச்சம்
resign	ராஜினாமா
resignation	இராஜினாமா
resigned	ராஜினாமா
resilience	விரிதிறன்
resilient	நெகிழ்திறன்
resin	பிசின்
resist	எதிர்க்க
resistance	எதிர்ப்பு
resistant	எதிர்ப்பு
resisting	எதிர்த்து
resistive	தடை மின்னோட்ட
resolute	உறுதியான
resolutely	தயக்கமின்றி
resolution	தீர்மானம்
resolve	தீர்க்க
resolved	தீர்க்கப்பட
resonance	அதிர்வு
resonant	ஒத்ததிர்வு
resonate	போகின்றன
resonator	ரீசனேட்டர்
resort	ரிசார்ட்
resounding	பெரும்
resource	வள
resourceful	சமயோசித
resources	வளங்கள்
respect	மரியாதை
respectability	மதிப்புக்குரிய
respectable	கெளரவமான
respected	மரியாதைக்குரிய
respectful	மரியாதை
respecting	மரியாதை
respective	சம்பந்தப்பட்ட
respects	விதங்களில்
respiration	சுவாசம்
respirator	சுவாசக்கருவிகளில்
respiratory	சுவாச
respite	ஓய்வுக்கான
resplendent	பிரகாசத்துடன்
respond	பதிலளிக்க
respondent	பதிலளிப்பாளரின்
response	பதில்
responsibility	பொறுப்பு
responsible	பொறுப்பு
responsive	பதிலளிக்க
rest	ஓய்வு
restart	மறுதொடக்கம்
restaurant	உணவகம்
rested	ஓய்வெடுக்கவில்லை
restful	அமைதிமிக்க
restitution	இழப்பீடுகள்
restless	அமைதியற்று
restlessness	ஓய்வின்மை
restock	தூக்கமில்லாத
restoration	மறுசீரமைப்பு
restorative	சீரமைப்பு
restore	மீட்க
restored	மீண்டும்
restoring	மறுசீரமைப்பு
restrain	தடுத்து
restrained	கட்டுப்படுத்தும்
restraining	கட்டுப்படுத்துகிற
restraint	கட்டுப்பாடு
restrict	கட்டுப்படுத்த
restricted	தடை
restriction	கட்டுப்பாடு
restrictive	கட்டுப்படுத்தப்பட்ட
restroom	கழிவறைக்கு
result	விளைவாக
resultant	விளைவாக
resume	தற்குறிப்பு
resumption	மறுதொடக்கமாக
resurrect	புத்துயிர் பெறும்
resurrection	உயிர்த்தெழுதல்
resuscitate	உயிர்ப்பி
resuscitation	இயக்க மீட்பு
retail	சில்லறை
retailer	விற்பனையாளர்
retain	தக்கவைத்து
retainer	ரீடெய்னர்
retaining	தக்கவைத்து
retake	கைப்பற்றுவதற்கான
retaliate	பதிலடி
retaliation	பதிலடி
retaliatory	பழிவாங்கும்
retard	தடு
retardation	பாதிக்கப்பட்டவர்களை
retarded	சரியில்லாத
retards	தடுக்கும்
retention	வைத்திருத்தல்
retentive	விடாது
rethink	சிந்திக்க
reticent	தயக்கத்துடன்
retina	விழித்திரை
retinal	விழித்திரை
retire	ஓய்வு
retired	ஓய்வுபெற்ற
retirement	ஓய்வு
retiring	ஓய்வு
retold	அம்புலிமாமா
retort	வாலை
retrace	திரும்பிச்
retract	திரும்பப்பெற
retraction	உள்ளிழுத்தல்
retractor	பின்னுக்கு இழுக்கும்
retreat	பின்வாங்கல்
retrenchment	ஆட்குறைப்பில்
retrial	மறு விசாரணை
retribution	பழிவாங்கும்
retrieval	மீட்பு
retrieve	மீட்டெடுக்க
retriever	ரெட்ரீவர்
retro	ரெட்ரோ
retroactive	முன்னுரைக்கப்பட்ட
retrograde	பிற்போக்கான
retrospect	பின்னோக்கம்
retrospective	சுயபரிசோதனை
retrospectively	நடமுறையில்
return	திரும்ப
reunion	ஒன்றிணைதல்
reunite	மீண்டும் இணைகின்றனர்
reunited	மீண்டும் இணைந்தனர்
rev	வருவாய்
reveal	வெளிப்படுத்த
revel	களிப்பை
revelation	வெளிப்பாடு
revelations	வெளிப்பாடுகள்
revels	revels
revenge	பழிவாங்கும்
revenue	வருவாய்
reverberation	அதிர்ப்பொலி
revere	வணங்கு
reverence	மரியாதை
reverend	ரெவரண்ட்
reverent	மதிப்பிற்குரிய
reverie	பகற்கனவு
reversal	தலைகீழ்
reverse	தலைகீழாக
reversion	திரும்புதல்
revert	மாற்றியமைக்க
reverting	மாற்றியமைப்பதில்
review	விமர்சனம்
reviewer	திறனாய்வாளர்
revise	திருத்தியமைக்கிற
revision	திருத்தம்
revisit	மீண்டும்
revival	மறுமலர்ச்சி
revive	புதுப்பிக்க
revocation	ரத்தானது
revoke	திரும்பப்பெற
revolt	கிளர்ச்சி
revolting	அருவருப்பானவற்றை
revolution	புரட்சி
revolutionary	புரட்சிகர
revolutionize	புரட்சியை
revolve	சுழலும்
revolver	துப்பாக்கி
revolving	சுழலும்
revue	ரெவியூ
revulsion	பெரும் வெறுப்புணர்வை
revving	revving
reward	வெகுமதி
rewarding	அறியலாம்
rewind	மீள்சுற்றுக
rewire	கம்பியிட்டுக்
rewrite	மாற்றியமைத்தன
rhapsody	உணர்ச்சிக் கொந்தளிப்பு
rhetoric	சொல்லாட்சி
rhetorical	சொல்லாட்சி
rheumatism	வாத நோய்
rhinestone	Rhinestone
rhino	காண்டாமிருகக்
rhinoceros	காண்டாமிருகம்
rhubarb	ருபார்ப்
rhyme	ரைம்
rhyming	இயைபுடைய
rhythm	ரிதம்
rhythmic	தாள
rhythmical	ஒழுங்கிலும்
rib	விலா எலும்பு
ribbed	ribbed
ribbon	ரிப்பன்
rice	அரிசி
rich	பணக்கார
riches	செல்வம்
richness	வளமையை
rick	ரிக்
rickety	என்புருக்கியினால்
rickshaw	ரிக்ஷா
ricochet	தவ்வல்
rid	விடுபட
riddance	நீக்குதல்
riddle	புதிர்
riddled	புதிராகக்கிடக்கிறது
ride	சவாரி
rider	சவாரி
ridge	ரிட்ஜ்
ridicule	வேடிக்கையான
ridiculed	பரிகசிக்கப்பட்டனர்
ridiculous	கேலிக்குரிய
riding	சவாரி
rife	நிறைந்த
riff	ரிஃப்பின்
riffraff	குப்பை
rifle	துப்பாக்கி
rifleman	rifleman
rifles	துப்பாக்கிகள்
rift	பிளவு
rig	ரிக்
rigged	மோசடி
rigging	மோசடி
right	வலது
righteous	நீதிமான்கள்
righteousness	நீதியின்
rightful	உரிமையுள்ள
rightly	சரியாக
righty	righty,
rigid	திடமான
rigidity	விறைப்பு
rigor	கடுமையில்
rigorous	கடுமையான
rim	விளிம்பு
rind	பட்டை
ring	மோதிரம்
ringer	ஒலிப்பான்
ringing	ஒலித்து
ringleader	தலைவன்
ringmaster	சர்க்கஸ் கூடாரத்தில் வன விலங்குகள் விளையாட்டை மேற்பார்வை செய்பவர்
ringside	வளையத்துக்கு வெளியே
rink	வளையத்தில்
rinse	துவைக்க
riot	கலவர
rioting	கலகத்தை
riotous	அடங்காத
riots	கலவரம்
rip	கிழித்தெறிய
riparian	அகியவற்றுக்கும்
ripe	பழுத்த
ripen	பழுக்கவைக்க
ripening	பழுக்க வைக்கும்
ripper	கிழிப்பவர்
ripple	சிற்றலை
rippling	rippling
rise	உயரும்
rising	உயரும்
risk	ஆபத்து
risky	ஆபத்தான
risotto	ரிசொட்டோ
rite	சடங்குடன்
ritual	சடங்கு
ritualistic	சம்பிரதாயமான
rival	போட்டி
rivalry	போட்டி
river	நதி
riverbank	ஆற்றங்கரை
riverbed	நதிப்படுகையின்
riverboat	riverboat
rivet	கடையாணி
riveted	துளைக்கப்பட்டதை
riveting	குடையாணி
roach	கரப்பான் பூச்சி
road	சாலை
roadblock	ரோட்பிளாக்கை
roadhouse	ரோடுஹவுஸ்
roadie	ரோடி
roadrage	NO TRANSLATION
roadrunner	ரோட்ரன்னர்
roads	சாலைகள்
roadside	சாலையோர
roadster	ஏட்டிலிருந்த
roadtrip	சாலை பயணம்
roadway	சாலைவழி
roadworks	roadworks
roam	சுற்றித்திரிய
roar	கர்ஜனை
roaring	உறுமும்
roast	வறுத்த
roasted	வறுத்த
rob	திருட
robber	கொள்ளைக்காரன்
robbery	கொள்ளை
robe	அங்கி
robin	ராபின்
robot	ரோபோ
robotic	ரோபோ
robotics	ரோபாட்டிக்ஸ்
robust	வலுவான
roc	ROC
rock	ராக்
rocker	தாலாட்டு
rocket	ராக்கெட்
rocks	பாறைகள்
rod	கம்பி
rodent	கொறிக்கும்
rodeo	ரோடியோ
roe	ரோய்
rogue	முரட்டு
role	பங்கு
roll	ரோல்
roller	உருளை
rollercoaster	ஏற்றமும் இறக்கமும்
rollers	உருளைகள்
rollicking	களியாட்ட
rolling	உருட்டுதல்
roman	ரோமன்
romance	காதல்
romantic	காதல்
romanticism	கற்பனைக்கதை
romp	கும்மாளமடிக்கும்
roof	கூரை
rooftop	கூரை
rook	யானையை
rookie	பந்துகளில்
room	அறை
roomful	roomful
roommate	அறைத்
rooms	அறைகள்
roomy	இடமும்
roost	ஓங்கியிருக்கிறது
rooster	சேவல்
root	ரூட்
root beer	ரூட் பீர்
rooted	வேரூன்றி
rope	கயிறு
ropes	கயிறுகள்
rosary	ஜபமாலை
rose	உயர்ந்தது
rosemary	ரோஸ்மேரி
rosette	ரொசெட்
roster	பட்டியலின்
rosy	நம்பிக்கையூட்டும்
rot	அழுகல்
rota	வீணாகு
rotary	ரோட்டரி
rotate	சுழற்ற
rotation	சுழற்சி
rote	பொருள் உணராமல்
rotor	சுழலி
rotten	அழுகிய
rotting	அழுகும்
rotunda	கட்டிடடத்திற்கான
rouge	ரூஜ்
rough	கடினமான
roughly	சுமார்
roughneck	roughneck
roughness	கடினத்தன்மை
roulette	ரவுலட்
round	சுற்று
roundabout	ரவுண்டானாவில்
rounded	வட்டமான
roundup	சுற்றி வளைப்பு
rouse	கிளப்பு
rouser	rouser
rousing	எழுச்சியூட்டும்
rout	படுதோல்வி
route	பாதை
routine	வழக்கமான
rove	இங்கும் அங்கும் ஓடி ஆராய்வார்கள்
rover	ரோவர்
roving	திரியும்
row	வரிசையில்
rowboat	துடுப்பு படகு
rowdy	போக்கிரி
rowing	படகோட்டுதல்
royal	அரச
royalty	ராயல்டி
rub	துடைப்பான்
rubber	ரப்பர்
rubbers	ரப்பர்கள்
rubbing	தேய்த்தல்
rubbish	குப்பை
rubble	இடிந்த
rubdown	rubdown
rubric	தலைப்பாக
ruby	ரூபி
ruckus	கொந்தளிப்பு
rudder	சுக்கான்
ruddy	சிவந்த
rude	முரட்டுத்தனமாக
rudeness	முரட்டுதனமா
rudimentary	அடிப்படை
rudiments	அடிப்படை களைக்
rue	வருத்தப்படு
rueful	துயர் மிக்க
ruff	நாவோஹொல்லண்டியே
ruffian	துஷ்டன்
ruffle	சுருக்கு
rug	கம்பளம்
rugby	ரக்பி
rugged	முரட்டுத்தனமான
ruin	அழிவை
ruination	அழிவிற்காக
ruined	பாழாக்கி
ruinous	நாசகரமான
ruins	இடிபாடுகள்
rule	ஆட்சி
ruler	ஆட்சியாளர்
ruling	ஆளும்
rum	ரம்
rumba	ரும்பா
rumble	உருட்டல்
rummage	ஆராய்ந்து தேடுதல்
rumor	வதந்தி
rumored	வதந்தி
rump	ரம்ப்
rumpus	சந்தடி
run	ரன்
runaround	சுற்றி ஓடு
runaway	ரன்வே
rundown	தீர்வறிக்கை
runes	runes
rung	ஏணிப்படி
runner	ரன்னர்
running	இயங்கும்
running shoes	இயங்கும் காலணிகள்
runny	ஒழுகுதல்
runt	NO TRANSLATION
runway	ஓடுபாதை
rupture	முறிவு
rural	கிராமப்புற
ruse	NO TRANSLATION
rush	அவசரத்தில்
rushing	அவசரமாக
rust	துரு
rusted	துருப்பிடித்தது
rustic	கிராமிய
rustle	சலசலப்பு
rustler	சலசலப்பொலி உண்டாக்குபவர்
rusty	துரு
rut	சந்ததியினருக்கு
ruth	ரூத்
ruthless	இரக்கமற்ற
rye	கம்பு
sabbatical	ஓய்வினை
saber	NO TRANSLATION
sable	கருநிற
sabotage	நாசவேலை
saboteur	நாச வேலை செய்பவர்
sac	திசுப்பை
sack	கொள்ளையடிக்கப்பட்ட
sacrament	திருவருட்சாதனம்
sacred	புனித
sacrifice	தியாகம்
sacrifices	தியாகங்கள்
sacrificial	பலிகொடுக்கும்
sacrilege	தெய்வக்குற்றமாகக்
sacrilegious	அவமதிப்பாகவும்
sad	வருத்தமாக
sadday	NO TRANSLATION
saddens	துயரத்திற்குள்ளாக்கியுள்ளது
saddle	சேணம்
sadist	கொடுஞ்செயல் புரியும்
sadistic	வக்கிர
sadly	துரதிர்ஷ்டவசமாக
sadness	சோகம்
safari	சபாரி
safe	பாதுகாப்பான
safeguard	பாதுகாக்க
safekeeping	உருவச்
safety	பாதுகாப்பு
saffron	குங்குமப்பூ
sag	தொய்வை
saga	சகா
sage	முனிவர்
saggy	saggy
sail	புறப்பட்டது
sailboat	பாய்மரப்
sailing	பாய்மரக்
sailor	கடலோடி
saint	துறவி
sainted	sainted
saintly	துறவு
sake	நிமித்தம்
salad	கலவை
salamander	சாலமாண்டர்
salami	கொத்துக்கறி
salary	சம்பளம்
sale	விற்பனை
salesgirl	salesgirl
salesman	விற்பனையாளர்
salient	முக்கிய
saline	உப்பு
saliva	எச்சில்
sally	சாலி
salmon	சால்மன்
salmonella	சால்மோனெல்லா
salon	நிலையம்
saloon	சலூன்
salsa	சல்சா
salt	உப்பு
salted	உப்பு
saltwater	உப்புநீரை
salty	உப்பு
salutary	உடல் நலம்
salutation	வணக்கம்
salute	மரியாதை
salvage	காப்பு
salvation	இரட்சிப்பின்
salve	சால்வே
samba	சம்பா
sameness	ஒரே வகையான தன்மை
sample	மாதிரி
samurai	சாமுராய்
sanatorium	உடல்நல இல்லத்தில்
sanctification	புனிதத்துவத்திற்கு
sanctified	புனிதமாக்கப்பட்டவை
sanctify	தூய்மைப்படுத்திக்
sanctimonious	புனித தன்மை
sanction	அனுமதி
sanctioned	ஒப்புதல்
sanctity	புனித
sanctuary	சரணாலயம்
sanctum	கருவறை
sand	மணல்
sandal	செருப்பு
sandbox	சாண்ட்பாக்ஸ்
sander	சாண்டரைப்
sandman	சேண்ட்மேன்
sandpaper	மணர்த்துகள்கள் கொண்ட காகிதம்
sands	மணல்
sandstorm	புழுதிப்
sandwich	ரொட்டி
sandy	மணல்
sane	விவேகம்
sanguine	இரத்த சிவப்பான
sanitarium	உடல் நலமற்றவர்களுக்கும் உடல் தேறுபவர்களுக்குமான
sanitary	சுகாதார
sanitation	துப்புரவு
sanity	நல்லறிவு
sans	NO TRANSLATION
santa	சாண்டா
sap	சத்துதான்
sapiens	சேபியன்கள்
sapphire	சபையர்
sappy	உயிர் சாறுநிறைந்த
sarcasm	கிண்டல்
sarcastic	கிண்டலான
sarcoma	சார்கோமா
sarcophagus	கல்சவப்பெட்டியில்
sardine	விலை மிக்க மணிக்கல்
sardonic	கிண்டலான
sarsaparilla	நன்னாரிச் செடி
sash	பட்டை சுற்றும்
sashimi	சாஷிமி
sassafras	Sassafras
sassy	மரியாதையற்ற
satanic	சாத்தான்களின்
satchel	பை
sate	NO TRANSLATION
satellite	செயற்கைக்கோள்
satin	சாடின்
satire	நையாண்டி
satirical	நையாண்டி
satisfaction	திருப்தி
satisfactorily	திருப்திகரமாக
satisfactory	திருப்திகரமான
satisfied	திருப்தி
satisfy	திருப்தி
satisfying	திருப்திகரமான
saturate	நிரம்பிவிடும்
saturated	நிறைவுற்ற
saturation	செறிவூட்டல்
satyr	சாடிர்
sauce	சாஸ்
saucepan	கடாயில்
saucer	சாசர்
saucy	துடுக்கான
sauerkraut	NO TRANSLATION
sauna	sauna,
sausage	தொத்திறைச்சி
savage	காட்டுமிராண்டி
savagery	மூர்க்ககுணம்
savanna	சவன்னா
savannah	வனாந்தர
savant	கற்றறிஞர்
save	காப்பாற்ற
saver	சேவர்
saving	சேமிப்பு
savings	சேமிப்பு
savior	மீட்பர்
savor	வாசனையான
savory	தின்பண்ட
savvy	ஆர்வலராகவும்
saw	சா
sawdust	மரத்தூள்
sawmill	மரம் அறுக்கும் ஆலை
sax	சாக்ஸோஃபோன்
saxophone	சாக்ஸபோன்
say	சொல்
sayonara	NO TRANSLATION
scab	பொருக்கு
scabbard	வாள் உறை
scaffold	தூக்குமேடை
scaffolding	சாரக்கட்டு
scalding	கொதிக்கும்
scale	அளவில்
scales	செதில்கள்
scallop	இரட்டை வழிச் சோழி
scalp	உச்சந்தலையில்
scalpel	ஸ்கால்பெல் கத்தியால்
scaly	செதில்
scam	ஊழல்
scamp	போக்கிரி
scampi	scampi
scan	ஸ்கேன்
scandal	ஊழல்
scandalous	இழிவான
scanner	ஸ்கேனர்
scanty	போதாத
scape	இயற்கைக்
scapegoat	பலிகடா
scar	வடு
scarab	பழங்கால எகிப்தியர்கள் புனிதமாகக் கருதிய வண்டு
scarce	பற்றாக்குறை
scarcely	அரிதாகவே
scarcity	பற்றாக்குறை
scare	பயத்தின்
scarecrow	வெருளி
scared	பயமாக
scares	பயமா
scarf	தாவணி
scarier	scarier
scariest	பயங்கரமான
scarlet	கருஞ்சிவப்பு
scary	பயங்கரமான
scat	கழிவுகளிலிருக்கும்
scatter	சிதறல்
scattered	சிதறி
scattering	சிதறல்
scavenger	தோட்டி
scenario	சூழ்நிலையில்
scene	காட்சி
scenery	இயற்கைக்காட்சி
scenic	கண்ணுக்கினிய
scent	வாசனை
scented	நறுமணம் மிக்க
scepter	செங்கோல்
sceptical	சந்தேகம்
scepticism	ஐயுறவு
schadenfreude	மற்றவரின் துரதிஷ்டத்தில்
schedule	அட்டவணை
schematic	திட்ட
scheme	திட்டம்
schilling	சில்லிங்
schism	பிளவு
schizophrenia	மனச்சிதைவு
schizophrenic	ஸ்கிசோஃப்ரினிக்
schlep	schlep
schmuck	NO TRANSLATION
schnapps	Schnapps
schnitzel	Schnitzel
scholar	அறிஞர்
scholarly	அறிவார்ந்த
scholarship	உதவித்தொகை
scholastic	கல்வியியல்
school	பள்ளி
schoolboy	பள்ளி
schoolgirl	பள்ளி
schoolhouse	பள்ளிக்கூடத்தை
schooling	பள்ளிப்படிப்பை
schoolmaster	பள்ளியாசிரியராக
schoolteacher	NO TRANSLATION
schoolwork	பள்ளி வேலை
schoolyard	பாடசாலை வளாகம்
schooner	இரட்டை பாய் மர கப்பல்
sciatica	சியாட்டிகா
science	அறிவியல்
scientific	அறிவியல்
scientist	விஞ்ஞானி
scifi	SciFi
scintilla	NO TRANSLATION
scintillating	உணர்வூட்டும்
scintillation	பொறி சிதறல்
scintillator	scintillator
scion	வாரிசு
scissors	கத்தரிக்கோல்
scoff	வெறுக்கத்தக்க
scold	திட்டுவதற்காக
scolding	வசவுகளை
scone	ஸ்கோன்
scoop	ஸ்கூப்
scoot	வேகமாகச் செல்
scooter	ஸ்கூட்டர்
scope	நோக்கம்
scorch	வாட்டு
scorching	மிகுந்த வெப்பமான
score	மதிப்பெண்
scoreboard	கிரிக்கெட்
scorer	அதிக கோல் அடித்தவர்
scores	மதிப்பெண்களை
scorn	வெறுப்புக்கு ஆளானார்
scorned	இகழ்ந்ததுடன்
scornful	இகழ்ச்சியான
scorpion	தேள்
scotch	ஸ்காட்ச்
scoundrel	போக்கிரி
scour	கிண்ணங்களை
scourge	கசை
scout	சாரணர்
scowl	கோபத்துடன்
scrabble	ஸ்குவாஷ்
scram	பாதையினின்றும் விலகிப் போ
scramble	கை கால்களால் தொற்றி ஏறு
scrambled	துருவல்
scrambler	scrambler
scrambling	நெரிசலில்
scrap	ஸ்கிராப்
scrapbook	ஸ்க்ராப்புக்
scrape	சுரண்டு
scrapie	scrapie
scraping	உரசி
scrappy	துண்டு துண்டாய்
scratch	கீறல்
scratchy	கவனக் குறைவு
scrawny	ஒல்லியான
scream	அலறல்
screamer	முதலாவதாக
screaming	கத்தி
screech	கீச்சிடு
screen	திரை
screening	திரையிடல்
screenplay	திரைக்கதை
screenwriter	திரைக்கதை
screw	திருகு
screwball	screwball
screwdriver	ஸ்க்ரூடிரைவர்
screwed	திருகப்படுமாறு
screwy	மதிமயங்கிய
screwyou	NO TRANSLATION
scribble	கிறுக்கல்
scribe	சம்பிரதியாகிய
scrimmage	ஸ்கிரிம்மிஜிலிருந்து
scrip	பங்கு
script	ஸ்கிரிப்ட்
scriptural	நூல்
scripture	இலக்கியத்தில்
scroll	சுருள்
scrotum	விதைப்பையில்
scrounge	ஏமாற்றி எடு
scrounger	scrounger
scrub	குறுங்காடாகவும்
scruffy	சீரற்ற
scrumptious	கஃபேயில்
scrupulous	குற்றமற்ற
scrutinize	ஆராய்
scrutiny	கண்காணிப்பின்
scuba	ஸ்கூபா
scuff	ஸ்கஃப்
scuffle	கைகலப்பில்
scullery	scullery
sculptor	சிற்பி
sculpture	சிற்பம்
sculptured	செதுக்கிய
scum	அழுக்காகவும்
scumbag	அசுத்தத்தை
scurry	ஓடுவதைப்
scurvy	ஸ்கர்வி
scuttle	கவிழ்ப்பதுமேயாகும்
sea	கடல்
seaboard	கடல்படுகை
seafood	கடல்
seagull	கடற்பறவை
seal	முத்திரை
seals	முத்திரைகள்
seam	மடிப்பு
seaman	கடலோடி
seamless	இசைவான
seamstress	தையல்காரராகவும்
seaport	துறைமுகம்
sear	உணர்ச்சியற்று போக செய்
search	தேடல்
searching	தேடி
searchlight	தேடும்
seared	கருகிப்போகச்
seashore	கடற்கரை
seasick	seasick
seaside	கடலோர
season	சீசன்
seasonal	பருவகால
seasoned	அனுபவமுள்ள
seasoning	சுவையூட்டும்
seat	இருக்கை
seatbelt	பட்டைப்
seating	அமர்ந்துள்ள
seawater	கடல்நீரை
seaweed	கடற்பாசி
sec	நொடி
secession	பிரிவினை
secluded	ஒதுங்கிய
seclusion	தனித்திருத்தல்
second	இரண்டாவது
second cousin	இரண்டாவது உறவினர்
secondary	இரண்டாம்
secondhand	இரண்டாம்
secrecy	ரகசியமாக
secret	இரகசிய
secretariat	செயலகம்
secretary	செயலாளர்
secrete	சுரக்கின்றன
secretion	சுரப்பு
secretive	இரகசிய
secretly	ரகசியமாக
sect	பிரிவை
sectarian	குறுங்குழுவாத
section	பிரிவில்
sectional	வெட்டு
sector	துறை
secular	மதச்சார்பற்ற
secularism	மதச்சார்பின்மை
secure	பாதுகாக்க
securities	பத்திரங்கள்
security	பாதுகாப்பு
sedan	NO TRANSLATION
sedate	சாந்தமான
sedation	தணிப்பு
sedative	மயக்க மருந்து
sedentary	உடல் உழைப்பு தேவைப்படாத
sedge	புல் போன்ற தாவரம்
sediment	வண்டல்
sedimentary	வண்டல்
sedition	துரோகம்
seduce	கவர்ச்சியை
seducer	seducer
seducing	வசப்படுத்துவதிலேயே
seduction	மயக்கும்
seductive	கவர்ச்சிமிக்க
see	பார்க்க
seed	விதை
seedling	நாற்று
seeds	விதைகள்
seedy	க்ஷீணமாயிருக்கிற
seek	தேடுங்கள்
seeker	கோருவோர்
seem	தெரியவில்லை
seemingly	வெளித்தோற்றத்தில்
seer	ஞானதிருஷ்டிக்காரனுடைய
seesaw	ஏற்ற விளையாட்டு
seething	கொதிக்கிற
segment	பிரிவில்
segregate	பிரிக்கவோ
segregated	ஒதுக்கப்பட்ட
segregation	பாகுபாடு
seismic	நில அதிர்வு
seize	பறிமுதல்
seizure	பறிமுதல்
seldom	எப்போதாவது
select	தேர்வு
selection	தேர்வு
selective	தேர்ந்தெடுக்கப்பட்ட
selectman	selectman
selenium	செலினியம்
self	சுய
selfharm	NO TRANSLATION
selfish	சுயநல
selfishness	சுயநலம்
selfless	தன்னலமற்ற
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	விற்க
seller	விற்பனையாளர்
sellout	விற்றுவிடல்
seltzer	கார்பனேற்றப்பட்ட நீர்
semantics	பொருள்கள்
semaphore	சேமாஃபோரும்
semblance	ஒத்த இயல்பு
semen	விந்து
semester	செமஸ்டர்
semi	அரை
semiautomatic	NO TRANSLATION
semicolon	அரைப்புள்ளி
seminal	விஞ்ஞான
seminar	கருத்தரங்கில்
seminary	கல்லூரிக்குள்
semiotics	குறியீடுகளில்
senate	செனட்
senator	செனட்டர்
send	அனுப்பு
sender	அனுப்புநர்
senescence	senescence
senile	முதுமைக்குரிய
senior	மூத்த
seniority	பணி மூப்பு
senor	அற்றவராக
senorita	senorita
sensation	உணர்வு
sensational	பரபரப்பான
sense	உணர்வு
senseless	முட்டாள்தனமான
senses	புலன்களின்
sensibility	உணர்ச்சிவயப்படும்
sensible	விவேகமான
sensibly	நடைமுறைக்கேற்ப
sensitive	முக்கிய
sensitivity	உணர்திறன்
sensor	சென்சார்
sensory	உணர்ச்சி
sensual	பாலுணர்வு
sensuality	உணர்ச்சி மிகு
sensuous	இந்திரிய
sentence	தண்டனை
sentencing	தண்டனை
sentient	சென்டினல்
sentiment	உணர்வு
sentimental	செண்டிமெண்ட்
sentimentality	மனோபாவங்கள்
sentinel	காவலாளி
sentry	காவற்காரன்
separable	பிரிக்கக்கூடிய
separate	தனி
separately	தனித்தனியாக
separation	பிரிப்பு
separatist	பிரிவினைவாத
sepia	செபியா
sepsis	சீழ்ப்பிடிப்பு
sept	செப்டம்பர்
septic	செப்டிக்
septum	தடுப்புச்சுவர்
sequel	தொடர்ச்சி
sequence	வரிசை
sequent	அடுத்து வருகிற
sequestered	பிரிந்தபோது
sequestration	பிரிப்பு
serenade	செருனேட்
serendipity	செரெண்டிபிட்டியைப்
serene	அமைதியான
serenity	அமைதி
sergeant	சார்ஜென்ட்
serial	தொடர்
serialize	தொடர் வரிசையாக
series	தொடர்
serif	செரிஃப்
serious	தீவிர
seriousness	தீவிரமாகவும்
