Word	da
sportsmanship	sportsånd
sportswriter	sportswriter
sporty	sporty
spot	få øje på
spotless	pletfri
spotlight	spotlight
spotted	fik øje på
spotter	spotter
spotty	plettet
spousal	ægtefællebidrag
spouse	ægtefælle
spout	tud
sprain	forstuvning
sprawl	byspredning
spray	spray
spread	sprede
spreader	sprederen
spree	spree
spring	forår
springtime	forår
sprinkle	stænke
sprinkler	sprinkler
sprinkling	overbrusning
sprint	sprint
sprite	sprite
sprout	spire
spruce	gran
spud	Spud
spunk	spunk
spunky	spunky
spur	anspore
spurious	uægte
spurred	ansporet
spurt	spurt
spy	spion
squabble	kævl
squad	trup
squadron	eskadrille
squall	byge
squamous	skællede
squander	ødsle
square	firkant
squash	squash
squat	squat
squatter	BZ'er
squaw	Squaw
squawk	skræpper
squeak	knirke
squeaky	pibende
squeal	hvine
squealer	Squealer
squeamish	sarte
squeeze	presse
squeezing	klemning
squelch	squelch
squid	blæksprutte
squint	skele
squire	væbner
squirm	vride
squirrel	egern
squirt	sprøjt
squish	klemme
squishy	squishy
stab	dolke
stabbed	dolket
stability	stabilitet
stabilize	stabilisere
stabilizer	stabilisator
stable	stabil
staccato	staccato
stack	stak
stadium	stadion
staff	personale
stag	hjort
stage	scene
stagecoach	Diligencen
stagehand	stagehand
stagger	forskyde
staggering	svimlende
stagnant	stillestående
stagnation	stagnation
staid	adstadig
stain	plet
stained	farves
stainless	rustfri
stair	trappe
staircase	trappe
stairs	trappe
stairway	trappe
stairwell	trappeskakt
stake	aktiepost
stakeout	stakeout
stale	forslidt
stalemate	dødvande
stalk	stilk
stalker	forfølger
stall	gå i stå
stallion	hingst
stalls	boder
stalwart	gæv
stamina	udholdenhed
stamp	frimærke
stampede	bisse
stance	holdning
stand	stå
standard	standard
standardize	standardisere
standardized	standardiseret
standby	stå ved
standing	stående
standoff	standoff
standpoint	standpunkt
standstill	stilstand
standup	stå op
stanza	strofe
staph	staph
staple	hæftning
stapler	hæftemaskine
star	stjerne
star fruit	stjernefrugt
starboard	styrbord
starch	stivelse
stardom	stjernestatus
stardust	stjernestøv
stare	stirre
starfish	søstjerne
stargazing	stjernekiggeri
staring	stirre
stark	skarp
starlet	starlet
starlight	stjernelys
starling	stær
starry	stjerneklar
stars	stjerner
starship	Starship
start	Start
starter	forret
startle	forskrække
startled	forskrækket
startling	overraskende
starvation	sult
starve	sulte
starved	udsultet
starving	sultende
stash	stash
stat	stat
state	stat
stately	statelige
statement	udmelding
stateroom	kahyt
stateside	stateside
statesman	statsmand
static	statisk
staticky	NO TRANSLATION
statics	statik
station	station
stationary	stationær
stationery	brevpapir
statistic	statistik
statistical	statistisk
statistician	statistiker
stator	stator
statuary	statuer
statue	statue
statuette	statuette
stature	statur
status	status
statute	vedtægt
statutory	lovpligtige
staunch	standhaftig
stave	stav
stay	Bliv
stayaway	NO TRANSLATION
stayed	opholdt sig
stays	ophold
stead	stedet
steadfast	standhaftige
steady	steady
steak	bøf
steakhouse	steak House
steal	stjæle
stealing	stjæle
stealth	stealth
stealthily	listende
stealthy	snigende
steam	damp
steamboat	dampskibet
steamer	damper
steaming	dampning
steamroller	damptromle
steamship	dampskib
steamy	dampende
steel	stål
steep	stejl
steeple	spir
steer	styre
steering	styretøj
stellar	stjernernes
stem	stilk
stench	stank
stencil	stencil
stenographer	stenograf
step	trin
stepdaughter	steddatter
stepfather	stedfar
stepmother	stedmor
steppe	steppe
steps	trin
stepson	stedsøn
stereo	stereoanlæg
stereoscopic	stereoskopisk
stereotype	stereotype
stereotyped	stereotype
sterile	steril
sterility	sterilitet
sterilize	sterilisere
sterling	pund
stern	agterstavn
sternum	brystbenet
steroid	steroid
stethoscope	stetoskop
stew	stuvning
steward	steward
stewardess	stewardesse
stewardship	stewardship
stfu	stfu
stick	Pind
sticker	klistermærke
sticking	stikning
stickler	pernittengryn
stickup	stickup
sticky	klæbrig
stiff	stiv
stiffen	stivne
stiffness	stivhed
stifle	kvæle
stifled	kvalt
stifling	kvælende
stigma	stigmatisering
stile	NO TRANSLATION
stiletto	stilethæl
stillbirth	dødfødsel
stillborn	dødfødt
stillness	Stilhed
stillwaiting	venter stadig
stilts	stylter
stimulant	stimulans
stimulate	stimulere
stimulating	stimulerende
stimulation	stimulation
stimulus	stimulus
sting	stik
stinger	stinger
stinging	stikkende
stingy	nærig
stink	stinke
stinker	stinker
stinking	stinkende
stinky	stinkende
stint	tørn
stipend	stipendium
stipulate	fastsætte
stipulation	bestemmelse
stir	røre
stirring	omrøring
stitch	søm
stitching	syning
stock	lager
stockade	stockade
stockbroker	børsmægler
stockholder	aktionær
stocking	strømpe
stockings	strømper
stockpile	lager
stockroom	lagerrum
stocks	lagre
stoic	stoiske
stole	stjal
stolen	stjålet
stomach	mave
stomachache	mavepine
stomp	trampe
stomped	trampede
stone	sten-
stoned	stenet
stonewall	Stenmur
stoneware	stentøj
stony	stenet
stooge	stikirenddreng
stool	afføring
stools	afføring
stoop	bukke
stoopid	stoopid
stop	hold op
stopover	mellemlanding
stoppage	standsning
stopper	prop
stopping	standsning
stopwatch	stopur
storage	opbevaring
store	butik
storefront	butiksfacade
storehouse	lagerhus
storeroom	lagerrum
storing	lagring
storm	storm
storming	storming
stormy	stormfuld
story	historie
storybook	historiebog
storyteller	historiefortæller
storytelling	historiefortælling
stound	stound
stout	stout
stove	komfur
stow	stuve
stowaway	blind passager
straddle	straddle
straight	lige
straighten	glatte
straightforward	ligetil
straightway	ligeløb
strain	stamme
strained	anstrengt
strait	stræde
straitjacket	spændetrøje
straits	stræder
strand	streng
stranded	strandede
strange	mærkelig
stranger	fremmed
strangle	kvæle
strangulation	kvælning
strap	strop
strapless	stropløs
strapping	omsnøring
strata	lag
strategic	strategisk
strategist	strateg
strategy	strategi
stratification	lagdeling
stratosphere	stratosfæren
stratum	stratum
stratus	stratus
straw	strå
strawberry	jordbær
stray	omstrejfende
streak	streak
streaked	stribede
stream	strøm
streamer	streamer
streaming	streaming
streamline	strømline
street	gade
streetcar	sporvogn
streetlight	gadebelysning
strength	styrke
strengthen	styrke
strengthening	styrkelse
strenuous	anstrengende
strep	strep
stress	stress
stressed	understregede
stresses	understreger
stressfree	NO TRANSLATION
stressful	stressende
stressin	NO TRANSLATION
stressing	understreger
stressrelief	NO TRANSLATION
stretch	strække
stretcher	båre
stricken	hjemsøgte
strict	streng
stride	skridtlængde
strife	strid
strike	strejke
strikeout	strikeout
striker	angriber
striking	slående
strikingly	påfaldende
string	snor
strings	strygere
stringy	trævlet
strip	strimmel
stripe	stribe
striped	stribet
stripped	strippet
stripper	stripper
striptease	striptease
strive	stræbe
strobe	strobe
stroke	slag
stroll	spadseretur
stroller	klapvogn
strolling	slentrer
strong	stærk
stronghold	højborg
strongly	stærkt
structural	strukturel
structure	struktur
strudel	strudel
struggle	kamp
strut	spankulere
stub	stub
stubbed	skoddede
stubble	stubbe
stubborn	stædig
stubbornness	stædighed
stubby	stumpet
stucco	stuk
stuck	sidde fast
stuckup	NO TRANSLATION
stud	stud
studded	besat
student	studerende
studied	studeret
studio	studie
study	undersøgelse
stuff	ting og sager
stuffed animal	udstoppet dyr
stuffing	fyld
stuffy	snerpet
stumble	snuble
stump	stump
stumped	forvirrede
stun	stun
stunned	bedøvet
stunner	bedøvelse
stunning	betagende
stunt	stunt
stunted	forkrøblet
stuntman	stuntman
stupefaction	forbavselse
stupefy	bedøve
stupendous	drabelig
stupid	Dum
stupidity	dumhed
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	robust
sturgeon	stør
stutter	stamme
sty	stald
style	stil
styling	styling
stylish	stilfuld
stylist	stylist
suave	åleglat
sub	sub
subatomic	subatomare
subcommittee	underudvalg
subconscious	underbevidste
subcutaneous	subkutan
subdivide	underinddele
subdivision	underopdeling
subduction	forkastningszone
subdue	kue
subdued	dæmpet
subdural	subduralt
subito	NO TRANSLATION
subject	emne
subjected	underkastet
subjection	underkastelse
subjective	subjektiv
subjugation	undertvingelse
sublet	fremleje
sublevel	underniveau
sublimation	sublimering
sublime	sublime
subliminal	subliminale
submarine	undervandsbåd
submerge	dykke
submerged	neddykket
submersible	submersible
submission	indsendelse
submissive	underdanig
submit	Indsend
submitting	indsende
subordinate	underordnet
subordination	underordning
subplot	udgaaende
subpoena	stævning
subscribe	abonnere
subscriber	abonnent
subscription	abonnement
subsequence	subsekvens
subsequent	efterfølgende
subsequently	efterfølgende
subservient	underdanig
subset	delmængde
subside	stilne
subsidence	nedsynkning
subsidiary	datterselskab
subsidize	subsidiere
subsidy	tilskud
subsist	overleve
subsistence	underhold
subsoil	undergrunden
subspace	underrum
substance	stof
substandard	substandard
substantial	betydelig
substantially	væsentlige
substantiate	underbygge
substantive	materielle
substation	transformerstation
substitute	erstatning
substituted	substitueret
substitution	substitution
substructure	underkonstruktion
subterranean	underjordisk
subtext	undertoner
subtitle	undertekst
subtle	diskret
subtlety	underfundighed
subtract	trække fra
subtraction	subtraktion
subtype	undertype
suburb	forstad
suburban	forstæder
suburbia	suburbia
suburbs	forstæder
subversion	subversion
subversive	undergravende
subvert	undergrave
subway	undergrundsbane
succeed	lykkes
succeeding	efterfølgende
success	succes
successful	vellykket
succession	succession
successive	successiv
successor	efterfølger
succinct	kortfattet
succubus	Succubus
succulent	saftige
succumb	bukke under
suck	suge
sucker	sugekop
sucking	sugende
suckling	diegivning
sucks	sucks
suction	sugning
sudden	pludselig
suddenly	pludselig
suds	sæbeskum
sue	sagsøge
suede	ruskind
suffer	lide
sufferer	patient
suffering	lidelse
suffice	tilstrækkeligt
sufficiency	selvforsyning
sufficient	tilstrækkelig
sufficiently	tilstrækkeligt
suffix	endelse
suffocate	kvæle
suffocating	kvælende
suffocation	kvælning
sugar	sukker
suggest	antyder
suggestion	forslag
suggestive	suggestive
suicidal	selvmordstanker
suicide	selvmord
suicidebombing	NO TRANSLATION
suit	dragt
suitable	egnet
suitcase	kuffert
suite	suite
suitor	bejler
sulfate	sulfat
sulfur	svovl
sulk	surmule
sullen	tvær
sully	sully
sulphur	svovl
sultan	sultan
sultry	lummer
sum	sum
summarily	summarisk
summarize	sammenfatte
summary	Resumé
summation	summation
summer	sommer
summerhouse	sommerhus
summertime	sommertid
summit	topmøde
summon	tilkalde
summons	stævning
sumo	sumo
sump	sump
sumptuous	overdådig
sun	sol
sunbeam	solstråle
sunburn	solskoldning
sundae	sundae
sunday	Søndag
sundial	solur
sundown	solnedgang
sundry	diverse
sunflower	solsikke
sunglass	solbrille
sunglasses	solbriller
sunk	sunket
sunken	sunkne
sunless	UV-fri
sunlight	sollys
sunny	solrig
sunrise	solopgang
sunroof	soltag
sunscreen	solcreme
sunset	solnedgang
sunshine	solskin
suntan	solcreme
sunup	sunup
sup	sup
super	super
superannuation	Superannuation
superb	superb
superficial	overfladisk
superfluous	overflødig
superhero	superhelt
superhuman	overmenneskelig
superimposed	overlejret
superintendent	Overlægen
superior	overlegen
superiority	overlegenhed
superlative	superlativ
superman	superman
supermarket	supermarked
supermodel	supermodel
supernatant	supernatant
supernatural	overnaturlig
supernova	supernova
superposition	superposition
superpower	supermagt
supersede	afløse
superstar	superstar
superstition	overtro
superstitious	overtroisk
superstore	supermarked
supervise	overvåge
supervision	overvågning
supervisor	tilsynsførende
supper	aftensmad
suppertime	suppertime
supplant	fortrænge
supple	smidig
supplement	supplement
supplemental	supplerende
supplementary	supplerende
supplication	bøn
supplier	leverandør
supplies	forsyninger
supply	levere
support	support
supported	understøttet
supporter	supporter
supporters	tilhængere
supporting	støtte
supportive	støttende
suppose	formode
supposed	formodede
supposing	formode
supposition	formodning
suppress	undertrykke
suppression	undertrykkelse
supremacy	overhøjhed
supreme	supreme
supremely	suverænt
surcharge	ekstragebyr
sure	jo da
surety	kaution
surf	surf
surface	overflade
surfboard	surfbræt
surfer	surfer
surge	bølge
surgeon	kirurg
surgery	kirurgi
surgical	kirurgisk
surly	surly
surmise	formode
surname	efternavn
surpassing	overgår
surplus	overskud
surprise	overraskelse
surprised	overrasket
surprises	overraskelser
surprising	overraskende
surprisingly	overraskende
surreal	surrealistisk
surrender	overgivelse
surrendering	overgivelse
surrogate	surrogat
surround	omgive
surrounding	omgivende
surroundings	omgivelser
surveillance	overvågning
survey	undersøgelse
surveying	opmåling
surveyor	landmåler
survival	overlevelse
survive	overleve
surviving	overlevende
survivor	overlevende
susceptibility	modtagelighed
susceptible	modtagelig
sushi	sushi
suspect	formode
suspected	mistænkt
suspend	suspendere
suspended	suspenderet
suspenders	seler
suspense	spænding
suspension	affjedring
suspicion	mistanke
suspicions	mistanke
suspicious	mistænksom
sustain	opretholde
sustained	vedvarende
sustenance	næring
suture	sutur
suv	sUV
sux	sux
swab	vatpind
swag	Swag
swagger	swagger
swallow	sluge
swami	swami
swamp	sump
swamped	oversvømmet
swampy	sumpet
swan	svane
swank	swank
swap	bytte rundt
swarm	sværm
swarming	sværmer
swastika	hagekors
swat	smække
sway	svaje
swear	sværge
swearing	at bande
sweat	sved
sweater	sweater
sweating	sveden
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	svedig
sweep	feje
sweeper	fejemaskine
sweeping	fejende
sweet	sød
sweeten	forsøde
sweetened	sødet
sweetener	sødemiddel
sweetest	sødeste
sweetheart	kæreste
sweetie	søde
sweetness	sødme
sweets	søde sager
swell	svulme
swelling	hævelse
sweltering	kvælende
swerve	sno sig
swift	swift
swiftly	hurtigt
swig	slurk
swill	køkkenaffald
swim	svømme
swimmer	svømmer
swimming	svømning
swimsuit	badedragt
swindle	svindel
swindler	svindler
swine	svin
swing	svinge
swinger	swinger
swinging	svingende
swipe	knalde
swirl	hvirvel
swish	hvislen
switch	kontakt
switchblade	Switchblade
switchboard	omstillingsbord
swivel	drejelig
swollen	opsvulmet
swoon	dåne
swoop	razzia
sword	sværd
swordfish	sværdfisk
swordplay	sværdkampe
swordsman	sværdkæmper
sycamore	ahorn
syllable	stavelse
syllabus	pensum
symbiotic	symbiotisk
symbol	symbol
symbolic	symbolsk
symbolically	symbolsk
symbolism	symbolik
symbolize	symbolisere
symmetric	symmetrisk
symmetrical	symmetrisk
symmetry	symmetri
sympathetic	sympatisk
sympathize	sympatisere
sympathy	sympati
symphonic	symfonisk
symphony	symfoni
symposium	symposium
symptom	symptom
symptomatic	symptomatisk
synagogue	synagoge
synapse	synapser
synaptic	synaptisk
sync	synkronisere
synchronize	synkronisere
synchronous	synkron
syncope	synkope
syndicate	syndikat
syndrome	syndrom
synergistic	synergistiske
synergy	synergi
synod	synode
synonym	synonym
synonymous	synonym
synopsis	synopsis
synoptic	synoptiske
syntax	syntaks
synthesis	syntese
synthesizer	synthesizer
synthetic	syntetisk
syphilis	syfilis
syringe	sprøjte
syrup	sirup
system	system
systematic	systematisk
systematically	systematisk
t-shirt	T-shirt
tab	fanen
tabasco	Tabasco
tabby	tabby
tabernacle	tabernakel
table	bord
tableau	NO TRANSLATION
tablecloth	dug
tablespoon	spiseskefuld
tablet	tablet
tableware	bordservice
tabloid	tabloid
taboo	tabu
tabular	tabelform
tabulate	tabulate
tabulation	tabulering
tachometer	omdrejningstæller
tacit	stiltiende
tack	tack
tackle	tackle
tackled	tackles
tackling	tackle
tacky	klæbrig
taco	taco
tact	takt
tactful	taktfuld
tactic	taktik
tactical	taktisk
tactics	taktik
tactile	taktil
tad	NO TRANSLATION
tadpole	haletudse
taffeta	taft
taffy	taffy
tag	tag
tail	hale
tailed	halet
tailgate	bagklap
tailings	tailings
taillight	baglygte
tailor	skrædder
tailoring	skræddersy
tailpipe	afgangsrør
taint	afsmag
take	tage
takeoff	Afgang
takeout	takeout
takeover	overtage
taker	taker
talcum	talkum
tale	fortælling
talent	talent
talented	talentfuld
talisman	talisman
talk	tale
talkative	snakkesalig
talker	talker
tall	høj
tallies	fremstillingsanlæg
tallow	talg
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tamburin
tame	NO TRANSLATION
tamer	tammere
taming	tæmning
tamper	manipulere
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangent
tangerine	mandarin
tangible	håndgribelige
tangle	virvar
tangled	sammenfiltrede
tango	tango
tank	tank
tank top	tanktop
tanker	tankskib
tanned	garvet
tantalizing	forjættende
tantamount	ensbetydende
tantrum	raserianfald
taoism	Taoisme
tap	hanen
tape	bånd
tape measure	målebånd
taper	tilspidsning
tapering	smallere
tapestry	gobelin
tapeworm	bændelorm
tapioca	tapioka
taps	vandhaner
tar	tjære
tarantula	tarantel
tardiness	langsommelighed
tardy	træg
target	mål
targeted	målrettet
targeting	rettet mod
tariff	tarif
tarmac	asfalt
tarnish	plette
tarot	tarot
tarp	NO TRANSLATION
tarry	bie
tart	tærte
tartan	skotskternet
tartar	tandsten
task	opgave
tassel	kvast
taste	smag
tasteful	smagfuld
tasteless	smagløs
tasting	smagning
tasty	velsmagende
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tatovering
taught	undervist
taunt	håne
taupe	taupe
taut	spændt
tavern	værtshus
tawdry	tarvelige
tawny	tawny
tax	skat
taxed	beskattes
taxi	taxa
taxicab	taxa
taxonomy	taksonomi
taxpayer	skatteyder
tea	te
teach	underviser
teacher	lærer
teaching	undervisning
teacup	te kop
teahouse	tehus
teal	krikand
team	hold
teamjesus	NO TRANSLATION
teammate	Holdkammerat
teamwork	samarbejde
teapot	tepotte
tear	rive
tearful	tårevædet
tearsofjoy	NO TRANSLATION
teary	teary
tease	drille
teaser	teaser
teasing	drilleri
teaspoon	teske
teat	patte
teatime	te tid
tech	tech
technical	teknisk
technicality	formalitet
technician	tekniker
technique	teknik
techno	techno
technological	teknologisk
technology	teknologi
ted	ted
teddy bear	Bamse
tedious	kedelig
tedium	kedsomhed
tee	tee
teeming	vrimler
teen	teen
teenage	teenage
teenager	teenager
teens	teenagere
teensy	teensy
teeny	teeny
teeth	tænder
teething	begyndervanskeligheder
teflon	teflon
telegram	telegram
telegraph	telegraf
telekinesis	telekinese
telemetry	telemetri
telepathic	telepatisk
telepathy	telepati
telephone	telefon
telescope	teleskop
telescopic	teleskopisk
telethon	Telethon
teletype	fjernskriver
televised	tv
television	television
tell	fortælle
teller	teller
telling	fortæller
telltale	afslørende
temp	Midlertidig
temper	temperament
tempera	tempera
temperament	temperament
temperamental	temperamentsfuld
temperance	mådehold
temperate	tempereret
temperature	temperatur
tempered	hærdet
tempest	storm
template	skabelon
temple	tempel
tempo	NO TRANSLATION
temporal	tidsmæssig
temporarily	midlertidigt
temporary	midlertidig
tempt	friste
temptation	fristelse
tempting	fristende
temptress	temptress
ten	ti
tenable	holdbar
tenacious	ihærdige
tenacity	vedholdenhed
tenancy	lejemål
tenant	lejer
tend	tendens
tendency	tendens
tender	bud
tenderfoot	Tenderfoot
tenderness	ømhed
tending	tendens
tendon	sene
tenement	bebyggelsen
tenet	tese
tenets	grundsætninger
tenfold	tifold
tennis	tennis
tenor	tenor
tense	anspændt
tensile	trækstyrke
tension	spænding
tent	telt
tentacle	fangarm
tentative	foreløbige
tenth	tiende
tenths	tiendedele
tenuous	spinkel
tenure	uopsigelighed
tepee	tipi
tepid	lunken
tequila	tequila
teriyaki	teriyaki
term	semester
terminal	terminal
terminate	opsige
termination	afslutning
terminator	terminator
terminology	terminologi
terminus	terminus
termite	termit
terms	betingelser
tern	tern
ternary	ternære
terrace	terrasse
terrain	terræn
terrestrial	jordbaserede
terrible	forfærdeligt
terribly	forfærdeligt
terrier	terrier
terrific	fantastisk
terrified	rædselsslagen
terrifies	skræmmer
terrify	forfærde
terrifying	frygtindgydende
territorial	territoriale
territory	territorium
terror	terror
terrorism	terrorisme
terrorist	terrorist
terrorists	terrorister
terrorize	terrorisere
terse	lakoniske
tertiary	tertiære
test	prøve
testament	testamente
testicle	testikel
testicular	testikel
testify	vidner
testimonial	vidnesbyrd
testimony	vidnesbyrd
testosterone	testosteron
testy	NO TRANSLATION
tetanus	stivkrampe
tether	tøjr
tethered	tøjret
tetrahedral	tetraedralsk
text	tekst
textbook	lærebog
textile	tekstil
textural	stoflige
texture	struktur
tgif	TGIF
thank	takke
thankful	taknemmelig
thankgod	gudskelov
thanking	takke
thankless	utaknemmelig
thanks	tak
thanksalot	NO TRANSLATION
thanksgiving	taksigelse
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	stråtag
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	tø
theater	teater
theatrical	teatralske
theatrics	teater
thebest	det bedste
theft	tyveri
theism	teisme
theistic	teistisk
thelife	livet
thelittlethings	NO TRANSLATION
theme	tema
theocracy	teokrati
theocratic	teokratisk
theologian	teolog
theological	teologisk
theology	teologi
theorem	teorem
theoretical	teoretisk
theory	teori
therapeutic	terapeutisk
therapeutics	terapi
therapist	terapeut
therapy	terapi
thereabouts	deromkring
thereof	deraf
therewith	dermed
thermal	termisk
thermocouple	termoelement
thermodynamics	termodynamik
thermometer	termometer
thermos	termokande
thermostat	termostat
thesaurus	synonymordbog
thesis	afhandling
thick	tyk
thicken	tykkere
thickening	fortykkelse
thicket	krat
thickness	tykkelse
thief	tyv
thigh	lår
thimble	fingerbøl
thin	tynd
thing	ting
things	ting
thingy	thingy
think	tænke
thinker	tænker
thinking	tænker
third	tredje
thirds	tredjedele
thirst	tørst
thirsty	tørstig
thirteen	tretten
thirteenth	trettende
thirty	tredive
thistle	tidsel
thither	derhen
thong	g-streng
thorn	torn
thorny	tornede
thorough	grundig
thoroughbred	fuldblods
thoroughfare	færdselsåre
thought	tanke
thoughtful	tankevækkende
thoughtfulness	eftertænksomhed
thoughtless	tankeløs
thoughts	tanker
thousand	tusind
thrash	thrash
thread	tråd
threat	trussel
threaten	true
threatened	truet
threatening	truende
three	tre
threefold	trefoldige
threesome	trekløver
thresh	tærske
threshold	Grænseværdi
thrice	tre gange
thrift	sparsommelighed
thrifty	sparsommelige
thrill	gys
thrilled	begejstret
thriller	thriller
thrilling	spændende
thrive	trives
thriving	blomstrende
throat	hals
throb	banke
throbbing	dunkende
throes	kvaler
throne	trone
throng	skare
throttle	gashåndtag
throw	kaste
throwback	tilbagevenden
thrower	kasteren
thrown	kastet
thrush	trøske
thrust	fremstød
thruster	thruster
thud	bump
thug	bandit
thumb	tommelfinger
thumbprint	fingeraftryk
thump	dunk
thumper	Thumper
thumping	hamrende
thunder	torden
thunderbolt	lyn
thunderclap	tordenskrald
thundering	tordnende
thunderstorm	tordenvejr
thunderstruck	himmelfalden
thwart	forpurre
thx	thx
thyme	timian
thyroid	skjoldbruskkirtel
tiara	tiara
tibia	skinneben
tic	tic
tick	skovflåt
ticked	afkrydset
ticker	ticker
ticket	billet
tickle	kildre
tickled	kildede
ticklish	kilden
tidal	tidevandsenergi
tidal wave	tidevandsbølge
tidbit	tidbit
tide	tidevand
tidings	tidender
tidy	ryddelig
tie	binde
tier	tier
tiff	tiff
tiger	tiger
tighten	stramme
tightness	stramhed
tightrope	balancegang
tights	strømpebukser
tilde	tilde
tile	flise
tiling	flisebelægning
till	NO TRANSLATION
tillage	jordbearbejdning
tiller	rorpind
tilt	tilt
tilting	vipning
timber	tømmer
timberland	timberland
timbre	klangfarve
time	tid
timeless	tidløs
timeliness	aktualitet
timely	rettidig
timeout	tiden er gået
timepiece	tidsmåler
timer	timeren
times	gange
timetable	tidsplan
timewasters	NO TRANSLATION
timid	sky
timidity	frygtsomhed
timing	timing
tin	NO TRANSLATION
tincture	tinktur
tine	NO TRANSLATION
tinfoil	sølvpapir
tinge	skær
tingle	snurre
tingling	snurren
tinker	tinker
tinkering	lappeløsninger
tinkle	NO TRANSLATION
tinkling	bjældeklang
tinnitus	tinnitus
tinsel	lametta
tint	toning
tiny	lille bitte
tip	tip
tipper	tippelad
tipster	fupmager
tipsy	småfuld
tiptoe	liste
tirade	ordflom
tire	dæk
tired	træt
tiredness	træthed
tiredofit	NO TRANSLATION
tireless	utrættelige
tiresome	trættende
tiring	trættende
tissue	væv
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanic
titanium	titan
tithe	tiende
title	titel
titled	titlen
titty	titty
titular	NO TRANSLATION
toad	tudse
toast	ristet brød
toaster	brødrister
toasty	toasty
tobacco	tobak
toby	toby
tod	til d
today	i dag
toddler	lille barn
toe	tå
toenail	tånegl
toffee	karamel
tofu	tofu
toga	NO TRANSLATION
together	sammen
togetherness	samvær
toil	slid
toilet	toilet
toils	slider
token	polet
tolerable	tålelig
tolerance	tolerance
tolerant	tolerant
tolerate	tolerere
toleration	tolerance
toll	afgift
tomahawk	tomahawk
tomato	tomat
tomatoes	tomater
tomb	grav
tombstone	gravsten
tomcat	tomcat
tome	til mig
tomorrow	i morgen
ton	NO TRANSLATION
tone	tone
toner	toner
tong	NO TRANSLATION
tongs	tang
tongue	tunge
tonic	tonic
tonnage	tonnage
tonsils	mandler
toocold	NO TRANSLATION
tool	værktøj
toolbox	værktøjskasse
tooling	værktøj
toomuchtodo	NO TRANSLATION
toot	dytte
tooth	tand
toothache	tandpine
toothbrush	tandbørste
toothed	tandede
toothless	tandløs
toothpaste	tandpasta
toothpick	tandstikker
toots	Toots
top	top
topaz	topas
topic	emne
topical	aktuel
topless	topløs
topographic	topografisk
topographical	topografisk
topography	topografi
topple	vælte
topside	inderlåret
tor	tor
torch	fakkel
torment	pine
tormented	plagede
torn	revet i stykker
tornado	tornado
torpedo	torpedo
torque	drejningsmoment
torrent	torrent
torrid	glødende
torsion	vridning
torso	torso
tort	erstatningsret
tortious	skadevoldende
tortoise	skildpadde
tortuous	indviklet
torture	tortur
tortured	tortureret
toss	smid væk
tot	NO TRANSLATION
total	Total
totality	totaliteten
totally	helt
tote	tote
totem	totem
touch	røre ved
touchdown	touchdown
touched	rørt
touching	rørende
touchy	nærtagende
tough	sej
toughen	skærpe
toughness	sejhed
toupee	toupee
tour	tur
tourism	turisme
tourist	turist
tourmaline	turmalin
tournament	turnering
tourniquet	årepresse
tout	NO TRANSLATION
tow	bugsere
towel	håndklæde
tower	tårn
towering	tårnhøje
town	by
townhouse	rækkehus
township	township
townspeople	byens borgere
toxic	toksisk
toxicity	toksicitet
toxicology	toksikologi
toxin	toksin
toy	legetøj
toymaker	toymaker
trace	spor
traceable	sporbar
tracer	sporstof
traces	spor
trachea	luftrør
tracing	sporing
track	spore
tracker	tracker
tract	tarmkanalen
tractable	medgørlig
traction	trækkraft
tractor	traktor
trade	handle
trademark	varemærke
trader	erhvervsdrivende
tradesman	håndværker
trading	handel
tradition	tradition
traditional	traditionel
traffic	Trafik
traffic light	trafiklys
trafficking	menneskehandel
tragedies	tragedier
tragedy	tragedie
tragic	tragisk
trail	sti
trailer	anhænger
train	tog
train set	tog sæt
trained	uddannet
trainee	praktikant
trainer	træner
training	uddannelse
trait	egenskab
traitor	forræder
traitorous	forræderiske
trajectory	bane
tram	sporvogn
tramp	tramp
trample	trampe
trampoline	trampolin
tramway	sporvogn
trance	trance
tranquil	rolig
tranquility	ro
tranquilizer	beroligende middel
transact	Transact
transaction	transaktion
transatlantic	transatlantiske
transceiver	transceiver
transcend	transcendere
transcendence	transcendens
transcendent	transcendent
transcendental	transcendental
transcribe	transskribere
transcriber	transcriber
transcript	udskrift
transcription	transkription
transfer	overførsel
transference	Overførslen
transferred	overført
transfixed	naglet
transform	omdanne
transformation	transformation
transformer	transformer
transfusion	transfusion
transgression	overtrædelse
transient	forbigående
transistor	transistor
transit	transit
transition	overgang
transitional	overgangsperiode
transitive	transitiv
transitory	forbigående
translate	Oversætte
translation	oversættelse
translator	oversætter
translocation	translokation
translucent	gennemsigtig
transmission	transmission
transmit	transmittere
transmitter	transmitter
transmutation	transmutation
transom	agterspejl
transparency	gennemsigtighed
transparent	gennemsigtig
transplant	transplantation
transplantation	transplantation
