Word	ku
roman	roman
romance	navderketina evînî
romantic	evînî
romanticism	romantîzmê
romp	romp
roof	banî
rooftop	şewitandin
rook	rook
rookie	rookie
room	jûre
roomful	odeyek
roommate	hevalxanî
rooms	odeyên
roomy	liserhev
roost	roost
rooster	dîk
root	reh
root beer	bîr
rooted	vekirî
rope	werîs
ropes	ropes
rosary	rosary
rose	gûl
rosemary	rosemary
rosette	rosette
roster	roster
rosy	rosy
rot	pûçbûn
rota	rota
rotary	zû
rotate	yîvirrîn
rotation	çepê
rote	rote
rotor	rotor
rotten	xerabûyî
rotting	rotting
rotunda	rotunda
rouge	rûkê
rough	kortekort
roughly	bi temamî
roughneck	roughneck
roughness	tengahî
roulette	roulette
round	girrover
roundabout	dorpêç
rounded	xist
roundup	dûr
rouse	ruhê
rouser	kinc
rousing	rûsî
rout	rê
route	rêk
routine	fêrbûyî
rove	rove
rover	rover
roving	roving
row	dor
rowboat	qut
rowdy	pîvan
rowing	xistin
royal	qiralî
royalty	royalty
rub	dihevdan
rubber	lastîk
rubbers	germ
rubbing	şewitandin
rubbish	zibil
rubble	şewitandin
rubdown	rakêş
rubric	rêjîk
ruby	cewher
ruckus	ruckus
rudder	bêrik
ruddy	ruddy
rude	bêrûmet
rudeness	dilsoz
rudimentary	rêjîmê
rudiments	rudiments
rue	rue
rueful	rueful
ruff	ruff
ruffian	ruffian
ruffle	qalikê
rug	ferş
rugby	rugby
rugged	xilas
ruin	hilweşînin
ruination	hilweşînê
ruined	hilweşandin
ruinous	xirab
ruins	wêranxane
rule	rêz
ruler	hûkûmdar
ruling	desthilatdar
rum	rum
rumba	rumba
rumble	rumble
rummage	rummage
rumor	birûse
rumored	raman
rump	perça dawîn
rumpus	rumpus
run	rev
runaround	li dorê baz bide
runaway	bazdan
rundown	rundown
runes	davêjin
rung	rung
runner	runner
running	digerin
running shoes	solê revê
runny	runny
runt	NO TRANSLATION
runway	rêwîtiyê
rupture	şikesta
rural	gûndewarî
ruse	NO TRANSLATION
rush	sorkirinî
rushing	zû
rust	zingar
rusted	hişk
rustic	rustîk
rustle	rustle
rustler	rustler
rusty	zingarî
rut	rut
ruth	ruth
ruthless	bêbal
rye	cehgenim
sabbatical	sabbatîkî
saber	NO TRANSLATION
sable	sable
sabotage	hilweşîn
saboteur	saboteur
sac	pîroz
sack	xûrc
sacrament	pîroz
sacred	pîroz
sacrifice	qûrban
sacrifices	qurbaniyan
sacrificial	qurbaniyê
sacrilege	dagirkeriyê
sacrilegious	pîroz
sad	xemgîn
sadday	NO TRANSLATION
saddens	saddens
saddle	zîn
sadist	xemgîn
sadistic	sadistic
sadly	xemgîn
sadness	liberketinî
safari	safari
safe	emîn
safeguard	ewlehiyê
safekeeping	safekeeping
safety	ewlekarî
saffron	Zebûr
sag	sag
saga	saga
sage	sage
saggy	saggy
sail	bapaçavjenîn
sailboat	bota bapaçavî
sailing	sailing
sailor	deryavan
saint	ezîz
sainted	şaş
saintly	saintly
sake	ji bo
salad	xas
salamander	salamander
salami	salami
salary	meaş
sale	firotin
salesgirl	firotanê
salesman	firotkar
salient	giran
saline	saline
saliva	xwezî
sally	silav
salmon	sormasî
salmonella	salmonella
salon	salon
saloon	saloon
salsa	salsa
salt	xwê
salted	silav
saltwater	ava şor
salty	zêdexwê
salutary	dilsoz
salutation	silav
salute	silav
salvage	rizgariyê
salvation	rizgarî
salve	salve
samba	samba
sameness	yekem
sample	mînak
samurai	samurai
sanatorium	sanatorium
sanctification	pîrozkirin
sanctified	pîroz kirin
sanctify	pîroz bikin
sanctimonious	dilsoz
sanction	tengî
sanctioned	tête kirin
sanctity	pîroz
sanctuary	dorhalîyê parastî
sanctum	pîroz
sand	qûm
sandal	pêlav
sandbox	sandbox
sander	sander
sandman	sandman
sandpaper	sandpaper
sands	sands
sandstorm	zêrîn
sandwich	nanok
sandy	qûmî
sane	baqilane
sanguine	sanguine
sanitarium	sanîtarium
sanitary	paqijî
sanitation	paqijî
sanity	bîranîn
sans	NO TRANSLATION
santa	santa
sap	mêweav
sapiens	sapiens
sapphire	aqût
sappy	şeng
sarcasm	sarcasm
sarcastic	tewzî
sarcoma	sarcoma
sarcophagus	sarcophagus
sardine	hûrmasî
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	satanîk
satchel	paqij
sate	NO TRANSLATION
satellite	satelayt
satin	rûn
satire	satire
satirical	satirical
satisfaction	dilşadî
satisfactorily	dilsoz
satisfactory	dilî
satisfied	dilsoz
satisfy	bidilanîn
satisfying	tewqandî
saturate	saturate
saturated	saturated
saturation	saturation
satyr	satyr
sauce	avdohnk
saucepan	saucepan
saucer	saucer
saucy	bêdeng
sauerkraut	sauerkraut
sauna	sauna
sausage	rêvîk
savage	bejî
savagery	dirûşm
savanna	savanna
savannah	savannah
savant	savant
save	rizgarkirin
saver	rizgar
saving	rizgarkirina
savings	berhevkirî
savior	xilaskar
savor	savor
savory	savory
savvy	xerîb
saw	birrek
sawdust	xerîb
sawmill	kişandin
sax	sax
saxophone	saxophone
say	gotin
sayonara	NO TRANSLATION
scab	kemrik
scabbard	paqij
scaffold	qirêj
scaffolding	qirêj
scalding	çerm
scale	pîvana
scales	tîp
scallop	şaş
scalp	çermê serî
scalpel	scalpel
scaly	şîn
scam	scam
scamp	scamp
scampi	scampî
scan	scan
scandal	bûyerê ecêb
scandalous	şermezar
scanner	scanner
scanty	neheq
scape	scape
scapegoat	pêdivî ye
scar	birîn
scarab	scarab
scarce	kêm
scarcely	kêm
scarcity	kêmbûnê
scare	tirs
scarecrow	scarecrow
scared	ditirsin
scares	ditirsin
scarf	çefî
scarier	scarier
scariest	xerîb
scarlet	sor
scary	ditirsin
scat	şaş
scatter	belakirin
scattered	belav kirin
scattering	belavkirin
scavenger	xerîb
scenario	senaryoyê
scene	bûyerê
scenery	menzere
scenic	wênewar
scent	bêhna xweş
scented	şewitandin
scepter	qirêj
sceptical	bişik
scepticism	şaş
schadenfreude	schadenfreude
schedule	pîlan
schematic	planek
scheme	plana
schilling	xistin
schism	schism
schizophrenia	schizophrenia
schizophrenic	schizophrenic
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	mamoste
scholarly	zanistî
scholarship	şabaşka zankovanî
scholastic	scholastic
school	dibistan
schoolboy	dibistanê
schoolgirl	dibistanê
schoolhouse	dibistanê
schooling	zanfêrî
schoolmaster	dibistanê
schoolteacher	NO TRANSLATION
schoolwork	dibistanê
schoolyard	dibistanê
schooner	schooner
sciatica	sciatica
science	zanist
scientific	zanistî
scientist	zanistvan
scifi	scifi
scintilla	NO TRANSLATION
scintillating	şewitandin
scintillation	şewitandin
scintillator	scintillator
scion	scion
scissors	meqes
scoff	şaş
scold	xeberdan
scolding	ditirsin
scone	scone
scoop	vekin
scoot	şûştî
scooter	scooter
scope	çarçoveya
scorch	qirêj
scorching	xemgîn
score	rewşa nixtan
scoreboard	scoreboard
scorer	scorer
scores	heqê
scorn	veşartî
scorned	qirêj
scornful	xemgîn
scorpion	dûpişk
scotch	scotch
scoundrel	xemgîn
scour	tirsa
scourge	xemgîniyê
scout	scout
scowl	şewl
scrabble	pişkek
scram	scram
scramble	xemgîniyê
scrambled	veguherandin
scrambler	pêdivî ye
scrambling	veguhestin
scrap	scrap
scrapbook	scrapbook
scrape	xûrandin
scrapie	scrapie
scraping	veşartin
scrappy	xemgîn
scratch	xerritok
scratchy	xemgîn
scrawny	xemgîn
scream	qîrîn
screamer	qîrîn
screaming	qîrîn
screech	xemgîn
screen	rûber
screening	screening
screenplay	pevçûn
screenwriter	fîlmek
screw	badek
screwball	qirêj
screwdriver	badankêş
screwed	şaş kirin
screwy	şehîd
screwyou	NO TRANSLATION
scribble	xetkişîn
scribe	xezeb
scrimmage	çermê
scrip	pişk
script	nivîs
scriptural	Pîroz
scripture	nivîsa ezîz
scroll	binivîse
scrotum	scrotum
scrounge	pevçûnê
scrounger	pispor
scrub	paqijkirin
scruffy	şehf
scrumptious	berbiçav
scrupulous	bêdeng
scrutinize	vekolîn
scrutiny	lêkolînê
scuba	scuba
scuff	şikilê
scuffle	şikilê
scullery	qirêj
sculptor	peyda
sculpture	pût
sculptured	peyda kirin
scum	xemgîniyê
scumbag	bêdeng
scurry	xemgîniyê
scurvy	xemgîniyê
scuttle	qezenc
sea	gol
seaboard	seaboard
seafood	mêwê derya
seagull	teyrav
seal	mor
seals	mor
seam	kevî
seaman	seaman
seamless	bêhêz
seamstress	qirêj
seaport	seaport
sear	zû
search	gerr
searching	lêgerîn
searchlight	lêgerîn
seared	ditirsin
seashore	derav
seasick	nexweşê avî
seaside	deryayê
season	demsal
seasonal	demslî
seasoned	salî
seasoning	tamî
seat	rûniştek
seatbelt	rûniştin
seating	rûniştin
seawater	çepê
seaweed	kefz
sec	sec
secession	dabeşkirin
secluded	vekirî
seclusion	sekinandin
second	duyem
second cousin	pismamê duyem
secondary	dûwemdor
secondhand	duyemîn
secrecy	xanîdar
secret	dizî
secretariat	sekretar
secretary	sekreter
secrete	vekin
secretion	tengahiyê
secretive	veşartî
secretly	bi dizî
sect	mezheb
sectarian	mezhebî
section	liq
sectional	beşdarî
sector	beş
secular	secular
secularism	secularîzmê
secure	bicî
securities	ewlehiyê
security	ewlekarî
sedan	NO TRANSLATION
sedate	serhevdan
sedation	serhevdanî
sedative	dermanê nermkirinê
sedentary	dilsoz
sedge	sedge
sediment	navoka erdê
sedimentary	çerm
sedition	sedem
seduce	bi aqillîstin
seducer	seducer
seducing	seducing
seduction	sedem
seductive	bi aqillîstinî
see	dîtin
seed	toxim
seedling	dirûşm
seeds	tov
seedy	seedy
seek	lêgerrîn
seeker	lêgerîn
seem	birikin
seemingly	xuya dike
seer	seer
seesaw	dibînin
seething	tiştek
segment	pardayre
segregate	jihevkirin
segregated	dabeş kirin
segregation	parçekirin
seismic	seismîk
seize	bidestxistin
seizure	nexweşketinî
seldom	kêmdî
select	neqandin
selection	neqînî
selective	bijarte
selectman	hilbijêre
selenium	selenium
self	wekhev
selfharm	NO TRANSLATION
selfish	xwehez
selfishness	xweseriyê
selfless	bêbawer
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	firotin
seller	firotkar
sellout	firotanê
seltzer	seltzer
semantics	semantîk
semaphore	semaphore
semblance	semblance
semen	semen
semester	semester
semi	nîv
semiautomatic	NO TRANSLATION
semicolon	semicolon
seminal	seminal
seminar	semîner
seminary	navîn
semiotics	nimûne
senate	senate
senator	senator
send	şandin
sender	şandin
senescence	senescence
senile	pîr
senior	kalo
seniority	salîkar
senor	senor
senorita	senorita
sensation	bûyerê ecêb
sensational	ecêbbûyer
sense	hîs
senseless	bêhîs
senses	hest
sensibility	pêket
sensible	biaqilî
sensibly	zû
sensitive	pêketî
sensitivity	hisê nazik
sensor	Sensor
sensory	hestyar
sensual	bifêhmî
sensuality	hestyariyê
sensuous	hişk
sentence	biryar
sentencing	cezakirin
sentient	şandin
sentiment	hîs
sentimental	hisgûherr
sentimentality	hestyariyê
sentinel	sentinel
sentry	nobet
separable	vekirî
separate	veqetî
separately	cuda
separation	veqetandinî
separatist	cudatiyê
sepia	sepiya
sepsis	sepsis
sept	sept
septic	septîk
septum	septum
sequel	pêşeng
sequence	dor
sequent	berbiçav
sequestered	nirxandin
sequestration	xilas
serenade	serenade
serendipity	serendipity
serene	serene
serenity	serdestiyê
sergeant	çaqîş
serial	serial
serialize	serialize
series	doranî
serif	serif
serious	ciddî
seriousness	ciddî
sermon	gotar
serpent	mar
serpentine	serpentine
serrated	serî
serum	serum
servant	sûxrekar
serve	sûxrekirin
server	server
service	xizmetkar
serviceable	xizmetê
servile	servile
servitude	xulamê
sesame	sesame
sess	NO TRANSLATION
session	rûniştinî
sessions	rûniştin
set	danîn
setback	şaş
sett	NO TRANSLATION
setter	setter
settle	xelaskirin
settled	rûniştin
settlement	bicîanînî
settler	rûniştevan
settlor	settlor
setup	damezirandin
seven	heft
seventeen	hevdeh
seventh	heftem
seventy	heftê
sever	veqtandin
severable	giran
severally	cûda
severance	cûda
severe	giran
severely	giran
severity	dijwariyê
sew	dirûn
sewage	avqirrêj
sewer	erqa avqirrêj
sewerage	sewerage
sewing	dirûnê
sex	cinsîyet
sexist	zayendî
sexual	cinsî
sexuality	cinsî
sexy	sexy
shabby	şikir
shack	şikandin
shackle	şaş
shade	sî
shades	kevir
shading	şîn
shadow	sî
shadowy	şehîd
shady	shady
shaft	şikeftok
shag	shag
shaggy	şaggy
shake	rijandin
shakedown	şekir
shaken	şewitandin
shaker	şiker
shaking	şewitandin
shaky	şaş
shall	dêbûn
shallow	nizm
shallows	xerîb
sham	şam
shaman	şaman
shambles	şambûl
shame	şerm
shamed	şerm
shameful	şermda
shameless	bêşerm
shampoo	şampuwan
shanghai	shanghai
shank	şank
shanty	şantiyê
shape	cins
shapely	şapelye
shard	şard
share	par
shareholder	pardar
sharing	parvekirin
shark	sehmasî
sharp	tûj
sharpen	tûjkirin
sharpened	hişk kirin
sharpener	çerm
sharpness	tengahî
sharpshooter	şehîd
shatter	perçiqandin
shattered	belav kirin
shattering	şaş kirin
shave	kûrkirin
shaver	şaver
shaving	şewitandin
shawl	shawl
sheaf	zêrîn
shear	hirîbirrîn
shears	hesîn
sheath	masî
sheathing	mirinê
shed	nemes
sheen	şîn
sheep	pez
sheepdog	miyên
sheepish	mirinê
sheer	kişandin
sheet	rûberê nivînê
sheik	sheik
shelf	textik
shell	legan
shellfish	gerîla
shelling	şewitandin
shelter	parastin
sheltered	rûniştin
shelters	malan
shelved	rûniştin
shepherd	şivan
sherbet	sherbet
sheriff	sheriff
sherry	şêr
shield	lewha
shift	tarloqî
shifting	guhertin
shifty	şîret
shilling	şewitandin
shimmer	şimmer
shimmering	şimmering
shimmy	şimme
shin	çîphestî
shindig	shindig
shine	birq
shiner	şiner
shingle	şingle
shining	ronahî
shiny	biriqî
ship	gemî
shipment	firotanê
shipping	firotin
shipshape	firotanê
shipwreck	firotanê
shipyard	gemîxane
shire	şîrê
shirt	berdilk
shit	şit
shitday	NO TRANSLATION
shitfaced	şewitandin
shithead	şîthead
shitless	bêhêz
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	cirifîn
shivering	şîn
shoals	şoals
shock	hûrmik
shocked	şaş
shocker	şaş
shocking	bizdane
shockingly	şaş
shoddy	qirêj
shoe	pêlav
shoelace	benê pêlavê
shoemaker	şoemaker
shoes	pêlav
shoeshine	şiroşê
shook	hildan
shoot	gûleberdan
shooter	shooter
shooting	teqîn
shootout	firotanê
shop	dikan
shopkeeper	dikanê
shoplifter	dikir
shoplifting	firotanê
shopper	dikir
shopping	kirînê
shore	berav
shoreline	şoreline
shorn	qirêj
short	nizm
short story	çîrokek kurt
shortage	kêmasî
shortcake	kurtasî
shortcoming	kêmbûna
shortcut	kurteya
shorten	kurt bikin
shortening	kurt kirin
shorthand	xurt
shortly	demeke kurt
shortness	kurtahî
shorts	shorts
shortstop	kurteya
shortwave	kurt
shot	gûlle
shotgun	şenggun
shoulder	mil
shout	qîrîn
shove	dafdan
shovel	bêr
shoveling	hilweşandin
show	rêdan
showbiz	showbiz
showboat	showboat
showcase	nîşan bide
showdown	xuyakirin
shower	serşo
showgirl	showgirl
showing	nîşan bide
showoff	weşandin
showroom	xanî
showy	showy
shrapnel	shrapnel
shred	xirab
shrew	hilkişandin
shrewd	şehîd
shriek	şîrê
shrill	kişandin
shrimp	kevcalê derya
shrine	mirîşo
shrink	hedimîn
shrinking	şewitandin
shrivel	şehvel
shroud	şerm
shrub	şir
shrubbery	kişandin
shrug	şûr
shrunk	qirikê
shrunken	şaş
shudder	şudder
shuddering	şuddering
shuffle	şûle
shuffleboard	shuffleboard
shuffling	şewitandin
shun	şewitandin
shunned	veqetandin
shunt	şeng
shut	girtin
shutdown	temirandin
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	şter
shuttle	şuttê
shutup	NO TRANSLATION
shy	fedîkar
shyness	şîn
shyster	şehîd
sib	NO TRANSLATION
sibling	birêz
sic	sic
sick	nexweş
sickbay	nexweşiyê
sicken	nexweşî
sickening	nexweşî
sickle	nexweşî
sickly	nexweşî
sickness	nexweşî
side	hêl
sidearm	sidearm
sidebar	çepê
sideboard	alî
sideburns	aliyan
sidecar	alîgir
sidekick	pişkek
sideline	sideline
sideshow	sideshow
sidestep	berbiçav
sidewalk	rêka rêwîyan
sideways	kêlekda
sidewinder	sûdewer
siege	korîn
siesta	siesta
sieve	xilas
sift	heft
sifting	sifting
sigh	sigh
sight	nerrînî
sighting	dîtin
sightseeing	niştecîh kirin
sigma	sigma
sign	nîşan
signal	nîşan
signature	destnîşan
significance	mane
significant	manegiran
signification	îmze kirin
signify	îmze bikin
signpost	signpost
silence	bêdengî
silencer	silencer
silent	bêdeng
silently	bêdengî
silhouette	silhouette
silicon	silicon
silicone	silicone
silk	hevirmêş
silken	silken
silky	silik
sill	sill
silliness	xemgîniyê
silly	bêaqil
silo	silo
silt	silt
silver	zîv
silverware	zêrîn
silvery	silav
similar	nêzbûn
similarity	nêzbûnî
simile	NO TRANSLATION
simmer	hişyar
simmering	berbiçav
simple	asan
simples	NO TRANSLATION
simpleton	simpleton
simplicity	hêsan
simplify	asankirin
simplistic	simplistic
simply	asan
simulate	dermankirin
simulated	simulandî
simulating	simulating
simulation	simulasyonê
simulator	simulator
simultaneous	yekwext
simultaneously	bi hev
sin	NO TRANSLATION
sincere	dilrast
sincerity	dilrastî
sinful	gûnehkarî
sing	stran
singer	stranbêj
singing	stran
single	yekoyek
singly	bêjin
singular	yekjimar
singularity	yekjimar
singularly	bi tenê
sinister	neheq
sink	cilşo
sinker	sinker
sinking	şîrîn
sinner	gûnehkar
sinning	gunehkar
sinus	sînûs
sip	jêderxistin
siphon	sifon
sipping	veşartin
sir	mirze
sire	sire
siren	dengda
sirloin	sirloin
sissy	sissy
sister	xwişk
sisterhood	sisterhood
sit	rûniştin
sitcom	sitcom
site	malperê
sith	sît
sitter	sitter
sitting	rûniştin
situate	rûniştin
situated	navîn
situation	rewş
six	şeş
sixpence	şeş
sixteen	şanzdeh
sixth	şeşem
sixty	şêst
sizable	sizable
size	mezinayî
sizzle	sizzle
ska	NO TRANSLATION
skate	befirpêlav
skateboard	skateboard
skater	skater
skating	skating
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	skeletal
skeleton	hestî
skeptic	şaş
skeptical	bişik
skepticism	şaş
sketch	nexş
sketching	çermê
sketchy	xeber
skewed	şewitandin
skewer	şewitandin
ski	befirajo
skid	skid
skier	skier
skiff	tirs
skiing	skiing
skijump	NO TRANSLATION
skill	jîrî
skilled	pispor
skillet	skillet
skillful	pispor
skim	şewitandin
skimpy	skimpy
skin	çerm
skinny	tenik
skip	hilperkîn
skipper	şev
skirmish	şermezar
skirt	kiras
skirting	skirting
skirts	skirts
skit	skît
skittish	pêdivî ye
skull	tasa serî
skunk	sîxûrgennî
sky	asûman
skylight	skylight
skyline	ezman
skyscraper	skyscraper
slab	slab
slack	şaş
slag	slag
slam	slam
slammer	slammer
slander	derewî
slanderous	bêhêz
slang	gelziman
slant	berbiçav
slap	lêxistin
slash	slash
slashes	slashes
slate	slate
slates	slates
slaughter	serjêkirin
slaughterhouse	kuştinê
slaughtering	kuştinê
slave	xûlam
slavery	xulamî
slay	kuştin
slayer	slayer
sleaze	şaş
sleazy	şewitandin
sled	NO TRANSLATION
sledding	sledding
sledge	sembolê
sledgehammer	sembolker
sleek	sleek
sleep	xew
sleeper	xew
sleeping	şewitandin
sleepless	bêlez
sleeplessness	bêhêz
sleepover	bikişînin
sleepy	xewar
sleepyhead	xewê
sleet	şilope
sleeve	pî
sleeveless	şewitandin
sleigh	şev
sleight	şewitandin
slender	zeîf
sleuth	mirî
slice	kêl
slick	şaş
slicker	zirav
slide	şemitîn
slider	slider
sliding	veşartin
slight	piçûk
slight anticipation	pêşniyazek hûrgelan
slight disgust	piçûk
slight surprise	şaş e
slight trust	baweriya hûrgel
slightly	hinek
slightly negative	hindek negatîf
slightly positive	hinek erênî
slim	zirav
slime	slime
slimy	şewitandin
sling	girêk
slingshot	pûç
slink	dirûşm
slinky	slinky
slip	derpê
slipper	pêlava nav malê
slippers	kevir
slippery	serrast
slit	qelîştok
sliver	sliver
slob	slob
slobber	slobber
slogan	dirûşma
sloop	bêdeng
slop	NO TRANSLATION
slope	kendal
sloppy	bêbal
slot	slot
sloth	dirûşm
slouch	şaş
slough	bikuje
slow	hêdî
slowly	hêdî
slowness	bêhtir
sludge	darizandin
slug	şeytanok
slugger	slugger
sluggish	bêdeng
sluice	dirûşm
slum	mehella belelngazan
slumber	pêdivî ye
slump	şewitandin
slur	slûk
slurp	slûp
slush	herrî
slut	slut
slutty	slutty
sly	qetya
smack	smack
small	biçûk
smaller	piçûk
smallest	piçûk
smallpox	piçûk
smart	baqil
smartass	smartass
smarten	smarten
smarty	şehîd
smash	zorbirin
smashed	şikandin
smattering	şikandin
smear	dohnkirin
smell	bîn
smelling	bîhnxweş
smelly	bîhnxweş
smelt	bîhnxweş
smidgen	smidgen
smile	kenn
smiled	kişandin
smiles	bişikirin
smiley	smiley
smiling	bişirim
smirk	smirk
smite	kişandin
smith	smith
smithereens	smithereens
smitten	şikilandin
smock	bêdeng
smog	smog
smoke	dixan
smoker	bîhnxweş
smokey	smokey
smoking	vexwarinê
smoky	smoky
smoldering	kişandin
smooch	smooch
smooth	serrast
smoothie	smoothie
smoothly	hêsan
smoothness	hişk
smother	vetisîn
smudge	kişandin
smug	smug
smuggle	reşderbaskirin
smuggler	qaçaxçeyê
smuggling	qaçaxçeyê
smut	smut
snack	xûrekxane
snacks	snack
snafu	snafu
snag	snag
snags	qirêj
snail	şeytanok
snake	mar
snakes	snakes
snakeskin	snakeskin
snap	snap
snapper	snapper
snappy	şikir
snapshot	snapshot
snare	qirêj
snarl	snarl
snarling	şaş
snatch	veşartin
snatcher	snatcher
snazzy	snazzy
sneak	bixwarvekişîn
sneaker	sneaker
sneakers	sneakers
sneaking	sneaking
sneaky	şerm
sneer	şaş
sneeze	pişkîn
sneezing	şikandin
snicker	şêrîn
snide	spî
sniff	şaş
snip	snip
snipe	snipe
sniper	segman
snippet	snippet
snippy	spî
snitch	snitch
snob	snob
snoop	vekin
snoopy	snoopy
snooty	snooty
snooze	snooze
snore	xûrxûrkirin
snorkel	snorkel
snort	snort
snot	snot
snotty	qirêj
snout	snout
snow	berf
snowball	snowball
snowboard	snowboard
snowboarder	snowboarder
snowday	şevê
snowfall	zivistanê
snowflake	snowflake
snowing	berfkirin
snowmageddon	snowmageddon
snowman	snowman
snowplow	şewitandin
snowstorm	şewitandin
snowy	birçîbûnê
snub	snub
snubbed	veşartî
snuff	snuff
snug	snug
snuggle	bikişînin
snuggled	şaş kirin
snuggles	dirûşm
snuggling	qirêj
soak	nermkirin
soaked	veqetandin
soaking	şewitandin
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sabûn
soapbox	soapbox
soapy	soapy
soar	çêdike
soaring	çêdike
sob	NO TRANSLATION
sober	berbiçav
soblessed	NO TRANSLATION
sobriety	sobriety
soc	sosyal
soccer	gog
sociable	civatşên
social	civatî
socialanxiety	NO TRANSLATION
socialism	sosyalîzm
socialist	sosyalîst
socialite	civakî
socialize	sosyalîzmê
society	civat
sociology	sosolojiya
sociopath	sociopath
sock	şewitandin
socket	çarçowe
sod	sod
soda	soda
soda/pop	soda / pop
sodding	sodding
sodium	sodium
sofa	qenepe
soft	nerm
softball	softball
soften	nerm
softener	nerm
softening	nerm
softly	nerm
softness	nerm
software	nivîsbar
soggy	soggy
sohappy	wisa dilxweş
soil	erd
soiled	şaş
soiree	xilas
sojourn	dilsoz
solace	solace
solar	sedsala
solarium	solarium
solder	solder
soldering	soldering
soldier	leşker
sole	binpê
solemn	dilsoz
solicit	lêpirsîn
solicitation	lêpirsîn
solicitor	parêzkar
solid	liserxwe
solidarity	piştgiriya
solidification	xurtkirina
solidified	xurt kirin
solidify	xurt bikin
solidity	xurt
solitaire	solîtaire
solitary	tenê
solitude	tenêbûnî
solo	solo
solubility	tevlîhevkirinê
soluble	şewitandin
solucky	solokî
solution	çare
solve	çareserkirin
solvency	solvency
solvent	solvent
somad	NO TRANSLATION
somatic	somatîkî
somber	xemgîn
some anticipation	hinek pêşniyarkirin
some disgust	hinek hêrs
some surprise	hinek şaş
some trust	hinek bawerî
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	hinek negatîf
somewhat positive	tiştek erênî
somuchtodo	NO TRANSLATION
son	kur
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	Stran
songwriter	stranger
sonic	kurê
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	kurê
soot	şewitandin
soothe	şaş
soothing	bîhnxweş
sophisticated	sophisticated
sophistication	sophistication
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	sêrbaz
sorcery	xerîb
sordid	sordid
sore	birîn
soready	soready
sorely	xemgîn
soreness	xemgîniyê
sorghum	sorghum
sorority	xemgîniyê
sorrow	kûl
sorrowful	xemgîniyê
sorry	bibore
sort	jiberhevxistin
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	dabeşkirin
sos	NO TRANSLATION
soscared	soscared
soscary	soscary
soslow	soslo
sostressed	NO TRANSLATION
sosweet	gelek şîrîn
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	rûh
soulful	ruhê
soulless	sond
soulmate	ruhê
sound	rengdan
sounding	dengê
soundness	dilsoz
soundproof	şaş
soundtrack	dengek
soup	şorbe
sour	tirş
source	kanî
sourpuss	xwar
south	başûr
southbound	başûr
southeast	başûr
southern	başûrî
southpaw	başûrê
southwest	başûrê rojavayê
souvenir	dîyarî
sovereign	serwer
sovereignty	hukumetê
soviet	soviet
sow	rûnê
soy	soy
soy sauce	soy sauce
soybean	soybean
spa	spa
space	dem
spacecraft	ajoteka asûmanî
spaceman	spaceman
spaceship	cihekî
spacing	spacing
spacious	mezin
spade	spade
spaghetti	spaghetti
spam	spam
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	spar
spare	spare
spareribs	spareribs
sparingly	zehf
spark	çirûsk
sparkle	sparkle
sparkling	sparkling
sparkly	sparkly
sparring	xistin
sparrow	sparrow
sparse	şaş
spasm	spasm
spastic	spastic
spat	spat
spatial	spatial
spatter	belav dikin
spatula	spatula
spawn	spawn
spaz	spaz
speak	axaftin
speakeasy	speakeasy
speaker	hoparlo
speakerphone	speakerphone
speaking	axaftin
spear	tîr
spec	spec
special	taybetî
specialist	taybetzana
speciality	xûreka taybetî
specialize	NO TRANSLATION
specially	taybetî
specialty	xûreka taybetî
specie	NO TRANSLATION
species	cureyên
specific	taybetî
specification	taybetmendiyê
specify	diyar bikin
specimen	perçê ceribandinê
speck	xerîb
speckled	xelet
specs	xerîb
spectacle	spî
spectacles	xeyalan
spectacular	balkêş
spectator	xerîb
specter	spî
spectral	xerîb
spectrometer	spokromrometer
spectrophotometer	spectrophotometer
spectroscopy	spokroscopy
spectrum	spectrum
speculate	fêdedîtin
speculation	fêdedîtinî
speculative	spas
speculum	spululum
speech	axaftin
speechless	bêziman
speed	zûbûnî
speedboat	speedboat
speedily	lezgîn
speeding	lezgîn
speedometer	rêpîv
speedway	lezgîn
speedy	zûtirîn
spell	sihêr
spellbound	spellbound
spelling	rastnivîs
spencer	spencer
spend	xerckirin
spender	spender
spending	mesrefê
spent	derbas kirin
sperm	sperm
spew	spew
sphere	qada
spherical	spherîk
sphincter	çerm
sphinx	sphinx
spic	spic
spice	biharat
spicy	biharatî
