Word	tg
sacrifices	қурбониҳо
sacrificial	қурбонӣ
sacrilege	қурбонӣ
sacrilegious	қурбонӣ
sad	ғамгин
sadday	NO TRANSLATION
saddens	садамаҳо
saddle	ангуштарин
sadist	сеҳру ҷоду
sadistic	sadistic
sadly	бад
sadness	ғамгин
safari	сафари
safe	бехатар
safeguard	ҳимоя кардан
safekeeping	нигаҳдорӣ
safety	бехатарӣ
saffron	шаффоф
sag	санд
saga	саг
sage	саг
saggy	saggy
sail	сафар
sailboat	sailboat
sailing	шиноварӣ
sailor	баҳр
saint	муқаддас
sainted	муқоиса кунед
saintly	Садо Ояндасоз
sake	ба шумор меравад
salad	хӯриш
salamander	salamander
salami	salami
salary	музди меҳнат
sale	фурӯш
salesgirl	фурӯшанда
salesman	фурӯшанда
salient	тазаккур дод
saline	шӯр
saliva	садаф
sally	сали
salmon	озодмоҳӣ
salmonella	salmonella
salon	салон
saloon	салон
salsa	сальса
salt	намак
salted	намакин
saltwater	намак
salty	шӯр
salutary	Салом
salutation	Салом
salute	Салом
salvage	наҷот
salvation	наҷот
salve	заҳра
samba	samba
sameness	садақа
sample	намуна
samurai	Самурай
sanatorium	санаторий
sanctification	ҷудоӣ
sanctified	муқаддас
sanctify	муқаддас
sanctimonious	муқаддастарин
sanction	санҷиш
sanctioned	Санҷишҳо
sanctity	муқаддас
sanctuary	муқаддас
sanctum	муқаддас
sand	қум
sandal	қолаб
sandbox	зеркашӣ
sander	қолин
sandman	sandman
sandpaper	коғаз
sands	орд
sandstorm	қолинбофӣ
sandwich	сандвич
sandy	қум
sane	сиесӣ
sanguine	сангин
sanitarium	санитарӣ
sanitary	санитария
sanitation	санитария
sanity	санъат
sans	NO TRANSLATION
santa	Санта
sap	шир
sapiens	Сапиенс
sapphire	sapphire
sappy	садо
sarcasm	Сарқонун
sarcastic	зӯроварӣ
sarcoma	Сарcoma
sarcophagus	Сарбанд
sardine	сардин
sardonic	сардиони
sarsaparilla	САРСАРИЯ
sash	сеҳр
sashimi	сашми
sassafras	sassafras
sassy	Саси
satanic	Шайтон
satchel	сукут
sate	NO TRANSLATION
satellite	satellite
satin	satin
satire	сатира
satirical	сатирикӣ
satisfaction	қаноатмандӣ
satisfactorily	қаноатманд аст
satisfactory	қаноатбахш
satisfied	қаноатмандӣ
satisfy	қонеъкунанда
satisfying	қонеъкунанда
saturate	saturate
saturated	шуста шудааст
saturation	Офтоб
satyr	Сирир
sauce	чошн
saucepan	лимӯ
saucer	лимӯ
saucy	сатил
sauerkraut	NO TRANSLATION
sauna	sauna
sausage	ҳасиб
savage	вирус
savagery	ватандӯстӣ
savanna	Savanna
savannah	savannah
savant	ҳимоятгар
save	захира кунед
saver	наҷотдиҳанда
saving	захира кунед
savings	пасандозҳо
savior	наҷотдиҳанда
savor	ширин
savory	сола
savvy	ҳикоят мекунад
saw	диданд
sawdust	sawdust
sawmill	данд
sax	дуруст
saxophone	сандофон
say	мегӯянд
sayonara	NO TRANSLATION
scab	scab
scabbard	садақа кардан
scaffold	сангин
scaffolding	данд
scalding	ҷорист
scale	миқёс
scales	таронаҳо
scallop	гӯшмоҳӣ
scalp	мӯй
scalpel	сӯзанак
scaly	мӯй
scam	фиреб
scamp	шамшер
scampi	шамшер
scan	скан
scandal	шанд
scandalous	шашум
scanner	сканер
scanty	содда
scape	дандон
scapegoat	Сироҷиддин Аслов
scar	нодир
scarab	сиёҳ
scarce	ночиз
scarcely	хеле кам
scarcity	кам
scare	тарсед
scarecrow	бегонапарастӣ
scared	тарсид
scares	данд
scarf	блог
scarier	ҷарима
scariest	тарроҳӣ
scarlet	шароб
scary	тарсовар
scat	данд
scatter	пароканда
scattered	пароканда
scattering	пароканда
scavenger	данд
scenario	Сенария
scene	саҳна
scenery	офтобӣ
scenic	манъ аст
scent	хушк мешавад
scented	сангин
scepter	сессия
sceptical	шубҳаовар
scepticism	шаффофият
schadenfreude	ШАҲРИ ҚӮРҒОНТЕППА
schedule	нақша
schematic	Шабака
scheme	нақша
schilling	шанд
schism	Шишак
schizophrenia	шизофрения
schizophrenic	шизофрения
schlep	шлем
schmuck	NO TRANSLATION
schnapps	Шӯҳрат
schnitzel	химия
scholar	олим
scholarly	олимон
scholarship	стипендия
scholastic	олимон
school	мактаб
schoolboy	мактаббонӣ
schoolgirl	мактабчӣ
schoolhouse	мактаби хонагӣ
schooling	мактабӣ
schoolmaster	муаллим
schoolteacher	NO TRANSLATION
schoolwork	кори мактабӣ
schoolyard	мактабчӣ
schooner	schooner
sciatica	сигарика
science	илм
scientific	илмӣ
scientist	олим
scifi	scifi
scintilla	NO TRANSLATION
scintillating	сиҳилатсия
scintillation	сканатсия
scintillator	scintillator
scion	секунҷа
scissors	котиба
scoff	Мубориза кунед
scold	дубора
scolding	данд
scone	секунҷа
scoop	дандон
scoot	дубора
scooter	сканер
scope	миқёс
scorch	сандуқ
scorching	пошхӯрӣ
score	Ҳисоб
scoreboard	самбо
scorer	даста
scores	Натиҷаҳо
scorn	нопадид шудааст
scorned	нопадид шуд
scornful	нопок
scorpion	scorpion
scotch	санг
scoundrel	садақа
scour	ноком
scourge	тазриқи
scout	мушовир
scowl	Садо Ояндасоз
scrabble	ҷустуҷӯ
scram	ҷустуҷӯ
scramble	хашмгин
scrambled	хафа шуд
scrambler	дубора
scrambling	бӯҳрон
scrap	хомӯш
scrapbook	нусхабардорӣ
scrape	буридан
scrapie	scrapie
scraping	хомӯшӣ
scrappy	хомӯш
scratch	сатил
scratchy	сангин
scrawny	хашмгин
scream	гиря мекунанд
screamer	шикастхӯрда
screaming	садо дод
screech	секунҷа
screen	экрани
screening	тафтишот
screenplay	санҷиш
screenwriter	санҷанда
screw	вирус
screwball	Мегуфтанд
screwdriver	Тренер
screwed	данд
screwy	вирус
screwyou	NO TRANSLATION
scribble	тасвир
scribe	класс
scrimmage	шамшер
scrip	scrip
script	сутуни
scriptural	Навиштан
scripture	оят
scroll	ҳаракат кунед
scrotum	scrotum
scrounge	Шабакаҳои иҷтимоӣ
scrounger	садақа
scrub	чап
scruffy	пошхӯрӣ
scrumptious	зебо
scrupulous	бепарвоӣ
scrutinize	Тренинг
scrutiny	санҷиш
scuba	дубора
scuff	ношинос
scuffle	садақа кардан
scullery	қаллобӣ
sculptor	sculptor
sculpture	скульптура
sculptured	ҳайратовар
scum	сақф
scumbag	шаффоф
scurry	сиёҳ
scurvy	сеҳрнок
scuttle	плита
sea	баҳр
seaboard	баҳр
seafood	баҳр
seagull	бензин
seal	мӯҳр
seals	мӯҳр
seam	дубора
seaman	seaman
seamless	корношоям
seamstress	драма
seaport	баҳр
sear	данд
search	ҷустуҷӯ
searching	ҷустуҷӯ
searchlight	ҷустуҷӯ
seared	данд
seashore	баҳр
seasick	баҳр
seaside	канори баҳр
season	мавсими
seasonal	мавсимӣ
seasoned	мављуд аст
seasoning	seasoning
seat	нишаст
seatbelt	тасмаи бехатарӣ
seating	нишаст
seawater	баҳр
seaweed	seaweed
sec	сек
secession	сессия
secluded	суст
seclusion	seclusion
second	дуюм
second cousin	дуюми дуюм
secondary	secondary
secondhand	дасти дувум
secrecy	махфӣ
secret	пинҳонӣ
secretariat	Котибот
secretary	котиб
secrete	secrete
secretion	сатил
secretive	secretive
secretly	пинҳонӣ
sect	сект
sectarian	профессор
section	ҷудокунӣ
sectional	банди
sector	сектор
secular	дунявӣ
secularism	дунявият
secure	бехатар аст
securities	коғазҳо
security	амният
sedan	NO TRANSLATION
sedate	садақа
sedation	садама
sedative	тасаввур кунед
sedentary	секунҷа
sedge	секунҷа
sediment	чуқурӣ
sedimentary	таҳшинӣ
sedition	фоҷиа
seduce	сеҳру ҷоду
seducer	хашмгин
seducing	садақа кардан
seduction	Селексия
seductive	хавфнок
see	бинед
seed	тухм
seedling	навниҳоли
seeds	тухмҳо
seedy	насли
seek	ҷустуҷӯ кунед
seeker	дархосткунанда
seem	назар
seemingly	ба назар мерасад
seer	пазируфт
seesaw	Шабакаҳои иҷтимоъӣ
seething	пошидан
segment	сегмент
segregate	ҷудо кунед
segregated	ҷудо карда шудааст
segregation	тақсим кардан
seismic	сейсмикӣ
seize	пӯшед
seizure	ҳабс кардан
seldom	хеле кам
select	интихоб кунед
selection	интихоби
selective	интихобшуда
selectman	интихобкунанда
selenium	селен
self	худ
selfharm	NO TRANSLATION
selfish	худпарастӣ
selfishness	худпарастӣ
selfless	худпарастӣ
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	фурӯшанд
seller	фурӯшанда
sellout	фурӯш
seltzer	seltzer
semantics	семантикҳо
semaphore	semaphore
semblance	ибратангез
semen	Семинар
semester	семестр
semi	нимсола
semiautomatic	NO TRANSLATION
semicolon	нимкола
seminal	кифоя аст
seminar	семинар
seminary	семинар
semiotics	чорводорӣ
senate	сенат
senator	сенатор
send	ирсол кунед
sender	фиристанда
senescence	бақайдгирӣ
senile	сола
senior	калонсолон
seniority	олӣ
senor	сенатор
senorita	senorita
sensation	ҳиссиёт
sensational	ҳассос
sense	ҳассос
senseless	бефоида
senses	ҳиссаҳо
sensibility	ҳассос
sensible	оқилона
sensibly	содда аст
sensitive	ҳассос
sensitivity	ҳассосият
sensor	сенатор
sensory	ҳассос
sensual	ҳассос
sensuality	ҳассосият
sensuous	ҳассос
sentence	ҷазо
sentencing	"Озодӣ """
sentient	фиристодашуда
sentiment	Дунёи иқтисод
sentimental	афсона
sentimentality	хавфнок
sentinel	sentinel
sentry	фиристодан
separable	ҷудо карда мешавад
separate	алоҳида
separately	алоҳида
separation	ҷудошавӣ
separatist	ҷудо карда мешавад
sepia	sepia
sepsis	sepsis
sept	сап
septic	септик
septum	септом
sequel	минбаъд
sequence	пайдарпай
sequent	зич
sequestered	ҷашн гирифта мешавад
sequestration	зеркашӣ
serenade	орзуҳо
serendipity	сертификатсия
serene	ором
serenity	ҳасад
sergeant	сержант
serial	силсила
serialize	нависед
series	силсила
serif	сериф
serious	ҷиддӣ аст
seriousness	ҷиддӣ
sermon	мавъиза
serpent	мор
serpentine	serpentine
serrated	шӯранд
serum	хунук
servant	хизматгор
serve	хизмат кунед
server	сервер
service	хизматрасонӣ
serviceable	дастрас аст
servile	хизматчӣ
servitude	хизмат
sesame	сода
sess	NO TRANSLATION
session	иҷлосия
sessions	сессияҳо
set	танзим кунед
setback	бозгашт
sett	NO TRANSLATION
setter	Нишондиҳанда
settle	қарор диҳед
settled	ҳал карда шудааст
settlement	қарор
settler	ҷойгир
settlor	ҷойгоҳ
setup	ташкил кардан
seven	Ҳафт
seventeen	ҳафтод
seventh	ҳафтум
seventy	ҳафтод
sever	данд
severable	ройгон
severally	ғайриқонунӣ
severance	озод кардан
severe	сахт
severely	хеле сахт аст
severity	шадид
sew	ковед
sewage	корношоям
sewer	канализатсия
sewerage	канализатсия
sewing	дӯзандагӣ
sex	ҷинс
sexist	ҷинсӣ
sexual	ҷинсӣ
sexuality	ҷинсӣ
sexy	сеҳри
shabby	либос
shack	шаффоф
shackle	Шакл
shade	соя
shades	сояҳо
shading	shading
shadow	соя
shadowy	соя
shady	соя
shaft	шафақ
shag	шаст
shaggy	шагги
shake	шаллоқӣ
shakedown	шакедown
shaken	сангдилон
shaker	Шайбака
shaking	пошидан
shaky	суст
shall	бояд
shallow	суст
shallows	сиёҳ
sham	шам
shaman	шаман
shambles	Шаблонҳо
shame	шармандагӣ
shamed	шарм дорад
shameful	ношинохта
shameless	бетафовут
shampoo	шампун
shanghai	Шанхай
shank	каҷ
shanty	куҷост
shape	шакл
shapely	шитобон
shard	шард
share	мубодила
shareholder	саҳмдор
sharing	мубодила
shark	наҳанг
sharp	якбора
sharpen	шитобон
sharpened	шитобон
sharpener	якбора
sharpness	шиддатнокӣ
sharpshooter	шарҳдиҳанда
shatter	хомӯш
shattered	пароканда
shattering	шадид
shave	тиллои
shaver	ширеш
shaving	шаффоф
shawl	шал
sheaf	шароб
shear	дубора
shears	шиша
sheath	қаҳрамон
sheathing	хандидан
shed	рехт
sheen	шина
sheep	гӯсфандон
sheepdog	гӯсфандон
sheepish	саршор
sheer	шадр
sheet	варақ
sheik	sheik
shelf	шл
shell	ниҳонӣ
shellfish	шарбат
shelling	зӯроварӣ
shelter	паноҳгоҳ
sheltered	паноҳгоҳ
shelters	паноҳгоҳҳо
shelved	рехтааст
shepherd	чӯпонӣ
sherbet	Шерба
sheriff	Шериф
sherry	Шерми
shield	сипар
shift	гузаред
shifting	гузаред
shifty	шаффоф
shilling	шиллик
shimmer	shimmer
shimmering	шиммед
shimmy	шимми
shin	шин
shindig	Шиндӣ
shine	дурахшон
shiner	ширин
shingle	шиша
shining	шиша
shiny	дурахшон
ship	киштӣ
shipment	интиқол
shipping	Фиристодан
shipshape	shipshape
shipwreck	киштӣ
shipyard	кишти такрорӣ
shire	шир
shirt	ҷома
shit	банд
shitday	NO TRANSLATION
shitfaced	хандидед
shithead	шитон
shitless	ношинос
shitload	шитоб
shittest	NO TRANSLATION
shitty	Шайтон
shiver	шир
shivering	шадид
shoals	сояҳо
shock	шок
shocked	тааҷҷубовар аст
shocker	шӯрбахт
shocking	ҳайратовар аст
shockingly	шадид
shoddy	ранд
shoe	пойафзол
shoelace	шоела
shoemaker	shoemaker
shoes	пойафзол
shoeshine	шоешин
shook	хандид
shoot	тиреза
shooter	тиреза
shooting	тирандозӣ
shootout	даста
shop	коғаз
shopkeeper	дӯкони
shoplifter	харидор
shoplifting	мағозаҳо
shopper	харидор
shopping	харид
shore	қаҳва
shoreline	харида
shorn	дандон
short	кӯтоҳ
short story	Ҳикояи кӯтоҳ
shortage	норасоиҳо
shortcake	кӯтоҳ
shortcoming	норасоии
shortcut	миёнабурӣ
shorten	кӯтоҳ
shortening	кӯтоҳ
shorthand	Шеранд
shortly	ба зудӣ
shortness	кӯтоҳ
shorts	кӯч
shortstop	кӯтоҳ
shortwave	shortwave
shot	Муборак!
shotgun	тиреза
shoulder	omer
shout	хандиданд
shove	канд
shovel	ковед
shoveling	дандонпизишк
show	нишон диҳед
showbiz	showbiz
showboat	намоишнома
showcase	намоиш дода мешавад
showdown	нишон дода шудааст
shower	душ
showgirl	нишон дода шудааст
showing	нишон медиҳад
showoff	худнамоӣ
showroom	намоишгоҳ
showy	шӯҳрат
shrapnel	пӯст
shred	аз байн меравад
shrew	данд
shrewd	шодравон
shriek	Шриек
shrill	чап
shrimp	шримп
shrine	қабристон
shrink	канда мешавад
shrinking	коҳиш меёбад
shrivel	бӯй
shroud	пӯшид
shrub	бутта
shrubbery	буттаҳо
shrug	буридан
shrunk	суст аст
shrunken	суст аст
shudder	Шуддер
shuddering	шиддинг
shuffle	шаффоф
shuffleboard	shuffleboard
shuffling	қаллобӣ
shun	хомӯш
shunned	нопадид шуд
shunt	шон
shut	пӯшед
shutdown	пӯшида шудан
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	пӯшида
shuttle	пули нақд
shutup	NO TRANSLATION
shy	шарм
shyness	шармгин
shyster	Шишер
sib	NO TRANSLATION
sibling	бародарон
sic	Шабака
sick	бемор
sickbay	беморb
sicken	бемор
sickening	бемор шудан
sickle	sickle
sickly	бемор аст
sickness	беморӣ
side	тараф
sidearm	баста
sidebar	якбора
sideboard	якранг
sideburns	тарафҳо
sidecar	якшанбе
sidekick	sidekick
sideline	дубора
sideshow	"Садо Меҳмони ""Озодӣ"""
sidestep	сегона
sidewalk	пиёдагард
sideways	якранг
sidewinder	якранг
siege	чап
siesta	данд
sieve	ҷав
sift	куҷост?
sifting	шитобон
sigh	Ном:
sight	назар
sighting	дидан
sightseeing	тамошобин
sigma	sigma
sign	имзо кардан
signal	сигнал
signature	имзо кардан
significance	аҳамият дорад
significant	муҳим аст
signification	нишон дода шудааст
signify	нишон медиҳад
signpost	signpost
silence	хомӯшӣ
silencer	sustencer
silent	хомӯш
silently	сустӣ
silhouette	silhouette
silicon	силикон
silicone	силикон
silk	пилк
silken	пошидан
silky	сиёҳ
sill	гулӯла
silliness	фахр кардан
silly	сустӣ
silo	сило
silt	лифт
silver	нуқра
silverware	тилло
silvery	пошхӯрӣ
similar	монанд
similarity	монандӣ
simile	NO TRANSLATION
simmer	тобистон
simmering	сӯзишворӣ
simple	оддӣ
simples	NO TRANSLATION
simpleton	оддӣ
simplicity	оддӣ
simplify	соддатар
simplistic	оддӣ
simply	танҳо
simulate	секунҷа
simulated	simulated
simulating	Симулинг
simulation	Симулятсия
simulator	Симулятор
simultaneous	ҳамзамон
simultaneously	ҳамзамон
sin	NO TRANSLATION
sincere	самимона
sincerity	самимият
sinful	гуноҳ аст
sing	суруд
singer	сурудхонӣ
singing	сурудхонӣ
single	ягона
singly	якум
singular	якҷоя
singularity	сегона
singularly	мутаносибан
sinister	афсона
sink	бесавод
sinker	обхези
sinking	бесавод
sinner	гуноҳкор
sinning	гуноҳ
sinus	sinus
sip	Бештар
siphon	сифф
sipping	лабораторӣ
sir	эм
sire	падари
siren	зирак
sirloin	зардча
sissy	сисл
sister	хоҳарон
sisterhood	хоҳарон
sit	нишаста
sitcom	sitcomcom
site	сомона
sith	Сит
sitter	лутфан
sitting	нишаст
situate	situate
situated	ҷойгир аст
situation	вазъият
six	шаш
sixpence	шашум
sixteen	шашум
sixth	шашум
sixty	шаст
sizable	хеле калон аст
size	андозаи
sizzle	секунҷа
ska	NO TRANSLATION
skate	скейт
skateboard	skateboard
skater	офтоб
skating	skating
skedaddle	Спитедл
skeet	skeet
skein	ширин
skeletal	қолаб
skeleton	селелет
skeptic	шубҳа
skeptical	шубҳаовар
skepticism	шаффофият
sketch	ангуштзанӣ
sketching	кашидан
sketchy	клик
skewed	суқут кард
skewer	skewer
ski	дарвоза
skid	каҷ
skier	толор
skiff	қаҳрамон
skiing	чағозаҳо
skijump	NO TRANSLATION
skill	ҳунарманд
skilled	мутахассис
skillet	Силсила
skillful	ҳикмат
skim	пиёдагард
skimpy	сеҳрнок
skin	пӯст
skinny	пӯст
skip	гузаред
skipper	саргармӣ
skirmish	садама
skirt	сараш
skirting	сӯзишворӣ
skirts	либосҳо
skit	skit
skittish	печида
skull	саратон
skunk	наҳорӣ
sky	осмон
skylight	сиёҳпӯст
skyline	зебоӣ
skyscraper	офтоб
slab	бром
slack	суст
slag	садақа
slam	Садо Ояндасоз
slammer	шамшер
slander	дуздӣ
slanderous	лутфан
slang	сланг
slant	бригада
slap	сандуқ
slash	сатил
slashes	сангҳо
slate	слайд
slates	слайдҳо
slaughter	қатл
slaughterhouse	гилхок
slaughtering	забҳ кардан
slave	ғулом
slavery	ғуломӣ
slay	кушта шудааст
slayer	зӯроварӣ
sleaze	хомӯш
sleazy	зӯроварӣ
sled	NO TRANSLATION
sledding	пӯшида
sledge	сайд
sledgehammer	гиёҳхор
sleek	зебо
sleep	хоб
sleeper	хоб
sleeping	хоб
sleepless	хоб
sleeplessness	хоб
sleepover	хоб
sleepy	хоб
sleepyhead	хоб
sleet	slee
sleeve	sleeve
sleeveless	sleeveless
sleigh	лимӯ
sleight	данд
slender	секунҷа
sleuth	хоб
slice	буридан
slick	сӯзишворӣ
slicker	шиша
slide	слайд
slider	слайд
sliding	слайд
slight	ночиз
slight anticipation	каме интизорӣ
slight disgust	ногаҳон хурд
slight surprise	ногаҳонӣ каме
slight trust	боварӣ ҳосил кунед
slightly	каме
slightly negative	каме манфӣ
slightly positive	каме мусбат
slim	суст
slime	секунҷа
slimy	суст
sling	данд
slingshot	сангин
slink	клик кунед
slinky	шитобон
slip	буридан
slipper	самбо
slippers	сӯзишворӣ
slippery	сиёҳ
slit	пӯшед
sliver	слайд
slob	шитобед
slobber	шитобзада
slogan	шамшер
sloop	сақф
slop	NO TRANSLATION
slope	нишаст
sloppy	нобуд кардан
slot	коғаз
sloth	суст
slouch	шаффоф
slough	суст
slow	суст
slowly	суст аст
slowness	суст аст
sludge	заҳри
slug	slug
slugger	slugger
sluggish	сустӣ
sluice	лимӯ
slum	садақа
slumber	суст аст
slump	садама
slur	суст
slurp	суст
slush	суст
slut	суст
slutty	сустӣ
sly	Садо Ояндасоз
smack	smack
small	хурд
smaller	хурдтар
smallest	хурдтарин
smallpox	хурмо
smart	зебо
smartass	маҳмадоно
smarten	smarten
smarty	smarty
smash	зӯроварӣ
smashed	задааст
smattering	сагтеринг
smear	smear
smell	бӯи
smelling	сеҳр
smelly	хушбӯй
smelt	smelt
smidgen	smidgen
smile	хандидед
smiled	хандидед
smiles	хандид
smiley	зебо
smiling	зебо
smirk	сирк
smite	дӯхтед
smith	данд
smithereens	данд
smitten	садама
smock	дӯкон
smog	дӯконҳо
smoke	дуд
smoker	сигоркашӣ
smokey	дӯкони
smoking	тамокукашӣ
smoky	дудкашӣ
smoldering	smoldering
smooch	smooch
smooth	ҳамвор
smoothie	smoothie
smoothly	осонтар
smoothness	сустӣ
smother	резед
smudge	лаблабу
smug	smug
smuggle	қочоқ
smuggler	қочоқчӣ
smuggling	қочоқ
smut	smut
snack	хӯрокхӯрӣ
snacks	хӯрокхӯрӣ
snafu	snafu
snag	садақа
snags	садақа
snail	сандуқ
snake	мор
snakes	мор
snakeskin	snakeskin
snap	нигаҳдорӣ
snapper	snapper
snappy	сеҳрнок
snapshot	сӯзишворӣ
snare	садақа
snarl	сӯзанак
snarling	сӯзанак
snatch	даст кашед
snatcher	дастгир карда шудааст
snazzy	шамшер
sneak	сканак
sneaker	снайпер
sneakers	сканакҳо
sneaking	пинҳон кардан
sneaky	задааст
sneer	снайпер
sneeze	оҳиста-оҳиста
sneezing	садама
snicker	зикри
snide	дубора
sniff	клип
snip	афсона
snipe	пӯшанд
sniper	снайпер
snippet	snippet
snippy	Спирист
snitch	сандуқ
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	шаффоф
snore	сандук
snorkel	шӯрбофӣ
snort	соф
snot	снот
snotty	софдилона
snout	кош
snow	барф
snowball	Картошка
snowboard	snowboard
snowboarder	ҳавопаймо
snowday	барф
snowfall	боришот
snowflake	қолинбофӣ
snowing	барф
snowmageddon	гаронбаҳо
snowman	Картман
snowplow	Карпов
snowstorm	Шабакаи барф
snowy	барф
snub	садақа
snubbed	хафа шуд
snuff	гандум
snug	саг
snuggle	садақа кардан
snuggled	задааст
snuggles	садақа кардан
snuggling	садақа кардан
soak	кардаем
soaked	афтидааст
soaking	пошидани
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	собун
soapbox	собун
soapy	оромона
soar	ба боло
soaring	боло рафт
sob	NO TRANSLATION
sober	бегона
soblessed	NO TRANSLATION
sobriety	собит
soc	ҷ
soccer	футбол
sociable	иҷтимоист
social	иҷтимоӣ
socialanxiety	NO TRANSLATION
socialism	иҷтимоӣ
socialist	иҷтимоӣ
socialite	иҷтимоӣ
socialize	ҷамъиятӣ
society	ҷамъият
sociology	ҷомеашиносӣ
sociopath	sociopath
sock	чукур
socket	сессия
sod	sod
soda	сода
soda/pop	сода / поп
sodding	сардиҳо
sodium	sodium
sofa	девона
soft	нарм
softball	softball
soften	soften
softener	softener
softening	шустани он
softly	осон аст
softness	шаффофият
software	нармафзор
soggy	соги
sohappy	хеле хурсанд
soil	хок
soiled	пӯст
soiree	пас
sojourn	истиқомат
solace	сулҳ
solar	офтоб
solarium	solarium
solder	чарб
soldering	лаблабу
soldier	сарбоз
sole	тагчарми пойафзол
solemn	ҷашн
solicit	маслиҳат диҳед
solicitation	дархост кардан
solicitor	адвокат
solid	сахт
solidarity	ҳамбастагӣ
solidification	мустаҳкам
solidified	мустаҳкам
solidify	мустаҳкам
solidity	мустаҳкам
solitaire	solitaire
solitary	ягона
solitude	ягона
solo	танҳо
solubility	ҳалшаванда
soluble	ҳалшаванда
solucky	садама
solution	ҳалли
solve	ҳал кунед
solvency	ӯҳдадориҳо
solvent	solvent
somad	NO TRANSLATION
somatic	Сомони
somber	якбора
some anticipation	баъзе лаззатҳо
some disgust	якчанд нафратангез
some surprise	баъзе ногаҳонӣ
some trust	якчанд боварӣ
somersault	хомӯш
somethingigetalot	NO TRANSLATION
somewhat negative	якчанд манфӣ
somewhat positive	якчанд мусбат
somuchtodo	NO TRANSLATION
son	писар
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	суруд
songwriter	нависанда
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	Сомона
soot	дуда сиёҳии дег
soothe	ором гиред
soothing	ором
sophisticated	софист
sophistication	софистика
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	тухм
soprano	soprano
sorcerer	ҷодугар
sorcery	сеҳрнок
sordid	сиддед
sore	шадид
soready	Савор
sorely	Бештар
soreness	беморӣ
sorghum	соргум
sorority	дубора
sorrow	ғамгин
sorrowful	андӯҳгин
sorry	шодравон
sort	нависед
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	sorting
sos	NO TRANSLATION
soscared	Соскаред
soscary	скибона
soslow	Сослов
sostressed	NO TRANSLATION
sosweet	бисёр ширин
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	soul
soulful	ҷонбахш
soulless	soulless
soulmate	ҷон
sound	садо
sounding	садо дод
soundness	солим
soundproof	soundproof
soundtrack	Садо Ояндасоз
soup	шӯрбо
sour	шир
source	сарчашма
sourpuss	шореҳ
south	ҷануб
southbound	Ҷануб
southeast	Ҷанубӣ
southern	ҷануб
southpaw	ҷануб
southwest	ҷанубӣ
souvenir	истироҳат
sovereign	салтанат
sovereignty	соҳибихтиёрӣ
soviet	советӣ
sow	кошта
soy	зироат
soy sauce	Soy sauce
soybean	Soybean
spa	spa
space	фазо
spacecraft	кӯҳна
spaceman	spaceman
spaceship	spaceship
spacing	фосила
spacious	васеъ
spade	ҷилавгирӣ мекунад
spaghetti	spagetti
spam	ангалнома
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	спаниель
spank	задааст
spanking	Баҳриддин Камолиддинов
spar	spar
spare	лутфан
spareribs	spareribs
sparingly	бесабаб нест
spark	манъ аст
sparkle	шамол
sparkling	шамол
sparkly	ба назар мерасад
sparring	шукргузорӣ мекунанд
sparrow	парранда
sparse	ночиз
spasm	спасм
spastic	данд
spat	spat
spatial	фазо
spatter	ҷарима
spatula	spatula
spawn	парвариш
spaz	spaz
speak	сӯҳбат кунед
speakeasy	мубоҳиса
speaker	сӯҳбат
speakerphone	сӯҳбат
speaking	Гап задан
spear	равған
spec	мм
special	махсус
specialist	мутахассис
speciality	ихтисос
specialize	NO TRANSLATION
specially	махсусан
specialty	ихтисос
specie	NO TRANSLATION
species	намудҳо
specific	махсусан
specification	таснифот
specify	муайян кунед
specimen	намуна
speck	пӯст
speckled	ҳасиб
specs	Мушкилот
spectacle	тамошобин
spectacles	тамошобинон
spectacular	тамошобин
spectator	тамошобин
specter	тамошобин
spectral	спартак
spectrometer	спектрометр
spectrophotometer	спектрофотометр
spectroscopy	спектроскопия
spectrum	спектр
speculate	тахмин мезананд
speculation	Мушоҳидаҳо
speculative	Спитамент
speculum	Номаи заррини саломат
speech	сухан
speechless	нотавон
speed	суръат
speedboat	speedboat
speedily	тезтар
speeding	суръатбахшӣ
speedometer	суръатдиҳанда
speedway	суръат
speedy	суръатбахш аст
spell	зебо
spellbound	данд
spelling	навиштан
spencer	бренди
spend	сарф кунед
spender	spender
spending	хароҷот
spent	сарф шуд
sperm	sperm
spew	латукӯб
sphere	соҳа
spherical	қолабӣ
sphincter	sphincter
sphinx	sphinx
spic	хомӯш
spice	ҷӯшон
spicy	ҷолибе
spider	тортанак
spiders	тортанакҳо
spiffy	spiffy
spigot	spigot
spike	Бештар
spiked	сарнагун шуд
spiky	хомӯш
spill	резед
spillin	NO TRANSLATION
spin	spin
spinach	исфаноҷ
spinal	spinal
spindle	драйв
spine	сутунмӯҳра
spineless	бесабаб нест
spinner	гардед
spinning	гардиш
