Word	zu
sigh	bubula
sight	ukubona
sighting	ukubona
sightseeing	ukubona indawo
sigma	sigma
sign	uphawu
signal	isignali
signature	isignesha
significance	ukubaluleka
significant	kubalulekile
signification	ukubaluleka
signify	bonisa
signpost	uphawu lokubhalisa
silence	ukuthula
silencer	silencer
silent	uthule
silently	ngokuthula
silhouette	umdwebo
silicon	i-silicon
silicone	abicah
silk	isilikhi
silken	silken
silky	silky
sill	sill
silliness	silliness
silly	ukuthula
silo	i-silo
silt	i-silt
silver	isiliva
silverware	silverware
silvery	ukuthula
similar	okufanayo
similarity	ukufana
simile	NO TRANSLATION
simmer	simmer
simmering	simmering
simple	elula
simples	NO TRANSLATION
simpleton	okulula
simplicity	lula
simplify	lula
simplistic	okulula
simply	umane nje
simulate	fanisa
simulated	ifakwe
simulating	simulating
simulation	ukulingisa
simulator	simulator
simultaneous	kanyekanye
simultaneously	kanyekanye
sin	NO TRANSLATION
sincere	ngobuqotho
sincerity	ubuqotho
sinful	isono
sing	cula
singer	umculi
singing	ukucula
single	ongashadile
singly	singly
singular	singamunye
singularity	ubuningi
singularly	ngokubodwa
sinister	isono
sink	sink
sinker	sinker
sinking	ukuphonsa
sinner	isoni
sinning	isono
sinus	sinus
sip	sipha
siphon	siphon
sipping	sipping
sir	mnumzane
sire	induna
siren	i-siren
sirloin	i-sirloin
sissy	sissy
sister	udadewethu
sisterhood	udadewabo
sit	hlala
sitcom	sitcom
site	isayithi
sith	sith
sitter	sitter
sitting	ehlezi
situate	zikhona
situated	ikhona
situation	isimo
six	ayisithupha
sixpence	sixpence
sixteen	ishumi nesithupha
sixth	wesithupha
sixty	amashumi ayisithupha
sizable	kakhulu
size	usayizi
sizzle	i-sizzle
ska	NO TRANSLATION
skate	isikeyiti
skateboard	i-skateboard
skater	i-skater
skating	ukudoba
skedaddle	i-skedaddle
skeet	skeet
skein	skein
skeletal	isifuba
skeleton	skeleton
skeptic	skeptic
skeptical	ukungabaza
skepticism	ukungabaza
sketch	umdwebo
sketching	ukudweba
sketchy	sketchy
skewed	skewed
skewer	skewer
ski	isibhakabhaka
skid	skid
skier	i-skier
skiff	ukuphumula
skiing	ukushushuluza
skijump	NO TRANSLATION
skill	ikhono
skilled	abanamakhono
skillet	skillet
skillful	ubuchule
skim	skim
skimpy	i-skimpy
skin	isikhumba
skinny	i-skinny
skip	yeqa
skipper	skipper
skirmish	ukukhwabanisa
skirt	isiketi
skirting	ukugqoka
skirts	iziketi
skit	skit
skittish	skittish
skull	i-skull
skunk	skunk
sky	isibhakabhaka
skylight	isibhakabhaka
skyline	isibhakabhaka
skyscraper	i-skyscraper
slab	i-slab
slack	slack
slag	slag
slam	slam
slammer	slammer
slander	ukunyundela
slanderous	ukunyundela
slang	slang
slant	slant
slap	shaya
slash	shaya
slashes	ihlehla
slate	slate
slates	ama-slates
slaughter	ukubulawa
slaughterhouse	indlu yokubulala
slaughtering	ukuhlatshwa
slave	isigqila
slavery	ubugqila
slay	bulala
slayer	umbulali
sleaze	sleaze
sleazy	i-sleazy
sled	NO TRANSLATION
sledding	sledding
sledge	sledge
sledgehammer	sledgehammer
sleek	sleek
sleep	ukulala
sleeper	ulale
sleeping	ukulala
sleepless	ukulala
sleeplessness	ukulala
sleepover	sleepover
sleepy	ukulala
sleepyhead	i-sleepyhead
sleet	i-sleet
sleeve	umkhonto
sleeveless	okungenamikhono
sleigh	i-sleigh
sleight	sleight
slender	slender
sleuth	sleuth
slice	ucezu
slick	sishaye
slicker	i-slicker
slide	slide
slider	isilayidi
sliding	ukuhambisa
slight	kancane
slight anticipation	ukulindela kancane
slight disgust	kancane ukudeka
slight surprise	isimanga kancane
slight trust	ukwethemba kancane
slightly	kancane
slightly negative	kancane kabi
slightly positive	kuhle kakhulu
slim	slim
slime	i-slime
slimy	slimy
sling	ukudubula
slingshot	slingshot
slink	slink
slinky	slinky
slip	slip
slipper	i-slipper
slippers	ama-slippers
slippery	elula
slit	slit
sliver	isilayidi
slob	i-slob
slobber	isihlahla se-slobber
slogan	isiqubulo
sloop	sloop
slop	NO TRANSLATION
slope	umthamo
sloppy	i-sloppy
slot	slot
sloth	isihluthulelo
slouch	slouch
slough	slough
slow	kancane
slowly	kancane kancane
slowness	ukuphuza
sludge	sludge
slug	slug
slugger	slugger
sluggish	elula
sluice	sluice
slum	slum
slumber	ukulala
slump	slump
slur	slur
slurp	slurp
slush	slush
slut	slut
slutty	i-slutty
sly	sly
smack	smack
small	encane
smaller	ezincane
smallest	encane kakhulu
smallpox	isikhukhumba
smart	smart
smartass	uhlakaniphile
smarten	smarten
smarty	i-smarty
smash	smash
smashed	waphonswa
smattering	ukushaya
smear	smear
smell	iphunga
smelling	iphunga
smelly	iphunga
smelt	smelt
smidgen	smidgen
smile	smile
smiled	ukumomotheka
smiles	ukumamatheka
smiley	smiley
smiling	ukumomotheka
smirk	smirk
smite	shaya
smith	smith
smithereens	uyabetha
smitten	ukushaywa
smock	shintshela
smog	smog
smoke	ubhema
smoker	ukubhema
smokey	smokey
smoking	ukubhema
smoky	ukubhema
smoldering	ukuphosa
smooch	smooch
smooth	bushelelezi
smoothie	i-smoothie
smoothly	ngokushelela
smoothness	ubushelelezi
smother	u-smother
smudge	smudge
smug	smug
smuggle	ukuthungela
smuggler	umthumbi
smuggling	ukuthutha
smut	smut
snack	ukudla okuncane
snacks	ukudla okulula
snafu	snafu
snag	snag
snags	ama-snags
snail	inhlanzi
snake	inyoka
snakes	izinyoka
snakeskin	inyoka
snap	snap
snapper	i-snapper
snappy	snappy
snapshot	isifinyezo
snare	umgibe
snarl	sharl
snarling	ukuhleka
snatch	bamba
snatcher	umhlengi
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	amasinki
sneaking	sneaking
sneaky	sneaky
sneer	sneer
sneeze	sneeze
sneezing	sneezing
snicker	i-snicker
snide	i-snide
sniff	khumula
snip	snip
snipe	snipe
sniper	i-sniper
snippet	snippet
snippy	snippy
snitch	shaya
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	snooze
snore	bhala
snorkel	snorkel
snort	sishaya
snot	snot
snotty	i-snotty
snout	i-snout
snow	iqhwa
snowball	i-snowball
snowboard	i-snowboard
snowboarder	i-snowboarder
snowday	i-snowday
snowfall	iqhwa
snowflake	i-snowflake
snowing	iqhwa
snowmageddon	i-snowmageddon
snowman	i-snowman
snowplow	i-snowplow
snowstorm	isithwathwa seqhwa
snowy	iqhwa
snub	snub
snubbed	ishaywa
snuff	inhlanzi
snug	i-snug
snuggle	khumula
snuggled	ihlehlisiwe
snuggles	ihluma
snuggling	i-snuggling
soak	cwilisa
soaked	emanzini
soaking	ukuhamba
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	isepha
soapbox	ibhokisi lokusipha
soapy	isobho
soar	phuma
soaring	ukuphakama
sob	NO TRANSLATION
sober	ingqondo
soblessed	NO TRANSLATION
sobriety	ukuzinza
soc	soc
soccer	ibhola
sociable	ukuxhumana nabantu
social	ezenhlalo
socialanxiety	NO TRANSLATION
socialism	i-socialism
socialist	i-socialist
socialite	umphakathi
socialize	bahlanganyele
society	umphakathi
sociology	imiphakathi
sociopath	i-sociopath
sock	isokisi
socket	isokhethi
sod	sod
soda	i-soda
soda/pop	i-soda / pop
sodding	sodding
sodium	i-sodium
sofa	sofa
soft	soft
softball	i-softball
soften	tholisa
softener	isithameli
softening	ukunciphisa
softly	kancane
softness	ukuthobeka
software	isofthiwe
soggy	soggy
sohappy	ngijabule
soil	inhlabathi
soiled	esonakele
soiree	i-soiree
sojourn	uhlala
solace	induduzo
solar	i-solar
solarium	i-solarium
solder	i-solder
soldering	i-soldering
soldier	isosha
sole	isoli
solemn	kuhle
solicit	funa
solicitation	ukucela
solicitor	ummeli
solid	eqinile
solidarity	ubumbano
solidification	ukuqiniswa
solidified	kuqiniswe
solidify	qinisa
solidity	ukuqina
solitaire	solitaire
solitary	yedwa
solitude	ukuhlala yedwa
solo	solo
solubility	umhlabathi
soluble	i-soluble
solucky	NO TRANSLATION
solution	isisombululo
solve	ukuxazulula
solvency	solvency
solvent	i-solvent
somad	NO TRANSLATION
somatic	somatic
somber	u-somber
some anticipation	ukulindela okuthile
some disgust	abanye bayanyanyisa
some surprise	abanye bayamangala
some trust	ukuthembela okunye
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	okuncane kabi
somewhat positive	okunye okuhle
somuchtodo	NO TRANSLATION
son	indodana
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	ingoma
songwriter	umbhali wengoma
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	isobho
soothe	thulisa
soothing	epholile
sophisticated	eyinkimbinkimbi
sophistication	ubuchwepheshe
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	i-soprano
sorcerer	umlumbi
sorcery	ubulovu
sordid	i-sordid
sore	sore
soready	soready
sorely	kakhulu
soreness	soreness
sorghum	izinhlanzi
sorority	ubuqili
sorrow	usizi
sorrowful	buhlungu
sorry	sorry
sort	uhlobo
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	ukuhlunga
sos	NO TRANSLATION
soscared	soscared
soscary	i-soscary
soslow	soslow
sostressed	NO TRANSLATION
sosweet	NO TRANSLATION
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	umphefumulo
soulful	umphefumulo
soulless	unesimo esibucayi
soulmate	i-soulmate
sound	umsindo
sounding	ukuzwakala
soundness	ukuzwakala
soundproof	i-soundproof
soundtrack	umsindo
soup	isobho
sour	umuncu
source	umthombo
sourpuss	i-sourpuss
south	eningizimu
southbound	eningizimu
southeast	eningizimu-ntshonalanga
southern	eningizimu
southpaw	i-southpaw
southwest	eningizimu-ntshonalanga
souvenir	isikhumbuzo
sovereign	inkosi
sovereignty	ubukhosi
soviet	Soviet
sow	hlwayela
soy	soy
soy sauce	I-soy sauce
soybean	i-soya
spa	spa
space	isikhala
spacecraft	isikhala sendawo
spaceman	u-spaceman
spaceship	isikhala semikhumbi
spacing	isikhala
spacious	evulekile
spade	spade
spaghetti	i-spaghetti
spam	ugaxekile
spammers	abakwa-spammers
span	NO TRANSLATION
spandex	i-spandex
spaniel	spaniel
spank	spank
spanking	ukushaya
spar	i-spar
spare	spare
spareribs	spareribs
sparingly	kancane
spark	u-spark
sparkle	kukhanya
sparkling	likhazimulayo
sparkly	kancane
sparring	ukuphambana
sparrow	undlunkulu
sparse	kancane
spasm	spasm
spastic	spastic
spat	spat
spatial	indawo
spatter	spatter
spatula	spatula
spawn	ukuthela
spaz	spaz
speak	khuluma
speakeasy	i-speakeasy
speaker	isikhulumi
speakerphone	i-speakerphone
speaking	Okhulumayo
spear	umkhonto
spec	ucacisa
special	okukhethekile
specialist	ochwepheshe
speciality	okukhethekile
specialize	NO TRANSLATION
specially	ngokukhethekile
specialty	okukhethekile
specie	NO TRANSLATION
species	izinhlobo
specific	okuqondile
specification	imininingwane
specify	ucacise
specimen	isampula
speck	ucwecwe
speckled	i-speckled
specs	ama-specs
spectacle	umbukiso
spectacles	izibuko
spectacular	okumangalisayo
spectator	umbukeli
specter	cabanga
spectral	i-spectral
spectrometer	i-spectrometer
spectrophotometer	i-spectrophotometer
spectroscopy	i-spectroscopy
spectrum	i-spectrum
speculate	cabanga
speculation	ukucabangela
speculative	kucabangela
speculum	speculum
speech	inkulumo
speechless	okungenakukhuluma
speed	isivinini
speedboat	i-speedboat
speedily	ngokushesha
speeding	ukusheshisa
speedometer	i-speedometer
speedway	ngesivinini
speedy	ngesivinini
spell	ukupela
spellbound	i-spellbound
spelling	isipelingi
spencer	spencer
spend	sebenzisa
spender	i-spender
spending	ukuchitha
spent	wachitha
sperm	isidoda
spew	phumula
sphere	sphere
spherical	spherical
sphincter	i-sphincter
sphinx	i-sphinx
spic	spic
spice	spice
spicy	okubabayo
spider	isikhunta
spiders	izinkanyezi
spiffy	i-spiffy
spigot	i-spigot
spike	i-spike
spiked	i-spiked
spiky	spiky
spill	ukufafaza
spillin	NO TRANSLATION
spin	spin
spinach	isipinashi
spinal	umgogodla
spindle	i-spindle
spine	umgogodla
spineless	i-spineless
spinner	i-spinner
spinning	ukuphenya
spinster	spinster
spiny	i-spiny
spiral	ukuvunguza
spire	siphefumula
spirit	umoya
spirited	emoyeni
spirits	imimoya
spiritual	ngokomoya
spirituality	ingokomoya
spit	spit
spite	siphambanise
spiteful	ukuthukuthela
spitfire	spitfire
spittoon	i-spittoon
splash	sishaye
splat	splat
splatter	splatter
spleen	ipeni
splendid	ubuhle
splendor	ubukhazikhazi
splice	i-splice
spline	i-spline
splint	ububanzi
splinter	i-splinter
split	Hlukanisa
splitting	ukuhlukaniswa
splurge	ubukhosi
spoil	nca
spoiler	umqashi
spoiling	ukuphanga
spoils	impango
spoke	wakhuluma
spoken	ekhulunywe
spokesman	umkhulumeli
spokesperson	okhulumela amaphoyisa
sponge	isiponji
spongy	spongy
sponsor	uxhaso
sponsorship	ukuxhaswa
spontaneity	ukuzenzekela
spontaneous	ngokuzenzekelayo
spoof	i-spoof
spook	i-spook
spooky	i-spooky
spool	i-spool
spoon	isipuni
spoonful	i-spoonful
sporadic	i-sporadic
spore	i-spore
sport	ezemidlalo
sporting	ezemidlalo
sports	ezemidlalo
sports car	imoto yemidlalo
sportsman	umdlali wezemidlalo
sportsmanship	ezemidlalo
sportswriter	umdlali wezemidlalo
sporty	imidlalo
spot	bheka
spotless	ungenabala
spotlight	ukukhanya kwebala
spotted	ibonakale
spotter	i-spotter
spotty	i-spotty
spousal	umlingani
spouse	oshade naye
spout	spout
sprain	hlala
sprawl	i-sprawl
spray	spray
spread	isakazeka
spreader	umsakazo
spree	i-spree
spring	entwasahlobo
springtime	isikhathi sasekuseni
sprinkle	ufafaze
sprinkler	i-sprinkler
sprinkling	ukufafaza
sprint	i-sprint
sprite	i-sprite
sprout	ihlumela
spruce	i-spruce
spud	spud
spunk	i-spunk
spunky	spunky
spur	phuthuma
spurious	unonya
spurred	yavusa
spurt	fula
spy	inhloli
squabble	uhlakazeke
squad	iqembu
squadron	u-squadron
squall	i-squall
squamous	i-squamous
squander	gxuma
square	isikwele
squash	Ugalonci
squat	i-squat
squatter	u-squatter
squaw	i-squaw
squawk	u-squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	cindezela
squeezing	ukucindezela
squelch	gxuma
squid	squid
squint	gwema
squire	squire
squirm	u-squirm
squirrel	i-squirrel
squirt	squirt
squish	i-squish
squishy	i-squishy
stab	ukugwaza
stabbed	ukugwazwa
stability	ukuzinza
stabilize	ukuzinza
stabilizer	i-stabilizer
stable	uzinzile
staccato	insika
stack	i-stack
stadium	inkundla
staff	abasebenzi
stag	i-stag
stage	isigaba
stagecoach	i-stagecoach
stagehand	isiteji
stagger	ukuzamazama
staggering	kuphazamisa
stagnant	omile
stagnation	ukulimala
staid	isitebe
stain	ibala
stained	inqabile
stainless	okungenasici
stair	izitebhisi
staircase	izitebhisi
stairs	izitebhisi
stairway	izitebhisi
stairwell	izitebhisi
stake	isigxobo
stakeout	i-stakeout
stale	stale
stalemate	ukuphazamiseka
stalk	isiqu
stalker	i-stalker
stall	isitembu
stallion	stallion
stalls	izitayela
stalwart	ukuqina
stamina	ukuqina
stamp	isitembu
stampede	ukuphazamiseka
stance	isimo
stand	yimani
standard	okujwayelekile
standardize	ukulinganisela
standardized	ifanisiwe
standby	Hlala ULINDILE
standing	emi
standoff	i-standoff
standpoint	umbono
standstill	ukuma
standup	Sukuma
stanza	isiqalo
staph	staph
staple	okuyisisekelo
stapler	ukufaka isikhala
star	inkanyezi
star fruit	izithelo zenkanyezi
starboard	i-starboard
starch	isitashi
stardom	ukusimama
stardust	ukuqina
stare	bheka
starfish	i-starfish
stargazing	inkanyezi
staring	ziqala
stark	i-stark
starlet	inkanyezi
starlight	inkanyezi
starling	inkanyezi
starry	inkanyezi
stars	izinkanyezi
starship	izinkanyezi
start	qala
starter	iqalisa
startle	qalisa
startled	kuthukile
startling	ukumangaza
starvation	indlala
starve	yilamba
starved	balambile
starving	ukulamba
stash	stash
stat	stat
state	isimo
stately	kahle
statement	isitatimende
stateroom	stateroom
stateside	stateside
statesman	uhulumeni
static	static
staticky	NO TRANSLATION
statics	statics
station	isiteshi
stationary	okumile
stationery	zokubhala
statistic	izibalo
statistical	izibalo
statistician	izibalo
stator	stator
statuary	isitatimende
statue	isithombe
statuette	statuette
stature	isiqu
status	isimo
statute	isimiso
statutory	ngokomthetho
staunch	okunamandla
stave	phuma
stay	uhlale
stayaway	NO TRANSLATION
stayed	wahlala
stays	uhlala
stead	esikhundleni
steadfast	ukuqina
steady	ukuzinza
steak	steak
steakhouse	indawo yokuhamba
steal	bamba
stealing	ukweba
stealth	i-stealth
stealthily	ngokweqile
stealthy	i-stealthy
steam	umusi
steamboat	steamboat
steamer	isithambile
steaming	ukuqhuma
steamroller	i-steamroller
steamship	isitimela
steamy	steamy
steel	insimbi
steep	inqwaba
steeple	esiteji
steer	i-steer
steering	ukuqondisa
stellar	i-stellar
stem	isiqu
stench	ukuphosa
stencil	i-stencil
stenographer	i-stenographer
step	isinyathelo
stepdaughter	umzukulu wesifazane
stepfather	ubaba wesilisa
stepmother	umama wesisu
steppe	i-steppe
steps	izinyathelo
stepson	i-stepson
stereo	stereo
stereoscopic	stereoscopic
stereotype	ukulinganisa
stereotyped	okushiwo
sterile	oyinyumba
sterility	ubumpofu
sterilize	inzalo
sterling	sterling
stern	stern
sternum	sternum
steroid	i-steroid
stethoscope	i-stethoscope
stew	isobho
steward	umphathi
stewardess	umphathi
stewardship	ubuphathi
stfu	stfu
stick	ukunamathela
sticker	isitika
sticking	ukunamathela
stickler	i-stickler
stickup	stickup
sticky	okunamathelayo
stiff	unzima
stiffen	ukuqina
stiffness	ukuqina
stifle	khubaza
stifled	ishicilelwe
stifling	ukuphoqa
stigma	inhlamba
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	ukubeletha
stillborn	usandazalwa
stillness	ukuthula
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	okuvuselelayo
stimulate	khuthaza
stimulating	kushukumisa
stimulation	ukuvuselela
stimulus	ukuvuselela
sting	i-sting
stinger	i-stinger
stinging	ukushaya
stingy	i-stingy
stink	kunuka
stinker	i-stinker
stinking	kunuka
stinky	ubuhlungu
stint	u-stint
stipend	ukumisa
stipulate	tshela
stipulation	ukucacisa
stir	bangela
stirring	evuselelayo
stitch	ukuma
stitching	ukugxuma
stock	stock
stockade	ukugcina
stockbroker	umthengisi wamasheya
stockholder	umnikazi wesitokisi
stocking	ukubeka impahla
stockings	amasheya
stockpile	ukubeka
stockroom	isitoreji
stocks	amasheya
stoic	stoic
stole	weba
stolen	kubiwe
stomach	isisu
stomachache	isisu esibuhlungu
stomp	stomp
stomped	ziqotshwe
stone	ngamatshe
stoned	ngamatshe
stonewall	i-stonewall
stoneware	i-stoneware
stony	stony
stooge	beka
stool	esitokisini
stools	izihlalo
stoop	ukuma
stoopid	i-stoopid
stop	Ima
stopover	ukuma
stoppage	ukuyeka
stopper	ukumisa
stopping	ukuma
stopwatch	isitophuwashi
storage	isitoreji
store	isitolo
storefront	isitolo sangaphambili
storehouse	igumbi lokugcina
storeroom	igumbi lokugcina
storing	ukugcina
storm	isiphepho
storming	ukuphoqa
stormy	isiphepho
story	indaba
storybook	ibhuku lezindaba
storyteller	umlandisi wezindaba
storytelling	ukuxoxa ngezindaba
stound	NO TRANSLATION
stout	oqinile
stove	isitofu
stow	isiteji
stowaway	ukuwa
straddle	ukugubha
straight	Qondile
straighten	lungisa
straightforward	ngokuqondile
straightway	ngokushesha
strain	uhlobo
strained	kuhlushwa
strait	unzima
straitjacket	i-straitjacket
straits	izinkinga
strand	i-strand
stranded	okugxilile
strange	okungajwayelekile
stranger	umfokazi
strangle	cindezela
strangulation	ukucabangela
strap	ibhande
strapless	i-strapless
strapping	ukubamba
strata	strata
strategic	amasu
strategist	i-strategist
strategy	isu
stratification	stratification
stratosphere	stratosphere
stratum	i-stratum
stratus	i-stratus
straw	utshani
strawberry	ijikijolo
stray	ilahlekile
streak	streak
streaked	i-streaked
stream	ukusakaza
streamer	ukusakaza
streaming	ukusakaza
streamline	sondeza
street	umgwaqo
streetcar	umgwaqo wesitimela
streetlight	i-streetlight
strength	amandla
strengthen	qinisa
strengthening	ukuqinisa
strenuous	kunzima
strep	strep
stress	ukucindezeleka
stressed	kugcizelelwe
stresses	ukucindezeleka
stressfree	NO TRANSLATION
stressful	ukucindezeleka
stressin	NO TRANSLATION
stressing	ukucindezeleka
stressrelief	NO TRANSLATION
stretch	welula
stretcher	i-stretcher
stricken	ehlukumezekile
strict	okuqinile
stride	ukuhlukana
strife	izingxabano
strike	isiteleka
strikeout	isiteleka
striker	umhlukumezi
striking	okushaya
strikingly	ngokumangalisa
string	string
strings	izintambo
stringy	stringy
strip	ukuhlukana
stripe	umugqa
striped	emagqabha
stripped	ihlubule
stripper	i-stripper
striptease	i-striptease
strive	zama
strobe	i-strobe
stroke	ukushaya
stroll	hamba
stroller	umgibeli
strolling	ukuhamba
strong	eqinile
stronghold	isiphephelo
strongly	ngokuqinile
structural	isakhiwo
structure	isakhiwo
strudel	i-strudel
struggle	ukulwa
strut	qhafaza
stub	inkemba
stubbed	unamathela
stubble	izinhlanga
stubborn	inkani
stubbornness	inkani
stubby	inkani
stucco	stucco
stuck	unamathele
stuckup	NO TRANSLATION
stud	stud
studded	zigcwele
student	umfundi
studied	wafunda
studio	studio
study	ukutadisha
stuff	izinto
stuffed animal	isilwane esinyene
stuffing	ukugxila
stuffy	i-stuffy
stumble	ukhubeka
stump	isiqu
stumped	i-stumped
stun	stun
stunned	emangele
stunner	stunner
stunning	emangalisa
stunt	u-stunt
stunted	ugxilile
stuntman	u-stuntman
stupefaction	ukunyakaza
stupefy	faka
stupendous	unomusa
stupid	uyisiphukuphuku
stupidity	ubuwula
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	i-stupor
sturdy	eqinile
sturgeon	i-sturgeon
stutter	i-stutter
sty	u-sty
style	isitayela
styling	styling
stylish	stylish
stylist	stylist
suave	suave
sub	i-sub
subatomic	i-subatomic
subcommittee	ikomidi elincane
subconscious	engacabangi
subcutaneous	ngezansi
subdivide	hlukanisa
subdivision	ukuhlukaniswa iziqephu
subduction	ukukhipha
subdue	lawula
subdued	kunqotshwa
subdural	subdural
subito	NO TRANSLATION
subject	isihloko
subjected	kuncike
subjection	ukuzithoba
subjective	subjective
subjugation	ukuhlukunyezwa
sublet	i-sublet
sublevel	i-sublevel
sublimation	i-sublimation
sublime	i-sublime
subliminal	i-subliminal
submarine	umkhumbi wamanzi
submerge	gcoba
submerged	kungena ngaphakathi
submersible	i-submersible
submission	ukuhambisa
submissive	ukuzithoba
submit	thumela
submitting	ukuthumela
subordinate	ngaphansi
subordination	ukuzithoba
subplot	i-subplot
subpoena	i-subpoena
subscribe	bhalisa
subscriber	obhalisile
subscription	ukubhalisa
subsequence	ngokulandelana
subsequent	okulandelayo
subsequently	kamuva
subservient	ukuzithoba
subset	i-subset
subside	susa
subsidence	ukuxhaswa kwemali
subsidiary	izinsizakalo
subsidize	ukuxhaswa
subsidy	umxhaso
subsist	i-subsist
subsistence	ukuphilisa
subsoil	i-subsoil
subspace	i-subspace
substance	izinto
substandard	i-substandard
substantial	kakhulu
substantially	kakhulu
substantiate	ukuqinisa
substantive	okuyisisekelo
substation	indawo
substitute	esikhundleni
substituted	kufakwe esikhundleni
substitution	ukufaka endaweni
substructure	indawo
subterranean	subterranean
subtext	i-subtext
subtitle	umbhalo ongezansi
subtle	okucashile
subtlety	ubuqili
subtract	susa
subtraction	ukususa
subtype	i-subtype
suburb	isifundazwe
suburban	i-suburban
suburbia	i-suburbia
suburbs	amadlelo
subversion	ukuguqulwa
subversive	ukuphikisa
subvert	ukuguqulwa
subway	esitimeleni
succeed	phumelela
succeeding	uphumelele
success	impumelelo
successful	uphumelele
succession	ukulandelana
successive	okulandelanayo
successor	umlandeli
succinct	kancane
succubus	sucubus
succulent	kahle
succumb	sithatha
suck	ncela
sucker	sucker
sucking	uncel
suckling	uncelisayo
sucks	uyasondeza
suction	ukuncibilika
sudden	ngokuzumayo
suddenly	ngokuzumayo
suds	ama-sud
sue	sue
suede	suede
suffer	bahlupheke
sufferer	isifo
suffering	ukuhlupheka
suffice	kulungile
sufficiency	ukwanele
sufficient	okwanele
sufficiently	ngokwanele
suffix	isibopho
suffocate	ukukhathazeka
suffocating	ukuhlushwa
suffocation	ukuhlushwa
sugar	ushukela
suggest	asikisela
suggestion	ukusikisela
suggestive	ukusikisela
suicidal	ukuzibulala
suicide	ukuzibulala
suicidebombing	NO TRANSLATION
suit	i-suit
suitable	kufanelekile
suitcase	i-suitcase
suite	okulandelayo
suitor	umsizi
sulfate	sulfate
sulfur	isibabule
sulk	sulk
sullen	sullen
sully	sully
sulphur	isibabule
sultan	sultan
sultry	sultry
sum	isamba
summarily	ngokuyinhloko
summarize	fingqa
summary	isifinyeto
summation	ukufingqa
summer	ehlobo
summerhouse	i-summerhouse
summertime	ehlobo
summit	ingqungquthela
summon	summon
summons	ubiza
sumo	sumo
sump	i-sump
sumptuous	ukhululekile
sun	ilanga
sunbeam	i-sunbeam
sunburn	ukushisa kwelanga
sundae	sundae
sunday	ilanga
sundial	sundial
sundown	ukushona kwelanga
sundry	sundry
sunflower	i-sunflower
sunglass	ukukhanya kwelanga
sunglasses	izibuko
sunk	sishonile
sunken	sishisiwe
sunless	ilanga
sunlight	ilanga
sunny	ilanga
sunrise	ukuphuma kwelanga
sunroof	i-sunroof
sunscreen	isikrini selanga
sunset	ukushona kwelanga
sunshine	ilanga
suntan	i-suntan
sunup	sunup
sup	ngaphezulu
super	super
superannuation	superannuation
superb	kakhulu
superficial	ngokuyisisekelo
superfluous	ezingenangqondo
superhero	superhero
superhuman	superhuman
superimposed	kakhulu
superintendent	u-superintendent
superior	ephakeme
superiority	ukuphakama
superlative	okungcono kakhulu
superman	superman
supermarket	Isuphamakethe
supermodel	i-supermodel
supernatant	supernatant
supernatural	okungaphezu kwemvelo
supernova	i-supernova
superposition	ukubeka phezulu
superpower	amandla amakhulu
supersede	phezulu
superstar	i-superstar
superstition	inkolelo-ze
superstitious	inkolelo-ze
superstore	i-superstore
supervise	phatha
supervision	ukuqondisa
supervisor	umphathi
supper	isidlo sakusihlwa
suppertime	isidlo sakusihlwa
supplant	sondeza
supple	funa
supplement	ukwengeza
supplemental	ukwengeza
supplementary	okungeziweko
supplication	ukunxusa
supplier	umphakeli
supplies	izimpahla
supply	ukuhlinzeka
support	ukwesekwa
supported	kusekelwe
supporter	umsekeli
supporters	abasekeli
supporting	ukusekela
supportive	ukusekela
suppose	ake sithi
supposed	kuthiwa
supposing	ucabanga
supposition	faka
suppress	ukucindezela
suppression	ukucindezelwa
supremacy	ukuphakama
supreme	kakhulu
supremely	kakhulu
surcharge	okukhokhelwayo
sure	uqinisekile
surety	isiqiniseko
surf	ukushisa
surface	ubuso
surfboard	i-surfboard
surfer	i-surfer
surge	ukuphakama
surgeon	udokotela ohlinzayo
surgery	ukuhlinzwa
surgical	ukuhlinzwa
surly	only
surmise	ukumiswa
surname	isibongo
surpassing	edlula
surplus	okudlula
surprise	ukumangala
surprised	bamangala
surprises	okumangazayo
surprising	kumangalisa
surprisingly	ngokumangazayo
surreal	surreal
surrender	ukuzinikela
surrendering	ukuzinikela
surrogate	i-surrogate
surround	nxazonke
surrounding	ezungezile
surroundings	indawo ezungezile
surveillance	ukubhekwa
survey	ucwaningo
surveying	ukuhlola
surveyor	ucwaningi
survival	ukusinda
survive	basinde
