Word	ps
reins	رګونه
reinstall	بیاپټول
reinstate	بیا راګرځول
reinstatement	بیا رغونه
reinvest	بیا یوځای کیدل
reinvestment	د بیا ځای کیدلو لپاره
reiterate	بیا تکرار
reject	رد کړه
rejected	رد کړه
rejection	رد کول
rejects	ردوی
rejoice	خوشحاله یم
rejoicing	خوشحاله
rejoin	بیا رایو
rejuvenate	بیا یوځای کیدل
rejuvenated	ریګیوټ شوی
rekindle	بيرته راګرځول
relapse	بیا تکرار
relate	تړاو لري
related	اړوند
relation	اړیکې
relationship	اړیکې
relative	خپلوان
relativity	تناسب
relax	ارام اوسه
relaxant	آرامۍ
relaxation	آرامۍ
relaxed	آرام
relaxing	آرامۍ
relay	ریل
release	خپرول
released	خپور شوی
relegation	راپور ورکول
relentless	بې حده
relevance	اړیکی
relevancy	اړیکی
relevant	اړونده
reliability	اعتبار
reliable	باورمن
reliance	تکیه کول
relic	استثنا
relics	تالیفونه
relief	مرستې
relieve	رخصتۍ
relieved	خوشحاله شوی
relieving	راحت کول
relight	تاوان
religion	مذهب
religious	مذهبي
relinquish	لرې کول
relish	ریشن
relive	تړل
reload	بیا راولي
relocate	لیږد
relocation	بیا میشتیدنه
reluctance	ناڅاپه
reluctant	بې باوره
rely	تکیه وکړه
remain	پاتې دي
remainder	پاتې دی
remaining	پاتې دي
remains	پاتې دي
remake	ریمیک
remand	یادونه
remark	څرګندونې
remarkable	د پام وړ
remarkably	د پام وړ
remarry	بیا رغونه
rematch	یادښت
remedial	درملنه
remedy	درملنه
remember	په یاد ولرئ
remembered	یاد شوی
remembering	یاد ساتل
remembrance	یادونه
remind	یادونه وکړه
reminder	یادونې
reminisce	یادونې
reminiscent	یادونې
reminiscing	یادونه
remiss	راسره
remission	تاوان
remit	یادونه
remittance	تادیه
remnant	پاتې دي
remodel	پنډول
remorse	ځړول
remorseful	سرغړونکی
remote	لیرې
remoteness	ناڅاپه
removal	لیرې کول
remove	لرې کړئ
remover	لرې کول
remuneration	تادیه کول
renaissance	بدبختیا
renal	رګال
rencontre	NO TRANSLATION
rend	NO TRANSLATION
render	وړاندې کول
rendering	نندارتون
rendezvous	رزیزس
rendition	ګنډل
renegade	ورغی
renegotiate	بدلون راولي
renew	نوي کول
renewal	نوي کول
renounce	پرېږده
renovate	نوي کول
renovated	بیا رغول شوی
renovation	بیا رغونه
renown	نامتو
renowned	مشهور
rent	کرایه
rental	کرايه
renter	کرایه
renunciation	ژغورل
reopen	بیا پرانیستل
reorganization	بیا تنظیمول
reorganize	بیا تنظیمول
rep	تکرار
repaint	تکرار
repair	ترمیم
repairman	بیاکتنه
reparation	تکرار
repay	تکرار کړئ
repayment	بیرته تادیه
repeal	تکرار کړئ
repeat	تکرار کړئ
repeated	تکرار شوی
repeatedly	بار بار
repeater	تکرار
repel	تکرار کړئ
repellant	تکرار
repellent	اختر
repelling	تکرار
repent	توبه وکړه
repentance	توبه
repentant	توبه
repertoire	ریپرټویر
repertory	ریپرټوری
repetition	تکرار
repetitive	تکرار
rephrase	رڼا
replace	بدله کړئ
replacement	بدیل
replay	بیاپول
replenish	بیرته راځي
replete	بشپړ شوی
replica	نقل
replicate	غبرګون
replication	غبرګون
reply	ځواب
report	راپور
reported	راپور شوی
reporter	خبريال
repose	آرام کړئ
reposition	راپور
repository	ذخیره
repossess	بیرته ورکول
reprehensible	تکرار
represent	استازيتوب
representation	استازیتوب
representative	استازی
represented	استازیتوب شوی
representing	استازیتوب کول
repress	تکرار
repressed	تاکید شوی
repression	زور
reprieve	بیا تکرار کړئ
reprimand	بیا تکرار
reprint	بیا چاپ
reprisal	بیاکتنه
reprise	تعجب
reproach	تناسب
reproduce	بیا تولیدول
reproduction	بیاجوړونې
reproductive	تناسب
reprogram	ریګرمم
reptile	ریبل
republic	جمهوریت
republican	ریپبلان
repudiation	تکرار
repugnance	تکرار
repugnant	ناڅاپه
repulsion	تاوان
repulsive	تکرار
repurchase	بیاپراختیا
reputable	معتبره
reputation	شهرت
repute	تکرار کړئ
reputed	اعتراف شوی
request	غوښتنه وکړه
requiem	اړتیاوې
require	اړتیا لري
required	اړین دی
requirement	اړتیا
requisite	اړتیاوې
requisition	غوښتنې
reread	ریرید
reroute	ریورټ
rerun	ریون
reschedule	بیا رغول
rescind	بې ځایه شوی
rescission	ژغورنه
rescue	ژغورل
research	څیړنه
researcher	څیړونکی
resection	استوګنې
resemblance	ورته والی
resemble	ورته ورته
resembling	ورته
resent	غصب
resentful	خوشحاله
resentment	تاوان
reservation	زیرمه
reserve	ریزرو
reserved	ساتل شوي
reserves	زیرمې
reservoir	ذخیره
reset	بیاکتنه
reside	استوګنه
residence	استوګنې
residences	استوګنې
residency	استوګنځي
resident	استوګنځي
residential	داستوګنې
residual	پاتې دی
residue	پاتې کیدل
resign	استعفی ورکړه
resignation	استعفی
resigned	استعفا ورکړه
resilience	تاوان
resilient	مقاومت
resin	ریزن
resist	مقاومت
resistance	مقاومت
resistant	مقاومت
resisting	مقاومت
resistive	مقاومت
resolute	پریکړه
resolutely	په حل سره
resolution	پریکړه
resolve	حل کړئ
resolved	حل شوه
resonance	منګول
resonant	ژوندی
resonate	ژوندی
resonator	غوندی
resort	بیاځل
resounding	راشه
resource	سرچینه
resourceful	سرچینه
resources	سرچینې
respect	درناوي
respectability	درناوي
respectable	درناوى
respected	درناوى
respectful	درناوي
respecting	درناوى
respective	اړوند
respects	درناوى
respiration	تنفس
respirator	تنفس
respiratory	تنفس
respite	وقف
resplendent	ژوندی
respond	ځواب
respondent	ځواب ورکوونکی
response	ځواب
responsibility	مسولیت
responsible	مسؤلیت
responsive	ځواب ورکوونکی
rest	آرام
restart	بیا روښانه کول
restaurant	رستورانت
rested	آرام شوی
restful	خوشحاله
restitution	جبران
restless	بې حده
restlessness	بې باوره
restock	بکس
restoration	بیا رغونه
restorative	بحالی
restore	بیا راګرځول
restored	بیا رغول شوی
restoring	بیا رغونه
restrain	لرې کړئ
restrained	خنډ شوی
restraining	بندیز
restraint	خوندیتوب
restrict	محدودیت
restricted	محدود
restriction	محدودیت
restrictive	محدودیت
restroom	خوندیتوب
result	پایله
resultant	پایله
resume	بیا پیل کول
resumption	بیا پیلول
resurrect	بیا راګرځول
resurrection	قیامت
resuscitate	بیا رغونه
resuscitation	بیا رغونه
retail	پرچون
retailer	پرچون پلورونکی
retain	ساتل
retainer	ساتونکی
retaining	ساتل
retake	بیا واخلئ
retaliate	بیا کتل
retaliation	انتقالي
retaliatory	انتقالي
retard	تیریدل
retardation	تاوان
retarded	مات شوی
retards	ساتل
retention	ساتل
retentive	ځړول
rethink	بیا ژوره
reticent	سخته
retina	ريټينا
retinal	ريټينينټ
retire	وتړئ
retired	ساتل شوی
retirement	تقاعد
retiring	ساتل
retold	ريډولډ
retort	ځورول
retrace	رخصتۍ
retract	بیرته اخیستل
retraction	له منځه وړل
retractor	شاګردونکی
retreat	ځړول
retrenchment	ځړول
retrial	محاکمه
retribution	سزا
retrieval	بیا ترلاسه کول
retrieve	بیرته ترلاسه کړئ
retriever	بیرته راګرځیدل
retro	ريټرو
retroactive	رژیم
retrograde	بیا رغونه
retrospect	بیا کتنه
retrospective	مخنیوی
retrospectively	په درنښت سره
return	راستنیدنه
reunion	بیا یوځای کیدل
reunite	ریونټ
reunited	یوځای شوی
rev	بیاکتنه
reveal	ښکاره کول
revel	وحی
revelation	وحی
revelations	خبرونه
revels	وحی
revenge	انتقالي
revenue	عايدات
reverberation	تعهد
revere	تکرار
reverence	عنصر
reverend	ریورډ
reverent	احترام
reverie	غبرګون
reversal	بدلون
reverse	ریورس
reversion	تکرار
revert	بيرته راوګرځوئ
reverting	بيرته راوړل
review	بیاکتنه
reviewer	بیاکتنه
revise	بیاکتنه
revision	بیاکتنه
revisit	بیا کتنه
revival	بیاکتنه
revive	بیا رغونه
revocation	بیاکتنه
revoke	لرې کړئ
revolt	بغاوت
revolting	بغاوت کول
revolution	انقلاب
revolutionary	انقلابي
revolutionize	انقلاب کول
revolve	بیارغونه
revolver	ریولورور
revolving	بغاوت
revue	بیاکتنه
revulsion	تاوان
revving	بیاکتنه
reward	انعام
rewarding	انعام ورکول
rewind	په زړه پورې
rewire	rewire
rewrite	بیاکتنه
rhapsody	تپسیډی
rhetoric	بیان
rhetorical	د
rheumatism	روممیت
rhinestone	ریینسټون
rhino	رینو
rhinoceros	رینکوسرس
rhubarb	تالار
rhyme	شعر
rhyming	شعر
rhythm	تالاب
rhythmic	تالاب
rhythmical	تالال
rib	ريب
ribbed	ټوټه شوی
ribbon	ربن
rice	وريجی
rich	بډایه
riches	شتمني
richness	شتمني
rick	ریک
rickety	ریکټ
rickshaw	ریکارډ
ricochet	ریکیکټ
rid	ژغورل
riddance	تکرار
riddle	شیان
riddled	لرې شوی
ride	سواری
rider	سوار
ridge	ریز
ridicule	خندا
ridiculed	خندا
ridiculous	خوندور
riding	سواری
rife	چای
riff	riff
riffraff	ریفراف
rifle	ټوپک
rifleman	رفیلمن
rifles	ټوپکونه
rift	تڼۍ
rig	رنګه
rigged	غلا شوی
rigging	تاوان
right	ښی
righteous	صادق
righteousness	صادق
rightful	سمه ده
rightly	په سمه توګه
righty	سمه ده
rigid	سخت
rigidity	سختۍ
rigor	سختۍ
rigorous	سخته
rim	رم
rind	رند
ring	ګوتې
ringer	رینجر
ringing	غږول
ringleader	ګوتونکی
ringmaster	د ګوتو ماسټر
ringside	ګوتې
rink	رنګه
rinse	قانع کول
riot	فساد
rioting	ډارونې
riotous	ډاريږي
riots	فساد
rip	رپ
riparian	ریپیرینټ
ripe	پخېږي
ripen	پاپ
ripening	پخيږي
ripper	غوړ
ripple	خوب
rippling	پوړونه
rise	زیاتوالی
rising	زیاتوالی
risk	خطر
risky	خطرناکه
risotto	ریټوتو
rite	رسه
ritual	رسمی
ritualistic	روایتی
rival	سيال
rivalry	سيالۍ
river	سیند
riverbank	سیند غاړه
riverbed	سيند
riverboat	د سیند بوټ
rivet	ریوټ
riveted	ریوټ شوی
riveting	ریوټینګ
roach	ریچ
road	سړک
roadblock	د سړک خنډ
roadhouse	د سړک خونه
roadie	سړکي
roadrage	NO TRANSLATION
roadrunner	سرکونکی
roads	سړکونه
roadside	د سړک غاړې
roadster	سړک جوړونکی
roadtrip	سړک
roadway	سړک
roadworks	د سړک کار
roam	روام
roar	راړه
roaring	ګړندۍ
roast	روژه
roasted	واړیدل
rob	غلا کول
robber	غلا
robbery	غلا
robe	شاړه
robin	رابین
robot	روبوټ
robotic	روبوټ
robotics	روبوټس
robust	قوي
roc	ټوټه
rock	راکټ
rocker	راکټ
rocket	راکټ
rocks	راکټونه
rod	روډ
rodent	ریډینټ
rodeo	رودو
roe	رو
rogue	روګی
role	رول
roll	رول
roller	رولر
rollercoaster	هوايي اوسپنیز ګاډی
rollers	رولرونه
rollicking	رالول
rolling	ځړول
roman	رومن
romance	رومانس
romantic	رومانتيک
romanticism	رومانیزمیزم
romp	روم
roof	چت
rooftop	رېپپ
rook	ریښې
rookie	روکی
room	خونه
roomful	خوندور
roommate	د کوټیوټ
rooms	خونه
roomy	کوټه
roost	روسټ
rooster	چرګ
root	ريښه
root beer	ريښه
rooted	لرې شوی
rope	رسی
ropes	رپونه
rosary	رومسي
rose	ګلاب
rosemary	کنسري
rosette	رالیټ
roster	رزستر
rosy	ګلابي
rot	روټ
rota	رټا
rotary	روڼی
rotate	تکرار کړئ
rotation	تڼۍ
rote	رویټ
rotor	روټر
rotten	لرې شوی
rotting	ویرول
rotunda	روډیا
rouge	غلا
rough	ناڅاپه
roughly	په بشپړه توګه
roughneck	ټیټینیک
roughness	نرمۍ
roulette	روټل
round	ګرځي
roundabout	ګردياب
rounded	ګرده
roundup	ګرديپ
rouse	جذبه
rouser	ګوتو
rousing	خندا
rout	لاره
route	لاره
routine	معمول
rove	رویا
rover	روور
roving	رویه
row	قطار
rowboat	رینبوټ
rowdy	رنګه
rowing	قطار
royal	شاهي
royalty	امتیاز
rub	روب
rubber	رباب
rubbers	کڅوړه
rubbing	رخصتول
rubbish	ټوپک
rubble	ټوپک
rubdown	رخصتۍ
rubric	روک
ruby	روبی
ruckus	راکس
rudder	کڅوړی
ruddy	رویه
rude	غصب
rudeness	بې رحمه
rudimentary	تخنیکي
rudiments	رژیمونه
rue	rue
rueful	خیر
ruff	رف
ruffian	روفین
ruffle	کڅوړه
rug	غلا
rugby	رګبی
rugged	غلا شوی
ruin	ړنګول
ruination	تخریب
ruined	ویجاړ شوی
ruinous	ویجاړونکی
ruins	کنډکونه
rule	حاکمیت
ruler	حکمران
ruling	حکم
rum	درم شراب
rumba	ربا
rumble	ټوپک
rummage	افواج
rumor	افسوس
rumored	خامه
rump	رمپ
rumpus	رومپس
run	چلول
runaround	ګرد چاپیره منډی وهل
runaway	له دي ځآيه ولا ړ شه
rundown	غرونه
runes	چلونه
rung	زنګ
runner	رنګه
running	چلول
running shoes	د منډې بوټان
runny	رنګه
runt	NO TRANSLATION
runway	د سړک لاره
rupture	ټوټه ټوټه
rural	کلیوالي
ruse	NO TRANSLATION
rush	جلدی
rushing	جلدی
rust	زنګ
rusted	زړورتیا
rustic	غړی
rustle	راسره
rustler	راسلر
rusty	زړورتیا
rut	رټ
ruth	روه
ruthless	بې رحمه
rye	جوی
sabbatical	سبتیکي
saber	NO TRANSLATION
sable	سیبل
sabotage	سباوټ
saboteur	سبتوټور
sac	سپی
sack	بوره
sacrament	سپیڅلی
sacred	مقدس
sacrifice	قرباني
sacrifices	قربانۍ
sacrificial	قرباني
sacrilege	سپکاوی کول
sacrilegious	سپیڅلي
sad	خفه
sadday	NO TRANSLATION
saddens	سیډن
saddle	سیډل
sadist	غمجن
sadistic	sadistic
sadly	په خواشینۍ سره
sadness	غم
safari	سفاري
safe	خوندي
safeguard	محافظت
safekeeping	خوندي ساتنه
safety	خونديتوب
saffron	زعفران
sag	sag
saga	ساگا
sage	بابا
saggy	saggy
sail	سحر
sailboat	سیلبوټ
sailing	سیلاب
sailor	ناپاک
saint	سنت
sainted	خوږه
saintly	د سوریې
sake	خاطر
salad	سلاد
salamander	سلام
salami	سلامی
salary	معاش
sale	خرڅلاو
salesgirl	د پلورلو نجلۍ
salesman	پلورونکی
salient	ارزښت لري
saline	نمونه
saliva	لارو
sally	سلام
salmon	سلمن
salmonella	سالمونلا
salon	سیلون
saloon	سلون
salsa	سالسا
salt	مالګه
salted	نم شوی
saltwater	مالګیني اوبه
salty	سلام
salutary	سلام
salutation	سلام
salute	سلام
salvage	ژغورل
salvation	نجات
salve	سالم
samba	سامي
sameness	نمونه
sample	نمونه
samurai	سموري
sanatorium	سناتوریمیم
sanctification	حرمت
sanctified	حرمت
sanctify	حرمت وکړئ
sanctimonious	حرمت
sanction	تایید
sanctioned	تایید شوی
sanctity	حرمت
sanctuary	ځای
sanctum	ځای
sand	شګه
sandal	شندل
sandbox	سایبکس
sander	سیند
sandman	sandman
sandpaper	شګو پاڼې
sands	سندونه
sandstorm	شګو
sandwich	سانډویچ
sandy	شګه
sane	عقل
sanguine	سوګینین
sanitarium	سنیتریومم
sanitary	حفظ الصحې
sanitation	حفظ الصحه
sanity	حفظ الصحه
sans	NO TRANSLATION
santa	ساټا
sap	سپي
sapiens	sapiens
sapphire	نخشه
sappy	بښنه
sarcasm	سمدلاسه
sarcastic	ساینټیکیک
sarcoma	سریمه
sarcophagus	سرکوفګوس
sardine	خينټۍ، وړوكى كب
sardonic	سارډونیک
sarsaparilla	sarsaparilla
sash	سیش
sashimi	سشیمي
sassafras	ساسافراس
sassy	sassy
satanic	شیان
satchel	خندا
sate	NO TRANSLATION
satellite	سپوږمکۍ
satin	ستین
satire	ستاره
satirical	ستاره
satisfaction	اطمینان
satisfactorily	په اطمینان سره
satisfactory	اطمینان لري
satisfied	مطمئن
satisfy	پوره کړئ
satisfying	مطمئن
saturate	سوریه
saturated	سناتور
saturation	سناتور
satyr	شیر
sauce	ساس
saucepan	saucepan
saucer	ژوندی
saucy	خوندیتوب
sauerkraut	sauerkraut
sauna	سونا
sausage	ساسیج
savage	وحشي
savagery	سپکاوی
savanna	سپنا
savannah	سوانحه
savant	وحشت
save	ساتل
saver	سیور
saving	خوندي ساتل
savings	سپما
savior	ساتونکی
savor	خواړه
savory	سپوری
savvy	ژوندی
saw	ولیدل
sawdust	سترګو
sawmill	لیدل
sax	سای
saxophone	ساکسفون
say	ووایه
sayonara	NO TRANSLATION
scab	سکاب
scabbard	سکاره
scaffold	ټوټه
scaffolding	ټوټه ټوټه
scalding	وهل
scale	اندازه
scales	کچه
scallop	سکالپپ
scalp	ټوپک
scalpel	سکپلیل
scaly	سکالي
scam	سکام
scamp	سکپ
scampi	scampi
scan	سکن
scandal	سکنډل
scandalous	ناببره
scanner	سکینر
scanty	خندا
scape	سکایپ
scapegoat	نوبتي
scar	سکور
scarab	سکاراب
scarce	کمښت
scarcely	په لنډه توګه
scarcity	کمښت
scare	ډار
scarecrow	ډوډۍ
scared	ډارېدل
scares	ډیریږي
scarf	سکاره
scarier	سکریري
scariest	سکاري
scarlet	کمربند
scary	ډاريږي
scat	سکټ
scatter	ټوټه ټوټه
scattered	ويجاړ شوي
scattering	نښې نښانې
scavenger	خندا
scenario	سناریو
scene	منظر
scenery	انځورونه
scenic	منظمه
scent	خوشبو
scented	خوشبوونکی
scepter	سیسټر
sceptical	شکمن
scepticism	شکایات
schadenfreude	schadenfreude
schedule	مهال ویش
schematic	پلان جوړونه
scheme	پلان
schilling	schilling
schism	شیزم
schizophrenia	schizophrenia
schizophrenic	schizophrenic
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	پوهان
scholarly	پوهه
scholarship	تحصیلي
scholastic	scholastic
school	ښوونځي
schoolboy	ښونځي
schoolgirl	ښوونځي
schoolhouse	د ښوونځي ودانۍ
schooling	ښونځي
schoolmaster	د ښوونځي ماسټر
schoolteacher	NO TRANSLATION
schoolwork	د ښوونځي کار
schoolyard	ښونځي
schooner	schooner
sciatica	سکيتیا
science	ساینس
scientific	علمي
scientist	ساینس پوه
scifi	سکفي
scintilla	NO TRANSLATION
scintillating	سکینګیلټنګ
scintillation	سکینګینشن
scintillator	سکینلینټټر
scion	سکون
scissors	کینچیان
scoff	ټوټه کړئ
scold	ډوډۍ
scolding	ټوټه کول
scone	سکون
scoop	ټوپ کړه
scoot	سکټ
scooter	سکوټر
scope	ساحه
scorch	بوره
scorching	ډک
score	سکور
scoreboard	د شمېره تخته
scorer	سکورور
scores	اسکورونه
scorn	ټوټه شوه
scorned	کم شوی
scornful	ناڅاپه
scorpion	ډوډۍ
scotch	سکټچ
scoundrel	ګوتو
scour	خندا
scourge	خفه کول
scout	سکوت
scowl	سکول
scrabble	سکریبل
scram	سکرم
scramble	پیچلې
scrambled	غورځول شوی
scrambler	سورببرر
scrambling	خرابي
scrap	سکریپ
scrapbook	سکریپ کتاب
scrape	سکریپ
scrapie	سکریپ
scraping	سکری کول
scrappy	خندا
scratch	سکریچ
scratchy	خندا
scrawny	خراب شوی
scream	چیغه
screamer	سکرير
screaming	چيغې وهل
screech	منډه
screen	پرده
screening	معاینه
screenplay	سکرېپټ
screenwriter	فلمي لیکونکی
screw	سکرو
screwball	سکروبال
screwdriver	سکرو ډریور
screwed	خراب شوی
screwy	خندا
screwyou	NO TRANSLATION
scribble	ټوټه
scribe	رشوت
scrimmage	ککړتیا
scrip	سکرېپټ
script	سکرېپټ
scriptural	کتابی
scripture	کتاب
scroll	کتابول
scrotum	سکوتوم
scrounge	خونه
scrounger	سورونګر
scrub	پاڼي
scruffy	بدبختی
scrumptious	سخته
scrupulous	ناببره
scrutinize	ارزول
scrutiny	ارزونه
scuba	سکوبا
scuff	ټوټه ټوټه
scuffle	ټوټه ټوټه
scullery	ټوټه ټوټه
sculptor	مجسمه
sculpture	مجسمه
sculptured	مجسمه شوی
scum	سکوم
scumbag	سکغم
scurry	سکري
scurvy	سکور
scuttle	سکال
sea	سمندر
seaboard	سمندري
seafood	سمندري
seagull	سیګل
seal	مهر
seals	مهرونه
seam	سیام
seaman	سیمان
seamless	بې بنسټه
seamstress	خواړه
seaport	بندر
sear	ژوره
search	لټون کول
searching	لټون کول
searchlight	لټون کول
seared	غورځول
seashore	سمندر
seasick	سیاسیک
seaside	ساحل
season	موسم
seasonal	موسمي
seasoned	فصل شوی
seasoning	فصل کول
seat	څوکۍ
seatbelt	سیټ بند
seating	ناسته
seawater	سمندري
seaweed	سمندري
sec	سیک
secession	علت
secluded	بند شوی
seclusion	ضمیمه
second	دوهم
second cousin	دوهم زوی
secondary	ثانوي
secondhand	دویم لاس
secrecy	محرمیت
secret	پټ
secretariat	دارالانشاء
secretary	منشي
secrete	جریان
secretion	حساسیت
secretive	پټ ساتونکی
secretly	په پټه توګه
sect	فرق
sectarian	فرقه کونکي
section	برخه
sectional	سیکشنل
sector	سکتور
secular	سیکولر
secularism	سیکولریزم
secure	خوندي
securities	خونديتوب
security	امنیت
sedan	NO TRANSLATION
sedate	بویه
sedation	تاوان
sedative	تناسب
sedentary	تناسب
sedge	ګړندۍ
sediment	تیاری
sedimentary	تشناب
sedition	تاوان
seduce	بې ګناه
seducer	بویه
seducing	ډډه کول
seduction	غلا کول
seductive	لامحدود
see	وګوره
seed	تخم
seedling	تخم
seeds	تخمونه
seedy	سیډي
seek	لټول
seeker	غوښتونکی
seem	داسې ښکاري
seemingly	داسې ښکاري
seer	ځړول
seesaw	لیدل
seething	ځړول
segment	برخه
segregate	جلا کول
segregated	جلا شوی
segregation	ټوټې کول
seismic	سیزمیک
seize	کښته کړئ
seizure	نیونې
seldom	ناڅاپه
select	غوره کړه
selection	انتخاب
selective	ټاکونکی
selectman	ټاکونکی
selenium	کلینیم
self	ځان
selfharm	NO TRANSLATION
selfish	ځان بسیا
selfishness	ځان بسیا
selfless	بې رحمه
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	پلورل
seller	پلورونکی
sellout	خرڅلاو
seltzer	seltzer
semantics	سیمانیکونه
semaphore	سمفورور
semblance	نښې
semen	مني
semester	سمستر
semi	نیمه
semiautomatic	NO TRANSLATION
semicolon	سيمکول
seminal	سیمینار
seminar	سیمینار
seminary	مدرسی
semiotics	نیمګړتیاوې
senate	سنا
senator	سناتور
send	لېږل
sender	استوونکی
senescence	د
senile	سنیل
senior	لوړ
seniority	لوړ پوړی
senor	سينور
senorita	سنورټاتا
sensation	احساس
sensational	حساس
sense	احساس
senseless	بې ساری
senses	حسونه
sensibility	حساسیت
sensible	حساس
sensibly	په احساس سره
sensitive	حساس
sensitivity	حساسیت
sensor	سینسر
sensory	حساس
sensual	حساس
sensuality	حساسیت
sensuous	حساس
sentence	سزا
sentencing	محکمه
sentient	منونکی
sentiment	احساسات
sentimental	جذباتي
sentimentality	احساسات
sentinel	لېږل شوی
sentry	استعداد
separable	جلا کول
separate	جلا
separately	جلا جلا
separation	جلا کول
separatist	بیلتون غوښتونکی
sepia	سیپیا
sepsis	سیپسس
sept	سیټ
septic	سپتیک
septum	سپټم
sequel	سرلیک
sequence	ترتیب
sequent	ترتیب
sequestered	ترتیب شوی
sequestration	تاوان
serenade	سیرینډ
serendipity	سند
serene	سیرین
serenity	سوله
sergeant	سارجنټ
serial	سیریل
serialize	سیریلیزیز
series	لړۍ
serif	سرف
serious	جدي
seriousness	جدي
sermon	خطبه
serpent	ناپاک
serpentine	سرپینټینټ
serrated	سیر شوی
serum	سيرم
servant	خادم
serve	خدمت کول
server	پالنګر
service	خدمت
serviceable	خدمت وړ
servile	خدمتونه
servitude	خدمت
sesame	سیسټم
sess	NO TRANSLATION
session	ناسته
sessions	غونډې
set	ټاکل
setback	غبرګون
sett	NO TRANSLATION
setter	سټر
settle	حل کول
settled	ځای پر ځای شوی
settlement	حل
settler	استوګنځي
settlor	استوګنځای
setup	چمتو کول
seven	اووه
seventeen	اولس
seventh	اووم
seventy	اویا
sever	خراب کړئ
severable	سخته
severally	په جدي توګه
severance	تاوان
severe	سخت
severely	سخته
severity	سختۍ
sew	سيند
sewage	ساه
sewer	سيند
sewerage	سيند
sewing	ګنډل
sex	جنسیت
sexist	جنسیت
sexual	جنسي
sexuality	جنسیت
sexy	سیکسی
shabby	شبیبی
shack	ټوټه
shackle	ټوټه
shade	سیوري
shades	سيډونه
shading	سیوري
shadow	سیوری
shadowy	سوریه
shady	ټوټی
shaft	شافټ
shag	شګ
shaggy	شګګی
shake	شاک کړئ
shakedown	شنډ شوی
shaken	ځړول
shaker	شاکر
shaking	ژړول
shaky	شکی
shall	باید
shallow	اره
shallows	غوږونه
sham	شام
shaman	شیان
shambles	واورې
shame	شرم
shamed	شرم
shameful	شرمنده
shameless	بې شرمه
shampoo	شیمپو
shanghai	شینګی
shank	ټوپک
shanty	شینټی
shape	بڼه
shapely	ښكاره
shard	شارډ
share	شریک کړئ
shareholder	شریکونکی
sharing	شریکول
shark	شارک
sharp	تیز
sharpen	تیزول
sharpened	تکرار شوی
sharpener	تیزینر
sharpness	نیکمرغه
sharpshooter	ټوپشوټرو
shatter	ټوټه ټوټه
shattered	ټوټه شوې ده
shattering	ټوټه ټوټه
shave	شیطان
shaver	شیور
shaving	ژړول
shawl	شال
sheaf	شفا
shear	کډوال
shears	پلار
sheath	میړه
sheathing	شیطان
shed	شیدو
sheen	شین
sheep	پسونه
sheepdog	پسونه
sheepish	پسه
sheer	شیر
sheet	پاڼه
sheik	شکی
shelf	شیلف
shell	شیل
shellfish	شيلفش
shelling	ګولۍ
shelter	سرپناه
sheltered	پناه ځای
shelters	کورونه
shelved	ځای په ځای شوی
shepherd	شپې
sherbet	شربت
sheriff	شیرف
sherry	شیری
shield	پوښ
shift	بدلون
shifting	بدلون
shifty	شفیف
shilling	شیلنګ
shimmer	شیممر
shimmering	شیممینګ
shimmy	شیممي
shin	شین
shindig	shindig
shine	روښانه کړئ
shiner	شینر
shingle	شنګل
shining	چمکۍ
shiny	چمکۍ
ship	واټن
shipment	لیږد
shipping	لېږدول
shipshape	د الوتکو تخته
shipwreck	د الوتکې څاه
shipyard	د اورګاډي
shire	شیر
shirt	کمار
shit	شیټ
shitday	NO TRANSLATION
shitfaced	شاتف شوی
shithead	شاته
shitless	بې شرمه
shitload	شیټلوډ
shittest	NO TRANSLATION
shitty	shitty
shiver	توره
shivering	ژړل
shoals	شولو
shock	شاک
shocked	ټکان شوی
shocker	شاکر
shocking	شاک کول
shockingly	په حیرانتیا سره
shoddy	بېړه
shoe	بوټ
shoelace	بوټو
shoemaker	شومکار
shoes	بوټان
shoeshine	شینوین
shook	ټوټه شوه
shoot	ډزې
shooter	شوونکی
shooting	ډزې
shootout	ډزې
shop	هټۍ
shopkeeper	هټۍوال
shoplifter	هټۍوال
shoplifting	د هټیو لیږد کول
shopper	هټۍ
shopping	پیرودنه
shore	ساحه
shoreline	ساحل
shorn	زیږیدلی
short	لنډ
short story	لنډ کیسه
shortage	کمښت
shortcake	لنډیز
shortcoming	لنډمهاله
shortcut	لنډلارې
shorten	لنډمهاله
shortening	لنډمهاله
shorthand	شتمنۍ
shortly	لنډ وخت
shortness	لنډمهاله
shorts	شارټونه
shortstop	لنډمهاله
shortwave	لنډيزه
shot	ډزې وکړې
shotgun	ټوپک
shoulder	اوږد
shout	غږول
shove	ګوښه کړئ
shovel	بوی
shoveling	ښکته کول
show	ښودل
showbiz	خپرونه
showboat	شوبوټ
showcase	نندارې
showdown	خپرونه
shower	شاور
showgirl	ننداره
showing	ښودل
showoff	ځان ښودنه
showroom	نندارتون
showy	ننداره
shrapnel	شاګل
shred	ټوټې شوې
shrew	ښکته شوه
shrewd	پیچل
shriek	شریک
shrill	شریخ
shrimp	شربت
shrine	زيارت
shrink	ځړول
shrinking	ځړول
shrivel	شریوال
shroud	کفن
