Word	ceb
rhythm	rhythm
rhythmic	rhythmic
rhythmical	rhythmical
rib	gusok
ribbed	naglambuyog
ribbon	ribbon
rice	bugas
rich	adunahan
riches	bahandi
richness	kabuhong
rick	rick
rickety	mahagiton
rickshaw	rickshaw
ricochet	ricochet
rid	pagwagtang
riddance	riddance
riddle	tigmo
riddled	nahagsa
ride	pagsakay
rider	Rider
ridge	ridge
ridicule	pagbiaybiay
ridiculed	gibiaybiay
ridiculous	kataw-anan
riding	nagsakay
rife	mapintas
riff	riff
riffraff	riffraff
rifle	rifle
rifleman	rifleman
rifles	Mga riple
rift	panagway
rig	rig
rigged	rigged
rigging	rigging
right	husto
righteous	matarung nga
righteousness	pagkamatarung
rightful	adunay katungod
rightly	husto
righty	righty
rigid	rigid
rigidity	rigidity
rigor	kakapoy
rigorous	estrikto
rim	rim
rind	rind
ring	singsing
ringer	dunggan
ringing	pagtawag
ringleader	ulitawo
ringmaster	singsing
ringside	Rings
rink	rink
rinse	rinse
riot	kagubot
rioting	kagubot
riotous	riotous
riots	mga kagubot
rip	Pagtangtang
riparian	riparian
ripe	hinog na
ripen	hinayhinay
ripening	nagkahinog
ripper	Ripper
ripple	ripple
rippling	hagit
rise	pagsaka
rising	pagbangon
risk	risgo
risky	peligroso
risotto	risotto
rite	rito
ritual	ritwal
ritualistic	ritualistic
rival	karibal
rivalry	panag-indig
river	suba
riverbank	suba
riverbed	suba
riverboat	riverboat
rivet	rivet
riveted	nagkalainlain
riveting	riveting
roach	roach
road	dalan
roadblock	roadblock
roadhouse	roadhouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	roadrunner
roads	mga dalan
roadside	daplin sa dalan
roadster	roadster
roadtrip	roadtrip
roadway	dalan
roadworks	roadworks
roam	paglibot
roar	Tingog
roaring	nagdahunog
roast	gisugdan
roasted	giasal
rob	nangawat
robber	robber
robbery	pagpangawat
robe	bisti
robin	robin
robot	robot
robotic	robotic
robotics	robotics
robust	maayo
roc	roc
rock	bato
rocker	rocker
rocket	rocket
rocks	mga bato
rod	sungkod
rodent	ilaga
rodeo	rodeo
roe	roe
rogue	rogue
role	papel
roll	ligid
roller	roller
rollercoaster	rollercoaster
rollers	rollers
rollicking	naglihoklihok
rolling	naglihok
roman	roman
romance	gugma
romantic	romantiko
romanticism	romantismo
romp	romp
roof	atop
rooftop	sa atop
rook	rook
rookie	rookie
room	lawak
roomful	lawak
roommate	kauban sa kwarto
rooms	mga lawak
roomy	luwas
roost	hunong
rooster	usa ka manok
root	gamut
root beer	gamut nga serbesa
rooted	nakagamot
rope	pisi
ropes	mga pisi
rosary	rosary
rose	mibangon
rosemary	rosemary
rosette	rosette
roster	Plantilya
rosy	rosy
rot	madunot
rota	rota
rotary	rotary
rotate	rotate
rotation	pagtuyok
rote	rote
rotor	rotor
rotten	dunot
rotting	pagkaguba
rotunda	rotunda
rouge	rouge
rough	grabe
roughly	halos
roughneck	dili maayo
roughness	pagkagumon
roulette	roulette
round	round
roundabout	roundabout
rounded	rounded
roundup	pagkalot
rouse	magmata
rouser	rouser
rousing	makadasig
rout	kapildihan
route	ruta
routine	naandan
rove	naglihok
rover	rover
roving	naglihok
row	laray
rowboat	rowboat
rowdy	mabug-at
rowing	pagbugsay
royal	harianon
royalty	pagkahari
rub	rub
rubber	goma
rubbers	rubbers
rubbing	paghumol
rubbish	basura
rubble	rubble
rubdown	rubdown
rubric	rubric
ruby	ruby
ruckus	ruckus
rudder	timon
ruddy	mapula
rude	bastos
rudeness	kabangis
rudimentary	yano nga
rudiments	mga pamantalaan
rue	rue
rueful	rueful
ruff	ruff
ruffian	ruffian
ruffle	ruffle
rug	rug
rugby	rugby
rugged	grabe
ruin	pagkaguba
ruination	pagkaguba
ruined	naguba na
ruinous	makagun-ob
ruins	mga kagun-oban
rule	pagmando
ruler	magmamando
ruling	nagmando
rum	rum
rumba	rumba
rumble	Nagdali
rummage	huna-huna
rumor	balita
rumored	gikutlo
rump	rump
rumpus	rumpus
run	modagan
runaround	runaround
runaway	mawala
rundown	hugpong
runes	runes
rung	rung
runner	runner
running	nagdagan
running shoes	running shoes
runny	runny
runt	NO TRANSLATION
runway	runway
rupture	pagkasamad
rural	rural
ruse	NO TRANSLATION
rush	magdali
rushing	pagdali
rust	taya
rusted	rusted
rustic	rustic
rustle	mag-igo
rustler	rustler
rusty	rusty
rut	rut
ruth	ruth
ruthless	mapintas
rye	rye
sabbatical	sabbatical
saber	NO TRANSLATION
sable	sable
sabotage	sabotage
saboteur	saboteur
sac	sac
sack	sako
sacrament	sakramento
sacred	sagrado
sacrifice	sakripisyo
sacrifices	sakripisyo
sacrificial	paghalad
sacrilege	pagsalikway
sacrilegious	mapasipad-on
sad	sad
sadday	NO TRANSLATION
saddens	makapasubo
saddle	saddle
sadist	sadista
sadistic	sadistic
sadly	sadya
sadness	kasubo
safari	safari
safe	luwas
safeguard	pagpanalipod
safekeeping	pagtipig
safety	kaluwasan
saffron	safron
sag	sag
saga	saga
sage	sage
saggy	saggy
sail	layag
sailboat	sailboat
sailing	paglayag
sailor	sailor
saint	santos
sainted	sainted
saintly	balaan
sake	Tungod niini
salad	salad
salamander	salamander
salami	salami
salary	sweldo
sale	pagbaligya
salesgirl	salesgirl
salesman	salesman
salient	siguro
saline	saline
saliva	laway
sally	sally
salmon	salmon
salmonella	salmonella
salon	salon
saloon	saloon
salsa	salsa
salt	asin
salted	salted
saltwater	asin
salty	salty
salutary	salutary
salutation	salutation
salute	salute
salvage	pagluwas
salvation	kaluwasan
salve	salve
samba	samba
sameness	sameness
sample	sample
samurai	samurai
sanatorium	sanatorium
sanctification	pagbalaan
sanctified	gibalaan
sanctify	magbalaan
sanctimonious	balaanon
sanction	silot
sanctioned	gipatuman
sanctity	pagkabalaan
sanctuary	santuaryo
sanctum	sanctum
sand	balas
sandal	sandal
sandbox	sandbox
sander	sander
sandman	sandman
sandpaper	sandpaper
sands	mga balas
sandstorm	sandstorm
sandwich	sandwich
sandy	balason
sane	sane
sanguine	gisuine
sanitarium	sanitarium
sanitary	sanitary
sanitation	sanitasyon
sanity	katilingban
sans	NO TRANSLATION
santa	santa
sap	Sap
sapiens	sapiens
sapphire	sapiro
sappy	sappy
sarcasm	pagsininggitay
sarcastic	pagsinabtanay
sarcoma	sarcoma
sarcophagus	sarkopago
sardine	sardine
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	sataniko
satchel	satchel
sate	NO TRANSLATION
satellite	satellite
satin	satin
satire	uyab
satirical	pagkapukaw
satisfaction	katagbawan
satisfactorily	katagbawan
satisfactory	katagbawan
satisfied	natagbaw
satisfy	pagtagbaw
satisfying	makatagbaw
saturate	saturate
saturated	saturated
saturation	saturation
satyr	satyr
sauce	salsahan
saucepan	saucepan
saucer	saucer
saucy	saucy
sauerkraut	sauerkraut
sauna	sauna
sausage	sausage
savage	luya
savagery	kaligutgot
savanna	savanna
savannah	savannah
savant	luya
save	pagluwas
saver	saver
saving	pagluwas
savings	pagtipig
savior	manluluwas
savor	lami
savory	lamian
savvy	savvy
saw	nakita
sawdust	abono
sawmill	sawmill
sax	sax
saxophone	saxophone
say	isulti
sayonara	NO TRANSLATION
scab	scab
scabbard	scabbard
scaffold	scaffold
scaffolding	scaffolding
scalding	Nagduka
scale	scale
scales	himbis
scallop	scallop
scalp	panit
scalpel	scalpel
scaly	scaly
scam	ilad
scamp	pagsalikway
scampi	scampi
scan	scan
scandal	eskandalo
scandalous	makauulaw
scanner	scanner
scanty	diyutay
scape	paglantaw
scapegoat	kanselahon
scar	samad
scarab	scarab
scarce	nihit
scarcely	dili kaayo
scarcity	kanihit
scare	mahadlok
scarecrow	scarecrow
scared	nahadlok
scares	nahadlok
scarf	bandana
scarier	magul-anon
scariest	labing gikahadlokan
scarlet	sanag
scary	makahadlok
scat	patibulaagon
scatter	magkatibulaag
scattered	nagkatibulaag
scattering	magkatibulaag
scavenger	tigkalot
scenario	sitwasyon
scene	talan-awon
scenery	talan-awon
scenic	talagsaon
scent	baho
scented	mahumot
scepter	cetro
sceptical	nagduhaduha
scepticism	pagduhaduha
schadenfreude	schadenfreude
schedule	iskedyul
schematic	eskematiko
scheme	plano
schilling	schilling
schism	pagbag-o
schizophrenia	schizophrenia
schizophrenic	schizophrenic
schlep	schlep
schmuck	NO TRANSLATION
schnapps	mga schnapps
schnitzel	schnitzel
scholar	eskolar
scholarly	eskolar
scholarship	scholarship
scholastic	scholastic
school	eskwela
schoolboy	estudyante
schoolgirl	estudyante
schoolhouse	schoolhouse
schooling	pag-eskwela
schoolmaster	schoolmaster
schoolteacher	NO TRANSLATION
schoolwork	schoolwork
schoolyard	schoolyard
schooner	panadero
sciatica	sciatica
science	siyensiya
scientific	siyentipiko
scientist	siyentipiko
scifi	scifi
scintilla	NO TRANSLATION
scintillating	pagkalipong
scintillation	pagkalipol
scintillator	scintillator
scion	scion
scissors	gunting
scoff	pagtamay
scold	Gikasab-an
scolding	pagbasol
scone	scone
scoop	pag-scoop
scoot	pag-scoot
scooter	scooter
scope	gilangkuban
scorch	pag-ulbo
scorching	makagun-ob
score	iskor
scoreboard	scoreboard
scorer	pagsulay
scores	iskor
scorn	pagyubit
scorned	gibiaybiay
scornful	pagyubit
scorpion	ang tanga
scotch	scotch
scoundrel	daotan
scour	paglimpyo
scourge	hampak
scout	scout
scowl	pagdagan
scrabble	scrabble
scram	scram
scramble	ilogay
scrambled	nanglimbong
scrambler	scrambler
scrambling	pagsulay
scrap	scrap
scrapbook	scrapbook
scrape	pagwagtang
scrapie	scrapie
scraping	pagkiskis
scrappy	scrappy
scratch	pagkalot
scratchy	gahi
scrawny	nagsulat
scream	singgit
screamer	screamer
screaming	pagsinggit
screech	pagyubit
screen	screen
screening	screening
screenplay	nga hulagway
screenwriter	screenwriter
screw	screw
screwball	screwball
screwdriver	screwdriver
screwed	screwed
screwy	screwy
screwyou	NO TRANSLATION
scribble	pagsulat
scribe	tigsulat
scrimmage	pagsulay
scrip	scrip
script	script
scriptural	kasulatan
scripture	kasulatan
scroll	scroll
scrotum	scrotum
scrounge	scrounge
scrounger	scrounger
scrub	paglimpyo
scruffy	scruffy
scrumptious	eskuyla
scrupulous	matinud-anon
scrutinize	susihon
scrutiny	pagsusi
scuba	scuba
scuff	baldado
scuffle	pagkalibang
scullery	scullery
sculptor	iskultor
sculpture	pagkulit
sculptured	kinulit
scum	limpyo
scumbag	scumbag
scurry	pagdagan
scurvy	scurvy
scuttle	paglaum
sea	dagat
seaboard	baybay
seafood	seafood
seagull	seagull
seal	selyo
seals	mga poka
seam	panghimatuud
seaman	seaman
seamless	walay kinutoban
seamstress	seamstress
seaport	dunggoanan
sear	sear
search	pagpangita
searching	pagpangita
searchlight	searchlight
seared	gisaway
seashore	sa baybayon
seasick	dagat
seaside	dagat
season	panahon
seasonal	seasonal
seasoned	tinamdan
seasoning	panimpla
seat	lingkoranan
seatbelt	seatbelt
seating	lingkoranan
seawater	tubig sa dagat
seaweed	seaweed
sec	seg
secession	pagtipig
secluded	nahilayo
seclusion	pagpalayo
second	ikaduha
second cousin	ikaduha nga ig-agaw
secondary	ikaduha
secondhand	ikaduha
secrecy	sekreto
secret	sekreto
secretariat	secretariat
secretary	sekretaryo
secrete	paghikog
secretion	pagtago
secretive	secretive
secretly	sa tago
sect	sekta
sectarian	sekta
section	seksyon
sectional	sectional
sector	sector
secular	sekular
secularism	sekularismo
secure	luwas
securities	mga securities
security	kasigurohan
sedan	NO TRANSLATION
sedate	sedate
sedation	pagpaubos
sedative	sedative
sedentary	sedentary
sedge	sedge
sediment	lapok
sedimentary	sedimentary
sedition	Sedisyon
seduce	pagdani
seducer	pahilayo
seducing	pagdani
seduction	panghaylo
seductive	madanihon
see	tan-awa
seed	binhi
seedling	seedling
seeds	mga binhi
seedy	Labi na
seek	pangita
seeker	nangita
seem	daw
seemingly	daw
seer	manalagna
seesaw	seesaw
seething	nanghubag
segment	nga bahin
segregate	managlahi
segregated	nahimulag
segregation	paglain
seismic	seismic
seize	ilog
seizure	pagpangilog
seldom	panagsa ra
select	pagpili
selection	pagpili
selective	pinili
selectman	Pinili
selenium	selenium
self	sa kaugalingon
selfharm	NO TRANSLATION
selfish	hakog
selfishness	kahakog
selfless	dili hakog
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	ibaligya
seller	tigbaligya
sellout	ibaligya
seltzer	seltzer
semantics	semantics
semaphore	semaphore
semblance	nindot
semen	semen
semester	semestre
semi	semi
semiautomatic	NO TRANSLATION
semicolon	semicolon
seminal	seminal
seminar	seminar
seminary	seminary
semiotics	semiotics
senate	senado
senator	senador
send	ipadala
sender	nagpadala
senescence	senescence
senile	senile
senior	senior
seniority	katigulangan
senor	senor
senorita	senorita
sensation	pagbati
sensational	kahibulongan
sense	pagbati
senseless	binuang
senses	pagbati
sensibility	pagbati
sensible	maalamon
sensibly	maalamon
sensitive	sensitibo
sensitivity	pagkasensitibo
sensor	sensor
sensory	sensory
sensual	mahilayon
sensuality	kalaw-ayan
sensuous	sensuous
sentence	paghukom
sentencing	pagsentensiya
sentient	gisalikway
sentiment	pagbati
sentimental	sentimental
sentimentality	emosyonal
sentinel	sentinel
sentry	sentry
separable	nahimulag
separate	bulag
separately	gilain
separation	pagbulag
separatist	separatista
sepia	sepia
sepsis	sepsis
sept	sept
septic	septic
septum	septum
sequel	sumpay
sequence	pagkasunodsunod
sequent	sunod
sequestered	gisugdan
sequestration	pagsira
serenade	serenade
serendipity	serendipity
serene	malinawon
serenity	kalinaw
sergeant	sarhento
serial	Serial
serialize	serialize
series	sunod-sunod nga
serif	serif
serious	seryoso
seriousness	seryoso
sermon	sermon
serpent	bitin
serpentine	serpentine
serrated	serrated
serum	serum
servant	alagad
serve	pag-alagad
server	server
service	serbisyo
serviceable	mapuslanon
servile	alagad
servitude	pagkaulipon
sesame	sesame
sess	NO TRANSLATION
session	sesyon
sessions	mga sesyon
set	itakda
setback	kapildihan
sett	NO TRANSLATION
setter	setter
settle	paghusay
settled	nahusay
settlement	pagsulbad
settler	settler
settlor	settlor
setup	pag-setup
seven	pito
seventeen	napulo ug pito
seventh	ikapito
seventy	kapitoan
sever	putol
severable	severable
severally	seryoso
severance	pagpugong
severe	grabe
severely	grabe kaayo
severity	kabangis
sew	pagtahi
sewage	hugaw
sewer	hugaw
sewerage	hugaw
sewing	pagtahi
sex	sex
sexist	sexist
sexual	sekswal
sexuality	sekswalidad
sexy	sexy
shabby	shabby
shack	shack
shackle	pagdako
shade	landong
shades	shades
shading	pagtan-aw
shadow	anino
shadowy	landy
shady	mahimutang
shaft	baras
shag	shag
shaggy	shaggy
shake	Pag-uyog
shakedown	pagkalibog
shaken	matay-og
shaker	shaker
shaking	Pag-uyog
shaky	kahadlok
shall	mao
shallow	mabaw
shallows	mga mabaw
sham	sham
shaman	shaman
shambles	pagkalibog
shame	kaulaw
shamed	gipakaulawan
shameful	makauulaw
shameless	walay kahadlok
shampoo	shampoo
shanghai	shanghai
shank	shank
shanty	shanty
shape	porma
shapely	maayo nga paagi
shard	shard
share	pagpakigbahin
shareholder	shareholder
sharing	pagpakigbahin
shark	iho
sharp	mahait
sharpen	mahait
sharpened	gibaid
sharpener	tigbasa
sharpness	kahigpit
sharpshooter	magbalantay
shatter	maputol
shattered	nahugno
shattering	pagkaguba
shave	magpaupaw
shaver	shaver
shaving	pagpamalbas
shawl	shawl
sheaf	sheaf
shear	pag-alis
shears	mga bangan
sheath	sakuban
sheathing	pag-ipon
shed	ula
sheen	sheen
sheep	mga karnero
sheepdog	sheepdog
sheepish	mabangis
sheer	tinuud
sheet	panid
sheik	sheik
shelf	estante
shell	shell
shellfish	kinhason
shelling	pagsamad
shelter	kapuy-an
sheltered	gipanalipdan
shelters	mga puy-anan
shelved	gipugngan
shepherd	magbalantay
sherbet	sherbet
sheriff	sheriff
sherry	sherry
shield	taming
shift	pagbalhin
shifting	nagbalhin
shifty	pag-usab
shilling	shilling
shimmer	shimmer
shimmering	shimmering
shimmy	shimmy
shin	shin
shindig	shindig
shine	pagsidlak
shiner	shiner
shingle	shingle
shining	nagsidlak
shiny	sinaw
ship	barko
shipment	pagpadala
shipping	pagpadala
shipshape	shiphape
shipwreck	pagkalunod
shipyard	barko
shire	shire
shirt	shirt
shit	shit
shitday	NO TRANSLATION
shitfaced	gihatagan
shithead	utok
shitless	walay kahadlok
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	pagkurog
shivering	nangurog
shoals	shoals
shock	shock
shocked	nakurat
shocker	talagsaon
shocking	makapakurat
shockingly	makapakurat
shoddy	dili maayo
shoe	sapatos
shoelace	sapatos
shoemaker	shoemaker
shoes	sapatos
shoeshine	sapatos nga sinaw
shook	nangurog
shoot	shoot
shooter	shooter
shooting	shooting
shootout	shootout
shop	shop
shopkeeper	tindero
shoplifter	shoplifter
shoplifting	pagpangawat sa baligya
shopper	mamaligya
shopping	pagpamalit
shore	baybayon
shoreline	baybayon
shorn	pagkupot
short	mubo
short story	mubo nga istorya
shortage	kakulang
shortcake	shortcake
shortcoming	kakulangan
shortcut	laktoranan
shorten	pahubo
shortening	pagpamubo
shorthand	takus
shortly	wala madugay
shortness	pagkadiutay
shorts	shorts
shortstop	shortstop
shortwave	shortwave
shot	gipusil
shotgun	shotgun
shoulder	abaga
shout	singgit
shove	pagdasig
shovel	pala
shoveling	pagpala
show	ipakita
showbiz	Gawas
showboat	showboat
showcase	ipakita
showdown	showdown
shower	pagpainit
showgirl	showgirl
showing	nagpakita
showoff	showoff
showroom	showroom
showy	showy
shrapnel	shrapnel
shred	guntinga
shrew	gisamok
shrewd	maalamon
shriek	pagsinggit
shrill	Kahadlok
shrimp	pasayan
shrine	shrine
shrink	mobiya
shrinking	pagkunhod
shrivel	pagkawala
shroud	panapton
shrub	shrub
shrubbery	murag
shrug	gubot
shrunk	mikunhod
shrunken	nagyubit
shudder	Mangurog
shuddering	nangurog
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	pagbag-o
shun	likayan
shunned	gilikayan
shunt	shunt
shut	pagsira
shutdown	pagsira
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	shutter
shuttle	pagsakay
shutup	NO TRANSLATION
shy	maulaw
shyness	pagkamaulawon
shyster	shyster
sib	NO TRANSLATION
sibling	igsoon
sic	sic
sick	masakiton
sickbay	sakitbay
sicken	sicken
sickening	sakit
sickle	galab
sickly	masakiton
sickness	sakit
side	kilid
sidearm	sidearm
sidebar	sidebar
sideboard	gilingkuran
sideburns	mga kilid
sidecar	sidecar
sidekick	malingaw
sideline	sideline
sideshow	sideshow
sidestep	naglihok
sidewalk	sidewalk
sideways	sideways
sidewinder	sidewinder
siege	paglikos
siesta	siesta
sieve	sieve
sift	pag-alig
sifting	pag-ayag
sigh	pagpanghupaw
sight	panan-aw
sighting	makita
sightseeing	paglibot
sigma	sigma
sign	ilhanan
signal	signal
signature	pirma
significance	kahulogan
significant	mahinungdanon
signification	kahulogan
signify	nagpasabot
signpost	signpost
silence	kahilom
silencer	silencer
silent	hilom
silently	sa hilom
silhouette	silhouette
silicon	silicon
silicone	silicone
silk	seda
silken	silken
silky	silky
sill	sill
silliness	kasamok
silly	buang
silo	silo
silt	silt
silver	pilak
silverware	pilak
silvery	Silvery
similar	susama
similarity	pagkapareha
simile	NO TRANSLATION
simmer	simmer
simmering	simmering
simple	yano
simples	NO TRANSLATION
simpleton	bilib
simplicity	kayano
simplify	pasimplehon
simplistic	simple
simply	yano
simulate	simulate
simulated	kuno
simulating	simulating
simulation	pagkalibang
simulator	simulator
simultaneous	dungan
simultaneously	dungan
sin	NO TRANSLATION
sincere	sinsero
sincerity	pagkasinsero
sinful	makasasala
sing	kantaha
singer	singer
singing	pagkanta
single	ulitawo
singly	singles
singular	singular
singularity	singularidad
singularly	singularly
sinister	daotan
sink	lababo
sinker	nahulog
sinking	pagkalunod
sinner	makasasala
sinning	pagpakasala
sinus	sinus
sip	paghangop
siphon	siphon
sipping	pagsupsop
sir	sir
sire	gisul-ob
siren	sirena
sirloin	sirloin
sissy	sissy
sister	igsoon nga babaye
sisterhood	sisterhood
sit	molingkod
sitcom	sitcom
site	site
sith	sith
sitter	sitter
sitting	naglingkod
situate	naglihok
situated	nahimutang
situation	kahimtang
six	unom
sixpence	sixpence
sixteen	napulo ug unom
sixth	ikaunom
sixty	kan-uman
sizable	dako kaayo
size	gidak-on
sizzle	sizzle
ska	NO TRANSLATION
skate	skate
skateboard	skateboard
skater	skater
skating	skating
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	kalabera
skeleton	kalabera
skeptic	nagduhaduha
skeptical	nagduhaduha
skepticism	pagduhaduha
sketch	sketch
sketching	paglaragway
sketchy	dili maayo
skewed	skewed
skewer	skewer
ski	ski
skid	skid
skier	skier
skiff	sakayan
skiing	skiing
skijump	NO TRANSLATION
skill	kahanas
skilled	hanas
skillet	kalan-on
skillful	hanas
skim	skim
skimpy	dili maayo
skin	panit
skinny	skinny
skip	skip
skipper	kapitan
skirmish	panaglalis
skirt	sayal
skirting	pagluksok
skirts	siko
skit	skit
skittish	makagusto
skull	kalabera
skunk	skunk
sky	langit
skylight	skylight
skyline	kalangitan
skyscraper	skyscraper
slab	slab
slack	huyang
slag	slag
slam	slam
slammer	slammer
slander	pagbutangbutang
slanderous	mabutangbutangon
slang	slang
slant	slant
slap	sampal
slash	slash
slashes	mga slashes
slate	slate
slates	slates
slaughter	pagpamatay
slaughterhouse	pagpatay
slaughtering	pagpatay
slave	ulipon
slavery	pagkaulipon
slay	sa pagpatay
slayer	slayer
sleaze	pagkawala
sleazy	matulog
sled	NO TRANSLATION
sledding	pag-ehersisyo
sledge	sledge
sledgehammer	sledgehammer
sleek	pagkatulog
sleep	pagkatulog
sleeper	natulog
sleeping	natulog
sleepless	dili makatulog
sleeplessness	pagkatulog
sleepover	pagkatulog
sleepy	katulog
sleepyhead	katulog
sleet	ulan
sleeve	sinina
sleeveless	walay bukton
sleigh	sleigh
sleight	gwapa
slender	hinay
sleuth	pagpatay
slice	ani
slick	mahait
slicker	slicker
slide	slide
slider	slider
sliding	pagdali
slight	gamay
slight anticipation	gamay nga pagpaabut
slight disgust	gamay nga kasuko
slight surprise	gamay nga katingala
slight trust	gamay nga pagsalig
slightly	gamay
slightly negative	medyo negatibo
slightly positive	medyo positibo
slim	slim
slime	slime
slimy	slimy
sling	sling
slingshot	sipilya
slink	pag-agi
slinky	slinky
slip	slip nga
slipper	slipper
slippers	tsinelas
slippery	madanihon
slit	slit
sliver	sliver
slob	pagbaligya
slobber	slobber
slogan	slogan
sloop	sloop
slop	NO TRANSLATION
slope	bakilid
sloppy	sayon
slot	puwesto
sloth	sloth
slouch	yumuko
slough	slough
slow	hinay
slowly	hinay-hinay
slowness	kaluya
sludge	puti
slug	slug
slugger	slugger
sluggish	hinay
sluice	pag-agi
slum	slum
slumber	pagkatulog
slump	pagkunhod
slur	slur
slurp	slurp
slush	slush
slut	pagbaligya
slutty	slutty
sly	malipayon
smack	Pahulay
small	gamay
smaller	gamay
smallest	labing gamay
smallpox	smallpox
smart	maalamon
smartass	smartass
smarten	magmaayo
smarty	smarty
smash	gun-ob
smashed	giputol
smattering	pag-ayo
smear	smear
smell	baho
smelling	kahumot
smelly	baho
smelt	pagtilaw
smidgen	smidgen
smile	pahiyum
smiled	mipahiyom
smiles	nagpahiyom
smiley	smiley
smiling	nagpahiyom
smirk	ngisi
smite	pagbunal
smith	smith
smithereens	pahalipay
smitten	gipatay
smock	pahiyom
smog	smog
smoke	aso
smoker	nanigarilyo
smokey	smokey
smoking	pagpanigarilyo
smoky	salamat
smoldering	nagbaga
smooch	smooch
smooth	hamis nga
smoothie	pag-ayo
smoothly	hapsay
smoothness	pagkamaayo
smother	pahuyang
smudge	hugaw
smug	gikapoy
smuggle	pagpayuhot
smuggler	smuggler
smuggling	pagpayuhot
smut	smut
snack	snack
snacks	snacks
snafu	snafu
snag	snag
snags	snags
snail	snail
snake	bitin
snakes	mga bitin
snakeskin	snakekin
snap	snap
snapper	snapper
snappy	snappy
snapshot	snapshot
snare	lit-ag
snarl	snarl
snarling	snarling
snatch	pagsakmit
snatcher	snatcher
snazzy	snazzy
sneak	manalipod
sneaker	sneaker
sneakers	mga sapatos
sneaking	paglighot
sneaky	malimbongon
sneer	sneer
sneeze	pagsuyop
sneezing	pagbangotan
snicker	snicker
snide	snide
sniff	simhot
snip	snip
snipe	snipe
sniper	sniper
snippet	snippet
snippy	snippy
snitch	snitch
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	paghulat
snore	nagisi
snorkel	snorkel
snort	snort
snot	snot
snotty	snotty
snout	snout
snow	niyebe
snowball	snowball
snowboard	snowboard
snowboarder	snowboarder
snowday	snowday
snowfall	snowfall
snowflake	snowflake
snowing	ulan ug niyebe
snowmageddon	snowmageddon
snowman	snowman
snowplow	snowplow
snowstorm	snowstorm
snowy	niyebe
snub	snub
snubbed	snubbed
snuff	snuff
snug	snug
snuggle	pag-snuggle
snuggled	Nag-snake
snuggles	snuggles
snuggling	snuggling
soak	soak
soaked	matumog na
soaking	paghumol
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sabon
soapbox	soapbox
soapy	sabon
soar	Nagtubo
soaring	Nagasulud
sob	NO TRANSLATION
sober	dili maayo
soblessed	NO TRANSLATION
sobriety	pagkasubo
soc	soc
soccer	soccer
sociable	makalingaw
social	sosyal
socialanxiety	NO TRANSLATION
socialism	sosyalismo
socialist	sosyalista
socialite	sosyalista
socialize	pagpakig-uban
society	katilingban
sociology	sociology
sociopath	sociopath
sock	sock
socket	sungkit
sod	sod
soda	soda
soda/pop	soda / pop
sodding	nagdamo
sodium	sodium
sofa	sofa
soft	hinay
softball	softball
soften	pahumok
softener	softener
softening	pagpahumok
softly	hinay
softness	kalumo
software	software
soggy	soggy
sohappy	sohappy
soil	yuta
soiled	nanglubog
soiree	soiree
sojourn	pagpuyo
solace	kahupayan
solar	solar
solarium	solarium
solder	solder
soldering	pagbaligya
soldier	sundalo
sole	bugtong
solemn	solemne
solicit	pangayo
solicitation	pagpangita
solicitor	solicitor
solid	lig-on
solidarity	panaghiusa
solidification	solidification
solidified	lig-on
solidify	pagmalig-on
solidity	kalig-on
solitaire	solitaire
solitary	nag-inusara
solitude	pag-inusara
solo	solo
solubility	solubility
soluble	matunaw
solucky	solucky
solution	solusyon
solve	pagsulbad
solvency	solvency
solvent	solvent
somad	NO TRANSLATION
somatic	somatic
somber	somber
some anticipation	pipila ka pagpaabut
some disgust	pipila ka mga disgust
some surprise	ang uban katingala
some trust	ang uban nagsalig
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	medyo negatibo
somewhat positive	medyo positibo
somuchtodo	NO TRANSLATION
son	anak nga lalaki
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	kanta
songwriter	songwriter
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	soot
soothe	paghupay
soothing	makapahupay
sophisticated	komplikado
sophistication	sophistication
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	salamangkero
sorcery	pagpamarang
sordid	sordid
sore	sakit
soready	sakitady
sorely	hilabihan
soreness	sakit
sorghum	sorghum
sorority	kalingawan
sorrow	kasubo
sorrowful	masulub-on
sorry	sorry
sort	matang
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	paghuman
sos	NO TRANSLATION
soscared	soscared
soscary	hadlok kaayo
soslow	sosyal
sostressed	NO TRANSLATION
sosweet	sosweet
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	kalag
soulful	kalag
