Word	vi
reset	cài lại
reside	cư trú tại
residence	nơi cư trú
residences	nhà ở
residency	cư trú
resident	cư dân
residential	khu dân cư
residual	dư
residue	dư lượng
resign	từ chức
resignation	từ chức
resigned	từ chức
resilience	khả năng phục hồi
resilient	đàn hồi
resin	nhựa
resist	kháng cự
resistance	sức đề kháng
resistant	kháng cự
resisting	chống lại
resistive	điện trở
resolute	kiên quyết
resolutely	kiên quyết
resolution	độ phân giải
resolve	giải quyết
resolved	đã giải quyết
resonance	cộng hưởng
resonant	cộng hưởng
resonate	cộng hưởng
resonator	bộ cộng hưởng
resort	phương sách
resounding	vang dội
resource	nguồn
resourceful	tháo vát
resources	tài nguyên
respect	sự tôn trọng
respectability	sự kính trọng
respectable	đáng kính
respected	tôn trọng
respectful	tôn trọng
respecting	tôn trọng
respective	tương ứng
respects	tôn trọng
respiration	sự hô hấp
respirator	mặt nạ
respiratory	đường hô hấp
respite	nghỉ ngơi
resplendent	rực rỡ
respond	trả lời
respondent	bị đơn
response	phản ứng
responsibility	trách nhiệm
responsible	chịu trách nhiệm
responsive	đáp ứng
rest	nghỉ ngơi
restart	khởi động lại
restaurant	nhà hàng
rested	nghỉ ngơi
restful	yên nghỉ
restitution	sự bồi thường
restless	bồn chồn
restlessness	sự bồn chồn
restock	nghỉ ngơi
restoration	sự phục hồi
restorative	phục hồi
restore	khôi phục
restored	đã phục hồi
restoring	khôi phục
restrain	hạn chế
restrained	hạn chế
restraining	kiềm chế
restraint	kiềm chế
restrict	hạn chế
restricted	bị hạn chế
restriction	sự hạn chế
restrictive	hạn chế
restroom	nhà vệ sinh
result	kết quả
resultant	kết quả
resume	tiếp tục
resumption	nối lại
resurrect	hồi sinh
resurrection	sự phục sinh
resuscitate	hồi sức
resuscitation	hồi sinh
retail	bán lẻ
retailer	nhà bán lẻ
retain	giữ lại
retainer	người lưu giữ
retaining	giữ lại
retake	làm lại
retaliate	trả thù
retaliation	sự trả thù
retaliatory	trả thù
retard	làm chậm
retardation	sự chậm chạp
retarded	chậm phát triển
retards	làm chậm
retention	giữ lại
retentive	nhớ lại
rethink	suy nghĩ lại
reticent	kín đáo
retina	võng mạc
retinal	võng mạc
retire	về hưu
retired	đã nghỉ hưu
retirement	nghỉ hưu
retiring	nghỉ hưu
retold	kể lại
retort	vặn lại
retrace	hồi tưởng
retract	rút lại
retraction	rút lại
retractor	người rút lại
retreat	rút lui
retrenchment	sự vứt bỏ
retrial	tái thẩm
retribution	sự trừng phạt
retrieval	thu hồi
retrieve	lấy lại
retriever	người tha mồi
retro	retro
retroactive	hồi tố
retrograde	ngược dòng
retrospect	nhìn lại
retrospective	hồi tưởng
retrospectively	hồi tưởng
return	trở về
reunion	sum họp
reunite	đoàn tụ
reunited	đoàn tụ
rev	rev
reveal	tiết lộ
revel	vui chơi
revelation	sự mặc khải
revelations	sự mặc khải
revels	revels
revenge	trả thù
revenue	doanh thu
reverberation	sự dội lại
revere	tôn kính
reverence	sự tôn kính
reverend	tôn kính
reverent	tôn kính
reverie	mơ mộng
reversal	đảo ngược
reverse	đảo ngược
reversion	sự đảo ngược
revert	hoàn nguyên
reverting	hoàn nguyên
review	ôn tập
reviewer	người đánh giá
revise	xem lại
revision	sửa đổi
revisit	thăm lại
revival	hồi sinh
revive	hồi sinh
revocation	thu hồi
revoke	thu hồi
revolt	cuộc nổi loạn
revolting	nổi loạn
revolution	Cuộc cách mạng
revolutionary	cách mạng
revolutionize	cách mạng hóa
revolve	xoay quanh
revolver	súng lục ổ quay
revolving	quay vòng
revue	revue
revulsion	sự rút lui
revving	quay vòng
reward	phần thưởng
rewarding	bổ ích
rewind	tua lại
rewire	viết lại
rewrite	viết lại
rhapsody	có lẽ
rhetoric	Hùng biện
rhetorical	thuộc về tu từ
rheumatism	bệnh thấp khớp
rhinestone	rhinestone
rhino	tê giác
rhinoceros	tê giác
rhubarb	cây đại hoàng
rhyme	vần điệu
rhyming	vần điệu
rhythm	nhịp
rhythmic	nhịp nhàng
rhythmical	nhịp nhàng
rib	xương sườn
ribbed	có gân
ribbon	ruy băng
rice	cơm
rich	giàu có
riches	giàu có
richness	sự giàu có
rick	rick
rickety	rickety
rickshaw	xe kéo
ricochet	ricochet
rid	thoát khỏi
riddance	riddance
riddle	Câu đố
riddled	riddled
ride	dap xe
rider	người cưỡi ngựa
ridge	cây rơm
ridicule	chế nhạo
ridiculed	nhạo báng
ridiculous	nực cười
riding	cưỡi ngựa
rife	rife
riff	riff
riffraff	riffraff
rifle	súng trường
rifleman	súng trường
rifles	súng trường
rift	rạn nứt
rig	giàn khoan
rigged	gian lận
rigging	gian lận
right	đúng
righteous	công bình
righteousness	sự công bình
rightful	đúng
rightly	đúng
righty	đúng
rigid	cứng rắn
rigidity	độ cứng
rigor	sự khắt khe
rigorous	nghiêm ngặt
rim	vành
rind	vỏ cây
ring	nhẫn
ringer	ringer
ringing	chuông
ringleader	ringleader
ringmaster	ringmaster
ringside	nhẫn
rink	rink
rinse	rửa sạch
riot	bạo loạn
rioting	nổi loạn
riotous	rùng mình
riots	cuộc bạo loạn
rip	Yên nghỉ
riparian	thuộc về sông
ripe	chín muồi
ripen	chín
ripening	chín
ripper	ripper
ripple	gợn sóng
rippling	gợn sóng
rise	tăng lên
rising	tăng lên
risk	rủi ro
risky	rủi ro
risotto	Risotto
rite	nghi thức
ritual	nghi lễ
ritualistic	nghi thức
rival	đối thủ
rivalry	sự cạnh tranh
river	con sông
riverbank	bờ sông
riverbed	lòng sông
riverboat	trên sông
rivet	đinh tán
riveted	tán thành
riveting	tán dương
roach	roach
road	đường
roadblock	khoanh vùng
roadhouse	roadhouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	roadrunner
roads	đường giao thông
roadside	lề đường
roadster	roadster
roadtrip	đường đi bộ
roadway	đường bộ
roadworks	làm đường
roam	đi lang thang
roar	kêu la
roaring	gầm gừ
roast	nướng
roasted	rang
rob	cướp
robber	cướp
robbery	cướp
robe	áo choàng
robin	robin
robot	robot
robotic	robot
robotics	người máy
robust	mạnh mẽ
roc	roc
rock	đá
rocker	rocker
rocket	tên lửa
rocks	đá
rod	gậy
rodent	loài gặm nhấm
rodeo	rodeo
roe	roe
rogue	giả mạo
role	vai trò
roll	cuộn
roller	Trục lăn
rollercoaster	tàu lượn siêu tốc
rollers	con lăn
rollicking	cuộn
rolling	lăn
roman	Roman
romance	sự lãng mạn
romantic	lãng mạn
romanticism	chủ nghĩa lãng mạn
romp	romp
roof	mái nhà
rooftop	mái nhà
rook	rook
rookie	tân binh
room	phòng
roomful	có nhiều đồ
roommate	bạn cùng phòng
rooms	phòng
roomy	rộng rãi
roost	roost
rooster	con gà trống
root	nguồn gốc
root beer	bia gốc
rooted	bắt nguồn từ
rope	dây thừng
ropes	dây thừng
rosary	Kinh Mân Côi
rose	Hoa hồng
rosemary	cây mê điệt
rosette	hoa hồng
roster	danh sách
rosy	hồng hào
rot	thúi
rota	rota
rotary	quay
rotate	quay
rotation	Vòng xoay
rote	rote
rotor	rôto
rotten	thối nát
rotting	thối rữa
rotunda	rotunda
rouge	rouge
rough	thô
roughly	gần như
roughneck	roughneck
roughness	độ nhám
roulette	roulette
round	tròn
roundabout	vòng xoay
rounded	làm tròn
roundup	làm tròn
rouse	rận
rouser	rouser
rousing	rousing
rout	thói quen
route	tuyến đường
routine	công Việt Hằng ngày
rove	đi lang thang
rover	rover
roving	lưu động
row	hàng
rowboat	chèo thuyền
rowdy	ồn ào
rowing	chèo thuyền
royal	hoàng gia
royalty	tiền bản quyền
rub	chà xát
rubber	cao su
rubbers	cao su
rubbing	cọ xát
rubbish	rác rưởi
rubble	đống đổ nát
rubdown	sự đổ nát
rubric	phiếu tự đánh giá
ruby	ruby
ruckus	ruckus
rudder	bánh lái
ruddy	ruddy
rude	thô lỗ
rudeness	sự thô lỗ
rudimentary	thô sơ
rudiments	sự thô lỗ
rue	rue
rueful	buồn rầu
ruff	ruff
ruffian	ruffian
ruffle	ruffle
rug	tấm thảm
rugby	bóng bầu dục
rugged	gồ ghề
ruin	làm hỏng
ruination	đổ nát
ruined	hủy hoại
ruinous	hủy hoại
ruins	tàn tích
rule	qui định
ruler	cái thước
ruling	sự cai trị
rum	Rum
rumba	rumba
rumble	ầm ầm
rummage	lục lọi
rumor	tin đồn
rumored	tin đồn
rump	rump
rumpus	rumpus
run	chạy
runaround	Chạy vòng quanh
runaway	chạy trốn
rundown	chạy xuống
runes	rune
rung	thanh ngang
runner	Á hậu
running	đang chạy
running shoes	giày chạy bộ
runny	run rẩy
runt	NO TRANSLATION
runway	đường băng
rupture	vỡ
rural	nông thôn
ruse	NO TRANSLATION
rush	vội vã
rushing	đổ xô
rust	rỉ sét
rusted	rỉ sét
rustic	mộc mạc
rustle	xào xạc
rustler	gỉ sắt
rusty	gỉ
rut	rut
ruth	ruth
ruthless	tàn nhẫn
rye	lúa mạch đen
sabbatical	nghỉ phép
saber	NO TRANSLATION
sable	đen
sabotage	phá hoại
saboteur	saboteur
sac	túi
sack	bao
sacrament	bí tích
sacred	Linh thiêng
sacrifice	sự hy sinh
sacrifices	hy sinh
sacrificial	hy sinh
sacrilege	sacrilege
sacrilegious	thiêng liêng
sad	buồn
sadday	NO TRANSLATION
saddens	saddens
saddle	Yên xe
sadist	người tàn bạo
sadistic	tàn bạo
sadly	thật đáng buồn
sadness	nỗi buồn
safari	safari
safe	an toàn
safeguard	bảo vệ
safekeeping	bảo vệ
safety	sự an toàn
saffron	nghệ tây
sag	sag
saga	saga
sage	Hiền nhân
saggy	saggy
sail	cánh buồm
sailboat	thuyền buồm
sailing	thuyền buồm
sailor	thủy thủ
saint	thánh
sainted	sainted
saintly	thánh thiện
sake	lợi ích
salad	rau xà lách
salamander	kỳ nhông
salami	xúc xích Ý
salary	tiền lương
sale	buôn bán
salesgirl	nhân viên bán hàng
salesman	người bán hàng
salient	nổi bật
saline	nước muối
saliva	nước bọt
sally	sally
salmon	cá hồi
salmonella	salmonella
salon	salon
saloon	saloon
salsa	điệu Salsa
salt	Muối
salted	muối
saltwater	nước muối
salty	mặn
salutary	- số nhiều
salutation	lời chào
salute	chào
salvage	cứu vớt
salvation	sự cứu rỗi
salve	cứu vớt
samba	samba
sameness	sự giống nhau
sample	mẫu vật
samurai	samurai
sanatorium	nhà điều dưỡng
sanctification	sự thánh hóa
sanctified	thánh hóa
sanctify	thánh hóa
sanctimonious	nghiêm túc
sanction	phê chuẩn
sanctioned	bị xử phạt
sanctity	sự thiêng liêng
sanctuary	Thánh địa
sanctum	thánh đường
sand	cát
sandal	sandal
sandbox	hộp cát
sander	sander
sandman	sandman
sandpaper	giấy nhám
sands	cát
sandstorm	bão cát
sandwich	bánh mì sandwich
sandy	cát
sane	lành mạnh
sanguine	lạc quan
sanitarium	sanitarium
sanitary	vệ sinh
sanitation	vệ sinh
sanity	sự tỉnh táo
sans	NO TRANSLATION
santa	santa
sap	nhựa cây
sapiens	sapiens
sapphire	sapphire
sappy	tánh vui vẻ
sarcasm	mỉa mai
sarcastic	châm biếm
sarcoma	sarcoma
sarcophagus	sarcophagus
sardine	sardine
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	hỗn láo
satanic	thuộc về satan
satchel	satchel
sate	NO TRANSLATION
satellite	vệ tinh
satin	satin
satire	châm biếm
satirical	châm biếm
satisfaction	sự thỏa mãn
satisfactorily	thỏa đáng
satisfactory	đạt yêu cầu
satisfied	hài lòng
satisfy	thỏa mãn
satisfying	thỏa mãn
saturate	bão hòa
saturated	bảo hòa
saturation	độ bão hòa
satyr	satyr
sauce	Nước xốt
saucepan	cái chảo
saucer	chiếc đĩa
saucy	saucy
sauerkraut	NO TRANSLATION
sauna	phòng tắm hơi
sausage	Lạp xưởng
savage	dã man
savagery	dã man
savanna	savanna
savannah	savannah
savant	savant
save	tiết kiệm
saver	người tiết kiệm
saving	tiết kiệm
savings	tiết kiệm
savior	vị cứu tinh
savor	hương thơm
savory	ngon
savvy	hiểu
saw	cái cưa
sawdust	mạt cưa
sawmill	xưởng cưa
sax	sax
saxophone	saxophone
say	Nói
sayonara	NO TRANSLATION
scab	vảy
scabbard	bao kiếm
scaffold	giàn giáo
scaffolding	đoạn đầu đài
scalding	mở rộng
scale	tỉ lệ
scales	quy mô
scallop	sò điệp
scalp	da đầu
scalpel	dao mổ
scaly	có vảy
scam	lừa đảo
scamp	scamp
scampi	scampi
scan	quét
scandal	vụ bê bối
scandalous	tai tiếng
scanner	máy quét
scanty	dơ bẩn
scape	scape
scapegoat	vật tế thần
scar	vết sẹo
scarab	scarab
scarce	khan hiếm
scarcely	hiếm hoi
scarcity	sự khan hiếm
scare	sợ hãi
scarecrow	bù nhìn
scared	sợ hãi
scares	sợ hãi
scarf	khăn quàng cổ
scarier	đáng sợ hơn
scariest	đáng sợ nhất
scarlet	đỏ tươi
scary	đáng sợ
scat	scat
scatter	tiêu tan
scattered	rải rác
scattering	sự tán xạ
scavenger	người nhặt rác
scenario	kịch bản
scene	bối cảnh
scenery	phong cảnh
scenic	danh lam thắng cảnh
scent	hương thơm
scented	có mùi thơm
scepter	vương trượng
sceptical	hoài nghi
scepticism	hoài nghi
schadenfreude	schadenfreude
schedule	lịch trình
schematic	sơ đồ
scheme	kế hoạch
schilling	schilling
schism	chủ nghĩa tôn giáo
schizophrenia	tâm thần phân liệt
schizophrenic	tâm thần phân liệt
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	học giả
scholarly	học thuật
scholarship	học bổng
scholastic	học thuật
school	trường học
schoolboy	học sinh
schoolgirl	nữ sinh
schoolhouse	trường học
schooling	đi học
schoolmaster	hiệu trưởng
schoolteacher	NO TRANSLATION
schoolwork	việc học
schoolyard	sân trường
schooner	schooner
sciatica	đau thân kinh toạ
science	khoa học
scientific	thuộc về khoa học
scientist	nhà khoa học
scifi	scifi
scintilla	NO TRANSLATION
scintillating	sờn
scintillation	sự nhấp nháy
scintillator	scintillator
scion	chồi
scissors	cây kéo
scoff	chế nhạo
scold	mắng
scolding	la mắng
scone	scone
scoop	muỗng, xúc
scoot	sự đánh nhau
scooter	xe tay ga
scope	phạm vi
scorch	scorch
scorching	thiêu đốt
score	ghi bàn
scoreboard	bảng điểm
scorer	người ghi bàn
scores	điểm số
scorn	khinh bỉ
scorned	khinh bỉ
scornful	khinh bỉ
scorpion	bọ cạp
scotch	scotch
scoundrel	scoundrel
scour	vết sẹo
scourge	tai họa
scout	trinh sát
scowl	cau có
scrabble	gải
scram	scram
scramble	tranh giành
scrambled	tranh giành
scrambler	người lừa đảo
scrambling	xáo trộn
scrap	sắt vụn
scrapbook	sổ lưu niệm
scrape	cạo
scrapie	đồ cạo
scraping	cạo
scrappy	khờ dại
scratch	vết trầy
scratchy	trầy xước
scrawny	scrawny
scream	hét lên
screamer	chim kêu
screaming	la hét
screech	kêu lên
screen	màn
screening	sàng lọc
screenplay	kịch bản
screenwriter	biên kịch
screw	Đinh ốc
screwball	screwball
screwdriver	Cái vặn vít
screwed	hơi say
screwy	hơi say
screwyou	NO TRANSLATION
scribble	viết nguệch ngoạc
scribe	người ghi chép
scrimmage	scrimmage
scrip	scrip
script	kịch bản
scriptural	thánh thư
scripture	thánh thư
scroll	cuộn
scrotum	bìu
scrounge	scrounge
scrounger	kẻ lừa đảo
scrub	chà
scruffy	nhăn nhó
scrumptious	hảo hạng
scrupulous	chu đáo
scrutinize	xem xét kỹ lưỡng
scrutiny	sự giám sát
scuba	scuba
scuff	chùi chân
scuffle	xáo trộn
scullery	scullery
sculptor	nhà điêu khắc
sculpture	điêu khắc
sculptured	điêu khắc
scum	cặn bã
scumbag	scumbag
scurry	rùng mình
scurvy	ghê tởm
scuttle	đánh bóng
sea	biển
seaboard	biển
seafood	Hải sản
seagull	chim mòng biển
seal	niêm phong
seals	con dấu
seam	đường may
seaman	seaman
seamless	liền mạch
seamstress	thợ may
seaport	cảng biển
sear	sear
search	Tìm kiếm
searching	đang tìm kiếm
searchlight	tìm kiếm
seared	seared
seashore	bờ biển
seasick	say sóng
seaside	bên bờ biển
season	Mùa
seasonal	theo mùa
seasoned	dày dạn
seasoning	đồ gia vị
seat	ghế
seatbelt	dây an toàn
seating	chỗ ngồi
seawater	nước biển
seaweed	rong biển
sec	giây
secession	ly khai
secluded	hẻo lánh
seclusion	tách biệt
second	thứ hai
second cousin	anh em họ thứ hai
secondary	thứ hai
secondhand	cũ
secrecy	bí mật
secret	bí mật
secretariat	ban thư ký
secretary	Thư ký
secrete	tiết ra
secretion	bài tiết
secretive	bí mật
secretly	bí mật
sect	giáo phái
sectarian	giáo phái
section	phần
sectional	cắt
sector	ngành
secular	thế tục
secularism	chủ nghĩa thế tục
secure	đảm bảo
securities	chứng khoán
security	Bảo vệ
sedan	NO TRANSLATION
sedate	nghiêm trang
sedation	sự an thần
sedative	thuốc an thần
sedentary	ít vận động
sedge	trầm tích
sediment	trầm tích
sedimentary	trầm tích
sedition	sự quyến rũ
seduce	quyến rũ
seducer	quyến rũ
seducing	quyến rũ
seduction	sự quyến rũ
seductive	quyến rũ
see	xem
seed	hạt giống
seedling	cây giống
seeds	hạt giống
seedy	giống
seek	tìm kiếm
seeker	người tìm kiếm
seem	hình như
seemingly	có vẻ
seer	tiên kiến
seesaw	chơi đu
seething	mọc răng
segment	phân đoạn
segregate	tách biệt
segregated	tách biệt
segregation	sự phân biệt
seismic	địa chấn
seize	tịch thu
seizure	co giật
seldom	hiếm khi
select	lựa chọn
selection	lựa chọn
selective	chọn lọc
selectman	người chọn lựa
selenium	selen
self	bản thân
selfharm	NO TRANSLATION
selfish	ích kỷ
selfishness	tính vị kỷ
selfless	vị tha
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	bán
seller	người bán
sellout	bán hết
seltzer	seltzer
semantics	ngữ nghĩa
semaphore	semaphore
semblance	semblance
semen	tinh dịch
semester	học kỳ
semi	bán
semiautomatic	NO TRANSLATION
semicolon	dấu chấm phẩy
seminal	tinh dịch
seminar	hội thảo
seminary	chủng viện
semiotics	semiotics
senate	Thượng nghị viện
senator	thượng nghị sĩ
send	gửi
sender	người gửi
senescence	lão hóa
senile	già yếu
senior	cao cấp
seniority	thâm niên
senor	senor
senorita	senorita
sensation	cảm giác
sensational	giật gân
sense	giác quan
senseless	vô tri
senses	giác quan
sensibility	sự nhạy bén
sensible	hợp lý
sensibly	hợp lý
sensitive	nhạy cảm
sensitivity	nhạy cảm
sensor	cảm biến
sensory	cảm giác
sensual	gợi cảm
sensuality	sự gợi cảm
sensuous	gợi cảm
sentence	kết án
sentencing	kết án
sentient	bệnh nhân
sentiment	tình cảm
sentimental	tình cảm
sentimentality	tình cảm
sentinel	sentinel
sentry	sentry
separable	có thể chia
separate	tách rời
separately	riêng biệt
separation	tách biệt
separatist	người ly khai
sepia	nâu đỏ
sepsis	nhiễm trùng huyết
sept	sept
septic	tự hoại
septum	vách ngăn
sequel	phần tiếp theo
sequence	trình tự
sequent	liên tục
sequestered	cô lập
sequestration	sự cô lập
serenade	serenade
serendipity	sự may mắn
serene	thanh thản
serenity	thanh thản
sergeant	trung sĩ
serial	nối tiếp
serialize	tuần tự hóa
series	loạt
serif	serif
serious	nghiêm trọng
seriousness	sự nghiêm túc
sermon	bài giảng
serpent	con rắn
serpentine	serpentine
serrated	răng cưa
serum	huyết thanh
servant	người hầu
serve	phục vụ
server	máy chủ
service	dịch vụ
serviceable	có thể phục vụ
servile	phục vụ
servitude	sự phục vụ
sesame	mè
sess	NO TRANSLATION
session	phiên
sessions	phiên
set	bộ
setback	thất bại
sett	NO TRANSLATION
setter	setter
settle	dàn xếp
settled	định cư
settlement	giải quyết
settler	người định cư
settlor	settlor
setup	thiết lập
seven	bảy
seventeen	mười bảy
seventh	thứ bảy
seventy	bảy mươi
sever	cắt đứt
severable	có thể cắt
severally	nghiêm trọng
severance	sự cắt giảm
severe	nghiêm trọng
severely	nghiêm khắc
severity	mức độ nghiêm trọng
sew	may
sewage	nước thải
sewer	cống
sewerage	hệ thống thoát nước
sewing	May
sex	tình dục
sexist	người quan hệ tình dục
sexual	tình dục
sexuality	tình dục
sexy	gợi cảm
shabby	tồi tàn
shack	shack
shackle	còng
shade	bóng râm
shades	sắc thái
shading	che nắng
shadow	bóng
shadowy	vong linh
shady	râm
shaft	trục
shag	xù xì
shaggy	xù xì
shake	lắc
shakedown	sự lột xác
shaken	lung lay
shaker	shaker
shaking	lắc lư
shaky	lung lay
shall	sẽ
shallow	nông
shallows	canh
sham	giả
shaman	pháp sư
shambles	vụng về
shame	xấu hổ
shamed	xấu hổ
shameful	đáng xấu hổ
shameless	không biết xấu hổ
shampoo	dầu gội
shanghai	thượng hải
shank	chân
shanty	shanty
shape	hình dạng
shapely	quyến rũ
shard	mảnh vỡ
share	chia sẻ
shareholder	cổ đông
sharing	chia sẻ
shark	cá mập
sharp	nhọn
sharpen	làm sắc nét
sharpened	được mài sắc
sharpener	người mài
sharpness	độ sắc nét
sharpshooter	người đánh bóng
shatter	làm vỡ
shattered	tan vỡ
shattering	đập vỡ
shave	cạo râu
shaver	máy cạo râu
shaving	cạo râu
shawl	khăn choàng
sheaf	người điếc
shear	cắt
shears	kéo
sheath	vỏ bọc
sheathing	vỏ bọc
shed	nhà kho
sheen	ánh sáng
sheep	con cừu
sheepdog	chó chăn cừu
sheepish	ngớ ngẩn
sheer	tuyệt đối
sheet	tấm
sheik	sheik
shelf	kệ
shell	vỏ
shellfish	động vật có vỏ
shelling	bắn phá
shelter	nơi trú ẩn
sheltered	che chở
shelters	nơi trú ẩn
shelved	bị treo
shepherd	chăn cừu
sherbet	sherbet
sheriff	cảnh sát trưởng
sherry	sherry
shield	cái khiên
shift	sự dịch chuyển
shifting	chuyển dịch
shifty	xảo quyệt
shilling	shilling
shimmer	ánh sáng lung linh
shimmering	lung linh
shimmy	shimmy
shin	shin
shindig	shindig
shine	tỏa sáng
shiner	shiner
shingle	ván lợp
shining	sáng
shiny	sáng bóng
ship	tàu
shipment	lô hàng
shipping	Đang chuyển hàng
shipshape	shipshape
shipwreck	sự chìm tàu
shipyard	xưởng đóng tàu
shire	shire
shirt	áo sơ mi
shit	shit
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	vô liêm sỉ
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	rùng mình
shivering	run rẩy
shoals	shoals
shock	sốc
shocked	bị sốc
shocker	người gây sốc
shocking	gây sốc
shockingly	gây sốc
shoddy	kém chất lượng
shoe	giày
shoelace	dây giày
shoemaker	thợ đóng giày
shoes	giày
shoeshine	đánh giày
shook	lắc lư
shoot	bắn
shooter	người bắn súng
shooting	chụp
shootout	loạt đá luân lưu
shop	cửa tiệm
shopkeeper	nhân viên bán hàng
shoplifter	shoplifter
shoplifting	ăn cắp đồ
shopper	người mua sắm
shopping	mua sắm
shore	bờ biển
shoreline	đường bờ
shorn	tô điểm
short	ngắn
short story	truyện ngắn
shortage	sự thiếu
shortcake	bánh ngọt
shortcoming	sự thiếu sót
shortcut	đường tắt
shorten	rút ngắn
shortening	sự làm ngắn lại
shorthand	viết tắt
shortly	không lâu sau
shortness	sự ngắn ngủi
shorts	quần short
shortstop	ngắn ngủi
shortwave	sóng ngắn
shot	bắn
shotgun	súng ngắn
shoulder	vai
shout	kêu la
shove	xô
shovel	cái xẻng
shoveling	xúc xích
show	chỉ
showbiz	showbiz
showboat	showboat
showcase	trưng bày
showdown	cuộc thách đấu
shower	vòi hoa sen
showgirl	showgirl
showing	hiển thị
showoff	khoe khoang
showroom	showroom
showy	sặc sỡ
shrapnel	mảnh đạn
shred	cắt nhỏ
shrew	chuột chù
shrewd	thông minh
shriek	tiếng rít lên
shrill	chói tai
shrimp	con tôm
shrine	đền thờ
shrink	co lại
shrinking	co lại
shrivel	nhăn nheo
shroud	tấm vải liệm
shrub	cây bụi
shrubbery	cây dâu
shrug	nhún vai
shrunk	thu nhỏ
shrunken	thu nhỏ
shudder	rùng mình
shuddering	rùng mình
shuffle	xáo trộn
shuffleboard	shuffleboard
shuffling	xáo trộn
shun	tránh xa
shunned	choáng váng
shunt	shunt
shut	đóng cửa
shutdown	tắt
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	màn trập
shuttle	xe đưa đón
shutup	NO TRANSLATION
shy	nhát
shyness	sự nhút nhát
shyster	shyster
sib	NO TRANSLATION
sibling	anh chị em ruột
sic	sic
sick	đau ốm
sickbay	sickbay
sicken	bị đau
sickening	đau ốm
sickle	liềm
sickly	ốm yếu
sickness	bệnh tật
side	bên
sidearm	sidearm
sidebar	thanh bên
sideboard	tủ búp phê
sideburns	tóc mai
sidecar	sidecar
sidekick	sidekick
sideline	bên lề
sideshow	sideshow
sidestep	sidestep
sidewalk	đường đi bộ
sideways	ngang
sidewinder	người đi dạo
siege	bao vây
siesta	giấc ngủ trưa
sieve	sàng
sift	sift
sifting	chọn lọc
sigh	thở dài
sight	thị giác
sighting	nhìn thấy
sightseeing	tham quan
sigma	sigma
sign	ký tên
signal	tín hiệu
signature	Chữ ký
significance	ý nghĩa
significant	có ý nghĩa
signification	biểu thị
signify	biểu thị
signpost	biển hiệu
silence	khoảng lặng
silencer	bộ phận giảm thanh
silent	im lặng
silently	thầm lặng
silhouette	hình bóng
silicon	silicon
silicone	silicone
silk	lụa
silken	silken
silky	mướt
sill	sill
silliness	silliness
silly	ngớ ngẩn
silo	silo
silt	bùn
silver	bạc
silverware	đồ bạc
silvery	bạc
similar	giống
similarity	sự giống nhau
simile	NO TRANSLATION
simmer	hơi sôi
simmering	sự sôi nổi
simple	đơn giản
simples	NO TRANSLATION
simpleton	đơn giản
simplicity	sự đơn giản
simplify	đơn giản hóa
simplistic	đơn giản
simply	đơn giản
simulate	mô phỏng
simulated	mô phỏng
simulating	mô phỏng
simulation	mô phỏng
simulator	giả lập
simultaneous	đồng thời
simultaneously	đồng thời
sin	NO TRANSLATION
sincere	chân thành
sincerity	chân thành
sinful	tội lỗi
sing	hát
singer	ca sĩ
singing	ca hát
single	Độc thân
singly	độc thân
singular	số ít
singularity	kỳ dị
singularly	độc đáo
sinister	nham hiểm
sink	bồn rửa
sinker	người đánh chìm
sinking	hạ xuống
sinner	Người phạm tội
sinning	sinning
sinus	xoang
sip	một hớp
siphon	siphon
sipping	nhấm nháp
sir	quý ngài
sire	sire
siren	còi báo động
sirloin	thăn
sissy	sissy
sister	em gái
sisterhood	tình chị em
sit	ngồi
sitcom	sitcom
site	trang web
sith	sith
sitter	người trông nom
sitting	ngồi
situate	định vị
situated	nằm
situation	tình hình
six	sáu
sixpence	sáu lần
sixteen	mười sáu
sixth	thứ sáu
sixty	sáu mươi
sizable	khá lớn
size	kích thước
sizzle	sizzle
ska	NO TRANSLATION
skate	giày trượt băng
skateboard	ván trượt
skater	người trượt băng
skating	trượt băng
skedaddle	skedaddle
skeet	xiên
skein	xiên
skeletal	xương
skeleton	bộ xương
skeptic	hoài nghi
skeptical	hoài nghi
skepticism	hoài nghi
sketch	phác thảo
sketching	phác thảo
sketchy	sơ sài
skewed	sai lệch
skewer	xiên
ski	trượt tuyết
skid	trượt
skier	người trợt tuyết
skiff	skiff
skiing	trượt tuyết
skijump	NO TRANSLATION
skill	kỹ năng
skilled	có tay nghề
skillet	chảo
skillful	khéo léo
skim	hớt bọt
skimpy	gầy
skin	da
skinny	gầy
skip	bỏ qua
skipper	đội trưởng
skirmish	đụng độ
skirt	váy
skirting	ốp chân tường
skirts	váy
skit	skit
skittish	skittish
skull	hộp sọ
skunk	skunk
sky	bầu trời
skylight	ánh sáng bầu trời
skyline	đường chân trời
skyscraper	nhà chọc trời
slab	phiến
slack	chùng xuống
