Word	hmn
speedway	speedway
speedy	ceev
spell	sau ntawv
spellbound	spellbound
spelling	sau ntawv
spencer	spencer
spend	siv
spender	spender
spending	kev siv
spent	siv
sperm	phev
spew	spew
sphere	kheej
spherical	spherical
sphincter	sphincter
sphinx	sphinx
spic	spic
spice	txuj lom
spicy	ntsim
spider	kab laug sab
spiders	kab laug sab
spiffy	spiffy
spigot	spigot
spike	ntsia hlau loj
spiked	spiked
spiky	spiky
spill	txeej
spillin	NO TRANSLATION
spin	tig
spinach	spinach
spinal	spinal
spindle	spindle
spine	qaum
spineless	tsis ntses
spinner	spinner
spinning	spinning
spinster	spinster
spiny	spiny
spiral	muab kauv
spire	spire
spirit	ntsuj plig
spirited	spirited
spirits	ntsuj plig
spiritual	sab ntsuj plig
spirituality	sab ntsuj plig
spit	nti
spite	tis
spiteful	ntsim siab
spitfire	spitfire
spittoon	spittoon
splash	txaws
splat	splat
splatter	txav
spleen	spleen
splendid	splendid
splendor	splendor
splice	splice
spline	spline
splint	nplua
splinter	splinter
split	cais
splitting	splitting
splurge	splurge
spoil	txaj muag
spoiler	spoiler
spoiling	spoiling
spoils	spoils
spoke	hais lus
spoken	hais lus
spokesman	spokesman
spokesperson	tus neeg hais lus
sponge	daim txhuam cev
spongy	spongy
sponsor	tus neeg pab txhawb nqa
sponsorship	kev txhawb nqa
spontaneity	spontaneity
spontaneous	tshwm sim
spoof	spoof
spook	spook
spooky	spooky
spool	spool
spoon	diav
spoonful	spoonful
sporadic	tsis yooj yim
spore	spore
sport	kev ua si
sporting	ntaus pob ncaws pob
sports	kev ua si
sports car	tsheb ua si
sportsman	tus neeg ua si
sportsmanship	kev ua kis las
sportswriter	kev ua si
sporty	kev ua si
spot	chaw
spotless	dawb huv
spotlight	tsom teeb
spotted	pom
spotter	spotter
spotty	nqaij ntses
spousal	tus txij nkawm
spouse	tus txij nkawm
spout	spout
sprain	txhuam
sprawl	sprawl
spray	tsuag tsuag
spread	kis tau
spreader	spreader
spree	spree
spring	caij nplooj ntoo hlav
springtime	caij nplooj ntoo hlav
sprinkle	sprinkle
sprinkler	sprinkler
sprinkling	sprinkling
sprint	sprint
sprite	sprite
sprout	sprout
spruce	spruce
spud	spud
spunk	spunk
spunky	spunky
spur	spur
spurious	spurious
spurred	spurred
spurt	spurt
spy	neeg soj xyuas
squabble	squabble
squad	Pawg
squadron	squadron
squall	squall
squamous	squamous
squander	squander
square	square
squash	taub
squat	khwj ywb
squatter	squatter
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	nyem
squeezing	cia li muab
squelch	squelch
squid	squid
squint	squint
squire	squire
squirm	squirm
squirrel	nas
squirt	nplawm
squish	squish
squishy	squishy
stab	stab
stabbed	stabbed
stability	kev ruaj ntseg
stabilize	ruaj ntseg
stabilizer	stabilizer
stable	ruaj khov
staccato	staccato
stack	pawg
stadium	chaw ntau pob
staff	cov neeg ua haujlwm
stag	mob plab
stage	theem
stagecoach	stagecoach
stagehand	theem
stagger	poob siab
staggering	staggering
stagnant	kaw
stagnation	stagnation
staid	nqi
stain	qub
stained	stained
stainless	stainless
stair	stair
staircase	staircase
stairs	ntaiv
stairway	taw ntaiv
stairwell	stairwell
stake	ceg txheem ntseeg
stakeout	tawm tsam
stale	stale
stalemate	stalemate
stalk	soj ntsuam
stalker	stalker
stall	txoj hlua
stallion	stallion
stalls	chaw
stalwart	stalwart
stamina	stamina
stamp	lub thwj
stampede	stampede
stance	stance
stand	sawv ntsug
standard	tus qauv
standardize	standardize
standardized	txheej txheem
standby	standby
standing	sawv
standoff	sawv ntsug
standpoint	kev sib tham
standstill	standstill
standup	sawv ntsug
stanza	stanza
staph	staph
staple	staple
stapler	stapler
star	lub hnub qub
star fruit	lone txiv hmab txiv ntoo
starboard	starboard
starch	hmoov txhuv nplej siab
stardom	stardom
stardust	stardust
stare	stare
starfish	ntses hnub qub
stargazing	stargazing
staring	ntsia ntsoov
stark	stark
starlet	hnub qub
starlight	starlight
starling	starling
starry	starry
stars	hnub qub
starship	kev ua starship
start	pib
starter	pib
startle	pib
startled	pib
startling	startling
starvation	tshaib plab
starve	tshaib plab
starved	starved
starving	starving
stash	stash
stat	stat
state	lub xeev
stately	kom zoo
statement	daim ntawv qhia
stateroom	stateroom
stateside	lub xeev
statesman	stateman
static	zoo li qub
staticky	NO TRANSLATION
statics	statics
station	chaw nres tsheb
stationary	nyob ruaj ruaj
stationery	ntawv sau
statistic	statistic
statistical	tshwm sim
statistician	statistician
stator	stator
statuary	statuary
statue	pej thuam
statuette	statuette
stature	stature
status	txheej xwm
statute	txoj cai
statutory	statutory
staunch	staunch
stave	stave
stay	nyob twj ywm
stayaway	NO TRANSLATION
stayed	nyob
stays	nyob qis qis
stead	stead
steadfast	khov kho
steady	khov kho
steak	steak
steakhouse	steakhouse
steal	nyiag
stealing	nyiag
stealth	stealth
stealthily	stealthily
stealthy	stealthy
steam	chav
steamboat	steamboat
steamer	zog
steaming	ncu
steamroller	steamroller
steamship	kev ua haujlwm
steamy	cub
steel	hlau
steep	ntxhab
steeple	steeple
steer	khoov
steering	kauj tsheb
stellar	stellar
stem	qia
stench	stench
stencil	stencil
stenographer	stenographer
step	kauj ruam
stepdaughter	stepdaughter
stepfather	txiv tshiab
stepmother	stepmother
steppe	steppe
steps	cov kauj ruam
stepson	stepson
stereo	lub tso suab
stereoscopic	stereoscopic
stereotype	stereotype
stereotyped	stereotyped
sterile	tsis noj nqaij
sterility	sterility
sterilize	sterilize
sterling	sterling
stern	tawv nqaij
sternum	mob ntsws
steroid	steroid
stethoscope	tshuaj pleev
stew	stew
steward	steward
stewardess	stewardess
stewardship	stewardship
stfu	stfu
stick	lo
sticker	ntawv nplaum
sticking	sticking
stickler	stickler
stickup	stickup
sticky	nplaum
stiff	txhav
stiffen	stiffen
stiffness	mob heev
stifle	stifle
stifled	stifled
stifling	stifling
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	stillbirth
stillborn	me nyuam mos
stillness	stillness
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	stimulant
stimulate	tsim kho
stimulating	stimulating
stimulation	stimulation
stimulus	stimulus
sting	plev
stinger	stinger
stinging	stinging
stingy	stingy
stink	tsw phem
stinker	stinker
stinking	stinking
stinky	stinky
stint	stint
stipend	nyiaj
stipulate	sau
stipulation	kev cai
stir	do
stirring	stirring
stitch	plooj
stitching	stitching
stock	Tshuag
stockade	stockade
stockbroker	stockbroker
stockholder	Tshuag lag luam
stocking	Tshuag
stockings	vuam txwv ntev
stockpile	stockpile
stockroom	Tshoob
stocks	cov stocks
stoic	stoic
stole	nyiag
stolen	raug nyiag
stomach	plab
stomachache	mob plab
stomp	stomp
stomped	stomped
stone	pob zeb
stoned	txawb pob zeb
stonewall	stonewall
stoneware	stoneware
stony	stony
stooge	stooge
stool	quav
stools	quav
stoop	khoov
stoopid	stoopid
stop	nres
stopover	nres tsheb
stoppage	nres
stopper	stopper
stopping	nres
stopwatch	stopwatch
storage	cia
store	khw
storefront	khw muag khoom
storehouse	storehouse
storeroom	storeroom
storing	khaws cia
storm	cua daj cua dub
storming	storming
stormy	dag
story	zaj dab neeg
storybook	zaj dab neeg
storyteller	storyteller
storytelling	storytelling
stound	stound
stout	stout
stove	qhov cub
stow	stow
stowaway	stowaway
straddle	straddle
straight	ncaj
straighten	ncaj
straightforward	ncaj nraim
straightway	tam sim ntawd
strain	lim
strained	strained
strait	yawg
straitjacket	teeb meem
straits	tej teeb meem
strand	strand
stranded	tso tseg
strange	coj txawv txawv
stranger	neeg txawv
strangle	strangle
strangulation	teebmeem
strap	pluaj
strapless	strapless
strapping	strapping
strata	strata
strategic	xaiv yaam
strategist	strategist
strategy	zoo
stratification	stratification
stratosphere	stratosphere
stratum	stratum
stratus	stratus
straw	straw
strawberry	Strawberry
stray	stray
streak	streak
streaked	streaked
stream	kwj
streamer	kwj
streaming	streaming
streamline	kev ua haujlwm
street	txoj kev
streetcar	txoj kev
streetlight	txoj kev kaj
strength	lub zog
strengthen	ntxiv zog
strengthening	ntxiv dag zog
strenuous	muaj zog
strep	strep
stress	kev ntxhov siab
stressed	nyuab siab
stresses	kev ntxhov siab
stressfree	NO TRANSLATION
stressful	ntxhov siab
stressin	NO TRANSLATION
stressing	stressing
stressrelief	NO TRANSLATION
stretch	ncab
stretcher	stretcher
stricken	stricken
strict	nruj
stride	stride
strife	strife
strike	tawm tsam
strikeout	strikeout
striker	Striker
striking	tawm tsam
strikingly	strikingly
string	txoj hlua
strings	cov hlua
stringy	stringy
strip	strip
stripe	stripe
striped	striped
stripped	stripped
stripper	stripper
striptease	striptease
strive	siv zog
strobe	strobe
stroke	mob stroke
stroll	taug kev
stroller	stroller
strolling	strolling
strong	muaj zog
stronghold	muaj zog
strongly	ntseeg tau
structural	yam ntxwv
structure	qauv
strudel	strudel
struggle	tawm tsam
strut	strut
stub	kiag
stubbed	stubbed
stubble	quav quav
stubborn	tawv ncauj
stubbornness	tawv ncauj
stubby	tshev
stucco	stucco
stuck	nyam
stuckup	NO TRANSLATION
stud	daim duab
studded	studded
student	tub ntxhais kawm
studied	kawm
studio	studio
study	kawm
stuff	khoom
stuffed animal	cov khoom ua si
stuffing	txuj lom
stuffy	tsis ntxhov siab
stumble	ntshaus
stump	stump
stumped	stumped
stun	stun
stunned	stunned
stunner	stunner
stunning	stunning
stunt	stunt
stunted	stunted
stuntman	stuntman
stupefaction	stupefaction
stupefy	stupefy
stupendous	stupendous
stupid	ruam
stupidity	stupidity
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	sturdy
sturgeon	sturgeon
stutter	diav
sty	sty
style	style
styling	styling
stylish	stylish
stylist	stylist
suave	suave
sub	sub
subatomic	subatomic
subcommittee	subcommittee
subconscious	subconscious
subcutaneous	subcutaneous
subdivide	subdivide
subdivision	subdivision
subduction	subduction
subdue	subdue
subdued	subdued
subdural	subdural
subito	NO TRANSLATION
subject	kawm
subjected	raug
subjection	subjection
subjective	subjective
subjugation	subjugation
sublet	sublet
sublevel	sublevel
sublimation	sublimation
sublime	sublime
subliminal	subliminal
submarine	submarine
submerge	haus dej
submerged	submerged
submersible	submersible
submission	xa tawm
submissive	mloog lus
submit	xa
submitting	xa tawm
subordinate	subordinate
subordination	subordination
subplot	subplot
subpoena	subpoena
subscribe	sau npe yuav
subscriber	neeg yuav khoom
subscription	subscription
subsequence	tom qab
subsequent	tom qab
subsequently	tom qab
subservient	subservient
subset	subset
subside	subside
subsidence	qhov kawg
subsidiary	subsidiary
subsidize	subsidize
subsidy	subsidy
subsist	subsist
subsistence	subsistence
subsoil	subsoil
subspace	subspace
substance	tshuaj
substandard	substandard
substantial	ntau heev
substantially	tshuam
substantiate	substantiate
substantive	tseem ceeb
substation	substation
substitute	hloov
substituted	hloov
substitution	hloov chaw
substructure	substate
subterranean	subterranean
subtext	subtext
subtitle	subtitle
subtle	hloov maj mam
subtlety	subtlety
subtract	rho tawm
subtraction	sib rho
subtype	subtype
suburb	suburb
suburban	suburban
suburbia	suburbia
suburbs	suburbs
subversion	subversion
subversive	subversive
subvert	subvert
subway	subway
succeed	vam meej
succeeding	ua tau zoo
success	kev vam meej
successful	kev vam meej
succession	succession
successive	successive
successor	successor
succinct	succinct
succubus	succubus
succulent	succulent
succumb	succumb
suck	ntxais
sucker	sucker
sucking	nqus
suckling	ntxais
sucks	nqus
suction	suction
sudden	Sudden
suddenly	mam li nco dheev
suds	suds
sue	foob
suede	suede
suffer	raug kev txom nyem
sufferer	tus neeg txom nyem
suffering	kev txom nyem
suffice	txaus
sufficiency	txaus noj
sufficient	txaus
sufficiently	txaus
suffix	kawg
suffocate	suffocate
suffocating	suffocating
suffocation	kev txhawm chim
sugar	qab zib
suggest	hais qhia
suggestion	qhov tswv yim
suggestive	tawm tswv yim
suicidal	suicidal
suicide	yus tua yus
suicidebombing	NO TRANSLATION
suit	nplua
suitable	tsim
suitcase	thawv rau khaub ncaws
suite	suite
suitor	suitor
sulfate	sulfate
sulfur	leej faj
sulk	sulk
sullen	sullen
sully	sully
sulphur	leej faj
sultan	sultan
sultry	sultry
sum	sum
summarily	summarily
summarize	sau
summary	ntsiab lus
summation	xaus
summer	lub caij ntuj sov
summerhouse	summerhouse
summertime	lub caij nplooj ntoos hlav
summit	qhov ua siab tshaj
summon	summon
summons	hu
sumo	sumo
sump	sump
sumptuous	sumptuous
sun	hnub ci
sunbeam	sunbeam
sunburn	sunburn
sundae	sundae
sunday	hnub xya
sundial	sundial
sundown	hnub poob
sundry	sundry
sunflower	sunflower
sunglass	looj tsom iav
sunglasses	looj tsom iav dub
sunk	ntses
sunken	sunken
sunless	sunless
sunlight	tshav ntuj
sunny	tshav ntuj
sunrise	hnub tuaj
sunroof	sunroof
sunscreen	tshuaj pleev thaiv hnub
sunset	hnub poob
sunshine	hnub ci
suntan	suntan
sunup	sunup
sup	su
super	super
superannuation	superannuation
superb	zoo heev
superficial	superficial
superfluous	superfluous
superhero	superhero
superhuman	superhuman
superimposed	superimposed
superintendent	tus thawj tswj hwm
superior	superior
superiority	superiority
superlative	superlative
superman	superman
supermarket	tsev loj
supermodel	supermodel
supernatant	supernatant
supernatural	supernatural
supernova	supernova
superposition	superposition
superpower	superpower
supersede	supersede
superstar	superstar
superstition	kev ntseeg
superstitious	superstitious
superstore	superstore
supervise	saib xyuas
supervision	kev saib xyuas
supervisor	tus thawj coj
supper	hmo
suppertime	suppertime
supplant	supplant
supple	supple
supplement	ntxiv
supplemental	txhawb ntxiv
supplementary	ntxiv
supplication	supplication
supplier	tus muab kev pab
supplies	khoom siv
supply	npaj
support	yug
supported	txhawb nqa
supporter	tus txhawb nqa
supporters	cov pab cuam
supporting	txhawb nqa
supportive	txhawb nqa
suppose	xav
supposed	tsum
supposing	kev xav
supposition	lub ntsiab lus
suppress	suppress
suppression	kev tua
supremacy	supremacy
supreme	zoo tshaj plaws
supremely	supremely
surcharge	surcharge
sure	nco ntsoov
surety	kev ruaj ntseg
surf	nthwv
surface	nto
surfboard	surfboard
surfer	surfer
surge	ntog
surgeon	kws phais
surgery	kev phais
surgical	phais
surly	surly
surmise	surmise
surname	lub npe
surpassing	surpassing
surplus	tshaj tawm
surprise	surprise
surprised	xav tsis thoob
surprises	surprises
surprising	ceeb
surprisingly	kuj ceeb tias
surreal	surreal
surrender	kev swb
surrendering	surrendering
surrogate	surrogate
surround	puag ncig
surrounding	lwm tus
surroundings	ncig
surveillance	keb soj ntsuam
survey	daim ntawv ntsuam xyuas
surveying	kev soj ntsuam
surveyor	surveyor
survival	ciaj sia taus
survive	dim
surviving	dim
survivor	survivor
susceptibility	cuam ​​tshuam
susceptible	susceptible
sushi	sushi
suspect	suspect
suspected	xav tias
suspend	ncua
suspended	tshem tawm
suspenders	tso neeg
suspense	xyuam xim
suspension	muab ncua
suspicion	suspicion
suspicions	suspicions
suspicious	yam txawv
sustain	hais ntxiv
sustained	pab txhawb nqa
sustenance	sustenance
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	nqos
swami	swami
swamp	dej hiav txwv
swamped	swamped
swampy	swampy
swan	swan
swank	swank
swap	swap
swarm	swarm
swarming	swarming
swastika	swastika
swat	swat
sway	sway
swear	cog lus
swearing	swearing
sweat	hws
sweater	lub tsho tiv no
sweating	tawm hws
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	sweep
sweeper	sweeper
sweeping	sweeping
sweet	qab zib
sweeten	qab zib
sweetened	qab zib
sweetener	qab zib
sweetest	qab zib tshaj plaws
sweetheart	sweetheart
sweetie	sweetie
sweetness	qab zib
sweets	khoom qab zib
swell	swell
swelling	o
sweltering	sweltering
swerve	swerve
swift	swift
swiftly	swb
swig	swig
swill	swill
swim	ua luam dej
swimmer	swimmer
swimming	ua luam dej
swimsuit	lub cev pleev cev
swindle	swb
swindler	swindler
swine	swine
swing	viav vias
swinger	swinger
swinging	swinging
swipe	los so
swirl	swirl
swish	swish
switch	hloov
switchblade	switchblade
switchboard	switchboard
swivel	swivel
swollen	swollen
swoon	swoon
swoop	swoop
sword	ntaj
swordfish	swordfish
swordplay	swordplay
swordsman	swordsman
sycamore	sycamore
syllable	pob ntseg
syllabus	syllabus
symbiotic	symbiotic
symbol	cim
symbolic	cim cia
symbolically	symbolically
symbolism	symbolism
symbolize	cim
symmetric	qhov ncauj
symmetrical	symmetrical
symmetry	symmetry
sympathetic	sympathetic
sympathize	sympathize
sympathy	kev xav
symphonic	symphonic
symphony	Symphony
symposium	symposium
symptom	kab mob
symptomatic	symptomatic
synagogue	synagogue
synapse	synapse
synaptic	synaptic
sync	sync
synchronize	synchronize
synchronous	synchronous
syncope	syncope
syndicate	syndicate
syndrome	syndrome
synergistic	synergistic
synergy	synergy
synod	synod
synonym	sib tham
synonymous	synonymous
synopsis	synopsis
synoptic	synoptic
syntax	syntax
synthesis	synthesis
synthesizer	synthesizer
synthetic	hluavtaws
syphilis	syphilis
syringe	syringe
syrup	syrup
system	kaw lus
systematic	txheej txheem
systematically	systematically
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	tsev pheeb suab
table	rooj
tableau	NO TRANSLATION
tablecloth	ntaub pua rooj
tablespoon	tablespoon
tablet	ntsiav tshuaj
tableware	tableware
tabloid	tabloid
taboo	taboo
tabular	tabular
tabulate	tabulate
tabulation	tabulation
tachometer	tachometer
tacit	tacit
tack	tack
tackle	tackle
tackled	tackled
tackling	tackling
tacky	tacky
taco	taco
tact	tact
tactful	tus cwj pwm
tactic	tactic
tactical	tactical
tactics	tactics
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	lossis
tail	Tail
tailed	tailed
tailgate	tailgate
tailings	tailings
taillight	taillight
tailor	tailor
tailoring	tailoring
tailpipe	tailpipe
taint	taint
take	noj
takeoff	takeoff
takeout	takeout
takeover	takeover
taker	Taker
talcum	lus qhia
tale	taleas
talent	txuj ci
talented	txawj ntse
talisman	talisman
talk	tham
talkative	talkative
talker	talker
tall	siab
tallies	ncav cuag
tallow	siab
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	tamper
tampon	tampon
tan	ziab
tandem	tandem
tang	tang
tangent	tangent
tangerine	tangerine
tangible	tangible
tangle	tangle
tangled	tangled
tango	tango
tank	tank
tank top	tank sab saum toj
tanker	tanker
tanned	tanned
tantalizing	tantalizing
tantamount	tantamount
tantrum	tantrum
taoism	taoism
tap	coj mus rhaub
tape	kab xev
tape measure	xev ntsuas
taper	taper
tapering	tapering
tapestry	tapestry
tapeworm	tapeworm
tapioca	tapioca
taps	cov kais dej
tar	tar
tarantula	tarantula
tardiness	tuaj txog lig
tardy	tuaj lig
target	lub hom phiaj
targeted	tsom
targeting	phiaj xwm
tariff	tariff
tarmac	tarmac
tarnish	tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	sib tw
tartar	tartar
task	hauj lwm
tassel	tassel
taste	saj
tasteful	ntxim hlub
tasteless	tasteless
tasting	tasting
tasty	cua
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tattoo
taught	qhia
taunt	taunt
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawd
tawny	tawny
tax	se
taxed	se them
taxi	tavxij
taxicab	taxicab
taxonomy	taxonomy
taxpayer	tus neeg them se
tea	tshuaj yej
teach	qhia
teacher	xib fwb
teaching	kev qhia
teacup	teacup
teahouse	teahouse
teal	teal
team	pab neeg
teamjesus	NO TRANSLATION
teammate	teammate
teamwork	teamwork
teapot	teapot
tear	rhuav
tearful	tearful
tearsofjoy	NO TRANSLATION
teary	teary
tease	teebmeem
teaser	teaser
teasing	kev sib cav
teaspoon	teaspoon
teat	teat
teatime	teatime
tech	tech
technical	kev paub
technicality	kev paub
technician	kws tshawb fawb
technique	txheej txheem
techno	techno
technological	kev tsim kho
technology	technology
ted	ntsuas
teddy bear	teddy dais
tedious	tsho
tedium	tedium
tee	Tee
teeming	teeming
teen	tus hluas
teenage	teenage
teenager	tub ntxhais hluas
teens	cov hluas
teensy	tus hluas
teeny	tus hluas
teeth	cov hniav
teething	teething
teflon	teflon
telegram	telegram
telegraph	telegraph
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	telepathy
telephone	xov tooj
telescope	telescope
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	televised
television	TV
tell	qhia rau
teller	teller
telling	qhia
telltale	qhia
temp	sij hawm
temper	npau
tempera	tempera
temperament	kev ntxim siab
temperamental	kev ntxhov siab
temperance	kev tswj hwm
temperate	temperate
temperature	kub
tempered	tempered
tempest	tempest
template	template
temple	tuam tsev
tempo	NO TRANSLATION
temporal	lub caij nyoog
temporarily	ib ntus
temporary	ib ntus
tempt	ntxias
temptation	kev sim siab
tempting	kev ntxias
temptress	temptress
ten	kaum
tenable	tenable
tenacious	tenacious
tenacity	tenacity
tenancy	xauj tsev
tenant	tus neeg xauj tsev
tend	caj
tendency	kev xav
tender	kev sib tw
tenderfoot	tenderfoot
tenderness	rhiab
tending	tsis khov
tendon	tendon
tenement	tenement
tenet	tenet
tenets	tenets
tenfold	tenfold
tennis	tennis
tenor	tenor
tense	tense
tensile	tensile
tension	nro
tent	tsev pheeb suab
tentacle	tentacle
tentative	ceev faj
tenth	kaum
tenths	kaum
tenuous	tenuous
tenure	tenure
tepee	saum toj
tepid	hwv
tequila	tequila
teriyaki	teriyaki
term	lub sij hawm
terminal	terminal
terminate	xaus
termination	xaus
terminator	terminator
terminology	terminology
terminus	terminus
termite	termite
terms	cov ntsiab lus
tern	tern
ternary	ternary
terrace	terrace
terrain	av
terrestrial	terrestrial
terrible	phem
terribly	ua luaj
terrier	terrier
terrific	zoo kawg li
terrified	terrified
terrifies	ntshai
terrify	ntshai
terrifying	ntshai
territorial	hwv
territory	thaj chaw
terror	ntshai
terrorism	kev ua phem
terrorist	neeg ua phem
terrorists	cov neeg phem
terrorize	ntshai
terse	terse
tertiary	tertiary
test	kev xeem
testament	testament
testicle	testicle
testicular	testicular
testify	ua tim khawv
testimonial	lus tim khawv
testimony	zaj lus tim khawv
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	tethered
tetrahedral	tetrahedral
text	ntawv nyeem
textbook	phau ntawv
textile	textile
textural	textural
texture	kev ntxhib los mos
tgif	tgif
thank	ua tsaug
thankful	ua tsaug
thankgod	ua tsaug
thanking	ua tsaug
thankless	Ua tsaug
thanks	ua tsaug
thanksalot	NO TRANSLATION
thanksgiving	thanksgiving
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	nqeeb
thatmoment	NO TRANSLATION
thaumaturgy	thaum ntxov
thaw	thaw
theater	ua yeeb yam
theatrical	theatrical
theatrics	theatricics
thebest	thebest
theft	tub sab
theism	theism
theistic	theistic
thelife	thelife
thelittlethings	NO TRANSLATION
theme	ntsiab lus
theocracy	kev tswj hwm
theocratic	txoj kev ntseeg
theologian	theologian
theological	Theological
theology	Vajluskub
theorem	theorem
theoretical	theoretical
theory	txoj kev xav
therapeutic	kev kho mob
therapeutics	kev kho mob
therapist	tus kws kho mob
therapy	kev kho
thereabouts	muaj
thereof	ntawm
therewith	nrog
thermal	thermal
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	tus pas ntsuas kub
thermos	thermos
thermostat	ntsuas sov
thesaurus	thesaurus
thesis	thesis
thick	tuab
thicken	thicken
thickening	thickening
thicket	thicket
thickness	thickness
thief	tub sab
thigh	thigh
thimble	thimble
thin	nyias
thing	tshaj plaws
things	yam
thingy	zoo
think	xav
thinker	tus neeg xav
thinking	xav
third	peb
thirds	feem peb
thirst	nqhis dej
thirsty	nqhis dej
thirteen	kaum peb
thirteenth	kaum peb
thirty	peb caug
thistle	thistle
thither	thither
thong	thong
thorn	thorn
thorny	thorny
thorough	meej
thoroughbred	meej
thoroughfare	meej pem
thought	xav
thoughtful	txawj xav
thoughtfulness	txawj xav
thoughtless	thoughtless
thoughts	kev xav
thousand	txhiab
thrash	thrash
thread	xov
threat	hem
threaten	hem
threatened	hem
threatening	hem
three	peb
threefold	threefold
threesome	threesome
thresh	thresh
threshold	chaw pib
thrice	thrice
thrift	nyaj
thrifty	thrifty
thrill	thrill
thrilled	zoo siab heev
thriller	thriller
thrilling	thrilling
thrive	vam meej
thriving	thriving
throat	caj pas
throb	throb
throbbing	throbbing
throes	throes
throne	zwm txwv
throng	throng
throttle	throttle
throw	pov
throwback	throwback
thrower	thrower
thrown	txwab
thrush	tawm
thrust	ntsawj
thruster	pov tseg
thud	thud
thug	thug
thumb	thumb
thumbprint	thumbprint
thump	thump
thumper	thumper
thumping	thumping
thunder	xob quaj
thunderbolt	thunderbolt
thunderclap	thunderclap
thundering	thundering
thunderstorm	thunderstorm
thunderstruck	thunderstruck
thwart	thwart
thx	thx
thyme	thyme
thyroid	thyroid
tiara	tiara
tibia	tibia
tic	txaj
tick	zuam
ticked	rho tawm
ticker	ticker
ticket	daim pib
tickle	tickle
tickled	tickled
ticklish	ticklish
tidal	tidal
tidal wave	tidal yoj
tidbit	tidbit
tide	dej ntas
tidings	tidings
tidy	huv si
tie	khi
tier	tier
tiff	tiff
tiger	Tsov
tighten	ceev
tightness	ceev
tightrope	tightrope
tights	tights
tilde	tilde
tile	pobzeb
tiling	tiling
till	NO TRANSLATION
tillage	tillage
tiller	tiller
tilt	qaij
tilting	tilting
timber	ntoo
timberland	timberland
timbre	timbre
time	sij hawm
timeless	timeless
timeliness	timeliness
timely	raws sij hawm
timeout	timeout
timepiece	timepiece
timer	timer
times	sij hawm
timetable	timetable
timewasters	NO TRANSLATION
timid	txaj muag
timidity	kev ntseeg
timing	sij hawm
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	tinsel
tint	zas
tiny	me quav
tip	ntxeev
tipper	tipper
tipster	hom ntawv
tipsy	hom lus
tiptoe	tiptoe
tirade	tirade
tire	tyre
tired	nkees
tiredness	nkees
tiredofit	NO TRANSLATION
tireless	tireless
tiresome	tiresome
tiring	tiring
tissue	ntaub so ntswg
tistheseason	NO TRANSLATION
tit	lub npe
titan	titan
titanic	titanic
titanium	titanium
tithe	kaum ib feem kaum
title	npe
titled	lub npe
titty	lub npe
titular	NO TRANSLATION
toad	toad
toast	toast
toaster	toaster
toasty	toasty
tobacco	luam yeeb
toby	toby
tod	tod
today	hnub no
toddler	me nyuam me
toe	ntiv taw
toenail	toenail
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	ua ke
togetherness	togetherness
toil	toil
toilet	tso quav
toils	toils
token	token
tolerable	tolerable
tolerance	kam rau ua
tolerant	siab ntev
tolerate	zam
toleration	ua siab ntev
toll	hu xov tooj
tomahawk	tomahawk
tomato	lws suav
tomatoes	txiv lws suav
tomb	ntxa
tombstone	tombstone
tomcat	tomcat
tome	tome
tomorrow	tag kis
ton	NO TRANSLATION
tone	suab
toner	toner
tong	NO TRANSLATION
tongs	cuaj
tongue	tus nplaig
tonic	tonic
tonnage	tonnage
tonsils	tonsils
toocold	NO TRANSLATION
tool	cuab yeej
toolbox	toolbox
tooling	cuabyeej
toomuchtodo	NO TRANSLATION
toot	toot
tooth	hniav
toothache	toothache
toothbrush	txhuam hniav
toothed	txhuam hniav
toothless	txhuam hniav
