Word	yo
salon	iṣowo
saloon	Saloon
salsa	salsa
salt	iyo
salted	salted
saltwater	iyọ omi
salty	salty
salutary	salutary
salutation	ikini
salute	O ṣeun
salvage	gbigba pada
salvation	igbala
salve	salve
samba	samba
sameness	sameness
sample	ayẹwo
samurai	samurai
sanatorium	sanatorium
sanctification	is] dimimü
sanctified	mimọ
sanctify	sọ di mimọ
sanctimonious	sanctimonious
sanction	ijẹnilọ
sanctioned	sanctioned
sanctity	mimọ
sanctuary	mimọ
sanctum	mimọ
sand	iyanrin
sandal	iyanrin
sandbox	sandbox
sander	sander
sandman	sandman
sandpaper	sandpaper
sands	iyanrin
sandstorm	iyanrin
sandwich	ounjẹ ipanu kan
sandy	iyanrin
sane	sane
sanguine	sanguine
sanitarium	sanitarium
sanitary	imototo
sanitation	imototo
sanity	alaafia
sans	NO TRANSLATION
santa	santa
sap	SAP
sapiens	sapiens
sapphire	Sapphire
sappy	yọ
sarcasm	sarcasm
sarcastic	sarcastic
sarcoma	sarcoma
sarcophagus	sarcophagus
sardine	sadini
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	satanic
satchel	satchel
sate	NO TRANSLATION
satellite	satẹlaiti
satin	satin
satire	satire
satirical	satirical
satisfaction	itelorun
satisfactorily	o dara
satisfactory	itelorun
satisfied	itelorun
satisfy	ni itẹlọrun
satisfying	tẹnumọ
saturate	saturate
saturated	ti a dapọ
saturation	ekunrere
satyr	satyr
sauce	obe
saucepan	saucepan
saucer	saucer
saucy	saucy
sauerkraut	NO TRANSLATION
sauna	sauna
sausage	soseji
savage	aṣiwèrè
savagery	ijabọ
savanna	savanna
savannah	savannah
savant	ogbon
save	fi
saver	ipamọ
saving	fifipamọ
savings	ifowopamọ
savior	olugbala
savor	savor
savory	o dara
savvy	sawy
saw	ri
sawdust	sawdust
sawmill	giramu
sax	sax
saxophone	saxophone
say	sọ
sayonara	NO TRANSLATION
scab	scab
scabbard	scabbard
scaffold	scaffold
scaffolding	scaffolding
scalding	fifọ
scale	ipele
scales	irẹjẹ
scallop	ipele ede kọmputa
scalp	apẹrẹ
scalpel	apẹrẹ
scaly	scaly
scam	ete itanjẹ
scamp	scamp
scampi	scampi
scan	ọlọjẹ
scandal	ẹgan
scandalous	scandalous
scanner	scanner
scanty	alara
scape	scape
scapegoat	scapegoat
scar	aleebu
scarab	Ija
scarce	diẹ
scarcely	lai ṣe
scarcity	Agbara
scare	ibanuje
scarecrow	scarecrow
scared	sele
scares	ibanujẹ
scarf	scarf
scarier	scarier
scariest	scariest
scarlet	pupa
scary	idẹruba
scat	fọn
scatter	tuka
scattered	ti tuka
scattering	titọ
scavenger	aṣiṣe
scenario	ohn
scene	ipele
scenery	iwoye
scenic	iho-ilẹ
scent	lofinda
scented	õrùn
scepter	scepter
sceptical	skeptical
scepticism	skepticism
schadenfreude	schadenfreude
schedule	iṣeto
schematic	oniruuru
scheme	Eto
schilling	schilling
schism	schism
schizophrenia	ailera
schizophrenic	aṣiwadi
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	omowe
scholarly	ile-iwe
scholarship	sikolashipu
scholastic	iwe ẹkọ
school	ile-iwe
schoolboy	ọmọ ile-iwe
schoolgirl	ile-iwe
schoolhouse	ile-iwe
schooling	ile-iwe
schoolmaster	ile-iwe giga
schoolteacher	NO TRANSLATION
schoolwork	ise ile iwe
schoolyard	ile-iwe
schooner	ile-iwe
sciatica	sciatica
science	Imọ
scientific	sayensi
scientist	ọmowé
scifi	scifi
scintilla	NO TRANSLATION
scintillating	scintillating
scintillation	scintillation
scintillator	scintillator
scion	scion
scissors	scissors
scoff	ẹlẹgbẹ
scold	ẹkun
scolding	scolding
scone	ti ṣayẹwo
scoop	ọmọ ẹlẹsẹ
scoot	scoot
scooter	ẹlẹsẹkẹsẹ
scope	dopin
scorch	apara
scorching	didunku
score	O wole
scoreboard	scoreboard
scorer	Oludasile
scores	ikun
scorn	ẹgan
scorned	ẹgan
scornful	ẹgan
scorpion	ilọ-ara
scotch	ọlọjẹ
scoundrel	alarin
scour	Oku
scourge	okùn
scout	Ikọsẹ
scowl	scowl
scrabble	scrabble
scram	scram
scramble	scramble
scrambled	scrambled
scrambler	scrambler
scrambling	scrambling
scrap	alokuirin
scrapbook	iwe apamọwọ
scrape	scrape
scrapie	scrapie
scraping	didan
scrappy	alaafia
scratch	fifọ
scratchy	scratchy
scrawny	scrawny
scream	kigbe
screamer	ariwo
screaming	ikigbe ni igbekun
screech	oju-iwe
screen	iboju
screening	waworan
screenplay	screenplay
screenwriter	onisewewe
screw	dabaru
screwball	screwball
screwdriver	screwdriver
screwed	ti de
screwy	screwy
screwyou	NO TRANSLATION
scribble	akọsilẹ
scribe	akọwe
scrimmage	scrimmage
scrip	apamọwọ
script	akosile
scriptural	iwe afọwọkọ
scripture	mimọ
scroll	yi lọ
scrotum	Ikọja
scrounge	alara
scrounger	scrounger
scrub	fọọmu
scruffy	alara
scrumptious	alara
scrupulous	ti o ṣe akiyesi
scrutinize	ṣàyẹwò
scrutiny	Iyẹwo
scuba	wiwu
scuff	scuff
scuffle	ẹfin
scullery	sikelulu
sculptor	oluṣan
sculpture	ere aworan
sculptured	ti gbin
scum	scum
scumbag	scumbag
scurry	scurry
scurvy	scurvy
scuttle	Ibẹrẹ
sea	omi okun
seaboard	omi oju omi
seafood	eja
seagull	omi okun
seal	Igbẹhin
seals	edidi
seam	isan
seaman	ọkọ
seamless	laini
seamstress	oluwa
seaport	orisun omi
sear	Iwadi
search	ṣawari
searching	wiwa
searchlight	atokun-àwárí
seared	omi
seashore	eti okun
seasick	Okun
seaside	eti okun
season	akoko
seasonal	igba
seasoned	ti igba
seasoning	akoko
seat	ijoko
seatbelt	seatbelt
seating	ibi ibugbe
seawater	omi okun
seaweed	agbọn omi
sec	iṣẹju-aaya
secession	igbasilẹ
secluded	ti farapamọ
seclusion	ìpamọ
second	keji
second cousin	ọmọ keji
secondary	Atẹle
secondhand	keji
secrecy	Iboju
secret	ìkọkọ
secretariat	Igbimọ ikọkọ
secretary	akọwe
secrete	secrete
secretion	yomijade
secretive	asiri
secretly	ni ikoko
sect	egbe
sectarian	sectarian
section	apakan
sectional	apakan apakan
sector	aladani
secular	alailesin
secularism	secularism
secure	ni aabo
securities	awọn sikioriti
security	aabo
sedan	NO TRANSLATION
sedate	sedate
sedation	sedation
sedative	sedative
sedentary	sedentary
sedge	sedge
sediment	Simenti
sedimentary	sedimentary
sedition	iparun
seduce	ti tan
seducer	ẹlẹtan
seducing	sedu
seduction	seduction
seductive	aṣiwère
see	wo
seed	irugbin
seedling	ororoo
seeds	awọn irugbin
seedy	seedy
seek	wa
seeker	oluwa
seem	dabi
seemingly	dabi ẹnipe
seer	ariran
seesaw	seesaw
seething	nitorina
segment	apakan
segregate	segregate
segregated	ti pin
segregation	ipinya
seismic	isẹmi
seize	mu
seizure	ijidii
seldom	lakoko
select	yan
selection	aṣayan
selective	a yan
selectman	yanyan
selenium	selenium
self	ara
selfharm	NO TRANSLATION
selfish	amotaraenikan
selfishness	amotaraeninikan
selfless	selfless
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	ta
seller	eniti o ta
sellout	sellout
seltzer	seltzer
semantics	semanticics
semaphore	ọsẹ ọsẹ
semblance	semblance
semen	ọbẹ
semester	igba ikawe
semi	ologbele
semiautomatic	NO TRANSLATION
semicolon	semicolon
seminal	seminal
seminar	apero
seminary	seminary
semiotics	titọju
senate	igbimọ
senator	igbimọ
send	firanṣẹ
sender	Oluṣẹ
senescence	aifọwọyi
senile	aṣalara
senior	oga
seniority	agbalagba
senor	Senor
senorita	senorita
sensation	aibale okan
sensational	sensational
sense	ori
senseless	alaimọ
senses	ogbon
sensibility	imọran
sensible	ogbon
sensibly	alaafia
sensitive	kókó
sensitivity	ifamọ
sensor	sensọ
sensory	sensory
sensual	ti ara ẹni
sensuality	iwa-ara
sensuous	o ni igbalara
sentence	gbolohun
sentencing	idaja
sentient	awọn eniyan
sentiment	itara
sentimental	sentimental
sentimentality	sentimentality
sentinel	sentinel
sentry	sentry
separable	Apejọ
separate	lọtọ
separately	lọtọ
separation	Iyapa
separatist	olutọtọ
sepia	Sepia
sepsis	sepsis
sept	meje
septic	septic
septum	septum
sequel	atele
sequence	ọkọọkan
sequent	sequent
sequestered	ti ṣagbe
sequestration	iṣẹ-ṣiṣe
serenade	serenade
serendipity	serendipity
serene	serene
serenity	isinmi
sergeant	Sergeant
serial	ni tẹlentẹle
serialize	serialize
series	jara
serif	Serif
serious	pataki
seriousness	pataki
sermon	Iwaasu
serpent	ejo
serpentine	serpentine
serrated	jumẹ
serum	omi ara
servant	iranṣẹ
serve	sin
server	olupin
service	iṣẹ
serviceable	iṣẹ-ṣiṣe
servile	iṣẹ-ṣiṣe
servitude	isinku
sesame	sesame
sess	NO TRANSLATION
session	igba
sessions	awọn akoko
set	ṣeto
setback	setback
sett	NO TRANSLATION
setter	olupin
settle	yanju
settled	wa
settlement	pinpin
settler	alagbegbe
settlor	settlar
setup	ṣeto
seven	meje
seventeen	mẹtadinlogun
seventh	keje
seventy	aadọrin
sever	sever
severable	ti o nira
severally	ni pato
severance	iyatọ
severe	àìdá
severely	ṣofintoto
severity	idibajẹ
sew	ran
sewage	omiwe omi
sewer	koto idoti
sewerage	isokuso
sewing	mimu
sex	ibalopo
sexist	oni ibaṣan
sexual	ibalopo
sexuality	ibalopo
sexy	sexy
shabby	shabby
shack	shack
shackle	shackle
shade	iboji
shades	shades
shading	shading
shadow	ojiji
shadowy	ojiji
shady	shady
shaft	ọpa
shag	shag
shaggy	shaggy
shake	gbọn
shakedown	shakedown
shaken	mì
shaker	shaker
shaking	gbigbọn
shaky	gbigbọn
shall	yoo
shallow	aijinile
shallows	awọn shallows
sham	sham
shaman	shaman
shambles	awọn ipalara
shame	itiju
shamed	itiju
shameful	itiju
shameless	itiju
shampoo	gbigbọn
shanghai	shanghai
shank	shank
shanty	shanty
shape	apẹrẹ
shapely	shapely
shard	shard
share	ipin
shareholder	agbasọpọ
sharing	pinpin
shark	eja Shaki
sharp	didasilẹ
sharpen	ṣe atunṣe
sharpened	didasilẹ
sharpener	ṣe atunṣe
sharpness	sharpness
sharpshooter	Sharpshooter
shatter	shatter
shattered	ti fọ
shattering	fifọ
shave	irun
shaver	irun
shaving	gbigbọn
shawl	shawl
sheaf	ọfọ
shear	rirẹ-kuru
shears	shears
sheath	apofẹlẹfẹlẹ
sheathing	iṣiro
shed	ta
sheen	o ni
sheep	agutan
sheepdog	agutan
sheepish	agutan
sheer	lasan
sheet	dì
sheik	Sheik
shelf	selifu
shell	ikarahun
shellfish	shellfish
shelling	ọgbẹ
shelter	ohun koseemani
sheltered	ti dabobo
shelters	awọn ipamọ
shelved	ti dabobo
shepherd	oluṣọ-agutan
sherbet	sherbet
sheriff	Sheriff
sherry	sherry
shield	apata
shift	yipada
shifting	ayipada
shifty	shifty
shilling	shilling
shimmer	shimmer
shimmering	shimmering
shimmy	shimmy
shin	shin
shindig	shindig
shine	tàn
shiner	shiner
shingle	shingle
shining	didan
shiny	danmeremere
ship	ọkọ
shipment	sowo
shipping	sowo
shipshape	ọkọ omi
shipwreck	ọkọ oju omi
shipyard	shipyard
shire	shire
shirt	seeti
shit	nik
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	shiver
shivering	shivering
shoals	awọn igbiyanju
shock	mọnamọna
shocked	ibanujẹ
shocker	shocker
shocking	iyalenu
shockingly	iyara
shoddy	bii
shoe	bata
shoelace	bata
shoemaker	alagbasilẹ
shoes	bata
shoeshine	bata
shook	gbon
shoot	titu
shooter	ayanbon
shooting	ibon yiyan
shootout	shootout
shop	itaja
shopkeeper	oniṣowo
shoplifter	shoplifter
shoplifting	shoplifting
shopper	shopper
shopping	ohun tio wa
shore	eti okun
shoreline	eti okun
shorn	kukuru
short	kukuru
short story	kukuru itan
shortage	aito
shortcake	kukuru
shortcoming	aṣiṣe
shortcut	ọna abuja
shorten	kuru
shortening	kikuru
shorthand	kukuru
shortly	ni kete
shortness	kukuru
shorts	awọn awọ
shortstop	kukuru
shortwave	kukuru kukuru
shot	shot
shotgun	ibọn kekere
shoulder	ejika
shout	kigbe
shove	gbin
shovel	bii
shoveling	gbigbọn
show	show
showbiz	showbiz
showboat	showboat
showcase	Ifihan
showdown	showdown
shower	iwe
showgirl	showgirl
showing	fifihan
showoff	se karimi
showroom	showroom
showy	showy
shrapnel	shrapnel
shred	shred
shrew	dabaru
shrewd	ologbon
shriek	gbigbe
shrill	Ija
shrimp	awọn ede
shrine	ibudo
shrink	sisun
shrinking	mimu
shrivel	ti kuna
shroud	shroud
shrub	abemiegan
shrubbery	shrubbery
shrug	shrug
shrunk	shrunk
shrunken	shrunken
shudder	shudder
shuddering	ibanujẹ
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	shuffling
shun	shun
shunned	shunned
shunt	shunt
shut	pa
shutdown	paade
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	oju
shuttle	opo
shutup	NO TRANSLATION
shy	itiju
shyness	itiju
shyster	shyster
sib	NO TRANSLATION
sibling	sibling
sic	sic
sick	aisan
sickbay	bajẹ aisan
sicken	sicken
sickening	aisan
sickle	aisan
sickly	aisan
sickness	aisan
side	ẹgbẹ
sidearm	ẹgbẹ
sidebar	lagbegbe
sideboard	ẹgbẹ oju-iwe
sideburns	sideburns
sidecar	ti gba
sidekick	ẹgbẹkick
sideline	sideline
sideshow	bakanna
sidestep	awọn oju-iwe
sidewalk	ẹgbẹ oju-iwe
sideways	ni ẹgbẹ
sidewinder	sidewinder
siege	idoti
siesta	siesta
sieve	sieve
sift	sift
sifting	aworan
sigh	sigh
sight	oju
sighting	Wiwo
sightseeing	Wiwa
sigma	sigma
sign	ami
signal	ifihan agbara
signature	Ibuwọlu
significance	pataki
significant	pataki
signification	itọkasi
signify	fihan
signpost	atokole
silence	ipalọlọ
silencer	silencer
silent	ipalọlọ
silently	laiparuwo
silhouette	ojiji biribiri
silicon	ohun alumọni
silicone	silikoni
silk	siliki
silken	silken
silky	silky
sill	sill
silliness	silliness
silly	aimọgbọn
silo	silo
silt	silt
silver	fadaka
silverware	awọn ohun elo fadaka
silvery	silvery
similar	iru
similarity	bakanna
simile	NO TRANSLATION
simmer	simmer
simmering	simmering
simple	rọrun
simples	NO TRANSLATION
simpleton	simẹnti
simplicity	ayedero
simplify	simplify
simplistic	simplistic
simply	nìkan
simulate	simulate
simulated	ti a ṣe simẹnti
simulating	sisọpọ
simulation	kikopa
simulator	olopa
simultaneous	nigbakanna
simultaneously	ni nigbakannaa
sin	NO TRANSLATION
sincere	otitọ
sincerity	otitọ
sinful	ẹlẹṣẹ
sing	kọrin
singer	akorin
singing	orin
single	nikan
singly	lẹkankan
singular	ọkan
singularity	singularity
singularly	bakannaa
sinister	ọdajẹ
sink	rì
sinker	sinker
sinking	sinking
sinner	ẹlẹṣẹ
sinning	sinning
sinus	ẹṣẹ
sip	sip
siphon	siphon
sipping	sipping
sir	sir
sire	nibi
siren	siren
sirloin	sirloin
sissy	sissy
sister	arabinrin
sisterhood	sisterhood
sit	joko
sitcom	sitcom
site	Aaye
sith	sith
sitter	Sitter
sitting	joko
situate	Situ
situated	o wa
situation	ipo
six	mefa
sixpence	onopence
sixteen	mẹrindilogun
sixth	kẹfa
sixty	ọgọta
sizable	sizable
size	iwọn
sizzle	sizzle
ska	NO TRANSLATION
skate	sikate
skateboard	skateboard
skater	skater
skating	skating
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	egungun
skeleton	egungun
skeptic	skeptic
skeptical	skeptical
skepticism	skepticism
sketch	Sketch
sketching	sita
sketchy	aala
skewed	skewed
skewer	skewer
ski	siki
skid	skid
skier	skier
skiff	skiff
skiing	sikiini
skijump	NO TRANSLATION
skill	ọgbọn
skilled	oye
skillet	skillet
skillful	ọlọgbọn
skim	skim
skimpy	skimpy
skin	awọ ara
skinny	alara
skip	foju
skipper	skipper
skirmish	skirmish
skirt	yeri
skirting	skirting
skirts	skirts
skit	skit
skittish	skittish
skull	agbọn
skunk	skunk
sky	õrùn
skylight	õrùn
skyline	oju ọrun
skyscraper	oṣupa
slab	ipalara
slack	slack
slag	slag
slam	slam
slammer	slammer
slander	egan
slanderous	slanderous
slang	slang
slant	slant
slap	labara
slash	slash
slashes	awọn ipalara
slate	ile sileti
slates	awọn ileti
slaughter	ipakupa
slaughterhouse	ipakoko
slaughtering	ipaniyan
slave	ẹrú
slavery	ifiwo
slay	Pa
slayer	apaniyan
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	sledding
sledge	sledge
sledgehammer	sledgehammer
sleek	ọṣọ
sleep	orun
sleeper	alara
sleeping	sisun
sleepless	alara
sleeplessness	isinmi
sleepover	sleepover
sleepy	sisun
sleepyhead	Sleepyhead
sleet	iwo ẹsẹ
sleeve	apo aso
sleeveless	sleeveless
sleigh	si iworo
sleight	ologun
slender	ti o kere ju
sleuth	sleuth
slice	bibẹrẹ
slick	slick
slicker	slicker
slide	ifaworanhan
slider	Ifaworanhan
sliding	sisun
slight	diẹ
slight anticipation	diẹ ifojusona
slight disgust	diẹ ipalara
slight surprise	diẹ iyalenu
slight trust	diẹ iṣọkan
slightly	die die
slightly negative	die-die odi
slightly positive	die-die rere
slim	tẹẹrẹ
slime	slime
slimy	slimy
sling	sling
slingshot	slingshot
slink	bọọ
slinky	slinky
slip	isokuso
slipper	slipper
slippers	slippers
slippery	slippery
slit	Ifaworanhan
sliver	sliver
slob	slob
slobber	slobber
slogan	akokọ ọrọ
sloop	sloop
slop	NO TRANSLATION
slope	ite
sloppy	sloppy
slot	Iho
sloth	sloth
slouch	slouch
slough	slough
slow	o lọra
slowly	laiyara
slowness	simi
sludge	sludge
slug	slug
slugger	slugger
sluggish	ẹlẹra
sluice	sluice
slum	giramu
slumber	irọra
slump	sisi
slur	slur
slurp	slurp
slush	slush
slut	Ifaworanhan
slutty	slutty
sly	sly
smack	smack
small	kekere
smaller	kere sii
smallest	kere julọ
smallpox	smallpox
smart	smati
smartass	smartass
smarten	smarten
smarty	smarty
smash	fọ
smashed	ti fọ
smattering	sisẹ
smear	smear
smell	orun
smelling	gbigbọn
smelly	smelly
smelt	smelt
smidgen	smidgen
smile	aririn
smiled	rẹrinrin
smiles	awọn musẹ
smiley	smiley
smiling	mimẹrin
smirk	smirk
smite	lu
smith	smith
smithereens	apaniyan
smitten	ti pa
smock	smock
smog	smog
smoke	ẹfin
smoker	smoker
smokey	smokey
smoking	siga
smoky	smoky
smoldering	smoldering
smooch	smooch
smooth	dan
smoothie	smoothie
smoothly	laisiyonu
smoothness	didan
smother	mimu
smudge	smudge
smug	smug
smuggle	smuggle
smuggler	smuggler
smuggling	iṣowo
smut	smut
snack	ipanu
snacks	Awọn ipanu
snafu	imolara
snag	snag
snags	Awọn atẹgun
snail	ìgbín
snake	ejo
snakes	ejo
snakeskin	snakeskin
snap	imolara
snapper	imolara
snappy	danu
snapshot	foto kamera
snare	idẹkun
snarl	snarl
snarling	snarling
snatch	jiji
snatcher	snatcher
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	sneakers
sneaking	sneaking
sneaky	sneaky
sneer	sneer
sneeze	sneeze
sneezing	sneezing
snicker	snicker
snide	ejo
sniff	sniff
snip	snip
snipe	snipe
sniper	sniper
snippet	snippet
snippy	snippy
snitch	snitch
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	snooze
snore	jijo
snorkel	snorkel
snort	snort
snot	snot
snotty	snotty
snout	snout
snow	egbon
snowball	snowball
snowboard	snowboard
snowboarder	snowboarder
snowday	ojo isinmi
snowfall	snowfall
snowflake	snowflake
snowing	sno
snowmageddon	snowmageddon
snowman	snowman
snowplow	snowplow
snowstorm	snowstorm
snowy	sno
snub	snub
snubbed	snubbed
snuff	snuff
snug	snug
snuggle	snuggle
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	Sook
soaked	soaked
soaking	Ríiẹ
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	ọṣẹ
soapbox	soapbox
soapy	soapy
soar	soar
soaring	soaring
sob	NO TRANSLATION
sober	sober
soblessed	NO TRANSLATION
sobriety	Sobriety
soc	bẹ
soccer	bọọlu afẹsẹgba
sociable	alaafia
social	awujo
socialanxiety	NO TRANSLATION
socialism	Ijojọṣepọ
socialist	sosialisiti
socialite	ajọṣepọ
socialize	ṣe awujọpọ
society	awujọ
sociology	sociology
sociopath	sociopath
sock	Sock
socket	apo
sod	sod
soda	omi onisuga
soda/pop	omi onisuga / agbejade
sodding	sodding
sodium	iṣuu soda
sofa	Sofa
soft	asọ
softball	softball
soften	fura
softener	softener
softening	fifẹ
softly	jẹun
softness	softness
software	software
soggy	Soggy
sohappy	bakannaa
soil	ile
soiled	soiled
soiree	bẹ
sojourn	ṣe atipo
solace	solace
solar	oorun
solarium	Solarium
solder	solder
soldering	soldering
soldier	jagunjagun
sole	atelese
solemn	mimọ
solicit	beere
solicitation	solicitation
solicitor	agbejoro
solid	lagbara
solidarity	iṣọkan
solidification	imudaniloju
solidified	solidified
solidify	lagbara
solidity	imudaniloju
solitaire	solitaire
solitary	alailẹgbẹ
solitude	ailewu
solo	alupupu
solubility	solubility
soluble	soluble
solucky	NO TRANSLATION
solution	ojutu
solve	yanju
solvency	solvency
solvent	epo
somad	NO TRANSLATION
somatic	somatic
somber	somber
some anticipation	diẹ ninu awọn ifojusona
some disgust	diẹ ninu awọn ikorira
some surprise	diẹ ninu awọn iyalenu
some trust	diẹ ninu awọn igbekele
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	bii odi
somewhat positive	itumo rere
somuchtodo	NO TRANSLATION
son	ọmọ
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	orin
songwriter	oluṣakoso orin
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	alarinrin
soot	Soot
soothe	soothe
soothing	õrùn
sophisticated	sophisticated
sophistication	sophistication
sophomore	ni ọjọ keji
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	oṣó
sorcery	ọfọ
sordid	sordid
sore	egbo
soready	ọgbẹ
sorely	ọgbẹ
soreness	ọgbẹ
sorghum	sorghum
sorority	sorority
sorrow	ibanuje
sorrowful	ibanujẹ
sorry	binu
sort	too
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	iyatọ
sos	NO TRANSLATION
soscared	soscared
soscary	aifọkọja
soslow	gbongbo
sostressed	NO TRANSLATION
sosweet	NO TRANSLATION
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	ọkàn
soulful	ọkàn ọkàn
soulless	ọkàn
soulmate	soulmate
sound	ohun
sounding	sisun
soundness	didun
soundproof	soundproof
soundtrack	ohun orin
soup	bimo
sour	ekan
source	orisun
sourpuss	sourpuss
south	guusu
southbound	southbound
southeast	Guusu ila oorun
southern	gusu
southpaw	southpaw
southwest	Southwest
souvenir	iranti
sovereign	ọba
sovereignty	ijọba
soviet	Soviet
sow	gbìn
soy	soyi
soy sauce	soyi obe
soybean	Soybean
spa	Sipaa
space	aaye
spacecraft	aaye ere
spaceman	aaye aaye
spaceship	Oju-aye
spacing	aye
spacious	spacious
spade	spade
spaghetti	spaghetti
spam	àwúrúju
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	spar
spare	awọn itọju
spareribs	awọn ohun elo
sparingly	pẹ
spark	sipaki
sparkle	sparkle
sparkling	didan
sparkly	sparkly
sparring	sparring
sparrow	ọpẹ
sparse	sparse
spasm	spasm
spastic	spastic
spat	aaye
spatial	aaye aye
spatter	spatter
spatula	spatula
spawn	Ọkọ
spaz	spaz
speak	sọrọ
speakeasy	ariyanjiyan
speaker	agbọrọsọ
speakerphone	agbọrọsọ
speaking	Nsoro
spear	ọkọ
spec	Ami
special	pataki
specialist	ọlọgbọn
speciality	Okan nigboro
specialize	NO TRANSLATION
specially	Pataki
specialty	Okan nigboro
specie	NO TRANSLATION
species	eya
specific	pato
specification	alaye si
specify	pato
specimen	apẹrẹ
speck	speck
speckled	ni ẹri
specs	alaye lẹkunrẹrẹ
spectacle	ifihan
spectacles	awari
spectacular	ti iyanu
spectator	oluwo
specter	alawo
spectral	Iwoye
spectrometer	spectrometer
spectrophotometer	spectrophotometer
spectroscopy	spectroscopy
spectrum	Iyatọ
speculate	ṣe alaye
speculation	akiyesi
speculative	speculative
speculum	apẹrẹ
speech	ọrọ
speechless	alaigbọran
speed	iyara
speedboat	speedboat
speedily	ni kiakia
speeding	speeding
speedometer	speedometer
speedway	ọna iyara
speedy	ni kiakia
spell	sipeli
spellbound	spellbound
spelling	itọwo
spencer	Spencer
spend	na
spender	spender
spending	lilo
spent	lo
sperm	sperm
spew	spew
sphere	Ayika
spherical	spherical
sphincter	sphincter
sphinx	sphinx
spic	aisan
spice	turari
spicy	lata
spider	Spider
spiders	awọn spiders
spiffy	spiffy
spigot	spigot
spike	iwasoke
spiked	spiked
spiky	spiky
spill	idasilẹ
spillin	NO TRANSLATION
spin	pin ere
spinach	owo
spinal	ọpa-ẹhin
spindle	ẹwọn
spine	spine
spineless	alainiini
spinner	spinner
spinning	alayipo
spinster	spinster
spiny	spiny
spiral	ajija
spire	ayọ
spirit	ẹmí
spirited	spirited
spirits	awọn ẹmi
spiritual	ẹmí
spirituality	ti emi
spit	tutọ
spite	pelu
spiteful	pelu
spitfire	spitfire
spittoon	spittoon
splash	isunku
splat	splat
splatter	splatter
spleen	Ọlọ
splendid	ẹwà
splendor	ọṣọ
splice	splice
spline	spline
splint	splint
splinter	tuka
split	Pin
splitting	pipin
splurge	splurge
spoil	Bàjẹ
spoiler	onibajẹ
spoiling	ipalara
spoils	ikogun
spoke	sọrọ
spoken	sọrọ
spokesman	agbẹnusọ
spokesperson	agbẹnusọ
sponge	kanrinkan oyinbo
spongy	spongy
sponsor	onigbowo
sponsorship	igbowo
spontaneity	aifọwọyi
spontaneous	lẹẹkọkan
spoof	spoof
spook	spook
spooky	spooky
spool	sibẹ
spoon	sibi
spoonful	spoonful
sporadic	ti o ṣe abẹ
spore	spore
sport	idaraya
sporting	o rii
sports	idaraya
sports car	idaraya ọkọ ayọkẹlẹ
sportsman	Oniṣere
sportsmanship	awọn ere idaraya
sportswriter	olukọni
sporty	idaraya
spot	awọn iranran
spotless	spotless
spotlight	Aamiyan
spotted	alamì
spotter	spotter
spotty	spotty
spousal	ọkọ
spouse	oko
spout	ipalara
sprain	sprain
sprawl	sprawl
spray	fun sokiri
spread	itankale
spreader	agbasọ
spree	spree
spring	orisun omi
springtime	orisun akoko
sprinkle	kí wọn
sprinkler	sprinkler
sprinkling	sprinkling
sprint	fọọmu
sprite	sprite
sprout	sprout
spruce	spruce
spud	spud
spunk	spunk
spunky	spunky
spur	spur
spurious	alapọ
spurred	ti gbin
spurt	ọgbẹ
spy	Ami
squabble	squabble
squad	ẹgbẹ ẹgbẹ
squadron	squadron
squall	squall
squamous	elegbe
squander	squander
square	square
squash	Elegede
squat	squat
squatter	squatter
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	fun pọ
squeezing	squeezing
squelch	squelch
squid	ti ipilẹ aimọ
squint	squint
squire	squire
squirm	squirm
squirrel	Okere
squirt	squirt
squish	squish
squishy	squishy
stab	agbọn
stabbed	leyiti
stability	iduroṣinṣin
stabilize	ṣe idaduro
stabilizer	oluduro
