Word	ko
saucy	쾌활한
sauerkraut	소금에 절인 양배추
sauna	사우나
sausage	소시지
savage	야만인
savagery	야만 상태
savanna	대초원
savannah	사바나
savant	학자
save	구하다
saver	절약기
saving	절약
savings	저금
savior	구조자
savor	맛
savory	짭짤한
savvy	실제적 지식
saw	보았다
sawdust	톱밥
sawmill	제재소
sax	색소폰
saxophone	색소폰
say	말하다
sayonara	NO TRANSLATION
scab	딱지
scabbard	집
scaffold	발판
scaffolding	발판
scalding	끓는
scale	규모
scales	저울
scallop	가리비
scalp	머리 가죽
scalpel	메스
scaly	벗겨져 떨어지는
scam	사기
scamp	건달
scampi	뱀파이어
scan	주사
scandal	스캔들
scandalous	추잡한
scanner	스캐너
scanty	부족한
scape	기둥 둥치
scapegoat	속죄 염소
scar	흉터
scarab	풍뎅이
scarce	부족한
scarcely	거의
scarcity	부족
scare	공황
scarecrow	허수아비
scared	깜짝 놀란
scares	무서워
scarf	스카프
scarier	무서운
scariest	무서운
scarlet	주홍
scary	무서운
scat	스캣
scatter	소수
scattered	뿔뿔이 흩어진
scattering	산란
scavenger	찾아 헤매다
scenario	대본
scene	장면
scenery	풍경
scenic	풍경화
scent	냄새
scented	향내가 나는
scepter	홀
sceptical	의심 많은
scepticism	회의론
schadenfreude	샤덴 플뢰
schedule	시간표
schematic	개략도
scheme	계획
schilling	쉴링
schism	분리
schizophrenia	정신 분열증
schizophrenic	정신 분열증 환자
schlep	슐렙
schmuck	NO TRANSLATION
schnapps	술집
schnitzel	슈니첼
scholar	학자
scholarly	학자
scholarship	장학금
scholastic	학생
school	학교
schoolboy	남학생
schoolgirl	여학생
schoolhouse	학교
schooling	훈련
schoolmaster	교사
schoolteacher	NO TRANSLATION
schoolwork	학교 과제
schoolyard	학교 운동장
schooner	큰 포장 마차
sciatica	좌골 신경통
science	과학
scientific	과학적
scientist	과학자
scifi	공상 과학
scintilla	NO TRANSLATION
scintillating	반짝 반짝 빛나는
scintillation	불꽃
scintillator	신틸 레이터
scion	귀공자
scissors	가위
scoff	비웃다
scold	꾸짖다
scolding	꾸지람
scone	스콘
scoop	국자
scoot	돌진
scooter	스쿠터
scope	범위
scorch	검게 탐
scorching	맹렬한
score	점수
scoreboard	점수 판
scorer	득점자
scores	점수
scorn	경멸
scorned	경멸받는
scornful	경멸적인
scorpion	투석기
scotch	스코치 위스키
scoundrel	악당
scour	설사
scourge	채찍
scout	스카우트
scowl	찌푸린 얼굴
scrabble	스크래블
scram	긴급 정지
scramble	스크램블
scrambled	뒤섞인
scrambler	스크램블러
scrambling	스크램블링
scrap	한조각
scrapbook	스크랩북
scrape	긁다
scrapie	스크래피
scraping	긁어 모으기
scrappy	쓸데없는
scratch	할퀴다
scratchy	가려운
scrawny	여윈
scream	비명
screamer	날카롭게 외치는 사람
screaming	외침
screech	진한 럼주
screen	화면
screening	상영
screenplay	각본
screenwriter	시나리오 작가
screw	나사
screwball	별난
screwdriver	드라이버
screwed	나사로 죈
screwy	별난
screwyou	NO TRANSLATION
scribble	갈겨 쓰다
scribe	학자
scrimmage	스크럼
scrip	서류
script	스크립트
scriptural	경전
scripture	경전
scroll	스크롤
scrotum	음낭
scrounge	슬쩍 훔치다
scrounger	식객
scrub	북북 문질러 닦기
scruffy	지저분한
scrumptious	굉장한
scrupulous	꼼꼼한
scrutinize	자세히 보다
scrutiny	정밀한 조사
scuba	스쿠버
scuff	목덜미
scuffle	난투
scullery	방
sculptor	조각가
sculpture	조각
sculptured	조각 한
scum	찌끼
scumbag	불량배
scurry	소나기
scurvy	괴혈병
scuttle	스커틀
sea	바다
seaboard	해안
seafood	해물
seagull	갈매기
seal	봉인
seals	물개
seam	솔기
seaman	선원
seamless	이음새없는
seamstress	침모
seaport	항구
sear	시든
search	수색
searching	수색
searchlight	탐조등
seared	그을린
seashore	해변
seasick	변덕스러운
seaside	해안
season	시즌
seasonal	제철의
seasoned	잘 마른
seasoning	양념
seat	좌석
seatbelt	안전 벨트
seating	좌석
seawater	바닷물
seaweed	해초
sec	비서
secession	탈퇴
secluded	외딴
seclusion	격리
second	둘째
second cousin	재종 형제
secondary	반성
secondhand	두번째 손
secrecy	비밀
secret	비밀
secretariat	사무국
secretary	비서
secrete	분비하다
secretion	분비
secretive	비밀스런
secretly	남몰래
sect	분파
sectarian	종파적 인
section	섹션
sectional	조립식 가구
sector	부문
secular	속가
secularism	세속주의
secure	안전한
securities	유가 증권
security	보안
sedan	NO TRANSLATION
sedate	차분한
sedation	진정 작용
sedative	진정제
sedentary	앉아 있는
sedge	사초
sediment	침전물
sedimentary	퇴적암
sedition	선동
seduce	추기다
seducer	유혹자
seducing	유혹
seduction	유혹
seductive	매혹적인
see	만나다
seed	씨
seedling	모
seeds	씨앗
seedy	초라한
seek	목표물 탐색
seeker	시커
seem	보다
seemingly	겉으로는
seer	시어
seesaw	시소
seething	찌는듯한
segment	분절
segregate	분리하다
segregated	분리 된
segregation	분리
seismic	지진의
seize	잡다
seizure	발작
seldom	드물게
select	고르다
selection	선택
selective	선택적
selectman	셀렉트맨
selenium	셀렌
self	본인
selfharm	NO TRANSLATION
selfish	이기적인
selfishness	이기주의
selfless	사심 없는
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	팔다
seller	파는 사람
sellout	팔아 버리다
seltzer	셀처 탄산수
semantics	의미론
semaphore	신호기
semblance	유사
semen	정액
semester	학기
semi	두 가구 연립 주택
semiautomatic	NO TRANSLATION
semicolon	세미콜론
seminal	정액의
seminar	세미나
seminary	세미나
semiotics	기호학
senate	상원
senator	평의원
send	보내다
sender	보내는 사람
senescence	노화
senile	노인
senior	연장자
seniority	선임 순위
senor	원로원
senorita	센 노리 타
sensation	감각
sensational	눈부신
sense	감각
senseless	무의미한
senses	감각
sensibility	감수성
sensible	현명한
sensibly	현명하게
sensitive	민감한
sensitivity	감광도
sensor	감지기
sensory	감각
sensual	관능적 인
sensuality	호색
sensuous	감각적 인
sentence	문장
sentencing	양형
sentient	마음
sentiment	감정
sentimental	감상적 인
sentimentality	감성
sentinel	보초
sentry	보초
separable	뗄 수 있는
separate	갈라진
separately	갈라져
separation	분리
separatist	분리파
sepia	세피아
sepsis	부패
sept	씨족
septic	부패물
septum	격벽
sequel	계속
sequence	순서
sequent	후세의
sequestered	격리 된
sequestration	격리
serenade	세레나데
serendipity	뜻밖의 일
serene	고요한
serenity	평온
sergeant	중사
serial	연속물
serialize	직렬화하다
series	시리즈
serif	가는 장식 선
serious	진지한
seriousness	진지함
sermon	설교
serpent	뱀
serpentine	음흉한
serrated	톱니 모양의
serum	혈청
servant	하인
serve	서브
server	섬기는 사람
service	서비스
serviceable	튼튼한
servile	노예 같은
servitude	예속
sesame	참깨
sess	NO TRANSLATION
session	세션
sessions	세션들
set	세트
setback	방해
sett	NO TRANSLATION
setter	세터
settle	가리다
settled	안정된
settlement	정착
settler	식민자
settlor	세틀러
setup	설정
seven	일곱
seventeen	십칠
seventh	제칠
seventy	칠십
sever	끊다
severable	분리 할 수있는
severally	개별적으로
severance	단절
severe	심한
severely	심하게
severity	엄격
sew	꿰매다
sewage	하수 오물
sewer	하수
sewerage	하수 설비
sewing	재봉
sex	섹스
sexist	성 차별 주의자
sexual	성적
sexuality	성별
sexy	섹시한
shabby	초라한
shack	오두막집
shackle	걸쇠
shade	그늘
shades	음영
shading	농담
shadow	그림자
shadowy	그림자 같은
shady	그늘진
shaft	샤프트
shag	성교
shaggy	얽히고 설킨
shake	떨림
shakedown	흔들어 넣기
shaken	쉐이킹 식
shaker	셰이커
shaking	흔들리는
shaky	흔들리는
shall	하여야 한다
shallow	얕은
shallows	얕은
sham	가짜
shaman	무녀
shambles	도살장
shame	부끄러움
shamed	부끄러워하는
shameful	부끄러운
shameless	뻔뻔한
shampoo	샴푸
shanghai	상하이
shank	정강이
shanty	오두막집
shape	모양
shapely	매끈한
shard	사금파리
share	몫
shareholder	주주
sharing	나누는
shark	상어
sharp	날카로운
sharpen	갈다
sharpened	예리한
sharpener	가는 사람
sharpness	날카로움
sharpshooter	명사수
shatter	파편
shattered	부서진
shattering	산산히 부서지는
shave	깎다
shaver	깎는 사람
shaving	면도
shawl	숄
sheaf	단
shear	전단
shears	큰 가위
sheath	칼집
sheathing	외장
shed	흘리다
sheen	광휘
sheep	양
sheepdog	몰이
sheepish	양 같은
sheer	얇은
sheet	시트
sheik	미남자
shelf	선반
shell	껍질
shellfish	조개
shelling	포격
shelter	피난처
sheltered	숨겨 지은
shelters	대피소
shelved	선반에 놓인
shepherd	목자
sherbet	셔벗
sheriff	주 장관
sherry	셰리
shield	방패
shift	시프트
shifting	이동
shifty	변덕스러운
shilling	실링
shimmer	반짝임
shimmering	반짝 반짝 빛나는
shimmy	심한 진동
shin	정강이
shindig	떠들썩한 모임
shine	광택
shiner	빛나는 물건
shingle	조약돌
shining	빛나는
shiny	빛나는
ship	배
shipment	선적
shipping	배송
shipshape	우주선
shipwreck	난파선
shipyard	조선소
shire	샤이어
shirt	셔츠
shit	똥
shitday	NO TRANSLATION
shitfaced	물결 모양의
shithead	똥쌀 놈
shitless	똥이없는
shitload	짐을 싣다
shittest	NO TRANSLATION
shitty	엿 같은
shiver	떨다
shivering	떨리는
shoals	숄
shock	충격
shocked	충격을주게되었던
shocker	소름 끼치게 하는 사람
shocking	충격적인
shockingly	놀랍게도
shoddy	재생 모직물
shoe	구두
shoelace	구두끈
shoemaker	화공
shoes	구두
shoeshine	구두닦이
shook	흔들렸다
shoot	사격
shooter	사수
shooting	촬영
shootout	총격전
shop	가게
shopkeeper	가게 주인
shoplifter	가게 좀도둑
shoplifting	좀도둑
shopper	물건 사는 사람
shopping	쇼핑
shore	육지
shoreline	해안선
shorn	깎인
short	짧은
short story	단편
shortage	부족
shortcake	쇼트 케이크
shortcoming	결점
shortcut	지름길
shorten	줄이다
shortening	쇼트닝
shorthand	속기
shortly	곧
shortness	곤란
shorts	반바지
shortstop	유격수
shortwave	단파
shot	샷
shotgun	엽총
shoulder	어깨
shout	외침
shove	지지
shovel	삽
shoveling	삽질
show	보여 주다
showbiz	쇼 비지니스
showboat	쇼 보트
showcase	유리 진열장
showdown	발표
shower	샤워
showgirl	쇼걸
showing	전시
showoff	보여
showroom	쇼룸
showy	화려한
shrapnel	유산탄
shred	조각
shrew	뒤쥐
shrewd	날카로운
shriek	비명
shrill	날카로운
shrimp	새우
shrine	신사
shrink	수축
shrinking	수축하는
shrivel	떨다
shroud	측판
shrub	관목
shrubbery	관목 숲
shrug	어깨를 으하다
shrunk	수축 된
shrunken	시든
shudder	전율
shuddering	몸서리
shuffle	혼합
shuffleboard	셔플 보드
shuffling	셔플 링
shun	피하다
shunned	피하는
shunt	분로
shut	닫은
shutdown	일시 휴업
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	셔터
shuttle	우주선
shutup	NO TRANSLATION
shy	수줍은
shyness	수줍음
shyster	굴
sib	NO TRANSLATION
sibling	형제
sic	원문
sick	고약한
sickbay	의무실
sicken	싫증 나게 하다
sickening	병 들게하는
sickle	낫
sickly	병난
sickness	병
side	측면
sidearm	사이드 암
sidebar	사이드 바
sideboard	찬장
sideburns	짧은 구레나룻
sidecar	사이드카
sidekick	친구
sideline	부업
sideshow	여흥
sidestep	회피하다
sidewalk	보도
sideways	샛길
sidewinder	측벽
siege	오랜 기간
siesta	낮잠
sieve	체
sift	체로 치다
sifting	선별
sigh	한숨
sight	시각
sighting	목격
sightseeing	관광
sigma	시그마
sign	기호
signal	신호
signature	서명
significance	의미
significant	중요한
signification	의미
signify	의미하다
signpost	푯말
silence	침묵
silencer	소음 장치
silent	조용한
silently	아무 말 않고
silhouette	실루엣
silicon	규소
silicone	실리콘
silk	실크
silken	부드러운
silky	부드러운
sill	창틀
silliness	어리 석음
silly	바보
silo	사일로
silt	미사
silver	은
silverware	은 제품
silvery	은의
similar	비슷한
similarity	유사성
simile	NO TRANSLATION
simmer	끓이다
simmering	서서히 끓는
simple	단순한
simples	NO TRANSLATION
simpleton	바보
simplicity	간단
simplify	단순화하다
simplistic	단순한
simply	간단히
simulate	시뮬레이션하다
simulated	시뮬레이션 된
simulating	시뮬레이션
simulation	시뮬레이션
simulator	모의 실험 장치
simultaneous	동시에 일어나는
simultaneously	동시에
sin	NO TRANSLATION
sincere	성실한
sincerity	성실
sinful	죄가 많은
sing	노래
singer	가수
singing	명음
single	단일
singly	하나씩
singular	단수형
singularity	특이
singularly	단독으로
sinister	불길한
sink	싱크대
sinker	싱커
sinking	가라 앉는
sinner	죄인
sinning	죄를 짓는
sinus	공동
sip	한모금
siphon	사이펀
sipping	s 거리는 소리
sir	경
sire	폐하
siren	사이렌
sirloin	등심
sissy	여자 같은
sister	여자 형제
sisterhood	여성 단체
sit	앉다
sitcom	시트콤
site	대지
sith	시스
sitter	앉아 있는 엽조
sitting	좌석
situate	...을 놓다
situated	위치해 있는
situation	상태
six	육
sixpence	6 펜스
sixteen	열 여섯
sixth	육분의 하나
sixty	육십
sizable	꽤 큰
size	크기
sizzle	찌는 듯이 덥다
ska	NO TRANSLATION
skate	홍어
skateboard	스케이트 보드
skater	스케이터
skating	스케이팅
skedaddle	도주
skeet	사냥개
skein	타래
skeletal	골격의
skeleton	해골
skeptic	회의론자
skeptical	의심 많은
skepticism	회의론
sketch	스케치
sketching	스케치
sketchy	개략적 인
skewed	비뚤어진
skewer	꼬챙이
ski	스키
skid	활재
skier	스키 타는 사람
skiff	편주
skiing	스키 타기
skijump	NO TRANSLATION
skill	기술
skilled	숙련 된
skillet	냄비
skillful	잘 만들어진
skim	웃더껑이
skimpy	꽉 죄는
skin	피부
skinny	마른
skip	버킷
skipper	선장
skirmish	작은 접전
skirt	치마
skirting	스커트 천
skirts	치마
skit	촌극
skittish	까부는
skull	두개골
skunk	스컹크
sky	하늘
skylight	채광창
skyline	지평선
skyscraper	마천루
slab	투수판
slack	느슨하게
slag	광재
slam	쾅
slammer	슬래머
slander	중상
slanderous	중상한
slang	속어
slant	경사
slap	찰싹
slash	삭감
slashes	슬래시
slate	슬레이트
slates	슬레이트
slaughter	학살
slaughterhouse	도살장
slaughtering	도살
slave	노예
slavery	노예 제도
slay	몹시 웃기다
slayer	살해자
sleaze	저속
sleazy	얄팍한
sled	NO TRANSLATION
sledding	진행 상태
sledge	썰매
sledgehammer	강력한
sleek	매끄러운
sleep	자다
sleeper	자는 사람
sleeping	자고있는
sleepless	잠 못 이루는
sleeplessness	불면증
sleepover	수면 위로
sleepy	졸리는
sleepyhead	잠꾸러기
sleet	진눈깨비
sleeve	소매
sleeveless	소매 없는
sleigh	썰매
sleight	곤경
slender	날씬한
sleuth	형사
slice	일부분
slick	멋진
slicker	야바위꾼
slide	슬라이드
slider	슬라이더
sliding	슬라이딩
slight	근소한
slight anticipation	경미한 기대감
slight disgust	경미한 혐오
slight surprise	경미한 놀람
slight trust	경미한 신뢰
slightly	약간
slightly negative	약간 부정적인
slightly positive	약간 긍정적
slim	날씬한
slime	더러운 것
slimy	불쾌한
sling	슬링
slingshot	고무총
slink	달 차지 못한 새끼
slinky	컸던
slip	슬립
slipper	덧신
slippers	슬리퍼
slippery	미끄러운
slit	긴 구멍
sliver	찢어진 조각
slob	진흙
slobber	군침
slogan	슬로건
sloop	슬롭
slop	NO TRANSLATION
slope	경사
sloppy	묽고 싱거운
slot	슬롯
sloth	나태
slouch	서투른 사람
slough	허물
slow	느린
slowly	천천히
slowness	지지
sludge	진흙
slug	강타
slugger	슬러거
sluggish	부진한
sluice	수문
slum	빈민굴
slumber	무기력 상태
slump	슬럼프
slur	중상
slurp	털썩 내뱉다
slush	윤활유
slut	암캐
slutty	뻔뻔스런
sly	교활한
smack	헤로인
small	작은
smaller	더 작은
smallest	가장 작은
smallpox	천연두
smart	똑똑한
smartass	수재
smarten	멋지게하다
smarty	똑똑한
smash	스매시
smashed	박살내는
smattering	흩어지는
smear	도말 표본
smell	냄새
smelling	냄새가 나는
smelly	냄새 나는
smelt	빙어
smidgen	smidgen
smile	미소
smiled	미소 지은
smiles	웃음
smiley	웃는
smiling	웃고있는
smirk	능글 맞은 웃음
smite	강타
smith	스미스
smithereens	산산조각
smitten	세게 맞은
smock	작업복
smog	스모그
smoke	연기
smoker	흡연자
smokey	스모키
smoking	흡연
smoky	침침한
smoldering	연기가 나는
smooch	멍청이
smooth	부드러운
smoothie	점잖은 사람
smoothly	부드럽게
smoothness	매끈함
smother	연기 내는 것
smudge	더러움
smug	잘난 체하는
smuggle	밀수입하다
smuggler	밀수선
smuggling	밀수입
smut	흑수병
snack	간식
snacks	간식
snafu	혼란
snag	가지 그루터기
snags	방해물
snail	달팽이
snake	뱀
snakes	뱀
snakeskin	뱀 가죽
snap	스냅
snapper	도미
snappy	팔팔한
snapshot	스냅 사진
snare	올무
snarl	혼란
snarling	혼수 상태의
snatch	인상
snatcher	날치기
snazzy	굉장한
sneak	좀도둑
sneaker	좀도둑
sneakers	운동화
sneaking	몰래 움직이는
sneaky	교활한
sneer	비웃음
sneeze	재채기
sneezing	재채기
snicker	낄낄 웃음
snide	교활한
sniff	맡다
snip	한조각
snipe	도요새
sniper	저격병
snippet	단편
snippy	날카로운
snitch	절도
snob	속물
snoop	탐정
snoopy	스누피
snooty	무뚝뚝한
snooze	선잠
snore	코를 골다
snorkel	스노클
snort	흡입
snot	콧물
snotty	소인배
snout	주둥이
snow	눈
snowball	스노볼
snowboard	스노우 보드
snowboarder	스노우 보더
snowday	눈이 오는 날
snowfall	강설량
snowflake	눈송이
snowing	강설
snowmageddon	snowmageddon
snowman	눈사람
snowplow	제설기
snowstorm	눈보라
snowy	눈이 내리는
snub	들창코
snubbed	저격 한
snuff	코담배
snug	아늑한
snuggle	껴안다
snuggled	껴안는
snuggles	껴안다
snuggling	안락한
soak	침액
soaked	흠뻑 젖은
soaking	몸을 담그는
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	비누
soapbox	비누 상자
soapy	비누
soar	날기
soaring	활상
sob	NO TRANSLATION
sober	냉정한
soblessed	NO TRANSLATION
sobriety	맑은 정신
soc	soc
soccer	축구
sociable	간친회
social	사회적인
socialanxiety	NO TRANSLATION
socialism	사회주의
socialist	사회 주의자
socialite	사교계 명사
socialize	사회화하다
society	사회
sociology	사회학
sociopath	사교계
sock	양말
socket	소켓
sod	잔디
soda	소다
soda/pop	소다 / 팝
sodding	순종
sodium	나트륨
sofa	소파
soft	부드러운
softball	소프트볼
soften	부드럽게 하다
softener	연화제
softening	연화
softly	부드럽게
softness	연성
software	소프트웨어
soggy	흠뻑 젖은
sohappy	너무 행복한
soil	흙
soiled	더러워진
soiree	야회
sojourn	체류
solace	위안
solar	태양
solarium	일광 욕실
solder	땜납
soldering	납땜
soldier	병사
sole	바닥
solemn	엄숙한
solicit	간청하다
solicitation	간원
solicitor	간청자
solid	고체
solidarity	연대
solidification	응고
solidified	고형화 된
solidify	고형화하다
solidity	견고
solitaire	혼자 하는 여러 가지 놀이
solitary	외로운
solitude	고독
solo	독주
solubility	용해도
soluble	녹는
solucky	졸라 같은
solution	해결책
solve	풀다
solvency	용해력
solvent	용제
somad	NO TRANSLATION
somatic	신체의
somber	침울 한
some anticipation	어떤 기대감
some disgust	싫은 냄새
some surprise	놀람
some trust	어떤 신뢰
somersault	재주 넘기
somethingigetalot	NO TRANSLATION
somewhat negative	다소 부정적인
somewhat positive	다소 긍정적 인
somuchtodo	NO TRANSLATION
son	아들
sonar	소나
sonata	소나타
sonervous	NO TRANSLATION
song	노래
songwriter	작곡가
sonic	음파의
sonice	NO TRANSLATION
sonnet	소네트
sonorous	격조 높은
soot	그을음
soothe	달래다
soothing	달래는
sophisticated	매우 복잡한
sophistication	지적 교양
sophomore	2 학년
sopissed	NO TRANSLATION
soppy	흠뻑 젖은
soprano	소프라노
sorcerer	마법사
sorcery	마법
sordid	더러운
sore	아픈
soready	아내
sorely	심하게
soreness	쓰림
sorghum	사탕 수수
sorority	여학생 클럽
sorrow	슬픔
sorrowful	슬프게 하는
sorry	죄송합니다
sort	종류
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	선별
sos	NO TRANSLATION
soscared	soscared
soscary	스카 스 칼리
soslow	너무 느려
sostressed	NO TRANSLATION
sosweet	맛있는
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	영혼
soulful	충만한
soulless	영혼이없는
soulmate	소울 메이트
sound	소리
sounding	수심 측량
soundness	건강
soundproof	방음의
soundtrack	사운드 트랙
soup	수프
sour	사워
source	출처
sourpuss	술을 마시는 사람
south	남쪽
southbound	남행
southeast	남동
southern	남부 지방 사투리
southpaw	좌완 투수
southwest	남서
souvenir	기념품
sovereign	주권자
sovereignty	주권
soviet	옛 소련
sow	암퇘지
soy	간장
soy sauce	간장
soybean	콩
spa	온천
space	공간
spacecraft	우주선
spaceman	우주 비행사
spaceship	우주선
spacing	간격
spacious	널찍한
spade	스페이드
spaghetti	스파게티
spam	스팸
spammers	스패머
span	NO TRANSLATION
spandex	스판덱스
spaniel	발바리
spank	찰싹 때리기
spanking	매우
spar	스파링
spare	여윈
spareribs	갈비
sparingly	아껴서
spark	불꽃
sparkle	불꽃
sparkling	반짝이는
sparkly	반짝
sparring	스파링
sparrow	참새
sparse	부족한
spasm	경련
spastic	바보
spat	말다툼
spatial	공간의
spatter	튐
spatula	주걱
spawn	알
spaz	스파즈
speak	말하다
speakeasy	speakeasy
speaker	스피커
speakerphone	스피커폰
speaking	말하기
spear	창
spec	투기
special	특별한
specialist	전문가
speciality	전문
specialize	NO TRANSLATION
specially	특별히
specialty	전문
specie	NO TRANSLATION
species	종
specific	특유한
specification	사양
specify	지정하다
specimen	표본
speck	작은 얼룩
speckled	얼룩덜룩 한
specs	명세서
spectacle	안경
spectacles	안경
spectacular	장관의
spectator	구경꾼
specter	유령
spectral	유령 같은
spectrometer	분광계
spectrophotometer	분광 광도계
spectroscopy	분광학
spectrum	스펙트럼
speculate	추측하다
speculation	추측
speculative	위험한
speculum	검경
speech	연설
speechless	말 못하는
speed	속도
speedboat	쾌속정
speedily	빨리
speeding	고속 진행
speedometer	속도계
speedway	고속 도로
speedy	빠른
spell	주문
spellbound	홀린
spelling	철자
spencer	스펜서
spend	보내
spender	돈 쓰는 사람
spending	지출
spent	지출하다
sperm	정액
spew	내뿜다
sphere	구체
spherical	구의
sphincter	괄약근
sphinx	스핑크스
spic	스페인계 미국인
spice	기미
spicy	짜릿한
spider	거미
spiders	거미
spiffy	얼간이
spigot	마개
spike	스파이크
spiked	스파이크
spiky	대못 같은
spill	엎지르다
spillin	NO TRANSLATION
spin	회전
spinach	시금치
spinal	척추
spindle	축
spine	척추
spineless	뼈없는
spinner	스피너
spinning	제사
spinster	노처녀
spiny	곤란한
spiral	나선
spire	첨탑
spirit	정신
spirited	힘찬
spirits	주정
spiritual	영적인
spirituality	영성
spit	침
spite	악의
spiteful	짓궂은
spitfire	스피트 파이어
spittoon	타구
splash	튀김
splat	표시
splatter	튀김
spleen	비장
splendid	화려한
splendor	화려
splice	접착
spline	운형자
splint	부목
splinter	파편
split	스플릿
splitting	파편
splurge	과시
spoil	약탈
spoiler	겁탈 자
spoiling	망치고있는
spoils	전리품
spoke	살
spoken	말하는
spokesman	대변인
spokesperson	대변인
sponge	스펀지
spongy	해면질
sponsor	스폰서
sponsorship	후원
spontaneity	자발성
spontaneous	자발적인
spoof	속이기
spook	유령
spooky	유령 같은
spool	스풀
spoon	숟가락
spoonful	숟가락 하나 가득
sporadic	때때로 일어나는
spore	아포
sport	스포츠
sporting	스포츠
sports	스포츠
sports car	스포츠카
sportsman	운동가
sportsmanship	운동가 정신
sportswriter	스포츠 기자
sporty	운동가 다운
spot	자리
spotless	티 없는
spotlight	스포트라이트
spotted	더럽혀진
spotter	정찰병
spotty	반점이있는
spousal	배우자
spouse	배우자
spout	주둥이
sprain	삠
sprawl	쭉 펴다
spray	스프레이
spread	전파
spreader	살포기
spree	주연
spring	봄
springtime	봄
sprinkle	소량
sprinkler	살포기
sprinkling	살포
sprint	스프린트
sprite	요정
sprout	새싹
spruce	가문비
spud	감자
spunk	정액
spunky	성급한
spur	박차
spurious	가짜의
spurred	박차를 가한
spurt	스퍼트
spy	스파이
squabble	싸움
squad	분대
squadron	전대
squall	돌풍
squamous	편평한
squander	낭비
square	광장
squash	스쿼시
squat	쪼그리고 앉은
squatter	쪼그리고 앉는 사람
squaw	여자
squawk	떠들썩한 불평
squeak	쥐 우는 소리
squeaky	찍찍 소리 내는
squeal	비명
squealer	짹짹 우는 새
squeamish	비꼬는
squeeze	압착
squeezing	쥐어 짜기
squelch	끽소리 못 하게 함
squid	오징어
squint	곁눈질
squire	향사
squirm	질주하다
squirrel	다람쥐
squirt	분출
squish	찌그러 뜨리다
squishy	칙칙한
stab	찌르다
stabbed	찔린
stability	안정
stabilize	안정시키다
stabilizer	안정제
stable	안정된
staccato	단음
stack	스택
stadium	경기장
staff	직원
stag	수사슴
stage	단계
stagecoach	역마차
stagehand	무대에 서서
stagger	파상 배치
staggering	비틀 거리는
stagnant	흐르지 않는
stagnation	침체
staid	침착 한
stain	얼룩
stained	얼룩진
stainless	스테인리스
stair	계단
staircase	계단
stairs	계단
stairway	계단
stairwell	계단 통
stake	말뚝
stakeout	측설
stale	탁한
stalemate	수가 막힘
stalk	줄기
stalker	스토커
stall	마구간
stallion	종마
stalls	포장 마차
stalwart	매우 충실한
stamina	내구력
stamp	우표
stampede	우르르 도망치게 하다
stance	위치
stand	대
standard	표준
standardize	표준화하다
standardized	표준화 된
standby	대기
standing	서 있는
standoff	교착 상태
standpoint	점
standstill	정지
standup	정정 당당한
stanza	절
staph	포도상 구균
staple	스테이플
stapler	호치키스
star	별
star fruit	스타 과일
starboard	우현
starch	녹말
stardom	스타의
stardust	스타 더스트
stare	응시
starfish	불가사리
stargazing	별을 바라 보는 것
staring	쳐다 보는
stark	뚜렷한
starlet	작은 별
starlight	별빛
starling	찌르레기
starry	별이 빛나는
stars	별
starship	우주선
start	스타트
starter	기동기
startle	펄쩍 뛸 만한 놀람
startled	깜짝 놀란
startling	깜짝 놀라게하는
starvation	굶주림
starve	굶어 죽다
starved	굶주린
starving	굶주리는
stash	숨기는 장소
stat	합계
state	상태
stately	위엄 있는
statement	성명서
stateroom	전용실
stateside	아메리카 본국
statesman	정치가
static	공전
staticky	NO TRANSLATION
statics	정체
station	역
stationary	변화 없는
stationery	문방구
statistic	통계량
statistical	통계상의
statistician	통계 학자
stator	고정자
statuary	조상
statue	동상
statuette	작은 조상
stature	키
status	지위
statute	법령
statutory	법정
staunch	튼튼한
stave	통널
stay	머무르다
stayaway	NO TRANSLATION
stayed	머물렀던
stays	체재하다
stead	대신
steadfast	확고부동 한
steady	확고한
steak	스테이크
steakhouse	스테이크 하우스
steal	훔치다
stealing	훔침
stealth	몰래 하기
stealthily	몰래
stealthy	은밀한
steam	증기
steamboat	기선
steamer	기선
steaming	김이 나는
steamroller	증기 롤러
steamship	기선
steamy	안개 짙은
steel	강철
steep	험한
steeple	뾰족한 탑
steer	수송아지
steering	조타
stellar	주요한
stem	줄기
stench	고약한 냄새
stencil	원판
stenographer	속기사
step	단계
stepdaughter	의붓 딸
stepfather	의붓 아버지
stepmother	계모
steppe	스텝
steps	걸음
stepson	의붓 아들
stereo	스테레오
stereoscopic	입체적인
stereotype	스테레오
stereotyped	고정 관념의
sterile	멸균 된
sterility	불임
sterilize	살균하다
sterling	영화
stern	고물
sternum	흉골
steroid	스테로이드
stethoscope	청진기
stew	스튜
steward	청지기
stewardess	스튜어디스
stewardship	청지기 직
stfu	stfu
stick	스틱
sticker	상표
sticking	고집하는
stickler	고수하는 사람
stickup	고집
sticky	어려운
stiff	딱딱한
stiffen	고집 세게 되다
stiffness	단단함
stifle	끄다
