Word	zh-CN
sleeveless	无袖
sleigh	雪橇
sleight	诡计
slender	苗条
sleuth	侦探
slice	片
slick	华而不实的
slicker	雨衣
slide	滑动
slider	滑块
sliding	滑动
slight	轻微
slight anticipation	轻微的期待
slight disgust	轻微的厌恶
slight surprise	有些惊喜
slight trust	轻微的信任
slightly	略
slightly negative	稍微负面
slightly positive	稍微积极
slim	瘦
slime	粘液
slimy	泥泞的
sling	吊绳
slingshot	弹弓
slink	潜步
slinky	紧身
slip	滑
slipper	拖鞋
slippers	拖鞋
slippery	滑
slit	裂缝
sliver	裂片
slob	懒汉
slobber	流口水
slogan	口号
sloop	单桅帆船
slop	NO TRANSLATION
slope	坡
sloppy	稀松
slot	插槽
sloth	懒惰
slouch	伛
slough	泥沼
slow	慢
slowly	慢慢地
slowness	缓慢
sludge	污泥
slug	金属块
slugger	猛男
sluggish	迟缓
sluice	水闸
slum	贫民窟
slumber	睡眠
slump	暴跌
slur	诽谤
slurp	嘟嘟地喝
slush	烂泥
slut	懒妇
slutty	放荡
sly	狡猾
smack	拍击
small	小
smaller	小
smallest	最少
smallpox	天花
smart	聪明
smartass	自作聪明
smarten	变得聪明
smarty	智者
smash	粉碎
smashed	被砸
smattering	一知半解
smear	涂抹
smell	闻
smelling	闻
smelly	臭
smelt	冶炼
smidgen	点点
smile	微笑
smiled	笑笑
smiles	笑容
smiley	笑脸
smiling	微笑
smirk	傻笑
smite	挝
smith	工匠
smithereens	成碎片
smitten	重拳出击
smock	罩衫
smog	烟雾
smoke	抽烟
smoker	抽烟者
smokey	烟熏
smoking	抽烟
smoky	烟
smoldering	闷烧
smooch	接吻
smooth	光滑
smoothie	冰沙
smoothly	顺利
smoothness	顺利
smother	扼杀
smudge	弄脏
smug	踌躇满志
smuggle	走私
smuggler	走私者
smuggling	走私
smut	黑穗病
snack	小吃
snacks	小吃
snafu	天翻地覆
snag	钉子
snags	碰壁
snail	蜗牛
snake	蛇
snakes	蛇
snakeskin	蛇皮
snap	卡
snapper	红鱼
snappy	瞬间
snapshot	快照
snare	圈套
snarl	搞乱
snarling	狺
snatch	抢夺
snatcher	绑架者
snazzy	时髦
sneak	潜行
sneaker	运动鞋
sneakers	球鞋
sneaking	鬼鬼祟祟
sneaky	偷偷摸摸
sneer	冷笑
sneeze	喷嚏
sneezing	打喷嚏
snicker	暗笑
snide	卑鄙
sniff	吸气
snip	SNIP
snipe	狙击
sniper	狙击兵
snippet	片段
snippy	snippy
snitch	告密者
snob	势利
snoop	窥探
snoopy	史努比
snooty	傲慢
snooze	打盹
snore	鼾
snorkel	浮潜
snort	哼
snot	青鼻涕
snotty	流鼻涕
snout	吻
snow	雪
snowball	雪球
snowboard	单板滑雪
snowboarder	滑雪板
snowday	下雪天
snowfall	降雪
snowflake	雪花
snowing	下雪
snowmageddon	snowmageddon
snowman	雪人
snowplow	雪犁
snowstorm	暴风雪
snowy	似雪
snub	冷落
snubbed	冷落
snuff	鼻烟
snug	舒适
snuggle	依偎
snuggled	依偎
snuggles	挨近
snuggling	依偎
soak	浸泡
soaked	浸泡
soaking	浸水
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	肥皂
soapbox	肥皂盒
soapy	肥皂水
soar	翱翔
soaring	冲天
sob	NO TRANSLATION
sober	清醒
soblessed	NO TRANSLATION
sobriety	清醒
soc	SOC
soccer	足球
sociable	社交的
social	社会
socialanxiety	NO TRANSLATION
socialism	社会主义
socialist	社会主义的
socialite	名媛
socialize	应酬
society	社会
sociology	社会学
sociopath	反社会
sock	袜子
socket	插座
sod	草皮
soda	苏打
soda/pop	苏打水
sodding	该死的
sodium	钠
sofa	沙发
soft	柔软的
softball	垒球
soften	软化
softener	柔软剂
softening	软化
softly	轻轻的
softness	柔软度
software	软件
soggy	浸水
sohappy	很高兴
soil	泥
soiled	脏
soiree	社交晚会
sojourn	栖止
solace	慰藉
solar	太阳能
solarium	日光浴
solder	焊接
soldering	焊接
soldier	士兵
sole	唯一
solemn	庄严
solicit	征求
solicitation	征集
solicitor	律师
solid	固体
solidarity	团结
solidification	凝固
solidified	凝固
solidify	固化
solidity	坚固
solitaire	纸牌
solitary	孤
solitude	孤独
solo	独奏
solubility	可溶性
soluble	易溶
solucky	真幸运
solution	解
solve	解决
solvency	偿付能力
solvent	溶剂
somad	NO TRANSLATION
somatic	体
somber	阴沉
some anticipation	一些期待
some disgust	有些厌恶
some surprise	有些惊喜
some trust	一些信任
somersault	翻筋斗
somethingigetalot	NO TRANSLATION
somewhat negative	有点负面
somewhat positive	有点积极
somuchtodo	NO TRANSLATION
son	儿子
sonar	声纳
sonata	奏鸣曲
sonervous	NO TRANSLATION
song	歌曲
songwriter	作曲家
sonic	音
sonice	NO TRANSLATION
sonnet	十四行诗
sonorous	洪亮
soot	煤烟
soothe	缓和
soothing	抚慰的
sophisticated	复杂的
sophistication	诡辩
sophomore	二年级
sopissed	NO TRANSLATION
soppy	缠绵
soprano	女高音
sorcerer	巫师
sorcery	巫术
sordid	污秽
sore	疮
soready	soready
sorely	非常
soreness	疼痛
sorghum	粱
sorority	联谊会
sorrow	悲哀
sorrowful	悲伤
sorry	抱歉
sort	分类
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	排序
sos	NO TRANSLATION
soscared	soscared
soscary	soscary
soslow	太慢了
sostressed	NO TRANSLATION
sosweet	如此甜蜜
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	灵魂
soulful	深情
soulless	没有灵魂
soulmate	心心相印
sound	声音
sounding	听起来
soundness	稳健
soundproof	隔音
soundtrack	声带
soup	汤
sour	酸
source	资源
sourpuss	非常苦恼
south	南
southbound	南行
southeast	东南
southern	南部的
southpaw	左撇子
southwest	西南
souvenir	纪念品
sovereign	君主
sovereignty	主权
soviet	苏联
sow	母猪
soy	黄豆
soy sauce	酱油
soybean	黄豆
spa	温泉
space	空间
spacecraft	宇宙飞船
spaceman	太空人
spaceship	飞船
spacing	间距
spacious	宽敞
spade	铲
spaghetti	意大利面
spam	垃圾邮件
spammers	垃圾邮件发送者
span	NO TRANSLATION
spandex	斯潘德克斯弹性纤维
spaniel	獚
spank	一巴掌
spanking	拍击
spar	晶石
spare	备用
spareribs	排骨
sparingly	保守地
spark	火花
sparkle	火花
sparkling	闪闪发光的
sparkly	闪闪发光的
sparring	对打
sparrow	麻雀
sparse	疏
spasm	痉挛
spastic	痉挛性
spat	争吵
spatial	空间的
spatter	溅
spatula	抹刀
spawn	卵
spaz	怪人
speak	说话
speakeasy	非法经营
speaker	扬声器
speakerphone	免提
speaking	请讲
spear	矛
spec	规范
special	特别
specialist	专家
speciality	专业
specialize	NO TRANSLATION
specially	特别
specialty	专业
specie	NO TRANSLATION
species	种类
specific	具体
specification	规范
specify	指定
specimen	标本
speck	斑点
speckled	斑点
specs	眼镜
spectacle	场面
spectacles	眼镜
spectacular	壮观
spectator	观众
specter	幽灵
spectral	光谱
spectrometer	光谱仪
spectrophotometer	分光光度计
spectroscopy	光谱
spectrum	光谱
speculate	推测
speculation	推测
speculative	投机
speculum	窥器
speech	言语
speechless	说不出话来
speed	速度
speedboat	快艇
speedily	赶紧
speeding	超速
speedometer	车速表
speedway	高速公路
speedy	迅速
spell	拼写
spellbound	败兴而归
spelling	拼字
spencer	斯宾塞
spend	花
spender	富豪
spending	开支
spent	花费
sperm	精子
spew	喷
sphere	领域
spherical	球形
sphincter	括约肌
sphinx	狮身人面像
spic	穗
spice	香料
spicy	辣
spider	蜘蛛
spiders	蜘蛛
spiffy	漂亮
spigot	塞子
spike	穗
spiked	钉
spiky	高低不平
spill	洒
spillin	NO TRANSLATION
spin	纺
spinach	菠菜
spinal	脊
spindle	纺锤
spine	脊柱
spineless	骨气
spinner	微调
spinning	纺织
spinster	独身主义者
spiny	多刺
spiral	螺旋
spire	尖塔
spirit	精神
spirited	烈性
spirits	酒
spiritual	精神
spirituality	灵性
spit	吐
spite	尽管
spiteful	刻毒
spitfire	喷吐火焰者
spittoon	痰盂
splash	溅
splat	图示
splatter	飞溅
spleen	脾
splendid	灿烂
splendor	辉
splice	拼接
spline	仿样
splint	夹板
splinter	碎片
split	分裂
splitting	分裂
splurge	挥霍
spoil	溺爱
spoiler	扰流板
spoiling	溺爱
spoils	分赃
spoke	辐
spoken	说
spokesman	发言人
spokesperson	发言人
sponge	海绵
spongy	海绵状
sponsor	赞助
sponsorship	赞助
spontaneity	自发性
spontaneous	自发
spoof	欺骗
spook	间谍
spooky	幽灵般的
spool	卷
spoon	勺
spoonful	一匙
sporadic	零星的
spore	孢子
sport	运动
sporting	运动的
sports	体育
sports car	跑车
sportsman	运动员
sportsmanship	体育
sportswriter	体育记者
sporty	运动型
spot	点
spotless	一尘不染
spotlight	聚光灯
spotted	斑
spotter	去污剂
spotty	参差不齐
spousal	配偶
spouse	伴侣
spout	喷口
sprain	扭伤
sprawl	蔓生
spray	喷雾
spread	传播
spreader	吊具
spree	大礼包
spring	弹簧
springtime	春天
sprinkle	撒
sprinkler	洒水车
sprinkling	喷
sprint	短跑
sprite	精灵
sprout	发芽
spruce	云杉
spud	开钻
spunk	胆量
spunky	容易发怒
spur	骨刺
spurious	伪
spurred	刺激
spurt	喷
spy	间谍
squabble	争吵
squad	队
squadron	队
squall	飑
squamous	鳞状
squander	挥霍
square	广场
squash	壁球
squat	蹲
squatter	棚户区
squaw	斯阔
squawk	发牢骚
squeak	吱
squeaky	吱吱
squeal	尖叫
squealer	鸣声
squeamish	过于拘谨的
squeeze	挤
squeezing	挤压
squelch	哗啦哗啦地
squid	乌贼
squint	眯
squire	乡绅
squirm	蠕动
squirrel	松鼠
squirt	喷出
squish	果酱
squishy	糊状的
stab	刺
stabbed	被刺
stability	稳定性
stabilize	稳定
stabilizer	稳定剂
stable	稳定
staccato	断奏
stack	堆
stadium	体育场
staff	员工
stag	麈
stage	阶段
stagecoach	驿马
stagehand	舞台管理
stagger	错开
staggering	踉跄
stagnant	滞
stagnation	停滞
staid	稳重
stain	弄脏
stained	染色
stainless	不锈
stair	楼梯
staircase	楼梯
stairs	楼梯
stairway	楼梯
stairwell	楼梯间
stake	赌注
stakeout	放样
stale	陈旧
stalemate	僵持
stalk	茎
stalker	死缠烂打
stall	摊子
stallion	骘
stalls	摊位
stalwart	伟岸
stamina	耐力
stamp	邮票
stampede	踩踏
stance	姿态
stand	站
standard	标准
standardize	规范
standardized	标准化
standby	支持
standing	常设
standoff	对峙
standpoint	立场
standstill	停顿
standup	站起来
stanza	节
staph	金黄色葡萄球菌
staple	钉书针
stapler	订书机
star	星
star fruit	杨桃
starboard	右舷
starch	淀粉
stardom	明星
stardust	星尘
stare	盯
starfish	海星
stargazing	观星
staring	凝视
stark	与之形成鲜明
starlet	明星
starlight	星光
starling	欧椋鸟
starry	星光灿烂
stars	明星
starship	星河
start	开始
starter	起动机
startle	惊吓
startled	怔
startling	触目惊心
starvation	饥饿
starve	饿死
starved	饥饿
starving	挨饿
stash	藏
stat	统计
state	州
stately	庄严
statement	声明
stateroom	客舱
stateside	美国本土
statesman	政治家
static	静态的
staticky	NO TRANSLATION
statics	静力学
station	站
stationary	静止的
stationery	文具
statistic	统计
statistical	统计
statistician	统计员
stator	定子
statuary	雕像
statue	雕像
statuette	塑像
stature	身材
status	状态
statute	法令
statutory	法定的
staunch	坚定
stave	谱表
stay	留
stayaway	NO TRANSLATION
stayed	住
stays	入住
stead	代替
steadfast	坚定
steady	稳定
steak	牛扒
steakhouse	牛排屋
steal	偷
stealing	偷窃行为
stealth	隐形
stealthily	偷偷地
stealthy	鬼鬼祟祟
steam	蒸汽
steamboat	汽船
steamer	汽船
steaming	腾腾
steamroller	压路机
steamship	轮船
steamy	潮湿
steel	钢
steep	陡
steeple	尖顶
steer	驾驶
steering	操舵
stellar	恒星
stem	干
stench	恶臭
stencil	模版
stenographer	速记员
step	步
stepdaughter	继女
stepfather	后爹
stepmother	后妈
steppe	草原
steps	脚步
stepson	继子
stereo	立体声
stereoscopic	立体
stereotype	铅板
stereotyped	陈规
sterile	无菌
sterility	不育症
sterilize	消毒
sterling	英镑
stern	严肃
sternum	胸骨
steroid	类固醇
stethoscope	听筒
stew	炖
steward	管家
stewardess	空中小姐
stewardship	管家
stfu	STFU
stick	棒
sticker	贴纸
sticking	症结
stickler	坚持己见的人
stickup	竖起
sticky	黏
stiff	僵硬
stiffen	变硬
stiffness	刚性
stifle	窒息
stifled	堵
stifling	闷
stigma	柱头
stile	NO TRANSLATION
stiletto	短剑
stillbirth	死胎
stillborn	胎死腹中
stillness	寂静
stillwaiting	stillwaiting
stilts	高跷
stimulant	刺激物
stimulate	刺激
stimulating	刺激
stimulation	促进
stimulus	刺激物
sting	刺
stinger	刺
stinging	刺痛
stingy	小气
stink	臭
stinker	臭气熏天
stinking	臭
stinky	臭
stint	限制
stipend	助学金
stipulate	规定
stipulation	规定
stir	搅拌
stirring	搅拌
stitch	缝
stitching	拼接
stock	股票
stockade	寨
stockbroker	股票经纪人
stockholder	股东
stocking	袜
stockings	丝袜
stockpile	储存
stockroom	栈房
stocks	个股
stoic	坚忍
stole	偷了
stolen	被盗
stomach	胃
stomachache	腹痛
stomp	跺脚
stomped	跺着脚
stone	石
stoned	砸死
stonewall	石墙
stoneware	石器
stony	石
stooge	跟屁虫
stool	粪便
stools	凳子
stoop	哈腰
stoopid	stoopid
stop	停止
stopover	中途停留
stoppage	堵塞
stopper	塞子
stopping	停止
stopwatch	跑表
storage	存储
store	商店
storefront	店面
storehouse	库
storeroom	库房
storing	存储
storm	风暴
storming	风暴
stormy	暴风雨
story	故事
storybook	故事书
storyteller	说故事的人
storytelling	评书
stound	stound
stout	肥硕
stove	火炉
stow	垫木
stowaway	偷渡者
straddle	跨
straight	直行
straighten	弄直
straightforward	直截了当
straightway	立刻
strain	应变
strained	紧张
strait	海峡
straitjacket	紧身衣
straits	海峡
strand	缕
stranded	搁浅
strange	奇怪
stranger	陌生人
strangle	扼杀
strangulation	绞杀
strap	背带
strapless	露肩
strapping	魁梧的
strata	地层
strategic	战略
strategist	战略家
strategy	战略
stratification	分层
stratosphere	平流层
stratum	地层
stratus	层云
straw	稻草
strawberry	草莓
stray	流浪
streak	条纹
streaked	挑染
stream	流
streamer	飘带
streaming	流
streamline	精简
street	街
streetcar	电车
streetlight	路灯
strength	强度
strengthen	加强
strengthening	强化
strenuous	费劲
strep	链球菌
stress	强调
stressed	强调
stresses	应力
stressfree	NO TRANSLATION
stressful	压力
stressin	NO TRANSLATION
stressing	强调
stressrelief	NO TRANSLATION
stretch	伸展
stretcher	担架
stricken	灾区
strict	严格
stride	迈
strife	争吵
strike	罢工
strikeout	三振出局
striker	前锋
striking	引人注目
strikingly	惊人
string	串
strings	字符串
stringy	粘性的
strip	跳闸
stripe	条纹
striped	条纹
stripped	剥离
stripper	脱衣舞
striptease	脱衣舞
strive	努力
strobe	频闪
stroke	行程
stroll	漫步
stroller	童车
strolling	漫步
strong	强大
stronghold	据点
strongly	非常
structural	结构
structure	结构体
strudel	馅饼
struggle	斗争
strut	支撑
stub	存根
stubbed	存根
stubble	残株
stubborn	倔强
stubbornness	固执
stubby	短而粗硬的
stucco	灰泥
stuck	卡住
stuckup	NO TRANSLATION
stud	螺柱
studded	云集
student	学生
studied	研究
studio	工作室
study	研究
stuff	东东
stuffed animal	填充玩具动物
stuffing	馅
stuffy	闷
stumble	绊倒
stump	树墩
stumped	难倒
stun	击晕
stunned	目瞪口呆
stunner	尤物
stunning	令人惊叹
stunt	特技
stunted	发育不良
stuntman	替身演员
stupefaction	发呆
stupefy	昏昏倒地
stupendous	巨大的
stupid	笨
stupidity	糊涂事
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	麻木
sturdy	粗壮
sturgeon	鲟
stutter	口吃
sty	针眼
style	样式
styling	造型
stylish	时尚
stylist	美发师
suave	倜傥
sub	子
subatomic	亚原子
subcommittee	小组委员会
subconscious	潜意识
subcutaneous	皮下
subdivide	细分
subdivision	细分
subduction	俯冲
subdue	征服
subdued	制服
subdural	硬膜下
subito	NO TRANSLATION
subject	学科
subjected	受
subjection	隶属
subjective	主观
subjugation	征服
sublet	转租
sublevel	分段
sublimation	升华
sublime	升华
subliminal	潜意识
submarine	潜艇
submerge	淹没
submerged	湮
submersible	潜水
submission	服从
submissive	服从的
submit	提交
submitting	提交
subordinate	下属
subordination	属
subplot	插曲
subpoena	传票
subscribe	订阅
subscriber	订户
subscription	订阅
subsequence	子
subsequent	随后
subsequently	后来
subservient	奴颜婢膝
subset	子集
subside	塌陷
subsidence	下沉
subsidiary	副
subsidize	资助
subsidy	补贴
subsist	生存
subsistence	生活
subsoil	地下
subspace	子空间
substance	物质
substandard	等外
substantial	大量的
substantially	基本上
substantiate	证实
substantive	实质性
substation	变电站
substitute	替代
substituted	取代
substitution	代换
substructure	子
subterranean	地下
subtext	潜台词
subtitle	字幕
subtle	微妙
subtlety	明敏
subtract	减去
subtraction	减法
subtype	亚型
suburb	市郊
suburban	郊区的
suburbia	郊区
suburbs	郊区
subversion	颠覆
subversive	颠覆
subvert	颠覆
subway	地铁
succeed	成功
succeeding	下一
success	成功
successful	成功
succession	演替
successive	连续
successor	接班人
succinct	简洁
succubus	魔女
succulent	肉质
succumb	屈服于
suck	吮吸
sucker	吸盘
sucking	吸吮
suckling	乳
sucks	吸
suction	吸力
sudden	突然
suddenly	突然
suds	泡沫
sue	起诉
suede	绒面
suffer	遭受
sufferer	患者
suffering	痛苦
suffice	满足
sufficiency	自给自足
sufficient	足够
sufficiently	充分地
suffix	后缀
suffocate	窒息
suffocating	令人窒息
suffocation	窒息
sugar	糖
suggest	建议
suggestion	建议
suggestive	提示
suicidal	自杀
suicide	自杀
suicidebombing	NO TRANSLATION
suit	适合
suitable	适当
suitcase	手提箱
suite	套房
suitor	起诉者
sulfate	硫酸
sulfur	硫
sulk	忧郁
sullen	忧郁
sully	玷污
sulphur	硫
sultan	苏丹
sultry	闷热
sum	和
summarily	概略地
summarize	总结
summary	概要
summation	合计
summer	夏季
summerhouse	凉亭
summertime	夏令
summit	首脑
summon	召唤
summons	传票
sumo	相扑
sump	油底壳
sumptuous	豪华
sun	太阳
sunbeam	阳光
sunburn	晒斑
sundae	圣代
sunday	星期日
sundial	晷
sundown	日落
sundry	各种各样的
sunflower	向日葵
sunglass	太阳镜
sunglasses	墨镜
sunk	沉没
sunken	凹陷
sunless	阴暗的
sunlight	阳光
sunny	晴朗
sunrise	日出
sunroof	天窗
sunscreen	防晒
sunset	日落
sunshine	阳光
suntan	晒黑
sunup	日出
sup	SUP
super	超
superannuation	养老金
superb	高超
superficial	浅
superfluous	多余
superhero	超级英雄
superhuman	超人
superimposed	叠加
superintendent	所长
superior	优越
superiority	优势
superlative	最高级
superman	超人
supermarket	超级市场
supermodel	名模
supernatant	上清
supernatural	超自然
supernova	超新星
superposition	叠加
superpower	超级大国
supersede	取而代之
superstar	超级明星
superstition	迷信
superstitious	迷信的
superstore	超市
supervise	监督
supervision	监督
supervisor	监
supper	晚餐
suppertime	晚饭
supplant	取代
supple	柔
supplement	补充
supplemental	补充
supplementary	补充
supplication	祷
supplier	供应商
supplies	耗材
supply	供应
support	支持
supported	支持的
supporter	支持者
supporters	支持者
supporting	支持
supportive	支持
suppose	假设
supposed	应该
supposing	假如
supposition	假想
suppress	压制
suppression	抑制
supremacy	霸权
supreme	最高
supremely	千钧
surcharge	附加费
sure	当然
surety	保证
surf	冲浪
surface	表面
surfboard	冲浪板
surfer	冲浪者
surge	浪涌
surgeon	外科医生
surgery	手术
surgical	外科
surly	阴沉的
surmise	推测
surname	姓
surpassing	超越
surplus	剩余
surprise	惊
surprised	诧异
surprises	惊喜
surprising	奇怪
surprisingly	出奇
surreal	超现实主义
surrender	投降
surrendering	投降
surrogate	代孕
surround	环绕
surrounding	周围
surroundings	环境
surveillance	监控
survey	调查
surveying	测量学
surveyor	测量员
survival	生存
survive	生存
surviving	幸存
survivor	幸存者
susceptibility	感受性
susceptible	易感
sushi	寿司
suspect	疑似
suspected	嫌疑
suspend	暂停
suspended	暂停
suspenders	吊带
suspense	悬念
suspension	悬挂
suspicion	怀疑
suspicions	猜疑
suspicious	可疑
sustain	支持
sustained	持续
sustenance	营养
suture	缝合
suv	SUV
sux	SUX
swab	拖把
swag	赃物
swagger	昂首阔步
swallow	吞
swami	斯瓦米
swamp	沼泽
swamped	淹没
swampy	沼泽的
swan	天鹅
swank	自吹
swap	交换
swarm	一群
swarming	蜂拥
swastika	卍
swat	扑打
sway	摇摆
swear	发誓
swearing	宣誓就职
sweat	汗
sweater	毛线衣
sweating	出汗
sweatshirt	运动衫
sweatshop	血汗工厂
sweaty	出汗
sweep	扫
sweeper	清扫车
sweeping	笼统的
sweet	甜
sweeten	加甜
sweetened	加糖
sweetener	糖精
sweetest	甜蜜
sweetheart	爱人
sweetie	糖果
sweetness	甜美
sweets	甜食
swell	胀
swelling	肿胀
sweltering	闷热的
swerve	转弯
swift	迅速
swiftly	如飞
swig	痛饮
swill	泔水
swim	游泳
swimmer	游泳者
swimming	游泳的
swimsuit	泳装
swindle	骗取
swindler	骗子
swine	猪
swing	摇摆
swinger	赶时髦的人
swinging	摆荡
swipe	刷卡
swirl	漩涡
swish	沙沙
switch	开关
switchblade	弹簧刀
switchboard	总机
swivel	旋转
swollen	肿
swoon	昏厥
swoop	落下
sword	剑
swordfish	旗鱼
swordplay	剑术
swordsman	剑客
sycamore	枫树
syllable	音节
syllabus	教学大纲
symbiotic	共生
symbol	符号
symbolic	象征
symbolically	象征
symbolism	象征
symbolize	象征
symmetric	对称
symmetrical	对称
symmetry	对称
sympathetic	有同情心
sympathize	同情
sympathy	同情
symphonic	交响
symphony	交响乐
symposium	座谈会
symptom	症状
symptomatic	症状
synagogue	会堂
synapse	突触
synaptic	突触
sync	同步
synchronize	同步
synchronous	同步
syncope	昏厥
syndicate	辛迪加
syndrome	综合征
synergistic	协同
synergy	协同效应
synod	主教
synonym	代名词
synonymous	代名词
synopsis	概要
synoptic	概要的
syntax	句法
synthesis	合成
synthesizer	合成
synthetic	合成的
syphilis	梅毒
syringe	注射器
syrup	糖浆
system	系统
systematic	系统的
systematically	系统
t-shirt	T恤衫
tab	标签
tabasco	塔巴斯科
tabby	虎斑猫
tabernacle	窝棚
table	表
tableau	NO TRANSLATION
tablecloth	桌布
tablespoon	汤匙
tablet	片剂
tableware	餐具
tabloid	小报
taboo	忌讳
tabular	表格式的
tabulate	制表
tabulation	制表
tachometer	转速表
tacit	默
tack	钉
tackle	滑车
tackled	解决
tackling	抢断
tacky	俗气的
taco	塔科
tact	分寸感
tactful	识相
tactic	战术
tactical	战术
tactics	策略
tactile	触
tad	NO TRANSLATION
tadpole	蝌蚪
taffeta	塔夫绸
taffy	太妃糖
tag	标签
tail	尾巴
tailed	尾
tailgate	尾门
tailings	尾矿
taillight	尾灯
tailor	裁缝
tailoring	剪裁
tailpipe	排气管
taint	污点
take	采取
takeoff	脱掉
takeout	取出
takeover	接管
taker	接受者
talcum	滑石粉
tale	故事
talent	天赋
talented	天才
talisman	护符
talk	谈论
talkative	贫嘴
talker	健谈
tall	高
tallies	吻合
tallow	脂
tally	相符
talon	爪
talons	NO TRANSLATION
tambourine	手鼓
tame	NO TRANSLATION
tamer	驯
taming	驯服
tamper	篡改
tampon	棉塞
tan	黄褐色
tandem	串联
tang	唐
tangent	切线
tangerine	柑橘
tangible	有形
tangle	纠纷
tangled	紊
tango	探戈舞
tank	坦克
tank top	罐顶
tanker	油船
tanned	鞣
tantalizing	诱人
tantamount	无异
tantrum	发脾气
taoism	道教
tap	龙头
tape	胶带
tape measure	卷尺
taper	锥体
tapering	尖细
tapestry	挂毯
tapeworm	绦虫
tapioca	木薯
taps	水龙头
tar	柏油
tarantula	狼蛛
tardiness	缓慢
tardy	迟迟
target	目标
targeted	针对
targeting	针对
tariff	关税
tarmac	停机坪
tarnish	玷污
tarot	塔罗牌
tarp	NO TRANSLATION
tarry	耽搁
tart	酸
tartan	格子花呢
tartar	鞑靼
task	任务
tassel	流苏
taste	味道
tasteful	品味
tasteless	无味
tasting	品尝
tasty	可口
tat	达
tattler	话多的人
tattletale	告密者
tattoo	黥
taught	教
taunt	嘲讽
taupe	灰褐色
taut	拉紧的
tavern	酒馆
tawdry	俗丽的东西
tawny	黄褐色
tax	税
taxed	征税
taxi	出租车
taxicab	出租车
taxonomy	分类
taxpayer	纳税人
tea	茶
teach	教
teacher	老师
teaching	教学
teacup	茶碗
teahouse	茶馆
teal	水鸭
team	球队
teamjesus	NO TRANSLATION
teammate	队友
teamwork	团队合作
teapot	茶壶
tear	眼泪
tearful	内牛满面
tearsofjoy	NO TRANSLATION
teary	流泪
tease	逗
teaser	传情
teasing	戏弄
teaspoon	茶匙
teat	乳头
teatime	下午茶时间
tech	高科技
technical	技术
technicality	技术性
technician	技术员
technique	技术
techno	TECHNO
technological	技术性
technology	技术
ted	摊晒
teddy bear	泰迪熊
tedious	乏味
tedium	乏味
tee	开球
teeming	丰富的
teen	青少年
teenage	青少年
teenager	青少年
teens	青少年
teensy	teensy
teeny	蝇头
teeth	牙
teething	出牙
teflon	聚四氟乙烯
telegram	电报
telegraph	电报
telekinesis	隔传动
telemetry	遥测
telepathic	心灵感应
telepathy	感应
telephone	电话
telescope	望远镜
telescopic	伸缩式
telethon	募捐活动
teletype	电传
televised	电视
television	电视
tell	告诉
teller	出纳员
telling	告诉
telltale	揭秘
temp	温度
temper	脾气
tempera	彩画
temperament	气质
temperamental	个性倔强的
temperance	禁酒
temperate	适度的
temperature	温度
tempered	回火
tempest	暴风雨
template	模板
temple	寺庙
tempo	NO TRANSLATION
temporal	颞
temporarily	暂时
temporary	临时
tempt	勾引
temptation	诱惑
tempting	诱人的
temptress	风月
ten	十
tenable	成立
tenacious	顽强
tenacity	韧性
tenancy	租赁
tenant	承租人
tend	趋向
tendency	趋势
tender	投标
tenderfoot	tenderfoot
tenderness	压痛
tending	抚育
tendon	肌腱
tenement	房屋
tenet	信条
tenets	原则
tenfold	十倍
tennis	网球
tenor	男高音
tense	紧张
tensile	拉伸
tension	张力
tent	帐篷
tentacle	触手
tentative	试验
tenth	第十
tenths	十分之一
tenuous	纤细
tenure	保有
tepee	帐篷
tepid	不温不火
tequila	龙舌兰酒
teriyaki	红烧
term	术语
terminal	终奌站
terminate	终止
termination	终止
terminator	终结者
terminology	术语
terminus	总站
termite	白蚁
terms	条款
tern	燕鸥
ternary	三元
terrace	阳台
terrain	地形
terrestrial	陆生
terrible	可怕
terribly	可怕
terrier	梗
terrific	了不起
terrified	怔
terrifies	吓坏了
terrify	惊吓
terrifying	可怕的
territorial	领土的
territory	领土
terror	恐怖
terrorism	恐怖主义
terrorist	恐怖分子
terrorists	恐怖分子
terrorize	威慑
terse	简洁
tertiary	第三
test	测试
testament	遗嘱
testicle	睾丸
testicular	睾丸
testify	作证
testimonial	告别赛
testimony	见证
testosterone	睾酮
testy	NO TRANSLATION
tetanus	破伤风
tether	系链
tethered	栓
tetrahedral	四面体
text	文本
textbook	教科书
textile	纺织品
textural	纹理
texture	质地
tgif	TGIF
thank	谢谢
thankful	感谢
thankgod	感谢上帝
thanking	表达感谢
thankless	费力不讨好
thanks	谢谢
thanksalot	NO TRANSLATION
thanksgiving	感恩
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	苫
thatmoment	NO TRANSLATION
thaumaturgy	奇术
thaw	解冻
theater	剧院
theatrical	戏剧
theatrics	戏剧
thebest	最好的
theft	盗窃
theism	有神论
theistic	有神论
thelife	人生
thelittlethings	NO TRANSLATION
theme	主题
theocracy	政教合一
theocratic	政教合一
theologian	神学家
theological	神学
theology	神学
theorem	定理
theoretical	理论
