Word	so
selfish	nafsad ahaansho
selfishness	dabeecadda
selfless	iskaa
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	iibiso
seller	iibiyaha
sellout	iibinta
seltzer	seltzer
semantics	semantics
semaphore	semaphore
semblance	semblane
semen	shahwada
semester	semester
semi	semi
semiautomatic	NO TRANSLATION
semicolon	semicolon
seminal	miisaan
seminar	seminar
seminary	casharro
semiotics	shimbiraha
senate	Senate
senator	Senator
send	dir
sender	diraha
senescence	xusuusta
senile	sanile
senior	waayeel
seniority	Sare
senor	senor
senorita	senorita
sensation	dareenka
sensational	dareen ahaan
sense	dareen
senseless	macquul ah
senses	dareennada
sensibility	xasaasiyad
sensible	macquul ah
sensibly	macquul ah
sensitive	xasaasi ah
sensitivity	dareenka
sensor	dareenka
sensory	dareen
sensual	dareen ah
sensuality	dareenka
sensuous	xasaasi ah
sentence	xukunka
sentencing	xukunka
sentient	soo diray
sentiment	dareenka
sentimental	dareen ahaan
sentimentality	dareenka
sentinel	sentinel
sentry	Soomaliya
separable	kala go'a
separate	kala gooni ah
separately	si gaar ah
separation	kala go '
separatist	kala qaybsanaan
sepia	Sepia
sepsis	sepsis
sept	sept
septic	septic
septum	septum
sequel	Joojiya
sequence	isku xigxiga
sequent	isdaba joog ah
sequestered	xadhig ah
sequestration	xayiraad
serenade	serenade
serendipity	serendipity
serene	hoog
serenity	Xoriyad
sergeant	taliyaha
serial	taxane ah
serialize	soo saarista
series	taxane ah
serif	serif
serious	halis ah
seriousness	halista
sermon	wacdinta
serpent	abeesada
serpentine	serpentine
serrated	qarsoodi ah
serum	serum
servant	addoon
serve	u adeegso
server	server
service	adeegga
serviceable	la adeegi karo
servile	adeegyo
servitude	adeegga
sesame	sisinta
sess	NO TRANSLATION
session	fadhiga
sessions	fadhiyo
set	dhigay
setback	dib u dhac
sett	NO TRANSLATION
setter	qalab
settle	dego
settled	degey
settlement	dejinta
settler	deggane
settlor	xayiraad
setup	dejinta
seven	toddoba
seventeen	toddoba iyo toban
seventh	toddobaad
seventy	todobaatan
sever	jecel
severable	mid la goyn karo
severally	si gooni ah
severance	burin
severe	daran
severely	si daran
severity	darnaanta
sew	qallaji
sewage	wasakhda
sewer	bulaacada
sewerage	bulaacada
sewing	dharka
sex	jinsi
sexist	jinsi ahaan
sexual	galmo
sexuality	galmo
sexy	galmo
shabby	shabbi
shack	xirmo
shackle	xargo
shade	hooska
shades	hooska
shading	shoogga
shadow	hooska
shadowy	hoos u dhac
shady	shady
shaft	mashiinka
shag	shag
shaggy	shaggy
shake	rux
shakedown	shakedown
shaken	ruxay
shaker	shaker
shaking	gariiraya
shaky	gariir
shall	waa
shallow	sariir
shallows	Sallaad
sham	sham
shaman	shaman
shambles	shambles
shame	ceeb
shamed	xishood
shameful	ceeb
shameless	shaki la'aan
shampoo	shamboo
shanghai	Shanghai
shank	shank
shanty	shanty
shape	qaab
shapely	si daacad ah
shard	shard
share	wadaag
shareholder	saamileyda
sharing	wadaagista
shark	sharku
sharp	fiiqan
sharpen	fiiqan
sharpened	qallafsan
sharpener	nadiifiye
sharpness	sharaf
sharpshooter	sharpshooter
shatter	burburin
shattered	burburay
shattering	burburin
shave	xiirto
shaver	shaver
shaving	xiirashada
shawl	shawl
sheaf	sheaf
shear	xiirid
shears	Doolow
sheath	gabadh
sheathing	dharka
shed	daadin
sheen	sheen
sheep	idaha
sheepdog	idaha
sheepish	idaha
sheer	gadaashiisa
sheet	xaashida
sheik	sheik
shelf	shelf
shell	qolof
shellfish	shellfish
shelling	duqeyn
shelter	hoy
sheltered	Guryeyn
shelters	hoyga
shelved	gabbaad
shepherd	adhijir
sherbet	sherbet
sheriff	sheriff
sherry	shariif
shield	gaashaan
shift	isbeddel
shifting	isbedelka
shifty	shifty
shilling	shilin
shimmer	shimmer
shimmering	shimmering
shimmy	shimmy
shin	shin
shindig	shindig
shine	iftiin
shiner	shiner
shingle	shingle
shining	dhalaalaya
shiny	dhalaalaya
ship	markab
shipment	shixnad
shipping	maraakiibta
shipshape	markabka
shipwreck	Doonta
shipyard	Markabka
shire	shire
shirt	shirt
shit	shit
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	shaki la'aan
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	shiver
shivering	qulqulaya
shoals	shoals
shock	shoog
shocked	yaabay
shocker	shucuur
shocking	naxdin leh
shockingly	naxdin leh
shoddy	qoryaha
shoe	kabo
shoelace	shoelace
shoemaker	shoemaker
shoes	kabaha
shoeshine	duufaan
shook	ruxay
shoot	toogasho
shooter	rasaastu
shooting	toogasho
shootout	toogasho
shop	dukaanka
shopkeeper	dukaanka
shoplifter	dukaanka
shoplifting	dukaanka
shopper	dukaanka
shopping	dukaamaysiga
shore	xeebta
shoreline	xeebta
shorn	dildillaac
short	gaaban
short story	Sheeko Gaaban
shortage	yaraanta
shortcake	gaaban
shortcoming	gaabin
shortcut	gaaban
shorten	gaaban
shortening	yareynta
shorthand	shorthand
shortly	dhowaan
shortness	gaaban
shorts	gaaban
shortstop	gaaban
shortwave	gaaban
shot	toogasho
shotgun	shotgun
shoulder	garabka
shout	qaylada
shove	qoryaha
shovel	majarafad
shoveling	shooleling
show	muuji
showbiz	showbiz
showboat	riwaayadaha
showcase	showcase
showdown	muujinta
shower	qubeyska
showgirl	showgirl
showing	muujinaya
showoff	muuqaalka
showroom	bandhigga
showy	sharaf leh
shrapnel	isweydaarsi
shred	burburin
shrew	gareeyay
shrewd	jaahil ah
shriek	shriek
shrill	qoyaan
shrimp	gawaarida
shrine	hudheello
shrink	yareeyaa
shrinking	yaraynta
shrivel	qalooca
shroud	dildillaac
shrub	geedaha
shrubbery	jeexan
shrug	gooyaa
shrunk	hoos u dhacay
shrunken	hoos u dhac
shudder	shudder
shuddering	shuddering
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	shakhsiyeed
shun	shun
shunned	diidday
shunt	shuntu
shut	xiro
shutdown	Bakhtii
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	xirmo
shuttle	gawaarida
shutup	NO TRANSLATION
shy	xishood
shyness	xishood
shyster	shyster
sib	NO TRANSLATION
sibling	walaalaha
sic	sic
sick	jiran
sickbay	xanaaqa
sicken	xanuunsan
sickening	xanuun
sickle	bukaanka
sickly	jiran
sickness	jirro
side	dhinaca
sidearm	sidearm
sidebar	sidebar
sideboard	daaqada
sideburns	sideburns
sidecar	sidecar
sidekick	sidekick
sideline	sideed
sideshow	Sideshow
sidestep	sidestep
sidewalk	socodka
sideways	jidadka
sidewinder	socodka
siege	go'doomin
siesta	siesta
sieve	shaandho
sift	ka baxa
sifting	isdaba-joog
sigh	taahid
sight	aragga
sighting	aragtida
sightseeing	meelaha wax lagu daawado
sigma	sigma
sign	saxiix
signal	signalka
signature	saxiixa
significance	muhiimada
significant	muhiim ah
signification	calaamadeynta
signify	calaamadee
signpost	signpost
silence	aamusnaanta
silencer	silencer
silent	aamusnaan
silently	aamusnaan
silhouette	silhouette
silicon	silicon
silicone	silikoon
silk	silc
silken	silken
silky	silky
sill	sill
silliness	dareenka
silly	nacas
silo	silo
silt	silt
silver	lacag
silverware	koobab
silvery	silvery
similar	isku mid ah
similarity	isku mid ah
simile	NO TRANSLATION
simmer	isku kari
simmering	isku dhejinta
simple	fudud
simples	NO TRANSLATION
simpleton	fududee
simplicity	fududayn
simplify	fududee
simplistic	fududayn
simply	sifudud
simulate	simulate
simulated	simulated
simulating	simulating
simulation	jilicsanaanta
simulator	simulator
simultaneous	isku mar
simultaneously	isku mar
sin	NO TRANSLATION
sincere	daacad ah
sincerity	daacadnimo
sinful	dembi leh
sing	heeso
singer	Fanaan
singing	heeso
single	hal
singly	keligood
singular	keli
singularity	midnimo
singularly	si sax ah
sinister	niyadjab
sink	dejiso
sinker	dejiyaha
sinking	dejinta
sinner	dembiile
sinning	dembi
sinus	sinus
sip	Kale
siphon	siphon
sipping	bacaha
sir	ereyga
sire	iwm
siren	siren
sirloin	sirloin
sissy	Sissy
sister	walaashaa
sisterhood	walaashiis
sit	fadhiiso
sitcom	sitcom
site	goobta
sith	sith
sitter	boodh
sitting	fadhiya
situate	situate
situated	meel ku taal
situation	xaaladda
six	lix
sixpence	lixdaas
sixteen	lix iyo toban
sixth	lixaad
sixty	lixdan
sizable	weyn
size	cabbirka
sizzle	qafiif
ska	NO TRANSLATION
skate	skate
skateboard	skateboard
skater	skater
skating	barafka
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	qalfoofka
skeleton	qalfoofka
skeptic	shaki
skeptical	shaki
skepticism	shaki
sketch	sawir
sketching	sawir
sketchy	muuqaal ah
skewed	murugaysan
skewer	skewer
ski	Ski
skid	taraarax
skier	skier
skiff	shiil
skiing	skiing
skijump	NO TRANSLATION
skill	xirfad
skilled	xirfad leh
skillet	skillet
skillful	xirfad leh
skim	skim
skimpy	iskutallaab
skin	maqaarka
skinny	maqaarka
skip	ka bood
skipper	kabtanka
skirmish	iskuday
skirt	dharka
skirting	maro
skirts	tiknoolaji
skit	skit
skittish	iskudubarid
skull	dhakada
skunk	skunk
sky	samada
skylight	dusha sare
skyline	cirka
skyscraper	quruxda badan
slab	xargaha
slack	gooyay
slag	jeex
slam	slam
slammer	slammer
slander	qarsoodi ah
slanderous	qarsoodi ah
slang	kala duwan
slant	fadlan
slap	xoqin
slash	xoqan
slashes	jeexjeexyada
slate	xayeysiin
slates	xayeysiin
slaughter	la gowraco
slaughterhouse	gooynta
slaughtering	gawaarida
slave	addoonto
slavery	addoonsiga
slay	dilaan
slayer	dilka
sleaze	dillaacaya
sleazy	lumay
sled	NO TRANSLATION
sledding	xakamaynta
sledge	sledge
sledgehammer	boobka
sleek	jilicsan
sleep	hurdo
sleeper	hurdo
sleeping	hurdada
sleepless	hurdo la'aan
sleeplessness	hurdo la'aan
sleepover	hurdada
sleepy	hurdo
sleepyhead	hurdo la'aan
sleet	qabow
sleeve	xabbad
sleeveless	jilbaha
sleigh	qoorta
sleight	cabudhin
slender	caato ah
sleuth	hurut
slice	fadlan
slick	gabbasho
slicker	xargaha
slide	ku dheji
slider	xawaaraha
sliding	gawaarida
slight	wax yar
slight anticipation	rajo yar
slight disgust	nacayb yar
slight surprise	yaab leh
slight trust	kalsooni yar
slightly	wax yar
slightly negative	wax yar oo taban
slightly positive	waxoogaa wanaagsan
slim	slim
slime	jilicsan
slimy	jilicsan
sling	xoqin
slingshot	xoqan
slink	jeexi
slinky	jahwareer
slip	qashin
slipper	xargaha
slippers	xargaha
slippery	sariirta
slit	fadlan
sliver	sheyga
slob	fadlan
slobber	xakameyn
slogan	slogan
sloop	xayiraad
slop	NO TRANSLATION
slope	jiirada
sloppy	jilicsan
slot	booska
sloth	caajis
slouch	jilicsan
slough	iska daa
slow	gaabis ah
slowly	si tartiib ah
slowness	liidata
sludge	dhoobada
slug	slug
slugger	qaboojiyaha
sluggish	jilicsan
sluice	duufaan
slum	xumbo
slumber	jiifsan
slump	yareeyaa
slur	gabbasho
slurp	jilicsan
slush	riix
slut	gaabin
slutty	gardarro
sly	aad u
smack	dharbaaxo
small	yar yar
smaller	yar yar
smallest	ugu yar
smallpox	furuqa
smart	xikmad
smartass	smartass
smarten	smarten
smarty	xaasidnimo
smash	garaacaan
smashed	burburay
smattering	smattering
smear	smear
smell	urin
smelling	urta
smelly	dhadhan
smelt	dhoobo
smidgen	santuuqa
smile	dhoola cadeyn
smiled	la dhoola tiray
smiles	qosolka
smiley	smiley
smiling	oo dhoola cadeynaya
smirk	smirk
smite	garaac
smith	smith
smithereens	smithereens
smitten	la garaacay
smock	dharbaaxo
smog	smog
smoke	qiiqa
smoker	sigaarka
smokey	sigaarka
smoking	sigaar cabista
smoky	sigaarka
smoldering	smoldering
smooch	garaac
smooth	si siman
smoothie	smoothie
smoothly	si habboon
smoothness	sinnaanta
smother	xoqin
smudge	dhadhanka
smug	ku dhufo
smuggle	tahriibin
smuggler	tahriibiye
smuggling	tahriibinta
smut	smut
snack	cunto fudud
snacks	cunto fudud
snafu	snafu
snag	jug
snags	yareeyo
snail	qumbaha
snake	abeeso
snakes	masaska
snakeskin	snakeskin
snap	xiran
snapper	yareeye
snappy	gabbasho
snapshot	sheyga
snare	dabin
snarl	sariir
snarling	gabbasho
snatch	xakameyn
snatcher	gawaarida
snazzy	dabacsan
sneak	sneak
sneaker	sneaker
sneakers	dharbaaxayaal
sneaking	boobka
sneaky	sneaky
sneer	kaftanka
sneeze	hindhiso
sneezing	hindhisada
snicker	qosol
snide	ku dhufo
sniff	qashin
snip	yare
snipe	saaran
sniper	naqshadeeye
snippet	qashinka
snippy	snippy
snitch	xoqin
snob	sariir
snoop	snoop
snoopy	snoopy
snooty	yareey
snooze	gadaal
snore	qashinka
snorkel	snorkel
snort	santoon
snot	snot
snotty	sotty
snout	qashinka
snow	barafka
snowball	kubbadda barafka
snowboard	barafka
snowboarder	barafka
snowday	barafka
snowfall	barafka
snowflake	barafka
snowing	barafka
snowmageddon	bilowga barafka
snowman	Snowman
snowplow	barafka
snowstorm	baraf duufaan
snowy	baraf
snub	qaboojin
snubbed	niyad jabay
snuff	baqda
snug	riix
snuggle	qashin
snuggled	la daboolay
snuggles	qashinka
snuggling	qabashada
soak	ku qoyn
soaked	qooyay
soaking	qoyaan
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	saabuun
soapbox	saabuun
soapy	saabuun
soar	kor
soaring	koraan
sob	NO TRANSLATION
sober	miisaan
soblessed	NO TRANSLATION
sobriety	miyir la'aan
soc	soc
soccer	kubadda cagta
sociable	bulsho
social	bulsho
socialanxiety	NO TRANSLATION
socialism	bulshada dhexdeeda
socialist	Socialist
socialite	bulsho
socialize	bulshada dhexdeeda
society	bulshada
sociology	cilmiga bulshada
sociopath	sociopath
sock	fadhi
socket	socket
sod	sod
soda	soodhada
soda/pop	soodhada / pop
sodding	sdding
sodium	sodium
sofa	fadhiga
soft	jilicsan
softball	kubbadda gacanta
soften	jilicsan
softener	jilciye
softening	jilicsan
softly	jilicsan
softness	jilicsanaanta
software	software
soggy	jilicsan
sohappy	qanacsanaan
soil	ciid
soiled	wasakhaysan
soiree	Sallaal
sojourn	degenaansho
solace	kalsooni
solar	qoraxda
solarium	solarium
solder	mashiinka
soldering	Meelaynta
soldier	askari
sole	kaliya
solemn	adadag
solicit	codsasho
solicitation	Dacwado
solicitor	garyaqaan
solid	adag
solidarity	midnimo
solidification	Xoojinta
solidified	adkeeyay
solidify	adkeyso
solidity	adkaysiga
solitaire	solitaire
solitary	keli ah
solitude	kali
solo	solo
solubility	xalka
soluble	xalka
solucky	qulqulo
solution	xal
solve	xallin
solvency	mushaharka
solvent	xalka
somad	NO TRANSLATION
somatic	Somatic
somber	somber
some anticipation	Qaar ka mid ah rajada
some disgust	qaar nacayb ah
some surprise	qaar la yaab leh
some trust	qaar kalsooni
somersault	qadar
somethingigetalot	NO TRANSLATION
somewhat negative	xoogaa diidmo ah
somewhat positive	waxoogaa wanaagsan
somuchtodo	NO TRANSLATION
son	Wiil
sonar	Sonar
sonata	sonata
sonervous	NO TRANSLATION
song	hees
songwriter	qoraaga qoraaga
sonic	Sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	santuuq
soothe	yareeyo
soothing	sariirta
sophisticated	aad u sarreeya
sophistication	sofistication
sophomore	Sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	sixir
sorcery	sixir
sordid	sordid
sore	xanuuno
soready	soready
sorely	dhib badan
soreness	xanuun
sorghum	hadhuudhka
sorority	daa'in
sorrow	murugo
sorrowful	murugo
sorry	waan ka xumahay
sort	nooc
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	kala soocida
sos	NO TRANSLATION
soscared	soscared
soscary	soscary
soslow	soslow
sostressed	NO TRANSLATION
sosweet	aad u macaan
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	nafta
soulful	niyadjab
soulless	naftayda
soulmate	nafsadaheeda
sound	cod
sounding	qeylinta
soundness	midab
soundproof	soundproof
soundtrack	soundtrack
soup	Maraq
sour	Dhanaan
source	ilaha
sourpuss	niyadjab
south	Koonfur
southbound	koonfur galbeed
southeast	koonfur-bari
southern	koonfurta
southpaw	koofurta
southwest	koonfur galbeed
souvenir	iwm
sovereign	madaxweyne
sovereignty	madaxbannaani
soviet	Siyaasiyiin
sow	beero
soy	soy
soy sauce	maraqa soy
soybean	soybean
spa	isboorti
space	meel
spacecraft	xayawaan
spaceman	waraaqaha
spaceship	xayeysi
spacing	kala dheereynta
spacious	ballaaran
spade	isha
spaghetti	spaghetti
spam	spam
spammers	spammers
span	NO TRANSLATION
spandex	isgaadhsiinta
spaniel	Isbaanish
spank	garaacay
spanking	garaacid
spar	hareeraha
spare	nafis
spareribs	xayeysiisyada
sparingly	si xun
spark	dulin
sparkle	jilicsan
sparkling	dhalaalaya
sparkly	cadad
sparring	isdhaafka
sparrow	shahwada
sparse	lama filayo
spasm	daawada
spastic	xayeysiis ah
spat	dufka
spatial	Muuqaal
spatter	kala goynaya
spatula	spatula
spawn	kalluunka
spaz	Spaz
speak	hadal
speakeasy	murugo
speaker	hadlaha
speakerphone	telefoonka gacanta
speaking	hadalka
spear	waran
spec	ss
special	gaar ah
specialist	khabiir
speciality	takhasus leh
specialize	NO TRANSLATION
specially	gaar ahaan
specialty	takhasus leh
specie	NO TRANSLATION
species	noocyada
specific	gaar ahaan
specification	qeexitaan
specify	sheeg
specimen	tijaabada
speck	lakab
speckled	qulqulaya
specs	sifooyinka
spectacle	muuqaalka
spectacles	sawirada
spectacular	cajiib ah
spectator	daawade
specter	muuqaal ah
spectral	muuqaal
spectrometer	spectrometer
spectrophotometer	sawir-qaade
spectroscopy	Dareembar
spectrum	shaxanka
speculate	khubaro
speculation	sifeyn
speculative	Saameyn
speculum	tafaasiil
speech	hadalka
speechless	hadal la'aan
speed	xawaaraha
speedboat	speedboat
speedily	degdeg ah
speeding	xawaaraha
speedometer	xawaaraha
speedway	xawaaraha
speedy	degdeg ah
spell	qori
spellbound	xayeysiis
spelling	qorista
spencer	waraaqaha
spend	kharashka
spender	bixinta
spending	kharashka
spent	la qaatay
sperm	shahwada
spew	waaba
sphere	dusha
spherical	guud ahaan
sphincter	sfincter
sphinx	sphinx
spic	nacas
spice	udgoon
spicy	basbaas
spider	caaro
spiders	caarada
spiffy	jilicsan
spigot	Spigot
spike	boodh
spiked	ruxay
spiky	ciriiriga
spill	ku dhufo
spillin	NO TRANSLATION
spin	isbuuci
spinach	isbinaajka
spinal	spinal
spindle	xargo
spine	lafdhabarta
spineless	aanad lahayn
spinner	gooyay
spinning	riixid
spinster	lafdhabar
spiny	qallafsan
spiral	isbaaro
spire	isdhaafka
spirit	ruux
spirited	firfircoon
spirits	jinniyo
spiritual	ruuxa
spirituality	ruux ahaaneed
spit	tufid
spite	xitaa
spiteful	Xoog leh
spitfire	tufid
spittoon	qaado
splash	furka
splat	qurxinta
splatter	xoqin
spleen	beertii
splendid	qurux badan
splendor	qurux badan
splice	kabixin
spline	kala-sooc
splint	kabadhka
splinter	gooyaa
split	kala badh
splitting	kala qaybinta
splurge	splurge
spoil	garaacista
spoiler	boobka
spoiling	khasaare
spoils	qafaalasho
spoke	hadlay
spoken	la hadlay
spokesman	afhayeen
spokesperson	afhayeenka
sponge	isbuunyo
spongy	isbuunyo
sponsor	kafaala qaaday
sponsorship	kafaalasho
spontaneity	qabsasho
spontaneous	isbeddel
spoof	buuq
spook	isbaaro
spooky	cabsi leh
spool	xajiin
spoon	qaaddo
spoonful	beedka
sporadic	mararka qaarkood
spore	isboorti
sport	ciyaaraha
sporting	ciyaaraha
sports	ciyaaraha
sports car	gaari ciyaaraha
sportsman	ciyaaraha
sportsmanship	isboortiga
sportswriter	ciyaaraha isboortiga
sporty	isboorti
spot	meel
spotless	aan lahayn
spotlight	u iftiin
spotted	la helay
spotter	dhibcaha
spotty	dhibco
spousal	xaaska
spouse	xaaska
spout	fuudka
sprain	murgacasho
sprawl	kicin
spray	buufin
spread	faafin
spreader	faafiyaha
spree	cabsi
spring	guga
springtime	xilliga gu'ga
sprinkle	rusheeyo
sprinkler	rusheeyaha
sprinkling	rusheynta
sprint	duufaan
sprite	sprite
sprout	dhalatada
spruce	dhir
spud	isbuuci
spunk	xajin
spunky	shumis
spur	xayawaan
spurious	foorarsan
spurred	isbeelay
spurt	istiraatiijiga
spy	basaas
squabble	isku-dhafka
squad	kooxda
squadron	ciyaartoy
squall	squall
squamous	xajin
squander	xoqin
square	square
squash	squash
squat	xayawaan
squatter	dharbaaxo
squaw	maraji
squawk	boobka
squeak	xajin
squeaky	isku dhafan
squeal	squeal
squealer	squealer
squeamish	sukamish
squeeze	tuujin
squeezing	dharbaaxo
squelch	isku day
squid	xajin
squint	isku-dheji
squire	xajin
squirm	xaji
squirrel	xawaaraha
squirt	dhejis
squish	isku dhufo
squishy	isku-dhafan
stab	gaajo
stabbed	guntay
stability	xasiloonida
stabilize	dejinta
stabilizer	xasilooni
stable	deggan
staccato	staccato
stack	yaryar
stadium	garoon
staff	shaqaalaha
stag	nabar
stage	Marxalad
stagecoach	stagecoach
stagehand	marxuumka
stagger	adkaato
staggering	jahawareerka
stagnant	fadhi
stagnation	istaagida
staid	dhicin
stain	dhererka
stained	leexday
stainless	aan lahayn
stair	jaranjarada
staircase	jaranjarooyinka
stairs	jaranjaro
stairway	jaranjarada
stairwell	jaranjarooyinka
stake	saamileyda
stakeout	saamileyda
stale	waagii hore
stalemate	adkeysi
stalk	jirid
stalker	dulqaadka
stall	istaaga
stallion	dhicin
stalls	xadhkaha
stalwart	xayeysiin
stamina	stamina
stamp	shambadda
stampede	shaabadda
stance	duruufaha
stand	istaag
standard	heerka
standardize	qiyaasidda
standardized	heerkuleysan
standby	istaagid
standing	taagan
standoff	Iskuday
standpoint	aragtida
standstill	joojin
standup	istaag
stanza	durbadiiba
staph	staph
staple	nadiif ah
stapler	dhejinta
star	xiddig
star fruit	miro xiddid ah
starboard	sariirta
starch	istaarijin
stardom	dardar
stardust	adag
stare	dareen
starfish	dayax-gacmeedka
stargazing	Xakameyn
staring	aragtida
stark	jilicsan
starlet	xiddig
starlight	nalka iftiinka
starling	qulqulaya
starry	starry
stars	xiddigaha
starship	xiddigaha
start	bilow
starter	bilowga
startle	bilawga
startled	bilaabay
startling	bilawga
starvation	gaajo
starve	gaajo
starved	badiyay
starving	gaajo
stash	xashiish
stat	stat
state	gobolka
stately	sida qaalibka ah
statement	bayaanka
stateroom	rikoodhe
stateside	dawlad
statesman	dawlad
static	static
staticky	NO TRANSLATION
statics	statics
station	xarun
stationary	degan
stationery	qalabka dhismaha
statistic	tirokoob
statistical	tirokoob
statistician	xisaabiye
stator	stator
statuary	gobolka
statue	dhagax
statuette	xaalad
stature	jir
status	xaaladda
statute	xeer
statutory	sharci
staunch	fadeexad
stave	stave
stay	joog
stayaway	NO TRANSLATION
stayed	joogeen
stays	joogayaa
stead	nadiifi
steadfast	waari
steady	degenaansho
steak	hilibka
steakhouse	boorka cuntada
steal	xaday
stealing	xaday
stealth	xasilooni
stealthily	si qarsoodi ah
stealthy	aan lahayn
steam	uumi
steamboat	Hoos u dhig
steamer	qoyaan
steaming	uumiga
steamroller	feeraha
steamship	xayiraad
steamy	uumi
steel	birta
steep	xoqan
steeple	xargaha
steer	dir
steering	dirista
stellar	yaryar
stem	stem
stench	xoqan
stencil	istaaga
stenographer	stenographer
step	talaabo
stepdaughter	xaasle
stepfather	Adeer
stepmother	Aabe
steppe	steppe
steps	talaabooyinka
stepson	Stepson
stereo	stereo
stereoscopic	stereoscopic
stereotype	qalabixinta
stereotyped	riyaale
sterile	nadiif ah
sterility	sterility
sterilize	nadiifin
sterling	nadiifin
stern	adag
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	fuudka
steward	wakiil
stewardess	maamul
stewardship	maamulka
stfu	stfu
stick	ku dheg
sticker	dhejis
sticking	joojinta
stickler	dhejis
stickup	dhejis
sticky	dhajinta
stiff	adag tahay
stiffen	adag tahay
stiffness	qallafsanaan
stifle	adag
stifled	nadiifin
stifling	Isticmaalidda
stigma	dhaleeceyn
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	dhalasho
stillborn	wali dhashay
stillness	wali
stillwaiting	NO TRANSLATION
stilts	naqshado
stimulant	kicin
stimulate	kicin
stimulating	kicinta
stimulation	kicinta
stimulus	Wax kicinaya
sting	xoqin
stinger	saarista
stinging	dhirbaaxo
stingy	nacasnimo
stink	qallayl
stinker	qoyaan
stinking	xoqin
stinky	qosol leh
stint	dhicin
stipend	gunno
stipulate	shuruudaha
stipulation	shuruudaha
stir	walaaq
stirring	kareyso
stitch	xoqo
stitching	dharka
stock	saamiyada
stockade	badeecado
stockbroker	stockbroker
stockholder	saamileyda
stocking	saarid
stockings	shimbiraha
stockpile	dukaanka
stockroom	dukaanka
stocks	kaydka
stoic	stoic
stole	la xadey
stolen	la xaday
stomach	caloosha
stomachache	calool xanuun
stomp	stomp
stomped	nadiif ah
stone	dhagax
stoned	dhagxaan
stonewall	stonewall
stoneware	dhagxaan
stony	dhagaxa
stooge	shooga
stool	saxaro
stools	saxaro
stoop	xayiraad
stoopid	ciriiri
stop	joojin
stopover	joojinta
stoppage	joojinta
stopper	joojiye
stopping	joojinta
stopwatch	joojinta
storage	kaydinta
store	dukaanka
storefront	dukaanka
storehouse	dukaanka
storeroom	qolka kaydka
storing	kaydinta
storm	duufaan
storming	duufaan
stormy	duufaan
story	sheeko
storybook	sheekada sheekada
storyteller	sheekada
storytelling	Sheeko-siin
stound	garaac
stout	naadiga
stove	kariyaha
stow	xaaqin
stowaway	xaaqin
straddle	straddle
straight	toosan
straighten	toosi
straightforward	toos ah
straightway	isla markaaba
strain	cadaadis
strained	xanniban
strait	cidhiidhi
straitjacket	Cagaarshow
straits	dhibaatooyin
strand	istiraatiijiga ah
stranded	xannibay
strange	qariib ah
stranger	qariib ah
strangle	dharbaaxo
strangulation	dhajinta
strap	suunka
strapless	dhabar la'aan
strapping	xoqidda
strata	strata
strategic	Istaraatijiyad
strategist	istaraatiijiyadeed
strategy	istaraatiijiga
stratification	Dhismaha
stratosphere	stratosphere
stratum	stratum
stratus	stratus
straw	caws
strawberry	strawberry
stray	gooyaa
streak	xarig
streaked	xarrago leh
stream	socodka
streamer	diraha
streaming	socodka
streamline	hagaajinta
street	waddada
streetcar	waddada
streetlight	iftiinka dariiqa
strength	xoog
strengthen	xoojin
strengthening	Xoojinta
strenuous	xoog leh
strep	duufaan
stress	diiqada
stressed	careysan
stresses	walwal
stressfree	NO TRANSLATION
stressful	walaac
stressin	NO TRANSLATION
stressing	xoojinta
stressrelief	NO TRANSLATION
stretch	fidsan
stretcher	bareeraha
stricken	dhicin
strict	adag
stride	adoo raacaya
strife	dagaal
strike	shaqo joojin
strikeout	shaqo joojin
striker	Weeraryahan
striking	dharbaaxo
strikingly	aad u xiiso badan
string	xaraf
strings	calaamadaha
stringy	qalin
strip	xariijinta
stripe	xaraf
striped	dharbaaxay
stripped	dharbaaxay
stripper	stripper
striptease	striptease
strive	isku day
strobe	strobe
stroke	garaaca
stroll	isweydaarsi
stroller	qalqaaliyaha
strolling	istiraatiijiga
strong	xoog leh
stronghold	xoog leh
strongly	si xoog leh
structural	qaabdhismeed
structure	qaab dhismeedka
strudel	strudel
struggle	halganka
strut	qalooc
stub	stub
stubbed	xoqin
stubble	xoqin
stubborn	madax adag
stubbornness	madax adag
stubby	qaabka
stucco	stucco
stuck	xayiray
stuckup	NO TRANSLATION
stud	xoqo
studded	la baaro
student	arday
studied	waxbartay
studio	studio
study	waxbarashada
stuff	alaabta
