Word	ar
tablespoon	ملعقة طعام
tablet	لوح
tableware	أدوات المائدة
tabloid	صحيفة شعبية
taboo	محرم
tabular	مجدول
tabulate	جدولة
tabulation	جدولة
tachometer	مقياس سرعة الدوران
tacit	ضمني
tack	مسمار
tackle	يعالج
tackled	تناولت
tackling	العرقلة
tacky	مبتذل
taco	تاكو
tact	براعة
tactful	لبق
tactic	تكتيك
tactical	تكتيكي
tactics	تكتيكات
tactile	لمسي
tad	NO TRANSLATION
tadpole	شرغوف فرخ الضفدع
taffeta	التفتة نسيج حريري رقيق
taffy	حلوى
tag	بطاقة
tail	ذيل
tailed	الذيل
tailgate	الباب الخلفي
tailings	نفايات
taillight	الضوء الخلفي
tailor	خياط
tailoring	الخياطة
tailpipe	عوادم
taint	تلوث
take	يأخذ
takeoff	اخلع
takeout	أخرج
takeover	يتولى
taker	مشتر
talcum	مسحوق الطلق
tale	حكاية
talent	موهبة
talented	موهوب
talisman	تعويذة
talk	حديث
talkative	كثير الكلام
talker	ثرثار
tall	طويل
tallies	احصاءات
tallow	الشحم الحيواني
tally	عد
talon	مخلب
talons	NO TRANSLATION
tambourine	دف صغير
tame	NO TRANSLATION
tamer	التحيات
taming	ترويض
tamper	تلاعب
tampon	حشا
tan	أسمر
tandem	بالتزامن
tang	تانغ
tangent	المماس
tangerine	يوسفي
tangible	ملموس
tangle	تشابك
tangled	متشابكة
tango	رقصة التانغو
tank	خزان
tank top	اعلى الدبابة
tanker	ناقلة بترول
tanned	مدبوغ
tantalizing	محيرة
tantamount	معادل
tantrum	نوبة غضب
taoism	الطاوية
tap	صنبور
tape	شريط
tape measure	شريط القياس
taper	تفتق
tapering	متناقص
tapestry	نجود
tapeworm	دودة شريطية
tapioca	التابيوكا
taps	الصنابير
tar	قطران
tarantula	عنكبوت ذئبي
tardiness	تأخر
tardy	غير مبالي
target	استهداف
targeted	المستهدفة
targeting	استهداف
tariff	تعريفة
tarmac	طريق أسفلت
tarnish	تلطخ
tarot	التارو
tarp	NO TRANSLATION
tarry	تلكأ
tart	لاذع
tartan	الطرطان قماش صوفي مقلم
tartar	رواسب
task	مهمة
tassel	شرابة
taste	المذاق
tasteful	لذيذ
tasteless	لا طعم له
tasting	تذوق
tasty	طيب المذاق
tat	ملابس رثة
tattler	ثرثرة
tattletale	مفشي السر
tattoo	وشم
taught	يعلم
taunt	تهكم
taupe	رمادي داكن
taut	مشدود
tavern	حانة
tawdry	مبهرج
tawny	أسمر مصفر
tax	ضريبة
taxed	ضريبة
taxi	سيارة اجره
taxicab	سيارة اجرة
taxonomy	التصنيف
taxpayer	دافع الضرائب
tea	شاي
teach	علم
teacher	مدرس
teaching	تعليم
teacup	فنجان شاي
teahouse	المقهى
teal	بط نهري صغير
team	الفريق
teamjesus	NO TRANSLATION
teammate	زميله
teamwork	العمل بروح الفريق الواحد
teapot	براد شاى
tear	دمعه
tearful	مدمع
tearsofjoy	NO TRANSLATION
teary	الدموع تنهمر
tease	يغيظ
teaser	الإعلان التشويقي
teasing	إغاظة
teaspoon	ملعقة صغيرة
teat	حلمة
teatime	وقت الشاي
tech	التكنولوجيا
technical	تقني
technicality	تقنية
technician	فني
technique	تقنية
techno	تكنو
technological	التكنولوجية
technology	تقنية
ted	نشر لتجفيفه
teddy bear	دمية دب
tedious	مضجر
tedium	ملل
tee	نقطة الإنطلاق
teeming	مزدحم
teen	في سن المراهقة
teenage	سن المراهقة
teenager	مراهق
teens	مراهقون
teensy	teensy
teeny	صغير جدا
teeth	أسنان
teething	التسنين
teflon	تفلون
telegram	برقية
telegraph	برقية
telekinesis	التحريك الذهني
telemetry	القياس عن بعد
telepathic	تخاطري
telepathy	توارد خواطر
telephone	هاتف
telescope	تلسكوب
telescopic	تلسكوبي
telethon	عبر التلفزيون
teletype	المبرقة الكاتبة
televised	متلفز
television	التلفاز
tell	يخبار
teller	راوي
telling	تقول
telltale	واش
temp	مؤقت
temper	لين، لطف، هدأ
tempera	درجات الحرارة
temperament	طبع
temperamental	مزاجي
temperance	زهد
temperate	معتدل
temperature	درجة الحرارة
tempered	مزاج
tempest	عاصفة
template	قالب
temple	صدغ
tempo	NO TRANSLATION
temporal	زمني
temporarily	مؤقتا
temporary	مؤقت
tempt	جذب
temptation	إغراء
tempting	مغري
temptress	إغواء
ten	عشرة
tenable	ممكن الدفاع عنه
tenacious	عنيد
tenacity	عناد
tenancy	الإيجار
tenant	مستأجر
tend	تميل
tendency	نزعة
tender	مناقصة
tenderfoot	الوافد الجديد
tenderness	إيلام بالضغط
tending	تميل
tendon	وتر
tenement	شقة
tenet	عقيدة
tenets	المبادئ
tenfold	عشرة أضعاف
tennis	تنس
tenor	فحوى
tense	توتر
tensile	الشد
tension	توتر
tent	خيمة
tentacle	مجس نبات
tentative	مؤقت
tenth	العاشر
tenths	أعشار
tenuous	ضعيف
tenure	فترة
tepee	الخيمة
tepid	فاتر
tequila	تكيلا
teriyaki	تريكي
term	مصطلح
terminal	طرفية
terminate	إنهاء
termination	نهاية
terminator	فاصل
terminology	المصطلح
terminus	نهاية
termite	نمل أبيض
terms	شروط
tern	الخرشنة طائر مائي
ternary	ثلاثي
terrace	شرفة
terrain	تضاريس
terrestrial	أرضي
terrible	رهيب
terribly	رهيب
terrier	جحر
terrific	رائع
terrified	مذعور
terrifies	يرعب
terrify	أرهب
terrifying	مرعب
territorial	إقليمي
territory	منطقة
terror	ذعر
terrorism	إرهاب
terrorist	إرهابي
terrorists	الإرهابيين
terrorize	إرهاب
terse	مقتضب
tertiary	بعد الثانوي
test	اختبار
testament	وصية
testicle	خصية
testicular	الخصية
testify	شهد
testimonial	شهادة
testimony	شهادة
testosterone	هرمون التستوستيرون
testy	NO TRANSLATION
tetanus	الكزاز
tether	حبل
tethered	المربوطة
tetrahedral	رباعي السطوح
text	نص
textbook	الكتاب المدرسي
textile	الغزل والنسيج
textural	الملمس
texture	الملمس
tgif	TGIF
thank	شكر
thankful	شاكر
thankgod	الحمد لله
thanking	شكر
thankless	ناكر للجميل
thanks	شكر
thanksalot	NO TRANSLATION
thanksgiving	عيد الشكر
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	قش
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	ذوبان
theater	مسرح
theatrical	مسرحي
theatrics	مسرحية
thebest	الأفضل
theft	سرقة
theism	التوحيد
theistic	التوحيدية
thelife	الحياة
thelittlethings	NO TRANSLATION
theme	موضوع
theocracy	حكومة دينية
theocratic	ثيوقراطي
theologian	عالم لاهوت
theological	لاهوتي
theology	لاهوت
theorem	نظرية
theoretical	نظري
theory	نظرية
therapeutic	علاجي
therapeutics	العلاجات
therapist	المعالج
therapy	علاج
thereabouts	في الجوار
thereof	من ذلك
therewith	مع ذلك
thermal	حراري
thermocouple	المزدوجة الحرارية
thermodynamics	الديناميكا الحرارية
thermometer	ميزان الحرارة
thermos	الترموس
thermostat	منظم الحراره
thesaurus	المكنز
thesis	أطروحة
thick	سميك
thicken	غلظ
thickening	تثخين
thicket	أجمة
thickness	سماكة
thief	السارق
thigh	فخذ
thimble	كشتبان
thin	نحيف ضعيف
thing	شيء
things	أشياء
thingy	ثينغي
think	يفكر
thinker	مفكر
thinking	تفكير
third	الثالث
thirds	الثلثين
thirst	عطش
thirsty	متعطش
thirteen	ثلاثة عشر
thirteenth	الثالث عشر
thirty	ثلاثون
thistle	شوك
thither	هناك
thong	سير
thorn	شوكة
thorny	شائك
thorough	شامل
thoroughbred	أصيل
thoroughfare	ممر
thought	فكر
thoughtful	وقور
thoughtfulness	اكتراث
thoughtless	أرعن
thoughts	أفكار
thousand	ألف
thrash	جلد
thread	خيط
threat	التهديد
threaten	هدد
threatened	مهددة
threatening	مهدد
three	ثلاثة
threefold	ثلاثة أضعاف
threesome	مجموعة من ثلاثة أشخاص
thresh	درس الحنطة
threshold	عتبة
thrice	ثلاثا
thrift	تقتير
thrifty	مقتصد
thrill	التشويق
thrilled	بسعادة غامرة
thriller	القصة المثيرة
thrilling	مثير
thrive	النماء
thriving	مزدهر
throat	حلق
throb	نبض
throbbing	الخفقان
throes	مخاض
throne	عرش
throng	حشد
throttle	خنق
throw	يرمي
throwback	ردة
thrower	قاذف
thrown	مرمي
thrush	مرض القلاع
thrust	دفع
thruster	الدافع
thud	جلجل
thug	سفاح
thumb	إبهام اليد
thumbprint	بصمة الإبهام
thump	رطم
thumper	ضارب
thumping	شاذ
thunder	صوت الرعد
thunderbolt	صاعقة
thunderclap	قصف الرعد
thundering	مدو
thunderstorm	عاصفة رعدية
thunderstruck	مصعوق
thwart	إحباط
thx	شكرًا
thyme	زعتر
thyroid	درقي
tiara	تاج
tibia	الساق
tic	التشنج
tick	علامة
ticked	تكتك
ticker	مبرقة كاتبة
ticket	تذكرة
tickle	دغدغة
tickled	مدغدغ
ticklish	حساس
tidal	متعلق بالمد والجزر
tidal wave	موجة مد و جزر
tidbit	طعام شهي
tide	مد و جزر
tidings	بشرى
tidy	أنيق - مرتب
tie	ربطة عنق
tier	صف
tiff	شجار
tiger	نمر
tighten	شد
tightness	ضيق
tightrope	حبل مشدود
tights	لباس ضيق
tilde	تيلدا
tile	قرميدة
tiling	سطح مقرمد
till	NO TRANSLATION
tillage	حراثة
tiller	الحارث
tilt	إمالة
tilting	إمالة
timber	خشب
timberland	مشجره
timbre	جرس
time	زمن
timeless	أبدي
timeliness	توقيت
timely	في حينه
timeout	نفذ الوقت
timepiece	ساعة
timer	مؤقت
times	مرات
timetable	الجدول الزمني
timewasters	NO TRANSLATION
timid	خجول
timidity	خجل
timing	توقيت
tin	NO TRANSLATION
tincture	صبغة
tine	NO TRANSLATION
tinfoil	رقائق القصدير
tinge	مسحة
tingle	ارتعش
tingling	تنميل
tinker	عامل غير بارع
tinkering	ترقيع
tinkle	NO TRANSLATION
tinkling	الرنين
tinnitus	طنين الأذن
tinsel	بهرج
tint	لون
tiny	صغير جدا
tip	تلميح
tipper	قلاب
tipster	الوشاة بالقضية
tipsy	سكران
tiptoe	على رؤوس الأصابع
tirade	خطبة مسهبة عنيفة
tire	إطار العجلة
tired	متعبه
tiredness	تعب
tiredofit	NO TRANSLATION
tireless	لا يكل
tiresome	ممل
tiring	متعب
tissue	مناديل ورقية
tistheseason	NO TRANSLATION
tit	حلمة الثدي
titan	عملاق
titanic	جبار
titanium	التيتانيوم
tithe	عشر
title	عنوان
titled	بعنوان
titty	titty
titular	NO TRANSLATION
toad	العلجوم
toast	النخب
toaster	محمصة خبز كهربائية
toasty	دافء بشكل ممتع
tobacco	تبغ
toby	توبي
tod	تود
today	اليوم
toddler	طفل صغير
toe	إصبع قدم
toenail	ظفر الرجل
toffee	سكريات الطوفي حلوى
tofu	التوفو
toga	NO TRANSLATION
together	سويا
togetherness	العمل الجماعي
toil	كدح
toilet	الحمام
toils	الشراك
token	رمز
tolerable	مقبول
tolerance	تفاوت
tolerant	متسامح
tolerate	تحمل
toleration	تسامح
toll	رسوم
tomahawk	فأس الحرب
tomato	طماطم
tomatoes	طماطم
tomb	قبر
tombstone	تمثال
tomcat	هر
tome	إلي
tomorrow	غدا
ton	NO TRANSLATION
tone	نغمة
toner	الحبر
tong	NO TRANSLATION
tongs	ملقط
tongue	لسان
tonic	منشط
tonnage	حمولة
tonsils	اللوزتين
toocold	NO TRANSLATION
tool	أداة
toolbox	الأدوات
tooling	الأدوات
toomuchtodo	NO TRANSLATION
toot	بوق
tooth	سن
toothache	وجع أسنان
toothbrush	فرشاة الأسنان
toothed	مسنن
toothless	غير فاعل
toothpaste	معجون الأسنان
toothpick	عود اسنان
toots	تصافير
top	أعلى
topaz	توباز
topic	موضوع
topical	موضعي
topless	عاري الصدر
topographic	الطبوغرافية
topographical	الطبوغرافية
topography	تضاريس
topple	قلب
topside	العلوي
tor	تور
torch	شعلة
torment	عذاب
tormented	معذب
torn	تمزقها
tornado	إعصار
torpedo	نسف
torque	عزم الدوران
torrent	سيل
torrid	متقد
torsion	التواء
torso	جذع التمثال
tort	المسؤولية التقصيرية
tortious	التقصيرية
tortoise	سلحفاة
tortuous	متعرج
torture	تعذيب
tortured	تعذيب
toss	رمى
tot	NO TRANSLATION
total	مجموع
totality	كلية
totally	تماما
tote	حمل
totem	الطوطم
touch	لمس. اتصال. صلة
touchdown	هبوط
touched	لمست
touching	مؤثر
touchy	شديد الحساسية
tough	قاسي
toughen	قسى
toughness	صلابة
toupee	شعر مستعار
tour	جولة
tourism	سياحة
tourist	سياحي
tourmaline	التورمالين
tournament	المسابقة
tourniquet	وقف النزف
tout	NO TRANSLATION
tow	سحب
towel	منشفة
tower	برج
towering	شاهق
town	مدينة
townhouse	تاون هاوس
township	بلدة
townspeople	سكان المدينة
toxic	سام
toxicity	تسمم
toxicology	علم السموم
toxin	توكسين
toy	عروسه لعبه
toymaker	صانع الألعاب
trace	أثر
traceable	تعقبها
tracer	مرسمة
traces	آثار
trachea	ةقصبة الهوائية
tracing	اقتفاء أثر
track	مسار
tracker	تعقب
tract	الجهاز
tractable	لين العريكة
traction	جر
tractor	جرار زراعى
trade	تجارة
trademark	علامة تجارية
trader	تاجر
tradesman	تاجر
trading	تجارة
tradition	التقليد
traditional	تقليدي
traffic	حركة المرور
traffic light	اشارة المرور
trafficking	الاتجار
tragedies	المآسي
tragedy	مأساة
tragic	مأساوي
trail	ممر المشاة
trailer	عرض مختصر لفيلم
train	قطار
train set	مجموعة القطار
trained	متدرب
trainee	المتدرب
trainer	مدرب
training	تدريب
trait	سمة
traitor	خائن
traitorous	خائن
trajectory	مسار
tram	نوع من القطارات
tramp	متشرد
trample	سحق
trampoline	الترامبولين
tramway	ترام
trance	نشوة
tranquil	هادئ
tranquility	الطمأنينة
tranquilizer	مهدئ للأعصاب
transact	قام ب
transaction	عملية تجارية
transatlantic	عابر الأطلسي
transceiver	جهاز الإرسال والاستقبال
transcend	تجاوز
transcendence	تجاوز
transcendent	متعال
transcendental	فائق
transcribe	نسخ
transcriber	النساخ
transcript	نسخة طبق الأصل
transcription	نسخ
transfer	نقل
transference	نقل
transferred	نقل
transfixed	الذهول
transform	تحول
transformation	تحويل
transformer	محول
transfusion	نقل الدم
transgression	مخالفة
transient	عابر
transistor	الترانزستور
transit	عبور
transition	انتقال
transitional	انتقالي
transitive	متعد
transitory	عابر
translate	ترجمه
translation	ترجمة
translator	مترجم
translocation	النقل
translucent	شفافي نصف شفاف
transmission	انتقال
transmit	نقل
transmitter	مرسل
transmutation	تحويل
transom	رافدة
transparency	شفافية
transparent	شفاف
transplant	زرع اعضاء
transplantation	ازدراع
transponder	مستجيب
transport	المواصلات
transportation	وسائل النقل
transporter	الناقل
transpose	تبديل موضع
transposition	التحويل
transsexual	متحول جنسي
transverse	مستعرض
transvestite	المتحول جنسيا
trap	فخ
trapdoor	الباب المسحور
trapeze	أرجوحة
trapped	المحاصرين
trapper	الموقع بالفخ
trapping	محاصرة
trappings	زخارف
traps	الفخاخ
trash	قمامة، يدمر، يهدم
trashy	ملىء بالقمامة
trauma	صدمة
traumatic	جرحي
travail	NO TRANSLATION
travel	السفر
traveler	مسافر
traveling	مسافر
traverse	قطع
travesty	صورة زائفة
trawl	شبكة صيد
trawler	سفينة صيد
tray	صينية
treacherous	غادر
treachery	خيانة
tread	منبسط
treadmill	جهاز المشي
treason	خيانة
treasure	كنز
treasured	عزيز
treasurer	أمين صندوق
treasures	الكنوز
treasury	خزينة
treat	يعالج
treatable	علاجها
treatise	مقالة
treatment	علاج او معاملة
treaty	معاهدة
treble	زاد ثلاثة أضعاف
tree	شجرة
trees	الأشجار
trek	رحلة
trellis	تعريشة
tremble	يرتعش
trembling	ارتجاف
tremendous	هائل
tremendously	جدا
tremor	رعشه
trench	خندق
trend	اتجاه
trending	الشائع
trendy	شائع
trepidation	خوف
trespass	تعدي
triad	الثالوث
triage	نخب
trial	التجربة
triangle	مثلث
triangular	ثلاثي
triangulate	تثليث
triathlon	الترياتلون
tribal	قبلي
tribe	قبيلة
tribulation	محنة
tribunal	محكمة
tribune	منبر
tributary	الرافد
tribute	تحية
trick	الخدعة
trickery	تحايل
trickle	تقطر
trickster	محتال
tricky	صعب
tricycle	دراجة ثلاثية العجلات
trident	رمح ثلاثي الشعب
trifle	تافه
trifling	مشتت
trig	علم حساب المثلثات
trigger	اثار
trigonometry	علم المثلثات
trillion	تريليون
trilogy	ثلاثية
trim	تقليم
trimester	الثلث
trimmer	الانتهازي
trimming	زركشة
trine	ثلاثي
trinity	ثالوث
trinket	حلية
trio	ثلاثي
trip	رحلة قصيرة
tripartite	ثلاثي
tripe	أمعاء
triple	ثلاثي
triplet	ثلاثة توائم
triplicate	ثلاث نسخ
tripod	حامل ثلاثي القوائم
tripping	تنطلق
trite	تافه
tritium	الترتيوم نظير للهيدروجين
triumph	انتصار
triumphant	منتصر
trivia	توافه
trivial	تافه
troll	القزم
trolley	عربة
trombone	المترددة آلة موسيقية
troop	قوات
trooper	شرطي فارس
troops	القوات
trophy	غنيمة
tropic	مدار
tropical	استوائي
tropics	المدارية
trot	خبب
trouble	مشكلة
troubled	مضطرب
troublemaker	غوغائي
troubles	مشاكل
troublesome	مزعج
trough	حوض
troupe	فرقة
trousers	بنطال
trout	سمك السلمون المرقط
trowel	مجرفة
truce	هدنة
truck	شاحنة
trucker	سائق شاحنة
truckload	حمولة شاحنة
truculent	مشاكس
true	صحيح
truelove	الحب الحقيقى
truffle	الكمأة
truism	الحقيقة البديهية
trump	ورقة رابحة
trumpet	بوق
trumpeter	بواق
truncate	بتر
truncated	اقتطاع
trundle	دولاب
trunk	جذع
truss	حزم
trust	ثقة
trustee	قيم
trusting	واثق ب
trustworthy	جدير بالثقة
trusty	موثوق
truth	حقيقة
truthful	صادق
truthfulness	مصداقية
try	محاولة
tryout	جرِّب أو حاول
tryouts	الإختبارات
tsunami	تسونامي
tub	حوض
tuba	آلة توبا
tubby	بدين
tube	الة النفخ
tuberculosis	مرض السل
tubing	أنبوب
tubular	أنبوبي
tubule	أنبوب صغير
tuck	دس
tucker	ضنى
tuesday	الثلاثاء
tufted	معنقد
tug	الساحبة
tugboat	زورق السحب
tuition	محاضرة
tulip	الخزامي نبات
tumble	تعثر
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	البطن
tumor	ورم
tumour	ورم
tumult	شغب
tumultuous	مشاغب
tun	NO TRANSLATION
tuna	تونة
tunable	الانضباطي
tune	نغم
tunic	سترة قصيرة
tuning	ضبط
tunnel	نفق
turban	عمامة
turbidity	عكر
turbine	التوربينات
turbo	توربو
turbulence	اضطراب
turbulent	عنيف
turd	غائط
turf	احتلال
turkey	ديك رومي
turmeric	الكركم
turmoil	اضطراب
turn	منعطف أو دور
turnaround	التف حوله
turned	تحول
turning	دوران
turnip	لفت نبات
turnkey	تسليم المفتاح
turnoff	NO TRANSLATION
turnout	تحول
turnover	دوران
turnpike	حاجر
turntable	القرص الدوار
turpentine	زيت التربنتين
turquoise	فيروز
turret	برج
turtle	سلحفاة
turtleneck	بلوزة عنق
tussle	صراع
tutelage	وصاية
tutor	مدرس
tutoring	الدروس الخصوصية
tutu	تنورة منتفخة شديدة القصر
tux	التكس
tuxedo	ملابس السهرة للرجال
tv	تلفزيون
twain	زوجان
twat	twat
twats	twats
tweak	قرص
tweed	بذلة تويدية
tweet	سقسقة
tweezers	ملاقيط
twelfth	الثاني عشر
twelve	اثني عشر
twentieth	عشرون
twenty	عشرون
twerp	غبي
twig	غصين
twilight	الشفق
twill	نسيج قطني طويل
twin	التوأم
twine	جدل
twinge	خز
twinkle	وميض
twins	توأمان
twirl	دورة
twist	إلتواء
twisted	ملفوف
twister	إعصار
twit	غيظ
twitch	نشل
twitching	الوخز
twitchy	مضطرب
two	اثنان
two step	خطوتان
twofaced	NO TRANSLATION
twofold	ثنائي
twosome	مباراة فردية
tycoon	من ملوك المال
tyke	كلب متشرد
type	اكتب
typewriter	آلة كاتبة
typhoid	حمى التيفوئيد
typhoon	الاعصار
typical	نموذجي
typically	عادة
typist	ضارب على الآلة الكاتبة
typo	الخطأ المطبعي
typography	طباعة
tyrannical	استبدادي
tyranny	استبداد
tyrant	طاغية
tyre	إطار العجلة
ubiquitous	واسع الانتشار
ubiquity	كل مكان
ugliness	قبح
ugly	البشعة
uhoh	NO TRANSLATION
ukulele	القيثارة
ulcer	قرحة
ulterior	خفي
ultimate	أقصى
ultimately	في النهاية
ultimatum	إنذار
ultimo	NO TRANSLATION
ultrasound	الموجات فوق الصوتية
ultraviolet	فوق بنفسجي
umbilical	سري
umbra	ظلمة
umbrella	مظلة
umpire	حكم
umpteen	جمهور غفير
unabashed	قليل الحياء
unabated	بلا هوادة
unable	غير قادر
unacceptable	غير مقبول
unaccompanied	غير مصحوب
unaccountable	غير قابل للتفسير
unaccounted	في عداد المفقودين
unacknowledged	غير معترف بها
unadulterated	محض
unaffected	غير متأثر
unafraid	تخشى
unaided	غير مساعد
unaltered	دون تغيير
unambiguous	خالية من الغموض
unanimity	إجماع
unanimous	بالإجماع
unanimously	بالإجماع
unannounced	لم يعلن عنها مسبقا
unanswered	لم يتم الرد عليها
unanticipated	غير متوقعة
unappreciated	غير مقدر
unapproved	غير موافق عليها
unarmed	أعزل
unassisted	بدون مساعدة
unassuming	متواضع
unattached	منفصل
unattainable	متعذر
unattended	غير المراقب
unattractive	غير جذاب
unauthorized	غير مصرح
unavailable	غير متوفره
unavoidable	لا مفر منه
unaware	غير مدرك
unbalanced	غير متوازن
unbearable	لا يطاق
unbeatable	لا يهزم
unbeaten	غير مهزوم
unbecoming	غير لائق
unbelief	كفر
unbelievable	لا يصدق
unbiased	غير متحيزة
unborn	الذين لم يولدوا بعد
unbound	غير مجلد
unbounded	غير محدود
unbreakable	غير قابل للكسر
unbridled	غير ملجم
unbroken	غير منقطع
unbutton	فك الزرار
uncalled	لا مبرر له
uncanny	خارق للطبيعة
uncaring	غير مكترثة
uncensured	NO TRANSLATION
uncertain	غير مؤكد
uncertainty	شك
unchallenged	دون منازع
unchangeable	غير قابل للتغيير
unchanged	دون تغيير
uncharted	مجهول
uncherished	NO TRANSLATION
uncivilized	غير متحضر
unclaimed	لم يطالب بها أحد
uncle	اخو الام
unclean	غير نظيفة
unclear	غير واضح
uncomfortable	غير مريح
uncommon	غير مألوف
uncommonly	على نحو ممتاز
uncomplicated	غير معقدة
uncompromising	عنيد
unconcerned	لا مبالي
unconditional	غير مشروط
unconfirmed	غير مؤكد
unconnected	غير مرتبط
unconscionable	غير معقول
unconscious	فاقد الوعي
unconsciousness	فقدان الوعي
unconstitutional	غير دستوري
unconstrained	غير مكره
uncontested	بالتزكية
uncontrollable	متعذر ضبطه
uncontrolled	غير منضبط
unconventional	غير تقليدي
unconvinced	غير مقتنعة
unconvincing	غير مقنع للعقل
uncooked	نيء
uncooperative	غير متعاون
uncorrelated	غير مترابطة
uncouth	غير مألوف
uncover	كشف
uncritical	ضعيف التمييز
uncut	غير مختصر
undead	أوندد
undecided	متردد
undefeated	مهزوم
undefined	غير محدد
undeniable	لا ينكر
underage	تحت السن القانونية
underbelly	بطن
undercover	سري
undercurrent	تيار تحتي
underdog	خاسر
underestimate	يقلل من شأن
undergo	خضع
undergraduate	الجامعية
underground	تحت الارض
underhanded	المخادعة
underlay	بطانة
underlie	تكمن وراء
underline	أكد
underlying	الأساسية
undermine	تقويض
undermined	قوض
underneath	تحته
underpaid	يتقاضون أجورا
underpants	سراويل تحتية
underprivileged	المحرومين
underrated	الاستخفاف
underscore	أكد
undersea	البحر
undersecretary	وكيل الوزارة
undersized	أصغر من الحجم العادي
understaffed	نقص بالعمال
understand	تفهم
understandable	مفهوم
understanding	فهم
understatement	تصريح مكبوح
understood	فهم
understudy	قيد الدراسة
undertake	تعهد
undertaker	متعهد
undertaking	تعهد
undertow	تيار تحتي
underwear	ثياب داخلية
underwood	الشجيرات النامية تحت الشجر الكبير
underworld	الجحيم
underwrite	الاكتتاب
underwriter	ضامن
undeserved	غير مستحق
undesirable	غير مرغوب فيه
undesired	غير مرغوب
undetectable	غير قابلة للكشف
undetected	لم يتم كشفها
undetermined	غير حازم
undeveloped	غير متطور
undignified	غير وقور
undirected	صليات
undisclosed	لم يكشف عنها
undiscovered	غير المكتشفة
undisputed	مسلم به
undisturbed	هادئ
undivided	غير مقسمة
undo	فك
undoing	خراب
undoubted	لا شك فيه
undress	خلع ملابسه
undressed	خام
undue	مفرط
undying	لا يموت
unearned	لا مكتسب
unearth	كشف
uneasiness	قلق
uneasy	غير مستقر
uneducated	غير متعلم
unemployed	عاطلين عن العمل
unemployment	بطالة
unencumbered	غير مرتبط
unending	سرمدي
unequal	غير متساو
unequalled	فذ
unequivocal	لا لبس فيه
unequivocally	لا لبس فيه
unethical	غير اخلاقى
uneven	متفاوت
uneventful	هادئ
unexpected	غير متوقع
unexpectedly	بشكل غير متوقع
unexplainable	غير قابل للتفسير
unexplained	غير المبررة
unexplored	غير مستكشفة
unfailing	لا يفتر
unfair	غير منصف
unfairness	ظلم
unfaithful	غير مخلص
unfamiliar	غير مألوف
unfavorable	غير ملائمة
unfeeling	عديم الشعور
unfettered	محرر من
unfinished	ناقص
unfit	غير مؤهل
unflinching	رابط الجأش ثابتا
unfold	كشف
unfollow	الغاء المتابعة
unforeseen	غير متوقع
unforgettable	لا ينسى
unforgivable	غير متسامح
unforgiving	لا ترحم
unfortunate	يؤسف له
unfortunately	لسوء الحظ
unfounded	غير صحيحة
unfreeze	تسيح
unfriendly	غير ودي
unfulfilled	لم تتحقق
unfurnished	غير مفروشة
unglued	غير إلتصق
ungodly	الفجار
ungrateful	جاحد
unguarded	غير مصون
unhand	NO TRANSLATION
unhappiness	تعاسة
unhappy	تعيس
unharmed	سالمين
unhealthy	غير صحي
unheard	غير مسموع
unhelpful	غير مساعد
unhindered	دون عوائق
unholy	غير مقدس
unhook	نزع من الخطاف
unicorn	آحادي القرن حيوان خرافي
unidentified	مجهولة الهوية
unification	توحيد
unified	موحد
uniform	زى موحد
uniformed	القوات النظامية
uniformity	انتظام
uniformly	بشكل موحد
unimaginable	غير معقول
unimpeachable	لا يرقى إليه الشك
unimpeached	unimpeached
unimportant	غير مهم
unimpressed	متفائلين
unimproved	غير مستفاد منه
uninfected	غير مصاب
uninformed	جهل
uninhabited	غير معتاد
uninitiated	مبتدئين
uninspired	لا روح فيه
unintelligible	لا يمكن فهمه
unintended	غير مقصود
unintentional	غير مقصود
unintentionally	عن غير قصد
uninterested	لا مبالي
uninteresting	ممل
uninterrupted	متواصل
uninvited	غير مدعو
union	الاتحاد
unique	فريد
unisex	للجنسين
unison	انسجام
unit	وحدة
unitary	وحدوي
unite	توحد
united	متحد
unity	وحدة
universal	عالمي
universality	عالمية
universe	كون
university	جامعة
unjust	ظالم
unjustifiable	غير عادل
unjustified	غير مبرر
unkind	غير لطيف
unknowable	لا سبيل لمعرفته
unknown	غير معروف
unlawful	غير شرعي
unleash	إطلاق العنان
unlicensed	غير مرخصة
unlike	مختلف
unlikely	من غير المرجح
unlimited	غير محدود
unlisted	غير المدرجة في البورصة
unload	تفريغ
unloaded	تفريغ
unlock	فتح
unlucky	قليل الحظ
unmanageable	أهوج
unmanned	غير مزود بالرجال
unmarked	إنفراد
unmarried	اعزب
unmask	فضح
unmatched	لا مثيل له
unmistakable	جلي
unmitigated	غير ملطف
unmoved	لا مبالي
unnamed	غير مسمى
unnatural	غير طبيعي
unnecessary	غير ضروري
unneeded	لزوم لها
unnoticed	دون أن يلاحظها أحد
unnumbered	غير مرقم
unobserved	مخفي
unobstructed	دون عائق
unobtrusive	غير بارز
unoccupied	غير مشغول
unofficial	غير رسمي
unopened	فتحها
unopposed	دون معارضة
unordered	غير مرتبة
unorganised	غير منظم
unorganized	غير منظم
