Word	ky
stipulation	шарт
stir	кыбыроо
stirring	маанилүү
stitch	Кокетка
stitching	кураштыруу
stock	акция
stockade	аскердик абак
stockbroker	Стокброкер
stockholder	койюлган
stocking	жүгүртүүдөгү
stockings	байпак
stockpile	складдагы
stockroom	stockroom
stocks	запасы
stoic	чыгып кетти
stole	уурдап
stolen	уурдалган
stomach	аш казан
stomachache	ашказан оорушу
stomp	тебелеп
stomped	-тепседи
stone	таш
stoned	таш
stonewall	таш дубал
stoneware	жүрү-
stony	таштак
stooge	Аксактын жардамчысы
stool	стул
stools	заъы
stoop	бүк
stoopid	Stoopid
stop	токтотуу
stopover	мекен
stoppage	токтотуу
stopper	тороо
stopping	токтотуу
stopwatch	секундомер
storage	сактоочу жай
store	дүкөн
storefront	дүкөн
storehouse	кампа
storeroom	сактоочу жай
storing	сактоо
storm	катуу бороон
storming	штурм
stormy	борондуу
story	баян
storybook	Платтын
storyteller	жомокчу
storytelling	жомоктор
stound	stound
stout	каарман
stove	меш
stow	Тессман
stowaway	тарыхы
straddle	мингенде
straight	түз
straighten	түздөө
straightforward	жай-
straightway	дароо
strain	уруу
strained	оор
strait	кысык
straitjacket	чектейби
straits	Эгиз
strand	катарлуу
stranded	тыгылып
strange	бөлөк
stranger	Жолоочу
strangle	муунтуу
strangulation	муунтуу
strap	боонун
strapless	тонких
strapping	ичээр
strata	катмары
strategic	стратегиялык
strategist	стратег
strategy	стратегия
stratification	курчуду
stratosphere	Stratosphere
stratum	катмар
stratus	Stratus
straw	саман
strawberry	кызылгат
stray	Кароосуз
streak	серия
streaked	-була
stream	агым
streamer	Агылткыч
streaming	агым
streamline	жөнөкөйлөтүү
street	көчө
streetcar	трамвай
streetlight	көчө жарыгы
strength	күч
strengthen	күчтүү
strengthening	күчөтүү
strenuous	күчтүү
strep	ангина
stress	басым
stressed	баса белгиледи
stresses	белгиленген
stressfree	NO TRANSLATION
stressful	оор
stressin	NO TRANSLATION
stressing	баса белгиледи
stressrelief	NO TRANSLATION
stretch	чоюу
stretcher	замбил
stricken	жараланган
strict	катуу
stride	сылаганданда
strife	чыр-чатак
strike	иш таштоо
strikeout	strikeout
striker	чабуулчу
striking	кызыктуу
strikingly	абдан
string	аркан
strings	саптар
stringy	чаак
strip	Тилкелъъ
stripe	тилке
striped	чаар
stripped	сыйрып
stripper	Stripper
striptease	стриптиз
strive	аракет
strobe	аптамаатынан
stroke	жантык
stroll	Стролл
stroller	Малышу
strolling	басып
strong	күчтүү
stronghold	чеп
strongly	күчтүү
structural	структуралык
structure	түзүлүш
strudel	жыйынтыгы
struggle	күрөш
strut	көпкөн
stub	бүтүрүлбөгөн макалалар
stubbed	stubbed
stubble	чөптөн
stubborn	өжөр
stubbornness	көктүгү
stubby	Stubby
stucco	штукатурка
stuck	тыгылып
stuckup	NO TRANSLATION
stud	аргымак
studded	искегенде
student	Окуучу
studied	окуган
studio	студиясы
study	окуу
stuff	зат
stuffed animal	ашкөк жаныбар
stuffing	ичине салынган нерсе
stuffy	суздугу
stumble	мүдүрүлүү
stump	дүмүр
stumped	беришти
stun	жыга
stunned	айран
stunner	stunner
stunning	Жылып
stunt	бурдуруш
stunted	боюнун
stuntman	каскадер
stupefaction	Stupefaction
stupefy	кандай пикирлер
stupendous	камалат
stupid	келесоо
stupidity	келесоолук
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	тумандашкан
sturdy	бекем
sturgeon	икрасын
stutter	кекечтенүү
sty	Июл
style	стили
styling	Styling
stylish	саркеч
stylist	стилист
suave	жаалданганын
sub	Папканы
subatomic	субатомдук
subcommittee	кичи
subconscious	сезим
subcutaneous	Жылкыда
subdivide	бөлүштүрүп,
subdivision	бөлүм
subduction	мантияга
subdue	иштеткиле
subdued	кызыгам
subdural	subdural
subito	NO TRANSLATION
subject	тема
subjected	дуушар
subjection	баш ийүү
subjective	субъективддүү
subjugation	шылуун
sublet	каражатын субарендага
sublevel	sublevel
sublimation	sublimation
sublime	улуу
subliminal	албашына
submarine	суу асты менен жүрүүчү кайык
submerge	чөгөрүү
submerged	суу
submersible	чөгөрүлгөн
submission	берүү
submissive	баш ийген
submit	баш ийүү
submitting	берүү
subordinate	баш ийген
subordination	ий-
subplot	subplot
subpoena	сотко чакыруу кагазы
subscribe	жазылуу
subscriber	жазылуучу
subscription	жазылуу
subsequence	жыйынтыгы катары
subsequent	кийинки
subsequently	кийин
subservient	кайтарымсыз
subset	тандоо
subside	тартыла
subsidence	чөгүп кетүү
subsidiary	жардамчы
subsidize	акча менен камсыздоо
subsidy	субсидия
subsist	пайдаланылуучу укукту
subsistence	жашоо
subsoil	жер казынасын пайдалануу
subspace	SubSpace
substance	маңыз
substandard	субстандарттык
substantial	олуттуу
substantially	олуттуу
substantiate	негиздөө
substantive	негизги
substation	көмөкчордон
substitute	алмаштыруу
substituted	алмаштырылат
substitution	менен алмаштыруу
substructure	түзүмчөсүнүн
subterranean	жер астындагы
subtext	кыйытты
subtitle	кошумча сөз башы
subtle	билинбеген
subtlety	кадырбилгилик
subtract	кемитүү
subtraction	кемитүү
subtype	Тили
suburb	шаар чети
suburban	четиндеги
suburbia	Suburbia
suburbs	тегерек-четин
subversion	Subversion
subversive	колдо
subvert	кыйрата
subway	метро
succeed	ээрчүү
succeeding	кийинки
success	ийгилик
successful	ийгиликтүү
succession	мурастоо
successive	келерки
successor	оордун басуучу аял
succinct	кыска
succubus	суккуб
succulent	ширелүү
succumb	моюн сунбайт
suck	соруу
sucker	тыюу салынган
sucking	Эмчектеги
suckling	эмчектеги
sucks	соруп
suction	сиңирүү
sudden	кокус
suddenly	кокустан
suds	чайкаса
sue	сот тарабынан куугунтуктоо
suede	замша
suffer	азап
sufferer	кордук
suffering	азап
suffice	жетиштүү
sufficiency	камсыздандыруу
sufficient	жетиштүү
sufficiently	жетиштүү
suffix	SUFFIX
suffocate	муунтуу
suffocating	тумчуктура
suffocation	муунтуу
sugar	кант
suggest	сунуш
suggestion	сунуш
suggestive	сунуш
suicidal	өзүн-өзү өлтүрүү
suicide	өзүн өзү өлтүрүү
suicidebombing	NO TRANSLATION
suit	туура келүү
suitable	жарактуу
suitcase	чемодан
suite	Сюита
suitor	үйлөнүп
sulfate	кычкыл
sulfur	күкүрт
sulk	чөгөрө
sullen	тартынган
sully	Sully
sulphur	күкүрт
sultan	Султан
sultry	ысык
sum	сумма
summarily	ълъштъ
summarize	жыйынтык чыгаруу
summary	на
summation	ролун
summer	жай
summerhouse	жайкы үй
summertime	жайкы
summit	чоку
summon	чакыруу
summons	сотко чакыруу
sumo	сумо
sump	тунма
sumptuous	кыскартуу
sun	күн
sunbeam	нурлары тартылган
sunburn	күнгө күйүү
sundae	Кулон
sunday	Жекшемби
sundial	сундук
sundown	Күн баткандан кийин
sundry	ар кандай
sunflower	карама
sunglass	көз айнек
sunglasses	электрогитара
sunk	батты
sunken	кургашы;
sunless	Барашек Шон
sunlight	күн нуру
sunny	ачык
sunrise	күндүн чыгышы
sunroof	люктарын
sunscreen	Селексии
sunset	күндүн батышы
sunshine	күндүн нуру
suntan	белбоо
sunup	келген турбайбы
sup	Sup
super	супер
superannuation	пенсиялык
superb	мыкты
superficial	сырткы
superfluous	ашыкча
superhero	Супер каарман
superhuman	тыш
superimposed	үйүлөт
superintendent	учура-
superior	жогору
superiority	артыкчылык
superlative	Бакберген
superman	Супермен
supermarket	супермаркет
supermodel	supermodel
supernatant	supernatant
supernatural	тыш
supernova	Supernova
superposition	суперпозиция
superpower	эбегейсиз күч
supersede	алмаштырат
superstar	Superstar
superstition	ырым-жырым
superstitious	ырым-жырым
superstore	супермаркеттер
supervise	кароолчу
supervision	көзөмөлдөө
supervisor	көзөмөлдөөчү аял
supper	кечки тамак
suppertime	Сапэтайм
supplant	Түртүп
supple	ийкемдүү
supplement	кошумча
supplemental	кошумча
supplementary	кошумча
supplication	сурануу
supplier	жабдуучу
supplies	берүүлөр
supply	жабдуу
support	колдоо
supported	колдоо
supporter	багуучу
supporters	жактоочулары
supporting	колдоо
supportive	колдоо
suppose	эсептөө
supposed	калп
supposing	ойлоп
supposition	ойлогондун
suppress	басуу
suppression	бөгөт коюу
supremacy	артыкчылык
supreme	улуу
supremely	чексиз
surcharge	ашыра жүктөө
sure	ишенимдүү
surety	кепилдик
surf	Surf
surface	жер үстүндөгү
surfboard	серфинг үчүн такта
surfer	серфер
surge	толкунунун
surgeon	хирург
surgery	хирургия
surgical	хирургииялык
surly	уятсыздык
surmise	ойлоп
surname	атасынын аты
surpassing	мыкты
surplus	ашыкча
surprise	күтүлбөстүк
surprised	күтүлбөгөн
surprises	күтүлгөндөй
surprising	таң калтырган
surprisingly	Ошондуктан
surreal	сюрреализм
surrender	багынуу
surrendering	багындыруу
surrogate	орсок
surround	курчоо
surrounding	курчап
surroundings	г.
surveillance	көзөмөлдөө
survey	сурамжылоо
surveying	геодезиялык
surveyor	иликтөөчү
survival	тирүү калуу
survive	тирүү калуу
surviving	аман калган
survivor	тирүү калган аял
susceptibility	жалганчы
susceptible	сезгич
sushi	суши
suspect	шектүү
suspected	шектүү
suspend	токтотуу
suspended	убактылуу токтотулган
suspenders	кескин азайды
suspense	белгисиздик
suspension	токтотуу
suspicion	шек
suspicions	жоктугу
suspicious	шектүү
sustain	күч
sustained	туруктуу
sustenance	ичкенге тамагыбыз,
suture	көктөлгөн
suv	олен
sux	NO TRANSLATION
swab	идиштерден
swag	табылга
swagger	жерде +
swallow	жута
swami	Сиерра Леонада күн
swamp	саз
swamped	Элди тараткандан кийин
swampy	саздак
swan	ак куу
swank	Колдуэлл
swap	алмашуу
swarm	уюк
swarming	жайнаган
swastika	Гарринин
swat	калайын
sway	оой
swear	ант
swearing	ант берүү
sweat	тер
sweater	свитер
sweating	тердөө
sweatshirt	небо
sweatshop	көтөртпөй
sweaty	тердеп,
sweep	шашып өтүү
sweeper	борбру
sweeping	жапырган
sweet	таттуу
sweeten	кызбы
sweetened	таттуу
sweetener	Sweetener
sweetest	таттуу
sweetheart	Жылдыз
sweetie	шириним
sweetness	таттуу
sweets	таттуу
swell	үйлөө
swelling	шишик
sweltering	ысыгынан
swerve	адаштырба
swift	Күлүк
swiftly	тез
swig	чоң ууртам
swill	swill
swim	сүзүү
swimmer	сүзгүч
swimming	сүзүү
swimsuit	крсный
swindle	көбөйтүү
swindler	митайым
swine	чочко
swing	термелүү
swinger	swinger
swinging	бүктөлмө
swipe	серпүү
swirl	Айланма
swish	Дай жару!
switch	өчүрүп күйгүзгүч
switchblade	Александр
switchboard	Switchboard
swivel	кесуучу
swollen	шишиген
swoon	суусаганынан
swoop	кычап
sword	кылыч
swordfish	Swordfish
swordplay	поток
swordsman	Танюшка
sycamore	анжир
syllable	муун
syllabus	дарс программасы
symbiotic	симбиоздук
symbol	белги
symbolic	символдук
symbolically	каймана мааниде
symbolism	каймана маанидеги
symbolize	билдирет
symmetric	симметриялуу
symmetrical	симметриялуу
symmetry	симметриялуу
sympathetic	санаалаш
sympathize	жан тартуу
sympathy	жан тартуу
symphonic	болат
symphony	гуслинин
symposium	симпозиум
symptom	белги
symptomatic	симптоматикалык
synagogue	синагога
synapse	синапс
synaptic	кичинекей
sync	синхрондоштуруу
synchronize	синхрондоштуруу
synchronous	синхрондуу
syncope	syncope
syndicate	синдикат
syndrome	синдром
synergistic	синергетикалык
synergy	биргелешкен
synod	Synod
synonym	окшоштук
synonymous	синоним
synopsis	кинорежиссерлордун
synoptic	синоптикалык
syntax	синтаксиси
synthesis	синтези
synthesizer	синтезатор
synthetic	жасалма
syphilis	котон жара
syringe	шприц
syrup	шире
system	система
systematic	систематикалык
systematically	системалуу
t-shirt	Т-рубашка
tab	табулатура
tabasco	Кетчуп
tabby	табби
tabernacle	Жыйын чатыры
table	стол
tableau	NO TRANSLATION
tablecloth	окуганда
tablespoon	кашык
tablet	таблеткадан
tableware	айнуу
tabloid	гезит
taboo	тыюу салынган
tabular	түрүндөгү
tabulate	эсепт
tabulation	жыйынтык чыгаруу
tachometer	tachometer
tacit	унчукпоо
tack	бөркү чоң мык
tackle	чечүү
tackled	тапшырмалар
tackling	издешүүдө
tacky	Жабышып
taco	тако
tact	адептүүлүк
tactful	адептүү
tactic	тактика
tactical	убактылуу
tactics	тактика
tactile	кёзъ начар
tad	NO TRANSLATION
tadpole	көнөк
taffeta	taffeta
taffy	ландыши
tag	теги
tail	куйрук
tailed	куйруктуу
tailgate	Tailgate
tailings	калдыктарды сактоочу
taillight	арткы жарык
tailor	кийим тигүүчү
tailoring	жараша өзгөртүп
tailpipe	tailpipe
taint	кайырлуу
take	кабыл алуу
takeoff	учуп чыгуу
takeout	алып чыгып
takeover	өзүңө ал
taker	баш калкалай
talcum	талк
tale	аңгеме
talent	талант
talented	таланттуу
talisman	талисман
talk	сүйлөшүү
talkative	сүйлөшкөн
talker	айпай
tall	бийик
tallies	уруулары
tallow	ылайга
tally	саны
talon	Талон
talons	NO TRANSLATION
tambourine	дап
tame	NO TRANSLATION
tamer	Tamer
taming	багындыра
tamper	Суйунбай
tampon	басуу
tan	күнгө күйүү
tandem	тандем
tang	Tang
tangent	жаныма
tangerine	мандарины
tangible	материалдык
tangle	өрүлбөгөн
tangled	чаташкан
tango	танго
tank	танк
tank top	танк жогорку
tanker	нефть ташуучу кеме
tanned	куйгон
tantalizing	тийерлик
tantamount	барабар
tantrum	чыр
taoism	даосизм
tap	жапкыч
tape	сызма
tape measure	блокнот
taper	конус
tapering	жашарышын
tapestry	тукаба
tapeworm	курт
tapioca	тапиока
taps	чорголор
tar	кара май
tarantula	бөйөн
tardiness	кечигүү
tardy	Рене
target	бута
targeted	максаттуу
targeting	багытталган
tariff	бажы
tarmac	жайдан
tarnish	түшүрүшү
tarot	төлгө
tarp	NO TRANSLATION
tarry	калгыла
tart	Тарт
tartan	Tartan
tartar	Кыргыз жигит
task	маселе
tassel	.Үрөн
taste	кооздук сезим
tasteful	кооздук сезими менен жасалган
tasteless	даамсыз
tasting	даамын
tasty	даамдуу
tat	ък
tattler	tattler
tattletale	tattletale
tattoo	ийне менен териге сүрөт тартуу
taught	үйрөттү
taunt	ылакап
taupe	Taupe
taut	жебени
tavern	бириктирүү
tawdry	-сыпыр
tawny	кылчудай
tax	салык
taxed	салык
taxi	такси
taxicab	такси
taxonomy	систематикасы
taxpayer	салык төлөөчү
tea	чай
teach	окутуу
teacher	мугалим
teaching	окутуу
teacup	Чыны
teahouse	ШОУ
teal	чүрөк
team	команда
teamjesus	NO TRANSLATION
teammate	командалашы
teamwork	биргелешкен иш
teapot	чайнек
tear	көз жаш
tearful	Көздөрүнө жаш
tearsofjoy	NO TRANSLATION
teary	салаалап
tease	чатакташуу
teaser	тизер
teasing	тентектигине
teaspoon	чай кашык
teat	эмчектин учу
teatime	Teatime
tech	технология
technical	техникалык
technicality	формалдуу жак
technician	техник
technique	техника
techno	техно
technological	технологиялык
technology	технология
ted	TED
teddy bear	мамалак
tedious	Уикипедияны жакшыртуу
tedium	эриктирме
tee	Tee
teeming	быкпырдай кайнаган
teen	Өспүрүмдөр
teenage	өспүрүм
teenager	өспүрүм кыз
teens	өспүрүмдөр
teensy	дуйносу
teeny	куюлган
teeth	тиштери
teething	жарган
teflon	болуш
telegram	телеграмма
telegraph	телеграф
telekinesis	телекинездин
telemetry	телеметриясын
telepathic	потап
telepathy	детск
telephone	телефон
telescope	телескоп
telescopic	телескопиялык
telethon	Telethon
teletype	телетайпограмма
televised	сыналгы
television	телекөрсөтүү
tell	айтып
teller	Банкоматтардын
telling	айтып
telltale	пломбаларды
temp	темп
temper	жүрүш-туруш
tempera	температурасы
temperament	темпераментин
temperamental	темпераменттүү
temperance	поборники
temperate	мелүүн
temperature	температура
tempered	мүнөзү
tempest	бороон
template	шаблон
temple	ибадаткана
tempo	NO TRANSLATION
temporal	убактылуу
temporarily	убактылуу
temporary	убактылуу
tempt	азгыруу
temptation	азгыруу
tempting	азгыруучу
temptress	ролинде
ten	он
tenable	барбайт
tenacious	тайманбас
tenacity	бойлору
tenancy	ижара
tenant	жалдаган аял
tend	жакын
tendency	көрүнүш
tender	назик
tenderfoot	tenderfoot
tenderness	Боорукердик
tending	жайып
tendon	тарамыш
tenement	эртеё
tenet	анчалык
tenets	баалуулуктарынын
tenfold	эсеге
tennis	теннис
tenor	тенор
tense	чак
tensile	музоо
tension	чымыркануу
tent	чатыр
tentacle	сезүүчү
tentative	сыноо
tenth	онунчу
tenths	буудай унун
tenuous	деле
tenure	Мөөнөтүм
tepee	Tepee
tepid	жылуу
tequila	текила
teriyaki	Teriyaki
term	мөөнөт
terminal	акыркы пункт
terminate	токтотуу
termination	чек коюу
terminator	терминатор
terminology	терминология
terminus	тараптагы
termite	термит
terms	шарттары
tern	берилъъчъ
ternary	Үчилтик
terrace	веранда
terrain	район
terrestrial	жер бетиндеги
terrible	коркунучтуу
terribly	коркуткан
terrier	Terrier
terrific	коркунучтуу
terrified	коркуп
terrifies	үркүткөн
terrify	коркутуу
terrifying	коркунучтуу
territorial	аймактык
territory	территория
terror	террор
terrorism	терроризм
terrorist	террористтик
terrorists	террорчулар
terrorize	коркутуу
terse	кыска
tertiary	үчүнчү
test	текшерүү
testament	мурас
testicle	жумуртка
testicular	колу-
testify	күбөлөндүрүп турат
testimonial	аттестат
testimony	күбөлөрдүн көрсөтмөсу
testosterone	тестостерон
testy	NO TRANSLATION
tetanus	селейме
tether	бөлүшүү
tethered	бөлүшүү
tetrahedral	кремний-
text	текст
textbook	окуу китеби
textile	текстилдик
textural	textural
texture	текстура
tgif	TGiF
thank	рахмат
thankful	ыраазы
thankgod	Кудайга ыраазычылык
thanking	Шyгyр кылган
thankless	жакшылыкты билбеген
thanks	рахмат
thanksalot	NO TRANSLATION
thanksgiving	ыраазычылык
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	Thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	ээрүү
theater	театр
theatrical	театр
theatrics	зоок уюштуруу
thebest	мыкты
theft	уурулук
theism	материализм
theistic	теисттик
thelife	жашоо
thelittlethings	NO TRANSLATION
theme	тема
theocracy	теократия
theocratic	теократиялык
theologian	теолог
theological	теологиялык
theology	теология
theorem	теоремасы
theoretical	теориялык
theory	теория
therapeutic	дарылоо
therapeutics	дарыланууга
therapist	логопед
therapy	дарылануу
thereabouts	ошонун тегерегинде
thereof	анын
therewith	бүтүмдөр
thermal	жылуулук
thermocouple	термопар
thermodynamics	термодинамика
thermometer	жылуулукту өлчөгүч
thermos	сыкма
thermostat	термостат
thesaurus	тезаурус
thesis	тезис
thick	жоон
thicken	коюлануу
thickening	коюуланып
thicket	Thicket
thickness	туурасы
thief	ууру аял
thigh	сан
thimble	оймок
thin	арык
thing	буюм
things	нерселер
thingy	нерсе
think	ойлоо
thinker	ойчул
thinking	ой жүгүртүү
third	үчүнчү
thirds	үчтөн экиси
thirst	аңкоо
thirsty	суусап
thirteen	он үч
thirteenth	он үчүнчү
thirty	отуз
thistle	коко
thither	жакка
thong	Тонг
thorn	тикенек
thorny	тикенектүү
thorough	толук
thoroughbred	кандуу
thoroughfare	кан
thought	ой
thoughtful	кам көргөн
thoughtfulness	дарак
thoughtless	акылсыз
thoughts	ойлор
thousand	мын
thrash	бастырат
thread	жип
threat	коркунуч
threaten	коркутуу
threatened	коркунуч
threatening	коркунуч
three	үч
threefold	үч
threesome	Threesome
thresh	кырман
threshold	башталыш
thrice	үч жолу
thrift	Ссуда
thrifty	үнөмдүү
thrill	жыргал
thrilled	сүйүнөбүз
thriller	триллер
thrilling	толкуткан
thrive	гүлдөө
thriving	гүлдөп
throat	алкым
throb	согуу
throbbing	лукулдап
throes	учкундары
throne	тактысы,
throng	топту
throttle	дроссель
throw	ыргытуу
throwback	олимпийский
thrower	жиберчү
thrown	ыргытылат
thrush	оозул
thrust	максаты
thruster	thruster
thud	учуруп
thug	кесер
thumb	бармак
thumbprint	thumbprint
thump	жатканда кагышчу
thumper	thumper
thumping	аркадан
thunder	күндүн күркүрөөсү
thunderbolt	чагылгандын
thunderclap	күркүрөгөндө
thundering	Күн күркүрөп,
thunderstorm	чагылгандуу жаан
thunderstruck	дюминым
thwart	тоскоолдук
thx	рахмат
thyme	жапалак
thyroid	калкан
tiara	Tiara
tibia	аюунун
tic	кене
tick	кене
ticked	түгөнүп,
ticker	Текче
ticket	билет
tickle	кытыгы
tickled	Кошомат
ticklish	ыңгайсыз
tidal	сага жолукмайынча
tidal wave	жолукмайынча толкун
tidbit	кызык
tide	төмөндөш
tidings	кабарлар
tidy	тыкан
tie	галстук
tier	ярустуу
tiff	Алымбек
tiger	жолборс
tighten	кысуу
tightness	көбүктөр
tightrope	Халдей
tights	колготки
tilde	Жакыяга
tile	мозаика
tiling	плитка
till	NO TRANSLATION
tillage	айдоо аянттары
tiller	дыйкан
tilt	тент
tilting	жантайышы
timber	жыгач
timberland	тимберлейк
timbre	тембри
time	убакыт
timeless	эрте
timeliness	өз убагында
timely	өз убагында
timeout	убакыт бүттү
timepiece	так сааттардын
timer	таймер
times	жолу
timetable	ырааттама
timewasters	NO TRANSLATION
timid	уяң
timidity	статкомитетинин
timing	убакыт
tin	NO TRANSLATION
tincture	тундурмалары
tine	NO TRANSLATION
tinfoil	жалтыраган кагаз
tinge	толуучу
tingle	учат *
tingling	Тиштелген
tinker	Команда
tinkering	бүтөө
tinkle	NO TRANSLATION
tinkling	тыйынды
tinnitus	ыз
tinsel	Tinsel
tint	кошумча түс
tiny	кичинекей
tip	уч
tipper	Петербург
tipster	: не
tipsy	къалып
tiptoe	бут
tirade	кадрга
tire	дөңгөлөктүн алкагы
tired	чарчаган
tiredness	шай
tiredofit	NO TRANSLATION
tireless	талыкпас
tiresome	оор
tiring	чарчатуучу
tissue	ткань
tistheseason	NO TRANSLATION
tit	Маскөө
titan	Titan
titanic	Титаник
titanium	титан
tithe	ондук
title	наам
titled	аттуу
titty	Titty
titular	NO TRANSLATION
toad	курбака
toast	тост
toaster	кызарта какталган нан бышыргыч
toasty	toasty
tobacco	тамеки
toby	тобы
tod	Тод
today	бүгүн
toddler	Күүдө
toe	манжа
toenail	буттун башындагы тырмак
toffee	ракета
tofu	Tofu
toga	NO TRANSLATION
together	бирге
togetherness	логикалуулук
toil	эмгек
toilet	даараткана
toils	сыйыртмак
token	энбелгиси
tolerable	чыдамкай
tolerance	чыдамкайлык
tolerant	чыдай ала турган
tolerate	чыдоо
toleration	жумду
toll	салык
tomahawk	урулганын
tomato	помидор
tomatoes	помидор
tomb	мүрзө
tombstone	эстелик
tomcat	эркек мышык
tome	мага
tomorrow	эртең
ton	NO TRANSLATION
tone	түс
toner	тонер
tong	NO TRANSLATION
tongs	кычкачтарды
tongue	тил
tonic	тоник
tonnage	руданы
tonsils	Алкым бездери
toocold	NO TRANSLATION
tool	курал
toolbox	Аспап кутусу
tooling	көйнөкчөнгө
toomuchtodo	NO TRANSLATION
toot	Toot
tooth	тиш
toothache	Тиш оору
toothbrush	тиш щеткасы
toothed	тиштүү
toothless	тиши жок
toothpaste	тиш жуучу паста
toothpick	тиш тазалагыч
toots	toots
top	жогорку
topaz	топаз
topic	тема
topical	актуалдуу
topless	Брызги
topographic	КИТАЙ
topographical	Topographical
topography	топологиялары
topple	кулатуу
topside	topside
tor	төр
torch	жарык
torment	кыйналуу
tormented	азап
torn	жара
tornado	куюн
torpedo	Торпедо
torque	иш таштоо
torrent	Torrent
torrid	менен тосулуп алынды
torsion	четки
torso	дене
tort	Төрт-Күл
tortious	алдамчылык
tortoise	ташбака
tortuous	мээси жок
torture	кыйноо
tortured	кыйноого
toss	ыргытуу
tot	NO TRANSLATION
total	жалпы
totality	жыйындысы
totally	баары
tote	рубашки
totem	тотем
touch	тийүү
touchdown	конуу
touched	колун
touching	жүрөктү элжиреткен
touchy	-жеке
tough	катаал
toughen	катуулап
toughness	катаалдык
toupee	айдайбыз;
tour	тур
tourism	туризм
tourist	туристтик
tourmaline	турмалин
tournament	мелдеш
tourniquet	соолуп
tout	NO TRANSLATION
tow	буксирдөө
towel	кол жоолук
tower	мунара
towering	Бийик
town	шаар
townhouse	Таунхаус
township	поселканын
townspeople	Шаар тургундары
toxic	уулуу
toxicity	уулуу
toxicology	токсикологиясы
toxin	уулуу
toy	куурчак
toymaker	toymaker
trace	изи
traceable	байкалуучулугу
tracer	бътъръъчъл =
traces	издери
trachea	трахея
tracing	издөө
track	жол
tracker	Атаны
tract	баракчада
tractable	tractable
traction	жолдор
tractor	тарткыч
trade	соода
trademark	белги
trader	сатуучу
tradesman	Соодагердин
trading	соода
tradition	салт
traditional	салттуу
traffic	жол
traffic light	светофор
trafficking	сатуу
tragedies	Кырсык
tragedy	трагедия
tragic	трагедиялуу
trail	чиркегичтерин
trailer	трейлер
train	поезд
train set	поезд топтому
trained	үйрөтүлгөн
trainee	машыгуучу аял
trainer	машыктыргыч аял
training	үйрөтүү
trait	өзгөчөлүгү
traitor	чыккынчы
traitorous	чыккынчылык
trajectory	траектория
tram	трамвай
tramp	селсаяк
trample	тебелеп
trampoline	батут
tramway	аркан
trance	транс
tranquil	бейкут
tranquility	тынчтык
tranquilizer	тынчтагыч
transact	Бүтүм
transaction	бүтүм
transatlantic	трансатлантик
transceiver	transceiver
transcend	аша чапкан
transcendence	Transcendence
transcendent	түбөлүк чен
transcendental	абстракттуу
transcribe	чечмеленбей
transcriber	көчүрмөчүлөрдүн
transcript	стенограммасы
transcription	копиялоо
transfer	ташуу
transference	алып өтүү
transferred	берилген
transfixed	катып калды
transform	өзгөртүп,
transformation	кайра
transformer	КТП,
transfusion	кан алмаштыруу
transgression	бузуу
transient	убактылуу
transistor	жүрмө
transit	транзит
transition	өтүү
transitional	өткөөл
transitive	Өткөөл
transitory	убактылуу
translate	которуу
translation	котормо
translator	котормочу
translocation	которуштуруу
translucent	тунук
transmission	өткөрүү
transmit	берүү
transmitter	жибергич
transmutation	айланыш
transom	transom
transparency	ачыктык
transparent	тунук
transplant	көчүрүлүүсү
transplantation	өрт
transponder	ретрансляторлор
transport	ташуу
transportation	ташуу
transporter	Ташуучу
transpose	transpose
transposition	л ш
transsexual	үйлөндү
transverse	туурасынан кеткен
transvestite	transvestite
trap	тузак
trapdoor	капкакчасы
trapeze	акробаттары
trapped	камалып
trapper	Жемин
trapping	темирлерди
trappings	протоколдук
traps	тузак
trash	таштанды
trashy	Trashy
trauma	жарат
traumatic	оор
travail	NO TRANSLATION
travel	саякаттоо
traveler	саякатчы
traveling	Саякаттоо
traverse	жолунун
travesty	карикатурасы
trawl	трал
trawler	трал
tray	батыныс
treacherous	митаам
treachery	чыккынчылык
tread	тебелейт
treadmill	орунда
treason	чыккынчылык
treasure	кенч
treasured	баалуу
treasurer	эскичилик
treasures	байлык
treasury	казыналык
treat	мамиле кылуу
treatable	дарыласа
treatise	Рисале-и
treatment	иштетүү
treaty	келишим
treble	Скрипка
tree	дарак
trees	дарактар
trek	өтүшкөн
trellis	Trellis
tremble	титирөө
trembling	калтырак
tremendous	зор
tremendously	өтө
tremor	жер титирөөдөн
trench	арык
trend	ык
trending	тренд
trendy	модалуу
trepidation	түшүштү
trespass	айып үчүн чалынуучу
triad	Синден
triage	Triage
trial	сыноо
triangle	үч бурчтук
triangular	үч бурчтуу
triangulate	бөлүш
triathlon	Триатлон
tribal	уруу
tribe	уруу
tribulation	алаамат
tribunal	трибуналы
tribune	башы
tributary	салык
tribute	алым
trick	амалкөйлүк
trickery	куулук
trickle	тамчылатып
trickster	алдамчы
tricky	татаал
tricycle	караоке
trident	тризуб
trifle	майда-чүйдөсү
trifling	абдан
trig	Trig
trigger	спускалык илгич
trigonometry	тригонометрия
trillion	триллион
trilogy	үчилтиги
