Word	ur
sully	سلی
sulphur	سلفر
sultan	سلطان
sultry	بہادر
sum	رقم
summarily	مختصر طور پر
summarize	خلاصہ کریں
summary	خلاصہ
summation	سمن
summer	موسم گرما
summerhouse	گرمیوں کا گھر
summertime	موسم گرما
summit	سربراہی اجلاس
summon	سمن
summons	سمن
sumo	سومو
sump	سکمپ
sumptuous	شاندار
sun	سورج
sunbeam	سنبھام
sunburn	سنبھالنا
sundae	سوڈا
sunday	اتوار
sundial	سنجیدگی
sundown	سوڈاؤن
sundry	مختلف
sunflower	سورج مکھی
sunglass	دھوپ
sunglasses	دھوپ
sunk	سورج
sunken	سنکن
sunless	سورج
sunlight	سورج کی روشنی
sunny	دھوپ
sunrise	طلوع آفتاب
sunroof	سنروف
sunscreen	سنسکرین
sunset	غروب آفتاب
sunshine	دھوپ
suntan	suntan
sunup	سورج
sup	سڑکنا
super	سپر
superannuation	تعصب
superb	شاندار
superficial	سرفہرست
superfluous	زبردست
superhero	سپر ہیرو
superhuman	زبردست
superimposed	سپرد
superintendent	سپرنٹنڈنٹ
superior	اعلی
superiority	بہترینیت
superlative	زبردست
superman	سپرمین
supermarket	سپر مارکیٹ
supermodel	سپر ماڈل
supernatant	سپرنٹنٹ
supernatural	الکحل
supernova	سرنووا
superposition	سپرپوزیشن
superpower	سپر پاور
supersede	سپرد
superstar	سپر اسٹار
superstition	سموہن
superstitious	مہنگا
superstore	سپر اسٹور
supervise	نگرانی
supervision	نگرانی
supervisor	سپروائزر
supper	کھانا
suppertime	suppertime
supplant	سپلائر
supple	ملبوسات
supplement	ضمیمہ
supplemental	ضمنی
supplementary	ضمنی
supplication	دعا
supplier	سپلائر
supplies	سامان
supply	فراہمی
support	حمایت
supported	حمایت کی
supporter	حامی
supporters	حامیوں
supporting	کی حمایت
supportive	معاون
suppose	سمجھو
supposed	سمجھا
supposing	سپپوسنگ
supposition	سپاپن
suppress	دباؤ
suppression	دباو
supremacy	عظمت
supreme	زبردست
supremely	زبردست
surcharge	اضافی چارج
sure	یقین ہے
surety	یقینا
surf	سرف
surface	سطح
surfboard	سرف بورڈ
surfer	surfer
surge	اضافے
surgeon	سرجن
surgery	سرجری
surgical	جراحی
surly	سروی
surmise	شکست
surname	مختصر نام
surpassing	زیادہ تر
surplus	اضافی طور پر
surprise	تعجب
surprised	حیران کن
surprises	حیرت
surprising	حیرت انگیز
surprisingly	حیرت انگیز بات ہے
surreal	حقیقی
surrender	ہتھیار ڈالنے
surrendering	تسلیم کرنا
surrogate	پریشان
surround	گھرا
surrounding	ارد گرد
surroundings	ارد گرد
surveillance	نگرانی
survey	سروے
surveying	سروے کرنا
surveyor	سروکار
survival	بقا
survive	زندہ رہو
surviving	زندہ رہنے والا
survivor	بچت
susceptibility	حساسیت
susceptible	حساس
sushi	سشی
suspect	شکایات
suspected	شکست
suspend	معطل
suspended	معطل
suspenders	معطل
suspense	مشکوک
suspension	معطلی
suspicion	شکایات
suspicions	شکایات
suspicious	مشکوک
sustain	برقرار رکھو
sustained	مسلسل
sustenance	رزق
suture	سیون
suv	SUV
sux	NO TRANSLATION
swab	swab
swag	سوگ
swagger	اجنبی
swallow	نگل
swami	سوامی
swamp	دلدل
swamped	دلدل
swampy	دلکش
swan	سوان
swank	ادھر
swap	تبدیل کریں
swarm	تلوار
swarming	دلکش
swastika	سوسٹیکا
swat	سوات
sway	بولو
swear	قسم کھانا
swearing	قسمت
sweat	پسینہ
sweater	سویٹر
sweating	پسینہ
sweatshirt	سویٹرشاٹ
sweatshop	پسینہ
sweaty	پسینہ
sweep	جھاڑو
sweeper	سویپر
sweeping	جھاڑو
sweet	میٹھی
sweeten	میٹھی
sweetened	میٹھی
sweetener	میٹھیر
sweetest	سب سے پیاری
sweetheart	عزیز
sweetie	پیاری
sweetness	میٹھی
sweets	مٹھائی
swell	سوگ
swelling	سوجن
sweltering	سوئگلٹرنگ
swerve	سویرے
swift	تیز رو
swiftly	تیزی سے
swig	swig
swill	سواری
swim	تیر
swimmer	swimmer
swimming	تیراکی
swimsuit	swimsuit
swindle	سوئچل
swindler	swindler
swine	سوائن
swing	سوئنگ
swinger	swinger
swinging	جھلکیاں
swipe	سوائپ
swirl	چکر کھانا
swish	سوئچ
switch	سوئچ
switchblade	سوئچ بلڈ
switchboard	سوئچ بورڈ
swivel	سوئگل
swollen	سوجن
swoon	سوئون
swoop	سوئپ
sword	تلوار
swordfish	تلوارفش
swordplay	تلوار پلے
swordsman	تلوارکار
sycamore	ہمارا
syllable	شائستہ
syllabus	نصاب
symbiotic	سمیپوٹ
symbol	علامت
symbolic	علامتی
symbolically	علامتی طور پر
symbolism	علامات
symbolize	علامت
symmetric	سمت
symmetrical	سمیٹ
symmetry	سمتری
sympathetic	ہمدردی
sympathize	ہمدردی
sympathy	ہمدردی
symphonic	سمفونی
symphony	سمفنی
symposium	سمپوزیم
symptom	علامات
symptomatic	علامتی
synagogue	عبادت گاہ
synapse	مطابقت پذیری
synaptic	synaptic
sync	ہم آہنگی
synchronize	مطابقت پذیری
synchronous	ہم آہنگی
syncope	مطابقت پذیری
syndicate	سنڈیکیٹ
syndrome	سنڈروم
synergistic	synergistic
synergy	مطابقت
synod	سنجیدگی
synonym	مترجم
synonymous	مترجم
synopsis	ہم آہنگی
synoptic	ہم آہنگی
syntax	نحو
synthesis	ترکیب
synthesizer	synthesizer
synthetic	مصنوعی
syphilis	سیفیلس
syringe	سرنج
syrup	شربت
system	نظام
systematic	منظم
systematically	منظم طریقے سے
t-shirt	ٹی شرٹ
tab	ٹیب
tabasco	ٹیباسکو
tabby	ٹیب
tabernacle	خیمہ
table	ٹیبل
tableau	NO TRANSLATION
tablecloth	میزبان
tablespoon	چمچ
tablet	گولی
tableware	میزبان
tabloid	ٹیبلوڈ
taboo	ممنوع
tabular	ٹیبلر
tabulate	طلاق دینا
tabulation	ٹیبلنگ
tachometer	ٹاکٹرومیٹر
tacit	tacit
tack	ٹاک
tackle	سے نمٹنے
tackled	سے نمٹنے
tackling	سے نمٹنے
tacky	ٹاکی
taco	ٹیکو
tact	حکمت
tactful	حکمت عملی
tactic	حکمت عملی
tactical	حکمت عملی
tactics	حربے
tactile	تکیہ
tad	NO TRANSLATION
tadpole	tadpole
taffeta	ٹفیٹا
taffy	کافی ہے
tag	ٹیگ
tail	دم
tailed	پختہ
tailgate	tailgate
tailings	tailings
taillight	پونچھ کی روشنی
tailor	درجی
tailoring	پگھلنے
tailpipe	پائپ پائپ
taint	متفق
take	لے لو
takeoff	لے لو
takeout	لے آؤٹ
takeover	قبضہ کرنا
taker	ٹاکر
talcum	ٹیلکم
tale	کہانی
talent	پرتیبھا
talented	باصلاحیت
talisman	ٹیلسن
talk	بات چیت
talkative	باتونی
talker	بات چیت
tall	قد
tallies	ٹیلیاں
tallow	قد
tally	ٹیلی
talon	ٹیلون
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	لامحدود
taming	ٹومنگ
tamper	چھیدنا
tampon	ٹیمپون
tan	ٹین
tandem	ٹنڈم
tang	ٹانگ
tangent	ٹیننٹ
tangerine	ٹینگرین
tangible	ٹھوس
tangle	الجھن
tangled	الجھن
tango	ٹانگو
tank	ٹینک
tank top	ٹینک سب سے اوپر
tanker	ٹینکر
tanned	tanned
tantalizing	tantalizing
tantamount	امانت
tantrum	ٹنٹرم
taoism	تاؤزم
tap	نل
tape	ٹیپ
tape measure	فیتے کی پیمائش
taper	ٹاپ
tapering	ٹاپنگ
tapestry	نلیاں
tapeworm	ٹیپوارم
tapioca	NO TRANSLATION
taps	نل
tar	NO TRANSLATION
tarantula	ٹرانسلاولا
tardiness	tardiness
tardy	tardy
target	ہدف
targeted	نشانہ بنایا
targeting	ھدف بندی
tariff	ٹیرف
tarmac	tarmac
tarnish	پریشان
tarot	ٹرو
tarp	NO TRANSLATION
tarry	ٹیری
tart	ٹارٹ
tartan	طوفان
tartar	تاجر
task	کام
tassel	ٹاسسل
taste	ذائقہ
tasteful	مزاج
tasteless	بے باک
tasting	چکھنا
tasty	سوادج
tat	ٹیٹ
tattler	tattler
tattletale	ٹیبللیٹ
tattoo	ٹیٹو
taught	سکھایا
taunt	طنز
taupe	taupe
taut	جھٹکا
tavern	ٹھنڈا
tawdry	تلویری
tawny	تانی
tax	ٹیکس
taxed	ٹیکس کیا
taxi	ٹیکسی
taxicab	ٹیکسیکاب
taxonomy	تشہیر
taxpayer	ٹیکس دہندہ
tea	چائے
teach	سکھائیں
teacher	استاد
teaching	پڑھانا
teacup	ٹاسکپ
teahouse	طہارت
teal	تلی
team	ٹیم
teamjesus	NO TRANSLATION
teammate	ٹیم
teamwork	ٹیم ورک
teapot	ٹیپٹ
tear	آنسو
tearful	آنسو
tearsofjoy	NO TRANSLATION
teary	تیری
tease	چڑھاو
teaser	چھیڑنا
teasing	چڑھاو
teaspoon	چائے کا چمچ
teat	ٹیٹ
teatime	چائے کا وقت
tech	ٹیک
technical	تکنیکی
technicality	تکنیکی
technician	ٹیکنیشن
technique	تکنیک
techno	ٹیکنالوجی
technological	تکنیکی
technology	ٹیکنالوجی
ted	ٹیڈ
teddy bear	ٹیڈی بیر
tedious	سخت
tedium	ٹڈیم
tee	ٹی
teeming	پیار کرنا
teen	نوجوان
teenage	نوجوان
teenager	نوجوان
teens	نوجوان
teensy	نوجوان
teeny	نوعمر
teeth	دانت
teething	چڑھاؤ
teflon	teflon
telegram	ٹیلیگرام
telegraph	ٹیلیگراف
telekinesis	ٹیلیکائنس
telemetry	ٹیلی فون
telepathic	ٹیلی ویژن
telepathy	ٹیلی فون
telephone	ٹیلی فون
telescope	دوربین
telescopic	دوربین
telethon	ٹیلی فون
teletype	ٹیلیٹائپ
televised	ٹیلی ویژن
television	ٹیلی ویژن
tell	بتاؤ
teller	بولی
telling	کہہ
telltale	بتائیں
temp	طلبا
temper	مزاج
tempera	درجہ حرارت
temperament	مزاج
temperamental	مزاج
temperance	مزاج
temperate	مزاج
temperature	درجہ حرارت
tempered	مزاج
tempest	tempest
template	سانچے
temple	مندر
tempo	NO TRANSLATION
temporal	عارضی طور پر
temporarily	عارضی طور پر
temporary	عارضی طور پر
tempt	آزمائش
temptation	لالچ
tempting	کشش
temptress	آزمائش
ten	دس
tenable	پائیدار
tenacious	زبردست
tenacity	استحکام
tenancy	کرایہ دار
tenant	کرایہ دار
tend	کیا کرتے ہیں
tendency	رجحان
tender	ٹینڈر
tenderfoot	ٹینڈرفٹ
tenderness	ادویات
tending	معاوضہ
tendon	ادھر
tenement	کرایہ دار
tenet	اصول
tenets	اصولیں
tenfold	دس گنا
tennis	ٹینس
tenor	ٹور
tense	کشیدگی
tensile	تناسب
tension	کشیدگی
tent	خیمے
tentacle	خیمے
tentative	اجتماعی
tenth	دسواں
tenths	دسواں
tenuous	نرمی
tenure	دور
tepee	ٹپ
tepid	ٹپڈ
tequila	ٹیبل
teriyaki	teriyaki
term	اصطلاح
terminal	ٹرمینل
terminate	ختم کرنا
termination	ختم
terminator	ٹرمینٹر
terminology	اصطلاحات
terminus	ٹرمیننس
termite	ٹرمائٹ
terms	شرائط
tern	ٹرن
ternary	ٹرنری
terrace	چھت
terrain	خطے
terrestrial	زمینی جسموں
terrible	خوفناک
terribly	بہت
terrier	ٹریئر
terrific	بہت اچھا
terrified	خوفناک
terrifies	خوفناک
terrify	خوفناک
terrifying	خوفناک
territorial	علاقائی
territory	علاقہ
terror	دہشت گردی
terrorism	دہشت گردی
terrorist	دہشت گرد
terrorists	دہشت گردی
terrorize	دہشت گردی
terse	جھگڑا
tertiary	تیریری
test	ٹیسٹ
testament	عہد نامہ
testicle	امتحان
testicular	امتحان
testify	گواہی دینا
testimonial	تعریف
testimony	گواہی
testosterone	ٹیسٹوسٹیرون
testy	NO TRANSLATION
tetanus	تیتانوس
tether	ٹھیر
tethered	tethered
tetrahedral	ٹیٹراڈالل
text	متن
textbook	درسی کتاب
textile	ٹیکسٹائل
textural	ٹیکسٹائل
texture	ساخت
tgif	tgif
thank	شکریہ
thankful	شکر گزار
thankgod	خدا کا شکر ہے
thanking	شکریہ
thankless	شکریہ
thanks	شکریہ
thanksalot	NO TRANSLATION
thanksgiving	یوم تشکر
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	چیچ
thatmoment	NO TRANSLATION
thaumaturgy	thumumurgurgy
thaw	پھول
theater	تھیٹر
theatrical	تھیٹر
theatrics	تھیٹر
thebest	بہترین
theft	چوری
theism	اسزم
theistic	حقیقت پسندی
thelife	زندگی
thelittlethings	NO TRANSLATION
theme	خیالیہ
theocracy	تسکری
theocratic	عروج
theologian	ماہرین
theological	حیاتیات
theology	نظریہ
theorem	پروم
theoretical	نظریاتی
theory	نظریہ
therapeutic	علاج
therapeutics	علاج
therapist	تھراپسٹ
therapy	تھراپی
thereabouts	وہاں
thereof	اس کے
therewith	اس کے ساتھ
thermal	تھرمل
thermocouple	thermocouple
thermodynamics	ترمیم
thermometer	ترمامیٹر
thermos	ترمام
thermostat	ترمامیٹر
thesaurus	تھسوورس
thesis	تھیس
thick	موٹی
thicken	موٹی
thickening	موٹائی
thicket	ٹکٹ
thickness	موٹائی
thief	چور
thigh	ران
thimble	thimble
thin	پتلی
thing	چیز
things	چیزیں
thingy	بات
think	سوچنا
thinker	سوچنے والا
thinking	سوچنا
third	تیسرے
thirds	تیسرے
thirst	پیاس
thirsty	پیاسا
thirteen	تہرہ
thirteenth	تیرہیں
thirty	تیس
thistle	thistle
thither	تو
thong	thong
thorn	پھول
thorny	سینگ
thorough	مکمل
thoroughbred	اچھی طرح سے
thoroughfare	اچھی طرح سے
thought	سوچا
thoughtful	فکر مند
thoughtfulness	فکر مند
thoughtless	بے نظیر
thoughts	خیالات
thousand	ہزار
thrash	پھینکنا
thread	دھاگے
threat	خطرہ
threaten	خطرہ
threatened	دھمکی دی
threatening	دھمکی
three	تین
threefold	تین گنا
threesome	threesome کے
thresh	دباؤ
threshold	حد
thrice	تیسری
thrift	غصہ
thrifty	رشوت
thrill	پریشان
thrilled	خوشگوار
thriller	رومانچک
thrilling	زبردست
thrive	پھیلاؤ
thriving	خوشگوار
throat	حلق
throb	فورا
throbbing	پھینکنا
throes	تھیلے
throne	تخت
throng	مضبوط
throttle	دباؤ
throw	پھینک دو
throwback	پھینک دو
thrower	پھینک
thrown	پھینک دیا
thrush	کچلنے
thrust	زور
thruster	دباؤ
thud	دھوکہ / فشنگ
thug	ٹھگ
thumb	انگوٹھے
thumbprint	انگوٹھے کا نشان
thump	پھینکنا
thumper	تھامپر
thumping	تھکاوٹ
thunder	گرج
thunderbolt	تھنڈربالٹ
thunderclap	تھنڈرکلپ
thundering	پھول
thunderstorm	طوفان
thunderstruck	پھول
thwart	ختم
thx	شکریہ
thyme	تھائی
thyroid	تائیرائیڈ
tiara	تارا
tibia	ٹبیا
tic	tic
tick	ٹینک
ticked	چاٹ لیا
ticker	ٹکر
ticket	ٹکٹ
tickle	ٹائل
tickled	ٹکڑا
ticklish	ticklish
tidal	سمندری
tidal wave	سمندری لہر
tidbit	tidbit
tide	لہر
tidings	خوشخبری
tidy	صاف
tie	ٹائی
tier	ٹائر
tiff	ٹف
tiger	چیتا
tighten	سخت
tightness	تنگی
tightrope	تنگی
tights	ٹائٹس
tilde	ٹلیڈا
tile	ٹائل
tiling	ٹائلنگ
till	NO TRANSLATION
tillage	کرایہ
tiller	تکلیف
tilt	جھگڑا
tilting	جھکنا
timber	لکڑی
timberland	لکڑی
timbre	ٹرم
time	وقت
timeless	گزرا
timeliness	زمانہ
timely	بروقت
timeout	وقت ختم
timepiece	ٹائم
timer	ٹائمر
times	اوقات
timetable	نظام الاوقات
timewasters	NO TRANSLATION
timid	ٹائڈڈ
timidity	ٹھوس
timing	وقت
tin	NO TRANSLATION
tincture	ٹکنچر
tine	NO TRANSLATION
tinfoil	NO TRANSLATION
tinge	ٹنگ
tingle	ٹائل
tingling	ٹنگنگ
tinker	ٹنکر
tinkering	ٹکرانا
tinkle	NO TRANSLATION
tinkling	ٹینکنگنگ
tinnitus	ٹنیٹس
tinsel	tinsel
tint	ٹنٹ
tiny	چھوٹے
tip	ٹپ
tipper	ٹپر
tipster	تجاویز
tipsy	تجاویز
tiptoe	ٹپٹو
tirade	ٹائر
tire	ٹائر
tired	تھکا ہوا
tiredness	تھکاوٹ
tiredofit	NO TRANSLATION
tireless	ٹیرر
tiresome	تھکاوٹ
tiring	تھکاوٹ
tissue	ٹشو
tistheseason	NO TRANSLATION
tit	ٹائٹ
titan	ٹائٹین
titanic	ٹائٹینک
titanium	ٹائٹینیم
tithe	ٹائٹی
title	عنوان
titled	عنوان
titty	titty
titular	NO TRANSLATION
toad	مالا
toast	ٹوسٹ
toaster	ٹوسٹر
toasty	toasty
tobacco	تمباکو
toby	تاجر
tod	tod
today	آج
toddler	چھوٹا بچہ
toe	پیر
toenail	toenail
toffee	ٹافی
tofu	ٹوفو
toga	NO TRANSLATION
together	ایک دوسرے کے ساتھ
togetherness	ہم آہنگی
toil	پریشان
toilet	ٹوائلٹ
toils	ٹول
token	ٹوکن
tolerable	رواداری
tolerance	رواداری
tolerant	روادار
tolerate	برداشت کرنا
toleration	رواداری
toll	ٹول
tomahawk	ٹماہاک
tomato	ٹماٹر
tomatoes	ٹماٹر
tomb	قبر
tombstone	قبرستان
tomcat	ٹامٹ
tome	مجھکو
tomorrow	کل
ton	NO TRANSLATION
tone	سر
toner	ٹونر
tong	NO TRANSLATION
tongs	زبانیں
tongue	زبان
tonic	ٹنک
tonnage	ٹننی
tonsils	tonsils
toocold	NO TRANSLATION
tool	آلے
toolbox	ٹول باکس
tooling	ٹولنگ
toomuchtodo	NO TRANSLATION
toot	ٹوٹ
tooth	دانت
toothache	دانتوں کا درد
toothbrush	دانتوں کا برش
toothed	ٹوٹا ہوا
toothless	دانت
toothpaste	ٹوتھ پیسٹ
toothpick	دانتوں کا ٹکڑا
toots	ٹوٹ
top	اوپر
topaz	سبزی
topic	موضوع
topical	بنیادی
topless	تکلیف
topographic	سب سے اوپر
topographical	ٹرنگرافیکل
topography	سرپرستی
topple	گرانے
topside	سب سے اوپر کی طرف
tor	ٹار
torch	مشعل
torment	عذاب
tormented	عذاب
torn	پھینک دیا
tornado	طوفان
torpedo	ٹریپیڈو
torque	torque
torrent	مشیر
torrid	ٹراؤنڈ
torsion	ٹرس
torso	ٹورسو
tort	تشدد
tortious	مظلوم
tortoise	کچھی
tortuous	تشدد
torture	تشدد
tortured	تشدد
toss	ٹاس
tot	NO TRANSLATION
total	کل
totality	مجموعی طور پر
totally	مکمل طور پر
tote	ٹوٹ
totem	totem
touch	چھونا
touchdown	touchdown
touched	چھوا دیا
touching	چھونے
touchy	لچکدار
tough	مشکل
toughen	سخت
toughness	سختی
toupee	چھوٹا
tour	ٹور
tourism	سیاحت
tourist	سیاحت
tourmaline	ٹورملین
tournament	ٹورنامنٹ
tourniquet	ٹورنیکیٹ
tout	NO TRANSLATION
tow	ٹاور
towel	تولیہ
tower	ٹاور
towering	ٹاور
town	شہر
townhouse	قصبے کا گھر
township	شہر
townspeople	شہریوں
toxic	زہریلا
toxicity	زہریلا
toxicology	زہریلا
toxin	زہریلا
toy	کھلونا
toymaker	طومار
trace	ٹریس
traceable	traceable
tracer	ٹرینر
traces	نشانیاں
trachea	ٹریچا
tracing	ٹریکنگ
track	ٹریک کریں
tracker	ٹریکر
tract	نالی
tractable	خرابی
traction	کرشن
tractor	ٹریکٹر
trade	تجارت
trademark	ٹریڈ مارک
trader	تاجر
tradesman	تاجر
trading	ٹریڈنگ
tradition	روایت
traditional	روایتی
traffic	ٹریفک
traffic light	ٹریفک کااشارہ
trafficking	قاچاق
tragedies	سانحہ
tragedy	سانحہ
tragic	المناک
trail	ٹریل
trailer	ٹریلر
train	ٹرین
train set	ٹرین سیٹ
trained	تربیت یافتہ
trainee	ٹرینین
trainer	ٹرینر
training	تربیت
trait	نمائش
traitor	غدار
traitorous	غدار
trajectory	پرجوش
tram	ٹرام
tramp	چراغ
trample	تناؤ
trampoline	ٹرامپولین
tramway	ٹرام وے
trance	ٹرانس
tranquil	پرسکون
tranquility	آرام
tranquilizer	ٹرانجائزر
transact	ٹرانسمیشن
transaction	ٹرانزیکشن
transatlantic	ٹرانسمیٹک
transceiver	ٹرانسیور
transcend	منتقل
transcendence	ٹرانسمیشن
transcendent	معتبر
transcendental	ماورائ
transcribe	ٹرانسمیشن
transcriber	ٹرانسبربر
transcript	نقل
transcription	نقل و حمل
transfer	منتقلی
transference	ٹرانسمیشن
transferred	منتقل
transfixed	منتقلی
transform	تبدیل کریں
transformation	تبدیلی
transformer	ٹرانسفارمر
transfusion	منتقلی
transgression	بغاوت
transient	عارضی
transistor	ٹرانجسٹر
transit	ٹرانزٹ
transition	منتقلی
transitional	منتقلی
transitive	ترسیلی
transitory	منتقلی
translate	ترجمہ کریں
translation	ترجمہ
translator	مترجم
translocation	ترجمہ
translucent	مترجم
transmission	ٹرانسمیشن
transmit	منتقلی
transmitter	ٹرانسمیٹر
transmutation	ٹرانسمیشن
transom	ٹرانسوم
transparency	شفافیت
transparent	شفاف
transplant	ٹرانسپلانٹ
transplantation	ٹرانسپلانٹیشن
transponder	ٹرانسمیٹر
transport	نقل و حمل
transportation	نقل و حمل
transporter	ٹرانسپورٹر
transpose	منتقلی
transposition	ٹرانسمیشن
transsexual	ٹرانسفارمر
transverse	منتقلی
transvestite	ٹرانسویٹائٹ
trap	نیٹ ورک
trapdoor	ٹریپر دروازے
trapeze	ٹریپیز
trapped	پھنس گیا
trapper	ٹریپر
trapping	ٹریفک
trappings	ٹریفک
traps	نیٹ ورک
trash	ردی کی ٹوکری
trashy	ردی کی ٹوکری
trauma	صدمہ
traumatic	صدمہ
travail	NO TRANSLATION
travel	سفر
traveler	مسافر
traveling	سفر
traverse	گزرنا
travesty	لچکدار
trawl	ٹرال
trawler	ٹریلر
tray	ٹرے
treacherous	غدار
treachery	غداری
tread	چلنا
treadmill	ٹریڈمل
treason	غداری
treasure	خزانہ
treasured	خزانہ
treasurer	خزانچی
treasures	خزانے
treasury	خزانہ
treat	علاج کرو
treatable	علاج
treatise	علاج
treatment	علاج
treaty	معاہدہ
treble	ٹیلر
tree	درخت
trees	درخت
trek	ٹریک
trellis	ٹریلس
tremble	ذرا
trembling	تمباکو نوشی
tremendous	زبردست
tremendously	بہت زیادہ
tremor	زبردست
trench	خندق
trend	رجحان
trending	رجحان
trendy	جدید
trepidation	ڈپریشن
trespass	تسلسل
triad	ٹراد
triage	triage
trial	آزمائش
triangle	مثلث
triangular	مثلث
triangulate	مثلث
triathlon	ٹرریتھولون
tribal	قبائلی
tribe	قبیلے
tribulation	مصیبت
tribunal	ٹربیونل
tribune	ٹریفک
tributary	خراج تحسین
tribute	خراج تحسین
trick	چال
trickery	چالاکی
trickle	چیلنج
trickster	ٹرکٹر
tricky	مشکل
tricycle	tricycle
trident	ٹرایلی
trifle	trifle
trifling	trifling
trig	ٹرک
trigger	ٹرگر
trigonometry	trigonometry
trillion	ٹریلین
trilogy	تدوین
trim	ٹرم
trimester	ٹرمسٹر
trimmer	ٹرمر
trimming	trimming
trine	ٹائن
trinity	تثلیث
trinket	ٹکرانا
trio	تین
trip	سفر
tripartite	دورہ وار
tripe	سفر
triple	ٹرپل
triplet	ٹرپل
triplicate	دریافت
tripod	تپائی
tripping	ٹرپلنگ
trite	ٹرائٹ
tritium	ٹریٹیم
triumph	فتح
triumphant	فتح
trivia	ٹیوٹییا
trivial	معمولی
troll	troll
trolley	ٹرالی
trombone	ٹرمون
troop	فوجوں
trooper	فوجی
troops	فوجی
trophy	ٹرافی
tropic	ٹھنڈا
tropical	اشنکٹبندیی
tropics	ٹراپس
trot	ٹروٹ
trouble	مصیبت
troubled	پریشان کن
troublemaker	مصیبت ساز
troubles	مصیبتیں
troublesome	مصیبت
trough	گرت
troupe	گروپ
trousers	پتلون
trout	ٹراؤنڈ
trowel	trowel
truce	ٹرروس
truck	ٹرک
trucker	ٹرکر
truckload	ٹرک لوڈ
truculent	خراب
true	صحیح
truelove	سچا پیار
truffle	ٹرگل
truism	تعصب
trump	ٹرم
trumpet	جھگڑا
trumpeter	ٹرمپٹر
truncate	چکن
truncated	ختم ہوگیا
trundle	چراغ
trunk	ٹرنک
truss	ٹرراس
trust	اعتماد
trustee	ٹرسٹی
trusting	پر اعتماد
trustworthy	امانتدار
trusty	قابل اعتماد
truth	سچ
truthful	سچا
truthfulness	سچائی
try	کوشش کرو
tryout	کوشش کریں
tryouts	کوششیں
tsunami	سونامی
tub	ٹب
tuba	ٹوبا
tubby	tubby
tube	نالی
tuberculosis	نریض
tubing	نلیاں
tubular	ٹائلر
tubule	ٹیبلول
tuck	ٹک
tucker	ٹکر
tuesday	منگل
tufted	ٹیوٹڈ
tug	ٹگ
tugboat	ٹگبوٹ
tuition	ٹیوشن
tulip	ٹولپ
tumble	ٹمبل
tumbler	NO TRANSLATION
tumbleweed	ٹلمبل
tummy	پیٹ
tumor	ٹیومر
tumour	ٹیومر
tumult	غصہ
tumultuous	بدمعاش
tun	NO TRANSLATION
tuna	ٹونا
tunable	تناسب
tune	دھن
tunic	چمک
tuning	ٹیوننگ
tunnel	سرنگ
turban	ٹربن
turbidity	معدنیات
turbine	ٹربائن
turbo	ٹربو
turbulence	غفلت
turbulent	غیر معمولی
turd	ٹڈ
turf	ٹریفک
turkey	ترکی
turmeric	ہلدی
turmoil	خرابی
turn	باری
turnaround	مڑنا
turned	بدل گیا
turning	تبدیل
turnip	موڑ
turnkey	باری باری
turnoff	NO TRANSLATION
turnout	مڑ جانا
turnover	تبدیلی
turnpike	ٹریپکی
turntable	موڑنے والا
turpentine	ٹریپائنٹ
turquoise	فيروز
turret	برج
turtle	کچھی
turtleneck	کچھی
tussle	tussle
tutelage	زلزلہ
tutor	ٹیوٹر
tutoring	سبق
tutu	توتو
tux	ٹکس
tuxedo	ٹکسڈو
tv	ٹی وی
twain	دوپہر
twat	twat
twats	twats
tweak	موافقت
tweed	tweed
tweet	ٹویٹ
tweezers	چمک
twelfth	بارہویں
twelve	بارہ
twentieth	بیںسویں
twenty	بیس
twerp	twerp
twig	دوگنا
twilight	گودھولی
twill	ٹوائلٹ
twin	جڑواں بچے
twine	جڑواں بچے
twinge	جڑواں بچے
twinkle	جڑواں بچے
twins	جڑواں بچے
twirl	twirl
twist	موڑ
twisted	موڑ
twister	twister
twit	twit
twitch	جڑنا
twitching	جڑنا
twitchy	twitchy
two	دو
two step	دو قدم
twofaced	NO TRANSLATION
twofold	دو گنا
twosome	twosome
tycoon	ٹائکون
tyke	ٹرک
type	قسم
typewriter	ٹائپ رائٹر
typhoid	ٹائیفائڈ
typhoon	ٹائفن
typical	عام
typically	عام طور پر
typist	ٹائپسٹ
typo	ٹائپو
typography	نوع ٹائپ
tyrannical	ظالم
tyranny	ظلم
tyrant	ظالم
tyre	ٹائر
ubiquitous	ہر جگہ موجود
ubiquity	جگہ
ugliness	بدسورت
ugly	بدصورت
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	السر
ulterior	البتہ
ultimate	حتمی
ultimately	آخر میں
ultimatum	الٹمیٹم
ultimo	NO TRANSLATION
ultrasound	الٹراساؤنڈ
ultraviolet	الٹراولیٹ
umbilical	نوبل
umbra	umbra
umbrella	چھتری
umpire	امپائر
umpteen	umpteen
unabashed	ناکام ہوگیا
unabated	unabated
unable	قابل نہیں
unacceptable	ناقابل قبول
unaccompanied	unaccompanied
unaccountable	ناقابل قبول
unaccounted	ناقابل یقین
unacknowledged	ناگزیر
unadulterated	ناجائز
unaffected	غیر متاثرہ
unafraid	ناقابل یقین
unaided	unaided
unaltered	بے شمار
unambiguous	ناقابل یقین
