Word	mt
refrigerator	refriġeratur
refuel	fjuwil
refuge	refuġju
refugee	refuġjat
refund	rifużjoni
refurbish	immodernizzar
refusal	rifjut
refuse	jirrifjutaw
refused	rifjutata
refusing	rifjut
refutation	refutazzjoni
refute	jirribatti
regain	terġa 'tikseb
regal	regal
regalia	regalia
regard	rigward
regatta	regatta
regency	regency
regenerate	jirriġeneraw
regeneration	riġenerazzjoni
regent	Regent
reggae	reggae
regime	reġim
regimen	reġimen
regiment	reġiment
regimental	regimentali
region	reġjun
regional	reġjonali
regionalism	reġjonaliżmu
register	jirreġistraw
registrar	reġistratur
registration	reġistrazzjoni
registry	reġistru
regress	rigress
regression	rigressjoni
regressive	regressiva
regret	dispjaċir
regretful	dispjaċir
regrettable	ta 'dispjaċir
regretted	iddispjaċih
regretting	jiddispjaċih
regroup	jerġgħu jingħaqdu
regular	regolari
regularity	regolarità
regulars	regolari
regulate	jirregola
regulated	regolati
regulation	regolament
regulator	regolatur
regulatory	regolatorju
regurgitation	regurgitation
rehab	rehab
rehabilitate	riabilitazzjoni
rehabilitation	rijabilitazzjoni
rehash	rehash
rehearsal	rehearsal
rehearse	indaqs
reign	renju
reigning	renjanti
reimburse	jirrimborża
reimbursement	rimborż
rein	ir-rieda
reincarnation	reinkarnazzjoni
reindeer	renna
reinforce	isaħħu
reinforcement	rinfurzar
reinforcements	rinforzi
reins	riedni
reinstall	terġa 'tinstalla
reinstate	terġa 'tiddaħħal
reinstatement	dħul mill-ġdid
reinvest	reinvest
reinvestment	investiment mill-ġdid
reiterate	terġa 'ttenni
reject	tirrifjuta
rejected	miċħuda
rejection	ċaħda
rejects	jirrifjuta
rejoice	tiċċelebra
rejoicing	rejoicing
rejoin	terġa 'tingħaqad
rejuvenate	nifs ġdid
rejuvenated	rejuvenated
rekindle	jerġgħu jinbdew
relapse	rikaduta
relate	jirrelataw
related	relatati
relation	relazzjoni
relationship	relazzjoni
relative	qarib
relativity	Relatività
relax	irrilassa
relaxant	rilassant
relaxation	rilassament
relaxed	rilassat
relaxing	illaxkar
relay	relay
release	rilaxx
released	rilaxxat
relegation	relegazzjoni
relentless	bla waqfien
relevance	rilevanza
relevancy	relevanza
relevant	relevanti
reliability	affidabilità
reliable	ta'min jafdah
reliance	dipendenza
relic	reliġjon
relics	fdalijiet mill-ġdid
relief	eżenzjoni
relieve	ittaffi
relieved	meħlus
relieving	iserrħu
relight	relight
religion	reliġjon
religious	reliġjużi
relinquish	jirrinunzja
relish	relish
relive	relive
reload	jerġgħu jitgħabbew
relocate	rilokazzjoni
relocation	rilokazzjoni
reluctance	riluttanza
reluctant	riluttanti
rely	jiddependu
remain	jibqgħu
remainder	bqija
remaining	jibqa '
remains	jibqa '
remake	remake
remand	reklutaġġ
remark	rimarka
remarkable	notevoli
remarkably	b'mod notevoli
remarry	rimarki
rematch	reklamar
remedial	rimedju
remedy	rimedju
remember	ftakar
remembered	mfakkar
remembering	ftakar
remembrance	tifkira
remind	tfakkar
reminder	tfakkira
reminisce	jitkellmu
reminiscent	reminixxenti
reminiscing	reminixxenti
remiss	remiss
remission	remissjoni
remit	mandat
remittance	rimessa
remnant	fdal
remodel	remodel
remorse	remorse
remorseful	remorseful
remote	remoti
remoteness	distanza
removal	tneħħija
remove	neħħi
remover	remover
remuneration	remunerazzjoni
renaissance	rinaxximent
renal	renali
rencontre	NO TRANSLATION
rend	NO TRANSLATION
render	jagħmel
rendering	Rendering
rendezvous	rendezvous
rendition	konsenja
renegade	renegade
renegotiate	terġa 'tinnegozja
renew	jiġġedded
renewal	tiġdid
renounce	tirrinunzja
renovate	rinnovament
renovated	rinovat
renovation	rinovazzjoni
renown	fama
renowned	rinomata
rent	kera
rental	kiri
renter	kerrej
renunciation	rinunzja
reopen	terġa 'tiftaħ
reorganization	riorganizzazzjoni
reorganize	torganizza mill-ġdid
rep	rep
repaint	repaint
repair	tiswija
repairman	manutenzjoni
reparation	riparazzjoni
repay	lura
repayment	ħlas lura
repeal	revoka
repeat	irrepeti
repeated	ripetut
repeatedly	ripetutament
repeater	ripetitur
repel	jirripellaw
repellant	ripellanti
repellent	ripellant
repelling	repelling
repent	jindem
repentance	indiema
repentant	repentant
repertoire	repertorju
repertory	repertorju
repetition	ripetizzjoni
repetitive	ripetittivi
rephrase	riformulazzjoni
replace	ibdel
replacement	sostituzzjoni
replay	replay
replenish	jerġa 'jimla
replete	replete
replica	replika
replicate	replika
replication	replikazzjoni
reply	risposta
report	rapport
reported	irrappurtat
reporter	reporter
repose	repose
reposition	riposizzjoni
repository	repożitorju
repossess	ripatriza
reprehensible	reprensibbli
represent	tirrappreżenta
representation	rappreżentazzjoni
representative	rappreżentant
represented	irrappreżentat
representing	li jirrappreżenta
repress	repress
repressed	repressi
repression	ripressjoni
reprieve	tirrimedja
reprimand	ċanfira
reprint	Reprint
reprisal	ritrattazzjoni
reprise	reprise
reproach	kritika
reproduce	jirriproduċu
reproduction	riproduzzjoni
reproductive	riproduttiva
reprogram	ipprogrammar mill-ġdid
reptile	rettili
republic	repubblika
republican	Repubblikana
repudiation	rifjut
repugnance	dispjaċir
repugnant	repugnant
repulsion	repulsjoni
repulsive	repulsiv
repurchase	xiri mill-ġdid
reputable	ta 'fama tajba
reputation	reputazzjoni
repute	reputazzjoni
reputed	reputazzjoni
request	talba
requiem	requiem
require	jeħtieġu
required	meħtieġ
requirement	rekwiżit
requisite	meħtieġa
requisition	rekwiżizzjoni
reread	terġa 'tgħarraf
reroute	reroute
rerun	terġa 'tinbidel
reschedule	skedar mill-ġdid
rescind	tirrevoka
rescission	rexxissjoni
rescue	salvataġġ
research	riċerka
researcher	riċerkatur
resection	risezzjoni
resemblance	xebh
resemble	jixbħu
resembling	li jixbħu
resent	resent
resentful	resentful
resentment	riżentiment
reservation	riżerva
reserve	riżerva
reserved	riżervat
reserves	riżervi
reservoir	ġibjun
reset	reset
reside	jirrisjedu
residence	residenza
residences	residenzi
residency	residenza
resident	residenti
residential	residenzjali
residual	residwu
residue	residwu
resign	tirriżenja
resignation	riżenja
resigned	irriżenja
resilience	reżistenza
resilient	reżiljenti
resin	reżina
resist	jirreżistu
resistance	reżistenza
resistant	reżistenti
resisting	jirreżisti
resistive	reżistenza
resolute	deċiża
resolutely	b'mod riżolut
resolution	riżoluzzjoni
resolve	isolvu
resolved	risolti
resonance	reżonanza
resonant	reżonanti
resonate	resonate
resonator	resonatur
resort	jirrikorru
resounding	resounding
resource	riżors
resourceful	b'saħħtu
resources	riżorsi
respect	rispett
respectability	respectability
respectable	rispettabbli
respected	rispettati
respectful	b'rispett
respecting	jirrispetta
respective	rispettivi
respects	tirrispetta
respiration	respirazzjoni
respirator	respiratur
respiratory	respiratorju
respite	mistrieħ
resplendent	resplendent
respond	jirrispondu
respondent	intimat
response	tweġiba
responsibility	responsabbiltà
responsible	responsabbli
responsive	jirrispondu
rest	mistrieħ
restart	erġa ibda
restaurant	restorant
rested	mistrieħ
restful	mistrieħ
restitution	restituzzjoni
restless	bla kwiet
restlessness	irrekwitezza
restock	restock
restoration	restawr
restorative	restawr
restore	jirrestawraw
restored	restawrata
restoring	restawr
restrain	trażżan
restrained	mrażżna
restraining	trażżin
restraint	trażżin
restrict	jirrestrinġi
restricted	ristrett
restriction	restrizzjoni
restrictive	restrittivi
restroom	restroom
result	riżultat
resultant	riżultanti
resume	Kompli
resumption	tkomplija
resurrect	terġa 'titqajjem
resurrection	resurrection
resuscitate	resuscitate
resuscitation	risuxxitazzjoni
retail	bl-imnut
retailer	bejjiegħ bl-imnut
retain	iżommu
retainer	retainer
retaining	żamma
retake	jerġgħu jidħlu
retaliate	jirritaljaw
retaliation	ritaljazzjoni
retaliatory	ritaljazzjoni
retard	dewmien
retardation	ritardazzjoni
retarded	imdewwem
retards	dewmien
retention	żamma
retentive	retenzjoni
rethink	naħsbu mill-ġdid
reticent	reticent
retina	retina
retinal	retina
retire	jirtiraw
retired	irtirat
retirement	irtirar
retiring	jirtiraw
retold	retold
retort	twissija
retrace	retrace
retract	tinġibed lura
retraction	retrazzjoni
retractor	retractor
retreat	irtirar
retrenchment	trażżin
retrial	ġdid
retribution	retribuzzjoni
retrieval	irkupru
retrieve	irkuprata
retriever	retriever
retro	retro
retroactive	retroattiv
retrograde	retrograda
retrospect	retrospettiva
retrospective	retrospettiva
retrospectively	retrospettivament
return	ritorn
reunion	rijunjoni
reunite	jingħaqdu
reunited	miġbura mill-ġdid
rev	rev
reveal	jiżvelaw
revel	revel
revelation	rivelazzjoni
revelations	rivelazzjonijiet
revels	revels
revenge	revenge
revenue	dħul
reverberation	reverberazzjoni
revere	deher
reverence	reverence
reverend	reverend
reverent	reverent
reverie	reverie
reversal	treġġigħ lura
reverse	reverse
reversion	riversjoni
revert	nerġgħu lura
reverting	terġa 'lura
review	reviżjoni
reviewer	reviżur
revise	tirrevedi
revision	reviżjoni
revisit	nirrevedu
revival	qawmien mill-ġdid
revive	terġa titqajjem
revocation	revoka
revoke	tirrevoka
revolt	rewwixta
revolting	rewwixti
revolution	rivoluzzjoni
revolutionary	rivoluzzjonarju
revolutionize	revolutionize
revolve	dawwar
revolver	revolvers
revolving	li jduru
revue	revue
revulsion	revulsjoni
revving	revving
reward	premju
rewarding	ppremjati
rewind	rewind
rewire	rewire
rewrite	jikteb mill-ġdid
rhapsody	Rapsodia
rhetoric	retorika
rhetorical	retorika
rheumatism	rewmatiżmu
rhinestone	rhinestone
rhino	rhino
rhinoceros	rinoċeron
rhubarb	rabarbru
rhyme	rima
rhyming	rhyming
rhythm	ritmu
rhythmic	rhythmic
rhythmical	ritmiku
rib	kustilja
ribbed	irrigat
ribbon	żigarella
rice	ross
rich	sinjuri
riches	għana
richness	rikkezza
rick	rick
rickety	rickety
rickshaw	rickshaw
ricochet	ricochet
rid	rid
riddance	riddance
riddle	riddle
riddled	maħnuqa
ride	rikba
rider	rikkieb
ridge	linja
ridicule	ridicule
ridiculed	ridiculed
ridiculous	ridikolu
riding	riding
rife	miżgħud
riff	riff
riffraff	riffraff
rifle	xkubetta
rifleman	rifleman
rifles	xkubetti
rift	rift
rig	rig
rigged	armati
rigging	armar
right	dritt
righteous	ġust
righteousness	tjieba
rightful	leġittimu
rightly	bir-raġun
righty	ġust
rigid	riġidi
rigidity	riġidità
rigor	rigorożità
rigorous	rigoruż
rim	rimm
rind	qoxra
ring	ring
ringer	Ringer
ringing	tisfir
ringleader	mexxej
ringmaster	ringmaster
ringside	ringside
rink	rink
rinse	laħlaħ
riot	rewwixta
rioting	irvelli
riotous	riotous
riots	rewwixti
rip	RIP
riparian	riparju
ripe	misjur
ripen	jimmaturaw
ripening	maturazzjoni
ripper	ripper
ripple	tmewwiġ
rippling	rippling
rise	żieda
rising	qed jogħla
risk	riskju
risky	riskjuż
risotto	risotto
rite	rit
ritual	ritwali
ritualistic	ritualistic
rival	rivali
rivalry	rivalità
river	xmara
riverbank	Bank tax-xmara
riverbed	riverbed
riverboat	riverboat
rivet	irbattuti
riveted	irbattut
riveting	irbattar
roach	roach
road	triq
roadblock	roadblock
roadhouse	roadhouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	roadrunner
roads	toroq
roadside	fit-triq
roadster	roadster
roadtrip	roadtrip
roadway	triq
roadworks	Xogħlijiet ta 'toroq
roam	jimirħu
roar	roar
roaring	roaring
roast	ixwi
roasted	inkaljat
rob	rob
robber	robber
robbery	serq
robe	Robe
robin	Robin
robot	robot
robotic	robotiku
robotics	robotika
robust	robusta
roc	roc
rock	blat
rocker	rocker
rocket	rokit
rocks	blat
rod	virga
rodent	gerriema
rodeo	Rodeo
roe	bajd
rogue	diżonest
role	rwol
roll	roll
roller	romblu
rollercoaster	rollercoaster
rollers	rombli
rollicking	rollicking
rolling	rolling
roman	Rumana
romance	rumanz
romantic	romantic
romanticism	romanticism
romp	romp
roof	saqaf
rooftop	rooftop
rook	rook
rookie	Rookie
room	kamra
roomful	kamra
roommate	roommate
rooms	kmamar
roomy	spazjuż
roost	roost
rooster	rooster
root	għeruq
root beer	birra tal-għeruq
rooted	għeruq
rope	ħabel
ropes	ħbula
rosary	rosarju
rose	żdied
rosemary	romarin
rosette	rosette
roster	roster
rosy	rosy
rot	taħsir
rota	rota
rotary	rotanti
rotate	dawwar
rotation	rotazzjoni
rote	rote
rotor	rotor
rotten	immuffat
rotting	taħsir
rotunda	rotunda
rouge	rouge
rough	mhux maħduma
roughly	bejn wieħed u ieħor
roughneck	roughneck
roughness	ħruxija
roulette	roulette
round	round
roundabout	roundabout
rounded	arrotondat
roundup	Roundup
rouse	rouse
rouser	rouser
rousing	tqanqil
rout	rout
route	rotta
routine	rutina
rove	rove
rover	rover
roving	roving
row	ringiela
rowboat	riħ tal-bnadar
rowdy	rowdy
rowing	qdif
royal	royal
royalty	royalty
rub	togħrok
rubber	gomma
rubbers	gomom
rubbing	tħakkik
rubbish	żibel
rubble	bjut
rubdown	rubdown
rubric	rubrika
ruby	ruby
ruckus	ruckus
rudder	tmun
ruddy	ruddy
rude	rude
rudeness	rudeness
rudimentary	rudimentali
rudiments	rudimenti
rue	rue
rueful	sod
ruff	ruff
ruffian	ruffian
ruffle	ruffle
rug	rug
rugby	rugby
rugged	imħatteb
ruin	rovina
ruination	ruination
ruined	ruined
ruinous	ruinous
ruins	fdalijiet
rule	regola
ruler	ħakkiem
ruling	deċiżjoni
rum	rum
rumba	Rumba
rumble	ħsejjes
rummage	rummage
rumor	rumor
rumored	rumored
rump	rump
rumpus	rumpus
run	run
runaround	runaround
runaway	runaway
rundown	iġri l-isfel
runes	runes
rung	skaluna
runner	runner
running	tmexxija
running shoes	żraben tal-ġiri
runny	ħelwa
runt	NO TRANSLATION
runway	runway
rupture	jinqasam
rural	rurali
ruse	NO TRANSLATION
rush	għaġla
rushing	rushing
rust	sadid
rusted	rusted
rustic	rustic
rustle	Rustle
rustler	rustler
rusty	rusty
rut	rut
ruth	Ruth
ruthless	bla ħniena
rye	segala
sabbatical	sabbatiku
saber	NO TRANSLATION
sable	sable
sabotage	sabotaġġ
saboteur	saboteur
sac	sac
sack	xkora
sacrament	sagrament
sacred	sagru
sacrifice	sagrifiċċju
sacrifices	sagrifiċċji
sacrificial	sacrificial
sacrilege	sagrilege
sacrilegious	sakrilegious
sad	imdejjaq
sadday	NO TRANSLATION
saddens	jidħlu
saddle	sarġ
sadist	sadist
sadistic	sádico
sadly	sfortunatament
sadness	dwejjaq
safari	safari
safe	sikur
safeguard	salvagwardja
safekeeping	salvagwardja
safety	sigurtà
saffron	żagħfran
sag	sag
saga	saga
sage	salvja
saggy	saggy
sail	qlugħ
sailboat	sailboat
sailing	tbaħħir
sailor	baħri
saint	qaddis
sainted	qaddis
saintly	qaddis
sake	raġuni
salad	insalata
salamander	Salamun
salami	salami
salary	salarju
sale	bejgħ
salesgirl	salesgirl
salesman	bejjiegħ
salient	saljenti
saline	salina
saliva	saliva
sally	sally
salmon	salamun
salmonella	salmonella
salon	salon
saloon	saloon
salsa	Salsa
salt	melħ
salted	immellaħ
saltwater	ilma mielaħ
salty	mielaħ
salutary	salutary
salutation	salutation
salute	salute
salvage	salvataġġ
salvation	salvazzjoni
salve	salve
samba	samba
sameness	daqsxejn
sample	kampjun
samurai	samurai
sanatorium	sanatorju
sanctification	qdusija
sanctified	sanctified
sanctify	sanctify
sanctimonious	sanctimonious
sanction	sanzjoni
sanctioned	sanzjonat
sanctity	qdusija
sanctuary	santwarju
sanctum	sanctum
sand	ramel
sandal	sandlija
sandbox	sandbox
sander	sander
sandman	Sandman
sandpaper	sandpaper
sands	ramel
sandstorm	tempesta tar-ramel
sandwich	sandwich
sandy	ramlija
sane	san
sanguine	sanguine
sanitarium	sanitarium
sanitary	sanitarji
sanitation	sanità
sanity	sanità
sans	NO TRANSLATION
santa	santa
sap	sap
sapiens	sapiens
sapphire	żaffir
sappy	sappy
sarcasm	sarcasm
sarcastic	sarkastiku
sarcoma	sarkoma
sarcophagus	sarkofagu
sardine	sardin
sardonic	sardoniċi
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	sataniku
satchel	satchel
sate	NO TRANSLATION
satellite	satellita
satin	satin
satire	satire
satirical	satiriku
satisfaction	sodisfazzjon
satisfactorily	b'mod sodisfaċenti
satisfactory	sodisfaċenti
satisfied	sodisfatt
satisfy	jissodisfaw
satisfying	li tissodisfa
saturate	saturat
saturated	saturati
saturation	saturazzjoni
satyr	satyr
sauce	zalza
saucepan	saucepan
saucer	saucer
saucy	saucy
sauerkraut	sauerkraut
sauna	sawna
sausage	zalzett
savage	savage
savagery	savagery
savanna	savana
savannah	Savannah
savant	savant
save	ħlief
saver	saver
saving	tfaddil
savings	tfaddil
savior	savior
savor	savor
savory	savoury
savvy	sofistikati
saw	raw
sawdust	serratura
sawmill	isserrar
sax	sax
saxophone	saxophone
say	jiġifieri
sayonara	NO TRANSLATION
scab	scab
scabbard	ċinturin
scaffold	scaffold
scaffolding	scaffolding
scalding	smit
scale	skala
scales	skali
scallop	arzella
scalp	qurriegħa
scalpel	skalpell
scaly	skaly
scam	frodi
scamp	scamp
scampi	scampi
scan	scan
scandal	iskandlu
scandalous	skandaluż
scanner	skaner
scanty	ftit
scape	skape
scapegoat	tifħir
scar	ċikatriċi
scarab	scarab
scarce	skarsi
scarcely	bilkemm
scarcity	iskarsezza
scare	biża
scarecrow	scarecrow
scared	jibża '
scares	beżgħat
scarf	xalpa
scarier	aktar scarier
scariest	scariest
scarlet	scarlet
scary	scary
scat	scat
scatter	tifrix
scattered	mifruxa
scattering	tifrix
scavenger	kennies
scenario	xenarju
scene	xena
scenery	xenarju
scenic	xeniċi
scent	riħa
scented	fwejjaħ
scepter	scepter
sceptical	xettiċi
scepticism	xettiċiżmu
schadenfreude	schadenfreude
schedule	iskeda
schematic	skematiku
scheme	skema
schilling	schilling
schism	schism
schizophrenia	skizofrenija
schizophrenic	skiżofreniku
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	studjuż
scholarly	akkademiku
scholarship	borża ta 'studju
scholastic	skolastiku
school	iskola
schoolboy	schoolboy
schoolgirl	iskola tal-iskola
schoolhouse	skola
schooling	skola
schoolmaster	għalliem ta 'l-iskola
schoolteacher	NO TRANSLATION
schoolwork	xogħol tal-iskola
schoolyard	skola tal-iskola
schooner	schooner
sciatica	xjatika
science	ix-xjenza
scientific	xjentifiku
scientist	xjentist
scifi	scifi
scintilla	NO TRANSLATION
scintillating	li jpetpet
scintillation	ċinturin
scintillator	xintillatur
scion	skion
scissors	imqassijiet
scoff	scoff
scold	scold
scolding	scolding
scone	scone
scoop	sassla
scoot	scoot
scooter	scooter
scope	ambitu
scorch	scorch
scorching	xkat
score	punteġġ
scoreboard	tabella ta 'valutazzjoni
scorer	skorer
scores	punteġġi
scorn	scorn
scorned	scorned
scornful	scornful
scorpion	scorpion
scotch	Scotch
scoundrel	scoundrel
scour	skour
scourge	pjaga
scout	Scout
scowl	scowl
scrabble	scrabble
scram	scram
scramble	ġirja
scrambled	mgħaġġel
scrambler	scrambler
scrambling	scrambling
scrap	ruttam
scrapbook	scrapbook
scrape	jinbarax
scrapie	scrapie
scraping	brix
scrappy	scrappy
scratch	scratch
scratchy	scratchy
scrawny	scrawny
scream	scream
screamer	screamer
screaming	screaming
screech	screech
screen	iskrin
screening	screening
screenplay	screenplay
screenwriter	screenwriter
screw	bil-kamin
screwball	screwball
screwdriver	tornavit
screwed	invitat
screwy	bil-kamin
screwyou	NO TRANSLATION
scribble	scribble
scribe	scribe
scrimmage	scrimmage
scrip	skrip
script	kitba
scriptural	skritturali
scripture	Iskrittura
scroll	scroll
scrotum	scrotum
scrounge	scrounge
scrounger	scrounger
scrub	Scrub
scruffy	skruffy
scrumptious	scrumptious
scrupulous	skrupluż
scrutinize	skrutinizza
scrutiny	iskrutinju
scuba	scuba
scuff	scuff
scuffle	scuffle
scullery	scullery
sculptor	skultur
sculpture	skultura
sculptured	illustrat
scum	scum
scumbag	scumbag
scurry	scurry
scurvy	scurvy
scuttle	scuttle
sea	baħar
seaboard	seaboard
seafood	frott tal-baħar
seagull	seagull
seal	siġill
seals	siġilli
seam	ħjata
seaman	baħri
seamless	mingħajr saldatura
seamstress	ħjata
seaport	port tal-baħar
sear	sear
search	tfittxija
searching	tiftix
searchlight	tfittxija
seared	seared
seashore	xatt tal-baħar
seasick	seasick
seaside	baħar
season	istaġun
seasonal	staġjonali
seasoned	imħawwar
seasoning	tħawwir
seat	sedil
seatbelt	ċinturin tas-sigurta
seating	bilqiegħda
seawater	ilma baħar
seaweed	alka tal-baħar
sec	seg
secession	seċessjoni
secluded	secluded
seclusion	sekwestru
second	it-tieni
second cousin	ku sekondarju
secondary	sekondarja
secondhand	it-tieni
secrecy	segretezza
secret	sigriet
secretariat	segretarjat
secretary	segretarju
secrete	segrex
secretion	sekrezzjoni
secretive	sigriet
secretly	segretament
sect	setta
sectarian	settariċi
section	sezzjoni
sectional	sezzjonali
sector	settur
secular	sekulari
secularism	sekulariżmu
secure	sikur
securities	titoli
security	sigurtà
sedan	NO TRANSLATION
sedate	sedate
sedation	sedazzjoni
sedative	sedattiv
sedentary	sedentarja
sedge	sedge
sediment	sediment
sedimentary	sedimentarju
sedition	sedizzjoni
seduce	seduce
seducer	seducer
seducing	seducing
seduction	seduzzjoni
seductive	seductive
see	ara
seed	żerriegħa
seedling	nebbieta
seeds	żrieragħ
seedy	seedy
seek	tfittex
seeker	persuna tfittex
seem	jidhru
seemingly	apparentement
seer	seer
seesaw	ħawwad
seething	għawwiema
segment	segment
segregate	segregat
segregated	segregat
segregation	Segregazzjoni
seismic	sismiku
seize	jaħtfu
seizure	sekwestru
seldom	rari
select	agħżel
selection	għażla
selective	selettiv
selectman	selectman
selenium	selenju
self	awto
selfharm	NO TRANSLATION
selfish	egoist
selfishness	egoiżmu
selfless	selfless
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	ibigħu
seller	bejjiegħ
sellout	sellout
seltzer	seltzer
semantics	semantika
semaphore	semafori
semblance	semblance
semen	semen
semester	semestru
semi	semi
semiautomatic	NO TRANSLATION
semicolon	punt u virgola
seminal	seminali
seminar	seminar
seminary	seminarju
semiotics	semjotika
senate	Senat
senator	senatur
send	Ibgħat
sender	min jibgħat
senescence	senezza
senile	senile
senior	anzjani
seniority	anzjanità
senor	senor
senorita	senorita
sensation	sensazzjoni
sensational	sensazzjonali
sense	sens
senseless	bla sens
senses	sensi
sensibility	sensibilità
sensible	sensibbli
sensibly	b'mod sensibbli
sensitive	sensittiv
sensitivity	sensittività
sensor	sensor
sensory	sensorja
sensual	senswali
sensuality	sensuality
sensuous	sensu
sentence	sentenza
sentencing	sentenza
sentient	sensient
sentiment	sentiment
sentimental	sentimentali
sentimentality	sentimentali
sentinel	sentinella
sentry	sentry
separable	separabbli
separate	separati
separately	separatament
separation	separazzjoni
separatist	separatist
sepia	sepia
sepsis	sepsis
sept	sept
septic	settiku
septum	septum
sequel	segwiment
sequence	sekwenza
sequent	sussegwenti
sequestered	sekwestrat
sequestration	sekwestru
serenade	serenade
serendipity	serendipity
serene	serene
serenity	serenità
sergeant	sergeant
serial	serjali
serialize	serialize
series	serje
serif	serif
serious	serju
seriousness	serjetà
sermon	priedka
serpent	serp
serpentine	serpentine
serrated	bis-snien
serum	serum
servant	ħaddiem
serve	iservu
server	server
service	servizz
serviceable	li jista 'jintuża
servile	servili
servitude	servitù
sesame	ġulġlien
sess	NO TRANSLATION
session	sessjoni
sessions	sessjonijiet
set	sett
setback	inżul
sett	NO TRANSLATION
setter	setter
settle	toqgħod
settled	kostanti
settlement	settlement
settler	settler
settlor	settlor
setup	setup
seven	seba '
seventeen	sbatax
seventh	seba '
seventy	sebgħin
sever	qtugħ
severable	separabbli
severally	separatament
severance	firda
severe	severa
severely	severament
severity	severità
sew	sew
sewage	drenaġġ
sewer	dranaġġ
sewerage	drenaġġ
sewing	ħjata
sex	sess
sexist	sessista
sexual	sesswali
sexuality	sesswalità
sexy	sexy
shabby	shabby
shack	shack
shackle	shackle
shade	dell
shades	sfumaturi
shading	dell
shadow	dell
shadowy	shadowy
shady	dellija
shaft	xaft
shag	shag
shaggy	shaggy
shake	ħawwad
shakedown	shakedown
shaken	jitħawwad
shaker	shaker
shaking	tħawwad
shaky	dgħajfa
shall	għandu
shallow	baxx
shallows	qiegħ baxx
sham	fittizja
shaman	shaman
shambles	shambles
shame	mistħija
shamed	shamed
shameful	mistħija
shameless	shameless
shampoo	shampoo
shanghai	f'Shanghai
shank	shank
shanty	shanty
shape	forma
shapely	shapely
shard	shard
share	sehem
shareholder	azzjonist
sharing	qsim
shark	kelb il-baħar
sharp	qawwi
sharpen	tiffoka aktar
sharpened	sannata
sharpener	shrinkener
sharpness	qawwa
sharpshooter	sharpshooter
shatter	tifrik
shattered	għerqu
shattering	tifrik
shave	tqaxxar
shaver	leħja
shaving	tqaxxir
shawl	shawl
sheaf	sheaf
shear	shear
shears	qrieweż
sheath	għant
sheathing	kisi
shed	barrakka
sheen	ileqq
sheep	nagħaġ
sheepdog	sheepdog
sheepish	nagħaġ
sheer	taqwis
sheet	folja
sheik	sheik
shelf	ixkaffa
shell	qoxra
shellfish	frott tal-baħar
shelling	qoxra
shelter	kenn
sheltered	protett
shelters	kenn
shelved	imqaxxra
shepherd	ragħaj
sherbet	sherbet
sheriff	sheriff
sherry	sherry
shield	tarka
shift	bidla
shifting	ċaqliq
shifty	shifty
shilling	shilling
shimmer	shimmer
shimmering	shimmering
shimmy	shimmy
shin	il-qasba tas-sieq
shindig	shindig
shine	shine
shiner	shiner
shingle	shingle
shining	brillanti
shiny	tleqq
ship	vapur
shipment	vjeġġ
shipping	tbaħħir
shipshape	forma ta 'vapur
shipwreck	nawfraġju
shipyard	tarzna
shire	shire
shirt	shirt
shit	shit
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	shiver
shivering	shivering
shoals	shoals
shock	xokk
shocked	ixxukkjat
shocker	shocker
shocking	xokkanti
shockingly	xokkanti
shoddy	shoddy
shoe	żarbun
shoelace	shoelace
shoemaker	shoemaker
shoes	żraben
shoeshine	żraben
shook	ħadlu
shoot	rimja
shooter	shooter
shooting	isparar
shootout	shootout
shop	ħanut
shopkeeper	shopkeeper
shoplifter	shoplifter
shoplifting	ħanut tal-ħwienet
shopper	shopper
shopping	xiri
shore	shore
shoreline	xatt
shorn	shorn
short	qosra
short story	storja qasira
shortage	nuqqas
shortcake	shortcake
shortcoming	nuqqas
shortcut	shortcut
shorten	tqassar
shortening	tqassir
shorthand	shorthand
shortly	dalwaqt
shortness	qtugħ
shorts	shorts
shortstop	shortstop
shortwave	shortwave
shot	sparatura
shotgun	shotgun
shoulder	ispalla
shout	shout
shove	shove
shovel	pala
shoveling	shoveling
show	juru
showbiz	showbiz
showboat	showboat
showcase	vetrina
showdown	Showdown
shower	doċċa
showgirl	showgirl
showing	li turi
showoff	showoff
showroom	vetrina
showy	showy
shrapnel	shrapnel
shred	shred
shrew	shrew
shrewd	shrewd
shriek	shriek
shrill	shrill
shrimp	gambli
shrine	shrine
shrink	tiċkien
shrinking	tnaqqis
shrivel	shrivel
shroud	shroud
shrub	arbuxxell
shrubbery	shrubbery
shrug	shrug
shrunk	naqsu
shrunken	imqabbża
shudder	shudder
shuddering	għawwiem
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	tpartit
shun	tevita
shunned	injorat
shunt	shunt
shut	għalaq
shutdown	għalaq
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	shutter
shuttle	shuttle
shutup	NO TRANSLATION
shy	jitmeżmżu
