Word	pt
sponsor	patrocinador
sponsorship	patrocínio
spontaneity	espontaneidade
spontaneous	espontâneo
spoof	paródia
spook	susto
spooky	assustador
spool	carretel
spoon	colher
spoonful	colherada
sporadic	esporádico
spore	esporo
sport	esporte
sporting	esportivo
sports	Esportes
sports car	carro esportivo
sportsman	desportista
sportsmanship	espírito esportivo
sportswriter	sportswriter
sporty	desportivo
spot	local
spotless	impecável
spotlight	Holofote
spotted	visto
spotter	observador
spotty	irregular
spousal	cônjuge
spouse	cônjuge
spout	bico; esquichar
sprain	entorse
sprawl	expansão
spray	spray
spread	espalhar
spreader	espalhador
spree	farra
spring	Primavera
springtime	primavera
sprinkle	polvilhe
sprinkler	sprinkler
sprinkling	aspersão
sprint	arrancada
sprite	sprite
sprout	brotar
spruce	enfeitar
spud	spud
spunk	coragem
spunky	spunky
spur	esporão
spurious	espúrio
spurred	estimulado
spurt	surto
spy	espião
squabble	disputa
squad	pelotão
squadron	esquadrão
squall	rajada
squamous	escamoso
squander	desperdiçar
square	quadrado
squash	abóbora
squat	agachamento
squatter	posseiro
squaw	grande
squawk	grito
squeak	rangido
squeaky	estridente
squeal	guincho
squealer	squealer
squeamish	melindroso
squeeze	aperto
squeezing	apertando
squelch	squelch
squid	Lula
squint	estrabismo
squire	escudeiro
squirm	contorcer-se
squirrel	esquilo
squirt	esguicho
squish	esmagado
squishy	mole
stab	facada
stabbed	esfaqueado
stability	estabilidade
stabilize	estabilizar
stabilizer	estabilizador
stable	estável
staccato	staccato
stack	pilha
stadium	estádio
staff	funcionários
stag	veado
stage	etapa
stagecoach	diligência
stagehand	assistente de palco
stagger	desconcertar
staggering	desconcertante
stagnant	estagnado
stagnation	estagnação
staid	sóbria
stain	mancha
stained	manchado
stainless	inoxidável
stair	escada
staircase	Escadaria
stairs	escadas
stairway	escada
stairwell	escadaria
stake	estaca
stakeout	piquetagem
stale	obsoleto
stalemate	impasse
stalk	caule
stalker	perseguidor
stall	tenda
stallion	garanhão
stalls	barracas
stalwart	leal
stamina	energia
stamp	carimbo
stampede	debandada
stance	posição
stand	ficar de pé
standard	padrão
standardize	padronizar
standardized	padronizado
standby	espera
standing	de pé
standoff	impasse
standpoint	ponto de vista
standstill	paralisação
standup	levante-se
stanza	estrofe
staph	staph
staple	grampo
stapler	agrafador
star	Estrela
star fruit	carambola
starboard	estibordo
starch	amido
stardom	estrelato
stardust	poeira estelar
stare	olhar fixamente
starfish	estrela do Mar
stargazing	observação de estrelas
staring	encarando
stark	rígido
starlet	estrelinha
starlight	luz das estrelas
starling	estorninho
starry	estrelado
stars	estrelas
starship	nave estelar
start	começar
starter	iniciante
startle	de sobressalto
startled	assustado
startling	surpreendente
starvation	fome
starve	morrer de fome
starved	faminto
starving	morrendo de fome
stash	esconderijo
stat	stat
state	Estado
stately	imponente
statement	declaração
stateroom	camarote
stateside	Estados Unidos
statesman	político
static	estático
staticky	NO TRANSLATION
statics	estática
station	estação
stationary	estacionário
stationery	papelaria
statistic	estatística
statistical	estatística
statistician	estatístico
stator	estator
statuary	estatuária
statue	estátua
statuette	estatueta
stature	estatura
status	status
statute	estatuto
statutory	legal
staunch	firme
stave	pauta
stay	fique
stayaway	NO TRANSLATION
stayed	fiquei
stays	estadias
stead	lugar
steadfast	firme
steady	estável
steak	bife
steakhouse	Churrascaria
steal	roubar
stealing	roubando
stealth	furtividade
stealthily	furtivamente
stealthy	furtivo
steam	vapor
steamboat	barco a vapor
steamer	vaporizador
steaming	fumegante
steamroller	compressor a vapor
steamship	navio a vapor
steamy	fumegante
steel	aço
steep	íngreme
steeple	campanário
steer	dirigir
steering	direção
stellar	estelar
stem	haste
stench	fedor
stencil	estêncil
stenographer	estenógrafo
step	degrau
stepdaughter	enteada
stepfather	padrasto
stepmother	madrasta
steppe	estepe
steps	passos
stepson	meio-filho
stereo	estéreo
stereoscopic	estereoscópico
stereotype	estereótipo
stereotyped	estereotipado
sterile	estéril
sterility	esterilidade
sterilize	esterilizar
sterling	esterlino
stern	popa
sternum	esterno
steroid	esteróide
stethoscope	estetoscópio
stew	Bobó
steward	mordomo
stewardess	comissária de bordo
stewardship	mordomia
stfu	stfu
stick	bastão
sticker	adesivo
sticking	furando
stickler	stickler
stickup	confuso
sticky	pegajoso
stiff	rígido
stiffen	endurecer
stiffness	rigidez
stifle	sufocar
stifled	sufocado
stifling	sufocante
stigma	estigma
stile	NO TRANSLATION
stiletto	estilete
stillbirth	natimorto
stillborn	natimorto
stillness	quietude
stillwaiting	NO TRANSLATION
stilts	palafitas
stimulant	estimulante
stimulate	estimular
stimulating	estimulando
stimulation	estimulação
stimulus	estímulo
sting	picada
stinger	ferrão
stinging	ardor
stingy	mesquinho
stink	fedor
stinker	stinker
stinking	fedendo
stinky	fedido
stint	restrição
stipend	estipêndio
stipulate	estipular
stipulation	estipulação
stir	mexer
stirring	mexendo
stitch	ponto
stitching	costura
stock	estoque
stockade	paliçada
stockbroker	corretor de ações
stockholder	acionista
stocking	meia
stockings	meias
stockpile	estoque
stockroom	almoxarifado
stocks	estoques
stoic	estóico
stole	roubou
stolen	roubado
stomach	estômago
stomachache	dor de estômago
stomp	pisar
stomped	pisoteado
stone	pedra
stoned	apedrejado
stonewall	parede de pedra
stoneware	grés
stony	pedregoso
stooge	fantoche
stool	banquinho
stools	fezes
stoop	inclinar
stoopid	stoopid
stop	Pare
stopover	escala
stoppage	paralisação
stopper	rolha
stopping	parando
stopwatch	cronômetro
storage	armazenamento
store	loja
storefront	vitrine
storehouse	armazém
storeroom	despensa
storing	armazenando
storm	tempestade
storming	assalto
stormy	tormentoso
story	história
storybook	livro de histórias
storyteller	contadora de histórias
storytelling	narrativa
stound	stound
stout	stout
stove	fogão
stow	arrumar
stowaway	clandestino
straddle	straddle
straight	direto
straighten	endireitar
straightforward	direto
straightway	imediatamente
strain	tensão
strained	tensas
strait	estreito
straitjacket	camisa de força
straits	estreitos
strand	vertente
stranded	encalhado
strange	estranho
stranger	desconhecido
strangle	estrangular
strangulation	estrangulamento
strap	alça
strapless	sem alças
strapping	cintas
strata	estratos
strategic	estratégico
strategist	estrategista
strategy	estratégia
stratification	estratificação
stratosphere	estratosfera
stratum	estrato
stratus	estrato
straw	Palha
strawberry	morango
stray	disperso
streak	à risca
streaked	riscado
stream	corrente
streamer	flâmula
streaming	transmissão
streamline	agilizar
street	rua
streetcar	bonde
streetlight	iluminação pública
strength	força
strengthen	fortalecer
strengthening	fortalecimento
strenuous	extenuante
strep	strep
stress	estresse
stressed	estressado
stresses	estresses
stressfree	NO TRANSLATION
stressful	estressante
stressin	NO TRANSLATION
stressing	enfatizando
stressrelief	NO TRANSLATION
stretch	esticam
stretcher	maca
stricken	acometido
strict	rigoroso
stride	passo
strife	contenda
strike	greve
strikeout	strikeout
striker	atacante
striking	impressionante
strikingly	surpreendentemente
string	corda
strings	cordas
stringy	fibroso
strip	faixa
stripe	listra
striped	listrado
stripped	despojado
stripper	stripper
striptease	striptease
strive	esforçar-se
strobe	estroboscópio
stroke	acidente vascular encefálico
stroll	passear
stroller	carrinho de passeio
strolling	passeando
strong	Forte
stronghold	fortaleza
strongly	fortemente
structural	estrutural
structure	estrutura
strudel	strudel
struggle	luta
strut	suporte
stub	toco
stubbed	stubbed
stubble	restolho
stubborn	teimoso
stubbornness	teimosia
stubby	gordinho
stucco	estuque
stuck	preso
stuckup	NO TRANSLATION
stud	viga
studded	estudado
student	aluna
studied	estudou
studio	estúdio
study	estude
stuff	coisa
stuffed animal	bicho de pelúcia
stuffing	estofamento
stuffy	abafado
stumble	tropeçar
stump	toco
stumped	perplexo
stun	atordoar
stunned	atordoado
stunner	stunner
stunning	deslumbrante
stunt	façanha
stunted	atrofiado
stuntman	dublê
stupefaction	estupefação
stupefy	estupefato
stupendous	estupendo
stupid	estúpido
stupidity	estupidez
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	estupor
sturdy	robusto
sturgeon	esturjão
stutter	gaguejar
sty	chiqueiro
style	estilo
styling	estilo
stylish	à moda
stylist	estilista
suave	suave
sub	sub
subatomic	subatômico
subcommittee	subcomitê
subconscious	subconsciente
subcutaneous	subcutâneo
subdivide	subdividir
subdivision	subdivisão
subduction	subducção
subdue	subjugar
subdued	subjugado
subdural	subdural
subito	NO TRANSLATION
subject	sujeito
subjected	submetido
subjection	sujeição
subjective	subjetivo
subjugation	subjugação
sublet	sublocar
sublevel	subnível
sublimation	sublimação
sublime	sublime
subliminal	subliminar
submarine	submarino
submerge	submergir
submerged	submerso
submersible	submersível
submission	submissão
submissive	submisso
submit	enviar
submitting	enviando
subordinate	subordinar
subordination	subordinação
subplot	subtrama
subpoena	intimação
subscribe	se inscrever
subscriber	assinante
subscription	inscrição
subsequence	subsequência
subsequent	subseqüente
subsequently	subseqüentemente
subservient	subserviente
subset	subconjunto
subside	diminuir
subsidence	subsidência
subsidiary	subsidiária
subsidize	subsidiar
subsidy	subvenção
subsist	subsistir
subsistence	subsistência
subsoil	subsolo
subspace	subespaço
substance	substância
substandard	desclassificado
substantial	substancial
substantially	substancialmente
substantiate	fundamentar
substantive	substantivo
substation	subestação
substitute	substituto
substituted	substituído
substitution	substituição
substructure	subestrutura
subterranean	subterrâneo
subtext	sub-texto
subtitle	legenda
subtle	sutil
subtlety	sutileza
subtract	subtrair
subtraction	subtração
subtype	subtipo
suburb	subúrbio
suburban	suburbano
suburbia	subúrbio
suburbs	subúrbios
subversion	subversão
subversive	subversivo
subvert	subverter
subway	metrô
succeed	suceder
succeeding	sucedendo
success	sucesso
successful	bem sucedido
succession	sucessão
successive	sucessivas
successor	sucessor
succinct	sucinto
succubus	súcubo
succulent	suculento
succumb	sucumbir
suck	chupar
sucker	otário
sucking	sucção
suckling	amamentar
sucks	é uma merda
suction	sucção
sudden	de repente
suddenly	De repente
suds	espuma
sue	processar
suede	camurça
suffer	Sofra
sufferer	sofredor
suffering	sofrimento
suffice	basta
sufficiency	suficiência
sufficient	suficiente
sufficiently	suficientemente
suffix	sufixo
suffocate	sufocar
suffocating	sufocante
suffocation	asfixia
sugar	açúcar
suggest	sugerir
suggestion	sugestão
suggestive	sugestivo
suicidal	suicida
suicide	suicídio
suicidebombing	NO TRANSLATION
suit	terno
suitable	adequado
suitcase	mala de viagem
suite	suíte
suitor	pretendente
sulfate	sulfato
sulfur	enxofre
sulk	amuar
sullen	taciturno
sully	manchar
sulphur	enxofre
sultan	sultão
sultry	abafado
sum	soma
summarily	sumariamente
summarize	resumir
summary	resumo
summation	soma
summer	verão
summerhouse	casa de verão
summertime	horário de verão
summit	cimeira
summon	convocar
summons	convocação
sumo	sumô
sump	depósito
sumptuous	sumptuoso
sun	dom
sunbeam	raio de Sol
sunburn	queimadura de sol
sundae	sundae
sunday	domingo
sundial	relógio de sol
sundown	pôr do sol
sundry	diversos
sunflower	girassol
sunglass	oculos de sol
sunglasses	oculos de sol
sunk	afundado
sunken	afundado
sunless	sem sol
sunlight	luz solar
sunny	ensolarado
sunrise	nascer do sol
sunroof	teto solar
sunscreen	protetor solar
sunset	por do sol
sunshine	brilho do sol
suntan	bronzeado
sunup	sunup
sup	sup
super	super
superannuation	aposentadoria
superb	soberba
superficial	superficial
superfluous	supérfluo
superhero	Super heroi
superhuman	super-humano
superimposed	sobreposto
superintendent	superintendente
superior	superior
superiority	superioridade
superlative	superlativo
superman	Super homen
supermarket	supermercado
supermodel	supermodelo
supernatant	sobrenadante
supernatural	sobrenatural
supernova	Super Nova
superposition	sobreposição
superpower	superpotência
supersede	substituir
superstar	Super estrela
superstition	superstição
superstitious	supersticioso
superstore	superloja
supervise	supervisionar
supervision	supervisão
supervisor	Supervisor
supper	ceia
suppertime	hora do jantar
supplant	suplantar
supple	flexível
supplement	suplemento
supplemental	suplementar
supplementary	suplementar
supplication	súplica
supplier	fornecedor
supplies	suprimentos
supply	fornecem
support	Apoio, suporte
supported	suportado
supporter	torcedor
supporters	apoiadores
supporting	apoiando
supportive	solidário
suppose	suponha
supposed	suposto
supposing	supondo
supposition	suposição
suppress	suprimir
suppression	supressão
supremacy	supremacia
supreme	supremo
supremely	supremamente
surcharge	sobretaxa
sure	certo
surety	garantia
surf	surfar
surface	superfície
surfboard	prancha de surfe
surfer	surfista
surge	surto
surgeon	cirurgião
surgery	cirurgia
surgical	cirúrgico
surly	grosseiro
surmise	supor
surname	sobrenome
surpassing	superando
surplus	excedente
surprise	surpresa
surprised	surpreso
surprises	surpresas
surprising	surpreendente
surprisingly	surpreendentemente
surreal	surreal
surrender	entrega
surrendering	render-se
surrogate	substituto
surround	cercar
surrounding	em torno da
surroundings	arredores
surveillance	vigilância
survey	pesquisa
surveying	levantamento
surveyor	agrimensor
survival	sobrevivência
survive	sobreviver
surviving	sobrevivendo
survivor	sobrevivente
susceptibility	suscetibilidade
susceptible	suscetível
sushi	Sushi
suspect	suspeito
suspected	suspeito
suspend	suspender
suspended	suspenso
suspenders	suspensórios
suspense	suspense
suspension	suspensão
suspicion	suspeita
suspicions	suspeitas
suspicious	suspeito
sustain	sustentar
sustained	sustentado
sustenance	sustento
suture	sutura
suv	suv
sux	NO TRANSLATION
swab	cotonete
swag	Swag
swagger	arrogância
swallow	andorinha
swami	swami
swamp	pântano
swamped	inundado
swampy	pantanoso
swan	cisne
swank	swank
swap	troca
swarm	enxame
swarming	enxame
swastika	suástica
swat	golpe
sway	oscilação
swear	jurar
swearing	palavrões
sweat	suor
sweater	suéter
sweating	suando
sweatshirt	suéter
sweatshop	sweatshop
sweaty	suado
sweep	varrer
sweeper	vassoura
sweeping	varrendo
sweet	doce
sweeten	adoçar
sweetened	adoçado
sweetener	adoçante
sweetest	mais doce
sweetheart	amada
sweetie	querida
sweetness	Doçura
sweets	doces
swell	inchar
swelling	inchaço
sweltering	sufocante
swerve	desviar
swift	rápido
swiftly	rapidamente
swig	gole
swill	Lavar
swim	nadar
swimmer	nadador
swimming	natação
swimsuit	roupa de banho
swindle	fraude
swindler	vigarista
swine	suína
swing	balanço
swinger	grupal
swinging	oscilante
swipe	deslizar
swirl	redemoinho
swish	swish
switch	interruptor
switchblade	canivete
switchboard	quadro de distribuição
swivel	giro
swollen	inchado
swoon	desmaio
swoop	rusga
sword	espada
swordfish	peixe-espada
swordplay	esgrima
swordsman	espadachim
sycamore	sicômoro
syllable	sílaba
syllabus	programa de Estudos
symbiotic	simbiótico
symbol	símbolo
symbolic	simbólico
symbolically	simbolicamente
symbolism	simbolismo
symbolize	simbolizar
symmetric	simétrico
symmetrical	simétrico
symmetry	simetria
sympathetic	simpático
sympathize	simpatizar
sympathy	simpatia
symphonic	sinfônico
symphony	sinfonia
symposium	simpósio
symptom	sintoma
symptomatic	sintomático
synagogue	sinagoga
synapse	sinapse
synaptic	sináptica
sync	sincronizar
synchronize	sincronizar
synchronous	síncrono
syncope	síncope
syndicate	sindicato
syndrome	síndrome
synergistic	sinérgico
synergy	sinergia
synod	sínodo
synonym	sinônimo
synonymous	sinônimo
synopsis	sinopse
synoptic	sinóptico
syntax	sintaxe
synthesis	síntese
synthesizer	sintetizador
synthetic	sintético
syphilis	sífilis
syringe	seringa
syrup	xarope
system	sistema
systematic	sistemático
systematically	sistematicamente
t-shirt	camiseta
tab	aba
tabasco	tabasco
tabby	malhado
tabernacle	tabernáculo
table	mesa
tableau	NO TRANSLATION
tablecloth	toalha de mesa
tablespoon	colher de sopa
tablet	comprimido
tableware	talheres
tabloid	tablóide
taboo	tabu
tabular	tabular
tabulate	tabular
tabulation	tabulação
tachometer	tacômetro
tacit	tácito
tack	aderência
tackle	atacar
tackled	abordado
tackling	atacando
tacky	brega
taco	taco
tact	tato
tactful	diplomático
tactic	tática
tactical	tático
tactics	táticas
tactile	tátil
tad	NO TRANSLATION
tadpole	girino
taffeta	tafetá
taffy	taffy
tag	tag
tail	rabo
tailed	atado
tailgate	bagageira
tailings	rejeitos
taillight	luz traseira
tailor	alfaiate
tailoring	alfaiataria
tailpipe	tubo de escape
taint	mancha
take	levar
takeoff	descolar
takeout	tirar
takeover	assumir o controle
taker	tomador
talcum	talco
tale	conto
talent	talento
talented	talentoso
talisman	talismã
talk	conversa
talkative	falador
talker	falador
tall	alta
tallies	contagens
tallow	sebo
tally	contagem
talon	garra
talons	NO TRANSLATION
tambourine	pandeiro
tame	NO TRANSLATION
tamer	domador
taming	domar
tamper	adulterar
tampon	tampão
tan	bronzeado
tandem	tandem
tang	Espiga
tangent	tangente
tangerine	tangerina
tangible	tangível
tangle	emaranhado
tangled	emaranhado
tango	tango
tank	tanque
tank top	regata
tanker	petroleiro
tanned	bronzeada
tantalizing	tentadora
tantamount	equivale
tantrum	birra
taoism	taoísmo
tap	toque
tape	fita
tape measure	fita métrica
taper	afunilar
tapering	afinando
tapestry	tapeçaria
tapeworm	tênia
tapioca	tapioca
taps	torneiras
tar	alcatrão
tarantula	tarântula
tardiness	atraso
tardy	atrasado
target	alvo
targeted	visadas
targeting	alvejando
tariff	tarifa
tarmac	alcatrão
tarnish	manchar
tarot	tarô
tarp	NO TRANSLATION
tarry	tarry
tart	azedo
tartan	tartan
tartar	tártaro
task	tarefa
tassel	borla
taste	gosto
tasteful	de bom gosto
tasteless	insípido
tasting	degustação
tasty	saboroso
tat	tat
tattler	tattler
tattletale	linguarudo
tattoo	tatuagem
taught	ensinado
taunt	provocação
taupe	taupe
taut	tenso
tavern	taberna
tawdry	tawdry
tawny	tawny
tax	imposto
taxed	taxado
taxi	Táxi
taxicab	táxi
taxonomy	taxonomia
taxpayer	contribuinte
tea	chá
teach	Ensinar
teacher	professor
teaching	ensino
teacup	xícara de chá
teahouse	casa de chá
teal	cerceta
team	equipe
teamjesus	NO TRANSLATION
teammate	companheiro de equipe
teamwork	trabalho em equipe
teapot	bule
tear	lágrima
tearful	choroso
tearsofjoy	NO TRANSLATION
teary	marejados
tease	provocação
teaser	provocação
teasing	provocação
teaspoon	colher de chá
teat	tetina
teatime	hora do chá
tech	tech
technical	técnico
technicality	tecnicidade
technician	técnico
technique	técnica
techno	techno
technological	tecnológica
technology	tecnologia
ted	ted
teddy bear	urso Teddy
tedious	tedioso
tedium	tédio
tee	camiseta
teeming	fervilhando
teen	adolescente
teenage	Adolescência
teenager	adolescente
teens	adolescentes
teensy	teensy
teeny	pequenininho
teeth	dentes
teething	dentição
teflon	teflon
telegram	telegrama
telegraph	telégrafo
telekinesis	telecinese
telemetry	telemetria
telepathic	telepático
telepathy	telepatia
telephone	Telefone
telescope	telescópio
telescopic	telescópico
telethon	teleton
teletype	teletipo
televised	televisionado
television	televisão
tell	contar
teller	caixa
telling	contando
telltale	revelador
temp	temp
temper	temperamento
tempera	tempera
temperament	temperamento
temperamental	temperamental
temperance	temperança
temperate	temperado
temperature	temperatura
tempered	temperado
tempest	tempestade
template	modelo
temple	templo
tempo	NO TRANSLATION
temporal	temporal
temporarily	temporariamente
temporary	temporário
tempt	tentado
temptation	tentação
tempting	tentador
temptress	sedutora
ten	dez
tenable	sustentável
tenacious	persistente
tenacity	tenacidade
tenancy	arrendamento
tenant	inquilino
tend	tender
tendency	tendência
tender	concurso
tenderfoot	tenderfoot
tenderness	ternura
tending	tendendo
tendon	tendão
tenement	cortiço
tenet	princípio
tenets	princípios
tenfold	dez vezes
tennis	tênis
tenor	tenor
tense	tenso
tensile	elástico
tension	tensão
tent	barraca
tentacle	tentáculo
tentative	hesitante
tenth	décimo
tenths	décimos
tenuous	tênue
tenure	posse
tepee	tenda
tepid	tépido
tequila	Tequila
teriyaki	Teriyaki
term	prazo
terminal	terminal
terminate	terminar
termination	terminação
terminator	Exterminador do Futuro
terminology	terminologia
terminus	término
termite	cupim
terms	termos
tern	tern
ternary	ternário
terrace	terraço
terrain	terreno
terrestrial	terrestre
terrible	terrivel
terribly	terrivelmente
terrier	terrier
terrific	formidável
terrified	aterrorizado
terrifies	aterroriza
terrify	aterrorizar
terrifying	aterrorizante
territorial	territorial
territory	território
terror	terror
terrorism	terrorismo
terrorist	terrorista
terrorists	terroristas
terrorize	aterrorizar
terse	concisa
tertiary	terciário
test	teste
testament	testamento
testicle	testículo
testicular	testicular
testify	testemunhar
testimonial	depoimento
testimony	testemunho
testosterone	testosterona
testy	NO TRANSLATION
tetanus	tétano
tether	corrente
tethered	amarrado
tetrahedral	tetraedro
text	texto
textbook	livro didático
textile	têxtil
textural	textural
texture	textura
tgif	tgif
thank	obrigado
thankful	grato
thankgod	graças a Deus
thanking	agradecendo
thankless	mal agradecido
thanks	obrigado
thanksalot	NO TRANSLATION
thanksgiving	Ação de graças
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	palha
thatmoment	NO TRANSLATION
thaumaturgy	taumaturgia
thaw	descongelamento
theater	teatro
theatrical	teatral
theatrics	teatralidade
thebest	ao melhor
theft	roubo
theism	teísmo
theistic	teísta
thelife	a vida
thelittlethings	NO TRANSLATION
theme	tema
theocracy	teocracia
theocratic	teocrático
theologian	teólogo
theological	teológico
theology	teologia
theorem	teorema
theoretical	teórico
theory	teoria
therapeutic	terapêutico
therapeutics	terapêutica
therapist	terapeuta
therapy	terapia
thereabouts	por aí
thereof	disso
therewith	com isso
thermal	térmico
thermocouple	par termoelétrico
thermodynamics	termodinâmica
thermometer	termômetro
thermos	garrafa térmica
thermostat	termostato
thesaurus	tesauro
thesis	tese
thick	Grosso
thicken	engrossar
thickening	espessamento
thicket	moita
thickness	espessura
thief	ladrao
thigh	coxa
thimble	dedal
thin	fino
thing	coisa
things	coisas
thingy	coisinha
think	pensar
thinker	pensador
thinking	pensando
third	terceiro
thirds	terços
thirst	sede
thirsty	com sede
thirteen	treze
thirteenth	décimo terceiro
thirty	trinta
thistle	cardo
thither	para lá
thong	Correia
thorn	Espinho
thorny	espinhoso
thorough	minucioso
thoroughbred	puro sangue
thoroughfare	passagem
thought	pensamento
thoughtful	pensativo
thoughtfulness	ponderação
thoughtless	impensado
thoughts	pensamentos
thousand	mil
thrash	thrash
thread	fio
threat	ameaça
threaten	ameaçar
threatened	ameaçado
threatening	ameaçador
three	três
threefold	triplo
threesome	trio
thresh	debulhar
threshold	limite
thrice	três vezes
thrift	economia
thrifty	parcimonioso
thrill	emoção
thrilled	emocionados
thriller	suspense
thrilling	emocionante
thrive	prosperar
thriving	prosperando
throat	garganta
throb	pulsar
throbbing	latejante
throes	espasmos
throne	trono
throng	multidão
throttle	acelerador
throw	lançar
throwback	retrocesso
thrower	atirador
thrown	jogado
thrush	tordo
thrust	impulso
thruster	propulsor
thud	baque
thug	bandido
thumb	polegar
thumbprint	impressão digital
thump	baque
thumper	batedor
thumping	batendo
thunder	trovão
thunderbolt	raio
thunderclap	trovão
thundering	trovejando
thunderstorm	trovoada
thunderstruck	thunderstruck
thwart	frustrar
thx	THX
thyme	Tomilho
thyroid	tiróide
tiara	tiara
tibia	tíbia
tic	tique
tick	Carraça
ticked	assinalado
ticker	ticker
ticket	bilhete
tickle	cócegas
tickled	cócegas
ticklish	cócegas
tidal	maré
tidal wave	maremoto
tidbit	petisco
tide	maré
tidings	notícias
tidy	arrumado
tie	gravata
tier	camada
tiff	tiff
tiger	tigre
tighten	apertar
tightness	aperto
tightrope	corda bamba
tights	collants
tilde	til
tile	telha
tiling	revestimento
till	NO TRANSLATION
tillage	lavoura
tiller	lavrador
tilt	inclinar
tilting	basculante
timber	madeira
timberland	Timberland
timbre	timbre
time	Tempo
timeless	Eterno
timeliness	pontualidade
timely	oportuno
timeout	tempo esgotado
timepiece	relógio
timer	cronômetro
times	vezes
timetable	calendário
timewasters	NO TRANSLATION
timid	tímido
timidity	timidez
timing	cronometragem
tin	NO TRANSLATION
tincture	tintura
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	formigar
tingling	formigueiro
tinker	funileiro
tinkering	ajustes
tinkle	NO TRANSLATION
tinkling	tinindo
tinnitus	zumbido
tinsel	ouropel
tint	matiz
tiny	minúsculo
tip	gorjeta
tipper	basculante
tipster	palpiteiro
tipsy	embriagado
tiptoe	ponta dos pés
tirade	tirada
tire	pneu
tired	cansado
tiredness	cansaço
tiredofit	NO TRANSLATION
tireless	incansável
tiresome	cansativo
tiring	cansativo
tissue	lenço de papel
tistheseason	NO TRANSLATION
tit	peituda
titan	titã
titanic	titânico
titanium	titânio
tithe	dízimo
title	título
titled	intitulado
titty	maminha
titular	NO TRANSLATION
toad	sapo
toast	torrada
toaster	torradeira
toasty	toasty
tobacco	tabaco
toby	toby
tod	tod
today	hoje
toddler	criança
toe	dedo do pé
toenail	unha do pé
toffee	caramelo
tofu	tofu
toga	NO TRANSLATION
together	juntos
togetherness	união
toil	labuta
toilet	banheiro
toils	labutas
token	símbolo
tolerable	tolerável
tolerance	tolerância
tolerant	tolerante
tolerate	tolerar
toleration	tolerância
toll	Pedágio
tomahawk	tomahawk
tomato	tomate
tomatoes	tomates
tomb	túmulo
tombstone	lápide
tomcat	tomcat
tome	para mim
tomorrow	amanhã
ton	NO TRANSLATION
tone	tom
toner	toner
tong	NO TRANSLATION
tongs	pinças
tongue	língua
tonic	tônico
tonnage	tonelagem
tonsils	amígdalas
toocold	NO TRANSLATION
tool	ferramenta
toolbox	Caixa de ferramentas
tooling	ferramental
toomuchtodo	NO TRANSLATION
toot	toot
tooth	dente
toothache	dor de dente
toothbrush	escova dental
toothed	dentado
toothless	desdentado
toothpaste	pasta de dentes
toothpick	palito de dente
toots	toots
top	topo
topaz	topázio
topic	tema
topical	tópica
topless	topless
topographic	topográfico
topographical	topográfico
topography	topografia
topple	derrubar
topside	parte superior
tor	tor
torch	tocha
torment	tormento
tormented	atormentado
torn	rasgado
tornado	tornado
torpedo	torpedo
torque	torque
torrent	torrente
torrid	tórrido
torsion	torção
torso	tronco
tort	delito
tortious	tortuoso
tortoise	tartaruga
tortuous	tortuoso
torture	tortura
tortured	torturado
toss	sorteio
tot	NO TRANSLATION
total	total
totality	totalidade
totally	totalmente
tote	sacola
totem	totem
touch	tocar
touchdown	aterragem
touched	tocou
touching	tocando
touchy	melindroso
tough	resistente
toughen	endurecer
toughness	dureza
toupee	peruca
tour	Tour
tourism	turismo
tourist	turista
tourmaline	turmalina
tournament	torneio
tourniquet	torniquete
tout	NO TRANSLATION
tow	rebocar
towel	toalha
tower	torre
towering	imponente
town	Cidade
townhouse	townhouse
township	township
townspeople	pessoas da cidade
toxic	tóxico
toxicity	toxicidade
toxicology	toxicologia
toxin	toxina
toy	brinquedo
toymaker	fabricante de brinquedo
trace	vestígio
traceable	rastreável
tracer	marcador
traces	vestígios
trachea	traquéia
tracing	rastreamento
track	rastrear
tracker	rastreador
tract	trato
tractable	tratável
traction	tração
tractor	trator
trade	comércio
trademark	marca comercial
trader	comerciante
tradesman	comerciante
trading	negociação
tradition	tradição
traditional	tradicional
traffic	tráfego
traffic light	semáforo
trafficking	tráfico
tragedies	tragédias
tragedy	tragédia
tragic	trágico
trail	trilha
trailer	reboque
train	trem
train set	conjunto de trem
trained	treinado
trainee	estagiário
trainer	treinador
training	Treinamento
trait	traço
traitor	traidor
traitorous	traidor
trajectory	trajetória
tram	eléctrico
tramp	vagabundo
trample	atropelar
trampoline	trampolim
tramway	eléctrico
trance	transe
tranquil	tranquilo
tranquility	tranqüilidade
tranquilizer	calmante
transact	transacionar
transaction	transação
transatlantic	transatlântico
transceiver	transceptor
transcend	transcender
transcendence	transcendência
transcendent	transcendente
transcendental	transcendental
transcribe	transcrever
transcriber	transcritor
transcript	transcrição
transcription	transcrição
transfer	transferir
transference	transferência
transferred	transferido
transfixed	transfixado
transform	transformar
transformation	transformação
transformer	transformador
transfusion	transfusão
transgression	transgressão
transient	transiente
transistor	transistor
transit	transito
transition	transição
transitional	transitório
transitive	transitivo
transitory	transitório
translate	traduzir
translation	tradução
