Word	no
runaway	runaway
rundown	løp ned
runes	runer
rung	rung
runner	løper
running	løping
running shoes	joggesko
runny	rennende
runt	NO TRANSLATION
runway	rullebane
rupture	ruptur
rural	landlig
ruse	NO TRANSLATION
rush	skynde
rushing	rushing
rust	rust
rusted	rusted
rustic	rustikk
rustle	rasling
rustler	Rustler
rusty	rusten
rut	brunst
ruth	ruth
ruthless	hensynsløs
rye	rug
sabbatical	ferie
saber	NO TRANSLATION
sable	sable
sabotage	sabotasje
saboteur	sabotør
sac	sac
sack	sekk
sacrament	sakrament
sacred	hellig
sacrifice	ofre
sacrifices	ofrene
sacrificial	offer
sacrilege	helligbrøde
sacrilegious	vanhellig
sad	lei seg
sadday	NO TRANSLATION
saddens	trist og bedrøvet
saddle	sal
sadist	sadist
sadistic	sadistisk
sadly	dessverre
sadness	tristhet
safari	safari
safe	sikker
safeguard	ivareta
safekeeping	oppbevaring
safety	sikkerhet
saffron	safran
sag	sag
saga	saga
sage	salvie
saggy	saggy
sail	seile
sailboat	seilbåt
sailing	seiling
sailor	sjømann
saint	helgen
sainted	sainted
saintly	hellig
sake	skyld
salad	salat
salamander	salamander
salami	salami
salary	lønn
sale	salg
salesgirl	salgsjente
salesman	ekspeditør
salient	fremtredende
saline	saltvann
saliva	spytt
sally	Sally
salmon	laks
salmonella	salmonella
salon	salon
saloon	saloon
salsa	salsa
salt	salt
salted	saltet
saltwater	saltvann
salty	salt
salutary	sunn
salutation	hilsen
salute	honnør
salvage	berging
salvation	frelse
salve	salve
samba	samba
sameness	likhet
sample	prøve
samurai	samurai
sanatorium	sanatorium
sanctification	helliggjørelse
sanctified	helliget
sanctify	helliger
sanctimonious	skinnhellig
sanction	godkjennelse
sanctioned	sanksjonert
sanctity	hellighet
sanctuary	helligdom
sanctum	sanctum
sand	sand
sandal	sandal
sandbox	sandkasse
sander	sander
sandman	sandman
sandpaper	sandpapir
sands	sanden
sandstorm	sandstorm
sandwich	smørbrød
sandy	sand-
sane	tilregnelig
sanguine	Sanguine
sanitarium	sanatorium
sanitary	sanitær~~POS=TRUNC
sanitation	hygiene
sanity	tilregnelighet
sans	NO TRANSLATION
santa	nisse
sap	sevje
sapiens	sapiens
sapphire	safir
sappy	sappy
sarcasm	sarkasme
sarcastic	sarkastisk
sarcoma	sarkom
sarcophagus	sarkofag
sardine	sardin
sardonic	sardonisk
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	frekk
satanic	satanisk
satchel	ransel
sate	NO TRANSLATION
satellite	satellitt
satin	sateng
satire	satire
satirical	satirisk
satisfaction	tilfredshet
satisfactorily	tilfredsstillende
satisfactory	tilfredsstillende
satisfied	fornøyd
satisfy	tilfredsstille
satisfying	tilfredsstillende
saturate	mette
saturated	mettet
saturation	metning
satyr	satyr
sauce	saus
saucepan	kasserolle
saucer	tallerken
saucy	sveisen
sauerkraut	surkål
sauna	badstue
sausage	pølse
savage	villmann
savagery	villskap
savanna	savannen
savannah	savannen
savant	Savant
save	lagre
saver	saver
saving	besparende
savings	sparing
savior	frelser
savor	duft
savory	velsmakende
savvy	erfarne
saw	sag
sawdust	sagflis
sawmill	sagbruk
sax	sax
saxophone	saksofon
say	si
sayonara	NO TRANSLATION
scab	skorpe
scabbard	slire
scaffold	stillas
scaffolding	stillas
scalding	skålding
scale	skala
scales	vekter
scallop	kamskjell
scalp	hodebunn
scalpel	skalpell
scaly	skjell
scam	svindel
scamp	slubbert
scampi	scampi
scan	skanning
scandal	skandale
scandalous	skandaløs
scanner	skanner
scanty	sparsom
scape	scape
scapegoat	syndebukk
scar	arr
scarab	skarabé
scarce	knapp
scarcely	knapt
scarcity	knapphet
scare	skremme
scarecrow	fugleskremsel
scared	redd
scares	skremmer
scarf	skjerf
scarier	skremmende
scariest	skumleste
scarlet	scarlet
scary	skummelt
scat	scat
scatter	spre
scattered	spredt
scattering	spredning
scavenger	plyndrer
scenario	scenario
scene	scene
scenery	natur
scenic	scenisk
scent	duft
scented	duftende
scepter	septer
sceptical	skeptisk
scepticism	skepsis
schadenfreude	schadenfreude
schedule	rute
schematic	skjematisk
scheme	ordningen
schilling	Schilling
schism	skisma
schizophrenia	schizofreni
schizophrenic	schizofren
schlep	schlep
schmuck	NO TRANSLATION
schnapps	Snaps
schnitzel	schnitzel
scholar	lærd
scholarly	vitenskapelig
scholarship	stipend
scholastic	Scholastic
school	skole
schoolboy	skolegutt
schoolgirl	skolejente
schoolhouse	skole
schooling	skolegang
schoolmaster	Skole
schoolteacher	NO TRANSLATION
schoolwork	skolearbeid
schoolyard	skolegård
schooner	skonnert
sciatica	isjias
science	vitenskap
scientific	vitenskapelig
scientist	forsker
scifi	Sci-fi
scintilla	NO TRANSLATION
scintillating	scintillating
scintillation	scintillation
scintillator	scintillator
scion	ætling
scissors	saks
scoff	spotter
scold	skjenne
scolding	skjenn
scone	scone
scoop	kule
scoot	scoot
scooter	scooter
scope	omfang
scorch	svi
scorching	glohet
score	poengsum
scoreboard	resultattavle
scorer	målscorer
scores	score
scorn	forakt
scorned	hånet
scornful	hånlig
scorpion	skorpion
scotch	skotsk whisky
scoundrel	kjeltring
scour	skure
scourge	svøpe
scout	speider
scowl	skuler
scrabble	scrabble
scram	Scram
scramble	scramble
scrambled	egge
scrambler	scrambler
scrambling	scrambling
scrap	skrap
scrapbook	utklippsbok
scrape	skrape
scrapie	skrapesyke
scraping	skraping
scrappy	scrappy
scratch	ripe
scratchy	skrapete
scrawny	tynn
scream	hyle
screamer	screamer
screaming	skrik
screech	hvin
screen	skjerm
screening	screening
screenplay	skjermspill
screenwriter	manusforfatter
screw	skru
screwball	screwball
screwdriver	skrujern
screwed	skrudd
screwy	screwy
screwyou	NO TRANSLATION
scribble	skrible
scribe	skribent
scrimmage	scrimmage
scrip	skreppe
script	manus
scriptural	Skriften
scripture	skrift
scroll	bla
scrotum	pungen
scrounge	scrounge
scrounger	scrounger
scrub	skrubbe
scruffy	rufsete
scrumptious	deilig
scrupulous	samvittighetsfull
scrutinize	granske
scrutiny	granskning
scuba	scuba
scuff	scuff
scuffle	basketak
scullery	grovkjøkken
sculptor	skulptør
sculpture	skulptur
sculptured	skulpturell
scum	avskum
scumbag	drittsekk
scurry	Scurry
scurvy	skjørbuk
scuttle	kullboks
sea	hav
seaboard	kyst
seafood	sjømat
seagull	måke
seal	Tetning
seals	sel
seam	søm
seaman	sjømann
seamless	sømløs
seamstress	syerske
seaport	havne
sear	svi
search	Søke
searching	søker
searchlight	søkelys
seared	grillet
seashore	strandlinjen
seasick	sjøsyk
seaside	seaside
season	årstid
seasonal	sesong
seasoned	erfaren
seasoning	krydder
seat	sete
seatbelt	setebelte
seating	sitte
seawater	sjøvann
seaweed	tang
sec	sek
secession	løsrivelse
secluded	bortgjemt
seclusion	sølibat
second	sekund
second cousin	tremenning
secondary	sekundær
secondhand	brukt
secrecy	hemmelighold
secret	hemmelig
secretariat	sekretariatet
secretary	sekretær
secrete	avsondre
secretion	sekresjon
secretive	hemmelighetsfull
secretly	hemmelighet
sect	sekt
sectarian	sekteriske
section	seksjon
sectional	tverrsnitts
sector	sektor
secular	sekulære
secularism	sekularisme
secure	sikre
securities	verdipapirer
security	sikkerhet
sedan	NO TRANSLATION
sedate	sedate
sedation	sedasjon
sedative	beroligende middel
sedentary	stillesittende
sedge	starr
sediment	sediment
sedimentary	sedimentære
sedition	oppvigleri
seduce	forføre
seducer	forfører
seducing	forførende
seduction	forførelse
seductive	forførende
see	se
seed	frø
seedling	frøplante
seeds	frø
seedy	lurvete
seek	søke
seeker	seeker
seem	synes
seemingly	tilsynelatende
seer	seer
seesaw	seesaw
seething	sydende
segment	segmentet
segregate	segregere
segregated	segregert
segregation	segregering
seismic	seismikk
seize	gripe
seizure	anfall
seldom	sjeldent
select	plukke ut
selection	utvalg
selective	selektiv
selectman	selectman
selenium	selen
self	selv-
selfharm	NO TRANSLATION
selfish	selvopptatt
selfishness	egoisme
selfless	uselvisk
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	selge
seller	selger
sellout	sellout
seltzer	selters
semantics	semantikk
semaphore	semafor
semblance	skinn
semen	sæd
semester	semester
semi	semi
semiautomatic	NO TRANSLATION
semicolon	semikolon
seminal	bryt
seminar	seminar
seminary	Seminar
semiotics	semiotikk
senate	senatet
senator	senator
send	sende
sender	avsender
senescence	senescence
senile	senil
senior	senior
seniority	ansiennitet
senor	senor
senorita	senorita
sensation	følelse
sensational	oppsiktsvekkende
sense	føle
senseless	meningsløs
senses	sanser
sensibility	følsomhet
sensible	fornuftig
sensibly	fornuftig
sensitive	følsom
sensitivity	følsomhet
sensor	sensor
sensory	sensoriske
sensual	sensuell
sensuality	sensualitet
sensuous	sanselig
sentence	setning
sentencing	utmålingen
sentient	sans
sentiment	sentiment
sentimental	sentimental
sentimentality	sentimentalitet
sentinel	sentinel
sentry	Sentry
separable	separable
separate	skille
separately	hver for seg
separation	atskillelse
separatist	separatist
sepia	sepia
sepsis	sepsis
sept	september
septic	septisk
septum	septum
sequel	oppfølger
sequence	sekvens
sequent	følgende
sequestered	sequestered
sequestration	deponering
serenade	serenade
serendipity	tilfeldighet
serene	fredelig
serenity	sinnsro
sergeant	sersjant
serial	serie
serialize	serial
series	serie
serif	serif
serious	seriøs
seriousness	alvoret
sermon	preken
serpent	slange
serpentine	serpentin
serrated	taggete
serum	serum
servant	tjener
serve	tjene
server	serveren
service	service
serviceable	brukbar
servile	servile
servitude	trelldom
sesame	sesamfrø
sess	NO TRANSLATION
session	økt
sessions	økter
set	sett
setback	tilbakeslag
sett	NO TRANSLATION
setter	Settere
settle	ordne
settled	bosatte seg
settlement	bosetting
settler	nybygger
settlor	Stifterne
setup	oppsett
seven	sju
seventeen	sytten
seventh	syvende
seventy	sytti
sever	sever
severable	skilles
severally	arisk
severance	sluttvederlag
severe	alvorlig
severely	alvorlig
severity	alvorlighetsgrad
sew	sy
sewage	kloakk
sewer	kloakkrør
sewerage	avløp
sewing	sy
sex	kjønn
sexist	kjønnsdiskriminerende
sexual	seksuell
sexuality	seksualitet
sexy	sexy
shabby	loslitt
shack	skur
shackle	sjakkel
shade	skygge
shades	nyanser
shading	skyggelegging
shadow	skygge
shadowy	skygge
shady	skygge
shaft	aksel
shag	shag
shaggy	raggete
shake	riste
shakedown	shakedown
shaken	ristet
shaker	shaker
shaking	rister
shaky	skjelvende
shall	skal
shallow	grunt
shallows	grunne
sham	sham
shaman	sjaman
shambles	shambles
shame	skam
shamed	skjemmes
shameful	skammelig
shameless	skamløs
shampoo	sjampo
shanghai	shanghai
shank	skaft
shanty	shanty
shape	form
shapely	velskapt
shard	shard
share	dele
shareholder	aksjonær
sharing	deling
shark	hai
sharp	skarp
sharpen	spisse
sharpened	skjerpet
sharpener	spisser
sharpness	skarphet
sharpshooter	skarpskytter
shatter	knuse
shattered	knust
shattering	knuste
shave	barbere
shaver	barbermaskin
shaving	barbering
shawl	sjal
sheaf	neket
shear	klippe
shears	saks
sheath	skjede
sheathing	vindsperre
shed	skur
sheen	glans
sheep	sau
sheepdog	sheepdog
sheepish	fårete
sheer	ren
sheet	ark
sheik	sheik
shelf	hylle
shell	shell
shellfish	skalldyr
shelling	avskalling
shelter	husly
sheltered	skjermet
shelters	tilfluktsrom
shelved	skrin
shepherd	gjeter
sherbet	sherbet
sheriff	sheriff
sherry	sherry
shield	skjold
shift	skifte
shifting	skiftende
shifty	upålitelig
shilling	shilling
shimmer	shimmer
shimmering	skimrende
shimmy	shimmy
shin	shin
shindig	shindig
shine	skinne
shiner	Shiner
shingle	singel
shining	skinner
shiny	skinnende
ship	skip
shipment	forsendelse
shipping	Shipping
shipshape	shipshape
shipwreck	skipsvrak
shipyard	verftet
shire	fylke
shirt	skjorte
shit	dritt
shitday	NO TRANSLATION
shitfaced	drita full
shithead	drittsekk
shitless	shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	skjelve
shivering	skjelving
shoals	stimer
shock	sjokk
shocked	sjokkert
shocker	shocker
shocking	sjokkerende
shockingly	sjokkerende
shoddy	shoddy
shoe	sko
shoelace	skolisse
shoemaker	skomaker
shoes	sko
shoeshine	skopuss
shook	ristet
shoot	skyte
shooter	skytespill
shooting	skyting
shootout	shootout
shop	butikk
shopkeeper	butikkeier
shoplifter	butikktyv
shoplifting	butikktyveri
shopper	shopper
shopping	kjøpesenter
shore	shore
shoreline	strandlinje
shorn	klippet
short	kort
short story	novelle
shortage	mangel
shortcake	cake
shortcoming	brist
shortcut	snarvei
shorten	forkorte
shortening	forkorting
shorthand	stenografi
shortly	om kort tid
shortness	kortpustethet
shorts	shorts
shortstop	short
shortwave	kortbølge
shot	skudd
shotgun	hagle
shoulder	skulder
shout	rope
shove	skubbe
shovel	skuffe
shoveling	måke
show	forestilling
showbiz	underholdningsbransjen
showboat	Showboat
showcase	vise frem
showdown	showdown
shower	dusj
showgirl	showgirl
showing	viser
showoff	showoff
showroom	utstillingslokale
showy	prangende
shrapnel	splinter
shred	makulere
shrew	spissmus
shrewd	skarp
shriek	skrik
shrill	skingrende
shrimp	reke
shrine	helligdom
shrink	krympe
shrinking	krymper
shrivel	skrumpe
shroud	liksvøpet
shrub	busk
shrubbery	buskas
shrug	skuldertrekk
shrunk	krympet
shrunken	krympet
shudder	gyse
shuddering	gysninger
shuffle	tilfeldig rekkefølge
shuffleboard	shuffleboard
shuffling	shuffling
shun	shun
shunned	skydd
shunt	shunt
shut	lukke
shutdown	skru av
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	lukker
shuttle	transport
shutup	NO TRANSLATION
shy	sjenert
shyness	beskjedenhet
shyster	shyster
sib	NO TRANSLATION
sibling	søsken
sic	sic
sick	syk
sickbay	sykestua
sicken	kvalm
sickening	kvalm
sickle	sigd
sickly	sykelig
sickness	sykdom
side	side
sidearm	sidearm
sidebar	sidebar
sideboard	skjenk
sideburns	kinnskjegg
sidecar	sidevogn
sidekick	sidespark
sideline	sidelinjen
sideshow	sideshow
sidestep	omgå
sidewalk	fortau
sideways	sidelengs
sidewinder	Sidewinder
siege	beleiring
siesta	siesta
sieve	sil
sift	sikte
sifting	granskes
sigh	sukk
sight	syn
sighting	sighting
sightseeing	sightseeing
sigma	sigma
sign	skilt
signal	signal
signature	signatur
significance	betydning
significant	betydelige
signification	signification
signify	signalisere
signpost	skilt
silence	stillhet
silencer	lyddemper
silent	stille
silently	stille
silhouette	silhouette
silicon	silisium
silicone	silikon
silk	silke
silken	silken
silky	silke
sill	sill
silliness	dumhet
silly	dum
silo	silo
silt	silt
silver	sølv
silverware	sølvtøy
silvery	sølv
similar	lignende
similarity	likheten
simile	NO TRANSLATION
simmer	småkoke
simmering	ulmende
simple	enkel
simples	NO TRANSLATION
simpleton	enfoldig
simplicity	enkelhet
simplify	forenkle
simplistic	forenklede
simply	ganske enkelt
simulate	simulere
simulated	simulert
simulating	simulere
simulation	simulering
simulator	simulator
simultaneous	samtidig
simultaneously	samtidig
sin	NO TRANSLATION
sincere	oppriktig
sincerity	oppriktighet
sinful	syndig
sing	synge
singer	sanger
singing	sang
single	enkelt
singly	enkeltvis
singular	entall
singularity	singularitet
singularly	bemerkelsesverdig
sinister	skummel
sink	synke
sinker	søkke
sinking	synker
sinner	synder
sinning	synde
sinus	sinus
sip	nippe
siphon	sug
sipping	nipper
sir	Herr
sire	sire
siren	sirene
sirloin	ytrefilet
sissy	pingle
sister	søster
sisterhood	søster
sit	sitte
sitcom	situasjonskomedie
site	nettstedet
sith	sith
sitter	sitter
sitting	sitter
situate	situate
situated	ligger
situation	situasjon
six	seks
sixpence	sixpence
sixteen	seksten
sixth	sjette
sixty	seksti
sizable	betydelig
size	størrelse
sizzle	sizzle
ska	NO TRANSLATION
skate	gå på skøyter
skateboard	rullebrett
skater	skater
skating	skøyter
skedaddle	skedaddle
skeet	skeet
skein	nøste
skeletal	skjelett
skeleton	skjelett
skeptic	skeptiker
skeptical	skeptisk
skepticism	skepsis
sketch	skisse
sketching	skissere
sketchy	tvilsom
skewed	skjev
skewer	spyd
ski	ski
skid	skid
skier	skiløper
skiff	sjekte
skiing	stå på ski
skijump	NO TRANSLATION
skill	ferdighet
skilled	dyktig
skillet	stekepanne
skillful	dyktig
skim	skummet
skimpy	snau
skin	hud
skinny	mager
skip	hoppe
skipper	skipper
skirmish	trefning
skirt	skjørt
skirting	listene
skirts	skjørt
skit	skit
skittish	skittish
skull	hodeskalle
skunk	stinkdyr
sky	himmel
skylight	himmellys
skyline	skyline
skyscraper	skyskraper
slab	skive
slack	slakk
slag	slagg
slam	slam
slammer	slammer
slander	bakvaskelse
slanderous	ærekrenkende
slang	slang
slant	Skrått
slap	dask
slash	skråstrek
slashes	skråstreker
slate	skifer
slates	skifer
slaughter	slakte
slaughterhouse	slakteri
slaughtering	slakting
slave	slave
slavery	slaveri
slay	slå ihjel
slayer	slakter
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	aking
sledge	slede
sledgehammer	slegge
sleek	slank
sleep	sove
sleeper	sleeper
sleeping	sove
sleepless	søvnløs
sleeplessness	søvnløshet
sleepover	overnatting
sleepy	søvnig
sleepyhead	Sleepyhead
sleet	sludd
sleeve	erme
sleeveless	uten ermer
sleigh	slede
sleight	sleight
slender	slank
sleuth	detektiv
slice	skive
slick	glatt
slicker	stiligere
slide	lysbilde
slider	glidebryteren
sliding	glide
slight	svak
slight anticipation	liten forventning
slight disgust	liten disgust
slight surprise	liten overraskelse
slight trust	liten tillit
slightly	litt
slightly negative	litt negativ
slightly positive	litt positiv
slim	slank
slime	slim
slimy	slimete
sling	fatle
slingshot	sprettert
slink	slink
slinky	Slinky
slip	slip
slipper	tøffel
slippers	tøfler
slippery	glatt
slit	slit
sliver	sliver
slob	slask
slobber	sikle
slogan	slagord
sloop	sluppen
slop	NO TRANSLATION
slope	skråningen
sloppy	slurvet
slot	slot
sloth	dovendyr
slouch	slentre
slough	slough
slow	langsom
slowly	sakte
slowness	treghet
sludge	slam
slug	slug
slugger	slugger
sluggish	treg
sluice	sluse
slum	slum
slumber	slummer
slump	nedgangen
slur	Nedsmelting
slurp	slurp
slush	slaps
slut	ludder
slutty	slutty
sly	sly
smack	smack
small	liten
smaller	mindre
smallest	minste
smallpox	kopper
smart	smart
smartass	smartass
smarten	smarten
smarty	Smarty
smash	knuse
smashed	knust
smattering	overfladisk kjennskap
smear	smøre
smell	lukt
smelling	lukt
smelly	stinkende
smelt	smelt
smidgen	smidgen
smile	smil
smiled	Smilte
smiles	smiler
smiley	smiley
smiling	smilende
smirk	tåpelig flir
smite	slå
smith	smith
smithereens	pinneved
smitten	smittet
smock	kittel
smog	smog
smoke	røyk
smoker	røyker
smokey	smokey
smoking	røyke
smoky	smoky
smoldering	ulmende
smooch	smooch
smooth	glatt
smoothie	smoothie
smoothly	problemfritt
smoothness	glatthet
smother	kvele
smudge	smudge
smug	selvgode
smuggle	smugle
smuggler	smugler
smuggling	smugling
smut	sote
snack	matbit
snacks	snacks
snafu	snafu
snag	ulempe
snags	snags
snail	snegl
snake	slange
snakes	slanger
snakeskin	slangeskinn
snap	snap
snapper	snapper
snappy	irritabel
snapshot	øyeblikksbilde
snare	skarptromme
snarl	snerr
snarling	snerrende
snatch	snappe
snatcher	snatcher
snazzy	snazzy
sneak	snike
sneaker	joggesko
sneakers	joggesko
sneaking	snik
sneaky	sleipe
sneer	flir
sneeze	nyse
sneezing	nysing
snicker	snicker
snide	snide
sniff	sniff
snip	klipp
snipe	snipe
sniper	snikskytter
snippet	tekstutdrag
snippy	snippy
snitch	snitch
snob	snobb
snoop	snoke
snoopy	snoopy
snooty	hovmodige
snooze	snooze
snore	snorke
snorkel	snorkel
snort	snøft
snot	snørr
snotty	snørret
snout	snute
snow	snø
snowball	snøball
snowboard	snowboard
snowboarder	snowboarder
snowday	snø dag
snowfall	snøfall
snowflake	snøfnugg
snowing	snowing
snowmageddon	snowmageddon
snowman	snømann
snowplow	snøplog
snowstorm	snøstorm
snowy	snowy
snub	snub
snubbed	avvist
snuff	snus
snug	tettsittende
snuggle	kose
snuggled	krøp
snuggles	kryper
snuggling	kos
soak	suge
soaked	gjennomvåt
soaking	soaking
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	såpe
soapbox	talerstol
soapy	såpe
soar	sår
soaring	svevende
sob	NO TRANSLATION
sober	edru
soblessed	NO TRANSLATION
sobriety	Edruelighet
soc	soc
soccer	fotball
sociable	sosial
social	sosial
socialanxiety	NO TRANSLATION
socialism	sosialisme
socialist	sosialist
socialite	socialite
socialize	sosialisere
society	samfunn
sociology	sosiologi
sociopath	sosiopat
sock	sokk
socket	stikkontakt
sod	torv
soda	soda
soda/pop	brus
sodding	sodding
sodium	natrium
sofa	sofa
soft	myk
softball	myk ball
soften	myke
softener	mykner
softening	oppmykning
softly	mykt
softness	mykhet
software	programvare
soggy	soggy
sohappy	så glad
soil	jord
soiled	skitten
soiree	soiree
sojourn	oppholde
solace	trøst
solar	solenergi
solarium	solarium
solder	lodde
soldering	lodding
soldier	soldat
sole	såle
solemn	høytidelig
solicit	anmode
solicitation	oppfordring
solicitor	advokat
solid	fast
solidarity	solidaritet
solidification	størkning
solidified	størknet
solidify	størkne
solidity	soliditet
solitaire	kabal
solitary	ensom
solitude	ensomhet
solo	solo
solubility	løselighet
soluble	løselig
solucky	så heldig
solution	løsning
solve	løse
solvency	solvens
solvent	løsemiddel
somad	NO TRANSLATION
somatic	somatisk
somber	sturen
some anticipation	litt forventning
some disgust	litt avsky
some surprise	litt overraskelse
some trust	litt tillit
somersault	saltomortale
somethingigetalot	NO TRANSLATION
somewhat negative	noe negativt
somewhat positive	noe positivt
somuchtodo	NO TRANSLATION
son	sønn
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	sang
songwriter	songwriter
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonett
sonorous	klang
soot	sot
soothe	bero
soothing	beroligende
sophisticated	sofistikert
sophistication	raffinement
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	trollmann
sorcery	trolldom
sordid	simpel
sore	sår
soready	soready
sorely	sårt
soreness	sårhet
sorghum	sorghum
sorority	Sorority
sorrow	sorg
sorrowful	sorgfull
sorry	Beklager
sort	sortere
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	sortering
sos	NO TRANSLATION
soscared	så redd
soscary	så skummelt
soslow	så sakte
sostressed	NO TRANSLATION
sosweet	så søt
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	sjel
soulful	soulful
soulless	sjelløse
soulmate	sjelevenn
sound	lyd
sounding	klingende
soundness	soliditet
soundproof	lydtett
soundtrack	soundtrack
soup	suppe
sour	sur
source	kilde
sourpuss	sourpuss
south	sør
southbound	sørgående
southeast	sørøst
southern	sør-
southpaw	southpaw
southwest	sørvest
souvenir	suvenir
sovereign	suverene
sovereignty	suverenitet
soviet	soviet
sow	purke
soy	soya
soy sauce	soyasaus
soybean	soya~~POS=TRUNC
spa	spa
space	rom
spacecraft	romfartøy
spaceman	spaceman
spaceship	romskip
spacing	avstanden
spacious	romslig
spade	spade
spaghetti	spagetti
spam	spam
spammers	spammere
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	slå
spanking	spanking
spar	spar
spare	reserve
spareribs	spareribs
sparingly	sparsomt
spark	gnist
sparkle	gnisten
sparkling	musserende
sparkly	sparkly
sparring	sparring
sparrow	spurv
sparse	sparsom
spasm	krampe
spastic	spastisk
spat	spyttet
spatial	romlig
spatter	sprut
spatula	stekespade
spawn	spawn
spaz	spaz
speak	snakke
speakeasy	speakeasy
speaker	høyttaler
speakerphone	høyttaler
speaking	snakker
spear	spyd
spec	spec
special	spesiell
specialist	spesialist
speciality	spesialitet
specialize	NO TRANSLATION
specially	spesielt
specialty	spesialitet
specie	NO TRANSLATION
species	arter
specific	spesifikk
specification	spesifikasjon
specify	spesifisere
specimen	eksemplar
speck	speck
speckled	flekkete
specs	specs
spectacle	opptog
spectacles	briller
spectacular	spektakulære
spectator	tilskuer
specter	spekter
spectral	spektral
spectrometer	spektrometer
spectrophotometer	spektrofotometer
spectroscopy	spektroskopi
spectrum	spektrum
speculate	spekulere
speculation	spekulasjon
speculative	spekulativ
speculum	spekulum
speech	tale
speechless	målløs
speed	hastighet
speedboat	passbåt
speedily	raskt
speeding	fartsovertredelse
speedometer	speedometer
speedway	speedway
speedy	speedy
spell	stave
spellbound	fjetret
spelling	staving
spencer	spencer
spend	bruke
spender	spender
spending	utgifter
spent	brukt
sperm	sperm
spew	spy
sphere	sfære
spherical	sfærisk
sphincter	sphincter
sphinx	sfinks
spic	spic
spice	krydder
spicy	krydret
spider	edderkopp
spiders	edderkopper
spiffy	spiffy
spigot	Stussen
spike	spike
spiked	piggete
spiky	piggete
spill	søle
spillin	NO TRANSLATION
spin	snurre rundt
spinach	spinat
spinal	spinal
spindle	spindel
spine	ryggrad
spineless	ryggesløs
spinner	spinner
spinning	spinne
spinster	ugift kvinne
spiny	spiny
spiral	spiral
spire	spir
spirit	ånd
spirited	spirited
spirits	ånder
spiritual	åndelig
spirituality	åndelighet
spit	spytte
spite	Til tross
spiteful	ondskapsfull
spitfire	spitfire
spittoon	spittoon
splash	sprut
splat	splat
splatter	splatter
spleen	milt
splendid	fantastisk
splendor	prakt
splice	skjøt
spline	spline
splint	skinne
splinter	flis
split	dele
splitting	splitting
splurge	splurge
spoil	skjemme bort
spoiler	spoiler
spoiling	spoiling
spoils	spoils
spoke	snakket
spoken	muntlig
spokesman	talsmann
spokesperson	talsperson
sponge	svamp
spongy	svampete
sponsor	sponsor
sponsorship	sponsoravtale
spontaneity	spontanitet
spontaneous	spontan
spoof	spoof
spook	Spook
spooky	skummelt
spool	spole
spoon	skje
spoonful	skje
sporadic	sporadisk
spore	spore
sport	sport
sporting	sports
sports	sport
sports car	sportsbil
sportsman	sportsman
sportsmanship	sportsånd
sportswriter	sports
sporty	sportslig
spot	få øye på
spotless	plettfrie
spotlight	søkelys
spotted	fikk øye på
spotter	spotter
spotty	flekkete
spousal	ekteskapelig
spouse	ektefelle
spout	tut
sprain	forstuing
sprawl	bre
spray	sprøyte
spread	spredt
spreader	spreader
spree	rangel
spring	vår
springtime	våren
sprinkle	dryss
sprinkler	sprinkleranlegg
sprinkling	sprinkling
sprint	sprint
sprite	sprite
sprout	spire
spruce	gran
spud	spud
spunk	spunk
spunky	spant
spur	spur
spurious	falsk
spurred	ansporet
spurt	sprute
spy	spion
squabble	kjekle
squad	Tall
squadron	skvadron
squall	squall
squamous	plateepitel
squander	sløse
square	torget
squash	squash
squat	knebøy
squatter	husokkupant
squaw	squaw
squawk	squawk
squeak	knirker
squeaky	squeaky
squeal	hyle
squealer	squealer
squeamish	pysete
squeeze	klemme
squeezing	klemme
squelch	squelch
squid	akkar
squint	myse
squire	godseier
squirm	vri
squirrel	ekorn
squirt	sprute
squish	squish
squishy	myk
stab	stikke
stabbed	knivstukket
stability	stabilitet
stabilize	stabilisere
stabilizer	stabilisator
stable	stabil
staccato	stakkato
stack	stable
stadium	stadion
staff	personale
stag	hjort
stage	scene
stagecoach	Stagecoach
stagehand	stagehand
stagger	vakle
staggering	svimlende
stagnant	stillestående
stagnation	stagnasjon
staid	trauste
stain	flekk
stained	farget
stainless	rustfritt
stair	trapp
staircase	trapp
stairs	trapp
stairway	trapp
stairwell	trappe
stake	stake
stakeout	utsetting
stale	Ståle
stalemate	fastlåst situasjon
stalk	forfølge
stalker	forfølger
stall	stall
stallion	hingst
stalls	boder
stalwart	trofaste
stamina	utholdenhet
stamp	stemple
stampede	panikk
stance	holdning
stand	stå
standard	standard
standardize	standard
standardized	standardisert
standby	vent litt
standing	stående
