Word	hu
shade	árnyék
shades	homály
shading	árnyékolás
shadow	árnyék
shadowy	homályos
shady	árnyas
shaft	nyél
shag	bozont
shaggy	bozontos
shake	ráz
shakedown	razzia
shaken	rázott
shaker	rázó
shaking	rázás
shaky	ingatag
shall	köteles
shallow	sekély
shallows	sekély
sham	ál
shaman	sámán
shambles	mészárszék
shame	szégyen
shamed	megszégyenített
shameful	szégyenletes
shameless	szemtelen
shampoo	sampon
shanghai	shanghai
shank	lábszár
shanty	viskó
shape	alak
shapely	formás
shard	szilánk
share	Ossza meg
shareholder	részvényes
sharing	megosztás
shark	cápa
sharp	éles
sharpen	élesít
sharpened	élezett
sharpener	élesítő
sharpness	élesség
sharpshooter	mesterlövész
shatter	összetör
shattered	összetört
shattering	zúzó
shave	borotválkozás
shaver	villanyborotva
shaving	borotválkozás
shawl	vállkendő
sheaf	kéve
shear	nyírás
shears	olló
sheath	hüvely
sheathing	burkolat
shed	fészer
sheen	ragyogás
sheep	juh
sheepdog	juhászkutya
sheepish	félénk
sheer	tiszta
sheet	lap
sheik	sejk
shelf	polc
shell	héj
shellfish	önző
shelling	bombázás
shelter	menedék
sheltered	védett
shelters	menedékhely
shelved	polcos
shepherd	pásztor
sherbet	sörbet
sheriff	seriff
sherry	sherry
shield	pajzs
shift	váltás
shifting	elmozduló
shifty	ravasz
shilling	shilling
shimmer	csillámlik
shimmering	csillámló
shimmy	női ing
shin	lábszár
shindig	estély
shine	ragyog
shiner	monokli
shingle	zsindely
shining	csillogó
shiny	fényes
ship	hajó
shipment	szállítmány
shipping	szállítás
shipshape	Óceán
shipwreck	hajótörés
shipyard	hajógyár
shire	megye
shirt	ing
shit	szar
shitday	NO TRANSLATION
shitfaced	bebaszva
shithead	faszfej
shitless	shitless
shitload	rakás
shittest	NO TRANSLATION
shitty	szaros
shiver	reszket
shivering	hidegrázás
shoals	zátonyok
shock	sokk
shocked	döbbent
shocker	ócskaság
shocking	megdöbbentő
shockingly	megdöbbentően
shoddy	selejtes
shoe	cipő
shoelace	cipőfűző
shoemaker	cipész
shoes	cipő
shoeshine	cipőtisztító
shook	rázta
shoot	lő
shooter	vadász
shooting	lövés
shootout	lő
shop	üzlet
shopkeeper	boltos
shoplifter	bolti tolvaj
shoplifting	lopás
shopper	vásárló
shopping	bevásárlás
shore	part
shoreline	partvonal
shorn	nyírott
short	rövid
short story	elbeszélés
shortage	hiány
shortcake	shortcake
shortcoming	hiány
shortcut	parancsikon
shorten	lerövidíti
shortening	rövidülés
shorthand	gyorsírás
shortly	hamarosan
shortness	légszomj
shorts	rövidnadrág
shortstop	shortstop
shortwave	rövidhullámú
shot	lövés
shotgun	sörétes puska
shoulder	váll
shout	kiáltás
shove	lök
shovel	lapát
shoveling	lapátolt
show	előadás
showbiz	show biznisz
showboat	színházhajó
showcase	kirakat
showdown	terítés
shower	zuhany
showgirl	showgirl
showing	kiállítás
showoff	felmutat
showroom	bemutatóterem
showy	mutatós
shrapnel	srapnel
shred	foszlány
shrew	cickány
shrewd	okos
shriek	sikoly
shrill	éles
shrimp	garnélarák
shrine	ereklyetartó
shrink	összezsugorodik
shrinking	csökkenő
shrivel	összeaszalódik
shroud	szemfedő
shrub	cserje
shrubbery	bozót
shrug	vállvonás
shrunk	összezsugorodott
shrunken	összezsugorodott
shudder	reszketés
shuddering	borzongás
shuffle	keverés
shuffleboard	shuffleboard
shuffling	shuffling
shun	kitér
shunned	elkerülték
shunt	tolatás
shut	becsuk
shutdown	lekapcsol
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	redőny
shuttle	űrsikló
shutup	NO TRANSLATION
shy	félénk
shyness	félénkség
shyster	zugügyvéd
sib	NO TRANSLATION
sibling	testvér
sic	Sic
sick	beteg
sickbay	gyengélkedő
sicken	megbetegszik
sickening	émelyítő
sickle	sarló
sickly	beteges
sickness	betegség
side	oldal
sidearm	sidearm
sidebar	oldalsáv
sideboard	pohárszék
sideburns	pajesz
sidecar	oldalkocsi
sidekick	haver
sideline	oldalvonal
sideshow	vurstli
sidestep	kikerüljék
sidewalk	járda
sideways	oldalt
sidewinder	Sidewinder
siege	ostrom
siesta	szieszta
sieve	Szita
sift	szitál
sifting	szitálás
sigh	sóhaj
sight	látás
sighting	irányzék
sightseeing	városnézés
sigma	szigma
sign	jel
signal	jel
signature	aláírás
significance	jelentőség
significant	jelentős
signification	jelzés
signify	jelent
signpost	útjelző tábla
silence	csend
silencer	hangtompító
silent	csendes
silently	csendben
silhouette	sziluett
silicon	szilícium
silicone	szilikon
silk	selyem
silken	selymes
silky	selymes
sill	küszöb
silliness	ostobaság
silly	bolondos
silo	siló
silt	iszap
silver	ezüst
silverware	ezüst
silvery	ezüstös
similar	hasonló
similarity	hasonlóság
simile	NO TRANSLATION
simmer	lassú tűzön süt
simmering	párolás
simple	egyszerű
simples	NO TRANSLATION
simpleton	egyszerű ember
simplicity	egyszerűség
simplify	egyszerűsítése
simplistic	egyszerű
simply	egyszerűen
simulate	szimulálni
simulated	szimulált
simulating	szimuláló
simulation	tettetés
simulator	szimulátor
simultaneous	egyidejű
simultaneously	egyidejűleg
sin	NO TRANSLATION
sincere	őszinte
sincerity	őszinteség
sinful	bűnös
sing	énekel
singer	énekes
singing	éneklés
single	egyetlen
singly	egyenként
singular	egyedülálló
singularity	különösség
singularly	feltűnően
sinister	baljós
sink	mosogató
sinker	lefolyó
sinking	süllyedő
sinner	bűnös
sinning	vétkezik
sinus	üreg
sip	korty
siphon	szifon
sipping	kortyolgatva
sir	úr
sire	apamén
siren	sziréna
sirloin	hátszín
sissy	lányos
sister	lánytestvér
sisterhood	apácarend
sit	ül
sitcom	sitcom
site	webhely
sith	sith
sitter	felügyelő
sitting	ülés
situate	elhelyez
situated	elhelyezett
situation	helyzet
six	hat
sixpence	hatpennys
sixteen	tizenhat
sixth	hatodik
sixty	hatvan
sizable	jókora
size	méret
sizzle	sistereg
ska	NO TRANSLATION
skate	korcsolya
skateboard	gördeszka
skater	korcsolyázó
skating	korcsolyázás
skedaddle	elfut
skeet	skeet
skein	gombolyag
skeletal	csontvázszerű
skeleton	csontváz
skeptic	szkeptikus
skeptical	szkeptikus
skepticism	szkepticizmus
sketch	vázlat
sketching	vázolja
sketchy	vázlatos
skewed	ferde
skewer	nyárs
ski	sí
skid	csúszás
skier	síelő
skiff	átsiklik
skiing	síelés
skijump	NO TRANSLATION
skill	jártasság
skilled	szakképzett
skillet	serpenyő
skillful	ügyes
skim	lefölöz
skimpy	fukar
skin	bőr
skinny	sovány
skip	Átugrani
skipper	hajóskapitány
skirmish	csetepaté
skirt	szoknya
skirting	lábazat
skirts	szoknyák
skit	kabaréjelenet
skittish	ijedős
skull	koponya
skunk	bűzös borz
sky	ég
skylight	tetőablak
skyline	láthatár
skyscraper	felhőkarcoló
slab	lap
slack	laza
slag	salak
slam	bevág
slammer	slammer
slander	rágalom
slanderous	rágalmazó
slang	szleng
slant	ferde
slap	csapás
slash	vágás
slashes	perjeleket
slate	pala
slates	palák
slaughter	levágás
slaughterhouse	vágóhíd
slaughtering	levágás
slave	rabszolga
slavery	rabszolgaság
slay	elpusztít
slayer	ölő
sleaze	mocsok
sleazy	laza
sled	NO TRANSLATION
sledding	ródlizás
sledge	szánkó
sledgehammer	kalapáccsal
sleek	sima
sleep	alvás
sleeper	alvó
sleeping	alvás
sleepless	fáradhatatlan
sleeplessness	álmatlanság
sleepover	sleepover
sleepy	álmos
sleepyhead	álomszuszék
sleet	havas eső
sleeve	ujj
sleeveless	ujjatlan
sleigh	szánkó
sleight	bűvészmutatvány
slender	karcsú
sleuth	nyomoz
slice	szelet
slick	sima
slicker	esőköpeny
slide	csúszik
slider	csúszka
sliding	csúszó
slight	enyhe
slight anticipation	enyhe várakozás
slight disgust	enyhe undor
slight surprise	enyhe meglepetés
slight trust	enyhe bizalom
slightly	némileg
slightly negative	enyhén negatív
slightly positive	enyhén pozitív
slim	vékony
slime	iszap
slimy	iszapos
sling	parittya
slingshot	csúzli
slink	ólálkodik
slinky	feszes
slip	csúszás
slipper	papucs
slippers	papucs
slippery	csúszós
slit	hasított
sliver	forgács
slob	sár
slobber	nyálazik
slogan	szlogen
sloop	lapos fenekű bárka
slop	NO TRANSLATION
slope	lejtő
sloppy	lucskos
slot	rés
sloth	lajhár
slouch	lehajt
slough	ingovány
slow	lassú
slowly	lassan
slowness	lassúság
sludge	iszap
slug	meztelen csiga
slugger	slugger
sluggish	lassú
sluice	zsilip
slum	nyomornegyed
slumber	alvás
slump	pangás
slur	elmosódik
slurp	slurp
slush	latyak
slut	kurva
slutty	Slutty
sly	ravasz
smack	cuppanás
small	kicsi
smaller	kisebb
smallest	legkisebb
smallpox	himlő
smart	Okos
smartass	okos tojás
smarten	felélénkít
smarty	smarty
smash	összetör
smashed	összetört
smattering	felületesség
smear	maszat
smell	szag
smelling	szaglás
smelly	büdös
smelt	olvasztás
smidgen	darabka
smile	mosoly
smiled	Mosolygott
smiles	mosolyog
smiley	smiley
smiling	mosolygás
smirk	önelégült mosoly
smite	lecsap
smith	Kovács
smithereens	szilánkok
smitten	rásújtott
smock	munkaköpeny
smog	szmog
smoke	füst
smoker	dohányos
smokey	füstös
smoking	dohányzó
smoky	füstös
smoldering	parázsló
smooch	smooch
smooth	sima
smoothie	turmix
smoothly	simán
smoothness	simaság
smother	elrejt
smudge	piszok
smug	önelégült
smuggle	csempészik
smuggler	csempész
smuggling	csempészet
smut	korom
snack	falatozás
snacks	ételek
snafu	zűrzavar
snag	csonk
snags	virsli
snail	csiga
snake	kígyó
snakes	kígyók
snakeskin	kígyóbőr
snap	Snap
snapper	sügér
snappy	lendületes
snapshot	pillanatkép
snare	csapda
snarl	vicsorog
snarling	vicsorgó
snatch	megragad
snatcher	snatcher
snazzy	snazzy
sneak	settenkedik
sneaker	settenkedő
sneakers	tornacipő
sneaking	alattomos
sneaky	szolgai
sneer	gúnymosoly
sneeze	tüsszent
sneezing	tüsszentés
snicker	vihogás
snide	hamis
sniff	szippantás
snip	lenyisszant
snipe	szalonka
sniper	orvlövész
snippet	töredék
snippy	darabos
snitch	orr
snob	sznob
snoop	szaglász
snoopy	snoopy
snooty	sznob
snooze	szundikálás
snore	horkolás
snorkel	légzőcső
snort	horkant
snot	takony
snotty	taknyos
snout	ormány
snow	hó
snowball	hógolyó
snowboard	hódeszka
snowboarder	hódeszkás
snowday	havas nap
snowfall	hóesés
snowflake	hópehely
snowing	havazás
snowmageddon	snowmageddon
snowman	hóember
snowplow	hó eke
snowstorm	hóvihar
snowy	havas
snub	pisze
snubbed	snubbed
snuff	szuszog
snug	meghitt
snuggle	odasimul
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	áztatás
soaked	ázott
soaking	átázott
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	szappan
soapbox	szónoklatot
soapy	szappanos
soar	felszáll
soaring	lebegés
sob	NO TRANSLATION
sober	józan
soblessed	NO TRANSLATION
sobriety	józanság
soc	soc
soccer	futball
sociable	társaságkedvelő
social	társadalmi
socialanxiety	NO TRANSLATION
socialism	szocializmus
socialist	szocialista
socialite	társaságbeli
socialize	szocializál
society	társadalom
sociology	szociológia
sociopath	szociopata
sock	zokni
socket	foglalat
sod	gyep
soda	szóda
soda/pop	szóda / pop
sodding	buzi
sodium	nátrium
sofa	kanapé
soft	puha
softball	softball labdajáték
soften	enyhül
softener	lágyító
softening	lágyulás
softly	enyhén
softness	lágyság
software	szoftver
soggy	átázott
sohappy	boldog
soil	talaj
soiled	szennyezett
soiree	estély
sojourn	tartózkodási
solace	vigasz
solar	nap-
solarium	szolárium
solder	forraszt
soldering	forrasztás
soldier	katona
sole	egyetlen
solemn	ünnepélyes
solicit	keresik
solicitation	kérelmezés
solicitor	ügyvéd
solid	szilárd
solidarity	szolidaritás
solidification	megszilárdulás
solidified	megszilárdul
solidify	megszilárdul
solidity	szilárdság
solitaire	szoliter
solitary	magányos
solitude	magány
solo	szóló
solubility	oldhatóság
soluble	oldódó
solucky	mázlista
solution	megoldás
solve	megfejt
solvency	fizetőképesség
solvent	oldószer
somad	NO TRANSLATION
somatic	szomatikus
somber	komor
some anticipation	némi várakozás
some disgust	valami undorodni
some surprise	valami meglepetés
some trust	némi bizalom
somersault	bukfenc
somethingigetalot	NO TRANSLATION
somewhat negative	némileg negatív
somewhat positive	kissé pozitív
somuchtodo	NO TRANSLATION
son	fiú
sonar	hanglokátor
sonata	szonáta
sonervous	NO TRANSLATION
song	dal
songwriter	dal író
sonic	szonikus
sonice	NO TRANSLATION
sonnet	szonett
sonorous	zengzetes
soot	korom
soothe	csillapít
soothing	enyhítő
sophisticated	kifinomult
sophistication	kifinomultság
sophomore	másodéves
sopissed	NO TRANSLATION
soppy	átázott
soprano	szoprán
sorcerer	varázsló
sorcery	varázslás
sordid	mocskos
sore	fájó
soready	soready
sorely	súlyosan
soreness	fájdalom
sorghum	cirok
sorority	diáklány-egyesület
sorrow	bánat
sorrowful	szomorú
sorry	sajnálom
sort	fajta
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	válogatás
sos	NO TRANSLATION
soscared	nagyon megijedt
soscary	olyan ijesztő
soslow	olyan lassú
sostressed	NO TRANSLATION
sosweet	de édes
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	lélek
soulful	lelkes
soulless	lelketlen
soulmate	lélektársi
sound	hang
sounding	hangzó
soundness	megalapozottsága
soundproof	hangszigetelt
soundtrack	filmzene
soup	leves
sour	savanyú
source	forrás
sourpuss	sourpuss
south	déli
southbound	déli
southeast	délkeleti
southern	déli
southpaw	balkezes
southwest	délnyugati
souvenir	ajándéktárgy
sovereign	szuverén
sovereignty	szuverenitás
soviet	szovjet
sow	koca
soy	szója
soy sauce	szója szósz
soybean	szójabab
spa	gyógyfürdő
space	hely
spacecraft	űrhajó
spaceman	űrhajós
spaceship	űrhajó
spacing	térköz
spacious	tágas
spade	ásó
spaghetti	spagetti
spam	levélszemét
spammers	spammerek
span	NO TRANSLATION
spandex	spandex
spaniel	spániel
spank	ütés
spanking	verés
spar	szárnyfőtartó
spare	tartalék
spareribs	csontos sertésborda
sparingly	takarékosan
spark	szikra
sparkle	szikra
sparkling	szikrázó
sparkly	csillogó
sparring	edző mérkőzés
sparrow	veréb
sparse	ritka
spasm	görcs
spastic	görcsös
spat	legyintés
spatial	térbeli
spatter	fröcskölés
spatula	spatula
spawn	ívik
spaz	Spaz
speak	beszél
speakeasy	speakeasy
speaker	hangszóró
speakerphone	kihangosító
speaking	beszélő
spear	lándzsa
spec	spec
special	különleges
specialist	szakember
speciality	különlegesség
specialize	NO TRANSLATION
specially	különösen
specialty	különlegesség
specie	NO TRANSLATION
species	faj
specific	különleges
specification	leírás
specify	meghatározza
specimen	mintadarab
speck	folt
speckled	pettyes
specs	specifikációk
spectacle	látvány
spectacles	szemüveg
spectacular	látványos
spectator	néző
specter	kísértet
spectral	spektrális
spectrometer	spektrométer
spectrophotometer	spektrofotométer
spectroscopy	spektroszkópia
spectrum	színkép
speculate	spekulál
speculation	spekuláció
speculative	spekulatív
speculum	vizsgálótükör
speech	beszéd
speechless	szótlan
speed	sebesség
speedboat	motoros siklócsónak
speedily	gyorsan
speeding	gyorshajtás
speedometer	sebességmérő
speedway	autópálya
speedy	gyors
spell	varázslat
spellbound	Spellbound
spelling	helyesírás
spencer	zeke
spend	tölt
spender	költekező
spending	kiadások
spent	költött
sperm	sperma
spew	köp
sphere	gömb
spherical	gömbölyű
sphincter	záróizom
sphinx	szfinksz
spic	spic
spice	fűszer
spicy	fűszeres
spider	pók
spiders	pókok
spiffy	Spiffyt
spigot	csap
spike	tüske
spiked	hegyes
spiky	szúrós
spill	bukás
spillin	NO TRANSLATION
spin	pörgés
spinach	spenót
spinal	gerinc-
spindle	orsó
spine	gerinc
spineless	gerinctelen
spinner	fonógép
spinning	fonás
spinster	aggszűz
spiny	tüskés
spiral	spirál
spire	templomtorony
spirit	szellem
spirited	szellemes
spirits	szesz
spiritual	lelki
spirituality	lelkiség
spit	nyárs
spite	ellenére
spiteful	rosszindulatú
spitfire	méregzsák
spittoon	köpőcsésze
splash	loccsanás
splat	hibajel
splatter	loccsan
spleen	lép
splendid	pompás
splendor	ragyogás
splice	splice
spline	spline
splint	szilánk
splinter	szilánk
split	hasított
splitting	hasítás
splurge	feltűnés
spoil	zsákmány
spoiler	spoiler
spoiling	elrontás
spoils	zsákmány
spoke	beszéltem
spoken	beszélt
spokesman	szóvivő
spokesperson	szóvivő
sponge	szivacs
spongy	szivacsos
sponsor	szponzor
sponsorship	szponzorálás
spontaneity	spontaneitás
spontaneous	spontán
spoof	svindli
spook	kísértet
spooky	Ijesztő
spool	cséve
spoon	kanál
spoonful	kanálnyi
sporadic	szórványos
spore	spóra
sport	Sport
sporting	sport
sports	sport-
sports car	sportkocsi
sportsman	sportember
sportsmanship	sportszerűség
sportswriter	sportriporter
sporty	sportszerű
spot	folt
spotless	makulátlan
spotlight	reflektorfény
spotted	foltos
spotter	titkosrendőr
spotty	foltos
spousal	házastársi
spouse	házastárs
spout	kilövell
sprain	rándulás
sprawl	szétterpeszt
spray	permet
spread	terjedését
spreader	szóró
spree	muri
spring	tavaszi
springtime	tavasz
sprinkle	szór
sprinkler	locsoló
sprinkling	szórás
sprint	sprintel
sprite	kobold
sprout	hajtás
spruce	lucfenyő
spud	kapál
spunk	bátorság
spunky	bátor
spur	sarkantyú
spurious	hamis
spurred	sarkantyús
spurt	kilövellés
spy	kém
squabble	perpatvar
squad	osztag
squadron	repülőszázad
squall	szélroham
squamous	pikkelyes
squander	elpazarol
square	négyzet
squash	Fallabda
squat	guggolás
squatter	guggoló
squaw	indián asszony
squawk	rikácsolás
squeak	vinnyog
squeaky	vinnyogó
squeal	visítás
squealer	madárfióka
squeamish	finnyás
squeeze	présel
squeezing	összenyomás
squelch	cuppog
squid	tintahal
squint	kancsal
squire	földesúr
squirm	fészkelődik
squirrel	mókus
squirt	spriccel
squish	fecskendez
squishy	pépes
stab	döfés
stabbed	leszúrt
stability	stabilitás
stabilize	stabilizálása
stabilizer	stabilizátor
stable	stabil
staccato	staccato
stack	Kazal
stadium	stádium
staff	személyzet
stag	szarvas
stage	színpad
stagecoach	postakocsi
stagehand	kellékes
stagger	tántorog
staggering	tántorgó
stagnant	pangó
stagnation	stagnálás
staid	higgadt
stain	folt
stained	foltos
stainless	rozsdamentes
stair	lépcsőfok
staircase	lépcső
stairs	lépcsők
stairway	lépcsőház
stairwell	lépcsőház
stake	tét
stakeout	rendőri megfigyelés
stale	állott
stalemate	patt
stalk	szár
stalker	orvvadász
stall	átesés
stallion	csődör
stalls	istálló
stalwart	bátor
stamina	állóképesség
stamp	bélyeg
stampede	pánik
stance	állás
stand	állvány
standard	alapértelmezett
standardize	szabványosítása
standardized	szabvány
standby	készenlétben lévő
standing	álló
standoff	tartózkodó
standpoint	álláspont
standstill	felfüggesztési
standup	állj fel
stanza	stanza
staph	staphylococcus
staple	legfontosabb
stapler	tűzőgép
star	csillag
star fruit	csillag gyümölcs
starboard	jobb oldali
starch	keményítő
stardom	sztárság
stardust	Csillagpor
stare	bámul
starfish	tengeri csillag
stargazing	Stargazing
staring	bámuló
stark	erős
starlet	csillagocska
starlight	csillagfény
starling	seregély
starry	csillagos
stars	csillagok
starship	csillaghajó
start	Rajt
starter	indító
startle	megijeszt
startled	megriadt
startling	ijesztő
starvation	éhezés
starve	éhezik
starved	kiéhezett
starving	éhező
stash	biztos helyre eltesz
stat	statisztika
state	állapot
stately	tekintélyes
statement	nyilatkozat
stateroom	díszterem
stateside	amerikai
statesman	államférfi
static	statikus
staticky	NO TRANSLATION
statics	statika
station	állomás
stationary	helyhez kötött
stationery	irodaszer
statistic	statisztikai
statistical	statisztikai
statistician	statisztikus
stator	állórész
statuary	szobrászat
statue	szobor
statuette	szobrocska
stature	termet
status	állapot
statute	törvény
statutory	törvényen alapuló
staunch	hűséges
stave	donga
stay	marad
stayaway	NO TRANSLATION
stayed	tartózkodott
stays	tartózkodás
stead	helyette
steadfast	állhatatos
steady	állandó
steak	steak
steakhouse	steak-ház
steal	lop
stealing	lopás
stealth	lopakodás
stealthily	lopakodva
stealthy	titkos
steam	gőz
steamboat	gőzhajó
steamer	gőzös
steaming	gőzölgés
steamroller	gőzhenger
steamship	gőzhajó
steamy	gőzölgő
steel	acél-
steep	meredek
steeple	templomtorony
steer	tinó
steering	kormányzó
stellar	csillag-
stem	származik
stench	bűz
stencil	stencil
stenographer	gyorsíró
step	lépés
stepdaughter	mostohalány
stepfather	mostohaapa
stepmother	mostohaanya
steppe	sztyeppe
steps	lépések
stepson	mostohafiú
stereo	sztereó
stereoscopic	térhatású
stereotype	sztereotípia
stereotyped	sablonos
sterile	steril
sterility	sterilitás
sterilize	sterilizálás
sterling	törvényes finomságú
stern	tat
sternum	szegycsont
steroid	szteroid
stethoscope	sztetoszkóp
stew	pörkölt
steward	utaskísérő
stewardess	légiutas kísérő
stewardship	gondnokság
stfu	STFU
stick	rúd
sticker	matrica
sticking	ragasztás
stickler	szőrszálhasogató
stickup	stickup
sticky	ragadós
stiff	merev
stiffen	megmerevít
stiffness	merevség
stifle	elfojtja
stifled	elfojtott
stifling	fojtogató
stigma	megbélyegzés
stile	NO TRANSLATION
stiletto	gyilok
stillbirth	halvaszületés
stillborn	halva született
stillness	nyugalom
stillwaiting	NO TRANSLATION
stilts	gólyalábasok
stimulant	izgató
stimulate	ösztönöz
stimulating	serkentő
stimulation	stimuláció
stimulus	inger
sting	fullánk
stinger	fájdalmas ütés
stinging	szúrós
stingy	fukar
stink	bűz
stinker	szarházi
stinking	büdös
stinky	büdös
stint	megszorítás
stipend	illetmény
stipulate	Előírja
stipulation	kikötés
stir	kavar
stirring	keverés
stitch	öltés
stitching	varrás
stock	Készlet
stockade	cölöpkerítés
stockbroker	bróker
stockholder	részvényes
stocking	harisnya
stockings	harisnya
stockpile	árukészlet
stockroom	állatszobába
stocks	készletek
stoic	sztoikus
stole	stóla
stolen	lopott
stomach	gyomor
stomachache	hasfájás
stomp	tipor
stomped	taposott
stone	kő
stoned	kövezett
stonewall	kő fal
stoneware	kőedény
stony	köves
stooge	besúgó
stool	szék
stools	széklet
stoop	görnyed
stoopid	stoopid
stop	állj meg
stopover	útmegszakítás
stoppage	megállás
stopper	dugó
stopping	megállítás
stopwatch	stopperóra
storage	tárolás
store	bolt
storefront	kirakat
storehouse	raktár
storeroom	raktár
storing	tárolása
storm	vihar
storming	fergeteges
stormy	viharos
story	sztori
storybook	mesekönyv
storyteller	mesemondó
storytelling	történetmesélés
stound	stound
stout	vaskos
stove	tűzhely
stow	elhelyez
stowaway	potyautas
straddle	lovaglóülés
straight	egyenes
straighten	kiegyenesedik
straightforward	egyértelmű
straightway	nyomban
strain	deformáció
strained	feszült
strait	tengerszoros
straitjacket	kényszerzubbony
straits	szorosok
strand	part
stranded	megfeneklett
strange	furcsa
stranger	idegen
strangle	fojt
strangulation	megfojtás
strap	szíj
strapless	pánt nélküli
strapping	keménykötésű
strata	rétegek
strategic	stratégiai
strategist	stratéga
strategy	stratégia
stratification	rétegzés
stratosphere	sztratoszféra
stratum	réteg
stratus	rétegfelhő
straw	szalma
strawberry	eper
stray	bitang
streak	csík
streaked	csíkos
stream	folyam
streamer	streamer
streaming	folyó
streamline	áramvonal
street	utca
streetcar	villamos
streetlight	utcai fény
strength	erő
strengthen	erősítése
strengthening	erősítő
strenuous	megerőltető
strep	strep
stress	feszültség
stressed	kiemelt
stresses	hangsúlyozza
stressfree	NO TRANSLATION
stressful	stresszes
stressin	NO TRANSLATION
stressing	hangsúlyozva
stressrelief	NO TRANSLATION
stretch	kitágít
stretcher	tágító
stricken	megsebzett
strict	szigorú
stride	lépés
strife	küzdelem
strike	sztrájk
strikeout	áthúzott
striker	csatár
striking	meglepő
strikingly	feltűnően
string	húr
strings	húrok
stringy	rostos
strip	szalag
stripe	csík
striped	csíkos
stripped	megfosztott
stripper	sztriptíz
striptease	sztriptíz
strive	törekszünk
strobe	stroboszkóp
stroke	ütés
stroll	séta
stroller	sétáló
strolling	sétáló
strong	erős
stronghold	erőd
strongly	erősen
structural	szerkezeti
structure	szerkezet
strudel	rétes
struggle	küzdelem
strut	támasz
stub	tuskó
stubbed	elnyomta
stubble	tarló
stubborn	makacs
stubbornness	makacsság
stubby	tömpe
stucco	stukkó
stuck	megragadt
stuckup	NO TRANSLATION
stud	csap
studded	szegecses
student	diák
studied	tanult
studio	stúdió
study	tanulmány
stuff	dolog
stuffed animal	kitömött állat
stuffing	töltelék
stuffy	dohos
stumble	botlás
stump	csikk
stumped	kivágott
stun	megszédít
stunned	kábult
stunner	kába
stunning	lenyűgöző
stunt	kaszkadőr
stunted	satnya
stuntman	kaszkadőr
stupefaction	elképedés
stupefy	elkábít
stupendous	elképesztő
stupid	hülye
stupidity	hülyeség
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	kábulat
sturdy	erős
sturgeon	tokhal
stutter	dadogás
sty	disznóól
style	stílus
styling	styling
stylish	elegáns
stylist	stylist
suave	kedves
sub	alatti
subatomic	szubatomi
subcommittee	albizottság
subconscious	tudatalatti
subcutaneous	bőr alatti
subdivide	bonthatják
subdivision	felosztás
subduction	szubdukciós
subdue	leigáz
subdued	visszafogott
subdural	subduralis
subito	NO TRANSLATION
subject	tantárgy
subjected	vetjük alá
subjection	alávetettség
subjective	szubjektív
subjugation	leigázás
sublet	albérletbe ad
sublevel	szintalatti
sublimation	szublimáció
sublime	fenséges
subliminal	tudatalatti
submarine	tengeralattjáró
submerge	alámerül
submerged	lemerült
submersible	merülő
submission	benyújtás
submissive	alázatos
submit	beküldése
submitting	benyújtása
subordinate	alárendelt
subordination	alárendeltség
subplot	mellékcselekmény
subpoena	idézés
subscribe	Iratkozz fel
subscriber	előfizető
subscription	előfizetés
subsequence	alszekvenciája
subsequent	későbbi
subsequently	később
subservient	célszerű
subset	részhalmaza
subside	leülepedik
subsidence	lerakódás
subsidiary	leányvállalat
subsidize	támogat
subsidy	szubvenció
subsist	fennmarad
subsistence	önellátó
subsoil	altalaj
subspace	altér
substance	anyag
substandard	selejtes
substantial	lényeges
substantially	lényegesen
substantiate	támasztotta
substantive	tényleges
substation	alállomás
substitute	helyettes
substituted	szubsztituált
substitution	helyettesítés
substructure	alapozás
subterranean	föld alatti
subtext	subtext
subtitle	felirat
subtle	apró
subtlety	finomság
subtract	levon
subtraction	kivonás
subtype	altípus
suburb	külváros
suburban	külvárosi
suburbia	külváros
suburbs	külvárosok
subversion	felforgatás
subversive	felforgató
subvert	felforgat
subway	metró
succeed	sikerül
succeeding	következő
success	siker
successful	sikeres
succession	öröklés
successive	egymást
successor	utód
succinct	tömör
succubus	szukkubusz
succulent	nedvdús
succumb	megadja magát
suck	szív
sucker	szívó
sucking	szopás
suckling	szoptatás
sucks	szar
suction	szívás
sudden	hirtelen
suddenly	hirtelen
suds	szappanhab
sue	perel
suede	szarvasbőr
suffer	szenvedni
sufferer	szenvedő
suffering	szenvedő
suffice	elegendő
sufficiency	önellátás
sufficient	elegendő
sufficiently	kellően
suffix	képző
suffocate	megfojt
suffocating	fojtogató
suffocation	fojtás
sugar	cukor
suggest	javasol
suggestion	javaslat
suggestive	szuggesztív
suicidal	öngyilkos
suicide	öngyilkosság
suicidebombing	NO TRANSLATION
suit	öltöny
suitable	alkalmas
suitcase	bőrönd
suite	lakosztály
suitor	udvarló
sulfate	szulfát
sulfur	kén
sulk	duzzog
sullen	mogorva
sully	beszennyez
sulphur	kén
sultan	szultán
sultry	tikkasztó
sum	összeg
summarily	sommásan
summarize	összesít
summary	összefoglalás
summation	összegzés
summer	nyár
summerhouse	nyaraló
summertime	nyári időszámítás
