Word	ja
risk	リスク
risky	リスキーな
risotto	リゾット
rite	儀式
ritual	儀式
ritualistic	儀式的
rival	ライバル
rivalry	競争
river	川
riverbank	河岸
riverbed	河床
riverboat	リバーボート
rivet	リベット
riveted	リベット
riveting	リベット打ち
roach	ローチ
road	道路
roadblock	ロードブロッキング
roadhouse	ロードハウス
roadie	ロード
roadrage	NO TRANSLATION
roadrunner	ロードランナー
roads	道路
roadside	道端
roadster	ロードスター
roadtrip	ロードトリップ
roadway	道路
roadworks	道路工事
roam	ローミングする
roar	轟音
roaring	轟音
roast	ロースト
roasted	ローストされた
rob	奪う
robber	強盗
robbery	強盗
robe	ローブ
robin	ロビン
robot	ロボット
robotic	ロボット
robotics	ロボット工学
robust	ロバストな
roc	ロール
rock	岩
rocker	ロッカー
rocket	ロケット
rocks	岩
rod	ロッド
rodent	齧歯類
rodeo	ロデオ
roe	卵
rogue	不正
role	役割
roll	ロール
roller	ローラー
rollercoaster	ジェットコースター
rollers	ローラー
rollicking	曲がりくねった
rolling	圧延
roman	ローマ人
romance	ロマンス
romantic	ロマンチック
romanticism	ロマン主義
romp	ロープ
roof	ルーフ
rooftop	屋上
rook	ルーク
rookie	ルーキー
room	ルーム
roomful	一杯の
roommate	ルームメイト
rooms	部屋
roomy	広々
roost	ねぐら
rooster	雄鶏
root	ルート
root beer	ルートビール
rooted	根付いた
rope	ロープ
ropes	ロープ
rosary	ロザリオ
rose	ローズ
rosemary	ローズマリー
rosette	ロゼット
roster	名簿
rosy	バラ
rot	腐敗
rota	ロータ
rotary	ロータリー
rotate	回転する
rotation	回転
rote	ロット
rotor	ローター
rotten	腐った
rotting	腐っている
rotunda	円形劇場
rouge	ルージュ
rough	荒い
roughly	大まかに
roughneck	荒れ狂う
roughness	粗さ
roulette	ルーレット
round	円形
roundabout	ラウンドアバウト
rounded	丸みを帯びた
roundup	切り上げする
rouse	呼び起こす
rouser	ルーザー
rousing	呼吸する
rout	敗走
route	ルート
routine	ルーチン
rove	ローブ
rover	ローバー
roving	ロービング
row	行
rowboat	漕艇
rowdy	乱暴な
rowing	ローイング
royal	ロイヤル
royalty	ロイヤリティ
rub	こする
rubber	ゴム
rubbers	ゴム
rubbing	こする
rubbish	ごみ
rubble	瓦礫
rubdown	こすります
rubric	ルーブリック
ruby	ルビー
ruckus	一口
rudder	ラダー
ruddy	ルディ
rude	失礼
rudeness	無礼
rudimentary	初歩的な
rudiments	基礎
rue	後ろの
rueful	後悔する
ruff	ラフ
ruffian	ルフィアン
ruffle	フリル
rug	ラグ
rugby	ラグビー
rugged	頑丈な
ruin	台無し
ruination	破滅
ruined	台無し
ruinous	破滅的な
ruins	遺跡
rule	ルール
ruler	ルーラー
ruling	支配
rum	ラム
rumba	ルンバ
rumble	ランブル
rummage	轍
rumor	噂
rumored	噂
rump	尻
rumpus	塊茎
run	走る
runaround	走り回る
runaway	逃げる
rundown	流れ落ちる
runes	ルーン
rung	ラング
runner	ランナー
running	ランニング
running shoes	ランニングシューズ
runny	鼻水
runt	NO TRANSLATION
runway	滑走路
rupture	破裂
rural	農村
ruse	NO TRANSLATION
rush	ラッシュ
rushing	急ぐ
rust	さびた
rusted	錆びた
rustic	素朴な
rustle	ほほ笑む
rustler	さびれた
rusty	さびた
rut	まぶしい
ruth	ルース
ruthless	無慈悲な
rye	ライ麦
sabbatical	安息日
saber	NO TRANSLATION
sable	セーブル
sabotage	サボタージュ
saboteur	サボテール
sac	サック
sack	袋
sacrament	聖餐
sacred	神聖
sacrifice	犠牲
sacrifices	犠牲
sacrificial	犠牲
sacrilege	悲惨な
sacrilegious	神聖な
sad	悲しい
sadday	NO TRANSLATION
saddens	悲しい
saddle	サドル
sadist	サディスト
sadistic	サディスティック
sadly	悲しいことに
sadness	悲しみ
safari	サファリ
safe	安全
safeguard	保障措置
safekeeping	保管
safety	安全性
saffron	サフラン
sag	たるみ
saga	サガ
sage	セージ
saggy	激しい
sail	帆
sailboat	ヨット
sailing	セーリング
sailor	船員
saint	聖人
sainted	聖人
saintly	聖人
sake	酒
salad	サラダ
salamander	サラマンダー
salami	サラミ
salary	給料
sale	販売
salesgirl	売り子
salesman	セールスマン
salient	顕著な
saline	生理食塩水
saliva	唾液
sally	サリー
salmon	サーモン
salmonella	サルモネラ
salon	サロン
saloon	サルーン
salsa	サルサ
salt	塩
salted	塩漬け
saltwater	塩水
salty	塩辛い
salutary	有益な
salutation	挨拶
salute	敬礼
salvage	サルベージ
salvation	救い
salve	軟膏
samba	サンバ
sameness	同一性
sample	サンプル
samurai	武士
sanatorium	サナトリウム
sanctification	聖化
sanctified	神聖な
sanctify	神聖化する
sanctimonious	聖なる
sanction	制裁
sanctioned	認可された
sanctity	尊厳
sanctuary	聖域
sanctum	聖域
sand	砂
sandal	サンダル
sandbox	サンドボックス
sander	サンダー
sandman	サンドマン
sandpaper	サンドペーパー
sands	砂
sandstorm	砂嵐
sandwich	サンドイッチ
sandy	砂の
sane	元気
sanguine	楽しい
sanitarium	サニタリウム
sanitary	サニタリー
sanitation	衛生
sanity	正気
sans	NO TRANSLATION
santa	サンタ
sap	汁
sapiens	サピエンス
sapphire	サファイア
sappy	愚かな
sarcasm	皮肉
sarcastic	皮肉な
sarcoma	肉腫
sarcophagus	石棺
sardine	イワシ
sardonic	霊性
sarsaparilla	サルサパリ
sash	サッシ
sashimi	刺身
sassafras	サッサフラス
sassy	生意気
satanic	悪魔的な
satchel	サッチェル
sate	NO TRANSLATION
satellite	衛星
satin	サテン
satire	風刺
satirical	風刺的な
satisfaction	満足
satisfactorily	満足に
satisfactory	満足のいく
satisfied	満足
satisfy	満たす
satisfying	満足する
saturate	飽和させる
saturated	飽和した
saturation	飽和
satyr	サティア
sauce	ソース
saucepan	鍋
saucer	皿
saucy	生意気
sauerkraut	ザウアークラウト
sauna	サウナ
sausage	ソーセージ
savage	野蛮人
savagery	野蛮人
savanna	サバンナ
savannah	サバンナ
savant	サバント
save	セーブ
saver	セーバー
saving	貯蓄
savings	節約
savior	救世主
savor	味わう
savory	おいしい
savvy	精通した
saw	見た
sawdust	おがくず
sawmill	製材所
sax	サックス
saxophone	サクソフォン
say	いう
sayonara	NO TRANSLATION
scab	疥癬
scabbard	鞘
scaffold	足場
scaffolding	足場
scalding	鱗屑
scale	規模
scales	スケール
scallop	ホタテ貝
scalp	頭皮
scalpel	メス
scaly	鱗片状
scam	詐欺
scamp	スラム
scampi	スクランピ
scan	スキャン
scandal	スキャンダル
scandalous	スキャンダル
scanner	スキャナ
scanty	乏しい
scape	スケープ
scapegoat	呪われた
scar	傷跡
scarab	スカラブ
scarce	乏しい
scarcely	ほとんどない
scarcity	希少
scare	恐怖
scarecrow	かかし
scared	怖い
scares	恐怖
scarf	スカーフ
scarier	恐ろしい
scariest	恐るべき
scarlet	スカーレット
scary	怖い
scat	スキャット
scatter	散乱
scattered	散在する
scattering	散乱
scavenger	スカベンジャー
scenario	シナリオ
scene	シーン
scenery	風景
scenic	風光明媚な
scent	香り
scented	香りの
scepter	笏
sceptical	懐疑的な
scepticism	懐疑論
schadenfreude	Schadenfreude
schedule	スケジュール
schematic	回路図
scheme	スキーム
schilling	シリング
schism	分裂
schizophrenia	統合失調症
schizophrenic	統合失調症
schlep	シュレプ
schmuck	NO TRANSLATION
schnapps	シュナップス
schnitzel	シュニッツェル
scholar	学者
scholarly	学者
scholarship	奨学金
scholastic	学問的
school	学校
schoolboy	男子生徒
schoolgirl	女子高生
schoolhouse	学校
schooling	学校教育
schoolmaster	校長
schoolteacher	NO TRANSLATION
schoolwork	学校の勉強
schoolyard	校庭
schooner	スクーナー
sciatica	坐骨神経痛
science	科学
scientific	科学的
scientist	科学者
scifi	SF
scintilla	NO TRANSLATION
scintillating	シンチレーション
scintillation	シンチレーション
scintillator	シンチレータ
scion	サイオン
scissors	はさみ
scoff	嘲笑する
scold	叱る
scolding	叱る
scone	スコーン
scoop	スクープ
scoot	スクート
scooter	スクーター
scope	範囲
scorch	スコーチ
scorching	焦げる
score	スコア
scoreboard	スコアボード
scorer	スコアラー
scores	得点
scorn	軽蔑
scorned	蔑まれた
scornful	敬遠する
scorpion	サソリ
scotch	スコッチ
scoundrel	悪党
scour	精査
scourge	惨めさ
scout	スカウト
scowl	臆病者
scrabble	スクラブル
scram	スクラム
scramble	スクランブル
scrambled	スクランブル
scrambler	スクランブラー
scrambling	スクランブリング
scrap	スクラップ
scrapbook	スクラップブック
scrape	擦り傷
scrapie	スクレイピー
scraping	削る
scrappy	スクラピー
scratch	スクラッチ
scratchy	掻き集める
scrawny	細かい
scream	悲鳴
screamer	スクリーマー
screaming	悲鳴を上げる
screech	酔っぱらい
screen	画面
screening	スクリーニング
screenplay	脚本
screenwriter	脚本家
screw	スクリュー
screwball	スクリューボール
screwdriver	ドライバー
screwed	ねじ込まれた
screwy	ねじれた
screwyou	NO TRANSLATION
scribble	落書き
scribe	スクライブ
scrimmage	スクリメージ
scrip	スクリプト
script	スクリプト
scriptural	聖書の
scripture	聖書
scroll	スクロール
scrotum	陰嚢
scrounge	スクロール
scrounger	スローガン
scrub	スクラブ
scruffy	ぎこちない
scrumptious	素晴らしい
scrupulous	綿密な
scrutinize	吟味する
scrutiny	精査
scuba	スキューバ
scuff	かすかな
scuffle	乱闘
scullery	彫刻
sculptor	彫刻家
sculpture	彫刻
sculptured	彫刻された
scum	スカム
scumbag	かす袋
scurry	慌てる
scurvy	壊血病
scuttle	スカトル
sea	海
seaboard	海岸
seafood	シーフード
seagull	カモメ
seal	シール
seals	シール
seam	シーム
seaman	船員
seamless	シームレス
seamstress	裁縫
seaport	港
sear	サーチ
search	サーチ
searching	検索
searchlight	サーチライト
seared	睨んだ
seashore	海岸
seasick	シーシック
seaside	シーサイド
season	シーズン
seasonal	季節の
seasoned	味付け
seasoning	調味料
seat	シート
seatbelt	シートベルト
seating	座席
seawater	海水
seaweed	海藻
sec	秒
secession	離脱
secluded	一人
seclusion	孤独
second	二番目
second cousin	はとこ
secondary	二次的
secondhand	中古
secrecy	秘密
secret	秘密
secretariat	事務局
secretary	秘書
secrete	秘密
secretion	分泌
secretive	秘密の
secretly	秘密裏に
sect	宗派
sectarian	宗派
section	セクション
sectional	断面
sector	セクタ
secular	世俗的な
secularism	世俗主義
secure	安全な
securities	証券
security	セキュリティ
sedan	NO TRANSLATION
sedate	沈静化する
sedation	鎮静
sedative	鎮静剤
sedentary	座っている
sedge	セッジ
sediment	堆積物
sedimentary	堆積物
sedition	扇動
seduce	誘惑する
seducer	誘惑者
seducing	誘惑
seduction	誘惑
seductive	魅惑的な
see	見る
seed	シード
seedling	苗
seeds	種子
seedy	シード
seek	シーク
seeker	シーカー
seem	思われる
seemingly	一見
seer	先見者
seesaw	シーソー
seething	げっ歯類
segment	セグメント
segregate	分離する
segregated	分離された
segregation	分離
seismic	地震の
seize	押収する
seizure	発作
seldom	滅多
select	選択する
selection	選択
selective	選択的
selectman	セレクトマン
selenium	セレン
self	自己
selfharm	NO TRANSLATION
selfish	利己的
selfishness	利己主義
selfless	無私
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	売る
seller	売り手
sellout	売り切れ
seltzer	セルツァー
semantics	意味論
semaphore	セマフォ
semblance	同義語
semen	精液
semester	学期
semi	セミ
semiautomatic	NO TRANSLATION
semicolon	セミコロン
seminal	精神的
seminar	セミナー
seminary	神学校
semiotics	記号論
senate	上院
senator	上院議員
send	送信する
sender	送信者
senescence	老化
senile	老人
senior	上級
seniority	年功
senor	セレナー
senorita	セノリータ
sensation	感覚
sensational	センセーショナル
sense	センス
senseless	無意味な
senses	感覚
sensibility	感性
sensible	感覚的
sensibly	賢明に
sensitive	敏感な
sensitivity	感度
sensor	センサー
sensory	感覚
sensual	官能的な
sensuality	官能
sensuous	官能的な
sentence	文
sentencing	判決
sentient	感覚的
sentiment	感情
sentimental	センチメンタル
sentimentality	感傷
sentinel	センチネル
sentry	監視隊
separable	分離可能な
separate	別々の
separately	別々に
separation	分離
separatist	分離主義者
sepia	セピア
sepsis	敗血症
sept	セプト
septic	敗血症
septum	中隔
sequel	続編
sequence	シーケンス
sequent	続ける
sequestered	隔離された
sequestration	隔離
serenade	セレナーデ
serendipity	意外な
serene	穏やかな
serenity	静寂
sergeant	軍曹
serial	シリアル
serialize	シリアライズ
series	シリーズ
serif	セリフ
serious	深刻な
seriousness	深刻
sermon	説教
serpent	蛇
serpentine	蛇行
serrated	鋸歯状
serum	血清
servant	サーバント
serve	サーブ
server	サーバ
service	サービス
serviceable	サービス可能な
servile	卑劣な
servitude	勤労
sesame	ごま
sess	NO TRANSLATION
session	セッション
sessions	セッション
set	セット
setback	後退
sett	NO TRANSLATION
setter	セッター
settle	解決する
settled	落ち着いた
settlement	決済
settler	入植者
settlor	セトラー
setup	セットアップ
seven	セブン
seventeen	17
seventh	第七
seventy	70
sever	断る
severable	分離可能な
severally	個別に
severance	離職
severe	厳しい
severely	ひどく
severity	重症度
sew	縫う
sewage	下水
sewer	下水道
sewerage	下水
sewing	縫い
sex	セックス
sexist	セクシスト
sexual	性的
sexuality	セクシュアリティ
sexy	セクシー
shabby	手のひら
shack	小屋
shackle	足かせ
shade	シェード
shades	陰影
shading	シェーディング
shadow	影
shadowy	影の
shady	日陰
shaft	軸
shag	シャグ
shaggy	シャギー
shake	振る
shakedown	シェイクダウン
shaken	振った
shaker	シェーカー
shaking	振る
shaky	不安定な
shall	〜する
shallow	浅い
shallows	浅瀬
sham	偽物
shaman	シャーマン
shambles	騒ぎ
shame	恥
shamed	恥知らずの
shameful	恥ずべき
shameless	恥知らずの
shampoo	シャンプー
shanghai	上海
shank	シャンク
shanty	シャンティ
shape	形状
shapely	綿密に
shard	シャード
share	シェア
shareholder	株主
sharing	共有
shark	鮫
sharp	シャープ
sharpen	鋭く
sharpened	鋭い
sharpener	削り器
sharpness	シャープネス
sharpshooter	鮮明な人
shatter	粉砕する
shattered	砕けた
shattering	粉砕
shave	シェービング
shaver	シェーバー
shaving	シェービング
shawl	ショール
sheaf	束
shear	剪断
shears	せん断
sheath	シース
sheathing	外装
shed	杼口
sheen	光る
sheep	羊
sheepdog	羊飼い
sheepish	愚かな
sheer	薄い
sheet	シート
sheik	シェイク
shelf	棚
shell	シェル
shellfish	貝
shelling	砲撃
shelter	シェルター
sheltered	隠された
shelters	避難所
shelved	棚上げ
shepherd	羊飼い
sherbet	シャーベット
sheriff	シェリフ
sherry	シェリー
shield	シールド
shift	シフト
shifting	シフト
shifty	シフティー
shilling	シリング
shimmer	シマー
shimmering	光る
shimmy	シミー
shin	精
shindig	シャイング
shine	輝く
shiner	シャイナー
shingle	シングル
shining	シャイニング
shiny	輝く
ship	船
shipment	出荷
shipping	運送
shipshape	シェイプ
shipwreck	難破船
shipyard	造船所
shire	シャイア
shirt	シャツ
shit	たわごと
shitday	NO TRANSLATION
shitfaced	うんざりした
shithead	尻尾
shitless	無謀な
shitload	荷物
shittest	NO TRANSLATION
shitty	おっぱい
shiver	震える
shivering	震え
shoals	ショールズ
shock	ショック
shocked	ショックを受けた
shocker	ショッカー
shocking	ショッキング
shockingly	ゾッとするほど
shoddy	うんざりする
shoe	靴
shoelace	靴紐
shoemaker	靴屋
shoes	靴
shoeshine	靴磨き
shook	揺れた
shoot	シュート
shooter	射手
shooting	射撃
shootout	戦闘
shop	ショップ
shopkeeper	店主
shoplifter	盗賊
shoplifting	万引き
shopper	買い物客
shopping	ショッピング
shore	海岸
shoreline	海岸線
shorn	壊れた
short	ショート
short story	ショートストーリー
shortage	不足
shortcake	ショートケーキ
shortcoming	欠点
shortcut	ショートカット
shorten	短くする
shortening	ショートニング
shorthand	簡略
shortly	まもなく
shortness	不足
shorts	ショートパンツ
shortstop	遊撃手
shortwave	短波
shot	ショット
shotgun	ショットガン
shoulder	ショルダー
shout	叫ぶ
shove	突っ込む
shovel	シャベル
shoveling	シャベル
show	ショー
showbiz	ショービズ
showboat	ショーボート
showcase	ショーケース
showdown	対決
shower	シャワー
showgirl	ショーガール
showing	表示
showoff	見せびらかす
showroom	ショールーム
showy	派手
shrapnel	破片
shred	細断した
shrew	首を絞める
shrewd	賢い
shriek	悲鳴
shrill	甲高い
shrimp	エビ
shrine	神社
shrink	シュリンク
shrinking	収縮
shrivel	収縮
shroud	シュラウド
shrub	低木
shrubbery	植え込み
shrug	肩をすくめる
shrunk	縮小
shrunken	縮小
shudder	シャダー
shuddering	震える
shuffle	シャッフル
shuffleboard	シャッフルボード
shuffling	シャッフリング
shun	避ける
shunned	避けられた
shunt	シャント
shut	シャット
shutdown	シャットダウン
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	シャッター
shuttle	シャトル
shutup	NO TRANSLATION
shy	シャイ
shyness	内気
shyster	シスター
sib	NO TRANSLATION
sibling	兄弟
sic	ic
sick	病気
sickbay	病室
sicken	鶏
sickening	嫌な
sickle	鎌
sickly	病気
sickness	病気
side	側
sidearm	サイドアーム
sidebar	サイドバー
sideboard	サイドボード
sideburns	脇見
sidecar	サイドカー
sidekick	サイドキック
sideline	副業
sideshow	余興
sidestep	回避
sidewalk	歩道
sideways	横に
sidewinder	サイドインダー
siege	包囲
siesta	シエスタ
sieve	ふるい
sift	ふるい分け
sifting	ふるい分け
sigh	一息
sight	視力
sighting	目撃
sightseeing	観光
sigma	シグマ
sign	符号
signal	信号
signature	署名
significance	意義
significant	重要な
signification	意味
signify	意味する
signpost	標識
silence	沈黙
silencer	サイレンサー
silent	サイレント
silently	黙って
silhouette	シルエット
silicon	シリコン
silicone	シリコーン
silk	シルク
silken	絹のような
silky	シルキー
sill	敷居
silliness	愚かさ
silly	愚かな
silo	サイロ
silt	シルト
silver	銀
silverware	銀製品
silvery	銀色
similar	類似
similarity	類似性
simile	NO TRANSLATION
simmer	煮る
simmering	煮詰め
simple	単純
simples	NO TRANSLATION
simpleton	シンプトン
simplicity	単純さ
simplify	簡略化する
simplistic	単純化した
simply	単に
simulate	シミュレートする
simulated	シミュレートされた
simulating	シミュレートする
simulation	シミュレーション
simulator	シミュレータ
simultaneous	同時
simultaneously	同時に
sin	NO TRANSLATION
sincere	誠実
sincerity	誠実
sinful	罪深い
sing	歌う
singer	歌手
singing	歌う
single	シングル
singly	単独で
singular	特異な
singularity	特異点
singularly	単独で
sinister	不吉な
sink	シンク
sinker	シンカー
sinking	沈む
sinner	罪人
sinning	罪を犯す
sinus	副鼻腔
sip	一口
siphon	サイフォン
sipping	傷つける
sir	サー
sire	胸
siren	サイレン
sirloin	サーロイン
sissy	シシー
sister	シスター
sisterhood	姉妹
sit	座る
sitcom	コメコミ
site	サイト
sith	シス
sitter	シッター
sitting	座っている
situate	状況を整える
situated	立っている
situation	状況
six	6
sixpence	6フェンス
sixteen	16
sixth	第六
sixty	60歳
sizable	大きさ
size	サイズ
sizzle	シズル
ska	NO TRANSLATION
skate	スケート
skateboard	スケートボード
skater	スケーター
skating	スケート
skedaddle	スキッドドレス
skeet	骸骨
skein	かせ
skeletal	骨格
skeleton	スケルトン
skeptic	懐疑的な
skeptical	懐疑的な
skepticism	懐疑論
sketch	スケッチ
sketching	スケッチ
sketchy	スケッチ
skewed	歪んだ
skewer	串
ski	スキー
skid	スキッド
skier	スキーヤー
skiff	スキフ
skiing	スキー
skijump	NO TRANSLATION
skill	スキル
skilled	熟練
skillet	フライパン
skillful	巧みな
skim	スキム
skimpy	不気味な
skin	肌
skinny	スキニー
skip	スキップ
skipper	スキッパー
skirmish	小競り合い
skirt	スカート
skirting	スカート
skirts	スカート
skit	寸劇
skittish	うんざりする
skull	頭蓋骨
skunk	スカンク
sky	空
skylight	天窓
skyline	スカイライン
skyscraper	超高層ビル
slab	スラブ
slack	スラック
slag	スラグ
slam	スラム
slammer	スリマー
slander	中傷
slanderous	中傷的な
slang	スラング
slant	傾斜
slap	平手打ち
slash	スラッシュ
slashes	スラッシュ
slate	スレート
slates	スレート
slaughter	虐殺
slaughterhouse	屠殺場
slaughtering	屠殺
slave	スレーブ
slavery	奴隷
slay	殺す
slayer	殺人者
sleaze	酔っ払う
sleazy	浅い
sled	NO TRANSLATION
sledding	そり
sledge	スレッジ
sledgehammer	スレッジハンマー
sleek	洗練された
sleep	睡眠
sleeper	寝台
sleeping	睡眠
sleepless	不眠症
sleeplessness	不眠
sleepover	寝床
sleepy	眠いです
sleepyhead	睡眠
sleet	ぬいぐるみ
sleeve	スリーブ
sleeveless	ノースリーブ
sleigh	そり
sleight	酔っ払い
slender	細い
sleuth	恋人
slice	スライス
slick	滑らかな
slicker	滑らかな
slide	滑り台
slider	スライダー
sliding	スライディング
slight	わずかな
slight anticipation	わずかな予期
slight disgust	やや嫌な
slight surprise	わずかな驚き
slight trust	わずかな信頼
slightly	少し
slightly negative	わずかに負の
slightly positive	やや正の
slim	スリム
slime	スライム
slimy	ぬるぬる
sling	スリング
slingshot	スリングショット
slink	失神する
slinky	スッキリ
slip	スリップ
slipper	スリッパ
slippers	スリッパ
slippery	滑りやすい
slit	スリット
sliver	スライバー
slob	スロー
slobber	スラブ
slogan	スローガン
sloop	スロープ
slop	NO TRANSLATION
slope	スロープ
sloppy	汚い
slot	スロット
sloth	ナマケモノ
slouch	恥ずかしがる
slough	脱落
slow	スロー
slowly	ゆっくり
slowness	遅さ
sludge	スラッジ
slug	スラグ
slugger	スラッガー
sluggish	鈍い
sluice	水門
slum	スラム
slumber	眠り
slump	スランプ
slur	スラー
slurp	スラップ
slush	スラッシュ
slut	ふしだらな女
slutty	ふわふわした
sly	狡猾
smack	スマック
small	小さい
smaller	小さい
smallest	最小
smallpox	天然痘
smart	スマート
smartass	知ったかぶり
smarten	賢く
smarty	スマートな
smash	スマッシュ
smashed	壊された
smattering	まばゆい
smear	スミア
smell	臭い
smelling	臭い
smelly	臭い
smelt	錬金術
smidgen	スミデン
smile	スマイル
smiled	微笑んだ
smiles	笑顔
smiley	スマイリー
smiling	笑う
smirk	笑顔
smite	打撃
smith	スミス
smithereens	打撃
smitten	打ち負かす
smock	スモック
smog	スモッグ
smoke	煙
smoker	喫煙者
smokey	スモーキー
smoking	喫煙
smoky	スモーキー
smoldering	くすぶる
smooch	スミッチ
smooth	滑らかな
smoothie	スムージー
smoothly	スムーズに
smoothness	滑らかさ
smother	吸う
smudge	汚れ
smug	酔っぱらい
smuggle	密かに
smuggler	密輸業者
smuggling	密輸
smut	スマット
snack	スナック
snacks	スナック
snafu	スナフ
snag	ひどい
snags	スラッグ
snail	カタツムリ
snake	ヘビ
snakes	ヘビ
snakeskin	スネークスキン
snap	スナップ
snapper	スナッパー
snappy	スナッピー
snapshot	スナップショット
snare	スネア
snarl	うんざり
snarling	うんざり
snatch	スナッチ
snatcher	スナッチャー
snazzy	すてきな
sneak	こっそりした
sneaker	スニーカー
sneakers	スニーカー
sneaking	忍び寄る
sneaky	卑劣な
sneer	卑しい
sneeze	くしゃみ
sneezing	くしゃみ
snicker	スニッカー
snide	殺す
sniff	スニフ
snip	スニップ
snipe	刺す
sniper	スナイパー
snippet	スニペット
snippy	卑劣な
snitch	スニッチ
snob	スノッブ
snoop	スヌープ
snoopy	スヌーピー
snooty	卑劣な
snooze	スヌーズ
snore	いびき
snorkel	スノーケル
snort	スノート
snot	スノー
snotty	うぬぼれた
snout	鼻
snow	雪
snowball	スノーボール
snowboard	スノーボード
snowboarder	スノーボーダー
snowday	雪の日
snowfall	降雪
snowflake	スノーフレーク
snowing	降雪
snowmageddon	スノーマゲドン
snowman	雪だるま
snowplow	除雪機
snowstorm	吹雪
snowy	雪が降る
snub	スナブ
snubbed	スナビング
snuff	嗅ぎタバコ
snug	ぴったり
snuggle	くつろいだ
snuggled	抱き合った
snuggles	くつろぎ
snuggling	抱きしめる
soak	浸す
soaked	浸した
soaking	浸漬
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	石鹸
soapbox	石鹸箱
soapy	石けん
soar	飛躍
soaring	急上昇する
sob	NO TRANSLATION
sober	冷たい
soblessed	NO TRANSLATION
sobriety	酒精
soc	ソク
soccer	サッカー
sociable	社交的
social	ソーシャル
socialanxiety	NO TRANSLATION
socialism	社会主義
socialist	社会主義者
socialite	ソーダライト
socialize	社会化する
society	社会
sociology	社会学
sociopath	社会病
sock	靴下
socket	ソケット
sod	ソード
soda	ソーダ
soda/pop	ソーダ/ポップ
sodding	ソッディング
sodium	ナトリウム
sofa	ソファー
soft	柔らかい
softball	ソフトボール
soften	柔らかくする
softener	軟化剤
softening	軟化
softly	やわらかく
softness	柔らかさ
software	ソフトウェア
soggy	濁った
sohappy	とても幸せ
soil	土壌
soiled	汚れた
soiree	ソレイエ
sojourn	滞在
solace	慰め
solar	太陽
solarium	サンルーム
solder	半田
soldering	はんだ付け
soldier	兵士
sole	唯一
solemn	厳粛な
solicit	懇願する
solicitation	勧誘
solicitor	弁護士
solid	固体
solidarity	連帯
solidification	凝固
solidified	凝固した
solidify	凝固する
solidity	固い
solitaire	ソリティア
solitary	孤独な
solitude	孤独
solo	ソロ
solubility	溶解度
soluble	可溶性
solucky	とても幸運です
solution	溶液
solve	解決する
solvency	ソルベンシー
solvent	溶媒
somad	NO TRANSLATION
somatic	体性の
somber	憂鬱な
some anticipation	いくつかの予期
some disgust	いくらか嫌な
some surprise	いくつかの驚き
some trust	いくつかの信頼
somersault	宙返り
somethingigetalot	NO TRANSLATION
somewhat negative	ややネガティブな
somewhat positive	ややポジティブな
somuchtodo	NO TRANSLATION
son	息子
sonar	ソナー
sonata	ソナタ
sonervous	NO TRANSLATION
song	歌
songwriter	ソングライター
sonic	音波
sonice	NO TRANSLATION
sonnet	ソネット
sonorous	素晴らしい
soot	すす
soothe	落ち着かせる
soothing	癒しの
sophisticated	洗練された
sophistication	洗練
sophomore	二年生
sopissed	NO TRANSLATION
soppy	おしゃれな
soprano	ソプラノ
sorcerer	魔術師
sorcery	魔術
sordid	ソーダイド
sore	痛み
soready	ソレイディ
sorely	痛い
soreness	痛み
sorghum	ソルガム
sorority	女子学園
sorrow	悲しみ
sorrowful	悲しい
sorry	ごめんなさい
sort	ソート
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	ソート
sos	NO TRANSLATION
soscared	すごくこわい
soscary	とても怖い
soslow	とても遅いです
sostressed	NO TRANSLATION
sosweet	とても甘い
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	魂
soulful	ソウルフルな
soulless	魂のない
soulmate	ソウルメイト
sound	音
sounding	聞こえる
soundness	健全性
soundproof	防音
soundtrack	サウンドトラック
soup	スープ
sour	サワー
source	ソース
sourpuss	シューパス
south	南
southbound	サウスバウンド
southeast	南東
southern	南方の
southpaw	サウスポー
southwest	南西
souvenir	お土産
sovereign	ソブリン
sovereignty	主権
soviet	ソビエト
sow	種まき
soy	大豆
soy sauce	醤油
soybean	大豆
spa	スパ
space	スペース
spacecraft	宇宙船
spaceman	宇宙人
spaceship	宇宙船
spacing	間隔
spacious	広々とした
spade	スペード
spaghetti	スパゲッティ
spam	スパム
spammers	スパマー
span	NO TRANSLATION
spandex	スパンデックス
spaniel	スパニエル
spank	つまむ
spanking	スパンキング
spar	スパー
spare	スペア
spareribs	スペアリブ
sparingly	控えめに
spark	スパーク
sparkle	輝く
sparkling	輝く
sparkly	輝く
sparring	スパーリング
sparrow	スズメ
sparse	疎
spasm	けいれん
spastic	痙攣する
spat	吐き出す
spatial	空間的
spatter	スパッタリング
spatula	スパチュラ
spawn	スポーン
spaz	スパズ
speak	話す
speakeasy	スピアサイア
speaker	スピーカー
speakerphone	スピーカーフォン
speaking	話し中
spear	槍
spec	仕様
special	特別
specialist	スペシャリスト
speciality	専門
specialize	NO TRANSLATION
specially	特別に
specialty	専門
specie	NO TRANSLATION
species	種
specific	特定
specification	仕様
specify	指定する
specimen	検体
speck	斑点
