Word	kn
temperamental	ಉದ್ವಿಗ್ನತೆ
temperance	ಆತ್ಮಸಂಯಮ
temperate	ಸಮಶೀತೋಷ್ಣ
temperature	ತಾಪಮಾನ
tempered	ಮೃದುಗೊಳಿಸುವಿಕೆ
tempest	ಚಂಡಮಾರುತ
template	ಟೆಂಪ್ಲೇಟ್
temple	ದೇವಸ್ಥಾನ
tempo	NO TRANSLATION
temporal	ತಾತ್ಕಾಲಿಕ
temporarily	ತಾತ್ಕಾಲಿಕವಾಗಿ
temporary	ತಾತ್ಕಾಲಿಕ
tempt	ಪ್ರಚೋದಿಸುತ್ತದೆ
temptation	ಪ್ರಲೋಭನೆ
tempting	ಪ್ರಲೋಭನಗೊಳಿಸುವ
temptress	ಪ್ರಚೋದಕ
ten	ಹತ್ತು
tenable	ಹರಾಜು
tenacious	ಧೈರ್ಯಶಾಲಿ
tenacity	ಜಿಗುಟುತನ
tenancy	ಹಿಡುವಳಿ
tenant	ಹಿಡುವಳಿದಾರನು
tend	ಒಲವು
tendency	ಪ್ರವೃತ್ತಿ
tender	ನವಿರಾದ
tenderfoot	ಟೆಂಡರ್ಫೂಟ್
tenderness	ಮೃದುತ್ವ
tending	ತಗ್ಗಿಸುವುದು
tendon	ಸ್ನಾಯುರಜ್ಜು
tenement	ಗುತ್ತಿಗೆ
tenet	ತತ್ವ
tenets	ತತ್ವಗಳು
tenfold	ಹತ್ತುಪಟ್ಟು
tennis	ಟೆನ್ನಿಸ್
tenor	ಟೆನರ್
tense	ಉದ್ವಿಗ್ನತೆ
tensile	ಕರ್ಷಕ
tension	ಒತ್ತಡ
tent	ಟೆಂಟ್
tentacle	ಗ್ರಹಣಾಂಗಗಳ
tentative	ತಾತ್ಕಾಲಿಕ
tenth	ಹತ್ತನೇ
tenths	tenths
tenuous	ತೆಳುವಾದ
tenure	ಅಧಿಕಾರಾವಧಿ
tepee	tepee
tepid	ತೆಳುವಾದ
tequila	ಟಕಿಲಾ
teriyaki	ಟೆರಿಯಾಕಿ
term	ಅವಧಿ
terminal	ಟರ್ಮಿನಲ್
terminate	ಕೊನೆಗೊಳ್ಳುತ್ತದೆ
termination	ಮುಕ್ತಾಯ
terminator	ಟರ್ಮಿನೇಟರ್
terminology	ಪರಿಭಾಷೆ
terminus	ಟರ್ಮಿನಸ್
termite	ಟರ್ಮಿನೇಟ್
terms	ಪದಗಳು
tern	ಟರ್ನ್
ternary	ತ್ರಯಾಧಾರಿತ
terrace	ಟೆರೇಸ್
terrain	ಭೂ ಪ್ರದೇಶ
terrestrial	ಭೂಮಿಯ
terrible	ಭಯಾನಕ
terribly	ಭಯಾನಕ
terrier	ಟೆರಿಯರ್
terrific	ಭಯಂಕರ
terrified	ಭಯಭೀತನಾಗಿರುವ
terrifies	ಭಯಂಕರವಾಗಿದೆ
terrify	ಭಯಹುಟ್ಟಿಸು
terrifying	ಭಯಾನಕ
territorial	ಪ್ರಾದೇಶಿಕ
territory	ಪ್ರದೇಶ
terror	ಭಯೋತ್ಪಾದನೆ
terrorism	ಭಯೋತ್ಪಾದನೆ
terrorist	ಭಯೋತ್ಪಾದಕ
terrorists	ಭಯೋತ್ಪಾದಕರು
terrorize	ಭಯಹುಟ್ಟಿಸು
terse	ಸಂಕ್ಷಿಪ್ತವಾಗಿ
tertiary	ತೃತೀಯ
test	ಪರೀಕ್ಷೆ
testament	ಪುರಾವೆ
testicle	ವೃಷಣ
testicular	ವೃತ್ತಾಕಾರ
testify	ಸಾಕ್ಷ್ಯ
testimonial	ಪ್ರಶಂಸಾಪತ್ರ
testimony	ಪುರಾವೆಯನ್ನು
testosterone	ಟೆಸ್ಟೋಸ್ಟೆರಾನ್
testy	NO TRANSLATION
tetanus	ಟೆಟನಸ್
tether	ಟೆಥರ್
tethered	ಕಟ್ಟಿಹಾಕಿದ
tetrahedral	ಟೆಟ್ರಾಹೆಡ್ರಲ್
text	ಪಠ್ಯ
textbook	ಪಠ್ಯಪುಸ್ತಕ
textile	ಜವಳಿ
textural	ರಚನೆ
texture	ವಿನ್ಯಾಸ
tgif	tgif
thank	ಧನ್ಯವಾದ
thankful	ಕೃತಜ್ಞರಾಗಿರುವಂತೆ
thankgod	ಧನ್ಯವಾದ ದೇವರೆ
thanking	ಧನ್ಯವಾದ
thankless	thankless
thanks	ಧನ್ಯವಾದಗಳು
thanksalot	NO TRANSLATION
thanksgiving	ಕೃತಜ್ಞತಾ
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	ತುಂಡು
thatmoment	NO TRANSLATION
thaumaturgy	ಥಾಮಟರ್ಜಿ
thaw	ಕರಗಿಸು
theater	ನಾಟಕ
theatrical	ನಾಟಕೀಯ
theatrics	ಥೆಟ್ರಿಕ್ಸ್
thebest	ದಿ ಬೆಸ್ಟ್
theft	ಕಳ್ಳತನ
theism	ಸಿದ್ಧಾಂತ
theistic	ಆಸ್ತಿಕ
thelife	ಜೀವನ
thelittlethings	NO TRANSLATION
theme	ಥೀಮ್
theocracy	ಪ್ರಜಾಪ್ರಭುತ್ವ
theocratic	ದೇವತಾವಾದಿ
theologian	ದೇವತಾಶಾಸ್ತ್ರಜ್ಞ
theological	ದೇವತಾಶಾಸ್ತ್ರ
theology	ದೇವತಾಶಾಸ್ತ್ರ
theorem	ಪ್ರಮೇಯ
theoretical	ಸೈದ್ಧಾಂತಿಕ
theory	ಸಿದ್ಧಾಂತ
therapeutic	ಚಿಕಿತ್ಸಕ
therapeutics	ಚಿಕಿತ್ಸೆಗಳು
therapist	ಚಿಕಿತ್ಸಕ
therapy	ಚಿಕಿತ್ಸೆ
thereabouts	ಅಲ್ಲಿಯೇ
thereof	ಅದರಲ್ಲಿ
therewith	ಅದರೊಂದಿಗೆ
thermal	ಉಷ್ಣ
thermocouple	ಉಷ್ಣಯುಗ್ಮ
thermodynamics	ಉಷ್ಣಬಲ ವಿಜ್ಞಾನ
thermometer	ಥರ್ಮಾಮೀಟರ್
thermos	ಥರ್ಮೋಸ್
thermostat	ಥರ್ಮೋಸ್ಟಾಟ್
thesaurus	ಪ್ರಬಂಧ
thesis	ಪ್ರಬಂಧ
thick	ದಪ್ಪ
thicken	ಗಟ್ಟಿಗೊಳಿಸು
thickening	ದಪ್ಪವಾಗುವುದು
thicket	ಪೊದೆ
thickness	ದಪ್ಪ
thief	ಕಳ್ಳ
thigh	ತೊಡೆ
thimble	ಥಿಂಬಲ್
thin	ತೆಳುವಾದ
thing	ವಿಷಯ
things	ವಿಷಯಗಳು
thingy	thingy
think	ಯೋಚಿಸು
thinker	ಚಿಂತಕ
thinking	ಆಲೋಚನೆ
third	ಮೂರನೇ
thirds	ಮೂರನೇಯ
thirst	ಬಾಯಾರಿಕೆ
thirsty	ಬಾಯಾರಿದ
thirteen	ಹದಿಮೂರು
thirteenth	ಹದಿಮೂರನೆಯದು
thirty	ಮೂವತ್ತು
thistle	ಥಿಸಲ್
thither	ಅಲ್ಲಿಗೆ
thong	ತೊಂಗ್
thorn	ಮುಳ್ಳು
thorny	ಮುಳ್ಳಿನ
thorough	ಸಂಪೂರ್ಣ
thoroughbred	ಥೊರೊಬ್ರೆಡ್
thoroughfare	ಸಂಪೂರ್ಣ ರಸ್ತೆ
thought	ಭಾವಿಸಲಾಗಿದೆ
thoughtful	ಚಿಂತನಶೀಲ
thoughtfulness	ಚಿಂತನಶೀಲತೆ
thoughtless	ಚಿಂತನೆಯಿಲ್ಲ
thoughts	ಆಲೋಚನೆಗಳು
thousand	ಸಾವಿರ
thrash	ಥ್ರಷ್
thread	ಎಳೆ
threat	ಬೆದರಿಕೆ
threaten	ಬೆದರಿಕೆ
threatened	ಬೆದರಿಕೆ ಹಾಕಿದೆ
threatening	ಬೆದರಿಕೆ
three	ಮೂರು
threefold	ಮೂರುಪಟ್ಟು
threesome	ತ್ರಿಕ
thresh	ಥ್ರೆಶ್
threshold	ಮಿತಿ
thrice	ಮೂರು ಬಾರಿ
thrift	ಸೋವಿ
thrifty	ಪ್ರವರ್ಧಮಾನ
thrill	ಥ್ರಿಲ್
thrilled	ಥ್ರಿಲ್ಡ್
thriller	ಥ್ರಿಲ್ಲರ್
thrilling	ರೋಮಾಂಚಕ
thrive	ಹುಲುಸಾಗಿ
thriving	ಅಭಿವೃದ್ಧಿ ಹೊಂದುತ್ತಿದೆ
throat	ಗಂಟಲು
throb	ಥ್ರೋಬ್
throbbing	ಥ್ರೋಬಿಂಗ್
throes	ಗಂಟಲುಗಳು
throne	ಸಿಂಹಾಸನ
throng	ಜನಸಮೂಹ
throttle	ಥ್ರೊಟಲ್
throw	ಎಸೆಯಿರಿ
throwback	ಥ್ರೋಬ್ಯಾಕ್
thrower	ಎಸೆತಗಾರ
thrown	ಎಸೆದ
thrush	ತಳ್ಳು
thrust	ಒತ್ತು
thruster	ಥ್ರಸ್ಟರ್
thud	ಥಡ್
thug	ಥಗ್
thumb	ಹೆಬ್ಬೆರಳು
thumbprint	ಹೆಬ್ಬೆರಳು
thump	ಹೊಡೆತ
thumper	ಥಂಪರ್
thumping	ಉತ್ತುಂಗಕ್ಕೇರಿತು
thunder	ಗುಡುಗು
thunderbolt	ಗುಡುಗು
thunderclap	ಗುಡುಗು
thundering	ಗುಡುಗು
thunderstorm	ಚಂಡಮಾರುತ
thunderstruck	ಗುಡುಗು
thwart	ಅಡ್ಡಿಪಡಿಸು
thx	ಧನ್ಯವಾದ
thyme	ಥೈಮ್
thyroid	ಥೈರಾಯ್ಡ್
tiara	ಕಿರೀಟ
tibia	ಟಿಬಿಯಾ
tic	ಟಿಕ್
tick	ಟಿಕ್
ticked	ಗುರುತಿಸಲಾಗಿದೆ
ticker	ಟಿಕ್ಕರ್
ticket	ಟಿಕೆಟ್
tickle	ಟಿಕ್ಲ್
tickled	tickled
ticklish	ಟಿಕ್ಲಿಷ್
tidal	ಉಬ್ಬರವಿಳಿತದ
tidal wave	ಮಾರಿ ಅಲೆ
tidbit	ಟಿಡ್ಬಿಟ್
tide	ಉಬ್ಬರವಿಳಿತ
tidings	ಸುದ್ಧಿ
tidy	ಅಚ್ಚುಕಟ್ಟಾದ
tie	ಕಟ್ಟು
tier	ಶ್ರೇಣಿ
tiff	ಟಿಫ್
tiger	ಹುಲಿ
tighten	ಬಿಗಿಗೊಳಿಸು
tightness	ಬಿಗಿತ
tightrope	ಬಿಗಿಹಗ್ಗ
tights	ಬಿಗಿಯುಡುಪು
tilde	ಟಿಲ್ಡ್
tile	ಟೈಲ್
tiling	ಟೈಲಿಂಗ್
till	NO TRANSLATION
tillage	ಬೇಸಾಯಕ್ಕೆ
tiller	ಟಿಲ್ಲರ್
tilt	ಓರೆಯಾಗಿಸು
tilting	ಬೇಸರವನ್ನು
timber	ಮರದ
timberland	ಟಿಂಬರ್ ಲ್ಯಾಂಡ್
timbre	ತಂಬಾಕು
time	ಸಮಯ
timeless	ಟೈಮ್ಲೆಸ್
timeliness	ಸಮಯ
timely	ಸಕಾಲಿಕ
timeout	ಕಾಲಾವಧಿ
timepiece	ಗಡಿಯಾರ
timer	ಟೈಮರ್
times	ಬಾರಿ
timetable	ವೇಳಾಪಟ್ಟಿ
timewasters	NO TRANSLATION
timid	ಅಂಜುಬುರುಕವಾಗಿರುತ್ತದೆ
timidity	ಅಂಜುಬುರುಕವಾಗಿರುತ್ತದೆ
timing	ಸಮಯ
tin	NO TRANSLATION
tincture	ಟಿಂಚರ್
tine	NO TRANSLATION
tinfoil	ಟಿನ್ಫಾಯಿಲ್
tinge	ಛಾಯೆ
tingle	ಜುಮ್ಮೆನಿಸು
tingling	ಜುಮ್ಮೆನಿಸುವಿಕೆ
tinker	ಟಿಂಕರ್
tinkering	ಕಲ್ಪನಾ
tinkle	NO TRANSLATION
tinkling	ಟಿಂಕ್ಲಿಂಗ್
tinnitus	ಟಿನ್ನಿಟಸ್
tinsel	ಥಿಸೆಲ್
tint	ಛಾಯೆ
tiny	ಸಣ್ಣ
tip	ತುದಿ
tipper	ಟಿಪ್ಪರ್
tipster	ಟಿಪ್ಸ್ಟರ್
tipsy	ಕುಡಿದು ಮತ್ತೇರಿದ
tiptoe	ಟಿಪ್ಟೊ
tirade	ತಿರಸ್ಕಾರ
tire	ಟೈರ್
tired	ದಣಿದ
tiredness	ದಣಿವು
tiredofit	NO TRANSLATION
tireless	ದಣಿವರಿಯದ
tiresome	ದಣಿವು
tiring	ದಣಿದ
tissue	ಅಂಗಾಂಶ
tistheseason	NO TRANSLATION
tit	ಟಿಟ್
titan	ಟೈಟಾನ್
titanic	ಟೈಟಾನಿಕ್
titanium	ಟೈಟಾನಿಯಂ
tithe	ದಶಾಂಶ
title	ಶೀರ್ಷಿಕೆ
titled	ಹೆಸರಿಸಲಾಗಿದೆ
titty	ಟಿಟ್ಟಿ
titular	NO TRANSLATION
toad	ಟೋಡ್
toast	ಟೋಸ್ಟ್
toaster	ಸ್ವಸ್ತಿಪಾಯಿ
toasty	toasty
tobacco	ತಂಬಾಕು
toby	ಟಾಬಿ
tod	ಟಾಡ್
today	ಇಂದು
toddler	ದಟ್ಟಗಾಲಿಡುವ
toe	ಟೋ
toenail	ಕಾಲ್ಬೆರಳ ಉಗುರು
toffee	ಮಿಠಾಯಿ
tofu	ತೋಫು
toga	NO TRANSLATION
together	ಒಟ್ಟಾಗಿ
togetherness	ಒಟ್ಟಿಗೆ
toil	ಶ್ರಮಿಸು
toilet	ಶೌಚಾಲಯ
toils	ದುಷ್ಪರಿಣಾಮಗಳು
token	ಟೋಕನ್
tolerable	ಸಹಿಸಿಕೊಳ್ಳಬಲ್ಲವು
tolerance	ಸಹಿಷ್ಣುತೆ
tolerant	ಸಹಿಷ್ಣು
tolerate	ಸಹಿಸಿಕೊಳ್ಳಬಲ್ಲವು
toleration	ಸಹಿಷ್ಣುತೆ
toll	ಟೋಲ್
tomahawk	ಟೊಮಾಹಾಕ್
tomato	ಟೊಮೆಟೊ
tomatoes	ಟೊಮ್ಯಾಟೊ
tomb	ಸಮಾಧಿ
tombstone	ಟೂಂಬ್ಸ್ಟೋನ್
tomcat	ಟೊಮ್ಯಾಟ್
tome	ನನಗೆ
tomorrow	ನಾಳೆ
ton	NO TRANSLATION
tone	ಟೋನ್
toner	ಟೋನರು
tong	NO TRANSLATION
tongs	ಇಕ್ಕುಳಗಳು
tongue	ಭಾಷೆ
tonic	ಟಾನಿಕ್
tonnage	ಟನ್ಟೇಜ್
tonsils	ಟಾನ್ಸಿಲ್ಗಳು
toocold	NO TRANSLATION
tool	ಉಪಕರಣ
toolbox	ಟೂಲ್ಬಾಕ್ಸ್
tooling	ಉಪಕರಣ
toomuchtodo	NO TRANSLATION
toot	ಟಾಟ್
tooth	ಹಲ್ಲು
toothache	ಹಲ್ಲುನೋವು
toothbrush	ಟೂತ್ ಬ್ರಷ್
toothed	ಹಲ್ಲಿನ
toothless	ಹಲ್ಲುರಹಿತ
toothpaste	ಟೂತ್ಪೇಸ್ಟ್
toothpick	ಟೂತ್ಪಿಕ್
toots	ಟೊಟೊಗಳು
top	ಅಗ್ರ
topaz	ಪುಷ್ಪಪಾತ್ರೆ
topic	ವಿಷಯ
topical	ಸಾಮಯಿಕ
topless	ಮೇಲುಡುಪು
topographic	ಸ್ಥಳಾಕೃತಿ
topographical	ಸ್ಥಳಾಕೃತಿಗಳು
topography	ಸ್ಥಳಾಕೃತಿ
topple	ಉರುಳಿಸು
topside	ಟಾಪ್ಸೈಡ್
tor	ಟಾರ್
torch	ಟಾರ್ಚ್
torment	ಹಿಂಸೆ
tormented	ಪೀಡಿಸಿದ
torn	ಹರಿದ
tornado	ಸುಂಟರಗಾಳಿ
torpedo	ಟಾರ್ಪಿಡೊ
torque	ಟಾರ್ಕ್
torrent	ಟೊರೆಂಟ್
torrid	ಘೋರ
torsion	ತಿರುಚು
torso	ಮುಂಡ
tort	ಟಾರ್ಟ್
tortious	ಕಿರುಕುಳ
tortoise	ಆಮೆ
tortuous	ತಿರುಚಿದ
torture	ಚಿತ್ರಹಿಂಸೆ
tortured	ಚಿತ್ರಹಿಂಸೆ
toss	ಟಾಸ್
tot	NO TRANSLATION
total	ಒಟ್ಟು
totality	ಸಂಪೂರ್ಣತೆ
totally	ಸಂಪೂರ್ಣವಾಗಿ
tote	tote
totem	ಟೊಟೆಮ್
touch	ಸ್ಪರ್ಶಿಸಿ
touchdown	ಟಚ್ಡೌನ್
touched	ಮುಟ್ಟಿತು
touching	ಸ್ಪರ್ಶಿಸುವುದು
touchy	ಟಚ್ಟಿ
tough	ಕಠಿಣ
toughen	ಕಠಿಣ
toughness	ಕಠಿಣತೆ
toupee	toupee
tour	ಪ್ರವಾಸ
tourism	ಪ್ರವಾಸೋದ್ಯಮ
tourist	ಪ್ರವಾಸಿ
tourmaline	ಪ್ರವಾಸೋದ್ಯಮ
tournament	ಪಂದ್ಯಾವಳಿಯಲ್ಲಿ
tourniquet	ಪ್ರವಾಸೋದ್ಯಮ
tout	NO TRANSLATION
tow	ತುಂಡು
towel	ಟವೆಲ್
tower	ಗೋಪುರ
towering	ಎತ್ತರದ
town	ಪಟ್ಟಣ
townhouse	ಪಟ್ಟಣ
township	ಪಟ್ಟಣ
townspeople	ಪಟ್ಟಣವಾಸಿಗಳು
toxic	ವಿಷಕಾರಿ
toxicity	ವಿಷತ್ವ
toxicology	ಟಾಕ್ಸಿಕಾಲಜಿ
toxin	ಟಾಕ್ಸಿನ್
toy	ಆಟಿಕೆ
toymaker	ಕಾಲ್ಬೆರಳುಗಳನ್ನು
trace	ಜಾಡಿನ
traceable	ಪತ್ತೆಹಚ್ಚಲು
tracer	ಟ್ರೇಸರ್
traces	ಕುರುಹುಗಳು
trachea	ಶ್ವಾಸನಾಳಿಕೆ
tracing	ಜಾಡುಹಿಡಿಯುವುದು
track	ಟ್ರ್ಯಾಕ್
tracker	ಟ್ರ್ಯಾಕರ್
tract	ಪ್ರದೇಶ
tractable	ಟ್ರ್ಯಾಕ್ ಮಾಡಬಹುದಾದ
traction	ಎಳೆತ
tractor	ಟ್ರಾಕ್ಟರ್
trade	ವ್ಯಾಪಾರ
trademark	ಟ್ರೇಡ್ಮಾರ್ಕ್
trader	ವ್ಯಾಪಾರಿ
tradesman	ವ್ಯಾಪಾರಿ
trading	ವ್ಯಾಪಾರ
tradition	ಸಂಪ್ರದಾಯ
traditional	ಸಾಂಪ್ರದಾಯಿಕ
traffic	ಸಂಚಾರ
traffic light	ಟ್ರಾಫಿಕ್ ಲೈಟ್
trafficking	ಕಳ್ಳಸಾಗಣೆ
tragedies	ದುರಂತಗಳು
tragedy	ದುರಂತ
tragic	ದುರಂತ
trail	ಜಾಡು
trailer	ಟ್ರೈಲರ್
train	ರೈಲು
train set	ರೈಲು ಸೆಟ್
trained	ತರಬೇತಿ ಪಡೆದಿದೆ
trainee	ಟ್ರೇನೀ
trainer	ತರಬೇತುದಾರ
training	ತರಬೇತಿ
trait	ಗುಣಲಕ್ಷಣ
traitor	ದೇಶದ್ರೋಹಿ
traitorous	ವಿಶ್ವಾಸಘಾತುಕ
trajectory	ಪಥವನ್ನು
tram	ಟ್ರಾಮ್
tramp	ಅಲೆಮಾರಿ
trample	ತಿರುಗಿಸು
trampoline	ಟ್ರ್ಯಾಂಪೊಲೈನ್
tramway	ಟ್ರ್ಯಾಮ್ವೇ
trance	ಟ್ರಾನ್ಸ್
tranquil	ನೆಮ್ಮದಿಯಿಂದ
tranquility	ಶಾಂತಿ
tranquilizer	ಟ್ರ್ಯಾಂಕ್ವಿಲೈಜರ್
transact	ವ್ಯವಹಾರ
transaction	ವ್ಯವಹಾರ
transatlantic	ಟ್ರಾನ್ಸ್ ಅಟ್ಲಾಂಟಿಕ್
transceiver	ಟ್ರಾನ್ಸ್ಸಿವರ್
transcend	ಮೀರಿಸಿ
transcendence	ಅತಿಕ್ರಮಣ
transcendent	ಅತೀಂದ್ರಿಯ
transcendental	ಅತೀಂದ್ರಿಯ
transcribe	ಲಿಪ್ಯಂತರ
transcriber	ಟ್ರಾನ್ಸ್ಕ್ರೈಬರ್
transcript	ಪ್ರತಿಲಿಪಿ
transcription	ನಕಲು
transfer	ವರ್ಗಾವಣೆ
transference	ವರ್ಗಾವಣೆ
transferred	ವರ್ಗಾಯಿಸಲಾಗಿದೆ
transfixed	ವರ್ಗಾವಣೆಗೊಂಡಿದೆ
transform	ರೂಪಾಂತರ
transformation	ರೂಪಾಂತರ
transformer	ಪರಿವರ್ತಕ
transfusion	ವರ್ಗಾವಣೆ
transgression	ಉಲ್ಲಂಘನೆ
transient	ಅಸ್ಥಿರ
transistor	ಟ್ರಾನ್ಸಿಸ್ಟರ್
transit	ಸಾಗಣೆ
transition	ಪರಿವರ್ತನೆ
transitional	ಪರಿವರ್ತನೆ
transitive	ಸಂಕ್ರಮಣ
transitory	ಟ್ರಾನ್ಸಿಟರಿ
translate	ಭಾಷಾಂತರಿಸಲು
translation	ಅನುವಾದ
translator	ಭಾಷಾಂತರಕಾರ
translocation	ಭಾಷಾಂತರ
translucent	ಅರೆಪಾರದರ್ಶಕ
transmission	ಪ್ರಸರಣ
transmit	ಪ್ರಸಾರಮಾಡು
transmitter	ಟ್ರಾನ್ಸ್ಮಿಟರ್
transmutation	ಪರಿವರ್ತನೆ
transom	ಟ್ರಾನ್ಸಮ್
transparency	ಪಾರದರ್ಶಕತೆ
transparent	ಪಾರದರ್ಶಕ
transplant	ಕಸಿ
transplantation	ಕಸಿಮಾಡುವಿಕೆ
transponder	ಟ್ರಾನ್ಸ್ಪಾಂಡರ್
transport	ಸಾರಿಗೆ
transportation	ಸಾರಿಗೆ
transporter	ಸಾಗಣೆದಾರರು
transpose	ಸಂವಹನ
transposition	ವರ್ಗಾವಣೆ
transsexual	ಸಂಭಾಷಣೆ
transverse	ವಿಲೋಮ
transvestite	ಟ್ರಾನ್ಸ್ವೆಸ್ಟೈಟ್
trap	ಬಲೆಗೆ
trapdoor	ಟ್ರ್ಯಾಪ್ಡೂರ್
trapeze	ಟ್ರ್ಯಾಪಜೆ
trapped	ಸಿಕ್ಕಿಬಿದ್ದಿದೆ
trapper	ಟ್ರ್ಯಾಪ್ಪರ್
trapping	ಬಲೆಗೆ ಬೀಳಿಸುವುದು
trappings	ತೋಟಗಳು
traps	ಬಲೆಗಳು
trash	ಕಸ
trashy	ಕೊಳೆತ
trauma	ಆಘಾತ
traumatic	ಆಘಾತಕಾರಿ
travail	NO TRANSLATION
travel	ಪ್ರಯಾಣ
traveler	ಪ್ರವಾಸಿಗ
traveling	ಪ್ರಯಾಣ
traverse	ಸಂಚರಿಸು
travesty	ದುರಂತ
trawl	ರಭಸ
trawler	ಟ್ರಾವೆಲರ್
tray	ತಟ್ಟೆ
treacherous	ವಿಶ್ವಾಸಘಾತುಕ
treachery	ವಿಶ್ವಾಸಘಾತುಕತನ
tread	ನಡೆದಾಡು
treadmill	ಟ್ರೆಡ್ ಮಿಲ್
treason	ದೇಶದ್ರೋಹ
treasure	ನಿಧಿ
treasured	ಅಮೂಲ್ಯವಾದದ್ದು
treasurer	ಖಜಾಂಚಿ
treasures	ಸಂಪತ್ತು
treasury	ಖಜಾನೆ
treat	ಚಿಕಿತ್ಸೆ
treatable	ಚಿಕಿತ್ಸೆ ನೀಡಬಲ್ಲದು
treatise	ಅಧ್ಯಯನ
treatment	ಚಿಕಿತ್ಸೆ
treaty	ಒಪ್ಪಂದ
treble	ತ್ರಿವಳಿ
tree	ಮರ
trees	ಮರಗಳು
trek	ಚಾರಣ
trellis	ಹಂದರದ
tremble	ವಿಸ್ಮಯಗೊಳಿಸು
trembling	ನಡುಕ
tremendous	ಪ್ರಚಂಡ
tremendously	ಮಹತ್ತರವಾಗಿ
tremor	ನಡುಕ
trench	ಕಂದಕ
trend	ಪ್ರವೃತ್ತಿ
trending	ಟ್ರೆಂಡಿಂಗ್
trendy	ಟ್ರೆಂಡಿ
trepidation	trepidation
trespass	ಅತಿಕ್ರಮಣ
triad	ಟ್ರಯಾಡ್
triage	ಚಿಕಿತ್ಸೆಯ ಸರದಿ ನಿರ್ಧಾರ
trial	ವಿಚಾರಣೆ
triangle	ತ್ರಿಕೋನ
triangular	ತ್ರಿಕೋನ
triangulate	ತ್ರಿಕೋನಾಂಕ
triathlon	ಟ್ರೈಯಥ್ಲಾನ್
tribal	ಬುಡಕಟ್ಟು
tribe	ಬುಡಕಟ್ಟು
tribulation	ಕ್ಲೇಶವನ್ನು
tribunal	ಟ್ರಿಬ್ಯೂನಲ್
tribune	ಟ್ರಿಬ್ಯೂನ್
tributary	ಉಪನದಿ
tribute	ಗೌರವ
trick	ಟ್ರಿಕ್
trickery	ಮೋಸಗಾರಿಕೆ
trickle	ಟ್ರಿಕಿಲ್
trickster	ಮೋಸಗಾರ
tricky	ಟ್ರಿಕಿ
tricycle	ಟ್ರೈಸಿಕಲ್
trident	ತ್ರಿಶೂಲ
trifle	ನಯಗೊಳಿಸು
trifling	ಕ್ಷುಲ್ಲಕ
trig	ಟ್ರಿಗ್
trigger	ಪ್ರಚೋದಕ
trigonometry	ತ್ರಿಕೋನಮಿತಿ
trillion	ಟ್ರಿಲಿಯನ್
trilogy	ಟ್ರೈಲಾಜಿ
trim	ಟ್ರಿಮ್
trimester	ತ್ರೈಮಾಸಿಕದಲ್ಲಿ
trimmer	ಟ್ರಿಮ್ಮರ್ನಲ್ಲಿ
trimming	ಚೂರನ್ನು
trine	ಟ್ರೇನ್
trinity	ಟ್ರಿನಿಟಿ
trinket	ತಂಬಾಕು
trio	ಮೂವರು
trip	ಟ್ರಿಪ್
tripartite	ತ್ರಿಪಕ್ಷೀಯ
tripe	ಟ್ರೈಪ್
triple	ಟ್ರಿಪಲ್
triplet	ಟ್ರಿಪಲ್
triplicate	triplicate
tripod	ಟ್ರೈಪಾಡ್
tripping	ಟ್ರಿಪ್ಪಿಂಗ್
trite	trite
tritium	ಟ್ರಿಟಿಯಮ್
triumph	ಗೆಲುವು
triumphant	ವಿಜಯೋತ್ಸವ
trivia	ಟ್ರಿವಿಯಾ
trivial	ಕ್ಷುಲ್ಲಕ
troll	ರಾಕ್ಷಸನು
trolley	ಟ್ರಾಲಿ
trombone	ಟ್ರಮ್ಬೊನ್
troop	ಸೈನ್ಯ
trooper	ಸೈನಿಕ
troops	ಪಡೆಗಳು
trophy	ಟ್ರೋಫಿ
tropic	ಉಷ್ಣವಲಯ
tropical	ಉಷ್ಣವಲಯದ
tropics	ಉಷ್ಣವಲಯಗಳು
trot	ಟ್ರಾಟ್
trouble	ತೊಂದರೆ
troubled	ತೊಂದರೆಗೊಳಗಾಗಿರುವ
troublemaker	ತೊಂದರೆಗಾರ
troubles	ತೊಂದರೆಗಳು
troublesome	ತ್ರಾಸದಾಯಕ
trough	ತೊಟ್ಟಿ
troupe	ತಂಡ
trousers	ಪ್ಯಾಂಟ್
trout	ಟ್ರೌಟ್
trowel	ತೋಳ
truce	ಒಪ್ಪಂದ
truck	ಟ್ರಕ್
trucker	ಟ್ರಕ್ಕರ್
truckload	ಟ್ರಕ್ಲೋಡ್
truculent	truculent
true	ಸರಿ
truelove	ನಿಜವಾದ ಪ್ರೀತಿ
truffle	ಟ್ರಫಲ್
truism	truism
trump	ಟ್ರಂಪ್
trumpet	ಕಹಳೆ
trumpeter	ಟ್ರಂಪೆಟರ್
truncate	ಮೊಟಕುಗೊಳಿಸು
truncated	ಮೊಟಕುಗೊಂಡಿದೆ
trundle	ಕಹಳೆ
trunk	ಟ್ರಂಕ್
truss	ಟ್ರಸ್
trust	ನಂಬಿಕೆ
trustee	ಟ್ರಸ್ಟೀ
trusting	ನಂಬಿಕೆ
trustworthy	ವಿಶ್ವಾಸಾರ್ಹ
trusty	ವಿಶ್ವಾಸಾರ್ಹ
