Word	su
soulless	soulless
soulmate	soulmate
sound	asup kaakal
sounding	sounding
soundness	soundness
soundproof	soundproof
soundtrack	soundtrack
soup	sop
sour	asem
source	sumber
sourpuss	sourpuss
south	kidul
southbound	southbound
southeast	tenggara
southern	kidul
southpaw	southpaw
southwest	Langkaplancar
souvenir	tawis katineung
sovereign	daulat
sovereignty	kadaulatan
soviet	Soviét
sow	Sow
soy	kécap
soy sauce	kecap
soybean	kedele
spa	spa
space	angkasa
spacecraft	pesawat ruang angkasa
spaceman	spaceman
spaceship	spaceship
spacing	dipasing
spacious	lega
spade	Spade
spaghetti	spaghetti
spam	EMAIL sampah
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	spar
spare	cadang
spareribs	spareribs
sparingly	sparingly
spark	silalatu
sparkle	Maung Bandung
sparkling	sparkling
sparkly	sparkly
sparring	sparring
sparrow	sparrow
sparse	sparse
spasm	spasm
spastic	spastic
spat	spat
spatial	spasial
spatter	spatter
spatula	spatula
spawn	spawn
spaz	spaz
speak	ngomong
speakeasy	speakeasy
speaker	jelema nu ngomong
speakerphone	speakerphone
speaking	Nyarios
spear	tumbak
spec	Spesifikasina
special	istimewa
specialist	ahli di sahiji elmu
speciality	widang husus
specialize	NO TRANSLATION
specially	husus
specialty	widang husus
specie	NO TRANSLATION
species	jenis
specific	husus
specification	spésifikasi
specify	nangtukeun
specimen	conto
speck	speck
speckled	speckled
specs	specs
spectacle	tontonan
spectacles	spectacles
spectacular	spektakuler
spectator	spectator
specter	specter
spectral	spéktral
spectrometer	spéktrométer
spectrophotometer	spectrophotometer
spectroscopy	spéktroskopi
spectrum	spéktrum
speculate	tindakan untung-untungan
speculation	spekulasi
speculative	spekulatif
speculum	speculum
speech	pidato
speechless	jadi teu bisa ngomong
speed	kagancangan
speedboat	speedboat
speedily	speedily
speeding	ngebut
speedometer	spedometer
speedway	Speedway
speedy	KUMIS
spell	ngejah
spellbound	spellbound
spelling	ejahan
spencer	Spencer
spend	ngabalanjakeun
spender	spender
spending	belanja
spent	spent
sperm	spérma
spew	spew
sphere	lapisan
spherical	buleud
sphincter	sphincter
sphinx	Sphinx
spic	spic
spice	bungbu
spicy	loba bungbuna
spider	lancah
spiders	spiders
spiffy	spiffy
spigot	spigot
spike	spike
spiked	spiked
spiky	spiky
spill	ngabahekeun
spillin	NO TRANSLATION
spin	muter
spinach	bayem
spinal	tulang tonggong
spindle	spindle
spine	tulang tonggong
spineless	spineless
spinner	spinner
spinning	spinning
spinster	spinster
spiny	spiny
spiral	spiral
spire	spire
spirit	sumanget
spirited	berjiwa
spirits	roh
spiritual	rohani
spirituality	spiritualitas
spit	nyiduh
spite	spite
spiteful	nu sirik
spitfire	spitfire
spittoon	spittoon
splash	cereceskeun
splat	splat
splatter	splatter
spleen	limpa
splendid	alus
splendor	splendor
splice	splice
spline	spline
splint	wide
splinter	semlek
split	Beulah
splitting	bengkahna
splurge	splurge
spoil	bari
spoiler	spoiler
spoiling	spoiling
spoils	spoils
spoke	spoke
spoken	diucapkeun
spokesman	juru carios
spokesperson	spokesperson
sponge	sepon
spongy	spongy
sponsor	seponsor
sponsorship	sponsor
spontaneity	spontanitas
spontaneous	kalawan langsung
spoof	spoof
spook	spook
spooky	pikasieuneun
spool	spool
spoon	sendok
spoonful	spoonful
sporadic	nyebar kamana-mana
spore	spore
sport	olahraga
sporting	olahraga
sports	olahraga
sports car	mobil olahraga
sportsman	olahragawan
sportsmanship	sikap sportip
sportswriter	sportswriter
sporty	eces
spot	kokotor
spotless	beresih
spotlight	sorotan
spotted	nempo
spotter	spotter
spotty	aya kokotoranana
spousal	spousal
spouse	salaki
spout	spout
sprain	tijalikeuh
sprawl	sprawl
spray	nyemprot
spread	nyebarkeun
spreader	spreader
spree	spree
spring	cinyusu
springtime	springtime
sprinkle	naburkeun
sprinkler	sprinkler
sprinkling	sprinkling
sprint	ngutruk
sprite	Sprite
sprout	bertunas
spruce	spruce
spud	Spud
spunk	spunk
spunky	spunky
spur	spur
spurious	spurious
spurred	spurred
spurt	spurt
spy	nenjo
squabble	squabble
squad	pakuat
squadron	skuadron
squall	squall
squamous	squamous
squander	squander
square	alun-alun
squash	waluh
squat	squat
squatter	squatter
squaw	squaw
squawk	squawk
squeak	ricit
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	mencet
squeezing	squeezing
squelch	squelch
squid	cumi
squint	squint
squire	Juragan
squirm	squirm
squirrel	bajing
squirt	squirt
squish	squish
squishy	squishy
stab	nubles
stabbed	ditusuk
stability	kasaimbangan
stabilize	nyaimbangkeun
stabilizer	Pangajeg
stable	kandang
staccato	staccato
stack	tumpukan
stadium	stadion
staff	pagawe
stag	stag
stage	panggung
stagecoach	stagecoach
stagehand	stagehand
stagger	sasampoyongan
staggering	staggering
stagnant	macet
stagnation	stagnation
staid	staid
stain	kokotor
stained	patri
stainless	steel
stair	stair
staircase	staircase
stairs	tangga
stairway	stairway
stairwell	stairwell
stake	stake
stakeout	stakeout
stale	bulukan
stalemate	stalemate
stalk	stalk
stalker	stalker
stall	kandang
stallion	stallion
stalls	warung
stalwart	stalwart
stamina	kaayaan awak
stamp	cap
stampede	stampede
stance	jurus
stand	ngadeg
standard	standar
standardize	standardisasi
standardized	standardized
standby	antosan
standing	ngadeg
standoff	standoff
standpoint	sudut pandang
standstill	standstill
standup	tatih
stanza	pupuh
staph	staph
staple	pokok
stapler	stapler
star	bentang
star fruit	buah béntang
starboard	bagean tengen
starch	kanji
stardom	stardom
stardust	stardust
stare	neuteup
starfish	bentang laut
stargazing	stargazing
staring	staring
stark	Stark
starlet	starlet
starlight	starlight
starling	jalak
starry	starry
stars	béntang
starship	starship
start	ngamimitian
starter	starter
startle	ngareureuwas
startled	startled
startling	startling
starvation	paeh kalaparan
starve	kalaparan
starved	starved
starving	sarimi
stash	stash
stat	stat
state	kaayaan
stately	stately
statement	parnyataan
stateroom	stateroom
stateside	stateside
statesman	negarawan
static	statik
staticky	NO TRANSLATION
statics	statics
station	setasion
stationary	alat tulis
stationery	alat tulis
statistic	statistik
statistical	statistical
statistician	statistikawan
stator	stator
statuary	statuary
statue	patung
statuette	statuette
stature	stature
status	status
statute	statute
statutory	statutory
staunch	staunch
stave	stave
stay	tinggal
stayaway	NO TRANSLATION
stayed	ari
stays	tetep
stead	stead
steadfast	steadfast
steady	ajeg
steak	steak
steakhouse	steakhouse
steal	nyolong
stealing	maok
stealth	siluman
stealthily	stealthily
stealthy	stealthy
steam	nyeupan
steamboat	Steamboat
steamer	steamer
steaming	steaming
steamroller	steamroller
steamship	steamship
steamy	loba saabna
steel	waja
steep	lungkawing
steeple	steeple
steer	sapi jalu
steering	setir
stellar	stellar
stem	gagang
stench	stench
stencil	stencil
stenographer	stenographer
step	lengkah
stepdaughter	stepdaughter
stepfather	bapa tere
stepmother	indung tere
steppe	stépa
steps	léngkah
stepson	stepson
stereo	stereo
stereoscopic	stereoscopic
stereotype	stereotype
stereotyped	niru
sterile	steril
sterility	sterility
sterilize	ngajadikeun steril
sterling	sterling
stern	bagean tukang perahu
sternum	sternum
steroid	stéroid
stethoscope	stethoscope
stew	Stew
steward	lalaki nu ngaladenan di kapal udara
stewardess	awewe nu ngaladenan di kapal udara
stewardship	stewardship
stfu	stfu
stick	iteuk
sticker	etiket
sticking	tancep
stickler	stickler
stickup	stickup
sticky	napel
stiff	heuras
stiffen	stiffen
stiffness	stiffness
stifle	stifle
stifled	stifled
stifling	stifling
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	stillbirth
stillborn	stillborn
stillness	stillness
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	stimulan
stimulate	ngahudang kacida
stimulating	stimulating
stimulation	pangjurung
stimulus	rangsangan
sting	nyeureud
stinger	stinger
stinging	stinging
stingy	pelit
stink	bacin
stinker	stinker
stinking	hanyir
stinky	stinky
stint	stint
stipend	stipend
stipulate	stipulate
stipulation	stipulation
stir	ngaduk
stirring	aduk
stitch	stitch
stitching	stitching
stock	ancoan
stockade	stockade
stockbroker	stockbroker
stockholder	stockholder
stocking	stocking
stockings	kaos kaki
stockpile	stockpile
stockroom	stockroom
stocks	saham
stoic	stoic
stole	salempang
stolen	dipaling
stomach	beuteung
stomachache	nyeri patuangan
stomp	stomp
stomped	stomped
stone	batu
stoned	stoned
stonewall	Stonewall
stoneware	stoneware
stony	stony
stooge	stooge
stool	stool
stools	stools
stoop	stoop
stoopid	stoopid
stop	eureun
stopover	stopover
stoppage	stoppage
stopper	cocok
stopping	stopping
stopwatch	stopwatch
storage	neundeun
store	toko
storefront	storefront
storehouse	storehouse
storeroom	gudang
storing	nyimpen
storm	topan
storming	storming
stormy	mang rebu-rebu
story	dongeng
storybook	storybook
storyteller	juru dongéng
storytelling	storytelling
stound	stound
stout	gagah
stove	kompor
stow	Stow
stowaway	stowaway
straddle	straddle
straight	Lempeng
straighten	ngalempengkeun
straightforward	lugas
straightway	straightway
strain	kaheurasan
strained	tapis
strait	selat
straitjacket	straitjacket
straits	selat
strand	strand
stranded	terdampar
strange	aneh
stranger	urang asing
strangle	nyekek
strangulation	strangulation
strap	tali
strapless	strapless
strapping	strapping
strata	strata
strategic	strategis
strategist	Strategist
strategy	taktik
stratification	stratifikasi
stratosphere	stratosphere
stratum	stratum
stratus	stratus
straw	jarami
strawberry	buah strawberry
stray	stray
streak	tilas
streaked	streaked
stream	walungan leutik
streamer	streamer
streaming	streaming
streamline	streamline
street	jalan
streetcar	trem
streetlight	streetlight
strength	kakuatan
strengthen	nguatkeun
strengthening	strengthening
strenuous	beurat
strep	matrep
stress	tekenan
stressed	stressed
stresses	stresses
stressfree	NO TRANSLATION
stressful	stres
stressin	NO TRANSLATION
stressing	stressing
stressrelief	NO TRANSLATION
stretch	manteng
stretcher	usungan
stricken	stricken
strict	soson-soson
stride	stride
strife	alatan masalah
strike	neunggeul
strikeout	strikeout
striker	striker
striking	keuna
strikingly	strikingly
string	tali
strings	string
stringy	stringy
strip	strip
stripe	belang
striped	belang
stripped	dilucuti
stripper	stripper
striptease	striptease
strive	digawe tisusut tidungdung
strobe	strobe
stroke	stroke
stroll	stroll
stroller	kareta
strolling	strolling
strong	kuat
stronghold	stronghold
strongly	niatna
structural	struktural
structure	struktur
strudel	strudel
struggle	kaayaan bajoang
strut	strut
stub	taratas, perlu disampurnakeun
stubbed	stubbed
stubble	tunggul
stubborn	badegong
stubbornness	stubbornness
stubby	stubby
stucco	stucco
stuck	nyangkut
stuckup	NO TRANSLATION
stud	stud
studded	dibeungkeut
student	murid
studied	diulik
studio	studio
study	diajar
stuff	barang
stuffed animal	boneka sato
stuffing	isina
stuffy	stuffy
stumble	titajong
stump	tunggul
stumped	stumped
stun	setrum
stunned	ngabéwarakeun
stunner	stunner
stunning	stunning
stunt	stunt
stunted	stunted
stuntman	stuntman
stupefaction	stupefaction
stupefy	stupefy
stupendous	stupendous
stupid	bodo
stupidity	kabodoan
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	sturdy
sturgeon	sturgeon
stutter	ngagagap
sty	sty
style	gaya
styling	styling
stylish	stylish
stylist	stylist
suave	suave
sub	sub
subatomic	subatomik
subcommittee	subcommittee
subconscious	subconscious
subcutaneous	subcutaneous
subdivide	subdivide
subdivision	subdivision
subduction	zona subduksi
subdue	subdue
subdued	subdued
subdural	subdural
subito	NO TRANSLATION
subject	taluk
subjected	subjected
subjection	subjection
subjective	subyektip
subjugation	subjugation
sublet	sublet
sublevel	sublevel
sublimation	sublimation
sublime	luhur
subliminal	subliminal
submarine	kapal teuleum
submerge	teuleum
submerged	submerged
submersible	submersible
submission	kapatuhan
submissive	patuh
submit	patuh
submitting	ngirimkeun
subordinate	bawahan
subordination	subordination
subplot	subplot
subpoena	panggilan ka sidang pangadilan
subscribe	ngalanggan
subscriber	palanggan
subscription	langganan
subsequence	subsequence
subsequent	anu ieu
subsequently	salajengna
subservient	subservient
subset	sawaréh
subside	subside
subsidence	subsidence
subsidiary	bageana organisasi
subsidize	mieun bantuan
subsidy	bantuan
subsist	subsist
subsistence	subsistence
subsoil	subsoil
subspace	subspace
substance	eusi
substandard	substandard
substantial	penting
substantially	substansi
substantiate	substantiate
substantive	substantive
substation	gardu induk
substitute	ngagentos
substituted	Cirian
substitution	substitusi
substructure	substructure
subterranean	subterranean
subtext	subtext
subtitle	judul tambahan
subtle	halus
subtlety	subtlety
subtract	ngurangkeun
subtraction	pangurangan
subtype	subtype
suburb	sisian kota
suburban	suburban
suburbia	suburbia
suburbs	suburbs
subversion	subversion
subversive	subversive
subvert	subvert
subway	sabwéy
succeed	ngagentos
succeeding	succeeding
success	sukses
successful	hasil
succession	suksesi
successive	tuturutan
successor	gentosna
succinct	succinct
succubus	succubus
succulent	succulent
succumb	succumb
suck	nyeseup
sucker	mamat
sucking	nyusu
suckling	suckling
sucks	lebay
suction	alat keur nyeuseup
sudden	ujug-ujug
suddenly	ujug-ujug
suds	suds
sue	ngagugat
suede	suede
suffer	sangsara
sufferer	sufferer
suffering	nalangsara
suffice	suffice
sufficiency	sembada
sufficient	cukup
sufficiently	sahingga
suffix	ahiran
suffocate	paeh lemes
suffocating	suffocating
suffocation	kakurangan napas
sugar	gula
suggest	nyarankeun
suggestion	talatah
suggestive	sugestif
suicidal	suicidal
suicide	maehan maneh
suicidebombing	NO TRANSLATION
suit	setelan
suitable	cocok
suitcase	koper
suite	suite
suitor	suitor
sulfate	sulfat
sulfur	walirang
sulk	sulk
sullen	sullen
sully	Sully
sulphur	walirang
sultan	sultan
sultry	sultry
sum	jumlah
summarily	summarily
summarize	nyingget
summary	singgetan
summation	jumlahna
summer	usum panas
summerhouse	summerhouse
summertime	summertime
summit	puncak
summon	manggil
summons	nyalukan
sumo	sumo
sump	sump
sumptuous	sumptuous
sun	panonpoe
sunbeam	sunbeam
sunburn	kaduruk ku panon poe
sundae	Bobodoran
sunday	Minggu
sundial	sundial
sundown	sundown
sundry	sundry
sunflower	sunflower
sunglass	sunglass
sunglasses	kacamata
sunk	sunk
sunken	sunken
sunless	sunless
sunlight	cahya panonpoé
sunny	caang
sunrise	panonpoe meletek
sunroof	sunroof
sunscreen	sunscreen
sunset	lingsir
sunshine	cahaya panonpoe
suntan	suntan
sunup	sunup
sup	sup
super	hebat
superannuation	superannuation
superb	luhung
superficial	deet
superfluous	superfluous
superhero	superhero
superhuman	superhuman
superimposed	superimposed
superintendent	superintendent
superior	unggul
superiority	kaunggulan
superlative	superlative
superman	kupling
supermarket	supermarkét
supermodel	supermodel
supernatant	supernatant
supernatural	gaib
supernova	supernova
superposition	superposition
superpower	adikuasa
supersede	supersede
superstar	superstar
superstition	tahayul
superstitious	percaya jeung tahayul
superstore	superstore
supervise	ngawaskeun
supervision	pangawasan
supervisor	nu ngawas
supper	dahar peuting
suppertime	suppertime
supplant	supplant
supple	supple
supplement	tambahan
supplemental	supplemental
supplementary	suplemén
supplication	supplication
supplier	nu nyadiakeun
supplies	suplai
supply	nganyadiakeun
support	sokongan
supported	dirojong
supporter	supporter
supporters	ngarojong
supporting	ngarojong
supportive	supportive
suppose	nyangka
supposed	sakuduna
supposing	supposing
supposition	supposition
suppress	nindes
suppression	suprési
supremacy	kaunggulan
supreme	nu pang luhur
supremely	supremely
surcharge	waragad tambahan
sure	yakin
surety	surety
surf	internetan
surface	beungeut
surfboard	surfboard
surfer	surfer
surge	surge
surgeon	ahli belek
surgery	operasi
surgical	belek
surly	surly
surmise	surmise
surname	nami kaluwarga
surpassing	surpassing
surplus	kaleuwihan
surprise	reuwas
surprised	reuwas
surprises	kejutan
surprising	ngareureuwas
surprisingly	heran
surreal	surreal
surrender	pasrah
surrendering	surrendering
surrogate	surrogate
surround	ngurilingan
surrounding	sabudeureun
surroundings	sakuriling
surveillance	pangawasan
survey	naliti
surveying	surveying
surveyor	juru ukur
survival	nu salamet
survive	tahan
surviving	salamet
survivor	jelema nu salamet
susceptibility	karentanan
susceptible	susceptible
sushi	sushi
suspect	nyangka
suspected	disangka
suspend	ngagantungkeun
suspended	ditunda
suspenders	suspenders
suspense	patojaiah
suspension	hal nu gumantung
suspicion	kacurigaan
suspicions	sangkaan
suspicious	curiga
sustain	ngadeudeul
sustained	sustained
sustenance	rezeki
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	hias
swagger	swagger
swallow	ngelek
swami	Swami
swamp	rawa
swamped	swamped
swampy	swampy
swan	Swan
swank	swank
swap	swap
swarm	anu ngagimbung
swarming	swarming
swastika	swastika
swat	swat
sway	sway
swear	sumpah
swearing	swearing
sweat	kesang
sweater	baju haneut
sweating	sweating
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	nyapu
sweeper	sweeper
sweeping	sweeping
sweet	amis
sweeten	sweeten
sweetened	sweetened
sweetener	sweetener
sweetest	sweetest
sweetheart	sweetheart
sweetie	sweetie
sweetness	rasa amis
sweets	manisan
swell	ngabareuhan
swelling	bareuh
sweltering	sweltering
swerve	swerve
swift	Swift
swiftly	swiftly
swig	swig
swill	swill
swim	ngojay
swimmer	swimmer
swimming	ngojay
swimsuit	swimsuit
swindle	swindle
swindler	swindler
swine	babi
swing	ayun-ayunan
swinger	swinger
swinging	ayun
swipe	gesek
swirl	swirl
swish	swish
switch	sakelar
switchblade	switchblade
switchboard	switchboard
swivel	swivel
swollen	ngabareuhan
swoon	swoon
swoop	swoop
sword	pedang
swordfish	lauk hiu pedang
swordplay	swordplay
swordsman	swordsman
sycamore	sycamore
syllable	suku kata
syllabus	silabus
symbiotic	simbiotik
symbol	simbul
symbolic	ngan tanda bae
symbolically	symbolically
symbolism	symbolism
symbolize	melambangkan
symmetric	simetri
symmetrical	simetris
symmetry	simétri
sympathetic	karunya
sympathize	milu ngarasaan
sympathy	resep
symphonic	symphonic
symphony	symphony
symposium	symposium
symptom	ciri
symptomatic	symptomatic
synagogue	sinagoga
synapse	synapse
synaptic	synaptic
sync	nyingkronkeun
synchronize	nyingkronkeun
synchronous	sinkron
syncope	pepet
syndicate	sindikat
syndrome	sindrom
synergistic	sinergis
synergy	sinergi
synod	synod
synonym	sinonim
synonymous	sinonim
synopsis	synopsis
synoptic	synoptic
syntax	sintaksis
synthesis	sintésis
synthesizer	Ki Hajar Dewantara
synthetic	jieunan
syphilis	sipilis
syringe	suntikan
syrup	sirop
system	sistim
systematic	sistematis
systematically	sacara sistematis
t-shirt	t-shirt
tab	tab
tabasco	Tabasco
tabby	tabby
tabernacle	Kemah
table	meja
tableau	NO TRANSLATION
tablecloth	taplak
tablespoon	séndok
tablet	tablét
tableware	tableware
tabloid	tabloid
taboo	pamali
tabular	tabular
tabulate	tabulate
tabulation	tabulation
tachometer	tachometer
tacit	knowledge
tack	paku
tackle	tackle
tackled	tackle
tackling	tackling
tacky	kampungan
taco	taco
tact	kawijaksanaan
tactful	wijaksana
tactic	taktik
tactical	taktis
tactics	taktik
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	buntut
tailed	buntut
tailgate	tailgate
tailings	hampas
taillight	taillight
tailor	tukang ngaput
tailoring	tailoring
tailpipe	tailpipe
taint	taint
take	nyokot
takeoff	berangkat
takeout	dikaluarkeun
takeover	nyandak
taker	taker
talcum	talcum
tale	dongeng
talent	anleh
talented	Sarbini
talisman	jimat
talk	omongan
talkative	talkative
talker	talker
tall	luhur
tallies	tallies
tallow	tallow
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	rebana
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	tamper
tampon	tampon
tan	warna coklat
tandem	tandem
tang	tang
tangent	tangent
tangerine	jeruk keprok
tangible	tangible
tangle	tangle
tangled	tangled
tango	tango
tank	tank
tank top	tank luhur
tanker	kapal tangki
tanned	disamak
tantalizing	tantalizing
tantamount	tantamount
tantrum	tantrum
taoism	Taoisme
tap	ketok
tape	kaset
tape measure	tape ukuran
taper	taper
tapering	tapering
tapestry	tapestry
tapeworm	cacing pita
tapioca	tapioka
taps	taps
tar	aspal
tarantula	tarantula
tardiness	tardiness
tardy	tardy
target	tujuan
targeted	sasaran
targeting	targeting
tariff	tarip
tarmac	tarmac
tarnish	tarnish
tarot	Tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	tartan
tartar	karah
task	tugas
tassel	tassel
taste	rasa
tasteful	pinuh kahayang
tasteless	hambar
tasting	tasting
tasty	ngeunah
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tato
taught	diajarkeun
taunt	taunt
taupe	taupe
taut	taut
tavern	Tavern
tawdry	tawdry
tawny	tawny
tax	pajeg
taxed	taxed
taxi	taksi
taxicab	taxicab
taxonomy	taksonomi
taxpayer	taxpayer
tea	téh
teach	ngawulang
teacher	guru
teaching	pangajaran
teacup	teacup
teahouse	teahouse
teal	teal
team	regu
teamjesus	NO TRANSLATION
teammate	teammate
teamwork	gawe babarengan
teapot	teapot
tear	cimata
tearful	tearful
tearsofjoy	NO TRANSLATION
teary	teary
tease	ngagoda
teaser	teaser
teasing	teasing
teaspoon	séndok
teat	pentil
teatime	teatime
tech	tech
technical	teknis
technicality	dasar teknis
technician	ahli teknik
technique	teknik
techno	techno
technological	téhnologis
technology	teknologi
ted	Ted
teddy bear	bonéka Teddy
tedious	tedious
tedium	tedium
tee	majalengka
teeming	teeming
teen	rumaja
teenage	rumaja
teenager	rumaja
teens	nonoman
teensy	teensy
teeny	teeny
teeth	huntu
teething	teething
teflon	teflon
telegram	telegram
telegraph	telegrap
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	telepathy
telephone	telpon
telescope	teleskop
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	televised
television	telepisi
tell	nyaritakeun
teller	Tunai Mandiri
telling	sangkan
telltale	telltale
temp	temp
temper	watek
tempera	tempera
temperament	temperament
temperamental	emosional
temperance	temperance
temperate	sedeng
temperature	suhu
tempered	tempered
tempest	tempest
template	template
temple	kuil
tempo	NO TRANSLATION
temporal	temporal
temporarily	pikeun samentawis
temporary	saheulaanan
tempt	ngagoda
temptation	godaan
tempting	pikabitaeun
temptress	temptress
ten	sapuluh
tenable	tenable
tenacious	ulet
tenacity	tenacity
tenancy	tenancy
tenant	nu nyewa
tend	condong
tendency	condong
tender	empuk
tenderfoot	tenderfoot
tenderness	tenderness
tending	tending
tendon	urat
tenement	kontrakan
tenet	Tenet
tenets	tenets
tenfold	tenfold
tennis	tenis
tenor	tenor
tense	kaku
tensile	tensile
tension	kaayaan kaku
tent	kemah
tentacle	tentacle
tentative	saheulaanan
tenth	kasapuluh
tenths	tenths
tenuous	tenuous
tenure	ulayat
tepee	tepee
tepid	tepid
tequila	saayana
teriyaki	teriyaki
term	istilah
terminal	Terminal
terminate	nungtungan
termination	saenggeus
terminator	terminator
terminology	hal istilah
terminus	terminal
termite	rinyuh
terms	istilah
tern	tern
ternary	ternary
terrace	tepas
terrain	daerah
terrestrial	darat
terrible	goreng teuing
terribly	pisan
terrier	terrier
terrific	hebat
terrified	terrified
terrifies	terrifies
terrify	pikasieuneun
terrifying	pikasieuneun
territorial	diwengku
territory	wewengkon
terror	teror
terrorism	terorisme
terrorist	teroris
terrorists	teroris
terrorize	ngancam
terse	terse
tertiary	tersiér
test	nguji
testament	surat wasiat
testicle	mamas
testicular	testicular
testify	mere kasaksian
testimonial	dibandung
testimony	kasaksian
testosterone	téstostéron
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	tethered
tetrahedral	tétrahédral
text	naskah
textbook	buku pangajaran
textile	tékstil
textural	textural
texture	susunan
tgif	tgif
thank	ngahatur nuhun
thankful	ngahatur nuhun
thankgod	Alhamdulillah
thanking	thanking
thankless	henteu boga rasa ngahatur nuhun
thanks	hatur nuhun
thanksalot	NO TRANSLATION
thanksgiving	sukur
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	ngalembereh
theater	bioskop
theatrical	sandiwara
theatrics	theatrics
thebest	pangsaéna
theft	papalingan
theism	theism
theistic	theistic
thelife	thelife
thelittlethings	NO TRANSLATION
theme	poko
theocracy	theocracy
theocratic	theocratic
theologian	theologian
theological	teologis
theology	teologi
theorem	central
theoretical	teoritis
theory	teori
therapeutic	terapi
therapeutics	therapeutics
therapist	therapist
therapy	terapi
thereabouts	thereabouts
thereof	tujuanana
therewith	therewith
thermal	termal
thermocouple	thermocouple
thermodynamics	térmodinamik
thermometer	termometer
thermos	thermos
thermostat	thermostat
thesaurus	tésaurus
thesis	tesis
thick	kandel
thicken	thicken
thickening	thickening
thicket	thicket
thickness	kakandeleun
thief	maling
thigh	pingping
thimble	tudung ramo
thin	ipis
thing	barang
things	hal
thingy	thingy
think	mikir
thinker	thinker
thinking	pamikiran
third	katilu
thirds	per tilu
thirst	kagaringan
thirsty	halabhab
thirteen	tilu belas
thirteenth	katilu belas
thirty	tilu puluh
thistle	thistle
thither	thither
thong	thong
thorn	cucuk
thorny	thorny
thorough	taliti
thoroughbred	bahasa halus
thoroughfare	thoroughfare
thought	pikiran
thoughtful	wijaksana
thoughtfulness	thoughtfulness
thoughtless	gagabah
thoughts	pikiran
thousand	rebu
thrash	thrash
thread	benang
threat	ancaman
threaten	ngancam
threatened	kaancam
threatening	ngancam
three	tilu
threefold	threefold
threesome	threesome
thresh	thresh
threshold	bangbarung
thrice	thrice
thrift	thrift
thrifty	thrifty
thrill	thrill
thrilled	thrilled
thriller	Thriller
thrilling	thrilling
thrive	mekar
thriving	thriving
throat	genggerong
throb	ngadugdeg
throbbing	throbbing
throes	throes
throne	tahta
throng	throng
throttle	klep panutup
throw	maledog
throwback	throwback
thrower	thrower
thrown	dialungkeun
thrush	sariawan
thrust	dorong
thruster	thruster
thud	thud
thug	preman
thumb	jempol
thumbprint	thumbprint
thump	dug
thumper	thumper
thumping	thumping
thunder	guludug
thunderbolt	thunderbolt
thunderclap	thunderclap
thundering	thundering
thunderstorm	angin gede jeung guludug
thunderstruck	thunderstruck
thwart	thwart
thx	thx
thyme	thyme
thyroid	tiroid
tiara	tiara
tibia	tibia
tic	tic
tick	kutu
ticked	ticked
ticker	ticker
ticket	karcis
tickle	ararateul
tickled	tickled
ticklish	getek
tidal	pasang
tidal wave	gelombang pasang
tidbit	tidbit
tide	pasang
tidings	tidings
tidy	beberes
tie	dasi
tier	golongan
tiff	tiff
tiger	maung
tighten	ngetatkeun
tightness	tightness
tightrope	tightrope
tights	tights
tilde	tilde
tile	kotak
tiling	tiling
till	NO TRANSLATION
tillage	tillage
tiller	anakan
tilt	Dengdekkeun
tilting	cara ngadengdekkeun
timber	kayu
timberland	timberland
timbre	timbre
time	waktu
timeless	langgeng
timeliness	timeliness
timely	timely
timeout	séép waktos
timepiece	timepiece
timer	otomatis
times	kali
timetable	jadwal
timewasters	NO TRANSLATION
timid	isinan
timidity	timidity
timing	timing
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	NO TRANSLATION
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	tinsel
tint	tint
tiny	leutik pisan
tip	tip
tipper	tipper
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	tirade
tire	ban
tired	cape
tiredness	tiredness
tiredofit	NO TRANSLATION
tireless	tireless
tiresome	tiresome
tiring	tiring
tissue	jaringan
tistheseason	NO TRANSLATION
tit	tit
titan	Titan
titanic	Titanic
titanium	titanium
tithe	zakat fitrah
title	gelar
