Word	de
speedometer	Tachometer
speedway	Schnellstraße
speedy	schnell
spell	buchstabieren
spellbound	gebannt
spelling	Rechtschreibung
spencer	Spencer
spend	verbringen
spender	Spender
spending	Ausgaben
spent	verbraucht
sperm	Sperma
spew	speien
sphere	Kugel
spherical	kugelförmig
sphincter	Schließmuskel
sphinx	Sphinx
spic	spic
spice	würzen
spicy	würzig
spider	Spinne
spiders	Spinnen
spiffy	schick
spigot	Zapfen
spike	Spitze
spiked	aufgestockt
spiky	stachelig
spill	verschütten
spillin	NO TRANSLATION
spin	Dreh
spinach	Spinat
spinal	Wirbelsäule
spindle	Spindel
spine	Rücken
spineless	rückgratlos
spinner	Spinner
spinning	Spinnen
spinster	Jungfer
spiny	stachelig
spiral	Spiral-
spire	Turm
spirit	Geist
spirited	temperamentvoll
spirits	Spirituosen
spiritual	geistig
spirituality	Spiritualität
spit	spucken
spite	Trotz
spiteful	boshaft
spitfire	Spuckfeuer
spittoon	Spucknapf
splash	Spritzen
splat	splat
splatter	spritzen
spleen	Milz
splendid	herrlich
splendor	Pracht
splice	spleißen
spline	Spline
splint	Schiene
splinter	Splitter
split	Teilt
splitting	Spaltung
splurge	protzen
spoil	verwöhnen
spoiler	Spoiler
spoiling	Verderben
spoils	Beute
spoke	gesprochen
spoken	gesprochen
spokesman	Sprecher
spokesperson	Sprecher
sponge	Schwamm
spongy	schwammig
sponsor	Sponsor
sponsorship	Sponsoring
spontaneity	Spontaneität
spontaneous	spontan
spoof	Parodie
spook	Spuk
spooky	gespenstisch
spool	Spule
spoon	Löffel
spoonful	Löffel
sporadic	sporadisch
spore	Spore
sport	Sport
sporting	sportlich
sports	Sport
sports car	Sportwagen
sportsman	Sportler
sportsmanship	Sportlichkeit
sportswriter	Sportjournalist
sporty	sportlich
spot	Stelle
spotless	makellos
spotlight	Scheinwerfer
spotted	entdeckt
spotter	Spotter
spotty	fleckig
spousal	Ehepartner
spouse	Ehepartner
spout	Tülle
sprain	Verstauchung
sprawl	Ausbreitung
spray	sprühen
spread	Verbreitung
spreader	Spreizer
spree	Spree
spring	Frühling
springtime	Frühling
sprinkle	streuen
sprinkler	Sprinkler
sprinkling	Beregnung
sprint	Sprint
sprite	Sprite
sprout	sprießen
spruce	Fichte
spud	Spud
spunk	Sperma
spunky	spunky
spur	Sporn
spurious	unecht
spurred	angespornt
spurt	Spurt
spy	Spion
squabble	Streit
squad	Kader
squadron	Geschwader
squall	Bö
squamous	Plattenepithel
squander	verschwenden
square	Platz
squash	quetschen
squat	Hocken
squatter	Squatter
squaw	Squaw
squawk	kreischen
squeak	quietschen
squeaky	quietschend
squeal	quietschen
squealer	Quietscher
squeamish	zimperlich
squeeze	drücken
squeezing	quetschen
squelch	Rauschsperre
squid	Tintenfisch
squint	Schielen
squire	Knappe
squirm	winden
squirrel	Eichhörnchen
squirt	spritzen
squish	zerquetschen
squishy	matschig
stab	stechen
stabbed	erstochen
stability	Stabilität
stabilize	stabilisieren
stabilizer	Stabilisator
stable	stabil
staccato	staccato
stack	Stapel
stadium	Stadion
staff	Mitarbeiter
stag	Hirsch
stage	Bühne
stagecoach	Postkutsche
stagehand	Bühnenarbeiter
stagger	staffeln
staggering	Staffelung
stagnant	stagniert
stagnation	Stagnation
staid	staid
stain	Fleck
stained	befleckt
stainless	rostfrei
stair	Treppe
staircase	Treppe
stairs	Treppe
stairway	Treppe
stairwell	Treppenhaus
stake	Anteil
stakeout	Absteckung
stale	abgestanden
stalemate	Patt
stalk	Stengel
stalker	Stalker
stall	Stall
stallion	Hengst
stalls	Stände
stalwart	unerschütterlich
stamina	Ausdauer
stamp	Briefmarke
stampede	Ansturm
stance	Haltung
stand	Stand
standard	Standard
standardize	standardisieren
standardized	standardisiert
standby	bereithalten
standing	Stehen
standoff	Abstand
standpoint	Standpunkt
standstill	still stehen
standup	aufstehen
stanza	Strophe
staph	Staphylokokken
staple	Klammer
stapler	Hefter
star	Star
star fruit	Sternfrucht
starboard	Steuerbord
starch	Stärke
stardom	Ruhm
stardust	Sternenstaub
stare	starren
starfish	Seestern
stargazing	Sterne beobachten
staring	starrte
stark	Stark
starlet	Starlet
starlight	Sternenlicht
starling	Star
starry	sternenklar
stars	Sterne
starship	Raumschiff
start	Anfang
starter	Anlasser
startle	erschrecken
startled	erschrocken
startling	erschreckend
starvation	Hunger
starve	verhungern
starved	verhungert
starving	verhungern
stash	Versteck
stat	stat
state	Zustand
stately	stattlich
statement	Erklärung
stateroom	Kabine
stateside	Staatenseite
statesman	Staatsmann
static	statisch
staticky	NO TRANSLATION
statics	Statik
station	Bahnhof
stationary	stationär
stationery	Schreibwaren
statistic	Statistik
statistical	statistisch
statistician	Statistiker
stator	Stator
statuary	Statuen
statue	Statue
statuette	Statuette
stature	Statur
status	Status
statute	Satzung
statutory	gesetzlich vorgeschrieben
staunch	stillen
stave	Daube
stay	bleibe
stayaway	NO TRANSLATION
stayed	blieb
stays	bleibt
stead	Statt
steadfast	standhaft
steady	stetig
steak	Steak
steakhouse	Steak-House
steal	stehlen
stealing	stehlen
stealth	Stealth
stealthily	verstohlen
stealthy	verstohlen
steam	Dampf
steamboat	Dampfschiff
steamer	Dampfer
steaming	dampfend
steamroller	Dampfwalze
steamship	Dampfer
steamy	dampfig
steel	stehlen
steep	steil
steeple	Kirchturm
steer	steuern
steering	Lenkung
stellar	stellar
stem	Stengel
stench	Gestank
stencil	Schablone
stenographer	Stenograph
step	Schritt
stepdaughter	Stieftochter
stepfather	Stiefvater
stepmother	Stiefmutter
steppe	Steppe
steps	Schritte
stepson	Stiefsohn
stereo	Stereo
stereoscopic	stereoskopisch
stereotype	Stereotyp
stereotyped	stereotyp
sterile	steril
sterility	Sterilität
sterilize	sterilisieren
sterling	Sterling
stern	Stern
sternum	Sternum
steroid	Steroid
stethoscope	Stethoskop
stew	Eintopf
steward	Steward
stewardess	Stewardess
stewardship	Verantwortung
stfu	stfu
stick	Stock
sticker	Aufkleber
sticking	kleben
stickler	Pedant
stickup	aufkleben
sticky	klebrig
stiff	steif
stiffen	versteifen
stiffness	Steifheit
stifle	ersticken
stifled	erstickt
stifling	erstickend
stigma	Stigma
stile	NO TRANSLATION
stiletto	Stilett
stillbirth	Totgeburt
stillborn	tot geboren
stillness	Stille
stillwaiting	NO TRANSLATION
stilts	Stelzen
stimulant	Stimulans
stimulate	stimulieren
stimulating	anregend
stimulation	Stimulation
stimulus	Stimulus
sting	Stachel
stinger	Stinger
stinging	stechen
stingy	geizig
stink	stinken
stinker	stinken
stinking	stinkend
stinky	stinkend
stint	Stint
stipend	Stipendium
stipulate	festsetzen
stipulation	Bestimmung
stir	rühren
stirring	rühren
stitch	Stich
stitching	Nähen
stock	Stock
stockade	Palisade
stockbroker	Börsenmakler
stockholder	Aktionär
stocking	Strumpf
stockings	Strümpfe
stockpile	Vorrat
stockroom	Lager
stocks	Bestände
stoic	stoisch
stole	Stahl
stolen	gestohlen
stomach	Bauch
stomachache	Magenschmerzen
stomp	stampfen
stomped	gestampft
stone	Stein
stoned	gesteinigt
stonewall	Steinwand
stoneware	Steingut
stony	steinig
stooge	Strohmann
stool	Schemel
stools	Stühle
stoop	bücken
stoopid	stoisch
stop	halt
stopover	Zwischenstation
stoppage	Stillstand
stopper	Stopper
stopping	Anhalten
stopwatch	Stoppuhr
storage	Lager
store	Geschäft
storefront	Schaufenster
storehouse	Lagerhaus
storeroom	Abstellraum
storing	Speicherung
storm	Sturm
storming	stürmend
stormy	stürmisch
story	Geschichte
storybook	Märchenbuch
storyteller	Erzähler
storytelling	Geschichten erzählen
stound	stoß
stout	Stout
stove	Herd
stow	verstauen
stowaway	blinder Passagier
straddle	spreizen
straight	Gerade
straighten	begradigen
straightforward	einfach
straightway	alsbald
strain	Belastung
strained	angespannt
strait	Straße
straitjacket	Zwangsjacke
straits	Meerenge
strand	Strand
stranded	gestrandet
strange	seltsam
stranger	Fremder
strangle	erwürgen
strangulation	Strangulation
strap	Gurt
strapless	trägerlos
strapping	Umreifung
strata	Schichten
strategic	strategisch
strategist	Stratege
strategy	Strategie
stratification	Schichtung
stratosphere	Stratosphäre
stratum	Schicht
stratus	Stratus
straw	Stroh
strawberry	Erdbeere
stray	streunend
streak	Streifen
streaked	gestreift
stream	Strom
streamer	Streamer
streaming	Streaming
streamline	rationalisieren
street	Straße
streetcar	Straßenbahn
streetlight	Strassenlicht
strength	Stärke
strengthen	stärken
strengthening	Stärkung
strenuous	anstrengend
strep	Streptokokken
stress	Stress
stressed	betont
stresses	betont
stressfree	NO TRANSLATION
stressful	stressig
stressin	NO TRANSLATION
stressing	Betonung
stressrelief	NO TRANSLATION
stretch	strecken
stretcher	Bahre
stricken	betroffen
strict	streng
stride	schreiten
strife	Streit
strike	Streik
strikeout	Durchgestrichen
striker	Stürmer
striking	auffällig
strikingly	auffallend
string	Zeichenfolge
strings	Saiten
stringy	strähnig
strip	Streifen
stripe	Streifen
striped	gestreift
stripped	abgestreift
stripper	Stripper
striptease	Striptease
strive	streben
strobe	Blitz
stroke	Schlaganfall
stroll	Bummel
stroller	Kinderwagen
strolling	schlendern
strong	stark
stronghold	Hochburg
strongly	stark
structural	strukturell
structure	Struktur
strudel	Strudel
struggle	Kampf
strut	Strebe
stub	Stub
stubbed	gestempelt
stubble	Stoppel
stubborn	stur
stubbornness	Sturheit
stubby	stämmig
stucco	Stuck
stuck	stecken
stuckup	NO TRANSLATION
stud	Zucht
studded	beschlagen
student	Schüler
studied	studiert
studio	Studio
study	Studie
stuff	Sachen
stuffed animal	ausgestopftes Tier
stuffing	Füllung
stuffy	stickig
stumble	stolpern
stump	Stumpf
stumped	ratlos
stun	betäuben
stunned	betäubt
stunner	Betäubungsmittel
stunning	atemberaubend
stunt	Kunststück
stunted	verkümmert
stuntman	Stuntman
stupefaction	Betäubung
stupefy	betäubt
stupendous	gewaltig
stupid	blöd
stupidity	Dummheit
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	Stupor
sturdy	robust
sturgeon	Stör
stutter	stottern
sty	Schweinestall
style	Stil
styling	Styling
stylish	stilvoll
stylist	Stylist
suave	süffig
sub	sub
subatomic	subatomisch
subcommittee	Unterausschuss
subconscious	Unterbewusstsein
subcutaneous	subkutan
subdivide	unterteilen
subdivision	Unterteilung
subduction	Subduktion
subdue	unterwerfen
subdued	gedämpft
subdural	subdural
subito	NO TRANSLATION
subject	Gegenstand
subjected	unterworfen
subjection	Unterwerfung
subjective	subjektiv
subjugation	Unterwerfung
sublet	untervermieten
sublevel	Unterebene
sublimation	Sublimation
sublime	sublimieren
subliminal	unterschwellig
submarine	U-Boot
submerge	tauchen
submerged	untergetaucht
submersible	tauchfähig
submission	Einreichung
submissive	unterwürfig
submit	einreichen
submitting	Einreichen
subordinate	untergeordnet
subordination	Unterordnung
subplot	Nebenhandlung
subpoena	Vorladung
subscribe	abonnieren
subscriber	Teilnehmer
subscription	Abonnement
subsequence	Teilfolge
subsequent	anschließend
subsequently	anschließend
subservient	unterwürfig
subset	Teilmenge
subside	nachlassen
subsidence	Senkung
subsidiary	Tochtergesellschaft
subsidize	subventionieren
subsidy	Subvention
subsist	bestehen
subsistence	Subsistenz
subsoil	Untergrund
subspace	Unterraum
substance	Substanz
substandard	minderwertig
substantial	wesentlich
substantially	im Wesentlichen
substantiate	begründen
substantive	inhaltlich
substation	Umspannwerk
substitute	Ersatz
substituted	substituiert
substitution	Auswechslung
substructure	Unterbau
subterranean	unterirdisch
subtext	Subtext
subtitle	Untertitel
subtle	subtil
subtlety	Subtilität
subtract	subtrahieren
subtraction	Subtraktion
subtype	Untertyp
suburb	Vorort
suburban	Vorort-
suburbia	Vorstadt
suburbs	Vororte
subversion	Subversion
subversive	subversiv
subvert	untergraben
subway	U-Bahn
succeed	gelingen
succeeding	Erfolg
success	Erfolg
successful	erfolgreich
succession	Nachfolge
successive	aufeinanderfolgend
successor	Nachfolger
succinct	prägnant
succubus	Sukkubus
succulent	saftig
succumb	erliegen
suck	saugen
sucker	Saugnapf
sucking	saugen
suckling	Säugling
sucks	ist scheiße
suction	saugen
sudden	plötzlich
suddenly	plötzlich
suds	Schaum
sue	verklagen
suede	Wildleder-
suffer	leiden
sufferer	Leidende
suffering	Leiden
suffice	genügen
sufficiency	Hinlänglichkeit
sufficient	ausreichend
sufficiently	ausreichend
suffix	Suffix
suffocate	ersticken
suffocating	erstickend
suffocation	Erstickung
sugar	Zucker
suggest	vorschlagen
suggestion	Vorschlag
suggestive	suggestiv
suicidal	lebensmüde
suicide	Selbstmord
suicidebombing	NO TRANSLATION
suit	passen
suitable	geeignet
suitcase	Koffer
suite	Suite
suitor	Freier
sulfate	Sulfat
sulfur	Schwefel
sulk	schmollen
sullen	mürrisch
sully	besudeln
sulphur	Schwefel
sultan	Sultan
sultry	schwül
sum	Summe
summarily	summarisch
summarize	zusammenfassen
summary	Zusammenfassung
summation	Summe
summer	Sommer-
summerhouse	Sommerhaus
summertime	Sommer
summit	Gipfel
summon	herbeirufen
summons	Ladung
sumo	Sumo
sump	Sumpf
sumptuous	üppig
sun	Sonne
sunbeam	Sonnenstrahl
sunburn	Sonnenbrand
sundae	Eisbecher
sunday	Sonntag
sundial	Sonnenuhr
sundown	Sonnenuntergang
sundry	verschiedene
sunflower	Sonnenblume
sunglass	Sonnenbrille
sunglasses	Sonnenbrille
sunk	versenkt
sunken	versunken
sunless	ohne Sonne
sunlight	Sonnenlicht
sunny	sonnig
sunrise	Sonnenaufgang
sunroof	Schiebedach
sunscreen	Sonnencreme
sunset	Sonnenuntergang
sunshine	Sonnenschein
suntan	Sonnenbräune
sunup	Sonnenaufgang
sup	sup
super	Super
superannuation	Superannuation
superb	hervorragend
superficial	oberflächlich
superfluous	überflüssig
superhero	Superheld
superhuman	übermenschlich
superimposed	überlagert
superintendent	Superintendent
superior	überlegen
superiority	Überlegenheit
superlative	Superlativ
superman	Übermensch
supermarket	Supermarkt
supermodel	Supermodel
supernatant	Überstand
supernatural	übernatürlich
supernova	Supernova
superposition	Überlagerung
superpower	Supermacht
supersede	ersetzen
superstar	Superstar
superstition	Aberglaube
superstitious	abergläubisch
superstore	Superstore
supervise	überwachen
supervision	Aufsicht
supervisor	Supervisor
supper	Abendessen
suppertime	Abendessen
supplant	ersetzen
supple	geschmeidig
supplement	Ergänzung
supplemental	ergänzend
supplementary	ergänzend
supplication	Bitten
supplier	Lieferant
supplies	Lieferungen
supply	liefern
support	Unterstützung
supported	unterstützt
supporter	Fan
supporters	Unterstützer
supporting	unterstützend
supportive	unterstützend
suppose	annehmen
supposed	soll
supposing	angenommen
supposition	Annahme
suppress	unterdrücken
suppression	Unterdrückung
supremacy	Vorherrschaft
supreme	höchste
supremely	äußerst
surcharge	Zuschlag
sure	sicher
surety	Sicherheit
surf	Surfen
surface	Oberfläche
surfboard	Surfbrett
surfer	Surfer
surge	Überspannung
surgeon	der Chirurg
surgery	Chirurgie
surgical	chirurgisch
surly	mürrisch
surmise	Vermutung
surname	Nachname
surpassing	überragend
surplus	Überschuss
surprise	Überraschung
surprised	überrascht
surprises	Überraschungen
surprising	überraschend
surprisingly	überraschenderweise
surreal	surreal
surrender	Kapitulation
surrendering	Übergabe
surrogate	Surrogat
surround	umgeben
surrounding	Umgebung
surroundings	Umgebung
surveillance	Überwachung
survey	Umfrage
surveying	Vermessung
surveyor	Landvermesser
survival	Überleben
survive	überleben
surviving	überleben
survivor	Überlebende
susceptibility	Anfälligkeit
susceptible	anfällig
sushi	Sushi
suspect	vermuten
suspected	vermutlich
suspend	aussetzen
suspended	suspendiert
suspenders	Hosenträger
suspense	Spannung
suspension	Suspension
suspicion	Verdacht
suspicions	Verdacht
suspicious	verdächtig
sustain	erhalten
sustained	nachhaltig
sustenance	Nahrung
suture	Naht
suv	suv
sux	NO TRANSLATION
swab	Tupfer
swag	Beute
swagger	stolzieren
swallow	schlucken
swami	Swami
swamp	Sumpf
swamped	überschwemmt
swampy	sumpfig
swan	Schwan
swank	protzig
swap	Wechsel
swarm	Schwarm
swarming	Schwärmen
swastika	Hakenkreuz
swat	schlagen
sway	schwanken
swear	schwören
swearing	Fluchen
sweat	Schweiß
sweater	Sweatshirt
sweating	Schwitzen
sweatshirt	Sweatshirt
sweatshop	Sweatshops
sweaty	verschwitzt
sweep	fegen
sweeper	Kehrmaschine
sweeping	fegen
sweet	Süss
sweeten	versüßen
sweetened	gesüßt
sweetener	Süßstoff
sweetest	am süßesten
sweetheart	Schatz
sweetie	Schätzchen
sweetness	Süße
sweets	Süßigkeiten
swell	anschwellen
swelling	Schwellung
sweltering	drückend
swerve	Effet
swift	schnell
swiftly	schnell
swig	Schluck
swill	schlucken
swim	schwimmen
swimmer	Schwimmer
swimming	Schwimmen
swimsuit	Badeanzug
swindle	Schwindel
swindler	Schwindler
swine	Schwein
swing	Swing
swinger	Swinger
swinging	schwingen
swipe	wischen
swirl	Strudel
swish	Swish
switch	Schalter
switchblade	Springmesser
switchboard	Telefonzentrale
swivel	schwenken
swollen	geschwollen
swoon	Ohnmacht
swoop	schleudern
sword	Schwert
swordfish	Schwertfisch
swordplay	Schwertkampf
swordsman	Schwertkämpfer
sycamore	Bergahorn
syllable	Silbe
syllabus	Lehrplan
symbiotic	symbiotisch
symbol	Symbol
symbolic	symbolisch
symbolically	symbolisch
symbolism	Symbolismus
symbolize	symbolisieren
symmetric	symmetrisch
symmetrical	symmetrisch
symmetry	Symmetrie
sympathetic	sympathisch
sympathize	sympathisieren
sympathy	Sympathie
symphonic	symphonisch
symphony	Symphonie
symposium	Symposium
symptom	Symptom
symptomatic	symptomatisch
synagogue	Synagoge
synapse	Synapse
synaptic	synaptisch
sync	synchronisieren
synchronize	synchronisieren
synchronous	synchron
syncope	Synkope
syndicate	Syndikat
syndrome	Syndrom
synergistic	synergistisch
synergy	Synergie
synod	Synode
synonym	Synonym
synonymous	gleichbedeutend
synopsis	Zusammenfassung
synoptic	synoptisch
syntax	Syntax
synthesis	Synthese
synthesizer	Synthesizer
synthetic	Synthetik
syphilis	Syphilis
syringe	Spritze
syrup	Sirup
system	System
systematic	systematisch
systematically	systematisch
t-shirt	T-Shirt
tab	Tab
tabasco	Tabasco
tabby	Tabby
tabernacle	Tabernakel
table	Tabelle
tableau	NO TRANSLATION
tablecloth	Tischdecke
tablespoon	Esslöffel
tablet	Tablette
tableware	Geschirr
tabloid	Boulevardzeitung
taboo	Tabu
tabular	tabellarisch
tabulate	tabellieren
tabulation	Tabellierung
tachometer	Geschwindigkeitsmesser
tacit	stillschweigend
tack	Heftzwecke
tackle	angehen
tackled	in Angriff genommen
tackling	anpacken
tacky	klebrig
taco	Taco
tact	Takt
tactful	taktvoll
tactic	Taktik
tactical	taktisch
tactics	Taktik
tactile	fühlbar
tad	NO TRANSLATION
tadpole	Kaulquappe
taffeta	Taft
taffy	Toffee
tag	Etikett
tail	Schwanz
tailed	beschattet
tailgate	Heckklappe
tailings	Rückstände
taillight	Rücklicht
tailor	Schneider
tailoring	Schneiderei
tailpipe	Endrohr
taint	verderben
take	nehmen
takeoff	ausziehen, starten, abheben, losfahren
takeout	Mitnahme
takeover	übernehmen
taker	Nehmer
talcum	Talkum
tale	Geschichte
talent	Talent
talented	talentiert
talisman	Talisman
talk	sich unterhalten
talkative	gesprächig
talker	Redner
tall	hoch
tallies	zählt
tallow	Talg
tally	übereinstimmen
talon	Talon
talons	NO TRANSLATION
tambourine	Tambourin
tame	NO TRANSLATION
tamer	Dompteur
taming	Zähmung
tamper	manipulieren
tampon	Tampon
tan	bräunen
tandem	Tandem
tang	Seetang
tangent	Tangente
tangerine	Mandarine
tangible	greifbar
tangle	Gewirr
tangled	verheddert
tango	Tango
tank	Panzer
tank top	Muskelshirt
tanker	Tanker
tanned	Braun gebrannt
tantalizing	verlockend
tantamount	gleichbedeutend
tantrum	Wutanfall
taoism	Taoismus
tap	Zapfhahn
tape	Band
tape measure	Maßband
taper	verjüngen
tapering	sich verjüngend
tapestry	Tapisserie
tapeworm	Bandwurm
tapioca	Tapioka
taps	Tippen
tar	Teer
tarantula	Tarantel
tardiness	Verspätung
tardy	spät
target	Ziel
targeted	gezielt
targeting	Ausrichtung
tariff	Tarif
tarmac	Asphalt
tarnish	trüben
tarot	Tarot
tarp	NO TRANSLATION
tarry	verweilen
tart	Torte
tartan	Tartan
tartar	Zahnstein
task	Aufgabe
tassel	Quaste
taste	Geschmack
tasteful	geschmackvoll
tasteless	geschmacklos
tasting	Verkostung
tasty	lecker
tat	tat
tattler	Täter
tattletale	Tattletale
tattoo	Tätowierung
taught	unterrichtet
taunt	Spott
taupe	Taupe
taut	straff
tavern	Taverne
tawdry	schäbig
tawny	gelbbraun
tax	MwSt
taxed	besteuert
taxi	Taxi
taxicab	Taxi
taxonomy	Taxonomie
taxpayer	Steuerzahler
tea	Tee
teach	lehren
teacher	Lehrer
teaching	Lehren
teacup	Teetasse
teahouse	Teehaus
teal	blaugrün
team	Mannschaft
teamjesus	NO TRANSLATION
teammate	Teamkollege
teamwork	Zusammenspiel
teapot	Teekanne
tear	reißen
tearful	tränenreich
tearsofjoy	NO TRANSLATION
teary	tränenreich
tease	necken
teaser	Teaser
teasing	Neckerei
teaspoon	Teelöffel
teat	Zitze
teatime	Teezeit
tech	Technik
technical	technisch
technicality	Technizität
technician	Techniker
technique	Technik
techno	Techno
technological	technologisch
technology	Technologie
ted	ted
teddy bear	Teddybär
tedious	langweilig
tedium	Langeweile
tee	Abschlag
teeming	wimmelt
teen	Teenager
teenage	Teenager
teenager	Teenager
teens	Jugendliche
teensy	Teenager
teeny	Teenager
teeth	Zähne
teething	Zahnen
teflon	Teflon
telegram	Telegramm
telegraph	Telegraph
telekinesis	Telekinese
telemetry	Telemetrie
telepathic	telepathisch
telepathy	Telepathie
telephone	Telefon
telescope	Fernrohr
telescopic	teleskopisch
telethon	Telethon
teletype	Fernschreiber
televised	im Fernsehen übertragen
television	Fernsehen
tell	sagen
teller	Erzähler
telling	erzählen
telltale	verräterisch
temp	Temp
temper	Temperament
tempera	Tempera
temperament	Temperament
temperamental	temperamentvoll
temperance	Mäßigkeit
temperate	gemäßigt
temperature	Temperatur
tempered	temperiert
tempest	Sturm
template	Vorlage
temple	Tempel
tempo	NO TRANSLATION
temporal	zeitlich
temporarily	vorübergehend
temporary	vorübergehend
tempt	versuchen
temptation	Versuchung
tempting	verlockend
temptress	Verführerin
ten	zehn
tenable	haltbar
tenacious	zäh
tenacity	Beharrlichkeit
tenancy	Mietvertrag
tenant	Mieter
tend	neigen
tendency	Tendenz
tender	zärtlich
tenderfoot	Tenderfuß
tenderness	Zärtlichkeit
tending	neigen
tendon	Sehne
tenement	Mietshaus
tenet	Grundsatz
tenets	Lehrsätze
tenfold	zehnfach
tennis	Tennis
tenor	Tenor
tense	Tempus
tensile	Zugfestigkeit
tension	Spannung
tent	Zelt
tentacle	Tentakel
tentative	Vorsichtig
tenth	Zehntel
tenths	Zehntel
tenuous	dürftig
tenure	Amtszeit
tepee	Tipi
tepid	lauwarm
tequila	Tequila
teriyaki	Teriyaki
term	Begriff
terminal	Terminal
terminate	beenden
termination	Beendigung
terminator	Terminator
terminology	Terminologie
terminus	Endstation
termite	Termite
terms	Begriffe
tern	tern
ternary	ternär
terrace	Terrasse
terrain	Terrain
terrestrial	terrestrisch
terrible	furchtbar
terribly	fürchterlich
terrier	Terrier
terrific	großartig
terrified	erschrocken
terrifies	erschreckt
terrify	erschrecken
terrifying	schrecklich
territorial	territorial
territory	Gebiet
terror	Terror
terrorism	Terrorismus
terrorist	Terrorist
terrorists	Terroristen
terrorize	terrorisieren
terse	knapp
tertiary	Tertiär-
test	Prüfung
testament	Testament
testicle	Hoden
testicular	Hoden
testify	bezeugen
testimonial	Zeugnis
testimony	Zeugnis
testosterone	Testosteron
testy	NO TRANSLATION
tetanus	Tetanus
tether	Halteseil
tethered	angebunden
tetrahedral	Tetraeder
text	Text
textbook	Lehrbuch
textile	Textil-
textural	strukturell
texture	Textur
tgif	tgif
thank	danken
thankful	dankbar
thankgod	Danke Gott
thanking	Danke
thankless	undankbar
thanks	Vielen Dank
thanksalot	NO TRANSLATION
thanksgiving	das Erntedankfest
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	Stroh
thatmoment	NO TRANSLATION
thaumaturgy	Thaumaturgie
thaw	auftauen
theater	Theater
theatrical	theatralisch
theatrics	Theatralik
thebest	das beste
theft	Diebstahl
theism	Theismus
theistic	theistisch
thelife	das Leben
thelittlethings	NO TRANSLATION
theme	Thema
theocracy	Theokratie
theocratic	theokratisch
theologian	Theologe
theological	theologisch
theology	Theologie
theorem	Satz
theoretical	theoretisch
theory	Theorie
therapeutic	therapeutisch
therapeutics	Therapeutika
therapist	Therapeut
therapy	Therapie
thereabouts	dort herum
thereof	davon
therewith	damit
thermal	Thermal-
thermocouple	Thermoelement
thermodynamics	Thermodynamik
thermometer	Thermometer
thermos	Thermosflasche
thermostat	Thermostat
thesaurus	Thesaurus
thesis	These
thick	dick
thicken	verdicken
thickening	Verdickung
thicket	Dickicht
thickness	Dicke
thief	Dieb
thigh	Schenkel
thimble	Fingerhut
thin	dünn
thing	Ding
things	Dinge
thingy	Ding
think	denken
thinker	Denker
thinking	Denken
third	dritte
thirds	Drittel
thirst	Durst
thirsty	durstig
thirteen	dreizehn
thirteenth	dreizehnte
thirty	dreißig
thistle	Distel
thither	dorthin
thong	Tanga
thorn	Dorn
thorny	dornig
thorough	gründlich
thoroughbred	Vollblut-
thoroughfare	Durchgangsstraße
thought	habe gedacht
thoughtful	nachdenklich
thoughtfulness	Nachdenklichkeit
thoughtless	gedankenlos
thoughts	Gedanken
thousand	tausend
thrash	Thrash
thread	Faden
threat	Bedrohung
threaten	drohen
threatened	bedroht
threatening	bedrohlich
three	drei
threefold	dreifach
threesome	Dreier
thresh	dreschen
threshold	Schwelle
thrice	dreimal
thrift	Sparsamkeit
thrifty	sparsam
thrill	Nervenkitzel
thrilled	begeistert
thriller	Thriller
thrilling	spannend
thrive	gedeihen
thriving	blühend
throat	Kehle
throb	pochen
throbbing	pochend
throes	throes
throne	Thron
throng	Menschenmenge
throttle	drosseln
throw	werfen
throwback	Rückschritt
thrower	Werfer
thrown	geworfen
thrush	Soor
thrust	Schub
thruster	Strahlruder
thud	dumpfen
thug	Schläger
thumb	Daumen
thumbprint	Daumenabdruck
thump	Schlag
thumper	Klopfer
thumping	pochend
thunder	Donner
thunderbolt	Blitz
thunderclap	Donnerschlag
thundering	donnernd
thunderstorm	Gewitter
thunderstruck	wie vom Donner gerührt
thwart	vereiteln
thx	Danke
thyme	Thymian
thyroid	Schilddrüse
tiara	Tiara
tibia	Tibia
tic	tic
tick	Tick
ticked	angekreuzt
ticker	Ticker
ticket	Fahrkarte
tickle	kitzeln
tickled	gekitzelt
ticklish	kitzlig
tidal	Gezeiten
tidal wave	Flutwelle
tidbit	Leckerbissen
tide	Tide
tidings	Botschaft
tidy	aufgeräumt
tie	Krawatte
tier	Stufe
tiff	tiff
tiger	Tiger
tighten	spannen
tightness	Dichtheit
tightrope	Seil
tights	Strumpfhose
tilde	Tilde
tile	Fliese
tiling	Fliesen
till	NO TRANSLATION
tillage	Bodenbearbeitung
tiller	Pinne
tilt	Neigung
tilting	kippen
timber	Bauholz
timberland	Waldland
timbre	Timbre
time	Zeit
timeless	zeitlos
timeliness	Aktualität
timely	rechtzeitig
timeout	Auszeit
timepiece	Uhr
timer	Timer
times	mal
timetable	Zeitplan
timewasters	NO TRANSLATION
timid	schüchtern
timidity	Schüchternheit
timing	zeitliche Koordinierung
tin	NO TRANSLATION
tincture	Tinktur
tine	NO TRANSLATION
tinfoil	Alufolie
tinge	Tönung
tingle	kribbeln
