Word	ha
stereotyped	stereotyped
sterile	bakararre
sterility	sterility
sterilize	bakara
sterling	bakara
stern	stern
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	stew
steward	mai kulawa
stewardess	mai kulawa
stewardship	kulawa
stfu	stfu
stick	tsaya
sticker	adon
sticking	danra
stickler	mai sa ido
stickup	tsayawa
sticky	m
stiff	m
stiffen	stiffen
stiffness	Girma
stifle	stifle
stifled	stifled
stifling	stifling
stigma	lalata
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	stillbirth
stillborn	stillborn
stillness	zaman lafiya
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	stimulant
stimulate	kara
stimulating	stimulating
stimulation	motsawa
stimulus	motsawa
sting	yan wasa
stinger	stinger
stinging	yan wasa
stingy	m
stink	wari
stinker	gurgu
stinking	m
stinky	stinky
stint	stint
stipend	kwanciya
stipulate	kaddara
stipulation	sharudda
stir	dama
stirring	motsawa
stitch	juyawa
stitching	stitching
stock	stock
stockade	ajiya
stockbroker	stockbroker
stockholder	mai mallakar jari
stocking	stocking
stockings	safa
stockpile	stockpile
stockroom	stockroom
stocks	hannun jari
stoic	stoic
stole	sata
stolen	sata
stomach	ciki
stomachache	ciwo
stomp	stomp
stomped	gurgunta
stone	dutse
stoned	jajjefe shi
stonewall	stonewall
stoneware	dutse
stony	stony
stooge	stooge
stool	dashi
stools	harsuna
stoop	kwance
stoopid	m
stop	tsaya
stopover	stopover
stoppage	dakatarwa
stopper	Dakatarwa
stopping	tsayawa
stopwatch	agogon gudu
storage	ajiya
store	kantin sayar da
storefront	storefront
storehouse	storehouse
storeroom	ɗakin ajiya
storing	adanar
storm	hadari
storming	hadari
stormy	hadari
story	labarin
storybook	littafi
storyteller	storyteller
storytelling	labari
stound	faɗar
stout	stout
stove	kuka
stow	stow
stowaway	stowaway
straddle	ragowar
straight	madaidaiciya
straighten	daidaita
straightforward	madaidaici
straightway	nan da nan
strain	iri
strained	rauni
strait	ƙunci
straitjacket	damuwa
straits	damuwa
strand	strand
stranded	ƙaddara
strange	m
stranger	baƙo
strangle	baƙi
strangulation	strangulation
strap	madauri
strapless	maras kyau
strapping	shinge
strata	strata
strategic	dabarun
strategist	gwani
strategy	dabarun
stratification	stratification
stratosphere	stratosphere
stratum	stratum
stratus	stratus
straw	bambaro
strawberry	strawberry
stray	ɓata
streak	gudana
streaked	streaked
stream	rafi
streamer	streamer
streaming	streaming
streamline	streamline
street	titi
streetcar	kan titi
streetlight	streetlight
strength	ƙarfi
strengthen	ƙarfafa
strengthening	ƙarfafa
strenuous	mai tsanani
strep	strep
stress	damuwa
stressed	ya jaddada
stresses	damuwa
stressfree	NO TRANSLATION
stressful	damuwa
stressin	NO TRANSLATION
stressing	damuwa
stressrelief	NO TRANSLATION
stretch	shimfiɗa
stretcher	harsashi
stricken	fashe
strict	m
stride	stride
strife	jayayya
strike	yajin
strikeout	bugaout
striker	dan wasan
striking	yan wasa
strikingly	yan wasa
string	layi
strings	kirtani
stringy	kirkira
strip	tsiri
stripe	lalata
striped	taguwar
stripped	kuta
stripper	Sugar
striptease	yar iska
strive	yi aiki
strobe	bugun jini
stroke	bugun jini
stroll	stroll
stroller	bugi
strolling	yawo
strong	karfi
stronghold	karfi
strongly	karfi
structural	tsarin
structure	tsarin
strudel	strudel
struggle	gwagwarmayar
strut	strut
stub	stub
stubbed	stubbed
stubble	stubble
stubborn	m
stubbornness	m
stubby	stubby
stucco	stucco
stuck	makale
stuckup	NO TRANSLATION
stud	ingarma
studded	ƙulla
student	dalibi
studied	nazarin
studio	studio
study	binciken
stuff	kaya
stuffed animal	dabba cushe
stuffing	shaƙewa
stuffy	kaya
stumble	tuntuɓe
stump	kututture
stumped	tsutsa
stun	stun
stunned	mamaki
stunner	stunner
stunning	mai ban mamaki
stunt	dame
stunted	stunted
stuntman	yan sanda
stupefaction	tsarke
stupefy	damuwa
stupendous	mai ban mamaki
stupid	wawa
stupidity	wawanci
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	damuwa
sturdy	sturdy
sturgeon	tsutsa
stutter	damuwa
sty	Sty
style	style
styling	salo
stylish	mai salo
stylist	stylist
suave	suave
sub	sub
subatomic	subatomic
subcommittee	karkashin jagorancin
subconscious	ƙwaƙwalwa
subcutaneous	subcutaneous
subdivide	subdivide
subdivision	sashi
subduction	subduction
subdue	subdue
subdued	rinjaye
subdural	subdural
subito	NO TRANSLATION
subject	batun
subjected	hõre
subjection	biyayya
subjective	m
subjugation	subjugation
sublet	sublet
sublevel	jarida
sublimation	sublimation
sublime	sublime
subliminal	subliminal
submarine	submarine
submerge	gurɓata
submerged	gurɓata
submersible	submersible
submission	biyayya
submissive	m
submit	sallama
submitting	aikawa
subordinate	ƙarƙashin
subordination	Ƙaddamarwa
subplot	subplot
subpoena	shafewa
subscribe	biyan kuɗi
subscriber	biyan kuɗi
subscription	biyan kuɗi
subsequence	biyo baya
subsequent	m
subsequently	baya
subservient	tallafi
subset	saiti
subside	subside
subsidence	abar zama
subsidiary	mataimaki
subsidize	tallafi
subsidy	tallafin
subsist	subsist
subsistence	rayuwa
subsoil	subsoil
subspace	yanki
substance	abu
substandard	substandard
substantial	gwaji
substantially	musamman
substantiate	tabbatar
substantive	substantive
substation	substation
substitute	canza
substituted	sauya
substitution	canzawa
substructure	tsari
subterranean	subterranean
subtext	Subtext
subtitle	subtitle
subtle	dabara
subtlety	dabara
subtract	cirewa
subtraction	raguwa
subtype	subtype
suburb	unguwar waje
suburban	yankunan waje
suburbia	unguwar waje
suburbs	yankunan karkara
subversion	subversion
subversive	rushewa
subvert	subvert
subway	jirgin karkashin kasa
succeed	nasara
succeeding	nasara
success	nasara
successful	nasara
succession	succession
successive	m
successor	magaji
succinct	gajere
succubus	nasara
succulent	m
succumb	yunkuri
suck	tsotse
sucker	sucker
sucking	tsotsa
suckling	suckling
sucks	tsotsa
suction	tsotsa
sudden	kwatsam
suddenly	kwatsam
suds	kara
sue	nemi
suede	fata
suffer	wahala
sufferer	mai wahala
suffering	wahala
suffice	isasshe
sufficiency	isa
sufficient	isa
sufficiently	isasshe
suffix	suffix
suffocate	ci
suffocating	ci
suffocation	isasshe
sugar	sugar
suggest	shawarar
suggestion	shawara
suggestive	shawara
suicidal	suicidal
suicide	kashe kansa
suicidebombing	NO TRANSLATION
suit	kwat da wando
suitable	dace
suitcase	akwati
suite	ci gaba
suitor	suitor
sulfate	sulfate
sulfur	sulfur
sulk	sulk
sullen	sullen
sully	sully
sulphur	sulfur
sultan	sultan
sultry	sultry
sum	suman
summarily	kwanan nan
summarize	taƙaita
summary	taƙaitaccen bayani
summation	summation
summer	rani
summerhouse	summerhouse
summertime	lokacin zafi
summit	taron
summon	kira
summons	Kira
sumo	sumo
sump	sump
sumptuous	sumptuous
sun	rana
sunbeam	sunbeam
sunburn	kunar rana a jiki
sundae	sundae
sunday	sunday
sundial	sundial
sundown	sundown
sundry	sundry
sunflower	sunflower
sunglass	sunglass
sunglasses	tabarau
sunk	sunk
sunken	sunken
sunless	sunless
sunlight	hasken rana
sunny	rana
sunrise	fitowar rana
sunroof	sunroof
sunscreen	sunscreen
sunset	faɗuwar rana
sunshine	Sunshine
suntan	suntan
sunup	sunup
sup	sup
super	super
superannuation	superannuation
superb	mafi kyau
superficial	babba
superfluous	superfluous
superhero	superhero
superhuman	superhuman
superimposed	superposposed
superintendent	jami'in kulawa
superior	m
superiority	babba
superlative	mafi girma
superman	superman
supermarket	babban kanti
supermodel	supermodel
supernatant	mamba
supernatural	allahntaka
supernova	supernova
superposition	rinjaye
superpower	superpower
supersede	supersede
superstar	superstar
superstition	superstition
superstitious	superstitious
superstore	superstore
supervise	dubawa
supervision	dubawa
supervisor	mai kulawa
supper	abincin dare
suppertime	suppertime
supplant	maye gurbin
supple	m
supplement	kari
supplemental	ƙarin
supplementary	ƙarin
supplication	addu'a
supplier	mai sayarwa
supplies	kayayyaki
supply	wadata
support	goyon baya
supported	goyon bayan
supporter	goyon bayan
supporters	magoya bayan
supporting	goyon bayan
supportive	goyon baya
suppose	zaton
supposed	ya kamata
supposing	zato
supposition	zato
suppress	kashe
suppression	kawarwa
supremacy	girma
supreme	babban
supremely	mafi girma
surcharge	ƙarin biya
sure	tabbata
surety	tabbacin
surf	Surf
surface	surface
surfboard	kankara
surfer	surfer
surge	karuwa
surgeon	likita
surgery	tiyata
surgical	m
surly	surly
surmise	ra'ayi
surname	sunan suna
surpassing	ƙara
surplus	ragi
surprise	mamaki
surprised	mamaki
surprises	mamaki
surprising	mamaki
surprisingly	mamaki
surreal	surreal
surrender	mika wuya
surrendering	surrendering
surrogate	kankara
surround	kewaye
surrounding	kewaye
surroundings	kewaye
surveillance	kulawa
survey	binciken
surveying	dubawa
surveyor	makami
survival	tsira
survive	tsira
surviving	tsira
survivor	tsira
susceptibility	mai yiwuwa
susceptible	mai saukin kamuwa
sushi	sushi
suspect	wanda ake zargi
suspected	ake zargi da laifi
suspend	dakatar da shi
suspended	dakatar da shi
suspenders	masu dakatarwa
suspense	dakatarwa
suspension	dakatarwa
suspicion	zato
suspicions	zato
suspicious	m
sustain	ci gaba
sustained	ci gaba
sustenance	arziki
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	haɗiye
swami	swami
swamp	swamp
swamped	swamped
swampy	swampy
swan	swan
swank	swank
swap	Swap
swarm	taro
swarming	swarming
swastika	swastika
swat	swat
sway	sway
swear	rantsuwa
swearing	rantsuwa
sweat	Gumi
sweater	tsutsa
sweating	suma
sweatshirt	satshirt
sweatshop	shafukan
sweaty	sweaty
sweep	share
sweeper	suma
sweeping	fashewa
sweet	mai dadi
sweeten	sweeten
sweetened	ya ɗanɗana
sweetener	abun zaki
sweetest	mafi kyaun
sweetheart	ƙauna
sweetie	sweetie
sweetness	zaki
sweets	Sweets
swell	swell
swelling	kumburi
sweltering	sweltering
swerve	karkata
swift	sauri
swiftly	sauri
swig	swig
swill	swill
swim	yin iyo
swimmer	mahayin
swimming	yin iyo
swimsuit	gudumma
swindle	swindle
swindler	swindler
swine	aladu
swing	kunna
swinger	swinger
swinging	swinging
swipe	swipe
swirl	swirl
swish	swish
switch	canza
switchblade	canzawa
switchboard	katako
swivel	swivel
swollen	kumbura
swoon	swoon
swoop	swoop
sword	takobi
swordfish	katon kifi
swordplay	swordplay
swordsman	swordman
sycamore	sycamore
syllable	syllable
syllabus	yarjejeniya
symbiotic	alama
symbol	alama
symbolic	alama
symbolically	alama
symbolism	alama
symbolize	alama
symmetric	Daidai
symmetrical	symmetrical
symmetry	Daidaitawa
sympathetic	tausayi
sympathize	tausayi
sympathy	tausayi
symphonic	symphonic
symphony	sauti
symposium	taron tattaunawa
symptom	alama
symptomatic	symptomatic
synagogue	majami'a
synapse	synapse
synaptic	synaptic
sync	daidaitawa
synchronize	aiki tare
synchronous	synchronous
syncope	syncope
syndicate	ungiyar
syndrome	ciwo
synergistic	synergistic
synergy	synergy
synod	synod
synonym	synonym
synonymous	synonymous
synopsis	taƙaitaccen bayani
synoptic	synoptic
syntax	syntax
synthesis	kira
synthesizer	synthesizer
synthetic	roba
syphilis	syphilis
syringe	sirinji
syrup	syrup
system	tsarin
systematic	sabuntawa
systematically	tsari
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	alfarwa
table	tebur
tableau	NO TRANSLATION
tablecloth	takarda
tablespoon	tablespoon
tablet	kwamfutar hannu
tableware	kayan aiki
tabloid	tabloid
taboo	taboo
tabular	tabular
tabulate	tabyana
tabulation	tabulation
tachometer	tachometer
tacit	tacit
tack	tack
tackle	magance
tackled	tackled
tackling	tackling
tacky	tacky
taco	taco
tact	dabara
tactful	dabara
tactic	dabara
tactical	dabara
tactics	dabaru
tactile	dabara
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	wutsiya
tailed	tailed
tailgate	tailgate
tailings	gyare-gyare
taillight	bazuwa
tailor	tanada
tailoring	tailoring
tailpipe	tailpipe
taint	tawali'u
take	dauka
takeoff	takeoff
takeout	matsayi
takeover	takeover
taker	taker
talcum	talcum
tale	labari
talent	basira
talented	talented
talisman	talisman
talk	magana
talkative	talkative
talker	magana
tall	tsayi
tallies	tsayi
tallow	tallow
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	baza
tampon	tampon
tan	tan
tandem	kwatsam
tang	tang
tangent	tangent
tangerine	Tangerine
tangible	m
tangle	tangle
tangled	tangled
tango	tango
tank	tank
tank top	Tankin saman
tanker	tanker
tanned	tanned
tantalizing	tantalizing
tantamount	tantamount
tantrum	tantrum
taoism	tao
tap	tap
tape	tef
tape measure	Talla ma'auni
taper	taper
tapering	tapering
tapestry	gurstry
tapeworm	mawallafi
tapioca	Tapioca
taps	taps
tar	tar
tarantula	tarantula
tardiness	jinkirin
tardy	latey
target	manufa
targeted	niyya
targeting	niyya
tariff	jadawalin kuɗin fito
tarmac	tarmac
tarnish	tarnish
tarot	Tarot
tarp	NO TRANSLATION
tarry	jira
tart	tart
tartan	tartan
tartar	tartar
task	aiki
tassel	tassel
taste	dandano
tasteful	m
tasteless	m
tasting	dandanawa
tasty	dadi
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tattoo
taught	koyar
taunt	ba'a
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawdry
tawny	tawny
tax	haraji
taxed	taxed
taxi	taksi
taxicab	haraji
taxonomy	taxonomy
taxpayer	mai biyan kuɗi
tea	shayi
teach	koyar
teacher	malami
teaching	koyarwa
teacup	teacup
teahouse	shayi
teal	taal
team	tawagar
teamjesus	NO TRANSLATION
teammate	abokin aiki
teamwork	haɗin kai
teapot	teapot
tear	hawaye
tearful	tearful
tearsofjoy	NO TRANSLATION
teary	Teary
tease	lalata
teaser	teaser
teasing	lalata
teaspoon	teaspoon
teat	teat
teatime	Teatime
tech	fasaha
technical	fasaha
technicality	fasaha
technician	technic
technique	dabara
techno	fasa
technological	fasaha
technology	fasaha
ted	ted
teddy bear	teddy bear
tedious	tedious
tedium	tedium
tee	Tee
teeming	taeming
teen	matasa
teenage	matashi
teenager	matashi
teens	matasa
teensy	matasa
teeny	Teeny
teeth	hakora
teething	abu ne
teflon	Teflon
telegram	telegram
telegraph	telegraph
telekinesis	telekinesis
telemetry	na'urar telemetry
telepathic	telepathic
telepathy	telepathy
telephone	tarho
telescope	Telescope
telescopic	telescopic
telethon	yar tarho
teletype	teletype
televised	televised
television	talabijin
tell	gaya
teller	teller
telling	gaya
telltale	gwagwarmaya
temp	temp
temper	fushi
tempera	yanayi
temperament	yanayin
temperamental	yanayin
temperance	temperance
temperate	m
temperature	yanayin zafi
tempered	tsayi
tempest	hadari
template	samfurin
temple	Haikali
tempo	NO TRANSLATION
temporal	lokacin
temporarily	na dan lokaci
temporary	wucin gadi
tempt	jaraba
temptation	gwaji
tempting	jaraba
temptress	mai gwaji
ten	goma
tenable	mai saukewa
tenacious	mai da hankali
tenacity	rashin ƙarfi
tenancy	farcewa
tenant	yan haya
tend	ayan
tendency	hali
tender	m
tenderfoot	ƙafafun
tenderness	taushi
tending	gyaran
tendon	tendon
tenement	yanayin
tenet	tenet
tenets	kayan aiki
tenfold	gomafold
tennis	tanis
tenor	ma'anar
tense	tense
tensile	harsashi
tension	tashin hankali
tent	alfarwa
tentacle	zane
tentative	Tsarin
tenth	goma
tenths	goma
tenuous	mai da hankali
tenure	yanayi
tepee	tacee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	lokaci
terminal	m
terminate	ƙare
termination	Ƙarewa
terminator	terminator
terminology	magana
terminus	karshen
termite	lokaci
terms	sharuddan
tern	tern
ternary	ternary
terrace	terrace
terrain	ƙasa
terrestrial	terrestrial
terrible	m
terribly	mai tsanani
terrier	terrier
terrific	m
terrified	tsoro
terrifies	tsoro
terrify	tsoro
terrifying	tsoro
territorial	yankuna
territory	ƙasa
terror	tsoro
terrorism	ta'addanci
terrorist	ta'addanci
terrorists	'yan ta'adda
terrorize	ta'addanci
terse	bamu
tertiary	babbar jami'a
test	gwajin
testament	rantsuwa
testicle	gwaji
testicular	testicular
testify	shaida
testimonial	shaida
testimony	shaida
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	tayi
tetrahedral	tetrahedral
text	rubutu
textbook	littafi
textile	yadi
textural	textural
texture	rubutu
tgif	tgif
thank	na gode
thankful	godiya
thankgod	godiya
thanking	godiya
thankless	m
thanks	godiya
thanksalot	NO TRANSLATION
thanksgiving	godiya
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	narke
theater	wasan kwaikwayo
theatrical	wasan kwaikwayo
theatrics	hadaddun
thebest	labarun
theft	sata
theism	burbushi
theistic	theistic
thelife	dalife
thelittlethings	NO TRANSLATION
theme	taken
theocracy	ƙaddamarwa
theocratic	bin doka
theologian	theologian
theological	tauhidin
theology	tauhidin
theorem	koyarwar
theoretical	sananne
theory	ka'idar
therapeutic	warkewa
therapeutics	warkewa
therapist	mai ilimin hanyoyin kwantar da hankali
therapy	farfadowa
thereabouts	a can
thereof	wannan
therewith	tare da shi
thermal	thermal
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	thermometer
thermos	thermos
thermostat	wannnan
thesaurus	thesaurus
thesis	taƙaitaccen labari
thick	lokacin farin ciki
thicken	thicken
thickening	thickening
thicket	thicket
thickness	kauri
thief	barawo
thigh	cinya
thimble	babba
thin	na bakin ciki
thing	abu
things	abubuwa
thingy	abu ne
think	tunani
thinker	tunani
thinking	tunani
third	na uku
thirds	kashi uku
thirst	ƙishirwa
thirsty	ƙishirwa
thirteen	goma sha uku
thirteenth	goma sha uku
thirty	talatin
thistle	yarƙaƙƙiya
thither	a can
thong	yanki
thorn	ƙaya
thorny	ƙaya
thorough	cikakke
thoroughbred	thoroughbred
thoroughfare	babbar hanya
thought	tunani
thoughtful	tunani
thoughtfulness	tunani
thoughtless	marasa tunani
thoughts	tunani
thousand	dubu
thrash	fashe
thread	thread
threat	barazana
threaten	barazana
threatened	barazana
threatening	barazana
three	uku
threefold	sau uku
threesome	kashi uku
thresh	thresh
threshold	kofa
thrice	sau uku
thrift	Girma
thrifty	m
thrill	burge
thrilled	farin ciki
thriller	mai girma
thrilling	mai ban sha'awa
thrive	bunƙasa
thriving	girma
throat	makogwaro
throb	throb
throbbing	throbbing
throes	bakin ciki
throne	kursiyin
throng	taro
throttle	gira
throw	jefa
throwback	throwback
thrower	makami
thrown	jefa
thrush	ciwo
thrust	turawa
thruster	thruster
thud	babba
thug	thug
thumb	babba
thumbprint	thumbprint
thump	tsutsa
thumper	babba
thumping	girgiza
thunder	tsawa
thunderbolt	thunderbolt
thunderclap	thunderclap
thundering	girgiza
thunderstorm	hadiri
thunderstruck	thunderstruck
thwart	warware
thx	thx
thyme	thyme
thyroid	thyroid
tiara	Tsara
tibia	tibia
tic	tic
tick	kaska
ticked	ticked
ticker	karami
ticket	tikiti
tickle	karami
tickled	alamar
ticklish	mafi kyawun
tidal	Tsare
tidal wave	Tsarin tsabta
tidbit	tidbit
tide	tide
tidings	labarai
tidy	Shirya
tie	ƙulla
tier	matakin
tiff	tiff
tiger	tiger
tighten	ƙarfafa
tightness	m
tightrope	ƙararrawa
tights	tights
tilde	tilde
tile	tile
tiling	tiling
till	NO TRANSLATION
tillage	tillage
tiller	tiller
tilt	karkatarwa
tilting	karkatarwa
timber	katako
timberland	timberland
timbre	timbre
time	lokaci
timeless	maras lokaci
timeliness	lokacin lokaci
timely	dace
timeout	timeout
timepiece	timepiece
timer	lokaci lokaci
times	sau
timetable	lokaci-lokaci
timewasters	NO TRANSLATION
timid	m
timidity	timidity
timing	lokaci
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinklingling
tinnitus	tinnitus
tinsel	tinsel
tint	tint
tiny	kananan
tip	tip
tipper	takarda
tipster	tipster
tipsy	tipsy
tiptoe	matsakaicin
tirade	tirade
tire	taya
tired	gajiya
tiredness	gajiya
tiredofit	NO TRANSLATION
tireless	rashin ƙarfi
tiresome	tilasta
tiring	gajiya
tissue	nama
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanic
titanium	titanium
tithe	kashi goma
title	title
titled	mai taken
titty	titty
titular	NO TRANSLATION
toad	toad
toast	abin yabo
toaster	Gishiri
toasty	dadi
tobacco	taba
toby	toby
tod	tod
today	a yau
toddler	yaro
toe	sake
toenail	ƙunci
toffee	nata
tofu	tofu
toga	NO TRANSLATION
together	tare
togetherness	tare
toil	aiki
toilet	bayan gida
toils	wahala
token	alama
tolerable	dace
tolerance	haƙuri
tolerant	m
tolerate	jurewa
toleration	haƙuri
toll	nau'i
tomahawk	sabuntawa
tomato	tumatir
tomatoes	tumatir
tomb	kabarin
tombstone	dutse
tomcat	tomcat
tome	tome
tomorrow	gobe
ton	NO TRANSLATION
tone	sautin
toner	toner
tong	NO TRANSLATION
tongs	ƙira
tongue	harshe
tonic	tonic
tonnage	tonnage
tonsils	tonsils
toocold	NO TRANSLATION
tool	kayan aiki
toolbox	kayan aiki
tooling	kayan aiki
toomuchtodo	NO TRANSLATION
toot	yatsa
tooth	hakori
toothache	ciwon hakori
toothbrush	ƙusar hakori
toothed	toothed
toothless	mara lafiya
toothpaste	man ƙanshi
toothpick	toho
toots	toots
top	saman
topaz	topaz
topic	topic
topical	topical
topless	mafi kyau
topographic	topographic
topographical	topographical
topography	topography
topple	topple
topside	mafi girma
tor	tor
torch	torch
torment	azaba
tormented	azaba
torn	tsage
tornado	hadari
torpedo	torpedo
torque	juyayi
torrent	torrent
torrid	saurara
torsion	torsion
torso	torso
tort	zalunci
tortious	mai tsanani
tortoise	lalata
tortuous	tortuous
torture	azabtarwa
tortured	azabtarwa
toss	jawo
tot	NO TRANSLATION
total	total
totality	totality
totally	gaba ɗaya
tote	jaka
totem	totem
touch	taɓawa
touchdown	kashewa
touched	taɓa
touching	m
touchy	touchy
tough	m
toughen	taghen
toughness	rashin ƙarfi
toupee	tafee
tour	yawon shakatawa
tourism	yawon shakatawa
tourist	yawon shakatawa
tourmaline	tourmaline
tournament	wasan
tourniquet	yawon shakatawa
tout	NO TRANSLATION
tow	tow
towel	tawul
tower	hasumiya
towering	m
town	garin
townhouse	townhouse
township	alƙarya
townspeople	townspeople
toxic	mai guba
toxicity	yawan guba
toxicology	toxicology
toxin	toxin
toy	wasa
toymaker	toymaker
trace	alama
traceable	gano
tracer	tracer
traces	burbushi
trachea	trachea
tracing	farawa
track	waƙa
tracker	tracker
tract	fili
tractable	tractable
traction	karfin jini
tractor	tarakta
trade	kasuwanci
trademark	alamar kasuwanci
trader	yan kasuwa
tradesman	yan kasuwa
trading	ciniki
tradition	al'ada
traditional	gargajiya
traffic	zirga-zirga
traffic light	hasken traffic
trafficking	fataucin
tragedies	hadari
tragedy	bala'i
tragic	mai ban tausayi
trail	hanya
trailer	trailer
train	jirgin
train set	jirgin kafa
trained	horar da su
trainee	koleji
trainer	mai koyarwa
training	horo
trait	yanayin
traitor	satar
traitorous	traitorous
trajectory	yanayin
tram	tram
tramp	tattake
trample	tattake
trampoline	trampoline
tramway	tramway
trance	trance
tranquil	natsuwa
tranquility	natsuwa
tranquilizer	tranquilizer
transact	kasuwanci
transaction	ma'amala
transatlantic	transatlantic
transceiver	transceiver
transcend	wucewa
transcendence	matsakaici
transcendent	transcendent
transcendental	transcendental
transcribe	transcribe
transcriber	transcriber
transcript	kwafi
transcription	kundin rubutu
transfer	canja wurin
transference	Tsarin
transferred	canjawa wuri
transfixed	sanyawa
transform	canzawa
transformation	canji
transformer	transformer
transfusion	transfusion
transgression	laifi
transient	m
transistor	transistor
transit	wucewa
transition	sauyawa
transitional	Tsarin mulki
transitive	m
transitory	transitory
translate	fassara
translation	fassarar
translator	fassara
translocation	fassarar
translucent	translucent
transmission	watsa
transmit	aikawa
transmitter	aikawa
transmutation	fassarar
transom	transom
transparency	gaskiya
transparent	m
transplant	dashi
transplantation	dashi
transponder	transponder
transport	sufuri
transportation	sufuri
transporter	ɗaukar kayan aiki
transpose	canza
transposition	transposition
transsexual	transsexual
transverse	ketare
transvestite	transvestite
trap	tarkon
trapdoor	kullun
trapeze	trapeze
trapped	kamala
trapper	fashi
trapping	fashewa
trappings	trappings
traps	tarkuna
trash	sharar
trashy	trashy
trauma	ciwo
traumatic	traumatic
travail	NO TRANSLATION
travel	tafiya
traveler	matafiyi
traveling	tafiya
traverse	ƙetare
travesty	farfajiya
trawl	trawl
trawler	trawler
tray	tire
treacherous	mayaudara
treachery	yaudara
tread	tafiya
treadmill	zane
treason	cin amana
treasure	tasiri
treasured	dukiya
treasurer	mai ba da kuɗi
treasures	dukiya
treasury	Kasuwanci
treat	bi da
treatable	treatable
treatise	rubutun
treatment	magani
treaty	yarjejeniya
treble	dabara
tree	itace
trees	itatuwa
trek	tafiya
trellis	trellis
tremble	girgiza
trembling	girgiza
tremendous	gagarumin
tremendously	gagarumin
tremor	tremor
trench	tare mahara
trend	Trend
trending	trending
trendy	yayi
trepidation	trepidation
trespass	laifi
triad	triad
triage	saduwa
trial	gwaji
triangle	triangle
triangular	triangular
triangulate	kwance
triathlon	triathlon
tribal	tribal
tribe	kabilar
tribulation	tsanani
tribunal	kotun
tribune	tribune
tributary	tributary
tribute	haraji
trick	yaudara
trickery	yaudara
trickle	trickle
trickster	trickster
tricky	tricky
tricycle	tricycle
trident	m
trifle	makami
trifling	tifling
trig	trig
trigger	jawo
trigonometry	fasali
trillion	tiriliyan
trilogy	trilogy
trim	datsa
trimester	trimester
trimmer	trimmer
trimming	ƙaddamarwa
trine	tayin
trinity	Triniti
trinket	trinket
trio	uku
trip	tafiya
tripartite	tripartite
tripe	fashe
triple	sau uku
triplet	triplet
triplicate	karo na uku
tripod	tripod
tripping	fashewa
trite	Ƙari
tritium	tritium
triumph	nasara
triumphant	nasara
trivia	razana
trivial	maras muhimmanci
troll	troll
trolley	trolley
trombone	trombone
troop	ƙungiyar
trooper	dakarun
troops	sojojin
trophy	ganima
tropic	tropic
tropical	na wurare masu zafi
tropics	yankuna
trot	trot
trouble	matsala
troubled	damuwa
troublemaker	damuwa
troubles	matsaloli
troublesome	damuwa
trough	trough
troupe	ƙungiya
trousers	wando
trout	kwari
trowel	trowel
truce	amincewa
truck	truck
trucker	trucker
truckload	truckload
truculent	truculent
true	Gaskiya
truelove	gaskiya
truffle	truffle
truism	gaskiya
trump	trump
trumpet	ƙaho
trumpeter	Kira
truncate	Truncate
truncated	truncated
trundle	damuwa
trunk	akwati
truss	abin mamaki
trust	dogara
trustee	amincewa
trusting	dogara
trustworthy	amintacce
trusty	amincewa
truth	gaskiya
truthful	gaskiya
truthfulness	gaskiya
try	gwada
tryout	aiki
tryouts	tryouts
tsunami	tsunami
tub	tub
tuba	tuba
tubby	tubby
tube	tube
tuberculosis	tarin fuka
tubing	tubing
tubular	tubular
tubule	tubule
tuck	tuck
tucker	tucker
tuesday	Talata
tufted	tufted
tug	tug
tugboat	Tugboat
tuition	koyarwa
tulip	tulip
tumble	gushe
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	tummy
tumor	tumo
tumour	tumo
tumult	tumult
tumultuous	tumultuous
tun	NO TRANSLATION
tuna	tuna
tunable	tuna
tune	sauti
tunic	tunic
tuning	saurara
tunnel	rami
turban	rawani
turbidity	turbidity
turbine	turbine
