Word	ka
puppy	ლეკვი
purchase	შესყიდვა
purchaser	მყიდველი
purchasing	შეძენა
pure	წმინდა
purebliss	NO TRANSLATION
puree	პიურე
purely	წმინდა
purgatory	purgatory
purge	გაწმენდა
purification	გამწმენდი
purify	სუფთა
purist	purist
purity	სისუფთავე
purple	მეწამული
purport	ვარაუდი
purpose	მიზანი
purposely	მიზანმიმართულად
purr	სუფთა
purring	purring
purse	ჩანთაში
pursuance	pursuance
pursue	განახორციელოს
pursuing	ატარებს
pursuit	დევნა
purveyor	purveyor
purview	გაკვეთილი
pus	პსუსი
push	ბიძგი
pusher	pusher
pushing	უბიძგებს
pushover	pushover
pushy	pushy
puss	ჩექმები
pussy	საშო
pussycat	pussycat
put	დადება
putative	სავარაუდოდ
putrid	წიწაკა
puts	აყენებს
putt	putt
putter	მაცივარი
putty	ჭუჭყიანი
puzzle	თავსატეხი
puzzled	გვაწუხებს
puzzling	იშვიათია
pygmy	ჯუჯა
pylon	პილონი
pyramid	პირამიდა
pyramidal	პირამიდული
pyrotechnics	პიროტექნიკა
python	პითონი
quack	quack
quad	quad
quadrangle	quadrangle
quadrant	კვადრატი
quadratic	კვადრატული
quadrature	კვადრატი
quadruple	quadruple
quadrupole	კვადროპული
quagmire	ჩაქუჩი
quail	მწყერი
quaint	უჩვეულო
quake	მიწისძვრა
qualifications	კვალიფიკაცია
qualified	კვალიფიციური
qualify	კვალიფიკაცია
qualifying	შესარჩევი
qualities	თვისებები
quality	ხარისხი
quandary	კლანური
quantify	quantify
quantitative	რაოდენობრივი
quantitatively	რაოდენობრივად
quantity	რაოდენობა
quantum	კვანტური
quarantine	საკარანტინო
quarrel	წაჩხუბება
quarry	კარიერი
quart	quart
quarter	კვარტალში
quarterback	კვარცხლბეკი
quartered	quartered
quarterly	კვარტალში
quartermaster	კვარცხლბეკი
quarters	კვარტლები
quartet	კვარტეტი
quartile	quartile
quarto	NO TRANSLATION
quartz	კვარცი
quash	შეჯახება
quasi	კვაზი
quaternary	მეოთხე
quay	NO TRANSLATION
queasiness	queasiness
queasy	გულისამრევი
queen	დედოფალი
queer	უცნაურია
quell	quell
quench	ჩაქრობა
query	შეკითხვა
quest	ქვესტი
question	კითხვა
questionable	საეჭვოა
questioning	დაკითხვა
questionnaire	კითხვარი
queue	მდგომ
queues	რიგები
quibble	quibble
quiche	quiche
quick	სწრაფი
quicken	სწრაფი
quickie	სისულელეა
quickly	სწრაფად
quickness	სისწრაფე
quicksand	სევდიანი
quicksilver	სწრაფი
quid	quid
quiescent	quiescent
quiet	მშვიდი
quietly	მშვიდად
quill	quill
quilt	ქვილთი
quince	კომშის
quinine	quinine
quintet	კვინტეტი
quirk	დაკრძალვა
quirky	quirky
quit	დატოვა
quits	დატოვა
quitter	NO TRANSLATION
quiver	ქვაბი
quivering	quivering
quiz	ვიქტორინა
quorum	ქვორუმი
quota	კვოტა
quotation	ციტატა
quote	ციტატა
quotes	ციტატები
quotient	quotient
rabbi	რაბი
rabbit	კურდღელი
rabble	rabble
rabid	rabid
rabies	ცრემლები
raccoon	raccoon
race	რასის
racehorse	რასისა
racer	racer
racetrack	racetrack
racial	რასობრივი
racism	რასიზმი
racist	რასისტული
rack	rack
racket	რაკეტა
racketeering	რეკეტირება
racking	racking
racquetball	racquetball
racy	racy
radar	სარადარო
radial	რადიალური
radiance	სიკაშკაშე
radiant	radiant
radiate	გამოსხივება
radiation	რადიაცია
radiator	რადიატორი
radical	რადიკალური
radically	რადიკალურად
radio	რადიო
radioactive	რადიოაქტიური
radioactivity	რადიოაქტიურობა
radiograph	რენტგენოგრაფია
radiography	რადიოგრაფია
radiologist	რადიოლოგი
radiology	რადიოლოგია
radish	რადიშ
radium	რადიუმი
radius	რადიუსი
radon	რადონი
raffle	გათამაშება
raft	რაფტინგი
rag	rag
rage	გაბრაზება
ragemode	ragemode
ragetweet	NO TRANSLATION
ragged	ragged
raggedy	raggedy
raging	მძვინვარება
rags	მივადექით
ragtime	ragtime
raid	დარბევა
raider	მხედარი
rail	სარკინიგზო
railing	მოაჯირები
railroad	რკინიგზას
railway	რკინიგზა
raiment	ტანსაცმელი
rain	წვიმა
rainbow	ცისარტყელა
rainbow trout	ცისარტყელა კალმახი
rainbows	rainbows
raincoat	raincoat
raindrops	რაინდროპები
rainfall	ნალექი
rainforest	rainforest
rainmaker	rainmaker
rainstorm	წვიმა
rainy	წვიმიანი
rainyday	წვიმიანი დღე
raise	ამაღლება
raised	დააყენა
raisin	ქიშმიში
raising	ამაღლება
rake	საკომისიო
rally	აქცია
ram	ვერძი
ramble	ramble
rambling	rambling
ramp	ramp
rampage	rampage
rampant	ყოვლისმომცველი
rampart	rampart
ramrod	ramrod
ranch	ranch
rancher	rancher
rancid	ზარმაცი
random	შემთხვევითი
randomly	შემთხვევით
randomness	შემთხვევითობა
randy	რენდი
range	დიაპაზონი
ranger	რეინჯერი
rank	წოდება
ranking	რეიტინგში
ransom	გამოსყიდვა
rant	რანდი
ranting	სიმბოლურია
rap	რეპ
rape	გაუპატიურება
rapid	სწრაფი
rapidity	rapidity
rapids	რევოლუციები
rapist	rapist
rapper	რეპერი
rapping	rapping
rapport	NO TRANSLATION
rapt	rapt
raptor	რაპორი
raptors	მძინარე
rapture	rapture
rare	იშვიათია
rarely	იშვიათად
rarity	იშვიათია
rascal	რისკავს
rash	გამონაყარი
raspberries	ჟოლო
raspberry	ჟოლო
rat	ვირთხა
ratchet	ratchet
rate	განაკვეთი
ratification	რატიფიცირება
ratify	რატიფიცირება
rating	ნიშანი
ratio	თანაფარდობა
ration	რაციონი
rational	რაციონალური
rationale	ლოგიკა
rationalism	რაციონალიზმი
rationality	რაციონალობა
rationalize	რაციონალიზაცია
rationing	rationing
rattan	rattan
rattle	rattle
rattled	rattled
rattler	rattler
rattlesnake	rattlesnake
ratty	ratty
raucous	raucous
ravage	ravage
rave	რავე
raven	raven
ravenous	თავხედური
ravine	ხევში
raving	რაინდები
ravioli	რავიოლი
ravishing	ravishing
raw	ნედლეული
rawhide	ნედლეული
rawr	ნედლეული
ray	ray
razor	razor
reach	მიღწევა
react	რეაგირება
reaction	რეაქცია
reactionary	რეაქცია
reactive	რეაქტიული
reactor	რეაქტორი
read	წაიკითხეთ
reader	მკითხველი
readership	მკითხველი
readily	ადვილად
readiness	მზადყოფნა
reading	კითხვა
readjustment	რეგულირება
readout	წაიკითხე
ready	მზად არის
readytogo	მზადაა
reaffirm	ვადასტურებ
reagent	რეაგენტი
real	რეალური
realism	რეალიზმი
realist	რეალისტი
realistic	რეალისტური
reality	რეალობა
realization	რეალიზაცია
realize	გააცნობიეროს
realm	სფეროში
realtor	რეალტორი
realty	რეალითი
ream	რეამ
reap	აიღე
reaper	reaper
reappear	ხელახლა
rear	უკანა
rearrange	გადატვირთვა
rearrangement	rearrangement
reason	მიზეზი
reasonable	გონივრული
reasonableness	გონივრულობა
reasoning	მსჯელობა
reasons	მიზეზები
reassemble	reassemble
reassign	reassign
reassignment	რეაგირება
reassurance	დარწმუნება
reassure	დარწმუნება
reassured	დაარწმუნა
reassuring	იმედისმომცემი
rebate	rebate
rebel	მეამბოხე
rebellion	აჯანყება
rebellious	მეამბოხე
rebels	მეამბოხეები
rebirth	აღორძინება
reboot	გადატვირთვა
reborn	აღორძინება
rebound	მოხსნა
rebuild	აღდგენა
rebuke	საყვედური
rebut	rebut
rebuttal	გადატრიალება
recalcitrant	შექცევადი
recall	გავიხსენოთ
recant	ხელახლა
recap	recap
recapture	აღდგენა
recast	რეაგირება
recede	უბიძგებენ
receding	უბიძგებენ
receipt	მიღება
receipts	ქვითრები
receive	მიიღე
received	მიღებული
receiver	მიმღები
receiving	მიღება
recent	ბოლო
receptacle	receptacle
reception	მიღება
receptionist	მიმღები
receptive	მგრძნობიარეა
receptor	რეცეპტორი
recess	არდადეგები
recesses	რეციდივები
recession	რეცესია
recharge	შევსება
recheck	გადატვირთვა
recherche	NO TRANSLATION
recidivism	რეციდივიზმი
recipe	რეცეპტი
recipient	მიმღები
reciprocal	ორმხრივი
reciprocate	reciprocate
reciprocity	რეციპიულობა
recital	შერიგება
recitation	recitation
recite	უყვართ
reckless	უგუნური
recklessness	უგუნურება
reckon	მიაჩნიათ
reckoning	ითხოვა
reclaim	დაბრუნება
reclamation	მელიორაცია
recline	recline
reclining	რეკილინგი
recluse	recluse
recognition	აღიარება
recognizable	ცნობადი
recognize	აღიარება
recognized	აღიარებულია
recoil	recoil
recollect	გავიხსენოთ
recollection	შექება
recombinant	recombinant
recombination	recombination
recommend	გირჩევთ
recommendation	რეკომენდაცია
recompense	ჯილდო
recon	recon
reconcile	შერიგება
reconciliation	შერიგება
reconfigure	reconfigure
reconnaissance	დაზვერვა
reconnect	ხელახლა
reconsider	გადახედოს
reconsideration	გადახედვა
reconstitution	რეკონსტრუქცია
reconstruct	რეკონსტრუქცია
reconstruction	რეკონსტრუქცია
reconstructive	რეკონსტრუქციული
reconvene	reconvene
record	ჩანაწერი
recorder	ჩამწერი
recording	ჩაწერა
recount	გავიხსენოთ
recoup	recoup
recourse	რესურსი
recover	აღდგენა
recoverable	აღდგენა
recovery	აღდგენა
recreate	ხელახლა
recreation	დასვენება
recreational	რეკრეაციული
recruit	ახალწვეული
recruiter	დამკვირვებელი
recruiting	გაწვევას
recruitment	რეკრუტირება
recruits	რეკრუტები
rectal	რექტალური
rectangle	მართკუთხედი
rectangular	მართკუთხა
rectification	გასწორება
rectify	გამოსწორება
rector	რექტორი
rectory	რექტორის
rectum	სწორი
recumbent	რეგულარული
recuperation	რეკუპაცია
recur	განმეორება
recurrence	განმეორება
recurrent	განმეორებითი
recurring	განმეორებადი
recursion	რეკურსია
recursive	რეკურსიული
recursively	რეკურსიულად
recycle	გადამუშავება
recycled	რეციკლირებული
recycling	გადამუშავება
red	წითელი
reddish	მოწითალო
redecorate	redecorate
redeem	გამოისყიდოს
redeemed	გამოსყიდული
redemption	გამოსყიდვა
redesign	რედიზაინი
redhead	რიჟა
redheaded	რიტუალი
redirect	გადამისამართება
redneck	redneck
redness	სიწითლე
redo	ხელახლა
redress	შეცვალოს
reduce	შემცირება
reduced	შემცირდა
reduction	შემცირება
redundancy	redundancy
redundant	ზედმეტი
redwood	წითელი ხე
reed	ლერწამი
reef	Reef
reefer	რეფერირება
reefs	reefs
reek	reek
reel	reel
reelection	ხელახალი არჩევანი
reeling	გადატვირთვა
reenactment	რეგენერაცია
reentry	reentry
reestablish	აღდგენა
ref	ref
refer	იხილეთ
referee	მსაჯი
reference	მითითება
referendum	რეფერენდუმი
referral	რეფერალური
refill	შევსება
refine	დახვეწა
refined	დახვეწილი
refinement	დახვეწა
refinery	ქარხანა
refining	დახვეწა
refit	გააუქმეთ
reflect	ასახავს
reflecting	ასახავს
reflection	ასახვა
reflective	ამრეკლი
reflector	რეფლექტორი
reflex	რეფლექსი
reflux	რეფლუქს
reform	რეფორმა
reformation	რეფორმაცია
reformer	რეფორმატორი
refraction	refraction
refractor	რეფრაქტორი
refractory	ცეცხლგამძლე
refrain	თავი შეიკავონ
refraining	თავშეკავება
refresh	განახლება
refreshed	განახლებული
refreshing	გამაგრილებელი
refreshment	განახლება
refrigerate	გამაგრილებელი
refrigeration	სამაცივრო
refrigerator	მაცივარი
refuel	refuel
refuge	თავშესაფარი
refugee	ლტოლვილი
refund	დაბრუნება
refurbish	გარემონტება
refusal	უარი
refuse	უარი თქვას
refused	უარი თქვა
refusing	უარი
refutation	რეფუტაცია
refute	უარყოფა
regain	დაიბრუნოს
regal	რეგალი
regalia	რეგალია
regard	მიგვაჩნია
regatta	რეკატა
regency	რეგენტულობა
regenerate	რეგენერაცია
regeneration	რეგენერაცია
regent	რეჯენტ
reggae	Reggae
regime	რეჟიმი
regimen	რეჟიმი
regiment	პოლკოვნიკი
regimental	რემიმენტული
region	რეგიონი
regional	რეგიონალური
regionalism	რეგიონალიზმი
register	რეგისტრაცია
registrar	რეგისტრატორი
registration	რეგისტრაცია
registry	რეესტრი
regress	რეგრესი
regression	რეგრესია
regressive	რეგრესიული
regret	სინანული
regretful	სამწუხარო
regrettable	სამწუხაროა
regretted	სინანული გამოთქვა
regretting	სინანული
regroup	recroup
regular	რეგულარული
regularity	რეგულარულობა
regulars	რეგულაციები
regulate	არეგულირებს
regulated	რეგულირდება
regulation	რეგულირება
regulator	მარეგულირებელი
regulatory	მარეგულირებელი
regurgitation	რეგურგიტაცია
rehab	რეაბილიტაცია
rehabilitate	რეაბილიტაცია
rehabilitation	რეაბილიტაცია
rehash	rehash
rehearsal	რეპეტიცია
rehearse	რეპეტიცია
reign	მეფობა
reigning	გამეფებული
reimburse	ანაზღაურება
reimbursement	ანაზღაურება
rein	რეინ
reincarnation	რეინკარნაცია
reindeer	reindeer
reinforce	გააძლიეროს
reinforcement	გაძლიერება
reinforcements	ძალები
reins	სადავეები
reinstall	გადააყენეთ
reinstate	აღადგინე
reinstatement	აღდგენა
reinvest	reinvest
reinvestment	რეინვესტირება
reiterate	გაიმეორეთ
reject	უარი თქვას
rejected	უარყოფილია
rejection	უარყოფა
rejects	უარყოფს
rejoice	იხარეთ
rejoicing	სიხარულით
rejoin	დავუბრუნდეთ
rejuvenate	გაახალგაზრდავება
rejuvenated	გაახალგაზრდავდა
rekindle	rekindle
relapse	რეციდივი
relate	უკავშირდება
related	დაკავშირებული
relation	ურთიერთობა
relationship	ურთიერთობა
relative	ნათესავი
relativity	ფარდობითობა
relax	დაისვენოთ
relaxant	დამამშვიდებელი
relaxation	დასვენება
relaxed	მოდუნებული
relaxing	დასასვენებლად
relay	სარელეო
release	გათავისუფლება
released	გაათავისუფლეს
relegation	ჩამოქვეითება
relentless	სასტიკი
relevance	შესაბამისობა
relevancy	შესაბამისობა
relevant	შესაბამისი
reliability	საიმედოობა
reliable	საიმედო
reliance	ნდობა
relic	რელიქტური
relics	სიწმინდე
relief	რელიეფი
relieve	გაათავისუფლოს
relieved	თავისუფლდება
relieving	გაათავისუფლოს
relight	რწმენა
religion	რელიგია
religious	რელიგიური
relinquish	გაათავისუფლონ
relish	გასინჯე
relive	relive
reload	განაახლეთ
relocate	გადატანა
relocation	გადაადგილება
reluctance	თავშეკავება
reluctant	უარის თქმა
rely	დაეყრდნონ
remain	რჩება
remainder	დანარჩენი
remaining	დარჩენილია
remains	რჩება
remake	გადაკეთება
remand	ხელახლა
remark	შენიშვნა
remarkable	აღსანიშნავია
remarkably	საოცრად
remarry	შექება
rematch	შეკეთება
remedial	remedial
remedy	წამალია
remember	გახსოვდეთ
remembered	გაახსენდა
remembering	გახსოვდეთ
remembrance	ხსოვნა
remind	შევახსენო
reminder	შეხსენება
reminisce	ხმამაღლა
reminiscent	შეგახსენებთ
reminiscing	reminiscing
remiss	remiss
remission	რემისია
remit	შეღავათი
remittance	ფულადი გზავნილები
remnant	დარჩენილია
remodel	remodel
remorse	remorse
remorseful	remorseful
remote	დისტანციური
remoteness	მოშორება
removal	მოხსნა
remove	ამოიღე
remover	მოშორება
remuneration	ანაზღაურება
renaissance	რენესანსი
renal	თირკმლები
rencontre	NO TRANSLATION
rend	NO TRANSLATION
render	გაწევა
rendering	გაწევით
rendezvous	აწყობა
rendition	რენდიცია
renegade	განდევნა
renegotiate	renegotiate
renew	განაახლეთ
renewal	განახლება
renounce	უარი თქვა
renovate	სარემონტო
renovated	გარემონტდა
renovation	რემონტით
renown	ცნობილი
renowned	ცნობილი
rent	ქირავდება
rental	დაქირავება
renter	ქირავ
renunciation	უარის თქმა
reopen	განაახლეთ
reorganization	რეორგანიზაცია
reorganize	რეორგანიზაცია
rep	რეპ
repaint	repaint
repair	შეკეთება
repairman	სარემონტო
reparation	რემონტი
repay	დაფარეთ
repayment	დაფარვა
repeal	გაუქმება
repeat	ვიმეორებ
repeated	განმეორდა
repeatedly	არაერთხელ
repeater	რეტრანსლატორი
repel	მოგერიება
repellant	repellant
repellent	repellent
repelling	მოგერიება
repent	repent
repentance	მონანიება
repentant	repentant
repertoire	რეპერტუარი
repertory	რეპერტუარი
repetition	გამეორება
repetitive	განმეორებადი
rephrase	რეფრეზირება
replace	შეცვალეთ
replacement	ჩანაცვლება
replay	გამეორება
replenish	შეავსოთ
replete	replete
replica	რეპლიკა
replicate	გაიმეორეთ
replication	რეპლიკაცია
reply	პასუხი
report	ანგარიში
reported	იტყობინება
reporter	რეპორტიორი
repose	დავიცვათ
reposition	reposition
repository	საცავი
repossess	repossess
reprehensible	საეჭვოა
represent	წარმოდგენა
representation	წარმომადგენლობა
representative	წარმომადგენელი
represented	წარმოდგენილია
representing	წარმოადგენს
repress	რეპრესირება
repressed	რეპრესირებული
repression	რეპრესია
reprieve	შეინარჩუნე
reprimand	საყვედური
reprint	reprint
reprisal	რეპრესიული
reprise	აღვადგინე
reproach	საყვედური
reproduce	რეპროდუცირება
reproduction	რეპროდუქცია
reproductive	რეპროდუქციული
reprogram	reprogram
reptile	ქვეწარმავალი
republic	რესპუბლიკა
republican	რესპუბლიკელი
repudiation	უარყოფა
repugnance	repugnance
repugnant	repugnant
repulsion	გამძიმება
repulsive	გამძაფრება
repurchase	გამოსყიდვა
reputable	რეპუტაციას
reputation	რეპუტაცია
repute	რეპუტაცია
reputed	აღიქმებიან
request	მოთხოვნა
requiem	რეკვიემი
require	მოითხოვს
required	საჭიროა
requirement	მოთხოვნა
requisite	საჭიროა
requisition	რეკვიზიცია
reread	reread
reroute	გადატვირთვა
rerun	გამეორება
reschedule	reschedule
rescind	გააუქმოთ
rescission	rescission
rescue	სამაშველო
research	კვლევა
researcher	მკვლევარი
resection	რეზექცია
resemblance	მსგავსება
resemble	ჰგავს
resembling	მსგავსი
resent	უკმაყოფილო
resentful	უკმაყოფილო
resentment	უკმაყოფილება
reservation	დაჯავშნა
reserve	რეზერვი
reserved	დაცულია
reserves	რეზერვები
reservoir	წყალსაცავი
reset	გადატვირთვა
reside	ცხოვრობენ
residence	რეზიდენცია
residences	რეზიდენციები
residency	რეზიდენცია
resident	რეზიდენტი
residential	საცხოვრებელი
residual	ნარჩენი
residue	ნარჩენები
resign	გადადგეს
resignation	გადადგომა
resigned	გადადგა
resilience	მდგრადობა
resilient	სტაბილურია
resin	ფისოვანი
resist	წინააღმდეგობა
resistance	წინააღმდეგობა
resistant	გამძლეობით
resisting	წინააღმდეგობა
resistive	რეზისტენტული
resolute	მტკიცე
resolutely	უდრეკი
resolution	რეზოლუცია
resolve	მოგვარება
resolved	გადაწყდა
resonance	რეზონანსი
resonant	რეზონანსი
resonate	რეზონანსი
resonator	რეზონანსი
resort	კურორტი
resounding	ხმამაღლა
resource	რესურსი
resourceful	მარაგი
resources	რესურსები
respect	პატივისცემა
respectability	პატივისცემა
respectable	პატივსაცემი
respected	პატივცემული
respectful	პატივისცემით
respecting	პატივისცემა
respective	შესაბამისი
respects	პატივს სცემს
respiration	სუნთქვა
respirator	რესპირატორი
respiratory	რესპირატორული
respite	შესვენება
resplendent	resplendent
respond	რეაგირება
respondent	რესპონდენტი
response	პასუხი
responsibility	პასუხისმგებლობა
responsible	პასუხისმგებელი
responsive	საპასუხოდ
rest	დანარჩენი
restart	რესტარტი
restaurant	რესტორანი
rested	დაისვენეს
restful	დანარჩენი
restitution	რესტიტუცია
restless	დაუღალავი
restlessness	მოუსვენრობა
restock	restock
restoration	აღდგენა
restorative	აღდგენა
restore	აღდგენა
restored	აღდგენილია
restoring	აღდგენა
restrain	თავშეკავება
restrained	თავშეკავებული
restraining	თავშეკავება
restraint	თავშეკავება
restrict	შეზღუდვა
restricted	შეზღუდულია
restriction	შეზღუდვა
restrictive	შეზღუდული
restroom	დასასვენებელი ოთახი
result	შედეგი
resultant	შედეგად
resume	გაგრძელება
resumption	განახლება
resurrect	აღადგენს
resurrection	აღდგომა
resuscitate	რეანიმაცია
resuscitation	რეანიმაცია
retail	საცალო
retailer	საცალო ვაჭრობა
retain	შეინარჩუნეთ
retainer	retainer
retaining	ინარჩუნებს
retake	დაბრუნება
retaliate	გასწორებოდნენ
retaliation	შურისძიება
retaliatory	საპასუხოდ
retard	retard
retardation	ჩამორჩენა
retarded	ჩაკეტილი
retards	retards
retention	შეკავება
retentive	retentive
rethink	გადახედვა
reticent	reticent
retina	ბადურის
retinal	ბადურის
retire	გადადგეს
retired	პენსიონერი
retirement	საპენსიო
retiring	პენსიაზე
retold	retold
retort	რეტრუტი
retrace	retrace
retract	retract
retraction	უარყოფა
retractor	retractor
retreat	უკან დახევას
retrenchment	შემცირება
retrial	რეაგირება
retribution	ანგარიშსწორება
retrieval	მოძიება
retrieve	ვიღებ
retriever	რეტროვერი
retro	რეტრო
retroactive	რეტროაქტიური
retrograde	რეტროგრადული
retrospect	რეტროსპექტი
retrospective	რეტროსპექტივა
retrospectively	რეტროსპექტულად
return	დაბრუნების
reunion	გაერთიანება
reunite	გაიმეორეთ
reunited	დაუბრუნდნენ
rev	rev
reveal	გამოავლინოს
revel	revel
revelation	გამოცხადება
revelations	revelations
revels	revels
revenge	შურისძიება
revenue	შემოსავალი
reverberation	რევერბერაცია
revere	revere
reverence	თაყვანისცემა
reverend	reverend
reverent	reverent
reverie	რევერსი
reversal	შეცვლა
reverse	გადახედვა
reversion	რევერსია
revert	დაბრუნება
reverting	დაბრუნება
review	მიმოხილვა
reviewer	რეფერენტი
revise	გადახედოს
revision	გადასინჯვა
revisit	გადახედვა
revival	აღორძინება
revive	აღორძინება
revocation	გაუქმება
revoke	გაუქმება
revolt	აჯანყება
revolting	აჯანყება
revolution	რევოლუცია
revolutionary	რევოლუციური
revolutionize	რევოლუცია
revolve	გადაჯექი
revolver	რევოლვერი
revolving	რევოლუცია
revue	გადახედვა
revulsion	გაბრაზება
revving	გადახედვა
reward	ჯილდო
rewarding	დაჯილდოება
rewind	გადახვევა
rewire	გადატვირთეთ
rewrite	გადაწერა
rhapsody	რაპდოდი
rhetoric	რიტორიკა
rhetorical	რიტორიკა
rheumatism	რევმატიზმი
rhinestone	rhinestone
rhino	rhino
rhinoceros	მარტორქები
rhubarb	rhubarb
rhyme	მოხმობა
rhyming	rhyming
rhythm	რიტმი
rhythmic	რიტმული
rhythmical	რითმია
rib	ნეკნი
ribbed	ribbed
ribbon	ლენტი
rice	ბრინჯი
rich	მდიდარი
riches	სიმდიდრე
richness	სიმდიდრე
rick	რიკ
rickety	rickety
rickshaw	rickshaw
ricochet	ricochet
rid	მოშორება
riddance	riddance
riddle	რიდლი
riddled	დაიღალა
ride	მიგყავს
rider	მხედარი
ridge	ქედი
ridicule	დაცინვა
ridiculed	გატაცებული
ridiculous	სასაცილოა
riding	ცხენოსნობა
rife	rife
riff	riff
riffraff	რიფრაფი
rifle	თოფი
rifleman	rifleman
rifles	იარაღი
rift	განხეთქილება
rig	გაყალბება
rigged	გაყალბებული
rigging	გაყალბება
right	უფლება
righteous	მართალი
righteousness	სიმართლე
rightful	კანონიერი
rightly	სწორად
righty	მართალია
rigid	ხისტი
rigidity	რიგიდობა
rigor	rigor
rigorous	მკაცრი
rim	რგოლში
rind	სავალდებულოა
ring	ბეჭედი
ringer	ringer
ringing	ზარები
ringleader	ringleader
ringmaster	ringmaster
ringside	ringside
rink	მოედანზე
rinse	rinse
riot	ბუნტი
rioting	rioting
riotous	შეურაცხმყოფელი
riots	არეულობა
rip	ნათელში იყოს
riparian	riparian
ripe	მწიფე
ripen	ripen
ripening	სიმწიფის
ripper	ripper
ripple	ripple
rippling	rippling
rise	ზრდა
rising	იზრდება
risk	რისკი
risky	სარისკო
risotto	რიოტოტო
rite	rite
ritual	რიტუალი
ritualistic	რიტუალისტური
rival	მეტოქე
rivalry	მეტოქეობა
river	მდინარე
riverbank	მდინარის ნაპირი
riverbed	მდინარის კალაპოტი
riverboat	riverboat
rivet	rivet
riveted	riveted
riveting	riveting
roach	roach
road	გზა
roadblock	გზისპირა
roadhouse	სასახლე
roadie	საგზაო
roadrage	NO TRANSLATION
roadrunner	საგზაო
roads	გზები
roadside	გზისპირა
roadster	გზისპირა
roadtrip	ტურნე
roadway	საავტომობილო გზა
roadworks	საგზაო სამუშაოები
roam	roam
roar	გიჟები
roaring	ღრიალი
roast	შემწვარი
roasted	შემწვარი
rob	ძარცვა
robber	ყაჩაღი
robbery	ძარცვა
robe	კვართი
robin	რობინ
robot	რობოტი
robotic	რობოტი
robotics	რობოტები
robust	ძლიერი
roc	როკ
rock	როკი
rocker	rocker
rocket	სარაკეტო
rocks	კლდეები
rod	როდ
rodent	მღრღნელი
rodeo	როდეო
roe	როი
rogue	rogue
role	როლი
roll	როლი
roller	როლიკებით
rollercoaster	rollercoaster
rollers	ლილვაკები
rollicking	rollicking
rolling	ბრუნვა
roman	რომანი
romance	რომანი
romantic	რომანტიული
romanticism	რომანტიზმი
romp	romp
roof	სახურავი
rooftop	სახურავი
rook	rook
rookie	როკი
room	ოთახი
roomful	ოთახიანი
roommate	ოთახის მეზობელი
rooms	ოთახები
roomy	ოთახიანი
roost	roost
rooster	როსტერი
root	root
root beer	ძირეული ლუდი
rooted	ფესვები
rope	თოკი
ropes	თოკები
rosary	rosary
rose	ვარდი
rosemary	როზმარი
rosette	როზეტი
roster	მოშორება
rosy	ვარდისფერი
rot	rot
rota	როტა
rotary	მბრუნავი
rotate	როტაცია
rotation	როტაცია
rote	როტე
rotor	rotor
rotten	დამპალი
rotting	rotting
rotunda	rotunda
rouge	rouge
rough	უხეში
roughly	უხეშად
roughneck	უხეში
roughness	უხეშობა
roulette	რულეტკა
round	რაუნდი
roundabout	შემოვლითი
rounded	მომრგვალო
roundup	თავის მოყრა
rouse	გამოღვიძება
rouser	რუსი
rousing	გაბრაზება
rout	მარშრუტი
route	მარშრუტი
routine	რუტინული
rove	rove
rover	როვერზე
roving	მოძრავი
row	row
rowboat	rowboat
rowdy	როდი
rowing	ნიჩბოსნობა
royal	სამეფო
royalty	ჰონორარი
rub	რუბლს
rubber	რეზინის
rubbers	რეზერვები
rubbing	ხახუნი
rubbish	ნაგავი
rubble	ნანგრევები
rubdown	rubdown
rubric	რუბრიკა
ruby	რუბი
ruckus	ruckus
rudder	საჭესთან
ruddy	რძიანი
rude	უხეში
rudeness	უხეშობაზე
rudimentary	rudimentary
rudiments	rudiments
rue	rue
rueful	მტკიცე
ruff	ruff
ruffian	რაფიანი
ruffle	ruffle
rug	rug
rugby	რაგბი
rugged	rugged
ruin	ჩაშლის
ruination	ნანგრევები
ruined	დანგრეული
ruinous	ruinous
ruins	ნანგრევები
rule	წესი
ruler	მმართველი
ruling	მმართველი
rum	რომი
rumba	რუმბა
rumble	Rumble
rummage	rummage
rumor	ჭორები
rumored	ამბობდნენ
rump	rump
rumpus	rumpus
run	აწარმოებს
runaround	runaround
runaway	გაიქეცი
rundown	rundown
runes	რუნები
rung	rung
runner	runner
running	სირბილი
running shoes	გაშვებული ფეხსაცმელი
runny	runny
runt	NO TRANSLATION
runway	ასაფრენი ბილიკი
rupture	rupture
rural	სოფლის
ruse	NO TRANSLATION
rush	გამოიქცევიან
rushing	ჩქარობენ
rust	ჟანგი
rusted	rusted
rustic	rustic
rustle	rustle
rustler	rustler
rusty	ჟანგიანი
rut	rut
ruth	რუთი
ruthless	დაუნდობელი
rye	ჭვავის
sabbatical	sabbatical
saber	NO TRANSLATION
sable	sable
sabotage	საბოტაჟი
saboteur	saboteur
sac	sac
sack	ტომარა
sacrament	საიდუმლო
sacred	წმინდა
sacrifice	მსხვერპლს
sacrifices	მსხვერპლშეწირვა
sacrificial	სამსხვერპლო
sacrilege	sacrilege
sacrilegious	უწმინდური
sad	სამწუხარო
sadday	NO TRANSLATION
saddens	saddens
saddle	saddle
sadist	sadist
sadistic	სადისტური
sadly	სამწუხაროდ
sadness	მწუხარება
safari	safari
safe	უსაფრთხო
safeguard	დაცვა
safekeeping	დაცვა
