Word	tl
seventy	pitumpu
sever	putulin
severable	severable
severally	severally
severance	pagkaputol
severe	malubhang
severely	malubha
severity	kalubhaan
sew	tumahi
sewage	dumi sa alkantarilya
sewer	paagusan
sewerage	alkantarilya
sewing	pananahi
sex	kasarian
sexist	sexist
sexual	sekswal
sexuality	sekswalidad
sexy	sexy
shabby	shabby
shack	kubo
shackle	shackle
shade	lilim
shades	shades
shading	pagtatabing
shadow	anino
shadowy	malabo
shady	makulimlim
shaft	baras
shag	shag
shaggy	mabuhok
shake	iling
shakedown	shakedown
shaken	inalog
shaker	shaker
shaking	pagkakalog
shaky	nanginginig
shall	Dapat
shallow	mababaw
shallows	shallows
sham	pagkukunwari
shaman	shaman
shambles	shambles
shame	kahihiyan
shamed	shamed
shameful	kahiya-hiya
shameless	walang hiya
shampoo	shampoo
shanghai	shanghai
shank	paa
shanty	shanty
shape	Hugis
shapely	may magandang isip
shard	shard
share	ibahagi
shareholder	shareholder
sharing	pagbabahagi
shark	pating
sharp	matalim
sharpen	patalasin
sharpened	Pinalalabas
sharpener	hawakan
sharpness	katalinuhan
sharpshooter	mabuting tagasubaybay
shatter	basagin
shattered	nabura
shattering	mapanira
shave	mag-ahit
shaver	shaver
shaving	pag-ahit
shawl	alampay
sheaf	sheaf
shear	gupitin
shears	gunting
sheath	upak
sheathing	sheathing
shed	malaglag
sheen	sheen
sheep	tupa
sheepdog	sheepdog
sheepish	tawa
sheer	manipis na manipis
sheet	sheet
sheik	sheik
shelf	istante
shell	shell
shellfish	molusko
shelling	paghihimay
shelter	silungan
sheltered	lukob
shelters	Tirahan
shelved	ipinagpaliban
shepherd	pastol
sherbet	sherbet
sheriff	serip
sherry	sherry
shield	kalasag
shift	shift
shifting	nagbabago
shifty	mabigat
shilling	shilling
shimmer	shimmer
shimmering	shimmering
shimmy	shimmy
shin	shin
shindig	shindig
shine	lumiwanag
shiner	shiner
shingle	shingle
shining	nagniningning
shiny	makintab
ship	barko
shipment	kargamento
shipping	Pagpapadala
shipshape	shipshape
shipwreck	pagkawasak ng barko
shipyard	pagawaan ng barko
shire	shire
shirt	shirt
shit	shit
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	manginig
shivering	Nanginginig
shoals	shoals
shock	shock
shocked	shocked
shocker	masayang-masaya
shocking	kagulat-gulat
shockingly	kagulat-gulat
shoddy	mura
shoe	sapatos
shoelace	sapatos
shoemaker	sapatero
shoes	sapatos
shoeshine	shoeshine
shook	shook
shoot	shoot
shooter	tagabaril
shooting	pagbaril
shootout	shootout
shop	tindahan
shopkeeper	tindero
shoplifter	shoplifter
shoplifting	pag-shoplifting
shopper	tagabili
shopping	pamimili
shore	baybayin
shoreline	baybayin
shorn	shorn
short	maikli
short story	maikling kwento
shortage	kakulangan
shortcake	shortcake
shortcoming	kakulangan
shortcut	shortcut
shorten	paikliin
shortening	pagpapaikli
shorthand	pagkakasalin
shortly	sa ilang sandali
shortness	kakulangan
shorts	shorts
shortstop	shortstop
shortwave	maikling alon
shot	pagbaril
shotgun	shotgun
shoulder	balikat
shout	sumigaw
shove	tulak
shovel	pala
shoveling	shoveling
show	ipakita
showbiz	showbiz
showboat	showboat
showcase	showcase
showdown	showdown
shower	shower
showgirl	showgirl
showing	nagpapakita
showoff	showoff
showroom	showroom
showy	mapagpasikat
shrapnel	shrapnel
shred	maliit na pilas
shrew	shrew
shrewd	matalino
shriek	sumigaw
shrill	matunaw
shrimp	hipon
shrine	dambana
shrink	pag-urong
shrinking	pag-urong
shrivel	shrivel
shroud	shroud
shrub	palumpong
shrubbery	palumpong
shrug	umiwas
shrunk	lumubog
shrunken	bumagsak
shudder	Pagkaligalig
shuddering	shuddering
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	shuffling
shun	iwasan
shunned	shunned
shunt	maglipat
shut	sarhan
shutdown	shutdown
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	shutter
shuttle	shuttle
shutup	NO TRANSLATION
shy	mahiyain
shyness	pagkamahiyain
shyster	shyster
sib	NO TRANSLATION
sibling	kapatid
sic	tama
sick	may sakit
sickbay	sickbay
sicken	sicken
sickening	nakakasakit
sickle	karit
sickly	masama
sickness	sakit
side	gilid
sidearm	sidearm
sidebar	sidebar
sideboard	sideboard
sideburns	sideburns
sidecar	sidecar
sidekick	matalik na kaibigan
sideline	sideline
sideshow	hindi kapani-paniwala
sidestep	umalis
sidewalk	sidewalk
sideways	patagilid
sidewinder	sidewinder
siege	pagkubkob
siesta	siesta
sieve	salaan
sift	salain
sifting	sifting
sigh	hininga
sight	paningin
sighting	sighting
sightseeing	pagliliwaliw
sigma	sigma
sign	tanda
signal	signal
signature	lagda
significance	kabuluhan
significant	makabuluhang
signification	signification
signify	magpahiwatig
signpost	signpost
silence	katahimikan
silencer	silencer
silent	tahimik
silently	tahimik
silhouette	silweta
silicon	silikon
silicone	silicone
silk	sutla
silken	silken
silky	silky
sill	sill
silliness	kalokohan
silly	hangal
silo	silo
silt	silt
silver	pilak
silverware	pilak
silvery	kulay-pilak
similar	katulad
similarity	pagkakatulad
simile	NO TRANSLATION
simmer	kumulo
simmering	simmering
simple	simple
simples	NO TRANSLATION
simpleton	simple
simplicity	simple
simplify	pasimplehin
simplistic	simple
simply	lamang
simulate	gayahin
simulated	kunwa
simulating	simulating
simulation	simulation
simulator	simulator
simultaneous	sabay-sabay
simultaneously	sabay-sabay
sin	NO TRANSLATION
sincere	taos-puso
sincerity	katapatan
sinful	makasalanan
sing	kumanta
singer	mang-aawit
singing	kumanta
single	solong
singly	isa-isa
singular	isahan
singularity	pagkakatulad
singularly	singularly
sinister	masama
sink	lababo
sinker	tulog
sinking	Paglubog
sinner	makasalanan
sinning	pagkakasala
sinus	sinus
sip	sumipsip
siphon	siphon
sipping	sipping
sir	ginoo
sire	sire
siren	sirena
sirloin	sirloin
sissy	sissy
sister	ate
sisterhood	kapatiran ng babae
sit	umupo
sitcom	sitcom
site	lugar
sith	sith
sitter	sitter
sitting	upo
situate	maglagay
situated	nakatayo
situation	sitwasyon
six	anim
sixpence	sixpence
sixteen	labing anim
sixth	ika-anim
sixty	animnapu
sizable	malaki
size	laki
sizzle	sizzle
ska	NO TRANSLATION
skate	skate
skateboard	skateboard
skater	tagapag-isketing
skating	skating
skedaddle	maglakad
skeet	skeet
skein	skein
skeletal	kalansay
skeleton	balangkas
skeptic	may pag-aalinlangan
skeptical	may pag-aalinlangan
skepticism	pag-aalinlangan
sketch	gumuhit ng plano
sketching	sketching
sketchy	masama
skewed	skewed
skewer	skewer
ski	ski
skid	gumalaw
skier	skier
skiff	skiff
skiing	skiing
skijump	NO TRANSLATION
skill	kasanayan
skilled	sanay
skillet	kawali
skillful	magaling
skim	sinagap
skimpy	maliit na halaga
skin	balat
skinny	payat
skip	laktawan
skipper	skipper
skirmish	makipaglaban
skirt	palda
skirting	palengke
skirts	palda
skit	skit
skittish	sumasakit
skull	bungo
skunk	magdaya
sky	kalangitan
skylight	skylight
skyline	kalangitan
skyscraper	napakataas na gusali
slab	tilad
slack	malubay
slag	mag-abo
slam	slam
slammer	slammer
slander	paninirang-puri
slanderous	mapanirang-puri
slang	slang
slant	pahilig
slap	sampal
slash	slash
slashes	slashes
slate	slate
slates	slates
slaughter	pagpatay
slaughterhouse	bahay-katayan
slaughtering	pagpatay
slave	alipin
slavery	pang-aalipin
slay	patayin
slayer	mamamatay-tao
sleaze	sleaze
sleazy	manipis
sled	NO TRANSLATION
sledding	pag-alis
sledge	balikat
sledgehammer	sledgehammer
sleek	makinis
sleep	matulog
sleeper	natutulog
sleeping	natutulog
sleepless	walang tulog
sleeplessness	walang tulog
sleepover	pagtulog
sleepy	inaantok
sleepyhead	matulog
sleet	ulan
sleeve	manggas
sleeveless	walang manggas
sleigh	sleigh
sleight	tuso
slender	payat
sleuth	tiktik
slice	ihiwa
slick	makinis
slicker	makinis
slide	slide
slider	slider
sliding	dumudulas
slight	bahagya
slight anticipation	bahagyang pag-asa
slight disgust	kaunti pagkasuya
slight surprise	kaunting sorpresa
slight trust	kaunting tiwala
slightly	bahagyang
slightly negative	bahagyang negatibo
slightly positive	bahagyang positibo
slim	slim
slime	putik
slimy	malansa
sling	tirador
slingshot	tirador
slink	slink
slinky	slinky
slip	slip
slipper	tsinelas
slippers	tsinelas
slippery	madulas
slit	pumutok
sliver	sliver
slob	slob
slobber	slobber
slogan	slogan
sloop	sloop
slop	NO TRANSLATION
slope	libis
sloppy	nanggagalit
slot	puwang
sloth	katamaran
slouch	yumuko
slough	kalawang
slow	mabagal
slowly	dahan-dahan
slowness	kabagalan
sludge	putik
slug	slug
slugger	slugger
sluggish	tamad
sluice	kalsada
slum	slum
slumber	idlip
slump	malaglag
slur	slur
slurp	slurp
slush	slush
slut	kalapating mababa ang lipad
slutty	kalokohan
sly	palihim
smack	matunog na halik
small	maliit
smaller	mas maliit
smallest	pinakamaliit
smallpox	buti
smart	matalino
smartass	tuso
smarten	bigyan ka ng smarten
smarty	smarty
smash	basagin
smashed	smashed
smattering	smattering
smear	pahid
smell	amoy
smelling	amoy
smelly	nangangamoy
smelt	smelt
smidgen	smidgen
smile	ngumiti
smiled	ngumiti
smiles	ngiti
smiley	smiley
smiling	ngumingiti
smirk	maingay
smite	smite
smith	smith
smithereens	smithereens
smitten	sinaktan
smock	smock
smog	ulap
smoke	usok
smoker	smoker
smokey	mausok
smoking	paninigarilyo
smoky	mausok
smoldering	nagbabaga
smooch	smooch
smooth	makinis
smoothie	smoothie
smoothly	maayos
smoothness	pagkamakinis
smother	pahid
smudge	alis
smug	yakap
smuggle	magpasabog
smuggler	smuggler
smuggling	smuggling
smut	smut
snack	meryenda
snacks	meryenda
snafu	snafu
snag	snag
snags	snags
snail	suso
snake	ahas
snakes	ahas
snakeskin	ahas
snap	snap
snapper	snapper
snappy	matapang
snapshot	snapshot
snare	silo
snarl	snarl
snarling	snarling
snatch	mang-agaw
snatcher	snatcher
snazzy	snazzy
sneak	lumabas
sneaker	sneaker
sneakers	sneakers
sneaking	lumilipad
sneaky	palihim
sneer	sneer
sneeze	bumahin
sneezing	pagbabahing
snicker	snicker
snide	snide
sniff	sniff
snip	snip
snipe	snipe
sniper	mamamaril na nakatago
snippet	snippet
snippy	snippy
snitch	snitch
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	paghalik
snore	hagik
snorkel	snorkel
snort	snort
snot	snot
snotty	snotty
snout	snout
snow	niyebe
snowball	niyebeng binilo
snowboard	snowboard
snowboarder	snowboarder
snowday	snowday
snowfall	ulan ng niyebe
snowflake	snowflake
snowing	nagniniyebe
snowmageddon	snowmageddon
snowman	taong niyebe
snowplow	snowplow
snowstorm	snowstorm
snowy	maniyebe
snub	snub
snubbed	snubbed
snuff	snuff
snug	masikip
snuggle	mag-snuggle
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	magbabad
soaked	babad na babad
soaking	pambabad
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sabon
soapbox	soapbox
soapy	sabon
soar	pumailanglang
soaring	salimbay
sob	NO TRANSLATION
sober	matino
soblessed	NO TRANSLATION
sobriety	mahinahon
soc	soc
soccer	soccer
sociable	palakaibigan
social	panlipunan
socialanxiety	NO TRANSLATION
socialism	sosyalismo
socialist	sosyalista
socialite	panlipunan
socialize	makisalamuha
society	lipunan
sociology	sosyolohiya
sociopath	sociopath
sock	medyas
socket	socket
sod	sod
soda	soda
soda/pop	soda / pop
sodding	sodding
sodium	sosa
sofa	sopa
soft	malambot
softball	softball
soften	lumambot
softener	softener
softening	paglambad
softly	mahina
softness	lambot
software	software
soggy	soggy
sohappy	masayang masaya
soil	lupa
soiled	marumi
soiree	soiree
sojourn	pansamantala
solace	aliw
solar	solar
solarium	solarium
solder	maghinang
soldering	paghihinang
soldier	kawal
sole	nag-iisa
solemn	solemne
solicit	manghingi
solicitation	pangangalap
solicitor	abogado
solid	solid
solidarity	pagkakaisa
solidification	solidification
solidified	pinagtitibay
solidify	patatagin
solidity	solidity
solitaire	solitaryo
solitary	nag-iisa
solitude	pag-iisa
solo	solo
solubility	solubility
soluble	natutunaw
solucky	NO TRANSLATION
solution	solusyon
solve	malutas
solvency	solvency
solvent	solvent
somad	NO TRANSLATION
somatic	somatic
somber	malungkot
some anticipation	ilang pag-asa
some disgust	ilang disgust
some surprise	ilang sorpresa
some trust	ilang tiwala
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	medyo negatibo
somewhat positive	medyo positibo
somuchtodo	NO TRANSLATION
son	anak
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	awit
songwriter	songwriter
sonic	sonik
sonice	NO TRANSLATION
sonnet	soneto
sonorous	nakakatawa
soot	uling
soothe	aliwin
soothing	nakapapawi
sophisticated	sopistikadong
sophistication	pagiging sopistikado
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	manggagaway
sorcery	pangkukulam
sordid	sordid
sore	sugat
soready	sakitady
sorely	malupit
soreness	sakit
sorghum	sorghum
sorority	kalangitan
sorrow	kalungkutan
sorrowful	nalulungkot
sorry	paumanhin
sort	uri
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	pag-uuri
sos	NO TRANSLATION
soscared	soscared
soscary	soscary
soslow	ang bagal
sostressed	NO TRANSLATION
sosweet	NO TRANSLATION
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	kaluluwa
soulful	kaluluwa
soulless	walang kaluluwa
soulmate	soulmate
sound	tunog
sounding	tunog
soundness	kagalingan
soundproof	soundproof
soundtrack	soundtrack
soup	sopas
sour	maasim
source	pinagmulan
sourpuss	sourpuss
south	Timog
southbound	timog
southeast	timog-silangan
southern	timog
southpaw	southpaw
southwest	timog kanluran
souvenir	souvenir
sovereign	pinakamataas na puno
sovereignty	kataas-taasang kapangyarihan
soviet	soviet
sow	maghasik
soy	toyo
soy sauce	toyo
soybean	toyo
spa	spa
space	space
spacecraft	spacecraft
spaceman	spaceman
spaceship	sasakyang pangalangaang
spacing	spacing
spacious	maluwang
spade	pala
spaghetti	spaghetti
spam	spam
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	pumutok
spanking	naglalakad
spar	spar
spare	ekstrang
spareribs	tadyang
sparingly	matipid
spark	spark
sparkle	brilyo
sparkling	sparkling
sparkly	sparkly
sparring	sparring
sparrow	maya
sparse	kalat-kalat
spasm	kalungkutan
spastic	spastic
spat	maglatag
spatial	spatial
spatter	spatter
spatula	spatula
spawn	umikot
spaz	spaz
speak	magsalita
speakeasy	speakeasy
speaker	tagapagsalita
speakerphone	speakerphone
speaking	pagsasalita
spear	sibat
spec	pagsasapalaran
special	espesyal
specialist	espesyalista
speciality	espesyalidad
specialize	NO TRANSLATION
specially	lalo na
specialty	espesyalidad
specie	NO TRANSLATION
species	species
specific	tiyak
specification	pagtutukoy
specify	tukuyin
specimen	ispesimen
speck	speck
speckled	speckled
specs	panoorin
spectacle	palabas
spectacles	mga salamin sa mata
spectacular	kamangha-manghang
spectator	manonood
specter	multo
spectral	parang multo
spectrometer	spektrometer
spectrophotometer	spectrophotometer
spectroscopy	spectroscopy
spectrum	spectrum
speculate	isipalan
speculation	haka-haka
speculative	teorya
speculum	speculum
speech	pagsasalita
speechless	hindi makapagsalita
speed	bilis
speedboat	speedboat
speedily	madali
speeding	pagpapabilis
speedometer	kilometrahe
speedway	speedway
speedy	mabilis
spell	spell
spellbound	nakabigla
spelling	pagbabaybay
spencer	spencer
spend	gastusin
spender	spender
spending	paggastos
spent	ginugol
sperm	tamud
spew	umalis
sphere	globo
spherical	spherical
sphincter	sphincter
sphinx	sphinx
spic	spic
spice	pampalasa
spicy	maanghang
spider	spider
spiders	spider
spiffy	spiffy
spigot	spigot
spike	maglakas-loob
spiked	pinahiran
spiky	spiky
spill	paagusin
spillin	NO TRANSLATION
spin	magsulid
spinach	spinach
spinal	panggulugod
spindle	suliran
spine	gulugod
spineless	walang spin
spinner	spinner
spinning	Umiikot
spinster	spinster
spiny	spiny
spiral	spiral
spire	maglakas-loob
spirit	espiritu
spirited	masigla
spirits	espiritu
spiritual	espirituwal
spirituality	kabanalan
spit	dumura
spite	kulob
spiteful	mapang-api
spitfire	kalituhan
spittoon	spittoon
splash	splash
splat	splat
splatter	magwilig
spleen	pali
splendid	kahanga-hanga
splendor	kaluwalhatian
splice	paghugpong
spline	spline
splint	magtaas
splinter	pamutol
split	nahati
splitting	paghahati
splurge	magmayabang
spoil	samsam
spoiler	spoiler
spoiling	spoiling
spoils	spoils
spoke	nagsalita
spoken	ginagamit
spokesman	tagapagsalita
spokesperson	tagapagsalita
sponge	punasan ng espongha
spongy	spongy
sponsor	sponsor
sponsorship	sponsorship
spontaneity	spontaneity
spontaneous	kusang-loob
spoof	panggagaya
spook	sumigaw
spooky	tulad ng nakakatakot
spool	spool
spoon	kutsara
spoonful	kutsarang
sporadic	paminsan-minsan
spore	spore
sport	isport
sporting	palakasan
sports	laro
sports car	Sasakyang Pampalakasan
sportsman	manlalaro
sportsmanship	sportsmanship
sportswriter	sportswriter
sporty	sporty
spot	lugar
spotless	walang bahid
spotlight	spotlight
spotted	nakita
spotter	spotter
spotty	batik-batik
spousal	asawa
spouse	asawa
spout	sumibol
sprain	pilay
sprawl	paggupit
spray	wisik
spread	kumalat
spreader	spreader
spree	pagsasaya
spring	tagsibol
springtime	springtime
sprinkle	dilig
sprinkler	pandilig
sprinkling	patubigan
sprint	sprint
sprite	engkanto
sprout	usbong
spruce	maglinis
spud	spud
spunk	spunk
spunky	matigas ang ulo
spur	mag-udyok
spurious	hindi totoo
spurred	tumulak
spurt	pumutok
spy	maniktik
squabble	magkakagulo
squad	pulutong
squadron	squadron
squall	squall
squamous	squamous
squander	mag-usisa
square	parisukat
squash	kalabasa
squat	maglupasay
squatter	squatter
squaw	squaw
squawk	squawk
squeak	sumigaw
squeaky	maalatiit
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	pisilin
squeezing	pigain
squelch	squelch
squid	pusit
squint	squint
squire	Squire
squirm	squirm
squirrel	ardilya
squirt	squirt
squish	squish
squishy	squishy
stab	stab
stabbed	stabbed
stability	katatagan
stabilize	patatagin
stabilizer	pampatatag
stable	matatag
staccato	staccato
stack	stack
stadium	istadyum
staff	mga tauhan
stag	stag
stage	yugto
stagecoach	stagecoach
stagehand	stagehand
stagger	magparagos
staggering	pagsuray
stagnant	stagnant
stagnation	pagwawalang-kilos
staid	tahimik
stain	mantsang
stained	marumi
stainless	hindi kinakalawang
stair	baitang
staircase	hagdanan
stairs	hagdan
stairway	hagdan
stairwell	stairwell
stake	taya
stakeout	stakeout
stale	lipas na
stalemate	pagkamatay
stalk	tangkay
stalker	stalker
stall	stall
stallion	kabayong lalaki
stalls	kuwadra
stalwart	matatag
stamina	lakas
stamp	stamp
stampede	stampede
stance	paninindigan
stand	tumayo
standard	pamantayan
standardize	ilagay sa pamantayan
standardized	Standardized
standby	standby
standing	nakatayo
standoff	standoff
standpoint	pananaw
standstill	tumigil
standup	tayo
stanza	stanza
staph	staph
staple	mga sangkap na hilaw
stapler	stapler
star	bituin
star fruit	balimbing
starboard	starboard
starch	almirol
stardom	nangungunang kalagayan sa dulaan
stardust	stardust
stare	tumitig
starfish	starfish
stargazing	pagninilay
staring	nakapako
stark	totoo
starlet	starlet
starlight	starlight
starling	starling
starry	kumikislap
stars	bituin
starship	starship
start	magsimula
starter	starter
startle	magulat ka
startled	nagulat
startling	nakagugulat
starvation	gutom
starve	mamatay sa gutom
starved	gutom
starving	gutom
stash	itago
stat	stat
state	estado
stately	marangal
statement	pahayag
stateroom	stateroom
stateside	stateside
statesman	estadista
static	static
staticky	NO TRANSLATION
statics	estatika
station	istasyon
stationary	nakatigil
stationery	stationery
statistic	istatistika
statistical	statistical
statistician	estatistiko
stator	stator
statuary	estatuwa
statue	rebulto
statuette	statuette
stature	tangkad
status	katayuan
statute	batas
statutory	ayon sa batas
staunch	staunch
stave	stave
stay	manatili
stayaway	NO TRANSLATION
stayed	nanatili
stays	mananatili
stead	kahalili
steadfast	matatag
steady	matatag
steak	steak
steakhouse	steak House
steal	magnakaw
stealing	pagnanakaw
stealth	stealth
stealthily	palihim
stealthy	pailalim
steam	singaw
steamboat	steamboat
steamer	bapor
steaming	steaming
steamroller	steamroller
steamship	steamship
steamy	masingaw
steel	bakal
steep	matarik
steeple	steeple
steer	patnubapan
steering	pagpipiloto
stellar	stellar
stem	stem
stench	stench
stencil	mag-istensil
stenographer	stenographer
step	hakbang
stepdaughter	anak na babae
stepfather	tiyuhin
stepmother	tiya
steppe	kapatagan
steps	hakbang
stepson	stepson
stereo	stereo
stereoscopic	stereoscopic
stereotype	estereotipo
stereotyped	stereotyped
sterile	sterile
sterility	sterility
sterilize	isterilisasyon
sterling	esterlina
stern	matigas
sternum	sternum
steroid	steroid
stethoscope	istetoskopyo
stew	nilagang
steward	tagapangasiwa
stewardess	tagapangasiwa
stewardship	pangangasiwa
stfu	stfu
stick	stick
sticker	sticker
sticking	nananatili
stickler	stickler
stickup	stickup
sticky	malagkit
stiff	matigas
stiffen	tumigas
stiffness	paninigas
stifle	stifle
stifled	stifled
stifling	stifling
stigma	mantsa
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	patay na patay
stillborn	patay na
stillness	katahimikan
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	stimulant
stimulate	pasiglahin
stimulating	stimulating
stimulation	pagpapasigla
stimulus	pampasigla
sting	sumakit ang damdamin
stinger	tibo
stinging	nakatutuya
stingy	kuripot
stink	mabaho
stinker	stinker
stinking	mabaho
stinky	stinky
stint	stint
stipend	stipend
stipulate	Nagtatakda
stipulation	tadhana
stir	gumalaw
stirring	pagpapakilos
stitch	tusok
stitching	stitching
stock	stock
stockade	tanggulan
stockbroker	stockbroker
stockholder	stockholder
stocking	medyas
stockings	medyas
stockpile	mag-stock
stockroom	stockroom
stocks	mga stock
stoic	stoic
stole	nakaagaw
stolen	ninakaw
stomach	tiyan
stomachache	sakit sa tiyan
stomp	stomp
stomped	stomped
stone	bato
stoned	binato
stonewall	stonewall
stoneware	stoneware
stony	mabato
stooge	stooge
stool	bangkito
stools	stools
stoop	yumuko
stoopid	stoopid
stop	ihinto
stopover	stopover
stoppage	pagtigil
stopper	pasak
stopping	pagtigil
stopwatch	stopwatch
storage	imbakan
store	mag-imbak
storefront	storefront
storehouse	kamalig
storeroom	bodega
storing	pagtatago
storm	bagyo
storming	sumasalakay
stormy	bagyo
story	kuwento
storybook	katipunan ng mga kuwento
storyteller	tagapagsalaysay
storytelling	pagkukuwento
stound	stound
stout	matapang
stove	kalan
stow	stow
stowaway	stowaway
straddle	sumaklang
straight	tuwid
straighten	ituwid
straightforward	tapat
straightway	kaagad
strain	pilay
strained	pilit
strait	kipot
straitjacket	straitjacket
straits	straits
strand	talim
stranded	maiiwan tayo
strange	kakaiba
stranger	estranghero
strangle	bigla
strangulation	pagsabog
strap	strap
strapless	strapless
strapping	matangkad
strata	sapin
strategic	strategic
strategist	strategist
strategy	diskarte
stratification	pagsasapinasyon
stratosphere	stratosphere
stratum	stratum
stratus	stratus
straw	dayami
strawberry	presa
stray	ligaw
streak	guhit
streaked	guhitan
stream	stream
streamer	palawit
streaming	streaming
streamline	talagusan
street	kalye
streetcar	trambya
streetlight	ilaw sa kalye
strength	lakas
strengthen	palakasin
strengthening	pagpapalakas
strenuous	masipag
strep	strep
stress	stress
stressed	stressed
stresses	stresses
stressfree	NO TRANSLATION
stressful	nakababahalang
stressin	NO TRANSLATION
stressing	stressing
stressrelief	NO TRANSLATION
stretch	kahabaan
stretcher	stretcher
stricken	Nakasakit
strict	mahigpit
stride	lumakad
strife	alitan
strike	welga
strikeout	strikeout
striker	mag-aaklas
striking	kapansin-pansin
strikingly	strikingly
string	string
strings	mga string
stringy	mahigpit
strip	strip
stripe	guhit
striped	may guhit
stripped	Nakuha
stripper	stripper
striptease	estriptis
strive	magsusumikap
strobe	strobe
stroke	stroke
stroll	maglakad
stroller	andador
strolling	naglalakad
strong	malakas
stronghold	muog
strongly	Mahigpit
structural	estruktura
structure	istraktura
strudel	strudel
struggle	pakikibaka
strut	strut
stub	stub
stubbed	stubbed
stubble	dayami
stubborn	matigas ang ulo
stubbornness	katigasan ng ulo
stubby	stubby
stucco	stucco
stuck	natigil
stuckup	NO TRANSLATION
stud	palahing kabayo
studded	studded
student	mag-aaral
studied	pinag-aralan
studio	studio
study	pag-aaral
stuff	bagay
stuffed animal	pinalamanan na hayop
stuffing	pagpupuno
stuffy	mababaw
stumble	matisod
stump	tuyo
stumped	stumped
stun	stun
stunned	masindak
stunner	stunner
stunning	nakamamanghang
stunt	sumugpo sa paglaki
stunted	tulog
stuntman	stuntman
stupefaction	stupefaction
stupefy	stupefy
stupendous	kamangha-mangha
stupid	bobo
stupidity	katangahan
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	kawalang-malay
sturdy	matibay
sturgeon	sturgeon
stutter	galit
sty	sty
style	estilo
styling	estilo
stylish	naka-istilong
stylist	estilista
suave	suave
sub	sub
subatomic	subatomic
subcommittee	sub-komisyon
subconscious	hindi malay
subcutaneous	pang-ilalim ng balat
subdivide	subdivide
subdivision	subdibisyon
subduction	subduction
subdue	subdue
subdued	subdued
subdural	subdural
subito	NO TRANSLATION
subject	paksa
subjected	nasasakupan
subjection	pagkasakop
subjective	subjective
subjugation	pagsupil
sublet	sublet
sublevel	sublevel
sublimation	pangingimbabaw
sublime	kahanga-hanga
subliminal	subliminal
submarine	submarino
submerge	lumubog
submerged	lubog
submersible	submersible
submission	pagsumite
submissive	mapagpakumbaba
submit	ipasa
submitting	pagsusumite
subordinate	subordinate
subordination	subordinasyon
subplot	subplot
subpoena	subpoena
subscribe	mag-subscribe
subscriber	subscriber
subscription	subscription
subsequence	kasunod
subsequent	kasunod
subsequently	pagkaraan
subservient	sunud-sunuran
subset	subset
subside	lumipas
subsidence	paghupa
subsidiary	subsidiary
subsidize	subsidize
subsidy	tulong na salapi
subsist	mananatili
subsistence	pag-iral
subsoil	subsoil
subspace	subspace
substance	sangkap
substandard	substandard
substantial	matibay
substantially	sa kalahatan
substantiate	patunayan
substantive	substantive
substation	substation
substitute	kapalit
substituted	pinalitan
substitution	pagpapalit
substructure	substructure
subterranean	sa ilalim ng lupa
subtext	subtext
subtitle	subtitle
subtle	banayad
subtlety	kapansin-pansin
subtract	ibawas
subtraction	pagbabawas
subtype	subtype
suburb	suburb
suburban	suburban
suburbia	suburbia
suburbs	suburbs
subversion	pagbabagsak
subversive	subversive
subvert	subvert
subway	subway
succeed	magtagumpay
succeeding	kasunod
success	tagumpay
successful	matagumpay
succession	sunod
successive	sunud-sunod
successor	kapalit
succinct	maikli
succubus	succubus
succulent	makatas
succumb	sumuko
suck	pagsuso
sucker	pasusuhin
sucking	ng sanggol
suckling	pasusuhin
sucks	sucks
suction	higop
sudden	bigla
suddenly	bigla
suds	suds
sue	maghain ng kahilingan
suede	suede
suffer	magdusa
sufferer	sufferer
suffering	paghihirap
suffice	magkasiya
sufficiency	kasapatan
sufficient	sapat
sufficiently	sapat
suffix	suffix
suffocate	humukay
suffocating	suffocating
suffocation	suffocation
sugar	asukal
suggest	iminumungkahi
suggestion	mungkahi
suggestive	nagpapahiwatig
suicidal	pagpapakamatay
suicide	pagpapakamatay
suicidebombing	NO TRANSLATION
suit	suit
suitable	angkop
suitcase	maleta
suite	suite
suitor	tagasunod
sulfate	sulpate
sulfur	asupre
sulk	sulk
sullen	sullen
sully	sully
sulphur	asupre
sultan	sultan
sultry	sultry
