Word	km
speeding	ល្បឿនលឿន
speedometer	ល្បឿន
speedway	ផ្លូវល្បឿនលឿន
speedy	លឿន
spell	អក្ខរាវិរុទ្ធ
spellbound	spellbound
spelling	អក្ខរាវិរុទ្ធ
spencer	spencer
spend	ចំណាយ
spender	ចំណាយ
spending	ការចំណាយ
spent	ចំណាយ
sperm	មេជីវិតឈ្មោល
spew	spew
sphere	ស្វ៊ែរ
spherical	ស្វ៊ែរ
sphincter	ស្វ៊ែរ
sphinx	sphinx
spic	spic
spice	គ្រឿងទេស
spicy	ហឺរ
spider	ពីងពាង
spiders	សត្វពីងពាង
spiffy	spiffy
spigot	spigot
spike	កើនឡើង
spiked	spiked
spiky	spiky
spill	កំពប់
spillin	NO TRANSLATION
spin	បង្វិល
spinach	spinach
spinal	ឆ្អឹងខ្នង
spindle	spindle
spine	ឆ្អឹងខ្នង
spineless	spineless
spinner	បង្វិល
spinning	បង្វិល
spinster	spinster
spiny	spiny
spiral	វង់
spire	spire
spirit	វិញ្ញាណ
spirited	វិញ្ញាណ
spirits	វិញ្ញាណ
spiritual	ខាងវិញ្ញាណ
spirituality	ខាងវិញ្ញាណ
spit	ស្ដោះទឹកមាត់
spite	ថ្វី
spiteful	ធ្វេសប្រហែស
spitfire	spitfire
spittoon	spittoon
splash	ស្វាគមន៍
splat	splat
splatter	ញែក
spleen	spleen
splendid	ដ៏ស្អាតអស្ចារ្យ
splendor	ភាពត្រចះត្រចង់
splice	ហៀរ
spline	spline
splint	ឆ្លៀត
splinter	splinter
split	បំបែក
splitting	ការបែងចែក
splurge	splurge
spoil	រឹបអូស
spoiler	spoiler
spoiling	ខូច
spoils	រង្វាន់
spoke	បាននិយាយ
spoken	និយាយ
spokesman	អ្នកនាំពាក្យ
spokesperson	អ្នកនាំពាក្យ
sponge	អេប៉ុង
spongy	spongy
sponsor	អ្នកឧបត្ថម្ភ
sponsorship	ការឧបត្ថម្ភ
spontaneity	ដោយឯកឯង
spontaneous	spontaneous
spoof	spoof
spook	spook
spooky	spooky
spool	ស្ពូល
spoon	ស្លាបព្រា
spoonful	ស្លាបព្រា
sporadic	ប្លែកៗ
spore	spore
sport	កីឡា
sporting	កីឡា
sports	កីឡា
sports car	ឡាន​ស្ព័​រ
sportsman	កីឡា
sportsmanship	កីឡា
sportswriter	sportsswriter
sporty	កីឡា
spot	កន្លែង
spotless	ឥតខ្ចោះ
spotlight	ការយកចិត្តទុកដាក់
spotted	បាន​ប្រទះឃើញ
spotter	ចាងហ្វាង
spotty	ចាំង
spousal	ស្វាមីភរិយា
spouse	ប្តីប្រពន្ធ
spout	spout
sprain	sprain
sprawl	sprawl
spray	បាញ់
spread	រីករាលដាល
spreader	spreader
spree	spree
spring	និទាឃរដូវ
springtime	និទាឃរដូវ
sprinkle	sprinkle
sprinkler	sprinkler
sprinkling	sprinkling
sprint	sprint
sprite	sprite
sprout	ពន្លក
spruce	spruce
spud	spud
spunk	spunk
spunky	spunky
spur	ជំរុញ
spurious	មិនពិត
spurred	ជំរុញ
spurt	spurt
spy	ចារកម្ម
squabble	បង្ក្រាប
squad	ក្រុម
squadron	កងអនុសេដ
squall	squall
squamous	squamous
squander	squander
square	ការ៉េ
squash	ការបំផ្លាញ
squat	squat
squatter	squatter
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	សូន្យ
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	squeeze
squeezing	ច្របាច់
squelch	squelch
squid	មឹក
squint	squint
squire	squire
squirm	squirm
squirrel	កំប្រុក
squirt	squirt
squish	squish
squishy	squishy
stab	ចាក់
stabbed	ចាក់
stability	ស្ថេរភាព
stabilize	ស្ថេរភាព
stabilizer	ស្ថេរភាព
stable	មានស្ថេរភាព
staccato	staccato
stack	ជង់
stadium	កីឡដ្ឋាន
staff	បុគ្គលិក
stag	ថូ
stage	ដំណាក់កាល
stagecoach	stagecoach
stagehand	stagehand
stagger	ខឹង
staggering	គួរឱ្យភ្ញាក់ផ្អើល
stagnant	ផ្អាក
stagnation	ស្ថេរភាព
staid	បាន
stain	ស្នាមប្រឡាក់
stained	ស្នាមប្រឡាក់
stainless	អ៊ីណុក
stair	ជណ្តើរ
staircase	ជណ្តើរ
stairs	ជណ្តើរ
stairway	ជណ្ដើរ
stairwell	ជណ្តើរ
stake	ភាគហ៊ុន
stakeout	ការចោទប្រកាន់
stale	stale
stalemate	ជាប់គាំង
stalk	stalk
stalker	stalker
stall	តូប
stallion	Stallion
stalls	តូប
stalwart	stalwart
stamina	កម្លាំង
stamp	ត្រា
stampede	រត់ជាន់គ្នា
stance	ជំហរ
stand	ឈរ
standard	ស្តង់ដារ
standardize	ស្ដង់ដារ
standardized	ស្ដង់ដារ
standby	ប្រចាំ​ការ
standing	ឈរ
standoff	ការតស៊ូ
standpoint	ទស្សនៈ
standstill	ជាប់គាំង
standup	ក្រោកឈរ
stanza	stanza
staph	ស្ទះ
staple	staple
stapler	stapler
star	ផ្កាយ
star fruit	ផ្លែ​ស្ពឺ
starboard	starboard
starch	ម្សៅ
stardom	ឋានសួគ៌
stardust	stardust
stare	សម្លឹងមើល
starfish	starfish
stargazing	stargazing
staring	សម្លឹងមើល
stark	ស្រឡះ
starlet	starlet
starlight	ផ្កាយពន្លឺ
starling	starling
starry	ផ្កាយ
stars	ផ្កាយ
starship	ផ្កាយ
start	ចាប់ផ្តើម
starter	ចាប់ផ្តើម
startle	គួរឱ្យភ្ញាក់ផ្អើល
startled	ភ្ញាក់ផ្អើល
startling	ភ្ញាក់ផ្អើល
starvation	ការអត់ឃ្លាន
starve	អត់ឃ្លាន
starved	អត់ឃ្លាន
starving	starving
stash	stash
stat	ស្ថិតិ
state	រដ្ឋ
stately	ដ៏រុងរឿង
statement	សេចក្តីថ្លែងការណ៍
stateroom	stateroom
stateside	stateside
statesman	រដ្ឋបុរស
static	ឋិតិវន្ត
staticky	NO TRANSLATION
statics	ឋិតិវន្ត
station	ស្ថានីយ៍
stationary	ស្ថានី
stationery	សម្ភារៈការិយាល័យ
statistic	ស្ថិតិ
statistical	ស្ថិតិ
statistician	ស្ថិតិ
stator	stator
statuary	រូបសំណាក
statue	រូបសំណាក
statuette	រូបចម្លាក់
stature	កំពស់
status	ស្ថានភាព
statute	លក្ខន្តិកៈ
statutory	ច្បាប់
staunch	យ៉ាងខ្ជាប់ខ្ជួន
stave	ដួល
stay	ស្នាក់នៅ
stayaway	NO TRANSLATION
stayed	ស្នាក់នៅ
stays	ស្នាក់នៅ
stead	stead
steadfast	រឹងមាំ
steady	ស្ថិរភាព
steak	សាច់អាំង
steakhouse	ឆែក
steal	លួច
stealing	លួច
stealth	លាក់បាំង
stealthily	stealthily
stealthy	លាក់បាំង
steam	ចំហាយ
steamboat	steamboat
steamer	ចំហាយ
steaming	ចំហុយ
steamroller	steamroller
steamship	steamship
steamy	ចំហុយ
steel	ដែក
steep	ចោត
steeple	steeple
steer	ចង្អុលបង្ហាញ
steering	ចង្កូត
stellar	ផ្កាយ
stem	ដើម
stench	ក្លិនស្អុយ
stencil	ស្គ្រីន
stenographer	អ្នកវិទ្យាសាស្ត្រ
step	ជំហាន
stepdaughter	កូនស្រីចុង
stepfather	ឪពុកចុង
stepmother	ម្តាយចុងមាត់
steppe	steppe
steps	ជំហាន
stepson	stepson
stereo	ស្តេរ៉េអូ
stereoscopic	stereoscopic
stereotype	ស្ទូរីធី
stereotyped	stereotyped
sterile	មាប់មគ
sterility	គានកូនគា
sterilize	មាប់មគ
sterling	sterling
stern	តឹង
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	នំ
steward	អ្នកចាត់ចែង
stewardess	អ្នកត្រួតត្រា
stewardship	ការទទួលខុសត្រូវ
stfu	stfu
stick	ឈើ
sticker	ស្លាក
sticking	ជាប់
stickler	stickler
stickup	ជាប់
sticky	ស្អិត
stiff	រឹង
stiffen	រឹង
stiffness	រឹង
stifle	stifle
stifled	រារាំង
stifling	stifling
stigma	ការមាក់ងាយ
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	ទារកស្លាប់
stillborn	នៅតែស្លាប់
stillness	ភាពស្ងប់ស្ងាត់
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	ភ្នាក់ងាររំញោច
stimulate	ជំរុញ
stimulating	ភ្ញោច
stimulation	stimulation
stimulus	stimulus
sting	ចំពុះ
stinger	stinger
stinging	ពន់ពេក
stingy	ខឹង
stink	ស្អុយរលួយ
stinker	stinker
stinking	ផឹក
stinky	stinky
stint	stint
stipend	ប្រាក់ឧបត្ថម្ភ
stipulate	stipulate
stipulation	stipulation
stir	កូរ
stirring	stirring
stitch	ដេរ
stitching	សន្លាក់
stock	ភាគហ៊ុន
stockade	ស្តុក
stockbroker	stockbroker
stockholder	ម្ចាស់ភាគហ៊ុន
stocking	ស្តុក
stockings	ជើង
stockpile	ស្តុក
stockroom	បន្ទប់ស្តុក
stocks	ភាគហ៊ុន
stoic	stoic
stole	លួច
stolen	លួច
stomach	ក្រពះ
stomachache	ឈឺពោះ
stomp	ដើរ
stomped	ដើរ
stone	ថ្ម
stoned	គប់ដុំថ្ម
stonewall	កំផែង​ថ្ម
stoneware	ថ្ម
stony	ថ្ម
stooge	stooge
stool	លាមក
stools	លាមក
stoop	stoop
stoopid	stoopid
stop	បញ្ឈប់
stopover	ឈប់សំរាក
stoppage	ឈប់
stopper	stopper
stopping	កំពុងឈប់
stopwatch	នាឡិកាកំណត់ម៉ោង
storage	ការផ្ទុក
store	ហាង
storefront	storefront
storehouse	ឃ្លាំង
storeroom	storeroom
storing	រក្សាទុក
storm	ព្យុះ
storming	ព្យុះ
stormy	ព្យុះ
story	រឿង
storybook	សៀវភៅរឿង
storyteller	អ្នកនិទានរឿង
storytelling	រឿងនិទាន
stound	គាំង
stout	stout
stove	ចង្ក្រាន
stow	stow
stowaway	stowaway
straddle	straddle
straight	ត្រង់
straighten	ង់
straightforward	ត្រង់
straightway	ភ្លាម
strain	សំពាធ
strained	តឹង
strait	ស្ទឹង
straitjacket	តុក្កតា
straits	ចង្អៀត
strand	strand
stranded	រារាំង
strange	ចម្លែក
stranger	ជន​ចម្លែក
strangle	ច្រមុះ
strangulation	រហែក
strap	ខ្សែ
strapless	ខ្សែក
strapping	រុំ
strata	strata
strategic	យុទ្ធសាស្ត្រ
strategist	អ្នកយុទ្ធសាស្ត្រ
strategy	យុទ្ធសាស្ត្រ
stratification	stratification
stratosphere	stratosphere
stratum	ស្រទាប់
stratus	stratus
straw	ចំបើង
strawberry	strawberry
stray	វង្វេង
streak	ស្ទ្រីម
streaked	ស្ទ្រីម
stream	ស្ទ្រីម
streamer	ស្ទ្រីម
streaming	ស្ទ្រីម
streamline	ស្ទ្រីម
street	ផ្លូវ
streetcar	រថយន្តផ្លូវ
streetlight	streetlight
strength	កម្លាំង
strengthen	ពង្រឹង
strengthening	ពង្រឹង
strenuous	រឹងមាំ
strep	strep
stress	ភាពតានតឹង
stressed	បានសង្កត់ធ្ងន់
stresses	ភាពតានតឹង
stressfree	NO TRANSLATION
stressful	ភាពតានតឹង
stressin	NO TRANSLATION
stressing	បញ្ជាក់
stressrelief	NO TRANSLATION
stretch	stretch
stretcher	កង់
stricken	រងផលប៉ះពាល់
strict	តឹងរ៉ឹង
stride	ការ​បោះជំហាន
strife	ជម្លោះ
strike	កូដកម្ម
strikeout	កូដកម្ម
striker	ខ្សែប្រយុទ្ធ
striking	ទាក់ទាញ
strikingly	strikingly
string	ខ្សែអក្សរ
strings	ខ្សែអក្សរ
stringy	ខ្សែអក្សរ
strip	បន្ទះ
stripe	ឆ្នូត
striped	ឆ្នូត
stripped	ដកហូត
stripper	ខ្សែរូត
striptease	striptease
strive	ខិតខំ
strobe	strobe
stroke	ខួរក្បាល
stroll	ដើរ
stroller	stroller
strolling	ដើរ
strong	ខ្លាំង
stronghold	បន្ទាយ
strongly	យ៉ាងខ្លាំង
structural	រចនាសម្ព័ន្ធ
structure	រចនាសម្ព័ន្ធ
strudel	strudel
struggle	តស៊ូ
strut	strut
stub	stub
stubbed	បានលួច
stubble	stubble
stubborn	រឹងរូស
stubbornness	រឹងចចេស
stubby	stubby
stucco	stucco
stuck	ជាប់គាំង
stuckup	NO TRANSLATION
stud	stud
studded	studded
student	សិស្ស
studied	បានសិក្សា
studio	ស្ទូឌីយោ
study	ការសិក្សា
stuff	វត្ថុ
stuffed animal	សត្វ stuffed
stuffing	stuffing
stuffy	តឹង
stumble	ជំពប់ដួល
stump	ដើម
stumped	stumped
stun	ភ្ញាក់ផ្អើល
stunned	ភ្ញាក់ផ្អើល
stunner	stunner
stunning	គួរឱ្យភ្ញាក់ផ្អើល
stunt	តានតឹង
stunted	stunted
stuntman	អ្នករត់ម៉ូតូឌុប
stupefaction	stupefaction
stupefy	stupefy
stupendous	stupendous
stupid	ឆោតល្ងង់
stupidity	ល្ងង់ខ្លៅ
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	ងងុយដេក
sturdy	រឹងមាំ
sturgeon	ស្ទ័រហ្គោន
stutter	រអាក់រអួល
sty	sty
style	រចនាប័ទ្ម
styling	រចនាប័ទ្ម
stylish	ទាន់សម័យ
stylist	អ្នករចនាម៉ូត
suave	ផ្អែមល្ហែម
sub	អនុ
subatomic	subatomic
subcommittee	អនុគណៈកម្មការ
subconscious	subconscious
subcutaneous	ក្រោមស្បែក
subdivide	subdivide
subdivision	ផ្នែករង
subduction	subduction
subdue	subdue
subdued	subdued
subdural	subdural
subito	NO TRANSLATION
subject	ប្រធានបទ
subjected	ទទួលរង
subjection	ការចុះចូល
subjective	ប្រធានបទ
subjugation	subjugation
sublet	បន្ទុក
sublevel	កម្រិតទាប
sublimation	sublimation
sublime	sublime
subliminal	subliminal
submarine	នាវាមុជទឹក
submerge	លិច
submerged	លិចទឹក
submersible	អាចបញ្ចូលបាន
submission	ការដាក់ស្នើ
submissive	ចុះចូល
submit	ដាក់ស្នើ
submitting	ដាក់ស្នើ
subordinate	ក្រោម
subordination	នាប់បនំ
subplot	subplot
subpoena	ដីកាបង្គាប់
subscribe	ជាវ
subscriber	អតិថិជន
subscription	ការជាវ
subsequence	បន្តបន្ទាប់
subsequent	ជាបន្តបន្ទាប់
subsequently	ជាបន្តបន្ទាប់
subservient	subservient
subset	សំណុំរង
subside	subside
subsidence	ចុះខ្សោយ
subsidiary	បុត្រសម្ព័ន្ធ
subsidize	ឧបត្ថម្ភធន
subsidy	ការឧបត្ថម្ភ
subsist	រស់នៅ
subsistence	ចិញ្ចឹមជីវិត
subsoil	subsoil
subspace	ចន្លោះរង
substance	សារធាតុ
substandard	ស្តង់ដា
substantial	ច្រើន
substantially	យ៉ាងខ្លាំង
substantiate	បញ្ជាក់
substantive	សំខាន់
substation	ស្ថានីយ៍
substitute	ជំនួស
substituted	ជំនួស
substitution	ជំនួស
substructure	substructure
subterranean	ក្រោមដី
subtext	subtext
subtitle	ចំណងជើងរង
subtle	ទន់ភ្លន់
subtlety	ល្បិចកល
subtract	ដក
subtraction	ការដក
subtype	ប្រភេទរង
suburb	ជាយក្រុង
suburban	ជាយក្រុង
suburbia	suburbia
suburbs	ជាយក្រុង
subversion	ការបង្ក្រាប
subversive	វិទ្ធង្សនា
subvert	បង្ក្រាប
subway	រថភ្លើងក្រោមដី
succeed	ជោគជ័យ
succeeding	ទទួលបានជោគជ័យ
success	ជោគជ័យ
successful	ជោគជ័យ
succession	ជោគជ័យ
successive	បន្តបន្ទាប់
successor	អ្នកស្នងតំណែង
succinct	សង្ខេប
succubus	succubus
succulent	ទឹកដម
succumb	ចុះចាញ់
suck	បៀម
sucker	sucker
sucking	ស្រូប
suckling	suckling
sucks	បៀម
suction	បឺត
sudden	រំពេច
suddenly	ភ្លាមៗ
suds	ស៊ូ
sue	ប្តឹង
suede	ប្តឹង
suffer	រងទុក្ខ
sufferer	អ្នកជំងឺ
suffering	រងទុក្ខ
suffice	គ្រប់គ្រាន់
sufficiency	គ្រប់គ្រាន់
sufficient	គ្រប់គ្រាន់
sufficiently	គ្រប់គ្រាន់
suffix	បច្ច័យ
suffocate	ថប់ដង្ហើម
suffocating	suffocating
suffocation	ការថប់ដង្ហើម
sugar	ស្ករ
suggest	ស្នើ
suggestion	សំណើ
suggestive	ផ្តល់យោបល់
suicidal	ធ្វើអត្តឃាត
suicide	ការធ្វើអត្តឃាត
suicidebombing	NO TRANSLATION
suit	ឈុត
suitable	សមរម្យ
suitcase	វ៉ា​លី
suite	ឈុត
suitor	suitor
sulfate	ស៊ុលហ្វាត
sulfur	ស្ពាន់ធ័រ
sulk	sulk
sullen	sullen
sully	sully
sulphur	ស្ពាន់ធ័រ
sultan	ស៊ុលតង់
sultry	sultry
sum	ផលបូក
summarily	សង្ខេប
summarize	សង្ខេប
summary	សង្ខេប
summation	summation
summer	រដូវក្តៅ
summerhouse	ផ្ទះ​រដូវ​ក្តៅ
summertime	រដូវក្តៅ
summit	កិច្ចប្រជុំកំពូល
summon	កោះហៅ
summons	ការកោះហៅ
sumo	sumo
sump	បាស
sumptuous	sumptuous
sun	ព្រះអាទិត្យ
sunbeam	ពន្លឺព្រះអាទិត្យ
sunburn	ការ sunburn
sundae	sundae
sunday	ថ្ងៃអាទិត្យ
sundial	នាឡិការ
sundown	ថ្ងៃលិច
sundry	ពីដើម
sunflower	ផ្កាឈូករ័ត្ន
sunglass	sunglass
sunglasses	វ៉ែនតា
sunk	លិច
sunken	លិច
sunless	គ្មាន sunless
sunlight	ពន្លឺព្រះអាទិត្យ
sunny	មានពន្លឺថ្ងៃ
sunrise	ព្រះអាទិត្យរះ
sunroof	sunroof
sunscreen	ឡេការពារកម្តៅថ្ងៃ
sunset	ថ្ងៃលិច
sunshine	ពន្លឺព្រះអាទិត្យ
suntan	suntan
sunup	ព្រះអាទិត្យរះ
sup	sup
super	ល្អ
superannuation	ប្រាក់សោធននិវត្តន៍
superb	ល្អ
superficial	រាក់
superfluous	នាំអោយ
superhero	វីរបុរស
superhuman	superhuman
superimposed	superimposed
superintendent	អគ្គនាយក
superior	ខ្ពស់
superiority	ឧត្តមភាព
superlative	ល្អបំផុត
superman	superman
supermarket	ផ្សារទំនើប
supermodel	supermodel
supernatant	supernatant
supernatural	ជំនឿអរូបី
supernova	supernova
superposition	ធុង
superpower	មហាអំណាច
supersede	ជំនួស
superstar	ផ្កាយ
superstition	អបិយជំនឿ
superstitious	អាថ៌កំបាំង
superstore	superstore
supervise	ត្រួតពិនិត្យមើល
supervision	ការត្រួតពិនិត្យ
supervisor	អ្នកគ្រប់គ្រង
supper	អាហារពេលល្ងាច
suppertime	អាហារពេលល្ងាច
supplant	ជំនួស
supple	បន្ថែម
supplement	អាហារបំប៉ន
supplemental	បន្ថែម
supplementary	បន្ថែម
supplication	ការអង្វរ
supplier	អ្នកផ្គត់ផ្គង់
supplies	ផ្គត់ផ្គង់
supply	ផ្គត់ផ្គង់
support	ការគាំទ្រ
supported	គាំទ្រ
supporter	អ្នកគាំទ្រ
supporters	អ្នកគាំទ្រ
supporting	ការគាំទ្រ
supportive	គាំទ្រ
suppose	ឧបមា
supposed	សន្មត់
supposing	ឧបមាថា
supposition	ការសន្និដ្ឋាន
suppress	បង្ក្រាប
suppression	ការបង្ក្រាប
supremacy	កំពូល
supreme	កំពូល
supremely	យ៉ាងខ្លាំង
surcharge	ការគិតប្រាក់បន្ថែម
sure	ប្រាកដ
surety	ប្រាកដ
surf	surf
surface	ផ្ទៃ
surfboard	ផ្ទាំងទឹកកក
surfer	ហើរ
surge	កើនឡើង
surgeon	គ្រូពេទ្យវះកាត់
surgery	ការវះកាត់
surgical	វះកាត់
surly	ខ្លាំង
surmise	ស្រង់សម្តី
surname	នាមត្រកូល
surpassing	លើស
surplus	អតិរេក
surprise	ភ្ញាក់ផ្អើល
surprised	ភ្ញាក់ផ្អើល
surprises	ភ្ញាក់ផ្អើល
surprising	ការ​ភ្ញាក់ផ្អើល
surprisingly	គួរ​ឱ្យ​ភ្ញាក់ផ្អើល
surreal	surreal
surrender	ចុះចាញ់
surrendering	ចុះចាញ់
surrogate	surrogate
surround	ជុំវិញ
surrounding	ជុំវិញ
surroundings	ជុំវិញ
surveillance	ការឃ្លាំមើល
survey	ការស្ទង់មតិ
surveying	ការស្ទង់មតិ
surveyor	អ្នកអង្កេត
survival	ការរស់រានមានជីវិត
survive	រស់
surviving	រស់រានមានជីវិត
survivor	អ្នករស់រានមានជីវិត
susceptibility	ងាយនឹងកើត
susceptible	ងាយ
sushi	sushi
suspect	សង្ស័យ
suspected	សង្ស័យ
suspend	ផ្អាក
suspended	ផ្អាក
suspenders	ផ្អាក
suspense	ការផ្អាក
suspension	ផ្អាក
suspicion	សង្ស័យ
suspicions	ការសង្ស័យ
suspicious	សង្ស័យ
sustain	ទ្រទ្រង់
sustained	ទ្រទ្រង់
sustenance	ជីវភាព
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	លេប
swami	swami
swamp	swamp
swamped	ហូរ
swampy	swampy
swan	swan
swank	swank
swap	ប្ដូរ
swarm	swarm
swarming	swarming
swastika	swastika
swat	swat
sway	ស្រែក
swear	ស្បថ
swearing	ស្បថ
sweat	ញើស
sweater	អាវយឺត
sweating	ញើស
sweatshirt	អាវទ្រនាប់
sweatshop	sweatshop
sweaty	ញើស
sweep	បោសសំអាត
sweeper	sweeper
sweeping	sweeping
sweet	ផ្អែម
sweeten	ផ្អែម
sweetened	ផ្អែម
sweetener	ផ្អែម
sweetest	ផ្អែមល្ហែម
sweetheart	ស្នេហ៍
sweetie	sweetie
sweetness	ផ្អែម
sweets	បង្អែម
swell	ហើម
swelling	ហើម
sweltering	sweltering
swerve	swerve
swift	រហ័ស
swiftly	យ៉ាងរហ័ស
swig	swig
swill	swill
swim	ហែល
swimmer	ហែលទឹក
swimming	ហែលទឹក
swimsuit	ឈុត​ហែលទឹក
swindle	swindle
swindler	swindler
swine	ជ្រូក
swing	តំលៃ
swinger	swinger
swinging	តំលៃ
swipe	អូស
swirl	swirl
swish	swish
switch	ប្ដូរ
switchblade	switchblade
switchboard	switchboard
swivel	បង្វិល
swollen	ហើម
swoon	បញ្ច្រាស
swoop	swoop
sword	ដាវ
swordfish	ដាប់ត្រី
swordplay	swordplay
swordsman	ដាវ
sycamore	sycamore
syllable	ព្យាង្គ
syllabus	គរុកោសល្យ
symbiotic	symbiotic
symbol	និមិត្តសញ្ញា
symbolic	និមិត្តសញ្ញា
symbolically	និមិត្តសញ្ញា
symbolism	និមិត្តសញ្ញា
symbolize	និមិត្តសញ្ញា
symmetric	ស៊ីមេទ្រី
symmetrical	ស៊ីមេទ្រី
symmetry	ស៊ីមេទ្រី
sympathetic	អាណិតអាសូរ
sympathize	អាណិតអាសូរ
sympathy	ការអាណិតអាសូរ
symphonic	symphonic
symphony	អាណិតអាសូរ
symposium	សន្និសិទ
symptom	រោគសញ្ញា
symptomatic	រោគសញ្ញា
synagogue	សាលាប្រជុំ
synapse	synapse
synaptic	synaptic
sync	ធ្វើសមកាលកម្ម
synchronize	ធ្វើសមកាលកម្ម
synchronous	ធ្វើសមកាលកម្ម
syncope	syncope
syndicate	syndicate
syndrome	ជម្ងឺ
synergistic	synergistic
synergy	ការរួមបញ្ចូល
synod	Synod
synonym	មានន័យដូច
synonymous	មានន័យដូច
synopsis	synopsis
synoptic	synoptic
syntax	វាក្យសម្ពន្ធ
synthesis	សំយោគ
synthesizer	ឧបករណ៍សំយោគ
synthetic	សំយោគ
syphilis	រោគស្វាយ
syringe	សឺរាុំង
syrup	ស៊ីរ៉ូ
system	ប្រព័ន្ធ
systematic	ប្រព័ន្ធ
systematically	ប្រព័ន្ធ
t-shirt	អាវយឺត
tab	ផ្ទាំង
tabasco	tabasco
tabby	tabby
tabernacle	រោងឧបោសថ
table	តារាង
tableau	NO TRANSLATION
tablecloth	តុក
tablespoon	ស្លាបព្រា
tablet	កុំព្យូទ័របន្ទះ
tableware	តារាងចំណី
tabloid	tabloid
taboo	បម្រាម
tabular	តារាង
tabulate	tabulate
tabulation	tabulation
tachometer	tachometer
tacit	tacit
tack	tack
tackle	ដោះស្រាយ
tackled	ដោះស្រាយ
tackling	ដោះស្រាយ
tacky	tacky
taco	តាកូ
tact	tact
tactful	tactful
tactic	tactical
tactical	យុទ្ធសាស្ត្រ
tactics	យុទ្ធសាស្ត្រ
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	ស្លាក
tail	កន្ទុយ
tailed	កន្ទុយ
tailgate	tailgate
tailings	សំណល់
taillight	taillight
tailor	ជាងកាត់ដេរ
tailoring	កាត់ដេរ
tailpipe	tailpipe
taint	taint
take	យក
takeoff	ចេញ
takeout	takeout
takeover	គ្រប់គ្រង
taker	អ្នកយក
talcum	talcum
tale	រឿងនិទាន
talent	ទេពកោសល្យ
talented	មានទេពកោសល្យ
talisman	talisman
talk	និយាយ
talkative	និយាយគ្នា
talker	អ្នកនិយាយ
tall	ខ្ពស់
tallies	គិតសរុប
tallow	កំពស់
tally	សរុប
talon	បាល់
talons	NO TRANSLATION
tambourine	តៀមស្រា
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	រំខាន
tampon	tampon
tan	តាន់
tandem	រួមគ្នា
tang	តាង
tangent	តង់សង់
tangerine	សាច់ក្រក
tangible	ជាក់ស្តែង
tangle	tangle
tangled	តឹងតែង
tango	តង់ហ្គោ
tank	ធុង
tank top	ធុងកំពូល
tanker	រថក្រោះ
tanned	ហាន់
tantalizing	tantalizing
tantamount	tantamount
tantrum	កំហឹង
taoism	ល
tap	ប៉ះ
tape	កាសែត
tape measure	រង្វាស់កាសែត
taper	ពន្លឿន
tapering	កាត់បន្ថយ
tapestry	tapestry
tapeworm	tapeworm
tapioca	ទំពាំងបាយជូរ
taps	taps
tar	tar
tarantula	tarantula
tardiness	យឺត
tardy	យឺត
target	គោលដៅ
targeted	គោលដៅ
targeting	កំណត់គោលដៅ
tariff	ពន្ធ
tarmac	tarmac
tarnish	ងងឹត
tarot	tarot
tarp	NO TRANSLATION
tarry	រង់ចាំ
tart	tart
tartan	tartan
tartar	tartar
task	ភារកិច្ច
tassel	រំយោល
taste	រសជាតិ
tasteful	មានរសជាតិឆ្ងាញ់
tasteless	គ្មានរសជាតិ
tasting	រសជាតិ
tasty	ហ៊ាន
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	ស្នាមសាក់
taught	បានបង្រៀន
taunt	ទាត់
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawdry
tawny	តាយី
tax	ពន្ធ
taxed	ពន្ធ
taxi	តាក់ស៊ី
taxicab	taxicab
taxonomy	វត្តិករសាស្ត្រ
taxpayer	អ្នកជាប់ពន្ធ
tea	តែ
teach	បង្រៀន
teacher	គ្រូបង្រៀន
teaching	ការបង្រៀន
teacup	ទឹក
teahouse	ហាងកាហ្វេ
teal	teal
team	ក្រុម
teamjesus	NO TRANSLATION
teammate	មិត្តរួមក្រុម
teamwork	ការងារជាក្រុម
teapot	ទឹកដោះគោ
tear	រហែក
tearful	យំ
tearsofjoy	NO TRANSLATION
teary	នាងកំពុងស្រក់ទឹក
tease	កំប្លែង
teaser	teaser
teasing	កំប្លែង
teaspoon	ស្លាបព្រាកាហ្វេ
teat	ទឹកដោះ
teatime	teatime
tech	បច្ចេកវិទ្យា
technical	បច្ចេកទេស
technicality	បច្ចេកទេស
technician	អ្នកបច្ចេកទេស
technique	បច្ចេកទេស
techno	techno
technological	បច្ចេកវិទ្យា
technology	បច្ចេកវិទ្យា
ted	ted
teddy bear	ខ្លាឃ្មុំ Teddy
tedious	ធុញទ្រាន់
tedium	tedium
tee	អាវ
teeming	teeming
teen	ក្មេងជំទង់
