Word	bg
rapping	рапиране
rapport	NO TRANSLATION
rapt	прехласнат
raptor	граблива птица
raptors	грабливи птици
rapture	възторг
rare	рядък
rarely	Рядко
rarity	рядкост
rascal	калпазанин
rash	обрив
raspberries	малини
raspberry	малина
rat	плъх
ratchet	тресчотка
rate	скорост
ratification	ратифициране
ratify	ратифицират
rating	оценка
ratio	съотношение
ration	дажба
rational	рационален
rationale	обосновка
rationalism	рационализъм
rationality	рационалност
rationalize	рационализирам
rationing	разпределяне на дажби
rattan	ратан
rattle	дрънкалка
rattled	разтърси
rattler	гърмяща змия
rattlesnake	гърмяща змия
ratty	овехтял
raucous	шумен
ravage	грабя
rave	рейв
raven	гарван
ravenous	гладен
ravine	клисура
raving	не на себе си
ravioli	равиоли
ravishing	пленителен
raw	суров
rawhide	сурова кожа
rawr	rawr
ray	лъч
razor	бръснач
reach	достигнат
react	реагирам
reaction	реакция
reactionary	реакционер
reactive	реактивен
reactor	реактор
read	Прочети
reader	четец
readership	доцентура
readily	лесно
readiness	готовност
reading	четене
readjustment	приспособяване
readout	чети на глас
ready	готов
readytogo	готов да тръгвам
reaffirm	потвърждавам
reagent	реагент
real	реален
realism	реализъм
realist	реалист
realistic	реалистичен
reality	реалност
realization	реализиране
realize	осъзнавам
realm	царство
realtor	недвижимост
realty	недвижими имоти
ream	зенкеровам
reap	жъна
reaper	жътварка
reappear	се появи отново
rear	заден
rearrange	пренареждам
rearrangement	пренареждане
reason	причина
reasonable	разумен
reasonableness	разумност
reasoning	обосновавам се
reasons	причини
reassemble	събирам отново
reassign	преназначаване
reassignment	преназначаване
reassurance	успокоение
reassure	успокоявам
reassured	успокоен
reassuring	успокояващо
rebate	отстъпка
rebel	бунтовник
rebellion	бунт
rebellious	бунтарски
rebels	бунтовници
rebirth	прераждане
reboot	рестартиране
reborn	прероди
rebound	отскок
rebuild	възстановяване
rebuke	порицание
rebut	оборвам
rebuttal	опровержение
recalcitrant	своеволен
recall	припомням си
recant	отрекат
recap	рекапитулация
recapture	изживявам отново
recast	преработване
recede	оттеглям се
receding	отдръпването
receipt	касова бележка
receipts	постъпления
receive	получавам
received	приет
receiver	приемник
receiving	получаване
recent	скорошен
receptacle	контейнер
reception	приемане
receptionist	рецепционист
receptive	възприемчив
receptor	рецептор
recess	вдлъбнатина
recesses	пазви
recession	спад
recharge	презареждане
recheck	проверете
recherche	NO TRANSLATION
recidivism	рецидивизъм
recipe	рецепта
recipient	получател
reciprocal	реципрочен
reciprocate	отвръщам
reciprocity	взаимност
recital	рецитал
recitation	рецитация
recite	рецитирам
reckless	безразсъден
recklessness	безразсъдство
reckon	смятам
reckoning	смятане
reclaim	възвърнат
reclamation	регенериране
recline	опирам
reclining	полулегнал
recluse	отшелник
recognition	признаване
recognizable	познаваем
recognize	разпознава
recognized	разпознат
recoil	откат
recollect	идвам на себе си
recollection	припомняне
recombinant	рекомбинантен
recombination	рекомбинация
recommend	Препоръчвам
recommendation	препоръка
recompense	отплата
recon	Recon
reconcile	съгласува
reconciliation	помирение
reconfigure	преконфигурира
reconnaissance	разузнаване
reconnect	свържете отново
reconsider	преразгледа
reconsideration	преразглеждане
reconstitution	разтваряне
reconstruct	реконструирам
reconstruction	реконструкция
reconstructive	възстановителен
reconvene	свикани отново
record	рекорд
recorder	магнетофон
recording	запис
recount	разправям
recoup	компенсирам
recourse	прибягване
recover	възвръщам
recoverable	възстановима
recovery	възстановяване
recreate	развличам
recreation	развлечение
recreational	за развлечение
recruit	новобранец
recruiter	работодател
recruiting	набиране
recruitment	подбор на персонал
recruits	новобранци
rectal	ректално
rectangle	правоъгълник
rectangular	правоъгълен
rectification	поправка
rectify	поправи
rector	ректор
rectory	жилище на енорийски пастор
rectum	ректум
recumbent	легнал
recuperation	рекуперация
recur	повтори
recurrence	повтаряне
recurrent	повтарящ се
recurring	повтарящ се
recursion	рекурсия
recursive	рекурсивни
recursively	рекурсивно
recycle	рециклиране
recycled	рециклирани
recycling	рециклиране
red	червен
reddish	червеникаво
redecorate	пребоядисвам
redeem	изкупи
redeemed	изкупил
redemption	изкупление
redesign	редизайн
redhead	червенокос човек
redheaded	червенокос
redirect	пренасочи
redneck	червеногуша
redness	червенина
redo	ремонтирам
redress	обезщетение
reduce	намаляване на
reduced	намален
reduction	намаление
redundancy	съкращаване
redundant	излишен
redwood	секвоя
reed	тръстика
reef	риф
reefer	цигара с марихуана
reefs	рифове
reek	воня
reel	макара
reelection	преизбиране
reeling	навиване
reenactment	възстановка
reentry	навлизането в атмосферата
reestablish	възстанови
ref	код
refer	се отнасят
referee	рефер
reference	препратка
referendum	референдум
referral	сезиране
refill	пълнител
refine	усъвършенства
refined	изтънчен
refinement	изисканост
refinery	рафинерия
refining	рафиниране
refit	ремонт
reflect	отразят
reflecting	отразявайки
reflection	размисъл
reflective	отразяващ
reflector	рефлектор
reflex	рефлекс
reflux	отлив
reform	реформа
reformation	реформация
reformer	реформатор
refraction	пречупване
refractor	рефрактор
refractory	огнеупорен
refrain	въздържа
refraining	въздържане
refresh	опресняване
refreshed	освежени
refreshing	освежителен
refreshment	освежаване
refrigerate	се съхранява в хладилник
refrigeration	охлаждане
refrigerator	хладилник
refuel	зареждане с гориво
refuge	убежище
refugee	бежанец
refund	възстановяване
refurbish	почиствам
refusal	отказ
refuse	отказвам
refused	отказано
refusing	отказва
refutation	опровержение
refute	опровергавам
regain	възвърне
regal	царствен
regalia	скъпи дрехи
regard	връзка
regatta	регата
regency	регентство
regenerate	съживен
regeneration	регенерация
regent	регент
reggae	реге
regime	режим
regimen	режим
regiment	полк
regimental	полкови
region	област
regional	областен
regionalism	регионализъм
register	регистрирам
registrar	регистратор
registration	Регистрация
registry	регистратура
regress	регрес
regression	регресия
regressive	регресивен
regret	разкайвам се
regretful	изпълнен със съжаление
regrettable	жалко
regretted	съжалява
regretting	съжаляваше
regroup	прегрупирам
regular	редовен
regularity	редовност
regulars	редовна войска
regulate	регулира
regulated	регламентирано
regulation	регулиране
regulator	регулатор
regulatory	регулаторен
regurgitation	регургитация
rehab	рехабилитационен
rehabilitate	реабилитирам
rehabilitation	рехабилитация
rehash	преработване
rehearsal	репетиция
rehearse	репетирам
reign	царуване
reigning	господствуващ
reimburse	възстановява
reimbursement	възстановяване
rein	юзда
reincarnation	превъплъщение
reindeer	Северен елен
reinforce	засили
reinforcement	подсилване
reinforcements	подкрепления
reins	юздите
reinstall	преинсталирате
reinstate	възстановим
reinstatement	възстановяване
reinvest	влагам отново
reinvestment	повторно инвестиране
reiterate	повторим
reject	отхвърляне
rejected	отхвърлена
rejection	отхвърляне
rejects	отхвърля
rejoice	радвай се
rejoicing	радост
rejoin	се присъедини отново
rejuvenate	обновявам
rejuvenated	подмладени
rekindle	запалвам отново
relapse	рецидив
relate	отнасят
related	сроден
relation	връзка
relationship	връзка
relative	относителен
relativity	теория на относителността
relax	отпуснете се
relaxant	релаксант
relaxation	отдих
relaxed	отпуснат
relaxing	отпускащ
relay	реле
release	пускане
released	освободен
relegation	изпадащите
relentless	безмилостен
relevance	уместност
relevancy	приложимост
relevant	съответен
reliability	надеждност
reliable	надежден
reliance	разчитане
relic	реликва
relics	реликви
relief	облекчение
relieve	облекчаване
relieved	облекчена
relieving	облекчаване
relight	запалвам отново
religion	религия
religious	религиозен
relinquish	се откаже
relish	наслада
relive	преживявам отново
reload	презареди
relocate	преместят
relocation	преместване
reluctance	нежелание
reluctant	неохотен
rely	разчитам
remain	остават
remainder	остатък
remaining	оставащ
remains	останки
remake	правя отново
remand	неотклонение
remark	Забележка
remarkable	забележителен
remarkably	забележително
remarry	омъжвам се пак
rematch	повторен мач
remedial	коригиращи
remedy	лекарство
remember	помня
remembered	спомних
remembering	спомняне
remembrance	спомен
remind	напомням
reminder	напомняне
reminisce	връщам се в миналото
reminiscent	напомнящ
reminiscing	спомени
remiss	вял
remission	опрощаване
remit	задача
remittance	превод
remnant	остатък
remodel	прекроявам
remorse	разкаяние
remorseful	разкаян
remote	отдалечен
remoteness	отдалеченост
removal	отстраняване
remove	Премахване
remover	отстраняване
remuneration	възнаграждение
renaissance	Ренесанс
renal	бъбречен
rencontre	NO TRANSLATION
rend	NO TRANSLATION
render	направи
rendering	оказване
rendezvous	рандеву
rendition	предаване
renegade	ренегат
renegotiate	предоговорят
renew	подновят
renewal	подновяване
renounce	отхвърлям
renovate	обнови
renovated	обновен
renovation	ремонт
renown	известност
renowned	известен
rent	под наем
rental	отдаване под наем
renter	разпространител на филми
renunciation	отричане
reopen	възобнови
reorganization	реорганизация
reorganize	реорганизирам
rep	представител
repaint	пребоядисвам
repair	ремонт
repairman	техника,
reparation	обезщетение
repay	погаси
repayment	изплащане
repeal	отменяне
repeat	повторение
repeated	повторен
repeatedly	нееднократно
repeater	ретранслатор
repel	отблъсне
repellant	репелент
repellent	отблъскващ
repelling	отблъскващ
repent	покаят
repentance	покаяние
repentant	разкаян
repertoire	репертоар
repertory	справочник
repetition	повторение
repetitive	повтарящ се
rephrase	перифразирам
replace	замени
replacement	замяна
replay	просвирване
replenish	попълване
replete	изпълнен
replica	реплика
replicate	репликира
replication	копиране
reply	отговор
report	доклад
reported	Отчетените
reporter	репортер
repose	почивам
reposition	препозициониране
repository	хранилище
repossess	възвръщам си
reprehensible	осъдителен
represent	представляват
representation	представителство
representative	Представител
represented	представлявана
representing	представляващи
repress	сдържам
repressed	потиснати
repression	потискане
reprieve	помилване
reprimand	порицание
reprint	ново издание
reprisal	репресивна мярка
reprise	музикално повторение
reproach	укор
reproduce	възпроизвеждат
reproduction	репродукция
reproductive	репродуктивна
reprogram	препрограмира
reptile	влечуго
republic	република
republican	републикански
repudiation	отричане
repugnance	отвращение
repugnant	неприятен
repulsion	отблъскване
repulsive	отблъскващ
repurchase	обратно изкупуване
reputable	почтен
reputation	репутация
repute	репутация
reputed	известен
request	поискване
requiem	реквием
require	изисква
required	длъжен
requirement	изискване
requisite	необходимата
requisition	реквизиция
reread	препрочитам
reroute	пренасочване
rerun	повторение
reschedule	пренасрочване
rescind	анулира
rescission	анулиране
rescue	спасяване
research	изследване
researcher	изследовател
resection	ресекция
resemblance	прилика
resemble	приличам на
resembling	наподобяващи
resent	възмущавам
resentful	възмутен
resentment	възмущение
reservation	резервация
reserve	резерват
reserved	резервиран
reserves	резерви
reservoir	резервоар
reset	нулиране
reside	пребивават
residence	жилище
residences	резиденции
residency	пребиваване
resident	резидент
residential	жилищен
residual	остатъчен
residue	остатък
resign	оставка
resignation	оставка
resigned	примирен
resilience	еластичност
resilient	еластичен
resin	смола
resist	противопоставям се
resistance	съпротивление
resistant	устойчив
resisting	съпротива
resistive	съпротивителни
resolute	решителен
resolutely	решително
resolution	резолюция
resolve	решение
resolved	разрешен
resonance	резонанс
resonant	плътен
resonate	резонира
resonator	резонатор
resort	курорт
resounding	шумен
resource	средство
resourceful	изобретателен
resources	ресурси
respect	отношение
respectability	почтеност
respectable	уважаван
respected	уважаван
respectful	почтителен
respecting	зачитане
respective	съответен
respects	отношения
respiration	дишане
respirator	респиратор
respiratory	дихателен
respite	почивка
resplendent	блестящ
respond	отговарям
respondent	отговарящ
response	отговор
responsibility	отговорност
responsible	отговорен
responsive	отзивчив
rest	Почивка
restart	рестартирам
restaurant	ресторант
rested	отпочинал
restful	спокоен
restitution	възстановяване
restless	неспокоен
restlessness	безпокойство
restock	презапасявам се
restoration	реставрация
restorative	възстановителен
restore	Възстанови
restored	възстановено
restoring	възстановяване
restrain	въздържам
restrained	сдържан
restraining	ограничителна
restraint	сдържаност
restrict	ограничи
restricted	ограничен
restriction	ограничение
restrictive	ограничителен
restroom	обществена тоалетна
result	резултат
resultant	Полученият
resume	продължи
resumption	подновяване
resurrect	възкресявам
resurrection	възкресение
resuscitate	възкресявам
resuscitation	реанимация
retail	на дребно
retailer	търговец на дребно
retain	запази
retainer	фиксатор
retaining	подпорна
retake	възвърнат
retaliate	отмъщавам си
retaliation	отмъщение
retaliatory	репресивен
retard	спъвам
retardation	забавяне
retarded	бавноразвиващ се
retards	забавя
retention	задържане
retentive	задържащ
rethink	преосмислят
reticent	сдържан
retina	ретина
retinal	на ретината
retire	пенсионирам
retired	пенсиониран
retirement	пенсиониране
retiring	скромен
retold	преразказ
retort	реторта
retrace	връщам се по
retract	оттеглям
retraction	прибиране
retractor	свивателен мускул
retreat	отстъпление
retrenchment	съкращаване
retrial	повторно разглеждане
retribution	възмездие
retrieval	възстановяване
retrieve	изтегли
retriever	порода ловджийско куче
retro	ретро
retroactive	с обратна сила
retrograde	ретрограден
retrospect	поглед към миналото
retrospective	ретроспективен
retrospectively	със задна дата
return	връщане
reunion	среща
reunite	съберат
reunited	събира отново
rev	оборот
reveal	разкрие
revel	пир
revelation	откровение
revelations	откровения
revels	веселби
revenge	отмъщение
revenue	приход
reverberation	ехо
revere	тача
reverence	благоговение
reverend	преподобен
reverent	благоговейно
reverie	блян
reversal	обръщане
reverse	обратен
reversion	реверсия
revert	обръщам
reverting	връщане
review	преглед
reviewer	рецензент
revise	поправям
revision	ревизия
revisit	преразгледат
revival	възраждане
revive	съживявам
revocation	отменяне
revoke	оттегли
revolt	бунт
revolting	отвратителен
revolution	революция
revolutionary	революционер
revolutionize	революционизирам
revolve	въртя
revolver	револвер
revolving	въртящ се
revue	ревю
revulsion	погнуса
revving	обороти
reward	награда
rewarding	възнаграждаване
rewind	назад
rewire	Повторното свързване
rewrite	нова редакция
rhapsody	рапсодия
rhetoric	риторика
rhetorical	риторичен
rheumatism	ревматизъм
rhinestone	кристал
rhino	носорог
rhinoceros	носорог
rhubarb	ревен
rhyme	рима
rhyming	който се римува
rhythm	ритъм
rhythmic	ритмичен
rhythmical	ритмичен
rib	ребро
ribbed	ръбест
ribbon	панделка
rice	ориз
rich	богат
riches	богатства
richness	богатство
rick	копа
rickety	разнебитен
rickshaw	рикша
ricochet	рикошет
rid	избавям
riddance	отърваване
riddle	гатанка
riddled	надупчена
ride	езда
rider	ездач
ridge	хребет
ridicule	присмех
ridiculed	осмиван
ridiculous	смешен
riding	езда
rife	широко разпространен
riff	джазов рефрен
riffraff	сган
rifle	пушка
rifleman	стрелец
rifles	пушки
rift	разрив
rig	монтирам
rigged	такелаж
rigging	облекло
right	прав
righteous	праведен
righteousness	правдата
rightful	законния
rightly	правилно
righty	righty
rigid	твърд
rigidity	твърдост
rigor	взискателност
rigorous	строг
rim	ръб
rind	кора
ring	пръстен
ringer	двойник
ringing	звънене
ringleader	тартор
ringmaster	Ringmaster
ringside	ринга
rink	пързалка за кънки
rinse	изплакване
riot	бунт
rioting	безредици
riotous	размирен
riots	бунтове
rip	Почивай в мир
riparian	крайречен
ripe	зрял
ripen	узрявам
ripening	зреене
ripper	жесток убиец
ripple	вълничка
rippling	ромолящи
rise	издигам се
rising	нарастващ
risk	риск
risky	рискован
risotto	рисото
rite	обред
ritual	ритуал
ritualistic	ритуален
rival	съперник
rivalry	съперничество
river	река
riverbank	речен бряг
riverbed	корито на река
riverboat	речен кораб
rivet	нит
riveted	занитени
riveting	нитове
roach	хлебарка
road	път
roadblock	блокиране на пътя
roadhouse	Roadhouse
roadie	роуди
roadrage	NO TRANSLATION
roadrunner	Roadrunner
roads	пътища
roadside	крайпътен
roadster	скитник
roadtrip	Roadtrip
roadway	път
roadworks	пътни строежи
roam	скитане
roar	рев
roaring	рев
roast	печено
roasted	печено
rob	грабя
robber	разбойник
robbery	обир
robe	роба
robin	червеношийка
robot	робот
robotic	роботизирана
robotics	роботика
robust	здрав
roc	ROC
rock	рок
rocker	балансьор
rocket	ракета
rocks	скали
rod	прът
rodent	гризач
rodeo	родео
roe	хайвер
rogue	мошеник
role	роля
roll	ролка
roller	валяк
rollercoaster	влакче на ужасите
rollers	ролки
rollicking	шумен
rolling	търкаляне
roman	римски
romance	романтика
romantic	романтичен
romanticism	романтизъм
romp	лесна победа
roof	покрив
rooftop	на покрива
rook	топ
rookie	новобранец
room	стая
roomful	групичката
roommate	съквартирант
rooms	стаи
roomy	просторен
roost	място за спане
rooster	петел
root	корен
root beer	кореновата бира
rooted	внедрен
rope	въже
ropes	въжета
rosary	молитвена броеница
rose	роза
rosemary	розмарин
rosette	розетка
roster	списък
rosy	розов
rot	гниене
rota	разписание на дежурства
rotary	ротационен
rotate	въртя
rotation	завъртане
rote	рутина
rotor	ротор
rotten	гнил
rotting	гниене
rotunda	ротонда
rouge	руж
rough	груб
roughly	приблизително
roughneck	хулиган
roughness	грапавост
roulette	рулетка
round	кръгъл
roundabout	обиколен
rounded	объл
roundup	закръглям
rouse	събуждам се
rouser	опашата лъжа
rousing	вдъхновяващ
rout	разгром
route	маршрут
routine	рутинен
rove	флаеровам
rover	пират
roving	скитнически
row	ред
rowboat	гребна лодка
rowdy	шумен
rowing	гребане
royal	царски
royalty	кралски особи
rub	трия
rubber	каучук
rubbers	галоши
rubbing	триене
rubbish	боклук
rubble	чакъл
rubdown	фрикция
rubric	рубрика
ruby	рубин
ruckus	врява
rudder	кормило
ruddy	румен
rude	груб
rudeness	грубост
rudimentary	елементарен
rudiments	елементарни познания
rue	Рю
rueful	плачевен
ruff	грива
ruffian	главорез
ruffle	жабо
rug	килим
rugby	ръгби
rugged	здрав
ruin	разруха
ruination	разруха
ruined	порутен
ruinous	пагубен
ruins	руини
rule	правило
ruler	владетел
ruling	управляващ
rum	ром
rumba	румба
rumble	грохот
rummage	обиск
rumor	слух
rumored	слухове
rump	бут
rumpus	врява
run	тичам
runaround	тичам наоколо
runaway	избягал
rundown	западнала
runes	руни
rung	стъпало
runner	бегач
running	бягане
running shoes	маратонки
runny	сополив
runt	NO TRANSLATION
runway	самолетна писта
rupture	разкъсване
rural	селски
ruse	NO TRANSLATION
rush	втурвам се
rushing	бързам
rust	ръжда
rusted	ръждясал
rustic	селски
rustle	шумолене
rustler	крадец на добитък
rusty	ръждясал
rut	коловоз
ruth	състрадание
ruthless	безскрупулен
rye	ръжен
sabbatical	отпуск
saber	NO TRANSLATION
sable	самур
sabotage	саботаж
saboteur	саботьор
sac	торбичка
sack	чувал
sacrament	тайнство
sacred	свещен
sacrifice	жертва
sacrifices	жертви
sacrificial	жертвен
sacrilege	светотатство
sacrilegious	светотатствен
sad	тъжен
sadday	NO TRANSLATION
saddens	натъжава
saddle	седло
sadist	садист
sadistic	садистичен
sadly	печално
sadness	печал
safari	сафари
safe	сейф
safeguard	запазване
safekeeping	пазене
safety	безопасност
saffron	шафран
sag	провисване
saga	сага
sage	градински чай
saggy	Saggy
sail	платно
sailboat	платноходка
sailing	ветроходство
sailor	моряк
saint	светец
sainted	свещен
saintly	като светец
sake	саке
salad	салата
salamander	саламандър
salami	салам
salary	заплата
sale	продажба
salesgirl	продавачка
salesman	продавач
salient	забележителен
saline	физиологичен разтвор
saliva	слюнка
sally	излет
salmon	сьомга
salmonella	салмонела
salon	салон
saloon	салон
salsa	салса
salt	сол
salted	солен
saltwater	солена вода
salty	солено
salutary	полезен
salutation	поздрав
salute	поздрав
salvage	трофеи
salvation	спасение
salve	мехлем
samba	самба
sameness	еднаквост
sample	проба
samurai	самурай
sanatorium	санаториум
sanctification	освещаване
sanctified	осветен
sanctify	освещавам
sanctimonious	свещен
sanction	санкция
sanctioned	санкционирана
sanctity	светост
sanctuary	светилище
sanctum	светая светих
sand	пясък
sandal	сандал
sandbox	пясък
sander	Сандер
sandman	сънчо
sandpaper	шкурка
sands	пясъци
sandstorm	пясъчна буря
sandwich	сандвич
sandy	пясъчен
sane	здравомислещ
sanguine	румен
sanitarium	санаториум
sanitary	санитарен
sanitation	канализация
sanity	здрав разум
sans	NO TRANSLATION
santa	Дядо
sap	сок
sapiens	сапиенс
sapphire	сапфир
sappy	сантиментален
sarcasm	сарказъм
sarcastic	саркастичен
sarcoma	саркома
sarcophagus	саркофаг
sardine	сардина
sardonic	язвителен
sarsaparilla	сарсапарилата
sash	пояс
sashimi	сашими
sassafras	лаврово дърво
sassy	дързък
satanic	сатанински
satchel	чанта
sate	NO TRANSLATION
satellite	спътник
satin	атлаз
satire	сатира
satirical	сатиричен
satisfaction	удовлетворение
satisfactorily	задоволително
satisfactory	задоволителен
satisfied	удовлетворен
satisfy	посрещам
satisfying	задоволяващ
saturate	насищам
saturated	наситен
saturation	насищане
satyr	сатир
sauce	сос
saucepan	тенджера
saucer	чинийка
saucy	шик
sauerkraut	кисело зеле
sauna	сауна
sausage	наденица
savage	дивак
savagery	диващина
savanna	савана
savannah	савана
savant	учен
save	спасяване
saver	спестител
saving	спестяване
savings	спестявания
savior	спасител
savor	дъх
savory	чубрица
savvy	акъл
saw	трион
sawdust	дървени стърготини
sawmill	дъскорезница
sax	сакс
saxophone	саксофон
say	казвам
sayonara	NO TRANSLATION
scab	краста
scabbard	ножница
scaffold	скеле
scaffolding	скеле
scalding	попарващ
scale	мащаб
scales	везни
scallop	раковина
scalp	скалп
scalpel	скалпел
scaly	люспест
scam	измама
scamp	калпазанин
scampi	скариди
scan	преглеждане
scandal	скандал
scandalous	скандален
scanner	скенер
scanty	оскъден
scape	стъбло
scapegoat	изкупителна жертва
scar	белег
scarab	скарабей
scarce	оскъден
scarcely	едва
scarcity	недостиг
scare	плаша
scarecrow	плашило
scared	уплашен
scares	плаши
scarf	шал
scarier	-страшно
scariest	страшното
scarlet	ален
scary	страшен
scat	махам се
scatter	разпръсна
scattered	разпръснат
scattering	разсейване
scavenger	уличен метач
scenario	сценарий
scene	сцена
scenery	природа
scenic	панорамен
scent	аромат
scented	ароматизиран
scepter	скиптър
sceptical	скептичен
scepticism	скептицизъм
schadenfreude	злорадство
schedule	разписание
schematic	схематичен
scheme	схема
schilling	шилинга
schism	разкол
schizophrenia	шизофрения
schizophrenic	шизофреник
schlep	schlep
schmuck	NO TRANSLATION
schnapps	ракия
schnitzel	шницел
scholar	учен
scholarly	научен
scholarship	стипендия
scholastic	схоластичен
school	училище
schoolboy	ученик
schoolgirl	ученичка
schoolhouse	училище
schooling	образование
schoolmaster	учител
schoolteacher	NO TRANSLATION
schoolwork	домашна работа
schoolyard	училищен двор
schooner	шхуна
sciatica	ишиас
science	наука
scientific	научен
scientist	учен
scifi	SciFi
scintilla	NO TRANSLATION
scintillating	проблясващи
scintillation	излъчване
scintillator	сцинтилатор
scion	издънка
scissors	ножици
scoff	лапам
scold	гълча
scolding	мъмрене
scone	тиква
scoop	черпак
scoot	махам се
scooter	скутер
scope	обхват
scorch	бясно каране
scorching	изгарящ
score	резултат
scoreboard	табло
scorer	играч който отбелязва гол
scores	множество
scorn	презрение
scorned	презирана
scornful	презрителен
scorpion	скорпион
scotch	скоч
scoundrel	мошеник
scour	излъскване
scourge	напаст
scout	разузнавач
scowl	мръщене
scrabble	драскане
scram	махам се
scramble	боричкане
scrambled	бъркани
scrambler	кодиращо
scrambling	кодиране
scrap	вторични суровини
scrapbook	лексикон
scrape	остъргвам
scrapie	скрейпи
scraping	остъргване
scrappy	който налита на бой
scratch	драскотина
scratchy	надраскан
scrawny	мършав
scream	вик
screamer	удивителна
screaming	крещящ
screech	писък
screen	екран
screening	скрининг
screenplay	сценарий
screenwriter	филмов сценарист
screw	винт
screwball	чешит
screwdriver	отвертка
screwed	завинтва
screwy	чудат
screwyou	NO TRANSLATION
scribble	драсканица
scribe	книжник
scrimmage	спорна топка
scrip	кесия
script	писменост
scriptural	библейски
scripture	Библията
scroll	свитък
scrotum	скротум
scrounge	отмъквам
scrounger	крадец на дребно
scrub	търкам
scruffy	мърляв
scrumptious	много вкусен
scrupulous	съвестен
scrutinize	упражнява контрол
scrutiny	контрол
scuba	леко водолазен дихателен апарат
scuff	чехъл
scuffle	сбиване
scullery	черна кухня
sculptor	скулптор
sculpture	скулптура
sculptured	изваяни
scum	измет
scumbag	отрепка
scurry	бързане
scurvy	скорбут
scuttle	дезертиране
sea	море
seaboard	крайбрежие
seafood	Морска храна
seagull	чайка
seal	тюлен
seals	уплътнения
seam	шев
seaman	моряк
seamless	безшевни
seamstress	шивачка
seaport	морско пристанище
sear	увехнал
search	Търсене
searching	търсене
searchlight	прожектор
seared	обгорен
seashore	морски бряг
seasick	страдащ от морска болест
seaside	морски
season	сезон
seasonal	сезонен
seasoned	подправен
seasoning	подправка
seat	седалка
seatbelt	предпазен колан
seating	сядане
seawater	морска вода
seaweed	морски водорасли
sec	секунда
secession	отцепване
secluded	уединен
seclusion	изолиране
second	втори
second cousin	втори братовчед
secondary	втори
secondhand	втора ръка
secrecy	тайна
secret	тайна
secretariat	секретариат
secretary	секретар
secrete	скривам
secretion	секреция
secretive	потаен
secretly	тайно
sect	секта
sectarian	сектантски
section	раздел
sectional	секционен
sector	сектор
secular	светски
secularism	секуларизъм
secure	сигурен
securities	ценни книжа
security	сигурност
sedan	NO TRANSLATION
sedate	улегнал
sedation	седация
sedative	седативен
sedentary	заседнал
sedge	острица
sediment	утайка
sedimentary	утаечен
sedition	размирици
seduce	съблазнявам
seducer	прелъстител
seducing	прелъсти
seduction	съблазняване
seductive	съблазнителен
see	виждам
seed	семена
seedling	младок
seeds	семена
seedy	долнопробен
seek	търся
seeker	търсач
seem	Изглежда
seemingly	привидно
seer	гадател
seesaw	люлея
seething	кипящата
segment	сегмент
segregate	изолирам
segregated	сегрегирани
segregation	разделяне
seismic	сеизмичен
seize	конфискува
seizure	конфискация
seldom	рядко
select	изберете
selection	селекция
selective	селективен
selectman	selectman
selenium	селен
self	себе си
selfharm	NO TRANSLATION
selfish	егоистичен
selfishness	себелюбие
selfless	безкористен
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	продажба
seller	продавач
sellout	разпродадено
seltzer	сода
semantics	семантика
semaphore	семафор
semblance	подобие
semen	сперма
semester	семестър
semi	полу
semiautomatic	NO TRANSLATION
semicolon	точка и запетая
seminal	плодотворен
seminar	семинар
seminary	духовна семинария
semiotics	семиотика
senate	сенат
senator	сенатор
send	изпращам
sender	подател
senescence	стареене
senile	изкуфял
senior	Старши
seniority	старшинство
senor	сеньор
senorita	сеньорита
sensation	сензация
sensational	сензационен
sense	смисъл
senseless	безсмислен
senses	сетива
sensibility	чувствителност
sensible	разумен
sensibly	благоразумно
sensitive	чувствителен
sensitivity	чувствителност
sensor	сензор
sensory	сетивен
sensual	чувствен
sensuality	чувственост
sensuous	чувствен
sentence	изречение
sentencing	присъдата
sentient	чувствителен
sentiment	сантименталност
sentimental	сантиментален
sentimentality	сантименталност
sentinel	страж
sentry	караул
separable	отделим
separate	отделен
separately	отделно
separation	отделяне
separatist	сепаратист
sepia	сепия
sepsis	сепсис
sept	ирландски род
septic	септичен
septum	преграда
sequel	продължение
sequence	последователност
sequent	следващ
sequestered	конфискуван
sequestration	секвестиране
serenade	серенада
serendipity	случайност
serene	ведър
serenity	ведрина
sergeant	сержант
serial	сериен
serialize	издавам на части
series	серия
serif	извивка на буква
serious	сериозно
seriousness	сериозност
sermon	проповед
serpent	змия
serpentine	серпентина
serrated	назъбен
serum	серум
servant	слуга
serve	служа
server	сървър
service	обслужване
serviceable	услужлив
servile	сервилен
servitude	сервитут
sesame	сусам
sess	NO TRANSLATION
session	сесия
sessions	сесии
set	комплект
setback	неуспех
sett	NO TRANSLATION
setter	сетер
settle	установявам се
settled	установен
settlement	селище
settler	заселник
settlor	учредител
setup	настройвам
seven	седем
seventeen	седемнадесет
seventh	седми
seventy	седемдесет
sever	отрязвам
severable	делима
severally	поотделно
severance	скъсване
severe	тежък
severely	тежко
severity	суровост
sew	шия
sewage	канализация
sewer	клоака
sewerage	канализация
sewing	шиене
sex	секс
sexist	сексистки
sexual	сексуален
sexuality	сексуалност
sexy	сексапилен
shabby	изтъркан
shack	барака
shackle	скоба
shade	сянка
shades	нюанси
shading	туширане
shadow	сянка
shadowy	сенчест
shady	сенчест
shaft	вал
shag	дяволица
shaggy	рошав
