Word	co
spurred	spurred
spurt	spurt
spy	spia
squabble	squabble
squad	squad
squadron	squadron
squall	chiancinu
squamous	squamous
squander	per via
square	quadratu
squash	squash
squat	squat
squatter	squatter
squaw	squaw
squawk	grutta
squeak	squeak
squeaky	squeaky
squeal	chianciri
squealer	squealer
squeamish	squeamish
squeeze	espresso
squeezing	esse esprimenu
squelch	squelch
squid	calamar
squint	squint
squire	squire
squirm	squirm
squirrel	squirrel
squirt	squirt
squish	squish
squishy	squishy
stab	stab
stabbed	scarputu
stability	stabbilità
stabilize	stabilizzà
stabilizer	stabilizatori
stable	stadda
staccato	staccato
stack	stack
stadium	stadiu
staff	bastone
stag	stag
stage	stage
stagecoach	stagecoach
stagehand	a manu scurdata
stagger	stagger
staggering	spargugliera
stagnant	stagnanti
stagnation	stagnazioni
staid	staid
stain	tacchina
stained	macchiatu
stainless	inoxidable
stair	stair
staircase	scala
stairs	scala
stairway	scala
stairwell	stairwell
stake	staca
stakeout	stakeout
stale	stale
stalemate	stalemate
stalk	testa
stalker	stalker
stall	bancarella
stallion	stallion
stalls	i cuparti
stalwart	stalwart
stamina	stamina
stamp	stampu
stampede	stamped
stance	postu
stand	stand
standard	standard
standardize	standardizà
standardized	standardizatu
standby	esse prontu à
standing	standing
standoff	standoff
standpoint	puntu di vista
standstill	stindificatu
standup	arrizza ti
stanza	stanza
staph	staph
staple	staple
stapler	stapler
star	stella
star fruit	star fruit
starboard	starboard
starch	starch
stardom	starduneddu
stardust	stardust
stare	stariscu
starfish	starfish
stargazing	stargazing
staring	fighjà
stark	stark
starlet	starlet
starlight	starlight
starling	starling
starry	starry
stars	stiddi
starship	astru
start	principiu
starter	starter
startle	startle
startled	sputava
startling	svegliu
starvation	manciari
starve	starve
starved	mancavanu
starving	murutu
stash	stash
stat	stat
state	statu
stately	statale
statement	affirmazioni
stateroom	stateroom
stateside	statuide
statesman	statu di Statu
static	static
staticky	NO TRANSLATION
statics	statica
station	stazione
stationary	staziunale
stationery	stationery
statistic	statisticu
statistical	statistiche
statistician	statistician
stator	stator
statuary	statuaria
statue	statue
statuette	statuette
stature	stature
status	statutu
statute	statutu
statutory	statutu
staunch	fiertà
stave	stave
stay	stà
stayaway	NO TRANSLATION
stayed	allughjò
stays	stà
stead	postu
steadfast	fermu
steady	fermu
steak	bistecca
steakhouse	steakhouse
steal	arrubbari
stealing	robba
stealth	stealth
stealthily	stealthily
stealthy	stealthy
steam	vapuri
steamboat	steamboat
steamer	steamer
steaming	steaming
steamroller	steamroller
steamship	steamship
steamy	steamy
steel	'azzaru
steep	abrupta
steeple	steeple
steer	steer
steering	guira
stellar	stellari
stem	cugghiu
stench	stench
stencil	stencil
stenographer	stenographer
step	u passu
stepdaughter	hijastra
stepfather	patrigno
stepmother	madrastra
steppe	steppe
steps	passi
stepson	figliastru
stereo	stereo
stereoscopic	stereoscopic
stereotype	stereotipu
stereotyped	stereotiote
sterile	sterile
sterility	steriliità
sterilize	sterilize
sterling	sterling
stern	stern
sternum	sternu
steroid	steroidu
stethoscope	stethoscope
stew	stufa
steward	steward
stewardess	stewardess
stewardship	Stewardship
stfu	stfu
stick	bastone
sticker	sticker
sticking	cuddà
stickler	stickler
stickup	stickup
sticky	peghjanu
stiff	stiff
stiffen	stiffen
stiffness	rigidizza
stifle	stufle
stifled	stifled
stifling	stufle
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	stillbirth
stillborn	persone
stillness	tranquillità
stillwaiting	ghjuvendu
stilts	stilts
stimulant	stimulanti
stimulate	stimulà
stimulating	stimulanti
stimulation	stimulazione
stimulus	stimulus
sting	sting
stinger	stinger
stinging	stinging
stingy	stingy
stink	stink
stinker	stinker
stinking	stinking
stinky	stinky
stint	stint
stipend	stipendiu
stipulate	stipule
stipulation	stipulation
stir	stir
stirring	mentri
stitch	stitch
stitching	stitching
stock	stock
stockade	capu
stockbroker	correttu
stockholder	stockholder
stocking	calze
stockings	calze rosse
stockpile	accumulazione
stockroom	stoccu
stocks	stili
stoic	Stoic
stole	arrubbatu
stolen	arrubatu
stomach	stomacu
stomachache	pena in corpu
stomp	stomp
stomped	stomped
stone	petra
stoned	stoned
stonewall	stonewall
stoneware	stoneware
stony	petre
stooge	Ricordi
stool	banchina
stools	taburete
stoop	stufa
stoopid	stoppa
stop	firmà
stopover	scalu
stoppage	stoppage
stopper	tapore
stopping	firmà
stopwatch	cronometru
storage	di almacenamiento
store	tenda
storefront	scena
storehouse	magazzinu
storeroom	traspurtimentu
storing	accuncià
storm	tempesta
storming	timperamentu
stormy	tempesta
story	storia
storybook	u conte
storyteller	narrateur
storytelling	storia
stound	stunda
stout	stout
stove	stufa
stow	stow
stowaway	stowaway
straddle	straddle
straight	dritti
straighten	addirizzà
straightforward	direttamente
straightway	Sùbitu
strain	strain
strained	strained
strait	strittu
straitjacket	straitjacket
straits	straits
strand	filu
stranded	stanca
strange	strana
stranger	strangeru
strangle	strangle
strangulation	strangulation
strap	strap
strapless	strapless
strapping	strapping
strata	strata
strategic	strategicu
strategist	strategista
strategy	strategia
stratification	stratificazzioni
stratosphere	stratosfera
stratum	stratum
stratus	stratus
straw	paglia
strawberry	fragola
stray	stray
streak	ra banda
streaked	streaked
stream	currente
streamer	streamer
streaming	streaming
streamline	simplificà
street	strada
streetcar	tranchite
streetlight	streetlight
strength	forza
strengthen	furtificallu
strengthening	rinfurzà
strenuous	esercitu
strep	strep
stress	stress
stressed	stressed
stresses	stresses
stressfree	NO TRANSLATION
stressful	stressful
stressin	NO TRANSLATION
stressing	sguassà
stressrelief	NO TRANSLATION
stretch	stretch
stretcher	stretcher
stricken	stridatu
strict	strettu
stride	stari
strife	cumbattimentu
strike	strajk
strikeout	strikeout
striker	striker
striking	chjappi
strikingly	chjucu
string	string
strings	strings
stringy	stringy
strip	striscia
stripe	striscia
striped	striped
stripped	striatu
stripper	stripper
striptease	striptease
strive	pruvà
strobe	strobe
stroke	picciottu
stroll	strolle
stroller	stroller
strolling	strolling
strong	forti
stronghold	bastimentu
strongly	forti
structural	strutturale
structure	struttura
strudel	strudel
struggle	lotta
strut	strut
stub	stub
stubbed	stubbed
stubble	stigghiu
stubborn	stubborn
stubbornness	terzu
stubby	stubby
stucco	stuccu
stuck	stuck
stuckup	NO TRANSLATION
stud	stud
studded	studded
student	studiente
studied	studiatu
studio	studio
study	studiu
stuff	stuff
stuffed animal	animal stuffed
stuffing	ripieni
stuffy	stuffy
stumble	stumble
stump	stump
stumped	stumped
stun	stun
stunned	stunned
stunner	stunner
stunning	stunning
stunt	stunt
stunted	stunted
stuntman	stuntman
stupefaction	stuporazione
stupefy	stupefy
stupendous	stupidu
stupid	stupidu
stupidity	stupidity
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupuri
sturdy	robusta
sturgeon	sturiuni
stutter	stutter
sty	sty
style	stile
styling	styling
stylish	eleganti
stylist	stylist
suave	suave
sub	sub
subatomic	subatomicu
subcommittee	sottumissimu
subconscious	subconscious
subcutaneous	sottucutanu
subdivide	subdivide
subdivision	suddivision
subduction	subduzioni
subdue	sottumette
subdued	suttu
subdural	subdurale
subito	NO TRANSLATION
subject	sughjettu
subjected	sughjettu
subjection	sugettu
subjective	subjectivativu
subjugation	subjugazione
sublet	subutta
sublevel	subinuvele
sublimation	sublimazione
sublime	sublimi
subliminal	subliminale
submarine	sottumarinu
submerge	miscenderà
submerged	immersi
submersible	sumigghianti
submission	suttumette
submissive	sottumessu
submit	prupone
submitting	sottumettenu
subordinate	subordinata
subordination	subordinazione
subplot	sottoputate
subpoena	subitu
subscribe	subscribe
subscriber	abbonatu
subscription	abbunamentu
subsequence	sussistenziale
subsequent	dopu
subsequently	successivamente
subservient	servitore
subset	subsett
subside	subitalia
subsidence	subsidenza
subsidiary	subsidiary
subsidize	subsidize
subsidy	subsidiu
subsist	subsistanu
subsistence	sussistenza
subsoil	subsuperu
subspace	subspetu
substance	sustanza
substandard	substandard
substantial	sustanale
substantially	sustinute
substantiate	sustate
substantive	sustantivu
substation	subestazione
substitute	sustituiri
substituted	sustituitu
substitution	sustituzzioni
substructure	sottustruttura
subterranean	subterraneanu
subtext	subitu
subtitle	subtitle
subtle	suttili
subtlety	sutilezza
subtract	restanu
subtraction	reste
subtype	sottumette
suburb	suburbanu
suburban	suburban
suburbia	suburbanu
suburbs	borghesi
subversion	subversione
subversive	subversivu
subvert	subvertitu
subway	subway
succeed	successu
succeeding	successivamente
success	successu
successful	successu
succession	successione
successive	successiva
successor	successore
succinct	succinct
succubus	succubus
succulent	succulenti
succumb	succumbu
suck	chjucu
sucker	lupina
sucking	succorsu
suckling	mutticeddi
sucks	succhia
suction	aspirazione
sudden	mpruvvisu
suddenly	di colpu
suds	suds
sue	cusì
suede	suede
suffer	soffrenu
sufferer	poviru
suffering	patitu
suffice	bastanza
sufficiency	abbastanza
sufficient	abbastanza
sufficiently	abbastanza
suffix	suffissu
suffocate	suffocate
suffocating	suffocating
suffocation	suffocazione
sugar	zuccaru
suggest	suggerisce
suggestion	suggerimentu
suggestive	suggerenti
suicidal	suicida
suicide	suicidiu
suicidebombing	NO TRANSLATION
suit	suit
suitable	adattatu
suitcase	valigia
suite	suite
suitor	pretendiente
sulfate	sulfate
sulfur	sulphur
sulk	sulk
sullen	sullen
sully	sully
sulphur	sulphur
sultan	sultanu
sultry	sultry
sum	sum
summarily	summarily
summarize	sintesi
summary	summariu
summation	summation
summer	'estate
summerhouse	summerhouse
summertime	estiu
summit	cima
summon	summon
summons	summon
sumo	sumo
sump	sump
sumptuous	suntuusu
sun	sole
sunbeam	raggiu di sera
sunburn	sunburn
sundae	sundae
sunday	Dumenica
sundial	sundial
sundown	sundown
sundry	avutri
sunflower	girasole
sunglass	sunglass
sunglasses	lenti
sunk	sunk
sunken	sundutu
sunless	sunless
sunlight	u sole
sunny	sunny
sunrise	sunrise
sunroof	sunroof
sunscreen	sunscreen
sunset	u tramontu
sunshine	sunshine
suntan	suntan
sunup	sunup
sup	sup
super	super
superannuation	superannuazione
superb	superb
superficial	superficial
superfluous	superfluitu
superhero	superherone
superhuman	superhumanu
superimposed	superimpostu
superintendent	superintendent
superior	supiriura
superiority	suprana
superlative	superlativu
superman	supernaturale
supermarket	supermecchjaru
supermodel	supermodeli
supernatant	supernativu
supernatural	supernatural
supernova	supernova
superposition	superposizione
superpower	superpower
supersede	sustituiri
superstar	superstar
superstition	supersticione
superstitious	superstruttivi
superstore	superstore
supervise	survegà
supervision	surviglianza
supervisor	supervisore
supper	cena
suppertime	suppertime
supplant	supplant
supple	suppli
supplement	supplement
supplemental	suppliimentale
supplementary	supplementary
supplication	a supplicazione
supplier	suminie
supplies	sirvimenti
supply	supply
support	supportu
supported	sustegnu
supporter	sustinituri
supporters	sustinitura
supporting	sustegnu
supportive	supportive
suppose	supponi
supposed	supposed
supposing	supposes
supposition	suppositivu
suppress	suppress
suppression	suppressione
supremacy	supremazzia
supreme	supreme
supremely	supremely
surcharge	surcharge
sure	sicura
surety	prutettore
surf	surf
surface	superficia
surfboard	surfboard
surfer	surfer
surge	surge
surgeon	circhulu
surgery	cirurgia
surgical	cirurgica
surly	surly
surmise	suscitarete
surname	surname
surpassing	sopra
surplus	surplus
surprise	maravigghia
surprised	surprised
surprises	sorpresa
surprising	surprising
surprisingly	surprisingly
surreal	surrealista
surrender	rennuta
surrendering	rende
surrogate	surrogata
surround	circundà
surrounding	circundante
surroundings	circundante
surveillance	surviglianza
survey	indagine
surveying	insaccate
surveyor	attore
survival	survival
survive	surviglià
surviving	survivant
survivor	survitrice
susceptibility	suciabilità
susceptible	suscettibile
sushi	sushi
suspect	suspettava
suspected	suspittatu
suspend	suspenda
suspended	suspenda
suspenders	pezzi
suspense	suspense
suspension	suspensjoni
suspicion	suspetti
suspicions	suspetti
suspicious	suspicious
sustain	sustene
sustained	sustene
sustenance	sustenimentu
suture	sutura
suv	suv
sux	sux
swab	swab
swag	swag
swagger	sciccareddu
swallow	agghiuttiu
swami	swami
swamp	u swamp
swamped	sgumitu
swampy	swampy
swan	cignu
swank	swank
swap	scambià
swarm	swarm
swarming	sbanditu
swastika	swastika
swat	beatu
sway	sviatu
swear	ghjurà
swearing	ghjurà
sweat	suduri
sweater	sweater
sweating	suduri
sweatshirt	sudore
sweatshop	sweater
sweaty	suduri
sweep	scazzate
sweeper	sweeper
sweeping	arriccinu
sweet	dolce
sweeten	dolci
sweetened	endemichi
sweetener	edulianu
sweetest	più dolce
sweetheart	cori
sweetie	beddu
sweetness	dolcezza
sweets	dolci
swell	svariatu
swelling	inzuccarà
sweltering	svegliate
swerve	stancu
swift	rapidu
swiftly	veloci
swig	swig
swill	swill
swim	natari
swimmer	nataturi
swimming	natari
swimsuit	swimsuit
swindle	inganu
swindler	staggeraturu
swine	porci
swing	swing
swinger	scambiu
swinging	svegliare
swipe	swipe
swirl	remunnu
swish	svugliatu
switch	cambià
switchblade	switchblade
switchboard	centru
swivel	girate
swollen	inchatu
swoon	sbuffà
swoop	scappa
sword	spada
swordfish	pappaghjolu
swordplay	scuppa
swordsman	scuttellu
sycamore	sciaràbulu
syllable	sillabba
syllabus	prugramma
symbiotic	simmiotica
symbol	simbulu
symbolic	simbolicu
symbolically	simbulicamenti
symbolism	simbolismo
symbolize	simbulizà
symmetric	simétricu
symmetrical	simétrici
symmetry	simetria
sympathetic	simpatichi
sympathize	simpatizza
sympathy	simpatia
symphonic	simfònica
symphony	sinfonia
symposium	simposi
symptom	sintumu
symptomatic	sintomaticu
synagogue	sinagoga
synapse	synapse
synaptic	synaptic
sync	sync
synchronize	sincronizza
synchronous	sincronu
syncope	syncope
syndicate	sindicatu
syndrome	sindromu
synergistic	sinergisticu
synergy	sinergia
synod	sintimu
synonym	sinonimu
synonymous	sinònimu
synopsis	sinopsi
synoptic	sintassi
syntax	sintassi
synthesis	sintesi
synthesizer	sintesi
synthetic	sinteticu
syphilis	syphilis
syringe	a siringa
syrup	sciroppu
system	sistema
systematic	sistematicu
systematically	sistematicamenti
t-shirt	t-shirt
tab	tabulazione
tabasco	tabasco
tabby	tabby
tabernacle	tabernacle
table	tavulinu
tableau	NO TRANSLATION
tablecloth	tela
tablespoon	cucchiara
tablet	tavuletta
tableware	tableware
tabloid	tabloid
taboo	tabù
tabular	tabulazione
tabulate	tabulate
tabulation	tabulazione
tachometer	tacchiatru
tacit	tàcitu
tack	tack
tackle	trattà
tackled	si trattava
tackling	trattà
tacky	stanchi
taco	taco
tact	tact
tactful	tactful
tactic	ticazione
tactical	tatticali
tactics	i tacchi
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	cuda
tailed	tailed
tailgate	tailgate
tailings	rilievu
taillight	lumera
tailor	tastera
tailoring	adatti
tailpipe	tailpipe
taint	tene
take	piglià
takeoff	vai ti ne
takeout	arrugà si
takeover	piglia
taker	u prenu
talcum	talcum
tale	racontu
talent	talentu
talented	talentu
talisman	talismanu
talk	parlà
talkative	parlante
talker	talker
tall	altu
tallies	storte
tallow	stuppinu
tally	accenti
talon	talon
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tammer
taming	taming
tamper	tamper
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangente
tangerine	mandarina
tangible	tangibule
tangle	tangle
tangled	tangled
tango	tango
tank	tank
tank top	top
tanker	cisterna
tanned	tanned
tantalizing	tantalizing
tantamount	tantamount
tantrum	tantrum
taoism	u taoismu
tap	tap
tape	tape
tape measure	cinta mètrica
taper	caghjeru
tapering	rinforza
tapestry	arazzi
tapeworm	tapeworm
tapioca	tapioca
taps	grippi
tar	tar
tarantula	tarantula
tardiness	tardanza
tardy	tarda
target	mira
targeted	destinazione
targeting	destinazione
tariff	tariffu
tarmac	assicuranza
tarnish	tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	cuginu
tartan	tartan
tartar	tàtaru
task	averia
tassel	tassella
taste	gustu
tasteful	gustoso
tasteless	senza gustu
tasting	tastera
tasty	savurosu
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tattoo
taught	insignatu
taunt	taunt
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawdry
tawny	tawny
tax	impositu
taxed	imposti
taxi	taxi
taxicab	taxicab
taxonomy	taxonomia
taxpayer	passageru
tea	tè
teach	insignà
teacher	maestru
teaching	insignamentu
teacup	teacup
teahouse	teahouse
teal	teal
team	squadra
teamjesus	NO TRANSLATION
teammate	cumpagnu di cumpagnu
teamwork	u travagliu in equipo
teapot	teapot
tear	lacrima
tearful	vurpi
tearsofjoy	NO TRANSLATION
teary	testa
tease	assicurà
teaser	teaser
teasing	brame
teaspoon	una cullizzioni
teat	teat
teatime	teatime
tech	tech
technical	tècnicu
technicality	tecnicità
technician	tecnicu
technique	tecnica
techno	technu
technological	tecnulugica
technology	tecnulugia
ted	ted
teddy bear	orsu in pilù
tedious	tedious
tedium	tedium
tee	tee
teeming	brastu
teen	adolescente
teenage	adolescente
teenager	adulescenti
teens	adolescenza
teensy	teensy
teeny	teeny
teeth	denti
teething	aghjustatu
teflon	teflon
telegram	telegram
telegraph	telegrafu
telekinesis	telekinesis
telemetry	telemetru
telepathic	telepea
telepathy	telepatizza
telephone	telefunu
telescope	telescopiu
telescopic	telescopicu
telethon	telethone
teletype	teletype
televised	televised
television	televisione
tell	dite
teller	caghjeru
telling	dicenu
telltale	telltale
temp	temp
temper	temperamento
tempera	tempera
temperament	temperament
temperamental	temperamental
temperance	tempura
temperate	temperate
temperature	temperature
tempered	temperatu
tempest	tempesta
template	mudellu
temple	u tèmpiu
tempo	NO TRANSLATION
temporal	timpurali
temporarily	temporaneamente
temporary	momentu
tempt	tentazione
temptation	tentazione
tempting	tentatore
temptress	tentativu
ten	deci
tenable	tenable
tenacious	tenacious
tenacity	tenacità
tenancy	tenancy
tenant	inquilanu
tend	tendenu
tendency	tendenza
tender	tènniru
tenderfoot	licurosu
tenderness	tenerezza
tending	tende
tendon	tendino
tenement	tenement
tenet	principiu
tenets	teniette
tenfold	di deci
tennis	tennis
tenor	tenor
tense	tense
tensile	tensile
tension	tension
tent	tenda
tentacle	tentaculu
tentative	tentativu
tenth	decimu
tenths	tenthsimu
tenuous	tene
tenure	tenure
tepee	tepee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	terminu
terminal	terminal
terminate	finiscinu
termination	terminazione
terminator	terminatore
terminology	terminologia
terminus	terminus
termite	termite
terms	i termini
tern	tern
ternary	ternary
terrace	terrazza
terrain	terrenu
terrestrial	terrestre
terrible	terribbili
terribly	tantu
terrier	terrier
terrific	terribili
terrified	spavintatu
terrifies	spara
terrify	terruritu
terrifying	spavintusu
territorial	territoriali
territory	territoriu
terror	scantu
terrorism	u terrurismu
terrorist	tirrurista
terrorists	terruristi
terrorize	tirrimotu
terse	terse
tertiary	terzuariu
test	test
testament	testamentu
testicle	testicu
testicular	testicular
testify	detalli
testimonial	testimoniali
testimony	tistimunianza
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanus
tether	abbastanza
tethered	abbattitu
tetrahedral	tetrahedral
text	testu
textbook	testu di libru
textile	tessili
textural	texturale
texture	texture
tgif	tgif
thank	grazie
thankful	ringraziatu
thankgod	ringraziu
thanking	grazie
thankless	ingratiamente
thanks	grazie
thanksalot	NO TRANSLATION
thanksgiving	ringraziu
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	quessa
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	scuzzulassi
theater	teatru
theatrical	teatrali
theatrics	theatrics
thebest	u megliu
theft	rouge
theism	lu schernu
theistic	teistichi
thelife	vita
thelittlethings	NO TRANSLATION
theme	temàticu
theocracy	teocrazia
theocratic	teocrática
theologian	teologu
theological	teologicu
theology	tiulugia
theorem	theorem
theoretical	teorica
theory	teoria
therapeutic	terapulugia
therapeutics	terapulugia
therapist	terapista
therapy	terapia
thereabouts	quà
thereof	u so rispettu
therewith	questu
thermal	termale
thermocouple	termoparate
thermodynamics	termodinamica
thermometer	termometru
thermos	termichi
thermostat	termostat
thesaurus	Tesaurus
thesis	tesi
thick	grùassu
thicken	agisce
thickening	ingulu
thicket	cunmbitu
thickness	grossu
thief	u latru
thigh	còscia
thimble	chocale
thin	magre
thing	cosa
things	cose
thingy	cose
think	pensate
thinker	pensatore
thinking	pinsamenti
third	terzu
thirds	terri
thirst	sete
thirsty	sedente
thirteen	tredeci
thirteenth	tredicesimu
thirty	trenta
thistle	cardo
thither	quì
thong	testa
thorn	spine
thorny	spined
thorough	in cursu
thoroughbred	Purosangue
thoroughfare	a via
thought	pinsamenti
thoughtful	pinsariu
thoughtfulness	pensativu
thoughtless	pinsatu
thoughts	pinsamenti
thousand	milla
thrash	thrash
thread	filu
threat	minaccia
threaten	minaccià
threatened	amminazzati
threatening	amminazzanti
three	tre
threefold	triplett
threesome	trio francese
thresh	trumbetta
threshold	limu
thrice	trè
thrift	salvà
thrifty	ecfàticu
thrill	emozioni
thrilled	felice
thriller	thriller
thrilling	thrilling
thrive	per sempre
thriving	fiuranza
throat	gula
throb	daveru
throbbing	daveru
throes	throes
throne	tronu
throng	assai
throttle	throttle
throw	jittari
throwback	ripastu
thrower	puller
thrown	ittò
thrush	felice
thrust	impegnu
thruster	ghjuvellu
thud	scherzu
thug	matite
thumb	pulenda
thumbprint	stampativi
thump	scherzu
thumper	thumper
thumping	sbattiri
thunder	u tronu
thunderbolt	raghjunzu
thunderclap	trona
thundering	trona
thunderstorm	tempesta
thunderstruck	raccordimentu
thwart	fruste
thx	thx
thyme	timore
thyroid	tiroide
tiara	tiara
tibia	tibia
tic	tic
tick	tick tick
ticked	hà indicatu
ticker	ticker
ticket	bigliettu
tickle	cosi
tickled	faciu cosi
ticklish	sicura
tidal	marea
tidal wave	onda mare
tidbit	tidbit
tide	marea
tidings	nova
tidy	ordenatu
tie	attaccà
tier	tier
tiff	tiff
tiger	tigru
tighten	stretchi
tightness	strimità
tightrope	rigalu
tights	ghinocchia
tilde	tilde
tile	tile
tiling	tiling
till	NO TRANSLATION
tillage	labra
tiller	manicurante
tilt	inclinazione
tilting	inclinannu
timber	timber
timberland	timberland
timbre	timbre
time	tempu
timeless	intornu
timeliness	puntualità
timely	puntuale
timeout	pausa
timepiece	un timepiece
timer	timer
times	i tempi
timetable	u ghjornu
timewasters	NO TRANSLATION
timid	timida
timidity	timidità
timing	timing
tin	NO TRANSLATION
tincture	tintura
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	tinti
tinker	daveru
tinkering	spiegà
tinkle	NO TRANSLATION
tinkling	tintu
tinnitus	tinnitus
tinsel	tinsel
tint	tintu
tiny	picca
tip	punta
tipper	tippu
tipster	tipster
tipsy	sugliu
tiptoe	pìadi
tirade	tirade
tire	pneumatici
tired	stanchi
tiredness	stancu
tiredofit	NO TRANSLATION
tireless	incridibile
tiresome	putri
tiring	tiring
tissue	tissutu
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanic
titanium	titaniu
tithe	tithe
title	titulu
titled	intitulatu
titty	sborrata
titular	NO TRANSLATION
toad	sapori
toast	brindisi
toaster	toaster
toasty	toasty
tobacco	u tabacco
toby	à questu
tod	Tod
today	oghje
toddler	toddler
toe	toe
toenail	toenail
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	inseme
togetherness	inseme
toil	travaglià
toilet	bagnu
toils	faciule
token	simule
tolerable	tolleru
tolerance	a tolleranza
tolerant	tollerante
tolerate	tollerà
toleration	tolerazioni
toll	pea
tomahawk	tomahawk
tomato	tomate
tomatoes	i pumati
tomb	tomba
tombstone	tomba
tomcat	tomcat
tome	per mè
tomorrow	dumane
ton	NO TRANSLATION
tone	tonu
toner	toner
tong	NO TRANSLATION
tongs	tongi
tongue	lingua
tonic	tonic
tonnage	tunniddaghju
tonsils	'amichi
toocold	NO TRANSLATION
tool	strumentu
toolbox	strumentu
tooling	arnesi
toomuchtodo	NO TRANSLATION
toot	toot
tooth	dentale
toothache	sapori
toothbrush	cera dentale
toothed	dentate
toothless	senza dì
toothpaste	pasta bianca
toothpick	toothpick
toots	toots
top	cima
topaz	topazi
topic	topic
topical	tòctica
topless	topless
topographic	topografica
topographical	topografiche
topography	topografia
topple	topple
topside	topside
tor	tor
torch	torch
torment	turmentu
tormented	turmentatu
torn	torn
tornado	tornatuu
torpedo	torpedo
torque	torque
torrent	torrente
torrid	torrid
torsion	torsioni
torso	torsu
tort	tort
tortious	tortious
tortoise	tortuga
tortuous	tortuous
torture	tortura
tortured	torturata
toss	toss
tot	NO TRANSLATION
total	tutali
totality	tutalità
totally	in tuttu
tote	tote
totem	totem
touch	toccu
touchdown	Touchdown
touched	toccu
touching	toccu
touchy	touchy
tough	duru
toughen	resistenza
toughness	tenuezza
toupee	toupee
tour	tour
tourism	turismu
tourist	turisticu
tourmaline	turmalline
tournament	torneu
tourniquet	tourniquet
tout	NO TRANSLATION
tow	tow
towel	toalla
tower	torre
towering	in altizza
town	cità
townhouse	Townhouse
township	cità
townspeople	populu di cità
toxic	tossicu
toxicity	toxicità
toxicology	toxicologicu
toxin	toxinina
toy	ghjucadore
toymaker	toymaker
trace	traccia
traceable	traceable
tracer	tracer
traces	traccia
trachea	tràccia
tracing	traccia
track	pista
tracker	tracker
tract	viaghju
tractable	trattable
traction	traccia
tractor	trattore
trade	scambiu
trademark	marca
trader	trader
tradesman	tradesman
trading	cummerciu
tradition	tradizione
traditional	tradiziunale
traffic	trafficu
traffic light	trafficu lumicinu
trafficking	trafficu
tragedies	tragedii
tragedy	tragedia
tragic	tràggicu
trail	caminu
trailer	trailer
train	train
train set	train set
trained	furmatu
trainee	trainee
trainer	rigalu
training	furmazione
trait	trait
traitor	tradituri
traitorous	traitoru
trajectory	trajectoire
tram	tramu
tramp	vagabunnu
trample	pisà
trampoline	trampoline
tramway	tramway
trance	trance
tranquil	tranquillo
tranquility	tranquillità
tranquilizer	tranquilizer
transact	transacciu
transaction	transazzione
transatlantic	transatlanticu
transceiver	transceiver
transcend	transcend
transcendence	trascendenza
transcendent	trascorri
transcendental	trascendenti
transcribe	transcribite
transcriber	trascrire
transcript	trascrittu
transcription	trascricultura
transfer	trasferimentu
transference	trasferimentu
transferred	trasfiriti
transfixed	transfixed
transform	trasfurmà
transformation	trasfurmazioni
transformer	trasfurmatore
transfusion	trasfusione
transgression	transgressione
transient	transitoriu
transistor	transistor
transit	u trafficu
transition	transizzioni
transitional	tranticale
transitive	verbo transitivo
transitory	transitoriu
translate	traducir
translation	traduzzione
translator	tradutturi
translocation	translucazione
translucent	trasluzente
transmission	trasmissioni
transmit	trasmettenu
transmitter	trasmettezione
transmutation	trasutazione
transom	transom
transparency	trasparenza
transparent	trasparente
transplant	trasplante
transplantation	trasplante
transponder	transponder
transport	trasportu
transportation	trasportu
transporter	transporter
transpose	traspondenu
transposition	trasposizione
transsexual	transsexuale
transverse	transversale
transvestite	trasporta
trap	trappula
trapdoor	trapdoor
trapeze	trapeze
trapped	persu
trapper	trapper
trapping	travaglià
trappings	trappings
traps	trappule
trash	trash
trashy	trashy
trauma	traumatisme
traumatic	traumatic
travail	NO TRANSLATION
travel	viaghjà
traveler	viaghjatore
traveling	viaghjà
traverse	traversu
travesty	cuncepimentu
trawl	trawl
trawler	trawler
tray	a rachetta
treacherous	traghetti
treachery	trattatu
tread	roccia
treadmill	treadmill
treason	tradimentu
treasure	tesoru
treasured	piaceu
treasurer	tesorero
treasures	tesori
treasury	tesoreria
treat	trattà
treatable	trattabile
treatise	trattatu
treatment	trattamentu
treaty	trattatu
treble	treble
tree	arbulu
trees	arburi
