Word	sq
scab	kore
scabbard	këllëf
scaffold	tribunë
scaffolding	skeleri
scalding	përvëlues
scale	shkallë
scales	peshore
scallop	fiston
scalp	lëkurë e kokës
scalpel	bisturi
scaly	me luspa
scam	scam
scamp	qerrata
scampi	scampi
scan	hetim
scandal	skandal
scandalous	skandaloz
scanner	skaner
scanty	i pakët
scape	arratisje
scapegoat	dash i kurbanit
scar	mbresë
scarab	bubuzhel
scarce	i pakët
scarcely	thuajse
scarcity	pamjaftueshmëri
scare	tremb
scarecrow	dordolec
scared	i frikësuar
scares	frikëson
scarf	shall
scarier	scarier
scariest	scariest
scarlet	e kuqe e ndezur
scary	i tmerrshëm
scat	shu
scatter	shpërndaj
scattered	i shpërndarë
scattering	shpërndajnë
scavenger	pastrues
scenario	skenar
scene	skenë
scenery	peizazh
scenic	skenik
scent	parfum
scented	aromatike
scepter	skeptër
sceptical	skeptik
scepticism	skepticizëm
schadenfreude	schadenfreude
schedule	orar
schematic	skematik
scheme	skemë
schilling	shilingë
schism	përçarje
schizophrenia	shizofreni
schizophrenic	skizofren
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	shnizel
scholar	dijetar
scholarly	prej dijetari
scholarship	bursë
scholastic	shkollor
school	shkollë
schoolboy	nxënës
schoolgirl	nxënëse
schoolhouse	Schoolhouse
schooling	shkollim
schoolmaster	pedagog
schoolteacher	NO TRANSLATION
schoolwork	schoolwork
schoolyard	oborrin
schooner	gotë birre
sciatica	dhimbje të nervit shiatik
science	shkencë
scientific	shkencor
scientist	shkencëtar
scifi	scifi
scintilla	NO TRANSLATION
scintillating	scintillating
scintillation	shkëlqim
scintillator	scintillator
scion	pasardhës
scissors	gërshërë
scoff	përqeshje
scold	shaj
scolding	sharje
scone	kulaç
scoop	lugë e madhe
scoot	vrapoj
scooter	skuter
scope	fushë
scorch	digjem
scorching	vend e djegur
score	rezultat
scoreboard	Scoreboard
scorer	shënues
scores	rezultatet
scorn	përçmim
scorned	përbuzej
scornful	përbuzës
scorpion	akrep
scotch	shtyp
scoundrel	faqezi
scour	gërryen
scourge	kamzhik
scout	skaut
scowl	ngrys
scrabble	gërvishtje
scram	zhdukem
scramble	përleshje
scrambled	fërguara
scrambler	Scrambler
scrambling	përpiqen
scrap	copëz
scrapbook	album me copa të ngjitura
scrape	hall
scrapie	scrapie
scraping	scraping
scrappy	i copëzuar
scratch	gërvishtje
scratchy	i ashpër
scrawny	i dobët
scream	piskat
screamer	titull sensacional
screaming	ulëritës
screech	ulërimë
screen	ekran
screening	ekzaminim
screenplay	skenar
screenwriter	skenarist
screw	vidhos
screwball	çyryk
screwdriver	kaçavidë
screwed	screwed
screwy	i dehur
screwyou	NO TRANSLATION
scribble	shkarravitje
scribe	shkrues
scrimmage	kacafytje
scrip	kupon
script	dorëshkrim
scriptural	i shkrimeve të shenjta
scripture	Shkrimet e Shenjta
scroll	dorëshkrim i mbledhur rrotull
scrotum	qese e herdheve
scrounge	vjedh
scrounger	përfitues
scrub	pastrim
scruffy	i lerosur
scrumptious	i shijshëm
scrupulous	i ndershëm
scrutinize	vëzhgoj
scrutiny	shqyrtim
scuba	skafandër autonome
scuff	zvarritje
scuffle	përleshje
scullery	kthinë
sculptor	skulptor
sculpture	skulpturë
sculptured	gdhëndur
scum	llum
scumbag	Scumbag
scurry	vrap
scurvy	skorbut
scuttle	baxhë
sea	det
seaboard	bregdetar
seafood	ushqim deti
seagull	pulëbardhë
seal	vulë
seals	vula
seam	damar
seaman	detar
seamless	seamless
seamstress	rrobaqepëse
seaport	qytet me port
sear	thaj
search	kërkim
searching	kërkim
searchlight	prozhektor
seared	i dobët
seashore	bregdet
seasick	zë deti
seaside	bregdetar
season	sezon
seasonal	sezonal
seasoned	i kalitur
seasoning	erëza
seat	vend
seatbelt	Rripi i sigurimit
seating	shtrojë
seawater	ujin e detit
seaweed	alga deti
sec	sec
secession	shkëputje
secluded	i vetmuar
seclusion	izolim
second	i dytë
second cousin	kushëriri i dytë
secondary	dytësor
secondhand	dore e dyte
secrecy	fshehtësi
secret	sekret
secretariat	sekretariat
secretary	sekretar
secrete	nxjerr
secretion	sekrecion
secretive	i fshehtë
secretly	fshehurazi
sect	sekt
sectarian	sektar
section	seksion
sectional	sektorial
sector	sektor
secular	laik
secularism	kundërlaicizim
secure	i sigurt
securities	letrave me vlerë
security	siguri
sedan	NO TRANSLATION
sedate	i përmbajtur
sedation	qetësim
sedative	qetësues
sedentary	i ulur
sedge	shqirë
sediment	sediment
sedimentary	sedimentar
sedition	kryengritje
seduce	josh
seducer	joshës
seducing	seducing
seduction	joshje
seductive	joshës
see	Shiko
seed	farë
seedling	filiz
seeds	fara
seedy	i sëmurë
seek	kërkoj
seeker	kërkues
seem	duket
seemingly	me sa duket
seer	parashikues
seesaw	kolovitem
seething	seething
segment	segment
segregate	i veçuar
segregated	ndarë
segregation	ndarje
seismic	sizmik
seize	kap
seizure	konfiskim
seldom	rrallë
select	zgjedh
selection	përzgjedhje
selective	selektiv
selectman	selectman
selenium	selen
self	vete
selfharm	NO TRANSLATION
selfish	egoist
selfishness	egoizëm
selfless	vetëmohues
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	shes
seller	shitës
sellout	ekspozitë
seltzer	ujë mineral
semantics	semantikë
semaphore	semafor
semblance	pamje
semen	spermë
semester	semestër
semi	gjysmë
semiautomatic	NO TRANSLATION
semicolon	pikëpresje
seminal	i farës
seminar	seminar
seminary	seminar
semiotics	semiotika
senate	senat
senator	senator
send	dërgoj
sender	dërgues
senescence	senescence
senile	pleqërishte
senior	i lartë
seniority	vjetërsi
senor	Senor
senorita	Senorita
sensation	ndjesi
sensational	sensacional
sense	kuptim
senseless	i pakuptim
senses	shqisat
sensibility	ndjeshmëri
sensible	i ndjeshëm
sensibly	me arsye
sensitive	i ndjeshëm
sensitivity	ndjeshmëri
sensor	sensor
sensory	ndijor
sensual	sensual
sensuality	ndjeshmëri
sensuous	i ndjeshëm
sentence	fjali
sentencing	dënimit
sentient	i ndjeshëm
sentiment	mendim
sentimental	sentimental
sentimentality	sentimentalizëm
sentinel	rojtar
sentry	rojë
separable	i ndashëm
separate	i veçantë
separately	veçmas
separation	ndarje
separatist	separatist
sepia	bojë e zezë supje
sepsis	sepsis
sept	klan
septic	septik
septum	mur ndarës
sequel	vazhdim
sequence	rend
sequent	pasues
sequestered	i izoluar
sequestration	sekuestrim
serenade	serenatë
serendipity	Serendipity
serene	i qetë
serenity	qetësi
sergeant	rreshter
serial	rendor
serialize	botoj pjesë-pjesë
series	seri
serif	shrift me dhëmbëza
serious	serioz
seriousness	seriozitet
sermon	predikim
serpent	gjarpër
serpentine	serpentinë
serrated	i dhëmbëzuar
serum	serum
servant	shërbyes
serve	shërbej
server	server
service	shërbim
serviceable	i dobishëm
servile	servil
servitude	robëri
sesame	susam
sess	NO TRANSLATION
session	seancë
sessions	Sesionet
set	i vendosur
setback	pengesë
sett	NO TRANSLATION
setter	setër
settle	zgjidh
settled	vendosën
settlement	zgjidhje
settler	kolon
settlor	settlor
setup	Setup
seven	shtatë
seventeen	shtatëmbëdhjetë
seventh	i shtatë
seventy	shtatëdhjetë
sever	pres
severable	severable
severally	veçmas
severance	ndarje
severe	i rëndë
severely	ashpër
severity	ashpërsi
sew	qep
sewage	ujërave të zeza
sewer	kanal
sewerage	kanalizimit
sewing	qepje
sex	seks
sexist	seksiste
sexual	seksual
sexuality	seksualizëm
sexy	sexy
shabby	i lënë pas dore
shack	kasolle
shackle	pranga
shade	hije
shades	hije
shading	mbrojtje nga drita
shadow	hije
shadowy	i paqartë
shady	me hije
shaft	bosht
shag	xhufkë
shaggy	me push të ashpër
shake	shtrëngoj
shakedown	zhvatje
shaken	tronditur
shaker	përzierës pijesh
shaking	lëkundje
shaky	i dredhur
shall	do të
shallow	i cekët
shallows	shallows
sham	mashtrim
shaman	shaman
shambles	thertore
shame	turp
shamed	turpëruar
shameful	i turpshëm
shameless	i paturpshëm
shampoo	shampo
shanghai	Shanghai
shank	fyell
shanty	barakë
shape	formë
shapely	me formë të hijshme
shard	copë e thyer
share	pjesë
shareholder	aksioneri
sharing	ndarjen
shark	peshkaqen
sharp	i mprehtë
sharpen	shpij
sharpened	mprehur
sharpener	mprehës
sharpness	mprehtësi
sharpshooter	snajper
shatter	thyej
shattered	shpartallua
shattering	shkatërrimtar
shave	rruhem
shaver	berber
shaving	rruajtje
shawl	shall
sheaf	kapë
shear	qethje
shears	gërshërë të mëdha
sheath	mill
sheathing	sheathing
shed	derdh
sheen	shkëlqim
sheep	dhen
sheepdog	Sheepdog
sheepish	i turpshëm
sheer	i dukshëm
sheet	fletë
sheik	sheik
shelf	raft
shell	guaskë
shellfish	butak
shelling	bombardim me artileri
shelter	strehë
sheltered	strehuar
shelters	strehimoret
shelved	braktisi
shepherd	bari
sherbet	sherbet
sheriff	sherif
sherry	sheri
shield	mburojë
shift	ndryshim
shifting	i ndryshueshëm
shifty	i pakapshëm
shilling	monedhë
shimmer	Shimmer
shimmering	shimmering
shimmy	këmishë
shin	kërci
shindig	festë e zhurmshme
shine	shndrit
shiner	Shiner
shingle	zall
shining	i ndritshëm
shiny	me shkëlqim
ship	anije
shipment	ngarkesë
shipping	anijeve
shipshape	në rregull të përsosur
shipwreck	anijembytje
shipyard	kantier detar
shire	konte
shirt	këmishë
shit	mut
shitday	NO TRANSLATION
shitfaced	Shitfaced
shithead	idiot
shitless	shitless
shitload	dreq
shittest	NO TRANSLATION
shitty	i ndyrë
shiver	drithmë
shivering	të ngjethura
shoals	shoals
shock	goditje
shocked	tronditur
shocker	roman i thjeshtë
shocking	tronditës
shockingly	shockingly
shoddy	i dobët
shoe	këpucë
shoelace	gjalmë
shoemaker	këpucar
shoes	këpucët
shoeshine	Shoeshine
shook	tronditi
shoot	gjuaj
shooter	revole
shooting	qitje
shootout	shkëmbim zjarri
shop	dyqan
shopkeeper	tregtar
shoplifter	vjedhës në dyqan
shoplifting	Vjedhja në dyqane
shopper	blerës
shopping	pazar
shore	breg
shoreline	bregdetare
shorn	i qethur
short	i shkurtër
short story	histori e shkurtër
shortage	mungesë
shortcake	kek i shkrifët
shortcoming	e metë
shortcut	shkurtore
shorten	shkurtoj
shortening	shkurtim
shorthand	stenografi
shortly	së shpejti
shortness	shortness
shorts	Pantallona të shkurtra
shortstop	shortstop
shortwave	me valë të shkurtra
shot	e shtënë
shotgun	teke
shoulder	sup
shout	britmë
shove	fus
shovel	lopatë
shoveling	heqjen
show	shfaqje
showbiz	showbiz
showboat	njeri që kërkon të duket
showcase	vitrinë
showdown	hapje e letrave
shower	dush
showgirl	këngëtare kabareje
showing	duke treguar
showoff	showoff
showroom	sallë ekspozite
showy	që bie në sy
shrapnel	shrapnel
shred	copë
shrew	hundëgjatë
shrewd	mendjemprehtë
shriek	britmë
shrill	i mprehtë
shrimp	karkalec
shrine	vend i shenjtë
shrink	tkurrje
shrinking	ngushtim
shrivel	rrudhem
shroud	qefin
shrub	shkurre
shrubbery	shkorret
shrug	ngritje e supeve
shrunk	tkurrur
shrunken	i tkurrur
shudder	rrëqethje
shuddering	ngjethës
shuffle	shkartisje
shuffleboard	shuffleboard
shuffling	shuffling
shun	gatitu
shunned	shmangur
shunt	devijim
shut	i mbyllur
shutdown	fike
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	qepen
shuttle	anijes
shutup	NO TRANSLATION
shy	i turpshëm
shyness	drojë
shyster	shyster
sib	NO TRANSLATION
sibling	vëlla
sic	sic
sick	i sëmurë
sickbay	sickbay
sicken	sëmur
sickening	i pështirë
sickle	drapër
sickly	shëndetlig
sickness	sëmundje
side	anë
sidearm	sidearm
sidebar	sidebar
sideboard	bufe
sideburns	baseta
sidecar	kosh
sidekick	ndihmës
sideline	anë e fushës
sideshow	shfaqje e veçantë
sidestep	shmangie
sidewalk	trotuar
sideways	anash
sidewinder	goditje anash
siege	rrethim
siesta	gjumë pasdreke
sieve	sitë
sift	shosh
sifting	sifting
sigh	psherëtimë
sight	pamje
sighting	Sighting
sightseeing	vizitë
sigma	sigma
sign	shenjë
signal	sinjal
signature	nënshkrim
significance	rëndësi
significant	i rëndësishëm
signification	kuptim
signify	tregon
signpost	shtyllë drejtuese
silence	heshtje
silencer	skapamento
silent	i heshtur
silently	në heshtje
silhouette	siluetë
silicon	silic
silicone	silikoni
silk	mëndafsh
silken	prej mëndafshi
silky	i butë
sill	prag
silliness	marrëzi
silly	i trashë
silo	silosoj
silt	baltë
silver	argjend
silverware	argjendurina
silvery	i argjendtë
similar	i ngjashëm
similarity	ngjashmëri
simile	NO TRANSLATION
simmer	zierje
simmering	valë
simple	i thjeshtë
simples	NO TRANSLATION
simpleton	teveqel
simplicity	thjeshtësi
simplify	lehtësuar
simplistic	thjeshtë
simply	thjesht
simulate	simulojnë
simulated	artificial
simulating	simulon
simulation	simulim
simulator	imitues
simultaneous	i njëkohshëm
simultaneously	njëherësh
sin	NO TRANSLATION
sincere	i sinqertë
sincerity	sinqeritet
sinful	mëkatar
sing	këndoj
singer	këngëtar
singing	duke kënduar
single	i vetëm
singly	veçmas
singular	njëjës
singularity	veçori
singularly	singularly
sinister	i keq
sink	lavaman
sinker	ëmbëlsirë
sinking	fundosje
sinner	mëkatar
sinning	mëkaton
sinus	sinus
sip	gllënjkë
siphon	sifon
sipping	sipping
sir	zotëri
sire	baba
siren	sirenë
sirloin	kundërfiletë
sissy	motër
sister	motër
sisterhood	lidhje e afërt motrave
sit	ulem
sitcom	Sitcom
site	faqe
sith	Sith
sitter	kujdestare fëmijësh
sitting	i ulur
situate	vendos
situated	i vendosur
situation	situatë
six	gjashtë
sixpence	sixpence
sixteen	gjashtëmbëdhjetë
sixth	i gjashtë
sixty	gjashtëdhjetë
sizable	i konsiderueshëm
size	madhësi
sizzle	cëcërin
ska	NO TRANSLATION
skate	rajë
skateboard	skateboard
skater	patinator
skating	patinazh
skedaddle	ua mbath
skeet	Skeet
skein	shkul
skeletal	skeletik
skeleton	skelet
skeptic	skeptik
skeptical	skeptik
skepticism	skepticizëm
sketch	skicë
sketching	sketching
sketchy	skematik
skewed	anon
skewer	hell
ski	ski
skid	trung
skier	skiator
skiff	kaike
skiing	ski
skijump	NO TRANSLATION
skill	aftësi
skilled	i aftë
skillet	Skillet
skillful	i aftë
skim	cek
skimpy	i kursyer
skin	lëkurë
skinny	i dobët
skip	skip
skipper	kapiten
skirmish	luftim
skirt	pantallona të gjera
skirting	skaj
skirts	skirts
skit	skeç
skittish	i gjallë
skull	kafkë
skunk	zdrugoj
sky	qiell
skylight	çati prej xhami
skyline	horizont
skyscraper	rrokaqiell
slab	pllakë
slack	xhoko
slag	shllak
slam	kritikoj
slammer	Slammer
slander	shpifje
slanderous	shpifës
slang	zhargon
slant	tatëpjetë
slap	mu
slash	çaj
slashes	ul
slate	propozoj
slates	listat
slaughter	masakër
slaughterhouse	thertore
slaughtering	therja
slave	rob
slavery	skllavëri
slay	vras
slayer	vrasës
sleaze	sleaze
sleazy	i dobët
sled	NO TRANSLATION
sledding	udhëtim me sajë
sledge	rrëshqitëse
sledgehammer	vare
sleek	me shkëlqim
sleep	gjumë
sleeper	që fle
sleeping	i fjetur
sleepless	pa gjumë
sleeplessness	pagjumësi
sleepover	sleepover
sleepy	i përgjumur
sleepyhead	gjumash
sleet	borë me shi
sleeve	mëngë
sleeveless	pa mëngë
sleigh	sajë
sleight	sleight
slender	i hollë
sleuth	detektiv
slice	fetë
slick	i shkëlqyeshëm
slicker	pardesy
slide	rrëshqitje
slider	slider
sliding	rrëshqitje
slight	i lehtë
slight anticipation	pritje të lehtë
slight disgust	llafazë e lehtë
slight surprise	surprizë e lehtë
slight trust	besim të lehtë
slightly	pak
slightly negative	paksa negative
slightly positive	pak pozitiv
slim	i hollë
slime	zhul
slimy	baltak
sling	hobe
slingshot	llastiqe
slink	vidhem
slinky	slinky
slip	gabim
slipper	heqël
slippers	pantofla
slippery	i rrëshqitshëm
slit	e çarë
sliver	copë
slob	llom
slobber	jargavitem
slogan	slogan
sloop	anije njëdirekëshe
slop	NO TRANSLATION
slope	shpat
sloppy	i lëngshëm
slot	vend i caktuar
sloth	përtaci
slouch	rri shtrembër
slough	kënetë
slow	i ngadalshëm
slowly	ngadalë
slowness	ngadalësia
sludge	llum
slug	goditje e fortë
slugger	Slugger
sluggish	i ngadaltë
sluice	pendë
slum	lagje e varfër
slumber	dremit
slump	krizë
slur	shpifje
slurp	Slurp
slush	llucë
slut	zuskë
slutty	slutty
sly	tinëzar
smack	mu
small	i vogël
smaller	më të vogla
smallest	më të vogël
smallpox	li
smart	i zgjuar
smartass	bythe e zgjuar
smarten	zbukurohem
smarty	Smarty
smash	thyhet
smashed	thyen
smattering	sasi e vogël
smear	ndot
smell	erë
smelling	nuhatje
smelly	me erë të keq
smelt	ndjej
smidgen	smidgen
smile	buzëqeshje
smiled	buzëqeshi
smiles	buzëqesh
smiley	smiley
smiling	i qeshur
smirk	buzëqeshje i vetëkënaqur
smite	godas
smith	kovaç
smithereens	çikla
smitten	i pushtuar
smock	kominoshe fëmijësh
smog	smog
smoke	tym
smoker	duhanpirës
smokey	Smokey
smoking	pirje duhani
smoky	i nxirë
smoldering	që digjet në vetvete
smooch	Hynin
smooth	butë
smoothie	gojëmjaltë
smoothly	pa probleme
smoothness	smoothness
smother	mbyt
smudge	diçka e pakuptueshme
smug	i vetëkënaqur
smuggle	kontrabanduar
smuggler	kontrabandist
smuggling	kontrabandë
smut	vrug
snack	snack
snacks	snacks
snafu	rrëmujë
snag	trung i ngecur
snags	snags
snail	kërmill
snake	gjarpër
snakes	snakes
snakeskin	snakeskin
snap	punë e lehtë
snapper	gocë
snappy	i gjallë
snapshot	fotografi i çastit
snare	kurth
snarl	ngatërroj
snarling	duke zgjatur
snatch	rrok
snatcher	snatcher
snazzy	snazzy
sneak	vjedhës
sneaker	sneaker
sneakers	atlete
sneaking	frikacak
sneaky	i poshtër
sneer	tallje
sneeze	teshtij
sneezing	teshtimë
snicker	kukurisje
snide	mashtrues
sniff	nuhatje
snip	prerje
snipe	shapkë
sniper	snaiper
snippet	copë
snippy	fragmentar
snitch	vjedh
snob	snob
snoop	zhbirues
snoopy	snoopy
snooty	mospërfillës
snooze	një sy gjumë
snore	gërhij
snorkel	periskop
snort	gërhij
snot	qurra
snotty	qurrash
snout	feçkë
snow	borë
snowball	top dëbore
snowboard	snowboard
snowboarder	snowboarder
snowday	Ditë me borë
snowfall	reshje bore
snowflake	flok dëbore
snowing	bie borë
snowmageddon	Snowmageddon
snowman	burrë dëbore
snowplow	Pastrues bore
snowstorm	stuhi dëbore
snowy	me dëborë
snub	mospërfillje
snubbed	mërzitur
snuff	burnot
snug	i rehatshëm
snuggle	strukem
snuggled	shtrirė
snuggles	snuggles
snuggling	snuggling
soak	thith
soaked	ngjyhet
soaking	njomje
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sapun
soapbox	tribunë e sajuar
soapy	me shkumë sapuni
soar	fluturoj
soaring	fluturues
sob	NO TRANSLATION
sober	i matur
soblessed	NO TRANSLATION
sobriety	seriozitet
soc	soc
soccer	futboll
sociable	i shoqërueshëm
social	social
socialanxiety	NO TRANSLATION
socialism	socializëm
socialist	socialist
socialite	personalitet shoqëror
socialize	bisedoj
society	shoqëri
sociology	sociologji
sociopath	sociopath
sock	goditje
socket	fole
sod	pederast
soda	sodë
soda/pop	soda / pop
sodding	Sodding
sodium	sodium
sofa	divan
soft	butë
softball	softball
soften	zbut
softener	softener
softening	zbutje
softly	me zë të ulët
softness	butësi
software	program
soggy	i lagur
sohappy	sohappy
soil	tokë
soiled	ndotura
soiree	festë
sojourn	qëndroj përkohësisht
solace	ngushëllim
solar	diellor
solarium	dhomë me diell
solder	lidhës
soldering	bashkim
soldier	ushtar
sole	i vetëm
solemn	solemn
solicit	Kërkoj
solicitation	kërkesë
solicitor	mbledhës
solid	i fortë
solidarity	solidaritet
solidification	ngurtësim
solidified	forcoi
solidify	ngrij
solidity	fortësi
solitaire	pasjans
solitary	i vetmuar
solitude	vetmi
solo	solo
solubility	tretshmëria
soluble	i tretshëm
solucky	kaq me fat
solution	zgjidhje
solve	zgjidh
solvency	aftësi pagimi
solvent	tretës
somad	NO TRANSLATION
somatic	somatike
somber	i errët
some anticipation	disa parashikime
some disgust	disa neveri
some surprise	disa befasuese
some trust	disa besim
somersault	salto
somethingigetalot	NO TRANSLATION
somewhat negative	disi negativ
somewhat positive	disi pozitive
somuchtodo	NO TRANSLATION
son	bir
sonar	hidrolokator
sonata	sonatë
sonervous	NO TRANSLATION
song	këngë
songwriter	kompozitor
sonic	i zërit
sonice	NO TRANSLATION
sonnet	sonet
sonorous	kumbues
soot	blozë
soothe	zbut
soothing	qetësues
sophisticated	i sofistikuar
sophistication	ndërlikim
sophomore	i paedukuar mjaft
sopissed	NO TRANSLATION
soppy	i lagur
soprano	soprano
sorcerer	magjistar
sorcery	magji
sordid	i ndyrë
sore	i lënduar
soready	soready
sorely	rëndë
soreness	hidhërim
sorghum	melekuqe
sorority	shoqëri studentore vajzash
sorrow	pikëllim
sorrowful	i pikëlluar
sorry	Më vjen keq
sort	lloj
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	klasifikim
sos	NO TRANSLATION
soscared	soscared
soscary	shume e frikshme
soslow	soslow
sostressed	NO TRANSLATION
sosweet	sa i embel
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	shpirt
soulful	shpirtëror
soulless	i pashpirt
soulmate	Soulmate
sound	tingull
sounding	kumbues
soundness	saktësi
soundproof	i papërshkueshëm nga zëri
soundtrack	fonogram
soup	supë
sour	i lagësht
source	burim
sourpuss	sourpuss
south	jug
southbound	southbound
southeast	juglindje
southern	nga jugu
southpaw	sallaks
southwest	jugperëndim
souvenir	suvenir
sovereign	sovran
sovereignty	sovranitet
soviet	Sovjetik
sow	mbjell
soy	sojë
soy sauce	salce soje
soybean	sojë
spa	spa
space	hapësirë
spacecraft	anijen
spaceman	astronaut
spaceship	anije kozmike
spacing	ndarje
spacious	i gjerë
spade	lopatë
spaghetti	spageti
spam	të bllokuara
spammers	spammers
span	NO TRANSLATION
spandex	material elastik
spaniel	langua spanjol
spank	shpulakë
spanking	i fuqishëm
spar	spat
spare	rezervë
spareribs	brinjë këmbimi
sparingly	me masë
spark	shkëndijë
sparkle	vetëtin
sparkling	i shkëlqyeshëm
sparkly	sparkly
sparring	mësimi
sparrow	harabel
sparse	i rrallë
spasm	vrull
spastic	spastik
spat	zënkë
spatial	hapësinor
spatter	spërkat
spatula	shpatull
spawn	pjellem
spaz	spaz
speak	flas
speakeasy	Speakeasy
speaker	folës
speakerphone	speakerphone
speaking	folës
spear	shtizë
spec	spekulim
special	special
specialist	specialist
speciality	specialitet
specialize	NO TRANSLATION
specially	posaçërisht
specialty	specialitet
specie	NO TRANSLATION
species	lloj
specific	specifik
specification	Specifikim
specify	specifikoj
specimen	mostër
speck	pikël
speckled	pika-pika
specs	syze
spectacle	pamje
spectacles	syze
spectacular	madhështor
spectator	spektator
specter	fantazmë
spectral	spektral
spectrometer	spektromatës
spectrophotometer	spectrophotometer
spectroscopy	spectroscopy
spectrum	spektër
speculate	spekuloj
speculation	spekulim
speculative	spekulativ
speculum	pasqyrë kirurgjie
speech	fjalim
speechless	i pagojë
speed	shpejtësi
speedboat	motoskaf
speedily	shpejt
speeding	tejkalim shpejtësie
speedometer	shpejtësimatës
speedway	pistë garash shpejtësie me motoçikleta
speedy	i shpejtë
spell	magji
spellbound	gojëhapur
spelling	drejtshkrim
spencer	xhaketë e shkurtët prej leshi
spend	shpenzoj
spender	dorëshpuar
spending	shpenzimet
spent	kaluar
sperm	spermë
spew	vjell
sphere	sferë
spherical	sferik
sphincter	muskul unazor
sphinx	sfinks
spic	meksikan
spice	erëz
spicy	me erëza
spider	merimangë
spiders	spiders
spiffy	spiffy
spigot	duq
spike	kamë
spiked	me thumba të mprehta
spiky	me gjemba
spill	derdhje
spillin	NO TRANSLATION
spin	tjerr
spinach	spinaq
spinal	shpinor
spindle	gisht
spine	shpinë
spineless	pa gjemba
spinner	flutur
spinning	tjerrje
spinster	grua e pamartuar
spiny	gjembaç
spiral	spirale
spire	majuc
spirit	shpirt
spirited	i gjallë
spirits	alkoolike
spiritual	shpirtëror
spirituality	natyrë shpirtërore
spit	pështyj
spite	mëri
spiteful	i lig
spitfire	çakmak
spittoon	enë pështyme
splash	spërkatje
splat	Splat
splatter	spërkat
spleen	shpretkë
splendid	i shkëlqyer
splendor	bukuri
splice	martohem
spline	vizore
splint	paftë metalike
splinter	cifël
split	ndarje
splitting	përçarje
splurge	mburrem
spoil	plaçkë
spoiler	spoiler
spoiling	hanë duart
spoils	pre
spoke	foli
spoken	folur
spokesman	zëdhënës
spokesperson	Zëdhënësi
sponge	sfungjer
spongy	bira-bira
sponsor	promotor
sponsorship	sponsorizimi
spontaneity	spontanitet
spontaneous	spontan
spoof	shaka
spook	hije
spooky	drithërues
spool	bobinë
spoon	lugë
spoonful	një lugë
sporadic	sporadik
spore	spore
sport	sport
sporting	Sporting
sports	sportiv
sports car	makinë sportive
sportsman	sportist
sportsmanship	korrektësi
sportswriter	sportswriter
sporty	sportiv
spot	vend
spotless	i pastër
spotlight	ndriçoj
spotted	i ndotur
spotter	vrojtues
spotty	me njolla
spousal	bashkëshortor
spouse	bashkëshort
spout	hundëz
sprain	ndrydhje
sprawl	plandosem
spray	llak
spread	përhap
spreader	shpatull
spree	zbavitje
spring	pranverë
springtime	pranverë
sprinkle	sasi e vogël
sprinkler	spërkatës
sprinkling	spërkatje
sprint	sprint
sprite	sprite
sprout	dal
spruce	bredh
spud	shat
spunk	inat
spunky	trim
spur	mamuze
spurious	kallp
spurred	nxitur
spurt	rrymë
spy	spiun
squabble	zënkë
squad	skuadër
squadron	skuadron
squall	klithmë
squamous	squamous
squander	shkapërderdh
square	katror
squash	kungull
squat	mbledhje
squatter	që rri galiç
squaw	grua lëkurëkuqe
squawk	këlthet
squeak	kallëzoj
squeaky	angulluës
squeal	klithmë
squealer	zogth
squeamish	i dobët
squeeze	shtrydh
squeezing	squeezing
squelch	asgjësim
squid	kallamar
squint	i hedh një sy
squire	shqytar
squirm	përpëlitje
squirrel	ketri
squirt	shiringë
squish	pllaquris
squishy	squishy
stab	goditje me thikë
stabbed	me thikë
stability	stabilitet
stabilize	stabilizoj
stabilizer	stabilizator
stable	i qëndrueshëm
staccato	stakato
stack	rafte
stadium	stadium
staff	stafi
stag	mashkull
stage	fazë
stagecoach	karrocë poste
stagehand	punëtor skene
stagger	tundem
staggering	vënie në skenë
stagnant	i ndenjur
stagnation	amulli
staid	i përmbajtur
stain	njollë
stained	me njolla
stainless	i pandryshkshëm
stair	shkallë
staircase	shkallë
stairs	shkallët
stairway	shkallë
stairwell	kafaz shkallësh
stake	kunji
stakeout	mbikëqyrje
stale	bajat
stalemate	rrugë qorre
stalk	kërcell
stalker	stalker
stall	tezgë
stallion	hamshor
stalls	stalla
stalwart	i fuqishëm
stamina	qëndrueshmëri
stamp	pullë
stampede	ikje në rrëmujë
stance	pozicion
stand	qëndrim
standard	standard
standardize	normalizoj
standardized	i standardizuar
standby	gatishmërisë
standing	pozitë
standoff	ngecje
standpoint	pikëpamje
standstill	pushim
standup	ngrihu
stanza	strofë
staph	Staph
staple	kapëse
stapler	seleksionues fijesh
star	yll
star fruit	yll frutash
starboard	anë e djathtë e përparme
starch	niseshte
stardom	yjet
stardust	Stardust
stare	ia ngul sytë
starfish	yll deti
stargazing	stargazing
staring	e ndezur
stark	i zymtë
starlet	yllth
starlight	me yje
starling	gargull
starry	xixëllues
stars	yjet
starship	Starship
start	fillim
starter	motorino
startle	befasoj
