Word	sv
revolving	roterande
revue	revy
revulsion	motvilja
revving	revving
reward	pris
rewarding	givande
rewind	spola tillbaka
rewire	lägga nya ledningar
rewrite	skriva om
rhapsody	rapsodi
rhetoric	retorik
rhetorical	retorisk
rheumatism	reumatism
rhinestone	strass
rhino	noshörning
rhinoceros	noshörning
rhubarb	rabarber
rhyme	rim
rhyming	rim-
rhythm	rytm
rhythmic	rytmisk
rhythmical	rytmisk
rib	revben
ribbed	räfflad
ribbon	band
rice	ris
rich	rik
riches	rikedom
richness	rikedom
rick	stack
rickety	rankig
rickshaw	Rickshaw shaw~~POS=HEADCOMP
ricochet	rikoschett
rid	befria
riddance	riddance
riddle	gåta
riddled	borrad
ride	rida
rider	ryttare
ridge	ås
ridicule	förlöjliga
ridiculed	förlöjligade
ridiculous	löjlig
riding	ridning
rife	utbredd
riff	riff
riffraff	slödder
rifle	gevär
rifleman	rifleman
rifles	gevär
rift	reva
rig	rigg
rigged	riggade
rigging	tackling
right	höger
righteous	rättfärdig
righteousness	rättfärdighet
rightful	rättmätig
rightly	med rätta
righty	righty
rigid	stel
rigidity	stelhet
rigor	stränghet
rigorous	rigorös
rim	fälg
rind	svål
ring	ringa
ringer	ringer
ringing	ringande
ringleader	ledare
ringmaster	ringmaster
ringside	ringsiden
rink	rink
rinse	Skölj
riot	upplopp
rioting	upplopp
riotous	utsvävande
riots	kravaller
rip	vila i frid
riparian	riparian
ripe	mogen
ripen	mogna
ripening	mogning
ripper	ripper
ripple	krusning
rippling	porlande
rise	stiga
rising	stigande
risk	risk
risky	riskabel
risotto	risotto
rite	rit
ritual	ritual
ritualistic	rituell
rival	rival
rivalry	rivalitet
river	flod
riverbank	flodbank
riverbed	flodbädden
riverboat	flodbåt
rivet	nit
riveted	nitade
riveting	nitning
roach	mört
road	väg
roadblock	vägspärr
roadhouse	roadhouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	roadrunner
roads	vägar
roadside	vid vägkanten
roadster	sportbil
roadtrip	bilresa
roadway	körbana
roadworks	vägarbeten
roam	ströva omkring
roar	ryta
roaring	rytande
roast	steka
roasted	rostad
rob	råna
robber	rånare
robbery	rån
robe	morgonrock
robin	robin
robot	robot
robotic	robot
robotics	robotik
robust	robust
roc	roc
rock	sten
rocker	rocker
rocket	raket
rocks	stenar
rod	stav
rodent	gnagare
rodeo	rodeo
roe	rom
rogue	skurk
role	roll
roll	rulla
roller	vält
rollercoaster	Berg och dalbana
rollers	rullar
rollicking	uppslupen
rolling	rullande
roman	romersk
romance	romantik
romantic	romantisk
romanticism	romantik
romp	stoja
roof	tak
rooftop	taket
rook	råka
rookie	nybörjare
room	rum
roomful	roomful
roommate	rumskamrat
rooms	rum
roomy	rymlig
roost	hönshus
rooster	tupp
root	rot
root beer	root beer
rooted	rotade
rope	rep
ropes	tågvirke
rosary	radband
rose	reste sig
rosemary	rosmarin
rosette	rosett
roster	roster
rosy	rosig
rot	ruttna
rota	rota
rotary	roterande
rotate	rotera
rotation	rotation
rote	rote
rotor	rotor
rotten	rutten
rotting	rötning
rotunda	rotunda
rouge	rouge
rough	grov
roughly	ungefär
roughneck	råskinn
roughness	grovhet
roulette	roulett
round	runda
roundabout	rondell
rounded	avrundad
roundup	runda upp
rouse	väcka
rouser	rouser
rousing	väckande
rout	vild flykt
route	rutt
routine	rutin-
rove	flacka
rover	rover
roving	roving
row	rad
rowboat	roddbåt
rowdy	bråkig
rowing	rodd
royal	kunglig
royalty	royalty
rub	gnugga
rubber	gummi-
rubbers	gummin
rubbing	gnuggning
rubbish	skräp
rubble	spillror
rubdown	massera
rubric	rubriken
ruby	rubin
ruckus	ruckus
rudder	roder
ruddy	rödblommig
rude	oförskämd
rudeness	råhet
rudimentary	rudimentär
rudiments	rudiment
rue	ångra
rueful	rueful
ruff	gärs
ruffian	buse
ruffle	krås
rug	matta
rugby	rugby
rugged	oländig
ruin	ruin
ruination	ödeläggelse
ruined	förstörd
ruinous	ödeläggande
ruins	ruiner
rule	regel
ruler	linjal
ruling	styrande
rum	rom
rumba	rumba
rumble	rumble
rummage	letande
rumor	rykte
rumored	ryktas
rump	bakdel
rumpus	bråk
run	springa
runaround	springa omkring
runaway	Spring iväg
rundown	Spring ner
runes	runor
rung	ringt
runner	löpare
running	löpning
running shoes	löparskor
runny	rinnande
runt	NO TRANSLATION
runway	bana
rupture	brista
rural	lantlig
ruse	NO TRANSLATION
rush	rusa
rushing	rusar
rust	rost
rusted	rostig
rustic	rustik
rustle	prassla
rustler	rustler
rusty	rostig
rut	brunst
ruth	ruth
ruthless	hänsynslös
rye	råg
sabbatical	sabbatsår
saber	NO TRANSLATION
sable	sobel-
sabotage	sabotage
saboteur	sabotör
sac	säck
sack	säck
sacrament	sakrament
sacred	helig
sacrifice	offra
sacrifices	uppoffringar
sacrificial	offer-
sacrilege	helgerån
sacrilegious	vanhelgande
sad	ledsen
sadday	NO TRANSLATION
saddens	saddens
saddle	sadel
sadist	sadist
sadistic	sadistisk
sadly	tyvärr
sadness	sorg
safari	safari
safe	säker
safeguard	skydda
safekeeping	säkert förvar
safety	säkerhet
saffron	saffran
sag	svikta
saga	saga
sage	salvia
saggy	saggy
sail	segla
sailboat	segelbåt
sailing	segling
sailor	sjöman
saint	helgon
sainted	sainted
saintly	saintly
sake	skull
salad	sallad
salamander	salamander
salami	salami
salary	lön
sale	försäljning
salesgirl	expedit
salesman	försäljare
salient	framträdande
saline	salin
saliva	saliv
sally	utfall
salmon	lax
salmonella	salmonella
salon	salong
saloon	salong
salsa	salsa
salt	salt-
salted	saltade
saltwater	saltvatten
salty	salt
salutary	välgörande
salutation	hälsning
salute	honnör
salvage	rädda
salvation	frälsning
salve	salva
samba	samba
sameness	enformighet
sample	prov
samurai	samuraj
sanatorium	sanatorium
sanctification	helgelse
sanctified	helig
sanctify	helga
sanctimonious	skenhelig
sanction	sanktion
sanctioned	sanktione
sanctity	helighet
sanctuary	fristad
sanctum	helgedom
sand	sand
sandal	sandal
sandbox	sandlåda
sander	slipmaskin
sandman	john blund
sandpaper	sandpapper
sands	sandstrand
sandstorm	sandstorm
sandwich	smörgås
sandy	sandig
sane	förnuftig
sanguine	sangvinisk
sanitarium	sanatorium
sanitary	sanitär
sanitation	sanering
sanity	förnuft
sans	NO TRANSLATION
santa	santa
sap	sav
sapiens	sapiens
sapphire	safir
sappy	saftig
sarcasm	sarkasm
sarcastic	sarcastic
sarcoma	sarkom
sarcophagus	sarkofag
sardine	sardin
sardonic	hånfull
sarsaparilla	sarsaparill
sash	skärp
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	satanisk
satchel	skolväska
sate	NO TRANSLATION
satellite	satellit
satin	satin
satire	satir
satirical	satirisk
satisfaction	tillfredsställelse
satisfactorily	tillfredsställande
satisfactory	tillfredsställande
satisfied	nöjd
satisfy	uppfylla
satisfying	tillfredsställande
saturate	mätta
saturated	mättad
saturation	mättnad
satyr	satyr
sauce	sås
saucepan	kastrull
saucer	fat
saucy	uppkäftig
sauerkraut	NO TRANSLATION
sauna	bastu
sausage	korv
savage	vilde
savagery	barbari
savanna	savann
savannah	savann
savant	lärd
save	spara
saver	sparare
saving	sparande
savings	besparingar
savior	räddare
savor	njuta av
savory	välsmakande
savvy	smart
saw	fick syn på
sawdust	sågspån
sawmill	sågverk
sax	sax
saxophone	saxofon
say	säga
sayonara	NO TRANSLATION
scab	sårskorpa
scabbard	slida
scaffold	scaffold
scaffolding	byggnadsställningar
scalding	skållning
scale	skala
scales	skalor
scallop	kammussla
scalp	skalp
scalpel	skalpell
scaly	fjällig
scam	lurendrejeri
scamp	slyngel
scampi	scampi
scan	skanna
scandal	skandal
scandalous	skandal-
scanner	scanner
scanty	knapphändig
scape	scape
scapegoat	syndabock
scar	ärr
scarab	scarab
scarce	knapp
scarcely	knappt
scarcity	brist
scare	skrämma
scarecrow	scarecrow
scared	rädd
scares	larmrapporter
scarf	scarf
scarier	skrämmande
scariest	scariest
scarlet	scharlakansrött
scary	skrämmande
scat	scat
scatter	sprida ut
scattered	spridd
scattering	spridning
scavenger	asätare
scenario	scenario
scene	scen
scenery	landskap
scenic	naturskön
scent	doft
scented	doftande
scepter	spira
sceptical	skeptisk
scepticism	skepsis
schadenfreude	schadenfreude
schedule	schema
schematic	schematisk
scheme	schema
schilling	Schilling
schism	schism
schizophrenia	schizofreni
schizophrenic	schizofren
schlep	schlep
schmuck	NO TRANSLATION
schnapps	brännvin
schnitzel	schnitzel
scholar	forskare
scholarly	vetenskaplig
scholarship	stipendium
scholastic	scholastic
school	skola
schoolboy	skol
schoolgirl	skol
schoolhouse	skolbyggnad
schooling	skolutbildning
schoolmaster	skollärare
schoolteacher	NO TRANSLATION
schoolwork	skolarbete
schoolyard	skolgård
schooner	skonare
sciatica	ischias
science	vetenskap
scientific	vetenskaplig
scientist	forskare
scifi	scifi
scintilla	NO TRANSLATION
scintillating	scintillerande
scintillation	scintillation
scintillator	scintillator
scion	ättling
scissors	sax
scoff	håna
scold	skälla
scolding	utskällning
scone	scone
scoop	skopa
scoot	scoot
scooter	skoter
scope	omfattning
scorch	bränna
scorching	brännhet
score	Göra
scoreboard	resultattavla
scorer	målgörare
scores	poäng
scorn	förakt
scorned	scorned
scornful	hånfull
scorpion	skorpion
scotch	scotch
scoundrel	skurk
scour	skura
scourge	gissel
scout	spana
scowl	bister uppsyn
scrabble	scrabble
scram	snabbstopp
scramble	förvränga
scrambled	oordning
scrambler	scrambler
scrambling	krypteringskod
scrap	skrot
scrapbook	klippbok
scrape	skrapa
scrapie	skrapie
scraping	skrapning
scrappy	scrappy
scratch	repa
scratchy	knaster
scrawny	mager
scream	skrika
screamer	skrikare
screaming	skrikande
screech	tjut
screen	skärm
screening	undersökning
screenplay	manus
screenwriter	manusförfattare
screw	skruva
screwball	screwball
screwdriver	skruvmejsel
screwed	skruvad
screwy	knäpp
screwyou	NO TRANSLATION
scribble	klottra
scribe	skrivare
scrimmage	gruff
scrip	ränsel
script	manus
scriptural	biblisk
scripture	skriften
scroll	skrolla
scrotum	scrotum
scrounge	scrounge
scrounger	scrounger
scrub	skrubba
scruffy	scruffy
scrumptious	läcker
scrupulous	noggrann
scrutinize	granska
scrutiny	granskning
scuba	dykning
scuff	skava
scuffle	handgemäng
scullery	grovkök
sculptor	skulptör
sculpture	skulptur
sculptured	skulpterade
scum	avskum
scumbag	drägg
scurry	springa
scurvy	skörbjugg
scuttle	rusa
sea	hav
seaboard	seaboarden
seafood	skaldjur
seagull	fiskmås
seal	täta
seals	tätningar
seam	söm
seaman	sjöman
seamless	sömlös
seamstress	sömmerska
seaport	sjöstad
sear	bryna
search	Sök
searching	sökande
searchlight	sökarljus
seared	seared
seashore	havsstrand
seasick	sjösjuk
seaside	havet
season	säsong
seasonal	säsong-
seasoned	kryddat
seasoning	krydda
seat	sittplats
seatbelt	säkerhetsbälte
seating	sittplatser
seawater	havsvatten
seaweed	tång
sec	sek
secession	secession
secluded	avskild
seclusion	avskildhet
second	andra
second cousin	andra kusin
secondary	sekundär
secondhand	andrahand
secrecy	sekretess
secret	hemlighet
secretariat	sekretariat
secretary	sekreterare
secrete	utsöndra
secretion	utsöndring
secretive	hemlighetsfull
secretly	i hemlighet
sect	sekt
sectarian	sekteristisk
section	sektion
sectional	sektions
sector	sektor
secular	sekulär
secularism	sekularism
secure	säkra
securities	värdepapper
security	säkerhet
sedan	NO TRANSLATION
sedate	stillsam
sedation	sedering
sedative	lugnande
sedentary	stillasittande
sedge	starr
sediment	sediment
sedimentary	sedimentär
sedition	upproriskhet
seduce	förföra
seducer	förförare
seducing	förför
seduction	förförelse
seductive	förförisk
see	se
seed	utsäde
seedling	fröplanta
seeds	frön
seedy	krasslig
seek	söka
seeker	seeker
seem	verka
seemingly	till synes
seer	siare
seesaw	gungbräda
seething	sjudande
segment	segmentet
segregate	segregera
segregated	segregerad
segregation	segregation
seismic	seismisk
seize	gripa
seizure	beslag
seldom	sällan
select	Välj
selection	urval
selective	selektiv
selectman	selectman
selenium	selen
self	själv
selfharm	NO TRANSLATION
selfish	självisk
selfishness	själviskhet
selfless	osjälvisk
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	sälja
seller	säljare
sellout	sälja ut
seltzer	seltersvatten
semantics	semantik
semaphore	semafor
semblance	sken
semen	sädesvätska
semester	termin
semi	semi
semiautomatic	NO TRANSLATION
semicolon	semikolon
seminal	nyskapande
seminar	seminarium
seminary	seminarium
semiotics	semiotik
senate	senat
senator	senator
send	skicka
sender	avsändare
senescence	begynnande ålderdom
senile	senil
senior	senior
seniority	anciennitet
senor	senor
senorita	senorita
sensation	känsla
sensational	sensationell
sense	känsla
senseless	meningslös
senses	känner
sensibility	känslighet
sensible	förnuftig
sensibly	förnuftigt
sensitive	känslig
sensitivity	känslighet
sensor	sensor
sensory	sensorisk
sensual	sensuell
sensuality	sensualitet
sensuous	sinnlig
sentence	mening
sentencing	döma
sentient	kännande
sentiment	känsla
sentimental	sentimental
sentimentality	sentimentalitet
sentinel	vakt
sentry	vakt
separable	separerbar
separate	separat
separately	separat
separation	separation
separatist	separatist
sepia	sepia
sepsis	sepsis
sept	september
septic	septisk
septum	septum
sequel	fortsättning
sequence	sekvens
sequent	Sequent
sequestered	sekvestreras
sequestration	kvarstad
serenade	serenad
serendipity	ödets lyckokast
serene	lugn
serenity	lugn
sergeant	sergeant
serial	serie-
serialize	serialisera
series	serier
serif	serif
serious	allvarlig
seriousness	allvar
sermon	predikan
serpent	orm
serpentine	serpentin
serrated	sågtandad
serum	serum
servant	tjänare
serve	tjäna
server	server
service	service
serviceable	funktionsduglig
servile	servil
servitude	träldom
sesame	sesam
sess	NO TRANSLATION
session	session
sessions	sessioner
set	uppsättning
setback	motgång
sett	NO TRANSLATION
setter	setter
settle	bosätta sig
settled	fast
settlement	lösning
settler	nybyggare
settlor	huvudman
setup	inrätta
seven	sju
seventeen	sjutton
seventh	sjunde
seventy	sjuttio
sever	kapa
severable	avskiljbar
severally	var för sig
severance	avgångs
severe	svår
severely	allvarligt
severity	stränghet
sew	sy
sewage	avlopp
sewer	avlopp
sewerage	avloppsnät
sewing	sömnad
sex	sex
sexist	sexistiska
sexual	sexuell
sexuality	sexualitet
sexy	sexig
shabby	sjaskig
shack	hydda
shackle	schackel
shade	skugga
shades	nyanser
shading	skuggning
shadow	skugga
shadowy	skuggig
shady	skuggig
shaft	axel
shag	ragg
shaggy	lurvig
shake	skaka
shakedown	shakedownen
shaken	skakad
shaker	shaker
shaking	skakning
shaky	skakig
shall	skall
shallow	grund
shallows	grunda
sham	bluff
shaman	schaman
shambles	förödelse
shame	skam
shamed	shamed
shameful	skamlig
shameless	skamlös
shampoo	schampo
shanghai	shanghai
shank	skaft
shanty	shanty
shape	form
shapely	välväxt
shard	skärva
share	dela med sig
shareholder	aktieägare
sharing	delning
shark	haj
sharp	skarp
sharpen	skärpa
sharpened	vässade
sharpener	pennvässare
sharpness	skärpa
sharpshooter	skarpskytt
shatter	splittra, krossa
shattered	krossade
shattering	skakande
shave	rakning
shaver	rakapparat
shaving	rakning
shawl	sjal
sheaf	kärve
shear	klippa
shears	sax
sheath	slida
sheathing	mantling
shed	skjul
sheen	glans
sheep	får
sheepdog	sheepdog
sheepish	fåraktig
sheer	ren
sheet	ark
sheik	schejk
shelf	hylla
shell	skal
shellfish	skaldjur
shelling	beskjutningen
shelter	skydd
sheltered	skyddad
shelters	skyddsrum
shelved	hyllan
shepherd	herde
sherbet	sorbet
sheriff	sheriff
sherry	sherry
shield	skydda
shift	flytta
shifting	skiftande
shifty	lömsk
shilling	shilling
shimmer	skimmer
shimmering	skimrande
shimmy	shimmy
shin	skenben
shindig	shindig
shine	glans
shiner	shiner
shingle	singel
shining	lysande
shiny	skinande
ship	fartyg
shipment	sändning
shipping	frakt
shipshape	välordnad
shipwreck	förlisning
shipyard	varv
shire	fylke
shirt	skjorta
shit	Skit
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	skit
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	darrning
shivering	frossa
shoals	stim
shock	chock
shocked	chockade
shocker	rysare
shocking	upprörande
shockingly	chockerande
shoddy	usel
shoe	sko
shoelace	skosnöre
shoemaker	skomakare
shoes	skor
shoeshine	skoputs
shook	skakade
shoot	skjuta
shooter	skytten
shooting	skytte
shootout	straffar
shop	affär
shopkeeper	butiksinnehavare
shoplifter	snattare
shoplifting	snatteri
shopper	shopper
shopping	handla
shore	Strand
shoreline	strandlinje
shorn	klippt
short	kort
short story	kort historia
shortage	brist
shortcake	shortcake
shortcoming	brist
shortcut	genväg
shorten	förkorta
shortening	förkortning
shorthand	stenografi
shortly	inom kort
shortness	korthet
shorts	shorts
shortstop	shortstop
shortwave	kortvågs
shot	skott
shotgun	hagelgevär
shoulder	axel
shout	skrika
shove	knuff
shovel	skyffel
shoveling	skyfflar
show	show
showbiz	underhållningsbranschen
showboat	showboat
showcase	monter
showdown	uppgörelse
shower	dusch
showgirl	showgirlen
showing	som visar
showoff	showoff
showroom	utställningslokal
showy	prålig
shrapnel	splitter
shred	strimla
shrew	argbigga
shrewd	slug
shriek	skrika
shrill	gäll
shrimp	räka
shrine	helgedom
shrink	krympa
shrinking	krympande
shrivel	skrumpna
shroud	svepa
shrub	buske
shrubbery	buskage
shrug	rycka på axlarna
shrunk	minskat
shrunken	hopsjunken
shudder	rysning
shuddering	rysning
shuffle	blanda
shuffleboard	shuffleboard
shuffling	skyffling
shun	sky
shunned	skytt
shunt	shunt
shut	Stäng
shutdown	stänga av
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	slutare
shuttle	shuttle
shutup	NO TRANSLATION
shy	blyg
shyness	blyghet
shyster	shyster
sib	NO TRANSLATION
sibling	syskon
sic	sic
sick	sjuk
sickbay	sickbay
sicken	äcklas
sickening	kväljande
sickle	skära
sickly	sjuklig
sickness	sjukdom
side	sida
sidearm	sidoarm
sidebar	sidofältet
sideboard	skänk
sideburns	polisonger
sidecar	sidvagn
sidekick	hjälpreda
sideline	bisyssla
sideshow	sideshow
sidestep	kringgå
sidewalk	trottoar
sideways	sidled
sidewinder	sidewinder
siege	belägring
siesta	siesta
sieve	sikt
sift	sålla
sifting	siktning
sigh	suck
sight	syn
sighting	observation
sightseeing	sightseeing
sigma	sigma
sign	skylt
signal	signal
signature	signatur
significance	betydelse
significant	signifikant
signification	innebörd
signify	betyda
signpost	vägvisare
silence	tystnad
silencer	ljuddämpare
silent	tyst
silently	tyst
silhouette	silhuett
silicon	kisel
silicone	silikon
silk	silke
silken	Acta
silky	silkig
sill	tröskel
silliness	enfald
silly	dumbom
silo	silo
silt	slam
silver	silver-
silverware	bestick
silvery	silverren
similar	liknande
similarity	likhet
simile	NO TRANSLATION
simmer	sjuda
simmering	sjud
simple	enkel
simples	NO TRANSLATION
simpleton	dumbom
simplicity	enkelhet
simplify	förenkla
simplistic	naiv
simply	helt enkelt
simulate	simulera
simulated	simulerad
simulating	simulera
simulation	simulering
simulator	simulator
simultaneous	samtidig
simultaneously	samtidigt
sin	NO TRANSLATION
sincere	uppriktig
sincerity	uppriktighet
sinful	syndig
sing	sjunga
singer	sångare
singing	sång
single	enda
singly	var för sig
singular	singularis
singularity	säregenhet
singularly	singularly
sinister	olycksbådande
sink	sjunka
sinker	sänke
sinking	sjunkande
sinner	syndare
sinning	sinning
sinus	sinus
sip	smutta
siphon	sifon
sipping	sipping
sir	herr
sire	fader
siren	siren
sirloin	ländstycke
sissy	vekling
sister	syster
sisterhood	systerskap
sit	sitta
sitcom	komediserie
site	webbplats
sith	sith
sitter	barnvakt
sitting	Sammanträde
situate	placera
situated	belägen
situation	situation
six	sex
sixpence	sixpence
sixteen	sexton
sixth	sjätte
sixty	sextio
sizable	ansenlig
size	storlek
sizzle	fräsa vid matlagning
ska	NO TRANSLATION
skate	skridsko
skateboard	skateboard
skater	skater
skating	skridskoåkning
skedaddle	skedaddle
skeet	skeet
skein	härva
skeletal	skelett-
skeleton	skelett
skeptic	skeptiker
skeptical	skeptisk
skepticism	skepsis
sketch	skiss
sketching	skissa
sketchy	luddigt
skewed	skev
skewer	grillspett
ski	åka skidor
skid	glid
skier	skidåkare
skiff	jolle
skiing	skidåkning
skijump	NO TRANSLATION
skill	skicklighet
skilled	skicklig
skillet	stekpanna
skillful	skicklig
skim	skumma
skimpy	snål
skin	hud
skinny	mager
skip	hoppa
skipper	skeppare
skirmish	skärmytsling
skirt	kjol
skirting	socklar
skirts	kjolar
skit	sketch
skittish	skygg
skull	skalle
skunk	skunk
sky	himmel
skylight	takfönster
skyline	horisont
skyscraper	skyskrapa
slab	platta
slack	slak
slag	slagg
slam	slam
slammer	slammer
slander	förtal
slanderous	kränkande
slang	slang
slant	luta
slap	slag
slash	snedstreck
slashes	snedstreck
slate	skiffer
slates	skiffer
slaughter	slakt
slaughterhouse	slakteri
slaughtering	slakt
slave	slav
slavery	slaveri
slay	dräpa
slayer	baneman
sleaze	Äckel
sleazy	sjaskig
sled	NO TRANSLATION
sledding	sledding
sledge	släde
sledgehammer	slägga
sleek	elegant
sleep	sova
sleeper	sovvagn
sleeping	sovande
sleepless	sömnlös
sleeplessness	sömnlöshet
sleepover	övernattning
sleepy	sömnig
sleepyhead	sömntuta
sleet	snöblandat regn
sleeve	ärm
sleeveless	ärmlös
sleigh	släde
sleight	fingerfärdighet
slender	smal
sleuth	detektiv
slice	skiva
slick	smart
slicker	slicker
slide	glida
slider	reglaget
sliding	glidande
slight	lätt
slight anticipation	liten förväntan
slight disgust	liten avsky
slight surprise	liten överraskning
slight trust	litet förtroende
slightly	lite
slightly negative	något negativt
slightly positive	något positivt
slim	smal
slime	slem
slimy	slemmig
sling	sling
slingshot	slangbella
slink	slinka
slinky	slinky
slip	glida
slipper	toffel
slippers	tofflor
slippery	hal
slit	slits
sliver	flisa
slob	slusk
slobber	dregla
slogan	slogan
sloop	slup
slop	NO TRANSLATION
slope	backe
sloppy	slarvig
slot	spår
sloth	lättja
slouch	slöfock
slough	träsk
slow	långsam
slowly	långsamt
slowness	tröghet
sludge	slam
slug	snigel
slugger	slugger
sluggish	trög
sluice	sluss
slum	slum
slumber	slummer
slump	svacka
slur	sluddra
slurp	sörpla
slush	slask
slut	slampa
slutty	slutty
sly	slug
smack	smack
small	små
smaller	mindre
smallest	minsta
smallpox	smittkoppor
smart	smart
smartass	smartskalle
smarten	smarten
smarty	smarty
smash	smash
smashed	krossade
smattering	aning
smear	smeta
smell	lukt
smelling	lukta
smelly	stinkande
smelt	smälta
smidgen	smidgen
smile	leende
smiled	Log
smiles	ler
smiley	smiley
smiling	leende
smirk	flin
smite	slå
smith	smed
smithereens	småbitar
smitten	slagen
smock	skyddsrock
smog	smog
smoke	rök
smoker	rökare
smokey	smokey
smoking	rökning
smoky	rökig
smoldering	pyrande
smooch	puss
smooth	slät
smoothie	smoothie
smoothly	mjukt
smoothness	släthet
smother	kväva
smudge	fläcka
smug	självbelåtna
smuggle	smuggla
smuggler	smugglare
smuggling	smuggling
smut	smut
snack	mellanmål
snacks	snacks
snafu	snafu
snag	krux
snags	hakar
snail	snigel
snake	orm
snakes	ormar
snakeskin	ormskinn
snap	knäppa
snapper	snapper
snappy	galleriets
snapshot	snapshot
snare	snara
snarl	morra
snarling	morr
snatch	ryck
snatcher	snatcher
snazzy	tjusig
sneak	smyg
sneaker	gymnastiksko
sneakers	gymnastikskor
sneaking	smygande
sneaky	lömsk
sneer	håna
sneeze	nysa
sneezing	nysning
snicker	fnittra
snide	spydig
sniff	Sniff
snip	klipp
snipe	beckasin
sniper	prickskytt
snippet	kodavsnitt
snippy	snippy
snitch	knycka
snob	snobb
snoop	snoka
snoopy	snoopy
snooty	snorkig
snooze	snooze
snore	snarka
snorkel	snorkel
snort	fnysa
snot	snor
snotty	snorkig
snout	tryne
snow	snö
snowball	snöboll
snowboard	snowboard
snowboarder	snowboardåkare
snowday	snödag
snowfall	snöfall
snowflake	snöflinga
snowing	snöar
snowmageddon	snowmageddon
snowman	snögubbe
snowplow	snöplog
snowstorm	snöstorm
snowy	snöig
snub	nonchalera
snubbed	snubbed
snuff	snus
snug	ombonad
snuggle	gosa
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	blöta
soaked	uppblött
soaking	blötläggning
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	tvål
soapbox	lådbil
soapy	tvål
soar	sväva
soaring	stigande
sob	NO TRANSLATION
sober	nykter
soblessed	NO TRANSLATION
sobriety	nykterhet
soc	soc
soccer	fotboll
sociable	sällskaplig
social	social
socialanxiety	NO TRANSLATION
socialism	socialism
socialist	socialistisk
socialite	socialite
socialize	socialisera
society	samhälle
sociology	sociologi
sociopath	sociopat
sock	strumpa
socket	uttag
sod	JÄVEL
soda	soda
soda/pop	läsk
sodding	jävla
sodium	natrium
sofa	soffa
soft	mjuk
softball	mjuk boll
soften	mjukna
softener	mjukmedel
softening	uppmjukning
softly	mjukt
softness	mjukhet
software	programvara
soggy	fuktig
sohappy	så glad
soil	jord
soiled	smutsad
soiree	soiree
sojourn	vistelse
solace	tröst
solar	sol-
solarium	solarium
solder	löda
soldering	lödning
soldier	soldat
sole	enda
solemn	högtidlig
solicit	värva
solicitation	värvning
solicitor	advokat
solid	fast
solidarity	solidaritet
solidification	stelning
solidified	stelnade
solidify	stelna
solidity	hållfasthet
solitaire	patiens
solitary	enslig
solitude	ensamhet
solo	solo-
solubility	löslighet
soluble	löslig
solucky	så lycklig
solution	lösning
solve	lösa
solvency	solvens
solvent	lösningsmedel
somad	NO TRANSLATION
somatic	somatisk
somber	dyster
some anticipation	lite förväntan
some disgust	lite avsky
some surprise	lite överraskning
some trust	lite förtroende
somersault	kullerbytta
somethingigetalot	NO TRANSLATION
somewhat negative	något negativt
somewhat positive	något positivt
somuchtodo	NO TRANSLATION
son	son
sonar	ekolod
sonata	sonat
sonervous	NO TRANSLATION
song	låt
songwriter	låtskrivare
sonic	sonisk
sonice	NO TRANSLATION
sonnet	sonett
sonorous	sonor
soot	sot
soothe	lugna
soothing	lugnande
sophisticated	sofistikerad
sophistication	raffinemang
sophomore	andraårsstuderande
sopissed	NO TRANSLATION
soppy	soppy
soprano	sopran-
sorcerer	trollkarl
sorcery	trolldom
sordid	smutsig
sore	öm
soready	soready
sorely	högsta grad
soreness	ömhet
sorghum	durra
sorority	kvinnoförening
sorrow	sorg
sorrowful	sorgsen
sorry	förlåt
sort	sortera
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	sortering
sos	NO TRANSLATION
soscared	så rädd
soscary	så läskigt
soslow	så långsam
sostressed	NO TRANSLATION
sosweet	så söt
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	själ
soulful	soulful
soulless	själlös
soulmate	själsfrände
sound	ljud
sounding	lodning
soundness	soliditet
soundproof	ljudisolerade
soundtrack	ljudspår
soup	soppa
sour	sur
source	källa
sourpuss	surpuppa
south	söder
southbound	sydgående
southeast	sydöst
southern	sydlig
southpaw	southpaw
southwest	sydväst
souvenir	souvenir
sovereign	suverän
sovereignty	suveränitet
soviet	sovjet
sow	sugga
soy	soja
soy sauce	Soja sås
soybean	sojaböna
spa	spa
space	rymden
spacecraft	rymdskepp
spaceman	spaceman
spaceship	rymdskepp
spacing	mellanrum
spacious	rymlig
spade	spade
spaghetti	spaghetti
spam	skräppost
spammers	spammare
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	daska
spanking	dask
spar	mast
spare	reserv
spareribs	revbensspjäll
sparingly	sparsamt
spark	gnista
sparkle	gnistra
sparkling	gnistrande
sparkly	glittrande
sparring	sparring
sparrow	Sparv
sparse	gles
spasm	spasm
spastic	spastisk
spat	spottade
spatial	rumslig
