Word	az
shape	forma
shapely	şabalıdı
shard	kədərləndi
share	payı
shareholder	səhmdar
sharing	paylaşma
shark	köpəkbalığı
sharp	kəskin
sharpen	kəskinləşdirin
sharpened	kəskinləşdi
sharpener	kəsici
sharpness	dəqiqlik
sharpshooter	kəsici
shatter	sarsıtmaq
shattered	sarsıldı
shattering	sarsıdıcı
shave	təraş
shaver	tıraş maşını
shaving	tıraş
shawl	şal
sheaf	bıçaq
shear	kəsmək
shears	qayçı
sheath	kılıf
sheathing	örtmə
shed	tökmək
sheen	parıltı
sheep	qoyun
sheepdog	qoyun yağı
sheepish	qoyun
sheer	şəffaf
sheet	hesabatı
sheik	Şeyx
shelf	rəf
shell	kabuk
shellfish	kabuklu deniz ürünleri
shelling	bombardman
shelter	sığınacaq
sheltered	sığınacaq
shelters	sığınacaqlar
shelved	Rəf
shepherd	çoban
sherbet	şerbet
sheriff	şerif
sherry	şeri
shield	qalxan
shift	keçid
shifting	dəyişdirmə
shifty	şifrəli
shilling	şillinq
shimmer	parıltılı
shimmering	parıltılı
shimmy	şımdı
shin	shin
shindig	Şindiq
shine	parıltı
shiner	shiner
shingle	shingle
shining	parlayan
shiny	parlaq
ship	gəmi
shipment	göndərmə
shipping	Göndərmə
shipshape	gəmi
shipwreck	gəmi qəzası
shipyard	tersanesi
shire	shire
shirt	köynək
shit	bok
shitday	NO TRANSLATION
shitfaced	bənövşəyi
shithead	bok
shitless	qüsursuz
shitload	şitload
shittest	NO TRANSLATION
shitty	boktan
shiver	sarsıntı
shivering	titrəyir
shoals	shoals
shock	şok
shocked	şoka düşdü
shocker	şok edən
shocking	şok edici
shockingly	şoka düşdü
shoddy	kölgəli
shoe	Ayaqqabı
shoelace	ayaqqabı
shoemaker	ayakkabıcı
shoes	ayaqqabı
shoeshine	shoeshine
shook	sarsıldı
shoot	vur
shooter	atıcı
shooting	çəkiliş
shootout	vuruş
shop	mağaza
shopkeeper	biznesmen
shoplifter	shoplifter
shoplifting	xəyanətdir
shopper	müştəri
shopping	alış-veriş
shore	sahil
shoreline	sahil şeridi
shorn	shorn
short	qısa
short story	qısa hekayə
shortage	çətinliyi
shortcake	kəklik
shortcoming	çatışmazlıq
shortcut	qısa
shorten	qısaldır
shortening	qısaldılması
shorthand	stenoqrafiya
shortly	qısa müddətdə
shortness	qısqanclıq
shorts	şort
shortstop	shortstop
shortwave	qısa dalğa
shot	vurdu
shotgun	ov tüfəngi
shoulder	çiyin
shout	qışqırır
shove	çırpın
shovel	kürək
shoveling	külək
show	şou
showbiz	şoubiz
showboat	şouboat
showcase	vitrin
showdown	şou
shower	duş
showgirl	showgirl
showing	göstərmək
showoff	özünü göstərmək
showroom	showroom
showy	şən
shrapnel	şarapnel
shred	kəsilmiş
shrew	kədərləndi
shrewd	həssas
shriek	kədərlənmə
shrill	kölgə salmaq
shrimp	karides
shrine	tapınak
shrink	küçültün
shrinking	küçülür
shrivel	çaşqınlıq
shroud	kəfən
shrub	çalı
shrubbery	çalılık
shrug	shrug
shrunk	küçülmüşdür
shrunken	kəsilməkdədir
shudder	titrəyir
shuddering	titrəyir
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	qarışıqlıq
shun	qaçmaq
shunned	qaçırdılar
shunt	şant
shut	bağlamaq
shutdown	söndür
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	kepenk
shuttle	servis
shutup	NO TRANSLATION
shy	utancaq
shyness	utancaqlıq
shyster	xəyanətkar
sib	NO TRANSLATION
sibling	qardaşım
sic	sic
sick	xəstə
sickbay	xəstədir
sicken	xəstəlik
sickening	xəstəlik
sickle	orak
sickly	xəstəliklə
sickness	xəstəlik
side	tərəfi
sidearm	sidearm
sidebar	kenar çubuğu
sideboard	yan bardak
sideburns	yanacaqlar
sidecar	sidecar
sidekick	sidekick
sideline	yan yataq
sideshow	yanaşma
sidestep	sidestep
sidewalk	səkilərin
sideways	yanına
sidewinder	sükan arxasında
siege	mühasirə
siesta	siesta
sieve	ələk
sift	sift
sifting	sifət
sigh	içindən
sight	mənzərə
sighting	nişanlanma
sightseeing	gəzinti
sigma	sigma
sign	imza
signal	siqnal
signature	imza
significance	əhəmiyyəti
significant	əhəmiyyətli
signification	siqnal
signify	ifadə et
signpost	işarə
silence	Sükut
silencer	susturucu
silent	səssiz
silently	səssizcə
silhouette	siluet
silicon	silikon
silicone	silikon
silk	ipək
silken	silken
silky	ipək
sill	sill
silliness	sükunət
silly	ağılsız
silo	silo
silt	silt
silver	gümüş
silverware	gümüş məmulatlar
silvery	gümüşü
similar	oxşar
similarity	oxşarlıq
simile	NO TRANSLATION
simmer	qaynamaq
simmering	simmering
simple	sadə
simples	NO TRANSLATION
simpleton	simpleton
simplicity	sadəlik
simplify	sadələşdirmək
simplistic	sadə
simply	sadəcə
simulate	simüle edin
simulated	simulated
simulating	simulyasiya
simulation	simulyasiya
simulator	simulator
simultaneous	eyni zamanda
simultaneously	eyni zamanda
sin	NO TRANSLATION
sincere	səmimi
sincerity	səmimiyyət
sinful	günahkar
sing	oxumaq
singer	müğənnidir
singing	mahnı oxuyur
single	tək
singly	təkbaşına
singular	tək
singularity	təklik
singularly	təklikdə
sinister	pis
sink	sink
sinker	sinker
sinking	batma
sinner	günahkar
sinning	günahlandırma
sinus	sinus
sip	yudumlamaq
siphon	sifon
sipping	yudumladı
sir	efendim
sire	sire
siren	siren
sirloin	dondurma
sissy	susy
sister	bacı
sisterhood	qardaşlıq
sit	oturmaq
sitcom	sitcom
site	Sayt
sith	Sith
sitter	baxıcı
sitting	oturdu
situate	oturmaq
situated	yerləşmişdir
situation	vəziyyət
six	altılıq
sixpence	6 pens
sixteen	on altı
sixth	altıncı
sixty	altmış
sizable	böyükdür
size	ölçüsü
sizzle	Sizzle
ska	NO TRANSLATION
skate	skate
skateboard	skeytbord
skater	skater
skating	skating
skedaddle	skedaddle
skeet	skeet
skein	Çək
skeletal	skelet
skeleton	skelet
skeptic	skeptik
skeptical	şübhəsizdir
skepticism	şübhə
sketch	eskiz
sketching	eskiz
sketchy	sketchy
skewed	əyri
skewer	şiş
ski	kayak
skid	skid
skier	kayakçı
skiff	skiff
skiing	kayak
skijump	NO TRANSLATION
skill	bacarıq
skilled	bacarıqlı
skillet	skillet
skillful	bacarıqlı
skim	skim
skimpy	eksik
skin	dəri
skinny	cılız
skip	atlayın
skipper	skipper
skirmish	atışma
skirt	etek
skirting	skirting
skirts	ətəklər
skit	skit
skittish	skittish
skull	kəllə
skunk	skunk
sky	səma
skylight	məkan
skyline	skyline
skyscraper	göydələn
slab	slab
slack	boşluq
slag	cüdo
slam	slam
slammer	slammer
slander	böhtan
slanderous	böhtan
slang	zəng
slant	əyilmiş
slap	tokat
slash	slash
slashes	çubuqlar
slate	şifer
slates	şiferlər
slaughter	qırğın
slaughterhouse	mezbaha
slaughtering	qətl
slave	qul
slavery	köləlik
slay	öldürmək
slayer	slayer
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	sledding
sledge	çəngəl
sledgehammer	balyoz
sleek	parlaq
sleep	yuxu
sleeper	yataqxana
sleeping	yataq
sleepless	yuxusuz
sleeplessness	yuxusuzluq
sleepover	yuxu
sleepy	yuxu
sleepyhead	yuxu başı
sleet	qaranlıq
sleeve	kol
sleeveless	qolsuz
sleigh	kirşə
sleight	Sleight
slender	zərif
sleuth	şəfəq
slice	dilim
slick	slick
slicker	slicker
slide	slayd
slider	kaydırıcı
sliding	sürüşmə
slight	hafif
slight anticipation	hafif bir gözləntimiz
slight disgust	yüngül nifrət
slight surprise	hafif sürpriz
slight trust	yüngül güvən
slightly	bir az
slightly negative	bir az mənfi
slightly positive	bir az müsbətdir
slim	incə
slime	sümük
slimy	sümüklü
sling	sling
slingshot	azmış
slink	sürüşmək
slinky	sürünən
slip	slip
slipper	terlik
slippers	terlik
slippery	sürüşkən
slit	kəsmək
sliver	sliver
slob	slob
slobber	slobber
slogan	şüar
sloop	sloop
slop	NO TRANSLATION
slope	yamacın
sloppy	səliqəli
slot	yuva
sloth	boşluq
slouch	slouch
slough	slough
slow	yavaş
slowly	yavaş-yavaş
slowness	yavaşlıq
sludge	çamur
slug	slug
slugger	slugger
sluggish	ləng
sluice	şlüz
slum	çökəklik
slumber	yuxu
slump	çökmə
slur	slur
slurp	slurp
slush	sürüşmək
slut	fahişə
slutty	slutty
sly	sly
smack	şaxta
small	kiçik
smaller	kiçikdir
smallest	ən kiçik
smallpox	çiçək
smart	ağıllı
smartass	smartass
smarten	ağıllıdır
smarty	ağıllı
smash	smash
smashed	qırdı
smattering	səmərəsizdir
smear	smear
smell	qoxu
smelling	kokulu
smelly	kokulu
smelt	kokladı
smidgen	smidgen
smile	gülüş
smiled	gülümsədi
smiles	gülümsəmə
smiley	smiley
smiling	gülümsəyən
smirk	smirk
smite	smite
smith	smith
smithereens	smithereens
smitten	smitten
smock	siqaret
smog	smog
smoke	duman
smoker	siqaret çəkən
smokey	smokey
smoking	siqaret çəkmə
smoky	dumanlı
smoldering	smoldering
smooch	smooch
smooth	hamar
smoothie	yumşaqlıq
smoothly	hamarca
smoothness	hamarlıq
smother	boğmaq
smudge	ləkə
smug	ləkələmək
smuggle	qaçaqmalçılıq
smuggler	qaçaqçı
smuggling	qaçaqçılıq
smut	smut
snack	qəlyanaltı
snacks	qəlyanaltılar
snafu	snafu
snag	sıxmaq
snags	qapılar
snail	ilbiz
snake	ilan
snakes	yılanlar
snakeskin	snakeskin
snap	çırtma
snapper	snapper
snappy	sürətlə
snapshot	anlık görüntü
snare	tələ
snarl	qaçırdı
snarling	qaçırma
snatch	qapma
snatcher	snatcher
snazzy	qəribə
sneak	gizli
sneaker	sneaker
sneakers	ayaqqabılar
sneaking	sneaking
sneaky	gizli
sneer	kədərlənir
sneeze	hapşırma
sneezing	asqırıq
snicker	qışqırıq
snide	snayper
sniff	sniff
snip	snip
snipe	çaydanı
sniper	snayper
snippet	parçası
snippy	snippy
snitch	qaranlıq
snob	snob
snoop	snoop
snoopy	snoopy
snooty	kədərli
snooze	mürgüləmə
snore	xırda
snorkel	şnorkel
snort	snort
snot	sümük
snotty	sümüklü
snout	məxluq
snow	qar
snowball	qartopu
snowboard	snowboard
snowboarder	snowboarder
snowday	qar yağışı
snowfall	qar yağışı
snowflake	snowflake
snowing	qar yağışı
snowmageddon	qarnağında
snowman	qar adamı
snowplow	qarpız
snowstorm	qar fırtınası
snowy	qarlı
snub	snub
snubbed	snubbed
snuff	nişanlanma
snug	rahat
snuggle	qaçmaq
snuggled	qaçırdılar
snuggles	snuggles
snuggling	snuggling
soak	emal
soaked	batırılmışdır
soaking	nəmləndirir
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sabun
soapbox	sabun qutusu
soapy	sabunlu
soar	sürüşmək
soaring	sürətlənir
sob	NO TRANSLATION
sober	ayıq
soblessed	NO TRANSLATION
sobriety	itaətsizlik
soc	soc
soccer	futbol
sociable	sərbəst
social	sosial
socialanxiety	NO TRANSLATION
socialism	sosializm
socialist	sosialist
socialite	sosialite
socialize	ictimailəşdirin
society	cəmiyyət
sociology	sosiologiya
sociopath	sosioloq
sock	çorap
socket	yuva
sod	sod
soda	soda
soda/pop	qazlı su
sodding	sadəlik
sodium	sodyum
sofa	divan
soft	yumşaq
softball	voleybol
soften	yumşaltmaq
softener	yumşaldıcı
softening	yumşaltma
softly	yumşaqlıqla
softness	yumşaqlıq
software	proqram təminatı
soggy	çirkin
sohappy	çox xoşbəxt
soil	torpaq
soiled	kirli
soiree	həsrət
sojourn	uzaqlaşmaq
solace	sədaqət
solar	günəş
solarium	Solaryum
solder	lehim
soldering	lehimləmə
soldier	əsgər
sole	tək
solemn	təntənəli
solicit	tələb edir
solicitation	tövsiyə
solicitor	avukat
solid	bərk
solidarity	həmrəylik
solidification	qatılaşma
solidified	qatılaşdırılmışdır
solidify	qatılaşmaq
solidity	etibarlılıq
solitaire	solitaire
solitary	soliter
solitude	yalnızlık
solo	solo
solubility	çözünürlük
soluble	çözünür
solucky	solukki
solution	həll
solve	həll edin
solvency	ödəmə qabiliyyəti
solvent	solvent
somad	NO TRANSLATION
somatic	somatik
somber	susdurmaq
some anticipation	bəzi gözləntilər
some disgust	Bəzi nifrətlər
some surprise	bəzi sürprizlər
some trust	bəzi etibar
somersault	sarsıntı
somethingigetalot	NO TRANSLATION
somewhat negative	bir az mənfi
somewhat positive	bir qədər müsbətdir
somuchtodo	NO TRANSLATION
son	oğlum
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	mahnı
songwriter	songwriter
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	səsli
soot	his
soothe	sakitləşdirin
soothing	sakitləşdirici
sophisticated	mürəkkəbdir
sophistication	inkişaf etdirmə
sophomore	ikitərəfli
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	sehrbazdır
sorcery	Sehr
sordid	kədərli
sore	yara
soready	ağrılı
sorely	şiddətli bir şəkildə
soreness	ağrı
sorghum	sorghum
sorority	sororite
sorrow	kədər
sorrowful	kədərli
sorry	Üzr istəyirik
sort	cür
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	sıralama
sos	NO TRANSLATION
soscared	soscared
soscary	çox qorxulu
soslow	çox yavaş
sostressed	NO TRANSLATION
sosweet	çox şirin
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	ruh
soulful	dözümlü
soulless	ruhsuz
soulmate	ruhu
sound	səs
sounding	səslənir
soundness	sağlamlıq
soundproof	səssizdir
soundtrack	soundtrack
soup	şorbası
sour	qaymaqlı
source	mənbə
sourpuss	sourpuss
south	cənub
southbound	cənubbound
southeast	Cənub-şərq
southern	cənub
southpaw	cənub yabanı
southwest	cənub-qərb
souvenir	suvenir
sovereign	suveren
sovereignty	suverenlik
soviet	sovet
sow	əkmək
soy	soy
soy sauce	soya sousu
soybean	soya
spa	spa
space	yer
spacecraft	kosmos vasitəsi
spaceman	spaceman
spaceship	uzay gemisi
spacing	boşluq
spacious	geniş
spade	spade
spaghetti	spagetti
spam	spam
spammers	spamcılar
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	spar
spare	ehtiyat
spareribs	spareribs
sparingly	az miqdarda
spark	qığılcım
sparkle	parıldamaq
sparkling	parlaq
sparkly	sparkly
sparring	sparring
sparrow	sərçə
sparse	Seyrək
spasm	spazm
spastic	spastik
spat	spat
spatial	məkan
spatter	spatter
spatula	spatula
spawn	kürəkən
spaz	spaz
speak	danışmaq
speakeasy	speakeasy
speaker	spiker
speakerphone	spiker
speaking	danışır
spear	nizə
spec	spec
special	xüsusi
specialist	mütəxəssis
speciality	ixtisası
specialize	NO TRANSLATION
specially	xüsusi olaraq
specialty	ixtisası
specie	NO TRANSLATION
species	növlər
specific	xüsusi
specification	dəqiqləşdirmə
specify	müəyyənləşdirin
specimen	nümunə
speck	ləqəb
speckled	bulanıq
specs	xüsusiyyətləri
spectacle	tamaşa
spectacles	gözlüklər
spectacular	möhtəşəm
spectator	tamaşaçı
specter	sperma
spectral	spektral
spectrometer	spektrometr
spectrophotometer	spektrofotometr
spectroscopy	spektroskopiya
spectrum	spektr
speculate	fərz etmə
speculation	fərziyyə
speculative	spekulyativ
speculum	spekulum
speech	danışma
speechless	səssiz
speed	sürət
speedboat	sürətli qayıq
speedily	sürətlə
speeding	sürət
speedometer	sürətölçən
speedway	sürət
speedy	sürətlə
spell	yazım
spellbound	spellbound
spelling	imla
spencer	spencer
spend	sərf edirlər
spender	spender
spending	xərcləmə
spent	sərf etdi
sperm	sperma
spew	spew
sphere	sahə
spherical	sferik
sphincter	sfinkter
sphinx	sfenks
spic	spic
spice	ədviyyat
spicy	ədviyyatlı
spider	hörümçək
spiders	örümcekler
spiffy	spiffy
spigot	spigot
spike	sünbül
spiked	çivili
spiky	spiky
spill	dağılmaq
spillin	NO TRANSLATION
spin	spin
spinach	ispanaq
spinal	spinal
spindle	iğ
spine	omba
spineless	spineless
spinner	spinner
spinning	spinning
spinster	spinster
spiny	parıltılı
spiral	spiral
spire	spire
spirit	ruhu
spirited	ruhlandırdı
spirits	ruhlar
spiritual	mənəvi
spirituality	mənəviyyat
spit	tüpürmək
spite	buna baxmayaraq
spiteful	lütfkar
spitfire	tüpürmək
spittoon	spittoon
splash	sıçrayış
splat	splat
splatter	splatter
spleen	dalaq
splendid	görkəmli
splendor	əzəmət
splice	splice
spline	spline
splint	splint
splinter	splinter
split	split
splitting	parçalanma
splurge	splurge
spoil	qənimət
spoiler	spoyler
spoiling	pozulma
spoils	qənimətlər
spoke	danışdı
spoken	danışıq
spokesman	sözçüsü
spokesperson	sözçüsü
sponge	süngər
spongy	süngər
sponsor	sponsorluğunda
sponsorship	sponsorluq
spontaneity	spontanlıq
spontaneous	təbii
spoof	ayıb
spook	qaçaq
spooky	Qorxulu, tük ürpədici
spool	spool
spoon	qaşıq
spoonful	qaşıq dolusu
sporadic	sporadik
spore	spore
sport	idman
sporting	idman
sports	idman
sports car	idman avtomobili
sportsman	idmançı
sportsmanship	idmançılıq
sportswriter	idman yazarı
sporty	idman
spot	ləkə
spotless	ləkəsiz
spotlight	diqqət
spotted	qeyd etdi
spotter	spotter
spotty	səliqəli
spousal	qardaş
spouse	həyat yoldaşı
spout	sızma
sprain	sıxmaq
sprawl	sprawl
spray	sprey
spread	yaymaq
spreader	yayıcıdır
spree	çaşqınlıq
spring	bahar
springtime	yaz saatı
sprinkle	çiləmə
sprinkler	sprinkler
sprinkling	çiçəklənmə
sprint	sprint
sprite	sprite
sprout	çiçək açır
spruce	qaraciyər
spud	spud
spunk	cəsarətli
spunky	spunky
spur	spur
spurious	saxta
spurred	sıxılmışdı
spurt	sıçramaq
spy	casus
squabble	yığışdırmaq
squad	heyət
squadron	yığın
squall	qaranlıq
squamous	skuamoz
squander	qarışıqlıq
square	kvadrat
squash	squash
squat	çölə atmaq
squatter	çaşqınlıq
squaw	cığır
squawk	qışqırıq
squeak	cırmaq
squeaky	gıcırdadı
squeal	squeal
squealer	squealer
squeamish	siqaret çəkmək
squeeze	sıxmaq
squeezing	sıxaraq
squelch	söndürmək
squid	kalamar
squint	qarışıqlıq
squire	kvadrat
squirm	qışqırır
squirrel	sincap
squirt	fışqırıq
squish	squish
squishy	qaranlıq
stab	stab
stabbed	bıçaqlandı
stability	sabitlik
stabilize	stabilləşdirmək
stabilizer	stabilizator
stable	sabitdir
staccato	staccato
stack	yığışdırmaq
stadium	stadion
staff	heyət
stag	stag
stage	mərhələ
stagecoach	stagecoach
stagehand	stephand
stagger	qəribə
staggering	təəccüblü
stagnant	durgun
stagnation	durğunluq
staid	sakit
stain	ləkə
stained	ləkələndi
stainless	paslanmayan
stair	merdiven
staircase	merdiven
stairs	nərdivanlar
stairway	merdiven
stairwell	nərdivan
stake	payı
stakeout	paytaxtı
stale	köhnəlmişdir
stalemate	söndürmək
stalk	sapı
stalker	stalker
stall	tövlə
stallion	aygır
stalls	stalls
stalwart	stalwart
stamina	dözümlülük
stamp	möhürü
stampede	mühakimə
stance	duruş
stand	durun
standard	standart
standardize	standartlaşdırmaq
standardized	standartlaşdırılmışdır
standby	gözləmə
standing	ayaqda
standoff	qarşıdurma
standpoint	baxımdan
standstill	dayandırmaq
standup	ayağa qalx
stanza	stanza
staph	staph
staple	ştapel
stapler	stapler
star	ulduz
star fruit	ulduz meyvəsi
starboard	sancaqlar
starch	nişasta
stardom	stardom
stardust	stardust
stare	gözləyin
starfish	denizyıldızı
stargazing	xəyanətdir
staring	baxıram
stark	stark
starlet	starlet
starlight	ulduz illəri
starling	ulduzlu
starry	ulduzlu
stars	ulduzlar
starship	starship
start	başlamaq
starter	başlanğıc
startle	şaşırtıcı
startled	həyəcanlandı
startling	şaşırtıcı
starvation	aclıq
starve	aclıq
starved	açdı
starving	aclıq
stash	stash
stat	stat
state	dövlət
stately	heyecan verici
statement	Şərhdə
stateroom	stateroom
stateside	dövlətlər
statesman	dövlət xadimi
static	statik
staticky	NO TRANSLATION
statics	statik
station	stansiya
stationary	stasionar
stationery	dəftərxana ləvazimatı
statistic	statistik
statistical	statistik
statistician	statistikist
stator	stator
statuary	heykəl
statue	heykəl
statuette	heykəlcək
stature	boyu
status	statusu
statute	nizamnamə
statutory	qanuni
staunch	səylə
stave	stave
stay	qalmaq
stayaway	NO TRANSLATION
stayed	qaldı
stays	qalır
stead	yerinə qoyun
steadfast	səbrsiz
steady	sabit
steak	biftek
steakhouse	steakhouse
steal	oğurlamaq
stealing	oğurluq
stealth	gizli
stealthily	gizlicə
stealthy	gizli
steam	buxar
steamboat	Buxarboat
steamer	buxar
steaming	buxarlanma
steamroller	steamroller
steamship	buxarlanma
steamy	buxar
steel	polad
steep	dik
steeple	steeple
steer	sükutla
steering	Rəhbərlik
stellar	stellar
stem	kök
stench	kədər
stencil	stencil
stenographer	stenoqraf
step	addım
stepdaughter	övladlıq
stepfather	baba
stepmother	ögey ana
steppe	sahə
steps	addımlar
stepson	oğlu
stereo	stereo
stereoscopic	stereoskopik
stereotype	stereotip
stereotyped	stereotipli
sterile	steril
sterility	itaətsizlik
sterilize	sterilizasiya edin
sterling	sterlinq
stern	sərt
sternum	sternum
steroid	steroid
stethoscope	Steteskop
stew	güveç
steward	steward
stewardess	stüardessa
stewardship	İdarəetmə
stfu	stfu
stick	sopa
sticker	stiker
sticking	yapışdırmaq
stickler	stickler
stickup	stickup
sticky	yapışqan
stiff	sərt
stiffen	qorumaq
stiffness	sərtlik
stifle	boğulma
stifled	boğuldu
stifling	boğulma
stigma	stiqma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	ölü doğum
stillborn	ölü doğulmuşdur
stillness	sakitlik
stillwaiting	hələ də gözləyirəm
stilts	stilts
stimulant	stimulant
stimulate	stimullaşdırmaq
stimulating	stimullaşdırıcı
stimulation	stimullaşdırma
stimulus	stimul
sting	sting
stinger	stinger
stinging	boğulma
stingy	cəsarətli
stink	kədər
stinker	stinker
stinking	kəkələyici
stinky	stinky
stint	stint
stipend	təqaüd
stipulate	şərt qoyur
stipulation	şərtdir
stir	qarışdırın
stirring	qarışdırmaq
stitch	stitch
stitching	stitching
stock	səhmdar
stockade	şarampole
stockbroker	stockbroker
stockholder	səhmdar
stocking	çorap
stockings	çoraplar
stockpile	yığma
stockroom	stockroom
stocks	Səhmlər
stoic	stoic
stole	çaldılar
stolen	oğurlandılar
stomach	mədə
stomachache	mədə ağrısı
stomp	stomp
stomped	stomped
stone	daş
stoned	daşlaşmışdı
stonewall	daş divar
stoneware	daş parçaları
stony	daşlı
stooge	stooge
stool	tabure
stools	stools
stoop	stoop
stoopid	stoopid
stop	dayandırın
stopover	mola
stoppage	dayandırmaq
stopper	stoper
stopping	dayandırmaq
stopwatch	saniyəölçən
storage	saxlama
store	mağaza
storefront	mağazada
storehouse	anbar
storeroom	mağaza
storing	saxlama
storm	fırtına
storming	fırtına
stormy	tufanlı
story	hekayə
storybook	hikmət kitabı
storyteller	hekayəçi
storytelling	storytelling
stound	stad
stout	sanki
stove	soba
stow	stow
stowaway	qaçaq
straddle	straddle
straight	düz
straighten	düzəldin
straightforward	sadə
straightway	dərhal
strain	gərginlik
strained	gərginləşmişdi
strait	boğaz
straitjacket	bıçaq dəsti
straits	boğazlar
strand	qapaq
stranded	qapalı
strange	Qəribədir
stranger	qərib
strangle	boğmaq
strangulation	strangulyasiya
strap	kəmər
strapless	strapless
strapping	çəmənlik
strata	qatqı
strategic	strateji
strategist	strategist
strategy	strategiya
stratification	təbəqələşmə
stratosphere	stratosfer
stratum	qat
stratus	stratus
straw	saman
strawberry	çiyələk
stray	küçə
streak	zolaq
streaked	rəngarəngdir
stream	axın
streamer	dırmaşan
streaming	axın
streamline	düzəldin
street	küçə
streetcar	tramvay
streetlight	küçə işığı
strength	güc
strengthen	gücləndirmək
strengthening	gücləndirmək
strenuous	gərgin
strep	strep
stress	stress
stressed	vurğuladı
stresses	vurğulayır
stressfree	NO TRANSLATION
stressful	stresli
stressin	NO TRANSLATION
stressing	vurğulayır
stressrelief	NO TRANSLATION
stretch	uzanır
stretcher	sedye
stricken	ləğv edildi
strict	sərt
stride	gediş
strife	fitnə
strike	tətil
strikeout	silmək
striker	qolçu
striking	təəccüblü
strikingly	şəffaf bir şəkildə
string	simli
strings	strings
stringy	simli
strip	şerit
stripe	şerit
striped	zolaqlı
stripped	soyundu
stripper	striptizci
striptease	striptiz
strive	çalışırıq
strobe	strobe
stroke	vuruş
stroll	gəzmək
stroller	uşaq arabası
strolling	strolling
strong	güclüdür
stronghold	qala
strongly	güclü
structural	struktur
structure	strukturu
strudel	strudel
struggle	mübarizə
strut	kəmər
stub	stub
stubbed	qaçırdılar
stubble	hörümçək
stubborn	inadkar
stubbornness	inadkarlıq
stubby	köləlik
stucco	stükko
stuck	sıxışdı
stuckup	NO TRANSLATION
stud	stud
studded	dərslik
student	tələbə
studied	oxudu
studio	studiya
study	öyrənmək
stuff	şeylər
stuffed animal	doldurulmuş heyvan
stuffing	içmək
stuffy	təəccüblü
stumble	səhv et
stump	kələm
stumped	qaçırdılar
stun	stun
stunned	təəccübləndi
stunner	təəccüblü
stunning	təəccüblü
stunt	stunt
stunted	boğuldu
stuntman	stuntman
stupefaction	səhvsizləşmə
stupefy	səhvsiz
stupendous	möhtəşəm
stupid	axmaq
stupidity	axmaqlıq
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	güclü
sturgeon	balıq
stutter	stutter
sty	stil
style	stil
styling	üslubu
stylish	şık
stylist	stilist
suave	suave
sub	alt
subatomic	subatomik
subcommittee	alt komitə
subconscious	bilinçaltı
subcutaneous	subkutan
subdivide	subdivide
subdivision	alt bölmə
subduction	Subduksiya
subdue	itaətsiz
subdued	bədbəxtlik
subdural	subdural
subito	NO TRANSLATION
subject	mövzu
subjected	məruz qaldı
subjection	tabe olmaq
subjective	subyektiv
subjugation	itaətsizlik
sublet	sublet
sublevel	sublevel
sublimation	sublimasiya
sublime	böyükdür
subliminal	subliminal
submarine	sualtı
submerge	batmaq
submerged	su altında qaldı
submersible	dalğalı
submission	təqdim
submissive	itaətkar
submit	təqdim
submitting	təqdim edirlər
subordinate	tabe
subordination	tabe olmaq
subplot	subplot
subpoena	çağırış
subscribe	abunə olun
subscriber	abunəçi
subscription	abunə
subsequence	sonluq
subsequent	sonrakı
subsequently	sonradan
subservient	vəzifəli şəxs
subset	altlıq
subside	sakitləşmək
subsidence	çökmə
subsidiary	törəmə müəssisəsi
subsidize	subsidiya
subsidy	subsidiya
subsist	yaşamaq
subsistence	yaşamaq
subsoil	yeraltı ərazi
subspace	subspace
substance	maddə
substandard	qeyri-standart
substantial	əhəmiyyətli
substantially	əhəmiyyətli dərəcədə
substantiate	əsaslandırmaq
substantive	substantiv
substation	yarımstansiya
substitute	əvəz
substituted	əvəz edilmişdir
substitution	əvəz
substructure	alt quruluşu
subterranean	yeraltı
subtext	subtext
subtitle	altyazı
subtle	incə
subtlety	incəlik
subtract	çıxartmaq
subtraction	çıxarma
subtype	alt növü
suburb	şəhərətrafı
suburban	şəhərətrafı
suburbia	suburbiya
suburbs	şəhərətrafı
subversion	subversion
subversive	dağıdıcı
subvert	subvert
subway	metro
succeed	müvəffəqiyyət
succeeding	uğurlu
success	müvəffəqiyyət
successful	uğurlu
succession	ardıcıllıq
successive	ardıcıl
successor	varis
succinct	qısa
succubus	succubus
succulent	ətirli
succumb	suçun
suck	suck
sucker	sucker
sucking	əmzik
suckling	əmzik
sucks	sucks
suction	suction
sudden	birdən
suddenly	birdən
suds	köpüklər
sue	sue
suede	süet
suffer	əziyyət çəkirəm
sufferer	zərər çəkən
suffering	əziyyət çəkir
