Word	am
shyness	ዓይን አፋጣኝ
shyster	ሻይስተር
sib	NO TRANSLATION
sibling	ወንድም ወይም እህት
sic	እሺ
sick	የታመመ
sickbay	sickbay
sicken	ታመመ
sickening	ማመቻቸት
sickle	ማጭድ
sickly	ታማሚ
sickness	ሕመም
side	ጎን
sidearm	ድንበር
sidebar	የጎን አሞሌ
sideboard	የጎንደር ሰሌዳ
sideburns	ጎረምሶች
sidecar	የጎን ጋሪ
sidekick	የእግር ኳስ
sideline	ተፋሰስ
sideshow	???
sidestep	ተራርቋል
sidewalk	የእግረኛ መንገድ
sideways	ጎን ለጎን
sidewinder	ጎንደርደር
siege	ከበባ
siesta	siesta
sieve	ጨርቅ
sift	ዘጠኝ
sifting	እየሰነጠቀ
sigh	ጠመዘ
sight	ዕይታ
sighting	እይታ
sightseeing	የእግር ጉዞ ማድረግ
sigma	ሲግማ
sign	ይፈርሙ
signal	ምልክት
signature	ፊርማ
significance	አስፈላጊነት
significant	ትርጉም ያለው
signification	ትርጉም
signify	ምልክት
signpost	ምልክት ማሳያ
silence	ዝምታ
silencer	ዝምተኛ
silent	ጸጥ ያለ
silently	በጸጥታ
silhouette	ግራጫ
silicon	ሲሊኮን
silicone	ሲሊኮን
silk	ሐር
silken	ጸጥ ያለ
silky	ጸጥ ያለ
sill	ሰመጠ
silliness	ፈገግታ
silly	ሞገስ
silo	ሰኮ
silt	ሰቀላ
silver	ብር
silverware	የብር ጌጥ
silvery	ገንዘብ
similar	ተመሳሳይ
similarity	ተመሳሳይነት
simile	NO TRANSLATION
simmer	ፈንጠዝ
simmering	ማምረት
simple	ቀላል
simples	NO TRANSLATION
simpleton	ቀላል
simplicity	ቀላልነት
simplify	ቀለል ያድርጉት
simplistic	ቀላል
simply	በቀላሉ
simulate	አስመስሎ
simulated	ማስመሰል
simulating	ማስመሰል
simulation	ማስመሰል
simulator	አስመስሎ መስራት
simultaneous	በአንድ ጊዜ
simultaneously	በአንድ ጊዜ
sin	NO TRANSLATION
sincere	ከልብ
sincerity	ቅንነት
sinful	ኃጢአተኛ
sing	ዘፈን
singer	ዘፋኝ
singing	ዘፈን
single	ነጠላ
singly	ብቻ
singular	ነጠላ
singularity	ብቸኛነት
singularly	በብቸኝነት
sinister	ክፉኛ
sink	ሰመጠ
sinker	ጠርሙስ
sinking	መስመጥ
sinner	ኃጢአተኛ
sinning	ኃጢአት
sinus	sinus
sip	ሲጠጣ
siphon	siphon
sipping	እየጮኸ
sir	ጌታዬ
sire	sire
siren	ሲነር
sirloin	የሳር ጎሳ
sissy	sissy
sister	እህት
sisterhood	እህትነት
sit	ተቀመጠ
sitcom	sitcom
site	ጣቢያ
sith	sith
sitter	ጠባቂ
sitting	ቁጭ አለ
situate	ተገኝቷል
situated	መቀመጫው
situation	ሁኔታ
six	ስድስት
sixpence	ስድስት ጫማ
sixteen	አስራ ስድስት
sixth	ስድስተኛ
sixty	ስልሳ
sizable	ትልቅ
size	መጠን
sizzle	ዚፍ
ska	NO TRANSLATION
skate	ስኬት
skateboard	ስኬትቦርድ
skater	ተንሸራታች
skating	ስኬቲንግ
skedaddle	ስኪንዴል
skeet	አጥንት
skein	skein
skeletal	አጽም
skeleton	አጽም
skeptic	ተጠራጣሪ
skeptical	ተጠራጣሪ
skepticism	ተጠራጣሪነት
sketch	ንድፍ
sketching	ንድፍ
sketchy	ንድፍ
skewed	የተዛባ
skewer	ስኪለር
ski	ስኪንግ
skid	ተዘግቷል
skier	ስኪር
skiff	ተስፈኛ
skiing	ስኪንግ
skijump	NO TRANSLATION
skill	ችሎታ
skilled	የተካነ
skillet	ኮክ
skillful	ብልህ
skim	ዘለሉ
skimpy	ቀጫጭን
skin	ቆዳ
skinny	ቀጫጫ
skip	ይዝለሉ
skipper	የጀርባ አጫዋች
skirmish	ግጭቶች
skirt	ቀሚስ
skirting	መጎተት
skirts	ቀሚሶች
skit	ሽቅብ
skittish	ተጭኗል
skull	የራስ ቅል
skunk	ስካን
sky	ሰማይ
skylight	ድመት
skyline	መስመሩ
skyscraper	ሰማይ ጠቀስ
slab	ሰንጢ
slack	ድካም
slag	ስካር
slam	ስላም
slammer	slammer
slander	ስም ማጥፋት
slanderous	ስም አጥፊ
slang	እንግዳ
slant	ተንሸራታች
slap	ድብደባ
slash	ገደብ
slashes	ቀዳዳዎች
slate	እሾህ
slates	ሰሌዳዎች
slaughter	ማጥፋት
slaughterhouse	የማረፊያ ቤት
slaughtering	ማረድ
slave	ባሪያ
slavery	ባርነት
slay	ተገደለ
slayer	ገዳይ
sleaze	ተገድሏል
sleazy	ቆንጆ
sled	NO TRANSLATION
sledding	ስላይድ
sledge	መንሸራተቻ
sledgehammer	ጎበዝ
sleek	ለስላሳ
sleep	እንቅልፍ
sleeper	እንቅልፍ
sleeping	ተኛ
sleepless	እንቅልፍ
sleeplessness	እንቅልፍ ማጣት
sleepover	እንቅልፍ
sleepy	እንቅልፍ
sleepyhead	እንቅልፍ
sleet	ዝናብ
sleeve	እጀታ
sleeveless	መያዣ የሌለው
sleigh	ሰረገላ
sleight	እንቅልፍ
slender	ቀጭን
sleuth	ተዳፋት
slice	ቁራጭ
slick	ጨለማ
slicker	ስላይን
slide	ስላይድ
slider	ተንሸራታች
sliding	ተንሸራታች
slight	ትንሽ
slight anticipation	አነስተኛ ትንበያ
slight disgust	ትንሽ ነቀፋ
slight surprise	ትንሽ ጉጉት
slight trust	ትንሽ መተማመን
slightly	ትንሽ
slightly negative	በትንሹ አሉታዊ
slightly positive	በትንሹ አወንታዊ ነው
slim	ቀጭን
slime	ትንንሽ
slimy	ቀጭን
sling	ወንጭፍ
slingshot	ስላም
slink	ተንሸራታች
slinky	ተንጠበቃ
slip	ተንሸራታች
slipper	ጫማ
slippers	ጫማዎች
slippery	የሚያንሸራትት
slit	ቀዳዳ
sliver	ቀዳዳ
slob	ተንኮል
slobber	slobber
slogan	መፈክር
sloop	ጭጋጋማ
slop	NO TRANSLATION
slope	መሬቶች
sloppy	ተንኰለኛ
slot	መክፈቻ
sloth	ስሎዝ
slouch	ድካም
slough	ተስገበገበ
slow	ቀርፋፋ
slowly	ቀስ ብሎ
slowness	መቀነስ
sludge	ወዘተ
slug	እሾህ
slugger	ቀጫጭተኛ
sluggish	ደካማ
sluice	ፍሳሽ
slum	ድፍን
slumber	እንቅልፍ
slump	ወደታች
slur	ስኳር
slurp	ቡርፕ
slush	ሸፍጠዋል
slut	ስላም
slutty	የተዝረከረከ
sly	ተንኮል
smack	smack
small	ትንሽ
smaller	አነስ ያለ
smallest	በጣም ትንሽ ነው
smallpox	ፈንጣጣ
smart	ብልጥ
smartass	ጮሌ
smarten	ብልጥ
smarty	ብልህ
smash	ፍጭ
smashed	ተሰብስቧል
smattering	መፍታት
smear	ፈጣን
smell	ሽታ
smelling	ማሽተት
smelly	እብጠት
smelt	ብርድ
smidgen	smidgen
smile	ፈገግታ
smiled	ፈገግ አለ
smiles	ፈገግታ
smiley	ፈገግታ
smiling	ፈገግታ
smirk	ፈገግታ
smite	ምታ
smith	smith
smithereens	ድብደባዎች
smitten	ተፈትቷል
smock	እፉኝ
smog	ፈገግታ
smoke	ጭስ
smoker	አጫሽ
smokey	ተጭኗል
smoking	ማጨስ
smoky	እብጠት
smoldering	በማቃጠል
smooch	ማሞቅ
smooth	ለስላሳ
smoothie	ለስላሳ
smoothly	ብስለት
smoothness	ስስላሴ
smother	መቁረጡ
smudge	ድብደባ
smug	ፈገግታ
smuggle	ድብደባ
smuggler	አጭበርባሪ
smuggling	ድንበር ተሻጋሪ
smut	መትፋት
snack	መክሰስ
snacks	ምግቦች
snafu	snafu
snag	snag
snags	ቆርቆሮዎች
snail	snail
snake	እባብ
snakes	እባቦች
snakeskin	እባፊኪን
snap	ነቅቷል
snapper	snapper
snappy	ቆንጆ
snapshot	ቅጽበተ-ፎቶ
snare	ወጥመድ
snarl	አጭበርባሪ
snarling	የሚንቀጠቀጥ
snatch	ወጥመድ
snatcher	ተኳት
snazzy	አጫጭር
sneak	ተንሸራተት
sneaker	ስኒሽ
sneakers	ጫማዎች
sneaking	የማጭበርበር
sneaky	ተንኮል
sneer	ማሾፍ
sneeze	አስነጠሰ
sneezing	በማነጠስ
snicker	ተኩላ
snide	ተንኮል
sniff	ነጠብጣብ
snip	????
snipe	ድሪም
sniper	አስፋፊ
snippet	ቁርጥራጭ
snippy	በጣም አስቂኝ
snitch	አስቂኝ
snob	ስቅለት
snoop	ዝንፍ
snoopy	snoopy
snooty	ቆንጆ
snooze	አሸልብ
snore	ማቅለብ
snorkel	ስናፍሊል
snort	ይሳፍም
snot	ስቅለት
snotty	አስቂኝ
snout	ቡቃያ
snow	በረዶ
snowball	ኳስ ቦል
snowboard	የበረዶ ቦርሳ
snowboarder	የበረዶ መንሸራተቻ
snowday	የበረዶ ቀን
snowfall	የበረዶ ድንጋይ
snowflake	የበረዶ ቅንጣት
snowing	በረዶ
snowmageddon	የበረዶማዶን
snowman	የበረዶ ሰው
snowplow	የበረዶ ንጣፍ
snowstorm	የበረዶ ንፋስ
snowy	በረዶማ
snub	snub
snubbed	ዚፍ
snuff	ተኩስ
snug	ሞገስ
snuggle	ድብደባ
snuggled	ተጭኗል
snuggles	ድብደባዎች
snuggling	በደንብ መተኮስ
soak	ተንጠላህ
soaked	ተጠልፏል
soaking	ማሞቅ
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	ሳሙና
soapbox	ሳሙና ሳጥን
soapy	ሳሙና
soar	ተንጠልጥል
soaring	እየጨመረ ነው
sob	NO TRANSLATION
sober	sober
soblessed	NO TRANSLATION
sobriety	ጸጉር
soc	መ
soccer	እግር ኳስ
sociable	ተወዳጅ
social	ማህበራዊ
socialanxiety	NO TRANSLATION
socialism	ሶሺያሊዝም
socialist	ሶሻሊስት
socialite	ማህበራዊ
socialize	ማህበራዊ ማድረግ
society	ማህበረሰብ
sociology	ማህበራዊ
sociopath	sociopath
sock	ካልሲ
socket	ሶኬት
sod	ሰድ
soda	ሶዳ
soda/pop	ሶዳ / ፖፕ
sodding	መፋቅ
sodium	ሶዲየም
sofa	ሶፋ
soft	ለስላሳ
softball	softball
soften	ለስለስ
softener	አጣፋጭ
softening	ለስላሳ
softly	ረጋ ያለ
softness	ለስላሳነት
software	ሶፍትዌር
soggy	ጭጋጋማ
sohappy	በጣም ደስተኛ
soil	አፈር
soiled	ቆሻሻ
soiree	soiree
sojourn	መቆየት
solace	መጽናኛ
solar	ፀሐይ
solarium	የፀሐይ ብርሃን
solder	ሰንበር
soldering	ብረትን
soldier	ወታደር
sole	ብቸኛ
solemn	ጥንቃቄ የተሞላበት
solicit	ጠይቅ
solicitation	ሙግት
solicitor	ጠበቃ
solid	ጠንካራ
solidarity	ትብብር
solidification	ማጠናከሪያ
solidified	ተጠናክሮ
solidify	ማጠናከር
solidity	ጥንካሬ
solitaire	ብቸኝነት
solitary	በብቸኝነት
solitude	ለብቻ መሆን
solo	ብቻ
solubility	መበከል
soluble	መበተን
solucky	ዕድለኛ
solution	መፍትሔ
solve	መፍታት
solvency	መቻቻል
solvent	ፈሳሽ
somad	NO TRANSLATION
somatic	somatic
somber	ድሃም
some anticipation	ሊሆን ይችላል
some disgust	አንዳንድ አስጸያፊ ነገሮች
some surprise	አንዳንድ አስገራሚዎች
some trust	አንዳንድ አመኔታዎች
somersault	ማታ
somethingigetalot	NO TRANSLATION
somewhat negative	በተወሰነ ደረጃ አሉታዊ
somewhat positive	አዎንታዊ ነው
somuchtodo	NO TRANSLATION
son	ወንድ ልጅ
sonar	የድምጽ
sonata	የሶታ
sonervous	NO TRANSLATION
song	ዘፈን
songwriter	ዘፈን ደራሲ
sonic	ድምፃዊ
sonice	NO TRANSLATION
sonnet	ሰርኔት
sonorous	ድምፃዊ
soot	ጥላሸት
soothe	አረጋ
soothing	መረጋጋት
sophisticated	የተራቀቀ
sophistication	ዘመናዊነት
sophomore	ሶፊፎርም
sopissed	NO TRANSLATION
soppy	ቆንጆ
soprano	ሶፕራኖ
sorcerer	ጠንቋይ
sorcery	አስማተኛ
sordid	አስቀያሚ
sore	ሕመም
soready	ከባድ ችግር
sorely	ከልክ በላይ
soreness	ቁስለት
sorghum	sorghum
sorority	ድካም
sorrow	ሐዘን
sorrowful	አዝናለሁ
sorry	አዝናለሁ
sort	ተራ
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	መደርደር
sos	NO TRANSLATION
soscared	ሞቅቷል
soscary	soscary
soslow	በጣም ቀርፋፋ
sostressed	NO TRANSLATION
sosweet	በጣም ጣፋጭ
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	ነፍስ
soulful	ነፍስ
soulless	ሳኦል
soulmate	ነፍስ ነሺ
sound	ድምጽ
sounding	መጮህ
soundness	ጤናማነት
soundproof	ድምፅ ማሰማት
soundtrack	የማጀቢያ ድምጽ
soup	ሾርባ
sour	መራራ
source	ምንጩ
sourpuss	መቆለጥ
south	ደቡብ
southbound	ወደ ደቡብ
southeast	ደቡብ ምስራቅ
southern	ደቡባዊ
southpaw	ደቡባዊው
southwest	ደቡብ ምዕራብ
souvenir	ቅርጫት
sovereign	ሉዓላዊ
sovereignty	ሉዓላዊነት
soviet	soviet
sow	ዘሩ
soy	አኩሪ አተር
soy sauce	አኩሪ አተር
soybean	አኩሪ አተር
spa	ስፓርት
space	ቦታ
spacecraft	የጠፈር መንጃ
spaceman	የጠፈር ሰራተኛ
spaceship	ካርታ
spacing	አዘራዘር
spacious	ሰፊ
spade	ሰደፍ
spaghetti	ስፓጌቲ
spam	አይፈለጌ መልዕክት
spammers	አጭበርባሪዎች
span	NO TRANSLATION
spandex	ስፓይድክስ
spaniel	ስፔርሊን
spank	እፉኝት
spanking	ሳባ
spar	ስፓር
spare	ትርፍ
spareribs	የዕቃ ማራገፊያ
sparingly	ጥቂት
spark	የእሳት ብልጭታ
sparkle	ብልጭታ
sparkling	የሚያርፍ
sparkly	በአስከፊ ሁኔታ
sparring	ፈካሚ
sparrow	ድንቢጥ
sparse	እጥፋት
spasm	ሽማ
spastic	ቁስሉ
spat	እፉኝት
spatial	የመገኛ ቦታ
spatter	እፉኝት
spatula	ስታንታላ
spawn	እንቁላል
spaz	spaz
speak	ተናገር
speakeasy	መናገር
speaker	ተናጋሪ
speakerphone	ስፒከር ስልክ
speaking	መናገር
spear	ጦር
spec	spec
special	ልዩ
specialist	ስፔሻሊስት
speciality	ልዩነት
specialize	NO TRANSLATION
specially	በተለይ
specialty	ልዩነት
specie	NO TRANSLATION
species	ዝርያዎች
specific	የተወሰነ
specification	ልዩነት
specify	ለይ
specimen	ናሙና
speck	ፍካት
speckled	እንጆሪ
specs	ዝርዝሮች
spectacle	ትዕይንት
spectacles	ትዕይንቶች
spectacular	አስደናቂ
spectator	ተመልካች
specter	የከረረ
spectral	የብርሃን
spectrometer	ፐርፐርሜትር
spectrophotometer	ስፕሪፎቶሜትር
spectroscopy	ፐርኮሳይኮፕስ
spectrum	ቫልዩም
speculate	ግምት መስጠት
speculation	ግምቶች
speculative	ግምታዊ
speculum	ግምቶች
speech	ንግግር
speechless	መናገር አልችልም
speed	ፍጥነት
speedboat	አውሮፕላን
speedily	በፍጥነት
speeding	ፍጥነት
speedometer	የፍጥነት መለኪያ
speedway	የፍጥነት መንገድ
speedy	በፍጥነት
spell	ፊደል
spellbound	በስልክ መጮህ
spelling	ፊደል
spencer	አዛዡ
spend	ወጪ
spender	ወጪ ፈጣሪ
spending	ወጪ
spent	ወጪዎች
sperm	የወንዱ ነባዘር
spew	ጩቤ
sphere	ሉል
spherical	ሉላዊ
sphincter	የሴል ክፋይ
sphinx	sphinx
spic	ስኬታማ
spice	ቅመም
spicy	ቅመም
spider	ሸረሪት
spiders	ሸረሪዎች
spiffy	ያልታወቀ
spigot	ድመት
spike	መራመጃ
spiked	ተጣቀቀ
spiky	spiky
spill	ፈሰሰ
spillin	NO TRANSLATION
spin	አሽከርክር
spinach	ስፒንች
spinal	አከርካሪ
spindle	እንዝረዛ
spine	አጥንት
spineless	ያልተገራ
spinner	ተጣሚ
spinning	መሽከርከር
spinster	spinster
spiny	እሾህ
spiral	ሽክርክሪት
spire	እፉኝ
spirit	መንፈስ
spirited	ተመስጦ
spirits	መናፍስት
spiritual	መንፈሳዊ
spirituality	መንፈሳዊነት
spit	ይፍታ
spite	እፉኝት
spiteful	አደገኛ
spitfire	spitfire
spittoon	ፒትቶቶን
splash	ብጉር
splat	ግባ
splatter	መበታተን
spleen	ስሙላይ
splendid	ውበት
splendor	ግርማ ሞገስ
splice	እፉኝ
spline	ተንሸራታች
splint	ስባሪ
splinter	ተከፈለ
split	ተከፈለ
splitting	መክፈል
splurge	ፍርፍ
spoil	ብዝበዛ
spoiler	ተቆጣጣሪ
spoiling	ብዝበዛ
spoils	ብዝበዛ
spoke	ተናገረ
spoken	ተነገራት
spokesman	ቃል አቀባይ
spokesperson	ቃል አቀባይ
sponge	ስፖንጅ
spongy	ስፖንጅ
sponsor	ስፖንሰር
sponsorship	ስፖንሰርሺፕ
spontaneity	ባልተለመደ ሁኔታ
spontaneous	ድንገተኛ
spoof	አታላይ
spook	የፈተ
spooky	spooky
spool	መንጠቆር
spoon	ማንኪያ
spoonful	ማንኪያ
sporadic	አልፎ አልፎ
spore	ስፖሪ
sport	ስፖርት
sporting	ስፖርት
sports	ስፖርቶች
sports car	የስፖርት መኪና
sportsman	ስፖርተኛ
sportsmanship	ስፖርተኛነት
sportswriter	ስፖርት
sporty	ስፖርት
spot	ቦታ
spotless	እንከን የለሽ
spotlight	የብርሃን ትኩረት
spotted	ተገኝቷል
spotter	ብዜት
spotty	ድብልቅ
spousal	ባልና ሚስት
spouse	ባለቤት
spout	ድቡልፉ
sprain	ወለምታ
sprawl	ሰፋፊ
spray	ብጉር
spread	ተሠራጨ
spreader	ማሰራጫ
spree	ስፌራ
spring	ጸደይ
springtime	የጸደይ ወቅት
sprinkle	እጠፍ
sprinkler	sprinkler
sprinkling	እጠፍ
sprint	sprint
sprite	ስፌራ
sprout	ቡቃያ
spruce	ስፕሩስ
spud	ድባብ
spunk	እፉኝት
spunky	አፉኝ
spur	ፈሰሰ
spurious	ያልተለመደ
spurred	ተነሳ
spurt	እፉኝት
spy	ሰላይ
squabble	እፉኝት
squad	ቡድን
squadron	ጓድ
squall	ተኮሰ
squamous	እፉኝ
squander	ቁራ
square	ካሬ
squash	ስኳሽ
squat	ቁመት
squatter	አጭበርባሪ
squaw	ቁራ
squawk	ድፍድፍ
squeak	ጭንቅላት
squeaky	እብሪተኝነት
squeal	ተስፈዋል
squealer	ተቆጣጣሪ
squeamish	አስቂኝ
squeeze	ጨመቀ
squeezing	ሲጨመቅ
squelch	ተኩስ
squid	ስኩዊድ
squint	ቁመና
squire	ቁራኛ
squirm	ድብደባ
squirrel	ስኩዊር
squirt	ቁስል
squish	ቅላት
squishy	ቅባት
stab	መትቷል
stabbed	ተወገደ
stability	መረጋጋት
stabilize	ተረጋጋ
stabilizer	አስተማማኝ
stable	ቋሚ
staccato	staccato
stack	ቁልል
stadium	ስታዲየም
staff	ሰራተኞች
stag	መቆንጠጫ
stage	ደረጃ
stagecoach	ማቀፊያ
stagehand	መድረክ
stagger	ተጭኗል
staggering	የሚገርም
stagnant	ቆሞ
stagnation	መቆየት
staid	ቆየ
stain	ቆዳ
stained	ጸዳ
stainless	አይዝጌ
stair	መወጣጫ
staircase	ፎጣ
stairs	ደረጃዎች
stairway	መወጣጫ
stairwell	መወጣጫ
stake	እንጨት
stakeout	ውክልና
stale	ቆሻሻ
stalemate	መፈታተኛ
stalk	እንብ
stalker	ተራ ጠባቂ
stall	ቆመ
stallion	ማዕበል
stalls	መደርደሪያዎች
stalwart	አተላ
stamina	ብርታ
stamp	ማህተም
stampede	ማህተም
stance	አመለካከት
stand	ቆመ
standard	መደበኛ
standardize	መደበኛ
standardized	መደበኛ
standby	ተጠንቀቅ
standing	ቆሞ
standoff	ተጋድሎ
standpoint	እይታ
standstill	መቆሙ
standup	ተነስ
stanza	ስታንዛ
staph	ቴታፍ
staple	ጉልበተኛ
stapler	ጠመጠ
star	ኮከብ
star fruit	ኮከብ ፍሬ
starboard	ኮርቦርድ
starch	ማዕድን
stardom	ማዕከላዊ
stardust	ቆንጆ
stare	ቆም ሩ
starfish	ኮከብፊሽ
stargazing	አቁመዋል
staring	በማየት ላይ
stark	ግልጽ
starlet	ኮከብ ተጫዋች
starlight	ኮከብ ብርሃኑ
starling	ኮልኬድ
starry	ኮከብ
stars	ኮከቦች
starship	የከዋክብት ስራ
start	ጀምር
starter	ጀማሪ
startle	አስፈሪ
startled	አስደነገጠ
startling	የሚያስገርም
starvation	ረሃብ
starve	መራብ
starved	ረሃብ
starving	ረሃብ
stash	ድባብ
stat	stat
state	ግዛት
stately	በአስደናቂ ሁኔታ
statement	መግለጫ
stateroom	መለጠፊያ
stateside	ገላ
statesman	አዛውንት
static	የማይንቀሳቀስ
staticky	NO TRANSLATION
statics	ስታስቲክስ
station	መሣፈሪያ
stationary	ቋሚ
stationery	የጽህፈት መሳሪያ
statistic	ስታስቲክስ
statistical	ስታትስቲክስ
statistician	ተቆጣጣሪ
stator	ስቶር
statuary	ፎቶ አንሺ
statue	ሐውልት
statuette	statuette
stature	ቁመት
status	ሁኔታ
statute	ደንብ
statutory	ተፈላጊ
staunch	ይመከራል
stave	ቆረጠ
stay	ቆዩ
stayaway	NO TRANSLATION
stayed	ቆይታ
stays	ይቆማል
stead	ተኛ
steadfast	ጽኑ
steady	ቋሚ
steak	ስቴክ
steakhouse	ስቴካ ቤት
steal	መስረቅ
stealing	መስረቅ
stealth	ስውር
stealthily	በስውር
stealthy	ስጋት
steam	የእንፋሎት ፍሰት
steamboat	ስቶምቦት
steamer	የእንፋይ ሰሪ
steaming	እሳትን
steamroller	ማሞመር
steamship	የዉሃ እሽክርክሪት
steamy	እሽታ
steel	ብረት
steep	ቀጥል
steeple	መደርደሪያ
steer	መሪ
steering	መሪውን
stellar	ደማቅ
stem	ትል
stench	ሽፉን
stencil	ስፒን
stenographer	ስቶንግራፈር
step	እርምጃ
stepdaughter	የእንጀራ ልጅ
stepfather	የእንጀራ አባት
stepmother	የእንጀራ እናት
steppe	ዉሃ
steps	እርምጃዎች
stepson	stepson
stereo	ስቲሪዮ
stereoscopic	ስቲሪዮስኮፒ
stereotype	ስቴሪዮፕቲ
stereotyped	የተስተካከለ
sterile	የማይታጠፍ
sterility	ጽንስ
sterilize	ማፍላሸት
sterling	ስፒንሊንግ
stern	ጥብቅ
sternum	እፉኝት
steroid	ስቴሮይድ
stethoscope	ስቴቶስኮፕ
stew	ሽታ
steward	መጋቢ
stewardess	መጋቢ
stewardship	መጋቢነት
stfu	stuu
stick	ዱቄት
sticker	የሚለጠፍ
sticking	መጣበቅ
stickler	ተለጣፊ
stickup	ተለጣፊ
sticky	የሚጣፍጥ
stiff	ጠንካራ
stiffen	ተጠናከረ
stiffness	ጥንካሬ
stifle	ማጠፍ
stifled	ተጎድቷል
stifling	መግፋት
stigma	ሴቲጋማ
stile	NO TRANSLATION
stiletto	ስቲኮፕ
stillbirth	ገና መወለድ
stillborn	ገና የተወለደ
stillness	ድካም
stillwaiting	አሁንም ድረስ
stilts	መጋረጃዎች
stimulant	አነቃቂ
stimulate	ማበረታታት
stimulating	ማነቃቃት
stimulation	ማነቃቂያ
stimulus	መነቃቃት
sting	ቁልቁል
stinger	ሰንደቅ
stinging	ድብደባ
stingy	ተንኮለኛ
stink	እሾህ
stinker	እጠፍ
stinking	ማገገም
stinky	እብጠት
stint	ኮስቲን
stipend	ክፍያ
stipulate	ደንብ አወጣ
stipulation	ግዴታ
stir	ሞላ
stirring	መንቀሳቀስ
stitch	መጠቅለያ
stitching	ማጋጠም
stock	ክምችት
stockade	ክምችት
stockbroker	የአክሲዮን ባለሙያ
stockholder	አክሲዮን
stocking	ማጠራቀሚያ
stockings	ኮርቻዎች
stockpile	ማጠራቀሚያ
stockroom	መጋዘን
stocks	አክሲዮኖች
stoic	ቆመ
stole	ሰረቀ
stolen	ተሰረቀ
stomach	ሆድ
stomachache	የሆድ ቁርጠት
stomp	ግለት
stomped	ተጓዙ
stone	ድንጋይ
stoned	በድንጋይ ተወግሯል
stonewall	ድንጋይ ዋወር
stoneware	ድንጋይ
stony	ድንጋይ
stooge	ትስስር
stool	መቀመጫ
stools	ሱፍ
stoop	መቁረጥ
stoopid	ስቶፒድድ
stop	ተወ
stopover	ቆም
stoppage	ማቆሚያ
stopper	መቆለፊያ
stopping	ማቆም
stopwatch	የሩጫ ሰዓት
storage	ማከማቻ
store	ሱቅ
storefront	የሱቅ ፊት
storehouse	የማከማቻ ቤት
storeroom	መጋዘን
storing	ማከማቻ
storm	አውሎ ነፋስ
storming	አውሎ ነፋስ
stormy	ኃይለኛ
story	ታሪክ
storybook	ታሪኩ መጽሐፍ
storyteller	ተራኪ
storytelling	ተረቶች
stound	ግጭት
stout	ጠንካራ
stove	ምድጃ
stow	ማቆሚያ
stowaway	አሻሚ
straddle	ተዳፋት
straight	በቀጥታ
straighten	ቀጥል
straightforward	ቀጥታ
straightway	ወዲያውኑ
strain	ጭንቀት
strained	ተዳክሟል
strait	የባሕር ወሽመጥ
straitjacket	ጥርት ኬት
straits	ተጎድቷል
strand	ጎርፍ
stranded	ተዘግቷል
strange	እንግዳ
stranger	እንግዳ
strangle	ገደል
strangulation	ማቋረጥ
strap	ጥንድ
strapless	ሽርሽር
strapping	መሸከም
strata	ሽታ
strategic	ስልታዊ
strategist	ስትራቴጂስት
strategy	ስልት
stratification	ማሳመር
stratosphere	የምድር ሙቀት
stratum	ጎርፍ
stratus	stratus
straw	ገለባ
strawberry	እንጆሪ
stray	ጠፍቷል
streak	ዥረት
streaked	ተለጥፏል
stream	ዥረት
streamer	ማስተላለፊያ
streaming	መልቀቅ
streamline	ዥረት መስመር
street	ጎዳና
streetcar	የከተማ ባቡር
streetlight	የጎዳና ላይ ብርሃን
strength	ጥንካሬ
strengthen	ብርታት
strengthening	ማበረታታት
strenuous	ብርቱ
strep	ዚፕ
stress	ውጥረት
stressed	አፅንዖት ሰጥቷል
stresses	ጭንቀቶች
stressfree	NO TRANSLATION
stressful	ውጥረት
stressin	NO TRANSLATION
stressing	ጫና
stressrelief	NO TRANSLATION
stretch	ዘረጋ
stretcher	ዘንበል
stricken	ተጠቃ
strict	ጥብቅ
stride	ፈጣን
strife	ግጭት
strike	አድማ
strikeout	ድብደባ
striker	ተቆጣጣሪ
striking	አስገድዶ መድፈር
strikingly	በኃይል
string	ሕብረቁምፊ
strings	ሕብረቁምፊዎች
stringy	አሻሚ
strip	ወርድ
stripe	ድብደባ
striped	ተላጠ
stripped	ተጭኗል
stripper	ድራማ
striptease	ተጣጣፊ
strive	ጥረት አድርግ
strobe	ቀጥ ያለ
stroke	ድንገት
stroll	በእግር ጉዞ
stroller	ሸናፊ
strolling	መንሸራተት
strong	ጠንካራ
stronghold	ምሽግ
strongly	በብርቱነት
structural	መዋቅራዊ
structure	መዋቅር
strudel	እንግድ
struggle	ትግል
strut	ጉድለት
stub	አቁማዳ
stubbed	ተሰክቷል
stubble	ገለባን
stubborn	ግትር
stubbornness	እምቢተኛ
stubby	አሻሚ
stucco	ስቱካ
stuck	ተጣብቋል
stuckup	NO TRANSLATION
stud	ክፈል
studded	የተጣደፈ
student	ተማሪ
studied	ጥናት
studio	ስቱዲዮ
study	ጥናት
stuff	ነገሮች
stuffed animal	የተከተለ እንስሳ
stuffing	ማቅለል
stuffy	እብጠት
stumble	መሰናከል
stump	ጉቶ
stumped	ጉድለት
stun	አቁሙ
stunned	ተደንቆ ነበር
stunner	ተስፈኛ
stunning	በጣም ቆንጆ
stunt	መቆንጠጥ
