Word	ga
symmetrical	siméadrach
symmetry	siméadracht
sympathetic	báúil
sympathize	comhbhrónamh
sympathy	comhbhrón
symphonic	sionfónach
symphony	siansaíocht
symposium	siompóisiam
symptom	symptom
symptomatic	symptomatic
synagogue	sionagóg
synapse	synapse
synaptic	synaptic
sync	sync
synchronize	sioncrónú
synchronous	sioncrónach
syncope	sioncóp
syndicate	syndicate
syndrome	siondróm
synergistic	sineirgisteach
synergy	sineirgíocht
synod	sóid
synonym	synonym
synonymous	aitheanta
synopsis	achoimre
synoptic	sionoptach
syntax	comhréire
synthesis	sintéis
synthesizer	sintéiseoir
synthetic	sintéiseach
syphilis	sifilis
syringe	steallaire
syrup	síoróip
system	córas
systematic	córasach
systematically	go córasach
t-shirt	t-léine
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	tabernacle
table	tábla
tableau	NO TRANSLATION
tablecloth	éadaí boird
tablespoon	spúnóg bhoird
tablet	tablet
tableware	earraí boird
tabloid	tabloid
taboo	taboo
tabular	tabular
tabulate	tabulate
tabulation	tabláil
tachometer	tachiméadar
tacit	taitneamhach
tack	tack
tackle	dul i ngleic
tackled	dul i ngleic leis
tackling	dul i ngleic leis
tacky	tacky
taco	taco
tact	tact
tactful	tactful
tactic	tactic
tactical	oirbheartaíochta
tactics	tactics
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	eireaball
tailed	tailed
tailgate	geata
tailings	oiriúintí
taillight	taillight
tailor	oiriúint
tailoring	oiriúint
tailpipe	snáithín
taint	taint
take	a ghlacadh
takeoff	éirí de thalamh
takeout	Tóg amach
takeover	a ghlacadh ar láimh
taker	glacadóir
talcum	talcum
tale	scéal
talent	tallainne
talented	cumasach
talisman	talisman
talk	labhairt
talkative	cainteach
talker	cainteoir
tall	ard
tallies	tallies
tallow	coileach
tally	tally
talon	talún
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	tamper
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tadhlaí
tangerine	tangerine
tangible	inláimhsithe
tangle	tangle
tangled	tangled
tango	tango
tank	umar
tank top	barr umar
tanker	tancaer
tanned	tanned
tantalizing	tanaí
tantamount	mórán
tantrum	tantrum
taoism	taoism
tap	sconna
tape	téip
tape measure	ribín tomhais
taper	taper
tapering	tapering
tapestry	taipéis
tapeworm	bréagán
tapioca	tapioca
taps	sconna
tar	tarra
tarantula	tarantula
tardiness	tardiness
tardy	tardy
target	sprioc
targeted	spriocdhírithe
targeting	ag díriú
tariff	taraif
tarmac	tarmac
tarnish	tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	tartan
tartar	tartar
task	tasc
tassel	tassel
taste	blas
tasteful	blasúil
tasteless	tasteless
tasting	blaiseadh
tasty	blasta
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tatú
taught	mhúintear
taunt	taunt
taupe	taupe
taut	go dona
tavern	tavern
tawdry	tawdry
tawny	tawny
tax	cáin
taxed	cháin
taxi	tacsaí
taxicab	tacsaí
taxonomy	tacsanomaíocht
taxpayer	cáiníocóir
tea	tae
teach	mhúineadh
teacher	múinteoir
teaching	teagasc
teacup	teacup
teahouse	teahouse
teal	teal
team	foireann
teamjesus	NO TRANSLATION
teammate	teammate
teamwork	obair foirne
teapot	teapot
tear	cuimilt
tearful	tearful
tearsofjoy	NO TRANSLATION
teary	teary
tease	tease
teaser	teaser
teasing	bualadh
teaspoon	cuisleón
teat	teata
teatime	teatime
tech	ardteicneolaíochta
technical	teicniúla
technicality	teicniúil
technician	teicneoir
technique	teicníc
techno	Teicneolaíocht
technological	teicneolaíoch
technology	teicneolaíocht
ted	ted
teddy bear	teidí
tedious	tedious
tedium	tedium
tee	tee
teeming	ag brath
teen	teen
teenage	déagóirí
teenager	déagóir
teens	déagóirí
teensy	teensy
teeny	teeny
teeth	fiacla
teething	teething
teflon	teflon
telegram	teileagram
telegraph	teileagraf
telekinesis	teileachumarsáid
telemetry	teiliméadracht
telepathic	teilipteach
telepathy	telepathy
telephone	teileafón
telescope	teileascóp
telescopic	teileascópach
telethon	teilifís
teletype	teilipéip
televised	teilifíse
television	Teilifís
tell	insint
teller	teller
telling	ag rá
telltale	insint
temp	temp
temper	temper
tempera	tempera
temperament	meon
temperamental	temperamental
temperance	stuamachta
temperate	measartha
temperature	teocht
tempered	tempered
tempest	aimsir
template	teimpléad
temple	teampall
tempo	NO TRANSLATION
temporal	ama
temporarily	go sealadach
temporary	sealadach
tempt	tempt
temptation	temptation
tempting	tempting
temptress	temptress
ten	deich
tenable	inbhuanaithe
tenacious	imní
tenacity	déineasacht
tenancy	tionóntacht
tenant	tionónta
tend	claonadh
tendency	claonadh
tender	tairisceana
tenderfoot	tairisceana
tenderness	buanseasmhacht
tending	ag teastáil
tendon	tendon
tenement	tionóntán
tenet	tá
tenets	taifid
tenfold	deich mbliana
tennis	Leadóg
tenor	tenor
tense	aimsir
tensile	teanntachta
tension	teannas
tent	tent
tentacle	tentacle
tentative	trialach
tenth	deich mbliana
tenths	deichiú
tenuous	déanach
tenure	seilbh
tepee	teipí
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	téarma
terminal	críochfort
terminate	deireadh a chur
termination	foirceannadh
terminator	críochnóir
terminology	téarmaíocht
terminus	foirceann
termite	termite
terms	téarmaí
tern	tern
ternary	ternary
terrace	ardán
terrain	tír-raon
terrestrial	trastíre
terrible	uafásach
terribly	go hiontach
terrier	eaglaire
terrific	iontach
terrified	eagla
terrifies	terrifies
terrify	terrify
terrifying	terrifying
territorial	críochach
territory	chríoch
terror	sceimhle
terrorism	sceimhlitheoireacht
terrorist	sceimhlitheoireachta
terrorists	sceimhlitheoirí
terrorize	sceimhlitheoireacht
terse	terse
tertiary	treasach
test	scrúdú
testament	deimhniú
testicle	testicle
testicular	testicular
testify	fianaise a thabhairt
testimonial	teistiméireacht
testimony	fianaise
testosterone	testosterone
testy	NO TRANSLATION
tetanus	teiteanas
tether	tether
tethered	tite
tetrahedral	tetrahedral
text	téacs
textbook	téacsleabhar
textile	teicstíle
textural	textural
texture	uigeacht
tgif	tgif
thank	go raibh maith agat
thankful	buíoch
thankgod	Buíochas le Dia
thanking	ag buíochas
thankless	gan buíochas
thanks	go raibh maith agat
thanksalot	NO TRANSLATION
thanksgiving	buíochas a ghabháil
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	tughadh
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	thaw
theater	amharclann
theatrical	amharclainne
theatrics	theatrics
thebest	an _____ is fearr
theft	goid
theism	theism
theistic	theist
thelife	an saol
thelittlethings	NO TRANSLATION
theme	téama
theocracy	theocracy
theocratic	theocratic
theologian	diadheolaí
theological	diagachta
theology	diagacht
theorem	teoirim
theoretical	teoiriciúil
theory	teoiric
therapeutic	teiripeach
therapeutics	teiripeolaíocht
therapist	teiripeoir
therapy	teiripe
thereabouts	ansin
thereof	de
therewith	leis
thermal	teirmeach
thermocouple	teirmeachúpla
thermodynamics	teirmidinimic
thermometer	teirmiméadar
thermos	thermos
thermostat	teirmeastat
thesaurus	teasáras
thesis	tráchtas
thick	tiubh
thicken	tiubhlú
thickening	tiúsach
thicket	tiús
thickness	tiús
thief	thief
thigh	thigh
thimble	thimble
thin	tanaí
thing	rud
things	rudaí
thingy	rud
think	smaoineamh
thinker	smaoineamh
thinking	ag smaoineamh
third	an tríú háit
thirds	tríú
thirst	tart
thirsty	tart
thirteen	trí cinn déag
thirteenth	tríú déag
thirty	tríocha
thistle	thistle
thither	thither
thong	thong
thorn	thorn
thorny	troma
thorough	críochnúil
thoroughbred	críochnúil
thoroughfare	cóir
thought	smaoinimh
thoughtful	smaointeach
thoughtfulness	smaoineamh
thoughtless	gan smaoineamh
thoughts	smaointe
thousand	míle
thrash	thrash
thread	snáithe
threat	bagairt
threaten	bagairt
threatened	faoi ​​bhagairt
threatening	bagairt
three	trí cinn
threefold	trí thréimhse
threesome	treesome
thresh	thresh
threshold	tairseach
thrice	trí uair
thrift	thrift
thrifty	thrifty
thrill	trill
thrilled	áthas orm
thriller	scéalta
thrilling	thrilling
thrive	rathúil
thriving	rathúil
throat	scornach
throb	throb
throbbing	throbbing
throes	throes
throne	ríchathaoir
throng	trong
throttle	throttle
throw	caith
throwback	aisghabháil
thrower	caitheamh
thrown	chaitheamh
thrush	scuab
thrust	sú
thruster	raiféad
thud	thud
thug	thug
thumb	ordóg
thumbprint	thumbprint
thump	thump
thumper	thumper
thumping	thumpáil
thunder	toirneach
thunderbolt	thunderbolt
thunderclap	thunderclap
thundering	thundering
thunderstorm	raidió
thunderstruck	thunderstruck
thwart	frith
thx	thx
thyme	thyme
thyroid	thyroid
tiara	tiara
tibia	tibia
tic	tic
tick	tic
ticked	tic
ticker	ticéad
ticket	ticéad
tickle	cuir tic
tickled	ticte
ticklish	ticklish
tidal	taoide
tidal wave	tonn taoide
tidbit	tidbit
tide	taoide
tidings	nuachtlitir
tidy	slachtmhar
tie	carbhat
tier	sraith
tiff	tiff
tiger	Tíogair
tighten	níos doichte
tightness	tightness
tightrope	tightrope
tights	riteoga
tilde	tilde
tile	tíleanna
tiling	tiling
till	NO TRANSLATION
tillage	sreabhadh
tiller	tiller
tilt	Tilt
tilting	tilting
timber	adhmad
timberland	timberland
timbre	timbre
time	am
timeless	gan am
timeliness	tráthúlacht
timely	tráthúil
timeout	sos
timepiece	timepiece
timer	lasc ama
times	amanna
timetable	amchlár
timewasters	NO TRANSLATION
timid	timid
timidity	timidity
timing	uainiú
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	scragall stáin
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	tinsel
tint	tint
tiny	beag bídeach
tip	tip
tipper	tipper
tipster	tipster
tipsy	leideanna
tiptoe	tiptoe
tirade	tirade
tire	bonn
tired	tuirseach
tiredness	tuirseach
tiredofit	NO TRANSLATION
tireless	gan staonadh
tiresome	tiresome
tiring	tiring
tissue	fíochán
tistheseason	NO TRANSLATION
tit	tit
titan	tíotáin
titanic	titanic
titanium	tíotáiniam
tithe	tithe
title	teideal
titled	dar teideal
titty	titty
titular	NO TRANSLATION
toad	bréagán
toast	toast
toaster	tostóir
toasty	toasty
tobacco	tobac
toby	toby
tod	tod
today	inniu
toddler	leanbh
toe	ladhar
toenail	toenail
toffee	taifí
tofu	tofu
toga	NO TRANSLATION
together	le chéile
togetherness	togetherness
toil	toil
toilet	leithris
toils	leideanna
token	token
tolerable	inghlactha
tolerance	caoinfhulaingt
tolerant	fulangach
tolerate	fulaingt
toleration	toleration
toll	dola
tomahawk	tomahawk
tomato	trátaí
tomatoes	trátaí
tomb	tuama
tombstone	tuama cloiche
tomcat	tomcat
tome	dom
tomorrow	amárach
ton	NO TRANSLATION
tone	ton
toner	toner
tong	NO TRANSLATION
tongs	cluaisíní
tongue	teanga
tonic	tonic
tonnage	tonnáiste
tonsils	tonsils
toocold	NO TRANSLATION
tool	uirlis
toolbox	bosca uirlisí
tooling	uirlisí
toomuchtodo	NO TRANSLATION
toot	toot
tooth	fiacail
toothache	toothache
toothbrush	bruscair fiacla
toothed	bréagach
toothless	gan fiacail
toothpaste	pas fiacla
toothpick	toothpick
toots	bréagáin
top	barr
topaz	topaz
topic	ábhar
topical	tráthnóna
topless	topless
topographic	topagrafach
topographical	topagrafach
topography	topagrafaíocht
topple	topple
topside	os cionn
tor	tor
torch	tóirse
torment	torment
tormented	cráite
torn	stróicthe
tornado	tornado
torpedo	torpedo
torque	chasmhóiminte
torrent	torrent
torrid	torrid
torsion	torsion
torso	torso
tort	tort
tortious	tortious
tortoise	turtar
tortuous	tortuous
torture	céasadh
tortured	céasadh
toss	toss
tot	NO TRANSLATION
total	Iomlán
totality	iomlán
totally	go hiomlán
tote	tote
totem	totem
touch	teagmháil
touchdown	touchdown
touched	i dteagmháil léi
touching	touching
touchy	touchy
tough	diana
toughen	go leor
toughness	diúltacht
toupee	toupee
tour	turas
tourism	turasóireacht
tourist	turasóireachta
tourmaline	tourmaline
tournament	comórtas
tourniquet	tourniquet
tout	NO TRANSLATION
tow	tow
towel	tuáille
tower	túr
towering	tóir
town	baile
townhouse	teach baile
township	baile fearainn
townspeople	townspeople
toxic	tocsaineach
toxicity	tocsaineacht
toxicology	tocsaineolaíocht
toxin	tocsain
toy	bréagán
toymaker	toymaker
trace	rian
traceable	inrianaithe
tracer	tracer
traces	rianta
trachea	traicé
tracing	rianú
track	rian
tracker	rianóir
tract	conradh
tractable	inoibrithe
traction	tarraingt
tractor	tarracóir
trade	trádáil
trademark	Trádmharc
trader	trádálaí
tradesman	ceirdeoir
trading	trádála
tradition	traidisiún
traditional	traidisiúnta
traffic	tráchta
traffic light	Solas tráchta
trafficking	gáinneáil
tragedies	tragóidí
tragedy	tragóid
tragic	tragóideach
trail	rian
trailer	leantóir
train	traein
train set	sraith traein
trained	oilte
trainee	faoi ​​oiliúint
trainer	oiliúnóir
training	oiliúint
trait	tréith
traitor	fealltóir
traitorous	traitorous
trajectory	trajectory
tram	tram
tramp	tramp
trample	trample
trampoline	trampoline
tramway	trambhealach
trance	trance
tranquil	tranquil
tranquility	suaimhneas
tranquilizer	tranquilizer
transact	aistriú
transaction	idirbheart
transatlantic	trasatlantach
transceiver	transceiver
transcend	trascend
transcendence	tarchur
transcendent	tarchur
transcendental	trascendental
transcribe	trascríobh
transcriber	transcriber
transcript	athscríbhinn
transcription	trascríobh
transfer	aistriú
transference	aistriú
transferred	aistrithe
transfixed	aistrithe
transform	athrú
transformation	claochlú
transformer	claochladán
transfusion	fuilaistriú
transgression	transgression
transient	trédhearcach
transistor	trasraitheoir
transit	idirthuras
transition	aistriú
transitional	idirthréimhseach
transitive	transitive
transitory	sealadach
translate	aistriú
translation	aistriúchán
translator	aistritheoir
translocation	athlonnú
translucent	trédhearcach
transmission	tarchur
transmit	tarchur
transmitter	tarchuradóir
transmutation	transmutation
transom	transom
transparency	trédhearcacht
transparent	trédhearcach
transplant	trasphlandú
transplantation	trasphlandú
transponder	trasfhreagróir
transport	iompar
transportation	iompar
transporter	iompair
transpose	aistriú
transposition	trasuí
transsexual	trasghnéasach
transverse	transverse
transvestite	trasvestite
trap	gaiste
trapdoor	trapdoor
trapeze	trapeze
trapped	gafa
trapper	trapper
trapping	gaisteoireacht
trappings	trappings
traps	gaistí
trash	bruscar
trashy	trashy
trauma	tráma
traumatic	traumatic
travail	NO TRANSLATION
travel	taisteal
traveler	lucht siúil
traveling	ag taisteal
traverse	traverse
travesty	travesty
trawl	trawl
trawler	trawler
tray	tráidire
treacherous	fealltach
treachery	tuile
tread	tread
treadmill	treadmill
treason	tréas
treasure	Treasure
treasured	taibhseach
treasurer	cisteoir
treasures	seoda
treasury	cisteáin
treat	cóireáil
treatable	cóireáilte
treatise	cóireáil
treatment	cóireáil
treaty	Conradh
treble	treble
tree	crann
trees	crainn
trek	trek
trellis	trellis
tremble	crith
trembling	trembling
tremendous	iontach
tremendously	go hiontach
tremor	tremor
trench	trinse
trend	treocht
trending	treocht
trendy	trendy
trepidation	trepidation
trespass	trína chéile
triad	triad
triage	triage
trial	triail
triangle	triantán
triangular	triantánach
triangulate	triantánú
triathlon	triathlon
tribal	treibhe
tribe	treibhe
tribulation	tribulation
tribunal	binse
tribune	tribune
tributary	abhainn
tribute	ómós
trick	trick
trickery	trickery
trickle	trickle
trickster	trickster
tricky	tricky
tricycle	trí timthriall
trident	trident
trifle	trifle
trifling	trifling
trig	trig
trigger	spreagadh
trigonometry	triantánacht
trillion	trilliún
trilogy	triológ
trim	Baile Átha Troim
trimester	trimester
trimmer	trimmer
trimming	scamhadh
trine	trine
trinity	tríonóide
trinket	trinket
trio	triúr
trip	turas
tripartite	tríú
tripe	tripe
triple	triple
triplet	triplet
triplicate	triplicate
tripod	tripod
tripping	tripping
trite	trite
tritium	tritium
triumph	bua
triumphant	buailteach
trivia	trivia
trivial	fánach
troll	troll
trolley	tralaí
trombone	trombón
troop	trópa
trooper	trooper
troops	trúpaí
trophy	trófaí
tropic	trópaiceach
tropical	trópaiceach
tropics	trópaicí
trot	trot
trouble	trioblóide
troubled	trioblóideacha
troublemaker	troublemaker
troubles	Trioblóidí
troublesome	troublesome
trough	trough
troupe	bréige
trousers	bríste
trout	breac
trowel	leithead
truce	tosaíocht
truck	trucail
trucker	trucker
truckload	trucail
truculent	trucailteach
true	TRUE
truelove	truelove
truffle	truffle
truism	truaillis
trump	trom
trumpet	trumpa
trumpeter	triomadóir
truncate	teasctha
truncated	teasctha
trundle	trondle
trunk	trunk
truss	truss
trust	muinín
trustee	iontaobhaí
trusting	iontaofa
trustworthy	iontaofa
trusty	trusty
truth	fírinne
truthful	fírinneach
truthfulness	fírinneacht
try	déan iarracht
tryout	triail a bhaint as
tryouts	tryouts
tsunami	tsunami
tub	tub
tuba	tuba
tubby	tubby
tube	feadán
tuberculosis	eitinn
tubing	feadánra
tubular	tubular
tubule	tubule
tuck	tuck
tucker	tucker
tuesday	Dé Luain
tufted	tufted
tug	tug
tugboat	tugboat
tuition	teagasc
tulip	tiúilip
tumble	tumble
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	caol
tumor	meall
tumour	meall
tumult	tumult
tumultuous	tumultuous
tun	NO TRANSLATION
tuna	tuna
tunable	tunable
tune	tune
tunic	tunic
tuning	tiúnadh
tunnel	tollán
turban	turban
turbidity	luaineacht
turbine	tuirbín
turbo	turbo
turbulence	suaiteacht
turbulent	brónach
turd	turd
turf	móin
turkey	turcaí
turmeric	turmeric
turmoil	suaitheadh
turn	cas
turnaround	cas timpeall
turned	iompaithe
turning	ag casadh
turnip	tornapa
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	seisiún
turnover	láimhdeachas
turnpike	caspike
turntable	turntable
turpentine	turpentine
turquoise	turquoise
turret	turret
turtle	turtar
turtleneck	turtleneck
tussle	tussle
tutelage	tutelage
tutor	teagascóir
tutoring	teagascóireacht
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	tv
twain	twain
twat	twat
twats	twats
tweak	tweak
tweed	tweed
tweet	tweet
tweezers	brúiteoirí
twelfth	an daraú déag
twelve	dhá cheann déag
twentieth	an fichiú
twenty	fiche
twerp	twerp
twig	ciorcal
twilight	Twilight
twill	twill
twin	cúpla
twine	ciorcal
twinge	twinge
twinkle	twinkle
twins	cúpla
twirl	twirl
twist	casadh
twisted	casta
twister	twister
twit	twit
twitch	twitch
twitching	twitching
twitchy	twitchy
two	dhá
two step	dhá chéim
twofaced	NO TRANSLATION
twofold	dúbailte
twosome	twosome
tycoon	tycoon
tyke	clóscríobh
type	cineál
typewriter	clóscríobháin
typhoid	typhoid
typhoon	typhoon
typical	tipiciúil
typically	de ghnáth
typist	dearthóir
typo	typo
typography	clóghrafóireacht
tyrannical	tyrannical
tyranny	tyranny
tyrant	tyrant
tyre	bonn
ubiquitous	uileláithreach
ubiquity	uileláithreacht
ugliness	ugliness
ugly	gránna
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	ulcer
ulterior	ulterior
ultimate	deiridh
ultimately	ar deireadh thiar
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultrafhuaime
ultraviolet	ultraivialait
umbilical	snasta
umbra	umbra
umbrella	scáth
umpire	umpire
umpteen	umpteen
unabashed	neamhbhruthach
unabated	gan teorainn
unable	in ann
unacceptable	neamh-inghlactha
unaccompanied	gan tionlacan
unaccountable	neamh-inmhianaithe
unaccounted	gan aithris
unacknowledged	neamhchlaonadh
unadulterated	unadulterated
unaffected	gan tionchar
unafraid	unafraid
unaided	gan thacaíocht
unaltered	gan athrú
unambiguous	neamhbhríoch
unanimity	aontoilíocht
unanimous	aontoil
unanimously	d'aon toil
unannounced	gan fhógairt
unanswered	gan freagra
unanticipated	gan súil
unappreciated	neamh-mheasta
unapproved	neamhcheadaithe
unarmed	neamh-armtha
unassisted	neamhsheasmhach
unassuming	neamhspleách
unattached	neamhchoiteann
unattainable	neamh-inbhuanaithe
unattended	gan choinne
unattractive	neamhghníomhach
unauthorized	neamhúdaraithe
unavailable	Níl sé ar fáil
unavoidable	neamh-inbhuanaithe
unaware	níl a fhios agam
unbalanced	neamhchothromaithe
unbearable	neamh-inbhuanaithe
unbeatable	neamh-inbhuanaithe
unbeaten	neamhshóisialta
unbecoming	neamhchinnteach
unbelief	unbelief
unbelievable	incredible
unbiased	neamhchlaonta
unborn	gan bhreith
unbound	gan ceal
unbounded	neamhdhéanta
unbreakable	unbreakable
unbridled	unbridled
unbroken	gan bhriseadh
unbutton	unbutton
uncalled	neamhghlaoite
uncanny	uncanny
uncaring	neamhshárú
uncensured	NO TRANSLATION
uncertain	neamhchinnte
uncertainty	neamhchinnteacht
unchallenged	gan choinne
unchangeable	neamhmhalartaithe
unchanged	gan athrú
uncharted	uncharted
uncherished	NO TRANSLATION
uncivilized	neamhbhíofa
unclaimed	nár éilíodh
uncle	uncail
unclean	neamhghlan
unclear	soiléir
uncomfortable	míchompordach
uncommon	neamhchoitianta
uncommonly	neamhchoitianta
uncomplicated	neamhchláraithe
uncompromising	uncompromising
unconcerned	neamhthuartha
unconditional	neamhchoinníollach
unconfirmed	neamhdheimhnithe
unconnected	neamhcheangailte
unconscionable	unconscionable
unconscious	Gan aithne gan urlabhra
unconsciousness	unconsciousness
unconstitutional	míbhunreachtúil
unconstrained	neamhcheangailte
uncontested	neamhfhreagra
uncontrollable	neamhrialaithe
uncontrolled	neamhrialaithe
unconventional	neamhchoitianta
unconvinced	gan choinne
unconvincing	gan choinne
uncooked	neamhchócaráilte
uncooperative	neamhchomhoibritheach
uncorrelated	neamhghaolmhar
uncouth	uncouth
uncover	nochtadh
uncritical	neamhchriticiúil
uncut	uncut
undead	undead
undecided	gan chinneadh
undefeated	neamhbhuaite
undefined	neamhshainithe
undeniable	neamhbhrabúis
underage	underage
underbelly	underbelly
undercover	undercover
undercurrent	neamhchruinniúil
underdog	underdog
underestimate	neamhréiteach
undergo	dul faoi
undergraduate	fochéime
underground	faoi ​​thalamh
underhanded	faoi ​​thalamh
underlay	faoi ​​thalamh
underlie	faoi ​​bhun
underline	cuir béim air
underlying	bunúsach
undermine	bonn a dhéanamh
undermined	faoi ​​bhun
underneath	faoi ​​bhun
underpaid	réamhíoctha
underpants	faoi ​​bhun
underprivileged	faoi ​​mhíbhuntáiste
underrated	underrated
underscore	béim
undersea	fharraige
undersecretary	an t-aighneachtóir
undersized	beagnach
understaffed	faoi ​​thalamh
understand	tuiscint a fháil
understandable	intuigthe
understanding	tuiscint
understatement	faoi ​​stádas
understood	thuigtear
understudy	understudy
undertake	tabhairt faoi
undertaker	gnóthaire
undertaking	gnóthas
undertow	buachaill
underwear	fo-éadaí
underwood	foraoise
underworld	underworld
underwrite	scríobh
underwriter	frithgheallta
undeserved	undeserved
undesirable	neamh-inmhianaithe
undesired	gan iarraidh
undetectable	neamhsheicthe
undetected	gan amhras
undetermined	neamhchinntithe
undeveloped	neamhfhorbartha
undignified	neamhchinnte
undirected	neamhdhírithe
undisclosed	gan nochtadh
undiscovered	neamhshuimnithe
undisputed	gan diúltú
undisturbed	gan stró
undivided	neamhbhreise
undo	dúradh
undoing	ag cealú
undoubted	gan amhras
undress	easpa
undressed	neamhbhrú
undue	míchuí
undying	undying
unearned	neamhthuillte
unearth	unearth
uneasiness	míchumas
uneasy	uneasy
uneducated	aonaite
unemployed	dífhostaithe
unemployment	dífhostaíocht
unencumbered	neamhcheadaithe
unending	neamhtheoranta
unequal	neamhionann
unequalled	neamhchothrom
unequivocal	neamhchinnteach
unequivocally	neamhchinnteach
unethical	mí-eiticiúil
uneven	míchothrom
uneventful	éagothromach
unexpected	gan choinne
unexpectedly	gan choinne
unexplainable	neamhshonraithe
unexplained	neamhchomhnaithe
unexplored	neamhspléite
unfailing	neamhfhoilsithe
unfair	éagórach
unfairness	míchothromas
unfaithful	neamhchiontach
unfamiliar	neamhchoitianta
unfavorable	neamhfhabhrach
unfeeling	neamhbhuaite
unfettered	neamhshuiteáilte
unfinished	neamhchríochnaithe
unfit	neamhoiriúnach
unflinching	dífhilleadh
unfold	nochtann
unfollow	unfollow
unforeseen	gan choinne
unforgettable	unforgettable
unforgivable	neamh-inghlactha
unforgiving	unforgiving
unfortunate	trua
unfortunately	ar an drochuair
unfounded	gan bhunús
unfreeze	unfreeze
unfriendly	neamhghruthach
unfulfilled	neamhchomhlíonadh
unfurnished	neamhchinnteoireachta
unglued	unglued
ungodly	ungodly
ungrateful	neamhghrách
unguarded	neamhbheartaithe
unhand	NO TRANSLATION
unhappiness	míshásta
unhappy	míshásta
unharmed	neamhchionraithe
unhealthy	míshláintiúil
unheard	gan chonaic
unhelpful	neamhbhuanaithe
unhindered	gan choinne
unholy	unholy
unhook	unhook
unicorn	unicorn
unidentified	neamhaithitheanta
unification	aontú
unified	aontaithe
uniform	aonfhoirmeach
uniformed	éide
uniformity	aonfhoirmeacht
uniformly	go haonfhoirmeach
unimaginable	inmhianaithe
unimpeachable	imthosca
unimpeached	neamhchríochnaithe
unimportant	tábhachtach
unimpressed	neamhbhrúite
unimproved	neamhfhorbartha
uninfected	neamh-ionfhabhtaithe
uninformed	gan eolas
uninhabited	neamháitrithe
uninitiated	neamhshonraithe
uninspired	neamhspleách
unintelligible	neamh-incháilithe
unintended	neamhbheartaithe
unintentional	neamhbheartaithe
unintentionally	go neamhghníomhach
uninterested	uninterested
uninteresting	gan suim
uninterrupted	gan bhriseadh
uninvited	gan iarraidh
union	aontas
unique	uathúil
unisex	unisex
unison	unison
unit	aonad
unitary	aonadach
unite	aontú
united	aontaithe
unity	aontacht
universal	uilíoch
universality	ollscoil
universe	cruinne
university	ollscoil
unjust	éagórach
unjustifiable	neamh-inghlactha
unjustified	neamhchosanta
unkind	unkind
unknowable	unknowable
unknown	anaithnid
unlawful	neamhdhleathach
unleash	unleash
unlicensed	neamhcheadúnaithe
unlike	murab ionann
unlikely	ní dócha
unlimited	neamhtheoranta
unlisted	neamhliostaithe
unload	díluchtaigh
unloaded	díluchtaithe
unlock	díghlasáil
unlucky	an-ádh
unmanageable	neamh-inghlactha
unmanned	gan foireann
unmarked	neamh-mharcáilte
unmarried	neamhphósta
unmask	unmask
unmatched	unmatched
unmistakable	unmistakable
unmitigated	unmitigated
unmoved	gan mhoill
unnamed	gan ainm
unnatural	neamhnádúrtha
unnecessary	gan ghá
unneeded	unneeded
unnoticed	gan tabhairt faoi deara
unnumbered	gan líon
unobserved	unobserved
unobstructed	neamhcheangailte
unobtrusive	unobtrusive
unoccupied	neamhchónaitheach
unofficial	neamhoifigiúil
unopened	gan oscailt
unopposed	gan choinne
unordered	neamhordú
unorganised	neamh-eagraithe
unorganized	neamh-eagraithe
unorthodox	unorthodox
unpack	unpack
unpaid	gan íoc
unparalleled	unparalleled
unpleasant	unpleasant
unpleasantness	míthuiscint
unplug	unplug
unplugged	unplugged
unpopular	neamhfhreagrach
unprecedented	nach bhfacthas riamh roimhe
unpredictable	neamh-thuar
unprepared	neamhullmhaithe
unpretentious	neamh-mheasartha
unproductive	neamhtháirgiúil
unprofessional	neamhprofesional
unprofitable	neamhprofitable
unprotected	neamhshábháilte
unproven	gan choinne
unprovoked	gan díghlactha
unpublished	neamhfhoilsithe
unpunished	neamhphionóis
unqualified	neamhcháilithe
unquestionable	neamhchiontach
unquestionably	gan dabht
unquestioned	gan réiteach
unquote	unquote
unravel	unravel
unreachable	neamhshuite
unread	gan léamh
unreal	unreal
