Word	mk
simmering	крчка
simple	едноставно
simples	NO TRANSLATION
simpleton	симплеон
simplicity	едноставност
simplify	поедноставување
simplistic	симплистички
simply	едноставно
simulate	симулира
simulated	симулирани
simulating	симулирање
simulation	симулација
simulator	симулатор
simultaneous	истовремено
simultaneously	истовремено
sin	NO TRANSLATION
sincere	искрено
sincerity	искреност
sinful	грешен
sing	пее
singer	пејач
singing	пеење
single	сингл
singly	посебно
singular	еднина
singularity	сингуларност
singularly	единствено
sinister	злобна
sink	мијалник
sinker	превезувач
sinking	тоне
sinner	грешник
sinning	греши
sinus	синус
sip	голтка
siphon	сифон
sipping	пиејќи
sir	господине
sire	отец
siren	сирена
sirloin	говедско месо
sissy	малечка
sister	сестра
sisterhood	сестринство
sit	седи
sitcom	sitcom
site	сајт
sith	sith
sitter	сестра
sitting	седи
situate	место
situated	се наоѓа
situation	ситуација
six	шест
sixpence	шест пени
sixteen	шеснаесет
sixth	шесто
sixty	шеесет
sizable	голема
size	големина
sizzle	шминка
ska	NO TRANSLATION
skate	скејт
skateboard	скејтборд
skater	скејтер
skating	лизгање
skedaddle	skedaddle
skeet	Глинени
skein	Скејн
skeletal	скелетен
skeleton	скелет
skeptic	скептик
skeptical	скептичен
skepticism	скептицизам
sketch	скеч
sketching	скицирање
sketchy	скептичен
skewed	искривена
skewer	камен
ski	ски
skid	пропадна
skier	скијач
skiff	скиф
skiing	скијање
skijump	NO TRANSLATION
skill	вештина
skilled	квалификувани
skillet	тенџере
skillful	вешт
skim	скитам
skimpy	нескротлив
skin	кожа
skinny	слаб
skip	прескокнете
skipper	капитенот
skirmish	престрелка
skirt	здолниште
skirting	превртување
skirts	здолништа
skit	скејт
skittish	слабо
skull	череп
skunk	Скенка
sky	небото
skylight	светларник
skyline	skyline
skyscraper	облакодер
slab	плоча
slack	гасена
slag	згура
slam	слем
slammer	трепет
slander	клевета
slanderous	клевета
slang	сленг
slant	аранжман
slap	шлаканица
slash	коса црта
slashes	коси
slate	чеша
slates	шкрилци
slaughter	колење
slaughterhouse	кланица
slaughtering	колење
slave	роб
slavery	ропство
slay	убие
slayer	убиец
sleaze	sleaze
sleazy	нервозен
sled	NO TRANSLATION
sledding	создавање
sledge	санка
sledgehammer	чекан
sleek	елегантен
sleep	спиење
sleeper	спандер
sleeping	спиење
sleepless	непроспиени
sleeplessness	несоница
sleepover	преспивање
sleepy	поспан
sleepyhead	поспан
sleet	лапавица
sleeve	ракав
sleeveless	без ракави
sleigh	санки
sleight	веселба
slender	тенки
sleuth	sleuth
slice	парче
slick	масна
slicker	slicker
slide	слајд
slider	лизгач
sliding	лизгање
slight	мало
slight anticipation	мало очекување
slight disgust	мало гадење
slight surprise	мало изненадување
slight trust	мала доверба
slightly	малку
slightly negative	малку негативни
slightly positive	малку позитивно
slim	тенок
slime	лигите
slimy	лигави
sling	прашка
slingshot	slingshot
slink	slink
slinky	миризливи
slip	се лизга
slipper	пантофли
slippers	Папучи
slippery	лизгава
slit	пресек
sliver	треска
slob	шлаканица
slobber	slobber
slogan	слоган
sloop	sloop
slop	NO TRANSLATION
slope	наклон
sloppy	невешт
slot	процеп
sloth	мрзлив
slouch	slouch
slough	блато
slow	бавно
slowly	полека
slowness	бавноста
sludge	тиња
slug	голтка
slugger	казнувач
sluggish	слаб
sluice	корица
slum	сиромашни
slumber	дремка
slump	рецесија
slur	slur
slurp	slurp
slush	каша
slut	курва
slutty	залудно
sly	итар
smack	мирис
small	мал
smaller	помали
smallest	најмали
smallpox	големи сипаници
smart	паметен
smartass	паметен
smarten	smarten
smarty	паметно
smash	пресече
smashed	разбиени
smattering	мешање
smear	тест
smell	мирис
smelling	мириса
smelly	миризливо
smelt	топење
smidgen	smidgen
smile	насмевка
smiled	се насмевна
smiles	насмевки
smiley	смајли
smiling	насмеани
smirk	смрток
smite	порази
smith	Смит
smithereens	smithereens
smitten	поразен
smock	кастри
smog	смог
smoke	чад
smoker	пушач
smokey	smokey
smoking	пушењето
smoky	чаден
smoldering	тлее
smooch	smooch
smooth	мазна
smoothie	пијалак
smoothly	непречено
smoothness	мазност
smother	задуши
smudge	дамка
smug	самодоволен
smuggle	шверцува
smuggler	шверцер
smuggling	шверц
smut	смрдеа
snack	закуска
snacks	закуски
snafu	snafu
snag	финтата
snags	прекршоци
snail	полжав
snake	змија
snakes	змии
snakeskin	змејкин
snap	брзо
snapper	дедо
snappy	пргав
snapshot	слика
snare	примка
snarl	огорчено
snarling	рбет
snatch	грабне
snatcher	грабител
snazzy	Среќен
sneak	искористиш приликата
sneaker	Патика
sneakers	патики
sneaking	неизразен
sneaky	sneaky
sneer	потсмев
sneeze	кивавица
sneezing	кивање
snicker	snicker
snide	снајде
sniff	шмркаат
snip	снајперист
snipe	снег
sniper	снајперист
snippet	фрагмент
snippy	снупи
snitch	кодош
snob	сноб
snoop	Снуп
snoopy	Снупи
snooty	Снуоти
snooze	snooze
snore	храниме
snorkel	шнорхел
snort	шмркаат
snot	нога
snotty	мечка
snout	муцка
snow	снег
snowball	снежни топки
snowboard	сноуборд
snowboarder	сноубордер
snowday	снег ден
snowfall	снежни врнежи
snowflake	снегулка
snowing	врне снег
snowmageddon	snowmageddon
snowman	снешко
snowplow	snowplow
snowstorm	снежна бура
snowy	снег
snub	прескокнете
snubbed	прескокнува
snuff	шмукање
snug	Сит
snuggle	прилепвам
snuggled	превртува
snuggles	пргав
snuggling	скутување
soak	натопете
soaked	натопени
soaking	впива
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	сапун
soapbox	сапунче
soapy	сапуница
soar	се зголемува
soaring	зголемени
sob	NO TRANSLATION
sober	трезен
soblessed	NO TRANSLATION
sobriety	трезвеност
soc	Соц
soccer	фудбал
sociable	друштвени
social	социјална
socialanxiety	NO TRANSLATION
socialism	социјализам
socialist	социјалистички
socialite	социјалите
socialize	се дружат
society	општество
sociology	социологија
sociopath	социопат
sock	чорап
socket	приклучок
sod	содр
soda	сода
soda/pop	сода / поп
sodding	sodding
sodium	натриум
sofa	троседот
soft	мек
softball	софтбол
soften	омекне
softener	омекнувач
softening	омекнување
softly	тивко
softness	мекост
software	софтвер
soggy	влажен
sohappy	Sohappy
soil	почва
soiled	извалкан
soiree	soiree
sojourn	престој
solace	утеха
solar	соларни
solarium	солариум
solder	лемење
soldering	лемење
soldier	војник
sole	единствена
solemn	свечена
solicit	барам
solicitation	покана
solicitor	адвокат
solid	солидна
solidarity	солидарност
solidification	зацврстување
solidified	зацврстен
solidify	зацврсти
solidity	цврстина
solitaire	пасијанс
solitary	осамен
solitude	осаменост
solo	соло
solubility	растворливост
soluble	растворлив
solucky	многу среќен
solution	решение
solve	реши
solvency	солвентност
solvent	растворувач
somad	NO TRANSLATION
somatic	соматски
somber	мрачен
some anticipation	некое исчекување
some disgust	некои одвратност
some surprise	некое изненадување
some trust	некои доверба
somersault	салто
somethingigetalot	NO TRANSLATION
somewhat negative	нешто негативно
somewhat positive	нешто позитивно
somuchtodo	NO TRANSLATION
son	син
sonar	сонар
sonata	соната
sonervous	NO TRANSLATION
song	песна
songwriter	текстописец
sonic	звучен
sonice	NO TRANSLATION
sonnet	сонет
sonorous	звучни
soot	саѓи
soothe	смири
soothing	смирувачки
sophisticated	софистициран
sophistication	софистицираност
sophomore	сафомор
sopissed	NO TRANSLATION
soppy	пупка
soprano	сопран
sorcerer	волшебник
sorcery	магии
sordid	нервозен
sore	болно
soready	усреда
sorely	болно
soreness	болка
sorghum	сорго
sorority	таканаречената
sorrow	тага
sorrowful	тажен
sorry	жал
sort	сортирај
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	сортирање
sos	NO TRANSLATION
soscared	сокриен
soscary	сокак
soslow	толку бавно
sostressed	NO TRANSLATION
sosweet	толку сладок
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	душа
soulful	душа
soulless	бездушен
soulmate	соученик
sound	звук
sounding	звучи
soundness	стабилност
soundproof	звучно изолирана
soundtrack	саундтрак
soup	супа
sour	кисело
source	извор
sourpuss	sourpuss
south	југ
southbound	југ
southeast	југоисток
southern	јужен
southpaw	лев
southwest	југозапад
souvenir	сувенир
sovereign	суверен
sovereignty	суверенитет
soviet	советски
sow	сее
soy	соја
soy sauce	соја сос
soybean	соја
spa	спа
space	простор
spacecraft	вселенски летала
spaceman	spaceman
spaceship	вселенски брод
spacing	празно место
spacious	пространа
spade	лопата
spaghetti	шпагети
spam	спам
spammers	спамери
span	NO TRANSLATION
spandex	спандекс
spaniel	спаниел
spank	плескам
spanking	тепање
spar	spar
spare	резервни
spareribs	спаририби
sparingly	повремено
spark	искра
sparkle	Искра
sparkling	пенливи
sparkly	искрено
sparring	спаринг
sparrow	врабец
sparse	редок
spasm	спазам
spastic	спастично
spat	плукаат
spatial	просторен
spatter	прскање
spatula	шпатула
spawn	потомство
spaz	spaz
speak	зборувај
speakeasy	speakeasy
speaker	звучник
speakerphone	спикерфон
speaking	зборувајќи
spear	копје
spec	спецификација
special	посебно
specialist	специјалист
speciality	специјалност
specialize	NO TRANSLATION
specially	специјално
specialty	специјалност
specie	NO TRANSLATION
species	видови
specific	специфични
specification	спецификација
specify	наведете
specimen	примерок
speck	дамка
speckled	попрскана
specs	спецификации
spectacle	спектакл
spectacles	спектакли
spectacular	спектакуларен
spectator	Спектатор
specter	спектар
spectral	спектрален
spectrometer	спектрометар
spectrophotometer	спектрофотометар
spectroscopy	спектроскопија
spectrum	спектар
speculate	шпекулираат
speculation	шпекулации
speculative	шпекулативни
speculum	спекулум
speech	говор
speechless	без зборови
speed	брзина
speedboat	глисер
speedily	брзо
speeding	забрзување
speedometer	брзинометар
speedway	speedway
speedy	брзо
spell	магија
spellbound	очаен
spelling	правопис
spencer	spencer
spend	трошат
spender	Потрошувач
spending	трошење
spent	потрошени
sperm	сперма
spew	изричам
sphere	сфера
spherical	сферични
sphincter	сфинктер
sphinx	сфинкс
spic	пик
spice	зачин
spicy	зачинета
spider	пајак
spiders	пајаци
spiffy	весел
spigot	спринтер
spike	Спајк
spiked	шилести
spiky	пикантен
spill	истури
spillin	NO TRANSLATION
spin	спин
spinach	спанаќ
spinal	'рбетниот
spindle	вретено
spine	рбет
spineless	безбоен
spinner	фабрика
spinning	се врти
spinster	spinster
spiny	шилести
spiral	спирала
spire	spire
spirit	дух
spirited	дух
spirits	духови
spiritual	духовно
spirituality	духовност
spit	плукаат
spite	инает
spiteful	зајадлив
spitfire	пливање
spittoon	спајтон
splash	поздрав
splat	splat
splatter	штрптер
spleen	слезината
splendid	прекрасен
splendor	сјај
splice	сплетка
spline	сплайн
splint	шипка
splinter	отскокнување
split	подели
splitting	разделување
splurge	перча
spoil	расипат
spoiler	спојлер
spoiling	расипување
spoils	пленот
spoke	зборуваше
spoken	зборува
spokesman	портпарол
spokesperson	портпарол
sponge	сунѓер
spongy	сунѓерести
sponsor	спонзор
sponsorship	спонзорство
spontaneity	спонтаност
spontaneous	спонтано
spoof	измислен
spook	преплаши
spooky	плашлив
spool	spool
spoon	лажица
spoonful	лажица
sporadic	спорадични
spore	спори
sport	Спорт
sporting	спортски
sports	спорт
sports car	Спортска кола
sportsman	спортист
sportsmanship	спортско
sportswriter	sportswriter
sporty	спортски
spot	место
spotless	беспрекорен
spotlight	центарот на вниманието
spotted	забележан
spotter	забележувач
spotty	пупка
spousal	брачен другар
spouse	брачен другар
spout	бедро
sprain	испрснува
sprawl	ширење
spray	спреј
spread	се шири
spreader	spreader
spree	треска
spring	пролет
springtime	пролет
sprinkle	посипете
sprinkler	прскалка
sprinkling	попрскувајќи
sprint	спринт
sprite	спрат
sprout	никне
spruce	смрека
spud	spud
spunk	пружи
spunky	сплинки
spur	поттикне
spurious	лажен
spurred	поттикнати
spurt	изблик
spy	шпион
squabble	срам
squad	тим
squadron	ескадрила
squall	шкарт
squamous	сквамозен
squander	потроши
square	квадрат
squash	сквош
squat	сквотот
squatter	сквотер
squaw	сквош
squawk	squawk
squeak	пискам
squeaky	писклив
squeal	пискам
squealer	писок
squeamish	извивам
squeeze	стискаш
squeezing	стегајќи
squelch	squelch
squid	лигњи
squint	кривогледство
squire	племеник
squirm	извивам
squirrel	верверица
squirt	сквер
squish	скрши
squishy	безволен
stab	прободе
stabbed	избоден со нож
stability	стабилност
stabilize	стабилизира
stabilizer	стабилизатор
stable	стабилно
staccato	стаккато
stack	магацинот
stadium	стадион
staff	персонал
stag	Елен
stage	фаза
stagecoach	штандови
stagehand	сценско
stagger	тетеравејќи се
staggering	запрепастувачки
stagnant	стагнација
stagnation	стагнација
staid	спокоен
stain	дамка
stained	валкани
stainless	нерѓосувачки
stair	скала
staircase	скалила
stairs	скали
stairway	скалило
stairwell	скалило
stake	удел
stakeout	stakeout
stale	застоена
stalemate	ќор-сокак
stalk	следи
stalker	Сталкер
stall	штанд
stallion	жерел
stalls	тезги
stalwart	цврсто
stamina	издржливост
stamp	печат
stampede	стампед
stance	став
stand	стојат
standard	стандард
standardize	стандардизира
standardized	стандардизирани
standby	Застани
standing	стои
standoff	ќор-сокак
standpoint	гледна точка
standstill	застој
standup	Стани
stanza	stanza
staph	staph
staple	главен
stapler	степлер
star	ѕвезда
star fruit	звездено овошје
starboard	десница
starch	скроб
stardom	статус на ѕвезда
stardust	ѕвездена прашина
stare	зјапам
starfish	морска ѕвезда
stargazing	ѕвезденото
staring	загледан
stark	остар
starlet	ѕвезда
starlight	ѕвезда
starling	стареењето
starry	ѕвезденото
stars	ѕвезди
starship	ѕвезденото
start	започнете
starter	стартер
startle	вчудоневиди
startled	зачуден
startling	изненадувачки
starvation	глад
starve	гладуваат
starved	гладуваше
starving	гладува
stash	скривам
stat	stat
state	држава
stately	величествен
statement	изјава
stateroom	катедрала
stateside	САД
statesman	државник
static	статичен
staticky	NO TRANSLATION
statics	статика
station	станица
stationary	стационарно
stationery	канцелариски материјал
statistic	статистика
statistical	статистички
statistician	статистичар
stator	статор
statuary	скулптура
statue	статуа
statuette	статуетка
stature	раст
status	статус
statute	статут
statutory	законски
staunch	верен
stave	предавам
stay	останете
stayaway	NO TRANSLATION
stayed	остана
stays	останува
stead	наместо
steadfast	цврст
steady	стабилен
steak	бифтек
steakhouse	стекхаус
steal	крадат
stealing	крадење
stealth	Стелт
stealthily	безшумно
stealthy	тајно
steam	пареа
steamboat	пароброд
steamer	пароброд
steaming	испарува
steamroller	пароброд
steamship	пароход
steamy	парна
steel	челик
steep	стрмен
steeple	шпил
steer	кормирај
steering	управувач
stellar	ѕвездени
stem	стеблото
stench	смрдеа
stencil	матрицата
stenographer	стенограф
step	чекор
stepdaughter	stephouse
stepfather	очув
stepmother	маќеа
steppe	степски
steps	чекори
stepson	stepson
stereo	стерео
stereoscopic	стереоскопски
stereotype	стереотип
stereotyped	стереотипни
sterile	стерилен
sterility	стерилитет
sterilize	стерилизираат
sterling	фунта
stern	строг
sternum	градната коска
steroid	стероид
stethoscope	стетоскоп
stew	манџа
steward	стјуардеса
stewardess	стјуардеса
stewardship	Рекреација
stfu	stfu
stick	стап
sticker	налепница
sticking	лепење
stickler	stickler
stickup	стап
sticky	леплива
stiff	беспомошна
stiffen	вкочанети
stiffness	вкочанетост
stifle	задуши
stifled	задушено
stifling	задушување
stigma	стигмата
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	мртвородено
stillborn	мртвородено
stillness	тишина
stillwaiting	NO TRANSLATION
stilts	потпорници
stimulant	стимулант
stimulate	стимулира
stimulating	стимулирање
stimulation	стимулација
stimulus	стимул
sting	Стинг
stinger	жило
stinging	боцкање
stingy	скржавиот
stink	смрдеа
stinker	смрдеа
stinking	смрдлив
stinky	смрдливо
stint	престој
stipend	стипендија
stipulate	предвидува
stipulation	одредба
stir	се промешува
stirring	мешање
stitch	бод
stitching	шевове
stock	акции
stockade	stockade
stockbroker	берзански брокер
stockholder	акционер
stocking	порибување
stockings	чорапи
stockpile	складирање
stockroom	stockroom
stocks	акции
stoic	стоик
stole	украле
stolen	украден
stomach	стомак
stomachache	болка во стомакот
stomp	stomp
stomped	цврсто
stone	камен
stoned	каменувани
stonewall	ѕид од камен
stoneware	каменина
stony	камен
stooge	Стоун
stool	столица
stools	столици
stoop	стоп
stoopid	стоплоден
stop	запре
stopover	застане
stoppage	застанување
stopper	затворач
stopping	запирање
stopwatch	стоперката
storage	складирање
store	продавница
storefront	продавница
storehouse	складиште
storeroom	магацин
storing	складирање
storm	бура
storming	невреме
stormy	бурна
story	приказна
storybook	приказна
storyteller	раскажувач
storytelling	раскажување приказни
stound	камен
stout	витко
stove	Шпорет
stow	да се стави
stowaway	stowaway
straddle	прегратка
straight	директно
straighten	исправи
straightforward	едноставно
straightway	веднаш
strain	вирус
strained	затегнати
strait	теснец
straitjacket	straitjacket
straits	тесно
strand	влакно
stranded	заробени
strange	чудно
stranger	странец
strangle	задуши
strangulation	давење
strap	лента
strapless	презрамки
strapping	мускулест
strata	strata
strategic	стратешки
strategist	стратег
strategy	стратегија
stratification	стратификација
stratosphere	стратосфера
stratum	слој
stratus	стратус
straw	слама
strawberry	јагода
stray	скитници
streak	редеа
streaked	назабени
stream	поток
streamer	стример
streaming	стриминг
streamline	Рационализирајте
street	улица
streetcar	трамвај
streetlight	уличното осветлување
strength	сила
strengthen	зајакнување
strengthening	зајакнување
strenuous	напорен
strep	стреп
stress	стрес
stressed	истакна
stresses	нагласува
stressfree	NO TRANSLATION
stressful	стресни
stressin	NO TRANSLATION
stressing	нагласувајќи
stressrelief	NO TRANSLATION
stretch	се протега
stretcher	носила
stricken	погодени
strict	строги
stride	чекор
strife	расправии
strike	штрајк
strikeout	strikeout
striker	напаѓач
striking	впечатливо
strikingly	впечатливо
string	стринг
strings	жици
stringy	жилав
strip	лента
stripe	лента
striped	шарени
stripped	одземени
stripper	стриптизер
striptease	стриптиз
strive	се стремиме
strobe	строб
stroke	удар
stroll	прошетај
stroller	шетач
strolling	шетање
strong	силна
stronghold	упориште
strongly	силно
structural	структурни
structure	структура
strudel	strudel
struggle	борба
strut	стомак
stub	никулец
stubbed	потиснати
stubble	слама
stubborn	тврдоглав
stubbornness	тврдоглавост
stubby	низок
stucco	штуко
stuck	заглавени
stuckup	NO TRANSLATION
stud	обетка
studded	начичкана
student	студент
studied	студирал
studio	студио
study	студија
stuff	ствари
stuffed animal	полнети животни
stuffing	полнење
stuffy	затнат
stumble	се сопнуваат
stump	труп
stumped	сплетен
stun	зашемети
stunned	шокиран
stunner	прекрасен
stunning	зашеметување
stunt	трик
stunted	заостануваат
stuntman	каскадер
stupefaction	stupefaction
stupefy	глупав
stupendous	фантастичен
stupid	глупав
stupidity	глупост
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	ступор
sturdy	цврсти
sturgeon	есетра
stutter	пелтече
sty	шпион
style	стил
styling	стил
stylish	стилски
stylist	стилист
suave	уморен
sub	под
subatomic	субатомски
subcommittee	поткомитет
subconscious	потсвеста
subcutaneous	поткожно
subdivide	подели
subdivision	поделба
subduction	субдукција
subdue	покори
subdued	покори
subdural	субдурална
subito	NO TRANSLATION
subject	предмет
subjected	подложен
subjection	подложување
subjective	субјективно
subjugation	потчинување
sublet	sublet
sublevel	подлоб
sublimation	сублимација
sublime	возвишено
subliminal	сублиминален
submarine	подморница
submerge	поплави
submerged	потопен
submersible	потопен
submission	поднесување
submissive	покорен
submit	поднесете
submitting	поднесување
subordinate	подредени
subordination	подреденост
subplot	subplot
subpoena	судски налог
subscribe	се претплатите
subscriber	претплатник
subscription	претплата
subsequence	подоцна
subsequent	последователните
subsequently	подоцна
subservient	потчинети
subset	подмножество
subside	преставам
subsidence	слегнување
subsidiary	подружница
subsidize	субвенционира
subsidy	субвенција
subsist	преживее
subsistence	егзистенција
subsoil	подлогата
subspace	подпростор
substance	супстанција
substandard	супстандардни
substantial	значителен
substantially	значително
substantiate	потврди
substantive	суштински
substation	трафостаница
substitute	замена
substituted	заменет
substitution	замена
substructure	подструктура
subterranean	подземни
subtext	подтекст
subtitle	титл
subtle	суптилна
subtlety	суптилност
subtract	одземе
subtraction	одземање
subtype	подтип
suburb	предградие
suburban	приградски
suburbia	предградие
suburbs	предградија
subversion	субверзија
subversive	субверзивен
subvert	погубвам
subway	подземна железница
succeed	успее
succeeding	наследувајќи
success	успех
successful	успешна
succession	сукцесија
successive	последователно
successor	наследник
succinct	содржаен
succubus	суккубус
succulent	вкусен
succumb	подлегнува
suck	цица
sucker	морон
sucking	цицање
suckling	цицање
sucks	смрди
suction	вшмукување
sudden	одеднаш
suddenly	одеднаш
suds	пени
sue	тужи
suede	велур
suffer	страдаат
sufferer	страдалец
suffering	страдање
suffice	доволно
sufficiency	доволност
sufficient	доволно
sufficiently	доволно
suffix	суфикс
suffocate	задуши
suffocating	задушувачки
suffocation	задушување
sugar	шеќер
suggest	сугерираат
suggestion	сугестија
suggestive	сугестивна
suicidal	самоубиство
suicide	самоубиство
suicidebombing	NO TRANSLATION
suit	костум
suitable	погоден
suitcase	куфер
suite	сопствена
suitor	додворувач
sulfate	сулфат
sulfur	сулфур
sulk	sulk
sullen	задушен
sully	sully
sulphur	сулфур
sultan	султан
sultry	sultry
sum	сума
summarily	кратко
summarize	резимираме
summary	резиме
summation	сумација
summer	лето
summerhouse	летна куќа
summertime	летно време
summit	самитот
summon	повика
summons	покана
sumo	сумо
sump	капак
sumptuous	раскошен
sun	сонце
sunbeam	сончев зрак
sunburn	изгореници од изгореници
sundae	sundae
sunday	недела
sundial	Сончев часовник
sundown	зајдисонце
sundry	Преземање
sunflower	сончоглед
sunglass	очила за очи
sunglasses	очила за сонце
sunk	потонат
sunken	потонат
sunless	без сонце
sunlight	сончева светлина
sunny	сончево
sunrise	изгрејсонце
sunroof	подвижен покрив
sunscreen	сончање
sunset	зајдисонце
sunshine	сонце
suntan	засолнување
sunup	sunup
sup	sup
super	супер
superannuation	пензија
superb	врвен
superficial	површни
superfluous	излишно
superhero	суперхерој
superhuman	натчовечки
superimposed	надредена
superintendent	надзорник
superior	супериорен
superiority	супериорност
superlative	суперлатив
superman	супермен
supermarket	супермаркет
supermodel	супермодел
supernatant	супернатант
supernatural	натприродно
supernova	супернова
superposition	суперпозиција
superpower	суперсила
supersede	замени
superstar	суперѕвезда
superstition	суеверие
superstitious	суеверна
superstore	superstore
supervise	надгледува
supervision	надзор
supervisor	супервизор
supper	вечера
suppertime	вечера
supplant	замена
supple	Епл
supplement	дополнување
supplemental	дополнителен
supplementary	дополнителна
supplication	молитва
supplier	снабдувач
supplies	резерви
supply	снабдување
support	поддршка
supported	поддржан
supporter	поддржувач
supporters	поддржувачи
supporting	поддршка
supportive	поддршка
suppose	да претпоставиме
supposed	би требало
supposing	претпоставувајќи
supposition	претпоставка
suppress	сузбивање
suppression	потиснување
supremacy	превласт
supreme	врховен
supremely	врвно
surcharge	доплата
sure	сигурно
surety	гаранција
surf	сурфање
surface	површина
surfboard	даска за сурфање
surfer	сурфер
surge	бран
surgeon	хирург
surgery	хирургија
surgical	хируршки
surly	Груб
surmise	претпоставка
surname	презиме
surpassing	надминувајќи
surplus	вишок
surprise	изненадување
surprised	изненаден
surprises	изненадувања
surprising	изненадувачки
surprisingly	изненадувачки
surreal	надреално
surrender	предавање
surrendering	предавање
surrogate	сурогат
surround	опкружувачки
surrounding	околината
surroundings	околината
surveillance	надзор
survey	анкета
surveying	геодетски
surveyor	геодет
survival	преживување
survive	преживее
surviving	преживеа
survivor	преживеан
susceptibility	подложност
susceptible	подложни
sushi	суши
suspect	сомнителен
suspected	осомничени
suspend	суспендира
suspended	суспендирани
suspenders	прерамки
suspense	неизвесност
suspension	суспензија
suspicion	сомневање
suspicions	сомневања
suspicious	сомнителен
sustain	одржи
sustained	одржлива
sustenance	издржливост
suture	шиење
suv	ДВД
sux	NO TRANSLATION
swab	брис
swag	swag
swagger	се нафрли
swallow	проголта
swami	swami
swamp	мочуриште
swamped	поплавен
swampy	мочуриште
swan	лебед
swank	блато
swap	swap
swarm	рој
swarming	преполна
swastika	свастика
swat	swat
sway	се нишаат
swear	се заколнам
swearing	пцуењето
sweat	пот
sweater	џемпер
sweating	потење
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	испотени
sweep	замав
sweeper	чистач
sweeping	убедливо
sweet	слатко
sweeten	слатка
sweetened	засладен
sweetener	засладувач
sweetest	најслатко
sweetheart	срдечна
sweetie	слатко
sweetness	сладост
sweets	слатки
swell	отече
swelling	оток
sweltering	пливање
swerve	свирев
swift	брза
swiftly	брзо
swig	swig
swill	swill
swim	пливаат
swimmer	пливач
swimming	пливање
swimsuit	костим за капење
swindle	измама
swindler	измамник
swine	свински
swing	замав
swinger	swinger
swinging	занишан
swipe	удар
swirl	вител
swish	swish
switch	прекинувач
switchblade	switchblade
switchboard	централа
swivel	врти
swollen	потечени
swoon	бесвест
swoop	пикирам
sword	меч
swordfish	мечор
swordplay	меч
swordsman	мечувалец
sycamore	sycamore
syllable	слог
syllabus	наставна програма
symbiotic	симбиотик
symbol	симбол
symbolic	симболично
symbolically	симболично
symbolism	симболика
symbolize	симболизираат
symmetric	симетрична
symmetrical	симетрична
symmetry	симетрија
sympathetic	симпатична
sympathize	сочувствувајте
sympathy	сочувство
symphonic	симфониски
symphony	симфонија
symposium	симпозиум
symptom	симптом
symptomatic	симптоматски
synagogue	синагога
synapse	синапс
synaptic	синаптички
sync	синхронизација
synchronize	синхронизирај
synchronous	синхрони
syncope	синкопа
syndicate	синдикат
syndrome	синдром
synergistic	синергистички
synergy	синергија
synod	синод
synonym	синоним
synonymous	синоним
synopsis	синопсис
synoptic	синоптичен
syntax	синтакса
synthesis	синтеза
synthesizer	синтезатор
synthetic	синтетички
syphilis	сифилис
syringe	шприц
syrup	сируп
system	систем
systematic	систематски
systematically	систематски
t-shirt	маица
tab	tab
tabasco	табаско
tabby	табби
tabernacle	шатор
table	маса
tableau	NO TRANSLATION
tablecloth	чаршаф
tablespoon	лажица
tablet	таблета
tableware	садови
tabloid	таблоид
taboo	табу
tabular	табеларен
tabulate	табелирајте
tabulation	сумирање
tachometer	тахометар
tacit	премолчено
tack	такт
tackle	се справи
tackled	решени
tackling	справување
tacky	натруфен
taco	тако
tact	такт
tactful	тактичен
tactic	тактика
tactical	тактички
tactics	тактика
tactile	тактилен
tad	NO TRANSLATION
tadpole	лапа
taffeta	тафта
taffy	тафи
tag	таг
tail	опашка
tailed	опашка
tailgate	задната врата
tailings	руда
taillight	taillight
tailor	прилагоди
tailoring	кроење
tailpipe	tailpipe
taint	нечистотија
take	земи
takeoff	Соблечи
takeout	извади
takeover	преземање
taker	купувач
talcum	талк
tale	приказна
talent	талент
talented	талентиран
talisman	талисман
talk	зборувај
talkative	комуникативен
talker	зборувач
tall	висок
tallies	тројки
tallow	лој
tally	тали
talon	талон
talons	NO TRANSLATION
tambourine	буренце
tame	NO TRANSLATION
tamer	тајмер
taming	припитомување
tamper	подесувате
tampon	тампон
tan	тен
tandem	тандем
tang	танг
tangent	тангента
tangerine	мандарина
tangible	материјални
tangle	метежот
tangled	заплеткано
tango	танго
tank	резервоарот
tank top	резервоарот
tanker	танкер
tanned	троен
tantalizing	извонредно
tantamount	бесконечно
tantrum	луто
taoism	таоизмот
tap	допрете
tape	лента
tape measure	лента мерка
taper	скут
tapering	изострен
tapestry	таписерија
tapeworm	тенија
tapioca	тапиока
taps	славини
tar	катран
tarantula	тарантула
tardiness	доцнење
tardy	оздола
target	цел
targeted	насочени
targeting	насочване
tariff	тарифа
tarmac	асфалт
tarnish	оцрни
tarot	таро
tarp	NO TRANSLATION
tarry	остани
tart	курва
tartan	тартан
tartar	забен камен
task	задача
tassel	ресница
taste	вкус
tasteful	вкусно
tasteless	без вкус
tasting	дегустација
tasty	вкусна
tat	тат
tattler	тетерави
tattletale	tattletale
