Word	sd
strobe	اسٽٽر
stroke	اسٽٽر
stroll	ٽڪڻ
stroller	گھمڻ وارو
strolling	ٽڪڻ
strong	مضبوط
stronghold	گونگا
strongly	مضبوط
structural	ٺهيل
structure	جوڙجڪ
strudel	اپوزيشن
struggle	جدوجهد
strut	ٿي سگهي ٿو
stub	درٻار
stubbed	ڪٽيو
stubble	گهڙڻ
stubborn	ڳوڙهو
stubbornness	ڄمڻ
stubby	محتاج
stucco	اسٽوڪو
stuck	پڪاريو
stuckup	NO TRANSLATION
stud	اڀرو
studded	هڪڙو
student	شاگرد
studied	اڀياس ڪيو
studio	هڪڙو
study	اڀياس
stuff	سامان
stuffed animal	کريل جانور
stuffing	ڳولڻ
stuffy	وندر
stumble	ٿڌو
stump	ويران
stumped	وڙهي ڇڏيو
stun	چالو
stunned	دنگر
stunner	اسٽون
stunning	شاندار
stunt	چاچي
stunted	ڦاٽل
stuntman	اسٽوڊنٽ
stupefaction	اسٽوريج
stupefy	بيوقوف
stupendous	بيوقوف
stupid	بيوقوف
stupidity	بيوقوف
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	بيوقوف
sturdy	گهڻا
sturgeon	اسٽوريج
stutter	اسٽرڪٽر
sty	سج
style	انداز
styling	اسٽائل
stylish	سجيل
stylist	محقق
suave	اچار
sub	سب
subatomic	ذيلي تقسيم
subcommittee	ذيلي ڪميونٽي
subconscious	ناپسند
subcutaneous	هيٺيون
subdivide	ذيلي تقسيم
subdivision	ذيلي تقسيم
subduction	حصول
subdue	Subdue
subdued	هيٺ ڏنل آهي
subdural	ذيلي تقسيم
subito	NO TRANSLATION
subject	مضمون
subjected	مضامين
subjection	تابع
subjective	ذخيرو
subjugation	حصول
sublet	فرٽ
sublevel	سبيلول
sublimation	تڪليف
sublime	سمجهه
subliminal	سزا ڏيڻ
submarine	سب ميرين
submerge	شامل ڪرڻ
submerged	ٻڏي ويو
submersible	مڪمل طور تي
submission	تسليم ڪرڻ
submissive	فرمانبردار
submit	جمع ڪرايو
submitting	جمع ڪرائڻ
subordinate	ماتحت
subordination	سمورو
subplot	سبپيٽ
subpoena	ننڍيون
subscribe	رڪنيت حاصل ڪريو
subscriber	سبسڪربر
subscription	سبسڪرپشن
subsequence	تنهن کان پوء
subsequent	تنهن کان پوء
subsequently	تنهن کان پوء
subservient	ضمير
subset	سبٽ
subside	پهچائڻ
subsidence	صداقت
subsidiary	ماتحت
subsidize	سبسڪريو
subsidy	سبسڊي
subsist	نڀاڳ
subsistence	ناداني
subsoil	فرائض
subspace	سبپيڊ
substance	ذخيرو
substandard	غير معياري
substantial	انتهائي اهم
substantially	انتهائي طور تي
substantiate	ثابت ڪر
substantive	مستحڪم
substation	سبريشن
substitute	متبادل
substituted	عيوض
substitution	متبادل
substructure	معياري
subterranean	اپريائيريا
subtext	جابلو
subtitle	ذيلي عنوان
subtle	ذخيرو
subtlety	ذلت
subtract	ڪٽ
subtraction	ننڍو حصو
subtype	ذيلي قسم
suburb	مضافات
suburban	ننڍڙو
suburbia	سباب
suburbs	ننڍيون حصو
subversion	ماتحت
subversive	فرائض
subvert	مٽايو
subway	سب وي
succeed	ڪامياب
succeeding	ڪامياب
success	ڪاميابي
successful	ڪامياب
succession	ڪاميابي
successive	ڪاميابي
successor	ڪاميابي
succinct	اڻڄاتل آهي
succubus	اسڪوب
succulent	گهريل آهي
succumb	ٿڪ
suck	چوڙي
sucker	مرض
sucking	چاڪيو
suckling	ٿڪيندي
sucks	چوڪيو
suction	سکشن
sudden	اوچتو
suddenly	اوچتو
suds	سڊ
sue	ٺهه
suede	سهر
suffer	شڪار ڪرڻ
sufferer	غمگين
suffering	مصيبت
suffice	ڪافي آهي
sufficiency	تڪليف
sufficient	ڪافي
sufficiently	ڪافي
suffix	ڪافي آهي
suffocate	ڇڏيل آهي
suffocating	تنگ ڪيو
suffocation	ڪافي آهي
sugar	کنڊ
suggest	مشورو ڏيو
suggestion	مشوري
suggestive	مشورو
suicidal	واسي
suicide	خودڪشي
suicidebombing	NO TRANSLATION
suit	سوٽ
suitable	مناسب
suitcase	مناسبو
suite	سوٽ
suitor	سواري
sulfate	سلفيٽ
sulfur	سلفر
sulk	سليمان
sullen	sullen
sully	سليڪ
sulphur	سلفر
sultan	سلطان
sultry	اڀرندي
sum	جمع
summarily	سمجهه ۾ اچي ٿو
summarize	خلاصا
summary	تت
summation	سمن
summer	اونهاري
summerhouse	سمورو
summertime	سمجهه
summit	اجلاس
summon	يونٽ
summons	سمن
sumo	سمورو
sump	گڏي
sumptuous	ڏاڍو خوش ٿيو
sun	سج
sunbeam	سجده
sunburn	ڪنوار
sundae	سوائونڊ
sunday	آچر
sundial	سودي
sundown	سودي
sundry	ڪپڙا
sunflower	سج
sunglass	گونگا
sunglasses	گلاس چشما
sunk	روشن آهي
sunken	ستارو
sunless	اونهار
sunlight	روشني
sunny	ٿڌو
sunrise	سج اڀرندو آهي
sunroof	سجدو
sunscreen	اسڪرين
sunset	لٿي
sunshine	سجدو
suntan	Suntan
sunup	سجدو
sup	sup
super	سپر
superannuation	زبردست
superb	شاندار
superficial	سرپرست
superfluous	وڌو
superhero	هيريرو
superhuman	غير يقيني
superimposed	زبردست
superintendent	زبردست
superior	وڏو
superiority	عظيميت
superlative	وڏي اهميت وارو
superman	سپرمين
supermarket	سپر مارڪيٽ
supermodel	سپر ماڊل
supernatant	اڪيلو
supernatural	ماھر
supernova	سپرنووا
superposition	سپرم
superpower	سپر پاور
supersede	سپرد
superstar	سپرارو
superstition	زبردست
superstitious	اجايو
superstore	زبردست
supervise	نظرثاني ڪريو
supervision	نگراني
supervisor	سپروائزر
supper	دستور
suppertime	وقت جو وقت
supplant	وڪيل
supple	ٻيڙيون
supplement	اضافي
supplemental	اضافي
supplementary	اضافي
supplication	دعا آهي
supplier	فراهم ڪرڻ وارو
supplies	سامان
supply	رسائي
support	حمايت
supported	حمايت ڪئي
supporter	حامين
supporters	مددگار
supporting	حمايت ڪرڻ
supportive	مددگار
suppose	سمجھو
supposed	اهو
supposing	ويندڙ
supposition	وصف
suppress	دٻاء
suppression	تڪرار
supremacy	زبردست
supreme	عظيم
supremely	زبردست
surcharge	سرداري
sure	يقينا
surety	يقيني
surf	سرف
surface	مٿاڇري
surfboard	سرف بورڊ
surfer	سطحي
surge	سرج
surgeon	سرجن
surgery	جراحي
surgical	جراحي
surly	سروي
surmise	ماهر
surname	surname
surpassing	حد کان
surplus	اضافي
surprise	حيرت انگيز
surprised	حيرت انگيز
surprises	تعجب
surprising	حيرت انگيز
surprisingly	تعجب سان
surreal	حقيقي
surrender	هٿياربندن
surrendering	ويڙهاڪ
surrogate	عيوضي
surround	ڀرسان
surrounding	ڀرسان
surroundings	آس پاس
surveillance	نگراني
survey	سروي
surveying	سروي
surveyor	سروور
survival	بقا
survive	جيئرو آهي
surviving	بچايو
survivor	بچيو
susceptibility	حساسيت
susceptible	ممڪن آهي
sushi	سوشي
suspect	شڪ
suspected	شديد آهي
suspend	معطل
suspended	معطل
suspenders	معطل
suspense	مشڪل
suspension	معطلي
suspicion	شديد
suspicions	مشڪوڪ
suspicious	مشڪوڪ
sustain	برقرار رکندو
sustained	مضبوط ٿيو
sustenance	روزي
suture	سي
suv	suv
sux	NO TRANSLATION
swab	ترسو
swag	ڪريل
swagger	ڪانگريس
swallow	نگل
swami	سوامي
swamp	دلدل
swamped	ٺڪرايو
swampy	دلدل
swan	سوان
swank	ادل
swap	ادلڪ
swarm	ترڪيب
swarming	تياري
swastika	سوٽڪوٽ
swat	سوات
sway	ويهي رهيو آهي
swear	قسم کڻڻ
swearing	قسم کڻڻ
sweat	پسڻ
sweater	ٻرندڙ
sweating	وڇائڻ
sweatshirt	پسرشي
sweatshop	پسرادو
sweaty	پسندڙ
sweep	پنڌ
sweeper	صفر
sweeping	صفا
sweet	مٺي
sweeten	مٺي
sweetened	مٺو
sweetener	مٺير
sweetest	تمام گهڻي
sweetheart	مٺو
sweetie	مٺي
sweetness	مٺو
sweets	مٺايون
swell	سوئر
swelling	سهڻ
sweltering	ٻرندڙ
swerve	وهنوار
swift	تڪڙو
swiftly	اڳتي هلي
swig	ٻڏڻ
swill	ترسو
swim	ترڪي
swimmer	ترڪيب
swimming	ترڻ
swimsuit	سياري
swindle	ترندو
swindler	ترڪيب
swine	سوئر
swing	جھليندي
swinger	چمڪندڙ
swinging	تازا توانا
swipe	پوڻ
swirl	جھليندڙ
swish	سوشي
switch	سوئچ
switchblade	صفا
switchboard	سوئچ بورڊ
swivel	ٻيڙا
swollen	گونگا
swoon	ترسو
swoop	ڪريل
sword	تلوار
swordfish	تلوار جوش
swordplay	تلوار چڙهڻ
swordsman	تلوارڪار
sycamore	sycamore
syllable	ڪتب آندو ويو آهي
syllabus	سيلاب
symbiotic	سماج
symbol	علامت
symbolic	علامتي
symbolically	علامتي طور تي
symbolism	علامت
symbolize	علامت ڏيو
symmetric	سمجهه
symmetrical	سمجهه وارو
symmetry	سمجهه
sympathetic	نرمي سان
sympathize	همدردي
sympathy	همدردي
symphonic	سمورو
symphony	سمفون
symposium	سمپوزم
symptom	علامتي
symptomatic	علامتي
synagogue	عبادتگار
synapse	بجاء
synaptic	مصنوعي
sync	هم وقت
synchronize	هم وقت سازي
synchronous	سنگاپور
syncope	مطابقت پذير
syndicate	ڏنڊ
syndrome	سنڊوم
synergistic	مطابقت پسند
synergy	مطابقت
synod	Synod
synonym	نالا
synonymous	مترجم
synopsis	نوڪريون
synoptic	synoptic
syntax	نحو
synthesis	جهڙي ريت
synthesizer	سٿريزر
synthetic	مصنوعي
syphilis	سيفيلس
syringe	سرنج
syrup	سائرو
system	سسٽم
systematic	سسٽماتيٽ
systematically	نظامي طور تي
t-shirt	ٽي شرٽ
tab	ٽيب
tabasco	ٽيستائين
tabby	ممڪن آهي
tabernacle	خامين
table	ٽيبل
tableau	NO TRANSLATION
tablecloth	ميزيڪل
tablespoon	چمڪيو
tablet	ٽيبليٽ
tableware	ٽيبل وارو
tabloid	ٽيليفون
taboo	ممڪن آهي
tabular	ٽيبل
tabulate	تيل
tabulation	ٿلهي
tachometer	ٽوڪٽر
tacit	اندرين
tack	گھوڙي سواري
tackle	ڪري ڇڏيو
tackled	ڪري ڇڏيو
tackling	ٽڪرائڻ
tacky	ڇڪي رهيو آهي
taco	ٽڪو
tact	حڪمت
tactful	چڱو
tactic	حڪمت
tactical	سامھون
tactics	حڪمت
tactile	ٽڪر
tad	NO TRANSLATION
tadpole	ٽپيپول
taffeta	ٽٻٽا
taffy	ٽڪر
tag	ڳولهي
tail	دم
tailed	ناڪام ٿيو
tailgate	ٽڪر
tailings	درجي جو
taillight	ٽائيٽل
tailor	درزي
tailoring	ٽائيپنگ
tailpipe	دمپائپ
taint	دعوى
take	وٺو
takeoff	لاهڻ
takeout	ٻاهر ڪڍو
takeover	قبضو ڪرڻ
taker	ٽڪر
talcum	talcum
tale	سڏجي ٿو
talent	ڏات
talented	باصلاحيت
talisman	ٽيلينس
talk	ڳالهائيندي
talkative	ڳالهائڻ
talker	ڳالهائيندڙ
tall	ڊگھو
tallies	ڪڙيون
tallow	قد
tally	ٿي سگهي ٿو
talon	ٽيون
talons	NO TRANSLATION
tambourine	چمڪندڙ
tame	NO TRANSLATION
tamer	نوڪر
taming	ڪنداسون
tamper	نوڪر
tampon	ٽمپون
tan	تين
tandem	ٽنڊم
tang	ٽنگ
tangent	ٺهرايو
tangerine	ڳاڙهو
tangible	ممڪن آهي
tangle	ڍڪيل
tangled	ڳاڙهو
tango	اڪيلو
tank	ٽانڪ
tank top	ٽپ ٽاپ
tanker	ٽينسر
tanned	ٺهيل
tantalizing	ٺهڪائڻ
tantamount	واجبي
tantrum	پراڻو
taoism	ٽائوزم
tap	ٽيپ ڪريو
tape	ٽيپ
tape measure	ڦيٿ
taper	ٿورڙي
tapering	ٿڌو
tapestry	ٽيليفون
tapeworm	ٽيليڪٽر
tapioca	ٽيپائيڪا
taps	قد
tar	ٽر
tarantula	قانوني رستو
tardiness	سختي
tardy	زبردست
target	ھدف
targeted	ھدف ٿيل
targeting	ھدايتون
tariff	ٽر
tarmac	ٽرما
tarnish	اڃان تائين
tarot	ننڍي
tarp	NO TRANSLATION
tarry	ترسيل
tart	کڙو
tartan	مٿيون
tartar	تاروار
task	ڪم
tassel	شهزادو
taste	مزو
tasteful	مزيدار
tasteless	بي عيب
tasting	ڪري رهيو آهي
tasty	سوادا
tat	ٽات
tattler	ٽٽلر
tattletale	ٽيلٽيل
tattoo	ٽٽو
taught	سکيا
taunt	تتي
taupe	ٽپپ
taut	طوفان
tavern	ٽرندڙ
tawdry	ٿي سگھي ٿو
tawny	نڪتو
tax	ٽيڪس
taxed	ٽيڪس
taxi	ٽيڪسي
taxicab	ٽيڪسڪ
taxonomy	ٽيڪنالاجي
taxpayer	ٽيڪس ڪندڙ
tea	چانهن
teach	سکيو
teacher	استاد
teaching	درس
teacup	ٽيڪ
teahouse	چاهيندڙ
teal	ڪمال
team	ٽيم
teamjesus	NO TRANSLATION
teammate	ميڙ
teamwork	ٽيم ڪم
teapot	ٽي ٽوٽ
tear	ڀٽائي ٿو
tearful	ڳوڙها
tearsofjoy	NO TRANSLATION
teary	ڏڪر
tease	ٽائيم
teaser	ٽڪر
teasing	ٽڪر
teaspoon	چچا
teat	ساٿ
teatime	ٿڌ
tech	ٽيڪو
technical	ٽيڪنيڪل
technicality	تخنيقي
technician	ٽيڪنيڪ
technique	ٽيڪنڪ
techno	ٽيڪو
technological	ٽيڪنيڪلجيڪل
technology	ٽيڪنالاجي
ted	ٿي رهيو آهي
teddy bear	رڇ
tedious	ويندڙ
tedium	ٺهيل
tee	توهان جو
teeming	ٿڪائڻ
teen	نوجوان
teenage	جوان
teenager	نوجوان
teens	نوڪريون
teensy	ٿورڙو
teeny	ٿورڙو
teeth	ڏند
teething	ڪجهه ڪرڻ
teflon	ٽيل
telegram	ٽيليگرام
telegraph	ٽيلگراف
telekinesis	ٽيليڪسينس
telemetry	ٽيليفون
telepathic	ٽيليفونڪ
telepathy	ٽيليفون
telephone	ٽيليفون
telescope	telescope
telescopic	دوربينڪ
telethon	ٽيليفون
teletype	ٽائيپ ٽائيپ
televised	ٽيليو
television	ٽيليويزن
tell	ٻڌاء
teller	ٻڌندڙ
telling	ٻڌاء
telltale	ٻڌائڻ
temp	طاري
temper	گرمي
tempera	تندرست
temperament	مزاج
temperamental	مزاج
temperance	مزاج
temperate	گرمي
temperature	گرمي پد
tempered	تندرست
tempest	تڪڙ
template	ٽپال
temple	مندر
tempo	NO TRANSLATION
temporal	عارضي طور تي
temporarily	عارضي طور تي
temporary	عارضي طور تي
tempt	لڪل
temptation	تڪليف
tempting	ٿڪل
temptress	آزمائش
ten	ڏهه
tenable	ڏڪيندڙ
tenacious	ڏنگو
tenacity	جذباتي
tenancy	نوڪرسي
tenant	نوڪر
tend	جا ماڻهو آهن
tendency	لاڙو
tender	ٽيلر
tenderfoot	ٽٻرٽايو
tenderness	ٿڌ
tending	وجھڻ
tendon	ماڻهون
tenement	ڏنڊ
tenet	ٽڪيٽ
tenets	نوڪريون
tenfold	ڏهن
tennis	ٽينس
tenor	ٽڪر
tense	زمان
tensile	ٿڌو
tension	تڪرار
tent	خيمو
tentacle	خيمه
tentative	ٺهرايو
tenth	ڏهون
tenths	ڏهين
tenuous	ڏڪار
tenure	نوڪري
tepee	ٽپي
tepid	ڳنڍيل
tequila	ٽيڪيل
teriyaki	ٽئڪڪي
term	اصطلاح
terminal	ٽرمينل
terminate	ختم ٿيڻ
termination	ختم ٿيڻ
terminator	ختم ڪندڙ
terminology	اصطلاحات
terminus	اصطلاح
termite	مزيدار
terms	اصطلاح
tern	ٽٻر
ternary	ٽيڪنالاجي
terrace	ڇت
terrain	ٺهيل
terrestrial	ٽيلسٽريشن
terrible	ڀيانڪ
terribly	افسوس
terrier	ٽرڪن
terrific	لاجواب
terrified	خوفناڪ
terrifies	خوفناڪ
terrify	خوفناڪ
terrifying	خوفناڪ آهي
territorial	علائقا
territory	علائقو
terror	دهشتگردي
terrorism	دهشتگردي
terrorist	دهشتگرد
terrorists	دهشتگرد
terrorize	دهشتگردي آهي
terse	وڃڻو
tertiary	عملو
test	امتحان
testament	عهد نامي
testicle	امتحان
testicular	عام طور تي
testify	شاھدي ڏيو
testimonial	شاھدي
testimony	شاھدي
testosterone	testosterone
testy	NO TRANSLATION
tetanus	ٽينٽسس
tether	گڏ
tethered	ميزبان آهي
tetrahedral	ٽترال
text	متن
textbook	درسي ڪتاب
textile	ٽيڪسٽائل
textural	لفظي
texture	بناوت
tgif	ڪلو
thank	مهرباني
thankful	ڪامل ٿيو
thankgod	thankgod
thanking	ڇڪڻ
thankless	اٽل
thanks	مهرباني
thanksalot	NO TRANSLATION
thanksgiving	مهرباني ڪري
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	اسچ
thatmoment	NO TRANSLATION
thaumaturgy	ٺٽو
thaw	واء
theater	ٿيٽر
theatrical	نظرياتي
theatrics	نظريات
thebest	بهترين
theft	چوري
theism	نظام
theistic	پسنديو
thelife	اھا زندگي آھي
thelittlethings	NO TRANSLATION
theme	موضوع
theocracy	جملي
theocratic	باهمي
theologian	ماهر
theological	نظرياتي
theology	علميات
theorem	ميڊيا
theoretical	نظرياتي
theory	نظريي
therapeutic	علاج
therapeutics	علاج
therapist	ماهر
therapy	علاج
thereabouts	اتي موجود آهن
thereof	هن جي
therewith	ان سان گڏ
thermal	ٿلهي
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	ٿڌائيٽر
thermos	ٿانوس
thermostat	ترماميٽ
thesaurus	چمڪندڙ
thesis	مقالي
thick	گهڙي
thicken	ٿڌو
thickening	ٿڌو
thicket	ٽڪيٽ
thickness	ٿلهي
thief	چور
thigh	ٻڌل
thimble	ونگر
thin	پتلي
thing	ڳالھ
things	شيون
thingy	ويهي
think	سوچيو
thinker	سوچيندڙ
thinking	سوچڻ
third	ٽيون
thirds	ٽيون
thirst	اڃايل
thirsty	اڃايل
thirteen	تيرهن
thirteenth	تيرهون
thirty	ٽيهه
thistle	ٿلهو
thither	نه
thong	وڌو
thorn	پوڻ
thorny	پوشاڪ
thorough	سٺا
thoroughbred	چڱي طرح
thoroughfare	خيرات
thought	فڪر
thoughtful	سمجھو
thoughtfulness	سوچڻ
thoughtless	بجاء
thoughts	تصورات
thousand	هزار
thrash	ڇڪڻ
thread	سلسلي
threat	خطرو
threaten	خطرو آهي
threatened	خطرو آهي
threatening	خطرو آهي
three	ٽي
threefold	ٽيون حصو
threesome	ڇوڪري
thresh	ڇڪيو
threshold	حد تي
thrice	چوٿون
thrift	غداري
thrifty	غمگين
thrill	عرش
thrilled	خوش ٿيو
thriller	ٽوٽل
thrilling	زبردست
thrive	آزمائش
thriving	وندر
throat	ڳئون
throb	ڳاڙهو
throbbing	ڪٽجي ويو
throes	ڪڙيون
throne	تخت
throng	ٺهرايو
throttle	تختو
throw	ڌوڙ
throwback	فلاڻو
thrower	ڀڄڻ
thrown	ٿي ويو
thrush	ڇڪڻ
thrust	زبردست
thruster	گهڙڻ
thud	تڙ
thug	ڳاڙهو
thumb	گونگا
thumbprint	ڳاڙهو پرنٽ
thump	ويران
thumper	ويندڙ
thumping	ٽڪرائڻ
thunder	کنوڻ
thunderbolt	گوڙ
thunderclap	گوڙ
thundering	گوڙيندڙ
thunderstorm	طوفان
thunderstruck	اڻڄاتل
thwart	ٿڌڻ
thx	ڪري رهيو آهي
thyme	ڪريم
thyroid	ٽائيٽل
tiara	ٽارا
tibia	ٽائيم
tic	ٽڪ
tick	ٽڪ
ticked	ڪيو
ticker	ٽڪر
ticket	ٽڪيٽ
tickle	ڦاٽل
tickled	ڦاٽل
ticklish	ٽٻڙڙي
tidal	سامونڊي
tidal wave	سامونڊي لهر
tidbit	tidbit
tide	وهي
tidings	خوشخبري
tidy	خوشخبري
tie	ٽائي
tier	ڊگهو
tiff	ٽڪر
tiger	شگر
tighten	سخت
tightness	سختي
tightrope	تنگ
tights	راتيون
tilde	ٽٽل
tile	ٽائل
tiling	ٽنگ
till	NO TRANSLATION
tillage	جوش
tiller	ايئر
tilt	گناهه
tilting	ڇڪڻ
timber	ڪاٺ
timberland	ٽامبرينڊ
timbre	ٽٻر
time	وقت
timeless	ڳاڙهو
timeliness	ڄاڻي واڻي
timely	بروقت
timeout	وقت ختم ٿي ويو
timepiece	ٽائمري
timer	ٽائيم
times	ڀيرا
timetable	مقرر وقت
timewasters	NO TRANSLATION
timid	ڪمال
timidity	ٿلهي
timing	وقت
tin	NO TRANSLATION
tincture	ٺهيل
tine	NO TRANSLATION
tinfoil	ٽٽيڪل
tinge	ٽنگ
tingle	ٽٽل
tingling	ٽنگنگ
tinker	ٽيڪائيندڙ
tinkering	ٽڪر
tinkle	NO TRANSLATION
tinkling	ڦاڙڻ
tinnitus	ٽيڪس
tinsel	ٿي سگھي ٿو
tint	ٿيڻو آهي
tiny	ننڍڙو
tip	ٽپ
tipper	ٽٻر
tipster	ٽوٽيندڙ
tipsy	مشاهدو
tiptoe	ٽٽٽا
tirade	ٽڪر
tire	ٽائر
tired	ٿڪل
tiredness	ٿڪل
tiredofit	NO TRANSLATION
tireless	ٽائيم
tiresome	ڊگهو
tiring	ٿڪل
tissue	ٽائيم
tistheseason	NO TRANSLATION
tit	ٽٽي
titan	ٽائڪن
titanic	تنيڪ
titanium	ٽائيميوم
tithe	ٽائيم
title	عنوان
titled	عنوان
titty	ترار
titular	NO TRANSLATION
toad	ٽرڻ
toast	ٽڪيٽ
toaster	ٽاور
toasty	سوادا
tobacco	تمباکو
toby	ٽربيون
tod	ٽپال
today	اڄ
toddler	ٿڪڻ
toe	ٽو
toenail	ٽينڪ
toffee	ڪافي
tofu	tofu
toga	NO TRANSLATION
together	گڏجي
togetherness	گڏجي
toil	تعاقب
toilet	هوٽل
toils	ٽڪڙا
token	ٽڪر
tolerable	رواداري
tolerance	رواداري
tolerant	رواداري
tolerate	برداشت ڪيو
toleration	رواداري
toll	ٽٽل
tomahawk	ڪٺان
tomato	ٽماٽو
tomatoes	ڪمايو
tomb	مقبري
tombstone	مقبرو
tomcat	ٽامڪ
tome	مون ڏانهن
tomorrow	سڀاڻي
ton	NO TRANSLATION
tone	ڍنگ
toner	ٽونر
tong	NO TRANSLATION
tongs	ڪٿان
tongue	زبان
tonic	ٽينڪ
tonnage	ٽرني
tonsils	کلون
toocold	NO TRANSLATION
tool	اوزار
toolbox	اوزار بوڪس
tooling	اوزار
toomuchtodo	NO TRANSLATION
toot	ٽٽ
tooth	ڏند
toothache	ڏند ڪٿان
toothbrush	ڏند جوش
toothed	ٿڌيل
toothless	بي عيب
toothpaste	ڏند ڪٿان
toothpick	ٿڌ
toots	ٽٽيون
top	مٿي
topaz	مٿيز
topic	عنوان
topical	نظرياتي
topless	لاچار
topographic	جغرافيائي
topographical	ڇاڻيو
topography	جيون
topple	ننڍڙو
topside	چوٽي
tor	ٽر
torch	مشعل
torment	عذاب
tormented	عذاب ڪيو
torn	ڀڙڪي
tornado	طوفان
torpedo	ٽرپوٽو
torque	ٽوڪ
torrent	ٽوٽل
torrid	مشڪوڪ
torsion	ويندڙ
torso	مشوري
tort	چکو
tortious	شديد آهي
tortoise	چٽسالي
tortuous	سختي
torture	تشدد
tortured	شديد آهي
toss	ٽپال
tot	NO TRANSLATION
total	ڪل
totality	مجموعي طور
totally	مڪمل طور تي
tote	ٽٽل
totem	totem
touch	ڇهو
touchdown	اسٽوڊڊ
touched	ڇڏيا
touching	ڳولڻ
touchy	خوشيء سان
tough	سخت
toughen	سخت آهي
toughness	سختي
toupee	ٽپي
tour	ٽرانس
tourism	سياحت
tourist	سياح
tourmaline	سياحت وارو
tournament	ٽورنامنٽ
tourniquet	ٽٽرڪسيٽ
tout	NO TRANSLATION
tow	ٽائيم
towel	ٽولي
tower	ٽاور
towering	ٽرندڙ
town	ڳوٺ
townhouse	شهر جو
township	شهر
townspeople	شهريات
toxic	زهر
toxicity	ويندڙ
toxicology	بيچيني
toxin	toxin
toy	رانديون
toymaker	ٽوڙڻ وارو
trace	ٽڪر
traceable	ٽرڻو
tracer	پيچرو
traces	زخم
trachea	پيچرا
tracing	مشڪل
track	رستو
tracker	ٽرندڙ
tract	رستو
tractable	معقول آهي
traction	traction
tractor	ٽريڪٽر
trade	واپار
trademark	ٽريڊ نشان
trader	واپاري
tradesman	واپاري
trading	واپار
tradition	روايت
traditional	روايتي
traffic	ٽريفڪ
traffic light	ٽريفڪ لائيٽ
trafficking	اسمگلنگ
tragedies	سانحو
tragedy	سانحو
tragic	خطرناڪ
trail	پيچرو
trailer	پيچرو
train	سکيا
train set	ريلوي سيٽ
trained	روزگار
trainee	پيچرو
trainer	سکيا ڏيندڙ
training	تربيت
trait	مشق
traitor	غدار
traitorous	غدار
trajectory	پيروي
tram	ٽامام
tramp	ٽرام
trample	ٽڪر
trampoline	ٽرمپولين
tramway	ٽامون
trance	وجد
tranquil	خوفناڪ
tranquility	مزار
tranquilizer	ذبح ڪندڙ
transact	رستو
transaction	ٽرانسڪشن
transatlantic	آسودو
transceiver	ٽرانسڪر
transcend	ٽرانسڪٽر
transcendence	ٽرانسڪشن
transcendent	ٽرانسٽسٽ
transcendental	ٽرانسڪٽرينٽ
transcribe	ترميم ڪريو
transcriber	گهرو
transcript	اکر
transcription	ٽرانسپشن
transfer	منتقلي
transference	ترجيحات
transferred	منتقل ڪيو
transfixed	منتقلي
transform	تبديل ڪريو
transformation	تبديلي
transformer	ٽرانسپٽر
transfusion	منتقلي
transgression	حد کان لنگھيو
transient	عارضي
transistor	ٽرانسڪٽر
transit	لنگر
transition	منتقلي
transitional	عارضي طور تي
transitive	نڀاڳو
transitory	منتقلي
translate	ترجمو ڪريو
translation	ترجمو
translator	ترجمو ڪندڙ
translocation	ترجمو
translucent	مترجم
transmission	ٽرانسپشن
transmit	منتقل ڪريو
transmitter	ٽرٽر
transmutation	شهرت
transom	ٽرانس
transparency	شفافيت
transparent	شفاف
transplant	لنگھندڙ
transplantation	لنگر
transponder	ٽرپوٽو
transport	ٽرانسپورٽ
transportation	ٽرانسپورٽ
transporter	ٽرانسپٽر
transpose	ترتيب ڏيو
transposition	منتقلي
transsexual	منتقلي
transverse	ٽرانسورس
transvestite	آمدني
trap	پي پي
trapdoor	ڀريل دروازو
trapeze	ٽوپي
trapped	پڪاريو
trapper	ٽرپر
trapping	ڇڪڻ
trappings	ٽرڪن
traps	پيچرا
trash	تباهي
trashy	ڦاٽل
trauma	سورن جو
traumatic	حادثاتي
travail	NO TRANSLATION
travel	سفر
traveler	مسافر
traveling	سفر
traverse	رستو
travesty	جيترو آهي
trawl	پيچرو
trawler	پيچرو
tray	ٽر
treacherous	غدار
treachery	غداري ڪندؤ
tread	ٿڌڻ
treadmill	ڇڪ
treason	غداري
treasure	خزانو
treasured	خزانو
treasurer	خزانچي
treasures	خزانو
treasury	خزاني
treat	علاج
treatable	قابل علاج
treatise	ڪهڙو
treatment	علاج
treaty	معاهدو
treble	ٽڪر
tree	وڻ
trees	وڻن
trek	ٽر
trellis	ڪفن
tremble	خوب آهي
trembling	ڇڪڻ
tremendous	زبردست
tremendously	قدرتي طور تي
tremor	زبردست
trench	خندق
trend	رجحان
trending	ترسيل
trendy	في الحال
trepidation	ڪٿان
trespass	ٽيسٽ
triad	ٽنڊو
triage	ٽائيم
trial	آزمائش
triangle	ٽانڊو
triangular	ٽڪنڊو
triangulate	ٽرڪنڊيٽ
triathlon	ٽنڊنڊو
tribal	قبيلو
tribe	قبيلو
tribulation	ڪاوڙ
tribunal	ٽربيونل
tribune	ٽربيون
tributary	ٽريول
