Word	th
server	เซิร์ฟเวอร์
service	บริการ
serviceable	ให้ความช่วยเหลือ
servile	เหมือนคนรับใช้
servitude	ความเป็นทาส
sesame	งา
sess	NO TRANSLATION
session	เซสชั่น
sessions	การประชุม
set	ชุด
setback	ความปราชัย
sett	NO TRANSLATION
setter	หมา
settle	ชำระ
settled	ปึกแผ่น
settlement	การตั้งถิ่นฐาน
settler	ไม้ตาย
settlor	มอบทรัพย์สิน
setup	ติดตั้ง
seven	เจ็ด
seventeen	สิบเจ็ด
seventh	ที่เจ็ด
seventy	เจ็ดสิบ
sever	ตัด
severable	แยกได้
severally	อย่างเฉพาะตัว
severance	ความแตกแยก
severe	รุนแรง
severely	อย่างรุนแรง
severity	ความรุนแรง
sew	เย็บ
sewage	น้ำเน่า
sewer	ท่อน้ำทิ้ง
sewerage	การระบายน้ำทิ้ง
sewing	เย็บปักถักร้อย
sex	เพศ
sexist	คนรังเกียจผู้หญิง
sexual	ทางเพศ
sexuality	ความรู้สึกเรื่องเพศ
sexy	เซ็กซี่
shabby	โทรม
shack	กระท่อม
shackle	กุญแจมือ
shade	ร่มเงา
shades	เฉดสี
shading	การแรเงา
shadow	เงา
shadowy	หมองมัว
shady	ร่มครึ้ม
shaft	เพลา
shag	ขนปุย
shaggy	มีขนดก
shake	เขย่า
shakedown	การปอกลอก
shaken	เชค
shaker	เครื่องปั่น
shaking	ฟะฟั่น
shaky	สั่นคลอน
shall	จะต้อง
shallow	ตื้น
shallows	น้ำตื้น
sham	เสแสร้ง
shaman	หมอผี
shambles	โรงฆ่าสัตว์
shame	ความอัปยศ
shamed	กระดากอาย
shameful	น่าอับอาย
shameless	ไร้ยางอาย
shampoo	แชมพูสระผม
shanghai	เซี่ยงไฮ้
shank	ก้าน
shanty	กระท่อม
shape	รูปร่าง
shapely	หุ่นดี
shard	สะเก็ด
share	หุ้น
shareholder	ผู้ถือหุ้น
sharing	ใช้งานร่วมกัน
shark	ปลาฉลาม
sharp	คม
sharpen	กรีด
sharpened	ซึ่งรุนแรงขึ้น
sharpener	กบเหลาดินสอ
sharpness	ความคม
sharpshooter	นักแม่นปืน
shatter	ป่นปี้
shattered	แตกเป็นเสี่ยง ๆ
shattering	ซึ่งทำให้ป่นปี้
shave	โกน
shaver	มีดโกน
shaving	การโกน
shawl	ผ้าคลุมไหล่
sheaf	มัด
shear	ตัด
shears	กรรไกร
sheath	ปลอก
sheathing	sheathing
shed	หลั่งน้ำตา
sheen	เงาอย่างน้ำ
sheep	แกะ
sheepdog	สุนัขชีพด็อก
sheepish	ขี้อาย
sheer	เลี่ยง
sheet	แผ่น
sheik	เจ้าอาหรับ
shelf	หิ้ง
shell	เปลือก
shellfish	หอย
shelling	การปอกเปลือก
shelter	ที่พักอาศัย
sheltered	ที่กำบัง
shelters	ที่พักอาศัย
shelved	บุคคลากร
shepherd	คนเลี้ยงแกะ
sherbet	เครื่องดื่มเชอร์เบ็ท
sheriff	เจ้าพนักงานมณฑล
sherry	เหล้าเชร์ริ
shield	โล่
shift	เปลี่ยน
shifting	การขยับ
shifty	มีเล่ห์เหลี่ยม
shilling	เงินชีลลิง
shimmer	ระยับ
shimmering	ซึ่งส่องแสง
shimmy	shimmy
shin	หน้าแข้ง
shindig	การเลี้ยงและเต้นรำกัน
shine	เปล่งปลั่ง
shiner	เหรียญทอง
shingle	แผ่นไม้มุงหลังคา
shining	ส่องแสง
shiny	มันเงา
ship	เรือ
shipment	การส่งสินค้า
shipping	การส่งสินค้า
shipshape	เรียบร้อย
shipwreck	ซากเรืออัปปาง
shipyard	อู่เรือ
shire	มณฑล
shirt	เสื้อเชิ้ต
shit	อึ
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	เชี่ย
shiver	สั่น
shivering	สั่นสะท้าน
shoals	สันดอน
shock	ช็อก
shocked	ผวา
shocker	สิ่งที่เลวจนเหลือพูด
shocking	ที่ตกตะลึง
shockingly	อย่างน่างงงวย
shoddy	กระจอก
shoe	รองเท้า
shoelace	เชือกผูกรองเท้า
shoemaker	ช่างทำรองเท้า
shoes	รองเท้า
shoeshine	ขัดรองเท้า
shook	ส่าย
shoot	ยิง
shooter	ปืน
shooting	การยิง
shootout	ยิง
shop	ร้านขายของ
shopkeeper	เจ้าของร้าน
shoplifter	โมษ
shoplifting	การโมยของตามร้าน
shopper	ผู้บริโภค
shopping	ช้อปปิ้ง
shore	ฝั่งทะเล
shoreline	เส้นชายทะเล
shorn	ตัด
short	สั้น
short story	เรื่องสั้น
shortage	ความขาดแคลน
shortcake	Shortcake
shortcoming	ข้อบกพร่อง
shortcut	ทางลัด
shorten	ร่น
shortening	การทำให้สั้น
shorthand	ชวเลข
shortly	ในไม่ช้า
shortness	ความห้วน
shorts	กางเกงขาสั้น
shortstop	สต็อป
shortwave	เอฟเอ็ม
shot	การถ่ายภาพ
shotgun	ปืนลูกซอง
shoulder	ไหล่
shout	เสียงร้อง
shove	ซุก
shovel	พลั่ว
shoveling	พรวนดิน
show	แสดง
showbiz	วงการบันเทิง
showboat	แอ๊ก
showcase	ตู้โชว์
showdown	การแจงสี่เบี้ย
shower	ฝักบัว
showgirl	หญิงแสดงการมหรสพ
showing	การแสดง
showoff	แสดงออก
showroom	โชว์รูม
showy	ฉูดฉาด
shrapnel	เศษกระสุน
shred	ฉีก
shrew	หญิงปากร้าย
shrewd	หัวแหลม
shriek	ร้องว้าย
shrill	โหยหวน
shrimp	กุ้ง
shrine	ศาลเจ้า
shrink	หด
shrinking	
shrivel	เหี่ยวเฉา
shroud	ผ้าห่อศพ
shrub	ไม้พุ่ม
shrubbery	ไม้พุ่ม
shrug	ยัก
shrunk	หด
shrunken	หด
shudder	ตัวสั่น
shuddering	ตัวสั่น
shuffle	สับเปลี่ยน
shuffleboard	ทอยกอง
shuffling	สับ
shun	หน่ายหนี
shunned	รังเกียจ
shunt	ปัด
shut	ปิด
shutdown	ปิดตัวลง
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	บานประตูหน้าต่าง
shuttle	รถรับส่ง
shutup	NO TRANSLATION
shy	อาย
shyness	ความประหม่า
shyster	Shyster
sib	NO TRANSLATION
sibling	พี่น้อง
sic	sic
sick	ป่วย
sickbay	sickbay
sicken	ทำให้คลื่นไส้
sickening	น่าเวียนหัว
sickle	เคียว
sickly	อ่อนแอ
sickness	โรคภัยไข้เจ็บ
side	ด้าน
sidearm	อาวุธ
sidebar	แถบด้านข้าง
sideboard	ตู้เก็บช้อนส้อม
sideburns	จอน
sidecar	รถเทียมข้างรถจักรยานยนต์
sidekick	เพื่อนสนิท
sideline	งานปลีกย่อย
sideshow	การแสดงย่อย
sidestep	ก้าวเท้าเลี่ยง
sidewalk	ทางเท้า
sideways	ไปด้านข้าง
sidewinder	แถ
siege	การล้อม
siesta	การนอนพักกลางวัน
sieve	กระชอน
sift	ลอด
sifting	การกลั่นกรอง
sigh	ถอนหายใจ
sight	สายตา
sighting	การเล็ง
sightseeing	การชมทิวทัศน์
sigma	ซิก
sign	สัญญาณ
signal	สัญญาณ
signature	ลายเซ็น
significance	ความสำคัญ
significant	สำคัญ
signification	ความหมาย
signify	มีความหมายว่า
signpost	เสาติดป้ายบอกชื่อถนน
silence	ความเงียบ
silencer	เครื่องระงับเสียง
silent	เงียบ
silently	เงียบ
silhouette	ภาพเงา
silicon	ซิลิคอน
silicone	ยางทำจากซิลิคอน
silk	ไหม
silken	ละมุนละไม
silky	อ่อนนุ่ม
sill	งัว
silliness	ความบ้า
silly	โง่
silo	ไซโล
silt	ตะกอน
silver	เงิน
silverware	เครื่องเงิน
silvery	กังวาน
similar	คล้ายคลึงกัน
similarity	ความคล้ายคลึงกัน
simile	NO TRANSLATION
simmer	หลน
simmering	เดือดปุด ๆ
simple	ง่าย
simples	NO TRANSLATION
simpleton	คนโง่
simplicity	ความง่าย
simplify	ลดความซับซ้อน
simplistic	ง่าย
simply	ง่ายดาย
simulate	แกล้งทำ
simulated	จำลอง
simulating	จำลอง
simulation	จำลอง
simulator	จำลอง
simultaneous	พร้อมกัน
simultaneously	พร้อมกัน
sin	NO TRANSLATION
sincere	จริงใจ
sincerity	ความจริงใจ
sinful	บาปหนา
sing	ร้องเพลง
singer	นักร้อง
singing	การร้องเพลง
single	เดียว
singly	โดยลำพัง
singular	เอกพจน์
singularity	เอกพจน์
singularly	อย่างแปลกประหลาด
sinister	น่ากลัว
sink	จม
sinker	เครื่องทำให้จม
sinking	การจม
sinner	เจ้ากรรม
sinning	ทำบาป
sinus	ไซนัส
sip	จิบ
siphon	กาลักน้ำ
sipping	จิบ
sir	ท่าน
sire	บิดา
siren	ไซเรน
sirloin	เนื้อสันนอก
sissy	น้องสาว
sister	น้องสาว
sisterhood	ความเป็นพี่น้องกัน
sit	นั่ง
sitcom	ละครซิทคอม
site	เว็บไซต์
sith	Sith
sitter	ผู้นั่ง
sitting	นั่ง
situate	ตั้งอยู่
situated	ตั้งอยู่
situation	สถานการณ์
six	หก
sixpence	เพนนี
sixteen	สิบหก
sixth	ที่หก
sixty	หกสิบ
sizable	ใหญ่มาก
size	ขนาด
sizzle	เสียงแฉ่ ๆ
ska	NO TRANSLATION
skate	เล่นสเก็ต
skateboard	สเกตบอร์ด
skater	เล่นสเก็ต
skating	สเก็ต
skedaddle	วิ่งหนี
skeet	เป้าบิน
skein	เข็ด
skeletal	เกี่ยวกับโครงกระดูก
skeleton	โครงกระดูก
skeptic	ขี้ระแวง
skeptical	ไม่เชื่อ
skepticism	ความสงสัย
sketch	ร่าง
sketching	การร่าง
sketchy	ไม่สมบูรณ์
skewed	เบ้
skewer	เสียบ
ski	สกี
skid	ลื่นไถล
skier	นักเล่นสกี
skiff	เรือกรรเชียงเล็ก ๆ
skiing	การเล่นสกี
skijump	NO TRANSLATION
skill	ความสามารถ
skilled	มีฝีมือ
skillet	ทะ
skillful	ชำนาญ
skim	เรียด
skimpy	ขี้เหนียว
skin	ผิว
skinny	ผอม
skip	กระโดด
skipper	ผู้บังคับการเรือ
skirmish	การต่อสู้กัน
skirt	กระโปรง
skirting	การรอบ
skirts	กระโปรง
skit	เสียขวัญ
skittish	พยศ
skull	กะโหลกศีรษะ
skunk	ตัวเหม็น
sky	ท้องฟ้า
skylight	ช่องกระจกรับแสงสว่าง
skyline	เส้นขอบฟ้า
skyscraper	ตึกระฟ้า
slab	แผ่นหิน
slack	หย่อน
slag	กากแร่
slam	เสียงดังปัง
slammer	กรงขัง
slander	ใส่ร้าย
slanderous	ใส่ร้าย
slang	คำสแลง
slant	เอียง
slap	ตบ
slash	เฉือน
slashes	ทับ
slate	กระดานชนวน
slates	ชนวน
slaughter	ฆ่า
slaughterhouse	โรงฆ่าสัตว์
slaughtering	ฆ่า
slave	ทาส
slavery	ความเป็นทาส
slay	ฆ่า
slayer	ผู้ฆ่า
sleaze	โสมม
sleazy	ไม่แข็ง
sled	NO TRANSLATION
sledding	รถเลื่อนหิมะ
sledge	เลื่อน
sledgehammer	ค้อนขนาดใหญ่
sleek	มันเงา
sleep	นอน
sleeper	ไม้หมอนรถไฟ
sleeping	นอนหลับ
sleepless	นอนไม่หลับ
sleeplessness	การนอนไม่หลับ
sleepover	ค้าง
sleepy	ง่วงนอน
sleepyhead	คนขี้เซา
sleet	หิมะฝน
sleeve	แขนเสื้อ
sleeveless	เสื้อไม่มีแขน
sleigh	เลื่อน
sleight	ว่องไว
slender	ผอมบาง
sleuth	นักสืบ
slice	ชิ้น
slick	เนียน
slicker	slicker
slide	สไลด์
slider	เลื่อน
sliding	เลื่อน
slight	เล็กน้อย
slight anticipation	ความคาดหวังเล็กน้อย
slight disgust	รังเกียจเล็กน้อย
slight surprise	แปลกใจเล็กน้อย
slight trust	ไว้ใจเล็กน้อย
slightly	เล็กน้อย
slightly negative	ลบเล็กน้อย
slightly positive	บวกเล็กน้อย
slim	บาง
slime	น้ำเมือก
slimy	ลื่นไหล
sling	หนังสติ๊ก
slingshot	หนังสติ๊ก
slink	หลบลี้หนีหน้า
slinky	รัดรูป
slip	ลื่น
slipper	รองเท้าแตะ
slippers	รองเท้าแตะ
slippery	ลื่น
slit	ร่อง
sliver	เศษไม้
slob	ความสกปรก
slobber	น้ำลาย
slogan	คำขวัญ
sloop	สลุบ
slop	NO TRANSLATION
slope	ลาด
sloppy	เลอะเทอะ
slot	สล็อต
sloth	ความเฉื่อยชา
slouch	เรื่องเหลวไหล
slough	คราบ
slow	ช้า
slowly	ช้า
slowness	ความช้า
sludge	ตะกอน
slug	กระสุน
slugger	Slugger
sluggish	อืด
sluice	ประตูน้ำ
slum	สลัม
slumber	การนอนหลับ
slump	ตกต่ำ
slur	ร้องทอดเสียง
slurp	Slurp
slush	โคลน
slut	ดอกทอง
slutty	มักมากในกาม
sly	เขี้ยวลากดิน
smack	ตี
small	เล็ก
smaller	ที่มีขนาดเล็ก
smallest	น้อยที่สุด
smallpox	ไข้ทรพิษ
smart	ฉลาด
smartass	เจ้าเลห์
smarten	เปรื่อง
smarty	Smarty
smash	ชน
smashed	ซึ่งได้ถูกทุบ
smattering	ความรู้งูๆปลาๆ
smear	ละเลง
smell	กลิ่น
smelling	การดม
smelly	เหม็น
smelt	หลอมเหลว
smidgen	smidgen
smile	ยิ้ม
smiled	ยิ้ม
smiles	รอยยิ้ม
smiley	ยิ้ม
smiling	ที่ยิ้ม
smirk	ย้ิมเย้ย
smite	ตบอย่างแรง
smith	ช่างเหล็ก
smithereens	smithereens
smitten	ที่ได้ตีอย่างแรง
smock	เสื้อคลุมกันเปื้อนสำหรับทำงาน
smog	ควันหมอก
smoke	ควัน
smoker	ผู้สูบบุหรี่
smokey	สโมคกี้
smoking	ที่สูบบุหรี่
smoky	มีควันคลุ้ง
smoldering	ระอุ
smooch	จูบ
smooth	เรียบ
smoothie	ปั่น
smoothly	อย่างราบรื่น
smoothness	เรียบเนียน
smother	ปกปิด
smudge	รอยเปื้อน
smug	พอใจในตัวเอง
smuggle	ลักลอบ
smuggler	ผู้ลักลอบ
smuggling	การลักลอบนำเข้า
smut	เขม่า
snack	ขนมขบเคี้ยว
snacks	อาหารว่าง
snafu	snafu
snag	อุปสรรค์
snags	อุปสรรค
snail	หอยทาก
snake	งู
snakes	งู
snakeskin	งู
snap	ตะครุบ
snapper	ปลากะพง
snappy	เร็ว
snapshot	ภาพรวม
snare	บ่วง
snarl	คำราม
snarling	แยกเขี้ยว
snatch	ฉก
snatcher	ร่าน
snazzy	โก๋
sneak	แอบดู
sneaker	รองเท้าผ้าใบ
sneakers	รองเท้าผ้าใบ
sneaking	ด้อม
sneaky	ส่อเสียด
sneer	เยาะเย้ย
sneeze	จาม
sneezing	จาม
snicker	ขำ
snide	เยาะเย้ย
sniff	สูดอากาศ
snip	บุคคลที่ไม่สำคัญ
snipe	นกปากซ่อม
sniper	นกปากซ่อม
snippet	เศษเล็กเศษน้อย
snippy	snippy
snitch	snitch
snob	คนเสแสร้ง
snoop	สอดแนม
snoopy	ด้อม
snooty	วางมาด
snooze	การงีบหลับ
snore	กรน
snorkel	แว่นตาดำน้ำ
snort	การดื่มอย่างรวดเร็ว
snot	น้ำมูก
snotty	เลวทราม
snout	พวย
snow	หิมะ
snowball	ก้อนหิมะ
snowboard	สโนว์บอร์ด
snowboarder	สโนว์บอร์ด
snowday	วันหิมะตก
snowfall	ปริมาณหิมะ
snowflake	เกล็ดหิมะ
snowing	หิมะตก
snowmageddon	Snowmageddon
snowman	มนุษย์หิมะ
snowplow	เครื่องกวาดหิมะ
snowstorm	พายุหิมะ
snowy	เต็มไปด้วยหิมะ
snub	ดูแคลน
snubbed	ปฏิเสธ
snuff	กลิ่น
snug	อบอุ่น
snuggle	คลอเคลีย
snuggled	ซุก
snuggles	snuggles
snuggling	snuggling
soak	แช่
soaked	ชุ่มชื้น
soaking	การแช่
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	สบู่
soapbox	แท่นสำหรับนักพูดบนถนน
soapy	ลื่น
soar	ทะยาน
soaring	ที่ทะยาน
sob	NO TRANSLATION
sober	เงียบขรึม
soblessed	NO TRANSLATION
sobriety	ความสุขุม
soc	SOC
soccer	ฟุตบอล
sociable	เป็นกันเอง
social	สังคม
socialanxiety	NO TRANSLATION
socialism	สังคมนิยม
socialist	นักสังคมนิยม
socialite	สังคม
socialize	เข้าสังคม
society	สังคม
sociology	สังคมวิทยา
sociopath	ต่อต้านสังคม
sock	ถุงเท้า
socket	เบ้า
sod	ตฤณมัย
soda	โซดา
soda/pop	โซดา / ป๊อป
sodding	sodding
sodium	โซเดียม
sofa	โซฟา
soft	อ่อนนุ่ม
softball	ซอฟท์บอล
soften	ทำให้นิ่ม
softener	น้ำยาปรับ
softening	การทำให้อ่อนลง
softly	แผ่วเบา
softness	ความนุ่มนวล
software	ซอฟต์แวร์
soggy	เปียก
sohappy	มีความสุขมาก
soil	ดิน
soiled	เลอะ
soiree	soiree
sojourn	การพักแรม
solace	การปลอบใจ
solar	แสงอาทิตย์
solarium	อาบแดด
solder	ประสาน
soldering	การประสาน
soldier	ทหาร
sole	เพียงผู้เดียว
solemn	เคร่งขรึม
solicit	เรียกร้อง
solicitation	การชักชวน
solicitor	หมอกฎหมาย
solid	ของแข็ง
solidarity	ความเป็นน้ำหนึ่งใจเดียวกัน
solidification	การรวมกันแน่น
solidified	ผลึก
solidify	แข็ง
solidity	ความแข็งแรง
solitaire	เล่นไพ่คนเดียว
solitary	โดดเดี่ยว
solitude	ความสันโดษ
solo	เดียว
solubility	สามารถในการละลาย
soluble	ละลายน้ำได้
solucky	NO TRANSLATION
solution	วิธีการแก้
solve	แก้
solvency	ความสามารถละลาย
solvent	ตัวทำละลาย
somad	NO TRANSLATION
somatic	ร่างกาย
somber	เศร้าหมอง
some anticipation	ความคาดหวังบางอย่าง
some disgust	รังเกียจ
some surprise	ความประหลาดใจบางอย่าง
some trust	ความไว้วางใจบาง
somersault	ตีลังกา
somethingigetalot	NO TRANSLATION
somewhat negative	ค่อนข้างลบ
somewhat positive	ค่อนข้างบวก
somuchtodo	NO TRANSLATION
son	บุตรชาย
sonar	โซนาร์
sonata	บทเพลงเข้าเปียโน
sonervous	NO TRANSLATION
song	เพลง
songwriter	นักแต่งเพลง
sonic	เกี่ยวกับเสียง
sonice	NO TRANSLATION
sonnet	โคลง
sonorous	ดังสนั่น
soot	เขม่าดำ
soothe	ปลอบประโลม
soothing	ชดช้อย
sophisticated	ซับซ้อน
sophistication	ความซับซ้อน
sophomore	นักเรียนปีที่สอง
sopissed	NO TRANSLATION
soppy	ชุ่ม
soprano	นักร้องเสียงโซปราโน
sorcerer	หมอผี
sorcery	เวทมนตร์
sordid	ต่ำต้อย
sore	เจ็บ
soready	soready
sorely	อย่างมาก
soreness	ความรุนแรง
sorghum	ข้าวฟ่าง
sorority	ชมรม
sorrow	ความเศร้าโศก
sorrowful	ทุกข์ใจ
sorry	ขอโทษ
sort	ประเภท
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	การเรียงลำดับ
sos	NO TRANSLATION
soscared	soscared
soscary	น่ากลัวมาก
soslow	ช้ามาก
sostressed	NO TRANSLATION
sosweet	NO TRANSLATION
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	จิตวิญญาณ
soulful	ดูดดื่ม
soulless	อนัตตา
soulmate	เนื้อคู่
sound	เสียง
sounding	การทำให้เกิดเสียง
soundness	ความแข็งแรง
soundproof	ทำให้กันเสียง
soundtrack	ร่องเสียง
soup	ซุป
sour	เปรี้ยว
source	แหล่ง
sourpuss	ผู้ที่มีอารมณ์ขุ่นเคือง
south	ทางทิศใต้
southbound	จักรยาน
southeast	ทิศตะวันออกเฉียงใต้
southern	ทางใต้
southpaw	ซ้าย
southwest	ทิศตะวันตกเฉียงใต้
souvenir	ของที่ระลึก
sovereign	กษัตริย์
sovereignty	อธิปไตย
soviet	สหภาพโซเวียต
sow	หว่าน
soy	ถั่วเหลือง
soy sauce	ซีอิ๊ว
soybean	ถั่วเหลือง
spa	สปา
space	ช่องว่าง
spacecraft	ยานอวกาศ
spaceman	นักบินอวกาศ
spaceship	ยานอวกาศ
spacing	การเว้นวรรค
spacious	กว้างขวาง
spade	จอบ
spaghetti	อาหารอิตาลีเส้นยาว
spam	สแปม
spammers	สแปมเมอร์
span	NO TRANSLATION
spandex	แปนเด็กซ์
spaniel	คนขี้ประจบ
spank	ตบ
spanking	ที่ตบ
spar	เสากระโดงเรือ
spare	สำรอง
spareribs	ซี่โครง
sparingly	เท่าที่จำเป็น
spark	จุดประกาย
sparkle	ประกายไฟ
sparkling	ที่เป็นประกาย
sparkly	ใสกิ๊ง
sparring	เสากระโดงเรือ
sparrow	กระจอก
sparse	เบาบาง
spasm	กล้ามเนื้อกระตุก
spastic	เกี่ยวกับอาการกระตุก
spat	ทะเลาะวิวาทกัน
spatial	เกี่ยวกับอวกาศ
spatter	โปรยลงมา
spatula	ไม้พาย
spawn	วางไข่
spaz	สปาซ
speak	พูด
speakeasy	สถานที่ขายเหล้าที่ผิดกฎหมาย
speaker	ผู้พูด
speakerphone	สปีกเกอร์โฟน
speaking	การพูด
spear	หอก
spec	ข้อมูลจำเพาะ
special	พิเศษ
specialist	ผู้เชี่ยวชาญ
speciality	ชนิดพิเศษ
specialize	NO TRANSLATION
specially	พิเศษ
specialty	ชนิดพิเศษ
specie	NO TRANSLATION
species	สายพันธุ์
specific	โดยเฉพาะ
specification	สเปค
specify	ระบุ
specimen	ตัวอย่าง
speck	จุด
speckled	กระดำกระด่าง
specs	รายละเอียด
spectacle	ปรากฏการณ์
spectacles	แว่นตา
spectacular	น่าตื่นเต้น
spectator	ผู้ชม
specter	สาง
spectral	เป็นเงา
spectrometer	สเปกโตรมิเตอร์
spectrophotometer	spectrophotometer
spectroscopy	สเปกโทรสโก
spectrum	คลื่นความถี่
speculate	คาดเดา
speculation	การเก็งกำไร
speculative	เกี่ยวกับการพิจารณา
speculum	ถ่าง
speech	การพูด
speechless	เงียบ
speed	ความเร็ว
speedboat	เรือกลเร็ว
speedily	รวดเร็ว
speeding	การเร่ง
speedometer	เครื่องวัดความเร็ว
speedway	ถนนแข่งรถยนต์
speedy	รวดเร็ว
spell	สะกด
spellbound	เคลิบเคลิ้ม
spelling	การสะกดคำ
spencer	สเปนเซอร์
spend	ใช้จ่าย
spender	อะไรต่อมิอะไร
spending	การใช้จ่าย
spent	การใช้จ่าย
sperm	สเปิร์ม
spew	คาย
sphere	รูปทรงกลม
spherical	เป็นทรงกลม
sphincter	กล้ามเนื้อหูรูด
sphinx	บุคคลลึกลับ
spic	SPIC
spice	เครื่องเทศ
spicy	รสจัด
spider	แมงมุม
spiders	แมงมุม
spiffy	เรียบร้อย
spigot	หัวจุก
spike	ขัดขวาง
spiked	ที่ได้ถูกแทง
spiky	แหลมคม
spill	หก
spillin	NO TRANSLATION
spin	ปั่น
spinach	ผักขม
spinal	เกี่ยวกับกระดูกสันหลัง
spindle	แกนหมุน
spine	กระดูกสันหลัง
spineless	ใจเสาะ
spinner	เครื่องปั่นด้าย
spinning	การปั่นด้าย
spinster	เทื้อ
spiny	แหลม
spiral	เกลียว
spire	หน่อ
spirit	วิญญาณ
spirited	มีชีวิตชีวา
spirits	สุรา
spiritual	มโนมัย
spirituality	จิตวิญญาณ
spit	น้ำลาย
spite	ทั้งๆ
spiteful	อาฆาตแค้น
spitfire	ต้องเปิด
spittoon	ปากแตร
splash	สาด
splat	แผ่นไม้
splatter	สาดน้ำ
spleen	ม้าม
splendid	โอ่โถง
splendor	ความงดงาม
splice	ประกบกัน
spline	เส้นโค้ง
splint	เข้าเฝือก
splinter	สะเก็ด
split	แยก
splitting	รุนแรง
splurge	splurge
spoil	เสีย
spoiler	ผู้ทำให้เสื่อมเสีย
spoiling	การแย่ง
spoils	ริบ
spoke	พูด
spoken	พูด
spokesman	โฆษก
spokesperson	โฆษก
sponge	ฟองน้ำ
spongy	เป็นรูพรุน
sponsor	สปอนเซอร์
sponsorship	การประกัน
spontaneity	ความเป็นธรรมชาติ
spontaneous	โดยธรรมชาติ
spoof	หลอก
spook	สาง
spooky	น่ากลัว
spool	ระวิง
spoon	ช้อน
spoonful	หนึ่งช้อนเต็ม
sporadic	ประปราย
spore	สปอร์
sport	กีฬา
sporting	ใจถึง
sports	กีฬา
sports car	รถสปอร์ต
sportsman	นักกีฬา
sportsmanship	น้ำใจนักกีฬา
sportswriter	sportswriter
sporty	สวยงาม
spot	จุด
spotless	สะอาดสะอ้าน
spotlight	ไฟฉายสว่างจ้า
spotted	ด่าง
spotter	นักสืบ
spotty	เป็นจุด ๆ
spousal	พิธีวิวาห์
spouse	คู่สมรส
spout	พวย
sprain	แพลง
sprawl	แผ่กิ่งก้านสาขา
spray	สเปรย์
spread	กระจาย
spreader	กระจาย
spree	ความสนุกสนาน
spring	ฤดูใบไม้ผลิ
springtime	ฤดูใบไม้ผลิ
sprinkle	โรย
sprinkler	เครื่องฉีด
sprinkling	การโรย
sprint	วิ่ง
sprite	เทพดา
sprout	ต้นกล้า
spruce	เรียบร้อย
spud	มันฝรั่ง
spunk	ความกล้าหาญ
spunky	กล้าหาญ
spur	เดือย
spurious	ปลอม
spurred	ที่ได้ดันออก
spurt	ปะทุ
spy	สอดแนม
squabble	ทะเลาะกัน
squad	ทีม
squadron	กองทหาร
squall	พายุ
squamous	squamous
squander	ใช้จ่ายสุรุ่ยสุร่าย
square	สี่เหลี่ยม
squash	สควอช
squat	หมอบ
squatter	ผู้ตั้งถิ่นฐานในที่สาธารณะ
squaw	หญิงอินเดียแดงในทวีปอเมริกา
squawk	บ่น
squeak	รับสารภาพ
squeaky	ส่งเสียงดังเอี้ย
squeal	ซัดทอด
squealer	วีลเลอร์
squeamish	คลื่นไส้
squeeze	บีบ
squeezing	แรงดัน
squelch	squelch
squid	ปลาหมึก
squint	เหล่
squire	ตุลาการ
squirm	ดิ้น
squirrel	กระรอก
squirt	พ่น
squish	Squish
squishy	นุ่ม
stab	แทง
stabbed	แทง
stability	ความมั่นคง
stabilize	ทำให้มีเสถียรภาพ
stabilizer	โคลง
stable	มีเสถียรภาพ
staccato	ไม่ต่อเนื่อง
stack	กอง
stadium	สนามกีฬา
staff	บุคลากร
stag	ยอง
stage	เวที
stagecoach	รภม้าโดยสาร
stagehand	ชนะคดี
stagger	ซวนเซ
staggering	ที่ตุปัดตุเป๋
stagnant	ซบเซา
stagnation	ความเมื่อยล้า
staid	สุขุม
stain	คราบ
stained	เลอะ
stainless	สแตนเลส
stair	บันได
staircase	บันได
stairs	บันได
stairway	บันได
stairwell	ปล่องบันได
stake	เดิมพัน
stakeout	ซุ่มดู
stale	ค้าง
stalemate	ทำให้จนมุม
stalk	ก้าน
stalker	ยกร่าง
stall	แผงลอย
stallion	ม้าตัวผู้
stalls	คอกม้า
stalwart	กำยำ
stamina	ความแข็งแกร่ง
stamp	ประทับ
stampede	แตกตื่น
stance	ท่าทาง
stand	ยืน
standard	มาตรฐาน
standardize	วางมาตรฐาน
standardized	มาตรฐาน
standby	รอ
standing	จุดยืน
standoff	ขัดแย้ง
standpoint	จุดยืน
standstill	การนิ่งเฉย
standup	ยืนขึ้น
stanza	ฉันท์
staph	สมบรูณ์
staple	แก่น
stapler	เครื่องเย็บกระดาษ
star	ดาว
star fruit	มะเฟือง
starboard	กราบขวาเรือ
starch	แป้ง
stardom	การเป็นดารา
stardust	ละอองดาว
stare	จ้อง
starfish	ปลาดาว
stargazing	ดูดาว
staring	ที่จ้องมอง
stark	สิ้นเชิง
starlet	ดาราหน้าใหม่
starlight	แสงดาว
starling	นกเล็กชนิดหนึ่ง
starry	แจ่มจรัส
stars	ดาว
starship	เอ็นเตอร์ไพรส์
