Word	lo
simultaneously	ພ້ອມດຽວກັນ
sin	NO TRANSLATION
sincere	ຈິງໃຈ
sincerity	ຄວາມຈິງໃຈ
sinful	ບາບ
sing	sing
singer	ນັກຮ້ອງ
singing	singing
single	ດຽວ
singly	singly
singular	singular
singularity	singularity
singularly	singularly
sinister	sinister
sink	sink
sinker	sinker
sinking	sinking
sinner	ຄົນບາບ
sinning	sinning
sinus	sinus
sip	sip
siphon	siphon
sipping	sipping
sir	ນາຍ
sire	sire
siren	siren
sirloin	sirloin
sissy	sissy
sister	ນ້ອງສາວ
sisterhood	ເອື້ອຍນ້ອງ
sit	ນັ່ງ
sitcom	sitcom
site	site
sith	sith
sitter	sitter
sitting	ນັ່ງຢູ່
situate	situate
situated	ຕັ້ງຢູ່
situation	ສະຖານະການ
six	ຫົກ
sixpence	sixpence
sixteen	ສິບຫົກ
sixth	ຫົກ
sixty	sixty
sizable	sizable
size	ຂະຫນາດ
sizzle	sizzle
ska	NO TRANSLATION
skate	skate
skateboard	skateboard
skater	skater
skating	skating
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	skeletal
skeleton	skeleton
skeptic	skeptic
skeptical	ບໍ່ຄ່ອຍເຊື່ອງ່າຍໆ
skepticism	ຄວາມຢ້ານກົວ
sketch	sketch
sketching	sketching
sketchy	sketchy
skewed	skewed
skewer	skewer
ski	ski
skid	skid
skier	skier
skiff	skiff
skiing	skiing
skijump	NO TRANSLATION
skill	ທັກສະ
skilled	ຊໍານິຊໍານານ
skillet	skillet
skillful	skillful
skim	skim
skimpy	skimpy
skin	ຜິວຫນັງ
skinny	skinny
skip	ຂ້າມ
skipper	skipper
skirmish	skirmish
skirt	skirt
skirting	skirting
skirts	skirts
skit	skit
skittish	skittish
skull	skull
skunk	skunk
sky	ຟ້າ
skylight	skylight
skyline	skyline
skyscraper	skyscraper
slab	slab
slack	slack
slag	slag
slam	slam
slammer	slammer
slander	ການກ່າວໂທດ
slanderous	ປະລະເສີນ
slang	slang
slant	slant
slap	slap
slash	slash
slashes	slashes
slate	slate
slates	slates
slaughter	ການຂ້າສັດ
slaughterhouse	slaughterhouse
slaughtering	ການຂ້າສັດ
slave	ຂ້າທາດ
slavery	ຂ້າທາດ
slay	slay
slayer	slayer
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	sledding
sledge	sledge
sledgehammer	sledgehammer
sleek	ເງົາງາມ
sleep	ນອນ
sleeper	ນອນຫລັບ
sleeping	ນອນຢູ່
sleepless	ບໍ່ນອນ
sleeplessness	sleeplessness
sleepover	sleepover
sleepy	ນອນຫລັບ
sleepyhead	sleepyhead
sleet	ຝົນຕົກ
sleeve	ແຂນ
sleeveless	sleeveless
sleigh	sleigh
sleight	sleight
slender	ຮູບ​ຮ່າງ​ຮຽວ​ຍາວ
sleuth	sleuth
slice	slice
slick	slick
slicker	slicker
slide	slide
slider	slider
sliding	ເລື່ອນ
slight	ເລັກນ້ອຍ
slight anticipation	ຄວາມຄາດຫວັງເລັກນ້ອຍ
slight disgust	ເລັກນ້ອຍ disgust
slight surprise	ແປກໃຈເລັກນ້ອຍ
slight trust	ຄວາມເຊື່ອຫມັ້ນເລັກນ້ອຍ
slightly	ເລັກນ້ອຍ
slightly negative	ເລັກນ້ອຍໃນທາງລົບ
slightly positive	ເລັກນ້ອຍໃນທາງບວກ
slim	ບາງ
slime	slime
slimy	slimy
sling	sling
slingshot	slingshot
slink	slink
slinky	slinky
slip	ລ້າໆ
slipper	ເກີບແຕະ
slippers	ເກີບແຕະ
slippery	ລ້າວ
slit	slit
sliver	sliver
slob	slob
slobber	slobber
slogan	slogan
sloop	sloop
slop	NO TRANSLATION
slope	ເປີ້ນພູ
sloppy	ບ້າໆ
slot	slot
sloth	sloth
slouch	slouch
slough	slough
slow	ຊ້າ
slowly	ຊ້າ
slowness	ຊ້າ
sludge	sludge
slug	slug
slugger	slugger
sluggish	ຕື່ນເຕັ້ນ
sluice	sluice
slum	slum
slumber	ນອນຫລັບ
slump	ຫຼຸດລົງ
slur	slur
slurp	slurp
slush	slush
slut	slut
slutty	slutty
sly	sly
smack	smack
small	ຂະຫນາດນ້ອຍ
smaller	ນ້ອຍກວ່າ
smallest	ນ້ອຍທີ່ສຸດ
smallpox	ໂຣກຫມາກພ້າວ
smart	smart
smartass	smartass
smarten	smarten
smarty	smarty
smash	ເກມຕີໃຫ້ແຕກ
smashed	ຂີ້ເຫຍື້ອ
smattering	smattering
smear	smear
smell	ກິ່ນຫອມ
smelling	smelling
smelly	ມີກິ່ນຫອມ
smelt	smelt
smidgen	smidgen
smile	smile
smiled	ຍິ້ມ
smiles	ຍິ້ມ
smiley	smiley
smiling	smiling
smirk	smirk
smite	smite
smith	smith
smithereens	smithereens
smitten	smitten
smock	smock
smog	smog
smoke	ຄວັນຢາສູບ
smoker	ສູບບຸຫລີ່
smokey	smokey
smoking	ການສູບຢາ
smoky	smoky
smoldering	smoldering
smooch	smooch
smooth	ລຽບງ່າຍ
smoothie	smoothie
smoothly	smoothly
smoothness	smoothness
smother	smother
smudge	smudge
smug	smug
smuggle	smuggle
smuggler	smuggler
smuggling	smuggling
smut	smut
snack	ອາຫານຫວ່າງ
snacks	ອາຫານຫວ່າງ
snafu	snafu
snag	snag
snags	snags
snail	snail
snake	ງູ
snakes	ງູ
snakeskin	snakeskin
snap	snap
snapper	snapper
snappy	snappy
snapshot	snapshot
snare	snare
snarl	snarl
snarling	snarling
snatch	snatch
snatcher	snatcher
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	sneakers
sneaking	sneaking
sneaky	sneaky
sneer	sneer
sneeze	sneeze
sneezing	sneezing
snicker	snicker
snide	snide
sniff	sniff
snip	snip
snipe	snipe
sniper	sniper
snippet	snippet
snippy	snippy
snitch	snitch
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	snooze
snore	snore
snorkel	snorkel
snort	snort
snot	snot
snotty	snotty
snout	ງູ
snow	ຫິມະ
snowball	snowball
snowboard	snowboard
snowboarder	snowboarder
snowday	snowday
snowfall	snowfall
snowflake	snowflake
snowing	snowing
snowmageddon	snowmageddon
snowman	snowman
snowplow	snowplow
snowstorm	snowstorm
snowy	ຫິມະ
snub	snub
snubbed	snubbed
snuff	snuff
snug	snug
snuggle	snuggle
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	ແຊ່ນ້ໍາ
soaked	ແຊ່ນ້ໍາ
soaking	ການຕົ້ມ
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	ສະບູ່
soapbox	soapbox
soapy	soapy
soar	ດຶງດູດ
soaring	ເພີ່ມຂຶ້ນ
sob	NO TRANSLATION
sober	sober
soblessed	NO TRANSLATION
sobriety	sobriety
soc	soc
soccer	soccer
sociable	ເປັນມິດ
social	ສັງຄົມ
socialanxiety	NO TRANSLATION
socialism	ສັງຄົມນິຍົມ
socialist	ສັງຄົມນິຍົມ
socialite	socialite
socialize	ສັງຄົມ
society	ສັງຄົມ
sociology	sociology
sociopath	sociopath
sock	sock
socket	socket
sod	sod
soda	ໂຊດາ
soda/pop	soda / pop
sodding	sodding
sodium	sodium
sofa	sofa
soft	ອ່ອນໆ
softball	softball
soften	ອ່ອນລົງ
softener	softener
softening	softening
softly	ອ່ອນໆ
softness	softness
software	ຊອບແວ
soggy	soggy
sohappy	ມີ​ຄວາມ​ສຸກ​ຫລາຍ
soil	ດິນ
soiled	ຂີ້ດິນ
soiree	soiree
sojourn	sojourn
solace	ຄວາມປອດໄພ
solar	ແສງຕາເວັນ
solarium	solarium
solder	solder
soldering	ການເຊື່ອມໂລຫະ
soldier	soldier
sole	sole
solemn	solemn
solicit	solicit
solicitation	ການຊັກຊວນ
solicitor	solicitor
solid	ແຂໍງ
solidarity	ຄວາມສາມັກຄີ
solidification	solidification
solidified	solidified
solidify	solidify
solidity	ຄວາມແຂງແຮງ
solitaire	solitaire
solitary	solitary
solitude	solitude
solo	solo
solubility	ຄວາມຍືດຫຍຸ່ນ
soluble	soluble
solucky	ໂຊກດີ
solution	solution
solve	ແກ້ໄຂ
solvency	ການຊໍາລະເງິນ
solvent	solvent
somad	NO TRANSLATION
somatic	somatic
somber	somber
some anticipation	ບາງຄາດຫມາຍ
some disgust	ບາງຄົນກຽດຊັງ
some surprise	ບາງຄົນແປກໃຈ
some trust	ບາງຄວາມເຊື່ອຖື
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	ບາງສິ່ງບາງຢ່າງລົບກວນ
somewhat positive	ບາງສິ່ງບາງຢ່າງໃນທາງບວກ
somuchtodo	NO TRANSLATION
son	son
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	song
songwriter	songwriter
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	soot
soothe	ສະຫງົບ
soothing	soothi ​​ng
sophisticated	sophisticated
sophistication	sophistication
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	sorcerer
sorcery	sorcery
sordid	sordid
sore	ເຈັບປວດ
soready	soready
sorely	ຢ່າງເຈັບປວດ
soreness	ຄວາມເຈັບປວດ
sorghum	sorghum
sorority	sorority
sorrow	ຄວາມໂສກເສົ້າ
sorrowful	ໂສກເສົ້າ
sorry	ຂໍ​ໂທດ
sort	ຈັດຮຽງ
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	ການຄັດເລືອກ
sos	NO TRANSLATION
soscared	soscared
soscary	soscary
soslow	soslow
sostressed	NO TRANSLATION
sosweet	ຫວານ​ຫຼາຍ
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	ຈິດວິນຍານ
soulful	ຈິດວິນຍານ
soulless	soulless
soulmate	soulmate
sound	ສຽງ
sounding	sounding
soundness	ຄວາມສະອາດ
soundproof	soundproof
soundtrack	soundtrack
soup	ແກງ
sour	ສົ້ມ
source	ແຫຼ່ງຂໍ້ມູນ
sourpuss	sourpuss
south	ພາກໃຕ້
southbound	southbound
southeast	ພາກໃຕ້
southern	ພາກໃຕ້
southpaw	southpaw
southwest	ທິດຕາເວັນຕົກ
souvenir	ຫັດຖະກໍາ
sovereign	sovereign
sovereignty	ອະທິປະໄຕ
soviet	soviet
sow	sow
soy	soy
soy sauce	ຊື່​ອິ່ວ
soybean	soybean
spa	ສະປາ
space	space
spacecraft	spacecraft
spaceman	spaceman
spaceship	spaceship
spacing	ຊ່ອງຫວ່າງ
spacious	ກວ້າງຂວາງ
spade	spade
spaghetti	spaghetti
spam	spam
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	spar
spare	spare
spareribs	spare spare
sparingly	ພຽງເລັກນ້ອຍ
spark	spark
sparkle	ປາດສະຈາກ
sparkling	sparkling
sparkly	sparkly
sparring	sparring
sparrow	sparrow
sparse	ບໍ່ສະບາຍ
spasm	spasm
spastic	spastic
spat	spat
spatial	spatial
spatter	spatter
spatula	spatula
spawn	ປາສະຫຼາມ
spaz	spaz
speak	ເວົ້າ
speakeasy	speakeasy
speaker	ລໍາໂພງ
speakerphone	speakerphone
speaking	ການເວົ້າ
spear	spear
spec	spec
special	ພິເສດ
specialist	ຜູ້ຊ່ຽວຊານ
speciality	ພິເສດ
specialize	NO TRANSLATION
specially	ໂດຍສະເພາະ
specialty	ພິເສດ
specie	NO TRANSLATION
species	ປະເພດສັດ
specific	ສະເພາະ
specification	ຂໍ້ກໍານົດ
specify	ລະບຸ
specimen	specimen
speck	ຈຸດພິເສດ
speckled	ຂົມຂື່ນ
specs	specs
spectacle	spectacle
spectacles	spectacles
spectacular	ຫນ້າປະທັບໃຈ
spectator	spectator
specter	specter
spectral	spectral
spectrometer	spectrometer
spectrophotometer	spectrophotometer
spectroscopy	spectroscopy
spectrum	spectrum
speculate	ຄາດຄະເນ
speculation	speculation
speculative	speculative
speculum	speculum
speech	ການປາກເວົ້າ
speechless	ເວົ້າບໍ່ໄດ້
speed	ຄວາມໄວ
speedboat	speedboat
speedily	ຢ່າງໄວວາ
speeding	speeding
speedometer	speedometer
speedway	speedway
speedy	ໄວ
spell	spell
spellbound	spellbound
spelling	ການສະກົດຄໍາ
spencer	spencer
spend	ໃຊ້ຈ່າຍ
spender	ຜູ້ຈ່າຍເງິນ
spending	ການໃຊ້ຈ່າຍ
spent	ໃຊ້ຈ່າຍ
sperm	sperm
spew	spew
sphere	sphere
spherical	spherical
sphincter	sphincter
sphinx	sphinx
spic	spic
spice	ເຄື່ອງເທດ
spicy	ເຜັດ
spider	ແມງ​ມຸມ
spiders	spiders
spiffy	spiffy
spigot	spigot
spike	spike
spiked	spiked
spiky	spiky
spill	spill
spillin	NO TRANSLATION
spin	spin
spinach	spinach
spinal	spinal
spindle	spindle
spine	ກະດູກສັນຫຼັງ
spineless	spineless
spinner	spinner
spinning	spinning
spinster	spinster
spiny	spiny
spiral	spiral
spire	spire
spirit	ນ​້​ໍ​າ​ໃຈ
spirited	ມີຊີວິດຊີວາ
spirits	ວິນຍານ
spiritual	ທາງວິນຍານ
spirituality	spirituality
spit	ຂີ້ເຫຍື້ອ
spite	ເຖິງວ່າຈະມີ
spiteful	ເປັນຕາຢ້ານ
spitfire	spitfire
spittoon	spittoon
splash	splash
splat	splat
splatter	splatter
spleen	spleen
splendid	splendid
splendor	splendor
splice	splice
spline	spline
splint	splint
splinter	splinter
split	ແບ່ງປັນ
splitting	ການແບ່ງປັນ
splurge	splurge
spoil	spoil
spoiler	spoiler
spoiling	spoiling
spoils	spoils
spoke	ໄດ້ເວົ້າ
spoken	ເວົ້າ
spokesman	ໂຄສົກ
spokesperson	spokesperson
sponge	sponge
spongy	spongy
sponsor	sponsor
sponsorship	sponsorship
spontaneity	spontaneity
spontaneous	spontaneous
spoof	spoof
spook	spook
spooky	spooky
spool	spool
spoon	ບ່ວງ
spoonful	ບ່ວງ
sporadic	sporadic
spore	spore
sport	ກິລາ
sporting	ກິລາ
sports	ກິລາ
sports car	ລົດກິລາ
sportsman	ນັກກິລາ
sportsmanship	sportmanship
sportswriter	sportswriter
sporty	ກິລາ
spot	ຈຸດ
spotless	ບໍ່ສະບາຍ
spotlight	ຈຸດເດັ່ນ
spotted	spotted
spotter	spotter
spotty	spotty
spousal	ຄູ່ສົມລົດ
spouse	ຄູ່ສົມລົດ
spout	spout
sprain	sprain
sprawl	sprawl
spray	spray
spread	ແຜ່ກະຈາຍ
spreader	spreader
spree	spree
spring	ພາກຮຽນ spring
springtime	springtime
sprinkle	sprinkle
sprinkler	sprinkler
sprinkling	sprinkling
sprint	sprint
sprite	sprite
sprout	ງອກ
spruce	spruce
spud	spud
spunk	spunk
spunky	spunky
spur	spur
spurious	spurious
spurred	spurred
spurt	spurt
spy	spy
squabble	squabble
squad	squad
squadron	squadron
squall	squall
squamous	squamous
squander	squander
square	ສີ່ຫລ່ຽມ
squash	squash
squat	squat
squatter	squatter
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	squeeze
squeezing	squeezing
squelch	squelch
squid	squid
squint	squint
squire	squire
squirm	squirm
squirrel	ກະຮອກ
squirt	squirt
squish	squish
squishy	squishy
stab	stab
stabbed	stabbed
stability	ຄວາມຫມັ້ນຄົງ
stabilize	ສະຖຽນລະພາບ
stabilizer	stabilizer
stable	ຫມັ້ນຄົງ
staccato	staccato
stack	stack
stadium	ສະຫນາມກິລາ
staff	ພະນັກງານ
stag	stag
stage	stage
stagecoach	stagecoach
stagehand	stagehand
stagger	stagger
staggering	staggering
stagnant	stagnant
stagnation	stagnation
staid	staid
stain	stain
stained	stained
stainless	stainless
stair	stair
staircase	staircase
stairs	stairs
stairway	stairway
stairwell	stairwell
stake	stake
stakeout	ຄະນະ
stale	stale
stalemate	stalemate
stalk	stalk
stalker	stalker
stall	stall
stallion	stallion
stalls	stalls
stalwart	stalwart
stamina	stamina
stamp	ແສດ
stampede	stampede
stance	stance
stand	ຢືນຢູ່
standard	ມາດຕະຖານ
standardize	standardize
standardized	ມາດຕະຖານ
standby	standby
standing	ຢືນຢູ່
standoff	standoff
standpoint	ມຸມເບິ່ງ
standstill	ຢຸດ
standup	ລຸກ​ຂຶ້ນ
stanza	stanza
staph	staph
staple	staple
stapler	stapler
star	star
star fruit	ຫມາກ​ເຟືອງ
starboard	starboard
starch	ທາດແປ້ງ
stardom	stardom
stardust	stardust
stare	stare
starfish	starfish
stargazing	stargazing
staring	staring
stark	stark
starlet	starlet
starlight	starlight
starling	ຕື່ນຕາຕື່ນໃຈ
starry	starry
stars	ດາວ
starship	starship
start	ເລີ່ມຕົ້ນ
starter	ເລີ່ມຕົ້ນ
startle	ຫນ້າຢ້ານ
startled	ຫນ້າຢ້ານ
startling	ຫນ້າຢ້ານ
starvation	starvation
starve	starve
starved	starved
starving	starving
stash	stash
stat	stat
state	state
stately	ຢ່າງຮຸນແຮງ
statement	statement
stateroom	stateroom
stateside	stateide
statesman	statesman
static	static
staticky	NO TRANSLATION
statics	statics
station	ສະຖານີ
stationary	stationary
stationery	stationery
statistic	ສະຖິຕິ
statistical	ສະຖິຕິ
statistician	statistician
stator	stator
statuary	statuary
statue	statue
statuette	statuette
stature	stature
status	ສະຖານະພາບ
statute	ກົດຫມາຍ
statutory	ຕາມກົດຫມາຍ
staunch	staunch
stave	stave
stay	ຢູ່
stayaway	NO TRANSLATION
stayed	ຢູ່
stays	ພັກຢູ່
stead	stead
steadfast	ຫມັ້ນຄົງ
steady	ສະຫມໍ່າສະເຫມີ
steak	steak
steakhouse	steakhouse
steal	ລັກ
stealing	stealing
stealth	stealth
stealthily	ລ້າໆ
stealthy	stealthy
steam	ໄອນ້ໍາ
steamboat	steamboat
steamer	steamer
steaming	steaming
steamroller	steamroller
steamship	steamship
steamy	ອາຍ
steel	ເຫລໍກ
steep	ຊັນ
steeple	steeple
steer	ຊີ້ນໍາ
steering	ການຊີ້ນໍາ
stellar	stellar
stem	ລໍາຕົ້ນ
stench	stench
stencil	stencil
stenographer	stenographer
step	ຂັ້ນຕອນ
stepdaughter	stepdaughter
stepfather	stepfather
stepmother	stepmother
steppe	steppe
steps	ຂັ້ນຕອນ
stepson	stepson
stereo	stereo
stereoscopic	stereoscopic
stereotype	stereotype
stereotyped	stereotyped
sterile	sterile
sterility	sterility
sterilize	sterilize
sterling	sterling
stern	stern
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	stew
steward	ນາຍຫນ້າ
stewardess	stewardess
stewardship	ການຄຸ້ມຄອງ
stfu	stfu
stick	ຕິດ
sticker	ກາຕູນ
sticking	sticking
stickler	stickler
stickup	stickup
sticky	ຫນຽວ
stiff	ແຂງ
stiffen	ແຂໍງແຮງ
stiffness	ຄວາມແຂງແຮງ
stifle	stifle
stifled	stifled
stifling	stifling
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	stillbirth
stillborn	stillborn
stillness	ຄວາມງຽບສະຫງົບ
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	stimulant
stimulate	ກະຕຸ້ນ
stimulating	ກະຕຸ້ນ
stimulation	ການກະຕຸ້ນ
stimulus	stimulus
sting	sting
stinger	stinger
stinging	stinging
stingy	stingy
stink	stink
stinker	stinker
stinking	stinking
stinky	stinky
stint	stint
stipend	ສະຫວັດດີ
stipulate	stipulate
stipulation	stipulation
stir	stir
stirring	stirring
stitch	stitch
stitching	stitching
stock	stock
stockade	stockade
stockbroker	stockbroker
stockholder	ຜູ້ຖືຫຸ້ນ
stocking	stocking
stockings	stockings
stockpile	stockpile
stockroom	stockroom
stocks	stocks
stoic	stoic
stole	stole
stolen	ຖືກລັກ
stomach	ທ້ອງ
stomachache	ເຈັບ​ທ້ອງ
stomp	stomp
stomped	stomped
stone	ຫິນ
stoned	stoned
stonewall	stonewall
stoneware	ແກ້ວປະເສີດ
stony	stony
stooge	stooge
stool	ອາຈົມ
stools	ອາຈົມ
stoop	stoop
stoopid	stoopid
stop	ຢຸດ
stopover	stopover
stoppage	stoppage
stopper	stopper
stopping	ການຢຸດເຊົາ
stopwatch	stopwatch
storage	ການເກັບຮັກສາ
store	store
storefront	storefront
storehouse	storehouse
storeroom	storeroom
storing	ການເກັບຮັກສາ
storm	ພະຍຸ
storming	storming
stormy	ລະດູຝົນ
story	ເລື່ອງ
storybook	storybook
storyteller	storyteller
storytelling	storytelling
stound	stound
stout	stout
stove	stove
stow	stow
stowaway	stowaway
straddle	straddle
straight	ກົງ
straighten	straighten
straightforward	straightforward
straightway	straightway
strain	strain
strained	strained
strait	strait
straitjacket	straitjacket
straits	straits
strand	strand
stranded	ຫ່າງກັນ
strange	strange
stranger	stranger
strangle	strangle
strangulation	strangulation
strap	ສາຍແຂນ
strapless	strapless
strapping	ການກັງວົນ
strata	strata
strategic	ຍຸດທະສາດ
strategist	strategist
strategy	ກົນລະຍຸດ
stratification	stratification
stratosphere	stratosphere
stratum	ຊັ້ນ
stratus	stratus
straw	ເຟືອງ
strawberry	strawberry
stray	stray
streak	streak
streaked	streaked
stream	stream
streamer	streamer
streaming	streaming
streamline	streamline
street	ຖະຫນົນ
streetcar	streetcar
streetlight	streetlight
strength	ຄວາມເຂັ້ມແຂງ
strengthen	ເສີມສ້າງ
strengthening	ການເສີມສ້າງ
strenuous	ແຂໍງແຮງ
strep	strep
stress	ຄວາມກົດດັນ
stressed	ເນັ້ນຫນັກໃສ່
stresses	stresses
stressfree	NO TRANSLATION
stressful	ຄວາມກົດດັນ
stressin	NO TRANSLATION
stressing	ເນັ້ນຫນັກໃສ່
stressrelief	NO TRANSLATION
stretch	stretch
stretcher	stretcher
stricken	stricken
strict	ຢ່າງເຄັ່ງຄັດ
stride	ກ້າວຫນ້າ
strife	strife
strike	ປະທ້ວງ
strikeout	strikeout
striker	striker
striking	striking
strikingly	strikingly
string	string
strings	strings
stringy	stringy
strip	ລອກລອກ
stripe	stripe
striped	ລອກເອົາ
stripped	ດຶງອອກ
stripper	stripper
striptease	striptease
strive	ພະຍາຍາມ
strobe	strobe
stroke	stroke
stroll	stroll
stroller	stroller
strolling	strolling
strong	ເຂັ້ມແຂງ
stronghold	stronghold
strongly	ຢ່າງແຂງແຮງ
structural	ໂຄງສ້າງ
structure	ໂຄງສ້າງ
strudel	strudel
struggle	ການຕໍ່ສູ້
strut	strut
stub	stub
stubbed	stubbed
stubble	stubble
stubborn	stubborn
stubbornness	stubbornness
stubby	stubby
stucco	stucco
stuck	stuck
stuckup	NO TRANSLATION
stud	stud
studded	studded
student	ນັກ​ຮຽນ
studied	ໄດ້ສຶກສາ
studio	studio
study	ການສຶກສາ
stuff	stuff
stuffed animal	stuffed animal
stuffing	stuffing
stuffy	stuffy
stumble	stumble
stump	stump
stumped	stumped
stun	stun
stunned	stunned
stunner	stunner
stunning	stunning
stunt	stunt
stunted	stunted
stuntman	stuntman
stupefaction	stupefaction
stupefy	stupefy
stupendous	stupendous
stupid	stupid
stupidity	stupidity
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	ເຂັ້ມແຂງ
sturgeon	sturgeon
stutter	stutter
sty	sty
style	style
styling	styling
stylish	stylish
stylist	stylist
suave	ຫວັ່ນໄຫວ
sub	sub
subatomic	subatomic
subcommittee	subcommittee
subconscious	subconscious
subcutaneous	subcutaneous
subdivide	subdivide
subdivision	subdivision
subduction	subduction
subdue	subdue
subdued	subdued
subdural	subdural
subito	NO TRANSLATION
subject	ຫົວຂໍ້
subjected	ຖືກຕ້ອງ
subjection	subjection
subjective	subjective
subjugation	subjugation
sublet	subblet
sublevel	subblevel
sublimation	sublimation
sublime	sublime
subliminal	subliminal
submarine	submarine
submerge	submerge
submerged	ເຂັ້ມຂຸ້ນ
submersible	ການນໍາເຂົ້າ
submission	ການຍື່ນສະເຫນີ
submissive	ຍອມຮັບ
submit	ສົ່ງ
submitting	ການຍື່ນສະເຫນີ
subordinate	subordinate
subordination	subordination
subplot	subplot
subpoena	subpoena
subscribe	ລົງທະບຽນ
subscriber	subscriber
subscription	ການຈອງ
subsequence	subsequence
subsequent	ຕໍ່ມາ
subsequently	ຕໍ່ມາ
subservient	subservient
subset	subset
subside	subside
subsidence	subsidence
subsidiary	ບໍລິສັດຍ່ອຍ
subsidize	ສະຫນັບສະຫນູນ
subsidy	ເງິນອຸດຫນູນ
subsist	subsist
subsistence	ການຢູ່ລອດ
subsoil	subsoil
subspace	subspace
substance	ສານເສບຕິດ
substandard	ບໍ່ຖືກຕ້ອງ
substantial	ຢ່າງຫຼວງຫຼາຍ
substantially	ຢ່າງຫຼວງຫຼາຍ
substantiate	ຍືນຍັນ
substantive	substantive
substation	ທົດແທນ
substitute	ທົດແທນ
substituted	ແທນທີ່
substitution	ທົດແທນ
substructure	substructure
subterranean	subterranean
subtext	subtext
subtitle	subtitle
subtle	ສະຫລາດ
subtlety	ສະຫລາດ
subtract	ຫັກອອກ
subtraction	ການລົບ
subtype	subtype
suburb	ຊານເມືອງ
suburban	suburban
suburbia	suburbia
suburbs	ເຂດຊານເມືອງ
subversion	subversion
subversive	subversive
subvert	subvert
subway	ລົດໄຟໃຕ້ດິນ
succeed	ປະສົບຜົນສໍາເລັດ
succeeding	succeeding
success	ຄວາມ​ສໍາ​ເລັດ
successful	ປະສົບຜົນສໍາເລັດ
succession	ການສືບທອດ
successive	successive
successor	successor
succinct	succinct
succubus	succubus
succulent	succulent
succumb	succumb
suck	ດູດ
sucker	sucker
sucking	ດູດນົມ
suckling	suckling
sucks	ດູດນົມ
suction	suction
sudden	ຢ່າງກະທັນຫັນ
suddenly	ທັນທີທັນໃດ
suds	suds
sue	sue
suede	suede
suffer	ທົນທຸກທໍລະມານ
sufferer	sufferer
suffering	ທຸກທໍລະມານ
suffice	ພຽງພໍ
sufficiency	ພໍພຽງ
sufficient	ພຽງພໍ
sufficiently	ພຽງພໍ
suffix	suffix
suffocate	suffocate
suffocating	suffocating
suffocation	suffocation
sugar	້ໍາຕານ
suggest	ແນະນໍາ
suggestion	ຄໍາແນະນໍາ
suggestive	ແນະນໍາ
suicidal	suicidal
suicide	suicide
suicidebombing	NO TRANSLATION
suit	suit
suitable	ເຫມາະສົມ
suitcase	suitcase
suite	suite
suitor	suitor
sulfate	sulfate
sulfur	ຊູນຟູຣິກ
sulk	sulk
sullen	sullen
sully	sully
sulphur	ຊູນຟູຣິກ
sultan	sultan
sultry	sultry
sum	sum
summarily	summarily
summarize	ສະຫຼຸບ
summary	ສະຫຼຸບ
summation	summation
summer	ຮ້ອນ
summerhouse	summerhouse
summertime	summertime
summit	ກອງປະຊຸມສຸດຍອດ
summon	summon
summons	summons
sumo	sumo
sump	sump
sumptuous	sumptuous
sun	ແດດ
sunbeam	sunbeam
sunburn	sunburn
sundae	sundae
sunday	ວັນອາທິດ
sundial	sundial
sundown	sundown
sundry	sundry
sunflower	sunflower
sunglass	sunglass
sunglasses	ແວ່ນຕາກັນແດດ
sunk	ຊຸ່ມຊື່ນ
sunken	sunken
sunless	sunless
sunlight	ແສງແດດ
sunny	ແດດ
sunrise	sunrise
sunroof	sunroof
sunscreen	sunscreen
sunset	sunset
sunshine	ແສງແດດ
suntan	suntan
sunup	sunup
sup	sup
super	super
superannuation	superannuation
superb	superb
superficial	superficial
superfluous	superfluous
superhero	superhero
superhuman	superhuman
superimposed	superimposed
superintendent	ຜູ້ປົກຄອງ
superior	ດີກວ່າ
superiority	superiority
superlative	superlative
superman	superman
supermarket	supermarket
supermodel	supermodel
supernatant	supernatant
supernatural	supernatural
supernova	supernova
superposition	superposition
superpower	superpower
supersede	ແທນທີ່ສຸດ
superstar	superstar
superstition	superstition
superstitious	superstitious
superstore	superstore
supervise	ເບິ່ງແລ
supervision	supervision
