Word	gd
sacrilegious	sacrilegious
sad	brònach
sadday	NO TRANSLATION
saddens	brògan
saddle	dìollaid
sadist	sadist
sadistic	sàmhach
sadly	gu mì-fhortanach
sadness	bròn
safari	safari
safe	sàbhailte
safeguard	dìon
safekeeping	sàbhailte
safety	sàbhailteachd
saffron	croch
sag	sag
saga	saga
sage	sage
saggy	saoghail
sail	seòladh
sailboat	seòladair
sailing	seòladh
sailor	seòladair
saint	naomh
sainted	saoghail
saintly	gu h-iongantach
sake	air adhart
salad	salad
salamander	salamander
salami	salami
salary	tuarastal
sale	reic
salesgirl	reic
salesman	neach-reic
salient	gu sònraichte
saline	salainn
saliva	saliva
sally	saoghail
salmon	bradan
salmonella	salmonella
salon	salon
saloon	saloon
salsa	salsa
salt	salann
salted	saillte
saltwater	uisge salainn
salty	salainn
salutary	sàmhach
salutation	salutation
salute	fàilte
salvage	sàbhaladh
salvation	slàinte
salve	gu dearbha
samba	samba
sameness	sameness
sample	sampall
samurai	samurai
sanatorium	sanatorium
sanctification	naomhachd
sanctified	air a naomhachadh
sanctify	naomhaich
sanctimonious	saoghail
sanction	smachd-bhannan
sanctioned	air a cheadachadh
sanctity	naomhachd
sanctuary	coiseachd
sanctum	saoghail
sand	gainmheach
sandal	sandal
sandbox	bogsa gainmhich
sander	sander
sandman	sandman
sandpaper	pàipear-gainmhich
sands	ghainmhich
sandstorm	stoirm gainmhich
sandwich	ceapaire
sandy	ghainmheach
sane	sane
sanguine	sgaoileadh
sanitarium	sanitarium
sanitary	slàintealachd
sanitation	slàintealachd
sanity	sàbhailteachd
sans	NO TRANSLATION
santa	santa
sap	saidheans
sapiens	sapiens
sapphire	sapphire
sappy	sappy
sarcasm	sarcasm
sarcastic	sarcastic
sarcoma	sarcoma
sarcophagus	sarcophagus
sardine	sardine
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	sgaoileadh
satchel	satchel
sate	NO TRANSLATION
satellite	saideal
satin	satan
satire	aoir
satirical	aoir
satisfaction	riarachadh
satisfactorily	gu h-iomchaidh
satisfactory	riarachail
satisfied	riaraichte
satisfy	riarachadh
satisfying	sàsaichte
saturate	sàmhach
saturated	sàthaichte
saturation	saturation
satyr	aoir
sauce	sauce
saucepan	siospan
saucer	saucer
saucy	saucy
sauerkraut	sauerkraut
sauna	sauna
sausage	siùsag
savage	saoghail
savagery	saoghail
savanna	Savanna
savannah	savannah
savant	saoghail
save	sàbhail
saver	saorsa
saving	sàbhaladh
savings	sàbhalaidhean
savior	saoraidh
savor	saoghail
savory	bòidheach
savvy	saoghail
saw	sàbhaladh
sawdust	saoird
sawmill	muileann sàbhaidh
sax	sax
saxophone	saxophone
say	ag ràdh
sayonara	NO TRANSLATION
scab	sgab
scabbard	sgabbard
scaffold	sgaffall
scaffolding	sgaffald
scalding	sgalladh
scale	sgèile
scales	sgàilean
scallop	creachainn
scalp	sgalp
scalpel	sgalpel
scaly	sgàil
scam	sgam
scamp	scamp
scampi	scampi
scan	sganadh
scandal	sgàineadh
scandalous	smearrach
scanner	sganair
scanty	sgannach
scape	sgìth
scapegoat	sgoltag
scar	sgaoileadh
scarab	scarab
scarce	gann
scarcely	gann
scarcity	gainnead
scare	eagal
scarecrow	sneachda
scared	eagal
scares	a 'caoidh
scarf	sgarfa
scarier	scarier
scariest	sgaoileadh
scarlet	sgarlaid
scary	eagal
scat	scat
scatter	sgapadh
scattered	sgapte
scattering	sgapte
scavenger	sgaoileadh
scenario	suidheachadh
scene	sealladh
scenery	seallaidhean
scenic	seallaidh
scent	smuaintean
scented	air an sgeadachadh
scepter	scepter
sceptical	neo-chreidsinneach
scepticism	amharas
schadenfreude	schadenfreude
schedule	clàr-ama
schematic	sgeama
scheme	sgeama
schilling	schilling
schism	schism
schizophrenia	sgitsophrenia
schizophrenic	sgitsophrenic
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	sgoilear
scholarly	sgoilearach
scholarship	sgoilearachd
scholastic	sgoilear
school	sgoil
schoolboy	balach sgoile
schoolgirl	sgoil-sgoile
schoolhouse	taigh-sgoile
schooling	sgoilearachd
schoolmaster	maighstir-sgoile
schoolteacher	NO TRANSLATION
schoolwork	obair-sgoile
schoolyard	gàrradh sgoile
schooner	schooner
sciatica	sciatica
science	saidheans
scientific	saidheansail
scientist	saidheans
scifi	scifi
scintilla	NO TRANSLATION
scintillating	sgoltadh
scintillation	sèididh
scintillator	scintillator
scion	sgion
scissors	siosar
scoff	sabaid
scold	sgillinn
scolding	a 'caoineadh
scone	sgàin
scoop	sgaoileadh
scoot	sgot
scooter	sgùtair
scope	farsaingeachd
scorch	sgurch
scorching	sgaoileadh
score	sgòr
scoreboard	sgòr-chluich
scorer	sgorraiche
scores	sgòran
scorn	sguabadh às
scorned	sguabadh às
scornful	èibhinn
scorpion	sgorpion
scotch	scotch
scoundrel	sneachda
scour	sgòr
scourge	bualadh
scout	scouts
scowl	scowl
scrabble	scrabble
scram	scram
scramble	sìor fhàs
scrambled	a 'sgapadh
scrambler	sreapadair
scrambling	sgrambling
scrap	briseadh
scrapbook	Leabhar-leabhraichean
scrape	sgrapeadh
scrapie	sgrapidh
scraping	a 'sgrìobadh
scrappy	sgrippy
scratch	sgrìobadh
scratchy	sgratach
scrawny	sgrawny
scream	sgread
screamer	sgreamer
screaming	a 'cluinntinn
screech	sgreech
screen	sgrion
screening	sgrìonadh
screenplay	sgrion-sgrion
screenwriter	sgrìobhaiche sgrion
screw	sgriù
screwball	sgrewball
screwdriver	screwdriver
screwed	s an Iar-
screwy	s an Iar-
screwyou	NO TRANSLATION
scribble	sgrìobhadh
scribe	sgrìobhadair
scrimmage	scrimmage
scrip	scrip
script	sgriobt
scriptural	sgriobtuir
scripture	sgriobtuir
scroll	scroll
scrotum	scrotum
scrounge	sguabadh
scrounger	scrounger
scrub	sgubhadh
scruffy	sgruffy
scrumptious	sneachda
scrupulous	s an Iar-
scrutinize	sgrùdadh
scrutiny	sgrùdadh
scuba	scuba
scuff	sguff
scuffle	sguffle
scullery	scullery
sculptor	snaigheadair
sculpture	snaigheadh
sculptured	snaidheadh
scum	sgum
scumbag	scumbag
scurry	sgurry
scurvy	sgurvy
scuttle	sguttle
sea	mara
seaboard	air cladach
seafood	biadh mara
seagull	faoileag
seal	ròn
seals	ròin
seam	seam
seaman	maraiche
seamless	gun fheum
seamstress	seinneadair
seaport	port-port
sear	sear
search	Rannsaich
searching	a 'rannsachadh
searchlight	searchlight
seared	sgaoileadh
seashore	tràigh
seasick	mara
seaside	tràigh
season	seusan
seasonal	seusanail
seasoned	sgaoileadh
seasoning	sgaoileadh
seat	suidheachan
seatbelt	crios-suidheachain
seating	suidheachain
seawater	uisge-mara
seaweed	feamainn
sec	sec
secession	seasgachadh
secluded	falaichte
seclusion	àicheadh
second	an dàrna
second cousin	dàrna co-ogha
secondary	àrd-sgoil
secondhand	dàrna-làimh
secrecy	secrecy
secret	dìomhair
secretariat	rùnaire
secretary	rùnaire
secrete	secrete
secretion	secretion
secretive	dìomhair
secretly	gu dìomhair
sect	roinn
sectarian	sgaoileadh
section	earrann
sectional	earrannal
sector	roinn
secular	saoghal
secularism	cleachdaidheachd
secure	tèarainte
securities	tarantasan
security	tèarainteachd
sedan	NO TRANSLATION
sedate	suidhe
sedation	tubaist
sedative	sàmhach
sedentary	neo-chùramach
sedge	sedge
sediment	grùid
sedimentary	grùideach
sedition	rèiteachadh
seduce	thoir às
seducer	seducer
seducing	tàladh
seduction	lughdachadh
seductive	eireachdail
see	faic
seed	sìol
seedling	sìtheanan
seeds	sìol
seedy	seedy
seek	sireadh
seeker	sireadh
seem	coltach
seemingly	a rèir coltais
seer	fiosaichean
seesaw	saoghail
seething	sgaoileadh
segment	earrann
segregate	sgaradh
segregated	air a sgaradh
segregation	sgaradh
seismic	seismic
seize	ionnsaigh
seizure	glacadh
seldom	glè ainneamh
select	taghadh
selection	taghadh
selective	roghnach
selectman	taghadh
selenium	seileiumium
self	fhèin
selfharm	NO TRANSLATION
selfish	fèineil
selfishness	feallsanachd
selfless	neo-eisimeileach
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	reic
seller	reic
sellout	sgaoileadh
seltzer	seltzer
semantics	sgaoileadh
semaphore	semaphore
semblance	sealladh
semen	spiorad
semester	semeastar
semi	semi
semiautomatic	NO TRANSLATION
semicolon	leth-dhuilleag
seminal	co-sheòrsach
seminar	seiminear
seminary	seiminear
semiotics	sgaoileadh
senate	Seanad
senator	senator
send	cuir
sender	seoltadair
senescence	neo-eisimeileachd
senile	gunile
senior	àrd
seniority	àrdachdachd
senor	senor
senorita	senorita
sensation	mothachadh
sensational	mothachail
sense	mothachadh
senseless	gun mhothachadh
senses	mothachadh
sensibility	mothachadh
sensible	ciallach
sensibly	gu ciallach
sensitive	mothachail
sensitivity	cugallach
sensor	mothachadh
sensory	mothachail
sensual	sensual
sensuality	mothachail
sensuous	mothachail
sentence	seantans
sentencing	dìteadh
sentient	mothachail
sentiment	faireachdainn
sentimental	sentimental
sentimentality	faireachdainnean
sentinel	sentinel
sentry	sgaoileadh
separable	sgaradh
separate	air leth
separately	air leth
separation	sgaradh
separatist	sgaradh
sepia	sepia
sepsis	sepsis
sept	sept
septic	seachdainn
septum	septum
sequel	seicheal
sequence	sreath
sequent	leantainn
sequestered	sgaoileadh
sequestration	leantainn
serenade	serenade
serendipity	serendipity
serene	serene
serenity	serenity
sergeant	sàirdeant
serial	sreathan
serialize	serialize
series	sreath
serif	serif
serious	dona
seriousness	diadhachd
sermon	searmon
serpent	nathair
serpentine	neònach
serrated	sgaoileadh
serum	seum
servant	searbhanta
serve	seirbheis
server	frithealaiche
service	seirbheis
serviceable	seirbheis
servile	s an Iar-
servitude	seirbheis
sesame	sesame
sess	NO TRANSLATION
session	seisean
sessions	seiseanan
set	seata
setback	suidheachadh
sett	NO TRANSLATION
setter	suidheachadh
settle	tuineachadh
settled	thuineachadh
settlement	tuineachadh
settler	luchd-tuineachaidh
settlor	neach-sochair
setup	Cuir air chois
seven	seachd
seventeen	seachd-deug
seventh	an t-seachdamh
seventy	seachdad
sever	sever
severable	sgaoileadh
severally	gu diofar
severance	sgaoileadh
severe	dona
severely	gu mòr
severity	tromachd
sew	sew
sewage	òtrachas
sewer	òtrachas
sewerage	òtrachas
sewing	a 'fuaigheal
sex	gnè
sexist	feise
sexual	gnèitheasach
sexuality	gnèitheachd
sexy	èibhinn
shabby	saoghail
shack	chas
shackle	geallan
shade	sgàilean
shades	sgàilean
shading	sgàileadh
shadow	sgàil
shadowy	sèididh
shady	clach
shaft	chas
shag	sèidse
shaggy	bòidheach
shake	crith
shakedown	shakedown
shaken	air a chrathadh
shaker	sneachda
shaking	a 'crathadh
shaky	sneachda
shall	bithidh
shallow	tana
shallows	caoraich
sham	sham
shaman	shaman
shambles	smeallan
shame	nàire
shamed	maorach
shameful	nàire
shameless	nàire
shampoo	shampoo
shanghai	shanghai
shank	shank
shanty	bratach
shape	cumadh
shapely	saoghail
shard	shard
share	roinn
shareholder	luchd-earrainn
sharing	roinn
shark	siorc
sharp	geur
sharpen	giùlan
sharpened	geur
sharpener	s an Iar-
sharpness	geur
sharpshooter	Ceangalaichean BBC
shatter	sgaradh
shattered	air a sgapadh
shattering	a 'briseadh
shave	sneachda
shaver	saoghail
shaving	a 'bearradh
shawl	shawl
sheaf	sguab
shear	cladhach
shears	caoraich
sheath	sheath
sheathing	sgoltadh
shed	seada
sheen	sheen
sheep	caoraich
sheepdog	caorach
sheepish	caoraich
sheer	sgaoileadh
sheet	duilleag
sheik	seic
shelf	sgeilp
shell	sligean
shellfish	maorach
shelling	sèididh
shelter	fasgadh
sheltered	fasgach
shelters	fasgadh
shelved	sgeilpichean
shepherd	cìobair
sherbet	sherbet
sheriff	siorraidh
sherry	seire
shield	sgiath
shift	shift
shifting	gluasad
shifty	shifty
shilling	tasdan
shimmer	shimmer
shimmering	sèididh
shimmy	shimmy
shin	shin
shindig	shindig
shine	shine
shiner	shiner
shingle	shingle
shining	a 'seinn
shiny	shiny
ship	bhàta
shipment	sgaoileadh
shipping	luingearachd
shipshape	taip shoithichean
shipwreck	long-bhriseadh
shipyard	gàrradh-shoithichean
shire	Siorrachd Inbhir Nis
shirt	lèine
shit	shit
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	sgaoileadh
shivering	sgaoileadh
shoals	brògan
shock	sguabadh
shocked	sàrachadh
shocker	uabhasach
shocking	iongantach
shockingly	uamhasach
shoddy	shoddy
shoe	bròg
shoelace	bròg
shoemaker	greusaiche
shoes	brògan
shoeshine	brògan
shook	chrath
shoot	saighdear
shooter	shooter
shooting	losgadh
shootout	tilgeil
shop	bùth
shopkeeper	bùth-bùtha
shoplifter	slat-bùtha
shoplifting	bùithtean
shopper	bùth-reic
shopping	bùithtean
shore	cladach
shoreline	cladach
shorn	shorn
short	geàrr
short story	sgeulachd ghoirid
shortage	gainnead
shortcake	geal
shortcoming	tinn
shortcut	shortcut
shorten	giorrachadh
shortening	giorrachadh
shorthand	làmh-sgrìobhaidh
shortly	goirid
shortness	gann
shorts	briogais
shortstop	sgiobalta
shortwave	geàrr-ghluasad
shot	saighdear
shotgun	gunna
shoulder	ghualainn
shout	èigh
shove	sgaoileadh
shovel	sluasaid
shoveling	sluasaid
show	sealltainn
showbiz	showbiz
showboat	taisbeanaidh
showcase	taisbeanadh
showdown	sgaoileadh
shower	frasair
showgirl	Seall an eachdraidh
showing	sealltainn
showoff	Raspars
showroom	seòmar taisbeanaidh
showy	seallaidh
shrapnel	shrapnel
shred	shred
shrew	shrew
shrewd	shrewd
shriek	shriek
shrill	sgillinn
shrimp	biodag
shrine	shrine
shrink	shrink
shrinking	a 'crìonadh
shrivel	brògan
shroud	shroud
shrub	sgoltadh
shrubbery	còmhdach
shrug	shrug
shrunk	s an Iar-
shrunken	sguabadh às
shudder	shudder
shuddering	sgaoileadh
shuffle	s an Iar-
shuffleboard	shuffleboard
shuffling	sgaoileadh
shun	shun
shunned	shunned
shunt	shunt
shut	dùin
shutdown	Dùin sìos
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	còmhdach
shuttle	shuttle
shutup	NO TRANSLATION
shy	èibhinn
shyness	shyness
shyster	shyster
sib	NO TRANSLATION
sibling	sibling
sic	sic
sick	tinn
sickbay	bàn tinn
sicken	tinneas
sickening	tinneas
sickle	tinneas
sickly	tinn
sickness	tinneas
side	taobh
sidearm	taobh a-muigh
sidebar	barra-taobh
sideboard	air bord
sideburns	sgeirean taobh
sidecar	sidecar
sidekick	sidekick
sideline	sideline
sideshow	taobhan-taisbeanaidh
sidestep	taigheadas
sidewalk	taobh-cùil
sideways	taobh
sidewinder	taobh a-muigh
siege	sèist
siesta	siesta
sieve	criathar
sift	sift
sifting	sifting
sigh	sigh
sight	sealladh
sighting	coimhead
sightseeing	seallaidhean
sigma	sigma
sign	soidhne
signal	comharra
signature	ainm sgrìobhte
significance	cudromachd
significant	cudromach
signification	brìgh
signify	a 'ciallachadh
signpost	signpost
silence	sàmhach
silencer	silencer
silent	sàmhach
silently	sàmhach
silhouette	sgàil-dhealbh
silicon	silicon
silicone	silicone
silk	sìoda
silken	sionc
silky	sìoda
sill	sill
silliness	silliness
silly	gòrach
silo	silo
silt	slat
silver	airgead
silverware	bathar airgid
silvery	airgid
similar	coltach
similarity	coltach
simile	NO TRANSLATION
simmer	èigheachd
simmering	sèididh
simple	sìmplidh
simples	NO TRANSLATION
simpleton	sgaoileadh
simplicity	sìmplidh
simplify	sìmpleachadh
simplistic	sìmplidh
simply	dìreach
simulate	simulate
simulated	samhlaichte
simulating	a 'samhlachadh
simulation	samhlachadh
simulator	samhlaiche
simultaneous	aig an aon àm
simultaneously	aig an aon àm
sin	NO TRANSLATION
sincere	iongantach
sincerity	sìorrachdachd
sinful	peacach
sing	seinn
singer	seinneadair
singing	seinn
single	singilte
singly	singilte
singular	singilte
singularity	singilteachd
singularly	singilte
sinister	gun teagamh
sink	dol fodha
sinker	s an Iar-
sinking	dol fodha
sinner	pheacach
sinning	peacaich
sinus	sinus
sip	sip
siphon	siphon
sipping	sipping
sir	sir
sire	sire
siren	siren
sirloin	sirloin
sissy	sissy
sister	piuthar
sisterhood	piuthasachd
sit	suidhe
sitcom	sitcom
site	làrach
sith	sith
sitter	suidhe
sitting	suidhe
situate	sgaoileadh
situated	suidhichte
situation	suidheachadh
six	sia
sixpence	sia sgillinn
sixteen	sia-deug
sixth	an t-siathamh
sixty	seasgad
sizable	sizable
size	meud
sizzle	sizzle
ska	NO TRANSLATION
skate	sgiteadh
skateboard	bòrd-sgèile
skater	sgiatair
skating	sgeadachadh
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	cèilidh
skeleton	craiceann
skeptic	sneachdaiche
skeptical	neo-chreidsinneach
skepticism	amharas
sketch	sgeidse
sketching	a 'breacadh
sketchy	snasail
skewed	sneachda
skewer	skewer
ski	sgith
skid	skid
skier	skier
skiff	sgiff
skiing	sgithidh
skijump	NO TRANSLATION
skill	sgil
skilled	sgileil
skillet	sgàil
skillful	sgileil
skim	sgim
skimpy	sgapaidh
skin	craiceann
skinny	craiceann
skip	skip
skipper	sgiobair
skirmish	strìoghan
skirt	sgiort
skirting	sgeadachadh
skirts	sgiortaidhean
skit	skit
skittish	sàmhach
skull	claigeann
skunk	skunk
sky	adhar
skylight	sneachda
skyline	sneachda
skyscraper	sgiobair
slab	leac
slack	slack
slag	slaig
slam	slam
slammer	slammer
slander	cràdh
slanderous	slanderous
slang	slang
slant	sgaoileadh
slap	slap
slash	slash
slashes	slashes
slate	sglèat
slates	sglèatan
slaughter	marbhadh
slaughterhouse	taigh-margaidh
slaughtering	a 'marbhadh
slave	tràill
slavery	tràilleachd
slay	marbh
slayer	slayer
sleaze	sgaoileadh
sleazy	sneachda
sled	NO TRANSLATION
sledding	sledding
sledge	sledge
sledgehammer	sgaoileadh
sleek	sneachda
sleep	cadal
sleeper	cadal
sleeping	cadal
sleepless	gun chadal
sleeplessness	chadal
sleepover	caol
sleepy	cadal
sleepyhead	a 'cadal
sleet	saoghail
sleeve	muinchill
sleeveless	Cha ghabh seo a chluich
sleigh	sleigh
sleight	sgaoileadh
slender	caol
sleuth	sleuth
slice	slice
slick	slick
slicker	slicker
slide	slide
slider	sleamhnag
sliding	sleamhnachadh
slight	beag
slight anticipation	sùileachadh beag
slight disgust	beagan dìomhaireachd
slight surprise	iongnadh beag
slight trust	beagan earbsa
slightly	beagan
slightly negative	beagan àicheil
slightly positive	beagan adhartach
slim	Caol
slime	slime
slimy	slimy
sling	sling
slingshot	slingshot
slink	slink
slinky	slinky
slip	sliochd
slipper	sliobair
slippers	slipers
slippery	sleamhainn
slit	slit
sliver	sliver
slob	slob
slobber	slobber
slogan	sluagh-ghairm
sloop	sloop
slop	NO TRANSLATION
slope	bruthach
sloppy	sloppy
slot	slot
sloth	sloth
slouch	slouch
slough	slough
slow	slaodach
slowly	gu slaodach
slowness	sàmhchair
sludge	slodaich
slug	slug
slugger	slugger
sluggish	sàmhach
sluice	sluice
slum	slum
slumber	slumber
slump	slump
slur	slur
slurp	slurp
slush	slush
slut	slut
slutty	slutty
sly	s an Iar-
smack	smack
small	beag
smaller	nas lugha
smallest	as lugha
smallpox	bhreac
smart	glic
smartass	smartass
smarten	smarten
smarty	smarty
smash	smash
smashed	sgaoileadh
smattering	sàmhach
smear	smear
smell	fàileadh
smelling	fàileadh
smelly	fàileadh
smelt	smelt
smidgen	smidgen
smile	gàire
smiled	gàire
smiles	gàire
smiley	gàire
smiling	gàire
smirk	smirk
smite	bualadh
smith	gobha
smithereens	smitheadairean
smitten	bratach
smock	smock
smog	smog
smoke	smocadh
smoker	smoker
smokey	smocach
smoking	smocadh
smoky	smocach
smoldering	smoldering
smooch	smooch
smooth	rèidh
smoothie	rèidhidh
smoothly	gu rèidh
smoothness	rèidh
smother	smother
smudge	sgaoileadh
smug	smug
smuggle	smuggle
smuggler	smùladair
smuggling	cùl-mhùtaireachd
smut	smut
snack	biadh beag
snacks	biadh
snafu	snafu
snag	snag
snags	sneachda
snail	snail
snake	nathair
snakes	nathraichean
snakeskin	snakeskin
snap	snap
snapper	snapper
snappy	saoghail
snapshot	dealbh
snare	ribe
snarl	snarl
snarling	snarling
snatch	snatch
snatcher	sneachda
snazzy	saoghail
sneak	sneak
sneaker	sneaker
sneakers	sneakers
sneaking	sneaking
sneaky	sneaky
sneer	sneer
sneeze	sneeze
sneezing	sruthadh
snicker	snicker
snide	snideadh
sniff	sniff
snip	snip
snipe	snipe
sniper	sniper
snippet	snippet
snippy	sgiobalta
snitch	snitch
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	snooze
snore	s an Iar-
snorkel	snorkel
snort	snort
snot	snot
snotty	sgaoileadh
snout	aodach
snow	sneachd
snowball	ball sneachda
snowboard	sneachda
snowboarder	bòrd-sneachda
snowday	Didòmhnaich
snowfall	sneachd
snowflake	còmhdach sneachda
snowing	sneachda
snowmageddon	sneachda
snowman	fear sneachda
snowplow	crann-sneachda
snowstorm	stoirm sneachda
snowy	sneachda
snub	snub
snubbed	sgaoileadh
snuff	snuff
snug	snug
snuggle	snuggle
snuggled	snuggled
snuggles	snuggles
snuggling	a 'snoggling
soak	sguabadh
soaked	sàmhach
soaking	sgaoileadh
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	siabann
soapbox	bogsa siabann
soapy	siabann
soar	soar
soaring	àrdachadh
sob	NO TRANSLATION
sober	sober
soblessed	NO TRANSLATION
sobriety	sobriety
soc	soc
soccer	soccer
sociable	càirdeil
social	sòisealta
socialanxiety	NO TRANSLATION
socialism	sòisealachd
socialist	sòisealach
socialite	sòisealta
socialize	sònrachadh
society	saoghal
sociology	socio-eòlas
sociopath	sociopath
sock	socag
socket	socket
sod	sod
soda	soda
soda/pop	soda / pop
sodding	sodding
sodium	sodium
sofa	sòfa
soft	bog
softball	ball bog
soften	soften
softener	softener
softening	sàthadh
softly	gu math
softness	bogachd
software	bathar-bog
soggy	soggy
sohappy	cho toilichte
soil	ùir
soiled	sgaoileadh
soiree	soiree
sojourn	siubhal
solace	solais
solar	grèine
solarium	solarium
solder	solder
soldering	sèididh
soldier	saighdear
sole	mhàin
solemn	solemn
solicit	a dhìth
solicitation	iarrtas
solicitor	neach-lagha
solid	làidir
solidarity	dìlseachd
solidification	solarachadh
solidified	sgaoileadh
solidify	làidir
solidity	sàmhchair
solitaire	aonadan
solitary	aonaranach
solitude	aonaranachd
solo	aonar
solubility	sùbailteachd
soluble	iongantach
solucky	sàmhach
solution	fuasgladh
solve	fuasgladh
solvency	solmhachdachd
solvent	sàmhach
somad	NO TRANSLATION
somatic	s an Iar-
somber	gu leòr
some anticipation	beagan sùileachadh
some disgust	cuid de dhuais
some surprise	beagan iongnadh
some trust	beagan earbsa
somersault	aodach
somethingigetalot	NO TRANSLATION
somewhat negative	rudeigin àicheil
somewhat positive	rudeigin adhartach
somuchtodo	NO TRANSLATION
son	mac
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	òran
songwriter	sgrìobhadair òrain
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonraichte
soot	sùith
soothe	sèid
soothing	sgaoileadh
sophisticated	soifiostaigeach
sophistication	sophistication
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	sìthiche
sorcery	dragh
sordid	sordid
sore	sore
soready	soready
sorely	sneachda
soreness	tinneas
sorghum	sorghum
sorority	Sorority
sorrow	bròn
sorrowful	brònach
sorry	duilich
sort	seòrsachadh
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	a 'rèiteachadh
sos	NO TRANSLATION
soscared	sàbhaladh
soscary	seusgraidh
soslow	soslow
sostressed	NO TRANSLATION
sosweet	Cho milis
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	anam
soulful	anam
soulless	gun anam
soulmate	anam
sound	fuaim
sounding	a 'fuaimneachadh
soundness	fuaim
soundproof	sgaoileadh
soundtrack	fuaim fuaim
soup	brot
sour	goirt
source	stòr
sourpuss	sourpuss
south	deas
southbound	a 'dol gu deas
southeast	dheas
southern	deas
southpaw	s an Ear-Dheas
southwest	dheas
souvenir	cuimhneachain
sovereign	uachdaranachd
sovereignty	uachdranas
soviet	soviet
sow	sow
soy	soy
soy sauce	sauce soith
soybean	soybean
spa	spà
space	àite
spacecraft	bàta-fànais
spaceman	Spàinntiche
spaceship	soitheach-fànais
spacing	farsaingeachd
spacious	mòr
spade	spaid
spaghetti	spaghetti
spam	spam
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	sgaoileadh
spar	spar
spare	sàmhach
spareribs	spareribs
sparingly	gu math tric
spark	spiorad
sparkle	sparkle
sparkling	snasail
sparkly	gu sgiobalta
sparring	sparring
sparrow	sparrow
sparse	gann
spasm	spasm
spastic	spastic
spat	spat
spatial	spàsail
spatter	spatter
spatula	spatula
spawn	sìolachadh
spaz	sgaoileadh
speak	bruidhinn
speakeasy	speakeasy
speaker	neach-labhairt
speakerphone	fòn-labhairt
speaking	bruidhinn
spear	sleagh
spec	sònrachadh
special	sònraichte
specialist	speisealaiche
speciality	sònraichte
specialize	NO TRANSLATION
specially	gu sònraichte
specialty	sònraichte
specie	NO TRANSLATION
species	gnèithean
specific	sònraichte
specification	sònrachadh
specify	sònraichibh
specimen	eisimpleir
speck	slat
speckled	sneachda
specs	seòrsaichean
spectacle	seallaidhean
spectacles	speuclairean
spectacular	iongantach
spectator	neach-amhairc
specter	seallaidh
spectral	seallaidhean
spectrometer	spectrometer
spectrophotometer	spectrophotometer
spectroscopy	spectroscopy
spectrum	speactram
speculate	beachdachadh
speculation	beachdachadh
speculative	sònrachadh
speculum	sònrachadh
speech	òraid
speechless	chan eil cainnt
speed	astar
speedboat	bata luath
speedily	gu luath
speeding	giùlan
speedometer	luas astair
speedway	sgaoileadh
speedy	luath
spell	litreachadh
spellbound	sireadh
spelling	litreachadh
spencer	spencer
spend	chaitheamh
spender	sealbhadair
spending	cosg
spent	air a chosg
sperm	sperm
spew	spew
sphere	farsaingeachd
spherical	spherical
sphincter	sphincter
sphinx	sphinx
spic	spic
spice	spìosraidh
spicy	spicy
spider	damhan-allaidh
spiders	damhain-allaidh
spiffy	spiffy
spigot	spigot
spike	spike
spiked	spiked
spiky	spiky
spill	dòirt
spillin	NO TRANSLATION
spin	spin
spinach	spionach
spinal	spinal
spindle	spindle
spine	spine
spineless	gun fhiosta
spinner	spinner
spinning	snìomh
spinster	spinster
spiny	spiny
spiral	spioradail
spire	spiorad
spirit	spiorad
spirited	saoghail
spirits	spioradan
spiritual	spioradail
spirituality	spioradalachd
spit	spit
spite	a dh'aindeoin
spiteful	èibhinn
spitfire	spitfire
spittoon	spittoon
splash	splash
splat	splat
splatter	splatter
spleen	spleen
splendid	eireachdail
splendor	bòidhchead
splice	splice
spline	spline
splint	splint
splinter	splinter
split	split
splitting	sgaradh
splurge	splurge
spoil	spoil
spoiler	spoiler
spoiling	a 'milleadh
spoils	cròilean
spoke	bruidhinn
spoken	air a labhairt
spokesman	neach-labhairt
spokesperson	neach-labhairt
sponge	spong
spongy	spongy
sponsor	sponsor
sponsorship	urrasachd
spontaneity	deònach
spontaneous	gu dòigheil
spoof	sgaoileadh
spook	sgaoileadh
spooky	sàmhach
spool	spool
spoon	spàin
spoonful	spàin
sporadic	sgaoileadh
spore	spòran
sport	spòrs
sporting	spòrs
sports	spòrs
sports car	càr spòrs
