Word	ru
sunglasses	солнечные очки
sunk	погруженный
sunken	затопленный
sunless	тусклый
sunlight	Солнечный лучик
sunny	солнечно
sunrise	Восход
sunroof	люк на крыше
sunscreen	солнцезащитный крем
sunset	закат солнца
sunshine	Солнечный свет
suntan	загар
sunup	восход солнца
sup	вир
super	супер
superannuation	пенсия по старости
superb	превосходный
superficial	поверхностный
superfluous	излишний
superhero	супергероя
superhuman	сверхчеловеческий
superimposed	наложенный
superintendent	надзиратель
superior	превосходящий
superiority	превосходство
superlative	превосходная степень
superman	сверхчеловек
supermarket	супермаркет
supermodel	супермодель
supernatant	надосадочную
supernatural	сверхъестественное
supernova	сверхновая звезда
superposition	суперпозиция
superpower	супер сила
supersede	вытеснять
superstar	супер звезда
superstition	суеверие
superstitious	суеверный
superstore	большой супермаркет
supervise	контролировать
supervision	надзор
supervisor	руководитель
supper	ужин
suppertime	ужину
supplant	вытеснять
supple	податливый
supplement	дополнение
supplemental	дополнительный
supplementary	дополнительный
supplication	мольба
supplier	поставщик
supplies	предметы снабжения
supply	поставка
support	поддержка
supported	поддержанный
supporter	сторонник
supporters	сторонников
supporting	поддержки
supportive	поддержка
suppose	предполагать
supposed	предполагаемый
supposing	предположим
supposition	предположение
suppress	подавлять
suppression	подавление
supremacy	примат
supreme	высший
supremely	в высшей степени
surcharge	надбавка
sure	конечно
surety	поручительство
surf	прибой
surface	поверхность
surfboard	доска для серфинга
surfer	серфер
surge	волна
surgeon	врач хирург
surgery	хирургия
surgical	хирургический
surly	неприветливый
surmise	догадка
surname	фамилия
surpassing	превосходящие
surplus	избыток
surprise	сюрприз
surprised	удивленный
surprises	сюрпризы
surprising	удивительный
surprisingly	как ни странно
surreal	сюрреалистичный
surrender	сдача
surrendering	капитуляция
surrogate	суррогат
surround	окружать
surrounding	окружающих
surroundings	окружение
surveillance	наблюдение
survey	опрос
surveying	геодезия
surveyor	геодезист
survival	выживание
survive	уцелеть
surviving	выживающий
survivor	уцелевший
susceptibility	восприимчивость
susceptible	восприимчивый
sushi	суши
suspect	подозреваемый
suspected	подозреваемый
suspend	приостановить
suspended	подвешенный
suspenders	подтяжки
suspense	неизвестность
suspension	подвеска
suspicion	подозрение
suspicions	подозрения
suspicious	подозрительный
sustain	поддерживать
sustained	устойчивый
sustenance	средства к существованию
suture	сутура
suv	сув
sux	NO TRANSLATION
swab	тампон
swag	халява
swagger	развязность
swallow	глотать
swami	свами
swamp	болотный
swamped	заболоченный
swampy	болотистый
swan	лебедь
swank	фасонить
swap	замена
swarm	рой
swarming	рост бактерий на твердой среде
swastika	свастика
swat	шлепнуть
sway	раскачивание
swear	клянусь
swearing	ругань
sweat	пот
sweater	свитер
sweating	потение
sweatshirt	фуфайка
sweatshop	потогонной
sweaty	потный
sweep	подметать
sweeper	уборщик
sweeping	подметание
sweet	милая
sweeten	подслащивать
sweetened	подслащенный
sweetener	подсластитель
sweetest	слаще
sweetheart	возлюбленная
sweetie	милая
sweetness	сладость
sweets	сладости
swell	зыбь
swelling	припухлость
sweltering	изнуряющей
swerve	сворачивать
swift	быстрый
swiftly	быстро
swig	глоток спиртного
swill	пойло
swim	плавать
swimmer	пловец
swimming	плавание
swimsuit	купальник
swindle	мошенничество
swindler	мошенник
swine	свинья
swing	свинг
swinger	жизнелюб
swinging	качающийся
swipe	красть
swirl	Водоворот
swish	рассекать
switch	переключатель
switchblade	пружинный нож
switchboard	коммутатор
swivel	поворотный
swollen	вздутый
swoon	обморок
swoop	налетать
sword	меч
swordfish	рыба-меч
swordplay	фехтование
swordsman	фехтовальщик
sycamore	платан
syllable	слог
syllabus	учебный план
symbiotic	симбиотические
symbol	символ
symbolic	символический
symbolically	символически
symbolism	символизм
symbolize	символизировать
symmetric	симметричный
symmetrical	симметричный
symmetry	симметрия
sympathetic	симпатичный
sympathize	сочувствовать
sympathy	симпатия
symphonic	симфонический
symphony	симфония
symposium	симпозиум
symptom	симптом
symptomatic	симптоматический
synagogue	синагога
synapse	синапс
synaptic	синаптические
sync	синхронизировать
synchronize	синхронизировать
synchronous	синхронный
syncope	обморок
syndicate	синдикат
syndrome	синдром
synergistic	синергистический
synergy	взаимодействие
synod	синод
synonym	синоним
synonymous	синонимичный
synopsis	конспект
synoptic	синоптик
syntax	синтаксис
synthesis	синтез
synthesizer	синтезатор
synthetic	синтетический
syphilis	сифилис
syringe	шприц
syrup	сироп
system	система
systematic	систематическая
systematically	систематически
t-shirt	Футболка
tab	табуляция
tabasco	табаско
tabby	полосатый
tabernacle	скиния
table	Таблица
tableau	NO TRANSLATION
tablecloth	скатерть
tablespoon	столовая ложка
tablet	таблетка
tableware	посуда
tabloid	бульварный
taboo	табу
tabular	табличный
tabulate	пластинчатый
tabulation	табуляция
tachometer	тахометр
tacit	подразумеваемый
tack	клейкость
tackle	снасти
tackled	решать
tackling	Tackling
tacky	липкий
taco	тако
tact	тактичность
tactful	тактичный
tactic	тактика
tactical	тактический
tactics	тактика
tactile	осязательный
tad	NO TRANSLATION
tadpole	головастик
taffeta	тафта
taffy	ириска
tag	тег
tail	хвост
tailed	хвостатый
tailgate	задний откидной борт
tailings	хвосты
taillight	задний свет
tailor	портной
tailoring	портняжное дело
tailpipe	выхлопная труба
taint	зараза
take	принимать
takeoff	снимать
takeout	выиграть
takeover	перенимать
taker	берущий
talcum	тальк
tale	рассказ
talent	талант
talented	талантливый
talisman	талисман
talk	говорить
talkative	разговорчивый
talker	болтун
tall	высокий
tallies	бирки
tallow	твердый жир
tally	число
talon	коготь
talons	NO TRANSLATION
tambourine	бубен
tame	NO TRANSLATION
tamer	укротитель
taming	укрощение
tamper	подделывать
tampon	тампон
tan	загар
tandem	тандем
tang	хвостовик
tangent	касательный
tangerine	мандарин
tangible	осязаемый
tangle	запутывать
tangled	запутанный
tango	танго
tank	бак
tank top	майка
tanker	танкер
tanned	загорелый
tantalizing	мучающий
tantamount	равнозначно
tantrum	вспышка гнева
taoism	таоизм
tap	нажмите
tape	лента
tape measure	рулетка
taper	конусность
tapering	конусообразный
tapestry	гобелен
tapeworm	цепень
tapioca	тапиока
taps	краны
tar	деготь
tarantula	тарантул
tardiness	медлительность
tardy	запоздалый
target	цель
targeted	целевое
targeting	нацеливание
tariff	тариф
tarmac	гудронированное шоссе
tarnish	потускнение
tarot	таро
tarp	NO TRANSLATION
tarry	медлить
tart	терпкий
tartan	шотландка
tartar	винный камень
task	задача
tassel	кисточка
taste	вкус
tasteful	со вкусом
tasteless	безвкусный
tasting	дегустация
tasty	вкусно
tat	тат
tattler	сплетник
tattletale	болтун
tattoo	тату
taught	учил
taunt	шпилька
taupe	темно-серый
taut	тугой
tavern	таверна
tawdry	мишурный
tawny	рыжевато-коричневый
tax	налог
taxed	облагаются налогом
taxi	такси
taxicab	такси
taxonomy	таксономия
taxpayer	налогоплательщик
tea	чай
teach	учат
teacher	учитель
teaching	обучение
teacup	чайная чашка
teahouse	чайхана
teal	чирок
team	команда
teamjesus	NO TRANSLATION
teammate	товарищ по команде
teamwork	командная работа
teapot	заварочный чайник
tear	слеза
tearful	плачущий
tearsofjoy	NO TRANSLATION
teary	слезящимися
tease	дразнить
teaser	задира
teasing	поддразнивания
teaspoon	чайная ложка
teat	сосок
teatime	время чая
tech	тек
technical	технический
technicality	формальность
technician	техник
technique	техника
techno	техно
technological	технологический
technology	технологии
ted	Тед
teddy bear	плюшевый медведь
tedious	утомительный
tedium	скука
tee	тройник
teeming	битком набитый
teen	подросток
teenage	подростковый
teenager	подросток
teens	тинейджеры
teensy	крошечный
teeny	крохотный
teeth	зубы
teething	прорезывание зубов
teflon	тефлон
telegram	телеграмма
telegraph	телеграф
telekinesis	телекинез
telemetry	телеметрия
telepathic	телепатический
telepathy	телепатия
telephone	телефон
telescope	телескоп
telescopic	телескопический
telethon	телемарафон
teletype	телетайп
televised	телепрограмму
television	телевидение
tell	рассказать
teller	рассказчик
telling	говоря
telltale	предательский
temp	температура
temper	характер
tempera	темпера
temperament	темперамент
temperamental	темпераментный
temperance	умеренность
temperate	умеренный
temperature	температура
tempered	закаленный
tempest	буря
template	шаблон
temple	храм
tempo	NO TRANSLATION
temporal	временной
temporarily	временно
temporary	временный
tempt	искушать
temptation	искушение
tempting	заманчивый
temptress	соблазнительница
ten	10
tenable	надежный
tenacious	цепкий
tenacity	цепкость
tenancy	аренда
tenant	арендатор
tend	иметь тенденцию
tendency	тенденция
tender	нежная
tenderfoot	новоприбывший
tenderness	нежность
tending	стремящийся
tendon	сухожилие
tenement	арендуемое помещение
tenet	догмат
tenets	постулаты
tenfold	вдесятеро
tennis	большой теннис
tenor	тенор
tense	напряженный
tensile	растяжимый
tension	напряженность
tent	палатка
tentacle	щупальце
tentative	предварительный
tenth	десятый
tenths	десятые
tenuous	разреженный
tenure	владение
tepee	вигвам североамериканских индейцев
tepid	тепленький
tequila	текила
teriyaki	терияки
term	срок
terminal	Терминал
terminate	прекратить
termination	прекращение
terminator	терминатор
terminology	терминология
terminus	конечная станция
termite	термит
terms	сроки
tern	крачка
ternary	троичный
terrace	терраса
terrain	местность
terrestrial	земной
terrible	ужасный
terribly	ужасно
terrier	терьер
terrific	потрясающий
terrified	ужас
terrifies	ужасает
terrify	устрашать
terrifying	ужасающий
territorial	территориальной
territory	территория
terror	террор
terrorism	терроризм
terrorist	террорист
terrorists	террористы
terrorize	терроризировать
terse	немногословный
tertiary	третичный
test	контрольная работа
testament	завещание
testicle	яичко
testicular	тестикулярный
testify	давать показания
testimonial	свидетельство
testimony	свидетельство
testosterone	тестостерон
testy	NO TRANSLATION
tetanus	столбняк
tether	привязь
tethered	привязанный
tetrahedral	четырехгранный
text	текст
textbook	учебник
textile	текстильный
textural	структурный
texture	текстура
tgif	TGIF
thank	спасибо
thankful	благодарный
thankgod	Слава Богу
thanking	поблагодарив
thankless	неблагодарный
thanks	благодаря
thanksalot	NO TRANSLATION
thanksgiving	благодарение
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	соломенная крыша
thatmoment	NO TRANSLATION
thaumaturgy	Тауматургия
thaw	оттепель
theater	театр
theatrical	театральный
theatrics	сценическое искусство
thebest	лучший
theft	кража
theism	теизм
theistic	теистический
thelife	жизнь
thelittlethings	NO TRANSLATION
theme	тема
theocracy	теократия
theocratic	теократический
theologian	богослов
theological	теологический
theology	теология
theorem	теорема
theoretical	теоретический
theory	теория
therapeutic	терапевтический
therapeutics	терапевтика
therapist	Терапевт
therapy	терапия
thereabouts	поблизости
thereof	этого
therewith	к тому же
thermal	тепловой
thermocouple	термопара
thermodynamics	термодинамика
thermometer	термометр
thermos	термос
thermostat	термостат
thesaurus	тезаурус
thesis	Тезис
thick	толстый
thicken	сгущаться
thickening	утолщение
thicket	заросли
thickness	толщина
thief	вор
thigh	бедренная кость
thimble	наперсток
thin	тонкий
thing	вещь
things	вещи
thingy	штуковина
think	думать
thinker	мыслитель
thinking	мышление
third	в третьих
thirds	трети
thirst	жажда
thirsty	жаждущий
thirteen	13
thirteenth	тринадцатый
thirty	30
thistle	чертополох
thither	туда
thong	плеть
thorn	колючка
thorny	колючий
thorough	тщательный
thoroughbred	чистокровный
thoroughfare	проезд
thought	думал
thoughtful	Вдумчивый
thoughtfulness	вдумчивость
thoughtless	беспечный
thoughts	мысли
thousand	тысяча
thrash	молотить
thread	нить
threat	угроза
threaten	угрожать
threatened	под угрозой
threatening	угрожающий
three	три
threefold	втрое
threesome	тройка
thresh	молотить
threshold	порог
thrice	трижды
thrift	бережливость
thrifty	экономный
thrill	возбуждение
thrilled	взволнованный
thriller	триллер
thrilling	захватывающий
thrive	процветать
thriving	процветающий
throat	горло
throb	пульсация
throbbing	пульсация
throes	родовые м`уки
throne	трон
throng	толпиться
throttle	дроссель
throw	бросать
throwback	атавизм
thrower	метатель
thrown	выброшены
thrush	молочница
thrust	осевая нагрузка
thruster	толкатель
thud	глухой звук
thug	головорез
thumb	большой палец
thumbprint	отпечаток большого пальца
thump	колотить
thumper	явная ложь
thumping	громадный
thunder	гром
thunderbolt	удар молнии
thunderclap	удар грома
thundering	громоподобный
thunderstorm	гроза
thunderstruck	оглушенный
thwart	мешать
thx	спасибо
thyme	тимьян
thyroid	щитовидная железа
tiara	тиара
tibia	берцовая кость
tic	тик
tick	поставить галочку
ticked	тикали
ticker	бегущая строка
ticket	билет
tickle	щекотать
tickled	щекотали
ticklish	щекотливый
tidal	приливный
tidal wave	приливная волна
tidbit	лакомый кусок
tide	волна
tidings	новости
tidy	аккуратный
tie	галстук
tier	ярус
tiff	размолвка
tiger	тигр
tighten	затянуть
tightness	теснота
tightrope	туго натянутый канат
tights	колготки
tilde	тильда
tile	кафельная плитка
tiling	плиточные работы
till	NO TRANSLATION
tillage	обработка почвы
tiller	культиватор
tilt	наклон
tilting	опрокидывание
timber	лесоматериалы
timberland	лесные участки
timbre	тембр
time	время
timeless	вневременный
timeliness	своевременность
timely	своевременно
timeout	Тайм-аут
timepiece	хронометр
timer	таймер
times	раз
timetable	Расписание
timewasters	NO TRANSLATION
timid	робкий
timidity	робость
timing	синхронизация
tin	NO TRANSLATION
tincture	настойка
tine	NO TRANSLATION
tinfoil	фольга
tinge	оттенок
tingle	покалывание
tingling	покалывание
tinker	паять
tinkering	аляповатый
tinkle	NO TRANSLATION
tinkling	звенящий
tinnitus	звон в ушах
tinsel	блестки
tint	оттенок
tiny	крошечный
tip	наконечник
tipper	самосвал
tipster	жучок
tipsy	подвыпивший
tiptoe	цыпочки
tirade	тирада
tire	шина
tired	устала
tiredness	усталость
tiredofit	NO TRANSLATION
tireless	неутомимый
tiresome	утомительный
tiring	утомительный
tissue	ткань
tistheseason	NO TRANSLATION
tit	сиська
titan	исполин
titanic	титановый
titanium	титан
tithe	десятина
title	заглавие
titled	титулованный
titty	трах
titular	NO TRANSLATION
toad	жаба
toast	тост
toaster	тостер
toasty	подрумяненный
tobacco	табак
toby	Тоби
tod	пройдоха
today	Cегодня
toddler	ребенок, начинающий ходить
toe	палец
toenail	ноготь на пальце ноги
toffee	ириска
tofu	тофу
toga	NO TRANSLATION
together	вместе
togetherness	совместность
toil	маяться
toilet	туалет
toils	тенета
token	знак
tolerable	терпимый
tolerance	толерантность
tolerant	терпимый
tolerate	терпеть
toleration	веротерпимость
toll	Потери
tomahawk	томагавк
tomato	помидор
tomatoes	помидоры
tomb	гробница
tombstone	надгробная плита
tomcat	Кот
tome	мне
tomorrow	завтра
ton	NO TRANSLATION
tone	тон
toner	тонер
tong	NO TRANSLATION
tongs	щипцы
tongue	язык
tonic	тоник
tonnage	тоннаж
tonsils	гланды
toocold	NO TRANSLATION
tool	инструмент
toolbox	ящик для инструментов
tooling	механическая обработка
toomuchtodo	NO TRANSLATION
toot	гудок
tooth	зуб
toothache	зубная боль
toothbrush	зубная щетка
toothed	зубчатый
toothless	беззубый
toothpaste	зубная паста
toothpick	зубочистка
toots	Гудки
top	Вверх
topaz	топаз
topic	тема
topical	актуальный
topless	с обнаженной грудью
topographic	топографический
topographical	топографический
topography	топография
topple	опрокидывать
topside	палубный
tor	тор
torch	факел
torment	мучение
tormented	мучиться
torn	порванный
tornado	торнадо
torpedo	торпеда
torque	крутящий момент
torrent	поток
torrid	пылкий
torsion	кручение
torso	торс
tort	деликт
tortious	деликтный
tortoise	черепаха
tortuous	извилистый
torture	пытки
tortured	пытают
toss	бросать
tot	NO TRANSLATION
total	Всего
totality	совокупность
totally	полностью
tote	тотализатор
totem	тотем
touch	потрогать
touchdown	посадка
touched	прикоснулся
touching	трогательный
touchy	обидчивый
tough	жесткий
toughen	ужесточать
toughness	прочность
toupee	хохол
tour	тур
tourism	туризм
tourist	турист
tourmaline	турмалин
tournament	турнир
tourniquet	жгут
tout	NO TRANSLATION
tow	кудель
towel	полотенце
tower	башня
towering	возвышающийся
town	город
townhouse	городская тюрьма
township	городок
townspeople	горожане
toxic	токсичный
toxicity	токсичность
toxicology	токсикология
toxin	токсин
toy	игрушка
toymaker	создатель игрушек
trace	след
traceable	прослеживаемый
tracer	изотопный индикатор
traces	следы
trachea	трахея
tracing	трассировка
track	трек
tracker	трекер
tract	тракт
tractable	послушный
traction	тяговый
tractor	трактор
trade	сделка
trademark	товарный знак
trader	трейдер
tradesman	ремесленник
trading	торговый
tradition	традиция
traditional	традиционный
traffic	трафик
traffic light	светофор
trafficking	торговля
tragedies	трагедии
tragedy	трагедия
tragic	трагический
trail	след
trailer	прицеп
train	поезд
train set	набор поездов
trained	обученный
trainee	стажер
trainer	тренер
training	обучение
trait	черта
traitor	изменник
traitorous	вероломный
trajectory	траектория
tram	трамвай
tramp	бродяга
trample	топтать
trampoline	батут
tramway	трамвайная линия
trance	транс
tranquil	спокойный
tranquility	спокойствие
tranquilizer	транквилизатор
transact	заключать
transaction	сделка
transatlantic	трансатлантический
transceiver	приемопередатчик
transcend	превосходить
transcendence	превосходство
transcendent	трансцендентальный
transcendental	трансцендентный
transcribe	транскрибировать
transcriber	переписчик
transcript	расшифровка
transcription	транскрипция
transfer	перевод
transference	перенесение
transferred	переданы
transfixed	замирает
transform	преобразование
transformation	преобразование
transformer	трансформатор
transfusion	переливание
transgression	трансгрессия
transient	преходящий
transistor	транзистор
transit	транзит
transition	переход
transitional	переходный
transitive	переходный
transitory	преходящий
translate	переведите
translation	перевод
translator	переводчик
translocation	транслокация
translucent	полупрозрачный
transmission	коробка передач
transmit	передавать
transmitter	передатчик
transmutation	превращение
transom	транец
transparency	прозрачность
transparent	прозрачный
transplant	пересадка
transplantation	трансплантация
transponder	транспондер
transport	транспорт
transportation	транспорт
transporter	транспортер
transpose	транспонировать
transposition	перестановка
transsexual	транссексуал
transverse	поперечный
transvestite	трансвестит
trap	ловушка
trapdoor	люк
trapeze	трапеция
trapped	ловушке
trapper	охотник, ставящий капканы
trapping	улавливать
trappings	попона
traps	ловушки
trash	мусор
trashy	дрянной
trauma	травма
traumatic	травматический
travail	NO TRANSLATION
travel	путешествовать
traveler	путешественник
traveling	путешествие
traverse	траверс
travesty	пародия
trawl	трал
trawler	траулер
tray	лоток
treacherous	вероломный
treachery	вероломство
tread	протектор
treadmill	бегущая дорожка
treason	измена
treasure	сокровище
treasured	заветная
treasurer	казначей
treasures	сокровища
treasury	казначейство
treat	рассматривать
treatable	излечимый
treatise	научный труд
treatment	лечение
treaty	договор
treble	утроить
tree	дерево
trees	деревья
trek	путешествие
trellis	шпалера
tremble	дрожать
trembling	дрожь
tremendous	огромный
tremendously	чрезвычайно
tremor	тремор
trench	траншея
trend	тенденция
trending	простирания
trendy	модный
trepidation	беспокойство
trespass	прегрешение
triad	триада
triage	сортировка
trial	испытание
triangle	треугольник
triangular	треугольный
triangulate	производить триангуляцию
triathlon	троеборье
tribal	племенной
tribe	племя
tribulation	несчастье
tribunal	суд
tribune	трибуна
tributary	данник
tribute	дань
trick	трюк
trickery	обман
trickle	струйка
trickster	обманщик
tricky	запутанный
tricycle	трехколесный велосипед
trident	трезубец
trifle	мелочь
trifling	пустяковый
trig	наряжать
trigger	вызывать
trigonometry	тригонометрия
trillion	триллион
trilogy	трилогия
trim	отделка
trimester	триместр
trimmer	триммер
trimming	зачистка
trine	триада
trinity	Троица
trinket	безделушка
trio	трио
trip	поездка
tripartite	трехсторонний
tripe	рубец
triple	тройной
triplet	триплет
triplicate	утраивать
tripod	штатив
tripping	отключение
trite	банальный
tritium	тритий
triumph	триумф
triumphant	торжествующий
trivia	пустяки
trivial	тривиальный
troll	тролль
trolley	тележка
trombone	тромбон
troop	войска
trooper	кавалерист
troops	войска
trophy	трофей
tropic	тропик
tropical	тропический
tropics	тропики
trot	рысь
trouble	беда
troubled	беспокойный
troublemaker	нарушитель спокойствия
troubles	проблемы
troublesome	хлопотный
trough	впадина
troupe	труппа
trousers	брюки
trout	форель
trowel	мастерок
truce	передышка
truck	грузовая машина
trucker	водитель грузовика
truckload	грузовик
truculent	свирепый
true	ПРАВДА
truelove	настоящая любовь
truffle	трюфель
truism	трюизм
trump	козырь
trumpet	труба
trumpeter	трубач
truncate	усекать
truncated	усеченный
trundle	катить
trunk	хобот
truss	ферма
trust	доверять
trustee	доверенное лицо
trusting	доверчивый
trustworthy	заслуживающий доверия
trusty	надежный
truth	правда
truthful	правдивый
truthfulness	правдивость
try	пытаться
tryout	проверять
tryouts	пробным
tsunami	цунами
tub	ванна
tuba	туба
tubby	бочкообразный
tube	трубка
tuberculosis	туберкулез
tubing	трубы
tubular	трубчатый
tubule	трубочка
tuck	складка
tucker	косынка
tuesday	вторник
tufted	с хохолком
tug	гуж
tugboat	буксирное судно
tuition	обучение
tulip	тюльпан
tumble	кувыркаться
tumbler	NO TRANSLATION
tumbleweed	перекати-поле
tummy	животик
tumor	опухоль
tumour	опухоль
tumult	буйство
tumultuous	буйный
tun	NO TRANSLATION
tuna	тунец
tunable	настраиваемый
tune	мелодия
tunic	туника
tuning	настройка
tunnel	тоннель
turban	тюрбан
turbidity	мутность
turbine	турбина
turbo	турбо
turbulence	турбулентность
turbulent	турбулентный
turd	дристун
turf	дерн
turkey	Турция
turmeric	куркума
turmoil	смятение
turn	очередь
turnaround	повернись
turned	оказалось
turning	превращение
turnip	репа
turnkey	тюремщик
turnoff	NO TRANSLATION
turnout	оказаться
turnover	оборот
turnpike	большак
turntable	Проигрыватель
turpentine	скипидар
turquoise	бирюзовый
turret	турель
turtle	черепаха
turtleneck	водолазка
tussle	драка
tutelage	опека
tutor	репетитор
tutoring	репетиторство
tutu	пачка
tux	смокинг
tuxedo	смокинг
tv	ТВ
twain	двое
twat	пизда
twats	twats
tweak	щипать
tweed	твид
tweet	чирикать
tweezers	пинцет
twelfth	двенадцатый
twelve	двенадцать
twentieth	двадцатый
twenty	20
twerp	хам
twig	прут
twilight	сумерки
twill	саржа
twin	близнец
twine	шпагат
twinge	угрызение
twinkle	мерцать
twins	двойняшки
twirl	вертеть
twist	твист
twisted	скрученный
twister	смерч
twit	колкость
twitch	подергивание
twitching	дергающийся
twitchy	ерзающий
two	два
two step	два шага
twofaced	NO TRANSLATION
twofold	вдвое
twosome	тет-а-тет
tycoon	магнат
tyke	дворняжка
type	тип
typewriter	печатная машинка
typhoid	брюшной тиф
typhoon	тайфун
typical	типичный
typically	типично
typist	машинистка
typo	опечатка
typography	типография
tyrannical	тиранический
tyranny	тирания
tyrant	тиран
tyre	шина
ubiquitous	вездесущий
ubiquity	вездесущность
ugliness	уродство
ugly	уродливый
uhoh	NO TRANSLATION
ukulele	гавайская гитара
ulcer	язва
ulterior	невыраженный
ultimate	окончательный
ultimately	в конечном счете
ultimatum	ультиматум
ultimo	NO TRANSLATION
ultrasound	ультразвук
ultraviolet	ультрафиолетовый
umbilical	пупочный
umbra	тень
umbrella	зонтик
umpire	судья
umpteen	многочисленный
unabashed	нерастерявшийся
unabated	неустанный
unable	не в состоянии
unacceptable	неприемлемо
unaccompanied	без аккомпанемента
unaccountable	необъяснимый
unaccounted	неучтенный
unacknowledged	непризнанный
unadulterated	чистейший
unaffected	незатронутый
unafraid	не боится
unaided	без посторонней помощи
unaltered	неизмененный
unambiguous	недвусмысленный
unanimity	единодушие
unanimous	единодушное
unanimously	единогласно
unannounced	без объявления
unanswered	оставшийся без ответа
unanticipated	непредвиденный
unappreciated	непонятый
unapproved	несанкционированный
unarmed	безоружный
unassisted	без посторонней помощи
unassuming	непритязательный
unattached	непривязанный
unattainable	недостижимый
unattended	без присмотра
unattractive	непривлекательный
unauthorized	неразрешенный
unavailable	недоступен
unavoidable	неизбежный
unaware	не знаю
unbalanced	несбалансированный
unbearable	невыносимый
unbeatable	непобедимый
unbeaten	непревзойденный
unbecoming	недостойным
unbelief	неверие
unbelievable	невероятно
unbiased	беспристрастный
unborn	нерожденный
unbound	несвязанный
unbounded	неограниченный
unbreakable	Неуязвимый
unbridled	разнузданный
unbroken	непрерывный
unbutton	расстегивать
uncalled	невостребованный
uncanny	сверхъестественный
uncaring	невнимательный
uncensured	NO TRANSLATION
uncertain	неуверенный
uncertainty	неопределенность
unchallenged	бессменный
unchangeable	неизменяемый
unchanged	без изменений
uncharted	не отмеченный на карте
uncherished	NO TRANSLATION
uncivilized	нецивилизованный
unclaimed	невостребованный
uncle	дядя
unclean	нечистый
unclear	не понятно
uncomfortable	неудобный
uncommon	редкий
uncommonly	необыкновенно
uncomplicated	незамысловатый
uncompromising	непреклонный
unconcerned	беззаботный
unconditional	безусловный
unconfirmed	неподтвержденный
unconnected	несвязанный
unconscionable	недобросовестный
unconscious	без сознания
unconsciousness	беспамятство
unconstitutional	неконституционный
unconstrained	непринужденный
uncontested	неоспоримый
uncontrollable	неконтролируемый
uncontrolled	неконтролируемая
unconventional	нетрадиционный
unconvinced	убедило
unconvincing	неубедительный
uncooked	сырой
uncooperative	отказываться от сотрудничества
uncorrelated	коррелированы
uncouth	неотесанный
uncover	раскрывать
uncritical	некритичный
uncut	неразрезанный
undead	нежитью
undecided	нерешительный
undefeated	непобедимый
undefined	не определено
undeniable	бесспорный
underage	несовершеннолетний
underbelly	низ живота
undercover	тайный
undercurrent	глубинное течение
underdog	неудачник
underestimate	недооценивать
undergo	претерпевать
undergraduate	студент
underground	метро
underhanded	коварный
underlay	подкладывать
underlie	лежать в основе
underline	подчеркивание
underlying	лежащий в основе
undermine	подрывать
undermined	подрывается
underneath	под
underpaid	низкооплачиваемый
underpants	Трусы
underprivileged	неимущий
underrated	недооценен
underscore	нижнее подчеркивание
undersea	подводный
undersecretary	заместитель министра
undersized	низкорослый
understaffed	неукомплектованный
understand	Понимаю
understandable	понятный
understanding	понимание
understatement	занижение
understood	понимать
understudy	дублер
undertake	предпринимать
undertaker	гробовщик
undertaking	предприятие
undertow	отлив прибоя
underwear	нижнее белье
underwood	подлесок
underworld	подземный мир
underwrite	подписываться
underwriter	андеррайтер
undeserved	незаслуженный
undesirable	нежелательный
undesired	нежелательная
undetectable	необнаружимый
undetected	незамеченной
undetermined	неопределенный
undeveloped	неразвитой
undignified	недостойный
undirected	ненаправленный
undisclosed	не указано
undiscovered	нераскрытый
undisputed	бесспорный
undisturbed	невозмущенное
undivided	неразделенный
undo	расстегивать
undoing	развязывание
undoubted	бесспорный
undress	раздевать
undressed	раздетый
undue	несвоевременный
undying	бессмертный
unearned	нетрудовой
unearth	раскапывать
uneasiness	стесненность
uneasy	беспокойный
uneducated	необразованный
unemployed	безработные
unemployment	безработица
unencumbered	незаложенный
unending	нескончаемый
unequal	неравный
unequalled	бесподобный
unequivocal	недвусмысленный
unequivocally	однозначно
unethical	неэтично
uneven	неровный
uneventful	беспрецедентна
unexpected	неожиданный
unexpectedly	неожиданно
unexplainable	необъяснимое
unexplained	необъяснимый
unexplored	неисследованный
unfailing	неисчерпаемый
unfair	недобросовестный
unfairness	нечестность
unfaithful	вероломный
unfamiliar	незнакомый
unfavorable	неблагоприятный
unfeeling	бесчувственный
unfettered	освобожденный
unfinished	незаконченный
unfit	непригодный
unflinching	неустрашимый
unfold	раскрываться
unfollow	неследовать
unforeseen	непредвиденный
unforgettable	незабвенный
unforgivable	непростительный
unforgiving	неумолимый
unfortunate	несчастный
unfortunately	К сожалению
unfounded	необоснованный
unfreeze	размораживать
unfriendly	недружественный
unfulfilled	невыполненный
unfurnished	немеблированный
unglued	слабины
ungodly	нечестивый
ungrateful	неблагодарный
unguarded	неосторожный
unhand	NO TRANSLATION
unhappiness	несчастье
unhappy	несчастный
unharmed	невредимый
unhealthy	нездоровый
unheard	неслыханным
unhelpful	бесполезный
unhindered	беспрепятственное
unholy	нечестивый
unhook	отцепить
unicorn	единорог
unidentified	неопознанный
unification	объединение
unified	унифицированный
uniform	единообразный
uniformed	одетый в форму
uniformity	однородность
uniformly	равномерно
unimaginable	невообразимый
unimpeachable	бесспорный
unimpeached	неоспоримый
