Word	hi
slam	स्लैम
slammer	जेल
slander	बदनामी
slanderous	निंदात्मक
slang	खिचड़ी भाषा
slant	तिरछा
slap	थप्पड़
slash	स्लेश
slashes	स्लैश
slate	स्लेट
slates	स्लेट
slaughter	वध
slaughterhouse	क़साईख़ाना
slaughtering	नरसंहार
slave	दास
slavery	गुलामी
slay	टूटना
slayer	बध करनेवाला
sleaze	sleaze
sleazy	निर्बल
sled	NO TRANSLATION
sledding	बढ़ाव
sledge	लोहार का हथौड़ा
sledgehammer	ताक़तवर
sleek	चिकना
sleep	नींद
sleeper	स्लीपर
sleeping	सोया हुआ
sleepless	नींद हराम
sleeplessness	उन्निद्रता
sleepover	sleepover
sleepy	निद्रालु
sleepyhead	निंदासा आदमी
sleet	ओले के साथ वर्षा
sleeve	आस्तीन
sleeveless	बिना आस्तीन का
sleigh	बेपहियों की गाड़ी
sleight	सफ़ाई
slender	पतला
sleuth	खोजी कुत्ता
slice	टुकड़ा
slick	चालाक
slicker	बरसाती कोट
slide	फिसल पट्टी
slider	स्लाइडर
sliding	रपट
slight	थोड़ा
slight anticipation	मामूली प्रत्याशा
slight disgust	मामूली घृणा
slight surprise	मामूली आश्चर्य
slight trust	मामूली विश्वास
slightly	थोड़ा
slightly negative	थोड़ा नकारात्मक
slightly positive	थोड़ा सकारात्मक
slim	पतला
slime	कीचड़
slimy	घिनौना
sling	गोफन
slingshot	गुलेल
slink	छिपकर जाना
slinky	स्लिंकी
slip	चूक
slipper	चप्पल
slippers	चप्पलें
slippery	फिसलाऊ
slit	भट्ठा
sliver	टूटकर अलग हो जाना
slob	मूर्ख
slobber	लापरवाही से काम करना
slogan	नारा
sloop	छोटी नाव
slop	NO TRANSLATION
slope	ढाल
sloppy	मैला
slot	स्लॉट
sloth	आलस
slouch	झुकना
slough	केंचुली
slow	धीमा
slowly	धीरे से
slowness	मंदी
sludge	कीचड़
slug	काउंटर
slugger	स्लगर
sluggish	सुस्त
sluice	पानी निकालने का फाटक
slum	गंदी बस्ती
slumber	नींद
slump	मंदी
slur	कलंक
slurp	slurp
slush	कीचड़
slut	फूहड़
slutty	slutty
sly	धूर्त
smack	एक प्रकार का जहाज़
small	छोटा
smaller	छोटे
smallest	सबसे छोटा
smallpox	चेचक
smart	होशियार
smartass	स्मार्ट गधा
smarten	ज़िंदादिल हो जाना
smarty	चतुर
smash	गरज
smashed	तोड़ी
smattering	गिरोह
smear	धब्बा
smell	गंध
smelling	सुगंधित
smelly	बदबूदार
smelt	गलाने
smidgen	smidgen
smile	मुस्कुराओ
smiled	मुस्कराए
smiles	मुस्कान
smiley	स्माइली
smiling	मुस्कराते हुए
smirk	नखरे की मुस्कराहट
smite	हराना
smith	लोहार
smithereens	टुकड़े
smitten	पीटा गया
smock	लबादा
smog	धुंध
smoke	धुआं
smoker	धूम्रपान न करने
smokey	स्मोकी
smoking	धूम्रपान
smoky	धुएँ के रंग का
smoldering	सुलगनेवाला
smooch	चुंबन
smooth	चिकना
smoothie	ठग
smoothly	सुचारू रूप से
smoothness	चिकनाई
smother	गला घोंटना
smudge	धब्बा
smug	आत्मसंतुष्ट
smuggle	तस्करी
smuggler	तस्कर
smuggling	तस्करी
smut	मैल
snack	नाश्ता
snacks	स्नैक्स
snafu	घपला
snag	रोड़ा
snags	गड़बड़ी
snail	घोंघा
snake	साँप
snakes	सांप
snakeskin	केंचुल
snap	स्नैप
snapper	स्नैपर
snappy	तेज़
snapshot	स्नैपशॉट
snare	जाल
snarl	गिरह
snarling	snarling
snatch	छीनना
snatcher	snatcher
snazzy	अत्यधिक आकर्षित
sneak	उचक्का
sneaker	छिपकर जानेवाला
sneakers	स्नीकर्स
sneaking	चापलूस
sneaky	डरपोक
sneer	उपहास
sneeze	छींक
sneezing	छींक आना
snicker	हिनहिनाहट
snide	जाली
sniff	सूंघना
snip	धज्जी
snipe	ठीक गोली चलाना
sniper	निशानची
snippet	टुकड़ा
snippy	नामुकम्मल
snitch	नाक
snob	मोची का नौकर
snoop	गुप्तचर
snoopy	snoopy
snooty	अति सूक्ष्म
snooze	दिन में झपकी लेना
snore	सोते सोते चूकना
snorkel	स्नोर्कल
snort	फक-फक करना
snot	गुस्ताख़
snotty	कुत्सित
snout	थूथना
snow	हिमपात
snowball	स्नोबॉल
snowboard	स्नोबोर्ड
snowboarder	स्नोबोर्डर
snowday	बर्फीला दिन
snowfall	हिमपात
snowflake	हिमपात का एक खंड
snowing	बर्फ गिर रही
snowmageddon	snowmageddon
snowman	हिम मानव
snowplow	बर्फ हल
snowstorm	बर्फीली आंधी
snowy	हिमाच्छन्न
snub	अपमान
snubbed	लटकाया
snuff	सुंघनी
snug	गरम
snuggle	ठहरना
snuggled	snuggled
snuggles	snuggles
snuggling	जन-जीवन सामान्य
soak	भिगोना
soaked	सिक्त
soaking	शोषण
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	साबुन
soapbox	साबुनदान
soapy	साबुन का
soar	ऊंची उड़ान भरना
soaring	उड़ान
sob	NO TRANSLATION
sober	शांत
soblessed	NO TRANSLATION
sobriety	संयम
soc	SOC
soccer	फुटबॉल
sociable	मिलनसार
social	सामाजिक
socialanxiety	NO TRANSLATION
socialism	समाजवाद
socialist	समाजवादी
socialite	प्रभावयुक्त व्यक्ति
socialize	सामूहीकरण करना
society	समाज
sociology	नागरिक सास्त्र
sociopath	मनोरोगी
sock	मौज़ा
socket	सॉकेट
sod	वतन
soda	सोडा
soda/pop	सोडा खुलने की ध्वनि
sodding	sodding
sodium	सोडियम
sofa	सोफ़ा
soft	मुलायम
softball	सॉफ्टबॉल
soften	नरम
softener	सॉफ़्नर
softening	नरम
softly	नरमी से
softness	मृदुता
software	सॉफ्टवेयर
soggy	गीला
sohappy	बहुत खुश
soil	मिट्टी
soiled	गंदे
soiree	भोज
sojourn	डेरा डालना
solace	सांत्वना
solar	सौर
solarium	धूपघड़ी
solder	मिलाप
soldering	टांकने की क्रिया
soldier	फोजी
sole	एकमात्र
solemn	गंभीर
solicit	मांगना
solicitation	लोभ
solicitor	वकील
solid	ठोस
solidarity	एकजुटता
solidification	जमाना
solidified	जम
solidify	जमना
solidity	दृढ़ता
solitaire	त्यागी
solitary	अकेला
solitude	एकांत
solo	एकल
solubility	घुलनशीलता
soluble	घुलनशील
solucky	कितना खुशनसीब
solution	उपाय
solve	का समाधान
solvency	करदानक्षमता
solvent	विलायक
somad	NO TRANSLATION
somatic	दैहिक
somber	मलिन
some anticipation	कुछ प्रत्याशा
some disgust	कुछ घृणा
some surprise	कुछ आश्चर्य
some trust	कुछ विश्वास
somersault	कलाबाज़ी
somethingigetalot	NO TRANSLATION
somewhat negative	कुछ हद तक नकारात्मक
somewhat positive	कुछ हद तक सकारात्मक
somuchtodo	NO TRANSLATION
son	बेटा
sonar	सोनार
sonata	सोनाटा
sonervous	NO TRANSLATION
song	गाना
songwriter	गीतकार
sonic	ध्वनि का
sonice	NO TRANSLATION
sonnet	गाथा
sonorous	मधुर
soot	कालिख
soothe	शांत करना
soothing	सुखदायक
sophisticated	जटिल
sophistication	मिलावट
sophomore	द्वितीय
sopissed	NO TRANSLATION
soppy	बरसाती
soprano	सोप्रानो
sorcerer	जादूगर
sorcery	टोना
sordid	घिनौना
sore	पीड़ादायक
soready	तो फिर तैयार
sorely	कष्टदायी रूप से
soreness	व्यथा
sorghum	चारा
sorority	औरतों का संग्रह
sorrow	शोक
sorrowful	उदास
sorry	माफ़ कीजिये
sort	तरह
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	छँटाई
sos	NO TRANSLATION
soscared	बहुत डरा हुआ
soscary	इतना डरावना
soslow	बहुत धीरे
sostressed	NO TRANSLATION
sosweet	कितना प्यारा
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	अन्त: मन
soulful	भावपूर्ण
soulless	संगदिल
soulmate	जान से प्यारा
sound	ध्वनि
sounding	लग
soundness	दृढ़ता
soundproof	ध्वनिरहित
soundtrack	साउंडट्रैक
soup	सूप
sour	खट्टा
source	स्रोत
sourpuss	sourpuss
south	दक्षिण
southbound	दक्षिण बाध्य
southeast	दक्षिण-पूर्व
southern	दक्षिण
southpaw	खब्बा
southwest	दक्षिण पश्चिम
souvenir	यादगार
sovereign	प्रभु
sovereignty	संप्रभुता
soviet	सोवियत
sow	बीज बोना
soy	सोया
soy sauce	सोया सॉस
soybean	सोयाबीन
spa	स्पा
space	अंतरिक्ष
spacecraft	अंतरिक्ष यान
spaceman	स्पेसमैन
spaceship	अंतरिक्ष यान
spacing	अंतर
spacious	विशाल
spade	कुदाल
spaghetti	स्पघेटी
spam	स्पैम
spammers	स्पैमर्स
span	NO TRANSLATION
spandex	स्पैन्डेक्स
spaniel	चाटुकार
spank	झापड़
spanking	तेज़
spar	बल्ला
spare	अतिरिक्त
spareribs	स्पेयररिब्स
sparingly	किफ़ायत से
spark	चिंगारी
sparkle	चमक
sparkling	शानदार
sparkly	sparkly
sparring	बहस
sparrow	गौरैया
sparse	विरल
spasm	ऐंठन
spastic	अंधव्यवस्थात्मक
spat	झगड़ा
spatial	स्थानिक
spatter	छींटे
spatula	रंग
spawn	अंडे
spaz	स्पॅज
speak	बोले
speakeasy	स्पीकईज़ी
speaker	वक्ता
speakerphone	स्पीकरफोन
speaking	बोला जा रहा है
spear	भाला
spec	कल्पना
special	विशेष
specialist	विशेषज्ञ
speciality	विशेषता
specialize	NO TRANSLATION
specially	विशेष रूप से
specialty	विशेषता
specie	NO TRANSLATION
species	जाति
specific	विशिष्ट
specification	विनिर्देश
specify	उल्लिखित करना
specimen	नमूना
speck	कलंक
speckled	धब्बेदार
specs	ऐनक
spectacle	तमाशा
spectacles	चश्मा
spectacular	बहुत शानदार
spectator	दर्शक
specter	काली छाया
spectral	वर्णक्रमीय
spectrometer	स्पेक्ट्रोमीटर
spectrophotometer	स्पेक्ट्रोफोटोमीटर
spectroscopy	स्पेक्ट्रोस्कोपी
spectrum	स्पेक्ट्रम
speculate	कल्पना करना
speculation	सट्टा
speculative	काल्पनिक
speculum	वीक्षक
speech	भाषण
speechless	बोली बंद होना
speed	गति
speedboat	स्पीडबोट
speedily	जल्दी से
speeding	तेजी
speedometer	स्पीडोमीटर
speedway	शाहराह
speedy	तीव्र
spell	जादू
spellbound	मंत्रमुग्ध
spelling	वर्तनी
spencer	विग
spend	बिताना
spender	व्यय करनेवाला
spending	खर्च
spent	खर्च किया
sperm	शुक्राणु
spew	वमन
sphere	क्षेत्र
spherical	गोलाकार
sphincter	दबानेवाला यंत्र
sphinx	गूढ़ व्यक्ति
spic	मेक्सिको का निवासी
spice	चाट मसाला
spicy	मसालेदार
spider	मकड़ी
spiders	मकड़ियों
spiffy	spiffy
spigot	पानी की कल
spike	कील
spiked	नुकीला
spiky	काँटेदार
spill	शलाका
spillin	NO TRANSLATION
spin	स्पिन
spinach	पालक
spinal	रीढ़ की हड्डी में
spindle	धुरा
spine	रीढ़ की हड्डी
spineless	अति दुर्बल
spinner	स्पिनर
spinning	कताई
spinster	कातनेवाली
spiny	काँटेदार
spiral	कुंडली
spire	शिखर
spirit	आत्मा
spirited	साहसी
spirits	आत्माओं
spiritual	आध्यात्मिक
spirituality	आध्यात्मिकता
spit	थूक
spite	बावजूद
spiteful	द्वेषपूर्ण
spitfire	तुनुकमिज़ाज
spittoon	उगालदान
splash	छप छप
splat	सूचक
splatter	छींटे
spleen	तिल्ली
splendid	शानदार
splendor	धूम तान
splice	ब्याह
spline	पट्टी
splint	पट्टी
splinter	किरच
split	विभाजित करें
splitting	बंटवारे
splurge	शेख़ी
spoil	लूट
spoiler	स्पॉइलर
spoiling	विकार
spoils	लूट
spoke	बोला
spoken	बोली जाने
spokesman	प्रवक्ता
spokesperson	प्रवक्ता
sponge	स्पंज
spongy	चिमड़ा
sponsor	प्रायोजक
sponsorship	प्रायोजन
spontaneity	स्वच्छंदता
spontaneous	स्वाभाविक
spoof	चकमा देना
spook	भूत
spooky	डरावना
spool	अटेरन
spoon	चम्मच
spoonful	थोड़ी मात्रा
sporadic	छिटपुट
spore	बीजाणु
sport	खेल
sporting	खेल
sports	खेल
sports car	स्पोर्ट्स कार
sportsman	खिलाड़ी
sportsmanship	खेल भावना
sportswriter	खेल लेखक
sporty	स्पोर्टी
spot	स्थान
spotless	स्वच्छ
spotlight	सुर्खियों
spotted	धब्बेदार
spotter	गुप्तचर
spotty	धब्बेदार
spousal	पति-पत्नी
spouse	पति या पत्नी
spout	टोंटी
sprain	मोच
sprawl	लोटना
spray	फुहार
spread	फैलाना
spreader	फैलानेवाला
spree	आनंद का उत्सव
spring	वसंत
springtime	बहार
sprinkle	छींटे डालना
sprinkler	बुझानेवाला
sprinkling	छिड़काव
sprint	पूरे वेग से दौड़ना
sprite	प्रेत
sprout	अंकुर
spruce	सजाना
spud	खुरपा
spunk	साहस
spunky	साहसी
spur	प्रेरणा
spurious	जाली
spurred	प्रेरित
spurt	उछाल
spy	जासूस
squabble	झगड़ा
squad	दस्ता
squadron	स्क्वाड्रन
squall	वायु का झोंका
squamous	स्क्वैमस
squander	गंवाना
square	वर्ग
squash	स्क्वाश
squat	फूहड़
squatter	बिना अधिकार के सार्वजनिक भूमि पर अधिकार करनेवाला
squaw	रंडी
squawk	पक्षी का कर्कश शब्द
squeak	चीख़
squeaky	चीख़ का
squeal	चिल्लाहट
squealer	पक्षी का बच्चा
squeamish	नकचढ़ा
squeeze	निचोड़
squeezing	निचोड़
squelch	झंखाड़
squid	स्क्वीड
squint	भेंगापन
squire	जमीदार
squirm	ऐंठना
squirrel	गिलहरी
squirt	धारा निकलना
squish	तोड़ो
squishy	स्क्विशी
stab	आवेश
stabbed	छुरा घोंपा
stability	स्थिरता
stabilize	स्थिर
stabilizer	स्टेबलाइजर
stable	स्थिर
staccato	असंबद्ध रीति
stack	ढेर
stadium	स्टेडियम
staff	कर्मचारी
stag	बारहसिंगा
stage	मंच
stagecoach	किराये पर चलनेवाली गाड़ी
stagehand	रंगमंच का मज़दूर
stagger	लड़खड़ाहट
staggering	चक्कर
stagnant	ठहरा हुआ
stagnation	स्थिरता
staid	शांत
stain	दाग
stained	बदनाम किया हुआ
stainless	स्टेनलेस
stair	सीढ़ी
staircase	सीढ़ी
stairs	सीढ़ियों
stairway	सीढ़ी
stairwell	सीढ़ियों
stake	दाँव
stakeout	पुलिस की गुप्त निगरानी
stale	बासी
stalemate	गतिरोध
stalk	डंठल
stalker	शिकारी
stall	दुकान
stallion	बिना बधिया किया घोड़ा
stalls	स्टालों
stalwart	निष्ठावान
stamina	सहनशीलता
stamp	डाक टिकट
stampede	भगदड़
stance	मुद्रा
stand	खड़ा
standard	मानक
standardize	प्रमाण के अनुसार करना
standardized	मानकीकृत
standby	समर्थन करना
standing	खड़ा है
standoff	गतिरोध
standpoint	दृष्टिकोण
standstill	ठहराव
standup	खड़े हो जाओ
stanza	छंद
staph	staph
staple	प्रधान
stapler	ऊन बेचनेवाला
star	तारा
star fruit	स्टार फल
starboard	जहाज़ का दाहिना पहलू
starch	स्टार्च
stardom	स्टार बनने
stardust	स्टारडस्ट
stare	एकटक देखना
starfish	एक प्रकार की मछली जिस को पाँच - सात बाहु के सदृश अंग होते है
stargazing	stargazing
staring	घूर
stark	निरा
starlet	छोटा तारा
starlight	तारों का
starling	मैना
starry	तारों से जड़ा
stars	सितारों
starship	स्टारशिप
start	प्रारंभ
starter	स्टार्टर
startle	डराना
startled	चौंका
startling	चौंकाने
starvation	भुखमरी
starve	भूखा
starved	भूखे
starving	भूख से मर
stash	छिपाने की जगह
stat	स्टेट
state	राज्य
stately	आलीशान
statement	बयान
stateroom	अलग केबिन
stateside	stateside
statesman	राजनेता
static	स्थिर
staticky	NO TRANSLATION
statics	स्थिति-विज्ञान
station	स्टेशन
stationary	स्थिर
stationery	स्टेशनरी
statistic	सांख्यिकीय
statistical	सांख्यिकीय
statistician	सांख्यिकीविद
stator	स्टेटर
statuary	प्रस्तरप्रतिमा
statue	प्रतिमा
statuette	प्रतिमा
stature	डील-डौल
status	स्थिति
statute	क़ानून
statutory	वैधानिक
staunch	निष्ठावान
stave	छंद
stay	रहना
stayaway	NO TRANSLATION
stayed	रुके
stays	रहता है
stead	जगह
steadfast	दृढ़
steady	नियमित
steak	स्टेक
steakhouse	मांस घर
steal	चुराना
stealing	चोरी
stealth	चुपके
stealthily	छिपकर
stealthy	गुढ़
steam	भाप
steamboat	स्टीमर
steamer	स्टीमर
steaming	गुस्से
steamroller	दबाव डालना
steamship	स्टीमर
steamy	भाप से भरा
steel	इस्पात
steep	खड़ी
steeple	घंटाघर
steer	रास्ते पर लाना
steering	स्टीयरिंग
stellar	तारकीय
stem	तना
stench	बदबू
stencil	स्टैंसिल
stenographer	आशुलिपिक
step	कदम
stepdaughter	सौतेली कन्या
stepfather	सौतेला बाप
stepmother	सौतेली माँ
steppe	मैदान
steps	कदम
stepson	सौतेला बेटा
stereo	स्टीरियो
stereoscopic	त्रिविम
stereotype	टकसाली
stereotyped	टकसाली
sterile	बाँझ
sterility	बाँझपन
sterilize	बाँझ बनाना
sterling	वास्तविक
stern	कठोर
sternum	उरास्थि
steroid	स्टेरॉयड
stethoscope	परिश्रावक
stew	मछली पालने का जहाज़
steward	प्रबंधक
stewardess	भंडारिन
stewardship	परिचारक का पद
stfu	STFU
stick	छड़ी
sticker	कँटिया
sticking	चिपचिपा
stickler	हामी
stickup	फैला होना
sticky	चिपचिपा
stiff	कठोर
stiffen	ठोस बनाना
stiffness	कठोरता
stifle	दबाना
stifled	दबाया
stifling	उमसदार
stigma	कलंक
stile	NO TRANSLATION
stiletto	कटार
stillbirth	स्टीलबर्थ
stillborn	मृत
stillness	शांति
stillwaiting	NO TRANSLATION
stilts	स्टिल्ट
stimulant	उत्तेजक पदार्थ
stimulate	प्रोत्साहित करना
stimulating	उत्तेजक
stimulation	उत्तेजना
stimulus	प्रोत्साहन
sting	डंक
stinger	डंक
stinging	चुभता
stingy	कंजूस
stink	बदबू
stinker	बदमाश
stinking	बदबूदार
stinky	बदबूदार
stint	कार्यकाल
stipend	वेतन
stipulate	शर्त लगाना
stipulation	शर्त
stir	हलचल
stirring	सरगर्मी
stitch	टांका
stitching	सिलाई
stock	भण्डार
stockade	बाड़ा
stockbroker	हुंडी का दलाल
stockholder	हिस्सेदार
stocking	जुराब
stockings	मोज़ा
stockpile	भंडार
stockroom	गोदाम
stocks	शेयरों
stoic	उदासीन
stole	चुरा लिया
stolen	चोरी हो गया
stomach	पेट
stomachache	पेट दर्द
stomp	stomp
stomped	stomped
stone	पत्थर
stoned	शराबी
stonewall	पत्थर की दीवार
stoneware	पत्थर के पात्र
stony	बेदर्द
stooge	कठपुतली
stool	स्टूल
stools	दस्त
stoop	बंदगी
stoopid	stoopid
stop	रुकें
stopover	रास्ते का ठहराव
stoppage	ठहरना
stopper	डाट
stopping	रोक
stopwatch	स्टॉपवॉच देखनी
storage	भंडारण
store	दुकान
storefront	स्टोर के सामने
storehouse	गोदाम
storeroom	गोदाम
storing	भंडारण
storm	आंधी
storming	तूफान
stormy	तूफ़ानी
story	कहानी
storybook	कहानियों का संग्रह
storyteller	गढ़नेवाला
storytelling	कहानी कहने
stound	stound
stout	स्टाउट
stove	स्टोव
stow	भरना
stowaway	बेटिकट यात्री
straddle	पैर फैलाकर बैठना
straight	सीधे
straighten	सीधा करना
straightforward	सरल
straightway	झटपट
strain	तनाव
strained	तनावपूर्ण
strait	कंजूस
straitjacket	हथकड़ी
straits	जलडमरूमध्य
strand	किनारा
stranded	फंसे
strange	अजीब
stranger	अजनबी
strangle	दबाना
strangulation	गला घोंटने का काम
strap	पट्टा
strapless	strapless
strapping	चाबुक की मार
strata	स्तर
strategic	सामरिक
strategist	रणनीतिज्ञ
strategy	रणनीति
stratification	स्तर-विन्यास
stratosphere	समताप मंडल
stratum	परत
stratus	फैला हुआ बादल
straw	स्ट्रॉ
strawberry	स्ट्रॉबेरी
stray	भटका हुआ
streak	लकीर
streaked	परेशान
stream	धारा
streamer	प्रकाश की किरण
streaming	स्ट्रीमिंग
streamline	सुवीही
street	सड़क
streetcar	ट्राम
streetlight	गली की बत्ती
strength	शक्ति
strengthen	मजबूत बनाना
strengthening	को सुदृढ़
strenuous	ज़ोरदार
strep	स्ट्रेप
stress	तनाव
stressed	पर बल दिया
stresses	तनाव
stressfree	NO TRANSLATION
stressful	तनावपूर्ण
stressin	NO TRANSLATION
stressing	जोर
stressrelief	NO TRANSLATION
stretch	खिंचाव
stretcher	स्ट्रेचर
stricken	घायल
strict	कठोर
stride	छलाँग
strife	कलह
strike	धरना
strikeout	मिटाना
striker	स्ट्राइकर
striking	हड़ताली
strikingly	आश्चर्यजनक ढंग से
string	तार
strings	तार
stringy	रेशेदार
strip	पट्टी
stripe	पट्टी
striped	धारीदार
stripped	छीन लिया
stripper	खाल उधेड़नेवाला
striptease	स्ट्रिपटीज़
strive	प्रयास करते हैं
strobe	स्ट्रोब
stroke	आघात
stroll	चहलक़दमी
stroller	घुमक्कड़
strolling	आवारा
strong	बलवान
stronghold	गढ़
strongly	दृढ़ता से
structural	संरचनात्मक
structure	संरचना
strudel	स्ट्रूडेल
struggle	संघर्ष
strut	अकड़
stub	ठूंठ
stubbed	टोंटदार
stubble	खूंटी
stubborn	ज़िद्दी
stubbornness	हठ
stubby	ठूंठदार
stucco	प्लास्टर
stuck	अटक गया
stuckup	NO TRANSLATION
stud	टेक
studded	जड़ा हुआ
student	छात्र
studied	अध्ययन
studio	स्टूडियो
study	अध्ययन
stuff	सामग्री
stuffed animal	मुलायम खिलौना
stuffing	भराई
stuffy	उबाऊ
stumble	ठोकर
stump	स्टंप
stumped	स्टम्प्ड
stun	अचेत करना
stunned	अवाक
stunner	गजब की चीज
stunning	चौका देने वाला
stunt	करतब
stunted	छोटे क़द का
stuntman	स्टंटमैन
stupefaction	स्तब्धता
stupefy	मूर्ख बनाना
stupendous	अति विशाल
stupid	बेवकूफ
stupidity	मूर्खता
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	व्यामोह
sturdy	तगड़ा
sturgeon	स्टर्जन
stutter	हकलाना
sty	शूकरशाला
style	अंदाज
styling	स्टाइल
stylish	स्टाइलिश
stylist	स्टाइलिस्ट
suave	शिष्ट
sub	उप
subatomic	उपपरमाण्विक
subcommittee	उपसमिति
subconscious	अचेतन
subcutaneous	चमड़े के नीचे का
subdivide	प्रतिभाग करना
subdivision	उपखंड
subduction	सबडक्शन
subdue	वश में
subdued	मातहत
subdural	अवदृढ़तानिकी
subito	NO TRANSLATION
subject	विषय
subjected	अधीन
subjection	अधीनता
subjective	व्यक्तिपरक
subjugation	दमन
sublet	शिकमी देना
sublevel	sublevel
sublimation	उच्च बनाने की क्रिया
sublime	उदात्त
subliminal	अचेतन
submarine	पनडुब्बी
submerge	डूबना
submerged	जलमग्न
submersible	पनडुब्बी
submission	प्रस्तुत करने
submissive	विनम्र
submit	जमा करें
submitting	प्रस्तुत करने
subordinate	मातहत
subordination	अधीनता
subplot	subplot
subpoena	आकारक
subscribe	सदस्यता लेने के
subscriber	ग्राहक
subscription	अंशदान
subsequence	परिणाम को
subsequent	आगामी
subsequently	बाद में
subservient	अधीन
subset	सबसेट
subside	कम होना
subsidence	घटाव
subsidiary	सहायक
subsidize	घूस देना
subsidy	सब्सिडी
subsist	गुजारा करना
subsistence	जीवन निर्वाह
subsoil	भूमि के नीचे का मिट्टी का भाग
subspace	उपस्पेस
substance	पदार्थ
substandard	रद्दी
substantial	ठोस
substantially	काफी हद तक
substantiate	सिद्ध करना
substantive	मूल
substation	सबस्टेशन
substitute	विकल्प
substituted	एवजी
substitution	प्रतिस्थापन
substructure	बुनियाद
subterranean	भूमिगत
subtext	पहलू
subtitle	उपशीर्षक
subtle	सूक्ष्म
subtlety	सूक्ष्मता
subtract	घटाना
subtraction	घटाव
subtype	उप-प्रकार
suburb	उपनगर
suburban	उपनगरीय
suburbia	उपनगरों
suburbs	उपनगरों
subversion	विनाश
subversive	विनाशक
subvert	पलट देना
subway	भूमिगत मार्ग
succeed	सफल होने के
succeeding	सफल
success	सफलता
successful	सफल
succession	उत्तराधिकार
successive	क्रमिक
successor	वारिस
succinct	संक्षिप्त
succubus	succubus
succulent	रसीला
succumb	मर जाना
suck	चूसना
sucker	चूसने वाला
sucking	अनुभवहीन
suckling	गोद का बच्चा
sucks	बेकार
suction	चूषण
sudden	अचानक
suddenly	अचानक से
suds	साबुन का झाग
sue	मुक़दमा चलाना
suede	साबर
suffer	भुगतना
sufferer	पीड़ित
suffering	पीड़ा
suffice	पूरा करना
sufficiency	प्रचुरता
sufficient	पर्याप्त
sufficiently	पर्याप्त रूप से
suffix	प्रत्यय
suffocate	दम घुट
suffocating	घुटना-संबंधी
suffocation	घुटन
sugar	चीनी
suggest	सुझाना
suggestion	सुझाव
suggestive	विचारोत्तेजक
suicidal	आत्मघात
suicide	आत्महत्या
suicidebombing	NO TRANSLATION
suit	सूट
suitable	उपयुक्त
suitcase	सूटकेस
suite	सुइट
suitor	प्रेमी
sulfate	सल्फेट
sulfur	गंधक
sulk	मचलना
sullen	उदास
sully	मैला करना
sulphur	गंधक
sultan	सुलतान
sultry	उमसदार
sum	योग
summarily	संक्षिप्त रूप में
summarize	संक्षेप में प्रस्तुत करना
summary	सारांश
summation	योग
summer	गर्मी
summerhouse	गरमी में रहने का घर
summertime	गर्मियों
summit	शिखर सम्मेलन
summon	बुलाने
summons	सम्मन
sumo	सूमो
sump	नाबदान
sumptuous	वैभवशाली
sun	रवि
sunbeam	सुरज की किरण
sunburn	धूप की कालिमा
sundae	कुचले हुए फल
sunday	रविवार
sundial	धूपघड़ी
sundown	सूर्यास्त
sundry	विविध
sunflower	सूरजमुखी
sunglass	धूप के चश्मे
sunglasses	धूप का चश्मा
sunk	डूब
sunken	धँसा
sunless	sunless
sunlight	सूरज की रोशनी
sunny	धूप
sunrise	सूर्योदय
sunroof	सनरूफ
sunscreen	सनस्क्रीन
sunset	सूर्य का अस्त होना
sunshine	धूप
suntan	धूप की कालिमा
sunup	सूर्य का उदय
sup	सुड़कना
super	सुपर
superannuation	पेंशन
superb	उत्तम
superficial	सतही
superfluous	ज़रूरत से ज़्यादा
superhero	सुपर हीरो
superhuman	अलौकिक
superimposed	आरोपित
superintendent	अधीक्षक
superior	बेहतर
superiority	श्रेष्ठता
superlative	अतिशयोक्ति
superman	अतिमानव
supermarket	सुपरमार्केट
supermodel	सुपर मॉडल
supernatant	सतह पर तैरनेवाला
supernatural	अलौकिक
supernova	सुपरनोवा
superposition	superposition
superpower	महाशक्ति
supersede	हटा देना
superstar	सुपरस्टार
superstition	अंधविश्वास
superstitious	वहमी
superstore	सुपरस्टोर
supervise	निगरानी
supervision	पर्यवेक्षण
supervisor	पर्यवेक्षक
supper	रात का खाना
suppertime	suppertime
supplant	उखाड़ना
supple	कोमल
supplement	परिशिष्ट
supplemental	पूरक
supplementary	पूरक
supplication	प्रार्थना
supplier	प्रदायक
supplies	आपूर्ति
supply	आपूर्ति
support	समर्थन
supported	समर्थित
supporter	समर्थक
supporters	समर्थकों
supporting	सहायक
supportive	सहायक
suppose	मान लीजिए
supposed	माना
supposing	मान
supposition	अनुमान
suppress	दबाना
suppression	दमन
supremacy	प्रभुत्व
supreme	सुप्रीम
supremely	सर्वोच्च
surcharge	अधिभार
sure	ज़रूर
surety	प्रतिभू
surf	लहर
surface	सतह
surfboard	सर्फ़बोर्ड
surfer	सर्फर
surge	महोर्मि
surgeon	शल्य चिकित्सक
surgery	सर्जरी
surgical	शल्य
surly	असभ्य
surmise	शंका
surname	उपनाम
surpassing	श्रेष्ठ
surplus	अतिरिक्त
surprise	अचरज
surprised	आश्चर्य चकित
surprises	आश्चर्य
