Word	ig
scent	ísìsì
scented	esi ísì ụtọ
scepter	mkpanaka
sceptical	enweghị obi abụọ
scepticism	enweghị obi abụọ
schadenfreude	schadenfreude
schedule	ndokwa
schematic	schematic
scheme	atụmatụ
schilling	na-ama jijiji
schism	schism
schizophrenia	nyocha
schizophrenic	onye isi ike
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	ọkà
scholarly	ọkà mmụta
scholarship	agụmakwụkwọ
scholastic	ọkà mmụta
school	ụlọ akwụkwọ
schoolboy	nwa akwụkwọ
schoolgirl	ụlọ akwụkwọ
schoolhouse	ụlọ akwụkwọ
schooling	agụ akwụkwọ
schoolmaster	onye nkụzi
schoolteacher	NO TRANSLATION
schoolwork	ọrụ ụlọ akwụkwọ
schoolyard	ụlọ akwụkwọ
schooner	schooner
sciatica	sciatica
science	sayensị
scientific	sayensị
scientist	ọkà mmụta sayensị
scifi	nyocha
scintilla	NO TRANSLATION
scintillating	na-enwu
scintillation	scintillation
scintillator	scintillator
scion	scion
scissors	isi
scoff	ịkwa emo
scold	na-agba
scolding	na-abara m mba
scone	weghaara
scoop	ụmụ akwụkwọ
scoot	scoot
scooter	onye na-eme ihe ọchị
scope	oghere
scorch	afụ
scorching	akpọnwụ
score	Akara
scoreboard	akara
scorer	scorer
scores	ọnụ ọgụgụ
scorn	ọchị
scorned	na-akwa emo
scornful	na-akwa emo
scorpion	akpị
scotch	scotch
scoundrel	onye na-ama jijiji
scour	ihe ojoo
scourge	ihe otiti
scout	Scout
scowl	scowl
scrabble	scrabble
scram	scram
scramble	scramble
scrambled	scrambled
scrambler	scrambler
scrambling	na-agba chaa chaa
scrap	kpochapu
scrapbook	akwụkwọ mpịakọta
scrape	nchapu
scrapie	scrapie
scraping	ncha
scrappy	na-ewe iwe
scratch	ọkọ
scratchy	scratchy
scrawny	kpochapu
scream	eti mkpu
screamer	eti mkpu
screaming	eti mkpu
screech	ọkpụkpụ
screen	ihuenyo
screening	nyocha
screenplay	screenplay
screenwriter	nhazi ederede
screw	ịgha
screwball	screwball
screwdriver	screwdriver
screwed	weghaara ya
screwy	screwy
screwyou	NO TRANSLATION
scribble	nyocha
scribe	odeakwụkwọ
scrimmage	scrimmage
scrip	akpa
script	edemede
scriptural	Akwụkwọ Nsọ
scripture	Akwụkwọ Nsọ
scroll	Akwụkwọ mpịakọta
scrotum	scrotum
scrounge	ụda
scrounger	scrounger
scrub	scrub
scruffy	kpụ ọkụ n'ọnụ
scrumptious	dị egwu
scrupulous	enweghị isi
scrutinize	nyochaa
scrutiny	nyochaa
scuba	gbanye
scuff	ihe
scuffle	ihe a na-eme
scullery	scullery
sculptor	onye na-ese ihe
sculpture	ọkpụkpụ
sculptured	kpụrụ akpụ
scum	scum
scumbag	scumbag
scurry	kpụ ọkụ n'ọnụ
scurvy	scurvy
scuttle	ncha
sea	oké osimiri
seaboard	okpokoro mmiri
seafood	nri mmiri
seagull	oké osimiri
seal	akara
seals	akàrà
seam	ncha
seaman	Seaman
seamless	enweghị ntụpọ
seamstress	seamstress
seaport	ụgbọ mmiri
sear	nyocha
search	nyocha
searching	nyocha
searchlight	nyocha
seared	kpara
seashore	n'ụsọ oké osimiri
seasick	oké mmiri ozuzo
seaside	oké osimiri
season	oge
seasonal	oge
seasoned	ejizi
seasoning	esi nri
seat	oche
seatbelt	eriri oche
seating	ebe obibi
seawater	mmiri mmiri
seaweed	okpuru mmiri
sec	sec
secession	nnyefe
secluded	zoro ezo
seclusion	nzuzo
second	nke abụọ
second cousin	nwa nwanne nke abụọ
secondary	nke abụọ
secondhand	ihe ejigoro
secrecy	nzuzo
secret	nzuzo
secretariat	ụlọ ọrụ
secretary	odeakwụkwọ
secrete	secrete
secretion	arụ ọrụ
secretive	nzuzo
secretly	na nzuzo
sect	òtù
sectarian	sectarian
section	ngalaba
sectional	ngalaba
sector	akuku
secular	ego
secularism	secularism
secure	echekwa
securities	nchebe
security	nche
sedan	NO TRANSLATION
sedate	nsị
sedation	nsị
sedative	nhazi ugbo
sedentary	sedentary
sedge	sedge
sediment	sedimenti
sedimentary	sedimentary
sedition	ịgba ọchịchị mgba okpuru
seduce	rafuo
seducer	seducer
seducing	na-eduhie
seduction	seduction
seductive	na-adọrọ adọrọ
see	lee
seed	mkpụrụ
seedling	mkpụrụ osisi
seeds	osisi
seedy	mkpụrụ
seek	chọọ
seeker	achọ
seem	yiri
seemingly	yiri ka ọ dị
seer	ọhụụ
seesaw	seesaw
seething	arụ ọrụ
segment	ngalaba
segregate	segregate
segregated	kewara
segregation	nkewa
seismic	seismic
seize	jide
seizure	ijide
seldom	adịkarịghị
select	họrọ
selection	nhọrọ
selective	nhọrọ
selectman	họrọ
selenium	selenium
self	onwe
selfharm	NO TRANSLATION
selfish	achọ ọdịmma onwe onye
selfishness	ịchọ ọdịmma onwe onye nanị
selfless	enweghị ọdịmma onwe onye
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	ere
seller	ere
sellout	sellout
seltzer	seltzer
semantics	ihe omimi
semaphore	izu ike
semblance	semblance
semen	mkpụrụ
semester	semester
semi	Ọkara
semiautomatic	NO TRANSLATION
semicolon	semicolon
seminal	seminal
seminar	ọmụmụ ihe
seminary	seminarị
semiotics	ihe omimi
senate	Senate
senator	Senator
send	zipu
sender	ezipụ
senescence	enwe mmetụta
senile	eche
senior	agadi
seniority	agadi
senor	Senor
senorita	senorita
sensation	mmetụta uche
sensational	ihe mgbagwoju anya
sense	uche
senseless	enweghị uche
senses	uche
sensibility	uche
sensible	ezi uche
sensibly	echekwa echiche
sensitive	enwe mmetụta
sensitivity	uche
sensor	ihe mmetụta
sensory	sensory
sensual	anụ ahụ
sensuality	ezi uche
sensuous	sensuous
sentence	ikpe
sentencing	ikpe
sentient	obi ụtọ
sentiment	mmetụta
sentimental	mmetụta uche
sentimentality	mmetụta uche
sentinel	sentinel
sentry	odidi
separable	Nkewa
separate	iche
separately	iche
separation	nkewa
separatist	separatist
sepia	sepia
sepsis	sepsis
sept	asaa
septic	septic
septum	septum
sequel	sequel
sequence	usoro
sequent	oge
sequestered	wezuga onwe-ya
sequestration	sequestration
serenade	serenade
serendipity	serendipity
serene	serene
serenity	obi iru ala
sergeant	Sergeant
serial	usoro ihe omume
serialize	serialize
series	usoro
serif	serif
serious	dị njọ
seriousness	dị mkpa
sermon	Ozizi
serpent	agwọ
serpentine	serpentine
serrated	serrated
serum	ọbara
servant	ohu
serve	jee ozi
server	nkesa
service	ọrụ
serviceable	arụ ọrụ
servile	na-arụ ọrụ
servitude	ohu
sesame	sesame
sess	NO TRANSLATION
session	nnọkọ
sessions	ezumike
set	setịpụ
setback	nhazi
sett	NO TRANSLATION
setter	nhazi
settle	dozie
settled	biri
settlement	ndozi
settler	onye obibi
settlor	edozi
setup	melite
seven	Asaa
seventeen	iri na asaa
seventh	nke asaa
seventy	iri asaa
sever	wepụ
severable	oke
severally	onye ọ bụla
severance	nkata
severe	siri ike
severely	akwa
severity	oke
sew	ịkwa
sewage	mmiri mmiri
sewer	nsị
sewerage	sewerage
sewing	ịkwa akwa
sex	mmekọahụ
sexist	nwoke na nwanyi
sexual	mmekọahụ
sexuality	mmekọahụ
sexy	sexy
shabby	na-enwe obi ụtọ
shack	nkpuchi
shackle	shackle
shade	ndò
shades	ndò
shading	shading
shadow	onyinyo
shadowy	onyinyo
shady	ata
shaft	osisi
shag	shag
shaggy	shaggy
shake	ikwanye
shakedown	shakedown
shaken	maa jijiji
shaker	shaker
shaking	egwu
shaky	shaky
shall	ga
shallow	adịghị emetụ
shallows	emetụ
sham	sham
shaman	shaman
shambles	ihe njo
shame	ihere
shamed	ihere
shameful	ihere
shameless	ihere
shampoo	ncha
shanghai	shanghai
shank	shank
shanty	shanty
shape	udi
shapely	ọ dị mma
shard	shard
share	ịkekọrịta
shareholder	onye nkwekọrịta
sharing	ịkekọrịta
shark	akụm
sharp	nkọ
sharpen	tụọ
sharpened	amụba
sharpener	nwuo
sharpness	nkọ
sharpshooter	na-egbu egbu
shatter	akụwa
shattered	mebiri
shattering	na-akụda
shave	afụ ọnụ
shaver	shaver
shaving	afụ ọnụ
shawl	shawl
sheaf	ọka
shear	shiee
shears	ịkwa ụta
sheath	ọbọ
sheathing	sheathing
shed	wụrụ
sheen	sheen
sheep	atụrụ
sheepdog	sheepdog
sheepish	atụrụ
sheer	ị
sheet	akwụkwọ
sheik	sheik
shelf	edo
shell	shea
shellfish	azụ azụ
shelling	shelling
shelter	ndo
sheltered	echekwa
shelters	ụlọ
shelved	edozi
shepherd	onye ọzụzụ atụrụ
sherbet	sherbet
sheriff	sheriff
sherry	sherry
shield	ọta
shift	ịgbanwee
shifting	na-agbanwe
shifty	shifty
shilling	ego
shimmer	shimmer
shimmering	enwu
shimmy	shimmy
shin	shin
shindig	shindig
shine	na-enwu gbaa
shiner	shiner
shingle	shingle
shining	enwu
shiny	gbaa
ship	ụgbọ mmiri
shipment	mbupu
shipping	mbupu
shipshape	shiphape
shipwreck	ụgbọ mmiri dara
shipyard	ụgbọ mmiri
shire	shire
shirt	uwe elu
shit	shit
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	adịghị mma
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	shiver
shivering	ntụgharị
shoals	akpụkpọ ụkwụ
shock	ujo
shocked	juru
shocker	shocker
shocking	egwu
shockingly	na-awụ akpata oyi n'ahụ
shoddy	akpụkpọ ụkwụ
shoe	akpụkpọ ụkwụ
shoelace	akpụkpọ ụkwụ
shoemaker	shoemaker
shoes	akpụkpọ ụkwụ
shoeshine	akpụkpọ ụkwụ
shook	ama jijiji
shoot	gbaa
shooter	onye na-agba agba
shooting	agbapụ
shootout	ihe mkpuchi
shop	ụlọ ahịa
shopkeeper	onye na-ere ahịa
shoplifter	shoplifter
shoplifting	ntụtụaka
shopper	shopper
shopping	ịzụ ahịa
shore	ala
shoreline	ala
shorn	ụkọ
short	obere
short story	akụkọ mkpirikpi
shortage	ụkọ
shortcake	obere mkpirisi
shortcoming	adịghị ike
shortcut	ụzọ mkpirisi
shorten	ewepu
shortening	eme mkpụmkpụ
shorthand	obere oge
shortly	obere oge
shortness	mkpụmkpụ
shorts	obere mkpirisi
shortstop	shortstop
shortwave	obere oge
shot	gbara
shotgun	okpuru
shoulder	ubu
shout	tie mkpu
shove	gbanye
shovel	shọvel
shoveling	na-atụgharị
show	gosi
showbiz	showbiz
showboat	egosi ụgbọ mmiri
showcase	ihe ngosi
showdown	ihe ngosi
shower	ịsa
showgirl	showgirl
showing	egosi
showoff	gosipụ
showroom	egosi
showy	dị egwu
shrapnel	ọkpụkpụ
shred	shred
shrew	zere
shrewd	nwere ezi uche
shriek	mkpu
shrill	shrill
shrimp	shrịmp
shrine	ụlọ nsọ
shrink	kwusi
shrinking	na-agba ọsọ
shrivel	adaba
shroud	shroud
shrub	shrub
shrubbery	shrubbery
shrug	shrug
shrunk	shrunk
shrunken	shrunken
shudder	ụjọ
shuddering	ihere
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	na-agba ọsọ
shun	zere
shunned	zere
shunt	shunt
shut	mechie
shutdown	mechie
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	shutter
shuttle	ụgbọelu
shutup	NO TRANSLATION
shy	ihere
shyness	ihere
shyster	shyster
sib	NO TRANSLATION
sibling	nwanne
sic	sic
sick	ọrịa
sickbay	ọrịabay
sicken	sicken
sickening	ọrịa
sickle	sickle
sickly	arịa ọrịa
sickness	ọrịa
side	n'akụkụ
sidearm	sidearm
sidebar	ala n'akụkụ
sideboard	ala n'akụkụ
sideburns	sideburns
sidecar	ala
sidekick	n'akụkụkick
sideline	sideline
sideshow	n'akụkụ
sidestep	n'akụkụ
sidewalk	ụzọ ụkwụ
sideways	n'akụkụ ụzọ
sidewinder	sidewinder
siege	nnọchibido
siesta	ezumike
sieve	sieve
sift	sift
sifting	nyocha
sigh	sigh
sight	anya
sighting	anya
sightseeing	nlegharị anya
sigma	sigma
sign	akara
signal	mgbaàmà
signature	mbinye aka
significance	mkpa
significant	dị ịrịba ama
signification	nkọwa
signify	gosi
signpost	oghere
silence	gbachi nkịtị
silencer	kwusie ike
silent	agbachi nkịtị
silently	agba nkịtị
silhouette	silhouette
silicon	silicon
silicone	silicone
silk	silk
silken	silken
silky	silky
sill	sill
silliness	silliness
silly	nzuzu
silo	silo
silt	silt
silver	ọlaọcha
silverware	ọlaọcha
silvery	ọlaọcha
similar	yiri
similarity	yiri
simile	NO TRANSLATION
simmer	simmer
simmering	simmering
simple	dị mfe
simples	NO TRANSLATION
simpleton	ngwa ngwa
simplicity	mfe
simplify	mee mfe
simplistic	simplistic
simply	naanị
simulate	mechie
simulated	kpara
simulating	nhazi
simulation	nyocha
simulator	simulator
simultaneous	n'out oge
simultaneously	n'otu oge
sin	NO TRANSLATION
sincere	ezi obi
sincerity	ezi obi
sinful	mmehie
sing	na-abụ abụ
singer	onye ọbụ abụ
singing	abụ abụ
single	otu
singly	otu
singular	dị iche iche
singularity	dị iche iche
singularly	dị iche iche
sinister	dị njọ
sink	sink
sinker	sinker
sinking	na-agba ume
sinner	mmehie
sinning	eme mmehie
sinus	mmehie
sip	sip
siphon	siphon
sipping	sipping
sir	sir
sire	ọ bụ
siren	siren
sirloin	sirloin
sissy	sissy
sister	nwanne
sisterhood	umunwanyi
sit	nọdụ ala
sitcom	sitcom
site	saịtị
sith	sith
sitter	nọdụ ala
sitting	nọdụ ala
situate	dị
situated	ebe
situation	ọnọdụ
six	isii
sixpence	isiipence
sixteen	iri na isii
sixth	nke isii
sixty	iri isii
sizable	ọnụ ọgụgụ
size	size
sizzle	nwuo
ska	NO TRANSLATION
skate	kpọdaa
skateboard	skateboard
skater	onye na-ese ihe
skating	na-egwu egwu
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	skeletal
skeleton	ọkpụkpụ
skeptic	enweghị obi abụọ
skeptical	enweghị obi abụọ
skepticism	enweghị obi abụọ
sketch	ube
sketching	nyocha
sketchy	nyocha
skewed	na-eche
skewer	skewer
ski	skai
skid	skid
skier	skier
skiff	skiff
skiing	skiing
skijump	NO TRANSLATION
skill	nkà
skilled	ọkachamara
skillet	skillet
skillful	nkà
skim	igwe
skimpy	na-ama jijiji
skin	akpụkpọ
skinny	oke
skip	kwapu
skipper	skipper
skirmish	kwadoro
skirt	uwe
skirting	agbagharị
skirts	ejiji
skit	skit
skittish	mara mma
skull	okpokoro isi
skunk	skunk
sky	elu igwe
skylight	elu igwe
skyline	elu igwe
skyscraper	na-arụ ọrụ
slab	agba
slack	slack
slag	slag
slam	slam
slammer	slammer
slander	nkwutọ
slanderous	ndị nkwutọ
slang	ụja
slant	na-agba
slap	ụra
slash	slash
slashes	ncha
slate	chara
slates	mara mma
slaughter	igbu
slaughterhouse	ulo mkpocha
slaughtering	igbu egbu
slave	ohu
slavery	ịgba ohu
slay	gbuo
slayer	egbu ọchụ
sleaze	adịghị mma
sleazy	sleazy
sled	NO TRANSLATION
sledding	sledding
sledge	nnyefe
sledgehammer	sledgehammer
sleek	sleek
sleep	ụra
sleeper	onye na-ehi ụra
sleeping	na-ehi ụra
sleepless	enweghị ụra
sleeplessness	enweghị ụra
sleepover	sleepover
sleepy	ihi ụra
sleepyhead	sleepyhead
sleet	obere ụkwụ
sleeve	aka uwe
sleeveless	enweghị aka
sleigh	ụkwụ ala
sleight	uhie
slender	obere ala
sleuth	obere ụkwụ
slice	iberibe
slick	slick
slicker	slicker
slide	zoo
slider	nnyefe
sliding	agba
slight	obere
slight anticipation	obere atụmanya
slight disgust	obere iwe
slight surprise	ntakịrị anya
slight trust	obere ntụkwasị obi
slightly	obere
slightly negative	dịtụ njọ
slightly positive	dịtụ mma
slim	obere ihe
slime	slime
slimy	slimy
sling	sling
slingshot	slingshot
slink	na-emegharị
slinky	slinky
slip	zoo
slipper	slipper
slippers	slippers
slippery	na-amị amị
slit	kpara
sliver	sliver
slob	nkwụsị
slobber	slobber
slogan	okwu
sloop	sloop
slop	NO TRANSLATION
slope	mgbada
sloppy	nkwụsị
slot	oghere
sloth	sloth
slouch	slouch
slough	slough
slow	ngwa ngwa
slowly	nwayọọ nwayọọ
slowness	ngwa ngwa
sludge	sludge
slug	slug
slugger	slugger
sluggish	umengwụ
sluice	sluice
slum	ezumike
slumber	ụra
slump	ncha
slur	slur
slurp	slurp
slush	slush
slut	ezumike
slutty	ezumike
sly	sly
smack	smack
small	obere
smaller	obere
smallest	nke kacha nta
smallpox	kịtịkpa
smart	smart
smartass	ọmacha ncha
smarten	smarten
smarty	smarty
smash	kụọ
smashed	kụrụ
smattering	na-ama jijiji
smear	kpoo
smell	esi ísì
smelling	na-esi ísì
smelly	ọchị
smelt	na-ese
smidgen	smidgen
smile	ọchị
smiled	chịrị ọchị
smiles	ọchị
smiley	ọchị
smiling	na-amụmụ ọnụ ọchị
smirk	smirk
smite	tie
smith	smith
smithereens	egbu egbu
smitten	eti
smock	smock
smog	smog
smoke	anwụrụ
smoker	onye na-ese anwụrụ
smokey	smokey
smoking	ise anwụrụ
smoky	na-ese anwụrụ
smoldering	na-ekpo ọkụ
smooch	smooch
smooth	ezigbo
smoothie	smoothie
smoothly	eji nwayọọ
smoothness	ịdị mma
smother	na-ekpo ọkụ
smudge	ọkụ
smug	smug
smuggle	emegharị
smuggler	onye nlekota
smuggling	ịkwa emo
smut	smut
snack	nri
snacks	nri nri
snafu	ọnyà
snag	snag
snags	snags
snail	agwụ
snake	agwọ
snakes	agwọ
snakeskin	snakeskin
snap	ncha
snapper	wepu
snappy	ọnyà
snapshot	foto
snare	ọnyà
snarl	ejiri
snarling	na-egwu egwu
snatch	wepụ
snatcher	snatcher
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	sneakers
sneaking	na-asọgharị
sneaky	sneaky
sneer	sneer
sneeze	sneeze
sneezing	sneezing
snicker	snicker
snide	agwọ
sniff	sniff
snip	snip
snipe	snipe
sniper	sniper
snippet	snippet
snippy	snippy
snitch	gbanye
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	udu mmiri
snore	snore
snorkel	snorkel
snort	snort
snot	snot
snotty	snotty
snout	snout
snow	snow
snowball	snowball
snowboard	snowboard
snowboarder	snowboarder
snowday	snowday
snowfall	snowfall
snowflake	snowflake
snowing	snowing
snowmageddon	snowmageddon
snowman	snowman
snowplow	snowplow
snowstorm	snowstorm
snowy	snowy
snub	snub
snubbed	snubbed
snuff	snuff
snug	snug
snuggle	snuggle
snuggled	snuggled
snuggles	snuggles
snuggling	ncha
soak	sook
soaked	tinye ya
soaking	tichapụ
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	ncha
soapbox	nchacha
soapy	soapy
soar	gbanye
soaring	na-agba
sob	NO TRANSLATION
sober	anya
soblessed	NO TRANSLATION
sobriety	sobriety
soc	ya mere
soccer	bọọlụ
sociable	dị mma
social	elekọta mmadụ
socialanxiety	NO TRANSLATION
socialism	socialism
socialist	elekọta mmadụ
socialite	elekọta mmadụ
socialize	na-akpakọrịta
society	ọha mmadụ
sociology	sociology
sociopath	sociopath
sock	sock
socket	anya
sod	sod
soda	soda
soda/pop	soda / pop
sodding	sodding
sodium	sodium
sofa	sofa
soft	nro
softball	softball
soften	wetuo obi
softener	nro
softening	na-ebelata
softly	nwayọ
softness	dị nro
software	ngwanrọ
soggy	dị egwu
sohappy	obi ụtọ
soil	ala
soiled	edozi
soiree	soiree
sojourn	abia
solace	obi iru ala
solar	anyanwụ
solarium	solarium
solder	nhazi
soldering	nhazi
soldier	agha
sole	naanị
solemn	dị nsọ
solicit	rịọ
solicitation	ịrịọ arịrịọ
solicitor	onye ọka iwu
solid	siri ike
solidarity	ịdị n'otu
solidification	nkwenye
solidified	siri ike
solidify	gbasie ike
solidity	siri ike
solitaire	solitaire
solitary	naanị otu
solitude	ịnọ naanị
solo	solo
solubility	solubility
soluble	soluble
solucky	solucky
solution	ngwọta
solve	dozie
solvency	enweghị ike
solvent	ihe mgbaze
somad	NO TRANSLATION
somatic	somatic
somber	somber
some anticipation	ụfọdụ atụmanya
some disgust	ụfọdụ na-asọ oyi
some surprise	ụfọdụ anya
some trust	ụfọdụ tụkwasịrị obi
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	dị njọ
somewhat positive	dị mma
somuchtodo	NO TRANSLATION
son	nwa
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	abụ
songwriter	onye na-ede egwú
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	egwu
soot	soot
soothe	kwụsie ike
soothing	dị jụụ
sophisticated	sophisticated
sophistication	sophistication
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	onye ngbasi
sorcery	ịgba afa
sordid	sordid
sore	akpịrị
soready	soready
sorely	ukwu
soreness	akpọnwụ
sorghum	sorghum
sorority	sorority
sorrow	iru uju
sorrowful	iru újú
sorry	mechie
sort	ụdị
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	nhazi
sos	NO TRANSLATION
soscared	soscared
soscary	na-eche
soslow	ala
sostressed	NO TRANSLATION
sosweet	dị oke ụtọ
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	mkpụrụ obi
soulful	mkpụrụ obi
soulless	enweghị mkpụrụ obi
soulmate	na-anwụ anwụ
sound	ụda
sounding	ụda
soundness	soundness
soundproof	soundproof
soundtrack	ụda olu
soup	ofe
sour	uto
source	isi iyi
sourpuss	onye na-egbu egbu
south	n'ebe ndịda
southbound	southbound
southeast	n'ebe ndịda ọwụwa anyanwụ
southern	n'ebe ndịda
southpaw	southpaw
southwest	n'ebe ọdịda anyanwụ
souvenir	ncheta
sovereign	eze
sovereignty	ọbụbụeze
soviet	soviet
sow	kụrụ
soy	soy
soy sauce	soy ihendori
soybean	soybean
spa	spa
space	ohere
spacecraft	ugboelu
spaceman	onye ohere
spaceship	oghere
spacing	spacing
spacious	sara mbara
spade	ọkpụkpụ
spaghetti	spaghetti
spam	spam
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	Ogwu
spare	echekwa
spareribs	spareribs
sparingly	eji nwayọọ
spark	ncha
sparkle	sparkle
sparkling	na-egbu egbu
sparkly	sparkly
sparring	sparring
sparrow	nza
sparse	obere
spasm	spasm
spastic	spastic
spat	afụ
spatial	ohere ohere
spatter	spatter
spatula	spatula
spawn	spawn
spaz	spaz
speak	ekwu okwu
speakeasy	speakeasy
speaker	ọkà okwu
speakerphone	igwe okwu
speaking	Na-ekwu
spear	ube
spec	ụdị
special	pụrụ iche
specialist	ọkachamara
speciality	ọpụrụiche
specialize	NO TRANSLATION
specially	akpan akpan
specialty	ọpụrụiche
specie	NO TRANSLATION
species	ụdị
specific	kpọmkwem
specification	nkọwa
specify	dee
specimen	nyocha
speck	speck
speckled	speckled
specs	ụdịdị
spectacle	ihe ngosi
spectacles	ihe ngosi
spectacular	ihe ngosi
spectator	ihe nkiri
specter	specter
spectral	spectral
spectrometer	spectrometer
spectrophotometer	spectrophotometer
spectroscopy	ntụgharị uche
spectrum	ụdị dị iche iche
speculate	kwuo
speculation	ntule
speculative	nyocha
speculum	ụdị
speech	okwu
speechless	ekwu okwu
speed	ọsọ
speedboat	ọsọ ọsọ
speedily	ngwa ngwa
speeding	ngwa ngwa
speedometer	ọsọ ọsọ
speedway	ngwa ngwa
speedy	ngwa ngwa
spell	asụ
spellbound	spellbound
spelling	edemede
spencer	spencer
spend	emefu
spender	nza
spending	emefu
spent	eji
sperm	spam
spew	ngwa
sphere	oghere
spherical	nke a
sphincter	sphincter
sphinx	sphinx
spic	ọkpụkpụ
spice	ose
spicy	oseose
spider	ududo
spiders	spiders
spiffy	spiffy
spigot	spigot
spike	ọkpụkpụ
spiked	spiked
spiky	spiky
spill	nfu
spillin	NO TRANSLATION
spin	ncha
spinach	akwụkwọ nri
spinal	ọkpụkpụ
spindle	ncha
spine	spine
spineless	enweghị ntụpọ
spinner	spinner
spinning	ncha
spinster	spinster
spiny	spiny
spiral	gburugburu
spire	elu
spirit	mmụọ
spirited	eme mmụọ
spirits	mmụọ
spiritual	nke ime mmụọ
spirituality	ọnọdụ ime mmụọ
spit	afụ ọnụ
spite	obi ọjọọ
spiteful	obi ọjọọ
spitfire	spitfire
spittoon	spittoon
splash	na-agba
splat	splat
splatter	splatter
spleen	agba
splendid	mara mma
splendor	ịma mma
splice	splice
spline	nkwụsị
splint	splint
splinter	ncha
split	Kewaa
splitting	kewaa
splurge	splurge
spoil	ihe nkwata
spoiler	na-apụnara mmadụ ihe
spoiling	mbibi
spoils	ihe nkwata
spoke	kwuru
spoken	ekwu
spokesman	ọnụ ọnụ
spokesperson	ọnụ ọnụ
sponge	ogbo
spongy	nro
sponsor	onye nkwado
sponsorship	nkwado
spontaneity	enweghị mmasị
spontaneous	ngwa ngwa
spoof	nkwakọba
spook	wepu
spooky	ihe oriri
spool	spool
spoon	ngaji
spoonful	spoonful
sporadic	nkwarụ
spore	spore
sport	egwuregwu
sporting	egwuregwu
sports	egwuregwu
sports car	ụgbọ oloko egwuregwu
sportsman	onye egwuregwu
sportsmanship	egwuregwu
sportswriter	onye na-ede egwuregwu
sporty	egwuregwu
spot	ntụpọ
spotless	enweghị ntụpọ
spotlight	ọhụụ
spotted	ahụrụ
spotter	spotter
spotty	ntụpọ
spousal	di na nwunye
spouse	nwunye
spout	nkwanye
sprain	na-agba ọsọ
sprawl	na-atụgharị
spray	ịgba
spread	agbasa
spreader	agbasa
spree	spree
spring	mmiri
springtime	oge mmiri
sprinkle	fesa
sprinkler	sprinkler
sprinkling	sprinkling
sprint	nfe
sprite	sprite
sprout	pulite
spruce	spruce
spud	spud
spunk	spunk
spunky	spunky
spur	spur
spurious	enweghị atụ
spurred	kpụrụ
spurt	spurt
spy	nledo
squabble	agbaala
squad	n'òtù egwuregwu
squadron	squadron
squall	squall
squamous	otutu
squander	na-eme ihe
square	square
squash	skwọsh
squat	squat
squatter	ezumike
squaw	ncha
squawk	squawk
squeak	ncha
squeaky	squeaky
squeal	na-arụ ọrụ
squealer	squealer
squeamish	squeamish
squeeze	na-afanye
squeezing	squeezing
squelch	nchikota
squid	skwid
squint	squint
squire	squire
squirm	squirm
squirrel	ugbo
squirt	squirt
squish	ncha
squishy	ncha
stab	na-atụ
stabbed	kụrụ ụra
stability	kwụsie ike
stabilize	kwụsie ike
stabilizer	nhazi
stable	anụ ụlọ
staccato	staccato
stack	nchịkọta
stadium	ama egwuregwu
staff	ndị ọrụ
stag	elu
stage	ogbo
stagecoach	ụlọ ọrụ
stagehand	ọhụụ
stagger	na-ama jijiji
staggering	egwu
stagnant	enweghị nsogbu
stagnation	nkwụsị
staid	ọ bụ
stain	ntụpọ
stained	ntụpọ
stainless	igwe anaghị edozi
stair	elu
staircase	akwa steepụ
stairs	steepụ
stairway	ụzọ steepụ
stairwell	steepụ
stake	osisi
stakeout	ebe mkpokọta
stale	stale
stalemate	enwe nsogbu
stalk	ọka
stalker	onye agha
stall	echekwa
stallion	ụlọ ahịa
stalls	ụlọ
stalwart	agha
stamina	ume
stamp	stampụ
stampede	stampede
stance	atụ
stand	guzo
standard	ọkọlọtọ
standardize	nhazi
standardized	haziri
standby	kwụrụ n'ụsọ
standing	guzo
standoff	ada ada
standpoint	ele anya
standstill	guzoro
standup	kwụrụ ọtọ
stanza	ike
staph	staph
staple	dị ka ọ dị
stapler	nhazi
star	kpakpando
star fruit	mkpụrụ osisi kpakpando
starboard	starboard
starch	starch
stardom	stardom
stardust	stardust
stare	nyocha
starfish	starfish
stargazing	kpakpando
staring	atụ anya
