Word	bn
renovated	সংস্কার করা
renovation	নবীভবন
renown	খ্যাতি
renowned	প্রখ্যাত
rent	খাজনা
rental	ভাড়া
renter	প্রজা
renunciation	আত্মত্যাগ
reopen	পুনরায় খোলা
reorganization	পুনরায় সংগ্রহিত করা
reorganize	পুনরায় সংগ্রহিত করা
rep	খ্যাতি
repaint	নূতনে রঙ করা
repair	মেরামত
repairman	repairman
reparation	ক্ষতিপূরণ
repay	শুধা
repayment	পরিশোধ
repeal	রদ
repeat	পুনরাবৃত্তি
repeated	পুনরাবৃত্ত
repeatedly	পুনঃপুনঃ
repeater	পুনরায় কারক
repel	প্রতিরোধ করা
repellant	repellant
repellent	বিরক্তিকর
repelling	বিরক্তিকর
repent	সরীসৃপ
repentance	অনুতাপ
repentant	অনুতপ্ত
repertoire	থিয়েটারে ঐভাবে নাটক মঞ্চস্থ
repertory	নিধি
repetition	পুনরাবৃত্তি
repetitive	পুনরাবৃত্তিমূলক
rephrase	ভিন্নরূপে বা অন্য কথায়
replace	প্রতিস্থাপন করা
replacement	প্রতিস্থাপন
replay	আবার দেখাও
replenish	জনপূর্ণ করা
replete	পরিপূর্ণ
replica	অবিকল প্রতিরুপ
replicate	চিত্রের প্রতিলিপি করা
replication	প্রতিলিপি
reply	উত্তর
report	প্রতিবেদন
reported	রিপোর্ট
reporter	সংবাদদাতা
repose	বিশ্রাম
reposition	পূর্বের অবস্থানে
repository	সংগ্রহস্থলের
repossess	পুনরধিকার
reprehensible	নিন্দনীয়
represent	চিত্রিত করা
representation	প্রতিনিধিত্ব
representative	প্রতিনিধি
represented	প্রতিনিধিত্ব
representing	প্রতিনিধিত্বমূলক
repress	নিরোধ করা
repressed	অবদমিত
repression	দমন
reprieve	সাময়িক উপশম
reprimand	তর্জন
reprint	নূতন মুদ্র
reprisal	প্রত্যধিকার
reprise	Reprise
reproach	ভর্ত্সনা
reproduce	নকল করা
reproduction	প্রতিলিপি
reproductive	জন্মদায়ক
reprogram	reprogram
reptile	সরীসৃপ
republic	প্রজাতন্ত্র
republican	প্রজাতান্ত্রিক
repudiation	পরিত্যাগ
repugnance	জঘন্যতা
repugnant	বেমানান
repulsion	বিকর্ষণ
repulsive	বীভত্স
repurchase	পুন: ক্রয় করা
reputable	সম্মানজনক
reputation	খ্যাতি
repute	খ্যাতি
reputed	নামজাদা
request	অনুরোধ
requiem	পিএলসি
require	প্রয়োজন
required	প্রয়োজনীয়
requirement	প্রয়োজন
requisite	প্রয়োজনীয়
requisition	অধিযাচন
reread	পুনরায় পাঠ করা
reroute	reroute
rerun	পুন: প্রকাশ
reschedule	পুনরায় সঞ্চালনের জন্য নির্ধারণ
rescind	বাতিল করা
rescission	বাতিলকরণ
rescue	উদ্ধার
research	গবেষণা
researcher	গবেষক
resection	রিজেকশন
resemblance	প্রতিচ্ছায়া
resemble	অনুরূপ
resembling	প্রতিম
resent	ক্ষতিকর মনে করা
resentful	বিরক্ত
resentment	বিরক্তিভাব
reservation	সংরক্ষণ
reserve	সংচিতি
reserved	সংরক্ষিত
reserves	মজুদ
reservoir	আধার
reset	রিসেট
reside	বাস করা
residence	বাসস্থান
residences	বাসস্থানের
residency	আবাস
resident	বাসিন্দা
residential	আবাসিক
residual	অবশিষ্ট
residue	অবশিষ্ট
resign	পদত্যাগ
resignation	পদত্যাগ
resigned	পদত্যাগ
resilience	স্থিতিস্থাপকতা
resilient	স্থিতিস্থাপক
resin	রজন
resist	প্রতিহত করা
resistance	সহ্য করার ক্ষমতা
resistant	প্রতিরোধী
resisting	প্রতিরোধক
resistive	resistive
resolute	অটল
resolutely	অটলভাবে
resolution	সমাধান
resolve	সমাধান
resolved	স্থিরপ্রতিজ্ঞ
resonance	অনুরণন
resonant	অনুনাদিত
resonate	অনুরণন
resonator	অনুনাদক
resort	অবলম্বন
resounding	অনুনাদী
resource	সংস্থান
resourceful	সম্পদ্শালী
resources	সম্পদ
respect	সম্মান
respectability	সম্মান
respectable	শ্রদ্ধেয়
respected	সম্মানিত
respectful	শ্রদ্ধাশীল
respecting	সম্মান
respective	নিজ নিজ
respects	শ্রদ্ধা
respiration	শ্বসন
respirator	রেস্পিরেটর
respiratory	শ্বাসযন্ত্রের
respite	অবকাশ
resplendent	প্রভাময়
respond	সাড়া
respondent	উত্তরদাতা
response	প্রতিক্রিয়া
responsibility	দায়িত্ব
responsible	দায়ী
responsive	প্রতিক্রিয়াশীল
rest	বিশ্রাম
restart	আবার শুরু
restaurant	রেস্টুরেন্ট
rested	বিশ্রান্ত
restful	বিশ্রামরত
restitution	ক্ষতিপূরণ
restless	অস্থির
restlessness	অস্থিরতা
restock	পুনরায় পূর্ণ করা
restoration	পুন: প্রতিষ্ঠা
restorative	বলকারক
restore	প্রত্যর্পণ করা
restored	পুনরুদ্ধার
restoring	পুনরূদ্ধার
restrain	সামলান
restrained	সংযত
restraining	নিরোধক
restraint	যম
restrict	সীমাবদ্ধ করা
restricted	সীমাবদ্ধ
restriction	সীমাবদ্ধতা
restrictive	নিয়ন্ত্রক
restroom	পায়খানা
result	ফল
resultant	পরিণতিস্বরুপ
resume	জীবনবৃত্তান্ত
resumption	পুনরারম্ভ
resurrect	পুনরূজ্জীবিত করা
resurrection	পুনরুত্থান
resuscitate	পুনরূজ্জীবিত করান
resuscitation	উজ্জীবন
retail	খুচরা
retailer	খুচরা বিক্রেতা
retain	রাখা
retainer	চারক
retaining	ধারনকারী
retake	পুনরধিকার করা
retaliate	প্রতিহিংসা গ্রহণ করা
retaliation	প্রতিশোধ
retaliatory	প্রতিদানক্ষম
retard	মন্দীভূত করা
retardation	প্রতিবন্ধক
retarded	মন্দীভূত
retards	না retards
retention	স্মৃতিশক্তি
retentive	রক্ষাকর
rethink	পুনরায় চিন্তা করা
reticent	স্বল্পভাষী
retina	অক্ষিপট
retinal	রেটিনার
retire	অপসৃত করা
retired	অবসরপ্রাপ্ত
retirement	অবসর গ্রহণ
retiring	অবসর
retold	retold
retort	প্রতিশোধ
retrace	অনুসন্ধান করা
retract	প্রত্যাহার করা
retraction	প্রত্যাহার
retractor	প্রত্যাহারক
retreat	পশ্চাদপসরণ
retrenchment	ছাঁটাই
retrial	পুনর্বিচার
retribution	প্রতিফল
retrieval	উদ্ধার
retrieve	উদ্ধার
retriever	শিকার কুকুর
retro	বিপরীতমুখী
retroactive	ভূতাপেক্ষাভাবে
retrograde	অধ: পতনশীল
retrospect	পশ্চাতের দৃশ্য
retrospective	ভূতাপেক্ষ
retrospectively	এরফলে
return	প্রত্যাবর্তন
reunion	পুনর্মিলন
reunite	পুন: সংযুক্ত করা
reunited	পুনরায় একত্রিত হন
rev	এনজিনের পার
reveal	প্রকাশ করা
revel	পানভোজনোত্সব
revelation	উদ্ঘাটন
revelations	আয়াতসমূহ
revels	revels
revenge	প্রতিশোধ
revenue	রাজস্ব
reverberation	প্রতিধ্বনি
revere	পূজা করা
reverence	নিষ্ঠা
reverend	পূজ্য
reverent	সশ্রদ্ধ
reverie	দিবাস্বপ্ন
reversal	উলটাপালটা
reverse	বিপরীত
reversion	প্রত্যাগমন
revert	প্রত্যাবর্তন করা
reverting	প্রত্যাবর্তন
review	পর্যালোচনা
reviewer	সমালোচক
revise	পুন: পরিক্ষা
revision	সংস্করণ
revisit	পুনরায় সাক্ষাৎ করা
revival	রেনেসাঁ
revive	পুনরায় জীবত করা
revocation	প্রত্যাহার
revoke	রদ করা
revolt	বিদ্রোহ
revolting	বিরক্তিকর
revolution	বিপ্লব
revolutionary	বৈপ্লবিক
revolutionize	বৈপ্লবিক
revolve	ঘুরা
revolver	রিভলভর
revolving	ঘুরপাক
revue	গীতিনাট্য
revulsion	মনোভাবের সম্পূর্ণ পরিবর্তন
revving	revving
reward	পুরস্কার
rewarding	ফলপ্রসূ
rewind	আবার গুটিয়ে নেওয়া
rewire	বৈদ্যুতিক তার লাগানো
rewrite	পুনর্বার লেখা
rhapsody	মহাকাব্য
rhetoric	অলঙ্কারশাস্ত্র
rhetorical	অলঙ্কৃত
rheumatism	বাত
rhinestone	কাঁচ
rhino	গণ্ডার
rhinoceros	গণ্ডার
rhubarb	রেউচিনি
rhyme	মিত্রাক্ষর কবিতা
rhyming	মিত্রাক্ষরকারী
rhythm	তাল
rhythmic	নাচুনে
rhythmical	নাচুনে
rib	পাঁজর
ribbed	পর্শুকাযুক্ত
ribbon	ফিতামত
rice	ধান
rich	সমৃদ্ধ
riches	ধন
richness	ঐশ্বর্য
rick	গাদা
rickety	ক্ষীণ
rickshaw	রিকশা
ricochet	ছিনিমিনি
rid	পরিত্রাণ
riddance	অস্বস্তিকর অবস্থা থেকে অব্যাহতি
riddle	হেঁয়ালি
riddled	ঝাঁঝরা
ride	অশ্বারোহণ
rider	চড়নদার
ridge	শৈলশিরা
ridicule	উপহাস
ridiculed	অবহসিত
ridiculous	হাস্যকর
riding	অশ্বচালনা
rife	বিদ্যমান
riff	Riff
riffraff	ইতর
rifle	রাইফেল
rifleman	রাইফেল ধারী সৈনিক
rifles	রাইফেল ধারী সৈনিকগণ
rift	ফুটা
rig	তামাশা
rigged	পাতানো
rigging	জাহাজের পাল প্রভৃতি রদড়াদড়ি
right	অধিকার
righteous	ধার্মিক
righteousness	ন্যায়পরায়ণতা
rightful	ধর্মসম্মত
rightly	ন্যায়ত
righty	righty
rigid	অনমনীয়
rigidity	কাঠিন্য
rigor	কাঠিন্য
rigorous	কঠোর
rim	প্রাস্ত
rind	সর
ring	রিং
ringer	মধ্যমাঙ্গুলি
ringing	ধ্বনিত
ringleader	ধাড়ী
ringmaster	সার্কাসের খেলার পরিচালক
ringside	ringside
rink	স্কেইটি করা
rinse	পাখলান
riot	দাঙ্গা
rioting	দাঙ্গা সংগঠিত
riotous	দাঙ্গাবাজ
riots	দাঙ্গার
rip	চেরা
riparian	নদীতীরস্থ
ripe	পাকা
ripen	পাকা
ripening	পাকার
ripper	চিড় কারক
ripple	লহরী
rippling	rippling
rise	ওঠা
rising	উঠন্ত
risk	ঝুঁকি
risky	ঝুঁকিপূর্ণ
risotto	রিসোটো
rite	আচার
ritual	অনুষ্ঠান
ritualistic	আচার
rival	প্রতিদ্বন্দ্বী
rivalry	দ্বন্দ্ব
river	নদী
riverbank	নদীর তীর
riverbed	নদীগর্ভ
riverboat	riverboat
rivet	নাচি
riveted	riveted
riveting	চিত্তাকর্ষক রচনা
roach	কালবোস
road	রাস্তা
roadblock	পথরোধ
roadhouse	roadhouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	roadrunner
roads	সড়ক
roadside	পথিপার্শ্বস্থ
roadster	সাইকেল
roadtrip	রাস্তা যাত্রা
roadway	যানবাহন চলাচলের পথ
roadworks	রাস্তার কাজ
roam	ঘুরিয়া বেড়ান
roar	গর্জন
roaring	গর্জন
roast	ভাজা
roasted	রোস্ট করা
rob	হরণ করা
robber	ডাকাত
robbery	ডাকাতি
robe	পোশাক
robin	পক্ষীবিশেষ
robot	রোবট
robotic	রোবোটিক
robotics	রোবোটিক্স
robust	শক্তসমর্থ
roc	রুপকথার বিরাটকায় পক্ষিবিশেষ
rock	শিলা
rocker	আন্দোলক
rocket	রকেট
rocks	শিলা
rod	যষ্টি
rodent	করাল
rodeo	রোডেত্ত
roe	মাছের ডিমের দল
rogue	দুর্বৃত্ত
role	ভূমিকা
roll	রোল
roller	বেলন
rollercoaster	রোলার কোস্টার
rollers	রোলার
rollicking	আনন্দোচ্ছল
rolling	ঘূর্ণায়মান
roman	রোমান
romance	রমন্যাস
romantic	রোমান্টিক
romanticism	মনের ভাব
romp	দৌড়াদৌড়ি করা
roof	ছাদ
rooftop	ছাদের উপরিভাগ
rook	দাড়কাক
rookie	নূতন দ্যর্তি-করা সৈনিক
room	ঘর
roomful	ঘরভর্তি
roommate	একই ঘরে বাসিন্দা
rooms	কক্ষ
roomy	প্রশস্ত
roost	দাঁড়ে বসা
rooster	গৃহপালিত মোরগ
root	মূল
root beer	রুট বিয়ার
rooted	মূলী
rope	দড়ি
ropes	দড়াদড়ি
rosary	জপমালা
rose	গোলাপ
rosemary	প্রস্তুতিতে ব্যবহৃত হয়
rosette	ফিতা দ্বারা প্রকৃতি গোলাপ
roster	পালা
rosy	গোলাপী
rot	পচা
rota	রোটা
rotary	ঘূর্ণমান
rotate	আবর্তিত
rotation	ঘূর্ণন
rote	আবৃত্তি
rotor	রটার
rotten	পচা
rotting	পচ
rotunda	বৃত্তাকার ছাদযুক্ত ঘর
rouge	লাল রঙ ব্যবহার করা
rough	মোটামুটি
roughly	মোটামুটিভাবে
roughneck	roughneck
roughness	বন্ধুরতা
roulette	রুলেট
round	বৃত্তাকার
roundabout	ঘুরা
rounded	বৃত্তাকার
roundup	পরিক্রমা
rouse	বিক্ষুব্ধ করা
rouser	লোকজন
rousing	প্রজ্বলন
rout	ছত্রভঙ্গ
route	রুট
routine	দৈনন্দিন
rove	জলদসু্যতা
rover	জলদসু্য
roving	নানাস্থানী
row	সারি
rowboat	বাইচের নৌকা
rowdy	উচ্ছৃঙ্খল
rowing	দাঁড় টানা
royal	রাজকীয়
royalty	রাজপদ
rub	ঘষা
rubber	রবার
rubbers	রবার বস্তু
rubbing	মার্জন
rubbish	আবর্জনা
rubble	পাথরকুঁচি
rubdown	জোরে জোরে ঘষে মসৃণ করা
rubric	বিধি
ruby	চুনি
ruckus	ruckus
rudder	রাডার
ruddy	রক্তাভ
rude	অভদ্র
rudeness	কর্কশতা
rudimentary	প্রাথমিক
rudiments	মূলসুত্র
rue	অনুতাপ
rueful	দু: খিত
ruff	গলবন্ধবিশেষ
ruffian	অত্যাচারী লোক
ruffle	আলান
rug	কম্বল
rugby	রাগবিখেলা
rugged	শ্রমসাধ্য
ruin	সর্বনাশ
ruination	সর্বনাশ
ruined	ছারখার
ruinous	ধ্বংসপ্রাপ্ত
ruins	ধ্বংসাবশেষ
rule	নিয়ম
ruler	শাসক
ruling	শাসক
rum	রাম
rumba	রুম্বানৃত্য নাচা
rumble	গুড়গুড় শব্দ
rummage	খোঁজ
rumor	গুজব
rumored	rumored
rump	লেজ
rumpus	গণ্ডগোল
run	চালান
runaround	runaround
runaway	পলায়ন
rundown	ভগ্নস্বাস্থ্য শিঠ্ট
runes	runes
rung	মইয়ের ধাপ
runner	চর
running	দৌড়
running shoes	চলমান জুতা
runny	অতীব তরল
runt	NO TRANSLATION
runway	বিমানের নির্মিত পথ
rupture	বিদারণ
rural	গ্রামীণ
ruse	NO TRANSLATION
rush	নলখাগড়া
rushing	rushing
rust	মরিচা
rusted	কলঙ্কিত
rustic	দেহাতি
rustle	মর্মরধ্বনি
rustler	চোর
rusty	বিবর্ণ
rut	খাত
ruth	করুণা
ruthless	দয়ালু নয় এমন
rye	শস্যবিশেষ
sabbatical	বিশ্রাম
saber	NO TRANSLATION
sable	কৃষ্ণবর্ণ
sabotage	অন্তর্ঘাত
saboteur	অন্তর্ঘাতক
sac	কোষ
sack	ছালা
sacrament	ধর্মসংস্কার
sacred	পবিত্র
sacrifice	বলিদান
sacrifices	বলি
sacrificial	বলিসংক্রান্ত
sacrilege	পবিত্র কিছুকে অপবিত্রকরণ
sacrilegious	পবিত্র ব্যক্তির অসম্মানকারী
sad	দু: খিত
sadday	NO TRANSLATION
saddens	দুশ্চিন্তা
saddle	জিন
sadist	ধর্ষকামী
sadistic	ধর্ষকামী
sadly	দুঃখিতভাবে
sadness	বিষণ্ণতা
safari	আফ্রিকায় শিকার অভিযান
safe	নিরাপদ
safeguard	রক্ষা
safekeeping	নিরাপদে রক্ষা
safety	নিরাপত্তা
saffron	জাফরান
sag	পাশে ঝুলিয়া পড়া
saga	কাহিনী
sage	ঋষি
saggy	saggy
sail	পাল
sailboat	পালতোলা নৌকা
sailing	পালতোলা
sailor	নাবিক
saint	সাধু
sainted	সাধুতে পরিণত
saintly	পবিত্র
sake	হেতু
salad	সালাদ
salamander	সরীসৃপতুল্য উভচর প্রাণিবিশেষ
salami	সালামি
salary	বেতন
sale	বিক্রয়
salesgirl	salesgirl
salesman	বিক্রয়িক
salient	লক্ষণীয়
saline	লবণাক্ত
saliva	মুখের লালা
sally	লম্ফ
salmon	স্যালমন মাছ
salmonella	সালমোনেলা
salon	বৈঠকখানা
saloon	সেলুন
salsa	সালসা
salt	লবণ
salted	লবণাক্ত
saltwater	লবণ পানি
salty	নোনতা
salutary	উপকারী
salutation	অভিবাদন
salute	অভিবাদন
salvage	জাহাজ ত্ত জাহাজের মাল রক্ষা করার কাজ
salvation	উদ্ধার
salve	মলম
samba	সাম্বা
sameness	অভিন্নতা
sample	নমুনা
samurai	আধুনিক জাপানের যে-কোন সেনাধ্যক্ষ
sanatorium	স্বাস্থ্যনিবাস
sanctification	পাবন
sanctified	পবিত্রীকৃত
sanctify	পবিত্র করা
sanctimonious	ধর্মধ্বজী
sanction	অনুমোদন
sanctioned	অনুমোদিত
sanctity	পবিত্রতা
sanctuary	আশ্রয়স্থল
sanctum	পবিত্র স্থান
sand	বালি
sandal	চন্দন
sandbox	স্যান্ডবক্স
sander	Sander
sandman	Sandman
sandpaper	শিরিষ-কাগজ
sands	বালি
sandstorm	মরুভূমির বালুঝড়
sandwich	স্যান্ডউইচ
sandy	বেলে
sane	বিবেকী
sanguine	অরূণ
sanitarium	স্বাস্থ্যকর স্থান
sanitary	স্বাস্থ্যের পক্ষে উপকারী
sanitation	স্বাস্থ্যব্যবস্থা
sanity	সদ্বিবেচনা
sans	NO TRANSLATION
santa	সান্তা
sap	প্রাণরস
sapiens	স্যাপিয়েন্সের
sapphire	নীলকান্তমণি
sappy	রসাত্মক
sarcasm	বিদ্রূপ
sarcastic	তীব্র ব্যঙ্গপূর্ণ
sarcoma	সংযোজক কোযের মারাত্মক টিউমার
sarcophagus	ভাস্কর্যশিল্পঅলংকৃত শিলালিপিসমন্বিত প্রস্তর শবাধার
sardine	সামুদ্রি পোনামাছবিশেষ
sardonic	তিক্ত
sarsaparilla	sarsaparilla
sash	উত্তরীয়
sashimi	সাশিমি
sassafras	sassafras
sassy	sassy
satanic	শয়তানি বুদ্ধি
satchel	খুঙ্গি
sate	NO TRANSLATION
satellite	উপগ্রহ
satin	সাটিন
satire	বিদ্রুপ
satirical	বিদ্রুপাত্মক
satisfaction	সন্তোষ
satisfactorily	সন্তোষজনকভাবে
satisfactory	সন্তোষজনক
satisfied	সন্তুষ্ট
satisfy	পরিতৃপ্ত করা
satisfying	সন্তোষজনক
saturate	সুসিক্ত করা
saturated	সুসিক্ত
saturation	পরিপৃক্তি
satyr	বনদেবতা
sauce	সস
saucepan	কড়া
saucer	পিরিচ
saucy	দুর্বিনীত
sauerkraut	sauerkraut
sauna	স্টীম বাথ
sausage	সসেজ
savage	অসভ্য
savagery	বর্বরতার
savanna	নিষ্পাদপ প্রান্তর
savannah	নিষ্পাদপ প্রান্তর
savant	মহাপণ্ডিত
save	রক্ষা
saver	সঁচয় উপায়
saving	রক্ষা
savings	জমা
savior	ত্রাণকর্তা
savor	গন্ধ
savory	মসলাদার
savvy	কাণ্ডজ্ঞান
saw	করাত
sawdust	কাঠের মিহি গুঁড়ো
sawmill	করাত-কল
sax	বাদ্যযন্ত্রবিশেষ
saxophone	বাদ্যযন্ত্রবিশেষ
say	বলা
sayonara	NO TRANSLATION
scab	মামড়ি
scabbard	খাপ
scaffold	ভারা
scaffolding	ভারা
scalding	পুড়ন
scale	স্কেল
scales	দাঁড়িপাল্লা
scallop	শামুকবিশেষ
scalp	মাথার খুলি
scalpel	স্কাল্পেল্
scaly	আঁশযুক্ত
scam	কেলেঙ্কারি
scamp	হেলাফেলাভাবে করা
scampi	বড়ো বড়ো বাগদা চিংডি
scan	স্ক্যান
scandal	কলঙ্ক
scandalous	মানহানিকর
scanner	স্ক্যানার
scanty	অত্যল্প
scape	SCAPE
scapegoat	বলির পাঁঠা
scar	খুঁত
scarab	গুবরে-পোকাবিশেষ
scarce	দুর্লভ
scarcely	সবে মাত্র
scarcity	ঘাটতি
scare	ভীতি
scarecrow	চঁচা
scared	কাঁচুমাচু
scares	ভয় পাই
scarf	স্কার্ফ
scarier	scarier
scariest	স্যাকারিয়েস্ট
scarlet	টক্টকে লাল
scary	ভীতিকর
scat	ভাগো
scatter	ছিটান
scattered	বিক্ষিপ্ত
scattering	বিক্ষেপ
scavenger	মেথর
scenario	দৃশ্যকল্প
scene	দৃশ্য
scenery	দৃশ্যাবলী
scenic	নাটুকে
scent	ঘ্রাণ
scented	সুবাসিত
scepter	রাজদণ্ড
sceptical	সন্দেহপ্রবণ
scepticism	সংশয়বাদ
schadenfreude	পরের দুর্দশায় আনন্দ
schedule	তফসিল
schematic	পরিকল্পিত
scheme	পরিকল্পনা
schilling	সীল্লীঙ্গ
schism	বিভেদ
schizophrenia	সীত্সফ্রেনীয়্যা
schizophrenic	সিজোফ্রেনিয়া আক্রান্ত
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	শনিটসল
scholar	পণ্ডিত
scholarly	পাণ্ডিত্যপূর্ণ
scholarship	বৃত্তি
scholastic	পাণ্ডিত্যপূর্ণ
school	স্কুল
schoolboy	স্কুলের ছাত্র
schoolgirl	স্কুলের ছাত্রী
schoolhouse	স্কুল
schooling	পড়াশোনা
schoolmaster	বিদ্যালয়ের শিক্ষকসুলভ
schoolteacher	NO TRANSLATION
schoolwork	স্কুলের
schoolyard	স্কুল
schooner	schooner
sciatica	নিতম্ববেদনা
science	বিজ্ঞান
scientific	বৈজ্ঞানিক
scientist	বিজ্ঞানী
scifi	scifi
scintilla	NO TRANSLATION
scintillating	কাটল
scintillation	স্ফুলিঙ্গায়ন
scintillator	scintillator
scion	তরূণ বংশধর
scissors	কাঁচি
scoff	উপহাসের পাত্র
scold	ধাতান
scolding	খিঁচুনি
scone	Scone
scoop	আইসক্রীম
scoot	চম্পট দেত্তয়া
scooter	স্কুটার
scope	সুযোগ
scorch	মোটর চালান
scorching	দাহক
score	স্কোর
scoreboard	স্কোরবোর্ড
scorer	গোল-দাতা
scores	স্কোর
scorn	অবজ্ঞা
scorned	জুগুপ্সিতি
scornful	ঘৃণাপূর্ণ
scorpion	বিছা
scotch	স্কটল্যাণ্ডের
scoundrel	খচ্চর
scour	পরিমার্জন
scourge	চাবুক
scout	ঘৃণাসহকারে প্রত্যাখ্যান করা
scowl	চোখ রাঙ্গান
scrabble	আঁচড় কাটা
scram	ভেগে বা কেটে পড়া
scramble	হামাগুড়ি দিয়া আরোহণ
scrambled	scrambled
scrambler	কম্পাঙ্ক বদলে দিয়ে টেলিফোন-বার্তা বিকৃত করে দেওয়া যন্ত্র
scrambling	হাহাকার
scrap	স্ক্র্যাপ
scrapbook	স্ক্র্যাপবুক
scrape	গেরো
scrapie	scrapie
scraping	চাঁচুনি
scrappy	অসম্পূর্ণ
scratch	আঁচড়ের দাগ
scratchy	খর্খরে
scrawny	কৃশকায়
scream	চিত্কার
screamer	আর্তনাদকারী
screaming	চিত্কার
screech	কর্কশ তীক্ষ্ন ধ্বনি করা
screen	পর্দা
screening	স্ক্রীনিং
screenplay	চিত্রনাট্য
screenwriter	চিত্রনাট্যকার
screw	স্ক্রু
screwball	পাগলাটে
screwdriver	স্ক্রু ড্রাইভার
screwed	মাতাল
screwy	বাতিকগ্রস্ত
screwyou	NO TRANSLATION
scribble	হিজিবিজি
scribe	লেখক
scrimmage	কাড়াকাড়ি
scrip	বটুয়া
script	লিপি
scriptural	শাস্ত্রসম্মত
scripture	শাস্ত্র
scroll	স্ক্রল
scrotum	অণ্ডকোষ
scrounge	অপহরণ করা
scrounger	scrounger
scrub	মাজা
scruffy	অপরিচ্ছন্ন
scrumptious	দারুণ
scrupulous	খুঁতখুঁতে
scrutinize	সূক্ষ্ম বিশ্লেষণ করা
scrutiny	সুবিবেচনা
scuba	স্কুবা
scuff	পা টানিয়া চলা
scuffle	ধস্তাধস্তি
scullery	রান্নাঘর-সংলগ্ন বাসনপত্র মাজার ঘর
sculptor	ভাস্কর
sculpture	ভাস্কর্য
sculptured	sculptured
scum	গাদ
scumbag	শিকারের
scurry	হৈচৈ
scurvy	মামড়ি-পড়া
scuttle	ঝুড়ি
sea	সমুদ্র
seaboard	সমুদ্রতীর
seafood	সীফুড
seagull	সীগাল
seal	সীল
seals	করুক
seam	স্তর
seaman	নাবিক
seamless	বিজোড়
seamstress	সীবনকারী
seaport	বন্দর
sear	অসাড় করা
search	অনুসন্ধান
searching	অনুসন্ধানের
searchlight	সন্ধানী আলোক
seared	seared
seashore	সমুদ্রতীর
seasick	অসুস্থ
seaside	সমুদ্রতীরবর্তী অঁচল
season	ঋতু
seasonal	মৌসুমি
seasoned	পাকা
seasoning	টক
seat	আসন
seatbelt	সীট বেল্ট
seating	আসনবিন্যাস
seawater	নোনা জল
seaweed	সমুদ্র-শৈবাল
sec	সেকেন্ড
secession	অপসরণ
secluded	নির্জন
seclusion	নির্জনতা
second	দ্বিতীয়
second cousin	দ্বিতীয় মামাতো ভাই
secondary	মাধ্যমিক
secondhand	পরোক্ষ
secrecy	নির্জনতা
secret	গোপন
secretariat	দপ্তর
secretary	সম্পাদক
secrete	লুকাইয়া রাখা
secretion	লুকাইয়া রাখা বস্তু
secretive	গোপনতাপূর্ণ
secretly	গোপনে
sect	উপদল
sectarian	সাম্প্রদায়িক
section	অধ্যায়
sectional	বিভাগীয়
sector	সেক্টর
secular	ধর্মনিরপেক্ষ
secularism	ধর্মনিরপেক্ষতা
secure	নিরাপদ
securities	সিকিউরিটিজ
security	নিরাপত্তা
sedan	NO TRANSLATION
sedate	অনুত্তেজিত
sedation	অনুত্তেজিত
sedative	ঘুমের ঔষধ
sedentary	আসীন
sedge	শর
sediment	পলল
sedimentary	পাললিক
sedition	রাজদ্রোহ
seduce	পটান
seducer	প্রলোভনকারী
seducing	প্রতারিত
seduction	ব্য
seductive	প্রলোভনসঙ্কুল
see	দেখ
seed	বীজ
seedling	চারা
seeds	বীজ
seedy	জীর্ণ
seek	চাইতে
seeker	অন্বেষী
seem	মনে
seemingly	আপাতদৃষ্টিতে
seer	দ্রষ্টা
seesaw	ঢেঁকিকল
seething	ফুটন্ত গরম জলভর্তি
segment	অংশ
segregate	নি: সঙ্গ করা
segregated	পৃথকীকৃত
segregation	পৃথকীকরণ
seismic	ভূকম্পীয়
seize	বাজেয়াপ্ত করা
seizure	পাকড়
seldom	কদাপি
select	নির্বাচন করা
selection	নির্বাচন
selective	নির্বাচক
selectman	selectman
selenium	সেলেনিউম্
self	স্ব
selfharm	NO TRANSLATION
selfish	স্বার্থপর
selfishness	আত্মম্ভরিতা
selfless	নি: স্বার্থ
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	বিক্রি করা
seller	বিক্রেতা
sellout	বিক্রয় করা
seltzer	সেল্টসার
semantics	শব্দার্থবিদ্যা
semaphore	সেমফোর্
semblance	আভাস
semen	বীর্য
semester	সেমেস্ত্র
semi	আধা
semiautomatic	NO TRANSLATION
semicolon	যতিচিহ্নবিশেষ
seminal	ধাতুগত
seminar	সেমিনার
seminary	শিক্ষালয়
semiotics	semiotics
senate	ব্যবস্থাপক সভা
senator	সেনেট্ সভার সভ্য
send	পাঠান
sender	প্রেরক
senescence	বার্ধক্য
senile	বার্ধক্যজনিত
senior	জ্যেষ্ঠ
seniority	প্রবীনত্ব
senor	সেনর
senorita	Senorita
sensation	সংবেদন
sensational	উত্তেজনাপূর্ণ
sense	অনুভূতি
senseless	অচেতন
senses	অজ্ঞান
sensibility	চেতন
sensible	বিচক্ষণ
sensibly	বুদ্ধিমানের
sensitive	সংবেদনশীল
sensitivity	সংবেদনশীলতা
sensor	সেন্সর
sensory	সংজ্ঞাবহ
sensual	কামুক
sensuality	যৌনক্ষুধা চরিতার্থ-করণ
sensuous	ইন্দ্রি়গত
sentence	বাক্য
