Word	gu
truffle	બિલાડીનો ટોપ
truism	ટ્રુસમ
trump	હુકમ
trumpet	ટ્રમ્પેટ
trumpeter	તુરાઈ
truncate	કાપી નાખવું
truncated	કાપવામાં
trundle	ટુંડલ
trunk	ટ્રંક
truss	ટ્રુસ
trust	વિશ્વાસ
trustee	ટ્રસ્ટી
trusting	ટ્રસ્ટિંગ
trustworthy	વિશ્વસનીય
trusty	વિશ્વાસુ
truth	સત્ય
truthful	સાચું
truthfulness	સત્યનિષ્ઠા
try	પ્રયત્ન કરો
tryout	અજમાવી
tryouts	ટ્રાયઆઉટ્સ
tsunami	સુનામી
tub	ટબ
tuba	ટ્યુબા
tubby	નળીઓવાળું
tube	નળી
tuberculosis	ક્ષય રોગ
tubing	નળીઓનો જથ્થો
tubular	નળીઓવાળું
tubule	નળી
tuck	ટક
tucker	ટકર
tuesday	મંગળવારે
tufted	તુવેર
tug	ટગ
tugboat	ટગબોટ
tuition	ટ્યુશન
tulip	ટ્યૂલિપ
tumble	તુચ્છ
tumbler	NO TRANSLATION
tumbleweed	તુમ્લવેઈડ
tummy	પેટ
tumor	ગાંઠ
tumour	ગાંઠ
tumult	તોફાન
tumultuous	તોફાની
tun	NO TRANSLATION
tuna	ટુના
tunable	ટ્યુનેબલ
tune	ટ્યુન
tunic	ટ્યુનિક
tuning	ટ્યુનિંગ
tunnel	ટનલ
turban	પાઘડી
turbidity	ગાંડપણ
turbine	ટર્બાઇન
turbo	ટર્બો
turbulence	તોફાન
turbulent	તોફાની
turd	ટર્ડ
turf	જડિયાંવાળી જમીન
turkey	ટર્કી
turmeric	હળદર
turmoil	ગરબડ
turn	વળાંક
turnaround	કાયાપલટ
turned	ચાલુ
turning	દેવાનો
turnip	સલગમ
turnkey	ટર્નકી
turnoff	NO TRANSLATION
turnout	મતદાન
turnover	ટર્નઓવર
turnpike	ટર્નપાઇક
turntable	ટર્નટેબલ
turpentine	દેવદાર
turquoise	પીરોજ
turret	સંઘાડો
turtle	ટર્ટલ
turtleneck	ટર્ટલનેક
tussle	ઝઘડો
tutelage	કુશળતા
tutor	શિક્ષક
tutoring	ટ્યુટરિંગ
tutu	સ્કૂ
tux	ટક્સ
tuxedo	ટક્સીડો
tv	ટીવી
twain	બે
twat	ટ્વાટ
twats	twats
tweak	ઝટકો
tweed	ઝબૂકવું
tweet	ચીંચીં કરવું
tweezers	ટ્વીઝર
twelfth	બારમું
twelve	બાર
twentieth	વીસમી
twenty	વીસ
twerp	ટીવરપ
twig	ટ્વિગ
twilight	સંધિકાળ
twill	ટ્વેલ
twin	જોડિયા
twine	સૂતળી
twinge	ટ્વીંગ
twinkle	ઝબૂકવું
twins	જોડિયા
twirl	વીંટવું
twist	ટ્વિસ્ટ
twisted	ટ્વિસ્ટેડ
twister	શઠ
twit	મૂર્ખો
twitch	ચપટી
twitching	ચંચળ
twitchy	ચંચળ
two	બે
two step	બે પગલું
twofaced	NO TRANSLATION
twofold	બેવડું
twosome	twosome
tycoon	ઉદ્યોગપતિ
tyke	ટાઇક
type	પ્રકાર
typewriter	ટાઇપરાઇટર
typhoid	ટાઇફોઈડ
typhoon	ટાયફૂન
typical	લાક્ષણિક
typically	સામાન્ય રીતે
typist	ટાઇપીસ્ટ
typo	ટાઈપો
typography	ટાઇપોગ્રાફી
tyrannical	જુલમી
tyranny	જુલમ
tyrant	જુલમી
tyre	ટાયર
ubiquitous	સર્વવ્યાપક
ubiquity	સર્વવ્યાપકતા
ugliness	કદરૂપું
ugly	નીચ
uhoh	NO TRANSLATION
ukulele	ચાર તારવાળી નાની ગિટાર
ulcer	અલ્સર
ulterior	છૂટાછવાયા
ultimate	અંતિમ
ultimately	આખરે
ultimatum	આખરીનામું
ultimo	NO TRANSLATION
ultrasound	અલ્ટ્રાસાઉન્ડ
ultraviolet	અલ્ટ્રાવાયોલેટ
umbilical	નાભિ
umbra	અમ્બ્રા
umbrella	છત્ર
umpire	અમ્પાયર
umpteen	અનેક
unabashed	બેશરમ
unabated	અસંબદ્ધ
unable	અસમર્થ
unacceptable	અસ્વીકાર્ય
unaccompanied	એકસાથે
unaccountable	બિનજરૂરી
unaccounted	અજાણ્યા
unacknowledged	અનાવશ્યક
unadulterated	નિષ્કલંક
unaffected	બિનઅસરગ્રસ્ત
unafraid	અસફળ
unaided	બિનઆધારિત
unaltered	અસમર્થ
unambiguous	અસંમત
unanimity	સર્વસંમતિ
unanimous	સર્વસંમત
unanimously	સર્વસંમતિથી
unannounced	અસંમત
unanswered	અનુત્તરિત
unanticipated	અણધારી
unappreciated	અયોગ્ય
unapproved	નામંજૂર
unarmed	નિઃશસ્ત્ર
unassisted	અનસિસ્ટેડ
unassuming	નમ્ર
unattached	બિનજરૂરી
unattainable	અનુપયોગનીય
unattended	અડ્યા વિના
unattractive	બિનજરૂરી
unauthorized	અનધિકૃત
unavailable	અનુપલબ્ધ
unavoidable	અનિવાર્ય
unaware	અજાણ
unbalanced	અસંતુલિત
unbearable	અસહ્ય
unbeatable	અજેય
unbeaten	અણનમ
unbecoming	નકામી
unbelief	અવિશ્વાસ
unbelievable	કલ્પી
unbiased	નિષ્પક્ષ
unborn	અજાત
unbound	અનબાઉન્ડ
unbounded	અસહાય
unbreakable	અનબ્રેકેબલ
unbridled	નિરંકુશ
unbroken	અખંડ
unbutton	અનબટન
uncalled	અનાવશ્યક
uncanny	વિચિત્ર
uncaring	બેભાન
uncensured	NO TRANSLATION
uncertain	અનિશ્ચિત
uncertainty	અનિશ્ચિતતા
unchallenged	અનિચ્છિત
unchangeable	ફેરફારયોગ્ય
unchanged	યથાવત
uncharted	uncharted
uncherished	NO TRANSLATION
uncivilized	અસંસ્કૃત
unclaimed	નધણિયાતો
uncle	કાકા
unclean	અશુદ્ધ
unclear	અસ્પષ્ટ
uncomfortable	અસ્વસ્થતા
uncommon	અસાધારણ
uncommonly	અસામાન્ય રીતે
uncomplicated	સઘન
uncompromising	કટ્ટરવાદી
unconcerned	બેચેન નથી
unconditional	બિનશરતી
unconfirmed	અસમર્થિત
unconnected	અસંબદ્ધ
unconscionable	ગેરવાજબી
unconscious	બેભાન
unconsciousness	અચેતનતા
unconstitutional	ગેરબંધારણીય
unconstrained	અણનમ
uncontested	બિનઆયોજિત
uncontrollable	બેકાબૂ
uncontrolled	અનિયંત્રિત
unconventional	બિનપરંપરાગત
unconvinced	અનિશ્ચિત
unconvincing	અનિર્ણિત
uncooked	નકામા
uncooperative	અસક્ષમ
uncorrelated	અસંબંધિત
uncouth	અસંસ્કારી
uncover	ઉઘાડું પાડવું
uncritical	અનિશ્ચિત
uncut	બિનકાર્યરહિત
undead	અનડેડ
undecided	અનિશ્ચિત
undefeated	અપરાજિત
undefined	અનિશ્ચિત
undeniable	નિર્વિવાદ
underage	સગીર
underbelly	અન્ડરબેલી
undercover	જાસૂસી
undercurrent	અંતર્ગત
underdog	લાચાર
underestimate	ઓછો અંદાજ
undergo	પસાર થવું
undergraduate	અંડરગ્રેજ્યુએટ
underground	ભૂગર્ભ
underhanded	છુપાવેલ
underlay	અન્ડરલે
underlie	અધોગતિ
underline	રેખાંકિત કરો
underlying	અંતર્ગત
undermine	ઇજા પહોંચાડવી
undermined	અવગણના
underneath	નીચે
underpaid	ઓછો પગાર
underpants	જાંઘિયા
underprivileged	વંચિત
underrated	અન્ડરરેટેડ
underscore	નીચા
undersea	અન્ડરસી
undersecretary	સચિવશ્રી
undersized	નિશ્ચિત
understaffed	ઓછું કરવું
understand	સમજવું
understandable	સમજી શકાય તેવું
understanding	સમજવુ
understatement	અલ્પોક્તિ
understood	સમજી
understudy	ચુસ્તતા
undertake	હાથ લો
undertaker	કામદાર
undertaking	બાંયધરી
undertow	ઉતારી પાડવું
underwear	અન્ડરવેર
underwood	અંડરવુડ
underworld	અંડરવર્લ્ડ
underwrite	અન્ડરરાઇટ
underwriter	વીમાકર્તા
undeserved	અનિચ્છનીય
undesirable	અનિચ્છનીય
undesired	અનિચ્છિત
undetectable	નિદાન નહી થયેલા
undetected	વણતપાસાયેલા
undetermined	અનિશ્ચિત
undeveloped	અવિકસિત
undignified	અપમાનિત
undirected	અનિશ્ચિત
undisclosed	અપ્રગટ
undiscovered	શોધેલી નથી
undisputed	નિર્વિવાદ
undisturbed	અવિભાજ્ય
undivided	અવિભાજિત
undo	પૂર્વવત્ કરો
undoing	પૂર્વવત્
undoubted	અસંદિગ્ધ
undress	કપડાં ઉતારવાં
undressed	બિનજરૂરી
undue	અનુચિત
undying	વિનાશક
unearned	અશક્ય
unearth	શોધી કાઢો
uneasiness	બેચેની
uneasy	બેચેન
uneducated	અશિક્ષિત
unemployed	બેરોજગાર
unemployment	બેરોજગારી
unencumbered	બહિષ્કૃત
unending	અનંત
unequal	અસમાન
unequalled	અસમર્થ
unequivocal	સંદિગ્ધ
unequivocally	સંદિગ્ધ રીતે
unethical	અનૈતિક
uneven	અસમાન
uneventful	અસામાન્ય
unexpected	અનપેક્ષિત
unexpectedly	અનપેક્ષિત રીતે
unexplainable	બિનજરૂરી
unexplained	ન સમજાય તેવા
unexplored	નીરિક્ષણ
unfailing	અશક્ય
unfair	અન્યાયી
unfairness	અન્યાય
unfaithful	બેવફા
unfamiliar	અજાણ્યા
unfavorable	પ્રતિકૂળ
unfeeling	કમનસીબ
unfettered	નિરંકુશ
unfinished	અપૂર્ણ
unfit	અયોગ્ય
unflinching	નિષ્ક્રિય
unfold	ઉકેલવું
unfollow	અનુસરવાનું બંધ કરો
unforeseen	અણધાર્યા
unforgettable	અનફર્ગેટેબલ
unforgivable	અક્ષમ્ય
unforgiving	અપ્રગટ
unfortunate	કમનસીબ
unfortunately	કમનસીબે
unfounded	ખોટી
unfreeze	અનફ્રીઝ
unfriendly	મૈત્રીભર્યું
unfulfilled	પૂર્ણ થઈ નથી
unfurnished	ફિટિંગ
unglued	કટ્ટર
ungodly	અધમ
ungrateful	અસ્વીકાર્ય
unguarded	બિનગાર્દિક
unhand	NO TRANSLATION
unhappiness	દુઃખ
unhappy	દુ: ખી
unharmed	નબળું
unhealthy	બિનઆરોગ્યપ્રદ
unheard	સંભળાતા
unhelpful	નિરુપયોગી
unhindered	બેહદ
unholy	અપહરણ
unhook	ખુશામત
unicorn	શૃંગાશ્વ
unidentified	અજાણી
unification	એકીકરણ
unified	એકીકૃત
uniform	ગણવેશ
uniformed	યુનિફોર્મ
uniformity	એકરૂપતા
uniformly	એકસરખી રીતે
unimaginable	અકલ્પનીય
unimpeachable	અવિભાજ્ય
unimpeached	બિનઅનુવાદ
unimportant	બિનમહત્વપૂર્ણ
unimpressed	અસંતુષ્ટ
unimproved	અસમર્થ
uninfected	અનિષ્ટીકૃત
uninformed	બિનજરૂરી
uninhabited	નિર્જન
uninitiated	અનિર્ણિત
uninspired	ઉદાસીન
unintelligible	દુર્બોધ
unintended	અકારણ
unintentional	અજાણતા
unintentionally	અજાણતામાં
uninterested	અનિશ્ચિત
uninteresting	નિષ્ણાંત
uninterrupted	અવિરત
uninvited	uninvited
union	યુનિયન
unique	અનન્ય
unisex	વિશિષ્ટ વસ્ત્રો
unison	એકતા
unit	એકમ
unitary	એકાત્મક
unite	એક થવું
united	સંયુક્ત
unity	એકતા
universal	સાર્વત્રિક
universality	સર્વવ્યાપકતા
universe	બ્રહ્માંડ
university	યુનિવર્સિટી
unjust	અન્યાયી
unjustifiable	અન્યાયી
unjustified	અન્યાયી
unkind	અનૈતિક
unknowable	અજાણ્યા
unknown	અજ્ઞાત
unlawful	ગેરકાનૂની
unleash	છૂટી દો
unlicensed	પરવાના વિનાનું
unlike	વિપરીત
unlikely	અસંભવિત
unlimited	અમર્યાદિત
unlisted	અસૂચિબદ્ધ
unload	અનલોડ કરો
unloaded	અનલોડ
unlock	અનલૉક કરો
unlucky	કમનસીબ
unmanageable	બેકાબૂ
unmanned	માનવરહિત
unmarked	અનમાર્ક
unmarried	અપરિણિત
unmask	અનમાસ્ક
unmatched	મેળ ખાતી નથી
unmistakable	અસ્પષ્ટ
unmitigated	અક્ષમતા
unmoved	અનમૉડ
unnamed	અનામી
unnatural	અકુદરતી
unnecessary	બિનજરૂરી
unneeded	બિનજરૂરી
unnoticed	ધ્યાન બહાર નથી
unnumbered	અસંખ્ય
unobserved	અવગણના
unobstructed	અવિભાજ્ય
unobtrusive	સ્વાભાવિક
unoccupied	નિરંકુશ
unofficial	બિનસત્તાવાર
unopened	ખુલ્લા
unopposed	બિનજરૂરી
unordered	અનઓર્ડેડ
unorganised	અસંગઠિત
unorganized	અસંગઠિત
unorthodox	બિનપરંપરાગત
unpack	અનપૅક કરો
unpaid	અવેતન
unparalleled	અપ્રતિમ
unpleasant	અપ્રિય
unpleasantness	અપ્રિયતા
unplug	અનપ્લગ કરો
unplugged	અનપ્લગ્ડ
unpopular	અપ્રિય
unprecedented	અભૂતપૂર્વ
unpredictable	અણધારી
unprepared	તૈયારી વિનાના
unpretentious	નિષ્ઠુર
unproductive	અનુત્પાદક
unprofessional	અવ્યાવસાયિક
unprofitable	નકામું
unprotected	અસુરક્ષિત
unproven	બિનપુરવાર
unprovoked	બિનઉત્પાદિત
unpublished	અપ્રકાશિત
unpunished	અમર નથી
unqualified	ગુણવત્તાવાળું
unquestionable	નિર્વિવાદ
unquestionably	નિ: શંકપણે
unquestioned	નિર્વિવાદ
unquote	અવતરણ ચિહ્ન
unravel	ગૂંચ ઉકેલવી
unreachable	પહોંચી શકાય તેવું નથી
unread	ન વાંચેલું
unreal	અવાસ્તવિક
unrealistic	અવાસ્તવિક
unreasonable	ગેરવાજબી
unrecorded	અનરાર્ડર્ડ
unregistered	નોંધણી વગરના
unregulated	અનિયમિત
unrelated	અસંબંધિત
unrelenting	નિર્દય
unreliable	અવિશ્વસનીય
unremarkable	નોંધપાત્ર નથી
unrepentant	અન્યાયી
unrequited	અસંતુષ્ટ
unresolved	અનપેક્ષિત
unresponsive	પ્રતિભાવવિહીન
unrest	અશાંતિ
unrestrained	અનિયંત્રિત
unrestricted	અનિયંત્રિત
unromantic	unromantic
unruly	બેકાબૂ
unsafe	અસુરક્ષિત
unsanitary	નકામું
unsatisfactory	અસંતોષકારક
unsatisfied	અસંતુષ્ટ
unsavory	બેચેન
unscathed	સહીસલામત
unscheduled	અનિશ્ચિત
unscientific	અવૈજ્ઞાનિક
unscrew	સ્ક્રૂવુડ
unscrupulous	અનૈતિક
unseat	અનસેટ કરો
unseen	અદ્રશ્ય
unselfish	નિ: સ્વાર્થી
unsettled	અસ્થિર
unsightly	કદરૂપું
unsolicited	અવાંછિત
unsolved	ઉકેલાયેલા
unsophisticated	નિરુપદ્રવી
unsound	ઊલટું
unspeakable	શબ્દાતીત
unspecified	અસ્પષ્ટ
unspoken	અસ્પષ્ટ
unstable	અસ્થિર
unsteady	અસ્થિર
unstoppable	અણનમ
unsuccessful	અસફળ
unsuitable	બિનજરૂરી
unsung	અનાજ
unsupervised	unsupervised
unsupported	અસમર્થિત
unsure	અનિશ્ચિત
unsurpassed	યથાવત
unsuspecting	બિનસાવધ
unsustainable	બિનટકાઉ
unsweetened	unsweetened
unsympathetic	અનિશ્ચિત
untamed	નિરંકુશ
untenable	અસમર્થનીય
untested	ચકાસાયેલ નથી
unthinkable	અશક્ય
untidy	અસ્વચ્છ
untie	અનટાઈ
untimely	અકાળે
untitled	અનામાંકિત
untold	અસંખ્ય
untouchable	અસ્પૃશ્ય
untouched	બાકાત રાખવામાં આવ્યાં
untoward	અનુચિત
untraceable	અનટ્રેસેબલ
untrained	અનિશ્ચિત
untranslated	બિનઅનુવાદિત
untroubled	બેચેન
untrue	અસત્ય
untrustworthy	અવિશ્વાસુ
unturned	અનુકૂળ
unused	નહિં વપરાયેલ
unusual	અસામાન્ય
unusually	અસામાન્ય રીતે
unutterable	નકામું
unveil	અનાવરણ કરવું
unveiling	અનાવરણ
unverified	વણચકાસેલ
unwanted	અનિચ્છનીય
unwarranted	અનધિકૃત
unwary	અજાણ્યા
unwashed	નકામા
unwavering	અવિશ્વસનીય
unwed	કુંવારી
unwelcome	અણગમતી
unwell	અસ્વસ્થ
unwilling	અનિચ્છા
unwillingly	અનિચ્છાએ
unwillingness	અનિચ્છા
unwind	ખુલ્લું પાડવું
unwise	મૂર્ખ
unwitting	અજાણ
unwittingly	અજાણતા
unworthy	અયોગ્ય
unwrap	ખોલવું
unwritten	અલિખિત
unyielding	અનિશ્ચિત
unzip	ઝિપસાંકળ છોડવી
upbeat	પ્રસન્નતા
upbringing	ઉછેરની પ્રક્રિયા
upcoming	આગામી
update	અપડેટ કરો
upgrade	સુધારો
upheaval	ઉથલપાથલ
uphill	ચઢાવ
uphold	સમર્થન
upholstery	બેઠકમાં ગાદી
upkeep	નિભાવ
upland	ઉભડકસ્થાન
uplands	અપલેન્ડ્સ
uplift	ઉત્કર્ષ
uplifting	અપિલિફટિંગ
uplink	અપલિંક
upload	અપલોડ કરો
upper	ઉપલા
uppercut	ઉચ્ચ કટ
uppity	ઉત્સાહીતા
upright	સીધા
uprising	બળવો
uproar	ઝઘડો
upscale	અપસ્કેલ
upset	ઉદાસ
upshot	પરિણામ
upstairs	ઉપર તરફ
upstanding	ઉચિત
upstart	અપસ્ટાર્ટ
uptight	ગુસ્સે થયેલું
upward	ઉપર તરફ
upwards	ઉપર તરફ
uranium	યુરેનિયમ
urban	શહેરી
urchin	ઉર્ચિન
urge	અરજ
urgency	તાકીદ
urgent	તાકીદનું
urinal	મૂત્રાશય
urinalysis	urinalysis
urinate	પેશાબ કરવો
urination	પેશાબ
urine	પેશાબ
urn	ફૂલદાની
usable	ઉપયોગી
usage	વપરાશ
use	વાપરવુ
used	વપરાયેલ
useful	ઉપયોગી
usefully	ઉપયોગીતાપૂર્વક
usefulness	ઉપયોગિતા
useless	નકામું
user	વપરાશકર્તા
usher	છડી
usual	સામાન્ય
usurp	પચાવી પાડવું
usurped	પચાવી પાડ્યું
usury	વ્યાજ
utensil	વાસણો
uterus	ગર્ભાશય
utilitarian	ઉપયોગિતાવાદી
utility	ઉપયોગિતા
utilization	ઉપયોગ
utilize	ઉપયોગ કરે છે
utmost	અત્યંત
utopian	સર્વાંગી
utter	ઘોર
utterance	ઉચ્ચારણ
utterly	નિર્વિવાદ પણે
vacancy	ખાલી જગ્યા
vacant	ખાલી
vacate	ખાલી
vacation	વેકેશન
vaccination	રસીકરણ
vaccine	રસી
vacuolar	વેક્યુઓલર
vacuole	વેક્યુઓલ
vacuous	ખાલી
vacuum	વેક્યૂમ
vagabond	રખડુ
vagina	યોનિ
vaginal	યોનિમાર્ગ
vagrancy	ભ્રષ્ટાચાર
vagrant	રખડુ
vague	અસ્પષ્ટ
vagueness	અસ્પષ્ટતા
vainly	નિરર્થક રીતે
valance	વેલોન્સ
vale	વાલે
valedictorian	valedictorian
valentine	વેલેન્ટાઇન
valet	હજૂરિયો
valiant	બહાદુર
valid	માન્ય
validate	માન્ય
validation	માન્યતા
validity	માન્યતા
valium	વૅલિયમ
valley	ખીણ
valor	NO TRANSLATION
valuable	મૂલ્યવાન
valuables	કીમતી ચીજો
valuation	મૂલ્યાંકન
value	મૂલ્ય
valve	વાલ્વ
vamoose	NO TRANSLATION
vamp	વેમ્પ
vampire	વેમ્પાયર
van	NO TRANSLATION
vandal	વાન્ડાલ
vandalism	જંગલીપણું
vane	વેન
vanguard	વાનગાર્ડ
vanilla	વેનીલા
vanish	નાશ પામવું
vanished	અદ્રશ્ય
vanishing	અદ્રશ્ય થઈ
vanity	મિથ્યાભિમાન
vanquish	જીતવું
vanquished	પરાજિત
vanquishing	વિજય
vantage	અનુકૂળ
vapor	બાષ્પ
vara	NO TRANSLATION
variable	ચલ
variance	અંતર
variation	વિવિધતા
variations	ભિન્નતા
varicella	વેરીસેલા
varicose	કાયમની અતિશય ફૂલેલી
varied	વૈવિધ્યસભર
variegated	વિવિધરંગી
variety	વિવિધ
various	વિવિધ
varmint	વર્મિંટ
varnish	વાર્નિશ
varsity	યુનિવર્સિટી
vary	બદલાય છે
varying	વિવિધતા
vascular	વાહિનીક
vase	ફૂલદાની
vasectomy	નસબંધી
vassal	વસાહત
vast	વિશાળ
vat	વેટ
vaudeville	વૌડેવિલે
vault	તિજોરી
vaulted	વિસ્ફોટક
vaulting	વૉલ્ટિંગ
veal	વાછરડાનું માંસ
vector	વેક્ટર
veer	વીર
vega	વેગા
vegan	કડક શાકાહારી
vegetable	વનસ્પતિ
vegetarian	શાકાહારી
vegetarianism	શાકાહારી
vegetation	વનસ્પતિ
vegetative	વનસ્પતિ
veggie	વેગી
vehement	ઉત્સાહ
vehicle	વાહન
veil	પડદો
veiled	અસ્પષ્ટ
vein	નસ
veined	veined
vellum	વેલ્મમ
velocity	વેગ
velour	વેરર
velvet	મખમલ
velvety	મખમલી
vena	વેના
vendetta	વેન્ડેટા
vending	વેન્ડિંગ
vendor	વિક્રેતા
veneer	સુંદર લાકડાનું પાતળું પડ
venerable	આદરણીય
veneration	પૂજા
venereal	વંશાવળી
venetian	વેનેશિઅન
vengeance	વેર
vengeful	વેરીલું
venison	હરણનું માંસ
venom	ઝેર
venomous	ઝેરી
venous	શિરામાં
vent	વેન્ટ
ventilation	વેન્ટિલેશન
ventilator	વેન્ટિલેટર
venting	વેન્ટિંગ
ventricle	વેન્ટ્રિકલ
ventricular	વેન્ટ્રિક્યુલર
ventriloquist	વેન્ટ્રીલક્વિસ્ટ
venture	સાહસ
venue	સ્થળ
veracity	સચ્ચાઈ
veranda	વાંદરા
verb	ક્રિયાપદ
verbal	મૌખિક
verbatim	શબ્દશઃ
verbiage	શબ્દાડંબર
verbose	વર્બોઝ
verbosity	વર્બોસિટી
verdant	લીલુંછમરું
verdict	ચુકાદો
verge	ધાર
verification	ચકાસણી
verified	ચકાસણી
verify	ચકાસો
verily	ખરેખર
veritable	સાક્ષાત્
vermin	જીવાણુ
vermouth	વાઇનમાઉથ
vernacular	સ્થાનિક ભાષા
vernal	વર્નલ
veronica	વેરોનિકા
versatile	સર્વતોમુખી
versatility	વૈવિધ્યતાને
verse	શ્લોક
version	આવૃત્તિ
versus	વિરુદ્ધ
vert	ઊભું
vertebra	કરોડરજ્જુ
vertebral	વર્ટેબ્રલ
vertex	શિરોબિંદુ
vertical	ઊભી
vertically	ઊભી રીતે
vertigo	ચક્કર
verve	ઉત્સાહ
very negative	ખૂબ નકારાત્મક
very positive	ખૂબ હકારાત્મક
veryangry	NO TRANSLATION
vesicle	રક્તસ્ત્રાવ
vesicular	પાંદડાવાળા
vessel	જહાજ
vest	વેસ્ટ
vested	નિમિત્ત
vestibule	વેસ્ટિબુલ
vestige	વેસ્ટિજ
vet	પશુવૈદ
veteran	પીઢ
veterinarian	પશુચિકિત્સા
veterinary	પશુરોગ
veto	વીટો
vexed	વેદના
viability	સદ્ધરતા
viable	કાર્યક્ષમ
viaduct	વાયડક્ટ
vial	નાનકડી શીશી
vibe	Vibe
vibes	કંપનો
vibrant	ગતિશીલ
vibrate	વાઇબ્રેટ
vibration	સ્પંદન
vibrator	વાયબ્રેટર
vibratory	વીંટવું
vicar	વિકેર
vicarious	ભિન્ન
vice	વાઇસ
viceroy	વાઇસરોય
vicinity	નજીકમાં
vicious	નીતિભ્રષ્ટ
victim	ભોગ બનનાર
victimized	ભોગ બન્યા
victor	વિજેતા
victoria	વિક્ટોરીયા
victorious	વિજયી
victory	વિજય
video	વિડિઓ
video game	વીડિયો ગેમ
videotape	વિડીયોટેપ
vie	NO TRANSLATION
view	દૃશ્ય
viewer	દર્શક
viewing	જોવા
viewpoint	દ્રષ્ટિબિંદુ
vigil	જાગરણ
vigilance	તકેદારી
vigilant	જાગ્રત
vigilante	તકેદારી
vignette	ટૂંકું વર્ણન
vigor	ઉત્સાહ
vigorous	ઉત્સાહી
viking	વાઇકિંગ
vile	અધમ
villa	વિલા
village	ગામ
villager	ગ્રામવાસીઓ
villain	ખલનાયક
villainous	વિલન
vinaigrette	કચુંબર, ઇ
vindicate	સમર્થન આપવું
vindicated	સાબિત
vindication	સમર્થન
vindictive	દંડાત્મક
vine	વેલો
vinegar	સરકો
vineyard	બગીચામાં
vintage	વિન્ટેજ
vinyl	પ્લાસ્ટિકના જૂથમાંથી એક
viola	વાયોલા
violate	ઉલ્લંઘન કરવું
violation	ઉલ્લંઘન
violence	હિંસા
violent	હિંસક
violently	હિંસક
violet	વાયોલેટ
violin	વાયોલિન
violinist	વાયોલિનવાદક
viper	વાઇપર
viral	વાયરલ
virgin	કુમારિકા
virginal	કુમારિકા
virginity	કૌમાર્ય
virility	વાલીપણું
virology	વાઇરોલોજી
virtual	વર્ચ્યુઅલ
virtually	વર્ચ્યુઅલ રીતે
virtue	સદ્ગુણ
virtuoso	કલાભિજ્ઞ માણસ
virtuous	સદાચારી
virulence	તીવ્રતા
virus	વાયરસ
visa	વિઝા
visage	NO TRANSLATION
viscosity	સ્નિગ્ધતા
viscous	ચીકણું
vise	NO TRANSLATION
visibility	દૃશ્યતા
visible	દૃશ્યમાન
visibly	દેખીતી રીતે
vision	દ્રષ્ટિ
visionary	સ્વપ્નદ્રષ્ટા
visit	મુલાકાત લો
visitation	મુલાકાત
visiting	મુલાકાત
visitor	મુલાકાતી
visor	મુખવટો
vista	વિસ્ટા
visual	દ્રશ્ય
visualize	કલ્પના કરો
vital	મહત્વપૂર્ણ
vitality	જોમ
vitals	પાદરીઓ
vitamin	વિટામિન
vitreous	કાચું
viva	વિવા
vivacious	ઉત્સાહી
vivid	આબેહૂબ
vixen	ઝીણા
vocabulary	શબ્દભંડોળ
vocal	ગાયક
vocalist	ગાયક
vocation	વ્યવસાય
vodka	વોડકા
vogue	પ્રચલિત
voice	અવાજ
voiceless	અવાજરહિત
voicemail	વૉઇસમેઇલ
void	રદબાતલ
volatile	અસ્થિર
volatility	વોલેટિલિટી
volcanic	જ્વાળામુખી
volcano	જ્વાળામુખી
volition	ઇચ્છા
volley	વોલી
volleyball	વૉલીબોલ
voltage	વિદ્યુત્સ્થીતિમાન
voltmeter	વોલ્ટમેટર
volume	વોલ્યુમ
volumes	વોલ્યુંમ
voluminous	દળદાર
voluntarily	સ્વેચ્છાએ
voluntary	સ્વૈચ્છિક
volunteer	સ્વયંસેવક
volunteering	સ્વયંસેવી
volunteers	સ્વયંસેવકો
voluptuous	સંદિગ્ધ
vomit	ઉલટી
vomiting	ઉલટી
voodoo	વૂડૂ
voracious	ખાઉધરો
vortex	વમળ
vote	મત આપો
voter	મતદાર
voting	મતદાન
votive	વિવેકપૂર્ણ
vouch	ખાતરી કરો
voucher	વાઉચર
vow	પ્રતિજ્ઞા
vowel	સ્વર
voyage	સફર
voyager	વોયેજર
voyeur	દૃશ્ય
vulgar	અસંસ્કારી
vulgarity	અશિષ્ટતા
vulnerability	નબળાઈ
vulnerable	સંવેદનશીલ
vulture	ગીધ
wacko	વાક્કો
wacky	ગાંડુ
wad	વાડ
waddle	waddle
wade	વેડ
wafer	વેફર
waffle	નાની કકરી ગળી રોટી
wag	વેગ
wage	વેતન
wager	હોડ
wages	વેતન
wagon	વેગન
wail	આક્રંદ કરવું
waist	કમર
waistcoat	વેસ્ટકોટ
waistline	કમરપટ્ટી
wait	રાહ જુઓ
waiter	હજૂરિયો
waiting	રાહ જોવી
waitinggame	NO TRANSLATION
waitress	હજૂરિયો
waive	માફી
waiver	માફી
wake	જાગે
walk	ચાલવું
walker	ફરવા જનાર
walking	વૉકિંગ
walkout	બહાર નીકળી જવું
wall	દિવાલ
wallaby	દિવાલ
wallet	વૉલેટ
wallflower	દિવાલફ્લાવર
wallop	વિપરીત
wallow	વિલાસ કરવો
wallpaper	વોલપેપર
walnut	વોલનટ
walrus	વાલરસ
waltz	નૃત્ય માટેનું વાદ્યસંગીત
wan	NO TRANSLATION
wand	લાકડી
wander	ભટકવું
