Word	hr
sanatorium	sanatorij
sanctification	posvećivanje
sanctified	svet
sanctify	posvetiti
sanctimonious	licemjeran
sanction	sankcija
sanctioned	kažnjeni
sanctity	svetost
sanctuary	svetilište
sanctum	sveto mjesto
sand	pijesak
sandal	sandala
sandbox	kutija s pijeskom
sander	mašina za hoblovanje
sandman	pjeskar
sandpaper	šmirgl papir
sands	pijesak
sandstorm	pješčana oluja
sandwich	sendvič
sandy	pjeskovit
sane	razuman
sanguine	sangviničan
sanitarium	sanatorij
sanitary	sanitarni
sanitation	sanitarni uređaji
sanity	duševno zdravlje
sans	NO TRANSLATION
santa	santa
sap	budala
sapiens	sapiensa
sapphire	safir
sappy	sočan
sarcasm	sarkazam
sarcastic	sarkastičan
sarcoma	sarkom
sarcophagus	sarkofag
sardine	sardina
sardonic	konvulzivan
sarsaparilla	sarsaparilla
sash	pojas
sashimi	sashimi
sassafras	sasafras lovor
sassy	sassy
satanic	sotonskim
satchel	torba
sate	NO TRANSLATION
satellite	satelit
satin	saten
satire	satira
satirical	satiričan
satisfaction	zadovoljstvo
satisfactorily	zadovoljavajuće
satisfactory	zadovoljavajući
satisfied	zadovoljan
satisfy	zadovoljiti
satisfying	zadovoljavajući
saturate	zasititi
saturated	zasićen
saturation	zasićenje
satyr	satir
sauce	umak
saucepan	lonac za pirjanje
saucer	tanjurić
saucy	bezobrazan
sauerkraut	kiseli kupus
sauna	sauna
sausage	kobasica
savage	divljak
savagery	divljaštvo
savanna	savana
savannah	Savannah
savant	naučnik
save	uštedjeti
saver	štediša
saving	ušteda
savings	štednja
savior	spasitelj
savor	uživati
savory	ukusan
savvy	zdrav razum
saw	pila
sawdust	piljevina
sawmill	pilana
sax	saksofon
saxophone	saksofon
say	reći
sayonara	NO TRANSLATION
scab	krasta
scabbard	korice
scaffold	skele
scaffolding	skele
scalding	ključao
scale	ljestvica
scales	vage
scallop	pripremiti u tavi
scalp	skalp
scalpel	skalpel
scaly	pokriven krljuštima
scam	prevara
scamp	nitkov
scampi	škampi
scan	skenirati
scandal	skandal
scandalous	skandalozan
scanner	skener
scanty	oskudan
scape	trup
scapegoat	žrtveni jarac
scar	ožiljak
scarab	skarabej
scarce	rijedak
scarcely	jedva
scarcity	nestašica
scare	uplašiti
scarecrow	strašilo
scared	prestrašen
scares	plaši
scarf	šal
scarier	strašnije
scariest	najstrašnija
scarlet	ljubičastocrven
scary	plašljiv
scat	odmagliti
scatter	raspršiti
scattered	razbacan
scattering	raspršenje
scavenger	strvožder
scenario	scenario
scene	scena
scenery	dekoracije
scenic	lijep
scent	miris
scented	namirisan
scepter	žezlo
sceptical	skeptičan
scepticism	skepticizam
schadenfreude	Schadenfreude
schedule	raspored
schematic	shematski
scheme	shema
schilling	šiling
schism	raskol
schizophrenia	shizofrenija
schizophrenic	shizofreničar
schlep	schlep
schmuck	NO TRANSLATION
schnapps	rakija
schnitzel	šnicl
scholar	učenjak
scholarly	učen
scholarship	stipendija
scholastic	dogmatičan
school	škola
schoolboy	učenik
schoolgirl	učenica
schoolhouse	Školska
schooling	školovanje
schoolmaster	učitelj
schoolteacher	NO TRANSLATION
schoolwork	školski rad
schoolyard	školsko dvorište
schooner	škuna
sciatica	išijas
science	znanost
scientific	znanstvena
scientist	naučnik
scifi	znanstvena fantastika
scintilla	NO TRANSLATION
scintillating	scintillating
scintillation	svjetlucanje
scintillator	scintilator
scion	potomak
scissors	škare
scoff	ismijavati
scold	grditi
scolding	ruženje
scone	tikva
scoop	žlica
scoot	jurnuti
scooter	skuter
scope	djelokrug
scorch	opeći
scorching	oprljivanje
score	postići
scoreboard	semafor
scorer	zapisničar
scores	rezultate
scorn	prezir
scorned	prezrene
scornful	prezriv
scorpion	škorpion
scotch	scotch
scoundrel	nitkov
scour	ribanje
scourge	bičevati
scout	izviđač
scowl	mrk pogled
scrabble	škrabati
scram	bježi
scramble	jagma
scrambled	izokrenut
scrambler	Koder
scrambling	remećenje
scrap	otpaci
scrapbook	album
scrape	ogrebotina
scrapie	scrapie
scraping	struganje
scrappy	sklepan
scratch	ogrepsti
scratchy	škrabav
scrawny	mršav
scream	vrisak
screamer	osoba koja vrišti
screaming	vrištanje
screech	vrisak
screen	zaslon
screening	probir
screenplay	scenario
screenwriter	scenarista
screw	vijak
screwball	ekscentrik
screwdriver	odvijač
screwed	pijan
screwy	ekscentričan
screwyou	NO TRANSLATION
scribble	škrabotine
scribe	pisar
scrimmage	krkljanac
scrip	cedulja
script	skripta
scriptural	biblijski
scripture	Sveto pismo
scroll	svitak
scrotum	skrotum
scrounge	gurati se
scrounger	izmamljivač
scrub	pročišćavati
scruffy	odrpani
scrumptious	divan
scrupulous	savjestan
scrutinize	proučavati
scrutiny	ispitivanje
scuba	aparat za zagnjurivanje
scuff	natikača
scuffle	tučnjava
scullery	kuhinjska praonica
sculptor	kipar
sculpture	skulptura
sculptured	oblikovan
scum	bagra
scumbag	scumbag
scurry	juriti
scurvy	skorbut
scuttle	cupkanje
sea	more
seaboard	morska obala
seafood	plodovi mora
seagull	galeb
seal	pečat
seals	tuljani
seam	šav
seaman	pomorac
seamless	bešavni
seamstress	krojačica
seaport	morska luka
sear	suhoća
search	traži
searching	u potrazi
searchlight	reflektor
seared	spržen
seashore	morska obala
seasick	od morske bolesti
seaside	Primorsko
season	sezona
seasonal	sezonski
seasoned	začinjen
seasoning	začin
seat	sjedalo
seatbelt	pojas
seating	sjedenje
seawater	morska voda
seaweed	alge
sec	sek
secession	secesija
secluded	osamljen
seclusion	odjeljenost
second	drugi
second cousin	drugi rođak
secondary	sporedan
secondhand	druga ruka
secrecy	tajnost
secret	tajna
secretariat	sekretarijat
secretary	tajnica
secrete	lučiti
secretion	lučenje
secretive	tajanstven
secretly	tajno
sect	sekta
sectarian	sektaški
section	odjeljak
sectional	sekcijska
sector	sektor
secular	svjetovan
secularism	sekularizam
secure	siguran
securities	hartije od vrijednosti
security	sigurnosti
sedan	NO TRANSLATION
sedate	trijezan
sedation	umirenje
sedative	sedativ
sedentary	sjedeći
sedge	šaš
sediment	sediment
sedimentary	sedimentaran
sedition	pobuna
seduce	zavesti
seducer	zavodnik
seducing	sablazan
seduction	zavođenje
seductive	zavodljiv
see	vidjeti
seed	sjeme
seedling	sjemenjača
seeds	sjemenke
seedy	sjemenast
seek	tražiti
seeker	tražilac
seem	činiti se
seemingly	naizgled
seer	vidovnjak
seesaw	ljuljati
seething	kuhalo
segment	segment
segregate	odvojiti
segregated	segregirani
segregation	segregacija
seismic	seizmički
seize	ugrabiti
seizure	napadaj
seldom	rijetko
select	Izaberi
selection	izbor
selective	selektivan
selectman	selectman
selenium	selen
self	sam
selfharm	NO TRANSLATION
selfish	sebičan
selfishness	sebičnost
selfless	nesebičan
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	prodavati
seller	prodavač
sellout	rasprodaja
seltzer	soda
semantics	semantika
semaphore	semafor
semblance	znak
semen	sjeme
semester	semestar
semi	polu
semiautomatic	NO TRANSLATION
semicolon	točka i zarez
seminal	sjemeni
seminar	seminar
seminary	sjemenište
semiotics	semiotika
senate	senat
senator	senator
send	poslati
sender	pošiljalac
senescence	starenje
senile	senilan
senior	stariji
seniority	starješinstvo
senor	Senor
senorita	senorita
sensation	osjećaj
sensational	senzacionalan
sense	osjećaj
senseless	neosjetljiv
senses	osjetila
sensibility	osjetljivost
sensible	osjetljiv
sensibly	razumno
sensitive	osjetljiv
sensitivity	osjetljivost
sensor	senzor
sensory	čulni
sensual	senzualan
sensuality	putenost
sensuous	čulni
sentence	rečenica
sentencing	kazne
sentient	osjetan
sentiment	sentiment
sentimental	osjećajan
sentimentality	sentimentalnost
sentinel	stražar
sentry	stražar
separable	odvojiv
separate	odvojen
separately	odvojeno
separation	odvajanje
separatist	separatist
sepia	sepija
sepsis	sepsa
sept	bratstvo
septic	septički
septum	septum
sequel	nastavak
sequence	slijed
sequent	sljedstven
sequestered	zaplijenjen
sequestration	sekvestracija
serenade	serenada
serendipity	dogodjaj sretnog slučajnog otkrivanja
serene	spokojan
serenity	spokoj
sergeant	vodnik
serial	serijski
serialize	emitovati u nastavcima
series	niz
serif	crtica
serious	ozbiljan
seriousness	ozbiljnost
sermon	propovijed
serpent	zmija
serpentine	serpentina
serrated	pilast
serum	serum
servant	sluga
serve	poslužiti
server	server
service	servis
serviceable	pogodan
servile	servilan
servitude	ropstvo
sesame	sezam
sess	NO TRANSLATION
session	sjednica
sessions	sjednice
set	set
setback	prepreka
sett	NO TRANSLATION
setter	seter
settle	smjestiti se
settled	riješiti
settlement	naselje
settler	naseljenik
settlor	settlor
setup	postaviti
seven	sedam
seventeen	sedamnaest
seventh	sedmi
seventy	sedamdeset
sever	odvojiti
severable	odvojiti
severally	pojedinačno
severance	prekid
severe	ozbiljan
severely	teško
severity	ozbiljnost
sew	sašiti
sewage	kanalizacija
sewer	odvodni kanal
sewerage	kanalizacija
sewing	šivanje
sex	seks
sexist	zagovornik neravnopravnosti među spolovima
sexual	seksualan
sexuality	seksualnost
sexy	seksi
shabby	otrcan
shack	koliba
shackle	okovati
shade	hlad
shades	nijanse
shading	sjenčanje
shadow	sjena
shadowy	sjenovit
shady	sjenovit
shaft	vratilo
shag	čuperak
shaggy	ispucao
shake	tresti
shakedown	iznuda
shaken	uzdrman
shaker	šejker
shaking	drmanje
shaky	klimav
shall	treba
shallow	plitak
shallows	plićaci
sham	varka
shaman	šaman
shambles	klaonica
shame	sram
shamed	posramljen
shameful	sramotan
shameless	besraman
shampoo	šampon
shanghai	Shanghai
shank	plećka
shanty	straćara
shape	oblik
shapely	modeliran
shard	krhotina
share	udio
shareholder	dioničar
sharing	dijeljenje
shark	morski pas
sharp	oštar
sharpen	izoštriti
sharpened	izoštriti
sharpener	šiljilo
sharpness	oštrina
sharpshooter	strijelac prve klase
shatter	razbiti
shattered	razbijen
shattering	lomljava
shave	obrijati se
shaver	aparat za brijanje
shaving	brijanje
shawl	šal
sheaf	snop
shear	smicanje
shears	škare
sheath	korice
sheathing	obloga
shed	proliti
sheen	sjaj
sheep	ovca
sheepdog	ovčarski pas
sheepish	glup
sheer	fin
sheet	list
sheik	šeik
shelf	polica
shell	ljuska
shellfish	školjka
shelling	ljuštenje
shelter	sklonište
sheltered	sklonjen
shelters	skloništa
shelved	koji ima police
shepherd	pastir
sherbet	šerbet
sheriff	šerif
sherry	šeri
shield	štit
shift	smjena
shifting	premještanje
shifty	prevrtljiv
shilling	šiling
shimmer	svjetlucanje
shimmering	svjetlucav
shimmy	šimi
shin	cjevanica
shindig	proslava
shine	sjaj
shiner	shiner
shingle	šindra
shining	sjajan
shiny	sjajan
ship	brod
shipment	Pošiljka
shipping	dostava
shipshape	u redu
shipwreck	brodolom
shipyard	brodogradilište
shire	grofovija
shirt	košulja
shit	sranje
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	govnar
shitless	straha
shitload	shitload
shittest	NO TRANSLATION
shitty	usrani
shiver	drhtaj
shivering	drhtanje
shoals	jata
shock	šok
shocked	šokiran
shocker	ono što šokira
shocking	šokantan
shockingly	šokantno
shoddy	bezvrijedan
shoe	cipela
shoelace	vezica
shoemaker	postolar
shoes	cipele
shoeshine	laštenje cipela
shook	odmahnuo
shoot	pucati
shooter	strijelac
shooting	pucanje
shootout	pucnjave
shop	dućan
shopkeeper	trgovac
shoplifter	kradljivac
shoplifting	Pronevjera
shopper	mušterija
shopping	kupovina
shore	poduprijeti
shoreline	obala
shorn	ogoljen
short	kratak
short story	pripovijetka
shortage	nedostatak
shortcake	kolač od biskvit tijesta
shortcoming	nedostatak
shortcut	prečac
shorten	skratiti
shortening	skraćivanje
shorthand	stenografija
shortly	ukratko
shortness	kratkoća
shorts	kratke hlače
shortstop	Shortstop
shortwave	kratkotalasni
shot	šut
shotgun	puška
shoulder	rame
shout	vikati
shove	gurati
shovel	lopata
shoveling	lopatom
show	pokazati
showbiz	showbiz
showboat	putujuće kazalište
showcase	vitrina
showdown	polaganje karata
shower	tuš
showgirl	igračica
showing	pokazivanje
showoff	praviti se važan
showroom	salon
showy	upadljiv
shrapnel	šrapnel
shred	isjeckati
shrew	goropadnica
shrewd	lukav
shriek	krik
shrill	kreštav
shrimp	škamp
shrine	svetilište
shrink	se smanjiti
shrinking	skupljanje
shrivel	zgrčiti
shroud	pokrov
shrub	grm
shrubbery	grmlje
shrug	slijeganje
shrunk	smanjila
shrunken	skupljen
shudder	jeza
shuddering	titraj
shuffle	miješanje
shuffleboard	shuffleboard
shuffling	miješanje
shun	izbjegavati
shunned	izbjegavati
shunt	šant
shut	zatvoriti
shutdown	ugasiti
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	zatvarač
shuttle	čunak
shutup	NO TRANSLATION
shy	stidljiv
shyness	snebivljivost
shyster	shyster
sib	NO TRANSLATION
sibling	polubrat
sic	tako svugdje
sick	bolestan
sickbay	brodska bolnica
sicken	zgaditi
sickening	odvratan
sickle	srp
sickly	slab
sickness	bolest
side	strana
sidearm	pištolj
sidebar	sidebar
sideboard	sto za posuđe
sideburns	zulufi
sidecar	prikolica
sidekick	prisan drug
sideline	uzdužna linija
sideshow	sporedna stvar
sidestep	korak ustranu
sidewalk	trotoar
sideways	postrance
sidewinder	sidewinder
siege	opsada
siesta	siesta
sieve	sito
sift	prosijati
sifting	sijanje
sigh	uzdah
sight	vid
sighting	posmatranje
sightseeing	razgledavanje
sigma	sigma
sign	znak
signal	signal
signature	potpis
significance	značaj
significant	značajan
signification	označavanje
signify	označavati
signpost	postolje za putokaz
silence	tišina
silencer	prigušivač
silent	nijem
silently	šutke
silhouette	silueta
silicon	silicij
silicone	silikon
silk	svila
silken	svilen
silky	svilenkast
sill	prag
silliness	glupost
silly	glup
silo	silos
silt	mulj
silver	srebro
silverware	srebrni pribor za jelo
silvery	srebrnast
similar	sličan
similarity	sličnost
simile	NO TRANSLATION
simmer	krčkati
simmering	Ustanove
simple	jednostavan
simples	NO TRANSLATION
simpleton	budala
simplicity	jednostavnost
simplify	pojednostaviti
simplistic	jednostavno
simply	jednostavno
simulate	simulirati
simulated	simuliran
simulating	simuliranje
simulation	simuliranje
simulator	simulator
simultaneous	istodobna
simultaneously	istovremeno
sin	NO TRANSLATION
sincere	iskren
sincerity	iskrenost
sinful	griješan
sing	pjevati
singer	pjevač
singing	pjevanje
single	singl
singly	pojedinačno
singular	jednina
singularity	jedinstvenost
singularly	pojedinačno
sinister	zlokoban
sink	umivaonik
sinker	visak
sinking	potapanje
sinner	grešnik
sinning	griješi
sinus	sinus
sip	gutljaj
siphon	sifon
sipping	ispijanje
sir	gospodine
sire	prapredak
siren	sirena
sirloin	pečenica
sissy	curica
sister	sestra
sisterhood	sestrinstvo
sit	sjediti
sitcom	sitcomu
site	mjesto
sith	Sith
sitter	sjedilac
sitting	sjedenje
situate	situirati
situated	smješten
situation	situacija
six	šest
sixpence	novčić od šest penija
sixteen	šesnaest
sixth	šesti
sixty	šezdeset
sizable	prilično velik
size	veličina
sizzle	cvrčanje
ska	NO TRANSLATION
skate	klizati
skateboard	skejtbord
skater	klizačica
skating	klizanje
skedaddle	dati se u bjekstvo
skeet	Skeet
skein	pređa
skeletal	skeletni
skeleton	kostur
skeptic	skeptik
skeptical	skeptičan
skepticism	skepticizam
sketch	Skica
sketching	skiciranje
sketchy	nedovršen
skewed	iskrivljen
skewer	ražanj
ski	skijati
skid	skliznuti
skier	skijaš
skiff	skif
skiing	skijanje
skijump	NO TRANSLATION
skill	vještina
skilled	vješt
skillet	tava
skillful	vješt
skim	obrati
skimpy	škrt
skin	koža
skinny	mršav
skip	preskočiti
skipper	skiper
skirmish	čarka
skirt	suknja
skirting	štof za suknju
skirts	suknje
skit	parodija
skittish	uzbudljiv
skull	lubanja
skunk	tvor
sky	nebo
skylight	svjetlarnik
skyline	linija horizonta
skyscraper	neboder
slab	ploča
slack	zatišje
slag	šljaka
slam	zalupiti
slammer	Slammer
slander	ogovaranje
slanderous	klevetnički
slang	sleng
slant	nagib
slap	šamar
slash	smanjiti
slashes	kose crte
slate	škriljac
slates	Ploče
slaughter	pokolj
slaughterhouse	klaonica
slaughtering	klanje
slave	rob
slavery	ropstvo
slay	ubiti
slayer	ubica
sleaze	ljigavac
sleazy	tanak
sled	NO TRANSLATION
sledding	sankanje
sledge	sanke
sledgehammer	težak kovački čekić
sleek	uglađen
sleep	spavati
sleeper	spavač
sleeping	spavanje
sleepless	budan
sleeplessness	nesanica
sleepover	prespavati
sleepy	pospan
sleepyhead	drijemalo
sleet	susnježica
sleeve	rukav
sleeveless	bez rukava
sleigh	sanjke
sleight	majstorija
slender	vitak
sleuth	detektiv
slice	kriška
slick	gladak
slicker	pomodar
slide	klizanje
slider	klizač
sliding	klizeći
slight	blagi
slight anticipation	lagano predviđanje
slight disgust	lagano odvratno
slight surprise	lagano iznenađenje
slight trust	lagano povjerenje
slightly	malo
slightly negative	blago negativno
slightly positive	blago pozitivan
slim	vitak
slime	mulj
slimy	ljigav
sling	uprta
slingshot	mala praćka
slink	šunjati se
slinky	graciozan
slip	skliznuti
slipper	papuča
slippers	papuče
slippery	klizav
slit	prorez
sliver	ocjepak
slob	aljkava osoba
slobber	bale
slogan	slogan
sloop	slup
slop	NO TRANSLATION
slope	nagib
sloppy	neuredan
slot	prorez
sloth	lijenost
slouch	pogrbljenost
slough	zmijska košuljica
slow	usporiti
slowly	polako
slowness	sporost
sludge	mulj
slug	žeton
slugger	slugger
sluggish	trom
sluice	brana
slum	straćara
slumber	drijemati
slump	recesija
slur	nipodaštavati
slurp	srkati
slush	bljuzgavica
slut	djevojčura
slutty	Slutty
sly	lukav
smack	cmok
small	mali
smaller	manji
smallest	najmanja
smallpox	velike boginje
smart	pametan
smartass	pametnjaković
smarten	dotjerati
smarty	Smarty
smash	razbiti
smashed	razbijen
smattering	natucanje
smear	premazati
smell	miris
smelling	mirisanje
smelly	smrdljiv
smelt	gavun
smidgen	smidgen
smile	osmijeh
smiled	nasmiješio
smiles	osmjesi
smiley	Smiley
smiling	nasmijan
smirk	zlobno se smješkati
smite	udariti
smith	kovač
smithereens	paramparčad
smitten	obuzet
smock	radnička bluza
smog	smog
smoke	dim
smoker	pušač
smokey	Smokey
smoking	pušenje
smoky	dimljiv
smoldering	tinjajući
smooch	ljubljenjem naći
smooth	glatko, nesmetano
smoothie	frape
smoothly	glatko
smoothness	uglađenost
smother	ugušiti
smudge	mrlja
smug	samozadovoljan
smuggle	prokrijumčariti
smuggler	krijumčar
smuggling	krijumčarenje
smut	pornografija
snack	užina
snacks	grickalice
snafu	nered
snag	uloviti
snags	snags
snail	puž
snake	zmija
snakes	zmije
snakeskin	zmijske
snap	puckanje
snapper	snapper
snappy	lijep
snapshot	snimak
snare	zamka
snarl	uvrnuti
snarling	režao
snatch	trzaj
snatcher	snatcher
snazzy	snazzy
sneak	doušnik
sneaker	osoba koja se vrzma
sneakers	tenisice
sneaking	puzav
sneaky	tajni
sneer	podsmijeh
sneeze	kihanje
sneezing	kihanje
snicker	kikotanje
snide	sarkastičan
sniff	njuškati
snip	odrezati
snipe	šljuka
sniper	snajper
snippet	isječak
snippy	ohol
snitch	potkazivanje
snob	snob
snoop	njuškalo
snoopy	Snoopy
snooty	nadut
snooze	drijemež
snore	hrkanje
snorkel	dihalica
snort	frka
snot	bale
snotty	odvratan
snout	njuška
snow	snijeg
snowball	grudva snijega
snowboard	snowboarda
snowboarder	snowboarder
snowday	snježni dan
snowfall	padanje snijega
snowflake	pahuljica
snowing	snijeg
snowmageddon	snowmageddon
snowman	snjegović
snowplow	ralica
snowstorm	mećava
snowy	snježan
snub	prćast
snubbed	ignorirane
snuff	burmut
snug	lagodan
snuggle	priljubiti se
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	upiti
soaked	prokisao
soaking	natapanje
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sapun
soapbox	improvizirana govornica
soapy	sapunast
soar	lebdjeti
soaring	uzvišen
sob	NO TRANSLATION
sober	otrijezniti
soblessed	NO TRANSLATION
sobriety	trijeznost
soc	Soc
soccer	nogomet
sociable	društven
social	socijalni
socialanxiety	NO TRANSLATION
socialism	socijalizam
socialist	socijalista
socialite	član višeg društva
socialize	druženje
society	društvo
sociology	sociologija
sociopath	sociopat
sock	čarapa
socket	utičnica
sod	travnjak
soda	soda
soda/pop	gazirano piće
sodding	sodding
sodium	natrij
sofa	sofa
soft	mekan
softball	softball
soften	ublažiti
softener	omekšivač
softening	omekšavanje
softly	nježno
softness	mekoća
software	softver
soggy	vlažan
sohappy	sohappy
soil	tlo
soiled	zamazan
soiree	soare
sojourn	boraviti
solace	utjeha
solar	solarni
solarium	solarijum
solder	lem
soldering	lemljenje
soldier	vojnik
sole	jedini
solemn	svečan
solicit	tražiti
solicitation	zahtjev
solicitor	zamjenik
solid	solidan
solidarity	solidarnost
solidification	očvršćavanje
solidified	očvrsnuo
solidify	očvrsnuti
solidity	čvrstoća
solitaire	pasijans
solitary	usamljen
solitude	samoća
solo	solo
solubility	topljivost
soluble	topljiv
solucky	tako sretan
solution	riješenje
solve	riješiti
solvency	solventnost
solvent	otapalo
somad	NO TRANSLATION
somatic	somatski
somber	tmuran
some anticipation	neko očekivanje
some disgust	neki gađenje
some surprise	neko iznenađenje
some trust	neko povjerenje
somersault	prevrtanje preko glave
somethingigetalot	NO TRANSLATION
somewhat negative	nešto negativno
somewhat positive	nešto pozitivno
somuchtodo	NO TRANSLATION
son	sin
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	pjesma
songwriter	kompozitor
sonic	zvučni
sonice	NO TRANSLATION
sonnet	sonet
sonorous	zvučan
soot	čađ
soothe	umiriti
soothing	umirujući
sophisticated	sofisticirana
sophistication	profinjenost
sophomore	student druge godine
sopissed	NO TRANSLATION
soppy	mokar
soprano	sopran
sorcerer	čarobnjak
sorcery	vračanje
sordid	pogan
sore	bolan
soready	soready
sorely	ljuto
soreness	osjetljivost
sorghum	kineska šećerna trska
sorority	kolo sestara
sorrow	tuga
sorrowful	žalostan
sorry	Oprosti
sort	vrsta
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	sortiranje
sos	NO TRANSLATION
soscared	jako uplašen
soscary	tako zastrašujuće
soslow	tako sporo
sostressed	NO TRANSLATION
sosweet	tako slatko
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	duša
soulful	duševan
soulless	bezdušan
soulmate	srodna duša
sound	zvuk
sounding	zvučni
soundness	zdravlje
soundproof	zvučno izolovan
soundtrack	zvučna traka
soup	juha
sour	kiseo
source	izvor
sourpuss	sourpuss
south	jug
southbound	jug
southeast	jugoistok
southern	južni
southpaw	ljevak
southwest	jugozapadno
souvenir	suvenir
sovereign	suveren
sovereignty	suverenost
soviet	sovjetski
sow	krmača
soy	soja
soy sauce	umak od soje
soybean	soja
spa	banja
space	prostor
spacecraft	kosmički brod
spaceman	astronaut
spaceship	svemirski brod
spacing	razmak
spacious	prostran
spade	pik
spaghetti	špageti
spam	spam
spammers	spameri
span	NO TRANSLATION
spandex	spandex
spaniel	španijel
spank	pljuska
spanking	šopanje
spar	jarboli
spare	rezervni
spareribs	rezervna rebra
sparingly	štedljivo
spark	iskra
sparkle	iskra
sparkling	pjenušav
sparkly	svjetlucavi
sparring	boksovanje
sparrow	vrabac
sparse	rijedak
spasm	grč
spastic	spastički
spat	svađa
spatial	prostorni
spatter	prskanje
spatula	lopatica
spawn	mrijest
spaz	SPAZ
speak	govoriti
speakeasy	Speakeasy
speaker	zvučnik
speakerphone	zvučnik
speaking	govor
spear	koplje
spec	špekulacija
special	poseban
specialist	specijalista
speciality	specijalitet
specialize	NO TRANSLATION
specially	posebno
specialty	specijalitet
specie	NO TRANSLATION
species	vrsta
specific	specifično
specification	specifikacija
specify	odrediti
specimen	primjerak
speck	mrljica
speckled	šaren
specs	naočale
spectacle	spektakl
spectacles	naočale
spectacular	spektakularan
spectator	gledalac
specter	spektar
spectral	avetinjski
spectrometer	spektrometar
spectrophotometer	spektrofotometar
spectroscopy	spektroskopija
spectrum	spektar
speculate	nagađati
speculation	spekulacija
speculative	spekulativan
speculum	spekulum
speech	govor
speechless	bez riječi
speed	ubrzati
speedboat	brzi motorni čamac
speedily	brzo
speeding	prebrza vožnja
speedometer	brzinomjer
speedway	autocesta
speedy	brz
spell	čarolija
spellbound	potresen
spelling	pravopis
spencer	jedro
spend	potrošiti
spender	rasipnik
spending	trošenje
spent	potrošen
sperm	sperma
spew	bljuvanje
sphere	sfera
spherical	sferni
sphincter	sfinkter
sphinx	sfinga
spic	osoba koja govori španski
spice	začiniti
spicy	začinjeno
spider	pauk
spiders	pauci
spiffy	spiffy
spigot	slavina
spike	šiljak
spiked	sa šiljcima
spiky	šiljat
spill	prosuti
spillin	NO TRANSLATION
spin	zavrtiti
spinach	špinat
spinal	spinalni
spindle	vreteno
spine	kičma
spineless	beskičmen
spinner	pauk
spinning	predenje
spinster	usidjelica
spiny	trnovit
spiral	spirala
spire	spirala
spirit	duh
spirited	odlučan
spirits	duhovi
spiritual	duhovni
spirituality	duhovnost
spit	pljunuti
spite	inat
spiteful	zlurad
spitfire	prznica
spittoon	pljuvaonica
splash	uprskati
splat	znakić
splatter	brčkanje
spleen	slezena
splendid	sjajan
splendor	sjaj
splice	pletenica
spline	dugačka
splint	udlaga
splinter	cijepati
split	podjela
splitting	cijepanje
splurge	razmetanje
spoil	plijen
spoiler	spojler
spoiling	razmaziti
spoils	plijen
spoke	govorio
spoken	govorni
spokesman	govornik
spokesperson	glasnogovornik
sponge	spužva
spongy	porozan
sponsor	sponzor
sponsorship	pokroviteljstvo
spontaneity	spontanost
spontaneous	spontan
spoof	humoreska
spook	avet
spooky	jezivo
spool	kalem
spoon	žlica
spoonful	puna žlica
sporadic	sporadičan
spore	spora
sport	sport
sporting	sportski
sports	sportski
sports car	sportski auto
sportsman	sportista
sportsmanship	srčanost
sportswriter	sportswriter
sporty	hrabar
spot	mjesto
spotless	besprijekoran
spotlight	reflektor
spotted	umrljan
spotter	osmatrač
spotty	nedosljedan
spousal	supružnički
spouse	suprug
spout	sisak
sprain	uganuti
sprawl	širenje
spray	sprej
spread	širenje
spreader	širilac
spree	pijanka
spring	Proljeće
springtime	proljeće
sprinkle	posipati
sprinkler	prskalica
sprinkling	prskanje
sprint	sprint
sprite	duh
sprout	izboj, mladica
spruce	dotjerati
spud	krumpir
spunk	hrabrost
spunky	hrabar
spur	mamuza
spurious	podmetnut
spurred	potaknuo
spurt	špricati
spy	špijun
squabble	svađa
squad	odjeljenje
squadron	eskadra
squall	vrištati
squamous	skvamozne
squander	proćerdati
square	kvadrat
squash	tikva
squat	čučanj
squatter	šljapkati
squaw	indijanka
squawk	vrisnuti
squeak	škripa
squeaky	kreštav
squeal	cika
squealer	dostavljač
squeamish	gadljiv
squeeze	iscijediti
squeezing	cijeđenje
squelch	mljackanje
squid	lignja
squint	škiljiti
squire	štitonoša
squirm	migoljiti
squirrel	vjeverica
squirt	špricati
squish	mljackati
squishy	squishy
stab	ubosti
stabbed	izbo
stability	stabilnost
stabilize	stabilizirati
stabilizer	stabilizator
stable	stabilan
staccato	stakato
stack	stog
stadium	stadion
staff	osoblje
stag	jelen
stage	faza
stagecoach	poštanska kočija
stagehand	kazališni radnik
stagger	teturati
staggering	zapanjujući
stagnant	ustajao
stagnation	stagnacija
staid	staložen
stain	mrlja
stained	bojen
stainless	nehrđajući
stair	stepenik
staircase	stubište
stairs	stube
stairway	stepenište
stairwell	vertikalni otvor za stepenište
stake	ulog
stakeout	stakeout
stale	mokraća
stalemate	pat
stalk	stabljika
stalker	lovac koji se prikrada
stall	odugovlačenje
stallion	ždrijebac
stalls	konjušnica
stalwart	snažan
stamina	izdržljivost
