Word	eu
ship	itsasontzi
shipment	bidalketa
shipping	Bidalketa
shipshape	shipshape
shipwreck	hondoratze
shipyard	ontziola
shire	shire
shirt	kamiseta
shit	kaka
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	inoiz
shiver	hotzikara
shivering	shivering
shoals	shoals
shock	shock
shocked	harritu
shocker	shocker
shocking	hunkigarriak
shockingly	shockingly
shoddy	shoddy
shoe	zapata
shoelace	shoelace
shoemaker	zapatari
shoes	oinetakoak
shoeshine	shoeshine
shook	astindu
shoot	tiro
shooter	tiroak
shooting	filmatzeko
shootout	tiroketa
shop	denda
shopkeeper	dendaria
shoplifter	shoplifter
shoplifting	shoplifting
shopper	shopper
shopping	erosketak
shore	shore
shoreline	itsasertzeko
shorn	shorn
short	laburrak
short story	istorio laburra
shortage	eskasia
shortcake	shortcake
shortcoming	shortcoming
shortcut	laster-
shorten	laburtu
shortening	murriztea
shorthand	azkarra
shortly	Hemendik gutxira
shortness	shortness
shorts	film laburrak
shortstop	shortstop
shortwave	shortwave
shot	jaurtiketa
shotgun	eskopeta
shoulder	sorbalda
shout	oihu
shove	shove
shovel	pala
shoveling	palaz
show	ikuskizuna
showbiz	showbiz
showboat	showboat
showcase	erakusleiho
showdown	Showdown
shower	dutxa
showgirl	showgirl
showing	erakusten
showoff	Erakutsi
showroom	showroom
showy	showy
shrapnel	metraila
shred	shred
shrew	satitsu
shrewd	shrewd
shriek	garrasi
shrill	ozena
shrimp	izkira
shrine	baselizara
shrink	txikitu
shrinking	gutxitu
shrivel	shrivel
shroud	shroud
shrub	zuhaixka
shrubbery	zuhaixka
shrug	shrug
shrunk	txikiagoak
shrunken	shrunken
shudder	hotzikara
shuddering	Hotzikara
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	nahasteko
shun	Shun
shunned	shunned
shunt	shunt
shut	itxi
shutdown	itzali
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	itxiera
shuttle	anezka
shutup	NO TRANSLATION
shy	lotsati
shyness	lotsa
shyster	shyster
sib	NO TRANSLATION
sibling	anai-arreba
sic	sic
sick	gaixo
sickbay	sickbay
sicken	gaixotu
sickening	sickening
sickle	igitaia
sickly	sickly
sickness	gaixotasun
side	alboko
sidearm	sidearm
sidebar	alboko barra
sideboard	ontzitegi
sideburns	patillak
sidecar	sidecar
sidekick	Sidekick
sideline	sideline
sideshow	sideshow
sidestep	sidestep
sidewalk	espaloia
sideways	alboetara
sidewinder	Sidewinder
siege	setioa
siesta	siesta
sieve	bahe
sift	sift
sifting	sifting
sigh	hasperen
sight	ikusmena
sighting	begiztatzea
sightseeing	bisitak
sigma	sigma
sign	zeinu
signal	seinalea
signature	sinadura
significance	esangura
significant	esanguratsuak
signification	esanahi
signify	adierazi
signpost	seinale
silence	isiltasun
silencer	isilgailua
silent	isilik
silently	isilean
silhouette	silueta
silicon	silizioa
silicone	silikona
silk	zetazko
silken	zetazko
silky	silky
sill	sill
silliness	ergelkeria
silly	silly
silo	silo
silt	lohi
silver	zilarra
silverware	urregintza
silvery	zilar
similar	antzeko
similarity	Antzekotasun
simile	NO TRANSLATION
simmer	simmer
simmering	simmering
simple	erraz
simples	NO TRANSLATION
simpleton	simpleton
simplicity	soiltasuna
simplify	errazteko
simplistic	sinplista
simply	besterik gabe
simulate	simulatu
simulated	simulatu
simulating	simulatu
simulation	simulazioa
simulator	simulator
simultaneous	Aldi bereko
simultaneously	aldi berean,
sin	NO TRANSLATION
sincere	zintzo
sincerity	zintzotasun
sinful	bekatari
sing	abestu
singer	abeslaria
singing	kantua
single	bakar
singly	banaka
singular	singular
singularity	berezitasun
singularly	bereziki
sinister	maltzur
sink	konketa
sinker	sinker
sinking	hondoratu
sinner	bekatari
sinning	bekatu
sinus	sinus
sip	zurrutada
siphon	Siphon
sipping	Enbata
sir	jauna
sire	sire
siren	sirena
sirloin	azpizuna
sissy	Sissy
sister	arreba
sisterhood	sisterhood
sit	eseri
sitcom	sitcom
site	gune
sith	sith
sitter	sitter
sitting	eserita
situate	kokatu
situated	kokatua
situation	egoera
six	sei
sixpence	sixpence
sixteen	hamasei
sixth	seigarren
sixty	hirurogei
sizable	sizable
size	tamaina
sizzle	sizzle
ska	NO TRANSLATION
skate	skate
skateboard	skate
skater	skater
skating	skating
skedaddle	skedaddle
skeet	Skeet
skein	matazan
skeletal	hezur
skeleton	hezurdura
skeptic	skeptic
skeptical	eszeptiko
skepticism	eszeptizismoa
sketch	sketch
sketching	zirriborratuz
sketchy	sketchy
skewed	zeharkako
skewer	pintxo
ski	ski
skid	SKID
skier	eskiatzaile
skiff	skiff
skiing	eskia
skijump	NO TRANSLATION
skill	trebetasuna
skilled	kualifikatua
skillet	zartagin
skillful	trebea
skim	gaingabetuak
skimpy	skimpy
skin	azala
skinny	skinny
skip	salta
skipper	patroiak
skirmish	skirmish
skirt	gona
skirting	zokaloa
skirts	gona
skit	skit
skittish	skittish
skull	skull
skunk	skunk
sky	zerua
skylight	sabaileiho
skyline	skyline
skyscraper	etxe orratz
slab	Losa
slack	slack
slag	zepak
slam	slam
slammer	Slammer
slander	slander
slanderous	iraingarri
slang	slang
slant	joera
slap	Slap
slash	barra
slashes	barrak
slate	arbel
slates	arbel
slaughter	Sarraski
slaughterhouse	hiltegi
slaughtering	hilketa
slave	morroi
slavery	esklabotza
slay	slay
slayer	hiltzailea
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	Sledding
sledge	lera
sledgehammer	sledgehammer
sleek	sleek
sleep	loaren
sleeper	Autokarabana
sleeping	lotan
sleepless	lorik
sleeplessness	sleeplessness
sleepover	sleepover
sleepy	sleepy
sleepyhead	sleepyhead
sleet	elur bustia
sleeve	mahuka
sleeveless	mahukarik
sleigh	lera
sleight	sleight
slender	lirain
sleuth	sleuth
slice	xerra
slick	beltza
slicker	slicker
slide	diapositiba
slider	graduatzaile
sliding	labain
slight	arina
slight anticipation	aurpegi arina
slight disgust	nazkagarri arina
slight surprise	sorpresa txikia
slight trust	konfiantza txikia
slightly	zertxobait
slightly negative	apur bat negatiboa
slightly positive	apur bat positiboa
slim	Slim
slime	Lohi
slimy	slimy
sling	sling
slingshot	slingshot
slink	Slink
slinky	slinky
slip	lapsus
slipper	slipper
slippers	zapatilak
slippery	irristakor
slit	slit
sliver	sliver
slob	slob
slobber	slobber
slogan	leloa
sloop	sloop
slop	NO TRANSLATION
slope	malda
sloppy	sloppy
slot	zirrikitua
sloth	sloth
slouch	alfer
slough	slough
slow	motela
slowly	astiro
slowness	moteltasuna
sludge	lohi
slug	slug
slugger	slugger
sluggish	geldoegi
sluice	sluice
slum	auzo
slumber	slumber
slump	slump
slur	slur
slurp	slurp
slush	slush
slut	slut
slutty	slutty
sly	Sly
smack	smack
small	txiki
smaller	txikiago
smallest	txikiena
smallpox	baztanga
smart	smart
smartass	smartass
smarten	smarten
smarty	smarty
smash	smash
smashed	apurtu
smattering	smattering
smear	Lohitu
smell	usain
smelling	usain
smelly	smelly
smelt	usaindu
smidgen	smidgen
smile	irribarre
smiled	irribarrez zegoen
smiles	irribarre
smiley	smiley
smiling	irribarretsu
smirk	smirk
smite	Ioren
smith	smith
smithereens	smithereens
smitten	smitten
smock	smock
smog	smog
smoke	kea
smoker	Erretzaile
smokey	Smokey
smoking	erretzea
smoky	ke
smoldering	smoldering
smooch	smooch
smooth	leuna
smoothie	smoothie
smoothly	dihoa
smoothness	leuntasuna
smother	smother
smudge	smudge
smug	smug
smuggle	kontrabandoan
smuggler	kontrabandista
smuggling	kontrabandoa
smut	smut
snack	mokadu
snacks	pintxoak
snafu	snafu
snag	es un grab
snags	snags
snail	barraskiloa
snake	suge
snakes	suge
snakeskin	Suge
snap	atxikitzeko
snapper	Snapper
snappy	snappy
snapshot	argazkiaren
snare	tranpa
snarl	snarl
snarling	zakurrarena
snatch	snatch
snatcher	snatcher
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	Sneakers
sneaking	sneaking
sneaky	maltzur
sneer	sneer
sneeze	sneeze
sneezing	doministiku
snicker	snicker
snide	snide
sniff	sniff
snip	Snip
snipe	snipe
sniper	frankotiratzaile
snippet	mozkina
snippy	snippy
snitch	snitch
snob	Snob
snoop	miatze
snoopy	snoopy
snooty	snooty
snooze	errepikapen
snore	snore
snorkel	snorkel
snort	snort
snot	snot
snotty	snotty
snout	muturrak
snow	elurra
snowball	snowball
snowboard	snowboard
snowboarder	snowboarder
snowday	snowday
snowfall	elurte
snowflake	snowflake
snowing	Elurra
snowmageddon	Snowmageddon
snowman	elurrezko
snowplow	snowplow
snowstorm	elurte
snowy	elurrak
snub	snub
snubbed	snubbed
snuff	Tabakoaren
snug	snug
snuggle	snuggle
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	beratu
soaked	blai
soaking	beratzen
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	xaboia
soapbox	soapbox
soapy	xaboitsua
soar	soar
soaring	soaring
sob	NO TRANSLATION
sober	soila
soblessed	NO TRANSLATION
sobriety	soiltasuna
soc	soc
soccer	futbol
sociable	sociable
social	social
socialanxiety	NO TRANSLATION
socialism	sozialismo
socialist	sozialista
socialite	Socialite
socialize	sozializatzeko
society	gizartea
sociology	soziologia
sociopath	sociopath
sock	galtzerdi
socket	socket
sod	sOD
soda	sosa
soda/pop	sosa / pop
sodding	sodding
sodium	sodio
sofa	sofa
soft	biguna
softball	sofbola
soften	leuntzen
softener	leungarria
softening	leungarriak
softly	softly
softness	leuntasuna
software	software
soggy	soggy
sohappy	sohappy
soil	lurzorua
soiled	soiled
soiree	soiree
sojourn	sojourn
solace	kontsolamendu
solar	eguzki
solarium	solarium
solder	soldadura
soldering	soldadura
soldier	soldadu
sole	mihi
solemn	solemne
solicit	solicit
solicitation	eskaera
solicitor	abokatu
solid	solidoa
solidarity	elkartasuna
solidification	solidotze
solidified	sendotu
solidify	solidoa
solidity	sendotasuna
solitaire	bakarkako
solitary	bakartiak
solitude	bakardadea
solo	solo
solubility	disolbagarritasun
soluble	disolbagarriak
solucky	solucky
solution	konponbidea
solve	konpondu
solvency	kaudimen
solvent	disolbatzaile
somad	NO TRANSLATION
somatic	somatiko
somber	somber
some anticipation	Aurreikuspen batzuk
some disgust	nazka batzuk
some surprise	sorpresa batzuk
some trust	konfiantza batzuk
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	zertxobait negatiboa
somewhat positive	zertxobait positiboa
somuchtodo	NO TRANSLATION
son	son
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	abesti
songwriter	kantautore
sonic	sonic
sonice	NO TRANSLATION
sonnet	soneto
sonorous	ozena
soot	kedarra
soothe	soothe
soothing	lasaigarriak
sophisticated	sofistikatuak
sophistication	sofistikazio
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	Sorgin
sorcery	sorginkeriarekin
sordid	sordid
sore	Lepoko
soready	soready
sorely	sorely
soreness	soreness
sorghum	basartoa
sorority	sorority
sorrow	nahigabea
sorrowful	tristetzen
sorry	Sentitzen
sort	moduko
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	ordenatzeko
sos	NO TRANSLATION
soscared	soscared
soscary	soscary
soslow	soslow
sostressed	NO TRANSLATION
sosweet	sosweet
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	arima
soulful	soulful
soulless	Gogo bako
soulmate	soulmate
sound	soinua
sounding	Fonetiker
soundness	sendotasuna
soundproof	intsonorizatua
soundtrack	Soinu-banda
soup	zopa
sour	garratza
source	iturria
sourpuss	sourpuss
south	hego
southbound	southbound
southeast	hego
southern	hegoaldean
southpaw	southpaw
southwest	hego-mendebaldeko
souvenir	oroigarri
sovereign	subirano
sovereignty	subiranotasunaren
soviet	Sobietar
sow	Sow
soy	soy
soy sauce	soja saltsa
soybean	soja
spa	spa
space	espazioa
spacecraft	espazio-ontzi
spaceman	astronauta
spaceship	espazio
spacing	tartea
spacious	zabal
spade	laia
spaghetti	spaghetti
spam	spam
spammers	zabor
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	Spar
spare	ordezko
spareribs	spareribs
sparingly	gutxi
spark	txinparta
sparkle	sparkle
sparkling	distiratsuak
sparkly	sparkly
sparring	sparring
sparrow	Txolarre
sparse	rala
spasm	spasm
spastic	spastic
spat	spat
spatial	espaziala
spatter	spatter
spatula	espatula
spawn	abiarazi
spaz	Spaz
speak	hitz egin
speakeasy	speakeasy
speaker	hizlari
speakerphone	bozgorailua
speaking	mintzo
spear	lantza
spec	zehaztapenak
special	bereziak
specialist	espezialista
speciality	espezialitatea
specialize	NO TRANSLATION
specially	bereziki
specialty	espezialitatea
specie	NO TRANSLATION
species	espezie
specific	espezifikoa
specification	zehaztapen
specify	zehaztu
specimen	ale
speck	mota
speckled	speckled
specs	specs
spectacle	ikuskizun
spectacles	betaurrekoak
spectacular	ikusgarri
spectator	ikusle
specter	Specter
spectral	espektro
spectrometer	espektrometro
spectrophotometer	espektrofotometroa
spectroscopy	espektroskopia
spectrum	espektroa
speculate	espekulatu
speculation	espekulazioa
speculative	espekulazio
speculum	ispilu
speech	hizkera
speechless	hitzik gabe
speed	abiadura
speedboat	speedboat
speedily	azkar
speeding	Gehiegizko
speedometer	speedometer
speedway	autopista
speedy	abiaduraz
spell	ortografia
spellbound	Hechizado
spelling	ortografia
spencer	spencer
spend	gastatzen
spender	spender
spending	gastua
spent	igaro
sperm	espermatozoide
spew	spew
sphere	esfera
spherical	esferiko
sphincter	sphincter
sphinx	esfinge
spic	spic
spice	espezie
spicy	minak
spider	armiarma
spiders	armiarmak
spiffy	spiffy
spigot	spigot
spike	Spike
spiked	spiked
spiky	spiky
spill	isurketak
spillin	NO TRANSLATION
spin	spin
spinach	espinakak
spinal	bizkar-
spindle	ardatz
spine	bizkarrezurra
spineless	spineless
spinner	spinner
spinning	spinning
spinster	spinster
spiny	spiny
spiral	espiral
spire	kapitel
spirit	espiritua
spirited	Chihiroren
spirits	espiritu
spiritual	espirituala
spirituality	espiritualtasuna
spit	Spit
spite	arren
spiteful	spiteful
spitfire	spitfire
spittoon	spittoon
splash	harrerako
splat	Plast
splatter	splatter
spleen	barea
splendid	bikainaz
splendor	distira
splice	splice
spline	spline
splint	splint
splinter	printza
split	zatitu
splitting	splitting
splurge	splurge
spoil	hondatu
spoiler	spoiler
spoiling	spoiling
spoils	spoils
spoke	mintzatu
spoken	ahozko
spokesman	portavoz
spokesperson	bozeramaile
sponge	sponge
spongy	harroa
sponsor	babesle
sponsorship	babesari
spontaneity	batekotasuna
spontaneous	espontaneoa
spoof	spoof
spook	spook
spooky	Spooky
spool	spool
spoon	koilara
spoonful	koilarakada
sporadic	noizbehinkako
spore	espora
sport	Kirola
sporting	kirol
sports	kirol
sports car	kirol auto
sportsman	kirolari
sportsmanship	kirol
sportswriter	sportswriter
sporty	kirol
spot	Leku
spotless	spotless
spotlight	foku
spotted	ikusi
spotter	spotter
spotty	spotty
spousal	spousal
spouse	ezkontide
spout	spout
sprain	sprain
sprawl	sprawl
spray	spray
spread	zabaldu
spreader	spreader
spree	spree
spring	udaberri
springtime	udaberri
sprinkle	Sprinkle
sprinkler	aspertsio
sprinkling	sprinkling
sprint	esprintean
sprite	sprite
sprout	kimu
spruce	spruce
spud	spud
spunk	spunk
spunky	spunky
spur	akuilu
spurious	ezgaitzea
spurred	bultzatuta
spurt	spurt
spy	espioi
squabble	squabble
squad	zuzen
squadron	eskuadra
squall	squall
squamous	squamous
squander	alferrik
square	karratu
squash	squash
squat	squat
squatter	irregular
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	garrasi
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	estutu
squeezing	squeezing
squelch	squelch
squid	txipiroi
squint	squint
squire	ezkutaria
squirm	squirm
squirrel	Urtxintxa
squirt	squirt
squish	squish
squishy	squishy
stab	labankada
stabbed	stabbed
stability	egonkortasuna
stabilize	egonkortzeko
stabilizer	egonkortzaile
stable	egonkor
staccato	staccato
stack	pila
stadium	estadio
staff	langileak
stag	orein
stage	etapa
stagecoach	STAGECOACH
stagehand	stagehand
stagger	stagger
staggering	harrigarria
stagnant	geldituta
stagnation	geldialdia
staid	staid
stain	orban
stained	stained
stainless	herdoilgaitz
stair	eskailera
staircase	eskailera
stairs	eskailera
stairway	eskailera
stairwell	stairwell
stake	jokoan
stakeout	stakeout
stale	zaharkituak
stalemate	itota
stalk	stalk
stalker	stalker
stall	saltoki
stallion	hazitarako
stalls	besaulki-patioa
stalwart	defendatzailea
stamina	egoera fisiko
stamp	zigilua
stampede	stampede
stance	jarrera
stand	zutik egon
standard	estandarra
standardize	normalizatzeko
standardized	normalizatua
standby	itxaron
standing	zutik
standoff	Liskar
standpoint	ikuspegitik
standstill	geldirik
standup	Zutitu
stanza	estrofa
staph	staph
staple	rrizko
stapler	Grapagailua
star	izar
star fruit	izar fruta
starboard	starboard
starch	almidoia
stardom	stardom
stardust	Stardust
stare	begiradak
starfish	starfish
stargazing	stargazing
staring	begiradak
stark	stark
starlet	starlet
starlight	Starlight
starling	starling
starry	izar
stars	izarrak
starship	starship
start	hasiera
starter	starter
startle	startle
startled	ikaratu
startling	harrigarria
starvation	starvation
starve	gosez
starved	Starved
starving	gosez
stash	stash
stat	stat
state	Estatu
stately	dotoreak
statement	adierazpen
stateroom	stateroom
stateside	stateside
statesman	estatu
static	estatikoan
staticky	NO TRANSLATION
statics	estatika
station	geltoki
stationary	geldi
stationery	paper-
statistic	estatistika
statistical	estatistika
statistician	estatistikari
stator	stator
statuary	statuary
statue	estatua
statuette	estatuatxoa
stature	garaiera
status	status
statute	estatutu
statutory	estatutu
staunch	leiala
stave	duela
stay	egon
stayaway	NO TRANSLATION
stayed	geratu
stays	egonaldietarako
stead	orde
steadfast	hautsiezina
steady	danborrada
steak	txuleta
steakhouse	erretegia
steal	lapurtu
stealing	lapurretan
stealth	stealth
stealthily	Isilik
stealthy	stealthy
steam	lurrun
steamboat	bapore
steamer	bapore
steaming	lurrunetan
steamroller	steamroller
steamship	baporea
steamy	steamy
steel	altzairu
steep	pikoak
steeple	steeple
steer	gidatzeko
steering	gidari
stellar	izar
stem	amen
stench	kirats
stencil	stencil
stenographer	stenographer
step	urrats
stepdaughter	stepdaughter
stepfather	stepfather
stepmother	stepmother
steppe	estepan
steps	urrats
stepson	semeordea
stereo	estereo
stereoscopic	estereoskopiko
stereotype	estereotipo
stereotyped	estereotipatu
sterile	antzua
sterility	antzutasuna
sterilize	sterilize
sterling	esterlina
stern	popa
sternum	sternum
steroid	steroid
stethoscope	Fonendoskopio
stew	erregosia
steward	steward
stewardess	stewardess
stewardship	kudeaketa
stfu	STFU
stick	makila
sticker	eranskailua
sticking	itsastea
stickler	stickler
stickup	stickup
sticky	itsaskor
stiff	gogorra
stiffen	stiffen
stiffness	zurruntasuna
stifle	itotzeko
stifled	itotzen
stifling	itogarria
stigma	estigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	stillbirth
stillborn	stillborn
stillness	isiltasun
stillwaiting	oraindik zain
stilts	abozeta
stimulant	pizgarri
stimulate	estimulatzeko
stimulating	bizigarri
stimulation	estimulazioa
stimulus	estimulu
sting	Sting
stinger	stinger
stinging	stinging
stingy	zeken
stink	stink
stinker	stinker
stinking	stinking
stinky	Stinky
stint	stint
stipend	stipend
stipulate	zeintzuk
stipulation	aipatzen
stir	nahastean
stirring	eraginez
stitch	puntada
stitching	josten
stock	stock
stockade	stockade
stockbroker	stockbroker
stockholder	akziodun
stocking	galtzerdi
stockings	galtzerdiak
stockpile	stockpile
stockroom	stockroom
stocks	izakinen
stoic	stoic
stole	lapurtu
stolen	lapurtu
stomach	urdailean
stomachache	tripako mina
stomp	stomp
stomped	stomped
stone	harri
stoned	harrika
stonewall	stonewall
stoneware	gresa
stony	harrizko
stooge	stooge
stool	aulkitxoa
stools	mahairik
stoop	stoop
stoopid	stoopid
stop	gelditu
stopover	geldialdi
stoppage	eten
stopper	tapoi
stopping	gelditu
stopwatch	Kronometroa
storage	biltegiratze
store	denda
storefront	erakusleihoa
storehouse	dudanez
storeroom	biltegia
storing	gordetzeko
storm	ekaitza
storming	ekaitza
stormy	Ekaitz
story	istorioa
storybook	storybook
storyteller	Ipuin kontalaria
storytelling	ipuin kontalariak
stound	stound
stout	Stout
stove	sukalde
stow	stow
stowaway	stowaway
straddle	straddle
straight	zuzen
straighten	altxa
straightforward	erraza
straightway	bertan
strain	tentsio
strained	iragazi
strait	itsasartea
straitjacket	hertsagarria
straits	Straits
strand	strand
stranded	lehorreratutako
strange	arraro
stranger	arrotz
strangle	itotzeko
strangulation	itotzea
strap	uhal
strapless	strapless
strapping	zumitzak
strata	estratu
strategic	estrategikoa
strategist	estratega
strategy	estrategia
stratification	estratifikazio
stratosphere	estratosferan
stratum	estratu
stratus	stratus
straw	lastoa
strawberry	marrubi
stray	kaleko
streak	marra
streaked	streaked
stream	korrontea
streamer	streamer
streaming	streaming
streamline	arintzea
street	kalean
streetcar	tranbia
streetlight	farola
strength	indarra
strengthen	indartzen
strengthening	indartzea
strenuous	strenuous
strep	STREP
stress	estres
stressed	azpimarratu
stresses	tentsioak
stressfree	NO TRANSLATION
stressful	estres
stressin	NO TRANSLATION
stressing	azpimarratuz
stressrelief	NO TRANSLATION
stretch	tarte
stretcher	ohatila
stricken	behartsuak
strict	zorrotz
stride	hortik
strife	gatazka
strike	greba
strikeout	marratu
striker	aurrelaria
striking	deigarria
strikingly	harrigarria
string	katea
strings	kateak
stringy	stringy
strip	banda
stripe	marra
striped	marra
stripped	biluztu
stripper	stripper
striptease	striptease
strive	saiatzen
strobe	estrobo
stroke	trazua
stroll	ibilaldi
stroller	Stroller
strolling	paseatzen
strong	indartsu
stronghold	gotorleku
strongly	biziki
structural	egiturazko
structure	egitura
strudel	strudel
struggle	borroka
strut	strut
stub	zirriborroa
stubbed	stubbed
stubble	lastoa
stubborn	stubborn
stubbornness	stubbornness
stubby	stubby
stucco	estuko
stuck	trabatuta
stuckup	NO TRANSLATION
stud	stud
studded	studded
student	Ikasleak
studied	aztertu
studio	estudioan
study	azterketa
stuff	gauza
stuffed animal	animalia beteak
stuffing	Relleno
stuffy	stuffy
stumble	stumble
stump	stump
stumped	stumped
stun	STUN
stunned	stunned
stunner	stunner
stunning	ikusgarriak
stunt	aurrerapena
stunted	stunted
stuntman	stuntman
stupefaction	stupefaction
stupefy	stupefy
stupendous	stupendous
stupid	ergelak
stupidity	ergelkeria
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	sendo
sturgeon	Sturgeon
stutter	stutter
sty	sty
style	style
styling	Sorozabal
stylish	dotorea
stylist	estilista
suave	suave
sub	sub
subatomic	subatomiko
subcommittee	Azpibatzordea
subconscious	inkontzienteko
subcutaneous	larruazalpeko
subdivide	zatitu
subdivision	zatiketa
subduction	Subdukzio
subdue	menperatuko
subdued	estutua
subdural	subdural
subito	NO TRANSLATION
subject	gaia
subjected	jasaten
subjection	subjection
subjective	subjektiboa
subjugation	menderatze
sublet	sublet
sublevel	sublevel
sublimation	sublimazio
sublime	sublime
subliminal	subliminala
submarine	itsaspeko
submerge	murgildu
submerged	urpean
submersible	submersible
submission	aurkezteko
submissive	otzanak
submit	bidali
submitting	Aurkezteko
subordinate	menpeko
subordination	menpekotasuna
subplot	subplot
subpoena	zitazioa
subscribe	harpide
subscriber	harpidedunak
subscription	harpidetza
subsequence	subsequence
subsequent	ondorengo
subsequently	geroago
subservient	subservient
subset	azpimultzo
subside	subside
subsidence	Subsidentzia
subsidiary	filiala
subsidize	diruz
subsidy	diru-laguntza
subsist	iraun
subsistence	bizirauteko
subsoil	zorupean
subspace	subspace
substance	Substantzia
substandard	substandard
substantial	nabarmenak
substantially	nabarmenki
substantiate	substantiate
substantive	substantibo
substation	substation
substitute	ordezko
substituted	ordezkatu
substitution	ordezkapen
substructure	azpiegitura
subterranean	lurpeko
subtext	subtext
subtitle	azpititulua
subtle	sotila
subtlety	sotiltasun
subtract	kenketak
subtraction	kenketa
subtype	azpimota
suburb	auzo
suburban	aldiriko
suburbia	suburbia
suburbs	aldirietan
subversion	subversion
subversive	subertsiboa
subvert	iraultzeko
subway	metroa
succeed	arrakasta
succeeding	arrakasta
success	arrakasta
successful	arrakasta
succession	segida
successive	ondoz
successor	sucesor
succinct	succinct
succubus	succubus
succulent	gozo
succumb	succumb
suck	zurrupatu
sucker	salmenta
sucking	xurgatzen
suckling	Esne
sucks	sucks
suction	suction
sudden	Bat-bateko
suddenly	bat-batean
suds	suds
sue	sue
suede	suede
suffer	Jasaten
sufferer	sufferer
suffering	jasaten
suffice	aski
sufficiency	nahikotasun
sufficient	nahikoa
sufficiently	nahikoa
suffix	atzizki
suffocate	suffocate
suffocating	itogarria
suffocation	itolarrian
sugar	azukre
suggest	iradokitzen
suggestion	iradokizun
suggestive	iradokitzailea
suicidal	suizida
suicide	buruaz beste
suicidebombing	NO TRANSLATION
suit	palo
suitable	egokia
suitcase	maleta
suite	suite
suitor	ezkongaia
sulfate	sulfatoa
sulfur	sufre
sulk	sulk
sullen	sullen
sully	sully
sulphur	sufre
sultan	sultan
sultry	sultry
sum	batuketa
summarily	summarily
summarize	laburbilduko
summary	laburpen
summation	summation
summer	uda
summerhouse	udako
summertime	udan
summit	gailurrera
summon	deialdia
summons	deialdiak
sumo	sumo
sump	sump
sumptuous	aparta
sun	eguzkia
sunbeam	sunbeam
sunburn	erredurak
sundae	sundae
sunday	igandea
sundial	Sari
sundown	eguzkia
sundry	Hainbat
sunflower	ekilorea
sunglass	sunglass
sunglasses	betaurrekoak
sunk	hondoratuta
sunken	sunken
sunless	sunless
sunlight	eguzki-argia
sunny	eguzkitsua
sunrise	sunrise
sunroof	sunroof
sunscreen	kremak
sunset	ilunabarra
sunshine	eguzkia
suntan	suntan
sunup	sunup
sup	sup
super	super
superannuation	superannuation
superb	bikaina
superficial	azaleko
superfluous	azalekoa
superhero	superheroia
superhuman	gaindiko
superimposed	gainjarritako
superintendent	superintendentea
superior	superior
superiority	nagusitasun
superlative	superlatiboak
superman	superman
supermarket	supermerkatu
supermodel	supermodeloa
supernatant	supernatant
supernatural	naturaz gaindiko
supernova	supernova
superposition	gainjartze
superpower	superpotentzia
supersede	ordeztu
superstar	Superstar
superstition	sineskeria
superstitious	superstizio
superstore	superstore
supervise	ikuskatzen
supervision	gainbegiratzea
supervisor	ikuskatzaile
supper	affal
suppertime	afal
supplant	supplant
supple	supple
supplement	osagarri
supplemental	osagarri
supplementary	osagarriaren
supplication	erregu
supplier	hornitzaile
supplies	hornidura
supply	horniketa
support	laguntza
supported	onartzen
supporter	aldekoa
supporters	aldekoak
supporting	euskarri
supportive	solidarioa
suppose	suposatzen
supposed	ustezko
supposing	suposatuz
supposition	suposizio
suppress	kendu
suppression	kendu da
supremacy	nagusitasuna
supreme	gorena
supremely	supremely
surcharge	errekargua
sure	Ziur
surety	surety
surf	surf
surface	azalera
surfboard	surf
surfer	surflaria
surge	areagotu
surgeon	zirujau
surgery	kirurgia
surgical	kirurgiko
surly	surly
surmise	surmise
surname	abizenak
surpassing	gainditzen
surplus	superabita
surprise	sorpresa
surprised	harrituta
surprises	ezustekorik
surprising	harrigarria
surprisingly	harrigarriro
surreal	surrealistak
surrender	surrender
surrendering	surrendering
surrogate	surrogate
surround	ingurugiro
surrounding	inguruko
surroundings	inguruak
surveillance	zaintza
survey	inkesta
surveying	inkestaren
surveyor	Surveyor
survival	biziraupena
survive	biziraun
surviving	bizirik
survivor	bizirik
susceptibility	nolakotasuna
susceptible	jasan
