Word	pl
sentinel	strażnik
sentry	wartownik
separable	rozdzielny
separate	oddzielny
separately	osobno
separation	separacja
separatist	separatystyczny
sepia	sepia
sepsis	posocznica
sept	sept
septic	septyczny
septum	przegroda nosowa
sequel	dalszy ciąg
sequence	sekwencja
sequent	kolejny
sequestered	zamaskowany
sequestration	sekwestr
serenade	serenada
serendipity	przypadek
serene	spokojny
serenity	spokój
sergeant	sierżant
serial	seryjny
serialize	serializować
series	seria
serif	serif
serious	poważny
seriousness	powaga
sermon	kazanie
serpent	wąż
serpentine	serpentynowy
serrated	ząbkowany
serum	serum
servant	sługa
serve	obsługiwać
server	serwer
service	usługa
serviceable	użyteczny
servile	służalczy
servitude	niewola
sesame	sezam
sess	NO TRANSLATION
session	sesja
sessions	sesje
set	zestaw
setback	wpadka
sett	NO TRANSLATION
setter	seter
settle	rozstrzygać
settled	osiadły
settlement	osada
settler	osadnik
settlor	osadnik
setup	Ustawiać
seven	siedem
seventeen	siedemnaście
seventh	siódmy
seventy	siedemdziesiąt
sever	zerwać
severable	rozdzielne
severally	pojedynczo
severance	odcięcie
severe	silny
severely	surowo
severity	surowość
sew	szyć
sewage	ścieki
sewer	kanał ściekowy
sewerage	kanalizacja
sewing	szycie
sex	seks
sexist	seksistowski
sexual	seksualny
sexuality	seksualność
sexy	seksowny
shabby	brudny
shack	buda
shackle	jarzmo
shade	cień
shades	odcienie
shading	zacienienie
shadow	cień
shadowy	cienisty
shady	zacieniony
shaft	wał
shag	kudły
shaggy	kudłaty
shake	potrząsnąć
shakedown	leże
shaken	przygotowany w shakerze
shaker	wibrator
shaking	drżący
shaky	chwiejny
shall	powinien
shallow	płytki
shallows	płycizny
sham	pozorny
shaman	szaman
shambles	pobojowisko
shame	wstyd
shamed	zawstydzony
shameful	haniebny
shameless	bezwstydny
shampoo	szampon
shanghai	Szanghaj
shank	cholewka
shanty	rudera
shape	kształt
shapely	kształtny
shard	czerep
share	dzielić
shareholder	akcjonariusz
sharing	dzielenie się
shark	rekin
sharp	ostry
sharpen	wyostrzyć
sharpened	zaostrzony
sharpener	Ostrzałka
sharpness	ostrość
sharpshooter	strzelec wyborowy
shatter	roztrzaskać
shattered	roztrzaskany
shattering	przygniatający
shave	golić się
shaver	golarka
shaving	golenie
shawl	szal
sheaf	plik
shear	ścinanie
shears	nożyce
sheath	osłona
sheathing	poszycie
shed	budka
sheen	połysk
sheep	owca
sheepdog	owczarek
sheepish	zakłopotany
sheer	zwykły
sheet	arkusz
sheik	szejk
shelf	półka
shell	muszla
shellfish	skorupiak
shelling	ostrzał
shelter	schron
sheltered	zaciszny
shelters	schroniska
shelved	odłożone
shepherd	pasterz
sherbet	sorbet
sheriff	szeryf
sherry	sherry
shield	tarcza
shift	przesunięcie
shifting	przeniesienie
shifty	chytry
shilling	szyling
shimmer	migotać
shimmering	mieniące się
shimmy	koszulka dziecka
shin	goleń
shindig	shindig
shine	blask
shiner	podbite oko
shingle	gont
shining	świecący
shiny	błyszczący
ship	statek
shipment	Wysyłka
shipping	Wysyłka 
shipshape	staranny
shipwreck	Wrak statku
shipyard	stocznia
shire	hrabstwo
shirt	koszula
shit	gówno
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	gówno
shitless	beznadziejne
shitload	shitload
shittest	NO TRANSLATION
shitty	gówniany
shiver	dreszcz
shivering	dreszcze
shoals	ukryte niebezpieczeństwa
shock	zaszokować
shocked	wstrząśnięty
shocker	ohyda
shocking	wstrząsający
shockingly	niemożliwie
shoddy	buble
shoe	but
shoelace	sznurowadło
shoemaker	szewc
shoes	buty
shoeshine	czyszczenie butów
shook	wstrząśnięty
shoot	strzelać
shooter	strzelec
shooting	strzelanie
shootout	strzelanina
shop	sklep
shopkeeper	sklepikarz
shoplifter	złodziej sklepowy
shoplifting	kradzież sklepowa
shopper	klient
shopping	zakupy
shore	Wybrzeże
shoreline	linia brzegowa
shorn	wystrzyżony
short	krótki
short story	krótka historia
shortage	niedobór
shortcake	ciastko
shortcoming	niedociągnięcie
shortcut	skrót
shorten	skracać
shortening	skracanie
shorthand	stenografia
shortly	wkrótce
shortness	krótkość
shorts	spodenki
shortstop	shortstop
shortwave	krótkofalówka
shot	strzał
shotgun	flinta
shoulder	ramię
shout	krzyczeć
shove	pchnięcie
shovel	łopata
shoveling	łopata
show	pokazać
showbiz	Pokaż biz
showboat	showboat
showcase	gablota
showdown	odkrycie kart
shower	prysznic
showgirl	statystka
showing	seans
showoff	pokazać
showroom	salon wystawowy
showy	efektowny
shrapnel	szrapnel
shred	strzęp
shrew	jędza
shrewd	sprytny
shriek	wrzask
shrill	przenikliwy
shrimp	Krewetka
shrine	świątynia
shrink	kurczyć się
shrinking	kurczący się
shrivel	kurczyć
shroud	całun
shrub	krzew
shrubbery	zagajnik
shrug	wzruszać ramionami
shrunk	skurczył się
shrunken	skurczony
shudder	dreszcz
shuddering	drżenie
shuffle	człapać
shuffleboard	shuffleboard
shuffling	tasowanie
shun	unikać
shunned	odrzucony
shunt	bocznica
shut	zamknąć
shutdown	zamknąć
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	migawka
shuttle	czółenko
shutup	NO TRANSLATION
shy	nieśmiały
shyness	nieśmiałość
shyster	Shyster
sib	NO TRANSLATION
sibling	rodzeństwo
sic	sic
sick	chory
sickbay	Izba chorych
sicken	oburzać
sickening	obrzydliwy
sickle	sierp
sickly	chorowity
sickness	choroba
side	bok
sidearm	sidearm
sidebar	Pasek boczny
sideboard	kredens
sideburns	bokobrody
sidecar	wózek boczny
sidekick	pomocnik
sideline	linia autowa
sideshow	sidehow
sidestep	krok w bok
sidewalk	chodnik
sideways	bokiem
sidewinder	sidewinder
siege	oblężenie
siesta	sjesta
sieve	sito
sift	przesiać
sifting	przesiew
sigh	westchnienie
sight	widok
sighting	obserwacja
sightseeing	zwiedzanie
sigma	sigma
sign	znak
signal	sygnał
signature	podpis
significance	znaczenie
significant	znaczący
signification	znaczenie
signify	oznaczać
signpost	drogowskaz
silence	cisza
silencer	tłumik
silent	cichy
silently	bezgłośnie
silhouette	sylwetka
silicon	krzem
silicone	silikon
silk	jedwab
silken	atłasowy
silky	jedwabisty
sill	próg
silliness	głupota
silly	głupi
silo	silos
silt	muł
silver	srebro
silverware	srebro stołowe
silvery	srebrzysty
similar	podobny
similarity	podobieństwo
simile	NO TRANSLATION
simmer	dusić
simmering	gotowanie
simple	prosty
simples	NO TRANSLATION
simpleton	prostak
simplicity	prostota
simplify	uproszczać
simplistic	uproszczony
simply	po prostu
simulate	symulować
simulated	symulowane
simulating	symulowanie
simulation	symulacja
simulator	symulator
simultaneous	jednoczesny
simultaneously	równocześnie
sin	NO TRANSLATION
sincere	szczery
sincerity	szczerosc
sinful	grzeszny
sing	śpiewać
singer	piosenkarz
singing	śpiewanie
single	pojedynczy
singly	pojedynczo
singular	pojedynczy
singularity	osobliwość
singularly	niezwykle
sinister	złowrogi
sink	tonąć
sinker	ciężarek u wędki
sinking	tonący
sinner	grzesznik
sinning	grzesząc
sinus	Zatoka
sip	łyk
siphon	syfon
sipping	popijając
sir	Pan
sire	rozpłodnik
siren	syrena
sirloin	polędwica
sissy	maminsynek
sister	siostra
sisterhood	siostrzeństwo
sit	siedzieć
sitcom	komedia sytuacyjna
site	teren
sith	sith
sitter	kwoka
sitting	posiedzenie
situate	zlokalizować
situated	położony
situation	sytuacja
six	sześć
sixpence	sześć pensów
sixteen	szesnaście
sixth	szósty
sixty	sześćdziesiąt
sizable	spory
size	rozmiar
sizzle	trzask
ska	NO TRANSLATION
skate	łyżwa
skateboard	deskorolka
skater	łyżwiarz
skating	łyżwiarstwo
skedaddle	skedaddle
skeet	skeet
skein	motek
skeletal	szkieletowy
skeleton	szkielet
skeptic	sceptyk
skeptical	sceptyczny
skepticism	sceptycyzm
sketch	naszkicować
sketching	szkicowanie
sketchy	szkicowy
skewed	przekrzywiony
skewer	szpikulec
ski	narty
skid	poślizg
skier	narciarz
skiff	skiff
skiing	jazda na nartach
skijump	NO TRANSLATION
skill	umiejętność
skilled	wykwalifikowany
skillet	rondel
skillful	zręczny
skim	przejrzeć
skimpy	skąpy
skin	skóra
skinny	chudy
skip	pominąć
skipper	szyper
skirmish	potyczka
skirt	Spódnica
skirting	brzeżny
skirts	spódnice
skit	skecz
skittish	kokieteryjny
skull	czaszka
skunk	skunks
sky	niebo
skylight	świetlik
skyline	sylwetka na tle nieba
skyscraper	drapacz chmur
slab	płyta
slack	luźny
slag	żużel
slam	zatrzasnąć
slammer	slammer
slander	oszczerstwo
slanderous	oszczerczy
slang	gwara
slant	skos
slap	policzkować
slash	ciąć
slashes	ukośniki
slate	łupek
slates	łupki
slaughter	ubój
slaughterhouse	rzeźnia
slaughtering	ubój
slave	niewolnik
slavery	niewolnictwo
slay	zabić
slayer	pogromca
sleaze	sleaze
sleazy	marny
sled	NO TRANSLATION
sledding	jazda na sankach
sledge	sanki
sledgehammer	młot kowalski
sleek	gładki
sleep	sen
sleeper	podkład
sleeping	spanie
sleepless	bezsenny
sleeplessness	bezsenność
sleepover	nocowanie
sleepy	senny
sleepyhead	śpioch
sleet	śnieg z deszczem
sleeve	rękaw
sleeveless	bez rękawów
sleigh	sanie
sleight	sztuczka
slender	smukły
sleuth	szpieg
slice	kawałek
slick	przysiek
slicker	płaszcz nieprzemakalny
slide	ślizgać się
slider	suwak
sliding	przesuwny
slight	niewielki
slight anticipation	niewielkie oczekiwanie
slight disgust	lekki niesmak
slight surprise	niewielkie zaskoczenie
slight trust	niewielkie zaufanie
slightly	nieco
slightly negative	trochę ujemny
slightly positive	trochę pozytywny
slim	szczupły
slime	szlam
slimy	śluzowaty
sling	temblak
slingshot	proca
slink	poroniony płód
slinky	Slinky
slip	poślizg
slipper	pantofel
slippers	kapcie
slippery	śliski
slit	szczelina
sliver	drzazga
slob	plucha
slobber	oślinić
slogan	hasło reklamowe
sloop	slup
slop	NO TRANSLATION
slope	nachylenie
sloppy	niechlujny
slot	otwór
sloth	lenistwo
slouch	ciamajda
slough	bagno
slow	powolny
slowly	powoli
slowness	powolność
sludge	osad
slug	ślimak
slugger	slugger
sluggish	powolny
sluice	śluza
slum	slums
slumber	sen
slump	kryzys
slur	łuk
slurp	slurp
slush	breja
slut	chlapa
slutty	slutty
sly	chytry
smack	zadatki
small	mały
smaller	mniejszy
smallest	najmniejszy
smallpox	ospa
smart	mądry
smartass	mądrala
smarten	rozruszać
smarty	smarty
smash	rozbić
smashed	rozbity
smattering	liźnięcie
smear	rozmaz
smell	zapach
smelling	pachnący
smelly	śmierdzący
smelt	stynka
smidgen	smidgen
smile	uśmiech
smiled	uśmiechnął się
smiles	uśmiecha się
smiley	buźka
smiling	uśmiechając się
smirk	uśmiech
smite	porazić
smith	kowal
smithereens	drobne kawałki
smitten	uderzony
smock	bluza
smog	smog
smoke	palić
smoker	palący
smokey	smokey
smoking	palenie
smoky	dymny
smoldering	zbutwiały
smooch	smooch
smooth	gładki
smoothie	koktajl
smoothly	płynnie
smoothness	gładkość
smother	udusić
smudge	plama
smug	kołtuński
smuggle	przemycać
smuggler	przemytnik
smuggling	przemycanie
smut	świństwa
snack	przekąska
snacks	przekąski
snafu	snafu
snag	szkopuł
snags	zaczepki
snail	ślimak
snake	wąż
snakes	węże
snakeskin	wężowej skóry
snap	kłapnięcie
snapper	Snapper
snappy	żwawy
snapshot	migawka
snare	sidła
snarl	warczenie
snarling	warczenie
snatch	urywek
snatcher	snatcher
snazzy	odlotowy
sneak	skradać się
sneaker	sneaker
sneakers	trampki
sneaking	skradanie się
sneaky	podstępny
sneer	szydzić
sneeze	kichać
sneezing	kichanie
snicker	chichot
snide	obłudny
sniff	wąchać
snip	fantastyczna okazja
snipe	bekas
sniper	snajper
snippet	skrawek
snippy	oschły
snitch	kapuś
snob	snob
snoop	podejrzeć
snoopy	wścibski
snooty	snobistyczny
snooze	drzemka
snore	chrapać
snorkel	rurka do nurkowania
snort	parsknięcie
snot	smark
snotty	zasmarkany
snout	pysk
snow	śnieg
snowball	śnieżna kula
snowboard	deska snowboardowa
snowboarder	snowboardzista
snowday	Śnieżny dzień
snowfall	opady śniegu
snowflake	płatek śniegu
snowing	śnieg
snowmageddon	snowmageddon
snowman	bałwan
snowplow	pług śnieżny
snowstorm	burza śnieżna
snowy	śnieżny
snub	odkosz
snubbed	odrzucony
snuff	tabaka
snug	przytulny
snuggle	tulić się
snuggled	przytulony
snuggles	snuggles
snuggling	tulenie
soak	moczyć
soaked	nasączony
soaking	moczenie
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	mydło
soapbox	soapbox
soapy	mydlany
soar	szybować
soaring	strzelisty
sob	NO TRANSLATION
sober	trzeźwy
soblessed	NO TRANSLATION
sobriety	trzeźwość
soc	soc
soccer	piłka nożna
sociable	towarzyski
social	społeczny
socialanxiety	NO TRANSLATION
socialism	socjalizm
socialist	socjalista
socialite	socialite
socialize	uspołecznić
society	społeczeństwo
sociology	socjologia
sociopath	socjopata
sock	skarpetka
socket	gniazdo elektryczne
sod	darń
soda	Soda
soda/pop	napoje gazowane
sodding	sodding
sodium	sód
sofa	sofa
soft	miękki
softball	softball
soften	złagodzić
softener	zmiękczacz
softening	zmiękczający
softly	delikatnie
softness	miękkość
software	oprogramowanie
soggy	rozmoczony
sohappy	sohappy
soil	gleba
soiled	zabrudzony
soiree	wieczór
sojourn	pobyt
solace	pocieszenie
solar	słoneczny
solarium	solarium
solder	lutować
soldering	lutowanie
soldier	żołnierz
sole	podeszwa
solemn	uroczysty
solicit	zabiegać
solicitation	napraszanie się
solicitor	adwokat
solid	solidny
solidarity	solidarność
solidification	zestalenie
solidified	zestalony
solidify	zestalać
solidity	solidność
solitaire	pasjans
solitary	samotny
solitude	samotność
solo	solo
solubility	rozpuszczalność
soluble	rozpuszczalny
solucky	Szczęściarz
solution	rozwiązanie
solve	rozwiązać
solvency	wypłacalność
solvent	rozpuszczalnik
somad	NO TRANSLATION
somatic	somatyczny
somber	ponury
some anticipation	trochę oczekiwania
some disgust	trochę niesmaku
some surprise	trochę zaskoczenia
some trust	trochę zaufania
somersault	salto
somethingigetalot	NO TRANSLATION
somewhat negative	nieco negatywny
somewhat positive	nieco pozytywny
somuchtodo	NO TRANSLATION
son	syn
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	piosenka
songwriter	tekściarz
sonic	dźwiękowy
sonice	NO TRANSLATION
sonnet	sonet
sonorous	dźwięczny
soot	sadza
soothe	łagodzić
soothing	kojący
sophisticated	wyrafinowany
sophistication	sofistyka
sophomore	student drugiego roku
sopissed	NO TRANSLATION
soppy	podmokły
soprano	sopran
sorcerer	czarownik
sorcery	czary
sordid	brudny
sore	ból
soready	bardzo gotowy
sorely	bardzo
soreness	ból
sorghum	sorgo
sorority	sorority
sorrow	smutek
sorrowful	smutny
sorry	Przepraszam
sort	sortować
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	sortowanie
sos	NO TRANSLATION
soscared	bardzo wystraszony
soscary	tak przerażające
soslow	tak wolno
sostressed	NO TRANSLATION
sosweet	jak słodko
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	dusza
soulful	uduchowiony
soulless	bezduszny
soulmate	bratnia dusza
sound	dźwięk
sounding	sondaż
soundness	solidność
soundproof	dźwiękoszczelny
soundtrack	ścieżka dźwiękowa
soup	zupa
sour	kwaśny
source	źródło
sourpuss	sourpuss
south	południe
southbound	Południowa granica
southeast	południowy wschód
southern	południowy
southpaw	southpaw
southwest	południowy zachód
souvenir	pamiątka
sovereign	suwerenny
sovereignty	suwerenność
soviet	radziecki
sow	siać
soy	soja
soy sauce	sos sojowy
soybean	soja
spa	spa
space	przestrzeń
spacecraft	statek kosmiczny
spaceman	astronauta
spaceship	statek kosmiczny
spacing	rozstaw
spacious	przestronny
spade	łopata
spaghetti	Spaghetti
spam	spam
spammers	spamerzy
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	zbić
spanking	lanie
spar	boksować
spare	zapasowy
spareribs	żeberka
sparingly	oszczędnie
spark	iskra
sparkle	blask
sparkling	gazowana
sparkly	świecący
sparring	sparing
sparrow	wróbel
sparse	rzadki
spasm	skurcz
spastic	spastyczny
spat	sprzeczka
spatial	przestrzenny
spatter	rozprysk
spatula	szpachelka
spawn	ikra
spaz	spaz
speak	mówić
speakeasy	speakeasy
speaker	głośnik
speakerphone	zestaw głośnomówiący
speaking	mówienie
spear	włócznia
spec	spec
special	specjalny
specialist	specjalista
speciality	specjalność
specialize	NO TRANSLATION
specially	specjalnie
specialty	specjalność
specie	NO TRANSLATION
species	gatunki
specific	konkretny
specification	specyfikacja
specify	sprecyzować
specimen	okaz
speck	plamka
speckled	plamisty
specs	okular
spectacle	spektakl
spectacles	okulary
spectacular	spektakularny
spectator	widz
specter	widmo
spectral	widmowy
spectrometer	spektrometr
spectrophotometer	spektrofotometr
spectroscopy	spektroskopia
spectrum	widmo
speculate	spekulować
speculation	spekulacja
speculative	spekulacyjny
speculum	wziernik
speech	przemówienie
speechless	oniemiały
speed	prędkość
speedboat	łódź motorowa
speedily	prędko
speeding	przyśpieszenie
speedometer	prędkościomierz
speedway	Żużel
speedy	szybki
spell	zaklęcie
spellbound	oczarowany
spelling	pisownia
spencer	Spencer
spend	wydać
spender	spender
spending	wydatki
spent	wydany
sperm	sperma
spew	rzygać
sphere	kula
spherical	kulisty
sphincter	zwieracz
sphinx	sfinks
spic	spic
spice	przyprawa
spicy	Pikantny
spider	pająk
spiders	pająki
spiffy	fajny
spigot	czop
spike	kolec
spiked	kolczasty
spiky	kolczasty
spill	rozlanie
spillin	NO TRANSLATION
spin	spin
spinach	szpinak
spinal	rdzeniowy
spindle	wrzeciono
spine	kręgosłup
spineless	bezkręgowy
spinner	prządka
spinning	spinning
spinster	stara panna
spiny	kolczasty
spiral	spirala
spire	iglica
spirit	duch
spirited	porywający
spirits	duchy
spiritual	duchowy
spirituality	duchowość
spit	pluć
spite	złość
spiteful	złośliwy
spitfire	choleryk
spittoon	spluwaczka
splash	pluśnięcie
splat	kłótnia
splatter	bryzg
spleen	śledziona
splendid	wspaniały
splendor	splendor
splice	splatać
spline	klin
splint	szyna
splinter	drzazga
split	rozdzielać
splitting	rozsadzający w ułamku sekundy
splurge	popisywać się
spoil	zepsuć
spoiler	spojler
spoiling	psucie
spoils	łupy
spoke	przemówił
spoken	Mówiony
spokesman	rzecznik
spokesperson	rzecznik
sponge	gąbka
spongy	gąbczasty
sponsor	sponsor
sponsorship	sponsorowanie
spontaneity	spontaniczność
spontaneous	spontaniczny
spoof	naciąganie
spook	zjawa
spooky	straszny
spool	szpula
spoon	łyżka
spoonful	pełna łyżka
sporadic	sporadyczny
spore	zarodnik
sport	sport
sporting	sportowy
sports	Sport
sports car	samochód sportowy
sportsman	sportowiec
sportsmanship	sprawność sportowa
sportswriter	sportswriter
sporty	sportowy
spot	miejsce
spotless	nieskazitelny
spotlight	reflektor
spotted	cętkowany
spotter	wywiadowca
spotty	łaciasty
spousal	oblubieńcze
spouse	małżonka
spout	rynna
sprain	zwichnięcie
sprawl	rozwalać się
spray	rozpylać
spread	rozpiętość
spreader	rozszerzacz
spree	hulanka
spring	wiosna
springtime	wiosna
sprinkle	posypać
sprinkler	tryskacz
sprinkling	tryskający
sprint	sprint
sprite	krasnoludek
sprout	kiełkować
spruce	świerk
spud	rydel
spunk	odwaga
spunky	odważny
spur	ostroga
spurious	fałszywy
spurred	pobudzony
spurt	zryw
spy	szpieg
squabble	sprzeczka
squad	Drużyna
squadron	eskadra
squall	szkwał
squamous	płaskonabłonkowy
squander	zmarnować
square	plac
squash	zdusić
squat	kucać
squatter	skwater
squaw	żona indianina
squawk	skrzek
squeak	pisk
squeaky	piskliwy
squeal	pisk
squealer	donosiciel
squeamish	wrażliwy
squeeze	ściskać
squeezing	ściskanie
squelch	chlupotać
squid	kałamarnica
squint	zez
squire	dziedzic
squirm	skręcać się
squirrel	wiewiórka
squirt	tryskać
squish	squish
squishy	gąbczasty
stab	zasztyletować
stabbed	dźgnięty
stability	stabilność
stabilize	ustabilizować
stabilizer	stabilizator
stable	stabilny
staccato	staccato
stack	stos
stadium	stadion
staff	personel
stag	jeleń
stage	etap
stagecoach	dyliżans
stagehand	etapowy
stagger	zataczać się
staggering	oszałamiający
stagnant	zastały
stagnation	stagnacja
staid	stateczny
stain	plama
stained	poplamione
stainless	nierdzewny
stair	schodek
staircase	klatka schodowa
stairs	schody
stairway	klatka schodowa
stairwell	klatka schodowa
stake	stawka
stakeout	tyczenie
stale	nieświeży
stalemate	pat
stalk	łodyga
stalker	prześladowca
stall	stoisko
stallion	ogier
stalls	stajnie
stalwart	rosły
stamina	wytrzymałość
stamp	znaczek
stampede	popłoch
stance	postawa
stand	stoisko
standard	standard
standardize	ujednolicić
standardized	znormalizowany
standby	czekaj
standing	na stojąco
standoff	dystans
standpoint	punkt widzenia
standstill	zastój
standup	Wstań
stanza	zwrotka
staph	gronkowiec
staple	zszywka
stapler	zszywacz
star	gwiazda
star fruit	Gwiezdny owoc
starboard	sterburta
starch	skrobia
stardom	gwiazdorstwo
stardust	Gwiezdny pył
stare	gapić się
starfish	rozgwiazda
stargazing	obserwowanie gwiazd
staring	gapiowski
stark	sztywny
starlet	gwiazdka
starlight	gwiezdny
starling	szpak
starry	gwiaździsty
stars	gwiazdy
starship	statek kosmiczny
start	początek
starter	rozrusznik
startle	przestraszyć
startled	zaskoczony
startling	zaskakujący
starvation	głód
starve	głodować
starved	zagłodzony
starving	głodujący
stash	chować na potem
stat	stat
state	stan
stately	dostojny
statement	komunikat
stateroom	sala recepcyjna
stateside	stan na krawędzi
statesman	polityk
static	statyczny
staticky	NO TRANSLATION
statics	statyka
station	stacja
stationary	nieruchomy
stationery	materiały biurowe
statistic	Statystyczny
statistical	statystyczny
statistician	statystyk
stator	stojan
statuary	rzeźbiarski
statue	statua
statuette	statuetka
stature	wzrost
status	status
statute	statut
statutory	ustawowy
staunch	zagorzały
stave	klepka
stay	zostać
stayaway	NO TRANSLATION
stayed	został
stays	gorset
stead	zamiast tego
steadfast	niezłomny
steady	stały
steak	stek
steakhouse	steakhouse
steal	kraść
stealing	kradzież
stealth	podstęp
stealthily	ukradkiem
stealthy	ukradkowy
steam	parowy
steamboat	parowiec
steamer	parowiec
steaming	gotowanie na parze
steamroller	walec parowy
steamship	parowiec
steamy	zaparowany
steel	stal
steep	stromy
steeple	wieża kościelna
steer	sterować
steering	sterowniczy
stellar	gwiezdny
stem	trzon
stench	smród
stencil	szablon
stenographer	stenograf
step	krok
stepdaughter	pasierbica
stepfather	ojczym
stepmother	macocha
steppe	step
steps	kroki
stepson	pasierb
stereo	stereofoniczny
stereoscopic	stereoskopowy
stereotype	stereotyp
stereotyped	stereotypowy
sterile	jałowy
sterility	sterylność
sterilize	sterylizować
sterling	szterling
stern	rufa
sternum	mostek
steroid	steryd
stethoscope	stetoskop
stew	gulasz
steward	Steward
stewardess	stewardessa
stewardship	zarządzanie
stfu	Zamknij się
stick	kij
sticker	naklejka
sticking	klejący
stickler	pedant
stickup	stickup
sticky	lepki
stiff	sztywny
stiffen	usztywniać
stiffness	sztywność
stifle	zdusić
stifled	stłumiony
stifling	duszny
stigma	piętno
stile	NO TRANSLATION
stiletto	sztylet
stillbirth	poronienie
stillborn	poroniony
stillness	spokój
stillwaiting	NO TRANSLATION
stilts	szczudła
stimulant	środek pobudzający
stimulate	stymulować
stimulating	pobudzający
stimulation	stymulacja
stimulus	bodziec
sting	Żądło
stinger	żądło
stinging	kłujący
stingy	skąpy
stink	smród
stinker	gnojek
stinking	śmierdzący
stinky	śmierdzący
stint	skąpić
stipend	zasiłek
stipulate	zastrzec
stipulation	zastrzeżenie
stir	wymieszać
stirring	poruszający
stitch	szew
stitching	szycie
stock	Zbiory
stockade	palisada
stockbroker	makler giełdowy
stockholder	akcjonariusz
stocking	pończocha
stockings	pończochy
stockpile	robić zapasy żywności
stockroom	magazyn
stocks	dyby
stoic	stoicki
stole	Ukradłem
stolen	skradziony
stomach	żołądek
stomachache	ból brzucha
stomp	tupać
stomped	stąpał
stone	kamień
stoned	naćpany
stonewall	Kamienna ściana
stoneware	kamionka
stony	kamienny
stooge	asystent komika
stool	stołek
stools	taborety
stoop	pochylenie
stoopid	stoopid
stop	zatrzymać
stopover	przerwa w podróży
stoppage	zatrzymanie
stopper	korek
stopping	zatrzymanie
stopwatch	stoper
storage	przechowywanie
store	sklep
storefront	witryna sklepowa
storehouse	magazyn
storeroom	magazyn
storing	przechowywanie
storm	burza
storming	buńczuczny
stormy	burzliwy
story	fabuła
storybook	storybook
storyteller	anegdociarz
storytelling	opowiadanie historii
stound	stound
stout	gruby
stove	kuchenka
stow	schować
stowaway	pasażer na gapę na statku
straddle	stanąć rozkrakiem
straight	proste
straighten	wyprostować
straightforward	bezpośredni
straightway	bezpośrednio
strain	odcedzić
strained	napięty
strait	bełt
straitjacket	kaftan bezpieczeństwa
straits	cieśnina
strand	pasmo
stranded	na mieliźnie
strange	dziwne
stranger	nieznajomy
strangle	udusić
strangulation	uduszenie
strap	pasek
strapless	bez ramiączek
strapping	wysoki
strata	warstwa
strategic	strategiczny
strategist	strateg
strategy	strategia
stratification	stratyfikacja
stratosphere	stratosfera
stratum	warstwa
stratus	stratus
straw	słoma
strawberry	truskawka
stray	zabłąkany
streak	smuga
streaked	pasmowy
stream	strumień
streamer	serpentyna
streaming	streaming
streamline	opływowy
street	ulica
streetcar	tramwaj
streetlight	światła
strength	siła
strengthen	wzmacniać
strengthening	wzmacniający
strenuous	forsowne
strep	strep
stress	naprężenie
stressed	akcentowany
stresses	podkreśla
stressfree	NO TRANSLATION
stressful	stresujący
stressin	NO TRANSLATION
stressing	stresujące
stressrelief	NO TRANSLATION
stretch	rozciągać
stretcher	nosze
stricken	dotknięty
strict	ścisły
stride	krok
strife	walka
strike	strajk
strikeout	skreślać
striker	strajkowicz
striking	uderzający
strikingly	uderzająco
string	strunowy
strings	smyczki
stringy	żylasty
strip	rozebrać się
stripe	naszywka
striped	w paski
stripped	obnażony
stripper	spychacz
striptease	striptease
strive	starać się
strobe	stroboskop
stroke	uderzenie
stroll	przechadzka
stroller	spacerowicz
strolling	spacerowy
strong	silny
stronghold	twierdza
strongly	silnie
structural	strukturalny
structure	Struktura
strudel	strudel
struggle	borykać się
strut	rozpora
stub	kikut
stubbed	zgnieciony
stubble	ściernisko
stubborn	uparty
stubbornness	upór
stubby	przysadzisty
stucco	stiuk
stuck	oblepiony
stuckup	NO TRANSLATION
stud	stadnina
studded	ćwiekowane
student	student
studied	badane
studio	studio
study	badanie
stuff	rzeczy
stuffed animal	wypchane zwierzę
stuffing	nadziewanie
stuffy	nadąsany
stumble	potknąć się
stump	kikut
stumped	zakłopotany
stun	oszołomić
stunned	oszołomiony
stunner	szlagier
stunning	oszałamiający
stunt	wyczyn
stunted	skarłowaciały
stuntman	kaskader
stupefaction	zdumienie
stupefy	ogłupiać
stupendous	zdumiewający
stupid	głupi
stupidity	głupota
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	silny
sturgeon	jesiotr
stutter	jąkanie
sty	chlew
style	styl
styling	stylizacja
stylish	elegancki
stylist	stylista
suave	uprzejmy
sub	pod
subatomic	subatomowy
subcommittee	podkomitet
subconscious	podświadomy
subcutaneous	podskórny
subdivide	dzielić na mniejsze części
subdivision	poddział
subduction	subdukcja
subdue	pokonać
subdued	stłumiony
subdural	podtwardówkowy
subito	NO TRANSLATION
subject	Przedmiot
subjected	poddany
subjection	uległość
subjective	subiektywny
subjugation	ujarzmienie
sublet	podnająć
sublevel	podrzędny
sublimation	sublimacja
sublime	wzniosły
subliminal	podświadomy
