Word	ro
supermarket	supermarket
supermodel	super model
supernatant	supernatant
supernatural	supranatural
supernova	supernovă
superposition	suprapunere
superpower	super-putere
supersede	înlocui
superstar	superstar
superstition	superstiție
superstitious	superstiţios
superstore	Superstore
supervise	supraveghea
supervision	supraveghere
supervisor	supraveghetor
supper	cină
suppertime	suppertime
supplant	înlocui
supple	suplu
supplement	supliment
supplemental	suplimentar
supplementary	suplimentar
supplication	implorare
supplier	furnizor
supplies	furnituri
supply	livra
support	a sustine
supported	sprijinit
supporter	suporter
supporters	suporteri
supporting	de sprijin
supportive	de susținere
suppose	presupune
supposed	presupus
supposing	presupunând
supposition	presupunere
suppress	suprima
suppression	suprimare
supremacy	supremaţie
supreme	suprem
supremely	suprem
surcharge	suprataxă
sure	sigur
surety	garanţie
surf	surf
surface	suprafaţă
surfboard	placă de surf
surfer	surfer
surge	val
surgeon	chirurg
surgery	interventie chirurgicala
surgical	chirurgical
surly	posac
surmise	presupune
surname	nume de familie
surpassing	depășind
surplus	surplus
surprise	surprinde
surprised	uimit
surprises	surprize
surprising	surprinzător
surprisingly	surprinzător
surreal	ireal
surrender	predare
surrendering	capitulant
surrogate	surogat
surround	surround,
surrounding	înconjurător
surroundings	împrejurimi
surveillance	supraveghere
survey	studiu
surveying	topografie
surveyor	inspector
survival	supravieţuire
survive	supravieţui
surviving	supravieţuitor
survivor	supravieţuitor
susceptibility	susceptibil
susceptible	susceptibil
sushi	sushi
suspect	suspect
suspected	suspectate
suspend	suspenda
suspended	suspendat
suspenders	bretele
suspense	suspensie
suspension	suspensie
suspicion	suspiciune
suspicions	suspiciuni
suspicious	suspicios
sustain	suporta
sustained	sustinut
sustenance	subzistenţă
suture	sutura
suv	suv
sux	NO TRANSLATION
swab	tampon
swag	stil
swagger	făli
swallow	a inghiti
swami	Swami
swamp	mlaştină
swamped	împotmolit
swampy	mlăştinos
swan	lebădă
swank	fanfaronadă
swap	schimb
swarm	roi
swarming	roire
swastika	zvastică
swat	lovi
sway	legănare
swear	jura
swearing	înjurături
sweat	sudoare
sweater	pulover
sweating	transpiraţie
sweatshirt	hanorac
sweatshop	sweatshop
sweaty	asudat
sweep	mătura
sweeper	măturătoare
sweeping	măturat
sweet	dulce
sweeten	îndulci
sweetened	îndulcit
sweetener	îndulcitor
sweetest	dulce
sweetheart	dragă
sweetie	dulceata
sweetness	dulceaţă
sweets	dulciuri
swell	umfla
swelling	umflătură
sweltering	toridă
swerve	vira
swift	rapid
swiftly	rapid
swig	înghiţitură
swill	lături
swim	înot
swimmer	înotător
swimming	înot
swimsuit	costum de baie
swindle	escrocherie
swindler	escroc
swine	porcine
swing	leagăn
swinger	swinger
swinging	legănat
swipe	beţivan
swirl	vârtej
swish	spilcuit
switch	intrerupator
switchblade	briceag
switchboard	tablou de distribuție
swivel	pivotant
swollen	umflat
swoon	leşin
swoop	prăvălire
sword	sabie
swordfish	pește-spadă
swordplay	mânuirea sabiei
swordsman	spadasin
sycamore	sicomor
syllable	silabă
syllabus	silabă
symbiotic	simbiotic
symbol	simbol
symbolic	simbolic
symbolically	simbolic
symbolism	simbolism
symbolize	simboliza
symmetric	simetric
symmetrical	simetric
symmetry	simetrie
sympathetic	simpatic
sympathize	compătimi
sympathy	simpatie
symphonic	simfonic
symphony	simfonie
symposium	simpozion
symptom	simptom
symptomatic	simptomatic
synagogue	sinagogă
synapse	sinapsă
synaptic	sinaptică
sync	sincronizați
synchronize	sincroniza
synchronous	sincronic
syncope	sincopă
syndicate	sindicat
syndrome	sindromul
synergistic	sinergică
synergy	sinergie
synod	sinod
synonym	sinonim
synonymous	sinonim
synopsis	rezumat
synoptic	sinoptic
syntax	sintaxă
synthesis	sinteză
synthesizer	sintetizator
synthetic	sintetic
syphilis	sifilis
syringe	seringă
syrup	sirop
system	sistem
systematic	sistematic
systematically	sistematic
t-shirt	tricou
tab	fila
tabasco	Tabasco
tabby	tabinet
tabernacle	cortul
table	masa
tableau	NO TRANSLATION
tablecloth	față de masă
tablespoon	Lingura de masa
tablet	comprimat
tableware	tacâmuri
tabloid	tabloid
taboo	tabu
tabular	tabular
tabulate	cataloga
tabulation	intabulare
tachometer	kilometraj
tacit	tacit
tack	însăila
tackle	aborda
tackled	abordate
tackling	tackling
tacky	lipicios
taco	taco
tact	tact
tactful	cu tact
tactic	tactică
tactical	tactic
tactics	tactică
tactile	tactil
tad	NO TRANSLATION
tadpole	mormoloc
taffeta	taftă
taffy	Taffy
tag	etichetă
tail	coadă
tailed	tailed
tailgate	hayon
tailings	deșeuri
taillight	stop
tailor	croitor
tailoring	croitorie
tailpipe	țeavă de eșapament
taint	altera
take	lua
takeoff	decolare
takeout	scoate
takeover	preia
taker	taker
talcum	talc
tale	poveste
talent	talent
talented	talentat
talisman	talisman
talk	vorbi
talkative	sfătos
talker	vorbăreț
tall	înalt
tallies	tallies
tallow	seu
tally	răboj
talon	talon
talons	NO TRANSLATION
tambourine	tamburină
tame	NO TRANSLATION
tamer	dresor
taming	îmblânzire
tamper	falsifica
tampon	tampon
tan	bronza
tandem	tandem
tang	zgomot puternic
tangent	tangentă
tangerine	mandarină
tangible	tangibil
tangle	încurcătură
tangled	încurcat
tango	tangou
tank	rezervor
tank top	partea superioară a rezervorului
tanker	tanc petrolier
tanned	bronzat
tantalizing	tantalic
tantamount	echivalent cu
tantrum	acces de furie
taoism	taoismul
tap	Atingeți
tape	bandă
tape measure	ruletă
taper	țuguia
tapering	conic
tapestry	tapiserie
tapeworm	teniei
tapioca	tapioca
taps	robinete
tar	gudron
tarantula	tarantula
tardiness	încetineală
tardy	tardiv
target	ţintă
targeted	vizate
targeting	direcționare
tariff	tarifar
tarmac	asfalt
tarnish	murdări
tarot	taroc
tarp	NO TRANSLATION
tarry	zăbovi
tart	tartă
tartan	soldat scoțian
tartar	tartru
task	sarcină
tassel	ciucure
taste	gust
tasteful	gustos
tasteless	insipid
tasting	degustare
tasty	gustos
tat	TAT
tattler	Tattler
tattletale	bârfă
tattoo	tatuaj
taught	învățat
taunt	batjocură
taupe	taupe
taut	întins
tavern	tavernă
tawdry	ţipător
tawny	roșiatic
tax	impozit
taxed	impozitate
taxi	Taxi
taxicab	taxi
taxonomy	taxonomie
taxpayer	contribuabil
tea	ceai
teach	a preda
teacher	profesor
teaching	învățătură
teacup	ceaşcă de ceai
teahouse	ceainărie
teal	Turcoaz
team	echipă
teamjesus	NO TRANSLATION
teammate	coleg de echipă
teamwork	lucru in echipa
teapot	ceainic
tear	rupere
tearful	tearful
tearsofjoy	NO TRANSLATION
teary	teary
tease	şicana
teaser	anunț publicitar
teasing	destrămare
teaspoon	linguriţă
teat	sfârc
teatime	ora ceaiului
tech	tech
technical	tehnic
technicality	tehnicitate
technician	tehnician
technique	tehnică
techno	techno
technological	tehnologic
technology	tehnologie
ted	ted
teddy bear	ursuleț
tedious	plictisitor
tedium	plictiseală
tee	reper
teeming	teeming
teen	adolescent
teenage	adolescență
teenager	adolescent
teens	adolescenţi
teensy	teensy
teeny	teeny
teeth	dantură
teething	dentiţie
teflon	teflon
telegram	telegramă
telegraph	telegraf
telekinesis	telekineză
telemetry	telemetrie
telepathic	telepatic
telepathy	telepatie
telephone	telefon
telescope	telescop
telescopic	telescopic
telethon	teledonul
teletype	teletype
televised	televizate
television	televiziune
tell	spune
teller	povestitor
telling	spune
telltale	indicator
temp	temp
temper	temperament
tempera	tempera
temperament	temperament
temperamental	temperamental
temperance	cumpătare
temperate	temperat
temperature	temperatura
tempered	călită
tempest	furtună
template	șablon
temple	templu
tempo	NO TRANSLATION
temporal	temporal
temporarily	temporar
temporary	temporar
tempt	tenta
temptation	ispită
tempting	ispititor
temptress	ispititoarea
ten	zece
tenable	care poate fi apărat
tenacious	tenace
tenacity	tenacitate
tenancy	închiriere
tenant	chiriaş
tend	tind
tendency	tendinţă
tender	delicat, fraged
tenderfoot	novice
tenderness	sensibilitate
tending	tinzând
tendon	tendon
tenement	casă închiriată
tenet	dogmă
tenets	dogme
tenfold	de zece ori
tennis	tenis
tenor	tenor
tense	încordat
tensile	de tracţiune
tension	tensiune
tent	cort
tentacle	tentacul
tentative	tentativă
tenth	al zecelea
tenths	zecimi
tenuous	rarefiat
tenure	posesiune
tepee	Tepee
tepid	încropit
tequila	tequila
teriyaki	teriyaki
term	termen
terminal	Terminal
terminate	termina
termination	terminare
terminator	terminator
terminology	terminologie
terminus	terminus
termite	termită
terms	termeni
tern	TERN
ternary	ternar
terrace	terasă
terrain	teren
terrestrial	terestru
terrible	teribil
terribly	teribil
terrier	cadastru
terrific	teribil
terrified	îngrozit
terrifies	îngrozește
terrify	îngrozi
terrifying	înfricoșător
territorial	teritorial
territory	teritoriu
terror	teroare
terrorism	terorism
terrorist	terorist
terrorists	teroriști
terrorize	teroriza
terse	concis
tertiary	terţiar
test	Test
testament	testament
testicle	testicul
testicular	testicular
testify	depune mărturie
testimonial	recomandare
testimony	mărturie
testosterone	testosteron
testy	NO TRANSLATION
tetanus	tetanic
tether	pripon
tethered	tethered
tetrahedral	tetraedral
text	text
textbook	manual
textile	textil
textural	textural
texture	textură
tgif	TGIF
thank	mulțumire
thankful	recunoscător
thankgod	slava Domnului
thanking	mulțumind
thankless	ingrată
thanks	Mulțumiri
thanksalot	NO TRANSLATION
thanksgiving	mulțumire
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	păr des
thatmoment	NO TRANSLATION
thaumaturgy	Taumaturgie
thaw	dezgheţ
theater	teatru
theatrical	teatral
theatrics	theatrics
thebest	cel mai bun
theft	furt
theism	teismului
theistic	teistă
thelife	viata
thelittlethings	NO TRANSLATION
theme	temă
theocracy	teocraţie
theocratic	teocratic
theologian	teolog
theological	teologic
theology	teologie
theorem	teoremă
theoretical	teoretic
theory	teorie
therapeutic	terapeutic
therapeutics	terapeutică
therapist	terapeut
therapy	terapie
thereabouts	pe aici
thereof	acestora
therewith	cu aceasta
thermal	termic
thermocouple	termocuplu
thermodynamics	termodinamică
thermometer	termometru
thermos	termos
thermostat	termostat
thesaurus	tezaur
thesis	teză
thick	gros
thicken	se îngroșa
thickening	îngroşare
thicket	hățiș
thickness	grosime
thief	hoţ
thigh	coapsă
thimble	degetar
thin	subţire
thing	lucru
things	lucruri
thingy	thingy
think	gândi
thinker	gânditor
thinking	gândire
third	al treilea
thirds	treimi
thirst	sete
thirsty	însetat
thirteen	treisprezece
thirteenth	treisprezecelea
thirty	treizeci
thistle	ciulin
thither	acolo
thong	curea
thorn	ghimpe
thorny	spinos
thorough	minuțios
thoroughbred	de rasă
thoroughfare	magistrală
thought	gândire
thoughtful	grijuliu
thoughtfulness	chibzuința
thoughtless	nechibzuit
thoughts	gânduri
thousand	mie
thrash	chelfăni
thread	fir
threat	amenințare
threaten	a ameninta
threatened	amenințat
threatening	amenințător
three	Trei
threefold	întreit
threesome	Threesome
thresh	treiera
threshold	prag
thrice	de trei ori
thrift	cumpătare
thrifty	gospodar
thrill	fior
thrilled	încântat
thriller	film de aventuri
thrilling	emoționant
thrive	prospera
thriving	înfloritor
throat	gât
throb	zvâcnire
throbbing	trepidant
throes	paroxism
throne	tron
throng	mulţime
throttle	regulator
throw	arunca
throwback	throwback
thrower	aruncător
thrown	aruncat
thrush	sturz
thrust	împingere
thruster	arivist
thud	bufnitură
thug	asasin
thumb	deget mare
thumbprint	amprenta
thump	tronc
thumper	Thumper
thumping	uriaş
thunder	tunet
thunderbolt	fulger
thunderclap	thunderclap
thundering	fulminant
thunderstorm	furtună
thunderstruck	Thunderstruck
thwart	contracara
thx	mersi
thyme	cimbru
thyroid	glanda tiroida
tiara	tiară
tibia	tibia
tic	tic
tick	căpușă
ticked	bifează
ticker	ceas de buzunar
ticket	bilet
tickle	stârni
tickled	Tickled
ticklish	gâdilicios
tidal	mareelor
tidal wave	valul de undă
tidbit	tidbit
tide	maree
tidings	veste
tidy	ordonat
tie	cravată
tier	Nivelul
tiff	tiff
tiger	tigru
tighten	strânge
tightness	etanşeitate
tightrope	muchie de cuțit
tights	colanti
tilde	tildă
tile	ţiglă
tiling	Tigla
till	NO TRANSLATION
tillage	alimentare
tiller	plugar
tilt	înclinare
tilting	basculant
timber	cherestea
timberland	Timberland
timbre	timbru
time	timp
timeless	nesfârșit
timeliness	actualitatea
timely	oportun
timeout	pauză
timepiece	ceas
timer	timer
times	ori
timetable	orar
timewasters	NO TRANSLATION
timid	timid
timidity	timiditate
timing	sincronizare
tin	NO TRANSLATION
tincture	tinctură
tine	NO TRANSLATION
tinfoil	folie de aluminiu
tinge	tentă
tingle	furnica
tingling	furnicătură
tinker	cositori
tinkering	meșterire
tinkle	NO TRANSLATION
tinkling	zăngănitor
tinnitus	tinitus
tinsel	beteală
tint	tentă
tiny	minuscul
tip	bacsis
tipper	basculantă
tipster	vânzător de ponturi
tipsy	pilit
tiptoe	merge în vârful picioarelor
tirade	tiradă
tire	obosi
tired	obosit
tiredness	oboseală
tiredofit	NO TRANSLATION
tireless	neobosit
tiresome	obositor
tiring	obositor
tissue	țesut
tistheseason	NO TRANSLATION
tit	pițigoi
titan	Titan
titanic	titanic
titanium	titan
tithe	zeciuială
title	titlu
titled	cu denumirea
titty	Titty
titular	NO TRANSLATION
toad	lingău
toast	paine prajita
toaster	prajitor de paine
toasty	toasty
tobacco	tutun
toby	toby
tod	Tod
today	astăzi
toddler	copil mic
toe	deget de la picior
toenail	unghie de la picior
toffee	caramelă
tofu	tofu
toga	NO TRANSLATION
together	împreună
togetherness	resolidarizare
toil	trudă
toilet	toaletă
toils	mreajă
token	jeton
tolerable	admisibil
tolerance	toleranţă
tolerant	tolerant
tolerate	tolera
toleration	toleranţă
toll	Taxă
tomahawk	secure mică folosită în luptă
tomato	roșie
tomatoes	roșii
tomb	mormânt
tombstone	piatră de mormânt
tomcat	motan
tome	mie
tomorrow	Mâine
ton	NO TRANSLATION
tone	ton
toner	toner
tong	NO TRANSLATION
tongs	clește
tongue	limbă
tonic	tonic
tonnage	tonaj
tonsils	amigdalele
toocold	NO TRANSLATION
tool	instrument
toolbox	trusa de scule
tooling	scule
toomuchtodo	NO TRANSLATION
toot	claxona
tooth	dinte
toothache	durere de dinţi
toothbrush	periuta de dinti
toothed	dințat
toothless	ştirb
toothpaste	pastă de dinţi
toothpick	scobitoare
toots	dințișor
top	top
topaz	topaz
topic	subiect
topical	de actualitate
topless	topless
topographic	topografic
topographical	topografic
topography	topografie
topple	rostogoli
topside	bordaj
tor	pisc
torch	lanternă
torment	chin
tormented	chinuit
torn	rupt
tornado	tornadă
torpedo	torpilă
torque	Cuplu
torrent	torent
torrid	torid
torsion	torsiune
torso	trunchi
tort	delictuală
tortious	tortionara
tortoise	testoasa
tortuous	sinuos
torture	tortura
tortured	torturat
toss	arunca
tot	NO TRANSLATION
total	total
totality	totalitate
totally	intru totul
tote	Tote
totem	totem
touch	atingere
touchdown	aterizare
touched	atins
touching	emoționant
touchy	sensibil
tough	greu
toughen	se înăspri
toughness	rezistență
toupee	moț
tour	tur
tourism	turism
tourist	turist
tourmaline	turmalina
tournament	campionat
tourniquet	bandaj de compresie
tout	NO TRANSLATION
tow	remorcare
towel	prosop
tower	turn
towering	falnic
town	oraș
townhouse	primărie
township	Township
townspeople	orăşeni
toxic	toxic
toxicity	toxicitate
toxicology	toxicologie
toxin	toxină
toy	jucărie
toymaker	producător de jucării
trace	urmă
traceable	trasabile
tracer	trasor
traces	urme
trachea	trahee
tracing	urmărire
track	urmări
tracker	urmăritor
tract	broșură
tractable	maleabil
traction	tracţiune
tractor	tractor
trade	comerț
trademark	marcă
trader	comerciant
tradesman	comerciant
trading	comercial
tradition	tradiţie
traditional	tradiţional
traffic	trafic
traffic light	semafor
trafficking	trafic
tragedies	tragedii
tragedy	tragedie
tragic	tragic
trail	traseu
trailer	remorcă
train	tren
train set	set de trenuri
trained	dresat
trainee	stagiar
trainer	antrenor
training	Instruire
trait	trăsătură
traitor	trădător
traitorous	trădător
trajectory	traiectorie
tram	tramvai
tramp	trop
trample	călca în picioare
trampoline	trambulina
tramway	tramvai
trance	transă
tranquil	liniştit
tranquility	liniște
tranquilizer	tranchilizant
transact	cădea la învoială
transaction	tranzacţie
transatlantic	transatlantic
transceiver	emisie-recepție
transcend	depăși
transcendence	transcendenta
transcendent	transcendent
transcendental	transcendental
transcribe	transcrie
transcriber	copist
transcript	transcriere
transcription	transcriere
transfer	transfer
transference	transfer
transferred	transferat
transfixed	încremenit
transform	transforma
transformation	transformare
transformer	transformator
transfusion	transfuzie
transgression	transgresiune
transient	tranzitoriu
transistor	tranzistor
transit	tranzit
transition	tranziție
transitional	tranziție
transitive	tranzitiv
transitory	tranzitoriu
translate	Traduceți
translation	traducere
translator	traducător
translocation	translocație
translucent	translucid
transmission	transmisie
transmit	transmite
transmitter	transmiţător
transmutation	transmutaţie
transom	pupei
transparency	transparenţă
transparent	transparent
transplant	transplant
transplantation	transplantare
transponder	transponder
transport	transport
transportation	transport
transporter	transporter
transpose	transpune
transposition	transpoziție
transsexual	transsexual
transverse	transversal
transvestite	travestit
trap	capcană
trapdoor	chepeng
trapeze	trapez
trapped	prins
trapper	vânător care folosește capcanele
trapping	capcană
trappings	găteală
traps	capcane
trash	Gunoi
trashy	fără valoare
trauma	trauma
traumatic	traumatic
travail	NO TRANSLATION
travel	voiaj
traveler	călător
traveling	călător
traverse	traversa
travesty	parodie
trawl	năvod
trawler	năvodar
tray	tavă
treacherous	perfid
treachery	trădare
tread	călca
treadmill	banda de alergat
treason	trădare
treasure	comoară
treasured	prețuită
treasurer	trezorier
treasures	comori
treasury	trezorerie
treat	trata
treatable	tratabile
treatise	tratat
treatment	tratament
treaty	tratat
treble	tripla
tree	copac
trees	copaci
trek	trek
trellis	leasă
tremble	tremura
trembling	tremurând
tremendous	extraordinar
tremendously	turbat
tremor	tremur
trench	şanţ
trend	tendinţă
trending	trending
trendy	la modă
trepidation	trepidație
trespass	fărădelege
triad	triadă
triage	triaj
trial	proces
triangle	triunghi
triangular	triunghiular
triangulate	triangula
triathlon	triatlon
tribal	tribal
tribe	trib
tribulation	restriște
tribunal	tribunal
tribune	tribună
tributary	afluent
tribute	Omagiu
trick	truc
trickery	șmecherie
trickle	prelinge
trickster	jongler
tricky	complicat
tricycle	triciclu
trident	trident
trifle	fleac
trifling	neînlăturat
trig	trig
trigger	trăgaci
trigonometry	trigonometrie
trillion	trilion
trilogy	trilogie
trim	tunde
trimester	trimestru
trimmer	trimmer
trimming	firet
trine	trigon
trinity	Treime
trinket	breloc
trio	trio
trip	excursie
tripartite	tripartit
tripe	măruntaie
triple	triplu
triplet	triplet
triplicate	triplicat
tripod	trepied
tripping	declanșare
trite	banal
tritium	tritiu
triumph	triumf
triumphant	triumfător
trivia	trivia
trivial	banal
troll	revenire
trolley	cărucior
trombone	trombon
troop	trupe
trooper	cavalerist
troops	trupele
trophy	trofeu
tropic	tropic
tropical	tropical
tropics	tropice
trot	trap
trouble	bucluc
troubled	tulbure
troublemaker	scandalagiu
troubles	necazurile
troublesome	supărător
trough	jgheab
troupe	trupa
trousers	pantaloni
trout	păstrăv
trowel	mistrie
truce	armistiţiu
truck	camion
trucker	Trucker
truckload	camion
truculent	fioros
true	ADEVĂRAT
truelove	dragoste adevărată
truffle	trufă
truism	truism
trump	atu
trumpet	trompeta
trumpeter	trompetist
truncate	trunchia
truncated	trunchiată
trundle	se rostogoli
trunk	trompă
truss	grindă cu zăbrele
trust	încredere
trustee	administrator
trusting	încredere
trustworthy	demn de incredere
trusty	demn de încredere
truth	adevăr
truthful	sincer
truthfulness	veridicitate
try	încerca
tryout	încearcă
tryouts	castingul
tsunami	tsunami
tub	cadă
tuba	tubă
tubby	gras ca un butoi
tube	tub
tuberculosis	tuberculoză
tubing	tubing
tubular	tubular
tubule	țeavă subțire
tuck	ascunde
tucker	fălțuit
tuesday	marţi
tufted	smocuri
tug	remorcher
tugboat	remorcher
tuition	învățământ
tulip	lalea
tumble	rostogoli
tumbler	NO TRANSLATION
tumbleweed	Tumbleweed
tummy	burtică
tumor	tumoare
tumour	tumoare
tumult	tumult
tumultuous	tumultuos
tun	NO TRANSLATION
tuna	ton
tunable	acordabile
tune	ton
tunic	tunică
tuning	Tuning
tunnel	tunel
turban	turban
turbidity	turbiditate
turbine	turbină
turbo	turbo
turbulence	turbulenţă
turbulent	turbulent
turd	câcat
turf	gazon
turkey	Curcan
turmeric	curcumă
turmoil	tumult
turn	viraj
turnaround	întoarceţi-vă
turned	întoarse
turning	cotitură
turnip	ridiche
turnkey	la cheie
turnoff	NO TRANSLATION
turnout	a se dovedi
turnover	cifra de afaceri
turnpike	capră de sârmă ghimpată
turntable	placă turnantă
turpentine	terebentină
turquoise	turcoaz
turret	turelă
turtle	broasca testoasa
turtleneck	helancă
tussle	încăierare
tutelage	tutelă
tutor	tutore
tutoring	tutorat
tutu	tutu
tux	tux
tuxedo	frac
tv	televizor
twain	twain
twat	pizdă
twats	twats
tweak	ciupi
tweed	costum de tweed
tweet	tweet
tweezers	pensetă
twelfth	al doisprezecelea
twelve	doisprezece
twentieth	douăzeci
twenty	douăzeci
twerp	twerp
twig	crenguţă
twilight	amurg
twill	țesătură diagonală
twin	geamăn
twine	împleti
twinge	junghi
twinkle	sclipire
twins	Gemenii
twirl	învârti
twist	răsucire
twisted	răsucit
twister	Twister
twit	mustra
twitch	TIC nervos
twitching	spasm
twitchy	twitchy
two	Două
two step	doi pasi
twofaced	NO TRANSLATION
twofold	dublu
twosome	twosome
tycoon	magnat
tyke	tyke
type	tip
typewriter	maşină de scris
typhoid	febră tifoidă
typhoon	taifun
typical	tipic
typically	tipic
typist	dactilograf
typo	greșeală de scriere
typography	tipografie
tyrannical	tiranic
tyranny	tiranie
tyrant	tiran
tyre	obosi
ubiquitous	omniprezent
ubiquity	ubicuitate
ugliness	urâţenie
ugly	urât
uhoh	NO TRANSLATION
ukulele	chitară havaiană mică
ulcer	ulcer
ulterior	ulterior
ultimate	final
ultimately	în cele din urmă
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ecografie
ultraviolet	ultraviolet
umbilical	ombilicala
umbra	Umbra
umbrella	umbrelă
umpire	arbitru
umpteen	mulţi
unabashed	flegmatic
unabated	nepotolit
unable	incapabil
unacceptable	inacceptabil
unaccompanied	neînsoţit
unaccountable	inexplicabil
unaccounted	necontabilizate
unacknowledged	nerecunoscut
unadulterated	veritabil
unaffected	neafectat
unafraid	fără frică
unaided	fără ajutorul nimănui
unaltered	neschimbat
unambiguous	precis
unanimity	unanimitate
unanimous	unanim
unanimously	unanim
unannounced	neanunțat
unanswered	fără răspuns
unanticipated	neanticipat
unappreciated	neapreciat
unapproved	neaprobată
unarmed	neînarmat
unassisted	neasistată
unassuming	modest
unattached	neatasat
unattainable	irealizabil
unattended	nesupravegheate
unattractive	neatrăgător
unauthorized	neautorizat
unavailable	indisponibil
unavoidable	inevitabil
unaware	inconstient
unbalanced	dezechilibrat
unbearable	insuportabil
unbeatable	de neinvins
unbeaten	neînvins
unbecoming	necuviincios
unbelief	necredinţă
unbelievable	necrezut
unbiased	imparțial
unborn	nenăscut
unbound	nelegat
unbounded	nemărginit
unbreakable	incasabil
unbridled	neînfrânat
unbroken	neîntrerupt
unbutton	descheia
uncalled	nechemat
uncanny	straniu
uncaring	nepăsătoare
uncensured	NO TRANSLATION
uncertain	incert
uncertainty	incertitudine
unchallenged	nedisputat
unchangeable	egal
unchanged	neschimbat
uncharted	neexplorat, nedescoperit, nefamiliar
uncherished	NO TRANSLATION
uncivilized	sălbatic
unclaimed	nerevendicat
uncle	unchi
unclean	necurat
unclear	neclar
uncomfortable	incomod
uncommon	neobișnuit
uncommonly	mai puțin frecvent
uncomplicated	necomplicat
uncompromising	intransigent
unconcerned	indiferent
unconditional	necondiţionat
unconfirmed	neconfirmat
unconnected	neconectat
unconscionable	oneroase
unconscious	inconştient
unconsciousness	inconştienţă
unconstitutional	neconstituțional
unconstrained	neconstrâns
uncontested	necontestată
uncontrollable	necontrolabil
uncontrolled	necontrolată
unconventional	neconvențional
unconvinced	neconvins
unconvincing	neconvingător
uncooked	nefierte
uncooperative	necooperant
uncorrelated	necorelat
uncouth	necivilizat
uncover	descoperi
uncritical	necritică
uncut	netăiat
undead	Undead
undecided	nehotărât
undefeated	neînvinsă
undefined	nedefinit
undeniable	netăgăduit
underage	minor
underbelly	buricul
undercover	sub acoperire
undercurrent	curent subteran
underdog	underdog
underestimate	subestima
undergo	suferi
undergraduate	student
underground	Subteran
underhanded	neafisate
underlay	hidroizolatie
underlie	fundamenta
underline	sublinia
underlying	care stau la baza
undermine	submina
undermined	subminat
underneath	dedesubt
underpaid	prost plătite
underpants	chiloţi
underprivileged	defavorizat
underrated	subapreciat
underscore	sublinia
undersea	sub mare
undersecretary	sub secretar
undersized	mic de statură
understaffed	suficient personal
understand	a intelege
understandable	de inteles
understanding	înţelegere
understatement	afirmație modestă
understood	înțeles
understudy	dublură la teatru
undertake	întreprinde
undertaker	antreprenor de pompe funebre
undertaking	întreprindere
undertow	Undertow
underwear	lenjerie
underwood	tufăriş
underworld	lumea interlopă
underwrite	subscrie
underwriter	subscriitor
undeserved	nemeritat
undesirable	indezirabil
undesired	nedorit
undetectable	nedetectabile
undetected	nedetectate
undetermined	nedeterminat
undeveloped	nedezvoltate
undignified	nedemn
undirected	nedirijate
undisclosed	secret
undiscovered	nedescoperit
undisputed	necontestat
undisturbed	netulburată
undivided	indiviza
undo	Anula
undoing	pierzanie
undoubted	netăgăduit
undress	dezbrăca
undressed	dezbrăcat
undue	nedrept
undying	nemuritor
unearned	necâștigat
unearth	descoperi
uneasiness	nelinişte
uneasy	neliniștit
uneducated	necultivat
unemployed	şomerii
unemployment	şomaj
unencumbered	negrevate
unending	nesfârșit
unequal	inegal
unequalled	neegalat
unequivocal	neechivoc
unequivocally	fără echivoc
unethical	ne-etic
uneven	inegal
uneventful	fără evenimente importante
unexpected	neașteptat
unexpectedly	neasteptat
unexplainable	neexplicat
unexplained	inexplicabilă
unexplored	neexplorat
unfailing	inalterabil
unfair	nedrept
unfairness	nedreptate
unfaithful	necredincios
unfamiliar	necunoscut
unfavorable	nefavorabil
unfeeling	nesimţitor
unfettered	nestingherită
unfinished	neterminat
unfit	nepotrivit
unflinching	neclintit
unfold	desfășura
unfollow	Anulați urmărirea
unforeseen	neprevăzut
unforgettable	neuitat
unforgivable	de neiertat
unforgiving	neiertat
unfortunate	nefericit
unfortunately	din pacate
unfounded	neîntemeiat
unfreeze	dezgheață
unfriendly	neprietenos
unfulfilled	neîmplinit
unfurnished	nemobilata
unglued	dezlipit
ungodly	nelegiuit
ungrateful	nerecunoscător
unguarded	nepazita
unhand	NO TRANSLATION
unhappiness	nefericire
unhappy	nefericit
unharmed	nevătămat
unhealthy	nesănătos
unheard	nemaiauzit
unhelpful	nefolositor
unhindered	liber
unholy	nesfânt
unhook	scoate din cârlig
unicorn	inorog
unidentified	neidentificat
unification	unificare
unified	unificat
uniform	uniformă
uniformed	neinformat
uniformity	uniformitate
uniformly	uniform
unimaginable	de neimaginat
unimpeachable	ireproșabil
unimpeached	unimpeached
unimportant	neimportant
unimpressed	neimpresionat
unimproved	neamenajat
uninfected	neinfectate
uninformed	neinformat
uninhabited	nelocuit
uninitiated	neinițiat
uninspired	neinspirat
unintelligible	ininteligibil
unintended	neintenționate
unintentional	neintenționată
unintentionally	fara intentie
uninterested	dezinteresați
uninteresting	neinteresant
uninterrupted	neîntrerupt
uninvited	neinvitat
union	uniune
unique	unic
unisex	unisex
unison	unison
unit	unitate
unitary	unitar
unite	uni
united	Unit
unity	unitate
universal	universal
universality	universalitate
universe	univers
university	universitate
unjust	nedrept
unjustifiable	nejustificabil
