Word	lb
ritual	Ritual
ritualistic	rituell
rival	befreit
rivalry	Rivalitéit
river	Floss
riverbank	der Uelzecht
riverbed	riverbed
riverboat	Floss
rivet	Nietz
riveted	geplot sinn
riveting	Neit
roach	Roach
road	Strooss
roadblock	Stroos
roadhouse	Strooss
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	Strooss
roads	Stroossen
roadside	Strooss
roadster	Roadster
roadtrip	Strooss
roadway	Strooss
roadworks	Reine
roam	hannerlooss
roar	bréngen
roaring	Roaren
roast	opbriechen
roasted	geréischtert
rob	rob
robber	Raiber
robbery	Raiber
robe	Kleed
robin	robin
robot	Roboter
robotic	Roboter
robotics	Robotik
robust	robust sinn
roc	ROC
rock	Fiels
rocker	Rocker
rocket	Rakéit
rocks	Fielsen
rod	Staang
rodent	Nager
rodeo	rodeo
roe	Rehe
rogue	Schëlleren
role	Roll
roll	Roll
roller	Roller
rollercoaster	Achterbunn
rollers	Roller
rollicking	iwwerdrooss
rolling	Walzen
roman	Roman
romance	Romanze sinn
romantic	romantesch
romanticism	Romantik
romp	Tromp
roof	Daach
rooftop	Daach
rook	Réischteren
rookie	rookie
room	Raum
roomful	Salonen
roommate	ze sammelen
rooms	Zëmmer
roomy	erwierkt
roost	Rous
rooster	Hunn
root	Wuerzel
root beer	Wuerzel
rooted	Wuerzelen
rope	Seel
ropes	Seeler
rosary	Rosskierch
rose	opgestan
rosemary	Roserei
rosette	Rosetten
roster	gewisen
rosy	rosaresch
rot	verrot
rota	Rota
rotary	Rotary
rotate	rotéieren
rotation	Rotatioun
rote	Rote
rotor	Rotor
rotten	verfault
rotting	Rottung
rotunda	Rotunda
rouge	rouge
rough	graff
roughly	ronn
roughneck	de Buedem
roughness	Rauitéit
roulette	Roulette
round	Ronn
roundabout	Rondpoint
rounded	ofgerënnt
roundup	Ronn
rouse	raus
rouser	méi roueg
rousing	spannend
rout	rout
route	Wee
routine	z'entwéckelen
rove	Ruch
rover	Rover
roving	gehéieren
row	réckelen
rowboat	Rudderboot
rowdy	Brooke
rowing	Rudder
royal	kinneklech
royalty	Leicester
rub	reift
rubber	Gummistécker
rubbers	Gummistécker
rubbing	suckelen
rubbish	Dreckskoup sinn
rubble	Blutt geroden
rubdown	Abriecher
rubric	Rubriken
ruby	Rubin
ruckus	ruckus
rudder	Rudder
ruddy	roueg
rude	ruppeg
rudeness	Rumensitéit
rudimentary	kuerzt
rudiments	Fächer
rue	rue
rueful	Strooss
ruff	Ruff
ruffian	Ruffsch
ruffle	Ruffel
rug	Rug
rugby	Rugby
rugged	stiermesch
ruin	zerstéieren
ruination	Ruin
ruined	zerstéiert
ruinous	verierwt
ruins	Ruinen
rule	Regel
ruler	Herrscher
ruling	Urteel
rum	Rum dat
rumba	Rumba
rumble	rumble
rummage	rummage
rumor	Rumeuren
rumored	ruméiert
rump	rump
rumpus	Rompus
run	lafen
runaround	Runera
runaway	fortlafen
rundown	erofkommen
runes	Runen
rung	lafen
runner	Leefer
running	laafen
running shoes	laanger Schong
runny	lafen
runt	NO TRANSLATION
runway	landen
rupture	Broch
rural	ländlech
ruse	NO TRANSLATION
rush	séier
rushing	lafen
rust	Rust
rusted	rustéiert
rustic	rustikal
rustle	roueg
rustler	rustler
rusty	roueg
rut	rut
ruth	Ruth
ruthless	Onrouen
rye	d 'Roggen
sabbatical	Sabbat
saber	NO TRANSLATION
sable	ze sable
sabotage	Sabotage
saboteur	Saboteur
sac	Sak
sack	Sak
sacrament	Sakrament
sacred	gehellegt
sacrifice	Opfer stellen
sacrifices	Sacrificeë maachen
sacrificial	Opfer
sacrilege	Sakrament
sacrilegious	opgeriicht
sad	traureg
sadday	NO TRANSLATION
saddens	Sëllen
saddle	Suedel
sadist	Sadist
sadistic	sadistesch ass
sadly	leider
sadness	Trauregkeet
safari	Safari
safe	sécher
safeguard	Réductiounen
safekeeping	Safekeeping
safety	Sécherheet
saffron	Safran
sag	Sag
saga	Saga
sage	Salbei
saggy	verréckt
sail	Segel
sailboat	Segelboot
sailing	Segelfluch
sailor	Matrous
saint	saint
sainted	geroden
saintly	saintly
sake	Wëllen
salad	Zalot
salamander	Salamander
salami	Salami
salary	Gehalt
sale	Verkaf
salesgirl	Verkaf
salesman	Verkeefer
salient	bewosst
saline	salinéieren
saliva	Spaut
sally	sally
salmon	Lachs
salmonella	Salmonellen
salon	Salon
saloon	Saloon
salsa	Salsa
salt	Salz
salted	gesalzt
saltwater	Salzwaasser
salty	Salzwaasser
salutary	Salutär
salutation	Salut
salute	Groussen
salvage	Rettungsplang
salvation	Erléisung
salve	ze salveieren
samba	Samba
sameness	z'erhalen
sample	Beispill
samurai	Samurai
sanatorium	Sanatorium
sanctification	Hellef
sanctified	geheescht
sanctify	geheescht
sanctimonious	wonnerschéi sinn
sanction	Sanktioun
sanctioned	Sanktioun
sanctity	Hellef
sanctuary	geheescht
sanctum	Zalot
sand	Sand
sandal	Sandalen
sandbox	Sandkëscht
sander	Sander
sandman	Sandman
sandpaper	Paquet
sands	Sonn
sandstorm	Sandstorm
sandwich	Sandwicherien
sandy	Sand
sane	verännert
sanguine	sanguine
sanitarium	Sanitarium
sanitary	sanitär
sanitation	sanitär
sanity	Richtegkeet
sans	NO TRANSLATION
santa	santa
sap	sap
sapiens	sapiens
sapphire	Saphir
sappy	versprécht
sarcasm	Sarkasmus
sarcastic	Sarkastiker
sarcoma	Sarkom
sarcophagus	Sarkophag
sardine	Sardinen
sardonic	Sardinien
sarsaparilla	sarsaparilla presentéiert
sash	Trikot
sashimi	Sashimi
sassafras	Sassafras
sassy	Sessie sinn
satanic	satanic
satchel	Satchel
sate	NO TRANSLATION
satellite	Satellite
satin	Satin
satire	Satire
satirical	satiresch
satisfaction	Zefriddenheet
satisfactorily	zefriddestellend
satisfactory	zefriddenstellend
satisfied	zefridden sidd
satisfy	zefridden ze stellen
satisfying	zefriddestellend sinn
saturate	gespaart
saturated	gesüttelt
saturation	saturation
satyr	Satyr
sauce	Zooss
saucepan	Kasseroll
saucer	Ënnerhalter
saucy	'Sauerei
sauerkraut	Sauerkraut
sauna	Sauna
sausage	'Zoossisserei
savage	Savage
savagery	Staunen
savanna	Savanne
savannah	Savannah
savant	sécher
save	retten
saver	Spuerer
saving	spueren
savings	spueren
savior	Retter
savor	genéissen
savory	gehait
savvy	erstaunt
saw	gesinn huet
sawdust	geséchert
sawmill	geséchert
sax	sax
saxophone	Saxophon
say	soen
sayonara	NO TRANSLATION
scab	Scab
scabbard	Schold
scaffold	Geriicht
scaffolding	Geriichtspresident
scalding	verstuerwen
scale	Skala
scales	Skalen
scallop	Galopp
scalp	Kopfhörer
scalpel	Skalpell
scaly	schéint
scam	Bedruch
scamp	scamp
scampi	scampi
scan	scannen
scandal	Skandal
scandalous	skandaléis
scanner	Scanner
scanty	Mudam
scape	scape
scapegoat	Sëndbock
scar	Narbe
scarab	zevill Scarab
scarce	méi knapp
scarcely	knapps
scarcity	knapps
scare	Angscht ze maachen
scarecrow	schaarfulleren
scared	Angscht huet
scares	Angscht hunn
scarf	Schal sinn
scarier	schaureg
scariest	schaureg
scarlet	Scharlachrout
scary	schaureg
scat	Scat
scatter	verdeelen
scattered	ausbreede ginn
scattering	Streeung
scavenger	scavenger
scenario	Szenario
scene	Szen
scenery	Landschaften
scenic	landen
scent	Doft
scented	perfekt
scepter	Zepter
sceptical	skeptesch
scepticism	Skepsis
schadenfreude	Schued freude
schedule	Zäitplang
schematic	schematesch ass
scheme	Schema
schilling	Schilling
schism	Schisma
schizophrenia	Schizophrenie
schizophrenic	schizophrenesch sinn
schlep	schlep
schmuck	NO TRANSLATION
schnapps	Schnapps
schnitzel	Schnitzel
scholar	Geléiert
scholarly	befrot
scholarship	Stipendium
scholastic	schoulesch
school	Schoul
schoolboy	Schoulbibliothéik
schoolgirl	Schüler
schoolhouse	Schoulhaus
schooling	Schoul
schoolmaster	Schoulmeeschter
schoolteacher	NO TRANSLATION
schoolwork	Schoul Aarbecht
schoolyard	Schoulhaff
schooner	schooner
sciatica	d 'Statistik
science	Wëssenschaft
scientific	wëssenschaftlech
scientist	Wëssenschaftler
scifi	scifi
scintilla	NO TRANSLATION
scintillating	Szintillatioun
scintillation	Szintillatioun
scintillator	Scintillator
scion	scion
scissors	Schéier
scoff	scoff
scold	opreegen
scolding	opreegen
scone	Scann
scoop	Zoppe kritt
scoot	Scoot
scooter	Scooter
scope	Ëmfang
scorch	schmaachen
scorching	blanche gelooss
score	Goal geschoss huet
scoreboard	Lokaléquipe
scorer	erhéichen
scores	Scorë leien
scorn	Aal
scorned	verdeedegt
scornful	gehalen
scorpion	scorpion
scotch	Scotch
scoundrel	Haassel
scour	duerchgefouert ginn
scourge	Schold
scout	Scout
scowl	oprécken
scrabble	ze kraken
scram	Scrum
scramble	ze schloen
scrambled	verknascht
scrambler	Trikot
scrambling	agerummt
scrap	auszebauen
scrapbook	Alad
scrape	Schraufe
scrapie	Scrapie
scraping	ze schaueren
scrappy	Rescht
scratch	Schrummen
scratchy	kratzeg
scrawny	Schrack
scream	geruff
screamer	Schreiwer
screaming	gejéimert
screech	Kriechen
screen	Écran
screening	Schirmung
screenplay	Dréibuch
screenwriter	z'erreechen
screw	Schrauf
screwball	Schrack
screwdriver	Schrauerei
screwed	ofgespaart
screwy	Schrauwen
screwyou	NO TRANSLATION
scribble	ze scribble
scribe	Schrëft
scrimmage	Scrimmage
scrip	Skript
script	Skript
scriptural	Schrëft
scripture	Schrëft
scroll	scrollen
scrotum	Scrotum
scrounge	ageriicht
scrounger	Scrounger
scrub	scrub
scruffy	roueg
scrumptious	lecker
scrupulous	skrupellos
scrutinize	ze scrutéieren
scrutiny	Iwwerpréiwung
scuba	Scuba
scuff	Stuerm
scuffle	schéiner Kombinatioun
scullery	a Scullery
sculptor	Sculpteur
sculpture	Skulptur
sculptured	skulptéiert
scum	scum
scumbag	Scumbag
scurry	roueg
scurvy	Länn
scuttle	scuttle
sea	Mier
seaboard	seaboard
seafood	Iesswueren
seagull	Méck
seal	versigelt
seals	versiegelt
seam	seum
seaman	kaaman
seamless	erbäiverhand
seamstress	no der Kierfecht
seaport	Hafen
sear	Muer
search	Sich
searching	Sich no
searchlight	Suchschein gemaach
seared	secared
seashore	'Plage
seasick	seasick
seaside	Mieresstatioun
season	Saison
seasonal	saisonal
seasoned	ze gesi sinn
seasoning	ze sécheren
seat	Sëtz
seatbelt	Sëcherheetsgurt
seating	Sëtzplazen
seawater	Mieresewaasser
seaweed	erwaart
sec	sec
secession	Sezession
secluded	heemlech
seclusion	Afloss
second	zweeten
second cousin	zweet Cousin
secondary	Secondaire
secondhand	zweet Hand
secrecy	d 'Bankgeheimnis
secret	geheim
secretariat	Sekretariat
secretary	Sekretär
secrete	secrete
secretion	geheim
secretive	geheim
secretly	geheim
sect	Sektectioun
sectarian	Sekteur
section	Sektioun
sectional	Sektioun
sector	Sektor
secular	weltlech
secularism	seculariséiren
secure	sécher
securities	Wäertpabeieren
security	Sécherheet
sedan	NO TRANSLATION
sedate	geschloen
sedation	Sedatioun
sedative	Berouegungsmëttel
sedentary	gezinnt
sedge	Zäiten
sediment	Sediment
sedimentary	sedimentär
sedition	Versaan
seduce	verféieren
seducer	Verzekarter
seducing	veruersaachen
seduction	Verführung
seductive	Verleeden
see	gesinn
seed	Som
seedling	Saumon
seeds	Somen
seedy	erof
seek	sichen
seeker	opgeholl
seem	schéngen
seemingly	scheinbar
seer	Sekteur
seesaw	Wajen
seething	erof
segment	Segment
segregate	ze trennen
segregated	getrennt sinn
segregation	Segregatioun
seismic	seismesch
seize	lëschteg
seizure	Schléifer
seldom	seelen
select	auswielen
selection	Auswielen
selective	selektiv sinn
selectman	selektéieren
selenium	Selenium
self	selwer
selfharm	NO TRANSLATION
selfish	Egoismus
selfishness	Egoismus
selfless	selbstlos
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	verkafen
seller	Verkeefer
sellout	ausverkafen
seltzer	seltzer
semantics	Semantik
semaphore	Semaphore
semblance	Schafen
semen	Séi
semester	Semester
semi	hallef
semiautomatic	NO TRANSLATION
semicolon	Semikolon
seminal	zolitt
seminar	Seminaire
seminary	Seminaire
semiotics	Semiotik
senate	Senat
senator	Senator
send	schécken
sender	Sender
senescence	Senesienz
senile	Senegal
senior	Senior
seniority	Seniori
senor	Senor
senorita	Senorita
sensation	Sensatioun
sensational	sensational
sense	Sënn
senseless	sensibel sinn
senses	Sënner
sensibility	Sensibilitéit
sensible	sënnvoll
sensibly	sënnvoll
sensitive	empfindlech sinn
sensitivity	Sensibilitéit
sensor	Sensor sinn
sensory	sinn sinn
sensual	gesond sinn
sensuality	Sensualitéit
sensuous	gesond sinn
sentence	Saz
sentencing	gesetzgebung
sentient	gefillt
sentiment	Gefill
sentimental	sentimental
sentimentality	Sentimentalitéit
sentinel	Sentinel
sentry	Schelleg
separable	ze trennbar sinn
separate	trennen
separately	getrennt sinn
separation	getrennt sinn
separatist	separatistesch sinn
sepia	Sepia
sepsis	Sepsis
sept	Sept
septic	Septik
septum	Septium
sequel	fort
sequence	Haaptrei
sequent	ofgeschloss
sequestered	lafe gelooss
sequestration	Sequestrierung
serenade	serenade
serendipity	Serendipitéit
serene	onbeschwéiert
serenity	Serenitéit
sergeant	Sergeant
serial	serial
serialize	serialize
series	Serie
serif	serif
serious	schlëmm
seriousness	Série
sermon	Predestin
serpent	Schlang
serpentine	serpentine
serrated	z'iessen
serum	serum
servant	erfëllen
serve	ze déngen
server	Server
service	Service
serviceable	serviceable
servile	serviléiert
servitude	Knascht
sesame	Sesam
sess	NO TRANSLATION
session	Sessioun
sessions	Coursen
set	festgeluecht
setback	hannereneen
sett	NO TRANSLATION
setter	Setter
settle	begéinen
settled	etabléiert
settlement	Regelung
settler	Settler
settlor	Settler
setup	ageriicht
seven	siwen
seventeen	siwwenzéng
seventh	siwenten
seventy	siwwenzeg
sever	schwéier
severable	ofgeschloss
severally	streng
severance	ofgeschloss
severe	schwéier
severely	schwéier
severity	schwéier
sew	sew
sewage	Kläranlag
sewer	Kanalisatioun
sewerage	Kanalisatioun
sewing	ze bauen
sex	Geschlecht
sexist	sexistesch
sexual	sexuell
sexuality	Sexualitéit
sexy	sexy
shabby	rächen
shack	Schack
shackle	gefuddelen
shade	Schiet
shades	Nuancen
shading	ze halen
shadow	Schied
shadowy	schaarf
shady	schaarfen
shaft	Schaft
shag	Shag
shaggy	ze zagraff
shake	dréihnen
shakedown	Shakedown
shaken	gerëselt
shaker	Shaker
shaking	gerëselt
shaky	wackelen
shall	soll
shallow	geflücht
shallows	Ofwécklung
sham	Schmaacht
shaman	Schamanen
shambles	Shambles
shame	Schimmt
shamed	beschäftegen
shameful	schrecklech
shameless	schamlos
shampoo	Shampoing
shanghai	Shanghai
shank	Schank
shanty	Shanty
shape	Form
shapely	ugepaakt
shard	Schëlleren
share	ze deelen
shareholder	Aktionär
sharing	ze deelen
shark	Haif
sharp	scharf
sharpen	ze schaarf
sharpened	zimlech geschärft
sharpener	Zäiten
sharpness	Schärft
sharpshooter	Scharpshooter
shatter	zerschmettert
shattered	zerbrach
shattering	méi zerstéiert
shave	raséieren
shaver	raséiere wäert
shaving	raséiere loosse wëllt
shawl	Schal
sheaf	Sheaf
shear	kaal
shears	Schëffer
sheath	Mound
sheathing	Hülsen
shed	Hals
sheen	Sheen
sheep	Schof
sheepdog	Hammdog
sheepish	ageschüchtert
sheer	Stoppfeeler
sheet	Blat
sheik	Sheik
shelf	Regal
shell	Shell
shellfish	Mieresfriichten
shelling	schief
shelter	sichen
sheltered	oprecht geschwat
shelters	sichen
shelved	geschmaacht
shepherd	Hiert
sherbet	sherbet
sheriff	Sheriff
sherry	Sherry bäi
shield	Schëld
shift	Verréckelung
shifting	Schlaang
shifty	versichten
shilling	Shilling
shimmer	ze schimmeren
shimmering	schimmer
shimmy	schrecklech
shin	schneiden
shindig	helleg
shine	blénken
shiner	Schäin
shingle	ze schielen
shining	schéngt
shiny	blénkeg
ship	Schëff
shipment	Liwwerung
shipping	Liwwerung
shipshape	Schëffsschëff
shipwreck	Schëffsschëffer
shipyard	Werft
shire	Schrack
shirt	Shirt
shit	Scheiss
shitday	NO TRANSLATION
shitfaced	festgehalen
shithead	Scheiss
shitless	onbeschlooss
shitload	shitload
shittest	NO TRANSLATION
shitty	schéissen
shiver	zitt
shivering	frësch
shoals	Shoals
shock	Schock
shocked	schockéiert
shocker	méi schockéiert
shocking	erschreckend
shockingly	schockéiert
shoddy	schäbeg ze sinn
shoe	Schong
shoelace	Schuel
shoemaker	Schouster
shoes	Schong
shoeshine	Shoeshine
shook	gerappt
shoot	ze schéissen
shooter	schéisst
shooting	ze schéissen
shootout	Schéisserei
shop	Buttek ass
shopkeeper	Buttek
shoplifter	Labellafter
shoplifting	Léifstéier
shopper	Buttek
shopping	Shopping
shore	Ufer
shoreline	Küstelinn
shorn	verseet
short	kuerz sinn
short story	kuerz Geschicht
shortage	Mangel
shortcake	Kotti
shortcoming	engem Mëssbrauch
shortcut	Ofkiirzung
shorten	verkierzen
shortening	verkierzen
shorthand	ze kuerz
shortly	kuerz
shortness	d 'Shorttrack
shorts	Shorts
shortstop	Shortstop
shortwave	Kuerzwéier
shot	Goal geschoss huet
shotgun	Stuerm
shoulder	Schëller
shout	gejaut
shove	ze schafen
shovel	Schaufel
shoveling	Schëffer
show	ze weisen
showbiz	Showbiz
showboat	Schau
showcase	Vitrine
showdown	showdown gespillt
shower	Duschen
showgirl	Showgirl
showing	ze weisen
showoff	sech bretzen
showroom	Showroom
showy	z'erreechen
shrapnel	Schrapnel
shred	zerklengert
shrew	Schrauwen
shrewd	souzesoen
shriek	schreift
shrill	schüchteren
shrimp	Shrimp
shrine	Schräin
shrink	méi kleng maachen
shrinking	schrumpfend sinn
shrivel	schounen
shroud	Lëpsen
shrub	Strauch
shrubbery	Trëppel
shrug	gedréckt
shrunk	gerappt
shrunken	gedréckt
shudder	ze iwwerloossen
shuddering	iwwerrascht
shuffle	zoumaachen
shuffleboard	zougemaach
shuffling	ze botzen
shun	zoumaachen
shunned	zouverkaaft
shunt	ze séier
shut	zougespaart
shutdown	ausmaachen
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	Rolllueden
shuttle	Shuttle
shutup	NO TRANSLATION
shy	schei ass
shyness	schei ass
shyster	schei
sib	NO TRANSLATION
sibling	Geschwëster
sic	sic
sick	krank sinn
sickbay	krank
sicken	sicken
sickening	ze krank sinn
sickle	verschléckt
sickly	krank
sickness	Krankheet
side	Säit
sidearm	sidearm
sidebar	Sidebar
sideboard	Neijoer
sideburns	Säitekappelen
sidecar	Carré
sidekick	Sidekick
sideline	Säit
sideshow	gedeelt
sidestep	Säiten
sidewalk	Trottoir
sideways	op der Säit
sidewinder	sidewinder
siege	belagert
siesta	Siesta
sieve	Séi
sift	ze kräischen
sifting	ze sënnen
sigh	gesäit
sight	Vue
sighting	ze gesinn
sightseeing	Sightseeing
sigma	sigma
sign	Schëld
signal	Signal
signature	Ënnerschrëft
significance	Bedeitung
significant	Bedeitung
signification	Bedeitung
signify	bedeit
signpost	Schreifweis
silence	Rou stellen
silencer	Scholdzënser
silent	zougespaart
silently	zougespaart
silhouette	Silhouette
silicon	Silizium
silicone	Silikon
silk	Seid
silken	Seechen
silky	seichst
sill	Sill
silliness	Fräiheet
silly	alen
silo	Silo
silt	sult
silver	Sëlwer
silverware	Sëlwerbesteck
silvery	sëlwerglänzend
similar	ähnlech
similarity	Ähnlechkeet
simile	NO TRANSLATION
simmer	ze liesen
simmering	gelidden
simple	einfach
simples	NO TRANSLATION
simpleton	einfach
simplicity	einfach ze maachen
simplify	vereinfachen
simplistic	simplistesch ass
simply	einfach
simulate	simuléieren
simulated	simuléiert
simulating	simuléieren
simulation	Simulatioun
simulator	Simulatioun
simultaneous	gläichzäiteg
simultaneously	gläichzäiteg
sin	NO TRANSLATION
sincere	oprichtege sinn
sincerity	ze vereinfachen
sinful	sënnegt
sing	sangen
singer	Sänger
singing	sangen
single	Single
singly	alleguer
singular	singular
singularity	Singularitéit
singularly	zemools
sinister	onheemlech
sink	ënnerzegoen
sinker	Sinker
sinking	verdeelt
sinner	Sënner
sinning	sënnegen
sinus	Sinus
sip	Schlupp zéien
siphon	siphon
sipping	ze gutt
sir	Monsieur
sire	sire
siren	Sirenen
sirloin	sirloin
sissy	Sissy
sister	Schwëster
sisterhood	Schwëster
sit	sëtzt
sitcom	Sitcom
site	Site
sith	of
sitter	Sëtzer
sitting	sëtzt
situate	situéiert sinn
situated	läit
situation	Situatioun
six	sechs
sixpence	Sixpence
sixteen	siechzéng
sixth	sechsten
sixty	siechzeg
sizable	méiglechen
size	Gréisst
sizzle	zeechent
ska	NO TRANSLATION
skate	Skatepark
skateboard	Skateboard
skater	Skater
skating	Rendez-vous
skedaddle	Skaddeg
skeet	skeet
skein	skein
skeletal	Skelett
skeleton	Skelett
skeptic	Skeptiker
skeptical	skeptesch
skepticism	Skepsis
sketch	Skizzen
sketching	skizzéieren
sketchy	sketchy
skewed	Fändel geschnidden
skewer	Schief
ski	Ski
skid	klenge Schnéi
skier	skier
skiff	Schutt
skiing	Ski
skijump	NO TRANSLATION
skill	Fäegkeeten
skilled	kompetent sinn
skillet	Kaddoen
skillful	erfollegräich
skim	schmaacht
skimpy	gefleegt
skin	Haut
skinny	dënn
skip	skip
skipper	skipper
skirmish	Schprack
skirt	Mänk
skirting	gekuckt
skirts	Röcke
skit	skit
skittish	skittish
skull	Schädel
skunk	Skunk
sky	Himmel
skylight	Loftfeier
skyline	Skyline
skyscraper	Skyline
slab	Plack
slack	ze iwwerloossen
slag	Schlacken
slam	Slam
slammer	Slimmer
slander	verfloss
slanderous	schloofen
slang	fréiere Chef
slant	ausgelooss
slap	ze schloen
slash	schlitze
slashes	Schlësselen
slate	ze loossen
slates	Schiefer
slaughter	Schluechten
slaughterhouse	Schluechthaus
slaughtering	Schluechung
slave	Sklave
slavery	Sklaverei
slay	dagden
slayer	Doudeger geschitt
sleaze	schlofen
sleazy	Schlëssel
sled	NO TRANSLATION
sledding	Sledding
sledge	Schläif
sledgehammer	Schlittenhalma
sleek	Pistorius
sleep	schlofen
sleeper	Schlof
sleeping	schlofen
sleepless	Schlëmmeres
sleeplessness	Schloflosegkeet
sleepover	Schlofzoustand
sleepy	schloofen
sleepyhead	Schlofkummer
sleet	gerëselt
sleeve	Mouch
sleeveless	Sleepless
sleigh	Schlitten
sleight	Schléck
slender	schlank
sleuth	Schläif
slice	Scheffel
slick	giff ginn
slicker	liicht stiermlech
slide	Rutschbahn
slider	Schalter
sliding	rutschen
slight	liicht
slight anticipation	liicht Reesendung
slight disgust	klengem Abeit
slight surprise	kleng Iwwerraschung
slight trust	e liichten Vertrauen
slightly	liicht
slightly negative	liicht negativ
slightly positive	liicht positiv
slim	schlank
slime	Schong
slimy	lues schlëmm
sling	Fangerspëtzten
slingshot	Slingshot
slink	schlofen
slinky	schlank
slip	rutschen
slipper	Slipper
slippers	Slippers
slippery	rutscheg
slit	Schlaufen
sliver	Sliver
slob	schwaach
slobber	Stëbs
slogan	Slogan
sloop	Schlauch
slop	NO TRANSLATION
slope	Nordhang
sloppy	Schläift
slot	Slot
sloth	Fauldéier
slouch	Slouch
slough	léifsten
slow	lues
slowly	lues
slowness	Läscherlechkeet
sludge	Schlamm
slug	Stoff
slugger	Slugger
sluggish	schrècklech
sluice	Sloice
slum	schummt
slumber	schlof
slump	ze schlécken
slur	Stier
slurp	belsch
slush	schwaach
slut	Streech
slutty	Slutty
sly	sënn
smack	gefillt
small	kleng ass
smaller	kleng sinn
smallest	klengst
smallpox	Pëtrolspräisser
smart	schlëmm
smartass	smartass
smarten	smarten
smarty	Smarty
smash	zeechne
smashed	zerschloen
smattering	smattering
smear	Spur
smell	Geroch
smelling	schloofen
smelly	gewäsch
smelt	rëselt
smidgen	smidgen
smile	laachen
smiled	lächteg
smiles	laacht
smiley	smiley
smiling	lächelnd
smirk	Smirk
smite	schléit
smith	Schmadd
smithereens	smithereens
smitten	zerstéiert
smock	Stëbs
smog	Smog
smoke	fëmmt
smoker	Fëmmert
smokey	Smokey
smoking	ze fëmmen
smoky	gefëmmt
smoldering	geféierlech
smooch	Smooch
smooth	glat
smoothie	Smoothie
smoothly	ufänken
smoothness	Gutt
smother	Spuerfilter
smudge	gefuer
smug	Smug
smuggle	gefleegt
smuggler	Smuggler
smuggling	gefoltert
smut	Schéiss
snack	eppes klenges
snacks	iessen
snafu	Snafu
snag	ze packen
snags	Wécklungen
snail	Wéngertsschleek
snake	Schlaang
snakes	Schlangen
snakeskin	Snakeskin
snap	Snap
snapper	Snapper
snappy	bësseg
snapshot	Snapshot
snare	Schlaang
snarl	Snarl
snarling	verstuerwen
snatch	séierst Schapp
snatcher	Snatcher
snazzy	Snazzy
sneak	geschwächt
sneaker	Sneaker
sneakers	Turnschueder
sneaking	schloofen
sneaky	geswitcht
sneer	zejoert
sneeze	geschéngt
sneezing	geschitt
snicker	opzebauen
snide	a schnitt
sniff	geschnidden
snip	Snipp
snipe	snipe
sniper	Sniper
snippet	Snippet
snippy	snippy
snitch	gesait
snob	Snob
snoop	Snoop
snoopy	snoopy
snooty	Snooty
snooze	neit
snore	versichen
snorkel	Schnorchel
snort	séier of
snot	Snot
snotty	Stécker
snout	Mueressen
snow	Schnéi
snowball	Snowball
snowboard	Snowboard
snowboarder	Snowboarder
snowday	den Dag
snowfall	Schnéifall
snowflake	Schneeflocke
snowing	geschnidden
snowmageddon	snowmageddon
snowman	Schneemann
snowplow	Snowplow
snowstorm	Schneesturm
snowy	verschwannen
snub	Schnapp
snubbed	opgerappt ginn
snuff	schnauft
snug	gesait
snuggle	siche loossen
snuggled	gär
snuggles	Snuggles
snuggling	geschaaft gëtt
soak	ze iessen
soaked	erakommen
soaking	berouegt
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	Seef
soapbox	Seefebett
soapy	ze begeeschteren
soar	ernimmt
soaring	Stuerm
sob	NO TRANSLATION
sober	nüchteg sinn
soblessed	NO TRANSLATION
sobriety	Nëtsch
soc	soc
soccer	Fussball
sociable	ënnerschriwwe ginn
social	gesellschaftlech
socialanxiety	NO TRANSLATION
socialism	Sozialismus
socialist	sozialistesch
socialite	Socialite
socialize	normaliséieren
society	Gesellschaft
sociology	der Soziologie
sociopath	Sozioopath
sock	Socken
socket	Socket
sod	gezeechent
soda	Soda
soda/pop	Soda / Pop
sodding	a Gedrénks
sodium	Natrium
sofa	Couch
soft	mëll
softball	Softball
soften	erliichtert
softener	Wuesscher
softening	Erweiderung
softly	leif
softness	Weich
software	Software
soggy	leide géifen
sohappy	sou frou
soil	Buedem
soiled	verschmëselt
soiree	soiree
sojourn	bleiwen
solace	Solace
solar	Sonneliicht
solarium	Solarium
solder	Lotter
soldering	Lötung
soldier	Zaldot
sole	eleng
solemn	feieren
solicit	ze froen
solicitation	Solicatioun
solicitor	Affekot
solid	zolitt
solidarity	Solidaritéit
solidification	Erhuelung
solidified	vergréissert
solidify	z'erhalen
solidity	Solidarwirtschaft
solitaire	Solitaire
solitary	eenzel
solitude	Solitude
solo	Solo
solubility	léift
soluble	léislech ass
solucky	soluen
solution	Léisung
solve	léisen
solvency	Solvabilitéit
solvent	Léisungsmëttelbierger
somad	NO TRANSLATION
somatic	somaty
somber	roueg
some anticipation	e puer Viruerteeler
some disgust	Eegenschaften
some surprise	Iwwerraschung
some trust	puer Vertrauen
somersault	Somersault
somethingigetalot	NO TRANSLATION
somewhat negative	e bëssen negativ
somewhat positive	e bësse positiv
somuchtodo	NO TRANSLATION
son	Jong
sonar	Sonar
sonata	sonata
sonervous	NO TRANSLATION
song	Gesang
songwriter	Songwriter
sonic	sonic
