Word	be
supply	пастаўка
support	падтрымка
supported	падтрыманы
supporter	прыхільнік
supporters	прыхільнікаў
supporting	падтрымкі
supportive	падтрымка
suppose	меркаваць
supposed	меркаваны
supposing	выкажам здагадку
supposition	здагадка
suppress	душыць
suppression	падаўленне
supremacy	прымат
supreme	вышэйшы
supremely	у вышэйшай ступені
surcharge	надбаўка
sure	вядома
surety	даручальніцтва
surf	прыбой
surface	паверхню
surfboard	дошка для серфінгу
surfer	серфер
surge	хваля
surgeon	хірург
surgery	хірургія
surgical	хірургічны
surly	непрывабны
surmise	здагадка
surname	прозвішча
surpassing	праўзыходныя
surplus	лішак
surprise	сюрпрыз
surprised	здзіўлены
surprises	сюрпрызы
surprising	дзіўны
surprisingly	дзіўна
surreal	сюрэалістычна
surrender	здача
surrendering	капітуляцыя
surrogate	сурагат
surround	атачаць
surrounding	навакольных
surroundings	атачэнне
surveillance	назіранне
survey	абследаванне
surveying	геадэзія
surveyor	геадэзіст
survival	выжыванне
survive	ацалець
surviving	выжывае
survivor	ацалелы
susceptibility	ўспрымальнасць
susceptible	успрымальны
sushi	сушы
suspect	падазраваны
suspected	падазраваны
suspend	прыпыніць
suspended	падвешаны
suspenders	дапамагчы
suspense	невядомасць
suspension	падвеска
suspicion	падазрэнне
suspicions	падазроны
suspicious	падазроны
sustain	падтрымліваць
sustained	ўстойлівы
sustenance	сродкі да існавання
suture	сутура
suv	сув
sux	ек
swab	тампон
swag	пажыткі
swagger	развязнасці
swallow	глынаць
swami	з вамі
swamp	балотны
swamped	забалочаны
swampy	багністы
swan	лебедзь
swank	фасон
swap	своп
swarm	рой
swarming	рост бактэрый на цвёрдай асяроддзі
swastika	свастыка
swat	шлёпнуць
sway	разгойдванне
swear	прысягаць
swearing	лаянку
sweat	пот
sweater	швэдар
sweating	паценне
sweatshirt	фуфайка
sweatshop	патагоннае
sweaty	потны
sweep	разгортка
sweeper	прыбіральнік
sweeping	падмятанне
sweet	салодкі
sweeten	падсалоджваць
sweetened	падсалоджаны
sweetener	подсластітель
sweetest	саладзей
sweetheart	ўмілаваная
sweetie	цукерка
sweetness	сладость
sweets	цукеркі
swell	выпукласць
swelling	прыпухласць
sweltering	цяжкай
swerve	згортваць
swift	хуткі
swiftly	хутка
swig	глыток спіртнога
swill	пойла
swim	плаваць
swimmer	плывец
swimming	плаванне
swimsuit	купальнік
swindle	махлярства
swindler	махляр
swine	свіння
swing	арэлі
swinger	жыццялюб
swinging	хісткай
swipe	красці
swirl	вір
swish	рассякаць
switch	перамыкач
switchblade	спружынны нож
switchboard	размеркавальны шчыт
swivel	паваротны
swollen	ўздуты
swoon	падаць у прытомнасць
swoop	налётаць
sword	меч
swordfish	рыба-меч
swordplay	фехтаванне
swordsman	фехтавальшчык
sycamore	платан
syllable	склад
syllabus	праграма навучання
symbiotic	сымбалічнай
symbol	сімвал
symbolic	сімвалічны
symbolically	сімвалічна
symbolism	сімволіка
symbolize	сімвалізаваць
symmetric	сіметрычны
symmetrical	сіметрычны
symmetry	сіметрыя
sympathetic	чульлівы
sympathize	спачуваць
sympathy	сімпатыя
symphonic	сімфанічны
symphony	сімфонія
symposium	сімпозіум
symptom	сімптом
symptomatic	сімптаматычнай
synagogue	сінагога
synapse	сінапс
synaptic	сінаптычныя
sync	сінхранізаваць
synchronize	сінхранізаваць
synchronous	сінхронны
syncope	прытомнасць
syndicate	сіндыкат
syndrome	сіндром
synergistic	синергистический
synergy	узаемадзеянне
synod	сінод
synonym	сінонім
synonymous	сінанімічных
synopsis	канспект
synoptic	сіноптык
syntax	сінтаксіс
synthesis	сінтэз
synthesizer	сінтэзатар
synthetic	сінтэтычны
syphilis	пранцы
syringe	шпрыц
syrup	сіроп
system	сістэма
systematic	сістэматычная
systematically	сістэматычна
t-shirt	футболка
tab	табуляцыя
tabasco	табаско
tabby	паласаты
tabernacle	скінія
table	стол
tableau	NO TRANSLATION
tablecloth	абрус
tablespoon	сталовая лыжка
tablet	таблетка
tableware	посуд
tabloid	бульварны
taboo	табу
tabular	таблічны
tabulate	пласціністы
tabulation	табуляцыя
tachometer	тахометр
tacit	Маецца на ўвазе
tack	клейкость
tackle	снасці
tackled	вырашаць
tackling	Tackling
tacky	ліпкі
taco	тако
tact	тактоўнасць
tactful	тактоўны
tactic	тактыка
tactical	тактычны
tactics	тактыка
tactile	тактыльны
tad	NO TRANSLATION
tadpole	апалонікі
taffeta	тафта
taffy	Ірыска
tag	тэг
tail	хвост
tailed	хвостатый
tailgate	задні адкідной борт
tailings	хвасты
taillight	задні ліхтар
tailor	кравец
tailoring	Кравецкая справу
tailpipe	выхлапная труба
taint	зараза
take	прымаць
takeoff	Здымі
takeout	вылік
takeover	пераймаць
taker	які бярэш
talcum	тальк
tale	аповяд
talent	талент
talented	таленавіты
talisman	талісман
talk	гаварыць
talkative	гаманкі
talker	балбатун
tall	высокі
tallies	біркі
tallow	цвёрды тлушч
tally	лік
talon	кіпцюр
talons	NO TRANSLATION
tambourine	бубен
tame	NO TRANSLATION
tamer	утаймавальнік
taming	утаймаванне
tamper	падрабляць
tampon	тампон
tan	загар
tandem	тандэм
tang	хваставік
tangent	датычна
tangerine	мандарын
tangible	які адчуваецца
tangle	заблытваць
tangled	заблытаны
tango	танго
tank	бак
tank top	напорнай рэзервуар
tanker	танкер
tanned	дублёнага
tantalizing	мучаюць
tantamount	раўназначна
tantrum	ўспышка гневу
taoism	таоізме
tap	кран
tape	стужка
tape measure	рулетка
taper	конусность
tapering	конусападобны
tapestry	габелен
tapeworm	цепень
tapioca	тапиока
taps	краны
tar	дзёгаць
tarantula	тарантул
tardiness	марудлівасць
tardy	запознены
target	мэта
targeted	мэтавае
targeting	нацэльванне
tariff	тарыф
tarmac	гудраніраваных шашы
tarnish	потускнение
tarot	таро
tarp	NO TRANSLATION
tarry	марудзіць
tart	даўкі
tartan	шотландка
tartar	вінны камень
task	задача
tassel	пэндзлік
taste	густ
tasteful	з густам
tasteless	безгустоўны
tasting	дэгустацыя
tasty	смачны
tat	ТАТ
tattler	пляткар
tattletale	балбатун
tattoo	тату
taught	вучыў
taunt	шпілька
taupe	цёмна-шэры
taut	тугі
tavern	таверна
tawdry	мишурный
tawny	рудавата-карычневы
tax	падатак
taxed	абкладаюцца падаткам
taxi	таксі
taxicab	таксі
taxonomy	таксанамія
taxpayer	падаткаплацельшчык
tea	чай
teach	навучыць
teacher	настаўнік
teaching	навучанне
teacup	чайная чашка
teahouse	Чайхана
teal	чырок
team	каманда
teamjesus	NO TRANSLATION
teammate	таварыш па камандзе
teamwork	праца ў камандзе
teapot	чайнік
tear	адрываць
tearful	плача
tearsofjoy	NO TRANSLATION
teary	слязлівымі
tease	дражніць
teaser	задзіра
teasing	дразнение
teaspoon	чайная лыжка
teat	сасок
teatime	чаяванне
tech	цёк
technical	тэхнічны
technicality	фармальнасць
technician	тэхнік
technique	тэхніка
techno	тэхна
technological	тэхналагічны
technology	тэхналогія
ted	Тэд
teddy bear	Плюшавы мішка
tedious	стомны
tedium	скука
tee	трайнік
teeming	бітком набіты
teen	падлетак
teenage	падлеткавы
teenager	падлетак
teens	падлеткавы ўзрост
teensy	малюсенькі
teeny	маленечкі
teeth	зубы
teething	прорезываніе зубоў
teflon	тефлон
telegram	тэлеграма
telegraph	тэлеграф
telekinesis	тэлекінез
telemetry	тэлеметрыя
telepathic	тэлепатычны
telepathy	тэлепатыя
telephone	тэлефон
telescope	тэлескоп
telescopic	тэлескапічны
telethon	тэлемарафон
teletype	тэлетайп
televised	тэлепраграму
television	тэлебачанне
tell	сказаць
teller	апавядальнік
telling	кажучы
telltale	здрадлівы
temp	тэмпература
temper	характар
tempera	тэмпера
temperament	тэмперамент
temperamental	тэмпераментны
temperance	умеранасць
temperate	ўмераны
temperature	тэмпература
tempered	загартаваны
tempest	бура
template	шаблон
temple	храм
tempo	NO TRANSLATION
temporal	часовай
temporarily	часова
temporary	часовы
tempt	спакушаць
temptation	спакуса
tempting	павабны
temptress	спакусніцу
ten	дзесяць
tenable	надзейны
tenacious	чэпкі
tenacity	учэпістасць
tenancy	арэнда
tenant	арандатар
tend	мець тэндэнцыю
tendency	тэндэнцыя
tender	конкурс
tenderfoot	новапрыбылых
tenderness	пяшчота
tending	які імкнецца
tendon	сухажылле
tenement	арандуе памяшканне
tenet	дагмат
tenets	пастулаты
tenfold	дзесяць разоў
tennis	тэніс
tenor	тэнар
tense	час
tensile	расцяжымасцю
tension	напружанасць
tent	палатка
tentacle	шчупальца
tentative	папярэдні
tenth	дзесяты
tenths	дзесятыя
tenuous	разрэджаны
tenure	валоданне
tepee	вігвам паўночнаамерыканскіх індзейцаў
tepid	цёпленькі
tequila	тэкіла
teriyaki	терияки
term	тэрмін
terminal	тэрмінал
terminate	спыніць
termination	спыненне
terminator	тэрмінатар
terminology	тэрміналогія
terminus	канчатковая станцыя
termite	тэрміт
terms	тэрміны
tern	крачка
ternary	Тройская
terrace	тэраса
terrain	мясцовасць
terrestrial	зямной
terrible	жудасны
terribly	жахліва
terrier	тэр'ер
terrific	надзвычайны
terrified	жах
terrifies	жахае
terrify	палохаць
terrifying	жахлівы
territorial	тэрытарыяльнай
territory	тэрыторыя
terror	тэрор
terrorism	тэрарызм
terrorist	тэрарыст
terrorists	тэрарысты
terrorize	тэрарызаваць
terse	негаваркі
tertiary	троесны
test	тэст
testament	завяшчанне
testicle	яечка
testicular	тестикулярный
testify	даваць паказаньні
testimonial	сведчанне
testimony	сведчанне
testosterone	тэстастэрон
testy	NO TRANSLATION
tetanus	слупняк
tether	прывязь
tethered	прывязаны
tetrahedral	чатырохграннай
text	тэкст
textbook	падручнік
textile	тэкстыльны
textural	структурны
texture	тэкстура
tgif	TGIF
thank	дзякуй
thankful	удзячны
thankgod	дзякуй Богу
thanking	падзякаваўшы
thankless	няўдзячны
thanks	дзякуй
thanksalot	NO TRANSLATION
thanksgiving	падзяку
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	саламяны дах
thatmoment	NO TRANSLATION
thaumaturgy	Тауматургия
thaw	адліга
theater	тэатр
theatrical	тэатральны
theatrics	сцэнічнае мастацтва
thebest	найлепшы
theft	крадзеж
theism	тэізм
theistic	тэістычная
thelife	жыццё
thelittlethings	NO TRANSLATION
theme	тэма
theocracy	Тэакратыя
theocratic	тэакратычнай
theologian	багаслоў
theological	тэалагічны
theology	тэалогія
theorem	тэарэма
theoretical	тэарэтычны
theory	тэорыя
therapeutic	тэрапеўтычны
therapeutics	терапевтика
therapist	тэрапеўт
therapy	тэрапія
thereabouts	паблізу
thereof	гэтага
therewith	да таго ж
thermal	цеплавой
thermocouple	тэрмапара
thermodynamics	тэрмадынаміка
thermometer	тэрмометр
thermos	тэрмас
thermostat	тэрмастат
thesaurus	тэзаўрус
thesis	тэзіс
thick	тоўсты
thicken	згушчацца
thickening	патаўшчэнне
thicket	гушчар
thickness	таўшчыня
thief	злодзей
thigh	сцегнавая костка
thimble	напарстак
thin	тонкі
thing	рэч
things	рэчы
thingy	штуковіна
think	думаць
thinker	мысліцель
thinking	мысленне
third	трэці
thirds	траціны
thirst	смага
thirsty	які прагне
thirteen	трынаццаць
thirteenth	трынаццаты
thirty	трыццаць
thistle	чартапалох
thither	туды
thong	бізун
thorn	калючка
thorny	калючы
thorough	пільны
thoroughbred	чыстакроўны
thoroughfare	праезд
thought	думка
thoughtful	ўдумлівы
thoughtfulness	ўдумліва
thoughtless	бестурботны
thoughts	думкі
thousand	тысяча
thrash	малаціць
thread	нітка
threat	пагроза
threaten	пагражаць
threatened	пад пагрозай
threatening	пагрозлівы
three	тры
threefold	утрая
threesome	тройка
thresh	малаціць
threshold	парог
thrice	тройчы
thrift	беражлівасць
thrifty	эканомны
thrill	ўзбуджэнне
thrilled	усхваляваны
thriller	трылер
thrilling	захапляльны
thrive	квітнець
thriving	квітнеючы
throat	горла
throb	пульсацыя
throbbing	пульсацыя
throes	родавыя м`уки
throne	трон
throng	тоўпіцца
throttle	дросель
throw	кідаць
throwback	атавізм
thrower	кідальнік
thrown	выкінутыя
thrush	малочніца
thrust	восевая нагрузка
thruster	штурхач
thud	глухі гук
thug	галаварэз
thumb	вялікі палец рукі
thumbprint	адбітак вялікага пальца
thump	біць
thumper	відавочная хлусня
thumping	велічэзны
thunder	гром
thunderbolt	ўдар маланкі
thunderclap	ўдар грому
thundering	громападобны
thunderstorm	навальніца
thunderstruck	аглушаны
thwart	перашкаджаць
thx	Дзякуй
thyme	чабор
thyroid	шчытападобная жалеза
tiara	тыяра
tibia	галёначная костка
tic	цік
tick	клешч
ticked	цікаў
ticker	Біржавы сімвал
ticket	білет
tickle	казытаць
tickled	казыталі
ticklish	казытлівы
tidal	прыліўныя
tidal wave	прыліўная хваля
tidbit	прынадны кавалак
tide	хваля
tidings	навіны
tidy	ахайны
tie	гальштук
tier	ярус
tiff	спрэчка
tiger	тыгр
tighten	зацягнуць
tightness	цесната
tightrope	туга нацягнуты канат
tights	трыко
tilde	тыльда
tile	плітка
tiling	пліткавыя працы
till	NO TRANSLATION
tillage	апрацоўка глебы
tiller	культыватар
tilt	тэнт
tilting	перакульванне
timber	лесаматэрыялы
timberland	лясныя ўчасткі
timbre	тэмбр
time	час
timeless	векаісты
timeliness	своечасовасць
timely	своечасова
timeout	Тайм-аўт
timepiece	хранометр
timer	таймер
times	раз
timetable	расклад
timewasters	NO TRANSLATION
timid	нясмелы
timidity	нясмеласць
timing	сінхранізацыя
tin	NO TRANSLATION
tincture	настойка
tine	NO TRANSLATION
tinfoil	фальга
tinge	адценне
tingle	паколванне
tingling	паколванне
tinker	літаваць
tinkering	лапезны
tinkle	NO TRANSLATION
tinkling	бразгучы
tinnitus	звон у вушах
tinsel	бліскаўкі
tint	адценне
tiny	маленечкі
tip	наканечнік
tipper	самазвал
tipster	жучок
tipsy	падвыпілы
tiptoe	дыбачкі
tirade	тырада
tire	шына
tired	стомлены
tiredness	стому
tiredofit	NO TRANSLATION
tireless	нястомны
tiresome	стомны
tiring	стомны
tissue	тканіна
tistheseason	NO TRANSLATION
tit	цыцкі
titan	волат
titanic	тытанавы
titanium	тытан
tithe	дзесяціна
title	назву
titled	тытулаваны
titty	трах
titular	NO TRANSLATION
toad	жаба
toast	тост
toaster	тостар
toasty	падрумянены
tobacco	тытунь
toby	Тобі
tod	прайдзісвет
today	сёння
toddler	дзіця, пачатковец хадзіць
toe	палец ногі
toenail	пазногаць на пальцы ногі
toffee	Ірыска
tofu	тофу
toga	NO TRANSLATION
together	разам
togetherness	агульнасьць
toil	мучыцца
toilet	туалет
toils	цянёты
token	знак
tolerable	памяркоўны
tolerance	талерантнасць
tolerant	памяркоўны
tolerate	цярпець
toleration	верацярпімасць
toll	страты
tomahawk	тамагаўк
tomato	памідор
tomatoes	памідоры
tomb	грабніца
tombstone	надмагільная пліта
tomcat	кот
tome	мне
tomorrow	заўтра
ton	NO TRANSLATION
tone	тон
toner	тонар
tong	NO TRANSLATION
tongs	шчыпцы
tongue	мова
tonic	тонік
tonnage	танаж
tonsils	гланды
toocold	NO TRANSLATION
tool	інструмент
toolbox	скрыню для інструментаў
tooling	механічная апрацоўка
toomuchtodo	NO TRANSLATION
toot	гудок
tooth	зуб
toothache	зубная боль
toothbrush	зубная шчотка
toothed	зубчасты
toothless	бяззубы
toothpaste	зубная паста
toothpick	зубачыстка
toots	гудкі
top	топ
topaz	тапаз
topic	тэма
topical	актуальны
topless	з аголенымі грудзьмі
topographic	тапаграфічны
topographical	тапаграфічны
topography	тапаграфія
topple	скідаць
topside	палубны
tor	тор
torch	факел
torment	пакута
tormented	мучыцца
torn	разарваны
tornado	смерч
torpedo	тарпеда
torque	крутоўны момант
torrent	паток
torrid	палкі
torsion	скрут
torso	торс
tort	деликт
tortious	дэліктнага
tortoise	чарапаха
tortuous	пакручасты
torture	катаванні
tortured	катуюць
toss	кіданне
tot	NO TRANSLATION
total	агульны
totality	сукупнасць
totally	цалкам
tote	таталізатар
totem	татэм
touch	пакратаць
touchdown	пасадка
touched	дакрануўся
touching	кранальны
touchy	крыўдлівы
tough	жорсткі
toughen	рабіць больш жорсткімі
toughness	трываласць
toupee	хахол
tour	тур
tourism	турызм
tourist	турыст
tourmaline	турмалін
tournament	турнір
tourniquet	турнікет
tout	NO TRANSLATION
tow	кудзелю
towel	ручнік
tower	вежа
towering	ўзвышаецца
town	горад
townhouse	гарадская турма
township	гарадок
townspeople	гараджане
toxic	таксічны
toxicity	таксічнасць
toxicology	таксікалогія
toxin	таксін
toy	цацка
toymaker	toymaker
trace	след
traceable	прасочваецца
tracer	ізатопнага індыкатар
traces	сляды
trachea	трахея
tracing	трасіроўка
track	трэк
tracker	трэкер
tract	тракт
tractable	паслухмяны
traction	цягавы
tractor	трактар
trade	гандаль
trademark	таварны знак
trader	трэйдар
tradesman	рамеснік
trading	гандлёвы
tradition	традыцыя
traditional	традыцыйны
traffic	трафік
traffic light	святлафор
trafficking	гандаль
tragedies	трагедыі
tragedy	трагедыя
tragic	трагічны
trail	след
trailer	прычэп
train	цягнік
train set	набор цягнік
trained	навучаны
trainee	стажор
trainer	трэнер
training	навучанне
trait	рыса
traitor	здраднік
traitorous	вераломны
trajectory	траекторыя
tram	трамвай
tramp	валацуга
trample	таптаць
trampoline	батут
tramway	трамвайная лінія
trance	транс
tranquil	спакойны
tranquility	спакой
tranquilizer	транквілізатар
transact	заключаць
transaction	здзелка
transatlantic	трансатлантычны
transceiver	прыёмаперадатчык
transcend	пераўзыходзіць
transcendence	перавагу
transcendent	трансцэндэнтальны
transcendental	трансцэндэнтны
transcribe	транскрыбаваць
transcriber	перапісчык
transcript	расшыфроўка
transcription	транскрыпцыя
transfer	пераклад
transference	перанясенне
transferred	перададзеныя
transfixed	замірае
transform	пераўтварэнне
transformation	пераўтварэнне
transformer	трансфарматар
transfusion	пераліванне
transgression	трансгрэсія
transient	мінучы
transistor	транзістар
transit	транзіт
transition	пераход
transitional	пераходны
transitive	пераходны
transitory	мінучы
translate	перакладаць
translation	пераклад
translator	перакладчык
translocation	транслокация
translucent	напаўпразрысты
transmission	перадача
transmit	перадаваць
transmitter	перадатчык
transmutation	ператварэнне
transom	транец
transparency	празрыстасць
transparent	празрысты
transplant	перасадка
transplantation	трансплантацыя
transponder	транспондер
transport	транспарт
transportation	транспарт
transporter	транспарцёр
transpose	транспонировать
transposition	перастаноўка
transsexual	транссэксуал
transverse	папярочны
transvestite	трансвестыт
trap	пастка
trapdoor	люк
trapeze	трапецыя
trapped	пастцы
trapper	паляўнічы, які ставіць пасткі
trapping	ўлоўліваць
trappings	папона
traps	пасткі
trash	смецце
trashy	кепскай
trauma	траўма
traumatic	траўматычны
travail	NO TRANSLATION
travel	падарожжа
traveler	падарожнік
traveling	падарожжа
traverse	траверс
travesty	пародыя
trawl	трал
trawler	траўлер
tray	латок
treacherous	вераломны
treachery	вераломства
tread	пратэктар
treadmill	бягучы дарожка
treason	здрада
treasure	скарб
treasured	запаветная
treasurer	казначэй
treasures	скарбы
treasury	казначэйства
treat	лячыць
treatable	вылечнае
treatise	трактат
treatment	лячэнне
treaty	дагавор
treble	патроіць
tree	дрэва
trees	дрэвы
trek	падарожжа
trellis	кілімчык
tremble	дрыжаць
trembling	дрыжыкі
tremendous	велізарны
tremendously	надзвычай
tremor	тремор
trench	траншэя
trend	тэндэнцыя
trending	распасціранні
trendy	модны
trepidation	неспакой
trespass	грэх
triad	трыяда
triage	сартаванне
trial	суд
triangle	трохкутнік
triangular	трохкутны
triangulate	вырабляць трыянгуляцыі
triathlon	трохбор'і
tribal	племянной
tribe	племя
tribulation	няшчасце
tribunal	суд
tribune	трыбуна
tributary	даннікаў
tribute	даніну
trick	трук
trickery	падман
trickle	струменьчык
trickster	ашуканец
tricky	заблытаны
tricycle	трохколавы ровар
trident	трызубец
trifle	дробязь
trifling	дробязны
trig	прыбіраць
trigger	трыгер
trigonometry	трыганаметрыі
trillion	трыльён
trilogy	трылогія
trim	падрэзаць
trimester	трыместр
trimmer	трымер
trimming	зачыстка
trine	трыяда
trinity	Троіца
trinket	цацанка
trio	трыо
trip	паездка
tripartite	трохбаковы
tripe	рубец
triple	патройны
triplet	трыплет
triplicate	патройваць
tripod	штатыў
tripping	адключэнне
trite	банальны
tritium	трыцій
triumph	трыумф
triumphant	пераможны
trivia	дробязі
trivial	трывіяльны
troll	тролль
trolley	каляска
trombone	трамбон
troop	войскі
trooper	кавалерыст
troops	войскі
trophy	трафей
tropic	тропіках
tropical	трапічны
tropics	тропікі
trot	рысь
trouble	бяда
troubled	неспакойны
troublemaker	парушальнік спакою
troubles	праблемы
troublesome	клапотны
trough	карыта
troupe	трупа
trousers	штаны
trout	стронга
trowel	кельня
truce	перадышка
truck	грузавік
trucker	кіроўца грузавіка
truckload	грузавік
truculent	люты
true	ПРАЎДА
truelove	сапраўднае каханне
truffle	труфель
truism	труізм
trump	козыр
trumpet	труба
trumpeter	трубач
truncate	усекать
truncated	усечаны
trundle	каціць
trunk	магістральны
truss	ферма
trust	давер
trustee	давераная асоба
trusting	даверлівы
trustworthy	годны даверу
trusty	надзейны
truth	праўда
truthful	праўдзівы
truthfulness	праўдзівасць
try	спрабаваць
tryout	апрабаваць
tryouts	выпрабавальным
tsunami	цунамі
tub	ванна
tuba	туба
tubby	бочкападобны
tube	трубка
tuberculosis	сухоты
tubing	трубы
tubular	трубчасты
tubule	люлечка
tuck	зморшчына
tucker	косынка
tuesday	аўторак
tufted	з чубком
tug	гуж
tugboat	буксірнае судна
tuition	навучанне
tulip	цюльпан
tumble	куляцца
tumbler	NO TRANSLATION
tumbleweed	перакаці-поле
tummy	жывоцік
tumor	пухліна
tumour	пухліна
tumult	буянства
tumultuous	буяны
tun	NO TRANSLATION
tuna	тунец
tunable	наладжвальны
tune	мелодыя
tunic	кіцель
tuning	налада
tunnel	тунэль
turban	цюрбан
turbidity	мутнасць
turbine	турбіна
turbo	турба
turbulence	турбулентнасць
turbulent	турбулентных
turd	дристун
turf	дзёран
turkey	індычка
turmeric	куркума
turmoil	мітусня
turn	паварот
turnaround	павярніся
turned	аказалася
turning	паварот
turnip	рэпа
turnkey	турэмшчык
turnoff	NO TRANSLATION
turnout	забастоўка
turnover	абарот
turnpike	гасцінец
turntable	паваротны круг
turpentine	шкіпінар
turquoise	бірузовы
turret	турэль
turtle	чарапаха
turtleneck	водолазка
tussle	бойка
tutelage	апека
tutor	рэпетытар
tutoring	рэпетытарства
tutu	пачак
tux	смокінг
tuxedo	смокінг
tv	тэлевізар
twain	двое
twat	піздзіць
twats	twats
tweak	шчыпаць
tweed	Твіді
tweet	цвіркалі
tweezers	пінцэт
twelfth	дванаццаты
twelve	дванаццаць
twentieth	дваццаты
twenty	дваццаць
twerp	хам
twig	прут
twilight	змярканне
twill	саржы
twin	здвоены
twine	шпагат
twinge	згрызот
twinkle	мігацець
twins	двайняты
twirl	круціць
twist	твіст
twisted	скручаны
twister	смерч
twit	калючай рэплікай
twitch	паторгванне
twitching	тузацца
twitchy	круціцца
two	два
two step	два кроку
twofaced	NO TRANSLATION
twofold	ўдвая
twosome	тэт-а-тэт
tycoon	магнат
tyke	дварняк
type	тып
typewriter	пішучая машынка
typhoid	брушны тыф
typhoon	тайфун
typical	тыповы
typically	тыпова
typist	машыністка
typo	памылка друку
typography	кнігадрукаванне
tyrannical	тыранічны
tyranny	тыранія
tyrant	тыран
tyre	шына
ubiquitous	ўсюдыісны
ubiquity	ўсюдыіснасць
ugliness	пачварнасць
ugly	пачварны
uhoh	NO TRANSLATION
ukulele	гавайская гітара
ulcer	язва
ulterior	невыраженный
ultimate	канчатковы
ultimately	у канчатковым рахунку
ultimatum	ультыматум
ultimo	NO TRANSLATION
ultrasound	ультрагук
ultraviolet	ультрафіялетавае
umbilical	пупочные
umbra	цень
umbrella	парасон
umpire	суперарбитр
umpteen	шматлікі
unabashed	нерастерявшийся
unabated	нястомную
unable	няздатны
unacceptable	непрымальны
unaccompanied	без акампанементу
unaccountable	невытлумачальны
unaccounted	няўлічаны
unacknowledged	непрызнаны
unadulterated	найчысты
unaffected	незакранутымі
unafraid	бясстрашна
unaided	без старонняй дапамогі
unaltered	нязмененным
unambiguous	недвухсэнсоўны
unanimity	аднадушнасць
unanimous	аднадушнае
unanimously	аднагалосна
unannounced	без абвяшчэння
unanswered	пакінуты без адказу
unanticipated	неспадзяваны
unappreciated	незразуметы
unapproved	несанкцыянаваны
unarmed	бяззбройны
unassisted	без старонняй дапамогі
unassuming	непатрабавальны
unattached	непрывязаныя
unattainable	недасяжны
unattended	без нагляду
unattractive	непрывабны
unauthorized	нявырашанае
unavailable	недаступны
unavoidable	непазбежны
unaware	не ведаю
unbalanced	незбалансаванай
unbearable	невыносны
unbeatable	непераможны
unbeaten	непераўзыдзены
unbecoming	нявартым
unbelief	бязвер'е
unbelievable	неверагодна
unbiased	бесстаронні
unborn	ненароджанае
unbound	незвязаны
unbounded	неабмежаваны
unbreakable	непарушны
unbridled	зухавата
unbroken	бесперапынны
unbutton	расшпільваць
uncalled	незапатрабаваны
uncanny	звышнатуральны
uncaring	няўважлівы
uncensured	NO TRANSLATION
uncertain	няўпэўнены
uncertainty	нявызначанасць
unchallenged	нязменны
unchangeable	нязьменлівы
unchanged	без змен
uncharted	не адзначаны на карце
uncherished	NO TRANSLATION
uncivilized	нецывілізаваны
unclaimed	незапатрабаваны
uncle	дзядзька
unclean	нячысты
unclear	смутная
uncomfortable	нязручны
uncommon	рэдкі
uncommonly	незвычайна
uncomplicated	немудрагелісты
uncompromising	непахісны
unconcerned	бесклапотны
unconditional	безумоўны
unconfirmed	непацверджаны
unconnected	незвязаны
unconscionable	нядобрасумленны
unconscious	несвядомы
unconsciousness	непрытомнасць
unconstitutional	неканстытуцыйны
unconstrained	нязмушаны
uncontested	бясспрэчны
uncontrollable	некантралюемы
uncontrolled	некантралюемая
unconventional	нетрадыцыйны
unconvinced	пераканала
unconvincing	непераканаўчы
uncooked	сырой
uncooperative	адмаўляцца ад супрацоўніцтва
uncorrelated	карэляваць
uncouth	неотесанный
uncover	раскрываць
uncritical	некрытычны
uncut	неразрэзанымі
undead	нежыццю
undecided	нерашучы
undefeated	непераможны
undefined	не вызначана
undeniable	бясспрэчны
underage	непаўнагадовы
underbelly	ніз жывата
undercover	тайны
undercurrent	глыбіннае працягу
underdog	няўдачнік
underestimate	недаацэньваць
undergo	перажываць
undergraduate	студэнт
underground	метро
underhanded	падступны
underlay	падкладаць
underlie	ляжаць у аснове
underline	падкрэсліванне
underlying	які ляжыць у аснове
undermine	падрываць
undermined	падрываецца
underneath	пад
underpaid	нізкааплатных
underpants	трусы
underprivileged	немаёмным
underrated	недаацэнены
underscore	падкрэсліваць
undersea	падводны
undersecretary	намеснік
undersized	нізкарослы
understaffed	Неўкамплектаваны
understand	разумець
understandable	зразумелы
understanding	разуменне
understatement	прыніжэнне
understood	разумець
understudy	дублёр
undertake	прадпрымаць
undertaker	трунар
undertaking	прадпрыемства
undertow	адліў прыбоя
underwear	ніжняе бялізну
underwood	падлесак
underworld	падземны свет
underwrite	падпісвацца
underwriter	андеррайтер
undeserved	незаслужаны
undesirable	непажаданы
undesired	непажаданая
undetectable	необнаружимый
undetected	незаўважанай
undetermined	нявызначаны
undeveloped	неразвітымі
undignified	няварты
undirected	ненаправленную
undisclosed	не пазначана
undiscovered	нераскрыты
undisputed	бясспрэчны
undisturbed	невозмущенное
undivided	непадзеленага
undo	расшпільваць
undoing	развязванне
undoubted	бясспрэчны
undress	распранаць
undressed	распрануты
undue	несвоечасовы
undying	несмяротны
unearned	непрацоўнай
unearth	раскопваць
uneasiness	абмежаванасць
uneasy	неспакойны
uneducated	неадукаваны
unemployed	беспрацоўны
