Word	kk
ticker	тикер
ticket	билет
tickle	қыдыру
tickled	қытырлақ
ticklish	қытырлақ
tidal	тыныс алу
tidal wave	толқынды толқын
tidbit	tidbit
tide	толуы
tidings	хабарламалар
tidy	ұқыпты
tie	байлау
tier	деңгейде
tiff	tiff
tiger	жолбарыс
tighten	қатайтыңыз
tightness	тығыздығы
tightrope	тығыздау
tights	шұлықтар
tilde	тильда
tile	тақтайшасы
tiling	тақтайшалар
till	NO TRANSLATION
tillage	өңдеу
tiller	тюнер
tilt	тігу
tilting	қисаю
timber	Ағаш
timberland	тимберленд
timbre	тембр
time	уақыт
timeless	уақыт жоқ
timeliness	уақтылы
timely	уақтылы
timeout	үзіліс
timepiece	таймер
timer	таймер
times	рет
timetable	кесте
timewasters	NO TRANSLATION
timid	ұялшақ
timidity	қорқыныш
timing	уақытты белгілеу
tin	NO TRANSLATION
tincture	тұнбалары
tine	NO TRANSLATION
tinfoil	ақпан
tinge	түсіру
tingle	тыңдау
tingling	күлімсіреу
tinker	Тинкер
tinkering	тықырдыру
tinkle	NO TRANSLATION
tinkling	күлімсіреу
tinnitus	шуды
tinsel	нәзік
tint	реңк
tiny	кішкентай
tip	ұшы
tipper	самосвал
tipster	түршігерлік
tipsy	ұнамсыз
tiptoe	tiptoe
tirade	триада
tire	шиналар
tired	шаршайды
tiredness	шаршау
tiredofit	NO TRANSLATION
tireless	тынымсыз
tiresome	тыныш
tiring	шаршау
tissue	мата
tistheseason	NO TRANSLATION
tit	tit
titan	титан
titanic	титаник
titanium	титан
tithe	ондық
title	атауы
titled	аталды
titty	титми
titular	NO TRANSLATION
toad	құрсауда
toast	тосттар
toaster	тостер
toasty	тостаған
tobacco	темекі
toby	әйтпесе
tod	tod
today	бүгін
toddler	жасөспірім
toe	аяғы
toenail	тостаған
toffee	триформа
tofu	tofu
toga	NO TRANSLATION
together	бірге
togetherness	бірлік
toil	еңбек ету
toilet	дәретхана
toils	еңбекке жарамсыз
token	белгі
tolerable	төзімді
tolerance	төзімділік
tolerant	төзімді
tolerate	төзімділік
toleration	төзімділік
toll	Жол салығы
tomahawk	tomahawk
tomato	қызанақ
tomatoes	қызанақ
tomb	қабір
tombstone	тас мүсіні
tomcat	tomcat
tome	маған
tomorrow	ертең
ton	NO TRANSLATION
tone	тонна
toner	тонер
tong	NO TRANSLATION
tongs	қысқыштар
tongue	тіл
tonic	тоник
tonnage	тоннаж
tonsils	бөртпелер
toocold	NO TRANSLATION
tool	құрал
toolbox	құралдар тақтасы
tooling	құрастыру
toomuchtodo	NO TRANSLATION
toot	тостаған
tooth	тіс
toothache	тіс ауруы
toothbrush	тіс щеткасы
toothed	тіс
toothless	тіссіз
toothpaste	тіс пастасы
toothpick	тіс пиками
toots	тосттар
top	жоғарғы жағы
topaz	топаз
topic	Тақырып
topical	өзекті
topless	жоғарғы жағы жоқ
topographic	топографиялық
topographical	топографиялық
topography	топография
topple	құлдырау
topside	жоғарғы жағында
tor	тор
torch	алау
torment	азаптау
tormented	азап шекті
torn	жыртылған
tornado	Торнадо
torpedo	торпедо
torque	крутящий кезде
torrent	торрент
torrid	тозған
torsion	бұралу
torso	тері
tort	торт
tortious	қауіпті
tortoise	тасбақа
tortuous	батыл
torture	азаптау
tortured	азаптауға ұшырады
toss	тастаңыз
tot	NO TRANSLATION
total	барлығы
totality	тұтастық
totally	мүлдем
tote	тоғыз
totem	тотем
touch	түртіңіз
touchdown	жанасу
touched	қолын тигізді
touching	жанасу
touchy	жанасатын
tough	қатаң
toughen	қатайту
toughness	төзімділік
toupee	toupee
tour	тур
tourism	туризм
tourist	турист
tourmaline	турмалин
tournament	турнир
tourniquet	турнир
tout	NO TRANSLATION
tow	шабу
towel	сүлгі
tower	мұнара
towering	көтерілу
town	қала
townhouse	қалашық
township	қалашық
townspeople	қала тұрғындары
toxic	улы
toxicity	улылығы
toxicology	токсикология
toxin	токсин
toy	ойыншық
toymaker	ойыншықшы
trace	із
traceable	байқалады
tracer	қадағалаушы
traces	іздер
trachea	трахея
tracing	қадағалау
track	жол
tracker	трекер
tract	тракт
tractable	жарамды
traction	тартымдылық
tractor	трактор
trade	сауда
trademark	тауар белгісі
trader	трейдер
tradesman	саудагер
trading	сауда-саттық
tradition	дәстүрлер
traditional	дәстүрлі
traffic	трафик
traffic light	бағдаршам
trafficking	адам саудасы
tragedies	қайғылы оқиғалар
tragedy	трагедия
tragic	қайғылы
trail	соқпақ
trailer	тіркеме
train	пойыз
train set	поезд жиынтығы
trained	үйренді
trainee	стажер
trainer	жаттықтырушы
training	оқыту
trait	ерекшелігі
traitor	сатқын
traitorous	сатқын
trajectory	траектория
tram	трамвай
tramp	трамплиннен
trample	тебу
trampoline	трамплиндер
tramway	трамвай
trance	транс
tranquil	тыныш
tranquility	тыныштық
tranquilizer	транквилизатор
transact	мәміле жасау
transaction	мәміле
transatlantic	трансатлантикалық
transceiver	трансивер
transcend	трансцендент
transcendence	трансцендентность
transcendent	трансцендент
transcendental	трансцендентальды
transcribe	аудару
transcriber	абонент
transcript	транскрипт
transcription	транскрипция
transfer	аударым
transference	көшіру
transferred	ауыстырылды
transfixed	трансформацияланған
transform	түрлендіру
transformation	түрлендіру
transformer	трансформатор
transfusion	құю
transgression	трансгрессия
transient	уақытша
transistor	транзисторлар
transit	транзит
transition	көшу
transitional	өтпелі кезең
transitive	өтпелі
transitory	өтпелі кезең
translate	аудару
translation	аударма
translator	аудармашы
translocation	транслокация
translucent	мөлдір
transmission	беру
transmit	беру
transmitter	таратқыш
transmutation	трансмутация
transom	транзит
transparency	ашықтық
transparent	мөлдір
transplant	трансплантациялау
transplantation	трансплантациялау
transponder	транспондер
transport	көлік
transportation	тасымалдау
transporter	тасымалдаушы
transpose	көшіру
transposition	ауыстыру
transsexual	трансессуалдық
transverse	көлденең
transvestite	трансвестит
trap	тұзақ
trapdoor	trapdoor
trapeze	трапеция
trapped	тұйықталған
trapper	ұстаушы
trapping	ұстау
trappings	іздері
traps	тұзақтар
trash	қоқыс
trashy	қоқыс
trauma	жарақат
traumatic	травматикалық
travail	NO TRANSLATION
travel	саяхат
traveler	саяхатшы
traveling	саяхаттау
traverse	айналдыру
travesty	травести
trawl	трал
trawler	траллер
tray	науа
treacherous	алдамшы
treachery	сатқындық
tread	басу
treadmill	жүгіру жолы
treason	наразылық
treasure	қазына
treasured	қазына
treasurer	қазынашысы
treasures	қазыналар
treasury	қазынашылық
treat	емдеу
treatable	емдеуге болатын
treatise	трактат
treatment	емдеу
treaty	шарт
treble	жоғары жиілікте
tree	ағаш
trees	ағаштар
trek	трек
trellis	торы
tremble	қорқу
trembling	дрожание
tremendous	зор
tremendously	зор
tremor	тремор
trench	шұңқыр
trend	тренд
trending	тренд
trendy	сәнді
trepidation	қорқыныш
trespass	қылмыс
triad	үшбұрыш
triage	қисық сызық
trial	сот талқылауы
triangle	үшбұрыш
triangular	үшбұрышты
triangulate	үшбұрыш
triathlon	триатлон
tribal	тайпалық
tribe	тайпа
tribulation	қиыншылық
tribunal	трибунал
tribune	трибуна
tributary	ағыны
tribute	құрмет
trick	қиянат
trickery	алдау
trickle	бұрыш
trickster	трюкстер
tricky	күрделі
tricycle	үш цикл
trident	трейд
trifle	ұсақ-түйек
trifling	ұсақ-түйек
trig	триг
trigger	триггер
trigonometry	тригонометрия
trillion	триллион
trilogy	трилогия
trim	кесу
trimester	триместр
trimmer	триммер
trimming	кесу
trine	трет
trinity	үш жақты
trinket	былғарыдан жасалған
trio	трио
trip	сапар
tripartite	үш жақты
tripe	ішек-қарын
triple	үш есе
triplet	үшбұрыш
triplicate	үшбұрыш
tripod	штатив
tripping	өшіру
trite	трит
tritium	Тритий
triumph	жеңіс
triumphant	жеңімпаз
trivia	тривиа
trivial	тривиальды
troll	тролль
trolley	троллейбус
trombone	тромбон
troop	әскерлер
trooper	әскери қызметкер
troops	әскерлер
trophy	трофей
tropic	тропикалық
tropical	тропикалық
tropics	тропикке
trot	трот
trouble	проблема
troubled	алаңдаушылық
troublemaker	проблема
troubles	қиындықтар
troublesome	қиын
trough	шұңқыр
troupe	труппа
trousers	шалбар
trout	бахтах
trowel	фаланг
truce	тыныштық
truck	жүк көлігі
trucker	жүк көлігі
truckload	жүк тиеу
truculent	қатігездік
true	TRUE
truelove	нағыз махаббат
truffle	трюфель
truism	шындық
trump	қырқу
trumpet	керней
trumpeter	трубачер
truncate	қысқарту
truncated	қысқартылды
trundle	шұңқыр
trunk	магистраль
truss	трус
trust	сенімділік
trustee	қамқоршы
trusting	сену
trustworthy	сенімділік
trusty	сенімді
truth	шындық
truthful	шыншыл
truthfulness	шыншылдық
try	тырысу
tryout	байқап көру
tryouts	сынақтар
tsunami	цунами
tub	ванна
tuba	туба
tubby	түтікшесі бар
tube	құбыр
tuberculosis	туберкулез
tubing	құбырлар
tubular	құбырлы
tubule	құбырлы
tuck	құйыңыз
tucker	тукер
tuesday	сейсенбі күні
tufted	ұсақталған
tug	түтікше
tugboat	буксирлер
tuition	оқыту
tulip	қызғалдақ
tumble	құлау
tumbler	NO TRANSLATION
tumbleweed	трамвайлық
tummy	ішектің
tumor	ісік
tumour	ісік
tumult	көтеріліс
tumultuous	қасіретін
tun	NO TRANSLATION
tuna	тунца
tunable	реттелетін
tune	баптау
tunic	тігінші
tuning	баптау
tunnel	туннель
turban	тасбақа
turbidity	бұлыңғырлық
turbine	турбина
turbo	турбо
turbulence	турбуленттілік
turbulent	турбулентті
turd	тур
turf	шырша
turkey	Түркия
turmeric	түрме
turmoil	шиеленіс
turn	бұрылыңыз
turnaround	айналдыру
turned	айналды
turning	бұрылу
turnip	шалқып
turnkey	кілттің кілті
turnoff	NO TRANSLATION
turnout	болып шығу
turnover	айналым
turnpike	айналдыру
turntable	айналмалы үстел
turpentine	скипидар
turquoise	көгілдір
turret	мұнарасы
turtle	тасбақа
turtleneck	штурвал
tussle	тұмсық
tutelage	қамқорлық
tutor	тәрбиеші
tutoring	репетитор
tutu	ұстаушы
tux	тюкс
tuxedo	smokedo
tv	теледидар
twain	екі
twat	twat
twats	жіптер
tweak	шымшыңыз
tweed	tweed
tweet	tweet
tweezers	пинцет
twelfth	он екінші
twelve	он екі
twentieth	жиырмасыншы
twenty	жиырма
twerp	twerp
twig	шырша
twilight	шерту
twill	дөңгелек
twin	егіз
twine	тоқу
twinge	қасіретін
twinkle	жарқырау
twins	егіздер
twirl	бұрылыс
twist	бұралу
twisted	бұралған
twister	Twister
twit	twit
twitch	бұрылу
twitching	сындыру
twitchy	twitchy
two	екі
two step	екі қадам
twofaced	NO TRANSLATION
twofold	екі есе
twosome	екосома
tycoon	магнаты
tyke	теке
type	түрі
typewriter	баспа машинкасы
typhoid	ішек
typhoon	тайфун
typical	типтік
typically	әдетте
typist	типограф
typo	typo
typography	типография
tyrannical	зұлымдық
tyranny	тирания
tyrant	титан
tyre	шиналар
ubiquitous	барлық жерде
ubiquity	әрқашан
ugliness	нәзіктік
ugly	нәзік
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	жара
ulterior	жоғары
ultimate	түпкілікті
ultimately	сайып келгенде
ultimatum	ультиматум
ultimo	NO TRANSLATION
ultrasound	ультрадыбыстық зерттеу
ultraviolet	ультрафиолет
umbilical	umbilical
umbra	umbra
umbrella	қолшатыр
umpire	үміткер
umpteen	өмір
unabashed	жоққа шығарылды
unabated	тұрақсыз
unable	мүмкін емес
unacceptable	қолайсыз
unaccompanied	үйлестірілмеген
unaccountable	есепке алынбайды
unaccounted	есептелмеген
unacknowledged	ескертілмеген
unadulterated	дұрыс емес
unaffected	әсер етпеді
unafraid	қорықпаңыз
unaided	көмексіз
unaltered	өзгермеген
unambiguous	біржақты
unanimity	бірауыздылық
unanimous	бірауыздан
unanimously	бірауыздан
unannounced	хабарсыз
unanswered	жауап бермеді
unanticipated	күтілмеген
unappreciated	құтылмаған
unapproved	бекітілмеген
unarmed	қарусыз
unassisted	тынышсыз
unassuming	ұятсыз
unattached	тәуелді емес
unattainable	қол жетімсіз
unattended	қараусыз қалдырылған
unattractive	тартымсыз
unauthorized	рұқсатсыз
unavailable	қол жетімсіз
unavoidable	сөзсіз
unaware	білмейді
unbalanced	теңгерімсіз
unbearable	тартылмайтын
unbeatable	непобедимый
unbeaten	непобедимый
unbecoming	қолайсыз
unbelief	сенімсіздік
unbelievable	керемет
unbiased	бейтарап
unborn	туылмаған
unbound	шектелмеген
unbounded	шексіз
unbreakable	ажырамайтын
unbridled	нашар
unbroken	үзілмеген
unbutton	ажырату
uncalled	талап етілмеген
uncanny	сұлу емес
uncaring	күтпеген
uncensured	NO TRANSLATION
uncertain	белгісіз
uncertainty	белгісіздік
unchallenged	сөзсіз
unchangeable	өзгермейтін
unchanged	өзгеріссіз
uncharted	белгісіз
uncherished	NO TRANSLATION
uncivilized	нивелденбеген
unclaimed	талап етілмеген
uncle	ағайынды
unclean	таза емес
unclear	түсініксіз
uncomfortable	ыңғайсыз
uncommon	сирек кездеседі
uncommonly	сирек
uncomplicated	қарапайым емес
uncompromising	ымырасыз
unconcerned	жанаспайтын
unconditional	сөзсіз
unconfirmed	расталмаған
unconnected	қосылмаған
unconscionable	шексіз
unconscious	бейсаналық
unconsciousness	бейсаналық
unconstitutional	Конституциялық емес
unconstrained	шектеусіз
uncontested	күтпеген
uncontrollable	бақыланбайтын
uncontrolled	бақылаусыз
unconventional	дәстүрлі емес
unconvinced	сенімсіз
unconvincing	сенімсіз
uncooked	пісірілген емес
uncooperative	бірігіп жұмыс істемейді
uncorrelated	байланыстырылмаған
uncouth	ашық емес
uncover	ашу
uncritical	негритикалық емес
uncut	жоқ
undead	нендей емес
undecided	белгісіз
undefeated	непобедимый
undefined	белгісіз
undeniable	жоққа шығарылмайды
underage	кәмелетке толмаған
underbelly	жасырын
undercover	жасырын
undercurrent	төмен ағым
underdog	аздаған
underestimate	кем емес
undergo	өтіңіз
undergraduate	бакалавриат
underground	жерасты
underhanded	жасырын емес
underlay	төменгі қабат
underlie	негізделген
underline	астын сызыңыз
underlying	астында жатыр
undermine	нұқсан келтіреді
undermined	бұзылған
underneath	астына
underpaid	төленбеген
underpants	іш киім
underprivileged	әлсіз
underrated	төмендетілген
underscore	астын сызыңыз
undersea	теңізде
undersecretary	кеңесші
undersized	азайған
understaffed	жетіспеді
understand	түсіну
understandable	түсінікті
understanding	түсіну
understatement	азайту
understood	түсіндім
understudy	түсінікті
undertake	қабылдауға
undertaker	кәсіпкер
undertaking	міндеттеме
undertow	қабылдауға
underwear	іш киім
underwood	төменгі ағаш
underworld	жерасты әлемі
underwrite	жазылсын
underwriter	андеррайтер
undeserved	ақталмаған
undesirable	жағымсыз
undesired	қалаусыз
undetectable	анықталмаған
undetected	анықталмаған
undetermined	анықталмаған
undeveloped	дамымаған
undignified	белгісіз
undirected	жанама емес
undisclosed	жария етілмеген
undiscovered	ашылмаған
undisputed	сөзсіз
undisturbed	тынышсыз
undivided	бөлінбеген
undo	қайтару
undoing	жою
undoubted	сөз жоқ
undress	шіркеу
undressed	жабық
undue	артық емес
undying	жоқ
unearned	алынбаған
unearth	пайда болуы
uneasiness	алаңдаушылық
uneasy	тыныш
uneducated	оқымаған
unemployed	жұмыссыздар
unemployment	жұмыссыздық
unencumbered	жоқ
unending	аяқталмаған
unequal	тең емес
unequalled	теңдесі жоқ
unequivocal	нақты емес
unequivocally	біржақты түрде
unethical	этикалық емес
uneven	біркелкі емес
uneventful	күтпеген
unexpected	күтпеген
unexpectedly	күтпеген
unexplainable	түсініксіз
unexplained	түсініксіз
unexplored	зерттелмеген
unfailing	ұмытылмас
unfair	әділетсіз
unfairness	әділетсіздік
unfaithful	адал емес
unfamiliar	белгісіз
unfavorable	қолайсыз
unfeeling	сезімсіз
unfettered	босатылмаған
unfinished	аяқталмаған
unfit	жарамсыз
unflinching	аяқталмаған
unfold	ашу
unfollow	аяқталмаған
unforeseen	күтпеген
unforgettable	ұмытылмас
unforgivable	кешірілмейтін
unforgiving	кешірімсіз
unfortunate	бақытсыз
unfortunately	өкінішке орай
unfounded	негізсіз
unfreeze	босатыңыз
unfriendly	жансыз
unfulfilled	орындалмады
unfurnished	жиһаз жоқ
unglued	жабық емес
ungodly	құдайсыз
ungrateful	нашар
unguarded	қорғалмаған
unhand	NO TRANSLATION
unhappiness	бақытсыздық
unhappy	бақытсыз
unharmed	зиянсыз
unhealthy	зияны жоқ
unheard	естімеген
unhelpful	пайдасыз
unhindered	тосқауылсыз
unholy	ұятсыз
unhook	жоқ
unicorn	бір реңкке
unidentified	белгісіз
unification	біріктіру
unified	біріктірілген
uniform	нысаны
uniformed	киім
uniformity	біртектілігі
uniformly	біркелкі
unimaginable	мүмкін емес
unimpeachable	қолайсыз
unimpeached	тегіс емес
unimportant	маңызды емес
unimpressed	әсер етпеген
unimproved	жаңартылмаған
uninfected	жұқпасыз
uninformed	білмеген
uninhabited	тұрғын емес
uninitiated	басталмаған
uninspired	ақысыз
unintelligible	түсініксіз
unintended	күтілмеген
unintentional	кездейсоқ емес
unintentionally	кездейсоқ түрде
uninterested	мүдделі емес
uninteresting	қызықсыз
uninterrupted	үзіліссіз
uninvited	шақырылмаған
union	одақ
unique	бірегей
unisex	unisex
unison	унисон
unit	бірлік
unitary	унитарлық
unite	біріктіріңіз
united	біріктірілген
unity	бірлік
universal	әмбебап
universality	әмбебаптық
universe	Әлемнің
university	университет
unjust	әділетсіз
unjustifiable	әділетсіз
unjustified	негізсіз
unkind	мейірімсіз
unknowable	белгісіз
unknown	белгісіз
unlawful	заңсыз
unleash	босату
unlicensed	лицензиясыз
unlike	айырмашылығы жоқ
unlikely	екіталай
unlimited	шектеусіз
unlisted	тізімде жоқ
unload	түсіру
unloaded	түсірілмеген
unlock	ашу
unlucky	сәтсіз
unmanageable	басқарылмайтын
unmanned	адамсыз
unmarked	белгісі жоқ
unmarried	үйленген емес
unmask	босатыңыз
unmatched	теңдесі жоқ
unmistakable	қатал
unmitigated	ұялмаған
unmoved	белгісіз
unnamed	атаусыз
unnatural	табиғи емес
unnecessary	қажет емес
unneeded	қажет емес
unnoticed	байқалмаған
unnumbered	сансыз
unobserved	байқалмаған
unobstructed	кедергісіз
unobtrusive	беймәлім
unoccupied	бос
unofficial	бейресми
unopened	ашылмаған
unopposed	беймәлім
unordered	реттелмеген
unorganised	ұйымдастырылмаған
unorganized	ұйымдастырылмаған
unorthodox	неортодоксальды емес
unpack	ашпаңыз
unpaid	төленбеген
unparalleled	теңдесі жоқ
unpleasant	жағымсыз
unpleasantness	жағымсыздық
unplug	ажыратыңыз
unplugged	unplugged
unpopular	популярлы емес
unprecedented	бұрын-соңды болмаған
unpredictable	күтпеген
unprepared	дайын емес
unpretentious	қарапайым
unproductive	нәтижелі емес
unprofessional	кәсiби емес
unprofitable	пайдасыз
unprotected	қорғалмаған
unproven	дәлелденбеген
unprovoked	жасырын емес
unpublished	жарияланбаған
unpunished	жазасыз
unqualified	біліктілігі жоқ
unquestionable	талассыз
unquestionably	сөзсіз
unquestioned	сұраныссыз
unquote	сілтеме
unravel	шешіңіз
unreachable	қол жетімсіз
unread	оқылмаған
unreal	нақты емес
unrealistic	нақты емес
unreasonable	ақылсыз
unrecorded	тіркелмеген
unregistered	тіркелмеген
unregulated	реттелмеген
unrelated	байланысты емес
unrelenting	қатесіз
unreliable	сенімсіз
unremarkable	айрықша емес
unrepentant	Өкінбейтін
unrequited	келісілмеген
unresolved	шешілмеген
unresponsive	жауап бермейді
unrest	тәртіпсіздік
unrestrained	шектеусіз
unrestricted	шектеусіз
unromantic	непромантика
unruly	дұрыс емес
unsafe	қауіпті емес
unsanitary	антисанитариялық емес
unsatisfactory	қанағаттанарлықсыз
unsatisfied	қанағаттанарлықсыз
unsavory	қолайсыз
unscathed	зиянсыз
unscheduled	жоспардан тыс
unscientific	ғылыми емес
unscrew	бұрап шығарыңыз
unscrupulous	ажалсыз
unseat	кетпеу
unseen	көрінбейтін
unselfish	жансыз
unsettled	шешілмеген
unsightly	көрінбейтін
unsolicited	талап етілмеген
unsolved	шешілмеген
unsophisticated	күрделі емес
unsound	дұрыс емес
unspeakable	түсініксіз
unspecified	анықталмаған
unspoken	белгісіз
unstable	тұрақсыз
unsteady	тұрақсыз
unstoppable	тоқтаусыз
unsuccessful	сәтсіз
unsuitable	жарамсыз
unsung	жоқ
unsupervised	қадағалаусыз
unsupported	қолдау көрсетілмейді
unsure	сенімсіз
unsurpassed	артық емес
unsuspecting	күдіксіз
unsustainable	тұрақсыз
unsweetened	жоқ
unsympathetic	белгісіз
untamed	нашар
untenable	мүмкін емес
untested	тексерілмеген
unthinkable	мүмкін емес
untidy	қатал
untie	шешіңіз
untimely	уақтылы емес
untitled	untitled
untold	жоқ
untouchable	қол тигізбейтін
untouched	тегіс емес
untoward	сенімсіз
untraceable	untraceable
untrained	оқытылмаған
untranslated	аударылмаған
untroubled	сенімсіз
untrue	дұрыс емес
untrustworthy	сенімсіз
unturned	бас тартты
unused	пайдаланылмаған
unusual	ерекше
unusually	ерекше
unutterable	ұмытылмас
unveil	ашты
unveiling	ашу
unverified	расталмаған
unwanted	қалаусыз
unwarranted	негізсіз
unwary	абайсыз
unwashed	жуылмаған
unwavering	күрделі
unwed	жоқ
unwelcome	жағымсыз
unwell	нашар
unwilling	қаламайды
unwillingly	қалаусыз
unwillingness	қалаусыздық
unwind	босатыңыз
unwise	ақылсыз
unwitting	білмейтін
unwittingly	білмейтін
unworthy	лайықты емес
unwrap	ашыңыз
unwritten	жазылмаған
unyielding	нашар
unzip	ашу
upbeat	сәттілік
upbringing	тәрбиелеу
upcoming	алдағы уақытта
update	жаңарту
upgrade	Жаңалау
upheaval	төңкеріс
uphill	жоғары
uphold	қолдау
upholstery	бетін қаптайды
upkeep	күтім жасау
upland	төбеден
uplands	жоғары деңгейде
uplift	көтерілу
uplifting	көтерілу
uplink	uplink
upload	жүктеу
upper	жоғарғы жағы
uppercut	ұлы
uppity	жоғары
upright	тік
uprising	көтеріліс
uproar	көтеріліс
upscale	жоғары деңгейде
upset	ренішті
upshot	аяқталды
upstairs	жоғарғы жағында
upstanding	жоғары
upstart	upstart
uptight	ұйқы
upward	жоғары
upwards	жоғары
uranium	уран
urban	қалалық
urchin	урхин
urge	шақыру
urgency	өзекті
urgent	шұғыл
urinal	зәр шығару
urinalysis	зәр анализі
urinate	зәр шығару
urination	зәр шығару
urine	несеп
urn	urn
usable	қолайлы
usage	пайдалану
use	пайдалану
used	пайдаланылды
useful	пайдалы
usefully	пайдалы
usefulness	пайдалы
useless	пайдасыз
user	пайдаланушы
usher	usher
usual	әдеттегі
usurp	усурп
usurped	ұрланған
usury	сүю
utensil	ыдыс-аяқ
uterus	жатыр
utilitarian	утилитарлы
utility	қызметтік бағдарлама
utilization	пайдалану
utilize	пайдаланады
utmost	ең жақсы
utopian	утопиялық
utter	айту
utterance	айту
utterly	мүлдем
vacancy	бос орын
vacant	бос
vacate	босатыңыз
vacation	демалыс
vaccination	вакцинация
vaccine	вакцина
vacuolar	вакуум
vacuole	вакуол
vacuous	вакуумсыз
vacuum	вакуум
vagabond	қыдыру
vagina	қынапшық
vaginal	вагинальды
vagrancy	қаңылтырлық
vagrant	бұзақылық
vague	белгісіз
vagueness	белгісіздік
vainly	ұқыпсыз
valance	валанс
vale	вале
valedictorian	валедиктор
valentine	Валентин
valet	қолбасшы
valiant	батыл
valid	жарамды
validate	тексеріңіз
validation	тексеру
validity	жарамдылық
valium	валиум
valley	алқап
valor	NO TRANSLATION
valuable	құнды
valuables	құндылықтар
valuation	бағалау
value	мәні
valve	клапан
vamoose	NO TRANSLATION
vamp	вамп
vampire	вампир
van	NO TRANSLATION
vandal	бұзақылық
vandalism	вандализм
vane	жолақ
vanguard	авангард
vanilla	ванильді
vanish	жоғалады
vanished	жоғалып кетті
vanishing	жоғалады
vanity	дәрменсіздік
vanquish	жеңу
vanquished	жеңіске жетті
vanquishing	жеңу
vantage	вантаж
vapor	буы
vara	NO TRANSLATION
variable	айнымалы
variance	ауытқу
variation	вариация
variations	вариациялар
varicella	варикелла
varicose	варикозды
varied	әртүрлі
variegated	әртүрлі
variety	әртүрлілік
various	әр түрлі
varmint	varmint
varnish	лак
varsity	әдепкі
vary	әртүрлі
varying	әртүрлі
vascular	қан тамырлары
vase	ваза
vasectomy	вазэктомия
vassal	вассал
vast	үлкен
vat	қ
vaudeville	Вудвилл
vault	қойма
vaulted	қойылған
vaulting	күзету
veal	бұзау еті
vector	векторы
veer	веранда
vega	Vega
vegan	жәнеген
vegetable	көкөніс
vegetarian	вегетарианшы
vegetarianism	вегетарианшылдық
vegetation	өсімдіктер
vegetative	вегетативтік
veggie	вегетариандықтар
vehement	кернеуі
vehicle	көлік құралы
veil	жабық
veiled	жабық
vein	вена
veined	жабылды
vellum	кілегей
velocity	жылдамдық
velour	велюр
velvet	барқыт
velvety	барқыт
vena	вена
vendetta	вендеттеу
vending	сауда
vendor	сатушы
veneer	фанера
venerable	құрметті
veneration	венерация
venereal	венерологиялық
venetian	венериялық
vengeance	кек алу
vengeful	қарсылық
venison	густер
venom	улы
venomous	улы
venous	веноздық
vent	желдету
ventilation	желдету
ventilator	желдеткіш
venting	желдету
ventricle	қарыншаға
ventricular	қарыншалық
ventriloquist	ventriloquist
venture	кәсіпорын
venue	Өткізу орны
veracity	шынайылық
veranda	веранда
verb	етістік
verbal	ауызша
verbatim	verbatim
verbiage	вербийлік
verbose	дерексіз
verbosity	верижение
verdant	верандағы
verdict	үкім
verge	шегі
verification	тексеру
verified	тексерілді
verify	тексеріңіз
verily	шынымен
veritable	шынайы
vermin	жәндіктер
vermouth	вермут
vernacular	жергілікті
vernal	ежелгі
veronica	вероника
versatile	жан-жақты
versatility	әмбебаптығы
verse	өлең
version	нұсқасы
versus	қарсы
vert	тік
vertebra	омыртқа
vertebral	омыртқа
vertex	шыңы
vertical	вертикалды
vertically	тігінен
vertigo	тікенек
verve	бұзылу
very negative	өте теріс
very positive	өте оң
veryangry	NO TRANSLATION
vesicle	весикле
vesicular	vesicular
vessel	кеме
vest	киім
vested	берілді
vestibule	вестибюль
vestige	босату
vet	вет
veteran	ардагер
veterinarian	ветеринария
veterinary	ветеринария
veto	вето
vexed	күйзелген
viability	өміршеңдігі
viable	өміршең
viaduct	виадукт
vial	құты
vibe	діріл
vibes	діріл
vibrant	жанданған
vibrate	дірілдеу
vibration	діріл
vibrator	вибратор
vibratory	тербеліс
vicar	викар
vicarious	викторий
vice	вице-министр
viceroy	вернерой
vicinity	жақын
vicious	қатал
victim	құрбан
victimized	зардап шеккен
victor	жеңімпаз
victoria	Виктория
victorious	жеңіске жетті
victory	жеңіс
video	бейне
video game	Видео ойын
videotape	бейнежазба
vie	NO TRANSLATION
view	көрініс
viewer	көрермен
viewing	қарау
viewpoint	көзқарас
vigil	қырағы
vigilance	қырағы
vigilant	сергек
vigilante	вигиланте
vignette	виньет
vigor	күш
vigorous	жігерлі
viking	viking
vile	жалған
villa	Виллем
village	ауыл
villager	ауыл тұрғыны
villain	злодея
villainous	түршігерлік
vinaigrette	винегрет
vindicate	ақтау
vindicated	ақталған
vindication	ақтау
vindictive	кек алу
vine	жүзім
vinegar	сірке суы
vineyard	жүзімдіктер
vintage	көне
vinyl	винил
viola	viola
violate	бұзу
violation	бұзу
violence	зорлық
violent	зорлық-зомбылық
violently	зорлықпен
violet	күлгін
violin	скрипка
violinist	скрипкашы
viper	күзетші
viral	вирустық
virgin	қыз
virginal	виргин
virginity	қыздыру
virility	кәдімгі
virology	вирусология
virtual	виртуалды
virtually	іс жүзінде
virtue	ізгілік
virtuoso	виртуоздық
virtuous	ізгі
virulence	вируленттілік
virus	вирус
visa	виза
visage	NO TRANSLATION
viscosity	тұтқырлығы
viscous	тұтқыр
