Word	ml
secularism	മതനിരപേക്ഷത
secure	സുരക്ഷിത
securities	സെക്യൂരിറ്റീസ്
security	സുരക്ഷ
sedan	NO TRANSLATION
sedate	ശാന്തത
sedation	ശാന്തത
sedative	ശീലം
sedentary	നിശ്ശബ്ദത
sedge	സെഡ്ജ്
sediment	മൃതദേഹം
sedimentary	നിബിഡത
sedition	കലാപം
seduce	വഞ്ചിക്കുക
seducer	അപകീർത്തിപ്പെടുക
seducing	വഴി തെറ്റി
seduction	മയക്കം
seductive	വിനയാന്വിതനായി
see	കാണുക
seed	വിത്തുവീതം
seedling	തൈകൾ
seeds	വിത്തുകൾ
seedy	വിരസത
seek	അന്വേഷിക്കുക
seeker	അന്വേഷകൻ
seem	തോന്നുന്നു
seemingly	അപ്രതീക്ഷിതമായി
seer	ദർശകൻ
seesaw	സീസൺ
seething	ശാന്തമായി
segment	സെഗ്മെന്റ്
segregate	വേർതിരിക്കൽ
segregated	തരംതിരിച്ചിരിക്കുന്നു
segregation	വേർപെടുത്തുക
seismic	ഭൂകമ്പം
seize	പിടികൂടുക
seizure	പിടിക്കൽ
seldom	അപൂർവം
select	തിരഞ്ഞെടുക്കുക
selection	തിരഞ്ഞെടുക്കൽ
selective	തിരഞ്ഞെടുത്തത്
selectman	സെലക്ടര്
selenium	സെലിനിയം
self	സ്വയം
selfharm	NO TRANSLATION
selfish	സ്വാർഥത
selfishness	സ്വാർത്ഥത
selfless	നിസ്സംഗത
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	വിൽക്കുക
seller	വിൽപ്പനക്കാരൻ
sellout	വിൽക്കുന്നത്
seltzer	സെറ്റ്സർ
semantics	സെമാന്റിക്സ്
semaphore	സെമഫോര്
semblance	സാമ്യം
semen	ബീജം
semester	സെമസ്റ്റർ
semi	സെമി
semiautomatic	NO TRANSLATION
semicolon	അർദ്ധവിരാമം
seminal	സെമിനൽ
seminar	സെമിനാർ
seminary	സെമിനാരി
semiotics	സെമിയോട്ടിക്സ്
senate	സെനറ്റ്
senator	സെനറ്റർ
send	അയയ്ക്കുക
sender	അയയ്ക്കുന്നയാൾ
senescence	senescence
senile	senile
senior	മുതിർന്നയാൾ
seniority	സീനിയോറിറ്റി
senor	സെനറ്റർ
senorita	senorita
sensation	സംവേഗം
sensational	സംതൃപ്തമായ
sense	അർത്ഥം
senseless	ബുദ്ധിഹീനമായ
senses	ഇന്ദ്രിയങ്ങൾ
sensibility	ബോധക്ഷയം
sensible	വിദഗ്ധമായ
sensibly	ബോധപൂർവ്വം
sensitive	സെൻസിറ്റീവ്
sensitivity	സംവേദനക്ഷമത
sensor	സെൻസർ
sensory	സെൻസറി
sensual	വികാരഭരിതമായ
sensuality	വശ്യത
sensuous	വിനീതമായ
sentence	വാചകം
sentencing	ശിക്ഷ വിധിക്കൽ
sentient	വികാരം
sentiment	വികാരം
sentimental	വികാരം
sentimentality	വികാരം
sentinel	സെന്റീനൽ
sentry	ജയിലിൽ
separable	വിഭജനം
separate	വേർതിരിക്കുക
separately	പ്രത്യേകം
separation	വേർപിരിയൽ
separatist	വിഘടനവാദി
sepia	സെപിയ
sepsis	സെപ്സിസ്
sept	സെപ്തംബർ
septic	സെപ്റ്റിക്
septum	സെപ്തംബർ
sequel	തുടർച്ച
sequence	ക്രമം
sequent	തുടർച്ചയായി
sequestered	വേർതിരിച്ചു
sequestration	sequestration
serenade	സെറനെയ്ഡ്
serendipity	സെറെൻഡിപിറ്റി
serene	ശുദ്ധവായു
serenity	ശാന്തത
sergeant	സെർജന്റ്
serial	സീരിയൽ
serialize	സീരിയലൈസ് ചെയ്യുക
series	പരമ്പര
serif	സെരിഫ്
serious	ഗുരുതരമായ
seriousness	ഗുരുതരമായ
sermon	പ്രഭാഷണം
serpent	സർപ്പം
serpentine	സർപ്പന്റൈൻ
serrated	കുഴഞ്ഞുപോയി
serum	സെറം
servant	ദാസൻ
serve	സേവിക്കുക
server	സെർവർ
service	സേവനം
serviceable	സേവനം
servile	മദ്യം
servitude	അടിമത്തം
sesame	എള്ള്
sess	NO TRANSLATION
session	സെഷൻ
sessions	സെഷനുകൾ
set	സജ്ജമാക്കുക
setback	തിരിച്ചടി
sett	NO TRANSLATION
setter	സെറ്റർ
settle	താമസിക്കുക
settled	തീർന്നു
settlement	സെറ്റിൽമെന്റ്
settler	കുടിയേറ്റക്കാരൻ
settlor	സെറ്റിൽ
setup	സജ്ജമാക്കുക
seven	ഏഴ്
seventeen	പതിനേഴ്
seventh	ഏഴാം പുസ്തകം
seventy	എഴുപത്
sever	വിച്ഛേദിക്കുക
severable	വേർപെടുത്തുക
severally	മറച്ചുവെച്ചാൽ
severance	ഉദാസീനത
severe	കഠിനമായ
severely	കഠിനമായി
severity	തീവ്രത
sew	തളിക്കുക
sewage	മാലിന്യങ്ങൾ
sewer	വഴുതന
sewerage	മാലിന്യം
sewing	തയ്യൽ
sex	ലിംഗം
sexist	ലൈംഗികത
sexual	ലൈംഗിക
sexuality	ലൈംഗികത
sexy	സെക്സി
shabby	ഷബ്ബി
shack	ഷാക്ക്
shackle	ഇളക്കിക്കൊല്ലുക
shade	തണല്
shades	ഷേഡുകൾ
shading	ഷേഡിംഗ്
shadow	നിഴൽ
shadowy	നിഴൽ
shady	ഷേഡി
shaft	ഷാഫ്റ്റ്
shag	ശവം
shaggy	ശാസിക്കൂ
shake	കുലുക്കുക
shakedown	shakedown
shaken	ഇളകി
shaker	ഷേക്കർ
shaking	കുലുക്കി
shaky	ലജ്ജാശീലം
shall	ചെയ്യും
shallow	ആഴം കുറഞ്ഞ
shallows	shallows
sham	ഷാം
shaman	ശമനം
shambles	ഷാംസ്
shame	ലജ്ജ
shamed	ലജ്ജിച്ചു
shameful	ലജ്ജാകരമായ
shameless	ലജ്ജാകരമാണ്
shampoo	ഷാംപൂ
shanghai	ഷാൻഗായ്
shank	ക്ഷീണിപ്പിക്കുക
shanty	വൃത്തികെട്ട
shape	ആകൃതി
shapely	പതിവുപോലെ
shard	ഷാർഡ്
share	പങ്ക്
shareholder	ഓഹരി ഉടമ
sharing	പങ്കിടുന്നു
shark	സ്രാവ്
sharp	മൂർച്ച
sharpen	മൂർച്ച കൂട്ടുക
sharpened	മൂർച്ചകൂട്ടി
sharpener	മൂർച്ച കൂട്ടിയത്
sharpness	മൂർച്ച
sharpshooter	ഷാർപ്പ്ഷൂട്ടർ
shatter	തകർക്കുക
shattered	തകിടംമറിച്ചു
shattering	ഷട്ടർ ചെയ്യുന്നു
shave	ക്ഷൗരം ചെയ്യുക
shaver	ഷേവർ
shaving	ഷേവിങ്ങ്
shawl	ഷാൾ
sheaf	ഷെഫ്
shear	ഷിയർ
shears	ഷിയർ
sheath	ഉറവിടം
sheathing	ഷേഡിംഗ്
shed	ചൊരിഞ്ഞു
sheen	ഷീൻ
sheep	ആടുകൾ
sheepdog	ചെമ്മരിയാട്
sheepish	ആട
sheer	സുന്ദരമാണ്
sheet	ഷീറ്റ്
sheik	ഷീക്ക്
shelf	ഷെൽഫ്
shell	ഷെൽ
shellfish	ഷെൽഫിഷ്
shelling	ഷെൽവിംഗ്
shelter	അഭയം
sheltered	അഭയം
shelters	അഭയകേന്ദ്രങ്ങൾ
shelved	ഷാർട്ട് ചെയ്തു
shepherd	ഇടയൻ
sherbet	ഷെർബെറ്റ്
sheriff	ഷെരിഫ്
sherry	സെയ്രി
shield	ഷീൽഡ്
shift	ഷിഫ്റ്റ്
shifting	മാറുന്നു
shifty	shifty
shilling	ഷില്ലിംഗ്
shimmer	shimmer
shimmering	മങ്ങിയത്
shimmy	ഷമ്മി
shin	ഷിൻ
shindig	shindig
shine	തിളങ്ങുക
shiner	ഷൈനർ
shingle	ഷൈൻൾ
shining	തിളങ്ങുന്ന
shiny	തിളങ്ങുന്ന
ship	കപ്പൽ
shipment	കയറ്റി അയയ്ക്കുക
shipping	ഷിപ്പിംഗ്
shipshape	കടൽത്തീരം
shipwreck	കപ്പൽച്ചേതം
shipyard	കപ്പൽശാല
shire	ഷയർ
shirt	ഷർട്ട്
shit	ഷീറ്റ്
shitday	NO TRANSLATION
shitfaced	വൃത്തികെട്ട
shithead	തട്ടിമാറ്റി
shitless	അചഞ്ചലമായ
shitload	shitload
shittest	NO TRANSLATION
shitty	ഷൈറ്റി
shiver	കുഴഞ്ഞുവീഴുക
shivering	മങ്ങിക്കൽ
shoals	ഷൂളുകൾ
shock	ഞെട്ടൽ
shocked	ഞെട്ടി
shocker	ഞെട്ടലാണ്
shocking	ഞെട്ടൽ
shockingly	ഞെട്ടിക്കുന്നതാണ്
shoddy	നിശബ്ദത
shoe	ഷൂ
shoelace	ഷൂലേസ്
shoemaker	ഷൂമാക്കർ
shoes	ഷൂസുകൾ
shoeshine	ഷൂഷൈൻ
shook	ഇളകി
shoot	ഷൂട്ട്
shooter	ഷൂട്ടർ
shooting	ഷൂട്ടിംഗ്
shootout	വെടിവയ്പ്പ്
shop	ഷോപ്പ്
shopkeeper	കച്ചവടക്കാരൻ
shoplifter	ഷോപ്പ്ലിഫ്റ്റർ
shoplifting	ഷോപ്പിംഗ്
shopper	ഷോപ്പര്
shopping	ഷോപ്പിംഗ്
shore	തീരം
shoreline	തീരം
shorn	ഷോർൺ
short	ചെറുത്
short story	ചെറുകഥ
shortage	ക്ഷാമം
shortcake	കുറുക്കുവഴി
shortcoming	കുറവ്
shortcut	കുറുക്കുവഴി
shorten	ചുരുക്കുക
shortening	ചുരുക്കി
shorthand	ഷോർട്ട്ഹാൻഡ്
shortly	താമസിയാതെ
shortness	ക്ഷതം
shorts	ഷോർട്ട്സ്
shortstop	ഷോർട്ട്സ്റ്റോപ്പ്
shortwave	ഷോർട്ട്വേവ്
shot	ഷോട്ട്
shotgun	ഷോട്ട് ഗൺ
shoulder	തോൾ
shout	ഷൌട്ട്
shove	കുതിക്കുക
shovel	കോരിക
shoveling	തിളങ്ങുന്നു
show	കാണിക്കുക
showbiz	ഷോബിസ്
showboat	ഷോബോട്ട്
showcase	ഷോകേസ്
showdown	ഷോഡൌൺ
shower	ഷവർ അടങ്ങിയിരിക്കുന്നു
showgirl	ഷോ ഗേൾസ്
showing	കാണിക്കുന്നു
showoff	മറ്റുള്ളവരുടെ അഭിപ്രായം നേടാനുള്ള ശ്രമം
showroom	ഷോറൂം
showy	ഷോപ്പി
shrapnel	മുഷിഞ്ഞ
shred	വൃത്തിയാക്കി
shrew	ക്ഷീണിച്ചു
shrewd	സൂക്ഷ്മപരിശോധന
shriek	ഇളകികൊടുക്കുക
shrill	വൃത്തിയാക്കുക
shrimp	ചെമ്മീൻ
shrine	ദേവാലയം
shrink	ചുരുക്കുക
shrinking	ചുരുങ്ങിക്കൊണ്ടിരിക്കുന്നു
shrivel	കുലുക്കി
shroud	ശവകുടീരം
shrub	പച്ചമരം
shrubbery	പച്ചക്കറി
shrug	ചവച്ചു വെക്കുക
shrunk	ചുരുക്കി
shrunken	ചുരുക്കിയത്
shudder	ഷഡ്ഡര്
shuddering	ഷഡ്ഡഡിംഗ്
shuffle	ഷഫിൾ ചെയ്യുക
shuffleboard	ഷഫിൾബോർഡ്
shuffling	മങ്ങുന്നു
shun	അവഗണിക്കുക
shunned	ഷേണായി
shunt	മാറ്റി വയ്ക്കുക
shut	അടയ്ക്കുക
shutdown	ഷട്ട് ഡൌണ്
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	ഷട്ടർ
shuttle	ഷട്ടിൽ
shutup	NO TRANSLATION
shy	ലജ്ജാശയം
shyness	ലജ്ജാശയം
shyster	ഷൈസ്റ്റര്
sib	NO TRANSLATION
sibling	സഹോദരൻ
sic	sic
sick	രോഗം
sickbay	sickbay
sicken	sicken
sickening	വിരസത
sickle	അരിവാൾ
sickly	രോഗബാധിതനാണ്
sickness	രോഗം
side	വശ
sidearm	സൈഡ് ഗാർമെന്റ്
sidebar	സൈഡ്ബാർ
sideboard	സൈഡ്ബോർഡ്
sideburns	സൈഡ്ബൺസ്
sidecar	സൈഡ്കാർ
sidekick	സൈഡ്കിക്കി
sideline	തിരഞ്ഞു
sideshow	സൈഡ്ഷോ
sidestep	പുറംതൊലി
sidewalk	നടപ്പാതകൾ
sideways	തിരമാലകൾ
sidewinder	sidewinder
siege	ഉപരോധം
siesta	siesta
sieve	അരിപ്പ
sift	sift
sifting	sifting
sigh	നിശബ്ദത
sight	കാഴ്ച
sighting	കാഴ്ച
sightseeing	പ്രകൃതിദൃശ്യം കാണാനായി
sigma	സിഗ്മ
sign	അടയാളം
signal	സിഗ്നൽ
signature	കയ്യൊപ്പ്
significance	പ്രാധാന്യത്തെ
significant	പ്രധാനമായത്
signification	ചിഹ്നം
signify	സൂചിപ്പിക്കുക
signpost	signpost
silence	നിശബ്ദത
silencer	സൈലൻസർ
silent	നിശബ്ദത
silently	നിശബ്ദമായി
silhouette	സിലൗട്ട്
silicon	സിലിക്കൺ
silicone	സിലിക്കൺ
silk	പട്ട്
silken	സിൽക്ക്
silky	സിൽക്ക്
sill	അലങ്കാരം
silliness	വൃത്തികെട്ട
silly	നിസാരമായ
silo	സിലോ
silt	സെൽ
silver	വെള്ളി
silverware	വെള്ളി നിറം
silvery	വെള്ളി നിറം
similar	സമാനമായ
similarity	സമാനത
simile	NO TRANSLATION
simmer	മാരിനേറ്റ് ചെയ്യുക
simmering	മന്ദത
simple	ലളിതം
simples	NO TRANSLATION
simpleton	ലളിതമായ
simplicity	ലാളിത്യം
simplify	ലളിതമാക്കുക
simplistic	ലളിതമായത്
simply	ലളിതമായി
simulate	സിമുലേറ്റ് ചെയ്യുക
simulated	മാതൃകയായി
simulating	സിമുലേറ്റ് ചെയ്യുന്നു
simulation	സിമുലേഷൻ
simulator	സിമുലേറ്റർ
simultaneous	ഒരേസമയം
simultaneously	ഒരേ സമയം
sin	NO TRANSLATION
sincere	ആത്മാർത്ഥ
sincerity	ആത്മാർത്ഥത
sinful	പാപമുണ്ട്
sing	പാടുക
singer	ഗായകൻ
singing	പാടുന്നു
single	സിംഗിൾ
singly	ഉച്ചത്തിൽ
singular	ഏകവചനം
singularity	സിംഗുലാരിറ്റി
singularly	singularly
sinister	ദുഷിച്ച
sink	മുങ്ങുക
sinker	സിക്കിർ
sinking	മുങ്ങിക്കൊണ്ടിരിക്കുന്നു
sinner	പാപി
sinning	പാപം ചെയ്തു
sinus	sinus
sip	sip
siphon	siphon
sipping	മുക്കി
sir	സാർ
sire	അത്രമാത്രം
siren	siren
sirloin	കുല
sissy	sissy
sister	സഹോദരി
sisterhood	സഹോദരി
sit	ഇരിക്കുക
sitcom	സിറ്റ്കോം
site	സൈറ്റ്
sith	sith
sitter	തപാൽ
sitting	ഇരിക്കൂ
situate	സ്ഥാനം പിടിക്കുക
situated	സ്ഥിതിചെയ്യുന്നു
situation	സാഹചര്യം
six	ആറു
sixpence	ആറുപഴം
sixteen	പതിനാറ്
sixth	ആറാമത്
sixty	അറുപതു
sizable	ഗംഭീരം
size	വലിപ്പം
sizzle	സംസ്കരിക്കുക
ska	NO TRANSLATION
skate	സ്കേറ്റ്
skateboard	സ്കേറ്റ്ബോർഡ്
skater	സ്കഡർ
skating	സ്കേറ്റിംഗ്
skedaddle	skedaddle
skeet	സ്കീറ്റ്
skein	സ്കിൻ
skeletal	അരോമിലം
skeleton	അസ്ഥികൂടം
skeptic	നിശബ്ദത
skeptical	സംശയമൊന്നുമില്ല
skepticism	സന്ദർഭവശാൽ
sketch	സ്കെച്ച്
sketching	വര
sketchy	രേഖാചിത്രങ്ങൾ
skewed	വക്രത
skewer	കശുവണ്ടി
ski	സ്കീ
skid	തൊലി
skier	സ്കയർ
skiff	സ്കീഫ്
skiing	സ്കീയിംഗ്
skijump	NO TRANSLATION
skill	വൈദഗ്ധ്യം
skilled	കഴിവുള്ള
skillet	പുളുസു
skillful	കഴിവുള്ള
skim	തണുപ്പിക്കുക
skimpy	രസകരം
skin	തൊലി
skinny	സ്കിന്നി
skip	ഒഴിവാക്കുക
skipper	നായകൻ
skirmish	വഴക്ക്
skirt	പാവാട
skirting	മരക്കൂട്ടൽ
skirts	സ്കിറ്റുകൾ
skit	സ്കേറ്റിങ്ങ്
skittish	തിമിംഗലം
skull	തലയോട്ടി
skunk	വേദന
sky	ആകാശം
skylight	സ്കൈ ലൈറ്റ്
skyline	സ്കൈലൈൻ
skyscraper	അംബരചുംബികൾ
slab	സ്ലാബ്
slack	സ്ലാക്ക്
slag	സ്ലാം
slam	സ്ലാം
slammer	സ്ലാമർ
slander	ദൂഷണം
slanderous	അപകീർത്തികരമായ
slang	ആലിംഗനം
slant	വെറുതേ
slap	സ്താപിക്കുക
slash	സ്ലാഷ്
slashes	സ്ലാഷുകൾ
slate	സ്ലേറ്റ്
slates	സ്ലേറ്റ്സ്
slaughter	അറുപ്പാനുള്ള ആടുകളെ തന്നേ
slaughterhouse	അടിമത്തം
slaughtering	അറുപ്പുകയാണ്
slave	അടിമ
slavery	അടിമത്തം
slay	കൊല്ലുക
slayer	കുല
sleaze	വൃത്തിയാക്കുക
sleazy	വല്ലാത്ത
sled	NO TRANSLATION
sledding	സ്ലെഡിംഗ്
sledge	വഴുതന
sledgehammer	മയക്കമരുന്ന്
sleek	സുഗന്ധം
sleep	ഉറക്കം
sleeper	സ്ലീപ്പർ
sleeping	ഉറങ്ങുക
sleepless	ഉറക്കമില്ലാത്ത
sleeplessness	ഉറക്കമില്ലായ്മ
sleepover	ഉറക്കം
sleepy	ഉറക്കം
sleepyhead	ഉറക്കമില്ലായ്മ
sleet	വൃത്തിയാക്കുക
sleeve	സ്ലീവ്
sleeveless	ഉറങ്ങുക
sleigh	സ്ഹിരി
sleight	ഭരമേല്പിക്കുക
slender	നേര്ത്ത
sleuth	വഞ്ചന
slice	വയ്ക്കുക
slick	മയങ്ങി
slicker	സ്ലൈക്കർ
slide	സ്ലൈഡ്
slider	സ്ലൈഡർ
sliding	സ്ലൈഡുചെയ്യുന്നു
slight	ചെറുത്
slight anticipation	ചെറിയ മുൻകരുതൽ
slight disgust	ചെറിയ വെറുപ്പ്
slight surprise	ചെറിയൊരു അത്ഭുതം
slight trust	ചെറിയ വിശ്വാസമുണ്ട്
slightly	ചെറുതായി
slightly negative	ചെറുതായി നെഗറ്റീവ്
slightly positive	അല്പം നല്ലത്
slim	മെലിഞ്ഞ
slime	നീളം
slimy	സ്ലിമ്മി
sling	കവി
slingshot	സ്ലിങ്ങ്ഷോട്ട്
slink	സ്ലിങ്ക്
slinky	സ്ലിങ്കി
slip	തെന്നുക
slipper	സ്ലിപ്പർ
slippers	ചെരിപ്പുകൾ
slippery	സ്ലിപ്പറി
slit	വഴുതന
sliver	സ്ലൈവർ
slob	സ്ലോബ്
slobber	slobber
slogan	മുദ്രാവാക്യം
sloop	സ്നോപ്പ്
slop	NO TRANSLATION
slope	ചരിവ്
sloppy	അലസമായ
slot	സ്ലോട്ട്
sloth	മന്ദബുദ്ധി
slouch	മയക്കമരുന്ന്
slough	മങ്ങിയത്
slow	പതുക്കെ
slowly	പതുക്കെ
slowness	മന്ദത
sludge	മയക്കുമരുന്ന്
slug	മയക്കുമരുന്ന്
slugger	മന്ദഹസരം
sluggish	മന്ദത
sluice	മയക്കുമരുന്ന്
slum	ചേരി
slumber	ഉറക്കം
slump	തകർച്ച
slur	മങ്ങിക്കുക
slurp	സ്ലർപ്
slush	തട്ടുക
slut	വൃത്തികെട്ട
slutty	പാവം
sly	എസ്
smack	മണം
small	ചെറുത്
smaller	ചെറുത്
smallest	ഏറ്റവും ചെറിയ
smallpox	വസൂരി
smart	സ്മാർട്ട്
smartass	രൂക്ഷപരിഹാസം
smarten	ആലിംഗനം
smarty	സ്മാർട്ട്
smash	സ്മാഷ്
smashed	തകർത്തു
smattering	മദ്യം
smear	സ്മിയർ
smell	മണം
smelling	മണം
smelly	സുഗന്ധം
smelt	ദഹിപ്പിക്കാം
smidgen	smidgen
smile	പുഞ്ചിരി
smiled	പുഞ്ചിരി
smiles	പുഞ്ചിരി
smiley	സ്മൈലി
smiling	പുഞ്ചിരി
smirk	പുഞ്ചിരി
smite	അടിക്കുക
smith	സ്മിത്ത്
smithereens	സുഗന്ധം
smitten	അടിച്ചു
smock	കൊള്ളാം
smog	പുകവലിക്കുക
smoke	പുക
smoker	പുകവലിക്കാറില്ല
smokey	പുക
smoking	പുകവലി
smoky	പുകവലി
smoldering	മയക്കണം
smooch	smooch
smooth	മിനുസമായ
smoothie	സ്മൂത്തി
smoothly	സുഗമമായി
smoothness	മിനുസമാർന്നത്
smother	ക്ഷമിക്കണം
smudge	മയങ്ങി
smug	സുബോധം
smuggle	കള്ളക്കടത്തുക
smuggler	കള്ളക്കടത്തുകാരൻ
smuggling	കള്ളക്കടത്ത്
smut	പുഞ്ചിരി
snack	ലഘുഭക്ഷണം
snacks	സ്നാക്ക്സ്
snafu	snafu
snag	കൊള്ളാതിരിക്കൽ
snags	തട്ടിപ്പ്
snail	നഖം
snake	പാമ്പ്
snakes	പാമ്പുകൾ
snakeskin	അദ്ഭുതം
snap	സ്നാപ്പ്
snapper	സ്നാപ്പർ
snappy	കഷ്ടം
snapshot	സ്നാപ്പ്ഷോട്ട്
snare	കണി
snarl	സ്തർൽ
snarling	വഞ്ചന
snatch	പിടിക്കുക
snatcher	കൊള്ളക്കാരൻ
snazzy	തണുത്തുറഞ്ഞ
sneak	ഒളിച്ചുനടക്കുക
sneaker	sneaker
sneakers	സ്നേക്കേഴ്സ്
sneaking	വഞ്ചന
sneaky	സ്നേക്ക്
sneer	സ്നെർ
sneeze	തുമ്മുക
sneezing	തുമ്മൽ
snicker	സ്നിക്കർ
snide	തട്ടുക
sniff	തട്ടുക
snip	കടിയ്ക്കുക
snipe	ലഘുഭക്ഷണം
sniper	സ്നിപ്പർ
snippet	സ്നിപ്പറ്റ്
snippy	സ്നിപ്പി
snitch	snitch
snob	സ്നോബ്
snoop	വഞ്ചി
snoopy	ഇടവേള
snooty	കൊള്ളാം
snooze	സ്നൂസ് ചെയ്യുക
snore	കഷ്ടം
snorkel	സ്നോർക്കൽ
snort	തമാശ
snot	സ്നോട്ട്
snotty	അച്ഛൻ
snout	കട്ടി
snow	മഞ്ഞും
snowball	മഞ്ഞുമൂടി
snowboard	സ്നോബോർഡ്
snowboarder	സ്നോബോർഡർ
snowday	മഞ്ഞുതുള്ളി
snowfall	മഞ്ഞുവീഴ്ച
snowflake	സ്നോഫ്ലെക്ക്
snowing	മഞ്ഞുതുള്ളി
snowmageddon	സ്നോമാഡെഡൻ
snowman	മഞ്ഞുവീഴ്ച
snowplow	മഞ്ഞുകട്ട
snowstorm	മഞ്ഞുകാറ്റ്
snowy	മഞ്ഞുള്ള
snub	സംഭോഗം ചെയ്യുക
snubbed	സംസ്കരിച്ചത്
snuff	മയക്കമരുന്ന്
snug	തട്ടുക
snuggle	ചവറ്റുകൊട്ട
snuggled	ഉറങ്ങുകയായിരുന്നു
snuggles	സ്ങ്കഗ്ൾസ്
snuggling	snuggling
soak	മുക്കിവയ്ക്കുക
soaked	ഒലിച്ചിറങ്ങി
soaking	കുതിർത്തത്
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	സോപ്പ്
soapbox	സോപ്പ്ബോക്സ്
soapy	സോപ്പ്
soar	ഉണരുക
soaring	നീങ്ങുന്നു
sob	NO TRANSLATION
sober	ശാന്തമാണ്
soblessed	NO TRANSLATION
sobriety	നിസംഗത
soc	സോ
soccer	സോക്കർ
sociable	സഹൃദയനായ
social	സാമൂഹിക
socialanxiety	NO TRANSLATION
socialism	സോഷ്യലിസം
socialist	സോഷ്യലിസ്റ്റ്
socialite	സാമൂഹൈറ്റ്
socialize	സാമൂഹികവൽക്കരിക്കുക
society	സമൂഹം
sociology	സാമൂഹ്യശാസ്ത്രം
sociopath	സമൂഹം
sock	സോക്ക്
socket	സോക്കറ്റ്
sod	പായസം
soda	സോഡ
soda/pop	സോഡ പോപ്പ്
sodding	sodding
sodium	സോഡിയം
sofa	സോഫ
soft	മൃദു
softball	സോഫ്റ്റ്ബോൾ
soften	മൃദുവാക്കുക
softener	സോഫ്റ്റ്നെർ
softening	മയക്കുന്നത്
softly	മൃദുവായി
softness	മൃദുത്വം
software	സോഫ്റ്റ്വെയർ
soggy	കുതിച്ചുചാട്ടം
sohappy	വളരെ സന്തോഷം
soil	മണ്ണ്
soiled	രോഗം
soiree	സോറി
sojourn	താമസിക്കുക
solace	സോളേസ്
solar	സോളാർ
solarium	സോളാരി
solder	സോൾഡർ
soldering	ശീതകാലം
soldier	പടയാളിയാണ്
sole	സോൾ
solemn	ഗന്ധകം
solicit	അഭ്യർത്ഥിക്കുക
solicitation	അഭ്യർത്ഥന
solicitor	സോളിസിറ്റർ
solid	ഖര
solidarity	ഐക്യദാർഢ്യം
solidification	ദൃഢീകരണം
solidified	ദൃഢമാക്കി
solidify	ദൃഢമാക്കുക
solidity	ദൃഢത
solitaire	സോളറി
solitary	ഒറ്റക്കായി
solitude	ഏകാന്തത
solo	ഒറ്റ
solubility	പരിഹാരം
soluble	ലയിക്കുന്ന
solucky	സിക്കിബി
solution	പരിഹാരം
solve	പരിഹരിക്കുക
solvency	സോൾവൻസി
solvent	ജലം
somad	NO TRANSLATION
somatic	സിമാറ്റിക്
somber	മയക്കം
some anticipation	ചില മുൻകരുതൽ
some disgust	ചില വെറുപ്പ്
some surprise	ചില അത്ഭുതങ്ങൾ
some trust	ചില വിശ്വാസങ്ങൾ
somersault	കുഴിമാടം
somethingigetalot	NO TRANSLATION
somewhat negative	ഏതാണ്ട് നെഗറ്റീവ്
somewhat positive	അൽപ്പം നല്ലത്
somuchtodo	NO TRANSLATION
son	മകൻ
sonar	സോണാർ
sonata	sonata
sonervous	NO TRANSLATION
song	പാട്ട്
songwriter	ഗാനരചയിതാവ്
sonic	സോണിക്
sonice	NO TRANSLATION
sonnet	സോൺ
sonorous	ശബ്ദമയമായ
soot	അഴുക്കുപുരണ്ട
soothe	ശാന്തമാക്കുക
soothing	സുഖം
sophisticated	സങ്കീർണ്ണമായ
sophistication	സങ്കീർണ്ണത
sophomore	സോഫോമൂർ
sopissed	NO TRANSLATION
soppy	കുരുമുളക്
soprano	സോപാൻഡോ
sorcerer	മന്ത്രകൻ
sorcery	മന്ത്രവാദം
sordid	ദുർമ്മോഹം
sore	വല്ലാത്ത
soready	മയക്കമരുന്ന്
sorely	കഠിനമായി
soreness	വല്ലാത്ത
sorghum	സോർഗം
sorority	സൊറോറിറ്റി
sorrow	ദുഃഖം
sorrowful	ദുഃഖഭരിതൻ
sorry	ക്ഷമിക്കണം
sort	അടുക്കുക
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	തരംതിരിക്കൽ
sos	NO TRANSLATION
soscared	സോസ്കെയർ
soscary	soscary
soslow	വളരെ സാവധാനം
sostressed	NO TRANSLATION
sosweet	വളരെ മധുരമുള്ള
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	ആത്മാവ്
soulful	ആത്മാവ്
soulless	സോൾസസ്
soulmate	ആത്മാവ്
sound	ശബ്ദം
sounding	കേൾക്കുന്നു
soundness	ശാന്തത
soundproof	ശബ്ദരഹിതമായ
soundtrack	ശബ്ദട്രാക്ക്
soup	സൂപ്പ്
sour	പുളി
source	ഉറവിടം
sourpuss	സൂർപുസ്
south	തെക്ക്
southbound	തെരുവിലേക്ക്
southeast	തെക്ക് കിഴക്ക്
southern	തെക്കൻ
southpaw	തെക്കുപടിഞ്ഞാറ്
southwest	തെക്കുപടിഞ്ഞാറ്
souvenir	സുവനീർ
sovereign	പരമാധികാരി
sovereignty	പരമാധികാരം
soviet	സോവിയറ്റ്
sow	വിതെക്കുക
soy	സോയ്
soy sauce	സോയാ സോസ്
soybean	സോയാബീൻ
spa	സ്പാ
