Word	mi
shortcut	pokatata
shorten	poto
shortening	poto
shorthand	poto
shortly	tata
shortness	poto
shorts	poto
shortstop	poto
shortwave	takawaenga
shot	pana
shotgun	pereki
shoulder	peke
shout	hamama
shove	pupuhi
shovel	koko
shoveling	pupuhi
show	whakaatu
showbiz	showbiz
showboat	tohu whakaatu
showcase	whakaaturanga
showdown	Tuhinga
shower	kaukau
showgirl	Tuhinga o mua
showing	whakaatu
showoff	Tuhinga o mua
showroom	whakaaturanga
showy	Tuhinga o mua
shrapnel	Tuhinga o mua
shred	Tuhinga o mua
shrew	whakatikatika
shrewd	he mohio
shriek	tangi
shrill	te hiku
shrimp	pounamu
shrine	whare karakia
shrink	whakaheke
shrinking	whakaheke
shrivel	ka taka
shroud	hiku
shrub	tipu
shrubbery	te tipu
shrug	mataku
shrunk	Tuhinga o mua
shrunken	Tuhinga o mua
shudder	te mataku
shuddering	whakahihi
shuffle	Tuhinga
shuffleboard	Tuhinga o mua
shuffling	Tuhinga o mua
shun	ka karo
shunned	ka karohia
shunt	shunt
shut	tutakina
shutdown	tutakina
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	matapihi
shuttle	kauhoe
shutup	NO TRANSLATION
shy	mataku
shyness	mataku
shyster	whakahi
sib	NO TRANSLATION
sibling	teina
sic	Tuhinga o mua
sick	mate
sickbay	mate mate
sicken	haurangi
sickening	maama
sickle	toronui
sickly	mate
sickness	mate
side	taha
sidearm	sidearm
sidebar	taapiri
sideboard	raina
sideburns	Tuhinga o mua
sidecar	taha
sidekick	sidekick
sideline	Tuhinga
sideshow	tautuhi
sidestep	Tuhinga
sidewalk	Tuhinga o mua
sideways	taha
sidewinder	taha taha
siege	whakapainga
siesta	tere
sieve	tatari
sift	Tuhinga o mua
sifting	whakahua
sigh	tangi
sight	kite
sighting	kite
sightseeing	tirotiro
sigma	sigma
sign	tohu
signal	tohu
signature	waitohu
significance	nui
significant	nui
signification	tohu
signify	tohuhia
signpost	tohu tohu
silence	kati
silencer	whakamutu
silent	noho puku
silently	kaore
silhouette	silhouette
silicon	kiriata
silicone	silicone
silk	hika
silken	karaka
silky	hika
sill	Tuhinga o mua
silliness	Tuhinga o mua
silly	wairangi
silo	silo
silt	pakaru
silver	hiriwa
silverware	te hiriwa
silvery	hiriwa
similar	rite tonu
similarity	rite te rite
simile	NO TRANSLATION
simmer	whakakotahi
simmering	Tuhinga
simple	māmā
simples	NO TRANSLATION
simpleton	māmā
simplicity	māmā
simplify	whakaiti
simplistic	Tuhinga o mua
simply	noa
simulate	whakaata
simulated	whakahekehia
simulating	whakatikatika
simulation	whakahoutanga
simulator	kaikorero
simultaneous	kotahi
simultaneously	i te wa kotahi
sin	NO TRANSLATION
sincere	pono
sincerity	pono
sinful	hara
sing	waiata
singer	kaiwaiata
singing	waiata
single	kotahi
singly	takitahi
singular	motuhake
singularity	motuhake
singularly	motuhake
sinister	hara
sink	kati
sinker	mimiti
sinking	pakaru
sinner	hara
sinning	hara
sinus	hara
sip	Tuhinga
siphon	siphon
sipping	te tihi
sir	e te rangatira
sire	Tuhinga o mua
siren	siren
sirloin	sirloin
sissy	Tuhinga o mua
sister	tuahine
sisterhood	tuahine
sit	noho
sitcom	noho
site	pae
sith	Tuhinga
sitter	noho
sitting	noho
situate	noho
situated	tu
situation	āhuatanga
six	ono
sixpence	onopence
sixteen	tekau ma ono
sixth	ono
sixty	ono tekau
sizable	Tuhinga
size	rahi
sizzle	Tuhinga
ska	NO TRANSLATION
skate	tohu
skateboard	panuku
skater	kiriata
skating	hikoi
skedaddle	skedaddle
skeet	putea
skein	Tuhinga
skeletal	kōhiwi
skeleton	pounamu
skeptic	whakahē
skeptical	whakapae
skepticism	whakahē
sketch	tuhi
sketching	te tuhi
sketchy	tohu
skewed	Tuhinga o mua
skewer	Tuhinga
ski	hika
skid	Tuhinga o mua
skier	rangatira
skiff	Tuhinga o mua
skiing	hika
skijump	NO TRANSLATION
skill	pūkenga
skilled	tohunga
skillet	skillet
skillful	tohunga
skim	Tuhinga o mua
skimpy	kapi
skin	kiri
skinny	kiri
skip	peke
skipper	kapeke
skirmish	whakaheke
skirt	pito
skirting	whakaheke
skirts	Tuhinga o mua
skit	tohu
skittish	maeneene
skull	angaanga
skunk	skunk
sky	rangi
skylight	rangi
skyline	rangi
skyscraper	kapi
slab	papa
slack	ngoikore
slag	Tuhinga
slam	Tuhinga
slammer	pupuhi
slander	korero kino
slanderous	kaikawe
slang	Tuhinga o mua
slant	Tuhinga o mua
slap	paku
slash	whakawhitinga
slashes	kohuru
slate	Tuhinga o mua
slates	kora
slaughter	patu
slaughterhouse	whare patu
slaughtering	patu
slave	pononga
slavery	Tuhinga o mua
slay	patu
slayer	kohuru
sleaze	whakaheke
sleazy	maeneene
sled	NO TRANSLATION
sledding	koha
sledge	Tuhinga o mua
sledgehammer	Tuhinga o mua
sleek	Tuhinga o mua
sleep	moe
sleeper	moe
sleeping	moe
sleepless	moe kore
sleeplessness	te moe
sleepover	Tuhinga o mua
sleepy	moe
sleepyhead	moe
sleet	Tuhinga o mua
sleeve	ringaringa
sleeveless	kaore ano
sleigh	Tuhinga o mua
sleight	Tuhinga o mua
slender	Tuhinga o mua
sleuth	Tuhinga o mua
slice	poro
slick	pakuhi
slicker	pupuhi
slide	kiriata
slider	kiriata
sliding	whakaheke
slight	iti
slight anticipation	Tuhinga o mua
slight disgust	iti kino
slight surprise	iti te maere
slight trust	iti te whakawhirinaki
slightly	paku
slightly negative	paku iti
slightly positive	paku pai
slim	iti
slime	panuku
slimy	Tuhinga o mua
sling	toka
slingshot	slingshot
slink	whakaheke
slinky	slinky
slip	whakaheke
slipper	Tuhinga
slippers	Tuhinga o mua
slippery	pahekeheke
slit	whakaheke
sliver	Tuhinga o mua
slob	pakaru
slobber	tohu
slogan	whakapae
sloop	tohu
slop	NO TRANSLATION
slope	pakaru
sloppy	pakaru
slot	putea
sloth	toenga
slouch	Tuhinga
slough	pupuhi
slow	tere
slowly	āta
slowness	tere
sludge	ngutu
slug	Tuhinga
slugger	slugger
sluggish	ngawari
sluice	Tuhinga
slum	Tuhinga
slumber	moe
slump	Tuhinga
slur	Tuhinga
slurp	panuku
slush	pupuhi
slut	paheke
slutty	Tuhinga
sly	kae
smack	ka pakaru
small	iti
smaller	iti
smallest	iti rawa
smallpox	potae
smart	atamai
smartass	smartass
smarten	smarten
smarty	atamai
smash	keri
smashed	ka pakaru
smattering	maata
smear	whakahua
smell	kakara
smelling	pupuhi
smelly	haurangi
smelt	hika
smidgen	smidgen
smile	ataata
smiled	ka ataata
smiles	ataata
smiley	ataata
smiling	ka ataata
smirk	smirk
smite	patu
smith	smith
smithereens	Tuhinga o mua
smitten	patua
smock	Tuhinga
smog	smog
smoke	paowa
smoker	haurangi
smokey	Tuhinga
smoking	te paoa
smoky	pupuhi
smoldering	hika
smooch	smooch
smooth	maeneene
smoothie	maheni
smoothly	maeneene
smoothness	maeneene
smother	pupuhi
smudge	makutu
smug	smug
smuggle	whakahē
smuggler	Tuhinga o mua
smuggling	whakaheke
smut	makutu
snack	paramanawa
snacks	paramanawa
snafu	mahanga
snag	parag
snags	nga koko
snail	toha
snake	maoa
snakes	nga nakahi
snakeskin	snakeskin
snap	rore
snapper	te hopu
snappy	haumaru
snapshot	whakaahua
snare	mahanga
snarl	ngongo
snarling	pupuhi
snatch	te hopu
snatcher	pupuhi
snazzy	snazzy
sneak	pakaru
sneaker	Tuhinga o mua
sneakers	Tuhinga o mua
sneaking	Tuhinga o mua
sneaky	Tuhinga o mua
sneer	koha
sneeze	Tuhinga
sneezing	Tuhinga o mua
snicker	pupuhi
snide	pupuhi
sniff	pupuhi
snip	snip
snipe	Tuhinga o mua
sniper	kapi
snippet	Tuhinga
snippy	paku
snitch	tarai
snob	snob
snoop	Tuhinga o mua
snoopy	snoopy
snooty	snooty
snooze	Tuhinga o mua
snore	pupuhi
snorkel	kapi
snort	pupuhi
snot	snot
snotty	snotty
snout	Tuhinga o mua
snow	hukarere
snowball	hukarere
snowboard	hukarere
snowboarder	te hukarere
snowday	hukarere
snowfall	haurangi
snowflake	snowflake
snowing	hukarere
snowmageddon	te hukarere
snowman	hukarere
snowplow	hukarere
snowstorm	te hukarere
snowy	hukarere
snub	snub
snubbed	ka pangia
snuff	Tuhinga
snug	snug
snuggle	pakaru
snuggled	pupuhi
snuggles	putea
snuggling	Tuhinga o mua
soak	paku
soaked	ka makona
soaking	peke
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	te hopi
soapbox	pounamu
soapy	kapi
soar	tohu
soaring	Tuhinga o mua
sob	NO TRANSLATION
sober	kia mahara
soblessed	NO TRANSLATION
sobriety	haurangi
soc	Tuhinga o mua
soccer	poikiri
sociable	he pai
social	pāpori
socialanxiety	NO TRANSLATION
socialism	hapori
socialist	tangata hapori
socialite	hapori
socialize	whakawhitiwhiti
society	hapori
sociology	ahurea
sociopath	sociopath
sock	kakano
socket	turanga
sod	kohua
soda	houra
soda/pop	houra / pop
sodding	kohua
sodium	konutai
sofa	sofa
soft	ngohengohe
softball	poihau
soften	whakahou
softener	ngohengohe
softening	whakahoutia
softly	māmā
softness	ngohengohe
software	pūmanawa
soggy	Tuhinga o mua
sohappy	ka hari
soil	oneone
soiled	kua poke
soiree	peraree
sojourn	noho
solace	te oranga
solar	marama
solarium	solarium
solder	Tuhinga
soldering	Tuhinga
soldier	koa
sole	kotahi
solemn	nui
solicit	rapua
solicitation	te inoi
solicitor	roia
solid	pakari
solidarity	Tuhinga
solidification	te whakatairanga
solidified	whakatōpū
solidify	whakapumautia
solidity	pakari
solitaire	motuhake
solitary	tuumotu
solitude	moemoea
solo	Tuhinga
solubility	whakaheke
soluble	whakarewa
solucky	solucky
solution	otinga
solve	whakaoti
solvency	Tuhinga
solvent	whakarewa
somad	NO TRANSLATION
somatic	nui
somber	somber
some anticipation	etahi tumanako
some disgust	etahi kino
some surprise	etahi maere
some trust	etahi whakawhirinaki
somersault	Tuhinga o mua
somethingigetalot	NO TRANSLATION
somewhat negative	he kino rawa
somewhat positive	he pai
somuchtodo	NO TRANSLATION
son	tama
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	waiata
songwriter	kaitito waiata
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	tangi
soot	pupuhi
soothe	whakamamae
soothing	ngawari
sophisticated	he pukenga
sophistication	Tuhinga
sophomore	tawhito
sopissed	NO TRANSLATION
soppy	Tuhinga o mua
soprano	soprano
sorcerer	makutu
sorcery	makutu
sordid	Tuhinga
sore	nui
soready	nui
sorely	nui
soreness	mamae
sorghum	sorghum
sorority	Tuhinga o mua
sorrow	pouri
sorrowful	pouri
sorry	pouri
sort	momo
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	kōmaka
sos	NO TRANSLATION
soscared	Tuhinga o mua
soscary	Tuhinga
soslow	haumaru
sostressed	NO TRANSLATION
sosweet	Tuhinga
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	wairua
soulful	whakaharahara
soulless	kore rawa
soulmate	mate
sound	tangi
sounding	tangi
soundness	hauora
soundproof	whakatupato
soundtrack	waiata
soup	hupa
sour	kawa
source	puna
sourpuss	ngongo
south	tonga
southbound	tonga
southeast	tonga
southern	tonga
southpaw	tongapaw
southwest	tonga-hauauru
souvenir	mahara
sovereign	rangatira
sovereignty	rangatiratanga
soviet	Soviet
sow	whakato
soy	kapi
soy sauce	te ranu rei
soybean	soybean
spa	kaukau
space	mokowā
spacecraft	mokete mokete
spaceman	tangata mokowoko
spaceship	mokete
spacing	mokowhiti
spacious	nui
spade	pakaru
spaghetti	potae
spam	mokamoka
spammers	nga kaitautoko
span	NO TRANSLATION
spandex	spandex
spaniel	mokowhiti
spank	Tuhinga
spanking	pupuhi
spar	Tuhinga o mua
spare	Tuhinga
spareribs	nga waatea
sparingly	he iti
spark	hika
sparkle	hiku
sparkling	pupuhi
sparkly	ātaahua
sparring	whakatipu
sparrow	pupuhi
sparse	Tuhinga
spasm	mokowhiti
spastic	te waatea
spat	mokowhiti
spatial	mokowhiti
spatter	mokowhiti
spatula	mokomoko
spawn	Tuhinga
spaz	spaz
speak	korero
speakeasy	Tuhinga
speaker	kaikōrero
speakerphone	pouaka korero
speaking	korero
spear	tao
spec	tauira
special	motuhake
specialist	tohunga
speciality	motuhake
specialize	NO TRANSLATION
specially	rawa
specialty	motuhake
specie	NO TRANSLATION
species	momo
specific	motuhake
specification	tohu
specify	whakapūtā
specimen	tauira
speck	tika
speckled	he kowhai
specs	tauira
spectacle	whakaaturanga
spectacles	whakaaturanga
spectacular	whakaari
spectator	kaituku
specter	Tuhinga o mua
spectral	Tuhinga
spectrometer	Tuhinga o mua
spectrophotometer	spectrophotometer
spectroscopy	Tuhinga o mua
spectrum	tohurangi
speculate	tohua
speculation	whakapae
speculative	Tuhinga
speculum	Tuhinga
speech	kupu
speechless	kore korero
speed	tere
speedboat	tere tere
speedily	tere
speeding	tere
speedometer	tere tere
speedway	tere
speedy	tere
spell	tuhi
spellbound	Tuhinga
spelling	tuhi
spencer	mokopuna
spend	noho
spender	Tuhinga
spending	utu
spent	pau
sperm	puna
spew	tohua
sphere	waahi
spherical	Tuhinga
sphincter	Tuhinga
sphinx	sphinx
spic	mokowhiti
spice	kakara
spicy	tipu
spider	pungawerewere
spiders	nga pungawerewere
spiffy	kapi
spigot	mokowhiti
spike	puoro
spiked	Tuhinga ka whai mai
spiky	Tuhinga
spill	pakaru
spillin	NO TRANSLATION
spin	tohaina
spinach	pupuhi
spinal	Tuhinga o mua
spindle	toronga
spine	taura
spineless	korekore
spinner	takahuri
spinning	hurihuri
spinster	whakatairanga
spiny	mokowhiti
spiral	taura
spire	Tuhinga
spirit	wairua
spirited	haurangi
spirits	wairua
spiritual	wairua
spirituality	wairua
spit	tuwha
spite	ahakoa
spiteful	nui
spitfire	te wera
spittoon	tuitui
splash	pakaru
splat	tuhi
splatter	whakaheke
spleen	pupuhi
splendid	ataahua
splendor	Tuhinga o mua
splice	Tuhinga
spline	raina
splint	pakaru
splinter	pakaru
split	wehea
splitting	wehe
splurge	Tuhinga
spoil	taonga
spoiler	kaihoko
spoiling	kohuru
spoils	taonga
spoke	korero
spoken	korerohia
spokesman	kaikatau korero
spokesperson	kaikōrero
sponge	koko
spongy	ngahau
sponsor	kaitautoko
sponsorship	tautoko
spontaneity	Tuhinga
spontaneous	te waatea
spoof	taonga paraoa
spook	potae
spooky	pakaru
spool	koko
spoon	koko
spoonful	paraoa
sporadic	takawaenga
spore	takaro
sport	hākinakina
sporting	hākinakina
sports	hākinakina
sports car	motokā hākinakina
sportsman	kaitakaro
sportsmanship	hākinakina
sportswriter	kaituhituhi
sporty	hākinakina
spot	wahi
spotless	korekore
spotlight	tohu
spotted	ka kitea
spotter	taapiri
spotty	Tuhinga
spousal	Tuhinga o mua
spouse	hoa
spout	koko
sprain	whakaheke
sprawl	pakaru
spray	pupuhi
spread	horahia
spreader	horapa
spree	Tuhinga
spring	puna
springtime	punawai
sprinkle	tauhiuhia
sprinkler	tauhiuhi
sprinkling	tauhiuhi
sprint	Tuhinga
sprite	sprite
sprout	tipu
spruce	pupuhi
spud	mokowhiti
spunk	pupuhi
spunky	Tuhinga
spur	pupuhi
spurious	pupuhi
spurred	pakaru
spurt	pupuhi
spy	torotoro
squabble	he waahi
squad	rōpū
squadron	Tuhinga
squall	Tuhinga
squamous	Tuhinga
squander	Tuhinga o mua
square	tapawha
squash	karaka
squat	Tuhinga
squatter	Tuhinga o mua
squaw	tawhito
squawk	Tuhinga o mua
squeak	tohua
squeaky	Tuhinga o mua
squeal	Tuhinga
squealer	Tuhinga
squeamish	whakahua
squeeze	pakaru
squeezing	ka tohua
squelch	Tuhinga
squid	Tuhinga
squint	Tuhinga
squire	Tuhinga
squirm	Tuhinga o mua
squirrel	Tuhinga o mua
squirt	squirt
squish	pupuhi
squishy	Tuhinga
stab	papa
stabbed	pakaru
stability	pumau
stabilize	whakapūmau
stabilizer	te haumaru
stable	taumau
staccato	staccato
stack	putea
stadium	papaahi
staff	kaimahi
stag	Tuhinga
stage	waahi
stagecoach	Tuhinga o mua
stagehand	Tuhinga
stagger	pupuhi
staggering	te mataku
stagnant	haumaru
stagnation	Tuhinga
staid	Tuhinga o mua
stain	paru
stained	ka maama
stainless	kohuakore
stair	kaupae
staircase	papapae
stairs	pikitanga
stairway	arawhata
stairwell	papapae
stake	tipu
stakeout	mahinga
stale	Tuhinga
stalemate	ka noho
stalk	Tuhinga
stalker	kaukau
stall	Tuhinga o mua
stallion	Tuhinga o mua
stalls	nga pou
stalwart	Tuhinga o mua
stamina	te kaha
stamp	tohu
stampede	Tuhinga o mua
stance	Tuhinga
stand	tu
standard	paerewa
standardize	whakaarihia
standardized	whakatairanga
standby	tatari
standing	tu
standoff	Tuhinga o mua
standpoint	tirohanga
standstill	Tuhinga
standup	whakapae
stanza	stanza
staph	karaka
staple	Tuhinga
stapler	Tuhinga
star	whetu
star fruit	whetu hua
starboard	starboard
starch	māngaro
stardom	Tuhinga o mua
stardust	Tuhinga o mua
stare	titiro
starfish	whetu
stargazing	te tipu
staring	matakitaki
stark	Tuhinga
starlet	whetu
starlight	whetu whetu
starling	te tipu
starry	whetu
stars	whetu
starship	whetu
start	tīmata
starter	ka timata
startle	whakawera
startled	maere
startling	whakawehi
starvation	matekai
starve	mate
starved	matekai
starving	matekai
stash	Tuhinga
stat	Tuhinga
state	āhua
stately	nui
statement	korero
stateroom	kāhua
stateside	Tuhinga ka whai mai
statesman	rangatira
static	Tuhinga
staticky	NO TRANSLATION
statics	Tuhinga
station	teihana
stationary	tūnga
stationery	taputapu
statistic	taurangi
statistical	te tatauranga
statistician	Tuhinga o mua
stator	Tuhinga
statuary	Tuhinga o mua
statue	whakapakoko
statuette	statuette
stature	roa
status	tūnga
statute	ture
statutory	ture
staunch	Tuhinga
stave	Tuhinga
stay	noho
stayaway	NO TRANSLATION
stayed	noho
stays	noho ana
stead	tu
steadfast	Tuhinga
steady	u
steak	steak
steakhouse	steakhouse
steal	tahae
stealing	tahae
stealth	puku
stealthily	paku
stealthy	mangere
steam	waahi
steamboat	mokete
steamer	Tuhinga
steaming	pupuhi
steamroller	Tuhinga o mua
steamship	Tuhinga o mua
steamy	kohua
steel	maitai
steep	pakaru
steeple	Tuhinga
steer	arataki
steering	arataki
stellar	karaoke
stem	Tuhinga
stench	pupuhi
stencil	potae
stenographer	Tuhinga o mua
step	taahiraa
stepdaughter	stepdaughter
stepfather	papapara
stepmother	whaea
steppe	steppe
steps	taahiraa
stepson	stepson
stereo	hiko
stereoscopic	stereoscopic
stereotype	Tuhinga
stereotyped	stereotyped
sterile	Tuhinga o mua
sterility	Tuhinga
sterilize	tohua
sterling	Tuhinga o mua
stern	Tuhinga
sternum	sternum
steroid	haurangi
stethoscope	stethoscope
stew	Tuhinga
steward	kaitiaki
stewardess	kaitiaki
stewardship	te whakahaere
stfu	stfu
stick	rakau
sticker	taapiri
sticking	piri
stickler	kapi
stickup	papanga
sticky	paku
stiff	Tuhinga o mua
stiffen	ka kaha
stiffness	Tuhinga o mua
stifle	whakakore
stifled	ka tohua
stifling	whakaheke
stigma	paku
stile	NO TRANSLATION
stiletto	Tuhinga o mua
stillbirth	te whanau
stillborn	ka whanau
stillness	Tuhinga o mua
stillwaiting	NO TRANSLATION
stilts	pakaru
stimulant	whakaongaonga
stimulate	whakaongaonga
stimulating	whakaongaonga
stimulation	whakaongaonga
stimulus	whakaongaonga
sting	pupuhi
stinger	te waahi
stinging	pupuhi
stingy	pupuhi
stink	pupuhi
stinker	pupuhi
stinking	pupuhi
stinky	pupuhi
stint	tuhia
stipend	Tuhinga
stipulate	whakarite
stipulation	Tuhinga
stir	whakaoho
stirring	whakaoho
stitch	kōtene
stitching	tohua
stock	kararehe
stockade	whakatairanga
stockbroker	Tuhinga o mua
stockholder	kaihoko
stocking	tohua
stockings	Tuhinga
stockpile	Tuhinga
stockroom	whare taonga
stocks	rakau
stoic	Tuhinga o mua
stole	tahae
stolen	tahaetia
stomach	kopu
stomachache	Tuhinga o mua
stomp	takahi
stomped	takahia
stone	kohatu
stoned	ka akina
stonewall	te paparinga
stoneware	kohatu
stony	kohatu
stooge	Tuhinga o mua
stool	Tuhinga
stools	nga papa
stoop	piko
stoopid	mataku
stop	mutu
stopover	takahi
stoppage	tarai
stopper	kati
stopping	mutu
stopwatch	taakahu
storage	rokiroki
store	toa
storefront	toa
storehouse	whare taonga
storeroom	whare taonga
storing	te here
storm	ngaru
storming	whakataka
stormy	pakari
story	kōrero
storybook	pukapuka pakiwaitara
storyteller	kaiwaiata
storytelling	te whakaari
stound	tohua
stout	Tuhinga o mua
stove	pupuhi
stow	Tuhinga
stowaway	Tuhinga o mua
straddle	Tuhinga o mua
straight	tika
straighten	whakatika
straightforward	māmā
straightway	tonu
strain	Tuhinga
strained	Tuhinga o mua
strait	Tuhinga
straitjacket	Tuhinga o mua
straits	Tuhinga o mua
strand	Tuhinga
stranded	Tuhinga o mua
strange	rere ke
stranger	tangata ke
strangle	taatai
strangulation	whakaheke
strap	aho
strapless	kore
strapping	tohatoha
strata	Tuhinga
strategic	rautaki
strategist	rautaki
strategy	rautaki
stratification	Tuhinga o mua
stratosphere	kaupaparangi
stratum	raupapa
stratus	Tuhinga
straw	kakau witi
strawberry	rōpere
stray	peka ke
streak	Tuhinga
streaked	ka whakaheke
stream	awa
streamer	kapi
streaming	ka rere
streamline	whakawhitinga
street	ara
streetcar	waka
streetlight	arapu
strength	kaha
strengthen	whakapakari
strengthening	whakapakari
strenuous	kaha
strep	strep
stress	te ahotea
stressed	ka whakapau kaha
stresses	Tuhinga o mua
stressfree	NO TRANSLATION
stressful	Tuhinga o mua
stressin	NO TRANSLATION
stressing	whakatenatena
stressrelief	NO TRANSLATION
stretch	toro
stretcher	Tuhinga
stricken	ka whiua
strict	tino
stride	Tuhinga o mua
strife	tautohe
strike	patu
strikeout	patu
striker	kaitukino
striking	patu
strikingly	maatau
string	aho
strings	aho
stringy	Tuhinga
strip	whiu
stripe	wero
striped	pakaru
stripped	tangohia
stripper	peke
striptease	Tuhinga
strive	tautohe
strobe	Tuhinga
stroke	mate
stroll	takaro
stroller	Tuhinga o mua
strolling	haere haere
strong	kaha
stronghold	kaha
strongly	kaha
structural	te hanganga
structure	hanganga
strudel	strudel
struggle	pakanga
strut	Tuhinga
stub	maroke
stubbed	kapi
stubble	he kakau witi
stubborn	pakeke
stubbornness	pakeke
stubby	Tuhinga o mua
stucco	stucco
stuck	piri
stuckup	NO TRANSLATION
stud	mahere
studded	ka rangahau
student	ākonga
studied	i ako
studio	mahere
study	ako
stuff	mea
stuffed animal	kararehe paraoa
stuffing	Tuhinga
stuffy	pupuhi
stumble	tautuhi
stump	topa
stumped	pakaru
stun	Tuhinga
stunned	miharo
stunner	pupuhi
stunning	maere
stunt	Tuhinga
stunted	ka paku
stuntman	Tuhinga o mua
stupefaction	Tuhinga
stupefy	pupuhi
stupendous	nui
stupid	wairangi
stupidity	wairangi
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	wairangi
sturdy	pakari
sturgeon	Tuhinga o mua
stutter	pupuhi
sty	hoahoa
style	kāhua
styling	tahua
stylish	huatau
stylist	stylist
suave	suave
sub	sub
subatomic	subatomic
subcommittee	Tuhinga o mua
subconscious	Tuhinga
subcutaneous	taapiri
subdivide	whakawehe
subdivision	te wehewehe
subduction	Tuhinga
subdue	Tuhinga
subdued	ka hinga
subdural	Tuhinga
subito	NO TRANSLATION
subject	kaupapa
subjected	Tuhinga
subjection	Tuhinga
subjective	kaupapa
subjugation	Tuhinga
sublet	Tuhinga
sublevel	Tuhinga
sublimation	Tuhinga
sublime	ngohengohe
subliminal	subliminal
submarine	submarine
submerge	whakaheke
submerged	whakakorea
submersible	Tuhinga
submission	tukuna
submissive	Tuhinga
submit	tuku
submitting	tuku
subordinate	kaitautoko
subordination	whakawhitinga
subplot	Tuhinga
subpoena	Tuhinga o mua
subscribe	tohaina
subscriber	kaiohauru
subscription	tiwhikete
subsequence	Tuhinga
subsequent	muri
subsequently	muri iho
subservient	ka tautokona
subset	Tuhinga
subside	whakaheke
subsidence	Tuhinga
subsidiary	tuatoru
subsidize	takaha
subsidy	āwhina
subsist	Tuhinga
subsistence	oranga
subsoil	Tuhinga
subspace	mokowā
substance	taonga
substandard	Tuhinga
substantial	nui
substantially	nui
substantiate	whakaatu
substantive	Tuhinga
substation	Tuhinga
substitute	whakakapi
substituted	whakakapihia
substitution	whakakapi
substructure	te hanganga
subterranean	subterranean
subtext	Tuhinga
subtitle	Tuhinga
subtle	ngawari
subtlety	tinihanga
subtract	tangohia
subtraction	te tangohanga
subtype	subtype
suburb	taone
suburban	rohewhenua
suburbia	rohewhenua
suburbs	nga taone
subversion	takahuri
subversive	takahuri
subvert	takahuri
subway	waahi
succeed	angitu
succeeding	whai angitu
success	angitu
successful	angitu
succession	Tuhinga
successive	Tuhinga
successor	kaitautoko
succinct	Tuhinga
succubus	Tuhinga
succulent	maheni
succumb	Tuhinga
suck	ngote
sucker	kapi
sucking	ngongo
suckling	kohungahunga
sucks	kohua
suction	tohua
sudden	i te po
suddenly	tata tonu
suds	Tuhinga
sue	whakamatau
suede	Tuhinga
suffer	mamae
sufferer	mate
suffering	mamae
suffice	makona
sufficiency	whaitake
sufficient	nui
sufficiently	nui
suffix	Tuhinga
suffocate	mate
suffocating	whakamamae
suffocation	whakaheke
sugar	te huka
suggest	whakaaro
suggestion	whakaaro
suggestive	whakaaro
suicidal	koiora
suicide	te whakamomori
suicidebombing	NO TRANSLATION
suit	Tuhinga
suitable	he pai
suitcase	Tuhinga
suite	Tuhinga
suitor	Tuhinga o mua
sulfate	te paratao
sulfur	te whanariki
sulk	Tuhinga o mua
sullen	whakahou
sully	Tuhinga o mua
sulphur	te whanariki
sultan	sultan
sultry	Tuhinga
sum	Tuhinga
summarily	tata
summarize	whakarāpopototia
summary	whakarāpopoto
summation	whakarunga
summer	raumati
summerhouse	whare raumati
summertime	raumati
summit	huihuinga
summon	karanga
summons	tono
sumo	Tuhinga
sump	Tuhinga
sumptuous	nui
sun	ra
sunbeam	pounamu
sunburn	pango
sundae	sundae
sunday	te ra o te ra
sundial	Tuhinga o mua
sundown	te ra o te ra
sundry	Tuhinga
sunflower	putirā
sunglass	karaihe
sunglasses	matatini
sunk	takahia
sunken	ka pana
sunless	korekore
sunlight	ra
sunny	matenui
sunrise	whiti mai
sunroof	sunroof
sunscreen	te papapa
sunset	te ra
sunshine	marama
suntan	rangi
sunup	whakarewa
sup	sup
super	super
superannuation	te superannuation
superb	nui
superficial	papa
superfluous	nui
superhero	superhero
superhuman	superhuman
superimposed	whakatairanga
superintendent	rangatira
superior	nui ake
superiority	Tuhinga o mua
superlative	whakaari
superman	rangatira
supermarket	supermarket
supermodel	supermodel
supernatant	Tuhinga o mua
supernatural	tipua
supernova	supernova
superposition	te whakapae
superpower	superpower
supersede	Tuhinga ka whai mai
superstar	rongonui
superstition	rongoa
superstitious	rongonui
superstore	toa
supervise	tiaki
supervision	te tirotiro
supervisor	kaiwhakahaere
supper	hapa
suppertime	te tina kai
supplant	whakakapi
supple	nui
supplement	tāpiri
supplemental	tāpiri
supplementary	tāpiri
supplication	inoi
supplier	kaiwhakarato
supplies	Tuhinga
supply	tuku
support	tautoko
supported	tautoko
supporter	tautoko
supporters	kaiawhina
supporting	tautoko
supportive	tautoko
suppose	whakaaro
supposed	whakaarohia
supposing	te whakaaro
supposition	whakapae
suppress	whakakape
suppression	whakakapi
supremacy	Tuhinga
supreme	nui
supremely	nui rawa
surcharge	Tuhinga
sure	pono
surety	Tuhinga
