Word	ny
reassign	tithandizani
reassignment	reassignment
reassurance	chitonthozo
reassure	tsimikizirani
reassured	anatsimikiziridwa
reassuring	zolimbikitsa
rebate	rebate
rebel	wopanduka
rebellion	kupanduka
rebellious	wopanduka
rebels	opanduka
rebirth	kubweranso
reboot	kubwezeretsanso
reborn	wobadwanso
rebound	kubwerera
rebuild	amangidwanso
rebuke	kudzudzula
rebut	kubwezera
rebuttal	kubwezeretsa
recalcitrant	recalcitrant
recall	kumbukirani
recant	recant
recap	kubwereza
recapture	kubwezeretsanso
recast	zasintha
recede	pewani
receding	kusintha
receipt	kulandira
receipts	mapulogalamu
receive	landirani
received	analandira
receiver	wolandira
receiving	kulandira
recent	posachedwa
receptacle	cholandira
reception	phwando
receptionist	wolandira
receptive	kumvetsera
receptor	phwando
recess	kupuma
recesses	zozizira
recession	kutsika kwachuma
recharge	kubwezeretsanso
recheck	yambiranani
recherche	NO TRANSLATION
recidivism	kubwezeretsedwa
recipe	Chinsinsi
recipient	wolandira
reciprocal	kubwereranso
reciprocate	kubwezeretsani
reciprocity	kubwezeretsedwa
recital	kubwereza
recitation	kukumbukira
recite	kambiranani
reckless	osasamala
recklessness	kusalabadira
reckon	onaninso
reckoning	kuwerengera
reclaim	kubwezeretsani
reclamation	kubwezeretsa
recline	khalani pansi
reclining	akutsalira
recluse	pita
recognition	kuzindikira
recognizable	zimazindikirika
recognize	dziwani
recognized	adziwa
recoil	sungani
recollect	kumbukirani
recollection	kukumbukira
recombinant	zowonjezereka
recombination	kubwezeretsedwa
recommend	amalangiza
recommendation	malingaliro
recompense	kubwezera
recon	recon
reconcile	yanjanitsani
reconciliation	chiyanjanitso
reconfigure	onaninso
reconnaissance	kudziwika
reconnect	konzani
reconsider	yambiraninso
reconsideration	kuganiziranso
reconstitution	kukonzanso
reconstruct	kumanganso
reconstruction	kumanganso
reconstructive	kukonzanso
reconvene	bwerezaninso
record	mbiri
recorder	zojambulajambula
recording	zojambula
recount	fotokozani
recoup	kubweretsanso
recourse	kulandira
recover	bwererani
recoverable	zowonjezeredwa
recovery	kuchira
recreate	bwezerani
recreation	zosangalatsa
recreational	zosangalatsa
recruit	akulembera
recruiter	wolemba ntchito
recruiting	kulemba
recruitment	olemba ntchito
recruits	akulembera
rectal	zamatsenga
rectangle	mphete
rectangular	makoswe
rectification	kukonzanso
rectify	konzani
rector	wolemba
rectory	zolemba
rectum	kachilomboka
recumbent	recumbent
recuperation	kubwezeretsedwa
recur	kubwerera
recurrence	kubwereza
recurrent	nthawi zonse
recurring	kubwereza
recursion	kubwezeretsa
recursive	zowonjezera
recursively	mobwerezabwereza
recycle	yambitsanso
recycled	kusinthidwa
recycling	kukonzanso
red	zofiira
reddish	wofiira
redecorate	yambiraninso
redeem	kuwombola
redeemed	anawomboledwa
redemption	chiwombolo
redesign	kukonzanso
redhead	mutu wofiira
redheaded	wamutu
redirect	kutumizira
redneck	redneck
redness	zofiira
redo	bwereraninso
redress	kukonza
reduce	kuchepetsa
reduced	kuchepa
reduction	kuchepetsa
redundancy	chiwonongeko
redundant	zovuta
redwood	redwood
reed	bango
reef	mpanda
reefer	kubwezeretsa
reefs	miyala
reek	reek
reel	nsalu
reelection	kukonzanso
reeling	kubwezeretsa
reenactment	kufanana
reentry	kubwezeretsa
reestablish	kubwezeretsanso
ref	ref
refer	lembani
referee	mperezidenti
reference	zolemba
referendum	referendum
referral	kutumiza
refill	dzozani
refine	konzani
refined	oyeretsedwa
refinement	kukonzanso
refinery	zosungira
refining	kuyeretsa
refit	konza
reflect	onetsani
reflecting	kusinkhasinkha
reflection	kusinkhasinkha
reflective	kusinkhasinkha
reflector	ziwonetsero
reflex	kuganiza
reflux	reflux
reform	kusintha
reformation	kukonzanso
reformer	wosintha
refraction	kukanidwa
refractor	wokonda
refractory	kutsutsa
refrain	lekani
refraining	kupewa
refresh	kutsitsimula
refreshed	amatsitsimula
refreshing	zolimbikitsa
refreshment	mpumulo
refrigerate	refrigerate
refrigeration	firiji
refrigerator	firiji
refuel	refuel
refuge	pothawirapo
refugee	othaŵa kwawo
refund	kubwezera
refurbish	konzani
refusal	kukana
refuse	kukana
refused	anakana
refusing	kukana
refutation	kukana
refute	tsutsani
regain	yambitsanso
regal	regal
regalia	regalia
regard	penyani
regatta	regatta
regency	regency
regenerate	kubwezeretsanso
regeneration	kukonzanso
regent	regent
reggae	reggae
regime	boma
regimen	regimen
regiment	gulu
regimental	regimental
region	chigawo
regional	chigawo
regionalism	chigawo
register	kulembetsa
registrar	wolemba
registration	kulembetsa
registry	zolembera
regress	regress
regression	kusokoneza
regressive	zovuta
regret	ndikudandaula
regretful	ndikudandaula
regrettable	chisoni
regretted	ananong'oneza bondo
regretting	ndikudandaula
regroup	gwirizaninso
regular	nthawi zonse
regularity	nthawi zonse
regulars	nthawi zonse
regulate	sungani
regulated	yalamulidwa
regulation	malamulo
regulator	olamulira
regulatory	malamulo
regurgitation	kubwezeretsedwa
rehab	rehab
rehabilitate	kukonzanso
rehabilitation	kukonzanso
rehash	bwerezani
rehearsal	kubwereza
rehearse	yesetsani
reign	ufumu
reigning	akulamulira
reimburse	kubwezeretsanso
reimbursement	kubwezera
rein	rein
reincarnation	kubadwanso kwatsopano
reindeer	mphalapala
reinforce	kulimbitsa
reinforcement	kulimbikitsa
reinforcements	reinforcements
reins	mitsempha
reinstall	kubwezeretsani
reinstate	kubweretsanso
reinstatement	kubwezeretsedwa
reinvest	reinvest
reinvestment	reinvestment
reiterate	kambiraninso
reject	sakana
rejected	anakanidwa
rejection	kukanidwa
rejects	amakana
rejoice	sangalalani
rejoicing	kusangalala
rejoin	tibwereranso
rejuvenate	kubwezeretsanso
rejuvenated	anabwezeretsedwa
rekindle	kubwezeretsanso
relapse	kubwereranso
relate	tchulani
related	zokhudzana
relation	chiyanjano
relationship	ubwenzi
relative	wachibale
relativity	kugwirizana
relax	Khazikani mtima pansi
relaxant	osangalala
relaxation	zosangalatsa
relaxed	omasuka
relaxing	kusangalala
relay	kutumiziranso
release	kumasulidwa
released	anamasulidwa
relegation	kuchotsedwa
relentless	osasintha
relevance	kufunika
relevancy	mfundo
relevant	zofunikira
reliability	kudalirika
reliable	odalirika
reliance	kudalira
relic	relic
relics	zojambula
relief	mpumulo
relieve	kumasula
relieved	anamasulidwa
relieving	kuchotsa
relight	wodalirika
religion	chipembedzo
religious	chipembedzo
relinquish	tisiye
relish	zosangalatsa
relive	khulupirirani
reload	Bwezeraninso
relocate	tulukani
relocation	kusamukira
reluctance	kusakayika
reluctant	osayenerera
rely	kudalira
remain	khalani
remainder	otsala
remaining	otsala
remains	imakhalabe
remake	reka
remand	ndemanga
remark	tchulani
remarkable	zodabwitsa
remarkably	zodabwitsa
remarry	kukwatiranso
rematch	kusinthidwa
remedial	kukonza
remedy	mankhwala
remember	kumbukirani
remembered	kukumbukira
remembering	kukumbukira
remembrance	chikumbutso
remind	kumbukirani
reminder	chikumbutso
reminisce	kukumbukira
reminiscent	kukumbukira
reminiscing	kukumbukira
remiss	sungani
remission	chikhululukiro
remit	tumizani
remittance	kuchotsedwa
remnant	otsala
remodel	remodel
remorse	kukhumudwa
remorseful	chisoni
remote	kutali
remoteness	kutalika
removal	kuchotsedwa
remove	chotsani
remover	kuchotsa
remuneration	malipiro
renaissance	kubwezeretsedwa
renal	renal
rencontre	NO TRANSLATION
rend	NO TRANSLATION
render	perekani
rendering	kupereka
rendezvous	kumasulira
rendition	kumasulira
renegade	zigawenga
renegotiate	kambiranani
renew	yatsopano
renewal	kukonzanso
renounce	kusiya
renovate	kukonzanso
renovated	adakonzedwanso
renovation	kukonzanso
renown	mbiri
renowned	wotchuka
rent	lendi
rental	yobwera
renter	renter
renunciation	kunyoza
reopen	yambitsanso
reorganization	kukonzanso
reorganize	yongolaninso
rep	rep
repaint	repaint
repair	kukonza
repairman	wokonza
reparation	malipiro
repay	kubwezera
repayment	kubwezera
repeal	bwerezani
repeat	bwerezani
repeated	mobwerezabwereza
repeatedly	mobwerezabwereza
repeater	kubwereza
repel	bwererani
repellant	wotsutsa
repellent	wonyalanyaza
repelling	kutembenuza
repent	lapani
repentance	kulapa
repentant	kulapa
repertoire	repertoire
repertory	repertory
repetition	kubwereza
repetitive	kubwereza
rephrase	yongolaninso
replace	m'malo
replacement	m'malo
replay	replay
replenish	bweretsani
replete	wadzaza
replica	chithunzi
replicate	lembani
replication	kubwereza
reply	Yankhani
report	lipoti
reported	zanenedwa
reporter	mtolankhani
repose	kupumula
reposition	malo
repository	malo
repossess	kubwezeretsedwa
reprehensible	zolakwa
represent	amaimira
representation	chiyimira
representative	woimira
represented	akuyimiridwa
representing	akuyimira
repress	sungani
repressed	adanyozedwa
repression	kuponderezedwa
reprieve	tenga
reprimand	chidzudzula
reprint	yongolinso
reprisal	akunyoza
reprise	kubwezeretsanso
reproach	chitonzo
reproduce	kubalana
reproduction	kubereka
reproductive	kubereka
reprogram	reprogram
reptile	reptile
republic	republic
republican	republican
repudiation	kukana
repugnance	kunyalanyaza
repugnant	zonyansa
repulsion	kunyalanyaza
repulsive	zonyansa
repurchase	kuwombola
reputable	wotchuka
reputation	mbiri
repute	nenani
reputed	adatchulidwa
request	pemphani
requiem	requiem
require	amafuna
required	zofunikira
requirement	chofunika
requisite	zofunikira
requisition	zofunikila
reread	awerenganso
reroute	bwereranso
rerun	kubwereranso
reschedule	kusinthika
rescind	tulukani
rescission	tumizani
rescue	kupulumutsa
research	kufufuza
researcher	wofufuza
resection	resection
resemblance	kufanana
resemble	zimafanana
resembling	zofanana
resent	mkwiyo
resentful	wokwiya
resentment	mkwiyo
reservation	kusungirako
reserve	malo osungira
reserved	yosungidwa
reserves	nkhokwe
reservoir	nkhokwe
reset	bwezeretsani
reside	khala
residence	malo okhala
residences	malo okhala
residency	malo okhala
resident	wokhalamo
residential	Kumakomo
residual	otsalira
residue	zotsalira
resign	lekani
resignation	kudzipatulira
resigned	anasiya
resilience	kupirira
resilient	wololera
resin	resin
resist	kanizani
resistance	kukana
resistant	zosagwira
resisting	kukana
resistive	zosangalatsa
resolute	chotsimikizika
resolutely	motsimikiza
resolution	chisankho
resolve	kuthetsa
resolved	atsimikiziridwa
resonance	resonance
resonant	resonant
resonate	sungani
resonator	resonator
resort	malo
resounding	akudandaula
resource	zofunikira
resourceful	zothandiza
resources	zothandizira
respect	ulemu
respectability	kulemekeza
respectable	olemekezeka
respected	amalemekezedwa
respectful	kulemekeza
respecting	kulemekeza
respective	zosiyana
respects	ulemu
respiration	kupuma
respirator	kupuma
respiratory	kupuma
respite	mpumulo
resplendent	modzilemekeza
respond	Yankhani
respondent	woyankha
response	yankho
responsibility	udindo
responsible	ali ndi udindo
responsive	omvera
rest	kupumula
restart	yambitsaninso
restaurant	malo odyera
rested	apumula
restful	zotsitsimula
restitution	kubwezera
restless	osasamala
restlessness	kupuma
restock	kubwezeretsani
restoration	kubwezeretsedwa
restorative	kubwezeretsa
restore	kubwezeretsani
restored	kubwezeretsedwa
restoring	kubwezeretsa
restrain	lekani
restrained	analetsa
restraining	kuletsa
restraint	kudziletsa
restrict	khakani
restricted	zoletsedwa
restriction	choletsedwa
restrictive	zoletsa
restroom	chipinda chodyera
result	zotsatira
resultant	zotsatira
resume	pitilizani
resumption	kubwereranso
resurrect	kuukitsa
resurrection	chiwukitsiro
resuscitate	ayambitsenso
resuscitation	kubwezeretsanso
retail	ritelo
retailer	wogulitsa
retain	sungani
retainer	zosungira
retaining	kusunga
retake	tenga
retaliate	kubwezera
retaliation	kubwezera
retaliatory	kubwezera
retard	kuchedwa
retardation	kuchedwa
retarded	adachedwa
retards	zobwerera
retention	kusungirako
retentive	kumvetsera
rethink	Onaninso
reticent	osasintha
retina	retina
retinal	retinal
retire	khalani pantchito
retired	atapuma pantchito
retirement	pantchito
retiring	kuchoka
retold	kambiranani
retort	yesetsani
retrace	kubwezeretsani
retract	kubwezeretsani
retraction	kubwezeretsa
retractor	wokonzanso
retreat	bwerera
retrenchment	kusungunuka
retrial	kubwereranso
retribution	chilango
retrieval	kubwezera
retrieve	tenga
retriever	retriever
retro	retro
retroactive	kubwezeretsanso
retrograde	bwezeretsani
retrospect	kubwezera
retrospective	kubwezeretsa
retrospectively	retrospectively
return	bwererani
reunion	kuphatikiza
reunite	kubwerezananso
reunited	kugwirizananso
rev	rev
reveal	kuwulula
revel	chiwonetsero
revelation	vumbulutso
revelations	vumbulutso
revels	masewera
revenge	kubwezera
revenue	ndalama
reverberation	kubwereza
revere	ulemu
reverence	kulemekeza
reverend	reverend
reverent	kulemekeza
reverie	kachiwiri
reversal	kusintha
reverse	kubwerera
reversion	kubwezeretsedwa
revert	kubwereranso
reverting	kubwereranso
review	ndemanga
reviewer	wowerengera
revise	kambiranani
revision	kukonzanso
revisit	yambiraninso
revival	chitsitsimutso
revive	tsitsirani
revocation	kuchotsedwa
revoke	kubwezeretsani
revolt	kupanduka
revolting	kupanduka
revolution	revolution
revolutionary	revolutionary
revolutionize	revolutionize
revolve	kutsutsana
revolver	wopandukira
revolving	kupitilira
revue	yeretsani
revulsion	chiwonongeko
revving	kubwezeretsa
reward	mphotho
rewarding	zopindulitsa
rewind	kubwezeretsanso
rewire	rewire
rewrite	lembaninso
rhapsody	rhapsody
rhetoric	zolemba
rhetorical	zolemba
rheumatism	rheumatism
rhinestone	chovala chachitsulo
rhino	mphuno
rhinoceros	mphuno
rhubarb	rhubarb
rhyme	nyimbo
rhyming	nyimbo
rhythm	rhythm
rhythmic	chigwirizano
rhythmical	zizindikiro
rib	nthiti
ribbed	kukhwima
ribbon	riboni
rice	mpunga
rich	wolemera
riches	chuma
richness	chuma
rick	rick
rickety	kunyada
rickshaw	kukwera
ricochet	ndowe
rid	chotsani
riddance	chiwonongeko
riddle	mwambo
riddled	zolemetsa
ride	kukwera
rider	wokwera
ridge	mtunda
ridicule	kunyoza
ridiculed	kunyozedwa
ridiculous	zopusa
riding	atakwera
rife	kukwera
riff	achisoni
riffraff	kusokoneza
rifle	mfuti
rifleman	mfuti
rifles	mfuti
rift	kukwera
rig	kugunda
rigged	adagwedezeka
rigging	kugwedeza
right	kulondola
righteous	wolungama
righteousness	chilungamo
rightful	choyenera
rightly	moyenera
righty	zolondola
rigid	zovuta
rigidity	kulimbika
rigor	zovuta
rigorous	zovuta
rim	mphutsi
rind	Pewani
ring	kumveka
ringer	wokonda
ringing	kulira
ringleader	wotsogolera
ringmaster	mtsogoleri
ringside	kumbali
rink	rink
rinse	nadzatsuka
riot	chisokonezo
rioting	kuwomba
riotous	zosokoneza
riots	ziwawa
rip	RIP
riparian	wachikunja
ripe	kucha
ripen	zipse
ripening	kucha
ripper	wokwera
ripple	kumveka
rippling	kukwera
rise	kuwuka
rising	kukwera
risk	zoopsa
risky	zoopsa
risotto	risotto
rite	mwambo
ritual	mwambo
ritualistic	miyambo
rival	mpikisano
rivalry	mpikisano
river	mtsinje
riverbank	gombe lamtsinje
riverbed	mtsinje
riverboat	bwato la mtsinje
rivet	rivet
riveted	amavomereza
riveting	riveting
roach	roach
road	msewu
roadblock	msewu
roadhouse	roadhouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	woyendetsa msewu
roads	misewu
roadside	msewu
roadster	roadster
roadtrip	msewu
roadway	msewu
roadworks	roadworks
roam	ayendetsedwe
roar	kubuma
roaring	akubangula
roast	yophika
roasted	wokazinga
rob	kulanda
robber	wakuba
robbery	kuba
robe	mwinjiro
robin	robin
robot	robot
robotic	robotiki
robotics	robotiki
robust	zamphamvu
roc	roc
rock	thanthwe
rocker	rocker
rocket	rocket
rocks	miyala
rod	ndodo
rodent	rodent
rodeo	rodeo
roe	roe
rogue	wovuta
role	udindo
roll	dulani
roller	chogudubuza
rollercoaster	chosakhazikika
rollers	odzigudubuza
rollicking	kuthamanga
rolling	kupukuta
roman	wachikondi
romance	chikondi
romantic	chikondi
romanticism	chikondi
romp	kupweteka
roof	denga
rooftop	padenga
rook	kugwedezeka
rookie	rookie
room	chipinda
roomful	malowa
roommate	wokhala naye
rooms	zipinda
roomy	wochuluka
roost	malo
rooster	tambala
root	mizu
root beer	muzu mowa
rooted	mizu
rope	chingwe
ropes	zingwe
rosary	rozari
rose	ananyamuka
rosemary	rosemary
rosette	rosette
roster	roster
rosy	wokondwa
rot	zowola
rota	rota
rotary	rotary
rotate	sinthasintha
rotation	kusinthasintha
rote	mdima
rotor	rotor
rotten	zowola
rotting	zowola
rotunda	rotunda
rouge	rouge
rough	zovuta
roughly	pafupifupi
roughneck	nthiti
roughness	kukwiya
roulette	roulette
round	kuzungulira
roundabout	kuzungulira
rounded	atakonzedwa
roundup	Sonkhanitsani
rouse	dzuka
rouser	kuukitsa
rousing	kudzuka
rout	njira
route	njira
routine	chizoloŵezi
rove	tuluka
rover	rover
roving	kuyenda
row	mzere
rowboat	maboti
rowdy	mdima
rowing	kugwedeza
royal	ufumu
royalty	mafumu
rub	mpukutu
rubber	mphira
rubbers	zophimba
rubbing	kusamba
rubbish	zitsamba
rubble	mphutsi
rubdown	kuwononga
rubric	rubric
ruby	ruby
ruckus	ruckus
rudder	kuthamanga
ruddy	wofiira
rude	amwano
rudeness	nkhanza
rudimentary	zosowa
rudiments	ziphuphu
rue	rue
rueful	pezani
ruff	chiwonongeko
ruffian	achifwamba
ruffle	kuphulika
rug	rug
rugby	rugby
rugged	mwamphamvu
ruin	kuwonongeka
ruination	kuwononga
ruined	kuwonongeka
ruinous	zopweteka
ruins	mabwinja
rule	ulamuliro
ruler	wolamulira
ruling	akulamulira
rum	ramu
rumba	rumba
rumble	kukhumudwa
rummage	kuthamanga
rumor	mphekesera
rumored	mphekesera
rump	rump
rumpus	rumpus
run	kuthamanga
runaround	kuyenda
runaway	Thawani
rundown	thana
runes	akuthamanga
rung	zovuta
runner	wothamanga
running	akuthamanga
running shoes	kuthamanga nsapato
runny	runny
runt	NO TRANSLATION
runway	msewu
rupture	kupasuka
rural	kumidzi
ruse	NO TRANSLATION
rush	kuthamanga
rushing	kuthamanga
rust	dzimbiri
rusted	yanyansidwa
rustic	rustic
rustle	phokoso
rustler	rustler
rusty	ziphuphu
rut	rut
ruth	ruth
ruthless	nkhanza
rye	rye
sabbatical	sabata
saber	NO TRANSLATION
sable	sable
sabotage	chiwonongeko
saboteur	sabotolo
sac	sac
sack	thumba
sacrament	sakramenti
sacred	yopatulika
sacrifice	nsembe
sacrifices	nsembe
sacrificial	nsembe
sacrilege	kudzipereka
sacrilegious	zosayera
sad	zomvetsa chisoni
sadday	NO TRANSLATION
saddens	chisoni
saddle	sungani
sadist	sadist
sadistic	chisoni
sadly	chisoni
sadness	chisoni
safari	safari
safe	otetezeka
safeguard	tetezani
safekeeping	kusunga
safety	chitetezo
saffron	safironi
sag	sag
saga	saga
sage	sage
saggy	saggy
sail	yenda
sailboat	chombo
sailing	kuyenda
sailor	woyenda panyanja
saint	woyera
sainted	woyera
saintly	woyera
sake	chifukwa
salad	saladi
salamander	salamander
salami	salami
salary	malipiro
sale	kugulitsa
salesgirl	wogulitsa
salesman	wogulitsa
salient	zovuta
saline	saline
saliva	malaya
sally	sally
salmon	salimoni
salmonella	salmonella
salon	saloni
saloon	saloon
salsa	salsa
salt	mchere
salted	mchere
saltwater	madzi amchere
salty	salty
salutary	salutary
salutation	moni
salute	landirani moni
salvage	salvage
salvation	chipulumutso
salve	salve
samba	samba
sameness	sameness
sample	chitsanzo
samurai	samurai
sanatorium	sanatorium
sanctification	kuyeretsedwa
sanctified	kuyeretsedwa
sanctify	kuyeretsani
sanctimonious	kuyeretsedwa
sanction	chilango
sanctioned	analoledwa
sanctity	chiyero
sanctuary	malo opatulika
sanctum	sanctum
sand	mchenga
sandal	nsapato
sandbox	sandbox
sander	sander
sandman	sandman
sandpaper	sandpaper
sands	mchenga
sandstorm	mvula yamkuntho
sandwich	sandwich
sandy	mchenga
sane	zonyansa
sanguine	magazi
sanitarium	sanitarium
sanitary	ukhondo
sanitation	zonyansa
sanity	sanity
sans	NO TRANSLATION
santa	santa
sap	kupuma
sapiens	sapiens
sapphire	safiro
sappy	sappy
sarcasm	kunyoza
sarcastic	achisoni
sarcoma	sarcoma
sarcophagus	sarcophagus
sardine	sadini
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	satana
satchel	satchel
sate	NO TRANSLATION
satellite	satesi
satin	satin
satire	chisokonezo
satirical	satirical
satisfaction	kukhutira
satisfactorily	mokondweretsa
satisfactory	zokhutiritsa
satisfied	wokhutitsidwa
satisfy	kukhutiritsa
satisfying	kukhutiritsa
saturate	kukhutitsani
saturated	adadzazidwa
saturation	kukwanitsa
satyr	satyr
sauce	msuzi
saucepan	saucepan
saucer	msuzi
saucy	saucy
sauerkraut	sauerkraut
sauna	sauna
sausage	soseji
savage	zoopsa
savagery	zosokoneza
savanna	savanna
savannah	savanna
savant	savant
save	sungani
saver	wopulumutsa
saving	kupulumutsa
savings	kusungirako
savior	mpulumutsi
savor	zosangalatsa
savory	savory
savvy	savvy
saw	anaona
sawdust	utuchi
sawmill	sitsulo
sax	sax
saxophone	saxophone
say	nenani
sayonara	NO TRANSLATION
scab	nkhanambo
scabbard	scabbard
scaffold	scaffold
scaffolding	scaffolding
scalding	scalding
scale	kukula
scales	mamba
scallop	sikalopu
scalp	scalp
scalpel	scalpel
scaly	zovuta
scam	chisokonezo
scamp	chithunzi
scampi	scampi
scan	fufuzani
scandal	chonyansa
scandalous	zonyansa
scanner	chojambulira
scanty	zochepa
scape	scape
scapegoat	zopereka
scar	zowawa
scarab	scarab
scarce	zochepa
scarcely	mosakayikira
scarcity	kusowa
scare	mantha
scarecrow	scarecrow
scared	mantha
scares	zoopsa
scarf	nsalu
scarier	zovuta
scariest	zoopsa
scarlet	zofiira
scary	zoopsa
scat	scat
scatter	kubalalika
scattered	anabalalitsidwa
scattering	kufalikira
scavenger	wowotcha
scenario	zochitika
scene	zochitika
scenery	nyengo
scenic	zooneka bwino
scent	zonunkhira
scented	zonunkhira
scepter	ndodo yachifumu
sceptical	osakayikira
scepticism	kukayikira
schadenfreude	schadenfreude
schedule	ndandanda
schematic	ndondomeko
scheme	ndondomeko
schilling	schilling
schism	chinyengo
schizophrenia	schizophrenia
schizophrenic	schizophrenic
schlep	schlep
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	schnitzel
scholar	katswiri
scholarly	akatswiri
scholarship	kusukulu
scholastic	maphunziro
school	sukulu
schoolboy	wophunzira wa sukulu
schoolgirl	msukulu
schoolhouse	nyumba ya sukulu
schooling	kusukulu
schoolmaster	mphunzitsi wa sukulu
schoolteacher	NO TRANSLATION
schoolwork	ntchito yakusukulu
schoolyard	sukulu
schooner	wophunzira
sciatica	sciatica
science	sayansi
scientific	sayansi
scientist	wasayansi
scifi	zovuta
scintilla	NO TRANSLATION
scintillating	zokopa
scintillation	scintillation
scintillator	scintillator
scion	scion
scissors	lumo
scoff	kunyoza
scold	sungani
scolding	kuwombera
scone	ziwonetseni
scoop	sangalalani
scoot	scoot
scooter	wopikisara
scope	chiwerengero
scorch	kuwotcha
scorching	kuwotcha
score	Chogoli
scoreboard	mpikisanowu
scorer	wosakaniza
scores	zolemba
scorn	kunyozedwa
scorned	kunyozedwa
scornful	onyoza
scorpion	scorpion
scotch	chithunzi
scoundrel	scoundrel
scour	kudula
scourge	mliri
scout	scout
scowl	scowl
scrabble	kupopera
scram	scram
scramble	kusokoneza
scrambled	kuthamanga
scrambler	scrambler
scrambling	kuthamanga
scrap	zidutswa
scrapbook	scrapbook
scrape	scrape
scrapie	scrapie
scraping	kupopera
scrappy	scrappy
scratch	sanga
scratchy	kukongola
scrawny	scrawny
scream	kufuula
screamer	kufuula
screaming	akufuula
screech	screech
screen	chithunzi
screening	kuwunika
screenplay	zojambulajambula
screenwriter	wolemba masewero
screw	pezani
screwball	screwball
screwdriver	screwdriver
screwed	zofufuzidwa
screwy	zowopsya
screwyou	NO TRANSLATION
scribble	kulemba
scribe	mlembi
scrimmage	scrimmage
scrip	script
script	script
scriptural	mwamalemba
scripture	malembo
scroll	mpukutu
scrotum	zovuta
scrounge	sangalalani
scrounger	wongolera
scrub	sanga
scruffy	scruffy
scrumptious	scrumptious
scrupulous	zovuta
scrutinize	kufufuza
scrutiny	kufufuza
scuba	scuba
scuff	sichita
scuffle	sungani
scullery	scullery
sculptor	zojambulajambula
sculpture	kujambulidwa
sculptured	zojambula
scum	scum
scumbag	scumbag
scurry	pezani
scurvy	scurvy
scuttle	futitsa
sea	nyanja
seaboard	seabodi
seafood	nsomba
seagull	nyanja
seal	chisindikizo
seals	zisindikizo
seam	msoko
seaman	wanyanja
seamless	osasunthika
seamstress	wosokera zovala
seaport	sitima
sear	fufuzani
search	fufuzani
searching	kufufuza
searchlight	kufufuza
seared	kusungunuka
seashore	m'mphepete mwa nyanja
seasick	nyanja
seaside	nyanja
season	nyengo
seasonal	nyengo
seasoned	nyengo
seasoning	nyengo
seat	mpando
seatbelt	lamba wapampando
seating	malo
seawater	madzi a m'nyanja
seaweed	nyanja zamchere
sec	gawo
secession	chisankho
secluded	zochepa
seclusion	kusungidwa
second	chachiwiri
second cousin	msuwani wachiwiri
secondary	yachiwiri
secondhand	zogwiritsidwapo kale ntchito
secrecy	chinsinsi
secret	chinsinsi
secretariat	ubwana
secretary	mlembi
secrete	secrete
secretion	chinsinsi
secretive	zobisika
secretly	mwachinsinsi
sect	kagulu
sectarian	achipembedzo
section	gawo
sectional	gawo
sector	gawo
secular	zadziko
secularism	chisokonezo
secure	otetezeka
securities	zobisika
security	chitetezo
sedan	NO TRANSLATION
sedate	sitima
sedation	sedation
sedative	chiwerewere
sedentary	wokhala pansi
sedge	sedge
sediment	dothi
sedimentary	pansi
sedition	kupanduka
seduce	kunyengerera
seducer	wonyenga
seducing	kunyenga
seduction	kunyenga
seductive	kukopa
see	onani
seed	mbewu
seedling	mmera
seeds	mbewu
seedy	seedy
seek	funani
seeker	wofufuza
seem	zimawoneka
seemingly	zikuoneka
seer	wopenya
seesaw	seesaw
seething	akuyenda
segment	gawo
segregate	sungani
segregated	zogawidwa
segregation	tsankho
seismic	chisokonezo
seize	gwirani
seizure	kulanda
seldom	kawirikawiri
select	sankhani
selection	kusankha
selective	kusankha
selectman	wosankha
selenium	selenium
self	wekha
selfharm	NO TRANSLATION
selfish	odzikonda
selfishness	kudzikonda
selfless	osadzikonda
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	gulitsani
seller	wogulitsa
sellout	kugulitsa
seltzer	seltzer
semantics	semantics
semaphore	semaphore
semblance	mawonekedwe
semen	semen
semester	semester
semi	nusu
semiautomatic	NO TRANSLATION
semicolon	semicolon
seminal	seminal
seminar	semina
seminary	seminare
semiotics	semiotics
senate	senate
senator	senema
send	tumizani
sender	otumiza
senescence	senescence
senile	senile
senior	akulu
seniority	msinkhu
senor	senor
senorita	senorita
sensation	kumverera
sensational	zosangalatsa
sense	luntha
senseless	wopanda nzeru
senses	mphamvu
sensibility	chisamaliro
sensible	wochenjera
sensibly	mosamala
sensitive	kumvetsa
sensitivity	kukhudzidwa
sensor	sensa
sensory	maganizo
sensual	zachibadwa
sensuality	maganizo
sensuous	zozizwitsa
sentence	chigamulo
sentencing	chilango
sentient	kumva
sentiment	maganizo
sentimental	maganizo
sentimentality	maganizo
sentinel	sentinel
sentry	wotumiza
separable	olekana
separate	osiyana
separately	mosiyana
separation	kupatukana
separatist	wopatukana
sepia	sepia
sepsis	sepsis
sept	seveni
septic	septic
septum	septum
sequel	chotsatira
sequence	zofanana
sequent	amatsutsa
sequestered	sequestered
sequestration	kupititsa patsogolo
serenade	serenade
serendipity	chisangalalo
serene	serene
serenity	bata
sergeant	sergeant
