Word	xh
sophistication	i-sophistication
sophomore	utywala
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	buqili
sorcery	bugqwirha
sordid	buhlungu
sore	buhlungu
soready	soready
sorely	kakhulu
soreness	buhlungu
sorghum	iinqununu
sorority	buqhetseba
sorrow	buhlungu
sorrowful	buhlungu
sorry	uxolo
sort	uhlobo
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	ukukhetha
sos	NO TRANSLATION
soscared	soscared
soscary	sosari
soslow	soslow
sostressed	NO TRANSLATION
sosweet	NO TRANSLATION
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	mphefumlo
soulful	umphefumlo
soulless	buhlungu
soulmate	umphefumlo
sound	isandi
sounding	ukukhala
soundness	ukuqonda
soundproof	ezingenangqiqo
soundtrack	isandi
soup	isobho
sour	mnandi
source	umthombo
sourpuss	sourpuss
south	mazantsi
southbound	ngasentla
southeast	sempuma
southern	nga sezantsi
southpaw	sezantsi
southwest	ngasentshonalanga
souvenir	khumbuzo
sovereign	ngukumkani
sovereignty	lawula
soviet	soviet
sow	hlwayela
soy	soy
soy sauce	isosi yesoyi
soybean	zesoya
spa	spa
space	indawo
spacecraft	nqanawa
spaceman	spaceman
spaceship	isikhala
spacing	ulwahlulo
spacious	likhulu
spade	bahamba
spaghetti	spaghetti
spam	ispemu
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	ukuphamba
spar	spar
spare	ukuyeka
spareribs	zokuncedisa
sparingly	ngokukhawuleza
spark	sitshisa
sparkle	kukhanya
sparkling	kukhanya
sparkly	ngokukhawuleza
sparring	kuhamba
sparrow	ntlunkulu
sparse	ncinane
spasm	spasm
spastic	spastic
spat	spat
spatial	indawo
spatter	spatter
spatula	spatula
spawn	kuhluma
spaz	spaz
speak	kuthetha
speakeasy	ukuphosa
speaker	isithethi
speakerphone	sithethifoni
speaking	Ndithatha
spear	umkhonto
spec	ucacisa
special	ezizodwa
specialist	ngcali
speciality	okhethekileyo
specialize	NO TRANSLATION
specially	ngokukodwa
specialty	okhethekileyo
specie	NO TRANSLATION
species	iintlobo
specific	ethile
specification	ngcaciso
specify	cacisa
specimen	umzekelo
speck	ikhonkco
speckled	ezinamabala
specs	ma catshulwa
spectacle	mboniso
spectacles	imibukiso
spectacular	ngalisa
spectator	umbukeli
specter	cacisa
spectral	ngumbono
spectrometer	i-spectrometer
spectrophotometer	i-spectrophotometer
spectroscopy	i-spectroscopy
spectrum	umbala
speculate	kucacisa
speculation	ukucinga
speculative	ngqi niselo
speculum	speculum
speech	intetho
speechless	ntetho
speed	ngesivinini
speedboat	i-speedboat
speedily	ngokukhawuleza
speeding	ukukhawuleza
speedometer	i-speedometer
speedway	ngokukhawuleza
speedy	ngokukhawuleza
spell	ukupela
spellbound	ukupasa
spelling	upelo
spencer	spencer
spend	kuchitha
spender	spender
spending	yokuchitha
spent	zichithe
sperm	isidoda
spew	kuhlutha
sphere	sigaba
spherical	spherical
sphincter	sphincter
sphinx	sphinx
spic	spic
spice	iziqholo
spicy	ezintle
spider	isikhewu
spiders	izigulane
spiffy	i-spiffy
spigot	spigot
spike	spike
spiked	i-spiked
spiky	spiky
spill	ukuchitha
spillin	NO TRANSLATION
spin	ukuhamba
spinach	ispinatshi
spinal	umgudu
spindle	ukuphosa
spine	umqolo
spineless	i-spineless
spinner	spinner
spinning	ukujikeleza
spinster	spinster
spiny	spiny
spiral	ukuvutha
spire	kuphefumula
spirit	umoya
spirited	omoya
spirits	omoya
spiritual	ngokomoya
spirituality	ngokomoya
spit	tshala
spite	nxamnye
spiteful	ukunyaniseka
spitfire	ukutshiza
spittoon	spittoon
splash	sitshabalalisa
splat	splat
splatter	splatter
spleen	ipeni
splendid	buhle
splendor	ubuqaqawuli
splice	utyumba
spline	umgca
splint	qhekeza
splinter	kutyumba
split	Umehlulelwano
splitting	hlukana
splurge	ubugqwetha
spoil	maxhoba
spoiler	umphangi
spoiling	ukuphanga
spoils	maxhoba
spoke	wathetha
spoken	thethayo
spokesman	sithethi
spokesperson	sithethi
sponge	isiponji
spongy	spongy
sponsor	inkxaso
sponsorship	inkxaso
spontaneity	ukuhamba
spontaneous	ngokukhawuleza
spoof	ukubola
spook	ukukhupha
spooky	ibusporho
spool	spool
spoon	isipuni
spoonful	i-spoonful
sporadic	ngokukhawuleza
spore	spore
sport	midlalo
sporting	midlalo
sports	midlalo
sports car	imoto yemidlalo
sportsman	wezemidlalo
sportsmanship	yokuzonwabisa
sportswriter	wezemidlalo
sporty	midlalo
spot	libala
spotless	ezingenabala
spotlight	ukukhanya
spotted	zibonakala
spotter	indawo
spotty	a mabala
spousal	umtshato
spouse	qabane
spout	spout
sprain	kuhlutha
sprawl	i-sprawl
spray	ucofa
spread	sasazwa
spreader	isasaza
spree	ukuhluma
spring	entwasahlobo
springtime	entwasahlobo
sprinkle	bafefe
sprinkler	fafaza
sprinkling	kufefa
sprint	i-sprint
sprite	sichaza
sprout	ihluma
spruce	spruce
spud	kuhlutha
spunk	spunk
spunky	spunky
spur	phuhlisa
spurious	u buxoki
spurred	khuthazwa
spurt	qhekeza
spy	kuhlola
squabble	qhekeka
squad	iqela
squadron	squadron
squall	i-squall
squamous	swele
squander	ukuxhamla
square	sikwere
squash	I-squash
squat	squat
squatter	sikhwele
squaw	squaw
squawk	swele
squeak	squeak
squeaky	zixakeke
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	coca
squeezing	kucima
squelch	swele
squid	isikwati
squint	gcwalisa
squire	squire
squirm	ukuxhamla
squirrel	squirrel
squirt	squirt
squish	sisa
squishy	i sweleka
stab	ugweba
stabbed	ugwazwe
stability	uzinzo
stabilize	uzinzo
stabilizer	uzinzo
stable	zizinzile
staccato	i staccato
stack	ukubeka
stadium	lebala
staff	sebenzi
stag	isigxina
stage	kwinqanaba
stagecoach	i stagecoach
stagehand	sigaba
stagger	ukugubha
staggering	ephazamisayo
stagnant	ekhoyo
stagnation	ukuxhamla
staid	ukukhangela
stain	ibala
stained	zicocekile
stainless	ezingenasici
stair	esiteji
staircase	isiteji
stairs	izitebhisi
stairway	esiteji
stairwell	esiteji
stake	intengo
stakeout	nxaxheba
stale	i-stale
stalemate	ukuxhomekeka
stalk	isiqu
stalker	i-stalker
stall	i stall
stallion	stallion
stalls	izitishi
stalwart	qhayisa
stamina	uzinzo
stamp	isitampu
stampede	ku thintela
stance	umgangatho
stand	ukuma
standard	umgangatho
standardize	ukulinganisa
standardized	echanekileyo
standby	Yima ecaleni kuka
standing	emi
standoff	umgca
standpoint	ngombono
standstill	ukuma
standup	Yima
stanza	stanza
staph	staph
staple	isitofu
stapler	isisa
star	nkwenkwezi
star fruit	inkwenkwezi yeziqhamo
starboard	starboard
starch	isitashi
stardom	uzinzo
stardust	ukugqithisa
stare	bajonge
starfish	starfish
stargazing	ku khanyisa
staring	kukhangela
stark	qalisa
starlet	inkwenkwezi
starlight	khanyiso
starling	i nkwenkwezi
starry	nkwenkwezi
stars	nkwenkwezi
starship	inkwenkwezi
start	qalisa
starter	qalisa
startle	ukuqala
startled	ku qhaqeka
startling	ma ngalisi
starvation	indlala
starve	ba lambele
starved	balambile
starving	ukulamba
stash	stash
stat	yomthetho
state	lumente
stately	ngokukhawuleza
statement	ngxelo
stateroom	i-stateroom
stateside	iidilesi
statesman	ngummeli
static	static
staticky	NO TRANSLATION
statics	statics
station	sikhululo
stationary	zimile
stationery	zokubhala
statistic	manani
statistical	manani
statistician	sombalo
stator	stator
statuary	isiteyimu
statue	umfanekiso
statuette	statuette
stature	ubukhulu
status	isimo
statute	miselo
statutory	mthethweni
staunch	ukunyuka
stave	ubeke
stay	kuhlala
stayaway	NO TRANSLATION
stayed	bahlala
stays	kuhlala
stead	endaweni
steadfast	zizinzile
steady	ngokukhawuleza
steak	steak
steakhouse	i-steakhouse
steal	kuba
stealing	kuba
stealth	ukukhohlisa
stealthily	ngokunyanisekileyo
stealthy	buqhetseba
steam	umphunga
steamboat	steamboat
steamer	i-steamer
steaming	ukuqhuma
steamroller	i-steamroller
steamship	lwesitishi
steamy	i-steamy
steel	isinyithi
steep	ephezulu
steeple	ngxondorha
steer	nqanaba
steering	ulawulo
stellar	stellar
stem	sitsho
stench	ukucima
stencil	stencil
stenographer	umgcini
step	nyathelo
stepdaughter	umfazi
stepfather	utata
stepmother	omama
steppe	i-steppe
steps	amanyathelo
stepson	inyana
stereo	stereo
stereoscopic	stereoscopic
stereotype	ngongoma
stereotyped	zichazwe
sterile	oyinyumba
sterility	u buncinci
sterilize	inzalo
sterling	oluhle
stern	stern
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	i-stew
steward	umphathi
stewardess	umphathi
stewardship	ubuphathi
stfu	stfu
stick	intonga
sticker	isitika
sticking	ukunamathela
stickler	ngqongqo
stickup	ncamathela
sticky	ezinamathele
stiff	ezinzima
stiffen	lukhuni
stiffness	ukuqina
stifle	sithintela
stifled	zifakwe
stifling	ukugxotha
stigma	ihlazo
stile	NO TRANSLATION
stiletto	isitifiketi
stillbirth	kuzalwa
stillborn	bazalwa
stillness	ukusa
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	khuthaza
stimulate	khuthaza
stimulating	khuthaza
stimulation	ukuvuselela
stimulus	khuthazo
sting	ukugquma
stinger	stinger
stinging	ukugquma
stingy	buhlungu
stink	kunuka
stinker	kucoceka
stinking	kunuka
stinky	kunuka
stint	ukugquma
stipend	ukuma
stipulate	cacisa
stipulation	miselo
stir	ku khuthaza
stirring	ku khuthaza
stitch	utywe
stitching	ukubetha
stock	esitokisini
stockade	kugcinwa
stockbroker	mthengisi
stockholder	mgcinisi
stocking	ukugcina impahla
stockings	izitokisi
stockpile	zigcina
stockroom	esitokisini
stocks	iisitokisi
stoic	stoic
stole	bebiwe
stolen	kubiwe
stomach	esiswini
stomachache	isisu esibuhlungu
stomp	ukuphosa
stomped	ziqhekeke
stone	ilitye
stoned	ngamatye
stonewall	kwinqanaba lelitye
stoneware	zamatye
stony	i stony
stooge	ukuyeka
stool	esitini
stools	izitulo
stoop	ukuma
stoopid	isitofu
stop	yeka
stopover	ukuma
stoppage	ukuyeka
stopper	ukuyeka
stopping	ukuyeka
stopwatch	isitophuwashi
storage	kugcinwa
store	ivenkile
storefront	phambili
storehouse	indlu yokugcina
storeroom	igumbi lokugcina
storing	ukugcina
storm	siqhwithi
storming	ukuphosa
stormy	esiqhwithi
story	ibali
storybook	ibali lebali
storyteller	ngumdlali webali
storytelling	ukuthetha ngamabali
stound	NO TRANSLATION
stout	buqilima
stove	isitofu
stow	i stow
stowaway	ehleli
straddle	ukudibanisa
straight	Ngqo
straighten	ku lungisa
straightforward	ngqo
straightway	ngokukhawuleza
strain	bunzima
strained	zincinci
strait	bunzima
straitjacket	straitjacket
straits	u bunzima
strand	umgca
stranded	zixakeke
strange	nga ma ngalanga
stranger	semzini
strangle	ukukhawuleza
strangulation	ukucwenga
strap	umgca
strapless	ezingenanto
strapping	ukubetha
strata	i-strata
strategic	buchule
strategist	cwangciso
strategy	isicwangciso
stratification	ukucwangciswa
stratosphere	stratosphere
stratum	umgca
stratus	umgca
straw	utshani
strawberry	Ndingathanda ipere yezinto zokukhafula kwiishethi
stray	zilahleka
streak	streak
streaked	zifakwe
stream	umlambo
streamer	ukusasaza
streaming	ukusasaza
streamline	kuhlenga
street	sitrato
streetcar	i sitrato
streetlight	ukukhanya kwesitrato
strength	amandla
strengthen	meleza
strengthening	meleza
strenuous	ezinzima
strep	strep
stress	uxinzelelo
stressed	gxi niniswa
stresses	uxinzelelo
stressfree	NO TRANSLATION
stressful	uxinzelelo
stressin	NO TRANSLATION
stressing	xi nzelelo
stressrelief	NO TRANSLATION
stretch	ulula
stretcher	eselula
stricken	yahlwaywa
strict	ngqongqo
stride	umda
strife	ngxabano
strike	isiteyhini
strikeout	sithintelo
striker	umdlali
striking	ukubetha
strikingly	ngokukhawuleza
string	umtya
strings	imida
stringy	ezinomtya
strip	umgca
stripe	umgca
striped	emigca
stripped	zihlulwe
stripper	umxhasi
striptease	umgca
strive	bazama
strobe	utywala
stroke	ukubetha
stroll	ukuhamba
stroller	umqhubi
strolling	ukuhamba
strong	melele
stronghold	inqaba
strongly	ngamandla
structural	zakhiwo
structure	isakhiwo
strudel	i-strudel
struggle	umzabalazo
strut	qhawula
stub	i-stub
stubbed	banjelwa
stubble	iziqu
stubborn	inkani
stubbornness	inkani
stubby	ukuxhamla
stucco	stucco
stuck	banjwe
stuckup	NO TRANSLATION
stud	yokufunda
studded	zixubile
student	umfundi
studied	wafunda
studio	studio
study	kufunda
stuff	izinto
stuffed animal	isilwanyana esihluphekile
stuffing	ukugxila
stuffy	zithwele
stumble	khubeka
stump	isiqu
stumped	sagxuma
stun	ukuxhamla
stunned	lisiwe
stunner	stunner
stunning	ma ngaliswa
stunt	ukuphosa
stunted	zitsho
stuntman	umqwengqo
stupefaction	ukuthokoza
stupefy	ukunyanzela
stupendous	zixhamla
stupid	sidenge
stupidity	bu budenge
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	ukunyuka
sturdy	ziqinile
sturgeon	sturgeon
stutter	i-stutter
sty	ucinga
style	isitayela
styling	umzobo
stylish	umzobo
stylist	umcwangcisi
suave	suave
sub	ngaphantsi
subatomic	i-subatomic
subcommittee	komiti ephantsi
subconscious	ngqalelo
subcutaneous	ngaphantsi
subdivide	ukwahlula
subdivision	ulwahlulo
subduction	kuhlonywa
subdue	lawula
subdued	lisiwe
subdural	ngaphantsi
subito	NO TRANSLATION
subject	sifundo
subjected	ziphantsi
subjection	thobela
subjective	thobela
subjugation	ukuthotywa
sublet	i sublet
sublevel	kutyumba
sublimation	ncancinci
sublime	ezincinci
subliminal	eziphantsi
submarine	yerwandle
submerge	qalisa
submerged	kungena
submersible	ku ngaphantsi
submission	ngeniswa
submissive	thobela
submit	ngenise
submitting	ngenisa
subordinate	ngaphantsi
subordination	ukuthotyelwa
subplot	yecandelwana
subpoena	subpoena
subscribe	bhalise
subscriber	umbhalisi
subscription	ukuthenga
subsequence	ngokulandelelana
subsequent	ndelayo
subsequently	emva koko
subservient	zixhasayo
subset	ssetyenziswe
subside	sithintela
subsidence	inkxaso
subsidiary	inkxaso
subsidize	kunika inkxaso
subsidy	inkxaso
subsist	yokuhlala
subsistence	yokutya
subsoil	ngaphantsi
subspace	yokuthenga
substance	izinto
substandard	ezingasetyenziswayo
substantial	kakhulu
substantially	kakhulu
substantiate	kuxhasa
substantive	indawo
substation	indawo
substitute	endaweni
substituted	endaweni
substitution	endaweni
substructure	indawo
subterranean	ngaphantsi
subtext	umxholo
subtitle	umxholo
subtle	buqhetseba
subtlety	buqhetseba
subtract	shenxisa
subtraction	ku thabatha
subtype	i-subtype
suburb	ngingqi
suburban	kwidolophu
suburbia	sondlo
suburbs	madlelo
subversion	ukuguqulwa
subversive	ukuguquka
subvert	ukuguqula
subway	indlela engaphantsi
succeed	phu melela
succeeding	phu melela
success	mpu melelo
successful	mpu melelo
succession	kulandelelana
successive	ngokulandelelana
successor	mlandeli
succinct	ngokukhawuleza
succubus	i-sucubus
succulent	efanelekileyo
succumb	kuhlutha
suck	unomntwana
sucker	sucker
sucking	usana
suckling	u ncela
sucks	uyasondela
suction	ukunyuka
sudden	ngokukhawuleza
suddenly	ngokukhawuleza
suds	sezantsi
sue	sue
suede	suede
suffer	nde zeleka
sufferer	umntu ogulayo
suffering	nde zeleka
suffice	ngokwaneleyo
sufficiency	ngokwaneleyo
sufficient	ngokwaneleyo
sufficiently	ngokwaneleyo
suffix	isisombululo
suffocate	zithintela
suffocating	ukuxhamla
suffocation	ukuhluthwa
sugar	ushukela
suggest	cebisa
suggestion	cebiso
suggestive	cebisa
suicidal	ukuzibulala
suicide	ukuzibulala
suicidebombing	NO TRANSLATION
suit	sithuthi
suitable	ezifanelekileyo
suitcase	i sutethi
suite	ilandelayo
suitor	umxhasi
sulfate	sulfate
sulfur	sulfure
sulk	sulk
sullen	zixhala
sully	sully
sulphur	sulfure
sultan	sultan
sultry	buhlungu
sum	isixa
summarily	ngokukodwa
summarize	shwa nkathela
summary	shwa nkathelo
summation	shwa nkathelo
summer	ehlobo
summerhouse	iholide
summertime	ngexesha lasehlotyeni
summit	ngqungquthela
summon	kubiza
summons	samani
sumo	sumo
sump	sump
sumptuous	zi qhe lekile
sun	ilanga
sunbeam	sunbeam
sunburn	ukushona kwelanga
sundae	sundae
sunday	iCawe
sundial	sundial
sundown	kwelanga
sundry	kudala
sunflower	i sunflower
sunglass	elangeni
sunglasses	izibuko
sunk	kukhanya
sunken	lisiwe
sunless	ilanga
sunlight	ilanga
sunny	ilanga
sunrise	kwelanga
sunroof	kwelanga
sunscreen	kwesikrini
sunset	kwelanga
sunshine	ilanga
suntan	kwelanga
sunup	kuphuma
sup	phezulu
super	phezulu
superannuation	i-annannation
superb	kakhulu
superficial	ngephandle
superfluous	ezingenangqiqo
superhero	phezulu
superhuman	ngaphezu komntu
superimposed	ephakamileyo
superintendent	ngumlawuli
superior	ophezulu
superiority	ukuphakama
superlative	zi phezulu
superman	phezulu
supermarket	Ivenkile enkulu yokutya
supermodel	supermodel
supernatant	ogqithiseleyo
supernatural	zendalo
supernova	supernova
superposition	ukugqithisa
superpower	namandla
supersede	phezulu
superstar	superstar
superstition	nkolelo
superstitious	nkolelo
superstore	zikhulu
supervise	ku jongana
supervision	ngamela
supervisor	umphathi
supper	isidlo sakusihlwa
suppertime	ngexesha lokuhlwa
supplant	ukunyusa
supple	ncedisa
supplement	zongeza
supplemental	ezongezelelweyo
supplementary	ezongezelelweyo
supplication	ukunxusa
supplier	umthengisi
supplies	kunika
supply	unikezelo
support	inkxaso
supported	zixhaswe
supporter	umxhasi
supporters	baxhasi
supporting	inkxaso
supportive	inkxaso
suppose	cinga
supposed	ku funeka
supposing	kucinga
supposition	ukuxhasa
suppress	ku thintela
suppression	ukuxothwa
supremacy	ubukhulu
supreme	ophezulu
supremely	kakhulu
surcharge	epheleleyo
sure	qi niseka
surety	qi niseka
surf	kwi-surf
surface	phezulu
surfboard	kwi-boardboard
surfer	i-surfer
surge	ukunyuka
surgeon	ugqirha
surgery	utyando
surgical	utyando
surly	ngokuxhamla
surmise	ukugquma
surname	ifani
surpassing	zigqithiseleyo
surplus	intsalela
surprise	ngaliswa
surprised	ngaliswa
surprises	ma ngaliso
surprising	ngaliswa
surprisingly	ngaliswa
surreal	surreal
surrender	kunika
surrendering	kunika
surrogate	ukuxhomekeka
surround	ji keleza
surrounding	ezijikelezayo
surroundings	ezijikelezileyo
surveillance	uhlolo
survey	uphando
surveying	kuhlola
surveyor	umcebisi
survival	ukusinda
survive	kuphila
surviving	kuphila
survivor	osindileyo
susceptibility	u kuqonda
susceptible	ku thintela
sushi	Sushi
suspect	u krokrela
suspected	krokrelwa
suspend	ukumisa
suspended	kumiswa
suspenders	baxhasi
suspense	u krokrela
suspension	ukumiswa
suspicion	krokrela
suspicions	zi krokrela
suspicious	krokrela
sustain	kugcina
sustained	zigcinwe
sustenance	ukutya
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	iswegi
swagger	i-swagger
swallow	ku gwinya
swami	swami
swamp	imvula
swamped	zanyuka
swampy	zinyuka
swan	i swan
swank	i-swank
swap	tshintsha
swarm	kuqhuma
swarming	ukuxhamla
swastika	swastika
swat	swat
sway	sway
swear	fungayo
swearing	fungayo
sweat	ukukhupha
sweater	swe swe
sweating	ukuthuka
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	ihlunu
sweep	ku tshayela
sweeper	kuhlutha
sweeping	kutsha
sweet	e mnandi
sweeten	nandi
sweetened	lisiwe
sweetener	i-sweetener
sweetest	mnandi
sweetheart	mnandi
sweetie	i-sweetie
sweetness	ubumnandi
sweets	iilekese
swell	zivule
swelling	ukuvuvukala
sweltering	egaxa
swerve	swerve
swift	kha wuleza
swiftly	ngokukhawuleza
swig	i-swig
swill	swill
swim	bhukuda
swimmer	lokudada
swimming	kubhukuda
swimsuit	ukuthutha
swindle	ukuthuka
swindler	umthubi
swine	ngulube
swing	ukuguquka
swinger	swinger
swinging	ukuguquka
swipe	swayipha
swirl	i-swirl
swish	swish
switch	guqula
switchblade	guqula ibhola
switchboard	lokushicilela
swivel	ukuhamba
swollen	kuvuvuka
swoon	swoon
swoop	swoop
sword	ikrele
swordfish	intlanzi yeswedi
swordplay	swordplay
swordsman	umkhonto
sycamore	umkram
syllable	i syllable
syllabus	isilabhasi
symbiotic	zonyango
symbol	uphawu
symbolic	mfuziselo
symbolically	ngokomfuziselo
symbolism	mqondiso
symbolize	fanisa
symmetric	i symmetric
symmetrical	olulinganayo
symmetry	i symmetry
sympathetic	u velwano
sympathize	novelwano
sympathy	uvelwano
symphonic	ngomsindo
symphony	symphony
symposium	ngqungquthela
symptom	uphawu
symptomatic	uphawu
synagogue	yesikhungu
synapse	synapse
synaptic	synaptic
sync	ukuvumelanisa
synchronize	ukuvumelanisa
synchronous	ngokuchanekileyo
syncope	syncope
syndicate	i syndicate
syndrome	isifo
synergistic	ulungelelaniso
synergy	ukusebenzisana
synod	i synod
synonym	ngqamana
synonymous	ngokufanayo
synopsis	ngqamana
synoptic	i synoptic
syntax	syntax
synthesis	ukuhlanganisa
synthesizer	synthesizer
synthetic	zokwenziwa
syphilis	i-syphilis
syringe	isirinji
syrup	isiraphu
system	inkqubo
systematic	echanekileyo
systematically	ngokuchanekileyo
t-shirt	i-t shirt
tab	ithebhu
tabasco	tabasco
tabby	ithebhu
tabernacle	umnquba
table	itafile
tableau	NO TRANSLATION
tablecloth	indwangu yetafile
tablespoon	isipuni
tablet	ithebulethi
tableware	tableware
tabloid	isitifiketi
taboo	itabhu
tabular	ithebhu
tabulate	sichaze
tabulation	tyikityo
tachometer	tachometer
tacit	tacit
tack	tack
tackle	ukujongana
tackled	tyiweyo
tackling	ukujongana
tacky	i-tacky
taco	taco
tact	qhinga
tactful	bulumko
tactic	buchule
tactical	buchule
tactics	amaqhinga
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	kuluhlu
tag	ithegi
tail	umsila
tailed	tailed
tailgate	ukusila
tailings	ukusila
taillight	umsila
tailor	ukulungelelanisa
tailoring	ukulungiswa
tailpipe	umsila
taint	kutyhafa
take	thabatha
takeoff	suka uhambe
takeout	khupha
takeover	Thatha indawo
taker	ukuthatha
talcum	talcum
tale	indaba
talent	talente
talented	abanetalente
talisman	umthunzi
talk	intetho
talkative	kuthetha
talker	u kuthetha
tall	ubude
tallies	i talente
tallow	ukufumana
tally	nganiso
talon	talon
talons	NO TRANSLATION
tambourine	kwingcambu
tame	NO TRANSLATION
tamer	tamer
taming	ukugcoba
tamper	ukunyathela
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	ludaka
tangerine	itangerine
tangible	ezibonakalayo
tangle	nganisa
tangled	zixakeke
tango	tango
tank	itanki
tank top	umphezulu wetanki
tanker	tanki
tanned	ityan
tantalizing	ngxamele
tantamount	kufana
tantrum	ngxamele
taoism	taoism
tap	kampompo
tape	tape
tape measure	iteyiphu yomlinganiselo
taper	i taper
tapering	ukupakisha
tapestry	khonkco
tapeworm	tapeworm
tapioca	NO TRANSLATION
taps	iipompo
tar	NO TRANSLATION
tarantula	i-tarantula
tardiness	ukukhawuleza
tardy	tardy
target	joliswe kuyo
targeted	joliswe kuwo
targeting	ekujoliswe kuyo
tariff	ntlawulo
tarmac	i-tarmac
tarnish	kuphazamisa
tarot	i-tarot
tarp	NO TRANSLATION
tarry	lilinde
tart	tart
tartan	tartan
tartar	tartar
task	msebenzi
tassel	ingxube
taste	ngcamango
tasteful	efanelekileyo
tasteless	nganto
tasting	ukunambitha
tasty	ezihlwabisayo
tat	umbala
tattler	tattler
tattletale	i-tattletale
tattoo	tattoo
taught	fundiswa
taunt	ngcikivo
taupe	taupe
taut	ukukhangela
tavern	ukuthungela
tawdry	utywala
tawny	i-tawny
tax	irhafu
taxed	irhafu
taxi	itekisi
taxicab	i-taxicab
taxonomy	irhafu
taxpayer	ntlawulo
tea	iti
teach	fundisa
teacher	titshala
teaching	fundisa
teacup	uqeqesho
teahouse	ihousehouse
teal	teal
team	iqela
teamjesus	NO TRANSLATION
teammate	qabane
teamwork	qela
teapot	teapot
tear	ukulila
tearful	ukulila
tearsofjoy	NO TRANSLATION
teary	teary
tease	ukucoca
teaser	teaser
teasing	ngcikivo
teaspoon	isipuni
teat	i-teat
teatime	teatime
tech	tech
technical	zobugcisa
technicality	lobugcisa
technician	ochwephesha
technique	ubuchule
techno	techno
technological	bugcisa
technology	te knoloji
ted	ted
teddy bear	iteddy bear
tedious	zi nxu lumene
tedium	ukudibanisa
tee	tee
teeming	ukuhlawula
teen	oselula
teenage	selutsha
teenager	selula
teens	abatsha
teensy	u selula
teeny	teeny
teeth	amazinyo
teething	uqobo
teflon	teflon
telegram	yilelegram
telegraph	telegraph
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	ngophala
telephone	umnxeba
telescope	i telescope
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	ithelevishini
television	umabonwakude
tell	xelela
teller	umxeleli
telling	xelela
telltale	i-telltale
temp	kwexesha
temper	nomsindo
tempera	tempera
temperament	iqondo
temperamental	ngqondweni
temperance	ukuzithoba
temperate	efanelekileyo
temperature	bushushu
tempered	utyhafile
tempest	neqhwithi
template	template
temple	tempile
tempo	NO TRANSLATION
temporal	kwexesha
temporarily	okwethutyana
temporary	okwethutyana
tempt	silingo
temptation	silingo
tempting	elingayo
temptress	isilingo
ten	Shumi
tenable	efanelekileyo
tenacious	xhaphaza
tenacity	ukunyaniseka
tenancy	indawo yokuhlala
tenant	umqeshi
tend	bathambekele
tendency	u tyekelo
tender	ithenda
tenderfoot	i-tenderfoot
tenderness	bubele
tending	ukulungiswa
tendon	intambo
tenement	lishumi
tenet	isitifiketi
tenets	iifayethi
tenfold	ephindwe kabini
tennis	nge tennis
tenor	i-tenor
tense	kwexesha
tensile	ukunyathela
tension	ingxaki
tent	intente
tentacle	yintente
tentative	ukuzama
tenth	Ishumi
tenths	seshumi
tenuous	luleko
tenure	ukuhlala
tepee	tepee
tepid	i-tepid
tequila	tequila
teriyaki	teriyaki
term	kwexesha
terminal	Indawo yokukhwelela
terminate	phelisa
termination	pheliswa
terminator	umxhasi
terminology	isigama
terminus	terminus
termite	ukuphela
terms	ngokwemiqathango
tern	tern
ternary	ternari
terrace	i-terrace
terrain	indawo
terrestrial	komhlaba
terrible	yoyikekayo
terribly	kakhulu
terrier	i-terrier
terrific	ngca
terrified	soyika
terrifies	soyika
terrify	soyikisayo
terrifying	yikisa
territorial	kummandla
territory	kwintsimi
terror	loyiko
terrorism	ulwabilo
terrorist	ugorha
terrorists	magorha
terrorize	ukuthuthumela
terse	ukusa
tertiary	ephakamileyo
test	vavanyo
testament	mfundiso
testicle	itekisi
testicular	ingqina
testify	ngqinela
testimonial	ubungqina
testimony	ubungqina
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	zixakeke
tetrahedral	yesitrahedral
text	umbhalo
textbook	yeencwadi
textile	iingubo
textural	ngetekisi
texture	ukuthungwa
tgif	tgif
thank	mbulelo
thankful	mbulelo
thankgod	enkosi thixo
thanking	mbulelo
thankless	mbulelo
thanks	enkosi
thanksalot	NO TRANSLATION
thanksgiving	mbulelo
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	intshi
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	tha thaw
theater	ye midlalo
theatrical	yezobugcisa
theatrics	itatrics
thebest	egqibelele
