Word	si
repurchase	ප්රතිමිලදී ගැනීමකි
reputable	පිළිගත හැකි ය
reputation	කීර්ති නාමයයි
repute	කීර්ති නාමයයි
reputed	පිළිගන්නවා
request	ඉල්ලීම
requiem	රික්වියෙම්
require	අවශ්යයි
required	අවශ්යයි
requirement	අවශ්යතාවයකි
requisite	අවශ ය
requisition	ඉල්ලීමකි
reread	නැවත කියවිය හැකිය
reroute	රෙරූට්
rerun	පුනරුත්ථාපනය
reschedule	නැවත සැලසුම්
rescind	ගලවා ගන්න
rescission	විස්වාසය
rescue	ගලවා ගැනීමයි
research	පර්යේෂණ
researcher	පර්යේෂකයෙකි
resection	කෘමීන්
resemblance	සමානකමක් ඇත
resemble	සමානයි
resembling	සමාන ය
resent	අසභ්ය
resentful	අප්රසන්නයි
resentment	අමනාපය
reservation	වෙන් කිරීම
reserve	රක්ෂිතයකි
reserved	වෙන්කර ඇත
reserves	සංචිත
reservoir	ජලාශය
reset	යලි සකසන්න
reside	වාසය කරයි
residence	නිවසේ
residences	නේවාසික පහසුකම්
residency	පදිංචි වී සිටී
resident	පදිංචිකරුවෙකි
residential	නේවාසික
residual	ඉතිරි
residue	අවශේෂ
resign	අස්වෙයි
resignation	අස්වීම
resigned	ඉල්ලා අස්විය
resilience	ඔරොත්තු දීම
resilient	ප්රත්යස්ථයි
resin	ෙරසින්
resist	විරුද්ධයි
resistance	ප්රතිරෝධය
resistant	ප්රතිරෝධී වේ
resisting	ප්රතිරෝධය
resistive	ප්රතිරෝධී වේ
resolute	ස්ථිරයි
resolutely	අධිෂ්ඨානවත්ය
resolution	යෝජනාව
resolve	අධිෂ්ඨානයයි
resolved	විසඳා ඇත
resonance	අනුනාදයකි
resonant	අනුනාදයකි
resonate	අනුනාදයකි
resonator	resonator
resort	නිවාඩු නිකේතනයකි
resounding	ශබ්ද නගා
resource	සම්පත
resourceful	විචික්ෂණ
resources	සම්පත්
respect	ගෞරවය
respectability	ගෞරවයක්
respectable	ගරු කරනවා
respected	ගෞරව කළා
respectful	ගරු කරනවා
respecting	ගරු කරනවා
respective	අදාළ
respects	ගෞරව කරනවා
respiration	ස්වසනය
respirator	ශ්වසන
respiratory	ශ්වසන
respite	විවේකයක්
resplendent	සුන්දරයි
respond	ප්රතිචාර දක්වයි
respondent	වගඋත්තර කරුවෙකි
response	ප්රතිචාරය
responsibility	වගකීමක්
responsible	වගකිව
responsive	ප්රතිචාර දැක්විය හැකිය
rest	විවේක ගන්න
restart	නැවත ආරම්භ
restaurant	අවන්හලක්
rested	විවේක ගත්තේය
restful	විවේචනාත්මකයි
restitution	යායුතුය
restless	නොසන්සුන්
restlessness	කලබල විය
restock	විවේකයෙන්
restoration	ප්රතිෂ්ඨාපනය
restorative	ප්රතිස්ථාපනය
restore	යළි පිහිටුවන්න
restored	ප්රතිෂ්ඨාපනය කර ඇත
restoring	ප්රතිෂ්ඨාපනය කිරීම
restrain	සීමා විය යුතුය
restrained	බාධාවක් විය
restraining	වැළැක්වීම
restraint	සංයමයකින්
restrict	සීමා කරන්න
restricted	සීමා විය
restriction	සීමා කිරීමයි
restrictive	සීමාකාරීයි
restroom	විවේකාගාරය
result	ප්රතිඵලය
resultant	ප්රතිඵලයයි
resume	අරඹන්න
resumption	නැවත ආරම්භ විය
resurrect	නැවත නැඟිටුවන්න
resurrection	උත්ථානය
resuscitate	නැවත පණ ගැන්වීම
resuscitation	පුනරුප්පත්තිය
retail	සිල්ලර
retailer	සිල්ලර වෙළෙන්දා
retain	රඳවා තබා ගනී
retainer	රඳවා ගනී
retaining	රඳවා තබා ගනී
retake	නැවත ලබා ගන්න
retaliate	ප්රතිප්රහාර එල්ල කරනවා
retaliation	ප්රතිප්රහාර එල්ල විය
retaliatory	ප්රතිප්රහාර එල්ල කරයි
retard	අඩුවිය
retardation	දුර්වල වීම
retarded	අඩපණ විය
retards	රැඳී සිටියි
retention	රඳවා තබා ගැනීමයි
retentive	සාරධර්ම
rethink	නැවත සිතා බලන්න
reticent	නිහඬයි
retina	දෘෂ්ටි විතානය
retinal	මැසීමයි
retire	විශ්රාමිකය
retired	විශ්රාම ගියේය
retirement	විශ්රාම ගැන්වීම
retiring	විශ්රාම ගැන්වීම
retold	රෙකෝඩ්
retort	ප්රතිප්රහාර දිය
retrace	නැවත පැමිණෙන්න
retract	අස්කර ගැනීම
retraction	නිවැරැදි කිරීම
retractor	ප්රතිරූපකය
retreat	පසුබැසීමයි
retrenchment	දොට්ට දැමීමයි
retrial	පුනරුත්ථාපනය
retribution	පලිගැනීමකි
retrieval	සොයා ගැනීමයි
retrieve	ලබාගැනීම
retriever	ප්රතිබලය
retro	රේට්රො
retroactive	පසුබිම
retrograde	ප්රතිගාමී
retrospect	අතීතය ගැන
retrospective	අතීතයේ
retrospectively	අතීතයට
return	ආපසු
reunion	යලි එක්වීම
reunite	යලි එක් විය
reunited	යලි එක් විය
rev	ආපසු
reveal	හෙළිකරයි
revel	බඩගිනි
revelation	එළිදරව්
revelations	හෙළිදරව් කිරීම්
revels	නරකයි
revenge	පළිගැනීම
revenue	ආදායම
reverberation	ප්රතිරාවය
revere	ආමෙන්
reverence	ගෞරවය
reverend	කණගාටුදායකයි
reverent	බුහුමන්
reverie	කණගාටුදායකයි
reversal	ආපසු හැරීමකි
reverse	ආපසු හරවන්න
reversion	ආපසු හැරීමකි
revert	ආපසු හැරවිය යුතුය
reverting	ආපසු හැරීමකි
review	සමාලෝචනයකි
reviewer	සමාෙලෝචකයා
revise	සංශෝධනය කරන්න
revision	සංශෝධනයයි
revisit	නැවත බැලීම
revival	පුනර්ජීවනයකි
revive	පුනර්ජීවනය කරයි
revocation	අවලංගු කිරීමකි
revoke	අවලංගු කරන්න
revolt	කැරැල්ල
revolting	කැරලිකාර
revolution	විප්ලවය
revolutionary	විප්ලවවාදී
revolutionize	විප්ලවීය වෙනසක්
revolve	වටා රොක් වෙනවා
revolver	රිවෝල්වරය
revolving	චලනය
revue	පුනරාවර්තනය
revulsion	විකාරයකි
revving	නටඹුන්
reward	ත්යාගය
rewarding	විපාකයකි
rewind	ආපස්සට යොමු කරන්න
rewire	නැවත ලියන්න
rewrite	නැවත ලියන්න
rhapsody	රම්පෝඩිය
rhetoric	වාගාලාපය
rhetorical	පූච්චානම් සහිතව
rheumatism	රූමැටික්
rhinestone	උඩුකය
rhino	රයිනෝ
rhinoceros	රයිනෝසිරස්
rhubarb	රහබ්බාර්
rhyme	රිද්මය
rhyming	රයිමන්
rhythm	රිද්මයානුකූලයි
rhythmic	රිද්මයානුකූලයි
rhythmical	රිද්මයානුකූලයි
rib	රබර්
ribbed	රඳා පවතී
ribbon	රිබන්
rice	සහල්
rich	පොහොසත් ය
riches	ධනය
richness	පොහොසත්කමයි
rick	රික්
rickety	අනවශ්යයි
rickshaw	රික්ෂෝවේ
ricochet	රිකෝෂේ
rid	බැහැර
riddance	හිනාවෙයි
riddle	සොරා ගන්න
riddled	සවි කර ඇත
ride	ගමන යති
rider	යතුරුපැදිකරුය
ridge	රිජ්
ridicule	සමච්චලයට
ridiculed	සමච්චලයට ලක්
ridiculous	හාස්යජනක
riding	පැදවීමයි
rife	පුලුවන්
riff	රිෆි
riffraff	රිෆ්රාෆ්
rifle	රයිෆල්
rifleman	රයිෆල්
rifles	රයිෆල්
rift	රිෆ්ට්
rig	ඩී
rigged	ය
rigging	ව්යාජය
right	හරි
righteous	ධර්මිෂ්ඨ
righteousness	ධර්මිෂ්ඨකම
rightful	නියමයි
rightly	නිවැරදිය
righty	හරි
rigid	දෘඪ
rigidity	දෘඪතාවයි
rigor	දැඩිවූවකි
rigorous	ප්රබලයි
rim	රාමු
rind	කොණ්ඩය
ring	වලල්ල
ringer	ඝංඨාර නාදය
ringing	ඝෝෂා කරනවා
ringleader	ප්රධානියාය
ringmaster	කෝන්මෙස්ටර්
ringside	රිංගයි
rink	නැවතිලා
rinse	මෙයට පිළියමක්
riot	කැරැල්ල
rioting	කැරලි ගැසීමයි
riotous	කැරලිකාර
riots	කැරලි
rip	දිග පැල්ම
riparian	කසළේය
ripe	ඉදුණු
ripen	ඉදවීමට
ripening	ඉදෙමින්
ripper	රිපීටර්
ripple	රැළි
rippling	රැවටිල්ලකි
rise	ඉහළ
rising	ඉහල නගිනු ඇත
risk	අවදානම්
risky	අවදානම් සහිතයි
risotto	රිසෝටෝ
rite	චාරිත්රයක්
ritual	චාරිත්රයකි
ritualistic	චාරිත්රානුකූලව
rival	ප්රතිවාදියා
rivalry	පසමිතුරුතාවයි
river	ගඟේ
riverbank	ගං ඉවුර
riverbed	ගං ඉවුරේ
riverboat	ගංගාව
rivet	රිවට්
riveted	රහස්ය
riveting	ආකර්ෂණීයයි
roach	රෝච්
road	මාර්ග
roadblock	මාර්ග බාධකයක්
roadhouse	පාරේ
roadie	මාර්ගී
roadrage	NO TRANSLATION
roadrunner	පාරේ
roads	මාර්ග
roadside	පාරේ
roadster	රෝස්ටර්
roadtrip	පාරේ
roadway	මාර්ගය
roadworks	මාර්ගවල
roam	ගිහිල්ලා
roar	කෑගසනවා
roaring	ගොරතර
roast	රෝස්
roasted	පුළුස්සනු ලැබේ
rob	මංකොල්ල කන
robber	හොරා
robbery	මංකොල්ලය
robe	සළුව
robin	රොබින්
robot	රොබෝව
robotic	රොබෝමය වේ
robotics	රොබෝ විද්යාව
robust	ශක්තිමත් එකක්
roc	එම්
rock	ගල්
rocker	රොකර්
rocket	රොකට් එකක්
rocks	ගල්
rod	සැරයටිය
rodent	කෘමිස්යය
rodeo	රෝඩෝ
roe	මිනිහා
rogue	මැරයා
role	කාර්යභාරය
roll	රෝල්
roller	රෝලර්
rollercoaster	රෝලර් කෝස්ටරය
rollers	රෝලර්ස්
rollicking	රනිල්
rolling	නැවතිණි
roman	රෝම
romance	ආදර කතා
romantic	ආදර හැඟීමක්
romanticism	රොමැන්තවාදය
romp	නටනවා
roof	වහළය
rooftop	කුළුණකි
rook	රබ්
rookie	රිකී
room	කාමරය
roomful	කාමරයක්
roommate	නේවාසික මිතුරිය
rooms	කාමර
roomy	සැපපහසුයි
roost	හයිය
rooster	කුකුළා
root	root
root beer	මුල් බීර වල
rooted	මුල්බැසගෙන ඇත
rope	කඹය
ropes	ලණු
rosary	රෝසරි
rose	රෝසින්
rosemary	රෝස්මරී
rosette	රොසෙටා
roster	ලැයිස්තුගත කරන්න
rosy	රෝසිට
rot	කුණු
rota	රොටා
rotary	භ්රමණයක්
rotate	භ්රමණය වේ
rotation	භ්රමණය
rote	රොටි
rotor	රෝටර්
rotten	කුනු වී ඇත
rotting	කුණුවී යයි
rotunda	රතුඩනා
rouge	රග්ජ්
rough	රළු ය
roughly	දළ වශයෙන්
roughneck	රළුයි
roughness	රළුබවක්
roulette	රූපීට්
round	වටය
roundabout	වටරවුම
rounded	වටය
roundup	වටයන්න
rouse	පෙළඹී ඇත
rouser	රෝසර්
rousing	නැගිට ඇත
rout	දුවනවා
route	මාර්ගය
routine	චර්යාවක්
rove	රවුෆ්
rover	රෝවර්
roving	ගොරෝසු
row	පේළිය
rowboat	බෝට්ටුව
rowdy	නරකයි
rowing	ඔරු
royal	රාජකීය
royalty	රාජකීයයි
rub	සල්ලි
rubber	රබර්
rubbers	රබර්
rubbing	රසය
rubbish	කසල
rubble	සුන්බුන්
rubdown	අවහිර කිරීමකි
rubric	සෘජු ය
ruby	රබ්බි
ruckus	රකූස්
rudder	ඉස්මට
ruddy	පාටයි
rude	නරකයි
rudeness	නරකයි
rudimentary	ඇටසැකිල්ල
rudiments	රළුයි
rue	රූ
rueful	නරකයි
ruff	නරකයි
ruffian	රෆන්
ruffle	රැප්ෆ්
rug	කට්ටිය
rugby	රග්බි
rugged	කෲරයි
ruin	විනාශය
ruination	නටබුන්
ruined	විනාශ වී ඇත
ruinous	විනාශකාරීයි
ruins	නටබුන්
rule	නීතිය
ruler	පාලකයෙකි
ruling	පාලක
rum	රම්
rumba	රුවාවා
rumble	රළුයි
rummage	කණපිට පෙරලී තිබේ
rumor	කටකතාවක්
rumored	කටකතා කියලයි
rump	රබ්බි
rumpus	හර්බට්
run	දුවනවා
runaround	නොපෙනී ගියේය
runaway	පැනලා දුවන්න
rundown	යට කරනවා
runes	දුවනවා
rung	කථාව
runner	අනුශූරතාව
running	ක්රියාත්මක වේ
running shoes	සපත්තු
runny	තදබදයකි
runt	NO TRANSLATION
runway	ධාවන පථය
rupture	කැඩීම
rural	ගම්බද
ruse	NO TRANSLATION
rush	රස්නයි
rushing	වෙහෙසකරයි
rust	මලකඩ
rusted	මලකඩ විය
rustic	සුන්දරයි
rustle	චලනය
rustler	නරකයි
rusty	වැසී ඇත
rut	ගමන
ruth	රූත්
ruthless	අනුකම්පා විරහිත ය
rye	රයි
sabbatical	සප්තවාර්ෂික වේ
saber	NO TRANSLATION
sable	sable
sabotage	කඩාකප්පල්
saboteur	කඩාකප්පල්කාරයෙක්
sac	වැස්ම
sack	ගෝචර විය
sacrament	සක්රමේන්තු
sacred	පූජනීයයි
sacrifice	පූජාවයි
sacrifices	කැපකිරීම්
sacrificial	පරිත්යාගශීලි
sacrilege	කොල්ලය
sacrilegious	පරිත්යාගයෙනි
sad	දුක
sadday	NO TRANSLATION
saddens	saddens
saddle	සෑදල
sadist	කනගාටුදායකයි
sadistic	දුක්ඛිතයි
sadly	කණගාටුයි
sadness	දුකයි
safari	සෆාරි
safe	ආරක්ෂිතයි
safeguard	ආරක්ෂා කිරීමයි
safekeeping	සුරක්ෂිත කිරීමයි
safety	ආරක්ෂාව
saffron	කුංකුම වලින්
sag	දොම්නස්
saga	සගාව
sage	අඥානයා
saggy	සද්දයක්
sail	රුවල්
sailboat	යාත්රාවයි
sailing	යාත්රා කිරීමයි
sailor	නාවිකයා
saint	සාන්තුවරයා
sainted	සාන්තුවරයන්
saintly	ශාන්තුවරයයි
sake	හොඳයි
salad	සලාද
salamander	සාලමන්ඩර්
salami	සලාමි
salary	වැටුප
sale	විකිණීමට
salesgirl	වෙළෙන්දියක්
salesman	වෙළෙන්දා
salient	වැදගත් වේ
saline	සේලයින්
saliva	සලාය
sally	සාලි
salmon	සැමන්
salmonella	සැල්මොනොල්ලා
salon	සැලෝන්
saloon	මැදිරි
salsa	සල්සා
salt	ලුණු
salted	ලුණු ලේවාය
saltwater	ලුණු වතුර
salty	ලුණු
salutary	පුණ්යවන්තයෙකි
salutation	ආචාරයක්
salute	ආචාර
salvage	බේරා ගැනීම
salvation	ගැලවීම
salve	ලූවිස්
samba	සම්බා
sameness	සමානතාව
sample	නියැදියකි
samurai	සමුරායි
sanatorium	සනීපාරක්ෂක පහසුකම්
sanctification	පවිත්ර කිරීමයි
sanctified	විශුද්ධ
sanctify	කැපවෙනවා
sanctimonious	මූර්තිමත් ය
sanction	සම්බාධක
sanctioned	අනුමැතිය ලත්
sanctity	ශුද්ධවන්තකම
sanctuary	අභය භූමියක්
sanctum	ශුද්ධස්ථානය
sand	වැලි
sandal	සැන්ඩල්
sandbox	වැලිපිල්ලේ
sander	මිනිහෙක්
sandman	සෑන්ඩ්මන්
sandpaper	වෙල්ඩර්
sands	සෑන්ඩ්ස්
sandstorm	වැලි කන්ද
sandwich	සැන්ඩ්විච්
sandy	වැලි සහිත
sane	පිතිකරුවෙක්
sanguine	මැඩ්රිඩ්
sanitarium	සනීකරණය
sanitary	සනීපාරක්ෂක
sanitation	සනීපාරක්ෂාව
sanity	සනීපාරක්ෂාව
sans	NO TRANSLATION
santa	සාන්ත
sap	යුෂ
sapiens	sapiens
sapphire	නිල් මැණික්
sappy	අසරණයි
sarcasm	නින්දිතය
sarcastic	උපහාසාත්මකය
sarcoma	සාර්කෝමාය
sarcophagus	සාර්ක්ෆාගය
sardine	සැමන්
sardonic	අබලන්ව
sarsaparilla	sarsaparilla
sash	පතුල
sashimi	සෂිමි
sassafras	සassafras
sassy	සෙස්සයි
satanic	සාතන්
satchel	සැරුල්ලා
sate	NO TRANSLATION
satellite	චන්ද්රිකාව
satin	සැටින්
satire	සිරිත් විරිත්
satirical	සතිපරි
satisfaction	තෘප්තිය
satisfactorily	සතුටුදායක ලෙස
satisfactory	සතුටුදායකයි
satisfied	සෑහීමට පත්
satisfy	තෘප්තියට පැමිණේ
satisfying	තෘප්තිමත් විය
saturate	සන්තෘප්තියයි
saturated	සන්තෘප්ත
saturation	සන්තෘප්තිය
satyr	සැටිර්
sauce	සෝස්
saucepan	සාස්පෑන්
saucer	පීරිසිය
saucy	සෝසි
sauerkraut	ගෝවා
sauna	sauna
sausage	සොසේජ්
savage	රෞද්ර වෘකයන්
savagery	ම්ලේච්ඡත්වය
savanna	සැවානා
savannah	සවානා
savant	ශිල්පියා
save	ඉතිරිකර ගන්න
saver	ඉතුරු කර ගන්න
saving	ඉතිරිය
savings	ඉතුරුම්
savior	ගැලවුම්කරුවා
savor	රසවිඳිනවා
savory	රසයි
savvy	විස්මිතයි
saw	දුටුවා
sawdust	sawdust
sawmill	ලී මෝලක්
sax	සබ්සෙක්ස්
saxophone	සබ්මැරීන
say	කියන්න
sayonara	NO TRANSLATION
scab	කඩුව
scabbard	ඇබ්බැහි
scaffold	පලංචියක්
scaffolding	පලංචිය
scalding	අඳුරේ
scale	පරිමාණ
scales	තරාදියක්
scallop	ස්කැලප්
scalp	හිස්කබලේ
scalpel	කණ
scaly	සිහින්
scam	වංචාව
scamp	කඩා වැටේ
scampi	ස්කැම්පි
scan	ස්කෑන්
scandal	සෝලිය
scandalous	අපකීර්තිමත් ය
scanner	ස්කෑනර්
scanty	ස්වල්පයකි
scape	දුගඳයි
scapegoat	දඩයක්කාරයෙක්
scar	කැළලක්
scarab	ස්කාරබ්
scarce	හිඟය
scarcely	කලාතුරකින්
scarcity	හිඟයක්
scare	බයවෙලා
scarecrow	සිහිනෙන්
scared	බයයි
scares	භීතියයි
scarf	ස්මාෆ්
scarier	භයානක ය
scariest	ඉතාම භයානකයි
scarlet	තද රතු
scary	භයංකාර
scat	දඩබ්බර
scatter	විසිරෙන්න
scattered	විසිරී ඇත
scattering	විසිරී පවතී
scavenger	ගවේශකය
scenario	වාතාවරණය
scene	දර්ශනයකි
scenery	දර්ශනය
scenic	දර්ශනීය
scent	සුවඳයි
scented	සුවඳින් සුවඳයි
scepter	ජයකොන්තය
sceptical	සැක සහිතය
scepticism	සංශයවාදය
schadenfreude	ෂැඩන්ෆ්රයිඩ්
schedule	කාලසටහන්
schematic	ක්රමානුරූප
scheme	යෝජනා ක්රමය
schilling	ශිලිං
schism	පල්ලිය
schizophrenia	භින්නෝන්මාදයයි
schizophrenic	භින්නෝන්මාදය
schlep	schlep
schmuck	NO TRANSLATION
schnapps	ෂැන්ප්ස්
schnitzel	schnitzel
scholar	විද්වතෙක්
scholarly	විද්වත්ය
scholarship	ශිෂ්යත්වයකි
scholastic	විශාරදයෙක්
school	පාසලේ
schoolboy	පාසල් සිසුවෙකි
schoolgirl	සිසුවියකි
schoolhouse	පාසලක්
schooling	පාසැල්
schoolmaster	පාසල් ගුරුවරියකි
schoolteacher	NO TRANSLATION
schoolwork	පාසැල් වැඩ
schoolyard	පාසැල් භූමියක්
schooner	ෂුනර්
sciatica	සෙමීටිකා
science	විද්යාව
scientific	විද්යාත්මක වේ
scientist	විද්යාඥයෙක්
scifi	සර්ෆි
scintilla	NO TRANSLATION
scintillating	විහිළු කරනවා
scintillation	සන්සන්දනය
scintillator	සුවඳයි
scion	පෙලඹීමයි
scissors	කතුර
scoff	කෑගැසීමක්
scold	බනිනවා
scolding	අවලාද
scone	අතුල්ලා
scoop	ගුලිය
scoot	බැනා
scooter	ස්කූටරය
scope	විෂය පථය
scorch	නරකයි
scorching	උෂ්ණත්වයයි
score	ලකුණු
scoreboard	ලකුණු පුවරුවයි
scorer	ය
scores	ලකුණු
scorn	අවමානයක්
scorned	අවතක්සේරු කළා
scornful	අවතාරයක්
scorpion	ගෝනුයි
scotch	ස්කොච්
scoundrel	බොරු
scour	කුරුල්ලා
scourge	වසංගතය
scout	බාලදක්ෂය
scowl	මැස්සෙක්
scrabble	නටනවා
scram	ස්ට්රම්
scramble	පොරවැදී
scrambled	පොරකෑමට ලක්ව ඇත
scrambler	වංචාකාරයෙක්
scrambling	පොරවැදී තිබේ
scrap	කසළ
scrapbook	අනේ
scrape	රැවුල කපනවා
scrapie	ස්ට්රැපි
scraping	පිසිනු ලබයි
scrappy	අපතේ ය
scratch	සීරීම්
scratchy	හිස්
scrawny	රළු
scream	කෑගහන්න
screamer	ක්රි.පූ
screaming	කෑ ගැසූහ
screech	කතාව
screen	තිරය
screening	තිරගත කිරීම
screenplay	තිරනාටකයකි
screenwriter	තිර රචකයෙකි
screw	ඉස්කුරුප්පු ඇණ
screwball	ඉස්කුරුප්පු ඇණ
screwdriver	ඉස්කුරුප්පු ඇණ
screwed	ඉස්කෝලේ යනවා
screwy	හිස්
screwyou	NO TRANSLATION
scribble	ලියන්න
scribe	විනයධරයා
scrimmage	කියැවිණි
scrip	ඩී
script	රචනය
scriptural	ලියවිල්ලයි
scripture	ශුද්ධ ලියවිලි පාඨය
scroll	අනුචලනය කරන්න
scrotum	වෘෂණ
scrounge	පිඹින්න
scrounger	වංචාකාරයෙක්
scrub	පිරිපහදු කරන්න
scruffy	කරදරකාරීයි
scrumptious	හරිම බිසී
scrupulous	කෙතරම් අශික්ෂිතයි
scrutinize	සොයා බලන්න
scrutiny	නිරීක්ෂණය කිරීම
scuba	ස්කබා
scuff	නටනවා
scuffle	නටනවා
scullery	ස්මාරකය
sculptor	මූර්ති ශිල්පියා
sculpture	මූර්ති
sculptured	ප්රතිමූර්තියක් ගෙන තිබේ
scum	නරකයි
scumbag	කකුලේ
scurry	පිස්සෙක්
scurvy	චිලි
scuttle	ස්ටුවර්ට්
sea	මුහුදු
seaboard	සබ්මැරීනයයි
seafood	මුහුදු ආහාර
seagull	ගැවසෙනවා
seal	මුද්රාව
seals	මුද්රා
seam	කදිමයි
seaman	යාත්රාව
seamless	වාටිමූට්ටු රහිත
seamstress	නවාතැන්
seaport	වරායෙනි
sear	සෙවණේ
search	සෙවීම
searching	සෙවීම
searchlight	ගවේෂණය
seared	ගසාගෙන ගියා
seashore	මුහුදු වෙරළට
seasick	මුහුදු වෙරළේ
seaside	මුහුදු වෙරළට
season	කන්නයයි
seasonal	සෘතුමය වේ
seasoned	හොඳයි
seasoning	කුළුබඩුවක්
seat	ආසනයයි
seatbelt	ආසන පටිය
seating	අසුන් පැනවීම
seawater	මුහුදු ජලය
seaweed	මුහුදු පැලෑටි
sec	තත්පර
secession	වෙන්වීම
secluded	හුදකලා විය
seclusion	වෙන්වීම
second	දෙවැනි
second cousin	දෙවන ඥාති සහෝදරයා
secondary	ද්විතීයික
secondhand	පාවිච්චි කළ
secrecy	රහස්ය
secret	රහස්ය
secretariat	ලේකම් කාර්යාලයයි
secretary	ලේකම්
secrete	ස්රාවය වේ
secretion	ස්රාවය
secretive	රහසිගතයි
secretly	රහසින්
sect	නිකායක්
sectarian	නිකායිකය
section	කොටස
sectional	අංශභාගය
sector	අංශය
secular	අනාගමික
secularism	අනාගමිකවාදයයි
secure	ආරක්ෂිතයි
securities	සුරැකුම්පත් වේ
security	ආරක්ෂක
sedan	NO TRANSLATION
sedate	සයිට් එකක්
sedation	නෑම
sedative	නිස්කලංක තැනකි
sedentary	අසුන් ගන්න
sedge	දඩබ්බර ය
sediment	අවසාදිතය
sedimentary	අවසාදිතය
sedition	පෙලඹවීමකි
seduce	හිරිවැටෙයි
seducer	නින්දාවට පත්විය
seducing	පොලඹවමු
seduction	ආයාචනයයි
seductive	ගැලපෙනවා
see	බලන්න
seed	බීජ
seedling	බීජ පැළයි
seeds	බීජ
seedy	ඇටකටුයි
seek	සොයන්න
seeker	ගවේෂකයෙකි
seem	පෙනේ
seemingly	පෙනෙන්නට තිබේ
seer	බලමු
seesaw	සීසාව
seething	කම්පා කරවනසුළුයි
segment	කොටසයි
segregate	වෙන්වෙයි
segregated	වෙන්වෙයි
segregation	වෙන් කිරීමකි
seismic	භූ කම්පන
seize	අල්ලා
seizure	අල්ලා ගැනීම
seldom	කලාතුරකින්
select	තෝරන්න
selection	තේරීම
selective	තෝරා ගත හැකිය
selectman	තේරීම් කාරකයකි
selenium	සෙලේනියම්
self	ස්වයං
selfharm	NO TRANSLATION
selfish	ආත්මාර්ථකාමි
selfishness	ආත්මාර්ථකාමිත්වය
selfless	නොරිස්සුයි
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	විකුණන්න
seller	විකිණුම්කරු
sellout	විකුනා දැමීමයි
seltzer	සෙල්සර්
semantics	සම්මිශ්රණය
semaphore	සිමාරත්න
semblance	සයිලන්ට්ස්
semen	ශුක්ර තරලය
semester	සෙමෙස්තරය
semi	අර්ධ
semiautomatic	NO TRANSLATION
semicolon	තිත් කොමාව
seminal	සුමුදු
seminar	සම්මන්ත්රණය
seminary	සෙමනේරිය
semiotics	අර්ධශතකය
senate	සෙනෙට් සභාව
senator	සෙනෙට් සභික
send	එවන්න
sender	යැවිය යුතුය
senescence	පැරසිටමිටි
senile	සෙනෙට්නි
senior	ජ්යෙෂ්ඨ
seniority	ජ්යෙෂ්ඨත්වයයි
senor	senor
senorita	සෙනරෝටා
sensation	සංවේදීයි
sensational	සංවේදීයි
sense	හැඟීමක්
senseless	අඥාන දෙයක්
senses	සංවේදනයන්
sensibility	සංවේදීතාව
sensible	සංවේදීයි
sensibly	සංවේදීයි
sensitive	සංවේදී
sensitivity	සංවේදීතාව
sensor	සංවේදකය
sensory	සංවේදක
sensual	සංවේදීයි
sensuality	හැඟීමක්
sensuous	සංවේදීයි
sentence	වාක්යය
sentencing	දඬුවම් කිරීම
sentient	අභිමානවත් ය
sentiment	මනෝභාවයකි
sentimental	භාවාත්මක ය
sentimentality	භක්තියයි
sentinel	එඩීනයි
sentry	රහස්
separable	වෙන් කළ හැක
separate	වෙනම
separately	වෙන් වෙන් වශයෙන්
separation	වෙන්වීම
separatist	බෙදුම්වාදී
sepia	සැපියා
sepsis	සප්ලි
sept	සැප්තැම්බර්
septic	සෙති
septum	සර්ෆ්ටම්
sequel	අනුගමනය
sequence	අනුක්රමය
sequent	අනුකම්පා විරහිතයි
sequestered	උල්ලංඝනය වී තිබේ
sequestration	අනුල්ලංඝනය කිරීමයි
serenade	සෙරෙඩාඩ්
serendipity	ඥානයයි
serene	සන්සුන් විය
serenity	සුන්දරත්වය
sergeant	සැරයන්වරයා
serial	අනුක්රමික
serialize	අනුප්රාප්තිකය
series	මාලාවක්
serif	සේරිෆ්
serious	බරපතල
seriousness	බැරෑරුම්කමයි
sermon	දේශනාව
serpent	සර්පයා
serpentine	සර්පන්ටයින්
serrated	සර්වරය
serum	රුධිරය
servant	මෙහෙකරුවා
serve	සේවය
server	සේවාදායකය
service	සේවාව
serviceable	හැකි ය
servile	සර්විසස්
servitude	අ
sesame	තල
sess	NO TRANSLATION
session	වාරය
sessions	සැසිවාර
set	සකසා ඇත
setback	පසුබිම
sett	NO TRANSLATION
setter	නියාමකයෙකි
settle	පදිංචි විය
settled	පදිංචි විය
settlement	නිරවුල්
settler	පදිංචිකරුවෙකි
settlor	පාලකය
setup	පිහිටුවීම
seven	හතක්
seventeen	දහහතර
seventh	හත්වෙනි ස්ථානයයි
seventy	හැත්තෑ
sever	විසිවී ය
severable	කැපේ
severally	සමානවම
severance	විසන්ධි වේ
severe	බරපතළය
severely	බරපතල ලෙස
severity	බරපතලකමයි
sew	කවන්නෙමි
sewage	අපද්රව්ය
sewer	මලාපවහන
sewerage	මලාපවහන
sewing	මැහුම්
sex	ලිංගික කාරණා
sexist	ලිංගිකත්වය
sexual	ලිංගික කාරණා
sexuality	ලිංගිකත්වය
sexy	ලිංගික කාරණා
shabby	බිත්තරයක්
