Word	tr
resort	çare
resounding	yankılanan
resource	kaynak
resourceful	becerikli
resources	kaynaklar
respect	saygı
respectability	saygınlık
respectable	saygın
respected	itibarlı
respectful	saygılı
respecting	ilişkin
respective	sırasıyla
respects	saygılar
respiration	solunum
respirator	solunum cihazı
respiratory	solunum
respite	mühlet
resplendent	şaşaalı
respond	yanıtlamak
respondent	davalı
response	tepki
responsibility	sorumluluk
responsible	sorumluluk sahibi
responsive	duyarlı
rest	dinlenme
restart	tekrar başlat
restaurant	restoran
rested	dinlenmiş
restful	dinlendirici
restitution	tazmin
restless	huzursuz
restlessness	huzursuzluk
restock	eksikleri tamamlamak
restoration	restorasyon
restorative	canlandırıcı
restore	geri
restored	restore
restoring	geri
restrain	dizginlemek
restrained	ölçülü
restraining	frenleyici
restraint	kısıtlama
restrict	kısıtlamak
restricted	kısıtlı
restriction	kısıtlama
restrictive	kısıtlayıcı
restroom	tuvalet
result	sonuç
resultant	çıkan
resume	devam et
resumption	yeniden başlama
resurrect	diriltmek
resurrection	diriliş
resuscitate	diriltmek
resuscitation	diriltme
retail	perakende
retailer	perakendeci
retain	tutmak
retainer	tutucu
retaining	istinat
retake	geri almak
retaliate	misilleme yapmak
retaliation	misilleme
retaliatory	misilleme
retard	geciktirmek
retardation	gecikme
retarded	engelli
retards	gerzeklerle
retention	alıkoyma
retentive	kuvvetli
rethink	yeniden düşünmek
reticent	suskun
retina	retina
retinal	retina
retire	emekli olmak
retired	emekli
retirement	emeklilik
retiring	emekli
retold	retold
retort	imbik
retrace	kaynağına inmek
retract	geri çekmek
retraction	geri çekme
retractor	retraktörü
retreat	geri çekilmek
retrenchment	tasarruf
retrial	yeniden yargılama
retribution	ceza
retrieval	geri alma
retrieve	geri almak
retriever	av köpeği
retro	Retro
retroactive	geriye dönük
retrograde	gerici
retrospect	geçmişi düşünme
retrospective	geçmişe yönelik
retrospectively	geriye dönük
return	dönüş
reunion	birleşme
reunite	barıştırmak
reunited	birleşmiş
rev	devir
reveal	ortaya çıkartmak
revel	cümbüş
revelation	vahiy
revelations	âyetlerini
revels	revels
revenge	intikam
revenue	gelir
reverberation	yankılanma
revere	tapmak
reverence	hürmet
reverend	muhterem
reverent	saygılı
reverie	hülya
reversal	tersine çevirme
reverse	ters
reversion	veraset hakkı
revert	dönmek
reverting	geri alma
review	gözden geçirmek
reviewer	eleştirmen
revise	tashih
revision	revizyon
revisit	tekrar ziyaret etmek
revival	canlanma
revive	canlandırmak
revocation	iptal
revoke	geri almak
revolt	isyan
revolting	iğrenç
revolution	devrim
revolutionary	devrimci
revolutionize	devrim yapmak
revolve	dönmek
revolver	revolver
revolving	döner
revue	revü
revulsion	uzaklaştırılma
revving	devirli
reward	ödül
rewarding	faydalı
rewind	geri sarma
rewire	rewire
rewrite	yeniden yazmak
rhapsody	rapsodi
rhetoric	belâgat
rhetorical	tumturaklı
rheumatism	romatizma
rhinestone	yapay elmas
rhino	gergedan
rhinoceros	gergedan
rhubarb	Ravent
rhyme	kafiye
rhyming	kafiye
rhythm	ritim
rhythmic	ritmik
rhythmical	ritmik
rib	kaburga
ribbed	yivli
ribbon	kurdele
rice	pirinç
rich	zengin
riches	zenginlik
richness	zenginlik
rick	burkulma
rickety	cılız
rickshaw	çekçek
ricochet	sekme
rid	kurtulmuş
riddance	kurtulma
riddle	bilmece
riddled	kalbura
ride	binmek
rider	binici
ridge	sırt
ridicule	alay
ridiculed	alay
ridiculous	gülünç
riding	binme
rife	yaygın
riff	riff
riffraff	ayak takımı
rifle	tüfek
rifleman	avcı eri
rifles	tüfekler
rift	yarık
rig	teçhizat
rigged	hileli
rigging	arma
right	sağ
righteous	doğru
righteousness	doğruluk
rightful	haklı
rightly	haklı olarak
righty	righty
rigid	katı
rigidity	katılık
rigor	titizlik
rigorous	titiz
rim	jant
rind	kabuk
ring	halka
ringer	zil
ringing	çınlama
ringleader	elebaşı
ringmaster	sirk müdürü
ringside	ring kenarı
rink	paten alanı
rinse	durulama
riot	isyan
rioting	ayaklanan
riotous	sefih
riots	ayaklanmalar
rip	Huzur içinde yatsın
riparian	riparian
ripe	olgun
ripen	olgunlaşmak
ripening	olgunlaşma
ripper	yırtıcı
ripple	dalgalanma
rippling	dalgalanan
rise	yükselmek
rising	yükselen
risk	risk
risky	riskli
risotto	risotto
rite	ayin
ritual	ayin
ritualistic	törensel
rival	rakip
rivalry	rekabet
river	nehir
riverbank	nehir kıyısı
riverbed	nehir yatağı
riverboat	nehir botu
rivet	perçin
riveted	perçinli
riveting	perçinleme
roach	hamamböceği
road	yol
roadblock	barikat
roadhouse	roadhouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	roadrunner
roads	yollar
roadside	yol kenarı
roadster	binek atı
roadtrip	roadtrip
roadway	şerit
roadworks	Yol Çalışması
roam	dolaşmak
roar	kükreme
roaring	kükreyen
roast	rosto
roasted	kavrulmuş
rob	soymak
robber	soyguncu
robbery	soygun
robe	elbise
robin	narbülbülü
robot	robot
robotic	robotik
robotics	robotik
robust	güçlü
roc	anka kuşu
rock	Kaya
rocker	rock'çı
rocket	roket
rocks	kayaçlar
rod	çubuk
rodent	kemirgen
rodeo	rodeo
roe	karaca
rogue	düzenbaz
role	rol
roll	rulo
roller	rulman
rollercoaster	lunapark hız treni
rollers	silindirler
rollicking	eğlenceli
rolling	yuvarlanan
roman	Roma
romance	romantik
romantic	romantik
romanticism	romantizm
romp	boğuşma
roof	çatı
rooftop	çatı
rook	kale
rookie	çaylak
room	oda
roomful	oda dolusu
roommate	oda arkadaşı
rooms	Odalar
roomy	ferah
roost	tünek
rooster	horoz
root	kök
root beer	kök bira
rooted	köklü
rope	Halat
ropes	halatlar
rosary	tespih
rose	gül
rosemary	Biberiye
rosette	rozet
roster	liste
rosy	pembe
rot	çürüme
rota	rota
rotary	döner
rotate	döndürmek
rotation	rotasyon
rote	alışılmış hareket
rotor	rotor
rotten	çürük
rotting	çürüyen
rotunda	daire biçiminde oda
rouge	ruj
rough	kaba
roughly	kabaca
roughneck	külhanbeyi
roughness	pürüzlülük
roulette	rulet
round	yuvarlak
roundabout	dolambaçlı
rounded	yuvarlak
roundup	hesabı yuvarlamak
rouse	canlandırmak
rouser	heyecanlı olay
rousing	heyecan verici
rout	hezimet
route	rota
routine	rutin
rove	yarı bükülmüş iplik
rover	korsan
roving	başıboş
row	kürek çekmek
rowboat	kayık
rowdy	kabadayı
rowing	kürek çekme
royal	royal
royalty	imtiyaz
rub	ovmak
rubber	silgi
rubbers	kauçuklar
rubbing	sürtme
rubbish	çöp
rubble	moloz
rubdown	ovalamak
rubric	kırmızı harfler
ruby	yakut
ruckus	gürültü
rudder	dümen
ruddy	kahrolası
rude	kaba
rudeness	edepsizlik
rudimentary	ilkel
rudiments	esaslar
rue	rue
rueful	kederli
ruff	platika
ruffian	hödük
ruffle	fırfır
rug	kilim
rugby	Ragbi
rugged	engebeli
ruin	harabe
ruination	yıkma
ruined	harap
ruinous	yıkıcı
ruins	kalıntılar
rule	kural
ruler	cetvel
ruling	yonetmek
rum	ROM
rumba	rumba
rumble	gümbürtü
rummage	mezat malı
rumor	söylenti
rumored	söylenti
rump	kıç
rumpus	patırtı
run	koşmak
runaround	etrafında koşmak
runaway	Kaçmak
rundown	bitkin
runes	rünler
rung	basamak
runner	koşucu
running	koşu
running shoes	koşu ayakkabısı
runny	cıvık
runt	NO TRANSLATION
runway	koşu yolu
rupture	kopma
rural	kırsal
ruse	NO TRANSLATION
rush	acele
rushing	acele
rust	pas
rusted	paslanmış
rustic	rustik
rustle	hışırtı
rustler	sığır hırsızı
rusty	paslı
rut	azgınlık
ruth	Ruth
ruthless	acımasız
rye	Çavdar
sabbatical	dini gün ile ilgili
saber	NO TRANSLATION
sable	samur
sabotage	sabotaj
saboteur	sabotajcı
sac	kese
sack	çuval
sacrament	dini tören
sacred	kutsal
sacrifice	kurban
sacrifices	kurban
sacrificial	kurban
sacrilege	kutsal şeyleri çalma
sacrilegious	günahkâr
sad	üzgün
sadday	NO TRANSLATION
saddens	üzer
saddle	sele
sadist	sadist
sadistic	sadistçe
sadly	ne yazık ki
sadness	üzüntü
safari	safari
safe	kasa
safeguard	korumak
safekeeping	saklanma
safety	Emniyet
saffron	Safran
sag	sarkma
saga	destan
sage	adaçayı
saggy	sarkık
sail	yelken
sailboat	yelkenli
sailing	yelkencilik
sailor	denizci
saint	aziz
sainted	rahmetli
saintly	aziz
sake	uğruna
salad	salata
salamander	semender
salami	salam
salary	maaş
sale	satış
salesgirl	salesgirl
salesman	satış elemanı
salient	belirgin
saline	tuzlu
saliva	tükürük
sally	çıkış hareketi
salmon	Somon
salmonella	zehirlenmeye neden olan mikrop
salon	salon
saloon	salon
salsa	Salsa
salt	tuz
salted	tuzlu
saltwater	tuzlu su
salty	tuzlu
salutary	sağlıklı
salutation	selamlama
salute	selam
salvage	kurtarma
salvation	kurtuluş
salve	merhem
samba	samba
sameness	aynılık
sample	Numune
samurai	samuray
sanatorium	sanatoryum
sanctification	kutsama
sanctified	kutsanmış
sanctify	kutsallaştırmak
sanctimonious	sahte sofu
sanction	yaptırım
sanctioned	yaptırıma
sanctity	kutsallık
sanctuary	barınak
sanctum	kutsal yer
sand	kum
sandal	sandalet
sandbox	kum havuzu
sander	zımpara
sandman	uyku perisi
sandpaper	zımpara
sands	kum taneleri
sandstorm	kum fırtınası
sandwich	sandviç
sandy	kumlu
sane	aklı başında
sanguine	iyimser
sanitarium	sanatoryum
sanitary	sıhhi
sanitation	sanitasyon
sanity	akıl sağlığı
sans	NO TRANSLATION
santa	Santa
sap	özsu
sapiens	sapiens
sapphire	safir
sappy	özlü
sarcasm	iğneleme
sarcastic	iğneleyici
sarcoma	sarkom
sarcophagus	lahit
sardine	sardalya
sardonic	acı
sarsaparilla	saparna
sash	kuşak
sashimi	sashimi
sassafras	taflan
sassy	şımarık
satanic	şeytani
satchel	omuz çantası
sate	NO TRANSLATION
satellite	uydu
satin	saten
satire	hiciv
satirical	satirik
satisfaction	memnuniyet
satisfactorily	biçimde
satisfactory	tatmin edici
satisfied	memnun
satisfy	tatmin etmek
satisfying	doyurucu
saturate	bombalamak
saturated	doymuş
saturation	doyma
satyr	seks düşkünü erkek
sauce	Sos
saucepan	tencere
saucer	fincan tabağı
saucy	şımarık
sauerkraut	NO TRANSLATION
sauna	sauna
sausage	sosis
savage	vahşi
savagery	vahşet
savanna	savan
savannah	savan
savant	bilgin
save	kayıt etmek
saver	kurtarıcı
saving	tasarruf
savings	tasarruf
savior	kurtarıcı
savor	lezzet
savory	iştah açıcı
savvy	anlayış
saw	testere
sawdust	talaş
sawmill	kereste fabrikası
sax	saksofon
saxophone	saksofon
say	söylemek
sayonara	NO TRANSLATION
scab	uyuz
scabbard	kın
scaffold	iskele
scaffolding	iskele
scalding	haşlama
scale	ölçek
scales	terazi
scallop	tarak kabuğu
scalp	kafa derisi
scalpel	skalpel
scaly	pullu
scam	aldatmaca
scamp	haylaz
scampi	scampi
scan	taramak
scandal	skandal
scandalous	kepaze
scanner	tarayıcı
scanty	yetersiz
scape	duyarga
scapegoat	günah keçisi
scar	yara izi
scarab	bokböceği
scarce	kıt
scarcely	hemen hemen
scarcity	kıtlık
scare	korkutmak
scarecrow	korkuluk
scared	korkmuş
scares	korkutuyor
scarf	eşarp
scarier	korkutucuydu
scariest	korkutucu
scarlet	kırmızı
scary	korkutucu
scat	uza
scatter	saçmak
scattered	dağınık
scattering	saçılma
scavenger	çöpçü
scenario	senaryo
scene	faliyet alani, sahne
scenery	manzara
scenic	manzara
scent	koku
scented	kokulu
scepter	asa
sceptical	şüpheci
scepticism	şüphecilik
schadenfreude	schadenfreude
schedule	program
schematic	şematik
scheme	düzen
schilling	schilling
schism	bölünme
schizophrenia	şizofreni
schizophrenic	şizofrenik
schlep	sürüklemek
schmuck	NO TRANSLATION
schnapps	schnapps
schnitzel	şnitzel
scholar	akademisyen
scholarly	bilimsel
scholarship	burs
scholastic	skolastik
school	okul
schoolboy	okul çocuğu
schoolgirl	okul kızı
schoolhouse	okul binası
schooling	eğitim
schoolmaster	öğretmen
schoolteacher	NO TRANSLATION
schoolwork	okul işi
schoolyard	okul bahçesi
schooner	uskuna
sciatica	siyatik
science	Bilim
scientific	ilmi
scientist	Bilim insanı
scifi	scifi
scintilla	NO TRANSLATION
scintillating	kamaştırıcı
scintillation	ışıldama
scintillator	scintillator
scion	evlât
scissors	makas
scoff	alay
scold	azarlamak
scolding	azarlama
scone	çörek
scoop	kepçe
scoot	kaçmak
scooter	mobilet
scope	kapsam
scorch	alazlamak
scorching	kavurucu
score	Gol
scoreboard	sayı tahtası
scorer	golcü
scores	Skorlar
scorn	aşağılamak
scorned	hor görülmüş
scornful	hakaretli
scorpion	akrep
scotch	İskoç
scoundrel	alçak
scour	koşuşturmak
scourge	kırbaç
scout	izci
scowl	sert bakış
scrabble	tırmalamak
scram	çek git
scramble	karıştırmak
scrambled	karıştırılmış
scrambler	telefonun dinlenmesini önleyen cihaz
scrambling	çabalıyorlar
scrap	hurda
scrapbook	karalama defteri
scrape	sıyrık
scrapie	scrapie
scraping	kazıma
scrappy	kavgacı
scratch	çizik
scratchy	cızırtılı
scrawny	cılız
scream	çığlık
screamer	manşet
screaming	bağıran
screech	cırlamak
screen	ekran
screening	tarama
screenplay	senaryo
screenwriter	senaryo yazarı
screw	vida
screwball	garip adam
screwdriver	Tornavida
screwed	berbat
screwy	garip
screwyou	NO TRANSLATION
scribble	karalama
scribe	çizici
scrimmage	hücum
scrip	isim listesi
script	senaryo
scriptural	yazı
scripture	yazı
scroll	kaydırma
scrotum	skrotum
scrounge	aşırmak
scrounger	beleşçi
scrub	bodur
scruffy	pis
scrumptious	nefis
scrupulous	vicdanlı
scrutinize	dikkatle incelemek
scrutiny	dikkatli inceleme
scuba	skuba
scuff	ayaklarını sürüyerek yürümek
scuffle	kavga
scullery	bulaşıkhane
sculptor	heykeltraş
sculpture	heykel
sculptured	heykel
scum	pislik
scumbag	pislik
scurry	koşturma
scurvy	aşağılık
scuttle	tüymek
sea	deniz
seaboard	sahil
seafood	Deniz ürünleri
seagull	martı
seal	mühür
seals	mühürler
seam	dikiş
seaman	denizci
seamless	dikişsiz
seamstress	terzi
seaport	liman
sear	sararmış
search	arama
searching	aramak
searchlight	ışıldak
seared	katılaşmış
seashore	sahil
seasick	deniz tutmuş
seaside	sahil
season	sezon
seasonal	mevsimlik
seasoned	terbiyeli
seasoning	Baharat
seat	oturma yeri
seatbelt	Emniyet kemeri
seating	oturma
seawater	deniz suyu
seaweed	Deniz yosunu
sec	sek
secession	ayrılma
secluded	gözlerden uzak
seclusion	gözlerden uzak yer
second	ikinci
second cousin	ikinci kuzen
secondary	ikincil
secondhand	ikinci el
secrecy	gizlilik
secret	gizli
secretariat	müdüriyet
secretary	Sekreter
secrete	salgılamak
secretion	salgı
secretive	ketum
secretly	gizlice
sect	mezhep
sectarian	mezhep
section	Bölüm
sectional	bölümsel
sector	sektör
secular	laik
secularism	laiklik
secure	güvenli
securities	senetler
security	güvenlik
sedan	NO TRANSLATION
sedate	oturaklı
sedation	yatıştırma
sedative	yatıştırıcı
sedentary	yerleşik
sedge	saz
sediment	tortu
sedimentary	tortul
sedition	isyana teşvik
seduce	ayartmak
seducer	ayartan
seducing	baştan çıkaran
seduction	iğfal
seductive	baştan çıkarıcı
see	görmek
seed	tohum
seedling	fide
seeds	tohumlar
seedy	keyifsiz
seek	aramak
seeker	arayıcı
seem	görünmek
seemingly	görünüşte
seer	falcı
seesaw	tahterevalli
seething	kaynayan
segment	bölüm
segregate	ayırmak
segregated	ayrılmış
segregation	ayrım
seismic	sismik
seize	kaçırmamak
seizure	haciz
seldom	nadiren
select	seçmek
selection	seçim
selective	seçici
selectman	belediye meclisi üyesi
selenium	selenyum
self	öz
selfharm	NO TRANSLATION
selfish	bencil
selfishness	bencillik
selfless	özverili
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	satmak
seller	satıcı
sellout	kapalı gişe
seltzer	maden sodası
semantics	semantik
semaphore	semafor
semblance	görünüş
semen	meni
semester	dönem
semi	yarı
semiautomatic	NO TRANSLATION
semicolon	noktalı virgül
seminal	sperm
seminar	seminer
seminary	seminer
semiotics	semiyoloji
senate	senato
senator	senatör
send	göndermek
sender	gönderen
senescence	yaşlılık
senile	bunak
senior	kıdemli
seniority	kıdem
senor	senor
senorita	senorita
sensation	duygu
sensational	sansasyonel
sense	duyu
senseless	anlamsız
senses	duyular
sensibility	duyarlılık
sensible	mantıklı
sensibly	makul
sensitive	hassas
sensitivity	duyarlılık
sensor	algılayıcı
sensory	duyusal
sensual	şehvetli
sensuality	duygusallık
sensuous	duyumsal
sentence	cümle
sentencing	ceza
sentient	duygulu
sentiment	duygusallık
sentimental	duygusal
sentimentality	aşırı duygusallık
sentinel	nöbetçi
sentry	nöbetçi
separable	ayrılabilir
separate	ayrı
separately	ayrı ayrı
separation	ayırma
separatist	ayrılıkçı
sepia	sepya
sepsis	kan zehirlenmesi
sept	Eylül
septic	septik
septum	bölme
sequel	netice
sequence	sıra
sequent	izleyen
sequestered	münzevi
sequestration	haciz
serenade	serenat
serendipity	serendipity
serene	sakin
serenity	huzur
sergeant	Çavuş
serial	seri
serialize	serialize
series	dizi
serif	serif
serious	ciddi
seriousness	ciddiyet
sermon	vaaz
serpent	yılan
serpentine	kıvrımlı
serrated	tırtıklı
serum	serum
servant	hizmetçi
serve	servis
server	sunucu
service	hizmet
serviceable	uzun ömürlü
servile	köle
servitude	kölelik
sesame	susam
sess	NO TRANSLATION
session	oturum, toplantı, celse
sessions	oturumları
set	set
setback	aksilik
sett	NO TRANSLATION
setter	setter
settle	yerleşmek
settled	yerleşik
settlement	yerleşme
settler	göçmen
settlor	mülkünü vasiyetle bırakan kimse
setup	kurmak
seven	Yedi
seventeen	on yedi
seventh	yedinci
seventy	yetmiş
sever	ayırmak
severable	severable
severally	ayrı ayrı
severance	işten çıkarma
severe	şiddetli
severely	ağır
severity	şiddet
sew	dikmek
sewage	kanalizasyon
sewer	lağım
sewerage	kanalizasyon
sewing	dikiş
sex	seks
sexist	cinsiyet farkı gözeten
sexual	cinsel
sexuality	cinsellik
sexy	seksi
shabby	eski püskü
shack	kulübe
shackle	kelepçe
shade	gölge
shades	iz
shading	gölgeleme
shadow	gölge
shadowy	gölgeli
shady	gölgeli
shaft	şaft
shag	sevişmek
shaggy	kaba tüylü
shake	sallamak
shakedown	şantaj
shaken	sarsılmış
shaker	shaker
shaking	sallama
shaky	titrek
shall	acak
shallow	sığ
shallows	shallows
sham	sahte
shaman	şaman
shambles	rezalet
shame	utanç
shamed	utanmış
shameful	utanç verici
shameless	utanmaz
shampoo	şampuan
shanghai	shanghai
shank	incik
shanty	gecekondu
shape	şekil
shapely	düzgün
shard	çömlek kırığı
share	pay
shareholder	hissedar
sharing	paylaşım
shark	Köpekbalığı
sharp	keskin
sharpen	keskinleştirmek
sharpened	bilenmiş
sharpener	kalemtıraş
sharpness	netlik
sharpshooter	keskin nişancı
shatter	kırmak
shattered	paramparça
shattering	yıkıcı
shave	tıraş
shaver	tıraş makinesi
shaving	tıraş olmak
shawl	şal
sheaf	demet
shear	makaslama
shears	makas
sheath	kılıf
sheathing	kaplama
shed	dökmek
sheen	pırıltı
sheep	koyun
sheepdog	çoban köpeği
sheepish	ezik
sheer	sırf
sheet	tabaka
sheik	şeyh
shelf	raf
shell	kabuk
shellfish	kabuklu deniz hayvanı
shelling	bombardıman
shelter	barınak
sheltered	kuytu
shelters	barınaklar
shelved	rafa
shepherd	çoban
sherbet	şerbet
sheriff	şerif
sherry	ispanyol şarabı
shield	kalkan
shift	vardiya
shifting	değişken
shifty	kaypak
shilling	şilin
shimmer	parıltı
shimmering	parıltılı
shimmy	yalpa
shin	incik
shindig	danslı eğlence
shine	parlaklık
shiner	parlatıcı
shingle	çakıl
shining	parlıyor
shiny	parlak
ship	gemi
shipment	gönderi
shipping	Nakliye
shipshape	tertipli
shipwreck	gemi enkazı
shipyard	tersane
shire	yönetim bölgesi
shirt	gömlek
shit	bok
shitday	NO TRANSLATION
shitfaced	sarhoş
shithead	bokkafalı
shitless	edemediğin
shitload	shitload
shittest	NO TRANSLATION
shitty	boktan
shiver	titreme
shivering	titreme
shoals	sürüler
shock	şok
shocked	şok
shocker	elektroşok cihazı
shocking	şok edici
shockingly	şok edici
shoddy	kalitesiz
shoe	ayakkabı
shoelace	ayakkabı bağı
shoemaker	kunduracı
shoes	ayakkabı
shoeshine	Ayakkabı Parlatıcı
shook	salladı
shoot	ateş etme
shooter	atıcı
shooting	çekim
shootout	atışları
shop	Dükkan
shopkeeper	dükkâncı
shoplifter	hırsız
shoplifting	hırsızlık
shopper	müşteri
shopping	alışveriş yapmak
shore	kıyı
shoreline	kıyı şeridi
shorn	yoksun
short	kısa
short story	kısa hikaye
shortage	kıtlık
shortcake	kurabiye
shortcoming	eksiklik
shortcut	kısayol
shorten	kısaltmak
shortening	kısaltmak
shorthand	steno
shortly	kısaca
shortness	kısalık
shorts	şort
shortstop	Pasörünüz
shortwave	kısa dalga
shot	atış
shotgun	pompalı tüfek
shoulder	omuz
shout	bağırmak
shove	kıpırdamak
shovel	kürek
shoveling	kürekle
show	göstermek
showbiz	şov
showboat	showboat
showcase	vitrin
showdown	aşağı göster
shower	duş
showgirl	showgirl
showing	gösterme
showoff	hava atmak
showroom	sergi salonu
showy	gösterişli
shrapnel	şarapnel
shred	paçavra
shrew	kır faresi
shrewd	kurnaz
shriek	çığlık
shrill	tiz
shrimp	karides
shrine	türbe
shrink	küçültmek
shrinking	büzülür
shrivel	büzmek
shroud	kefen
shrub	çalı
shrubbery	fundalık
shrug	omuz silkme
shrunk	çökmüş
shrunken	çökmüş
shudder	titreme
shuddering	ürperen
shuffle	Karıştır
shuffleboard	disk iteleme oyunu
shuffling	karıştırma
shun	sakınmak
shunned	kaçındı
shunt	şönt
shut	kapamak
shutdown	kapat
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	panjur
shuttle	servis aracı
shutup	NO TRANSLATION
shy	utangaç
shyness	utangaçlık
shyster	düzenbaz
sib	NO TRANSLATION
sibling	kardeş
sic	aynen
sick	hasta
sickbay	revir
sicken	bezdirmek
sickening	mide bulandırıcı
sickle	orak
sickly	hastalıklı
sickness	hastalık
side	yan
sidearm	tabancası
sidebar	kenar çubuğu
sideboard	büfe
sideburns	favori
sidecar	motosiklet sepeti
sidekick	arkadaş
sideline	ek iş
sideshow	Özel gösteri
sidestep	sürüncemede bırakmak
sidewalk	kaldırım
sideways	yan yan
sidewinder	çıngıraklı yılan
siege	kuşatma
siesta	siesta
sieve	Elek
sift	elemek
sifting	eleme
sigh	iç çekmek
sight	görme
sighting	nişan alma
sightseeing	Gezi
sigma	sigma
sign	işaret
signal	işaret
signature	imza
significance	önem
significant	önemli
signification	manâ
signify	belirtmek
signpost	tabela
silence	Sessizlik
silencer	susturucu
silent	sessiz
silently	sessizce
silhouette	siluet
silicon	silikon
silicone	silikon
silk	ipek
silken	ipeksi
silky	ipeksi
sill	eşik
silliness	sersemlik
silly	saçma
silo	silo
silt	alüvyon
silver	gümüş
silverware	gümüş takımlar
silvery	simli
similar	benzer
similarity	benzerlik
simile	NO TRANSLATION
simmer	kaynatma
simmering	kaynayan
simple	basit
simples	NO TRANSLATION
simpleton	avanak
simplicity	basitlik
simplify	basitleştirmek
simplistic	basit
simply	basitçe
simulate	benzetmek
simulated	taklit
simulating	simüle
simulation	simülasyon
simulator	simülatör
simultaneous	eşzamanlı
simultaneously	eşzamanlı
sin	NO TRANSLATION
sincere	samimi
sincerity	samimiyet
sinful	günahkâr
sing	şarkı söyle
singer	şarkıcı
singing	şan
single	tek
singly	tek başına
singular	tekil
singularity	eşsizlik
singularly	tekil
sinister	uğursuz
sink	lavabo
sinker	olta kurşunu
sinking	batma
sinner	günahkâr
sinning	günah
sinus	sinüs
sip	yudum
siphon	sifon
sipping	yudumlarken
sir	Bayım
sire	efendimiz
siren	siren
sirloin	sığır filetosu
sissy	korkak
sister	kız kardeş
sisterhood	kardeşlik
sit	oturmak
sitcom	durum komedisi
site	yer
sith	sith
sitter	çocuk bakıcısı
sitting	oturma
situate	yerleştirmek
situated	bulunan
situation	durum
six	altı
sixpence	sixpence
sixteen	on altı
sixth	altıncı
sixty	altmış
sizable	büyükçe
size	boyut
sizzle	cızırtı
ska	NO TRANSLATION
skate	paten
skateboard	kaykay
skater	patenci
skating	paten kaymak
skedaddle	tüyme
skeet	havaya atılan hedef
skein	çile
skeletal	iskelet
skeleton	iskelet
skeptic	kuşkucu
skeptical	şüpheci
skepticism	şüphecilik
sketch	kroki
sketching	kroki
sketchy	kabataslak
skewed	eğri
skewer	şiş
ski	kayak
skid	kızak
skier	kayakçı
skiff	kik
skiing	kayak yapma
skijump	NO TRANSLATION
skill	beceri
skilled	yetenekli
skillet	tava
skillful	becerikli
skim	kaymağı alınmış
skimpy	eksik
skin	cilt
skinny	sıska
skip	atlamak
skipper	kaptan
skirmish	çatışma
skirt	etek
skirting	kenar
skirts	etekler
skit	dokundurma
skittish	ürkek
skull	kafatası
skunk	kokarca
sky	gökyüzü
skylight	tavan penceresi
skyline	ufuk çizgisi
skyscraper	gökdelen
slab	levha
slack	gevşek
slag	cüruf
slam	çarpmak
slammer	slammer
slander	iftira
slanderous	karalayıcı
slang	argo
slant	eğimli
slap	tokat
slash	yırtmaç
slashes	eğik çizgi
slate	arduvaz
slates	arduvaz
slaughter	katliam
slaughterhouse	kesimhane
slaughtering	kesim
slave	köle
slavery	kölelik
slay	öldürmek
slayer	katil
sleaze	Döküntüleri
sleazy	kalitesiz
sled	NO TRANSLATION
sledding	kızakla taşıma
sledge	kızak
sledgehammer	balyoz
sleek	şık
sleep	uyku
sleeper	uykucu
sleeping	uyuyor
sleepless	uykusuz
sleeplessness	uykusuzluk
sleepover	yatılı kalmak
sleepy	uykulu
sleepyhead	ayakta uyuyan kimse
sleet	sulu kar
sleeve	kol
sleeveless	Kolsuz
sleigh	atlı kızak
sleight	hokkabazlık
slender	ince
sleuth	hafiye
slice	dilim
slick	kaygan
slicker	yağmurluk
slide	kaymak
slider	kaydırıcı
sliding	kayma
slight	hafif
slight anticipation	hafif beklenti
slight disgust	hafif iğrenme
slight surprise	hafif sürpriz
slight trust	hafif güven
slightly	hafifçe
slightly negative	biraz olumsuz
slightly positive	biraz olumlu
slim	ince
slime	balçık
slimy	sümüklü
sling	sapan
slingshot	sapan
slink	erken doğurmak
slinky	daracık
slip	kayma
slipper	terlik
slippers	terlik
slippery	kaygan
slit	yarık
sliver	kıymık
slob	çamur
slobber	salya
slogan	slogan
sloop	şalopa
slop	NO TRANSLATION
slope	eğim
sloppy	yarım yamalak
slot	yarık
sloth	tembellik
slouch	sarkma
slough	deri değiştirmek
slow	yavaş
slowly	yavaşça
slowness	yavaşlık
sludge	sulu çamur
slug	sümüklüböcek
slugger	sert vuran oyuncu
sluggish	halsiz
sluice	savak
slum	gecekondu
slumber	uyuklama
slump	çökme
slur	ağzında yuvarlamak
slurp	höpürdeterek içmek
slush	sulu kar
slut	sürtük
slutty	sürtük
sly	sinsi
smack	şaplak
small	küçük
smaller	daha küçük
smallest	en küçük
smallpox	Çiçek hastalığı
smart	akıllı
smartass	ukala
smarten	canlandırmak
smarty	çokbilmiş
smash	parçalamak
smashed	sarhoş
smattering	yüzeysel bilgi
smear	simir
smell	koku
smelling	kokan
smelly	pis kokulu
smelt	kokusu
smidgen	smidgen
smile	gülümseme
smiled	GÜLÜMSEDİ
smiles	gülümsüyor
smiley	gülen
smiling	gülümseyen
smirk	sırıtma
smite	çarpmak
smith	demirci
smithereens	küçük parçalar
smitten	vurulmuş
smock	önlük
