Word	fr
stardust	poussière d'étoiles
stare	regard
starfish	étoile de mer
stargazing	observation des étoiles
staring	regarder
stark	rigide
starlet	starlette
starlight	lumière des étoiles
starling	étourneau
starry	étoilé
stars	étoiles
starship	vaisseau spatial
start	début
starter	entrée
startle	surprendre
startled	surpris
startling	surprenant
starvation	famine
starve	affamer
starved	affamé
starving	affamé
stash	planque
stat	stat
state	Etat
stately	majestueux
statement	déclaration
stateroom	cabine
stateside	États-Unis
statesman	homme d'État
static	statique
staticky	NO TRANSLATION
statics	statique
station	gare
stationary	Stationnaire
stationery	papeterie
statistic	statistique
statistical	statistique
statistician	statisticien
stator	stator
statuary	statuaire
statue	statue
statuette	statuette
stature	stature
status	statut
statute	loi
statutory	statutaire
staunch	étancher
stave	portée
stay	rester
stayaway	NO TRANSLATION
stayed	séjourné
stays	reste
stead	place
steadfast	ferme
steady	stable
steak	steak
steakhouse	steak House
steal	voler
stealing	vol
stealth	furtif
stealthily	furtivement
stealthy	furtif
steam	vapeur
steamboat	bateau à vapeur
steamer	bateau à vapeur
steaming	fumant
steamroller	rouleau compresseur
steamship	navire à vapeur
steamy	embué
steel	acier
steep	raide
steeple	clocher
steer	diriger
steering	pilotage
stellar	stellaire
stem	tige
stench	puanteur
stencil	pochoir
stenographer	sténographe
step	étape
stepdaughter	belle fille
stepfather	beau-père
stepmother	belle-mère
steppe	steppe
steps	pas
stepson	beau-fils
stereo	stéréo
stereoscopic	stéréoscopique
stereotype	stéréotype
stereotyped	stéréotypé
sterile	stérile
sterility	stérilité
sterilize	stériliser
sterling	sterling
stern	arrière
sternum	sternum
steroid	stéroïde
stethoscope	stéthoscope
stew	Ragoût
steward	intendant
stewardess	hôtesse
stewardship	intendance
stfu	stfu
stick	bâton
sticker	autocollant
sticking	collage
stickler	stickler
stickup	braquage
sticky	gluant
stiff	rigide
stiffen	Raidir
stiffness	rigidité
stifle	étouffer
stifled	étouffé
stifling	étouffant
stigma	stigmate
stile	NO TRANSLATION
stiletto	stylet
stillbirth	mortinatalité
stillborn	mort-né
stillness	immobilité
stillwaiting	toujours en attente
stilts	échasses
stimulant	stimulant
stimulate	stimuler
stimulating	stimulant
stimulation	stimulation
stimulus	stimulus
sting	piquer
stinger	dard
stinging	piqûre
stingy	avare
stink	puanteur
stinker	salaud
stinking	puant
stinky	puant
stint	besogne assignée
stipend	traitement
stipulate	stipuler
stipulation	stipulation
stir	remuer
stirring	en remuant
stitch	point
stitching	piqûre
stock	Stock
stockade	palissade
stockbroker	agent de change
stockholder	actionnaire
stocking	stockage
stockings	bas
stockpile	stocker
stockroom	magasin
stocks	stocks
stoic	stoïque
stole	a volé
stolen	volé
stomach	estomac
stomachache	maux d'estomac
stomp	piétiner
stomped	piétiné
stone	pierre
stoned	lapidé
stonewall	mur de pierre
stoneware	grès
stony	pierreux
stooge	larbin
stool	tabouret
stools	selles
stoop	se baisser
stoopid	stoopid
stop	Arrêtez
stopover	escale
stoppage	arrêt
stopper	bouchon
stopping	arrêt
stopwatch	chronomètre
storage	espace de rangement
store	le magasin
storefront	vitrine
storehouse	entrepôt
storeroom	débarras
storing	stocker
storm	orage
storming	assaut
stormy	orageux
story	récit
storybook	livre de contes
storyteller	conteur
storytelling	narration
stound	ternir
stout	bière
stove	poêle
stow	ranger
stowaway	passager clandestin
straddle	enjamber
straight	tout droit
straighten	redresser
straightforward	simple
straightway	tout de suite
strain	souche
strained	tendu
strait	détroit
straitjacket	camisole de force
straits	détroits
strand	brin
stranded	échoué
strange	étrange
stranger	étranger
strangle	étrangler
strangulation	étranglement
strap	sangle
strapless	sans bretelles
strapping	cerclage
strata	couches
strategic	stratégique
strategist	stratège
strategy	stratégie
stratification	stratification
stratosphere	stratosphère
stratum	strate
stratus	stratus
straw	paille
strawberry	fraise
stray	égarer
streak	traînée
streaked	strié
stream	courant
streamer	banderole
streaming	diffusion
streamline	rationaliser
street	rue
streetcar	tramway
streetlight	éclairage public
strength	force
strengthen	renforcer
strengthening	renforcement
strenuous	ardu
strep	strep
stress	stress
stressed	stressé
stresses	contraintes
stressfree	NO TRANSLATION
stressful	stressant
stressin	NO TRANSLATION
stressing	stressant
stressrelief	NO TRANSLATION
stretch	étendue
stretcher	tendeur
stricken	sinistré
strict	strict
stride	foulée
strife	conflit
strike	la grève
strikeout	barré
striker	le buteur
striking	frappant
strikingly	étonnamment
string	chaîne
strings	cordes
stringy	filandreux
strip	bande
stripe	Bande
striped	rayé
stripped	dépouillé
stripper	décapant
striptease	strip-tease
strive	s'efforcer
strobe	stroboscope
stroke	accident vasculaire cérébral
stroll	promenade
stroller	poussette
strolling	ambulant
strong	fort
stronghold	bastion
strongly	fortement
structural	de construction
structure	structure
strudel	strudel
struggle	lutte
strut	se pavaner
stub	bout
stubbed	écrasé
stubble	chaume
stubborn	têtu
stubbornness	entêtement
stubby	trapu
stucco	stuc
stuck	coincé
stuckup	NO TRANSLATION
stud	Goujon
studded	clouté
student	étudiant
studied	étudié
studio	studio
study	étude
stuff	des trucs
stuffed animal	animal en peluche
stuffing	Rembourrage
stuffy	bouché
stumble	trébucher
stump	souche
stumped	perplexe
stun	étourdir
stunned	étourdi
stunner	étourdissement
stunning	étourdissant
stunt	cascade
stunted	rabougri
stuntman	cascadeur
stupefaction	stupéfaction
stupefy	abrutir
stupendous	prodigieux
stupid	stupide
stupidity	stupidité
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupeur
sturdy	solide
sturgeon	esturgeon
stutter	bégayer
sty	porcherie
style	style
styling	coiffant
stylish	élégant
stylist	styliste
suave	suave
sub	sous
subatomic	subatomique
subcommittee	sous-comité
subconscious	subconscient
subcutaneous	sous-cutanée
subdivide	subdiviser
subdivision	subdivision
subduction	subduction
subdue	maîtriser
subdued	tamisé
subdural	sous-dural
subito	NO TRANSLATION
subject	assujettir
subjected	soumis
subjection	sujétion
subjective	subjectif
subjugation	assujettissement
sublet	sous-louer
sublevel	sous-niveau
sublimation	sublimation
sublime	sublime
subliminal	subliminal
submarine	sous-marin
submerge	submerger
submerged	submergé
submersible	submersible
submission	soumission
submissive	soumis
submit	soumettre
submitting	soumission
subordinate	subalterne
subordination	subordination
subplot	intrigue secondaire
subpoena	assignation
subscribe	souscrire
subscriber	abonné
subscription	abonnement
subsequence	sous-séquence
subsequent	subséquent
subsequently	par la suite
subservient	servile
subset	sous-ensemble
subside	se calmer
subsidence	affaissement
subsidiary	filiale
subsidize	subventionner
subsidy	subvention
subsist	subsister
subsistence	subsistance
subsoil	sous-sol
subspace	sous-espace
substance	substance
substandard	inférieur aux normes
substantial	substantiel
substantially	substantiellement
substantiate	justifier
substantive	substantiel
substation	poste
substitute	remplacer
substituted	substitué
substitution	substitution
substructure	structure
subterranean	souterrain
subtext	sous-texte
subtitle	Sous-titre
subtle	subtil
subtlety	subtilité
subtract	soustraire
subtraction	soustraction
subtype	sous-type
suburb	banlieue
suburban	de banlieue
suburbia	banlieue
suburbs	banlieue
subversion	subversion
subversive	subversif
subvert	subvertir
subway	métro
succeed	réussir
succeeding	réussir
success	Succès
successful	réussi
succession	Succession
successive	successif
successor	successeur
succinct	succinct
succubus	succube
succulent	succulent
succumb	succomber
suck	sucer
sucker	ventouse
sucking	succion
suckling	allaitement
sucks	suce
suction	succion
sudden	soudain
suddenly	soudainement
suds	mousse
sue	poursuivre en justice
suede	suède
suffer	souffrir
sufferer	victime
suffering	Souffrance
suffice	suffire
sufficiency	suffisance
sufficient	suffisant
sufficiently	suffisamment
suffix	suffixe
suffocate	étouffer
suffocating	étouffant
suffocation	suffocation
sugar	sucre
suggest	suggérer
suggestion	suggestion
suggestive	suggestif
suicidal	suicidaire
suicide	suicide
suicidebombing	NO TRANSLATION
suit	costume
suitable	adapté
suitcase	valise
suite	suite
suitor	prétendant
sulfate	sulfate
sulfur	soufre
sulk	bouder
sullen	renfrogné
sully	souiller
sulphur	soufre
sultan	sultan
sultry	étouffant
sum	somme
summarily	sommairement
summarize	résumer
summary	résumé
summation	addition
summer	été
summerhouse	maison d'été
summertime	heure d'été
summit	sommet
summon	convoquer
summons	assignation
sumo	sumo
sump	puisard
sumptuous	somptueux
sun	Soleil
sunbeam	rayon de soleil
sunburn	coup de soleil
sundae	sundae
sunday	dimanche
sundial	cadran solaire
sundown	coucher
sundry	divers
sunflower	tournesol
sunglass	lunettes de soleil
sunglasses	des lunettes de soleil
sunk	coulé
sunken	creux
sunless	sans soleil
sunlight	lumière du soleil
sunny	ensoleillé
sunrise	lever du soleil
sunroof	toit ouvrant
sunscreen	crème solaire
sunset	le coucher du soleil
sunshine	ensoleillement
suntan	bronzage
sunup	lever du soleil
sup	souper
super	super
superannuation	retraite
superb	superbe
superficial	superficiel
superfluous	superflu
superhero	super-héros
superhuman	surhumain
superimposed	superposé
superintendent	surveillant général
superior	supérieur
superiority	supériorité
superlative	superlatif
superman	Superman
supermarket	supermarché
supermodel	mannequin
supernatant	surnageant
supernatural	surnaturel
supernova	supernova
superposition	superposition
superpower	superpuissance
supersede	remplacer
superstar	superstar
superstition	superstition
superstitious	superstitieux
superstore	hypermarché
supervise	superviser
supervision	surveillance
supervisor	superviseur
supper	souper
suppertime	heure du souper
supplant	supplanter
supple	souple
supplement	supplément
supplemental	supplémentaire
supplementary	supplémentaire
supplication	supplication
supplier	fournisseur
supplies	Provisions
supply	la fourniture
support	soutien
supported	prise en charge
supporter	Supporter
supporters	partisans
supporting	justificatif
supportive	favorable
suppose	supposer
supposed	supposé
supposing	supposant
supposition	supposition
suppress	réprimer
suppression	suppression
supremacy	suprématie
supreme	suprême
supremely	suprêmement
surcharge	surtaxe
sure	sûr
surety	caution
surf	le surf
surface	surface
surfboard	planche de surf
surfer	surfeur
surge	poussée
surgeon	chirurgien
surgery	chirurgie
surgical	chirurgical
surly	bourru
surmise	conjecture
surname	nom de famille
surpassing	surpassant
surplus	surplus
surprise	surprise
surprised	surpris
surprises	des surprises
surprising	surprenant
surprisingly	étonnamment
surreal	surréaliste
surrender	abandon
surrendering	se rendre
surrogate	substitut
surround	entourer
surrounding	alentours
surroundings	alentours
surveillance	surveillance
survey	enquête
surveying	arpentage
surveyor	arpenteur
survival	survie
survive	survivre
surviving	survivant
survivor	survivant
susceptibility	susceptibilité
susceptible	sensible
sushi	Sushi
suspect	suspect
suspected	soupçonné
suspend	suspendre
suspended	suspendu
suspenders	bretelles
suspense	le suspense
suspension	suspension
suspicion	soupçon
suspicions	soupçons
suspicious	méfiant
sustain	soutenir
sustained	soutenu
sustenance	subsistance
suture	suture
suv	SUV
sux	sux
swab	écouvillon
swag	Style
swagger	fanfaronner
swallow	avaler
swami	Swami
swamp	marais
swamped	submergé
swampy	marécageux
swan	cygne
swank	esbroufe
swap	échanger
swarm	essaim
swarming	fourmillement
swastika	svastika
swat	écraser
sway	balancement
swear	jurer
swearing	jurer
sweat	transpiration
sweater	chandail
sweating	transpiration
sweatshirt	sweat-shirt
sweatshop	sweatshop
sweaty	en sueur
sweep	balayage
sweeper	balayeuse
sweeping	balayage
sweet	doux
sweeten	sucrer
sweetened	sucré
sweetener	édulcorant
sweetest	plus doux
sweetheart	amoureux
sweetie	ma chérie
sweetness	douceur
sweets	bonbons
swell	se gonfler
swelling	gonflement
sweltering	étouffant
swerve	embardée
swift	rapide
swiftly	rapidement
swig	lampée
swill	déchets
swim	nager
swimmer	nageur
swimming	la natation
swimsuit	maillot de bain
swindle	escroquerie
swindler	escroc
swine	porc
swing	balançoire
swinger	échangiste
swinging	balançant
swipe	balayer
swirl	tourbillon
swish	bruissement
switch	commutateur
switchblade	switchblade
switchboard	tableau électrique
swivel	pivot
swollen	gonflé
swoon	pâmoison
swoop	swoop
sword	épée
swordfish	espadon
swordplay	swordplay
swordsman	épéiste
sycamore	sycomore
syllable	syllabe
syllabus	programme
symbiotic	symbiotique
symbol	symbole
symbolic	symbolique
symbolically	symboliquement
symbolism	symbolisme
symbolize	symboliser
symmetric	symétrique
symmetrical	symétrique
symmetry	symétrie
sympathetic	sympathique
sympathize	sympathiser
sympathy	la sympathie
symphonic	symphonique
symphony	symphonie
symposium	symposium
symptom	symptôme
symptomatic	symptomatique
synagogue	synagogue
synapse	synapse
synaptic	synaptique
sync	synchroniser
synchronize	synchroniser
synchronous	synchrone
syncope	syncope
syndicate	syndicat
syndrome	syndrome
synergistic	synergique
synergy	synergie
synod	synode
synonym	synonyme
synonymous	synonyme
synopsis	synopsis
synoptic	synoptique
syntax	syntaxe
synthesis	la synthèse
synthesizer	synthétiseur
synthetic	synthétique
syphilis	syphilis
syringe	seringue
syrup	sirop
system	système
systematic	systématique
systematically	systématiquement
t-shirt	T-shirt
tab	languette
tabasco	Tabasco
tabby	tigré
tabernacle	tabernacle
table	table
tableau	NO TRANSLATION
tablecloth	nappe de table
tablespoon	cuillerée à soupe
tablet	tablette
tableware	vaisselle
tabloid	tabloïde
taboo	tabou
tabular	tabulaire
tabulate	tabuler
tabulation	tabulation
tachometer	tachymètre
tacit	tacite
tack	clouer
tackle	tacle
tackled	plaqué
tackling	s'attaquer
tacky	collant
taco	taco
tact	tact
tactful	plein de tact
tactic	tactique
tactical	tactique
tactics	tactique
tactile	tactile
tad	NO TRANSLATION
tadpole	têtard
taffeta	taffetas
taffy	tire
tag	marque
tail	queue
tailed	à queue
tailgate	hayon
tailings	résidus
taillight	Feu arrière
tailor	tailleur
tailoring	adaptation
tailpipe	tuyau d'échappement
taint	entacher
take	prendre
takeoff	décollage
takeout	sortir
takeover	prendre le contrôle
taker	preneur
talcum	talc
tale	conte
talent	Talent
talented	talentueux
talisman	talisman
talk	parler
talkative	bavard
talker	parleur
tall	grand
tallies	décomptes
tallow	suif
tally	pointage
talon	talon
talons	NO TRANSLATION
tambourine	tambourin
tame	NO TRANSLATION
tamer	dompteur
taming	apprivoisement
tamper	altérer
tampon	tampon
tan	bronzer
tandem	tandem
tang	soie
tangent	tangente
tangerine	mandarine
tangible	tangible
tangle	enchevêtrement
tangled	emmêlé
tango	tango
tank	réservoir
tank top	débardeur
tanker	pétrolier
tanned	bronzé
tantalizing	alléchant
tantamount	équivalent
tantrum	colère
taoism	taoïsme
tap	robinet
tape	ruban
tape measure	mètre à ruban
taper	effiler
tapering	dégressif
tapestry	tapisserie
tapeworm	ténia
tapioca	Tapioca
taps	robinets
tar	le goudron
tarantula	tarentule
tardiness	lenteur
tardy	tardif
target	cible
targeted	ciblé
targeting	ciblage
tariff	tarif
tarmac	macadam
tarnish	ternir
tarot	tarot
tarp	NO TRANSLATION
tarry	goudronneux
tart	Tarte
tartan	tartan
tartar	tartre
task	tâche
tassel	gland
taste	goût
tasteful	de bon goût
tasteless	insipide
tasting	dégustation
tasty	délicieux
tat	tat
tattler	commère
tattletale	commère
tattoo	tatouage
taught	enseigné
taunt	raillerie
taupe	taupe
taut	tendu
tavern	taverne
tawdry	clinquant
tawny	fauve
tax	impôt
taxed	taxé
taxi	Taxi
taxicab	taxi
taxonomy	taxonomie
taxpayer	contribuable
tea	thé
teach	apprendre
teacher	prof
teaching	enseignement
teacup	tasse à thé
teahouse	salon de thé
teal	sarcelle
team	équipe
teamjesus	NO TRANSLATION
teammate	coéquipier
teamwork	travail en équipe
teapot	théière
tear	larme
tearful	en larmes
tearsofjoy	NO TRANSLATION
teary	larmoyant
tease	taquiner
teaser	taquin
teasing	taquineries
teaspoon	cuillère à café
teat	trayon
teatime	l'heure du thé
tech	technologie
technical	technique
technicality	technicité
technician	technicien
technique	technique
techno	techno
technological	technologique
technology	La technologie
ted	ted
teddy bear	ours en peluche
tedious	fastidieux
tedium	ennui
tee	tee
teeming	grouillant
teen	adolescent
teenage	adolescent
teenager	adolescent
teens	les adolescents
teensy	teensy
teeny	minuscule
teeth	les dents
teething	dentition
teflon	téflon
telegram	télégramme
telegraph	télégraphe
telekinesis	télékinésie
telemetry	télémétrie
telepathic	télépathique
telepathy	la télépathie
telephone	Téléphone
telescope	télescope
telescopic	télescopique
telethon	téléthon
teletype	télétype
televised	télévisé
television	télévision
tell	dire
teller	caissier
telling	récit
telltale	témoin
temp	temp
temper	tempérer
tempera	détrempe
temperament	tempérament
temperamental	capricieux
temperance	tempérance
temperate	tempéré
temperature	Température
tempered	tempéré
tempest	tempête
template	modèle
temple	temple
tempo	NO TRANSLATION
temporal	temporel
temporarily	temporairement
temporary	temporaire
tempt	tenter
temptation	tentation
tempting	tentant
temptress	tentatrice
ten	Dix
tenable	défendable
tenacious	tenace
tenacity	ténacité
tenancy	location
tenant	locataire
tend	tendre
tendency	tendance
tender	soumissionner
tenderfoot	novice
tenderness	tendresse
tending	tendant
tendon	tendon
tenement	immeuble
tenet	principe
tenets	principes
tenfold	décuple
tennis	tennis
tenor	ténor
tense	tendu
tensile	traction
tension	tension
tent	tente
tentacle	tentacule
tentative	provisoire
tenth	dixième
tenths	dixièmes
tenuous	ténu
tenure	mandat
tepee	tepee
tepid	tiède
tequila	Tequila
teriyaki	teriyaki
term	terme
terminal	Terminal
terminate	mettre fin
termination	Résiliation
terminator	terminateur
terminology	terminologie
terminus	terminus
termite	termite
terms	termes
tern	sterne
ternary	ternaire
terrace	terrasse
terrain	terrain
terrestrial	terrestre
terrible	terrible
terribly	terriblement
terrier	terrier
terrific	terrifiant
terrified	terrifié
terrifies	terrifie
terrify	terrifier
terrifying	terrifiant
territorial	territorial
territory	territoire
terror	la terreur
terrorism	terrorisme
terrorist	terroriste
terrorists	les terroristes
terrorize	terroriser
terse	laconique
tertiary	tertiaire
test	tester
testament	testament
testicle	testicule
testicular	testiculaire
testify	témoigner
testimonial	témoignage
testimony	témoignage
testosterone	testostérone
testy	NO TRANSLATION
tetanus	tétanos
tether	attache
tethered	attaché
tetrahedral	tétraèdre
text	texte
textbook	cahier de texte
textile	textile
textural	texturale
texture	texture
tgif	tgif
thank	remercier
thankful	reconnaissant
thankgod	Dieu merci
thanking	remerciement
thankless	ingrat
thanks	Merci
thanksalot	NO TRANSLATION
thanksgiving	action de grâces
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	chaume
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgie
thaw	dégel
theater	théâtre
theatrical	théâtral
theatrics	théâtral
thebest	le meilleur
theft	vol
theism	théisme
theistic	théiste
thelife	la vie
thelittlethings	NO TRANSLATION
theme	thème
theocracy	théocratie
theocratic	théocratique
theologian	théologien
theological	théologique
theology	théologie
theorem	théorème
theoretical	théorique
theory	théorie
therapeutic	thérapeutique
therapeutics	thérapeutique
therapist	thérapeute
therapy	thérapie
thereabouts	environ
thereof	de ce
therewith	avec
thermal	thermique
thermocouple	thermocouple
thermodynamics	thermodynamique
thermometer	thermomètre
thermos	thermos
thermostat	thermostat
thesaurus	thésaurus
thesis	thèse
thick	épais
thicken	épaissir
thickening	épaississant
thicket	fourré
thickness	épaisseur
thief	voleur
thigh	cuisse
thimble	dé
thin	mince
thing	chose
things	des choses
thingy	truc
think	pense
thinker	penseur
thinking	en pensant
third	troisième
thirds	tiers
thirst	la soif
thirsty	assoiffé
thirteen	treize
thirteenth	treizième
thirty	30
thistle	chardon
thither	là
thong	lanière
thorn	épine
thorny	épineux
thorough	approfondi
thoroughbred	de race
thoroughfare	rue
thought	pensée
thoughtful	réfléchi
thoughtfulness	prévenance
thoughtless	irréfléchi
thoughts	pensées
thousand	mille
thrash	débattre
thread	fil
threat	menace
threaten	menacer
threatened	menacé
threatening	menaçant
three	Trois
threefold	triple
threesome	trio
thresh	battre
threshold	seuil
thrice	trois fois
thrift	épargne
thrifty	économe
thrill	frisson
thrilled	ravi
thriller	thriller
thrilling	palpitant
thrive	prospérer
thriving	prospère
throat	gorge
throb	palpiter
throbbing	battement
throes	les affres
throne	trône
throng	foule
throttle	étrangler
throw	jeter
throwback	retour
thrower	lanceur
thrown	jeté
thrush	muguet
thrust	poussée
thruster	propulseur
thud	bruit sourd
thug	voyou
thumb	pouce
thumbprint	empreinte
thump	cogner
thumper	batteur
thumping	cognant
thunder	tonnerre
thunderbolt	coup de tonnerre
thunderclap	coup de tonnerre
thundering	tonner
thunderstorm	orage
thunderstruck	abasourdi
thwart	contrecarrer
thx	THX
thyme	thym
thyroid	thyroïde
tiara	tiare
tibia	tibia
tic	tic
tick	cocher
ticked	coché
ticker	téléscripteur
ticket	billet
tickle	chatouiller
tickled	chatouillé
ticklish	chatouilleux
tidal	marée
tidal wave	raz de marée
tidbit	friandise
tide	marée
tidings	nouvelles
tidy	rangé
tie	attacher
tier	étage
tiff	tiff
tiger	tigre
tighten	serrer
tightness	étanchéité
tightrope	corde raide
tights	collants
tilde	tilde
tile	tuile
tiling	carrelage
till	NO TRANSLATION
tillage	labour
tiller	taller
tilt	inclinaison
tilting	inclinaison
timber	bois
timberland	timberland
timbre	timbre
time	temps
timeless	intemporel
timeliness	opportunité
timely	opportun
timeout	temps libre
timepiece	montre
timer	minuteur
times	fois
timetable	calendrier
timewasters	NO TRANSLATION
timid	timide
timidity	timidité
timing	timing
tin	NO TRANSLATION
tincture	teinture
tine	NO TRANSLATION
tinfoil	papier d'aluminium
tinge	teinte
tingle	picotement
tingling	picotement
tinker	bricoler
tinkering	bricoler
tinkle	NO TRANSLATION
tinkling	tintement
tinnitus	acouphène
tinsel	clinquant
tint	teinte
tiny	minuscule
tip	pointe
tipper	benne
tipster	pronateur
tipsy	pompette
tiptoe	pointe des pieds
tirade	tirade
tire	pneu
tired	fatigué
tiredness	fatigue
tiredofit	NO TRANSLATION
tireless	infatigable
tiresome	fatigant
tiring	fatigant
tissue	tissu
tistheseason	NO TRANSLATION
tit	mésange
titan	Titan
titanic	titanesque
titanium	titane
tithe	dîme
title	Titre
titled	titré
titty	titty
titular	NO TRANSLATION
toad	crapaud
toast	pain grillé
toaster	toaster
toasty	grillé
tobacco	le tabac
toby	toby
tod	tod
today	aujourd'hui
toddler	bambin
toe	doigt de pied
toenail	ongle
toffee	caramel au beurre
tofu	Tofu
toga	NO TRANSLATION
together	ensemble
togetherness	unité
toil	labeur
toilet	toilette
toils	rets
token	jeton
tolerable	tolérable
tolerance	tolérance
tolerant	tolérant
tolerate	tolérer
toleration	tolérance
toll	péage
tomahawk	tomahawk
tomato	tomate
tomatoes	tomates
tomb	tombeau
tombstone	pierre tombale
tomcat	matou
tome	pour moi
tomorrow	demain
ton	NO TRANSLATION
tone	Ton
toner	toner
tong	NO TRANSLATION
tongs	pinces
tongue	langue
tonic	Tonique
tonnage	tonnage
tonsils	les amygdales
toocold	NO TRANSLATION
tool	outil
toolbox	boîte à outils
tooling	outillage
toomuchtodo	NO TRANSLATION
toot	siffler
tooth	dent
toothache	mal aux dents
toothbrush	brosse à dents
toothed	denté
toothless	édenté
toothpaste	dentifrice
toothpick	cure-dent
toots	toots
top	Haut
topaz	topaze
topic	sujet
topical	topique
topless	aux seins nus
topographic	topographique
topographical	topographique
topography	topographie
topple	renverser
topside	dessus
tor	tor
torch	torche
torment	tourmenter
tormented	tourmenté
torn	déchiré
tornado	tornade
torpedo	torpille
torque	couple
torrent	torrent
torrid	torride
torsion	torsion
torso	torse
tort	délit
tortious	déloyal
tortoise	tortue
tortuous	tortueux
torture	torture
tortured	torturé
toss	lancer
tot	NO TRANSLATION
total	total
totality	totalité
totally	totalement
tote	fourre-tout
totem	totem
touch	toucher
touchdown	atterrissage
touched	touché
touching	émouvant
touchy	suceptible
tough	dure
toughen	renforcer
toughness	dureté
toupee	postiche
tour	tour
tourism	tourisme
tourist	touristique
tourmaline	tourmaline
tournament	tournoi
tourniquet	tourniquet
tout	NO TRANSLATION
tow	remorquer
towel	serviette
tower	la tour
towering	imposant
town	ville
townhouse	maison de ville
township	canton
townspeople	citadins
toxic	toxique
toxicity	toxicité
toxicology	toxicologie
toxin	toxine
toy	jouet
toymaker	fabricant de jouets
trace	trace
traceable	traçable
tracer	traceur
traces	traces
trachea	trachée
tracing	tracé
track	Piste
tracker	traqueur
tract	tract
tractable	docile
traction	traction
tractor	tracteur
trade	Commerce
trademark	marque déposée
trader	Commerçant
tradesman	commerçant
trading	commerce
tradition	tradition
traditional	traditionnel
traffic	circulation
traffic light	feu de circulation
trafficking	trafic
tragedies	tragédies
tragedy	la tragédie
tragic	tragique
trail	Piste
trailer	bande annonce
train	train
train set	ensemble de train
trained	qualifié
trainee	stagiaire
trainer	entraîneur
training	entraînement
trait	trait
traitor	traitre
traitorous	traître
trajectory	trajectoire
tram	tram
tramp	tramp
trample	bafouer
trampoline	trampoline
tramway	tramway
trance	transe
tranquil	tranquille
tranquility	tranquillité
tranquilizer	tranquillisant
transact	traiter
transaction	transaction
transatlantic	transatlantique
transceiver	émetteur-récepteur
transcend	transcender
transcendence	transcendance
transcendent	transcendant
transcendental	transcendantal
transcribe	transcrire
transcriber	transcripteur
transcript	transcription
transcription	transcription
transfer	transfert
transference	transfert
transferred	transféré
transfixed	transfixé
transform	transformer
transformation	transformation
transformer	transformateur
transfusion	transfusion
transgression	transgression
transient	transitoire
transistor	transistor
transit	transit
transition	transition
transitional	de transition
transitive	transitif
transitory	transitoire
translate	Traduire
translation	Traduction
translator	traducteur
translocation	translocation
translucent	translucide
transmission	transmission
transmit	transmettre
transmitter	émetteur
transmutation	transmutation
transom	traverse
transparency	transparence
transparent	transparent
transplant	transplantation
transplantation	transplantation
transponder	transpondeur
transport	transport
transportation	transport
transporter	transporteur
transpose	transposer
transposition	transposition
transsexual	transsexuel
transverse	transversal
transvestite	travesti
trap	piège
trapdoor	trappe
trapeze	trapèze
trapped	piégé
trapper	trappeur
trapping	piéger
trappings	ornements
traps	pièges
trash	poubelle
trashy	trash
trauma	traumatisme
traumatic	traumatique
travail	NO TRANSLATION
travel	Voyage
traveler	voyageur
traveling	en voyageant
traverse	traverser
travesty	travestir
trawl	chalut
trawler	chalutier
tray	plateau
treacherous	perfide
treachery	traîtrise
tread	bande de roulement
treadmill	tapis de course
treason	trahison
treasure	Trésor
treasured	chéri
treasurer	trésorier
treasures	trésors
treasury	Trésorerie
treat	traiter
treatable	traitable
treatise	traité
treatment	traitement
treaty	traité
treble	tripler
tree	arbre
trees	des arbres
trek	randonnée
trellis	treillis
tremble	trembler
trembling	tremblant
tremendous	énorme
tremendously	énormément
tremor	tremblement
trench	tranchée
trend	tendance
trending	tendance
trendy	branché
trepidation	inquiétude
trespass	intrusion
triad	triade
triage	triage
trial	procès
triangle	Triangle
triangular	triangulaire
triangulate	trianguler
triathlon	triathlon
tribal	tribal
tribe	tribu
tribulation	tribulations
tribunal	tribunal
tribune	tribune
tributary	affluent
tribute	hommage
trick	tour
trickery	tromperie
trickle	ruisseler
trickster	filou
tricky	rusé
tricycle	tricycle
trident	trident
trifle	bagatelle
trifling	insignifiant
trig	trigonométrie
trigger	déclencheur
trigonometry	trigonométrie
trillion	billion
trilogy	trilogie
trim	réduire
trimester	trimestre
trimmer	tondeuse
trimming	garniture
trine	trine
trinity	trinité
trinket	bibelot
trio	trio
trip	voyage
tripartite	tripartite
tripe	tripes
triple	tripler
triplet	triolet
triplicate	triplicata
tripod	trépied
tripping	trébucher
trite	banal
tritium	tritium
triumph	triomphe
triumphant	triomphant
trivia	trivia
trivial	banal
troll	troll
trolley	chariot
trombone	trombone
troop	troupe
trooper	trooper
troops	troupes
trophy	trophée
tropic	tropique
tropical	tropical
tropics	tropiques
trot	trot
trouble	difficulté
troubled	troublé
troublemaker	fauteur de troubles
troubles	troubles
troublesome	gênant
trough	creux
troupe	troupe
trousers	pantalon
trout	truite
trowel	truelle
truce	trêve
truck	un camion
trucker	camionneur
truckload	camion
truculent	agressif
true	VRAI
truelove	l'amour vrai
truffle	truffe
truism	truisme
trump	atout
trumpet	trompette
trumpeter	trompette
truncate	tronquer
truncated	tronqué
trundle	gigogne
trunk	tronc
