Word	yi
thither	דאָרט
thong	thong
thorn	thorn
thorny	טאָרני
thorough	גרונטיק
thoroughbred	thoroughbred
thoroughfare	thoroughfare
thought	געדאַנק
thoughtful	פאַרטראַכט
thoughtfulness	thoughtfulness
thoughtless	טאָטאַלאַס
thoughts	געדאנקען
thousand	טויזנט
thrash	thrash
thread	פֿאָדעם
threat	סאַקאָנע
threaten	אָנשטעקן
threatened	טרעטאַנד
threatening	טרעטאַנז
three	דרייַ
threefold	threefold
threesome	טריסאַם
thresh	טהרעעס
threshold	שווייס
thrice	דרייַסיק
thrift	שפּריצן
thrifty	שפּאָרעוודיק
thrill	ציטער
thrilled	טרילד
thriller	טהריללער
thrilling	טרילינג
thrive	טריינג
thriving	בלאָוינג
throat	האַלדז
throb	טהראָב
throbbing	טהראָבבינג
throes	טהראָעס
throne	טראָן
throng	throng
throttle	throttle
throw	וואַרפן
throwback	throwback
thrower	thrower
thrown	ארלנגעווארפן
thrush	thrush
thrust	שטויס
thruster	טראָוסטער
thud	thud
thug	thug
thumb	thumb
thumbprint	thumbprint
thump	thump
thumper	טהומפּער
thumping	טאַמפּינג
thunder	דונער
thunderbolt	טהונדערבאָלט
thunderclap	thunderclap
thundering	טאַנדערינג
thunderstorm	שטורעם
thunderstruck	thunderstruck
thwart	thwart
thx	אדאנק
thyme	thyme
thyroid	טיירויד
tiara	tiara
tibia	טיביאַ
tic	tic
tick	tick
ticked	ticked
ticker	ticker
ticket	בילעט
tickle	קיצלען
tickled	tickled
ticklish	ticklish
tidal	tidal
tidal wave	טיידאַל כוואַליע
tidbit	טידביט
tide	tide
tidings	טידינגז
tidy	ציכטיק
tie	בונד
tier	ביר
tiff	טיף
tiger	טיגער
tighten	פאַרשטייַפן
tightness	טייטנאַס
tightrope	tightrope
tights	טייץ
tilde	tilde
tile	קאַכל
tiling	טילינג
till	NO TRANSLATION
tillage	קאָורט
tiller	טילער
tilt	tilt
tilting	tilting
timber	timber
timberland	timberland
timbre	טאַמברע
time	צייַט
timeless	timeless
timeliness	טימעלינעסס
timely	בייַצייַטיק
timeout	טיימאַוט
timepiece	טימעפּיעסע
timer	טייַמער
times	times
timetable	timetable
timewasters	NO TRANSLATION
timid	timid
timidity	טיפקייַט
timing	timing
tin	NO TRANSLATION
tincture	צומיש
tine	NO TRANSLATION
tinfoil	NO TRANSLATION
tinge	tinge
tingle	טינגגאַל
tingling	טינגגלינג
tinker	טינקער
tinkering	טינגקינג
tinkle	NO TRANSLATION
tinkling	טינגקינג
tinnitus	טינניטוס
tinsel	טינסעל
tint	tint
tiny	קליינטשיק
tip	עצה
tipper	טיפּער
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	tirade
tire	רעדעל
tired	מיד
tiredness	מידקייט
tiredofit	NO TRANSLATION
tireless	טייערלאַס
tiresome	טייקעף
tiring	טירינג
tissue	געוועב
tistheseason	NO TRANSLATION
tit	טיטל
titan	טיטאַן
titanic	titanic
titanium	טיטאַניום
tithe	צען
title	טיטל
titled	טייטאַלד
titty	טיטטי
titular	NO TRANSLATION
toad	קרעלן
toast	טאָסט
toaster	צוברוינער
toasty	צומישט
tobacco	טאַביק
toby	טאָבי
tod	טאָד
today	הייַנט
toddler	טאַדלער
toe	toe
toenail	שטעקן
toffee	טאַפי
tofu	טאָפו
toga	NO TRANSLATION
together	צוזאַמען
togetherness	צוזאַמען
toil	מאַדער
toilet	קלאָזעט
toils	toils
token	token
tolerable	אָלמערט
tolerance	טאָלעראַנץ
tolerant	טאָלעראַנט
tolerate	דערלאָזן
toleration	טאָלעראַטיאָן
toll	טאָל
tomahawk	tomahawk
tomato	פּאָמידאָר
tomatoes	טאמאטעס
tomb	קבר
tombstone	מאַצייווע
tomcat	tomcat
tome	צו מיר
tomorrow	מאָרגן
ton	NO TRANSLATION
tone	טאָן
toner	טאָנער
tong	NO TRANSLATION
tongs	tongs
tongue	צונג
tonic	שטאַרקעכץ
tonnage	tonnage
tonsils	טאָנסילס
toocold	NO TRANSLATION
tool	געצייַג
toolbox	toolbox
tooling	געצייַג
toomuchtodo	NO TRANSLATION
toot	toot
tooth	צאָן
toothache	ציינווייטיק
toothbrush	ציינבערשטל
toothed	טודד
toothless	ציין
toothpaste	ציינפּאַסטע
toothpick	ציינשטעכער
toots	toots
top	אויבן
topaz	topaz
topic	topic
topical	אַקטואַל
topless	טאַפּלאַס
topographic	טאַפּאַגראַפיק
topographical	topographical
topography	טאַפּאַגראַפי
topple	טאַפּאַל
topside	topopside
tor	טאָר
torch	שטורקאַץ
torment	torment
tormented	טרימאַנד
torn	טאָרן
tornado	טאָרנאַדאָ
torpedo	טאָרפּעדע
torque	torque
torrent	מאַבל
torrid	torrid
torsion	טאָרסיאָן
torso	torso
tort	טאָרט
tortious	tortious
tortoise	טאָרטאַס
tortuous	טאָרטשאַוואַס
torture	פּייַניקונג
tortured	טאָרטשערד
toss	וואָרף
tot	NO TRANSLATION
total	total
totality	totality
totally	טאָוטאַלי
tote	טאָטע
totem	טאָטעם
touch	אָנרירן
touchdown	טאַטשדאַון
touched	גערירט
touching	טינגקינג
touchy	טאַקע
tough	האַרט
toughen	טאַפען
toughness	טאַפנאַס
toupee	טאָופּעע
tour	tour
tourism	טוריזם
tourist	טוריסט
tourmaline	טורמאַלין
tournament	טורנאַמאַנט
tourniquet	tourniquet
tout	NO TRANSLATION
tow	שלעפּן
towel	האנטוך
tower	טורעם
towering	towering
town	שטאָט
townhouse	טאַונכאַוס
township	שטעטל
townspeople	townspeople
toxic	טאַקסיק
toxicity	טאַקסיסאַטי
toxicology	טאָקסיקאָלאָגי
toxin	טאָקסין
toy	צאַצקע
toymaker	toymaker
trace	שפּור
traceable	טרייסאַבאַל
tracer	טרייסער
traces	טראַסעס
trachea	trachea
tracing	טרייסינג
track	שפּור
tracker	tracker
tract	טראַקטאָר
tractable	טראַקטאַבלע
traction	traction
tractor	טראַקטאָר
trade	trade
trademark	טריידמאַרק
trader	טריידער
tradesman	טריידערז
trading	trading
tradition	מסורה
traditional	traditional
traffic	traffic
traffic light	פאַרקער ליכט
trafficking	trafficking
tragedies	טראַגעדיעס
tragedy	טראַגעדיע
tragic	טראַגיש
trail	וועג
trailer	trailer
train	באַן
train set	באַן שטעלן
trained	טריינד
trainee	טריינינג
trainer	טריינער
training	טריינינג
trait	טרייט
traitor	פאַררעטער
traitorous	טרייאַטאָראָוס
trajectory	טרייַעקטאָריע
tram	טראַם
tramp	טראַמפּ
trample	צעטרעטן
trampoline	טראַמפּאַלין
tramway	טראַמווייַ
trance	trance
tranquil	tranquil
tranquility	זאַכטקייַט
tranquilizer	tranquilizer
transact	טראַנסאַקט
transaction	transaction
transatlantic	טראַנסאַטלאַנטיק
transceiver	טראַנססעיווער
transcend	transcend
transcendence	טראַנססענדענסע
transcendent	טראַנסענדאַנט
transcendental	transcendental
transcribe	טראַנסקריבע
transcriber	טראַנסקריבער
transcript	טראַנסקריפּט
transcription	טראַנסקריפּציע
transfer	אַריבערפירן
transference	transference
transferred	טראַנספערד
transfixed	transfixed
transform	transform
transformation	טראַנספאָרמאַציע
transformer	טראַנספאָרמער
transfusion	transfusion
transgression	transgression
transient	טראַנסיענט
transistor	טראַנסיטאָר
transit	דורכפאָר
transition	יבערגאַנג
transitional	טראַנסיטיאָנאַל
transitive	טראַנסיטיווע
transitory	טראַנזיטאָרי
translate	איבערזעצן
translation	איבערזעצונג
translator	איבערזעצער
translocation	טראַנסלאָקאַטיאָן
translucent	טראַנסלוסאַנט
transmission	טראַנסמיסיע
transmit	יבערשיקן
transmitter	טראַנסמיטער
transmutation	טראַנסמוטאַטיאָן
transom	transom
transparency	דורכזעיקייַט
transparent	דורכזיכטיג
transplant	טראַנספּלאַנט
transplantation	טראַנזפּלאַנטיישאַן
transponder	טראַנספּאַנדער
transport	אַריבערפירן
transportation	טראַנספּערטיישאַן
transporter	טראַנספּאָרטער
transpose	יבערנאַכטן
transposition	טראַנספּאָסיטיאָן
transsexual	transsexual
transverse	transverse
transvestite	transvestite
trap	טראַפּ
trapdoor	trapdoor
trapeze	טראַפּעז
trapped	טראַפּט
trapper	טראַפּער
trapping	טראַפּינג
trappings	trappings
traps	טראַפּס
trash	אָפּפאַל
trashy	trashy
trauma	trauma
traumatic	traumatic
travail	NO TRANSLATION
travel	אַרומפאָרן
traveler	טראַוולער
traveling	traveling
traverse	דורך
travesty	travesty
trawl	trawl
trawler	trawler
tray	טאַץ
treacherous	טרעטשעראַס
treachery	treachery
tread	טרעד
treadmill	טרעדמיל
treason	טריזאַן
treasure	אוצר
treasured	treasured
treasurer	treasurer
treasures	אוצרות
treasury	שאַצקאַמער
treat	מייַכל
treatable	טרוקן
treatise	טרעטאַנד
treatment	באַהאַנדלונג
treaty	טריטי
treble	טרעבאַלע
tree	tree
trees	trees
trek	trek
trellis	trellis
tremble	ציטערן
trembling	ציטערניש
tremendous	enormous
tremendously	tremendously
tremor	טרעמער
trench	טרענטש
trend	גאַנג
trending	trending
trendy	טרענדי
trepidation	טרעפּידיישאַן
trespass	trespass
triad	triad
triage	טריאַגע
trial	פּראָצעס
triangle	triangle
triangular	triangular
triangulate	triangulate
triathlon	טריאַטהלאָן
tribal	tribal
tribe	שבט
tribulation	טריביאַליישאַן
tribunal	tribunal
tribune	טריבונע
tributary	טריביאַטערי
tribute	טריביוט
trick	טריק
trickery	טריקערי
trickle	ויסרינען
trickster	trickster
tricky	tricky
tricycle	טריסיקאַל
trident	trident
trifle	קלייניקייַט
trifling	trifling
trig	trig
trigger	צינגל
trigonometry	טריגאָנאָמעטרי
trillion	טריליאַן
trilogy	טרילאַדזשי
trim	טרים
trimester	trimester
trimmer	טרימער
trimming	טריממינג
trine	טריין
trinity	טריניטי
trinket	טרינקען
trio	טריאָו
trip	יאַזדע
tripartite	דרייַאַרטיקייט
tripe	טריפּע
triple	דרייַיק
triplet	triplet
triplicate	טריפּליקאַט
tripod	tripod
tripping	טריפּינג
trite	trite
tritium	tritium
triumph	טריומף
triumphant	טרייאַמפאַנט
trivia	טריוויאַ
trivial	trivial
troll	troll
trolley	וואַגאָנעטקע
trombone	טראַמבאָנע
troop	טרופּ
trooper	trooper
troops	זעלנער
trophy	טראָופי
tropic	tropic
tropical	טראַפּיקאַל
tropics	טראַפּיקס
trot	trot
trouble	קאָנפליקט
troubled	troubled
troublemaker	טרומערייקער
troubles	קאָפּדרייעניש
troublesome	טראַבאַלסאַם
trough	קאָרעטע
troupe	טרופּע
trousers	הויזן
trout	פאָרעל
trowel	trowel
truce	טרוס
truck	טראָק
trucker	טראַקער
truckload	truckload
truculent	טרוקולאַנט
true	TRUE
truelove	truelove
truffle	טרופפלע
truism	truism
trump	טראַמפּ
trumpet	טרומייט
trumpeter	trumpeter
truncate	truncate
truncated	truncated
trundle	trundle
trunk	trunk
truss	בינטל
trust	צוטרוי
trustee	טרעגער
trusting	טראַסטינג
trustworthy	trustworthy
trusty	טראַסטי
truth	אמת
truthful	אמת
truthfulness	truefulness
try	try
tryout	tryout
tryouts	tryouts
tsunami	צונאַמי
tub	קלאָזעט
tuba	טוב
tubby	tubby
tube	רער
tuberculosis	טובערקולאָסיס
tubing	טובינג
tubular	tubular
tubule	tube
tuck	tuck
tucker	tucker
tuesday	דינסטאג
tufted	tufted
tug	ציען
tugboat	טוגבאָאַט
tuition	tuition
tulip	tulip
tumble	טאַמבאַל
tumbler	NO TRANSLATION
tumbleweed	טומבלעוועיד
tummy	טאַמי
tumor	טומאָר
tumour	טומאָר
tumult	טומל
tumultuous	טומאַלטשואַס
tun	NO TRANSLATION
tuna	טונאַ
tunable	tunable
tune	ניגן
tunic	טוניק
tuning	tuning
tunnel	טונעל
turban	טורבאַן
turbidity	טערבידאַטי
turbine	טערביין
turbo	turbo
turbulence	טורבולאַנס
turbulent	טערביאַלאַנט
turd	turd
turf	turf
turkey	ינדיק
turmeric	טורמעריק
turmoil	רייזע
turn	דרייען
turnaround	דריי זיך ארום
turned	פארקערט
turning	turning
turnip	ברוקווע
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	ארויסגעשטעלט
turnover	ויסקער
turnpike	Turnpike
turntable	טערנטייבאַל
turpentine	טערפּאַנטיין
turquoise	טערקווויז
turret	טערט
turtle	טשערעפּאַכע
turtleneck	turtleneck
tussle	tussle
tutelage	tutelage
tutor	tutor
tutoring	tutoring
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	tv
twain	twain
twat	twat
twats	טוואַץ
tweak	טוויק
tweed	טוויד
tweet	tweet
tweezers	פּינצעט
twelfth	צוועלפט
twelve	צוועלף
twentieth	twentieth
twenty	צוואַנציק
twerp	צייכענונג
twig	צווייטע
twilight	טוויליגהט
twill	טוויל
twin	צווילינג
twine	טוויין
twinge	טוויין
twinkle	twinkle
twins	צווילינג
twirl	twirl
twist	דרייַ
twisted	טוויסטיד
twister	טוויסטער
twit	twit
twitch	צוציען
twitching	twitching
twitchy	twitchy
two	צוויי
two step	צוויי שריט
twofaced	NO TRANSLATION
twofold	twofold
twosome	twosome
tycoon	טיקאָאָן
tyke	דרייען
type	טיפּ
typewriter	שרייַבמאַשין
typhoid	טייפויד
typhoon	טייפון
typical	טיפּיש
typically	typically
typist	טיפּיסט
typo	טיפּאָ
typography	טיפּאָגראַפי
tyrannical	טיראַנניק
tyranny	טיראַני
tyrant	טיראַנט
tyre	רעדעל
ubiquitous	ubiquitous
ubiquity	ubiquity
ugliness	מיעס
ugly	ugly
uhoh	NO TRANSLATION
ukulele	ופּלאָאַדעד
ulcer	געשוויר
ulterior	נאָך
ultimate	לעצט
ultimately	לעסאָף
ultimatum	ולטימאַטום
ultimo	NO TRANSLATION
ultrasound	אַלטראַסאַונד
ultraviolet	אַלטראַווייאַליט
umbilical	אַמביליקאַל
umbra	umbra
umbrella	שירעם
umpire	אַמפּירע
umpteen	umpteen
unabashed	ונאַבאַשעד
unabated	ונאַבאַטעד
unable	ניט געקענט
unacceptable	אַנאַקסעפּטאַבאַל
unaccompanied	unaccompanied
unaccountable	unaccountable
unaccounted	unaccounted
unacknowledged	unacknowledged
unadulterated	ונאַדולטעראַטעד
unaffected	unaffected
unafraid	unafraid
unaided	ונאַידעד
unaltered	unaltered
unambiguous	ונאַמביגיואַס
unanimity	unanimity
unanimous	unanimous
unanimously	יונאַנאַמאַסלי
unannounced	unannounced
unanswered	unanswered
unanticipated	unanticipated
unappreciated	unappreciated
unapproved	unapproved
unarmed	unarmed
unassisted	unassisted
unassuming	אַנאַסומינג
unattached	unattached
unattainable	unattainable
unattended	unattended
unattractive	אַנאַטראַקטיוו
unauthorized	אַנאָטערייזד
unavailable	אַנאַוויילאַבאַל
unavoidable	אַנאַוווידאַבאַל
unaware	ניט וויסנדיק
unbalanced	אַנבאַלאַנסט
unbearable	אַנבעראַבאַל
unbeatable	אַנביטאַבאַל
unbeaten	אומבאַקאַנט
unbecoming	ונבאַמינג
unbelief	אומגלויבן
unbelievable	אומגלויבּליך
unbiased	unbiased
unborn	ונבאָרן
unbound	אַנבאַונד
unbounded	ונבאַונדעד
unbreakable	ונברעאַקאַבלע
unbridled	unbridled
unbroken	unbroken
unbutton	unbutton
uncalled	uncalled
uncanny	ונקאַנני
uncaring	uncaring
uncensured	NO TRANSLATION
uncertain	ומזיכער
uncertainty	ונסערטאַנטי
unchallenged	ונטשאַללענגעד
unchangeable	unchangeable
unchanged	אַנטשיינדזשד
uncharted	אַנטשאַרטיד
uncherished	NO TRANSLATION
uncivilized	uncivilized
unclaimed	unclaimed
uncle	פעטער
unclean	אומריין
unclear	ומקלאָר
uncomfortable	ומבאַקוועם
uncommon	ומגעוויינטלעך
uncommonly	ומגעוויינטלעך
uncomplicated	אַנקאַמפּלאַקייטיד
uncompromising	ונקאָמפּראָמיסינג
unconcerned	אומבאַקאַנט
unconditional	unconditional
unconfirmed	ונקאָנפאָרמעד
unconnected	ונקאָנעקטעד
unconscionable	ומבאַקוועם
unconscious	פאַרכאַלעשט
unconsciousness	פאַרכאַלעשט
unconstitutional	ונקאָנסטיטושאַנאַל
unconstrained	ומבאַקוועם
uncontested	uncontested
uncontrollable	ונקאָנטראָללאַבלע
uncontrolled	uncontrolled
unconventional	ונקאָנווענטיאָנאַל
unconvinced	אומבאַקאַנט
unconvincing	ונקאָנווינסינג
uncooked	uncooked
uncooperative	ונקאָאָפּעראַטיווע
uncorrelated	uncorrelated
uncouth	uncouth
uncover	ופדעקן
uncritical	uncritical
uncut	uncut
undead	ונדעאַד
undecided	ניט באַשלאָסן
undefeated	undefeated
undefined	undefined
undeniable	undeniable
underage	אַנדערידזש
underbelly	ונדערבעללי
undercover	אַנדערקאַווער
undercurrent	ונטערקוררענט
underdog	ונדערדאָג
underestimate	אַנדערעסטאַמאַט
undergo	אַנדערגאָו
undergraduate	ונדערגראַדואַטע
underground	ונטערערד
underhanded	underhanded
underlay	ונדערליי
underlie	underlie
underline	אַנדערליין
underlying	underlying
undermine	אַנדערמיין
undermined	אַנדערמיינד
underneath	ונטער
underpaid	אַנדערפּייד
underpants	אַנדערפּאַנץ
underprivileged	ונדערפּרידיקאַלד
underrated	underrated
underscore	אַנדערסקאָר
undersea	אונטערשייד
undersecretary	ונדערסעקרעטאַרי
undersized	ונדערסיזעד
understaffed	אַנדערסטאַפד
understand	פֿאַרשטיין
understandable	פאַרשטיייק
understanding	understanding
understatement	understatement
understood	פארשטאנען
understudy	אַנדערסטודי
undertake	ונטערנעמענ זיך
undertaker	אַנדערטייקער
undertaking	אונטערנעמונג
undertow	undertow
underwear	ונטערוועש
underwood	ונדערוואָאָד
underworld	ונדערוואָרלד
underwrite	underwrite
underwriter	אַנדערוואָרטער
undeserved	undeserved
undesirable	ונדעסיראַבלע
undesired	ונדעסירעד
undetectable	undetectable
undetected	undetected
undetermined	undetermined
undeveloped	undeveloped
undignified	undignified
undirected	undirected
undisclosed	undisclosed
undiscovered	undiscovered
undisputed	אַנדיספּיוטיד
undisturbed	undisturbed
undivided	וניווערסיד
undo	undo
undoing	undoing
undoubted	undoubted
undress	ופמאַכן
undressed	undressed
undue	יבערמאַכן
undying	undying
unearned	unearned
unearth	אַנערט
uneasiness	ומרויק
uneasy	ומזעיק
uneducated	ונעדוקאַטעד
unemployed	אַרבעטלאָז
unemployment	אַרבעטלאָזיקייַט
unencumbered	unencumbered
unending	unending
unequal	וניקוואַל
unequalled	וניקוואַלד
unequivocal	וניקוויוואָקאַל
unequivocally	וניקוויוואָסלי
unethical	ונעטיקאַל
uneven	אַניוואַן
uneventful	אַנפּענטאַבאַל
unexpected	אומגעריכט
unexpectedly	unexpectedly
unexplainable	ונעקספּלאַיןאַבלע
unexplained	unexplained
unexplored	unexplored
unfailing	unfailing
unfair	ומיוישערדיק
unfairness	ומיוישערדיק
unfaithful	ומגעוויינטלעך
unfamiliar	אַנפאַמיליער
unfavorable	אַנפייוועראַבאַל
unfeeling	ונפעלינג
unfettered	unfettered
unfinished	אַנפינישט
unfit	ומבאַקוועם
unflinching	ונפלינטשינג
unfold	unfold
unfollow	unfollow
unforeseen	אַנפאָרסין
unforgettable	אַנפערגעטאַבאַל
unforgivable	אַנפערגייוואַבאַל
unforgiving	אַנפערגייווינג
unfortunate	נעבעך
unfortunately	ליידער
unfounded	אַנפאַונדיד
unfreeze	unfreeze
unfriendly	unfriendly
unfulfilled	unfulfilled
unfurnished	ניט מעבלירט
unglued	unglued
ungodly	ungodly
ungrateful	אַנגרייטיד
unguarded	unguarded
unhand	NO TRANSLATION
unhappiness	ומגליק
unhappy	ומגליקלעך
unharmed	ונאַרמד
unhealthy	אַנכעלטי
unheard	אַנכערד
unhelpful	ונהעלפּפול
unhindered	ונהינדערעד
unholy	ונהאָלי
unhook	unhook
unicorn	יינהאָרן
unidentified	ומבאַקוועם
unification	יוניקאַציע
unified	וניפיעד
uniform	uniform
uniformed	יונאַפאָרמד
uniformity	יונאַפאָרמאַטי
uniformly	יונאַפאָרמלי
unimaginable	ונימאַגינאַבלע
unimpeachable	ונימפּעאַטשאַבלע
unimpeached	ונימפּעאַטשעד
unimportant	ניט וויכטיק
unimpressed	unimpressed
unimproved	unimproved
uninfected	ונינפעקטעד
uninformed	ונינפאָרמעד
uninhabited	אַנינכאַבאַטיד
uninitiated	וניניטיאַטעד
uninspired	uninspired
unintelligible	אומגעריכט
unintended	unintended
unintentional	ונינטענטיאָנאַל
unintentionally	unintentionally
uninterested	ונינטערעסטעד
uninteresting	uninteresting
uninterrupted	אַנינטעראַפּטיד
uninvited	ונינוויטעד
union	פאַרבאַנד
unique	יינציק
unisex	וניסעקס
unison	וניסיסאָן
unit	אַפּאַראַט
unitary	וניטאַריאַן
unite	פאַרייניקן
united	פֿאַראייניקטע
unity	אחדות
universal	וניווערסאַל
universality	וניווערסאַליטי
universe	אַלוועלט
university	אוניווערסיטעט
unjust	אומגערעכט
unjustifiable	אומגערעכט
unjustified	אומגערעכט
unkind	ונקינד
unknowable	unknowable
unknown	unknown
unlawful	אַנלאָפאַל
unleash	ונלעאַש
unlicensed	unlicensed
unlike	ניט ענלעך
unlikely	אַנלייקלי
unlimited	אַנלימאַטאַד
unlisted	unlisted
unload	ונלאָאַד
unloaded	ונלאָאַדעד
unlock	unlock
unlucky	שלימאַזלדיק
unmanageable	ונמאַנאַגאַבלע
unmanned	ונמאַנאַנד
unmarked	unmarked
unmarried	אַנמעריד
unmask	ונמאַסק
unmatched	unmatched
unmistakable	ונמיסטאַקאַבלע
unmitigated	unmitigated
unmoved	ונמאָוועד
unnamed	unnamed
unnatural	ומנאַטירלעך
unnecessary	ומנייטיק
unneeded	unneeded
unnoticed	וננאָטיקעד
unnumbered	וננאַמבערעד
unobserved	ונאָבסערוועד
unobstructed	ונאָבסטרוקטעד
unobtrusive	אַנאַבטרוסיוו
unoccupied	unoccupied
unofficial	ונאָפפיסיאַל
unopened	unopened
unopposed	ונאָפּפּאָסעד
unordered	ונאָרדערעד
unorganised	ונאָרגאַניזעד
unorganized	ונאָרגאַניזעד
unorthodox	אומאָפּהענגיקייט
unpack	אַנפּאַק
unpaid	ניט באַצאָלט
unparalleled	unparalleled
unpleasant	אומבאקוועם
unpleasantness	פּריקרע
unplug	אָפּגעלאָזן
unplugged	אַנפּלאַגד
unpopular	אַנפּאַפּיאַלער
unprecedented	אַנפּרעסידענטיד
unpredictable	אַנפּרידיקטאַבאַל
unprepared	אַנפּריפּערד
unpretentious	אַנפּריטענשאַס
unproductive	ונפּראָדוקטיווע
unprofessional	אַנפּראַפעשאַנאַל
unprofitable	אַנפּראַפיטאַבאַל
unprotected	ונפּראָטעקטעד
unproven	ונפּראָווען
unprovoked	unprovoked
unpublished	ונפּאַבלישעד
unpunished	unpunished
unqualified	unqualified
unquestionable	ונקוועסטיאָנאַבלע
unquestionably	ונקוועסטיאָנאַבלי
unquestioned	ונקוועסטיאָנעד
unquote	ונקוואָטע
unravel	אַנראַוואַל
unreachable	ונרעאַטשאַבלע
unread	אַנרעד
unreal	ונרעאַל
unrealistic	ונרעאַליסטיק
unreasonable	unreasonable
unrecorded	unrecorded
unregistered	unregistered
unregulated	ונרעגולאַטעד
unrelated	unrelated
unrelenting	unrelenting
unreliable	אַנרילייאַבאַל
unremarkable	ונרעמאַרקאַבאַל
unrepentant	אַנריפּענטאַנט
unrequited	unrequited
unresolved	ונרעסאָלוועד
unresponsive	ונרעספּאָנסיווע
unrest	ומרויקייַט
unrestrained	ונרעסטראַינעד
unrestricted	ונרעסטריקטעד
unromantic	unromantic
unruly	אַנרולי
unsafe	unsafe
unsanitary	ונסאַניטאַרי
unsatisfactory	ומבאַקוועם
unsatisfied	ומזיסט
unsavory	unsavory
unscathed	אומבאַקאַנט
unscheduled	unscheduled
unscientific	unscientific
unscrew	ונסקרעוו
unscrupulous	ונקרופּיאַלאַס
unseat	ונסעאַט
unseen	ומבאַמערקט
unselfish	unselfish
unsettled	ומבאַפלעקט שטאָל
unsightly	ונסיגהטלי
unsolicited	unsolicited
unsolved	ונסאָלד
unsophisticated	unsophisticated
unsound	ונאָונדעד
unspeakable	unspeakable
unspecified	unspecified
unspoken	ונספּאָקען
unstable	אַנסטייבאַל
unsteady	ונסטעאַדי
unstoppable	ונסטאָפּפּאַבלע
unsuccessful	ניט געראָטן
unsuitable	ומפּאַסיק
unsung	unsung
unsupervised	unsupervised
unsupported	unsupported
unsure	unsure
unsurpassed	אַנסערפּאַסט
unsuspecting	unsuspecting
unsustainable	ונסטאַינאַבלע
unsweetened	unsweetened
unsympathetic	ונסימפּאַטהעטיק
untamed	untamed
untenable	ונטערטוקנ זיך
untested	untested
unthinkable	ונהינקאַבלע
untidy	untidy
untie	untie
untimely	untimely
untitled	untitled
untold	untold
untouchable	untouchable
untouched	untouched
untoward	untoward
untraceable	ונטראַסעאַבלע
untrained	untrained
untranslated	untranslated
untroubled	אַנטרואַבאַל
untrue	אַנטרו
untrustworthy	ומטראַסטוואָרטי
unturned	אַנטערנד
unused	אַניוזד
unusual	ומגעוויינטלעך
unusually	unusually
unutterable	unutterable
unveil	אַנוויילד
unveiling	אַנוויילינג
unverified	ונוועריפיעד
unwanted	אַנוואָנטיד
unwarranted	ונוואַרראַנטעד
unwary	ונוואַרי
unwashed	unwashed
unwavering	unwavering
unwed	unwed
unwelcome	ונוועלקאָמע
unwell	ונוועלל
unwilling	unwilling
unwillingly	unwillingly
unwillingness	unwillingness
unwind	ויסמיידן
unwise	unwise
unwitting	ונוויטינג
unwittingly	unwittingly
unworthy	ומווערדיק
unwrap	ופהענגען
unwritten	אומבאַקאַנט
unyielding	וניילדינג
unzip	ונזיפּ
upbeat	אַפּקאַמינג
upbringing	upbringing
upcoming	אַפּקאַמינג
update	דערהייַנטיקן
upgrade	upgrade
upheaval	upheaval
uphill	uphill
uphold	uphold
upholstery	אַפּאָולסטערי
upkeep	upkeep
upland	upland
uplands	uplands
uplift	uplift
uplifting	uplifting
uplink	uplink
upload	upload
upper	upper
uppercut	ופּפּערקוט
uppity	uppity
upright	שטייעדיג
uprising	uprising
uproar	uproar
upscale	upscale
upset	באליידיגט
upshot	upshot
upstairs	upstairs
upstanding	upstanding
upstart	upstart
uptight	uptight
upward	אַרויף
upwards	upwards
uranium	uranium
urban	שטאָטיש
urchin	urchin
urge	urge
urgency	ערדזשאַנסי
urgent	דרינגלעך
urinal	ורינאַל
urinalysis	urinalysis
urinate	ורינאַטע
urination	ורינאַטיאָן
urine	פּישעכץ
urn	URN
usable	usable
usage	באַניץ
use	נוצן
used	געניצט
useful	נוצלעך
usefully	נוצלעך
usefulness	נוציקייט
useless	useless
user	באַניצער
usher	usher
usual	געוויינטלעך
usurp	usurp
usurped	usurped
usury	usury
utensil	utensil
uterus	מאַטריץ
utilitarian	utilitarian
utility	נוצן
utilization	utilization
utilize	utilize
utmost	מאַקסימאַל
utopian	utopian
utter	גאָר
utterance	אַטעראַנס
utterly	אַטערלי
vacancy	פרייַ אָרט
vacant	ליידיק
vacate	ווייטקייט
vacation	vacation
vaccination	וואַקסאַניישאַן
vaccine	וואַקצין
vacuolar	וואַקואָלאַר
vacuole	vacuole
vacuous	וואַקוואָוס
vacuum	וואַקוום
vagabond	vagabond
vagina	vagina
vaginal	וואַדזשיינאַל
vagrancy	וואַגראַנסי
vagrant	vagrant
vague	ווייג
vagueness	vagueness
vainly	וואַינלי
valance	וואַלאַנטיין
vale	vale
valedictorian	וואַלעדיקטאָריאַן
valentine	וואַלענטינע
valet	דינער
valiant	וואַליאַנט
valid	valid
validate	וואַלאַדייט
validation	באשטעטיגען
validity	גילטיקייַט
valium	valium
valley	טאָל
valor	NO TRANSLATION
valuable	ווערטפול
valuables	valuables
valuation	וואַלואַטיאָן
value	ווערט
valve	וואַלוו
vamoose	NO TRANSLATION
vamp	וואַמפּ
