Word	fy
reverberation	reverberaasje
revere	revere
reverence	earbied
reverend	reverend
reverent	reverent
reverie	reverie
reversal	omkearing
reverse	reverse
reversion	reversion
revert	weromjaan
reverting	revertje
review	resinsje
reviewer	reviewer
revise	feroarje
revision	revyzje
revisit	revisit
revival	revival
revive	weropje
revocation	weroping
revoke	ferwiderje
revolt	revolt
revolting	wjerhâlden
revolution	revolúsje
revolutionary	revolúsjonêr
revolutionize	revolúsjonearje
revolve	revolve
revolver	revolver
revolving	revolving
revue	revue
revulsion	ûntslach
revving	werjouwing
reward	lean
rewarding	lokkich
rewind	rewind
rewire	reewire
rewrite	rewrite
rhapsody	rhapsody
rhetoric	rhetorik
rhetorical	rhetorik
rheumatism	rheumatisme
rhinestone	rinestone
rhino	rhino
rhinoceros	rhinoceros
rhubarb	rhubarb
rhyme	rym
rhyming	rymje
rhythm	ritme
rhythmic	rhythmysk
rhythmical	rhythmysk
rib	rib
ribbed	ribben
ribbon	lint
rice	rys
rich	ryk
riches	riches
richness	rykdom
rick	rick
rickety	rickety
rickshaw	rickshaw
ricochet	ricochet
rid	ridlik
riddance	riddance
riddle	riedsel
riddled	riedele
ride	rit
rider	rider
ridge	ridge
ridicule	ridicule
ridiculed	ridiculed
ridiculous	ridlik
riding	ryd
rife	rif
riff	riff
riffraff	Rapalje
rifle	gewear
rifleman	rifleman
rifles	gewearen
rift	rjochtsje
rig	rig
rigged	rigele
rigging	rigjen
right	rjochts
righteous	rjochtfeardich
righteousness	rjochtfeardigens
rightful	rjochtfeardich
rightly	rjocht
righty	rjocht
rigid	rigid
rigidity	steurigens
rigor	rigel
rigorous	rigint
rim	râne
rind	rind
ring	ring
ringer	ringer
ringing	ringing
ringleader	ringleader
ringmaster	ringmaster
ringside	ringside
rink	rink
rinse	spielje
riot	riot
rioting	rioting
riotous	rûzjend
riots	riots
rip	rêst yn frede
riparian	riper
ripe	ryp
ripen	rypje
ripening	rypjen
ripper	ripper
ripple	ripple
rippling	rippling
rise	opheffe
rising	rising
risk	risiko
risky	riskant
risotto	risotto
rite	rite
ritual	ritueel
ritualistic	ritualistysk
rival	rival
rivalry	rivaliteit
river	rivier
riverbank	rivierbank
riverbed	riverbed
riverboat	rivierboat
rivet	rivet
riveted	riveted
riveting	riveting
roach	roach
road	wei
roadblock	roadblock
roadhouse	roadhouse
roadie	roadie
roadrage	NO TRANSLATION
roadrunner	roadrunner
roads	wegen
roadside	rjochting
roadster	Roadster
roadtrip	roadtrip
roadway	roadway
roadworks	roadworks
roam	roam
roar	roar
roaring	roaring
roast	roasterje
roasted	roast
rob	rob
robber	robber
robbery	raar
robe	klean
robin	robin
robot	robot
robotic	robotyk
robotics	Robotyk
robust	robust
roc	roc
rock	rots
rocker	rocker
rocket	raket
rocks	rocks
rod	rod
rodent	rodent
rodeo	rodeo
roe	roe
rogue	rogge
role	rol
roll	roll
roller	roller
rollercoaster	achtbaan
rollers	rollers
rollicking	Wetter - Agrarwetter
rolling	rolling
roman	roman
romance	romantyk
romantic	romantysk
romanticism	romantyk
romp	romp
roof	dak
rooftop	rooftop
rook	rook
rookie	rookie
room	Keamer
roomful	roomsk
roommate	ferpleechkundige
rooms	keamers
roomy	romme
roost	roost
rooster	hoanne
root	woartel
root beer	boarne bier
rooted	ferwurke
rope	tou
ropes	ropes
rosary	rosary
rose	roas
rosemary	rosemary
rosette	rosette
roster	roster
rosy	rosy
rot	rot
rota	rota
rotary	rotary
rotate	rotearje
rotation	rotaasje
rote	rote
rotor	rotor
rotten	rottich
rotting	rotting
rotunda	rotunda
rouge	rouge
rough	rûch
roughly	rûchwei
roughneck	rûchwei
roughness	rauheid
roulette	roulette
round	rûn
roundabout	rotonde
rounded	rûn
roundup	rûnom
rouse	rúzje
rouser	rûker
rousing	rousing
rout	rûte
route	rûte
routine	routine
rove	roeie
rover	rover
roving	roving
row	rigel
rowboat	roeiboat
rowdy	rôlje
rowing	roeien
royal	keninklik
royalty	royalty
rub	rub
rubber	rubber
rubbers	rubbers
rubbing	rypje
rubbish	ferdylgje
rubble	skuorre
rubdown	rubdown
rubric	rubryk
ruby	ruby
ruckus	ruckus
rudder	rudder
ruddy	ruddy
rude	rude
rudeness	rudeness
rudimentary	rudimentêr
rudiments	rudimenten
rue	rue
rueful	rjochtfeardich
ruff	ruff
ruffian	ruffian
ruffle	ruffle
rug	rug
rugby	rugby
rugged	gewurde
ruin	ruïne
ruination	ruinaasje
ruined	ruïne
ruinous	ruinous
ruins	ruïnes
rule	regel
ruler	hearsker
ruling	hearskjende
rum	rum
rumba	rumba
rumble	rommelje
rummage	rummage
rumor	rumor
rumored	rommele
rump	romp
rumpus	romp
run	run
runaround	omrinne
runaway	rin fuort
rundown	rûn
runes	runes
rung	rung
runner	runner
running	te rinnen
running shoes	hurdrinskuon
runny	runny
runt	NO TRANSLATION
runway	runway
rupture	rupture
rural	lânskip
ruse	NO TRANSLATION
rush	hurd
rushing	hurd
rust	rust
rusted	rusted
rustic	rustysk
rustle	rustle
rustler	rustler
rusty	rusty
rut	rut
ruth	ruth
ruthless	rêstich
rye	rogge
sabbatical	sabbatisch
saber	NO TRANSLATION
sable	sable
sabotage	sabotage
saboteur	saboteur
sac	sac
sack	sack
sacrament	sakramint
sacred	hillich
sacrifice	opoffering
sacrifices	offeroffers
sacrificial	offerje
sacrilege	sacrilege
sacrilegious	sacrilegious
sad	drôvich
sadday	NO TRANSLATION
saddens	saddens
saddle	sadel
sadist	sadist
sadistic	sadistysk
sadly	sadwaande
sadness	sadness
safari	safari
safe	feilich
safeguard	beskermje
safekeeping	bewarjen
safety	feilichheid
saffron	saffron
sag	Sag
saga	saga
sage	sage
saggy	Saggy
sail	sile
sailboat	sylboat
sailing	sile
sailor	seeman
saint	hillige
sainted	sainted
saintly	saintly
sake	sake
salad	salade
salamander	salamander
salami	salami
salary	salaris
sale	ferkeap
salesgirl	ferkeaperje
salesman	ferkeaper
salient	grutsk
saline	saline
saliva	spiis
sally	sally
salmon	salm
salmonella	salmonella
salon	salon
saloon	saloon
salsa	salsa
salt	sâlt
salted	sâlt
saltwater	sâlt wetter
salty	sâlt
salutary	salutaris
salutation	salutaasje
salute	groetsje
salvage	salvage
salvation	heil
salve	salve
samba	samba
sameness	sameness
sample	foarbyld
samurai	samurai
sanatorium	sanatorium
sanctification	hilliging
sanctified	hillige
sanctify	hilligje
sanctimonious	hillich
sanction	sanction
sanctioned	fertsjinne
sanctity	hilligens
sanctuary	hillichdom
sanctum	sanctum
sand	sân
sandal	sandaal
sandbox	sandbox
sander	sander
sandman	sandman
sandpaper	sandpaper
sands	sân
sandstorm	sandstorm
sandwich	sandwich
sandy	sandy
sane	sane
sanguine	sanguine
sanitarium	sanitarium
sanitary	sanitêr
sanitation	sanitation
sanity	sanity
sans	NO TRANSLATION
santa	santa
sap	sop
sapiens	sapiens
sapphire	saffier
sappy	sûne
sarcasm	sarkasm
sarcastic	sarkastysk
sarcoma	sarkom
sarcophagus	Sarkofagus
sardine	sardine
sardonic	sardonic
sarsaparilla	sarsaparilla
sash	sash
sashimi	sashimi
sassafras	sassafras
sassy	sassy
satanic	satanika
satchel	sjit
sate	NO TRANSLATION
satellite	Satellyt
satin	satine
satire	satire
satirical	satirik
satisfaction	befrediging
satisfactorily	befredigend
satisfactory	befredigjend
satisfied	tefreden
satisfy	befredigje
satisfying	befredigjend
saturate	saturate
saturated	saturearre
saturation	saturation
satyr	satyr
sauce	saus
saucepan	sauspan
saucer	saucer
saucy	saucy
sauerkraut	sauerkraut
sauna	Sauna
sausage	woarst
savage	wyld
savagery	savagery
savanna	savanna
savannah	savannah
savant	savant
save	rêde
saver	saver
saving	sparjen
savings	savings
savior	ferlosser
savor	smaak
savory	savory
savvy	bewust
saw	seach
sawdust	sjippe
sawmill	sjippe
sax	sax
saxophone	saxofoan
say	sizze
sayonara	NO TRANSLATION
scab	scab
scabbard	scabbard
scaffold	scaffold
scaffolding	scaffolding
scalding	scalding
scale	skala
scales	skalen
scallop	scallop
scalp	skalp
scalpel	skalpel
scaly	skaly
scam	scam
scamp	scamp
scampi	scampi
scan	scan
scandal	skandaal
scandalous	skandalich
scanner	scanner
scanty	skutterich
scape	scape
scapegoat	scapegoat
scar	skar
scarab	scarab
scarce	knar
scarcely	koartsein
scarcity	kâns
scare	eangst
scarecrow	skare
scared	skare
scares	skare
scarf	sjaal
scarier	skarier
scariest	skriklik
scarlet	skarlach
scary	skriklik
scat	scat
scatter	streekje
scattered	scattered
scattering	streekje
scavenger	scavenger
scenario	senario
scene	sêne
scenery	lânskip
scenic	lânskip
scent	geur
scented	skompe
scepter	scepter
sceptical	skeptysk
scepticism	skepsis
schadenfreude	schadenfreude
schedule	skema
schematic	schematysk
scheme	skema
schilling	schilling
schism	schism
schizophrenia	skizophrenia
schizophrenic	schizophrenisch
schlep	sliepe
schmuck	NO TRANSLATION
schnapps	snapps
schnitzel	Schnitzel
scholar	gelearde
scholarly	wittenskiplik
scholarship	gelearde
scholastic	scholastysk
school	skoalle
schoolboy	skoalle
schoolgirl	skoalle
schoolhouse	skoalle
schooling	skoalle
schoolmaster	skoalmaster
schoolteacher	NO TRANSLATION
schoolwork	Skoal wurk
schoolyard	skoalle
schooner	schooner
sciatica	sciatica
science	wittenskip
scientific	wittenskiplik
scientist	wittenskipper
scifi	scifi
scintilla	NO TRANSLATION
scintillating	scintillating
scintillation	scintillaasje
scintillator	scintillator
scion	scion
scissors	skjirre
scoff	scoff
scold	scold
scolding	scolding
scone	scone
scoop	scoop
scoot	scoot
scooter	scooter
scope	omfang
scorch	skorch
scorching	skorching
score	skoare
scoreboard	scoreboard
scorer	skoaring
scores	scores
scorn	skuorre
scorned	fersmiten
scornful	skandalich
scorpion	scorpion
scotch	scotch
scoundrel	skuldrel
scour	skuorre
scourge	skodzje
scout	scout
scowl	scowl
scrabble	skrabble
scram	scram
scramble	skramble
scrambled	skrambleare
scrambler	scrambler
scrambling	skrambling
scrap	skrappe
scrapbook	scrapbook
scrape	skrape
scrapie	scrapie
scraping	skrappen
scrappy	skrappy
scratch	skram
scratchy	scratchy
scrawny	skrawny
scream	skreau
screamer	screamer
screaming	skreauwe
screech	screech
screen	skerm
screening	screening
screenplay	skriuwen
screenwriter	skriuwer
screw	skroef
screwball	skroeie
screwdriver	skriuwer
screwed	skreaun
screwy	skroeven
screwyou	NO TRANSLATION
scribble	skribble
scribe	skriuwer
scrimmage	scrimmage
scrip	skrip
script	skrift
scriptural	skriftlik
scripture	skrift
scroll	scrollen
scrotum	skrotum
scrounge	scrounge
scrounger	scrounger
scrub	scrub
scruffy	skruten
scrumptious	scrumptious
scrupulous	skriklik
scrutinize	scrutinize
scrutiny	skruten
scuba	scuba
scuff	scuff
scuffle	scuffle
scullery	scullery
sculptor	byldhouwer
sculpture	skulptuer
sculptured	skulptuer
scum	scum
scumbag	scumbag
scurry	scurry
scurvy	scurvy
scuttle	scuttle
sea	see
seaboard	seaboard
seafood	seafood
seagull	seagull
seal	segel
seals	sealen
seam	naad
seaman	seaman
seamless	seamless
seamstress	seamstress
seaport	haven
sear	sear
search	sykje
searching	sykje
searchlight	sykmasine
seared	seared
seashore	seefarder
seasick	seasick
seaside	seaside
season	seizoen
seasonal	sa
seasoned	geweldig
seasoning	sûkerjen
seat	sit
seatbelt	seatbelt
seating	sitten
seawater	seewater
seaweed	seewâl
sec	sek
secession	ôfskieding
secluded	ôfsletten
seclusion	ôfskieding
second	twadde
second cousin	twadde neef
secondary	sekundêr
secondhand	twaddehâns
secrecy	geheim
secret	geheim
secretariat	sekretariaat
secretary	sekretaris
secrete	secrete
secretion	secretion
secretive	secretive
secretly	geheim
sect	sekt
sectarian	sektarysk
section	ôfdieling
sectional	seksje
sector	sektor
secular	wrâldlik
secularism	sekularisme
secure	feilich
securities	securities
security	feiligens
sedan	NO TRANSLATION
sedate	sedate
sedation	sedaasje
sedative	sedative
sedentary	sedintary
sedge	sedge
sediment	sediment
sedimentary	sedimintêr
sedition	sedysje
seduce	ferjitte
seducer	seducer
seducing	ferrifelje
seduction	ferlieding
seductive	ferrifeljend
see	sjen
seed	sied
seedling	seedling
seeds	sied
seedy	seedich
seek	sykje
seeker	seeker
seem	lykje
seemingly	seemingly
seer	seer
seesaw	Sawol
seething	seething
segment	segment
segregate	segregate
segregated	segregearre
segregation	segregaasje
seismic	seismysk
seize	seizgje
seizure	oanfal
seldom	selden
select	útkieze
selection	seleksje
selective	selektearjend
selectman	seleksje
selenium	selenium
self	sels
selfharm	NO TRANSLATION
selfish	eigennamme
selfishness	selssucht
selfless	sels sûnens
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	ferkeapje
seller	ferkeaper
sellout	útferkeapje
seltzer	seltzer
semantics	semantika
semaphore	semafoar
semblance	semblance
semen	semen
semester	semester
semi	semi
semiautomatic	NO TRANSLATION
semicolon	semikolon
seminal	seminal
seminar	seminar
seminary	seminary
semiotics	semiotika
senate	senate
senator	senator
send	stjoere
sender	sender
senescence	senescence
senile	senile
senior	senior
seniority	seniority
senor	senor
senorita	senorita
sensation	sensaasje
sensational	sensationele
sense	sin
senseless	sinnich
senses	Sinnes
sensibility	sensibiliteit
sensible	ferstannich
sensibly	sensibel
sensitive	gefoelich
sensitivity	gefoelichheid
sensor	sensor
sensory	sensory
sensual	sensueel
sensuality	sinnichens
sensuous	sinnich
sentence	sin
sentencing	oanstjoeren
sentient	sentient
sentiment	sentimint
sentimental	sentiminteel
sentimentality	sentimentaliteit
sentinel	sentinel
sentry	Wetter - Agrarwetter
separable	ôfsletten
separate	skiede
separately	apart
separation	skieding
separatist	separatist
sepia	sepia
sepsis	sepsis
sept	sept
septic	septysk
septum	septum
sequel	fjirder
sequence	folchoarder
sequent	folgje
sequestered	sekerearre
sequestration	ferhuzing
serenade	serenade
serendipity	serendipity
serene	serene
serenity	eare
sergeant	sergeant
serial	serial
serialize	serialize
series	searje
serif	serif
serious	serieus
seriousness	serieus
sermon	preek
serpent	slang
serpentine	serpentine
serrated	serrated
serum	serum
servant	tsjinstfeint
serve	tsjinje
server	server
service	betsjinning
serviceable	serviceable
servile	servile
servitude	servitude
sesame	sesam
sess	NO TRANSLATION
session	sitting
sessions	sesjes
set	set
setback	setback
sett	NO TRANSLATION
setter	setter
settle	settje
settled	fêstige
settlement	koloanje
settler	kolonist
settlor	settlor
setup	opsette
seven	sân
seventeen	santjin
seventh	sânde
seventy	santich
sever	sever
severable	ôfbrekke
severally	hielendal
severance	ôfstân
severe	strang
severely	swier
severity	hurdens
sew	naaie
sewage	sewage
sewer	rioel
sewerage	rioel
sewing	sewing
sex	seks
sexist	seksist
sexual	seksueel
sexuality	seksualiteit
sexy	sexy
shabby	shabby
shack	shack
shackle	shackle
shade	skaad
shades	skaden
shading	shading
shadow	skaad
shadowy	shadowy
shady	shady
shaft	shaft
shag	shag
shaggy	shaggy
shake	skodzje
shakedown	shakedown
shaken	skodzje
shaker	shaker
shaking	shaking
shaky	shaky
shall	sille
shallow	ûndjip
shallows	wetter
sham	sham
shaman	shaman
shambles	shambles
shame	skamte
shamed	shamed
shameful	skamje
shameless	shameless
shampoo	shampoo
shanghai	shanghai
shank	shank
shanty	shanty
shape	foarm
shapely	shapely
shard	shard
share	diele
shareholder	shareholder
sharing	dieling
shark	haai
sharp	skerp
sharpen	skerp
sharpened	skerp
sharpener	sharpener
sharpness	skerpte
sharpshooter	sharpshooter
shatter	shatter
shattered	shattered
shattering	skerp
shave	shave
shaver	shaver
shaving	shaving
shawl	shawl
sheaf	sheaf
shear	skuorre
shears	skippen
sheath	heide
sheathing	skuorre
shed	shed
sheen	Sheen
sheep	skiep
sheepdog	skiep
sheepish	skiep
sheer	skerp
sheet	fel
sheik	sheik
shelf	shelf
shell	shell
shellfish	shellfish
shelling	shelling
shelter	skûlplak
sheltered	beskerme
shelters	shelters
shelved	helle
shepherd	hoeder
sherbet	sherbet
sheriff	sheriff
sherry	sherry
shield	shield
shift	feroarje
shifting	ferskowende
shifty	shifty
shilling	shilling
shimmer	shimmer
shimmering	shimmering
shimmy	shimmy
shin	shin
shindig	shindig
shine	shine
shiner	shiner
shingle	shingle
shining	shining
shiny	shiny
ship	skip
shipment	ferfier
shipping	skipfeart
shipshape	shipshape
shipwreck	skipwolde
shipyard	skipswerf
shire	shire
shirt	shirt
shit	shit
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	shitty
shiver	shiver
shivering	huverje
shoals	shoals
shock	skok
shocked	shocked
shocker	shocker
shocking	shocking
shockingly	shockingly
shoddy	shoddy
shoe	skoe
shoelace	shoelace
shoemaker	shoemaker
shoes	shoes
shoeshine	shoeshine
shook	skodde
shoot	skine
shooter	Shooter
shooting	toerisme
shootout	skutter
shop	winkel
shopkeeper	winkelhâlder
shoplifter	shoplifter
shoplifting	shoplifting
shopper	keapman
shopping	winkeljen
shore	wâl
shoreline	shoreline
shorn	shorn
short	koart
short story	koart ferhaal
shortage	tekoart
shortcake	shortcake
shortcoming	ferkear
shortcut	ferpleatse
shorten	koartsje
shortening	koartsing
shorthand	shorthand
shortly	koart
shortness	koarting
shorts	shorts
shortstop	shortstop
shortwave	shortwave
shot	skot
shotgun	fjochtsjen
shoulder	skouder
shout	roppe
shove	skodzje
shovel	shovel
shoveling	shoveling
show	sjen
showbiz	showbiz
showboat	showboat
showcase	showcase
showdown	showdown
shower	dûs
showgirl	showgirl
showing	sjen
showoff	opskeppe
showroom	showroom
showy	showy
shrapnel	shrapnel
shred	shred
shrew	shrew
shrewd	shrewd
shriek	shriek
shrill	shrill
shrimp	shrimp
shrine	shrine
shrink	skjin
shrinking	krimpe
shrivel	shrivel
shroud	shroud
shrub	shrub
shrubbery	gloede
shrug	shrug
shrunk	shrunk
shrunken	shrunken
shudder	skodder
shuddering	shuddering
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	shuffling
shun	shun
shunned	shunned
shunt	shunt
shut	sliepe
shutdown	ofslúte
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	shutter
shuttle	shuttle
shutup	NO TRANSLATION
shy	shy
shyness	shyness
shyster	shyster
sib	NO TRANSLATION
sibling	sibling
sic	sic
sick	siik
sickbay	sickbay
sicken	sicken
sickening	skriklik
sickle	Soarch
sickly	siik
sickness	sykte
side	side
sidearm	sidearm
sidebar	sideebar
sideboard	sideboard
sideburns	sideburns
sidecar	sidecar
sidekick	sidekick
sideline	sideline
sideshow	sideshow
sidestep	sidestep
sidewalk	sidewalk
sideways	sideways
sidewinder	sidewinder
siege	belegje
siesta	siesta
sieve	Sieb
sift	sift
sifting	sifting
sigh	sigh
sight	eagen
sighting	besjen
sightseeing	sightseeing
sigma	sigma
sign	teken
signal	sinjaal
signature	hantekening
significance	betsjutting
significant	wichtich
signification	signification
signify	signify
signpost	signpost
silence	stilte
silencer	silencer
silent	stil
silently	stil
silhouette	silhouette
silicon	silizium
silicone	silicone
silk	side
silken	silken
silky	silky
sill	sill
silliness	swierens
silly	dúdlik
silo	silo
silt	silt
silver	sulver
silverware	sulveren
silvery	sulveren
similar	likegoed
similarity	oerienkomst
simile	NO TRANSLATION
simmer	simmer
simmering	simmering
simple	ienfâldich
simples	NO TRANSLATION
simpleton	folslein
simplicity	ienfâld
simplify	ferienfâldigje
simplistic	simpelich
simply	simpelwei
simulate	simulare
simulated	simulearre
simulating	simulearje
simulation	simulaasje
simulator	simulator
simultaneous	simultanean
simultaneously	tagelyk
sin	NO TRANSLATION
sincere	sincere
sincerity	oprjochtens
sinful	sûndich
sing	sjonge
singer	sjonger
singing	sjonge
single	inkel
singly	allinich
singular	sinnich
singularity	geweldigens
singularly	gewoanlik
sinister	sinister
sink	sinke
sinker	sinker
sinking	sinke
sinner	sûnder
sinning	sinning
sinus	sinus
sip	sip
siphon	siphon
sipping	sjippe
sir	mynhear
sire	sire
siren	sirene
sirloin	sirloin
sissy	Sissy
sister	suster
sisterhood	susterhood
sit	sitte
sitcom	sitcom
site	side
sith	sith
sitter	sitter
sitting	sittend
situate	sitte
situated	Wetter - Agrarwetter
situation	sitewaasje
six	seis
sixpence	sechstjin
sixteen	sechtjin
sixth	seisde
sixty	sechstich
sizable	sizable
size	grutte
sizzle	sizzle
ska	NO TRANSLATION
skate	skate
skateboard	skateboard
skater	skater
skating	reedriden
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	skeletaal
skeleton	skelet
skeptic	skeptysk
skeptical	skeptysk
skepticism	skepsis
sketch	skets
sketching	sketching
sketchy	sketsy
skewed	skewed
skewer	skewer
ski	sky
skid	skid
skier	skier
skiff	skiff
skiing	skiing
skijump	NO TRANSLATION
skill	Feardigens
skilled	skilled
skillet	skillet
skillful	skillful
skim	skim
skimpy	skimpy
skin	fel
skinny	dûnse
skip	oerslaan
skipper	skipper
skirmish	skermje
skirt	rok
skirting	skirting
skirts	skirts
skit	skit
skittish	skittish
skull	skul
skunk	skunk
sky	himel
skylight	skylight
skyline	skyline
skyscraper	wolkekliuwer
slab	slab
slack	slak
slag	slag
slam	slam
slammer	slammer
slander	rabberij
slanderous	ferrifelje
slang	slang
slant	slant
slap	slap
slash	slash
slashes	slashes
slate	skate
slates	skaten
slaughter	slachtoffer
slaughterhouse	slachthús
slaughtering	slachtoffer
slave	slaaf
slavery	slavery
slay	slachje
slayer	slayer
sleaze	sleaze
sleazy	sleazy
sled	NO TRANSLATION
sledding	sledding
sledge	sledge
sledgehammer	sledgehammer
sleek	sleek
sleep	sliep
sleeper	sleeper
sleeping	sliepe
sleepless	sleepless
sleeplessness	sleeplessness
sleepover	sleepover
sleepy	sliepe
sleepyhead	sleepyhead
sleet	sleet
sleeve	sleeve
sleeveless	sleeveless
sleigh	sleigh
sleight	sleight
slender	slender
sleuth	sleuth
slice	sliepe
slick	slick
slicker	slimmer
slide	slide
slider	slider
sliding	sliepe
slight	ljocht
slight anticipation	lege anticipaasje
slight disgust	lege ekel
slight surprise	lichte ferrassing
slight trust	lyts fertrouwen
slightly	licht
slightly negative	wat negatyf
slightly positive	wat positive
slim	slank
slime	slime
slimy	slimy
sling	slinger
slingshot	slingshot
slink	slink
slinky	slinkje
slip	slip
slipper	slipper
slippers	slippers
slippery	slippery
slit	slit
sliver	slieper
slob	slob
slobber	slobber
slogan	slogan
sloop	sloop
slop	NO TRANSLATION
slope	slop
sloppy	sloppich
slot	slot
sloth	slot
slouch	slouch
slough	slút
slow	stadich
slowly	stadich
slowness	slinne
sludge	sliepe
slug	slug
slugger	slugger
sluggish	sluggish
sluice	sluice
slum	slum
slumber	sliepe
slump	slop
slur	slur
slurp	slurp
slush	slûch
slut	slut
slutty	slutty
sly	sly
smack	smack
small	lyts
smaller	lytser
smallest	lytste
smallpox	pomp
smart	tûk
smartass	wiisbauwer
smarten	smarten
smarty	smarty
smash	smash
smashed	smashed
smattering	smattering
smear	smarre
smell	rûke
smelling	smelling
smelly	smelly
smelt	smelt
smidgen	smidgen
smile	laitsje
smiled	lilke
smiles	lulk
smiley	smiley
smiling	lulle
smirk	smirk
smite	smite
smith	smith
smithereens	smithereens
smitten	smiten
smock	smok
smog	smog
smoke	reek
smoker	smoker
smokey	smokey
smoking	smoken
smoky	smokke
smoldering	smoldering
smooch	smooch
smooth	glêd
smoothie	smoothie
smoothly	swak
smoothness	glêdens
smother	smoargje
smudge	smûke
smug	smaken
smuggle	smuggle
smuggler	smuggler
smuggling	smuggling
smut	smut
snack	hapke
snacks	snacks
snafu	snafu
snag	snag
snags	snaggen
snail	snail
snake	slang
snakes	slangen
snakeskin	snakeskin
snap	snap
snapper	snapper
snappy	snappy
snapshot	snapshot
snare	snare
snarl	snarl
snarling	snarling
snatch	snatch
snatcher	snatcher
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	sneakers
sneaking	sneaking
sneaky	sneaky
sneer	sneer
sneeze	sneeze
sneezing	prúste
snicker	snicker
snide	snide
sniff	snippe
snip	snip
snipe	snipe
sniper	sniper
snippet	snippet
snippy	snippy
snitch	snitch
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	snooze
snore	snore
snorkel	snorkel
snort	snort
snot	snot
snotty	snotty
snout	snout
snow	snie
snowball	snowball
snowboard	snowboard
snowboarder	snowboarder
snowday	sniedei
snowfall	Wetter - Agrarwetter
snowflake	snowflake
snowing	snie
snowmageddon	snowmageddon
snowman	snowman
snowplow	snieploege
snowstorm	snowstorm
snowy	snie
snub	snub
snubbed	snubbed
snuff	snuff
snug	snug
snuggle	snuggle
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	soak
soaked	wekje
soaking	soaking
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sjippe
soapbox	soapbox
soapy	soapy
soar	sjippe
soaring	ferrinnewearje
sob	NO TRANSLATION
sober	sober
soblessed	NO TRANSLATION
sobriety	sobriety
soc	soc
soccer	fuotbal
sociable	saaklik
social	sosjaal
socialanxiety	NO TRANSLATION
socialism	sosjalisme
socialist	sosjalist
socialite	socialite
socialize	socialize
society	maatskippij
sociology	sosjology
sociopath	sociopath
sock	sock
socket	socket
sod	sod
soda	soda
soda/pop	Drinken mei prik
sodding	sodding
sodium	sodium
sofa	bank
soft	sêft
softball	softball
soften	ferkeapje
softener	softener
softening	ferfeling
softly	softly
softness	softness
software	software
soggy	soggy
sohappy	sa bliid
soil	ierde
soiled	fersmoarge
soiree	soiree
sojourn	ferwachting
solace	solace
solar	sinne
solarium	solarium
solder	soldaat
soldering	soldering
soldier	soldaat
sole	sole
solemn	feestlik
solicit	freegje
solicitation	oplossing
solicitor	solicitor
solid	fêst
solidarity	solidariteit
solidification	fersteuring
solidified	fergrutte
solidify	fersteure
solidity	solidity
solitaire	solitaire
solitary	solitary
solitude	iensumens
solo	solo
solubility	solubiliteit
soluble	ferlern
solucky	sa lokkich
solution	oplossing
solve	oplosse
solvency	solvinsje
solvent	solvent
somad	NO TRANSLATION
somatic	somatysk
somber	somber
some anticipation	wat foaroardieling
some disgust	wat wearzgje
some surprise	wat ferrassing
some trust	guon fertrouwen
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	wat negatyf
somewhat positive	wat positive
somuchtodo	NO TRANSLATION
son	soan
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	liet
songwriter	songwriter
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sinoarsk
soot	rotsje
soothe	soothe
soothing	geweldig
sophisticated	skerp
sophistication	skoanheit
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	sopraan
sorcerer	sorcerer
sorcery	sorcery
sordid	sordid
sore	smaak
soready	soready
sorely	sorely
soreness	sinne
sorghum	sorghum
sorority	sorority
sorrow	fertriet
sorrowful	swierlik
sorry	sorry
sort	Sort
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	Sorting
sos	NO TRANSLATION
soscared	soksare
soscary	sosjaal
soslow	soslow
sostressed	NO TRANSLATION
sosweet	sa leaf
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	siel
soulful	soulful
soulless	sailless
soulmate	soulmate
sound	lûd
sounding	klankje
soundness	sûnens
soundproof	lûddicht
soundtrack	soundtrack
soup	sop
sour	sauer
source	boarne
sourpuss	sourpuss
south	Súd
southbound	súdbound
southeast	súdeast
southern	súdlik
southpaw	southpaw
southwest	súdwest
souvenir	Tsjintwurdich
sovereign	Sovereign
sovereignty	sûvereiniteit
soviet	Sowjet
sow	sowen
soy	soy
soy sauce	soja saus
soybean	sjippe
spa	spa
space	rûmte
spacecraft	spacecraft
spaceman	spaceman
spaceship	spesjaal
spacing	ôfstân
spacious	rom
spade	spade
spaghetti	spaghetti
spam	spam
spammers	spammers
