Word	cs
septum	septum
sequel	pokračování
sequence	sekvence
sequent	následující
sequestered	oddělený
sequestration	sekvestrace
serenade	serenáda
serendipity	serendipity
serene	klidný
serenity	klid
sergeant	seržant
serial	seriál
serialize	serializovat
series	série
serif	serif
serious	vážně
seriousness	vážnost
sermon	kázání
serpent	had
serpentine	serpentin
serrated	zoubkovaný
serum	sérum
servant	služebník
serve	sloužit
server	server
service	servis
serviceable	servisní
servile	servilní
servitude	otroctví
sesame	sezam
sess	NO TRANSLATION
session	zasedání
sessions	zasedání
set	soubor
setback	nezdar
sett	NO TRANSLATION
setter	setter
settle	usadit
settled	usadil se
settlement	vyrovnání
settler	osadník
settlor	setlor
setup	založit
seven	sedm
seventeen	sedmnáct
seventh	sedmý
seventy	sedmdesát
sever	sever
severable	oddělitelné
severally	samostatně
severance	odloučení
severe	těžké
severely	vážně
severity	vážnost
sew	šít
sewage	kanalizace
sewer	kanalizace
sewerage	kanalizace
sewing	šití
sex	sex
sexist	sexist
sexual	sexuální
sexuality	sexualita
sexy	sexy
shabby	ošouchaný
shack	chatrč
shackle	zavěšení
shade	odstín
shades	odstíny
shading	stínování
shadow	stín
shadowy	shadowy
shady	stinné
shaft	hřídel
shag	shag
shaggy	shaggy
shake	otřást
shakedown	shakedown
shaken	otřáslo se
shaker	shaker
shaking	chvění
shaky	nejistý
shall	musí
shallow	mělký
shallows	mělké
sham	falešný
shaman	šaman
shambles	hromadí
shame	ostuda
shamed	falešné
shameful	hanebný
shameless	nestydatý
shampoo	šampon
shanghai	šanghaj
shank	stopka
shanty	chatrč
shape	tvar
shapely	urostlý
shard	střep
share	podíl
shareholder	akcionář
sharing	sdílení
shark	žralok
sharp	ostrý
sharpen	ostřejší
sharpened	zaostřeno
sharpener	ořezávátko
sharpness	ostrost
sharpshooter	ostrostřelec
shatter	roztříštit
shattered	rozbité
shattering	rozbití
shave	holit
shaver	holicí strojek
shaving	holení
shawl	šátek
sheaf	snop
shear	stříhat
shears	nůžky
sheath	pochva
sheathing	opláštění
shed	kůlna
sheen	lesk
sheep	ovce
sheepdog	ovčák
sheepish	rozpačitý
sheer	naprostý
sheet	list
sheik	šejk
shelf	police
shell	shell
shellfish	měkkýšů
shelling	ostřelování
shelter	přístřeší
sheltered	chráněné
shelters	úkryty
shelved	odloženo
shepherd	pastýř
sherbet	šerbet
sheriff	šerif
sherry	sherry
shield	štít
shift	posun
shifting	posunutí
shifty	shifty
shilling	šilink
shimmer	lesk
shimmering	třpytivý
shimmy	košilka
shin	holeň
shindig	shindig
shine	lesk
shiner	shiner
shingle	šindel
shining	zářící
shiny	lesklý
ship	loď
shipment	náklad
shipping	Lodní doprava
shipshape	shiphape
shipwreck	vrak
shipyard	loděnice
shire	hrabství
shirt	košile
shit	hovno
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	shithead
shitless	bezvýrazný
shitload	shitload
shittest	NO TRANSLATION
shitty	na hovno
shiver	zachvění
shivering	třesoucí se
shoals	plody
shock	šokovat
shocked	šokován
shocker	ostuda
shocking	šokující
shockingly	šokující
shoddy	chatrný
shoe	boty
shoelace	tkanička
shoemaker	švec
shoes	obuv
shoeshine	boty
shook	potřásl
shoot	střílet
shooter	střelec
shooting	Střílení
shootout	rozstřel
shop	prodejna
shopkeeper	vedoucí prodejny
shoplifter	stíhač
shoplifting	shoplifting
shopper	zákazník
shopping	nakupování
shore	pobřeží
shoreline	pobřeží
shorn	ostré
short	krátký
short story	krátký příběh
shortage	nedostatek
shortcake	shortcake
shortcoming	nedostatek
shortcut	zkratka
shorten	zkrátit
shortening	zkrácení
shorthand	těsnopis
shortly	krátce
shortness	zkratka
shorts	šortky
shortstop	krátké zastavení
shortwave	krátkovlnný
shot	výstřel
shotgun	brokovnice
shoulder	rameno
shout	křičet
shove	shove
shovel	lopata
shoveling	shoveling
show	show
showbiz	showbiz
showboat	showboat
showcase	vitrína
showdown	showdown
shower	sprcha
showgirl	showgirl
showing	zobrazování
showoff	showoff
showroom	showroom
showy	showy
shrapnel	šrapnel
shred	drtí
shrew	shrew
shrewd	chytrý
shriek	výkřik
shrill	pronikavý
shrimp	krevety
shrine	svatyně
shrink	smršťovat
shrinking	smršťování
shrivel	svraštit
shroud	zahalit
shrub	keř
shrubbery	křovina
shrug	pokrčí rameny
shrunk	zkrácený
shrunken	scvrklý
shudder	zachvění
shuddering	otřáslo se
shuffle	zamíchat
shuffleboard	shuffleboard
shuffling	míchání
shun	shun
shunned	vyhýbala se
shunt	shunt
shut	zavřeno
shutdown	vypnout
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	uzávěr
shuttle	kyvadlová doprava
shutup	NO TRANSLATION
shy	plachý
shyness	plachost
shyster	shyster
sib	NO TRANSLATION
sibling	sourozenec
sic	sic
sick	nemocný
sickbay	nemocnice
sicken	nemocný
sickening	zlobit
sickle	srp
sickly	neduživý
sickness	nemoc
side	boční
sidearm	sidearm
sidebar	bočního panelu
sideboard	příborník
sideburns	licousy
sidecar	sidecar
sidekick	sidekick
sideline	sideline
sideshow	sidehow
sidestep	úkrok
sidewalk	chodník
sideways	bokem
sidewinder	sidewinder
siege	obležení
siesta	siesta
sieve	síto
sift	prosít
sifting	prosévání
sigh	povzdech
sight	pohled
sighting	pozorování
sightseeing	prohlížení památek
sigma	sigma
sign	podepsat
signal	signál
signature	podpis
significance	význam
significant	významný
signification	význam
signify	znamenat
signpost	rozcestník
silence	umlčet
silencer	tlumič
silent	tichý
silently	tiše
silhouette	silueta
silicon	křemík
silicone	silikon
silk	hedvábí
silken	hedvábný
silky	hedvábný
sill	práh
silliness	hloupost
silly	hloupý
silo	silo
silt	bahno
silver	stříbrný
silverware	stříbro
silvery	stříbřitý
similar	podobný
similarity	podobnost
simile	NO TRANSLATION
simmer	vřít
simmering	pálení
simple	jednoduchý
simples	NO TRANSLATION
simpleton	hlupák
simplicity	jednoduchost
simplify	zjednodušit
simplistic	zjednodušující
simply	jednoduše
simulate	simulovat
simulated	simulované
simulating	simulace
simulation	simulace
simulator	simulátoru
simultaneous	simultánní
simultaneously	zároveň
sin	NO TRANSLATION
sincere	upřímný
sincerity	upřímnost
sinful	hříšný
sing	zpívat
singer	zpěvák
singing	zpěv
single	singl
singly	jednotlivě
singular	jednotné číslo
singularity	jedinečnost
singularly	zvlášť
sinister	zlověstný
sink	dřez
sinker	sinker
sinking	potopení
sinner	hříšník
sinning	hřích
sinus	sinus
sip	sip
siphon	sifon
sipping	usrkávání
sir	Vážený pane
sire	zplodit
siren	siréna
sirloin	svíčková
sissy	padavka
sister	sestra
sisterhood	sesterstvo
sit	sedět
sitcom	situační komedie
site	stránky
sith	sith
sitter	sitter
sitting	sedící
situate	situovat
situated	umístěné
situation	situace
six	šest
sixpence	šestpence
sixteen	šestnáct
sixth	šestý
sixty	šedesát
sizable	značný
size	velikost
sizzle	prskání
ska	NO TRANSLATION
skate	brusle
skateboard	skateboard
skater	bruslař
skating	bruslení
skedaddle	skluzaddle
skeet	skeet
skein	přadeno
skeletal	skeletální
skeleton	kostra
skeptic	skeptik
skeptical	skeptický
skepticism	skepticismus
sketch	skica
sketching	kreslení
sketchy	povrchní
skewed	zkosený
skewer	špíz
ski	lyže
skid	smyk
skier	lyžař
skiff	skif
skiing	lyžování
skijump	NO TRANSLATION
skill	dovednost
skilled	kvalifikovaní
skillet	pánev
skillful	dovedný
skim	skim
skimpy	skrovný
skin	kůže
skinny	hubený
skip	přeskočit
skipper	kapitán
skirmish	šarvátka
skirt	sukně
skirting	soklování
skirts	sukně
skit	parodie
skittish	skličující
skull	lebka
skunk	skunk
sky	nebe
skylight	sluneční světlo
skyline	panoráma
skyscraper	mrakodrap
slab	deska
slack	uvolnit
slag	struska
slam	slam
slammer	slammer
slander	pomlouvat
slanderous	pomlouvačný
slang	slang
slant	sklon
slap	políček
slash	lomítko
slashes	lomítka
slate	břidlice
slates	desky
slaughter	porážka
slaughterhouse	jatky
slaughtering	zabíjení
slave	otrok
slavery	otroctví
slay	zabít
slayer	vrah
sleaze	trápení
sleazy	špinavý
sled	NO TRANSLATION
sledding	sáňkování
sledge	sáně
sledgehammer	perlík
sleek	elegantní
sleep	spát
sleeper	spáč
sleeping	spací
sleepless	bezesný
sleeplessness	nespavost
sleepover	přespání
sleepy	ospalý
sleepyhead	ospalec
sleet	plískanice
sleeve	rukáv
sleeveless	bez rukávů
sleigh	sáně
sleight	skákání
slender	štíhlý
sleuth	detektiv
slice	plátek
slick	úhledný
slicker	slicker
slide	skluzavka
slider	posuvník
sliding	posuvné
slight	mírné
slight anticipation	mírné očekávání
slight disgust	mírné znechucení
slight surprise	nepatrné překvapení
slight trust	mírná důvěra
slightly	mírně
slightly negative	mírně negativní
slightly positive	mírně pozitivní
slim	štíhlý
slime	sliz
slimy	sliznatý
sling	sling
slingshot	prak
slink	slink
slinky	slinky
slip	uklouznutí
slipper	papuče
slippers	bačkory
slippery	kluzký
slit	štěrbina
sliver	sliver
slob	flákač
slobber	slintání
slogan	heslo
sloop	šalupa
slop	NO TRANSLATION
slope	sklon
sloppy	nedbalý
slot	slot
sloth	lenochod
slouch	slouch
slough	slough
slow	pomalý
slowly	pomalu
slowness	pomalost
sludge	kal
slug	slimák
slugger	slugger
sluggish	pomalý
sluice	stavidlo
slum	slum
slumber	spánek
slump	pokles
slur	slur
slurp	slurp
slush	rozbředlý sníh
slut	coura
slutty	slutty
sly	mazaný
smack	plácnutí
small	malý
smaller	menší
smallest	nejmenší
smallpox	neštovice
smart	chytrý
smartass	chytrák
smarten	smarten
smarty	inteligentní
smash	rozbít
smashed	rozbité
smattering	smettering
smear	nátěr
smell	čich
smelling	vonící
smelly	páchnoucí
smelt	koruška
smidgen	smidgen
smile	usměj se
smiled	usmál se
smiles	úsměvy
smiley	smajlík
smiling	usmívající se
smirk	smirk
smite	bít
smith	Kovář
smithereens	kousíčky
smitten	smetten
smock	halena
smog	smog
smoke	kouř
smoker	kuřák
smokey	smokey
smoking	kouření
smoky	zakouřený
smoldering	doutnající
smooch	smooch
smooth	hladký
smoothie	smoothie
smoothly	hladce
smoothness	hladkost
smother	udusit
smudge	zamazat
smug	samolibý
smuggle	pašovat
smuggler	pašerák
smuggling	pašování
smut	smut
snack	Svačina
snacks	občerstvení
snafu	snafu
snag	zádrhel
snags	snags
snail	hlemýžď
snake	had
snakes	hadi
snakeskin	snakeskin
snap	snap
snapper	snapper
snappy	elegantní
snapshot	momentka
snare	snare
snarl	vrčet
snarling	zavrčel
snatch	úryvek
snatcher	únosce
snazzy	snazzy
sneak	žalobníček
sneaker	teniska
sneakers	tenisky
sneaking	plakat
sneaky	záludný
sneer	úšklebek
sneeze	kýchnutí
sneezing	kýchání
snicker	hihňání
snide	sarkastický
sniff	čichat
snip	stříhat
snipe	útočit
sniper	odstřelovač
snippet	fragmentu
snippy	ústřižkový
snitch	práskač
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	podřimovat
snore	chrápání
snorkel	šnorchl
snort	šňupat
snot	sopel
snotty	arogantní
snout	čenich
snow	sníh
snowball	sněhová koule
snowboard	snowboard
snowboarder	snowboardista
snowday	snowday
snowfall	sněžení
snowflake	sněhová vločka
snowing	sněžení
snowmageddon	snowmageddon
snowman	sněhulák
snowplow	sněžný pluh
snowstorm	chumelenice
snowy	zasněžený
snub	snub
snubbed	vyčerpaný
snuff	šňupací tabák
snug	pohodlný
snuggle	přitulit se
snuggled	přitahoval
snuggles	trápení
snuggling	trápení
soak	namočit
soaked	namočený
soaking	namáčení
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	mýdlo
soapbox	soapbox
soapy	mýdlové
soar	stoupat
soaring	stoupající
sob	NO TRANSLATION
sober	střízlivý
soblessed	NO TRANSLATION
sobriety	střízlivost
soc	soc
soccer	fotbal
sociable	společenský
social	sociální
socialanxiety	NO TRANSLATION
socialism	socialismus
socialist	socialista
socialite	prominent
socialize	socializovat
society	společnost
sociology	sociologie
sociopath	sociopath
sock	ponožka
socket	zásuvka
sod	drn
soda	soda
soda/pop	soda / pop
sodding	sodování
sodium	sodík
sofa	gauč
soft	měkký
softball	softball
soften	změkčit
softener	změkčovač
softening	měknutí
softly	měkce
softness	měkkost
software	software
soggy	mokrý
sohappy	tak šťastný
soil	půda
soiled	znečištěné
soiree	večírek
sojourn	pobyt
solace	útěcha
solar	sluneční
solarium	solárium
solder	pájka
soldering	pájení
soldier	voják
sole	jediný
solemn	slavnostní
solicit	požádat
solicitation	poptávka
solicitor	advokát
solid	pevný
solidarity	solidarita
solidification	tuhnutí
solidified	ztuhlé
solidify	ztuhnout
solidity	pevnost
solitaire	solitér
solitary	osamělý
solitude	samota
solo	sólo
solubility	rozpustnost
soluble	rozpustný
solucky	tak šťastný
solution	řešení
solve	řešit
solvency	platební schopnost
solvent	solventní
somad	NO TRANSLATION
somatic	somatická
somber	somber
some anticipation	nějaké očekávání
some disgust	některé znechucení
some surprise	nějaké překvapení
some trust	nějakou důvěru
somersault	salto
somethingigetalot	NO TRANSLATION
somewhat negative	poněkud negativní
somewhat positive	poněkud pozitivní
somuchtodo	NO TRANSLATION
son	syn
sonar	sonar
sonata	sonáta
sonervous	NO TRANSLATION
song	píseň
songwriter	písničkář
sonic	zvukový
sonice	NO TRANSLATION
sonnet	sonet
sonorous	zvučný
soot	saze
soothe	uklidnit
soothing	uklidňující
sophisticated	sofistikovaný
sophistication	sofistikovanost
sophomore	druhého ročníku
sopissed	NO TRANSLATION
soppy	rozměklý
soprano	soprán
sorcerer	kouzelník
sorcery	čarodějnictví
sordid	sordidní
sore	bolest
soready	soready
sorely	špatně
soreness	bolestivost
sorghum	ciroku
sorority	sorority
sorrow	zármutek
sorrowful	smutný
sorry	Promiňte
sort	třídění
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	třídění
sos	NO TRANSLATION
soscared	soscared
soscary	tak děsivé
soslow	tak pomalý
sostressed	NO TRANSLATION
sosweet	tak sladké
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	duše
soulful	oduševnělý
soulless	bez duše
soulmate	spřízněná duše
sound	zvuk
sounding	znějící
soundness	zdravost
soundproof	zvukotěsné
soundtrack	soundtrack
soup	polévka
sour	kyselý
source	zdroj
sourpuss	sourpuss
south	jižní
southbound	na jih
southeast	jihovýchodní
southern	jižní
southpaw	levák
southwest	jihozápadní
souvenir	suvenýr
sovereign	suverénní
sovereignty	Suverenita
soviet	sovětský
sow	prasnice
soy	sója
soy sauce	sójová omáčka
soybean	sóji
spa	lázně
space	prostor
spacecraft	kosmická loď
spaceman	kosmonaut
spaceship	kosmická loď
spacing	vzdálenost
spacious	prostorný
spade	rýč
spaghetti	špagety
spam	spam
spammers	spammery
span	NO TRANSLATION
spandex	spandex
spaniel	španěl
spank	naplácat na zadek
spanking	spanking
spar	živec
spare	náhradní
spareribs	žebírka
sparingly	střídmě
spark	jiskra
sparkle	Jiskra
sparkling	šumivé
sparkly	jiskřivě
sparring	sparring
sparrow	Vrabec
sparse	špatně
spasm	křeč
spastic	spastický
spat	vyplivl
spatial	prostorový
spatter	cákanec
spatula	špachtle
spawn	potěr
spaz	spaz
speak	mluvit
speakeasy	speakeasy
speaker	mluvčí
speakerphone	hlasitý odposlech
speaking	mluvení
spear	kopí
spec	spec
special	speciální
specialist	specialista
speciality	specialita
specialize	NO TRANSLATION
specially	speciálně
specialty	specialita
specie	NO TRANSLATION
species	druh
specific	charakteristický
specification	Specifikace
specify	specifikujte
specimen	vzorek
speck	smítko
speckled	kropenatý
specs	brejle
spectacle	podívaná
spectacles	brýle
spectacular	okázalý
spectator	divák
specter	přízrak
spectral	spektrální
spectrometer	spektrometr
spectrophotometer	spektrofotometr
spectroscopy	spektroskopie
spectrum	spektrum
speculate	spekulovat
speculation	spekulace
speculative	spekulativní
speculum	spekulum
speech	mluvený projev
speechless	bezeslov
speed	Rychlost
speedboat	člunu
speedily	rychle
speeding	překročení rychlosti
speedometer	rychloměr
speedway	rychlostní rychlost
speedy	rychlý
spell	hláskovat
spellbound	okouzlený
spelling	pravopis
spencer	spencer
spend	strávit
spender	vydělat
spending	výdaje
spent	strávil
sperm	spermie
spew	spew
sphere	koule
spherical	sférické
sphincter	svěrač
sphinx	sfinga
spic	spic
spice	koření
spicy	pikantní
spider	pavouk
spiders	pavouci
spiffy	spiffy
spigot	čep
spike	špice
spiked	špičatý
spiky	ostnatý
spill	rozlít
spillin	NO TRANSLATION
spin	roztočit
spinach	špenát
spinal	spinální
spindle	vřeteno
spine	páteř
spineless	bezpáteřný
spinner	spinner
spinning	předení
spinster	stará panna
spiny	ostnatý
spiral	spirála
spire	spire
spirit	duch
spirited	temperamentní
spirits	lihoviny
spiritual	duchovní
spirituality	duchovno
spit	plivat
spite	navzdory tomu
spiteful	zlomyslný
spitfire	spitfire
spittoon	plivátko
splash	splash
splat	splat
splatter	drmolit
spleen	slezina
splendid	nádherný
splendor	nádhera
splice	splice
spline	spline
splint	dlaň
splinter	tříska
split	rozdělit
splitting	dělení
splurge	mrzutost
spoil	zkazit
spoiler	rušič vztlaku
spoiling	zkažení
spoils	kořistí
spoke	promluvil
spoken	mluvený
spokesman	mluvčí
spokesperson	tiskový mluvčí
sponge	houba na mytí
spongy	houbovitý
sponsor	sponzor
sponsorship	sponzorství
spontaneity	spontánnost
spontaneous	spontánní
spoof	spoof
spook	strašidlo
spooky	strašidelný
spool	cívka
spoon	lžíce
spoonful	lžíce
sporadic	sporadický
spore	výtrus
sport	sport
sporting	sportovní
sports	sportovní
sports car	sportovní auto
sportsman	sportovec
sportsmanship	sportovní chování
sportswriter	sportswriter
sporty	sportovní
spot	bod
spotless	neposkvrněný
spotlight	reflektor
spotted	puntíkovaný
spotter	pozorovatel
spotty	uhrovitý
spousal	manželství
spouse	manžela
spout	výtok
sprain	vymknutí
sprawl	roztahování
spray	sprej
spread	rozpětí
spreader	rozmetadlo
spree	spree
spring	jaro
springtime	jaro
sprinkle	posypat
sprinkler	sprinkler
sprinkling	kropení
sprint	sprint
sprite	skřítek
sprout	výhonek
spruce	smrk
spud	brambora
spunk	odvaha
spunky	odvážný
spur	podnět
spurious	falešné
spurred	podněcoval
spurt	vytrysknout
spy	vyzvědač
squabble	hádka
squad	družstvo
squadron	letka
squall	bouře
squamous	skvamózní
squander	rozházet
square	náměstí
squash	squash
squat	squat
squatter	squater
squaw	squaw
squawk	Squawk
squeak	kvičet
squeaky	pískat
squeal	kvílení
squealer	squealer
squeamish	squeamish
squeeze	sevření
squeezing	stlačování
squelch	squelch
squid	oliheň
squint	šilhat
squire	zeman
squirm	kroutit se
squirrel	veverka
squirt	stříkat
squish	rozmáčknout
squishy	skličující
stab	bodnout
stabbed	bodnutí
stability	stabilita
stabilize	stabilizovat
stabilizer	stabilizátor
stable	stabilní
staccato	staccato
stack	zásobník
stadium	stadión
staff	personál
stag	jelen
stage	etapa
stagecoach	dostavník
stagehand	scénář
stagger	stagger
staggering	ohromující
stagnant	stagnující
stagnation	stagnace
staid	usedlý
stain	skvrna
stained	obarvené
stainless	nerez
stair	schodiště
staircase	schodiště
stairs	schody
stairway	schodiště
stairwell	schodiště
stake	kůl
stakeout	rozcvičování
stale	zatuchlý
stalemate	patou
stalk	stonek
stalker	stalker
stall	stánek
stallion	hřebec
stalls	stánky
stalwart	oddaný
stamina	výdrž
stamp	razítko
stampede	panika
stance	postoj
stand	vydržet
standard	Standard
standardize	standardizovat
standardized	standardizováno
standby	pohotovostní
standing	stojící
standoff	odstup
standpoint	stanovisko
standstill	zastavení
standup	postav se
stanza	stanza
staph	staph
staple	staple
stapler	sešívačka
star	hvězda
star fruit	hvězdné ovoce
starboard	pravé straně
starch	škrob
stardom	sláva
stardust	hvězdný prach
stare	upřený pohled
starfish	mořská hvězdice
stargazing	stargazing
staring	zíral
stark	stark
starlet	hvězdička
starlight	světlo hvězd
starling	špaček
starry	hvězdnatý
stars	hvězdy
starship	vesmírná loď
start	Start
starter	startér
startle	polekat
startled	překvapený
startling	překvapující
starvation	hladovění
starve	vyhladovět
starved	hladovějící
starving	hladoví
stash	stash
stat	stat
state	Stát
stately	majestátní
statement	prohlášení
stateroom	statek
stateside	Stateside
statesman	státník
static	statický
staticky	NO TRANSLATION
statics	statika
station	stanice
stationary	stacionární
stationery	papírnictví
statistic	statistický
statistical	statistický
statistician	statistik
stator	stator
statuary	sochařství
statue	socha
statuette	soška
stature	postava
status	postavení
statute	statut
statutory	statutární
staunch	spolehlivý
stave	stav
stay	pobyt
stayaway	NO TRANSLATION
stayed	zůstal
stays	pobyty
stead	stead
steadfast	vytrvalý
steady	stabilní
steak	steak
steakhouse	steaková restaurace
steal	ukrást
stealing	kradení
stealth	stealth
stealthily	tajně
stealthy	kradmý
steam	parní
steamboat	parník
steamer	parník
steaming	v páře
steamroller	parní turbíny
steamship	parník
steamy	hnědý
steel	ocel
steep	strmé
steeple	kostelní věž
steer	řídit
steering	řízení
stellar	hvězdný
stem	zastavit
stench	puch
stencil	šablona
stenographer	těsnopisec
step	krok
stepdaughter	nevlastní dcera
stepfather	nevlastní otec
stepmother	nevlastní matka
steppe	step
steps	kroky
stepson	nevlastní syn
stereo	stereo
stereoscopic	stereoskopický
stereotype	stereotyp
stereotyped	stereotypní
sterile	sterilní
sterility	sterilitu
sterilize	sterilizovat
sterling	sterling
stern	záď
sternum	hrudní kosti
steroid	steroid
stethoscope	stetoskop
stew	dusit
steward	stevard
stewardess	letuška
stewardship	správcovství
stfu	stfu
stick	lepit
sticker	nálepka
sticking	lepení
stickler	puntičkář
stickup	stickup
sticky	lepkavý
stiff	tuhý
stiffen	ztuhnout
stiffness	ztuhlost
stifle	potlačit
stifled	potlačena
stifling	potlačující
stigma	stigma
stile	NO TRANSLATION
stiletto	dýka
stillbirth	mrtvý
stillborn	mrtvě narozený
stillness	klid
stillwaiting	stále čekám
stilts	chůdách
stimulant	povzbuzující
stimulate	stimulovat
stimulating	stimulující
stimulation	stimulace
stimulus	podnět
sting	bodnutí
stinger	stinger
stinging	bodnutí
stingy	lakomý
stink	smrad
stinker	dřina
stinking	páchnoucí
stinky	stinky
stint	stint
stipend	stipendium
stipulate	stanovit
stipulation	ustanovení
stir	míchat
stirring	míchání
stitch	steh
stitching	šití
stock	skladem
stockade	palisáda
stockbroker	makléř
stockholder	akcionář
stocking	punčocha
stockings	punčochy
stockpile	zásoby
stockroom	sklad
stocks	zásob
stoic	stoický
stole	ukradl
stolen	ukradený
stomach	žaludek
stomachache	bolení břicha
stomp	dupat
stomped	stomped
stone	kámen
stoned	s kamenem
stonewall	kamenná zeď
stoneware	kamenina
stony	kamenný
stooge	panák
stool	stolice
stools	stolice
stoop	sehnout
stoopid	stoopid
stop	stop
stopover	mezipřistání
stoppage	přerušení
stopper	zátka
stopping	zastavení
stopwatch	stopky
storage	úložný prostor
store	obchod
storefront	výklad
storehouse	skladiště
storeroom	sklad
storing	ukládání
storm	bouřka
storming	bouří
stormy	bouřlivý
story	příběh
storybook	příběh
storyteller	příběh
storytelling	vyprávění
stound	loupež
stout	tlustý
stove	kamna
stow	stow
stowaway	černý pasažér
straddle	straddle
straight	rovný
straighten	narovnat
straightforward	přímý
straightway	hned
strain	kmen
strained	napjaté
strait	úžina
straitjacket	svěrací kazajka
straits	úžiny
strand	pramen
stranded	pruhovaný
strange	podivný
stranger	cizinec
strangle	uškrtit
strangulation	uškrcení
strap	popruh
strapless	bez ramínek
strapping	páskování
strata	vrstvy
strategic	strategický
strategist	stratég
strategy	strategie
stratification	stratifikace
stratosphere	stratosféra
stratum	vrstva
stratus	oblak
straw	sláma
strawberry	jahoda
stray	zbloudil
streak	pruh
streaked	pruhovaný
stream	proud
streamer	stuha
streaming	streaming
streamline	usměrnit
street	ulice
streetcar	tramvaj
streetlight	pouliční osvětlení
strength	síla
strengthen	posílit
strengthening	posílení
strenuous	namáhavý
strep	strep
stress	stres
stressed	zdůraznil
stresses	zdůrazňuje
stressfree	NO TRANSLATION
stressful	stresující
stressin	NO TRANSLATION
stressing	stresování
stressrelief	NO TRANSLATION
stretch	protáhnout se
stretcher	nosítka
stricken	zasažen
strict	přísný
stride	krok
strife	svár
strike	stávka
strikeout	strikeout
striker	útočník
striking	překvapující
strikingly	nápadně
string	řetězec
strings	řetězce
stringy	vláknitý
strip	pás
stripe	proužek
striped	pruhovaný
stripped	zbavený
stripper	striptérka
striptease	striptýz
strive	usilovat
strobe	strobe
stroke	mrtvice
stroll	procházka
stroller	dětský kočárek
strolling	procházka
strong	silný
stronghold	pevnost
strongly	silně
structural	strukturální
structure	struktura
strudel	jablečný závin
struggle	boj
strut	strut
stub	pahýl
stubbed	stubbed
stubble	strniště
stubborn	tvrdohlavý
stubbornness	tvrdohlavost
stubby	stubby
stucco	štukové
stuck	uvízl
stuckup	NO TRANSLATION
stud	stud
studded	posedlý
student	student
studied	studoval
studio	studio
study	studie
stuff	věci
stuffed animal	vycpané zvíře
stuffing	nádivka
stuffy	ucpaný
stumble	klopýtnutí
stump	pahýl
stumped	padající
stun	omráčit
stunned	ohromen
stunner	stunner
stunning	ohromující
stunt	zakrnět
stunted	zakrnělý
stuntman	kaskadér
stupefaction	úžas
stupefy	stupení
stupendous	úžasné
stupid	hloupý
stupidity	hloupost
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	otupělost
sturdy	solidní
sturgeon	jeseter
stutter	koktat
sty	stylu
style	styl
styling	styling
stylish	stylový
stylist	stylista
suave	zdvořilý
sub	sub
subatomic	subatomická
subcommittee	podvýbor
subconscious	podvědomý
subcutaneous	podkožní
subdivide	dále dělit
subdivision	pododdělení
subduction	subdukce
subdue	podmanit
subdued	tlumené
subdural	subdural
subito	NO TRANSLATION
subject	předmět
subjected	podroben
subjection	podrobení
subjective	subjektivní
subjugation	podřízení
sublet	podnájem
sublevel	sublevel
sublimation	sublimace
sublime	sublimovat
subliminal	subliminal
submarine	ponorka
submerge	ponoření
submerged	ponořený
submersible	ponorné
submission	podání
submissive	poslušný
submit	Předložit
submitting	odesílání
subordinate	podřízený
subordination	podřízení
subplot	subplot
subpoena	předvolání
subscribe	předplatit
subscriber	odběratel
subscription	předplatné
subsequence	subsekvence
subsequent	následující
subsequently	následně
subservient	servilní
subset	podmnožina
subside	ubývat
subsidence	pokles
subsidiary	dceřiná společnost
subsidize	dotace
subsidy	dotace
subsist	trvat
subsistence	živobytí
subsoil	podloží
subspace	subspace
substance	látka
substandard	nevyhovující
substantial	podstatné
substantially	podstatně
substantiate	zdůvodnit
substantive	věcné
substation	rozvodny
substitute	náhradní
substituted	substituované
substitution	substituce
substructure	spodní konstrukce
subterranean	podzemní
subtext	podtext
subtitle	titulky
subtle	jemné
subtlety	jemnost
subtract	odčítat
subtraction	odčítání
subtype	podtyp
suburb	předměstí
suburban	předměstský
suburbia	předměstí
suburbs	předměstí
subversion	podvracení
subversive	podvratný
subvert	subvert
subway	metro
succeed	povést se
succeeding	uspět
success	úspěch
successful	úspěšný
succession	posloupnost
successive	postupně
successor	nástupce
succinct	stručně
succubus	succubus
succulent	sukulentní
succumb	podlehnout
suck	sát
sucker	zelenáč
sucking	sání
suckling	kojení
sucks	sucks
suction	sání
sudden	náhlý
suddenly	Najednou
suds	pěny
sue	Žalovat
suede	semiš
suffer	trpět
sufferer	trpící
suffering	utrpení
suffice	stačit
sufficiency	dostatečnost
sufficient	dostatečný
sufficiently	dostatečně
suffix	přípona
suffocate	udusit se
suffocating	dusivý
suffocation	udušení
sugar	cukr
suggest	navrhnout
suggestion	návrh
suggestive	sugestivní
suicidal	sebevražedný
suicide	sebevražda
suicidebombing	NO TRANSLATION
suit	oblek
suitable	vhodný
suitcase	kufr
suite	suite
suitor	nápadník
sulfate	síran
sulfur	síra
sulk	trucovat
